효성티앤씨(298020),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-10-08,174500,177000,171500,175500,21662,759508.0,4327682.0
2018-10-10,176500,176500,165500,170000,23875,735706.0,4327682.0
2018-10-11,160500,167000,160000,160500,36018,694593.0,4327682.0
2018-10-12,158500,167000,158500,165500,16130,716231.0,4327682.0
2018-10-15,162000,165500,159500,160000,11321,692429.0,4327682.0
2018-10-16,161000,163500,158500,162500,14842,703248.0,4327682.0
2018-10-17,164000,167500,162500,166500,15979,720559.0,4327682.0
2018-10-18,166000,171000,163500,170000,11694,735706.0,4327682.0
2018-10-19,168000,174000,165500,173500,9799,750853.0,4327682.0
2018-10-22,173500,176500,171000,176000,7341,761672.0,4327682.0
2018-10-23,173500,175500,168000,170500,10987,737870.0,4327682.0
2018-10-24,170000,173500,167000,170500,10420,737870.0,4327682.0
2018-10-25,167000,168500,163000,166000,10497,718395.0,4327682.0
2018-10-26,165000,167500,155500,162000,18686,701084.0,4327682.0
2018-10-29,161000,164000,154500,157000,27564,679446.0,4327682.0
2018-10-30,157000,167000,155000,166000,13957,718395.0,4327682.0
2018-10-31,166500,174500,163500,174500,14726,755181.0,4327682.0
2018-11-01,175500,185500,169000,169500,37272,733542.0,4327682.0
2018-11-02,171500,175500,171000,172000,11903,744361.0,4327682.0
2018-11-05,170500,175000,169500,172000,8081,744361.0,4327682.0
2018-11-06,173500,175000,167500,170000,10399,735706.0,4327682.0
2018-11-07,168500,171500,168000,170000,7417,735706.0,4327682.0
2018-11-08,170500,174000,170500,173000,4632,748689.0,4327682.0
2018-11-09,174500,174500,170500,173500,4239,750853.0,4327682.0
2018-11-12,173500,174000,169000,173500,14215,750853.0,4327682.0
2018-11-13,172000,174000,168000,173500,15042,750853.0,4327682.0
2018-11-14,172000,178500,172000,175500,24158,759508.0,4327682.0
2018-11-15,174000,176500,169500,174000,11144,753017.0,4327682.0
2018-11-16,174500,176000,173000,175000,9160,757344.0,4327682.0
2018-11-19,176500,178000,175000,176500,9240,763836.0,4327682.0
2018-11-20,174000,177000,171500,175000,12474,757344.0,4327682.0
2018-11-21,174000,181500,171500,180500,10672,781147.0,4327682.0
2018-11-22,181500,184000,177500,183500,8377,794130.0,4327682.0
2018-11-23,184000,184500,182000,182500,6072,789802.0,4327682.0
2018-11-26,181500,186000,181500,185500,12622,802785.0,4327682.0
2018-11-27,185500,187000,182000,186500,5276,807113.0,4327682.0
2018-11-28,187500,189000,185500,188000,7065,813604.0,4327682.0
2018-11-29,188000,190500,187000,190000,8941,822260.0,4327682.0
2018-11-30,190000,192000,186500,186500,10600,807113.0,4327682.0
2018-12-03,189000,193000,187500,191000,8215,826587.0,4327682.0
2018-12-04,192500,192500,187500,190500,7841,824423.0,4327682.0
2018-12-05,187000,189500,183500,187000,15191,809277.0,4327682.0
2018-12-06,187500,189000,182500,182500,9019,789802.0,4327682.0
2018-12-07,183000,186000,179500,183500,2891,794130.0,4327682.0
2018-12-10,180000,184500,178000,183500,8640,794130.0,4327682.0
2018-12-11,182500,184000,178500,183000,6307,791966.0,4327682.0
2018-12-12,185000,190000,183500,190000,11482,822260.0,4327682.0
2018-12-13,190500,193000,186000,189000,11805,817932.0,4327682.0
2018-12-14,190500,192500,188000,188500,15480,815768.0,4327682.0
2018-12-17,188500,191000,187000,189000,9348,817932.0,4327682.0
2018-12-18,185500,189000,180500,186000,15163,804949.0,4327682.0
2018-12-19,185500,191000,183500,189500,28647,820096.0,4327682.0
2018-12-20,188000,189500,185500,188000,12034,813604.0,4327682.0
2018-12-21,186000,188500,182500,188000,23899,813604.0,4327682.0
2018-12-24,190000,190000,185000,188000,9191,813604.0,4327682.0
2018-12-26,184500,188500,181500,181500,16089,785474.0,4327682.0
2018-12-27,185000,185500,181500,185500,12612,802785.0,4327682.0
2018-12-28,184000,186000,183000,185000,7987,800621.0,4327682.0
2019-01-02,184000,186000,183500,185000,7367,800621.0,4327682.0
2019-01-03,185000,187000,180000,186000,11068,804949.0,4327682.0
2019-01-04,186500,186500,179000,184500,9539,798457.0,4327682.0
2019-01-07,186000,186500,182500,184500,2404,798457.0,4327682.0
2019-01-08,184500,186000,182500,186000,4107,804949.0,4327682.0
2019-01-09,186500,187500,184500,187000,7676,809277.0,4327682.0
2019-01-10,187000,187500,183000,185500,7294,802785.0,4327682.0
2019-01-11,183000,186500,183000,186000,6173,804949.0,4327682.0
2019-01-14,184000,187500,183000,186000,12327,804949.0,4327682.0
2019-01-15,184500,187000,183000,183500,11666,794130.0,4327682.0
2019-01-16,183500,184500,180500,184000,9306,796293.0,4327682.0
2019-01-17,184500,184500,179500,182000,9341,787638.0,4327682.0
2019-01-18,182000,185500,180500,185000,6717,800621.0,4327682.0
2019-01-21,185500,186000,183000,185000,3222,800621.0,4327682.0
2019-01-22,185000,185000,179500,185000,9434,800621.0,4327682.0
2019-01-23,182000,183500,178500,179500,12674,776819.0,4327682.0
2019-01-24,179000,181500,172000,175000,38369,757344.0,4327682.0
2019-01-25,175000,175000,169500,170500,14659,737870.0,4327682.0
2019-01-28,170500,173500,169500,171500,10707,742197.0,4327682.0
2019-01-29,170000,172000,167000,169000,16109,731378.0,4327682.0
2019-01-30,170000,174500,169500,174500,15606,755181.0,4327682.0
2019-01-31,172500,174500,171000,171500,15905,742197.0,4327682.0
2019-02-01,171500,172000,168500,169500,9220,733542.0,4327682.0
2019-02-07,169500,170500,169000,170000,7054,735706.0,4327682.0
2019-02-08,170000,170000,164000,165500,24938,716231.0,4327682.0
2019-02-11,166500,166500,163000,165500,7985,716231.0,4327682.0
2019-02-12,165500,167500,164000,165000,11062,714068.0,4327682.0
2019-02-13,165000,172000,165000,170500,14176,737870.0,4327682.0
2019-02-14,170500,171500,167000,171000,6334,740034.0,4327682.0
2019-02-15,171000,171500,168500,171500,5621,742197.0,4327682.0
2019-02-18,171000,172000,170000,172000,4111,744361.0,4327682.0
2019-02-19,172000,173000,170000,170500,7027,737870.0,4327682.0
2019-02-20,171500,171500,168500,170500,5325,737870.0,4327682.0
2019-02-21,169500,177000,169000,176500,11596,763836.0,4327682.0
2019-02-22,176500,177000,173500,177000,8749,766000.0,4327682.0
2019-02-25,177500,178000,173000,175000,6900,757344.0,4327682.0
2019-02-26,174500,175500,171500,173000,4988,748689.0,4327682.0
2019-02-27,172000,173500,170500,171000,3437,740034.0,4327682.0
2019-02-28,171000,174000,168000,168000,7715,727051.0,4327682.0
2019-03-04,171000,172500,168000,168500,4211,729214.0,4327682.0
2019-03-05,169000,171500,166000,169000,5155,731378.0,4327682.0
2019-03-06,169500,170500,167500,168500,3887,729214.0,4327682.0
2019-03-07,169000,169500,163500,164000,14077,709740.0,4327682.0
2019-03-08,163500,165500,163000,164500,11823,711904.0,4327682.0
2019-03-11,164000,164500,160000,164500,8928,711904.0,4327682.0
2019-03-12,166000,166000,162500,164000,7595,709740.0,4327682.0
2019-03-13,164000,167500,164000,166500,7601,720559.0,4327682.0
2019-03-14,167500,172500,166500,172500,17985,746525.0,4327682.0
2019-03-15,172500,175000,169000,169000,19681,731378.0,4327682.0
2019-03-18,169000,181000,169000,181000,31624,783310.0,4327682.0
2019-03-19,182000,192000,181500,188000,47370,813604.0,4327682.0
2019-03-20,190500,190500,183500,189000,22781,817932.0,4327682.0
2019-03-21,189500,190000,183000,188500,18146,815768.0,4327682.0
2019-03-22,186500,192000,186000,190500,12197,824423.0,4327682.0
2019-03-25,187000,188500,183500,185000,12340,800621.0,4327682.0
2019-03-26,185000,189000,184000,185500,10095,802785.0,4327682.0
2019-03-27,186500,186500,180500,184000,8846,796293.0,4327682.0
2019-03-28,184500,184500,174000,176000,13692,761672.0,4327682.0
2019-03-29,176000,176500,169000,173000,22440,748689.0,4327682.0
2019-04-01,175500,182000,174000,179000,17252,774655.0,4327682.0
2019-04-02,181000,181000,176000,177000,4689,766000.0,4327682.0
2019-04-03,176000,179500,174500,176000,5644,761672.0,4327682.0
2019-04-04,175000,178000,173000,175000,8212,757344.0,4327682.0
2019-04-05,175500,180000,173500,178500,8829,772491.0,4327682.0
2019-04-08,180000,180000,177000,179000,2978,774655.0,4327682.0
2019-04-09,179000,179000,173500,175000,14156,757344.0,4327682.0
2019-04-10,174500,175000,173000,173500,5364,750853.0,4327682.0
2019-04-11,174500,174500,170500,172500,11827,746525.0,4327682.0
2019-04-12,171500,173500,169500,172500,20464,746525.0,4327682.0
2019-04-15,172500,174000,170000,173000,13612,748689.0,4327682.0
2019-04-16,171500,173000,169000,170000,18782,735706.0,4327682.0
2019-04-17,170500,173000,169000,171500,9336,742197.0,4327682.0
2019-04-18,171500,172000,169000,170500,21143,737870.0,4327682.0
2019-04-19,171000,171000,169500,170500,10861,737870.0,4327682.0
2019-04-22,171000,173000,171000,172500,10958,746525.0,4327682.0
2019-04-23,172500,173000,169000,170000,10559,735706.0,4327682.0
2019-04-24,170000,171500,167500,167500,9340,724887.0,4327682.0
2019-04-25,167000,169000,163500,165000,12353,714068.0,4327682.0
2019-04-26,165000,165000,163500,163500,6237,707576.0,4327682.0
2019-04-29,166000,169500,165000,167000,9333,722723.0,4327682.0
2019-04-30,167000,169500,163500,166000,7848,718395.0,4327682.0
2019-05-02,168000,168500,165000,166500,8649,720559.0,4327682.0
2019-05-03,167000,167500,162000,166500,12870,720559.0,4327682.0
2019-05-07,163500,168500,162000,167000,18115,722723.0,4327682.0
2019-05-08,164000,170000,164000,169500,7714,733542.0,4327682.0
2019-05-09,169500,169500,161000,161000,10214,696757.0,4327682.0
2019-05-10,161500,162500,156000,159000,19376,688101.0,4327682.0
2019-05-13,159500,160500,155000,155500,9438,672955.0,4327682.0
2019-05-14,152500,155000,152000,154000,10015,666463.0,4327682.0
2019-05-15,153500,158000,153500,157500,11090,681610.0,4327682.0
2019-05-16,158500,158500,153500,155000,11415,670791.0,4327682.0
2019-05-17,155000,156500,154500,155500,6628,672955.0,4327682.0
2019-05-20,154000,156000,152500,153000,4904,662135.0,4327682.0
2019-05-21,151000,154500,151000,152500,4047,659972.0,4327682.0
2019-05-22,153000,153500,152500,153000,3808,662135.0,4327682.0
2019-05-23,153000,153000,149500,150500,8976,651316.0,4327682.0
2019-05-24,149500,150500,142500,143000,20340,618859.0,4327682.0
2019-05-27,141500,143500,141000,142500,9219,616695.0,4327682.0
2019-05-28,141500,144000,141000,142000,9303,614531.0,4327682.0
2019-05-29,142000,142000,137500,139000,17237,601548.0,4327682.0
2019-05-30,137500,139500,137000,138500,11819,599384.0,4327682.0
2019-05-31,138000,144500,138000,140500,10030,608039.0,4327682.0
2019-06-03,139000,141000,138500,139000,4055,601548.0,4327682.0
2019-06-04,139000,143000,139000,142500,5682,616695.0,4327682.0
2019-06-05,143000,144000,141000,142500,4894,616695.0,4327682.0
2019-06-07,143000,143000,139500,140500,8542,608039.0,4327682.0
2019-06-10,140000,142000,140000,141500,2491,612367.0,4327682.0
2019-06-11,140500,148000,139500,148000,16160,640497.0,4327682.0
2019-06-12,148000,148500,144500,148000,5611,640497.0,4327682.0
2019-06-13,148000,152500,146500,152500,9230,659972.0,4327682.0
2019-06-14,152500,153000,149000,149000,3832,644825.0,4327682.0
2019-06-17,149500,150500,147500,149000,1621,644825.0,4327682.0
2019-06-18,147500,150000,146000,148000,3665,640497.0,4327682.0
2019-06-19,148000,149500,146000,147000,2709,636169.0,4327682.0
2019-06-20,146000,153000,146000,150000,13976,649152.0,4327682.0
2019-06-21,150000,150000,141000,141000,14522,610203.0,4327682.0
2019-06-24,143000,143500,141000,142500,4191,616695.0,4327682.0
2019-06-25,142000,146000,142000,144000,8289,623186.0,4327682.0
2019-06-26,143000,146000,142500,145000,3062,627514.0,4327682.0
2019-06-27,144000,146000,142500,145000,3481,627514.0,4327682.0
2019-06-28,145000,145000,141000,142000,9006,614531.0,4327682.0
2019-07-01,142000,144000,141500,143500,3641,621022.0,4327682.0
2019-07-02,142500,146500,140500,145500,18334,629678.0,4327682.0
2019-07-03,145500,146500,140500,142000,14648,614531.0,4327682.0
2019-07-04,143000,145500,142000,145500,6272,629678.0,4327682.0
2019-07-05,144500,146000,141500,145500,6411,629678.0,4327682.0
2019-07-08,145500,145500,138500,139000,8393,601548.0,4327682.0
2019-07-09,140500,141500,139000,140500,5391,608039.0,4327682.0
2019-07-10,140000,142000,138000,141000,6481,610203.0,4327682.0
2019-07-11,142000,144000,139500,143000,5872,618859.0,4327682.0
2019-07-12,141500,145000,141000,143500,6477,621022.0,4327682.0
2019-07-15,143500,144500,140500,143500,3690,621022.0,4327682.0
2019-07-16,143500,149000,141000,146500,8318,634005.0,4327682.0
2019-07-17,145000,147000,143500,145500,8159,629678.0,4327682.0
2019-07-18,145500,145500,141500,145000,11360,627514.0,4327682.0
2019-07-19,144000,145000,141500,143500,9708,621022.0,4327682.0
2019-07-22,143500,150000,143500,147000,24725,636169.0,4327682.0
2019-07-23,146000,148500,145500,146500,10284,634005.0,4327682.0
2019-07-24,146500,147000,142000,142500,10237,616695.0,4327682.0
2019-07-25,143000,143000,140000,142500,5462,616695.0,4327682.0
2019-07-26,141000,141500,137500,139000,10960,601548.0,4327682.0
2019-07-29,138000,140000,134000,137000,28509,592892.0,4327682.0
2019-07-30,136500,141500,136500,141500,11416,612367.0,4327682.0
2019-07-31,141000,147000,140500,144000,33580,623186.0,4327682.0
2019-08-01,153500,155500,148000,152500,94093,659972.0,4327682.0
2019-08-02,149000,156000,148500,154000,32318,666463.0,4327682.0
2019-08-05,154000,156000,149500,150000,16009,649152.0,4327682.0
2019-08-06,147500,152000,142500,147500,17798,638333.0,4327682.0
2019-08-07,147500,151000,142000,147000,23029,636169.0,4327682.0
2019-08-08,148000,150500,144500,150500,16703,651316.0,4327682.0
2019-08-09,150500,150500,148000,149500,7680,646988.0,4327682.0
2019-08-12,149500,151000,144000,148000,5099,640497.0,4327682.0
2019-08-13,146000,149500,146000,148000,8892,640497.0,4327682.0
2019-08-14,148500,151000,146500,148500,14685,642661.0,4327682.0
2019-08-16,147500,154000,145500,152000,12958,657808.0,4327682.0
2019-08-19,152000,157500,151500,157000,13556,679446.0,4327682.0
2019-08-20,157000,158500,154500,157000,9686,679446.0,4327682.0
2019-08-21,159500,161500,155000,157000,17275,679446.0,4327682.0
2019-08-22,157000,160000,156000,158000,9173,683774.0,4327682.0
2019-08-23,158000,158500,155500,157000,5862,679446.0,4327682.0
2019-08-26,155000,155000,150000,154000,19169,666463.0,4327682.0
2019-08-27,155000,155000,150000,150000,10722,649152.0,4327682.0
2019-08-28,149500,152000,148500,151000,6029,653480.0,4327682.0
2019-08-29,151500,151500,149000,151500,6537,655644.0,4327682.0
2019-08-30,153000,157500,151500,157000,10765,679446.0,4327682.0
2019-09-02,156000,157500,153500,154000,6600,666463.0,4327682.0
2019-09-03,154500,157500,151500,152000,11973,657808.0,4327682.0
2019-09-04,153000,154000,151000,153500,3808,664299.0,4327682.0
2019-09-05,153500,154000,151000,152000,6146,657808.0,4327682.0
2019-09-06,152500,153000,150500,150500,3251,651316.0,4327682.0
2019-09-09,150500,153000,150000,150000,7873,649152.0,4327682.0
2019-09-10,150000,154000,149500,152500,11210,659972.0,4327682.0
2019-09-11,150000,153000,149500,152000,12900,657808.0,4327682.0
2019-09-16,151000,154500,150500,151000,7815,653480.0,4327682.0
2019-09-17,150500,151000,146000,146000,18463,631842.0,4327682.0
2019-09-18,146500,155500,146000,153500,40013,664299.0,4327682.0
2019-09-19,154000,155000,150000,151500,15758,655644.0,4327682.0
2019-09-20,152000,159000,151000,158500,55860,685938.0,4327682.0
2019-09-23,158000,159000,155500,158500,10460,685938.0,4327682.0
2019-09-24,159000,163000,157000,160000,32989,692429.0,4327682.0
2019-09-25,161000,162500,158500,160000,12165,692429.0,4327682.0
2019-09-26,161500,161500,157000,159500,7047,690265.0,4327682.0
2019-09-27,159500,160500,157000,159000,7258,688101.0,4327682.0
2019-09-30,159500,159500,155000,158000,5377,,
2019-10-01,159000,162000,156000,160000,11679,,
2019-10-02,160000,160000,155500,158000,7644,,
2019-10-04,155500,158500,155000,157000,4199,,
2019-10-07,159000,159000,155000,158000,6173,,
