토니모리(214420),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-11-11,26233,27800,26233,27533,32270,485688.0,11760000.0
2015-11-12,27533,30266,26700,28800,198363,508032.0,11760000.0
2015-11-13,28366,28900,27700,28167,46889,496860.0,11760000.0
2015-11-16,27200,27799,27033,27067,35939,477456.0,11760000.0
2015-11-17,27400,27633,27000,27400,35448,483336.0,11760000.0
2015-11-18,27333,27566,26900,27133,33318,478632.0,11760000.0
2015-11-19,27233,27933,26966,27433,42646,483924.0,11760000.0
2015-11-20,27433,28733,27400,27967,42862,493332.0,11760000.0
2015-11-23,28333,28366,27800,28100,20540,495684.0,11760000.0
2015-11-24,28199,28233,27799,27967,22580,493332.0,11760000.0
2015-11-25,28000,29266,28000,29233,113749,515676.0,11760000.0
2015-11-26,29533,29933,28800,29100,82835,513324.0,11760000.0
2015-11-27,29199,29199,28433,28600,46408,504504.0,11760000.0
2015-11-30,28333,28499,27666,28000,35913,493920.0,11760000.0
2015-12-01,28133,29100,28133,28767,54523,507444.0,11760000.0
2015-12-02,28800,29366,28800,29167,69287,514500.0,11760000.0
2015-12-03,29300,29300,28466,28700,29308,506268.0,11760000.0
2015-12-04,28166,28400,27900,28000,28238,493920.0,11760000.0
2015-12-07,28333,28333,27433,27767,22154,489804.0,11760000.0
2015-12-08,27666,27800,26633,27133,39600,478632.0,11760000.0
2015-12-09,27133,27566,26666,26800,26311,472752.0,11760000.0
2015-12-10,26600,26800,25866,26033,50372,459228.0,11760000.0
2015-12-11,26000,26400,25866,26300,22895,463932.0,11760000.0
2015-12-14,25833,26000,25233,25233,29269,445116.0,11760000.0
2015-12-15,25066,25333,23333,24700,52065,435708.0,11760000.0
2015-12-16,24833,26566,24833,26233,68386,462756.0,11760000.0
2015-12-17,26600,27166,26200,26400,37609,465696.0,11760000.0
2015-12-18,26033,26500,25833,26267,28196,463344.0,11760000.0
2015-12-21,26033,27066,26033,26733,26127,471576.0,11760000.0
2015-12-22,26733,26866,25966,26267,29032,463344.0,11760000.0
2015-12-23,26466,26500,25833,25833,29218,455700.0,11760000.0
2015-12-24,26000,26066,25366,25467,22675,449232.0,11760000.0
2015-12-28,25400,25666,25000,25033,21465,441588.0,11760000.0
2015-12-29,24733,25466,24533,25333,45639,446880.0,11760000.0
2015-12-30,25600,25600,25100,25233,24240,445116.0,11760000.0
2016-01-04,25233,25333,24100,24100,61248,425124.0,11760000.0
2016-01-05,23500,23866,23400,23500,74038,414540.0,11760000.0
2016-01-06,23933,24600,23666,23967,79162,422772.0,11760000.0
2016-01-07,23533,24200,23266,23267,165624,410424.0,11760000.0
2016-01-08,22800,23566,22400,23167,87711,408660.0,11760000.0
2016-01-11,22900,24166,22766,23267,94197,410424.0,11760000.0
2016-01-12,23366,23366,22666,22700,85429,400428.0,11760000.0
2016-01-13,22866,23433,22866,23333,92837,411600.0,11760000.0
2016-01-14,23266,23366,22800,23100,40697,407484.0,11760000.0
2016-01-15,23233,23266,22500,22700,54886,400428.0,11760000.0
2016-01-18,22100,22300,21666,21933,54491,386904.0,11760000.0
2016-01-19,22100,22400,21733,22333,34786,393960.0,11760000.0
2016-01-20,23100,24200,22500,23200,258587,409248.0,11760000.0
2016-01-21,23033,23033,22166,22333,59252,393960.0,11760000.0
2016-01-22,22466,22733,22033,22433,48339,395724.0,11760000.0
2016-01-25,22433,22966,22433,22967,66192,405132.0,11760000.0
2016-01-26,22966,23600,22400,22733,99369,401016.0,11760000.0
2016-01-27,23166,23300,22733,23100,57303,407484.0,11760000.0
2016-01-28,23000,23333,22966,23233,37615,409836.0,11760000.0
2016-01-29,23233,23333,22733,23033,47048,406308.0,11760000.0
2016-02-01,23099,23433,23066,23267,78284,410424.0,11760000.0
2016-02-02,23300,23333,22633,22733,62303,401016.0,11760000.0
2016-02-03,22600,22600,22099,22167,52408,391020.0,11760000.0
2016-02-04,22233,22833,22200,22533,38010,397488.0,11760000.0
2016-02-05,22366,22666,22300,22667,28872,399840.0,11760000.0
2016-02-11,22133,22166,21466,21733,41265,383376.0,11760000.0
2016-02-12,21166,21400,18533,19000,200145,335160.0,11760000.0
2016-02-15,18733,19266,18333,19033,93657,335748.0,11760000.0
2016-02-16,19266,19633,19066,19067,66239,336336.0,11760000.0
2016-02-17,19066,19733,18500,18767,108450,331044.0,11760000.0
2016-02-18,19000,19433,18933,19000,53075,335160.0,11760000.0
2016-02-19,19433,19899,19166,19567,63888,345156.0,11760000.0
2016-02-22,19866,19866,19133,19433,30243,342804.0,11760000.0
2016-02-23,19533,19533,18900,18933,57946,333984.0,11760000.0
2016-02-24,18933,19066,18766,18933,35784,333984.0,11760000.0
2016-02-25,18966,19666,18966,19167,53375,338100.0,11760000.0
2016-02-26,19233,19533,19133,19200,22158,338688.0,11760000.0
2016-02-29,19333,19333,18966,19067,27447,336336.0,11760000.0
2016-03-02,19500,19500,19200,19367,44062,341628.0,11760000.0
2016-03-03,19366,19533,19200,19467,44520,343392.0,11760000.0
2016-03-04,19466,19733,19366,19533,47794,344568.0,11760000.0
2016-03-07,19466,20933,19466,20933,139768,369264.0,11760000.0
2016-03-08,21133,21333,20500,21333,86358,376320.0,11760000.0
2016-03-09,21566,21966,21133,21967,65613,387492.0,11760000.0
2016-03-10,21933,21933,21533,21633,46549,381612.0,11760000.0
2016-03-11,21633,21666,20933,21333,51476,376320.0,11760000.0
2016-03-14,21466,21533,20833,21267,35801,375144.0,11760000.0
2016-03-15,21366,21366,20800,20800,30081,366912.0,11760000.0
2016-03-16,20733,21500,20733,21400,66446,377496.0,11760000.0
2016-03-17,21333,21466,21099,21200,29306,373968.0,11760000.0
2016-03-18,21666,21733,21133,21233,43228,374556.0,11760000.0
2016-03-21,21233,21600,21133,21300,44559,375732.0,11760000.0
2016-03-22,21333,21433,21000,21067,51323,371616.0,11760000.0
2016-03-23,21066,21200,20600,20733,39113,365736.0,11760000.0
2016-03-24,20733,21000,20600,20667,30004,364560.0,11760000.0
2016-03-25,20866,20866,20566,20700,22261,365148.0,11760000.0
2016-03-28,20700,20966,20600,20600,35855,363384.0,11760000.0
2016-03-29,20599,20700,20000,20167,52213,355740.0,11760000.0
2016-03-30,20033,20199,19900,19967,42816,352212.0,11760000.0
2016-03-31,20033,20100,19866,20067,25142,353976.0,11760000.0
2016-04-01,19933,20400,19933,20000,31078,352800.0,11760000.0
2016-04-04,20433,21166,20133,21133,90522,372792.0,11760000.0
2016-04-05,21600,21633,20899,21267,49500,375144.0,11760000.0
2016-04-06,21166,21366,20866,21167,33456,373380.0,11760000.0
2016-04-07,21233,22266,21100,22067,203776,389256.0,11760000.0
2016-04-08,22066,22066,21600,21800,89052,384552.0,11760000.0
2016-04-11,21800,21933,21066,21133,65422,372792.0,11760000.0
2016-04-12,21100,21233,20666,20833,45107,367500.0,11760000.0
2016-04-14,21000,21300,20800,20933,34798,369264.0,11760000.0
2016-04-15,20733,20899,19933,20400,93362,359856.0,11760000.0
2016-04-18,20166,20666,20133,20533,54203,362208.0,11760000.0
2016-04-19,20533,20933,20333,20600,64637,363384.0,11760000.0
2016-04-20,20700,20900,20333,20500,57095,361620.0,11760000.0
2016-04-21,20933,21833,20599,21800,180275,384552.0,11760000.0
2016-04-22,21933,22866,21666,22733,291591,401016.0,11760000.0
2016-04-25,23233,27700,23233,26433,1658073,466284.0,11760000.0
2016-04-26,26866,28833,26466,26667,972416,470400.0,11760000.0
2016-04-27,26400,26600,25400,26600,470358,469224.0,11760000.0
2016-04-28,26233,26800,25800,26267,285487,463344.0,11760000.0
2016-04-29,25933,26166,25133,25400,253656,448056.0,11760000.0
2016-05-02,25400,26133,24866,24867,170438,438648.0,11760000.0
2016-05-03,25133,26066,25133,25433,208189,448644.0,11760000.0
2016-05-04,25799,26066,24733,24767,204895,436884.0,11760000.0
2016-05-09,24966,25766,24833,25533,140839,450408.0,11760000.0
2016-05-10,25966,26200,25133,25533,147769,450408.0,11760000.0
2016-05-11,25666,25733,25166,25167,81930,443940.0,11760000.0
2016-05-12,25066,25666,24999,25567,79272,450996.0,11760000.0
2016-05-13,25700,25700,25133,25233,63778,445116.0,11760000.0
2016-05-16,25433,27233,25366,26533,380630,468048.0,11760000.0
2016-05-17,27200,27533,26000,26633,260090,469812.0,11760000.0
2016-05-18,26599,26599,24666,24767,236433,436884.0,11760000.0
2016-05-19,24766,24766,23333,23367,212141,412188.0,11760000.0
2016-05-20,23533,24066,23333,23700,116401,418068.0,11760000.0
2016-05-23,24000,24366,23333,24200,99899,426888.0,11760000.0
2016-05-24,24233,24333,23266,23433,107267,413364.0,11760000.0
2016-05-25,23733,23966,23266,23367,85163,412188.0,11760000.0
2016-05-26,23433,23566,22566,22800,109257,402192.0,11760000.0
2016-05-27,22733,23433,22600,23333,72041,411600.0,11760000.0
2016-05-30,23766,23766,23433,23667,72304,417480.0,11760000.0
2016-05-31,23866,24000,23300,24000,114855,423360.0,11760000.0
2016-06-01,26633,27333,25333,25800,596148,455112.0,11760000.0
2016-06-02,26033,28566,25566,28400,914029,500976.0,11760000.0
2016-06-03,28966,30900,28600,29333,909717,517440.0,11760000.0
2016-06-07,29333,29700,28233,29100,296029,513324.0,11760000.0
2016-06-08,29766,30900,29266,30400,408437,536256.0,11760000.0
2016-06-09,31266,32400,30666,31400,379285,553896.0,11760000.0
2016-06-10,31266,31533,30233,31300,252635,552132.0,11760000.0
2016-06-13,30899,32333,30600,31400,201419,553896.0,11760000.0
2016-06-14,30766,32233,30133,31600,277144,557424.0,11760000.0
2016-06-15,31833,32033,31066,31600,118167,557424.0,11760000.0
2016-06-16,31366,31500,29366,30167,178950,532140.0,11760000.0
2016-06-17,30500,31233,29799,30367,132382,535668.0,11760000.0
2016-06-20,31066,31766,30666,31333,151256,552720.0,11760000.0
2016-06-21,31666,33333,31400,33333,505059,588000.0,11760000.0
2016-06-22,33866,34666,32433,33133,375716,584472.0,11760000.0
2016-06-23,32633,35133,32166,33333,344083,588000.0,11760000.0
2016-06-24,34133,34133,30200,32000,531409,564480.0,11760000.0
2016-06-27,31000,32700,30733,31933,222020,563304.0,11760000.0
2016-06-28,31933,32700,31600,32533,177324,573888.0,11760000.0
2016-06-29,33000,35200,32800,35200,364991,620928.0,11760000.0
2016-06-30,35200,35733,34466,34667,270071,611520.0,11760000.0
2016-07-01,34866,35200,34200,34800,168208,613872.0,11760000.0
2016-07-04,35000,35266,34466,34800,108830,613872.0,11760000.0
2016-07-05,35066,35066,34266,34467,111739,607992.0,11760000.0
2016-07-06,34133,34133,33200,33667,150023,593880.0,11760000.0
2016-07-07,33933,34066,33266,33467,111206,590352.0,11760000.0
2016-07-08,33000,33800,32433,32633,200318,575652.0,11760000.0
2016-07-11,32466,33166,30966,32933,296714,580944.0,11760000.0
2016-07-12,32833,33233,32300,32700,127648,576828.0,11760000.0
2016-07-13,32733,33000,32400,32667,96572,576240.0,11760000.0
2016-07-14,33033,34466,32499,34333,204770,605640.0,11760000.0
2016-07-15,34666,34800,34066,34467,139742,607992.0,11760000.0
2016-07-18,34600,34933,34266,34667,100968,611520.0,11760000.0
2016-07-19,34733,35666,33800,34000,151514,599760.0,11760000.0
2016-07-20,33666,34333,33133,33533,103850,591528.0,11760000.0
2016-07-21,34533,34533,32833,33300,107887,587412.0,11760000.0
2016-07-22,33300,33866,32833,33133,57433,584472.0,11760000.0
2016-07-25,34000,34000,32800,33033,38741,582708.0,11760000.0
2016-07-26,32933,33600,32933,33400,48826,589176.0,11760000.0
2016-07-27,33400,33600,33000,33000,61264,582120.0,11760000.0
2016-07-28,33266,35466,33233,35333,289220,623280.0,11760000.0
2016-07-29,35533,36866,35133,36667,272825,646800.0,11760000.0
2016-08-01,36666,36666,33999,34133,225029,602112.0,11760000.0
2016-08-02,34666,36666,34666,36667,275013,646800.0,11760000.0
2016-08-03,37000,37866,35733,37000,176970,652680.0,11760000.0
2016-08-04,37400,38000,36866,37667,101681,664440.0,11760000.0
2016-08-05,37266,37333,35066,35267,217772,622104.0,11760000.0
2016-08-08,35266,36266,34399,35733,110580,630336.0,11760000.0
2016-08-09,36133,36200,35000,35400,55497,624456.0,11760000.0
2016-08-10,35533,35933,35000,35467,44120,625632.0,11760000.0
2016-08-11,35800,35933,35066,35067,49214,618576.0,11760000.0
2016-08-12,35400,35600,34933,35067,49550,618576.0,11760000.0
2016-08-16,35400,36733,35000,35800,141298,631512.0,11760000.0
2016-08-17,36066,36133,34333,34467,86098,607992.0,11760000.0
2016-08-18,34666,35000,33000,33200,119502,585648.0,11760000.0
2016-08-19,33200,33400,32000,32867,149952,579768.0,11760000.0
2016-08-22,32700,33233,32466,32633,56099,575652.0,11760000.0
2016-08-23,32233,33933,32233,32933,87143,580944.0,11760000.0
2016-08-24,33233,33400,32000,32200,66265,568008.0,11760000.0
2016-08-25,32333,32400,30866,30900,113603,545076.0,11760000.0
2016-08-26,30933,31633,30800,31200,37203,550368.0,11760000.0
2016-08-29,31199,31500,30466,30900,32561,545076.0,11760000.0
2016-08-30,30899,31699,30899,31400,47749,553896.0,11760000.0
2016-08-31,31399,31633,30166,30367,65476,535668.0,11760000.0
2016-09-01,30533,33033,30466,32900,139499,580356.0,11760000.0
2016-09-02,32933,33933,32466,33400,127569,589176.0,11760000.0
2016-09-05,33666,34000,32366,32433,72313,572124.0,11760000.0
2016-09-06,32433,32666,31833,32133,23906,566832.0,11760000.0
2016-09-07,32233,32366,31500,31700,55208,559188.0,11760000.0
2016-09-08,31566,32066,30666,31667,62752,558600.0,11760000.0
2016-09-09,32066,32066,30799,31000,44827,546840.0,11760000.0
2016-09-12,30099,31200,30099,31200,44683,550368.0,11760000.0
2016-09-13,31200,31633,30800,31633,42453,558012.0,11760000.0
2016-09-19,31833,31833,31066,31367,54983,553308.0,11760000.0
2016-09-20,31066,31600,30600,30833,71546,543900.0,11760000.0
2016-09-21,30999,30999,30000,30367,70257,535668.0,11760000.0
2016-09-22,30466,30700,30333,30533,44102,538608.0,11760000.0
2016-09-23,30833,32466,30666,32200,130276,568008.0,11760000.0
2016-09-26,32166,32200,31400,31800,66517,560952.0,11760000.0
2016-09-27,31399,32900,31399,32667,72448,576240.0,11760000.0
2016-09-28,32566,32766,31833,32100,71857,566244.0,11760000.0
2016-09-29,32433,32433,30866,31033,143050,547428.0,11760000.0
2016-09-30,31066,31400,30800,31367,48452,553308.0,11760000.0
2016-10-04,31700,32033,31466,31767,51562,560364.0,11760000.0
2016-10-05,31333,32433,31333,32433,73713,572124.0,11760000.0
2016-10-06,32433,32533,31900,32333,38376,570360.0,11760000.0
2016-10-07,32099,32499,30033,30667,148618,540960.0,11760000.0
2016-10-10,30666,30900,30333,30500,43630,538020.0,11760000.0
2016-10-11,30166,30700,29799,30000,67706,529200.0,11760000.0
2016-10-12,30466,32366,30433,31100,144216,548604.0,11760000.0
2016-10-13,31500,31500,30500,30833,50382,543900.0,11760000.0
2016-10-14,30966,30966,29966,30133,53826,531552.0,11760000.0
2016-10-17,29800,30733,29333,29500,49939,520380.0,11760000.0
2016-10-18,28933,29400,28000,28467,93914,502152.0,11760000.0
2016-10-19,28400,28866,28333,28600,32209,504504.0,11760000.0
2016-10-20,28433,28600,27200,27333,86969,482160.0,11760000.0
2016-10-21,27333,27633,26266,26933,79197,475104.0,11760000.0
2016-10-24,26733,27500,26033,26033,63966,459228.0,11760000.0
2016-10-25,26033,26300,23399,23967,229842,422772.0,11760000.0
2016-10-26,23800,25900,23666,24733,210109,436296.0,11760000.0
2016-10-27,24766,26000,24766,26000,151034,458640.0,11760000.0
2016-10-28,26000,26333,25566,26133,62758,460992.0,11760000.0
2016-10-31,26000,26033,24966,25433,64245,448644.0,11760000.0
2016-11-01,24899,26333,24899,25767,55050,454524.0,11760000.0
2016-11-02,25666,26366,25366,26033,68091,459228.0,11760000.0
2016-11-03,26066,28666,25566,25667,344684,452760.0,11760000.0
2016-11-04,25966,26000,24333,24500,103784,432180.0,11760000.0
2016-11-07,24833,25033,24333,24767,52976,436884.0,11760000.0
2016-11-08,24533,25533,24533,25300,59548,446292.0,11760000.0
2016-11-09,25466,26000,23366,25000,192352,441000.0,11760000.0
2016-11-10,25100,26300,25100,26233,87480,462756.0,11760000.0
2016-11-11,26333,26566,25700,26233,36751,462756.0,11760000.0
2016-11-14,26233,26266,25500,25733,42441,453936.0,11760000.0
2016-11-15,25800,25800,24966,24967,44450,440412.0,11760000.0
2016-11-16,24866,26000,24866,25933,73596,457464.0,11760000.0
2016-11-17,25933,26333,25800,26100,62953,460404.0,11760000.0
2016-11-18,26900,28300,26400,26450,111637,311052.0,11760000.0
2016-11-21,26500,26550,24550,25000,91530,294000.0,11760000.0
2016-11-22,24900,25000,23600,23800,68836,279888.0,11760000.0
2016-11-23,23650,24250,23600,23850,23992,280476.0,11760000.0
2016-11-24,23350,23650,22300,22500,55701,264600.0,11760000.0
2016-11-25,22500,23750,22500,23400,48349,275184.0,11760000.0
2016-11-28,23400,23450,22750,23150,20079,272244.0,11760000.0
2016-11-29,23300,23850,22800,23850,35170,280476.0,11760000.0
2016-11-30,24100,24100,23000,23200,23602,272832.0,11760000.0
2016-12-01,23400,23400,22350,22500,21640,264600.0,11760000.0
2016-12-02,22400,22650,21700,21700,45678,255192.0,11760000.0
2016-12-05,21500,22100,20650,20650,68000,242844.0,11760000.0
2016-12-06,20950,21300,20700,20900,40718,245784.0,11760000.0
2016-12-07,20650,20900,19850,20350,56913,239316.0,11760000.0
2016-12-08,20450,20600,20000,20350,52841,239316.0,11760000.0
2016-12-09,20050,22200,19900,21900,206060,386316.0,17640000.0
2016-12-12,21800,22250,21350,21700,102828,382788.0,17640000.0
2016-12-13,21700,22000,21600,21750,98851,383670.0,17640000.0
2016-12-14,22000,23250,21900,22700,149179,400428.0,17640000.0
2016-12-15,22650,23450,22550,23150,95090,408366.0,17640000.0
2016-12-16,23000,23650,22700,23600,88649,416304.0,17640000.0
2016-12-19,24500,24600,23800,23800,106776,419832.0,17640000.0
2016-12-20,23950,23950,23150,23400,55724,412776.0,17640000.0
2016-12-21,23400,23400,22900,23050,49576,406602.0,17640000.0
2016-12-22,23300,23350,22800,23050,31653,406602.0,17640000.0
2016-12-23,23050,23350,22800,23000,26267,405720.0,17640000.0
2016-12-26,23250,23250,22700,22750,45985,401310.0,17640000.0
2016-12-27,22750,22800,22100,22250,60197,392490.0,17640000.0
2016-12-28,22200,22750,22150,22650,42494,399546.0,17640000.0
2016-12-29,22700,23050,22500,22750,905936,401310.0,17640000.0
2017-01-02,22550,22650,21600,21600,61184,381024.0,17640000.0
2017-01-03,21700,22000,21400,21550,70265,380142.0,17640000.0
2017-01-04,21800,21800,20950,21150,124323,373086.0,17640000.0
2017-01-05,21200,22250,21150,22250,112965,392490.0,17640000.0
2017-01-06,22350,22350,21450,21550,87965,380142.0,17640000.0
2017-01-09,21400,21400,20200,20450,194862,360738.0,17640000.0
2017-01-10,20300,20450,19950,20350,90150,358974.0,17640000.0
2017-01-11,20050,20200,19850,20100,122086,354564.0,17640000.0
2017-01-12,20100,20450,20100,20400,103278,359856.0,17640000.0
2017-01-13,20150,21100,20100,20850,68001,367794.0,17640000.0
2017-01-16,21200,21250,20500,20900,50110,368676.0,17640000.0
2017-01-17,20700,21150,20650,20850,36388,367794.0,17640000.0
2017-01-18,21050,21100,20800,21100,33045,372204.0,17640000.0
2017-01-19,20950,21200,20700,20900,46988,368676.0,17640000.0
2017-01-20,20700,21100,20700,20850,39760,367794.0,17640000.0
2017-01-23,20850,21050,20300,20300,38211,358092.0,17640000.0
2017-01-24,20500,21100,20300,21050,67505,371322.0,17640000.0
2017-01-25,21050,21500,20900,20900,56632,368676.0,17640000.0
2017-01-26,20900,21350,20450,21100,41188,372204.0,17640000.0
2017-01-31,21100,21650,21000,21100,59071,372204.0,17640000.0
2017-02-01,21100,21500,21100,21450,46019,378378.0,17640000.0
2017-02-02,21550,21550,20550,20700,81673,365148.0,17640000.0
2017-02-03,20700,20800,20100,20100,56160,354564.0,17640000.0
2017-02-06,20050,20950,20000,20900,38550,368676.0,17640000.0
2017-02-07,20800,21100,20550,20800,25968,366912.0,17640000.0
2017-02-08,20800,20800,20150,20350,21170,358974.0,17640000.0
2017-02-09,20500,20500,20050,20200,42938,356328.0,17640000.0
2017-02-10,20150,20500,20150,20450,31474,360738.0,17640000.0
2017-02-13,20500,22200,20500,22150,318212,390726.0,17640000.0
2017-02-14,22550,23000,21850,22900,250011,403956.0,17640000.0
2017-02-15,23500,23600,22500,22800,189590,402192.0,17640000.0
2017-02-16,22800,23400,22400,22600,62762,398664.0,17640000.0
2017-02-17,22300,22500,21600,22100,123058,389844.0,17640000.0
2017-02-20,22150,22700,21850,22450,63853,396018.0,17640000.0
2017-02-21,22250,22700,22250,22350,57048,394254.0,17640000.0
2017-02-22,22200,22400,21800,21900,112032,386316.0,17640000.0
2017-02-23,21750,23150,21750,22900,168694,403956.0,17640000.0
2017-02-24,23100,23550,22750,23050,142496,406602.0,17640000.0
2017-02-27,23050,23300,22650,22800,96966,402192.0,17640000.0
2017-02-28,22550,22650,22150,22150,59181,390726.0,17640000.0
2017-03-02,21800,22050,21050,21050,119815,371322.0,17640000.0
2017-03-03,20300,20400,19250,19800,133910,349272.0,17640000.0
2017-03-06,19300,20100,18900,19800,118240,349272.0,17640000.0
2017-03-07,19800,20050,19700,19900,51136,351036.0,17640000.0
2017-03-08,19900,20100,19500,19700,65317,347508.0,17640000.0
2017-03-09,19800,20500,19800,19950,66092,351918.0,17640000.0
2017-03-10,20050,20600,19750,20100,77065,354564.0,17640000.0
2017-03-13,20150,20950,20150,20650,68831,364266.0,17640000.0
2017-03-14,20800,20900,19950,20200,69639,356328.0,17640000.0
2017-03-15,20050,20200,19800,20200,54295,356328.0,17640000.0
2017-03-16,20200,20350,19900,20200,47195,356328.0,17640000.0
2017-03-17,20350,20550,20050,20300,54962,358092.0,17640000.0
2017-03-20,20250,20300,19950,20050,31240,353682.0,17640000.0
2017-03-21,20150,20250,19950,20150,27663,355446.0,17640000.0
2017-03-22,20000,20300,20000,20100,26913,354564.0,17640000.0
2017-03-23,20050,20300,19900,19950,41264,351918.0,17640000.0
