토니모리(214420),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-12-17,11950,12000,11500,11800,129174,208152.0,17640000.0
2018-12-18,11600,12950,11450,12050,425390,212562.0,17640000.0
2018-12-19,12050,12350,11850,12250,143435,216090.0,17640000.0
2018-12-20,12000,12450,11750,11800,136461,208152.0,17640000.0
2018-12-21,11900,12050,11250,11400,136502,201096.0,17640000.0
2018-12-24,11450,11500,10900,10900,66796,192276.0,17640000.0
2018-12-26,10550,10950,10550,10900,84168,192276.0,17640000.0
2018-12-27,11100,11500,11050,11300,112572,199332.0,17640000.0
2018-12-28,11400,11750,11250,11250,80183,198450.0,17640000.0
2019-01-02,11600,11650,10550,10700,95924,188748.0,17640000.0
2019-01-03,10600,11000,10600,10600,78383,186984.0,17640000.0
2019-01-04,10500,10950,10450,10750,71979,189630.0,17640000.0
2019-01-07,11100,11550,11050,11200,130219,197568.0,17640000.0
2019-01-08,11550,13150,11550,12350,1228260,217854.0,17640000.0
2019-01-09,12600,12600,12050,12450,241919,219618.0,17640000.0
2019-01-10,12600,12600,12050,12150,168438,214326.0,17640000.0
2019-01-11,12250,12500,12050,12250,143123,216090.0,17640000.0
2019-01-14,12400,12650,12050,12150,204143,214326.0,17640000.0
2019-01-15,12300,12550,12150,12450,129659,219618.0,17640000.0
2019-01-16,12500,12750,12250,12700,145721,224028.0,17640000.0
2019-01-17,12700,12750,12150,12250,131214,216090.0,17640000.0
2019-01-18,12250,12350,11850,12200,125079,215208.0,17640000.0
2019-01-21,12250,12250,12000,12100,59415,213444.0,17640000.0
2019-01-22,12150,13150,12000,13150,465637,231966.0,17640000.0
2019-01-23,13050,14100,12800,12900,1103012,227556.0,17640000.0
2019-01-24,13350,13350,12900,13200,199214,232848.0,17640000.0
2019-01-25,13050,13300,12950,13250,144902,233730.0,17640000.0
2019-01-28,13500,13700,13050,13050,182078,230202.0,17640000.0
2019-01-29,13000,13500,12600,12900,228526,227556.0,17640000.0
2019-01-30,13050,13050,12700,12700,97497,224028.0,17640000.0
2019-01-31,12950,13050,12700,13050,120549,230202.0,17640000.0
2019-02-01,13000,13150,12700,12850,99730,226674.0,17640000.0
2019-02-07,12750,12950,12300,12500,173320,220500.0,17640000.0
2019-02-08,12250,12250,12000,12050,137391,212562.0,17640000.0
2019-02-11,12150,12200,11700,12000,69881,211680.0,17640000.0
2019-02-12,12150,12150,11850,11900,41696,209916.0,17640000.0
2019-02-13,12100,12300,11900,12200,73139,215208.0,17640000.0
2019-02-14,12250,13450,12250,12850,620795,226674.0,17640000.0
2019-02-15,12500,13850,12500,13200,831304,232848.0,17640000.0
2019-02-18,13400,13450,12850,13050,199226,230202.0,17640000.0
2019-02-19,13050,13300,12850,13300,159004,234612.0,17640000.0
2019-02-20,13300,14350,13250,14050,1319609,247842.0,17640000.0
2019-02-21,14150,14950,13800,14450,905553,254898.0,17640000.0
2019-02-22,14550,15950,14450,14550,1519247,256662.0,17640000.0
2019-02-25,14700,15300,14250,15200,485047,268128.0,17640000.0
2019-02-26,15100,15200,14550,14900,330500,262836.0,17640000.0
2019-02-27,14800,15000,14650,14750,172158,260190.0,17640000.0
2019-02-28,14700,14800,14000,14100,222911,248724.0,17640000.0
2019-03-04,14000,14550,13850,14250,310710,251370.0,17640000.0
2019-03-05,14250,14500,13600,13800,247496,243432.0,17640000.0
2019-03-06,13900,13950,13400,13650,125350,240786.0,17640000.0
2019-03-07,13600,14300,13300,13750,260977,242550.0,17640000.0
2019-03-08,13450,14150,13350,13900,172612,245196.0,17640000.0
2019-03-11,14100,14100,12800,13200,191279,232848.0,17640000.0
2019-03-12,13300,13450,12900,13100,118941,231084.0,17640000.0
2019-03-13,13000,13650,13000,13350,120610,235494.0,17640000.0
2019-03-14,13350,13750,13200,13750,107706,242550.0,17640000.0
2019-03-15,13850,14400,13500,13900,392675,245196.0,17640000.0
2019-03-18,14000,14500,13950,14200,234267,250488.0,17640000.0
2019-03-19,14350,14500,13850,14150,130641,249606.0,17640000.0
2019-03-20,14050,14100,13400,13750,164772,242550.0,17640000.0
2019-03-21,13750,13750,13350,13450,105657,237258.0,17640000.0
2019-03-22,13650,13800,13300,13350,64477,235494.0,17640000.0
2019-03-25,13200,13500,13000,13100,51020,231084.0,17640000.0
2019-03-26,13300,13650,13200,13500,70369,238140.0,17640000.0
2019-03-27,13400,13550,13000,13050,56916,230202.0,17640000.0
2019-03-28,13050,13050,12350,12350,117601,217854.0,17640000.0
2019-03-29,12450,13100,12100,12950,107553,228438.0,17640000.0
2019-04-01,12950,13200,12650,12900,59261,227556.0,17640000.0
2019-04-02,13000,13350,12900,13150,60660,231966.0,17640000.0
2019-04-03,13150,13300,13050,13150,48202,231966.0,17640000.0
2019-04-04,13100,13700,13100,13700,114169,241668.0,17640000.0
2019-04-05,13550,13850,13400,13600,129516,239904.0,17640000.0
2019-04-08,13600,14200,13600,13850,213764,244314.0,17640000.0
2019-04-09,14000,14300,13500,14250,256820,251370.0,17640000.0
2019-04-10,14250,14250,14000,14000,104074,246960.0,17640000.0
2019-04-11,14000,14100,13800,13850,92031,244314.0,17640000.0
2019-04-12,13800,14450,13800,14450,218969,254898.0,17640000.0
2019-04-15,14550,14950,14300,14450,415843,254898.0,17640000.0
2019-04-16,15000,15350,14400,14650,429354,258426.0,17640000.0
2019-04-17,14700,14800,14100,14250,139350,251370.0,17640000.0
2019-04-18,14100,14250,13700,13750,103352,242550.0,17640000.0
2019-04-19,13750,15500,13750,15100,1502345,266364.0,17640000.0
2019-04-22,15100,15450,14850,14950,349196,263718.0,17640000.0
2019-04-23,14950,15450,14750,15100,314758,266364.0,17640000.0
2019-04-24,15000,15150,14500,14500,261028,255780.0,17640000.0
2019-04-25,14500,14700,14100,14350,155137,253134.0,17640000.0
2019-04-26,14500,15050,14350,14600,290421,257544.0,17640000.0
2019-04-29,14650,14900,14300,14450,102461,254898.0,17640000.0
2019-04-30,14550,14550,13600,13950,256021,246078.0,17640000.0
2019-05-02,13750,14200,13650,14000,94026,246960.0,17640000.0
2019-05-03,13950,14100,13850,13950,65889,246078.0,17640000.0
2019-05-07,13400,13650,13200,13300,137681,234612.0,17640000.0
2019-05-08,13150,13600,13050,13300,84074,234612.0,17640000.0
2019-05-09,13300,13400,12600,12650,126075,223146.0,17640000.0
2019-05-10,12600,13100,12550,12850,108953,226674.0,17640000.0
2019-05-13,12750,12950,12100,12300,74525,216972.0,17640000.0
2019-05-14,12000,12550,11650,12100,85150,213444.0,17640000.0
2019-05-15,12250,12700,12250,12600,70296,222264.0,17640000.0
2019-05-16,12400,12650,12200,12200,69753,215208.0,17640000.0
2019-05-17,12300,12650,11900,11950,73803,210798.0,17640000.0
2019-05-20,12000,12350,11750,11800,77465,208152.0,17640000.0
2019-05-21,11700,12050,11700,11800,43740,208152.0,17640000.0
2019-05-22,11900,12050,11600,11600,76579,204624.0,17640000.0
2019-05-23,11450,11600,9620,9780,651937,172519.0,17640000.0
2019-05-24,9580,9880,9570,9580,155949,168991.0,17640000.0
2019-05-27,9510,9850,9220,9640,94211,170050.0,17640000.0
2019-05-28,9640,9990,9640,9880,75876,174283.0,17640000.0
2019-05-29,9980,9980,9700,9750,43209,171990.0,17640000.0
2019-05-30,9720,9860,9560,9570,63557,168815.0,17640000.0
2019-05-31,9580,9860,9580,9770,49562,172343.0,17640000.0
2019-06-03,9700,9950,9700,9870,36510,174107.0,17640000.0
2019-06-04,9780,9930,9770,9780,35093,172519.0,17640000.0
2019-06-05,9880,10350,9780,10100,122927,178164.0,17640000.0
2019-06-07,10250,10600,10150,10600,111317,186984.0,17640000.0
2019-06-10,10600,10600,10050,10250,110363,180810.0,17640000.0
2019-06-11,10300,10850,10200,10550,106572,186102.0,17640000.0
2019-06-12,10550,10800,10450,10550,63315,186102.0,17640000.0
2019-06-13,10500,11000,10500,10850,92191,191394.0,17640000.0
2019-06-14,10950,11950,10850,11500,263798,202860.0,17640000.0
2019-06-17,11500,13100,11450,13050,495020,230202.0,17640000.0
2019-06-18,13450,14100,12750,13200,664053,232848.0,17640000.0
2019-06-19,13750,14250,13450,14000,440481,246960.0,17640000.0
2019-06-20,13900,14200,13450,14150,227048,249606.0,17640000.0
2019-06-21,14150,14200,13500,13900,285482,245196.0,17640000.0
2019-06-24,13850,14100,13650,13800,94494,243432.0,17640000.0
2019-06-25,13550,13700,12800,13150,310324,231966.0,17640000.0
2019-06-26,13250,13250,12300,12350,198263,217854.0,17640000.0
2019-06-27,12450,12650,12050,12050,137974,212562.0,17640000.0
2019-06-28,12050,12600,12050,12350,197067,217854.0,17640000.0
2019-07-01,12600,13000,12500,12650,113075,223146.0,17640000.0
2019-07-02,12650,12750,12300,12400,52689,218736.0,17640000.0
2019-07-03,12500,12500,11500,11700,89325,206388.0,17640000.0
2019-07-04,11700,11950,11300,11450,71476,201978.0,17640000.0
2019-07-05,11450,12400,11400,11900,138066,209916.0,17640000.0
2019-07-08,11800,12150,11300,11400,75946,201096.0,17640000.0
2019-07-09,11350,11600,10900,11350,85691,200214.0,17640000.0
2019-07-10,11300,11500,10850,11100,126799,195804.0,17640000.0
2019-07-11,11100,11300,10950,11250,65214,198450.0,17640000.0
2019-07-12,11450,11450,11050,11250,53975,198450.0,17640000.0
2019-07-15,11150,11600,10800,11550,129234,203742.0,17640000.0
2019-07-16,11550,11600,11000,11100,94023,195804.0,17640000.0
2019-07-17,11000,11100,10600,10750,62267,189630.0,17640000.0
2019-07-18,10650,10950,10650,10750,23541,189630.0,17640000.0
2019-07-19,10750,10950,10700,10750,45787,189630.0,17640000.0
2019-07-22,10750,10900,10700,10850,24590,191394.0,17640000.0
2019-07-23,10800,11000,10550,10650,86549,187866.0,17640000.0
2019-07-24,10850,10850,10300,10300,33561,181692.0,17640000.0
2019-07-25,10300,10300,9970,10000,37373,176400.0,17640000.0
2019-07-26,9950,10150,9870,9960,29599,175694.0,17640000.0
2019-07-29,9910,10050,9150,9200,106328,162288.0,17640000.0
2019-07-30,9010,9380,9010,9300,73042,164052.0,17640000.0
2019-07-31,9310,9950,9000,9140,126024,161230.0,17640000.0
2019-08-01,9000,9330,9000,9060,47995,159818.0,17640000.0
2019-08-02,9020,9300,8810,9260,114883,163346.0,17640000.0
2019-08-05,9300,9340,8340,8340,82218,147118.0,17640000.0
2019-08-06,7880,8510,7790,7980,72564,140767.0,17640000.0
2019-08-07,7920,8240,7920,8080,56608,142531.0,17640000.0
2019-08-08,8090,10450,8090,8700,1965100,153468.0,17640000.0
2019-08-09,8860,9070,8590,8700,372718,153468.0,17640000.0
2019-08-12,9030,10300,8820,9360,1870391,165110.0,17640000.0
2019-08-13,9320,10000,9320,9550,528920,168462.0,17640000.0
2019-08-14,9900,9910,9270,9380,369071,165463.0,17640000.0
2019-08-16,9420,9530,9120,9190,152512,162112.0,17640000.0
2019-08-19,9120,9360,9020,9020,95758,159113.0,17640000.0
2019-08-20,9020,9340,9020,9340,87947,164758.0,17640000.0
2019-08-21,9300,9370,9170,9350,74856,164934.0,17640000.0
2019-08-22,9400,9510,9290,9290,85523,163876.0,17640000.0
2019-08-23,9290,9700,9200,9310,260130,164228.0,17640000.0
2019-08-26,8940,9240,8750,8750,115198,154350.0,17640000.0
2019-08-27,8910,9000,8730,8730,75157,153997.0,17640000.0
2019-08-28,8730,8810,8660,8780,51270,154879.0,17640000.0
2019-08-29,8770,9050,8720,8890,76232,156820.0,17640000.0
2019-08-30,9260,9390,9030,9140,102724,161230.0,17640000.0
2019-09-02,9120,9350,9080,9220,48219,162641.0,17640000.0
2019-09-03,9300,9850,9300,9520,279362,167933.0,17640000.0
2019-09-04,9520,9590,9320,9420,106275,166169.0,17640000.0
2019-09-05,9490,9620,9470,9550,78405,168462.0,17640000.0
2019-09-06,9660,9660,9430,9510,50090,167756.0,17640000.0
2019-09-09,9450,9610,9450,9480,55001,167227.0,17640000.0
2019-09-10,9570,9570,9380,9480,37890,167227.0,17640000.0
2019-09-11,9420,9750,9420,9690,105206,170932.0,17640000.0
2019-09-16,9780,9880,9680,9840,104049,173578.0,17640000.0
2019-09-17,9890,9930,9700,9890,79361,174460.0,17640000.0
2019-09-18,9890,9940,9810,9860,51806,173930.0,17640000.0
2019-09-19,9930,9930,9660,9710,51724,171284.0,17640000.0
2019-09-20,9720,9810,9680,9800,34041,172872.0,17640000.0
2019-09-23,9800,9860,9640,9660,31510,170402.0,17640000.0
2019-09-24,9790,10400,9710,10300,262960,181692.0,17640000.0
2019-09-25,10600,10600,10050,10050,167355,177282.0,17640000.0
2019-09-26,10150,10200,9700,9790,113666,172696.0,17640000.0
2019-09-27,9810,10450,9810,10200,305748,179928.0,17640000.0
2019-09-30,10400,10450,10150,10200,166038,179928.0,17640000.0
2019-10-01,10200,10400,10050,10100,98339,178164.0,17640000.0
2019-10-02,9860,9980,9850,9850,65289,173754.0,17640000.0
2019-10-04,9830,9840,9380,9410,111804,165992.0,17640000.0
2019-10-07,9380,9540,9380,9420,45421,166169.0,17640000.0
