아세아시멘트(183190),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-04-07,76486,77568,75208,75700,3485,253777.0,3295809.0
2017-04-10,75897,75897,74225,75111,3551,251800.0,3295809.0
2017-04-11,75700,76093,75110,75504,2718,253118.0,3295809.0
2017-04-12,75503,75897,74913,74914,2428,251141.0,3295809.0
2017-04-13,74913,77568,74913,77175,4230,258721.0,3295809.0
2017-04-14,75995,78158,75995,77667,2218,260369.0,3295809.0
2017-04-17,77961,78748,77175,78158,2883,262017.0,3295809.0
2017-04-18,78158,79534,78158,78846,5061,264324.0,3295809.0
2017-04-19,78649,80812,78649,80124,5826,268608.0,3295809.0
2017-04-20,80321,83270,80222,81796,10111,274211.0,3295809.0
2017-04-21,81599,82778,81500,82779,4068,277507.0,3295809.0
2017-04-24,83565,83860,81107,81992,4116,274870.0,3295809.0
2017-04-25,81894,83172,81205,81796,6920,274211.0,3295809.0
2017-04-26,81304,83565,80517,81108,5572,271904.0,3295809.0
2017-04-27,80419,81795,79534,81304,4459,272563.0,3295809.0
2017-04-28,79927,80812,79731,79731,3544,267290.0,3295809.0
2017-05-02,81205,81205,79436,80419,2996,269597.0,3295809.0
2017-05-04,80616,81894,80517,81599,4236,273552.0,3295809.0
2017-05-08,82090,82189,81402,81992,3185,274870.0,3295809.0
2017-05-10,82090,82680,80321,80321,7608,269268.0,3295809.0
2017-05-11,79927,83467,79829,82779,4788,277507.0,3295809.0
2017-05-12,82778,83270,81894,81894,2427,274541.0,3295809.0
2017-05-15,81894,82680,81205,81894,3940,274541.0,3295809.0
2017-05-16,82189,82582,80812,82287,3329,275859.0,3295809.0
2017-05-17,81795,82189,81205,81206,4497,272234.0,3295809.0
2017-05-18,80812,82582,79534,81206,11318,272234.0,3295809.0
2017-05-19,81304,81992,80222,81796,4677,274211.0,3295809.0
2017-05-22,81795,82975,81795,82681,4408,277178.0,3295809.0
2017-05-23,83172,83172,81205,82189,4543,275530.0,3295809.0
2017-05-24,83368,83565,82189,83565,6622,280144.0,3295809.0
2017-05-25,83565,86318,83368,85532,7631,286735.0,3295809.0
2017-05-26,86514,86514,85236,86023,3204,288383.0,3295809.0
2017-05-29,86416,86514,84745,85237,6878,285747.0,3295809.0
2017-05-30,85531,86121,85040,85532,2505,286735.0,3295809.0
2017-05-31,85531,85531,83368,83369,5947,279485.0,3295809.0
2017-06-01,83368,84646,83172,84647,3879,283769.0,3295809.0
2017-06-02,84646,86514,83073,86416,5156,289702.0,3295809.0
2017-06-05,85629,86219,83860,84745,4728,284099.0,3295809.0
2017-06-07,84745,86219,84745,85827,7373,287724.0,3295809.0
2017-06-08,86023,86809,85531,86515,5237,290031.0,3295809.0
2017-06-09,87596,87596,86023,86122,4200,288713.0,3295809.0
2017-06-12,84843,86711,84843,86515,4011,290031.0,3295809.0
2017-06-13,86908,87104,86023,87105,2784,292009.0,3295809.0
2017-06-14,87301,87301,85728,86220,2520,289042.0,3295809.0
2017-06-15,86318,86416,84056,84155,2614,282121.0,3295809.0
2017-06-16,83467,85433,83270,85040,3909,285087.0,3295809.0
2017-06-19,86023,86219,84155,85728,2888,287395.0,3295809.0
2017-06-20,85728,85728,84056,84155,4586,282121.0,3295809.0
2017-06-21,84941,84941,81795,82877,6262,277837.0,3295809.0
2017-06-22,82975,82975,81795,82189,3398,275530.0,3295809.0
2017-06-23,84253,84253,82189,83860,4002,281133.0,3295809.0
2017-06-26,83860,83860,82287,82582,4562,276848.0,3295809.0
2017-06-27,81894,84646,81894,84057,5310,281792.0,3295809.0
2017-06-28,84843,84941,82483,83172,2641,278825.0,3295809.0
2017-06-29,83172,85924,82287,84254,5661,282451.0,3295809.0
2017-06-30,84843,84843,82385,82484,7085,276518.0,3295809.0
2017-07-03,83073,83467,82189,83074,4986,278496.0,3295809.0
2017-07-04,82483,83368,82385,83270,2633,279155.0,3295809.0
2017-07-05,83270,83270,82189,82681,2026,277178.0,3295809.0
2017-07-06,83172,84253,82483,83664,3290,280473.0,3295809.0
2017-07-07,83663,84253,83073,84057,2604,281792.0,3295809.0
2017-07-10,84056,84056,82877,83270,1168,279155.0,3295809.0
2017-07-11,82582,83073,81992,82877,2747,277837.0,3295809.0
2017-07-12,82877,83467,82287,83270,2552,279155.0,3295809.0
2017-07-13,83565,83565,82090,82484,2190,276518.0,3295809.0
2017-07-14,83565,83565,81205,82189,3618,275530.0,3295809.0
2017-07-17,83073,84253,82385,82582,6298,276848.0,3295809.0
2017-07-18,82582,84056,82582,83172,2620,278825.0,3295809.0
2017-07-19,83368,84351,83172,84057,2588,281792.0,3295809.0
2017-07-20,84155,86121,84155,85827,4851,287724.0,3295809.0
2017-07-21,85826,86514,84941,86318,3239,289372.0,3295809.0
2017-07-24,86416,86416,84155,85728,4122,287395.0,3295809.0
2017-07-25,86121,86121,83467,85630,3525,287065.0,3295809.0
2017-07-26,85629,85629,84056,84745,2053,284099.0,3295809.0
2017-07-27,84745,85826,84056,85532,2380,286735.0,3295809.0
2017-07-28,85531,85728,83762,84352,1927,282780.0,3295809.0
2017-07-31,84351,85433,83467,85433,2468,286406.0,3295809.0
2017-08-01,85335,85335,84056,84254,3183,282451.0,3295809.0
2017-08-02,83762,84351,83565,83860,2072,281133.0,3295809.0
2017-08-03,83860,83860,82582,83270,4854,279155.0,3295809.0
2017-08-04,83270,83860,82680,83860,3011,281133.0,3295809.0
2017-08-07,83860,84056,82877,83565,1312,280144.0,3295809.0
2017-08-08,83565,83958,82778,83664,2091,280473.0,3295809.0
2017-08-09,84056,84056,82582,82779,2613,277507.0,3295809.0
2017-08-10,83565,83565,82778,82779,2657,277507.0,3295809.0
2017-08-11,82778,83467,81697,82976,3274,278166.0,3295809.0
2017-08-14,83467,83467,81500,82189,3660,275530.0,3295809.0
2017-08-16,82189,83368,81009,82779,3766,277507.0,3295809.0
2017-08-17,82385,83172,81992,82681,2372,277178.0,3295809.0
2017-08-18,81205,82975,81205,82779,5895,277507.0,3295809.0
2017-08-21,82582,83467,81795,81992,2158,274870.0,3295809.0
2017-08-22,81992,82582,81500,82091,4343,275200.0,3295809.0
2017-08-23,82090,82385,81697,81796,46729,274211.0,3295809.0
2017-08-24,82582,84056,82189,82976,8701,278166.0,3295809.0
2017-08-25,83172,86809,83172,85138,8364,285417.0,3295809.0
2017-08-28,85433,85433,84253,85138,2074,285417.0,3295809.0
2017-08-29,85138,85924,83467,85237,3278,285747.0,3295809.0
2017-08-30,84548,85433,83663,83664,2404,280473.0,3295809.0
2017-08-31,83762,84941,83565,84155,1836,282121.0,3295809.0
2017-09-01,83958,85531,83860,84549,2592,283440.0,3295809.0
2017-09-04,82385,84450,81894,82877,2423,277837.0,3295809.0
2017-09-05,83172,85138,82877,84745,3829,284099.0,3295809.0
2017-09-06,84843,85236,83860,85040,4268,285087.0,3295809.0
2017-09-07,85531,86121,84646,85532,2543,286735.0,3295809.0
2017-09-08,85531,85728,83467,84549,2849,283440.0,3295809.0
2017-09-11,84548,85236,83467,83565,2864,280144.0,3295809.0
2017-09-12,83762,84351,82877,83074,4560,278496.0,3295809.0
2017-09-13,83368,86023,82975,85630,5697,287065.0,3295809.0
2017-09-14,85629,86908,85531,86515,4513,290031.0,3295809.0
2017-09-15,86514,87006,85040,86515,5237,290031.0,3295809.0
2017-09-18,86219,87399,85924,86416,2292,289702.0,3295809.0
2017-09-19,86416,87792,84745,85728,4290,287395.0,3295809.0
2017-09-20,85728,85826,84548,85335,1919,286076.0,3295809.0
2017-09-21,85236,85236,83958,84352,1101,282780.0,3295809.0
2017-09-22,85040,85629,82483,82681,4759,277178.0,3295809.0
2017-09-25,82778,83172,80910,81009,5482,271575.0,3295809.0
2017-09-26,81009,82090,80616,81796,2120,274211.0,3295809.0
2017-09-27,81795,82975,81599,82779,1757,277507.0,3295809.0
2017-09-28,82778,83762,81599,82779,1886,277507.0,3295809.0
2017-09-29,83073,83467,81599,82779,4305,277507.0,3295809.0
2017-10-10,82778,82778,81500,82189,3676,275530.0,3295809.0
2017-10-11,81500,84155,81304,82681,2548,277178.0,3295809.0
2017-10-12,82680,83467,82680,83270,6258,279155.0,3295809.0
2017-10-13,83368,85924,83368,85532,5983,286735.0,3295809.0
2017-10-16,86416,88284,85138,85925,6767,288054.0,3295809.0
2017-10-17,86908,87006,85629,86220,6902,289042.0,3295809.0
2017-10-18,86219,86613,84843,85433,2689,286406.0,3295809.0
2017-10-19,85531,86514,83565,86318,5477,289372.0,3295809.0
2017-10-20,87006,87006,84745,86023,2776,288383.0,3295809.0
2017-10-23,84745,86219,83270,83860,3639,281133.0,3295809.0
2017-10-24,83860,85040,82877,84942,2233,284758.0,3295809.0
2017-10-25,85433,85433,83172,83369,3266,279485.0,3295809.0
2017-10-26,83368,83762,82287,82779,4465,277507.0,3295809.0
2017-10-27,82778,83565,82189,82582,4439,276848.0,3295809.0
2017-10-30,83467,83565,82090,82582,8390,276848.0,3295809.0
2017-10-31,82582,85236,81992,84843,6497,284428.0,3295809.0
2017-11-01,84843,85040,82877,83074,2667,278496.0,3295809.0
2017-11-02,83762,84351,81500,81992,5098,274870.0,3295809.0
2017-11-03,82385,85236,82385,85237,8211,285747.0,3295809.0
2017-11-06,87399,89562,83762,84352,12580,282780.0,3295809.0
2017-11-07,84548,85138,84253,85040,6141,285087.0,3295809.0
2017-11-08,87399,87399,85826,87400,11461,292997.0,3295809.0
2017-11-09,87989,92315,87694,89464,34693,299919.0,3295809.0
2017-11-10,98312,116008,98115,116008,465057,388905.0,3295809.0
2017-11-13,117483,130755,112567,115517,221636,387258.0,3295809.0
2017-11-14,114533,114533,108143,111093,78571,372426.0,3295809.0
2017-11-15,108143,110109,102736,105194,69316,352652.0,3295809.0
2017-11-16,105685,110109,102736,105686,51269,354299.0,3295809.0
2017-11-17,106668,120432,105685,113059,117237,379018.0,3295809.0
2017-11-20,113059,115025,110109,113551,48154,380666.0,3295809.0
2017-11-21,115516,116991,110109,114042,34067,382314.0,3295809.0
2017-11-22,116500,122890,111584,120432,71034,403737.0,3295809.0
2017-11-23,121415,131738,119940,125348,63904,420216.0,3295809.0
2017-11-24,123873,129772,120432,128297,38810,430103.0,3295809.0
2017-11-27,129772,129772,123873,126823,15857,425159.0,3295809.0
2017-11-28,126822,127314,120432,122399,17894,410328.0,3295809.0
2017-11-29,123381,129280,121907,124857,31807,418568.0,3295809.0
2017-11-30,125348,126331,120432,123382,33646,413624.0,3295809.0
2017-12-01,123381,127805,120432,126823,12540,425159.0,3295809.0
2017-12-04,126331,128789,124856,127806,23712,428455.0,3295809.0
2017-12-05,128297,129772,123381,127806,17409,428455.0,3295809.0
2017-12-06,127805,128789,124364,127806,12271,428455.0,3295809.0
2017-12-07,128297,129772,124364,128789,15405,431751.0,3295809.0
2017-12-08,128789,132721,119449,120924,27647,405385.0,3295809.0
2017-12-11,120924,122890,115516,122890,17040,411976.0,3295809.0
2017-12-12,127805,135670,118466,122399,52455,410328.0,3295809.0
2017-12-13,120432,125348,117974,124365,11594,416920.0,3295809.0
2017-12-14,125839,125839,121415,123382,13631,413624.0,3295809.0
2017-12-15,119940,123381,116008,122890,21626,411976.0,3295809.0
2017-12-18,115516,121415,114042,118466,46396,397145.0,3295809.0
2017-12-19,117483,118466,115516,116008,10085,388905.0,3295809.0
2017-12-20,116008,116991,113550,114534,7775,383962.0,3295809.0
2017-12-21,114533,115025,109126,110601,20108,370779.0,3295809.0
2017-12-22,110601,114042,110109,113551,15360,380666.0,3295809.0
2017-12-26,114533,116499,108635,116500,20692,390553.0,3295809.0
2017-12-27,115000,116500,109000,111500,18277,367483.0,3295809.0
2017-12-28,111500,113000,109500,110000,13555,362539.0,3295809.0
2018-01-02,110000,116000,110000,112500,9572,370779.0,3295809.0
2018-01-03,114500,115500,112500,114000,16560,375722.0,3295809.0
2018-01-04,112500,118000,112000,116500,18723,383962.0,3295809.0
2018-01-05,116500,120500,114500,118500,12713,390553.0,3295809.0
2018-01-08,118500,118500,113500,116000,9573,382314.0,3295809.0
2018-01-09,116000,120500,114000,120000,12875,395497.0,3295809.0
2018-01-10,120000,127000,118000,126000,14790,415272.0,3295809.0
2018-01-11,126000,126000,123500,125000,6218,411976.0,3295809.0
2018-01-12,125000,125500,119000,123000,8816,405385.0,3295809.0
2018-01-15,123000,124000,118000,123000,8125,405385.0,3295809.0
2018-01-16,122000,122000,118500,121500,7162,400441.0,3295809.0
2018-01-17,120500,121000,117000,120000,9901,395497.0,3295809.0
2018-01-18,120000,122500,116500,120000,11950,395497.0,3295809.0
2018-01-19,120000,123500,119500,122000,4945,402089.0,3295809.0
2018-01-22,123000,123000,119000,122500,3422,403737.0,3295809.0
2018-01-23,122000,123500,120000,122000,5892,402089.0,3295809.0
2018-01-24,122000,123500,121000,122500,6667,403737.0,3295809.0
2018-01-25,122500,122500,116000,119000,19349,392201.0,3295809.0
2018-01-26,119500,129500,119000,127000,28062,418568.0,3295809.0
2018-01-29,130000,130000,124500,128500,11902,423511.0,3295809.0
2018-01-30,128500,132000,127000,130000,18791,428455.0,3295809.0
2018-01-31,130000,130000,125500,129500,13107,426807.0,3295809.0
2018-02-01,129500,130000,126500,128500,12624,423511.0,3295809.0
2018-02-02,126500,127500,122000,126000,15039,415272.0,3295809.0
2018-02-05,122000,125500,122000,123000,10196,405385.0,3295809.0
2018-02-06,119000,123000,116500,123000,16011,405385.0,3295809.0
2018-02-07,123000,125500,117500,117500,10462,387258.0,3295809.0
2018-02-08,118000,119000,114000,115500,20836,380666.0,3295809.0
2018-02-09,114500,115000,111000,113000,12006,372426.0,3295809.0
2018-02-12,113500,114000,110500,113000,12530,372426.0,3295809.0
2018-02-13,113500,114500,110000,111500,10813,367483.0,3295809.0
2018-02-14,111000,114000,111000,113500,8619,374074.0,3295809.0
2018-02-19,113500,115500,111500,115500,9555,380666.0,3295809.0
2018-02-20,115500,117500,113500,116500,9341,383962.0,3295809.0
2018-02-21,116500,117000,112500,115500,7913,380666.0,3295809.0
2018-02-22,115500,115500,112000,113500,6768,374074.0,3295809.0
2018-02-23,113000,113000,110000,111500,12573,367483.0,3295809.0
2018-02-26,111500,112000,109000,111000,8374,432435.0,3895809.0
2018-02-27,111500,113000,110500,113000,7935,440226.0,3895809.0
2018-02-28,112000,112500,107500,108500,16094,422695.0,3895809.0
2018-03-02,108000,108500,105000,107500,11321,418799.0,3895809.0
2018-03-05,107500,109000,106000,108500,5505,422695.0,3895809.0
2018-03-06,108500,109000,106000,108000,4556,420747.0,3895809.0
2018-03-07,109000,110500,105000,106000,7101,412956.0,3895809.0
2018-03-08,106000,106500,101000,106000,21307,412956.0,3895809.0
2018-03-09,104000,109500,103000,107500,16084,418799.0,3895809.0
2018-03-12,108000,109000,106000,108500,12672,422695.0,3895809.0
2018-03-13,107000,108000,104000,104000,11593,405164.0,3895809.0
2018-03-14,103000,104500,100500,102000,10026,397373.0,3895809.0
2018-03-15,102000,106500,100500,103500,12578,403216.0,3895809.0
2018-03-16,103500,104000,100000,100500,13815,391529.0,3895809.0
2018-03-19,101000,103500,99900,101500,8868,395425.0,3895809.0
2018-03-20,101500,101500,99300,100500,9215,391529.0,3895809.0
2018-03-21,100500,100500,97800,98200,13889,382568.0,3895809.0
2018-03-22,98500,99100,97400,98200,7461,382568.0,3895809.0
2018-03-23,97300,97800,94100,96700,19816,376725.0,3895809.0
2018-03-26,96000,96600,91200,94800,26610,369323.0,3895809.0
2018-03-27,94800,94800,92700,93800,9274,365427.0,3895809.0
2018-03-28,93100,93600,91500,93600,18514,364648.0,3895809.0
2018-03-29,93600,96000,92000,95500,10820,372050.0,3895809.0
2018-03-30,95600,104000,95600,99800,21026,388802.0,3895809.0
2018-04-02,101000,104500,99500,101000,15858,393477.0,3895809.0
2018-04-03,100500,101000,97800,99200,12925,386464.0,3895809.0
2018-04-04,99200,99200,96600,99000,10238,385685.0,3895809.0
2018-04-05,99100,99700,97600,98700,5645,384516.0,3895809.0
2018-04-06,99000,101000,97300,98800,10684,384906.0,3895809.0
2018-04-09,98200,98200,94100,95700,18989,372829.0,3895809.0
2018-04-10,97100,98300,94400,97600,12731,380231.0,3895809.0
2018-04-11,97600,97600,96100,96100,10901,374387.0,3895809.0
2018-04-12,96200,98300,96100,97500,11892,379841.0,3895809.0
2018-04-13,97600,97600,95500,97500,6424,379841.0,3895809.0
2018-04-16,97200,98800,94900,97600,16225,380231.0,3895809.0
2018-04-17,97600,100500,96800,98500,15600,383737.0,3895809.0
2018-04-18,102500,112500,101000,111000,168001,432435.0,3895809.0
2018-04-19,114000,134000,113500,125000,296326,486976.0,3895809.0
2018-04-20,127500,130500,117500,128000,141448,498664.0,3895809.0
2018-04-23,136500,143000,122000,130000,154525,506455.0,3895809.0
2018-04-24,127500,132000,123500,128000,66262,498664.0,3895809.0
2018-04-25,128000,136000,123000,127000,55940,494768.0,3895809.0
2018-04-26,128000,128000,122500,125500,67614,488924.0,3895809.0
2018-04-27,125500,130000,119500,126000,60854,490872.0,3895809.0
2018-04-30,132000,148000,130500,148000,154037,576580.0,3895809.0
2018-05-02,153000,160000,138000,151500,128661,590215.0,3895809.0
2018-05-03,147000,147000,140000,142500,75567,555153.0,3895809.0
2018-05-04,142500,167000,142000,157000,121878,611642.0,3895809.0
2018-05-08,152500,161500,152000,156500,46671,609694.0,3895809.0
2018-05-09,156500,160000,143000,151000,72104,588267.0,3895809.0
2018-05-10,155500,162000,151500,159000,41883,619434.0,3895809.0
2018-05-11,155000,159000,149500,157000,59816,611642.0,3895809.0
2018-05-14,161500,186000,158500,175000,106190,681767.0,3895809.0
2018-05-15,177000,186500,171000,179500,80041,699298.0,3895809.0
2018-05-16,163000,192500,163000,170500,123851,664235.0,3895809.0
2018-05-17,179500,202500,175000,198000,125920,771370.0,3895809.0
2018-05-18,199000,208000,186000,197000,74893,767474.0,3895809.0
2018-05-21,191500,196500,186000,187500,42057,730464.0,3895809.0
2018-05-23,180000,186500,171000,176000,101164,685662.0,3895809.0
2018-05-24,177000,181000,167000,170500,64922,664235.0,3895809.0
2018-05-25,154000,166000,150500,162000,110377,631121.0,3895809.0
2018-05-28,190000,209000,184500,208000,115971,810328.0,3895809.0
2018-05-29,202000,204500,192000,192000,67035,747995.0,3895809.0
2018-05-30,192000,195500,181000,191500,41657,746047.0,3895809.0
2018-05-31,194000,202000,183000,188000,52371,732412.0,3895809.0
2018-06-01,185500,193500,179000,184000,36203,716829.0,3895809.0
2018-06-04,189500,194000,172000,179000,47934,697350.0,3895809.0
2018-06-05,179500,180500,165000,176500,62787,687610.0,3895809.0
2018-06-07,178000,178000,166000,166000,22824,646704.0,3895809.0
2018-06-08,168500,169500,162000,164000,22154,638913.0,3895809.0
2018-06-11,163000,173000,162000,172500,39542,672027.0,3895809.0
2018-06-12,172500,173000,155500,161500,63091,629173.0,3895809.0
2018-06-14,155000,157500,147500,150500,67010,586319.0,3895809.0
2018-06-15,150000,156000,146500,151500,31053,590215.0,3895809.0
2018-06-18,148000,153000,143500,148000,29487,576580.0,3895809.0
2018-06-19,150500,154500,144000,145000,16443,564892.0,3895809.0
2018-06-20,142500,148000,141500,147000,20802,572684.0,3895809.0
2018-06-21,147000,147000,140500,142000,12438,553205.0,3895809.0
2018-06-22,142000,145000,135000,141000,18877,549309.0,3895809.0
2018-06-25,140000,142500,136500,142000,13210,553205.0,3895809.0
2018-06-26,139500,142500,132000,133500,32955,520091.0,3895809.0
2018-06-27,133500,138500,129000,135500,32023,527882.0,3895809.0
2018-06-28,133000,139500,133000,134500,10706,523986.0,3895809.0
2018-06-29,137000,149000,133000,143500,36552,559049.0,3895809.0
2018-07-02,140500,142000,130000,130000,24474,506455.0,3895809.0
2018-07-03,134000,135000,128000,131500,10317,512299.0,3895809.0
2018-07-04,131500,140000,130500,139500,15993,543465.0,3895809.0
2018-07-05,138500,139000,132000,134000,11402,522038.0,3895809.0
2018-07-06,134500,137000,130500,137000,13099,533726.0,3895809.0
2018-07-09,132000,132000,123500,127500,27760,496716.0,3895809.0
2018-07-10,128000,131000,127000,129000,10183,502559.0,3895809.0
2018-07-11,128000,137500,127500,135000,15756,525934.0,3895809.0
2018-07-12,133000,138000,132000,134500,7944,523986.0,3895809.0
2018-07-13,136000,144500,134500,142000,10328,553205.0,3895809.0
2018-07-16,143000,143000,135000,138000,9429,537622.0,3895809.0
2018-07-17,139500,139500,133500,135000,5755,525934.0,3895809.0
2018-07-18,135000,135000,126500,128000,15254,498664.0,3895809.0
2018-07-19,129000,129000,122500,125500,12980,488924.0,3895809.0
2018-07-20,124000,125000,117000,117000,18969,455810.0,3895809.0
2018-07-23,118000,119500,114000,114000,17668,444122.0,3895809.0
2018-07-24,114500,128000,114500,124500,35829,485028.0,3895809.0
2018-07-25,126000,135000,122000,130000,17546,506455.0,3895809.0
2018-07-26,130000,139000,130000,136000,12469,529830.0,3895809.0
2018-07-27,136000,141500,134500,136500,6888,531778.0,3895809.0
2018-07-30,136500,141500,131500,137000,6697,533726.0,3895809.0
2018-07-31,140000,140000,131500,135000,5987,525934.0,3895809.0
2018-08-01,135500,137500,134000,136000,4833,529830.0,3895809.0
2018-08-02,136000,140000,134500,137000,3665,533726.0,3895809.0
2018-08-03,140000,142000,138000,140500,3323,547361.0,3895809.0
2018-08-06,139500,140500,134500,134500,4221,523986.0,3895809.0
2018-08-07,135500,137500,134500,137500,3922,535674.0,3895809.0
2018-08-08,136500,140000,134500,136500,6918,531778.0,3895809.0
2018-08-09,135500,137000,132000,132000,4763,514247.0,3895809.0
2018-08-10,138000,145000,135500,144500,20475,562944.0,3895809.0
2018-08-13,146500,156000,134000,136000,27333,529830.0,3895809.0
2018-08-14,136000,139000,133000,138000,10784,537622.0,3895809.0
2018-08-16,142500,143500,133500,135000,13035,525934.0,3895809.0
2018-08-17,135000,136000,131500,133000,13166,518143.0,3895809.0
2018-08-20,132500,135000,128000,129000,15186,502559.0,3895809.0
2018-08-21,131500,132000,128500,129000,5778,502559.0,3895809.0
2018-08-22,128000,130000,127000,129500,6003,504507.0,3895809.0
2018-08-23,130000,135000,127000,134000,12374,522038.0,3895809.0
2018-08-24,135000,135000,131000,132000,8486,514247.0,3895809.0
2018-08-27,125000,126500,122500,125000,23706,486976.0,3895809.0
2018-08-28,125000,127000,123000,126500,14762,492820.0,3895809.0
2018-08-29,126000,126000,122500,123000,8123,479185.0,3895809.0
2018-08-30,123000,126000,120500,122000,18349,475289.0,3895809.0
2018-08-31,120000,124500,120000,124500,3615,485028.0,3895809.0
2018-09-03,126500,126500,122500,123500,4686,481132.0,3895809.0
2018-09-04,122500,124500,121500,124000,7372,483080.0,3895809.0
2018-09-05,125000,125500,120000,123500,5078,481132.0,3895809.0
2018-09-06,124000,131000,122500,123500,20967,481132.0,3895809.0
2018-09-07,124500,127000,120500,125500,12725,488924.0,3895809.0
2018-09-10,127500,142000,125500,140500,54996,547361.0,3895809.0
2018-09-11,144500,151500,142000,149000,42871,580476.0,3895809.0
2018-09-12,151500,151500,141500,150000,31249,584371.0,3895809.0
2018-09-13,148500,151000,145000,148500,10977,578528.0,3895809.0
2018-09-14,150000,150500,146500,148500,5340,578528.0,3895809.0
2018-09-17,150000,150000,142500,145000,13830,564892.0,3895809.0
2018-09-18,144000,144500,137000,139000,22813,541517.0,3895809.0
2018-09-19,139000,139500,131500,133500,27011,520091.0,3895809.0
2018-09-20,136500,138000,131000,135000,16294,525934.0,3895809.0
2018-09-21,135000,140000,135000,139000,12579,541517.0,3895809.0
2018-09-27,142000,147500,140000,144000,20260,560996.0,3895809.0
2018-09-28,149000,149000,141000,144000,7958,560996.0,3895809.0
2018-10-01,144000,144500,137500,139000,11203,541517.0,3895809.0
2018-10-02,136500,140000,135500,138500,5602,539570.0,3895809.0
2018-10-04,141000,142000,135000,138500,7915,539570.0,3895809.0
2018-10-05,135500,137000,127500,135500,33894,527882.0,3895809.0
2018-10-08,135000,136000,133500,135500,5646,527882.0,3895809.0
2018-10-10,134000,134000,122000,122500,17288,477237.0,3895809.0
2018-10-11,117000,121000,114000,115000,10400,448018.0,3895809.0
2018-10-12,112000,118500,112000,117000,6537,455810.0,3895809.0
2018-10-15,115500,117000,112000,113500,14583,442174.0,3895809.0
2018-10-16,113000,123500,113000,122000,9135,475289.0,3895809.0
2018-10-17,122000,123000,116000,117500,11277,457758.0,3895809.0
2018-10-18,115500,119500,115500,117000,4847,455810.0,3895809.0
2018-10-19,117000,121500,114500,121000,3190,471393.0,3895809.0
2018-10-22,119500,119500,114000,117000,8366,455810.0,3895809.0
2018-10-23,117000,118500,110000,114500,9787,446070.0,3895809.0
2018-10-24,114500,116000,108500,109000,12560,424643.0,3895809.0
2018-10-25,103000,109500,103000,105500,12195,411008.0,3895809.0
2018-10-26,107000,107000,99700,103500,12912,403216.0,3895809.0
2018-10-29,100000,107000,100000,100500,8302,391529.0,3895809.0
2018-10-30,98000,107500,98000,107000,12490,416852.0,3895809.0
2018-10-31,107000,112000,107000,111000,9388,432435.0,3895809.0
2018-11-01,110500,116500,110500,112000,7370,436331.0,3895809.0
2018-11-02,113500,120000,113000,119000,11757,463601.0,3895809.0
2018-11-05,115500,117500,114000,115500,3688,449966.0,3895809.0
2018-11-06,116000,118500,110500,111500,5387,434383.0,3895809.0
2018-11-07,113500,115500,104000,106000,8963,412956.0,3895809.0
2018-11-08,108000,109500,106500,109000,5723,424643.0,3895809.0
2018-11-09,108000,108000,103500,105500,4535,411008.0,3895809.0
2018-11-12,104000,106000,102000,103000,4628,401268.0,3895809.0
2018-11-13,101500,102000,98900,100500,13772,391529.0,3895809.0
2018-11-14,102000,103500,99600,100500,7972,391529.0,3895809.0
2018-11-15,100500,103500,99900,102500,8038,399320.0,3895809.0
2018-11-16,102500,105000,101000,104500,4163,407112.0,3895809.0
2018-11-19,103500,110500,103500,109500,7298,426591.0,3895809.0
2018-11-20,107500,108000,104000,105000,9056,409060.0,3895809.0
2018-11-21,103000,110000,102500,107000,9439,416852.0,3895809.0
2018-11-22,107500,110000,104500,106500,6401,414904.0,3895809.0
2018-11-23,107000,110500,105500,106500,7022,414904.0,3895809.0
2018-11-26,110000,110000,105500,106500,6706,414904.0,3895809.0
2018-11-27,106500,107500,105000,106000,8628,412956.0,3895809.0
2018-11-28,105500,106000,102000,103000,7072,401268.0,3895809.0
2018-11-29,103500,105000,101500,103500,8238,403216.0,3895809.0
2018-11-30,104000,104000,101000,103500,5947,403216.0,3895809.0
2018-12-03,105500,115500,105500,112000,21428,436331.0,3895809.0
2018-12-04,113000,115000,110000,112000,8830,436331.0,3895809.0
2018-12-05,110000,111500,109000,110500,6580,430487.0,3895809.0
2018-12-06,110000,112000,105000,108000,11551,420747.0,3895809.0
2018-12-07,108500,116500,108500,115000,16992,448018.0,3895809.0
2018-12-10,113000,116000,109000,110500,12508,430487.0,3895809.0
2018-12-11,111000,111000,105500,110000,10087,428539.0,3895809.0
2018-12-12,107000,110000,106500,108000,9155,420747.0,3895809.0
2018-12-13,108000,114500,106500,113500,14491,442174.0,3895809.0
2018-12-14,113000,114500,111500,113500,7808,442174.0,3895809.0
2018-12-17,111500,111500,102500,106500,35279,414904.0,3895809.0
2018-12-18,105000,109000,103000,107000,17169,416852.0,3895809.0
2018-12-19,108500,108500,103500,104000,12215,405164.0,3895809.0
2018-12-20,104000,106000,103000,104500,15381,407112.0,3895809.0
2018-12-21,104500,107000,103000,105000,12396,409060.0,3895809.0
2018-12-24,105500,106000,103500,104500,9086,407112.0,3895809.0
2018-12-26,102500,103500,100000,100000,17511,389581.0,3895809.0
2018-12-27,101500,103000,100500,101000,7711,393477.0,3895809.0
2018-12-28,102000,104500,102000,103500,4906,403216.0,3895809.0
2019-01-02,107000,108500,103500,104500,17970,407112.0,3895809.0
