아세아시멘트(183190),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-11-10,108143,111092,108143,110601,23591,370779.0,3295809.0
2014-11-11,111092,111584,108143,108143,14535,362539.0,3295809.0
2014-11-12,108635,108635,105194,105194,12570,352652.0,3295809.0
2014-11-13,104210,104702,97427,97427,32517,326615.0,3295809.0
2014-11-14,97525,98115,92216,97821,29129,327933.0,3295809.0
2014-11-17,97820,97820,91627,91725,24113,307499.0,3295809.0
2014-11-18,91921,93396,89169,92414,21334,309806.0,3295809.0
2014-11-19,91528,95461,91037,94773,6499,317716.0,3295809.0
2014-11-20,94576,94674,91725,92905,10829,311454.0,3295809.0
2014-11-21,92905,92905,91332,92119,7214,308817.0,3295809.0
2014-11-24,92413,92511,91430,92020,2309,308488.0,3295809.0
2014-11-25,92118,93986,91823,92905,8035,311454.0,3295809.0
2014-11-26,92413,97722,92118,97132,8735,325626.0,3295809.0
2014-11-27,97034,100278,96935,99787,9386,334525.0,3295809.0
2014-11-28,99786,100278,96935,98804,10481,331229.0,3295809.0
2014-12-01,98803,98803,96542,96543,3223,323648.0,3295809.0
2014-12-02,95559,102244,95559,101262,12474,339468.0,3295809.0
2014-12-03,99786,103719,99786,102736,13335,344412.0,3295809.0
2014-12-04,101261,104210,100278,102736,10676,344412.0,3295809.0
2014-12-05,101753,102736,98803,98804,10911,331229.0,3295809.0
2014-12-08,98803,99786,97329,98804,5102,331229.0,3295809.0
2014-12-09,99295,99295,98213,98804,2843,331229.0,3295809.0
2014-12-10,98803,99295,97427,98804,5594,331229.0,3295809.0
2014-12-11,98115,100770,96444,99787,7057,334525.0,3295809.0
2014-12-12,98803,102244,97624,101262,7186,339468.0,3295809.0
2014-12-15,101753,101753,99295,101262,5530,339468.0,3295809.0
2014-12-16,101261,101261,98312,98312,8026,329581.0,3295809.0
2014-12-17,97722,100278,97427,98214,9269,329251.0,3295809.0
2014-12-18,97624,103227,97624,103228,9903,346060.0,3295809.0
2014-12-19,103227,106177,103227,106177,4230,355947.0,3295809.0
2014-12-22,104702,106668,104702,106177,2826,355947.0,3295809.0
2014-12-23,106668,106668,101261,106177,9344,355947.0,3295809.0
2014-12-24,106177,116008,106177,114534,15773,383962.0,3295809.0
2014-12-26,113059,116008,112075,113059,4177,379018.0,3295809.0
2014-12-29,113059,116991,111584,113551,6826,380666.0,3295809.0
2014-12-30,114533,120432,114042,119449,14476,400441.0,3295809.0
2015-01-02,118957,121415,116991,119941,18632,402089.0,3295809.0
2015-01-05,120924,120924,113550,118466,19069,397145.0,3295809.0
2015-01-06,116499,119449,114533,117975,19565,395497.0,3295809.0
2015-01-07,116499,118957,116008,117975,10144,395497.0,3295809.0
2015-01-08,118466,118466,114533,117975,10051,395497.0,3295809.0
2015-01-09,117974,118466,115025,117483,12444,393849.0,3295809.0
2015-01-12,116008,118466,114533,115517,14046,387258.0,3295809.0
2015-01-13,114533,116500,112567,113059,15912,379018.0,3295809.0
2015-01-14,114533,115516,110601,115025,13934,385610.0,3295809.0
2015-01-15,113550,115025,111092,111093,8533,372426.0,3295809.0
2015-01-16,110601,113059,108635,111093,9815,372426.0,3295809.0
2015-01-19,111584,112075,106668,108143,10751,362539.0,3295809.0
2015-01-20,108143,116008,107160,115517,22930,387258.0,3295809.0
2015-01-21,115516,118957,113550,117975,25690,395497.0,3295809.0
2015-01-22,120432,120924,113550,115025,15202,385610.0,3295809.0
2015-01-23,116008,116008,112075,114534,8573,383962.0,3295809.0
2015-01-26,115025,115025,111584,111584,22775,374074.0,3295809.0
2015-01-27,111584,114533,110109,111093,11638,372426.0,3295809.0
2015-01-28,111092,114533,109126,114042,16230,382314.0,3295809.0
2015-01-29,114533,117483,112567,116500,14991,390553.0,3295809.0
2015-01-30,116991,119449,114533,117975,29217,395497.0,3295809.0
2015-02-02,119940,122890,116991,120924,21450,405385.0,3295809.0
2015-02-03,122890,123873,119940,121907,15149,408680.0,3295809.0
2015-02-04,123873,123873,116500,118958,26605,398793.0,3295809.0
2015-02-05,117974,124856,116008,121416,22853,407032.0,3295809.0
2015-02-06,119940,123381,119449,119449,10783,400441.0,3295809.0
2015-02-09,118466,119449,114533,115025,12228,385610.0,3295809.0
2015-02-10,113059,116499,111092,116500,14848,390553.0,3295809.0
2015-02-11,116008,121907,114533,116008,17324,388905.0,3295809.0
2015-02-12,116991,117483,113550,116008,10318,388905.0,3295809.0
2015-02-13,116008,116500,112567,114042,6659,382314.0,3295809.0
2015-02-16,114042,115516,112567,113059,3900,379018.0,3295809.0
2015-02-17,113059,115516,111584,114534,9137,383962.0,3295809.0
2015-02-23,114533,115516,111092,111093,7269,372426.0,3295809.0
2015-02-24,112075,113059,109126,111584,6924,374074.0,3295809.0
2015-02-25,110601,113550,110601,111584,9086,374074.0,3295809.0
2015-02-26,111092,117974,110601,117483,10530,393849.0,3295809.0
2015-02-27,118957,118957,115025,115025,4536,385610.0,3295809.0
2015-03-02,116008,117483,113550,116992,7537,392201.0,3295809.0
2015-03-03,117483,119940,115025,117483,8909,393849.0,3295809.0
2015-03-04,117974,117974,112075,114534,14383,383962.0,3295809.0
2015-03-05,115025,116500,114533,115517,6520,387258.0,3295809.0
2015-03-06,116008,116008,113059,115025,7003,385610.0,3295809.0
2015-03-09,115025,115025,112075,113551,9774,380666.0,3295809.0
2015-03-10,113059,114042,110601,110601,3953,370779.0,3295809.0
2015-03-11,109618,111092,107651,109618,9211,367483.0,3295809.0
2015-03-12,109618,113059,107160,111093,12179,372426.0,3295809.0
2015-03-13,111092,112567,109618,111093,8866,372426.0,3295809.0
2015-03-16,110109,112567,110109,111584,10131,374074.0,3295809.0
2015-03-17,111584,116500,110601,114042,9174,382314.0,3295809.0
2015-03-18,113059,115516,110601,110601,4695,370779.0,3295809.0
2015-03-19,111584,112075,109618,110601,5146,370779.0,3295809.0
2015-03-20,110601,111584,109126,110110,3648,369131.0,3295809.0
2015-03-23,110109,113059,109618,112568,4296,377370.0,3295809.0
2015-03-24,113059,116500,112567,115025,10699,385610.0,3295809.0
2015-03-25,115025,115516,113550,115025,5952,385610.0,3295809.0
2015-03-26,115025,115025,111092,111584,11418,374074.0,3295809.0
2015-03-27,112567,113550,111092,112568,4676,377370.0,3295809.0
2015-03-30,113550,115025,112075,115025,6765,385610.0,3295809.0
2015-03-31,116008,121415,114533,119941,15716,402089.0,3295809.0
2015-04-01,119940,124364,117974,122890,8941,411976.0,3295809.0
2015-04-02,121907,123381,117974,120432,10312,403737.0,3295809.0
2015-04-03,121415,123873,119940,123382,6373,413624.0,3295809.0
2015-04-06,123381,123873,121415,123382,6743,413624.0,3295809.0
2015-04-07,123381,123873,116991,117483,16219,393849.0,3295809.0
2015-04-08,118466,122890,116991,121416,11435,407032.0,3295809.0
2015-04-09,122890,129280,120432,122890,23024,411976.0,3295809.0
2015-04-10,130755,141078,130755,132722,88224,444934.0,3295809.0
2015-04-13,133704,136654,127314,131738,22414,441638.0,3295809.0
2015-04-14,132721,136654,126331,129281,14729,433399.0,3295809.0
2015-04-15,128789,132721,126822,130755,13605,438343.0,3295809.0
2015-04-16,132721,132721,126822,128789,11171,431751.0,3295809.0
2015-04-17,129280,129280,124364,124857,8663,418568.0,3295809.0
2015-04-20,122890,126331,119940,120924,16364,405385.0,3295809.0
2015-04-21,121907,121907,118957,120432,10222,403737.0,3295809.0
2015-04-22,120924,121415,115516,118958,17319,398793.0,3295809.0
2015-04-23,118957,120924,117483,118958,11563,398793.0,3295809.0
2015-04-24,119449,123873,117974,121416,14692,407032.0,3295809.0
2015-04-27,121415,121415,117483,119941,10790,402089.0,3295809.0
2015-04-28,120432,120924,116991,119941,12711,402089.0,3295809.0
2015-04-29,120432,122398,117974,122399,12240,410328.0,3295809.0
2015-04-30,122398,122398,117974,119449,10264,400441.0,3295809.0
2015-05-04,119940,120432,113059,114534,18359,383962.0,3295809.0
2015-05-06,113550,115516,110601,113059,9840,379018.0,3295809.0
2015-05-07,112567,114042,108143,113551,23110,380666.0,3295809.0
2015-05-08,114042,114533,111584,112568,17319,377370.0,3295809.0
2015-05-11,114042,116499,112567,116500,9138,390553.0,3295809.0
2015-05-12,116499,117974,116008,117975,6482,395497.0,3295809.0
2015-05-13,118466,118466,115516,116992,7041,392201.0,3295809.0
2015-05-14,116991,121907,116008,120924,10455,405385.0,3295809.0
2015-05-15,121907,122890,119449,120924,8621,405385.0,3295809.0
2015-05-18,118957,120432,110601,110601,25682,370779.0,3295809.0
2015-05-19,112075,116008,111584,112076,19420,375722.0,3295809.0
2015-05-20,112075,113550,111584,113551,9682,380666.0,3295809.0
2015-05-21,112075,113550,108635,110110,17668,369131.0,3295809.0
2015-05-22,109126,111584,108143,110110,8847,369131.0,3295809.0
2015-05-26,110109,116008,109618,114534,18074,383962.0,3295809.0
2015-05-27,115025,115516,110601,110601,8530,370779.0,3295809.0
2015-05-28,111092,115516,110601,111093,5910,372426.0,3295809.0
2015-05-29,111092,116008,111092,112568,18801,377370.0,3295809.0
2015-06-01,112567,116500,111584,115025,9384,385610.0,3295809.0
2015-06-02,115025,117974,115025,116008,5654,388905.0,3295809.0
2015-06-03,114533,117974,114533,116008,8266,388905.0,3295809.0
2015-06-04,116991,121907,115516,117483,11725,393849.0,3295809.0
2015-06-05,117483,117974,113550,114534,5279,383962.0,3295809.0
2015-06-08,116499,117483,114533,116500,4829,390553.0,3295809.0
2015-06-09,116500,120924,115516,120432,6572,403737.0,3295809.0
2015-06-10,122398,124364,121415,122890,14462,411976.0,3295809.0
2015-06-11,124856,126822,121907,125348,12229,420216.0,3295809.0
2015-06-12,126331,128789,123873,126331,12130,423511.0,3295809.0
2015-06-15,126331,127314,123873,124857,11782,418568.0,3295809.0
2015-06-16,125348,125348,116991,124365,16770,416920.0,3295809.0
2015-06-17,125348,127805,121415,127806,11167,428455.0,3295809.0
2015-06-18,127314,129772,125348,125840,12097,421864.0,3295809.0
2015-06-19,126822,130755,122398,130755,9471,438343.0,3295809.0
2015-06-22,129772,131738,126331,130264,7272,436695.0,3295809.0
2015-06-23,131246,131738,128789,129772,7815,435047.0,3295809.0
2015-06-24,130755,130755,126822,127806,5459,428455.0,3295809.0
2015-06-25,127805,129280,124364,127806,6204,428455.0,3295809.0
2015-06-26,128297,129772,124364,127806,6824,428455.0,3295809.0
2015-06-29,125348,127805,124364,125840,5471,421864.0,3295809.0
2015-06-30,125348,126331,120924,125840,14406,421864.0,3295809.0
2015-07-01,126331,126331,121907,121907,12976,408680.0,3295809.0
2015-07-02,121415,123873,119449,120924,6751,405385.0,3295809.0
2015-07-03,121415,125839,121415,125348,11017,420216.0,3295809.0
2015-07-06,123873,123873,120432,121416,7353,407032.0,3295809.0
2015-07-07,122398,127805,120432,127314,10732,426807.0,3295809.0
2015-07-08,124856,128789,124856,127806,12253,428455.0,3295809.0
2015-07-09,127805,127805,121907,124365,10216,416920.0,3295809.0
2015-07-10,125348,130263,122398,126823,18321,425159.0,3295809.0
2015-07-13,127805,132229,123873,130264,23555,436695.0,3295809.0
2015-07-14,132229,138128,129772,136162,20853,456470.0,3295809.0
2015-07-15,136654,139603,133704,139603,15262,468005.0,3295809.0
2015-07-16,140094,144027,138128,142061,26674,476244.0,3295809.0
2015-07-17,143044,143044,138128,142061,10467,476244.0,3295809.0
2015-07-20,140586,142552,135179,139112,13687,466357.0,3295809.0
2015-07-21,139603,140586,135179,139112,13478,466357.0,3295809.0
2015-07-22,138620,138620,129772,129772,16079,435047.0,3295809.0
