신한(005450),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-01-30,18887,19251,17742,18575,7564,125092.0,7007943.0
2008-01-31,18211,19355,17898,19096,4026,128596.0,7007943.0
2008-02-01,18731,19095,18523,18523,9641,124741.0,7007943.0
2008-02-04,17846,19407,17534,19044,9070,128245.0,7007943.0
2008-02-05,18419,19251,18419,19044,4880,128245.0,7007943.0
2008-02-11,19459,19459,18003,19044,3601,128245.0,7007943.0
2008-02-12,19043,19355,18783,18783,3260,126493.0,7007943.0
2008-02-13,18783,19147,18731,18836,3390,126844.0,7007943.0
2008-02-14,19043,19824,19043,19148,8430,128946.0,7007943.0
2008-02-15,19043,19668,18835,19668,3400,132450.0,7007943.0
2008-02-18,19147,19720,19147,19408,6870,130698.0,7007943.0
2008-02-19,19668,22269,19147,20501,96567,138056.0,7007943.0
2008-02-20,20500,20500,19511,19512,27931,131399.0,7007943.0
2008-02-21,19511,19980,19199,19408,15891,130698.0,7007943.0
2008-02-22,18887,19459,18887,19408,7200,130698.0,7007943.0
2008-02-25,19199,19355,18939,18940,11910,127545.0,7007943.0
2008-02-26,19147,19147,18523,18940,5925,127545.0,7007943.0
2008-02-27,18939,19043,18523,18627,8161,125442.0,7007943.0
2008-02-28,18419,18939,18367,18836,8560,126844.0,7007943.0
2008-02-29,18523,19095,18523,18731,7177,126143.0,7007943.0
2008-03-03,18211,18679,17690,17795,9331,119836.0,7007943.0
2008-03-04,17846,18523,17794,18003,2361,121237.0,7007943.0
2008-03-05,17690,18107,17482,17795,8050,119836.0,7007943.0
2008-03-06,17274,17794,17066,17483,6230,117733.0,7007943.0
2008-03-07,17482,17690,16858,17170,6771,115631.0,7007943.0
2008-03-10,17170,17170,15089,15922,13800,107222.0,7007943.0
2008-03-11,15505,16910,15505,16910,3892,113879.0,7007943.0
2008-03-12,16910,16962,16390,16650,4447,112127.0,7007943.0
2008-03-13,16754,16858,15765,15922,12007,107222.0,7007943.0
2008-03-14,15661,15713,15141,15141,6010,101966.0,7007943.0
2008-03-17,14568,15141,13736,14257,10500,96009.0,7007943.0
2008-03-18,14881,14881,14256,14569,3020,98111.0,7007943.0
2008-03-19,15141,15453,14360,14725,10157,99162.0,7007943.0
2008-03-20,14204,14568,14204,14517,4824,97761.0,7007943.0
2008-03-21,14568,16233,14568,15558,14670,104769.0,7007943.0
2008-03-24,15973,16233,15297,15662,2901,105470.0,7007943.0
2008-03-25,15661,15817,15297,15766,3700,106170.0,7007943.0
2008-03-26,16077,16129,15401,16130,5100,108623.0,7007943.0
2008-03-27,15713,17586,15713,16338,33880,110025.0,7007943.0
2008-03-28,15869,16650,15765,16390,7520,110375.0,7007943.0
2008-03-31,16390,16598,15817,16026,4910,107922.0,7007943.0
2008-04-01,16025,16337,15297,15505,6140,104418.0,7007943.0
2008-04-02,15713,16285,15349,15662,5230,105470.0,7007943.0
2008-04-03,15401,15609,15297,15610,4400,105119.0,7007943.0
2008-04-04,15245,15869,14985,15453,10570,104068.0,7007943.0
2008-04-07,15661,17742,15661,17743,46475,119485.0,7007943.0
2008-04-08,18159,20396,17950,20396,112471,137356.0,7007943.0
2008-04-10,21853,23414,21333,23414,59331,157679.0,7007943.0
2008-04-11,25079,25235,21905,23310,166892,156978.0,7007943.0
2008-04-14,23726,26796,21801,22061,253118,148568.0,7007943.0
2008-04-15,21541,22581,20500,20605,61597,138757.0,7007943.0
2008-04-16,21124,21437,20188,20396,33190,137356.0,7007943.0
2008-04-17,20812,20812,19876,20396,31978,137356.0,7007943.0
2008-04-18,20500,23414,20500,23414,149408,157679.0,7007943.0
2008-04-21,24038,26484,22789,23518,261758,158380.0,7007943.0
2008-04-22,23258,24038,22165,22322,67251,150320.0,7007943.0
2008-04-23,23102,24819,22321,22322,77041,150320.0,7007943.0
2008-04-24,22477,23154,21333,22166,30291,149269.0,7007943.0
2008-04-25,22061,22477,21333,22322,22740,150320.0,7007943.0
2008-04-28,22009,22373,20708,22374,44841,150671.0,7007943.0
2008-04-29,21853,21853,21124,21125,27310,142261.0,7007943.0
2008-04-30,20812,21489,20760,21073,21888,141911.0,7007943.0
2008-05-02,20656,21333,20396,21125,23584,142261.0,7007943.0
2008-05-06,20760,21228,20656,20709,10730,139458.0,7007943.0
2008-05-07,20708,20708,19668,19772,15344,133151.0,7007943.0
2008-05-08,19720,19720,18783,18940,20086,127545.0,7007943.0
2008-05-09,19147,20968,18835,19096,69151,128596.0,7007943.0
2008-05-13,19095,19563,17950,19408,22427,130698.0,7007943.0
2008-05-14,19407,19720,18211,18367,14739,123690.0,7007943.0
2008-05-15,18731,20552,18731,19252,31454,129647.0,7007943.0
2008-05-16,19772,20448,19147,19148,17980,128946.0,7007943.0
2008-05-19,19147,19720,18939,18992,8768,127895.0,7007943.0
2008-05-20,19303,19303,18211,18523,14215,124741.0,7007943.0
2008-05-21,18315,18419,17586,18003,16892,121237.0,7007943.0
2008-05-22,17378,18835,17274,18419,9550,124041.0,7007943.0
2008-05-23,18523,18523,18003,18419,5800,124041.0,7007943.0
2008-05-26,18523,18835,17482,18159,14520,122289.0,7007943.0
2008-05-27,18315,18471,17898,18419,7860,124041.0,7007943.0
2008-05-28,18679,19824,18523,19200,25810,129297.0,7007943.0
2008-05-29,19251,19251,18575,18888,5255,127194.0,7007943.0
2008-05-30,19043,19043,18783,18940,3590,127545.0,7007943.0
2008-06-02,18939,18939,18263,18263,3790,122989.0,7007943.0
2008-06-03,18159,18627,18003,18003,4887,121237.0,7007943.0
2008-06-04,18211,18783,17222,18627,4001,125442.0,7007943.0
2008-06-05,18315,18835,18263,18627,3210,125442.0,7007943.0
2008-06-09,17014,18523,17014,18367,3281,123690.0,7007943.0
2008-06-10,18731,19147,18003,18159,4080,122289.0,7007943.0
2008-06-11,18627,18627,17430,17951,4470,120887.0,7007943.0
2008-06-12,17690,17690,17014,17118,5950,115281.0,7007943.0
2008-06-13,17066,17118,16390,16702,3480,112477.0,7007943.0
2008-06-16,16806,17378,16650,16910,4020,113879.0,7007943.0
2008-06-17,16442,16910,16390,16442,6070,110725.0,7007943.0
2008-06-18,16442,16598,15921,16338,4796,110104.0,7012967.0
2008-06-19,16337,16337,15713,16026,6070,108000.0,7012967.0
2008-06-20,16025,16233,15817,16182,2510,109052.0,7012967.0
2008-06-23,16442,16442,15817,16182,2826,109052.0,7012967.0
2008-06-24,16129,16129,14881,15818,8280,106597.0,7012967.0
2008-06-25,15401,16025,14672,15974,12108,107649.0,7012967.0
2008-06-26,16025,16077,15401,16026,4328,108000.0,7012967.0
2008-06-27,15921,16129,15401,15558,14604,104844.0,7012967.0
2008-06-30,15297,16129,14881,14881,4900,100285.0,7012967.0
2008-07-01,14881,15141,14256,14621,7800,98532.0,7012967.0
2008-07-02,15089,15089,13632,13736,5650,92571.0,7012967.0
2008-07-03,13476,14256,12435,13008,4920,87662.0,7012967.0
2008-07-04,13007,14412,12591,13997,9390,94324.0,7012967.0
2008-07-07,13216,16077,12955,16078,51668,108350.0,7012967.0
2008-07-08,16337,18159,13684,13684,111548,92221.0,7012967.0
2008-07-09,13892,14933,13684,13684,20446,92221.0,7012967.0
2008-07-10,13476,13840,12747,13424,13807,90467.0,7012967.0
2008-07-11,13528,14516,13424,14257,17440,96078.0,7012967.0
2008-07-14,13684,14256,13632,13840,5951,93272.0,7012967.0
2008-07-15,14100,15869,13944,14517,114153,97831.0,7012967.0
2008-07-16,14829,14881,13528,14153,17390,95376.0,7012967.0
2008-07-17,14308,14672,13892,13892,13010,93623.0,7012967.0
2008-07-18,14048,14360,13268,13268,7330,89415.0,7012967.0
2008-07-21,13112,13944,13112,13840,9700,93272.0,7012967.0
2008-07-22,13580,13996,13424,13788,9330,92922.0,7012967.0
2008-07-23,14100,14152,13528,13840,13508,93272.0,7012967.0
2008-07-24,13840,14360,13840,14153,8400,95376.0,7012967.0
2008-07-25,14204,14672,13736,14361,12012,96779.0,7012967.0
2008-07-28,14777,15453,14360,14777,28300,99584.0,7012967.0
2008-07-29,14672,14672,14152,14569,6110,98182.0,7012967.0
2008-07-30,14568,15089,14360,14413,8884,97130.0,7012967.0
2008-07-31,14464,14620,14048,14153,5113,95376.0,7012967.0
2008-08-01,14620,14620,13684,14309,4293,96428.0,7012967.0
2008-08-04,13840,14725,13840,14153,2570,95376.0,7012967.0
2008-08-05,13528,14516,13424,13788,3620,92922.0,7012967.0
2008-08-06,14152,14152,13372,13736,2887,92571.0,7012967.0
2008-08-07,13736,13892,12695,13528,6850,91169.0,7012967.0
2008-08-08,13320,14516,13059,13632,3390,91870.0,7012967.0
2008-08-11,13736,13840,13059,13684,4490,92221.0,7012967.0
2008-08-12,13320,13736,13320,13684,6380,92221.0,7012967.0
2008-08-13,13684,13684,13320,13632,1700,91870.0,7012967.0
2008-08-14,13892,13892,13320,13632,1910,91870.0,7012967.0
2008-08-18,13528,13944,13216,13736,4670,92571.0,7012967.0
2008-08-19,13216,14100,12799,12956,8270,87311.0,7012967.0
2008-08-20,12539,13007,12487,12748,7600,85909.0,7012967.0
2008-08-21,12747,12955,12383,12540,4240,84506.0,7012967.0
2008-08-22,12383,12383,11446,11707,3740,78896.0,7012967.0
2008-08-25,11603,11967,11446,11811,1730,79597.0,7012967.0
2008-08-26,11759,11759,10042,10042,108392,67675.0,7012967.0
2008-08-27,9573,9906,9001,9012,22512,60732.0,7012967.0
2008-08-28,9365,9365,9032,9220,8750,62135.0,7012967.0
2008-08-29,9220,9521,9220,9366,4513,63117.0,7012967.0
2008-09-01,8741,9272,8012,8013,6460,54000.0,7012967.0
2008-09-02,7398,8106,6816,8013,15280,54000.0,7012967.0
2008-09-03,7294,9043,7294,8866,13290,59750.0,7012967.0
2008-09-04,8429,9365,8221,9220,9510,62135.0,7012967.0
2008-09-05,8845,9469,8470,9366,8460,63117.0,7012967.0
2008-09-08,9469,10770,9199,10771,12992,72584.0,7012967.0
2008-09-09,10822,11811,10198,10719,17041,72234.0,7012967.0
2008-09-10,10666,12279,10406,11915,23070,80298.0,7012967.0
2008-09-11,11967,12643,11707,11967,13900,80649.0,7012967.0
2008-09-12,12175,13528,11967,12644,9290,85208.0,7012967.0
2008-09-16,10926,11863,10770,10823,11980,72935.0,7012967.0
2008-09-17,11446,11811,11134,11239,7460,75740.0,7012967.0
2008-09-18,10510,11238,10510,10927,4530,73636.0,7012967.0
2008-09-19,11446,12383,10614,10614,7765,71532.0,7012967.0
2008-09-22,10926,11342,10718,10927,6705,73636.0,7012967.0
2008-09-23,11551,12071,10926,11967,10290,80649.0,7012967.0
2008-09-24,11551,12903,11446,11655,7280,78545.0,7012967.0
2008-09-25,11655,11863,11342,11343,3810,76441.0,7012967.0
2008-09-26,11238,12227,10926,11083,5092,74688.0,7012967.0
2008-09-29,11082,11394,10614,11083,4211,74688.0,7012967.0
2008-09-30,10250,10770,9636,10614,3421,71532.0,7012967.0
2008-10-01,10562,10926,10406,10667,3080,71883.0,7012967.0
2008-10-02,11186,11186,10198,10406,4093,70130.0,7012967.0
2008-10-06,10406,10406,9573,9574,2230,64519.0,7012967.0
2008-10-07,8855,9459,8137,9459,5730,63748.0,7012967.0
2008-10-08,8658,8782,8221,8221,7510,55402.0,7012967.0
2008-10-09,7908,9365,7908,8231,5540,55473.0,7012967.0
2008-10-10,8116,8116,7471,7690,10522,51826.0,7012967.0
2008-10-13,7502,8637,7502,8211,6380,55332.0,7012967.0
2008-10-14,9157,9261,8689,9002,7340,60662.0,7012967.0
2008-10-15,9053,9365,8845,9210,3791,62065.0,7012967.0
2008-10-16,8387,8689,8325,8523,3846,57436.0,7012967.0
2008-10-17,9334,9334,8345,8533,1537,57506.0,7012967.0
2008-10-20,9511,9511,8491,8835,1690,59540.0,7012967.0
2008-10-21,8835,9407,8606,8887,1420,59891.0,7012967.0
2008-10-22,8221,8637,8221,8481,1950,57156.0,7012967.0
2008-10-23,7357,7856,7232,7232,4621,48740.0,7012967.0
2008-10-24,7232,7794,6223,6650,6440,44813.0,7012967.0
2008-10-27,5661,7596,5661,6868,17090,46286.0,7012967.0
2008-10-28,5983,7013,5837,6858,9190,46215.0,7012967.0
2008-10-29,6857,7284,5837,6764,9140,45584.0,7012967.0
2008-10-30,7149,7492,6764,7076,11500,47688.0,7012967.0
2008-10-31,6951,7388,6691,6764,7607,45584.0,7012967.0
2008-11-03,7065,7065,6295,6764,13630,45584.0,7012967.0
2008-11-04,6576,7492,6472,7066,19371,47618.0,7012967.0
2008-11-05,7596,7804,7388,7545,17450,50844.0,7012967.0
2008-11-06,7274,7274,6660,6660,6690,44883.0,7012967.0
2008-11-07,6472,7180,6347,6816,5390,45935.0,7012967.0
2008-11-10,7003,7076,6764,6806,6590,45865.0,7012967.0
2008-11-11,6420,7055,6410,6847,3270,46145.0,7012967.0
2008-11-12,6556,7274,6556,6972,5860,46987.0,7012967.0
2008-11-13,6660,6951,6004,6931,12400,46706.0,7012967.0
2008-11-14,7596,7596,6660,6858,5837,46215.0,7012967.0
2008-11-17,6764,6857,6347,6806,9110,45865.0,7012967.0
2008-11-18,6358,6784,5890,6608,5500,44532.0,7012967.0
2008-11-19,6587,7482,6243,6608,20720,44532.0,7012967.0
2008-11-20,6608,7024,6399,6535,10007,44041.0,7012967.0
2008-11-21,7513,7513,7513,7513,5620,50634.0,7012967.0
2008-11-24,8637,8637,8637,8637,2163,58208.0,7012967.0
2008-11-25,9927,9927,9927,9928,903,66904.0,7012967.0
2008-11-26,11394,11394,11394,11395,5910,76792.0,7012967.0
2008-11-27,13059,13059,13059,13060,16071,88013.0,7012967.0
2008-11-28,14985,14985,14985,14985,9127,100987.0,7012967.0
2008-12-01,17222,17222,15349,16078,635718,108350.0,7012967.0
2008-12-02,15297,16390,14672,16078,265327,108350.0,7012967.0
2008-12-03,16546,16806,13736,13736,127505,92571.0,7012967.0
2008-12-04,13528,13580,11707,11707,180943,78896.0,7012967.0
2008-12-05,12175,13424,11134,13424,216212,90467.0,7012967.0
2008-12-08,13684,14412,12279,13528,219142,91169.0,7012967.0
2008-12-09,13684,13684,12383,12644,70466,85208.0,7012967.0
2008-12-10,12695,12903,11759,12696,61959,85558.0,7012967.0
2008-12-11,12799,13632,12019,12332,71928,83104.0,7012967.0
2008-12-12,12747,13164,11655,12280,53296,82753.0,7012967.0
2008-12-15,12799,13840,12487,12904,127969,86982.0,7014644.0
2008-12-16,12799,12851,12227,12384,66461,83474.0,7014644.0
2008-12-17,12747,12955,12175,12280,52980,82773.0,7014644.0
2008-12-18,12383,14100,12123,13736,163497,92593.0,7014644.0
2008-12-19,13320,13528,12487,12644,58210,85228.0,7014644.0
2008-12-22,12695,13112,12539,12800,58853,86280.0,7014644.0
2008-12-23,13164,13164,11967,12436,39220,83825.0,7014644.0
2008-12-24,12279,12383,11759,12384,10461,83474.0,7014644.0
2008-12-26,12487,12487,11811,11967,10810,80668.0,7014644.0
2008-12-29,11915,12435,11759,11863,11590,79967.0,7014644.0
2008-12-30,11863,12071,11655,11759,7840,79265.0,7014644.0
2009-01-02,11551,11655,11134,11655,15344,78564.0,7014644.0
2009-01-05,12279,12279,11603,11863,13062,79967.0,7014644.0
2009-01-06,11603,11967,11551,11811,13590,79616.0,7014644.0
2009-01-07,11915,12487,11290,11967,41090,80668.0,7014644.0
2009-01-08,11811,12383,11811,12175,20640,82071.0,7014644.0
2009-01-09,12487,13996,12227,13268,106977,89437.0,7014644.0
2009-01-12,13007,13007,11863,11863,30070,79967.0,7014644.0
2009-01-13,11655,11915,11134,11915,24631,80318.0,7014644.0
2009-01-14,11707,12487,11707,12280,14470,82773.0,7014644.0
2009-01-15,11759,12175,11446,11551,22088,77863.0,7014644.0
2009-01-16,12071,12071,11499,11655,7190,78564.0,7014644.0
2009-01-19,11759,11863,11186,11551,25111,77863.0,7014644.0
2009-01-20,11551,11551,11186,11291,13523,76109.0,7014644.0
2009-01-21,10177,11082,10177,10510,17867,70848.0,7014644.0
2009-01-22,10874,10978,10458,10458,9884,70497.0,7014644.0
2009-01-23,10458,10458,10198,10281,7210,69305.0,7014644.0
2009-01-28,10395,10666,10198,10198,9829,68744.0,7014644.0
2009-01-29,10406,10458,10343,10406,8166,70146.0,7014644.0
2009-01-30,10302,10614,10250,10458,4910,70497.0,7014644.0
2009-02-02,10406,10458,10198,10198,4610,68744.0,7014644.0
2009-02-03,10208,10614,10208,10406,6820,70146.0,7014644.0
2009-02-04,10614,11134,10510,10719,10850,72251.0,7014644.0
2009-02-05,10614,11603,10406,11135,16210,75057.0,7014644.0
2009-02-06,11446,12591,11446,12436,30199,83825.0,7014644.0
2009-02-09,12799,12903,11603,11967,19030,80668.0,7014644.0
2009-02-10,12487,12487,11655,12227,11980,82422.0,7014644.0
2009-02-11,11707,12071,11551,12019,9278,81019.0,7014644.0
2009-02-12,12071,12227,11811,12071,4900,81370.0,7014644.0
2009-02-13,12071,12643,12071,12332,18192,83124.0,7014644.0
2009-02-16,13007,13788,12383,12748,23710,85929.0,7014644.0
2009-02-17,12487,12487,11707,11759,10701,79265.0,7014644.0
2009-02-18,11446,11759,11134,11343,9550,76460.0,7014644.0
2009-02-19,11238,11655,10822,10823,9561,72952.0,7014644.0
2009-02-20,10770,11759,10250,10250,28010,69094.0,7014644.0
2009-02-23,10406,10614,10198,10510,11900,70848.0,7014644.0
2009-02-24,9938,9938,9365,9709,16580,65447.0,7014644.0
2009-02-25,10198,10198,9625,9626,8910,64885.0,7014644.0
2009-02-26,9625,9990,9625,9636,5600,64956.0,7014644.0
2009-02-27,10250,10250,9636,9678,4180,65236.0,7014644.0
2009-03-02,9729,9906,9355,9678,1390,65236.0,7014644.0
2009-03-03,8949,9657,8949,9563,4560,64465.0,7014644.0
2009-03-04,9563,9979,9365,9969,3670,67200.0,7014644.0
2009-03-05,10187,10406,10094,10292,2800,69375.0,7014644.0
2009-03-06,10094,10395,9469,9886,4060,66639.0,7014644.0
2009-03-09,9896,10302,9781,9917,4610,66850.0,7014644.0
2009-03-10,9896,10302,9896,10302,4170,69445.0,7014644.0
2009-03-11,11134,11134,10510,10979,9450,74004.0,7014644.0
2009-03-12,10718,10926,10562,10823,5200,72952.0,7014644.0
2009-03-13,10874,10978,10333,10719,9290,72251.0,7014644.0
2009-03-16,10666,10926,10406,10927,5910,73654.0,7014644.0
2009-03-17,11394,11394,10978,11083,7660,74706.0,7014644.0
2009-03-18,11342,11551,10926,11343,6692,76460.0,7014644.0
2009-03-19,11342,11655,10874,11135,7340,75057.0,7014644.0
2009-03-20,11082,11446,10718,11083,9060,74706.0,7014644.0
2009-03-23,11290,11446,11082,11291,8389,76109.0,7014644.0
2009-03-24,11863,11863,11290,11447,7160,77161.0,7014644.0
2009-03-25,11238,11603,11238,11603,7640,78213.0,7014644.0
2009-03-26,11707,12695,11446,12123,20402,81721.0,7014644.0
2009-03-27,12331,12383,11863,11915,4860,80318.0,7014644.0
2009-03-30,11811,11811,11134,11239,10270,75758.0,7014644.0
2009-03-31,11134,11603,11030,11031,15640,74355.0,7014644.0
2009-04-01,11238,11499,10978,11447,3920,77161.0,7014644.0
2009-04-02,11446,12175,11342,12175,17620,82071.0,7014644.0
2009-04-03,12747,12747,11759,11759,10772,79265.0,7014644.0
2009-04-06,12643,12643,11863,11915,10686,80318.0,7014644.0
2009-04-07,11915,12227,11811,12175,8549,82071.0,7014644.0
2009-04-08,12175,13007,11863,12592,31410,84877.0,7014644.0
2009-04-09,12955,13372,12487,13320,26894,89787.0,7014644.0
2009-04-10,15297,15297,15297,15297,7540,103115.0,7014644.0
2009-04-13,17586,17586,17586,17587,2690,118547.0,7014644.0
2009-04-14,20188,20188,17586,20188,149612,136084.0,7014644.0
2009-04-15,19928,19928,17170,18315,69231,123458.0,7014644.0
2009-04-16,18315,19824,17690,18107,49379,122055.0,7014644.0
2009-04-17,18315,18991,17690,17691,39118,119249.0,7014644.0
2009-04-20,17274,17794,16650,17223,26590,116092.0,7014644.0
2009-04-21,16337,17690,16337,17639,22817,118898.0,7014644.0
2009-04-22,18055,18211,17430,18055,26761,121704.0,7014644.0
2009-04-23,18159,18263,17430,17691,31520,119249.0,7014644.0
2009-04-24,18419,18419,17326,17431,12170,117495.0,7014644.0
2009-04-27,17430,18731,16494,17951,32546,121003.0,7014644.0
2009-04-28,18315,18315,16962,16962,10370,114339.0,7014644.0
2009-04-29,17586,17586,16233,16858,18050,113637.0,7014644.0
2009-04-30,17014,17326,16650,17170,19489,115742.0,7014644.0
2009-05-04,17638,17638,16962,17431,8425,117495.0,7014644.0
2009-05-06,17846,18315,17274,18003,16718,121353.0,7014644.0
2009-05-07,18679,18679,17898,18107,16152,122055.0,7014644.0
2009-05-08,18107,18523,17742,18211,10989,122756.0,7014644.0
2009-05-11,18211,18523,17482,18263,15640,123107.0,7014644.0
2009-05-12,18419,18471,17690,18003,10304,121353.0,7014644.0
2009-05-13,18003,18159,17014,17795,9757,119950.0,7014644.0
2009-05-14,17482,17742,17378,17691,4601,119249.0,7014644.0
2009-05-15,17950,18107,17690,18003,5970,121353.0,7014644.0
2009-05-18,17898,17898,16754,17066,10777,115040.0,7014644.0
2009-05-19,17222,17638,16754,17170,16197,115812.0,7018924.0
2009-05-20,17014,17326,16702,17014,17540,114759.0,7018924.0
2009-05-21,16806,16962,16494,16858,13400,113707.0,7018924.0
2009-05-22,16494,18003,16442,17379,17745,117216.0,7018924.0
2009-05-25,16858,17326,16129,16650,9143,112303.0,7018924.0
2009-05-26,17274,17274,16077,16078,8320,108442.0,7018924.0
2009-05-27,16494,16494,15401,15401,4770,103880.0,7018924.0
2009-05-28,15401,15401,14464,14881,7390,100371.0,7018924.0
2009-05-29,15141,15193,14881,15193,3960,102476.0,7018924.0
2009-06-01,15453,15557,14777,15297,3222,103178.0,7018924.0
2009-06-02,15973,15973,15193,15193,5491,102476.0,7018924.0
2009-06-03,15297,15713,15297,15505,2510,104582.0,7018924.0
2009-06-04,15505,15557,14933,14985,3810,101073.0,7018924.0
2009-06-05,15089,15089,14672,14985,3660,101073.0,7018924.0
2009-06-08,14985,15349,14620,15141,6080,102125.0,7018924.0
2009-06-09,14881,15401,14725,14725,2934,99318.0,7018924.0
2009-06-10,14777,15141,14620,15141,2710,102125.0,7018924.0
2009-06-11,15141,15921,15141,15453,10111,104231.0,7018924.0
2009-06-12,15921,15921,15245,15870,5510,107039.0,7018924.0
2009-06-15,15869,15921,15089,15245,3933,102827.0,7018924.0
2009-06-16,15037,15765,14881,15193,1830,102476.0,7018924.0
2009-06-17,15141,15141,14777,14777,1406,99669.0,7018924.0
2009-06-18,14881,14933,14516,14933,4820,100722.0,7018924.0
2009-06-19,15037,15089,14464,14725,2040,99338.0,7020377.0
2009-06-22,14725,15193,14620,14777,4610,99689.0,7020377.0
2009-06-23,14672,14672,13944,14049,7640,94775.0,7020377.0
2009-06-24,14100,14360,13736,13736,3283,92669.0,7020377.0
2009-06-25,14048,14152,13840,14049,1290,94775.0,7020377.0
2009-06-26,15505,15505,14204,14673,5136,98987.0,7020377.0
2009-06-29,14620,16858,14620,16858,15600,113730.0,7020377.0
2009-06-30,16442,17430,15765,16910,24680,114081.0,7020377.0
2009-07-01,17066,17066,16390,16754,8220,113028.0,7020377.0
2009-07-02,16754,16754,16025,16234,4524,109518.0,7020377.0
2009-07-03,16129,16129,15609,15870,2172,107061.0,7020377.0
2009-07-06,16442,16442,15661,15766,1981,106359.0,7020377.0
2009-07-07,15661,16025,15609,15610,2812,105306.0,7020377.0
2009-07-08,15817,15817,15401,15818,1752,106710.0,7020377.0
2009-07-09,15817,16337,15557,15766,2190,106359.0,7020377.0
2009-07-10,16233,17118,15869,16650,9399,112326.0,7020377.0
2009-07-13,16754,16754,15661,15662,5160,105657.0,7020377.0
2009-07-14,16233,16233,15557,15818,2290,106710.0,7020377.0
2009-07-15,16129,16442,15817,16338,8980,110220.0,7020377.0
2009-07-16,16181,16337,15817,16078,3550,108465.0,7020377.0
2009-07-17,16181,16181,15713,16078,3861,108465.0,7020377.0
2009-07-20,16077,16858,16077,16702,7503,112677.0,7020377.0
2009-07-21,17118,17690,16858,17483,13870,117942.0,7020377.0
2009-07-22,17482,18471,17274,17691,13451,119346.0,7020377.0
2009-07-23,17690,18055,17170,17483,13040,117942.0,7020377.0
2009-07-24,17690,18367,17378,18003,7864,121453.0,7020377.0
2009-07-27,18263,18263,17534,17587,7650,118644.0,7020377.0
2009-07-28,17534,17586,17222,17483,3070,117942.0,7020377.0
2009-07-29,17274,17586,17118,17483,4987,117942.0,7020377.0
2009-07-30,17482,18159,17274,17587,7136,118644.0,7020377.0
2009-07-31,18159,18159,17170,17170,7463,115836.0,7020377.0
2009-08-03,17638,17638,16806,17379,3555,117240.0,7020377.0
2009-08-04,17274,17534,17170,17379,3350,117240.0,7020377.0
2009-08-05,17378,17430,16910,17379,3940,117240.0,7020377.0
2009-08-06,17326,17326,16962,17170,4320,115836.0,7020377.0
2009-08-07,17118,17274,17014,17223,10160,116187.0,7020377.0
2009-08-10,17014,17378,16650,16702,13420,112677.0,7020377.0
2009-08-11,16285,16702,16129,16650,9060,112326.0,7020377.0
2009-08-12,16806,16806,16285,16598,2250,111975.0,7020377.0
2009-08-13,16754,16910,16285,16598,4970,111975.0,7020377.0
2009-08-14,16650,16754,16442,16494,6820,111273.0,7020377.0
2009-08-17,15869,16129,14985,14985,24881,101093.0,7020377.0
2009-08-18,14672,14933,14256,14569,14740,98285.0,7020377.0
2009-08-19,14568,14777,14152,14153,13061,95503.0,7022280.0
2009-08-20,14152,16077,14152,15193,14810,102525.0,7022280.0
2009-08-21,15193,15193,14256,14309,11990,96556.0,7022280.0
2009-08-24,14464,14777,13840,14101,9800,95152.0,7022280.0
2009-08-25,14100,14516,14100,14517,6390,97961.0,7022280.0
2009-08-26,14568,15297,14516,14777,4980,99716.0,7022280.0
2009-08-27,14620,14725,14360,14413,4180,97259.0,7022280.0
2009-08-28,14672,14672,13580,14153,9380,95503.0,7022280.0
2009-08-31,14048,14048,13476,13476,16430,90939.0,7022280.0
2009-09-01,13736,13736,13112,13268,13430,89534.0,7022280.0
2009-09-02,13632,13632,13007,13060,5886,88130.0,7022280.0
2009-09-03,13059,13059,12591,12800,11711,86374.0,7022280.0
2009-09-04,12955,13007,12591,12748,4920,86023.0,7022280.0
2009-09-07,12799,14620,12799,13216,9933,89183.0,7022280.0
2009-09-08,13528,13528,13164,13320,8630,89885.0,7022280.0
2009-09-09,13112,13528,13007,13216,3670,89183.0,7022280.0
2009-09-10,13007,13268,12955,13112,6371,88481.0,7022280.0
2009-09-11,13007,15037,12591,15037,53960,101472.0,7022280.0
2009-09-14,16025,17066,15349,16390,74451,110601.0,7022280.0
2009-09-15,16337,17014,15609,15870,28040,107090.0,7022280.0
2009-09-16,16285,16962,15921,16962,31149,114463.0,7022280.0
2009-09-17,17066,17586,16650,16650,21544,112356.0,7022280.0
2009-09-18,16546,17638,16546,17483,31812,117984.0,7022839.0
2009-09-21,17690,17690,16546,16858,12910,113770.0,7022839.0
2009-09-22,16650,16858,16129,16130,10030,108854.0,7022839.0
2009-09-23,16129,17066,15713,16130,23882,108854.0,7022839.0
2009-09-24,16233,17170,15921,16806,19524,113419.0,7022839.0
2009-09-25,16442,17066,16442,16546,11310,111663.0,7022839.0
2009-09-28,17274,17274,15609,16442,5034,110961.0,7022839.0
2009-09-29,16442,16910,16442,16650,8040,112365.0,7022839.0
2009-09-30,16337,16858,15713,15766,8290,106396.0,7022839.0
2009-10-01,15817,16754,15765,16754,4860,113068.0,7022839.0
2009-10-05,15973,16650,15869,16650,8430,112365.0,7022839.0
2009-10-06,16233,16546,16129,16234,4640,109556.0,7022839.0
2009-10-07,15921,16390,15869,15922,4250,107449.0,7022839.0
2009-10-08,16129,16129,15921,16026,1640,108152.0,7022839.0
