신한(005450),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-11-15,8433,8515,8270,8434,173030,4227.0,8208333.0
1999-11-16,8188,8515,8188,8188,220370,4104.0,8208333.0
1999-11-17,8188,8270,7861,7861,111550,3940.0,8208333.0
1999-11-18,7370,7615,7123,7615,206950,3817.0,8208333.0
1999-11-19,7533,7696,7451,7451,187470,3735.0,8208333.0
1999-11-22,7451,7533,7370,7369,102360,3694.0,8208333.0
1999-11-23,7370,7616,7042,7533,225280,3776.0,8208333.0
1999-11-24,7370,8598,7370,8598,521470,4309.0,8208333.0
1999-11-25,8107,8107,7370,7369,548730,3694.0,8208333.0
1999-11-26,7942,7942,6878,7369,288560,3694.0,8208333.0
1999-11-29,7288,7288,6632,6632,213660,3324.0,8208333.0
1999-11-30,6468,6877,6223,6714,234330,3365.0,8208333.0
1999-12-01,6878,6878,6305,6305,160220,3160.0,8208333.0
1999-12-02,6306,6469,5732,5732,300650,2873.0,8208333.0
1999-12-03,5895,6386,5732,6141,232290,3078.0,8208333.0
1999-12-06,6714,6714,6223,6387,147900,3201.0,8208333.0
1999-12-07,6469,6469,5732,5814,204400,2914.0,8208333.0
1999-12-08,5977,5977,5486,5650,93130,2832.0,8208333.0
1999-12-09,5321,5731,5076,5159,164180,2586.0,8208333.0
1999-12-10,5241,5732,5077,5732,181260,2873.0,8208333.0
1999-12-13,5569,6551,5569,6550,346970,3283.0,8208333.0
1999-12-14,6878,7534,6878,7533,399080,3776.0,8208333.0
1999-12-15,7534,7534,6551,6550,553600,3283.0,8208333.0
1999-12-16,6141,7370,6141,7369,435740,3694.0,8208333.0
1999-12-17,7369,7942,7042,7206,485480,3612.0,8208333.0
1999-12-20,7615,7615,6386,6714,179680,3365.0,8208333.0
1999-12-21,6632,6632,5814,5814,392990,2914.0,8208333.0
1999-12-22,5404,5568,5076,5568,178910,2791.0,8208333.0
1999-12-23,5241,5896,5241,5240,120270,2627.0,8208333.0
1999-12-24,5404,5649,5240,5650,114110,2832.0,8208333.0
1999-12-27,5732,5732,5404,5568,98590,2791.0,8208333.0
1999-12-28,4750,4750,4750,4749,187930,2380.0,8208333.0
2000-01-04,4094,4585,4094,4094,419150,2052.0,8208333.0
2000-01-05,4422,4668,4422,4667,205000,2339.0,8208333.0
2000-01-06,4831,5322,4831,5322,350510,2668.0,8208333.0
2000-01-07,4912,5076,4585,4913,239740,2462.0,8208333.0
2000-01-10,4831,5650,4749,5077,132890,2545.0,8208333.0
2000-01-11,5076,5814,5076,5814,232670,2914.0,8208333.0
2000-01-12,5814,6141,4995,4995,309840,2504.0,8208333.0
2000-01-13,5404,5568,4913,5077,209020,2545.0,8208333.0
2000-01-14,5241,5568,4995,5077,110290,2545.0,8208333.0
2000-01-17,4995,5649,4749,5404,151870,2709.0,8208333.0
2000-01-18,4913,5568,4913,5077,45470,2545.0,8208333.0
2000-01-19,5322,5322,4913,4995,117980,2504.0,8208333.0
2000-01-20,4913,4913,4422,4749,191130,2380.0,8208333.0
2000-01-21,4585,4912,4585,4913,113980,2462.0,8208333.0
2000-01-24,5241,5486,5076,5077,122010,2545.0,8208333.0
2000-01-25,5241,5241,4585,4995,88050,2504.0,8208333.0
2000-01-26,4912,4912,4749,4913,135430,2462.0,8208333.0
2000-01-27,4831,5076,4831,5077,87010,2545.0,8208333.0
2000-01-28,4912,4912,4912,4913,86730,2462.0,8208333.0
2000-01-31,4912,5076,4912,4913,70860,2462.0,8208333.0
2000-02-01,5076,5076,4912,4913,90150,2462.0,8208333.0
2000-02-02,4912,4912,4830,4913,33810,2462.0,8208333.0
2000-02-03,4995,5649,4995,5650,306780,2832.0,8208333.0
2000-02-07,6468,6468,6468,6469,290120,3242.0,8208333.0
2000-02-08,6469,6469,5568,5568,442460,2791.0,8208333.0
2000-02-09,5322,5487,4913,4995,113440,2504.0,8208333.0
2000-02-10,5076,5076,4749,4913,159530,2462.0,8208333.0
2000-02-11,4912,4912,4585,4913,164720,2462.0,8208333.0
2000-02-14,4913,5076,4750,4749,107720,2380.0,8208333.0
2000-02-15,4422,4750,4422,4667,66680,2339.0,8208333.0
2000-02-16,4585,4831,4504,4503,47690,2257.0,8208333.0
2000-02-17,4504,4668,4504,4667,46340,2339.0,8208333.0
2000-02-18,4667,4667,4339,4585,143480,2298.0,8208333.0
2000-02-21,4585,4585,4176,4258,87990,2134.0,8208333.0
2000-02-22,4094,4258,4094,4258,40920,2134.0,8208333.0
2000-02-23,4258,4749,4258,4585,152560,2298.0,8208333.0
2000-02-24,4094,4504,4094,4340,152550,2175.0,8208333.0
2000-02-25,4340,4668,4259,4422,175250,2216.0,8208333.0
2000-02-28,4094,4422,4094,4258,102260,2134.0,8208333.0
2000-02-29,4340,4668,4340,4422,315020,2216.0,8208333.0
2000-03-02,4422,4750,4422,4749,341270,2380.0,8208333.0
2000-03-03,4749,4749,4339,4340,144670,2175.0,8208333.0
2000-03-06,4504,4504,4259,4422,248040,2216.0,8208333.0
2000-03-07,4422,5076,4422,5077,506860,2545.0,8208333.0
2000-03-08,5076,5486,4912,4913,607290,2462.0,8208333.0
2000-03-09,5159,5322,4995,5240,276100,2627.0,8208333.0
2000-03-10,5240,5404,4912,4913,323790,2462.0,8208333.0
2000-03-13,4995,5649,4995,5650,796600,2832.0,8208333.0
2000-03-14,6468,6468,6468,6469,393970,3242.0,8208333.0
2000-03-15,7370,7370,6060,6059,1300010,3037.0,8208333.0
2000-03-16,5731,6959,5568,6960,426560,3489.0,8208333.0
2000-03-17,5978,6387,5978,5977,287980,2996.0,8208333.0
2000-03-20,5732,5732,5322,5322,266470,2668.0,8208333.0
2000-03-21,5322,5486,4995,5077,145200,2545.0,8208333.0
2000-03-22,4749,5814,4749,5814,265110,2914.0,8208333.0
2000-03-23,5240,6223,5158,5159,248680,2586.0,8208333.0
2000-03-24,5321,5486,5076,5159,191510,2586.0,8208333.0
2000-03-27,5241,5241,4995,5077,126210,2545.0,8208333.0
2000-03-28,4913,5159,4913,4995,49110,2504.0,8208333.0
2000-03-29,4750,5076,4750,4995,137760,2504.0,8208333.0
2000-03-30,5076,5076,4749,4831,129550,2421.0,8208333.0
2000-03-31,4831,5158,4749,5077,155800,2545.0,8208333.0
2000-04-03,5240,5240,4912,4913,123010,2462.0,8208333.0
2000-04-04,4750,4750,4667,4749,157800,2380.0,8208333.0
2000-04-06,4750,4750,4504,4667,135650,2339.0,8208333.0
2000-04-07,4667,4750,4504,4503,160390,2257.0,8208333.0
2000-04-10,4749,5158,4749,5159,228280,2586.0,8208333.0
2000-04-11,5240,5240,4585,4585,90790,2298.0,8208333.0
2000-04-12,4586,4913,4586,4667,93870,2339.0,8208333.0
2000-04-14,4913,4913,4667,4749,75630,2380.0,8208333.0
2000-04-17,4586,4668,4422,4422,164070,2216.0,8208333.0
2000-04-18,4585,4831,4585,4749,216600,2380.0,8208333.0
2000-04-19,4667,4831,4585,4749,158580,2380.0,8208333.0
2000-04-20,4585,4913,4585,4831,167020,2421.0,8208333.0
2000-04-21,4585,4831,4585,4749,86210,2380.0,8208333.0
2000-04-24,4667,4667,4504,4503,113910,2257.0,8208333.0
2000-04-25,4667,4667,4504,4585,31320,2298.0,8208333.0
2000-04-26,4421,4504,4339,4340,82970,2175.0,8208333.0
2000-04-27,4422,4422,4094,4258,93160,2134.0,8208333.0
2000-04-28,4094,4504,4094,4422,78830,2216.0,8208333.0
2000-05-02,4258,4504,4258,4340,69540,2175.0,8208333.0
2000-05-03,4504,4585,4258,4585,169940,2298.0,8208333.0
2000-05-04,4504,4585,4340,4503,130720,2257.0,8208333.0
2000-05-08,4340,4422,4259,4422,74050,2216.0,8208333.0
2000-05-09,4421,4830,4421,4831,221320,2421.0,8208333.0
2000-05-10,4749,4749,4258,4340,187060,2175.0,8208333.0
2000-05-12,4258,4339,4094,4094,161470,2052.0,8208333.0
2000-05-15,4094,4094,3931,4012,65820,2011.0,8208333.0
2000-05-16,3931,4013,3848,4012,73600,2011.0,8208333.0
2000-05-17,4093,4093,3602,3603,86870,1806.0,8208333.0
2000-05-18,3603,3603,3194,3275,121370,1642.0,8208333.0
2000-05-19,3111,3520,3111,3521,83590,1765.0,8208333.0
2000-05-22,3275,3357,3029,3193,151590,1601.0,8208333.0
2000-05-23,3194,3275,2948,3193,80420,1601.0,8208333.0
2000-05-24,3275,3439,3029,3275,148470,1642.0,8208333.0
2000-05-25,3439,3603,3439,3521,104960,1765.0,8208333.0
2000-05-26,3194,3440,3194,3439,116400,1724.0,8208333.0
2000-05-29,3112,3440,3112,3193,84910,1601.0,8208333.0
2000-05-30,3275,3521,3275,3439,70470,1724.0,8208333.0
2000-05-31,3766,3766,3439,3521,94080,1765.0,8208333.0
2000-06-01,3357,3439,3357,3357,36030,1683.0,8208333.0
2000-06-02,3439,3520,3357,3357,111970,1683.0,8208333.0
2000-06-05,3439,3848,3439,3848,337310,1929.0,8208333.0
2000-06-07,4176,4422,4176,4422,350210,2216.0,8208333.0
2000-06-08,4585,4585,3766,4012,473230,2011.0,8208333.0
2000-06-09,4013,4013,3766,3930,182290,1970.0,8208333.0
2000-06-12,3931,3931,3766,3930,92420,1970.0,8208333.0
2000-06-13,4013,4013,3766,3767,54450,1888.0,8208333.0
2000-06-14,3766,3931,3766,3930,44300,1970.0,8208333.0
2000-06-15,3931,3931,3685,3685,54580,1847.0,8208333.0
2000-06-16,3439,3602,3439,3603,30550,1806.0,8208333.0
2000-06-19,3439,3602,3357,3603,45620,1806.0,8208333.0
2000-06-20,3357,3603,3357,3521,80760,1765.0,8208333.0
2000-06-21,3602,3602,3439,3603,74520,1806.0,8208333.0
2000-06-22,3357,3521,3357,3439,56290,1724.0,8208333.0
2000-06-23,3357,3439,3357,3357,40900,1683.0,8208333.0
2000-06-26,3274,3439,3274,3357,23910,1683.0,8208333.0
2000-06-27,3275,3440,3275,3439,41290,1724.0,8208333.0
2000-06-28,3275,3520,3275,3521,177580,1765.0,8208333.0
2000-06-29,3520,3603,3357,3521,31720,1765.0,8208333.0
2000-06-30,3521,3521,3357,3439,72900,1724.0,8208333.0
2000-07-03,3357,3521,3275,3439,100010,1724.0,8208333.0
2000-07-04,3440,3521,3357,3439,29930,1724.0,8208333.0
2000-07-05,3357,3521,3357,3439,121050,1724.0,8208333.0
2000-07-06,3357,3931,3357,3930,175750,1970.0,8208333.0
2000-07-07,3685,4258,3685,4012,261620,2011.0,8208333.0
2000-07-10,4013,4094,3766,3767,252920,1888.0,8208333.0
2000-07-11,3602,3930,3602,3848,227600,1929.0,8208333.0
2000-07-12,3848,3930,3766,3767,135710,1888.0,8208333.0
2000-07-13,3685,3766,3521,3685,92050,1847.0,8208333.0
2000-07-14,3685,3766,3603,3685,52530,1847.0,8208333.0
2000-07-18,3766,4094,3685,4012,245420,2011.0,8208333.0
2000-07-19,3931,4013,3685,3930,273970,1970.0,8208333.0
2000-07-20,3848,4094,3766,4094,300040,2052.0,8208333.0
2000-07-21,4258,4421,4176,4340,360560,2175.0,8208333.0
2000-07-24,4013,4422,3849,3930,479610,1970.0,8208333.0
2000-07-25,4176,4176,3766,4094,125320,2052.0,8208333.0
2000-07-26,3766,4259,3766,4176,66890,2093.0,8208333.0
2000-07-27,4013,4422,3849,3930,217220,1970.0,8208333.0
2000-07-28,3930,4012,3766,3848,118780,1929.0,8208333.0
2000-07-31,3848,3848,3685,3767,46750,1888.0,8208333.0
2000-08-01,3848,4258,3766,4258,335030,2134.0,8208333.0
2000-08-02,4422,4422,3931,4176,177000,2093.0,8208333.0
2000-08-03,4176,4750,4176,4749,502730,2380.0,8208333.0
2000-08-04,5241,5241,4259,4422,393750,2216.0,8208333.0
2000-08-07,4422,5076,4422,5077,575420,2545.0,8208333.0
2000-08-08,5814,5814,4504,5077,1536280,2545.0,8208333.0
2000-08-09,4585,5404,4585,4585,462600,2298.0,8208333.0
2000-08-10,4750,5076,4585,4749,382730,2380.0,8208333.0
2000-08-11,4585,4749,4258,4340,253200,2175.0,8208333.0
2000-08-14,4340,4750,4340,4749,166930,2380.0,8208333.0
2000-08-16,4585,4750,4422,4503,117110,2257.0,8208333.0
2000-08-17,4422,4504,4258,4258,233770,2134.0,8208333.0
2000-08-18,4094,4258,4094,4258,205660,2134.0,8208333.0
2000-08-21,4339,4830,4339,4831,294210,2421.0,8208333.0
2000-08-22,4831,4831,4422,4503,268950,2257.0,8208333.0
2000-08-23,4667,4995,4667,4913,413360,2462.0,8208333.0
2000-08-24,5158,5649,4913,5650,598690,2832.0,8208333.0
2000-08-25,5404,5732,4995,4995,483830,2504.0,8208333.0
2000-08-28,5159,5732,5077,5732,678160,2873.0,8208333.0
2000-08-29,6387,6551,5814,6550,738450,3283.0,8208333.0
2000-08-30,6551,7534,6551,7533,603580,3776.0,8208333.0
2000-08-31,8597,8597,6714,7206,1665950,3612.0,8208333.0
2000-09-01,7205,7205,6551,6878,645620,3447.0,8208333.0
2000-09-04,7861,7861,7042,7861,830150,3940.0,8208333.0
2000-09-05,8352,9006,8352,9007,459260,4515.0,8208333.0
2000-09-06,10317,10317,10317,10317,610770,5171.0,8208333.0
2000-09-07,11790,11790,11790,11791,153880,5910.0,8208333.0
2000-09-08,13511,13511,10154,11463,2347570,5746.0,8208333.0
2000-09-14,11790,11790,9743,9744,1020280,4884.0,8208333.0
2000-09-15,9743,10153,9007,9744,1313250,4884.0,8208333.0
2000-09-18,9663,9826,8352,8352,651310,4186.0,8208333.0
