동부건설(005960),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-02-22,82775,84235,78522,79243,45350,33522.0,6196392.0
1999-02-23,79250,81304,76477,76606,24460,32407.0,6196392.0
1999-02-24,77642,78679,74723,74702,26740,31602.0,6196392.0
1999-02-25,72067,74712,71052,71773,38710,30362.0,6196392.0
1999-02-26,71772,75433,71772,75434,35950,31911.0,6196392.0
1999-03-02,78220,80568,76168,79829,40110,33770.0,6196392.0
1999-03-03,81588,81588,76912,77632,39180,32841.0,6196392.0
1999-03-04,78533,84966,78385,78364,53180,33151.0,6196392.0
1999-03-05,80568,80568,78368,79829,84640,33770.0,6196392.0
1999-03-08,87904,91712,85702,91693,269700,38789.0,6196392.0
1999-03-09,102249,105339,96833,101214,462950,42817.0,6196392.0
1999-03-10,99463,102532,98131,102532,204200,43375.0,6196392.0
1999-03-11,105475,109854,102533,106194,183720,44924.0,6196392.0
1999-03-12,106941,107662,103577,105462,124340,44614.0,6196392.0
1999-03-15,109708,109708,101076,103997,127990,43994.0,6196392.0
1999-03-16,101076,106789,101076,103997,71470,43994.0,6196392.0
1999-03-17,109853,111334,101072,102386,199200,43313.0,6196392.0
1999-03-18,101827,105191,92579,93744,109530,39657.0,6196392.0
1999-03-19,95961,99623,95221,99603,119060,42135.0,6196392.0
1999-03-22,99620,103282,98288,99749,75820,42197.0,6196392.0
1999-03-23,101940,106784,101072,102386,116560,43313.0,6196392.0
1999-03-24,103276,103995,98430,103997,105540,43994.0,6196392.0
1999-03-25,103127,106935,99762,102239,140660,43251.0,6196392.0
1999-03-26,103418,104731,100626,100775,67450,42631.0,6196392.0
1999-03-29,98286,101819,96677,98138,65050,41516.0,6196392.0
1999-03-30,101070,105471,100330,102679,101170,43437.0,6196392.0
1999-03-31,105333,105629,102541,105462,117720,44614.0,6196392.0
1999-04-01,105479,112504,102686,111321,294950,47093.0,6196392.0
1999-04-02,113517,115718,110597,113518,310110,48022.0,6196392.0
1999-04-06,124519,130507,118659,130509,543160,55210.0,6196392.0
1999-04-07,133296,138861,128896,128898,341540,54528.0,6196392.0
1999-04-08,131833,133293,124512,133145,279660,56325.0,6196392.0
1999-04-09,136220,139161,134611,136221,235950,57626.0,6196392.0
1999-04-12,145014,147933,139153,146475,358670,61964.0,6196392.0
1999-04-13,146484,155266,143564,153066,277620,64752.0,6196392.0
1999-04-14,153075,156734,146473,146475,368430,61964.0,6196392.0
1999-04-15,146486,160409,146486,156728,374620,66301.0,6196392.0
1999-04-16,159666,171387,156745,162587,652950,68780.0,6196392.0
1999-04-19,169917,186758,165516,184558,959090,78075.0,6196392.0
1999-04-20,188971,205072,184569,204332,589180,86440.0,6196392.0
1999-04-21,204337,204337,183095,190417,634550,80553.0,6196392.0
1999-04-22,161854,179836,161854,171375,328750,50191.0,6196392.0
1999-04-23,172433,196976,172433,191052,336940,55953.0,6196392.0
1999-04-26,188301,203111,188301,192533,514970,56387.0,6196392.0
1999-04-27,196764,203111,189358,192956,526740,56511.0,6196392.0
1999-04-28,173490,194648,173490,190417,282490,55768.0,6196392.0
1999-04-29,186185,196128,179836,179838,128060,52669.0,6196392.0
1999-04-30,175605,185973,174336,179838,88310,52672.0,6196742.0
1999-05-03,179837,186185,173490,174126,101090,50999.0,6196742.0
1999-05-04,174125,188301,174125,181954,142560,53292.0,6196742.0
1999-05-06,190416,190416,185126,187243,173350,54841.0,6196742.0
1999-05-07,190416,191474,181954,184070,152470,53912.0,6196742.0
1999-05-10,184069,185126,177720,179415,109350,52548.0,6196742.0
1999-05-11,177721,179837,171374,174549,161990,51123.0,6196742.0
1999-05-12,171374,173490,165027,167990,74390,49202.0,6196742.0
1999-05-13,161007,169258,150217,151276,85710,44307.0,6196742.0
1999-05-14,153390,158679,143869,146410,103650,42881.0,6196742.0
1999-05-17,150217,150217,142811,142813,50160,41828.0,6196742.0
1999-05-18,137733,144926,137733,140274,66180,41084.0,6196742.0
1999-05-19,143869,150216,143869,146410,120050,42881.0,6196742.0
1999-05-20,143870,143870,129272,143659,103050,42076.0,6196742.0
1999-05-21,137523,143447,133080,133080,135550,38978.0,6196742.0
1999-05-24,133291,135196,120809,127156,102390,37242.0,6196742.0
1999-05-25,122712,126732,120596,123771,90040,36251.0,6196742.0
1999-05-26,121654,136463,121654,130118,160280,38110.0,6196742.0
1999-05-27,137522,140483,129059,130118,148620,38110.0,6196742.0
1999-05-28,137312,148102,131176,148102,246560,43377.0,6196742.0
1999-05-31,162277,162912,145986,145986,286800,42758.0,6196742.0
1999-06-01,148102,153179,143870,145986,127790,42758.0,6196742.0
1999-06-02,148101,151275,143870,147044,140750,43067.0,6196742.0
1999-06-03,148102,151276,144082,145986,134010,42758.0,6196742.0
1999-06-04,145986,148102,139639,141755,95100,41518.0,6196742.0
1999-06-07,131176,145563,131176,139639,218370,40898.0,6196742.0
1999-06-08,139639,145986,139639,141755,165650,41518.0,6196742.0
1999-06-09,142811,151910,142811,145140,284170,42510.0,6196742.0
1999-06-10,146197,147890,141966,145986,116890,42758.0,6196742.0
1999-06-11,147255,151275,140907,142813,137570,41828.0,6196742.0
1999-06-14,137946,144716,137946,139639,112950,40898.0,6196742.0
1999-06-15,135619,139216,126944,131176,130750,38420.0,6196742.0
1999-06-16,126944,131176,125040,126945,635500,94413.0,15735499.0
1999-06-17,131176,131176,125463,126945,412110,94413.0,15735499.0
1999-06-18,126944,129905,121654,122290,327350,90951.0,15735499.0
1999-06-21,122923,126519,116364,117635,294810,87489.0,15735499.0
1999-06-22,118480,130117,114884,126945,426190,94413.0,15735499.0
1999-06-23,129060,129060,120597,125464,349190,93312.0,15735499.0
1999-06-24,126944,132021,124828,124829,384270,92839.0,15735499.0
1999-06-25,127156,128001,122713,122713,193220,91266.0,15735499.0
1999-06-28,123136,124828,118693,118693,221100,88276.0,15735499.0
1999-06-29,119749,130116,119749,125887,650930,93626.0,15735499.0
1999-06-30,129060,131175,119538,122713,300660,91266.0,15735499.0
1999-07-01,121653,125885,119749,121655,275810,90479.0,15735499.0
1999-07-02,122712,123981,119961,123983,422520,92210.0,15735499.0
1999-07-05,130117,137523,127367,137523,850160,102281.0,15735499.0
1999-07-06,145985,152332,143870,151276,1372430,112509.0,15735499.0
1999-07-07,148101,156564,145985,151276,655980,112509.0,15735499.0
1999-07-08,158679,173913,151486,173068,1284060,128716.0,15735499.0
1999-07-09,171373,179625,162911,173491,729300,129031.0,15735499.0
1999-07-12,179837,184070,163334,163970,982280,121950.0,15735499.0
1999-07-13,162911,169047,150217,158258,803020,117702.0,15735499.0
1999-07-14,156563,158256,148312,148525,445010,110463.0,15735499.0
1999-07-15,142176,147889,139638,144294,339790,107316.0,15735499.0
1999-07-16,146197,155294,144927,151276,461350,112509.0,15735499.0
1999-07-19,151275,155718,146197,149160,414710,110935.0,15735499.0
1999-07-20,150216,158044,145985,150218,612680,111722.0,15735499.0
1999-07-21,156564,157411,144927,149160,607180,110935.0,15735499.0
1999-07-22,148101,150216,137734,144505,403600,107473.0,15735499.0
1999-07-23,147043,152121,133291,133292,559150,99134.0,15735499.0
1999-07-26,132868,143447,122713,135196,553970,100550.0,15735499.0
1999-07-27,135618,138579,130116,136042,315690,101179.0,15735499.0
1999-07-28,136253,139427,131176,133292,403900,99134.0,15735499.0
1999-07-29,133503,136464,131176,133292,368110,99134.0,15735499.0
1999-07-30,133291,133925,123769,125887,369290,93626.0,15735499.0
1999-08-02,125040,130117,120597,126522,261070,94098.0,15735499.0
1999-08-03,125886,136887,123770,133292,579990,99134.0,15735499.0
1999-08-04,133291,142811,133291,139428,493550,103697.0,15735499.0
1999-08-05,142600,143447,129271,131176,325600,97560.0,15735499.0
1999-08-06,133080,139639,126944,139639,356660,103854.0,15735499.0
1999-08-09,142388,152332,137522,152334,1170830,113296.0,15735499.0
1999-08-10,155718,159102,148101,151276,1873220,112509.0,15735499.0
1999-08-11,150217,153814,137522,138793,516550,103225.0,15735499.0
1999-08-12,135619,141754,135619,139639,329740,103854.0,15735499.0
1999-08-13,136464,140907,131176,133504,326580,99291.0,15735499.0
1999-08-16,133291,139427,129060,134561,315710,100078.0,15735499.0
1999-08-17,140906,141754,132232,134350,393990,99920.0,15735499.0
1999-08-18,133080,135407,124828,130753,252630,97245.0,15735499.0
1999-08-19,133291,150217,131175,142813,728100,106215.0,15735499.0
1999-08-20,140484,144927,137522,142813,392140,106215.0,15735499.0
1999-08-23,148101,152332,147042,151276,780500,112509.0,15735499.0
1999-08-24,151275,161854,148101,153392,1216810,114082.0,15735499.0
1999-08-25,156564,166931,156564,163759,1525730,121793.0,15735499.0
1999-08-26,167142,169257,153390,156565,830160,116443.0,15735499.0
1999-08-27,154447,158679,144080,152334,737490,113296.0,15735499.0
1999-08-30,152332,166296,152332,160797,941630,119590.0,15735499.0
1999-08-31,156776,164816,156564,159950,403300,118960.0,15735499.0
1999-09-01,161007,162277,149371,149372,425850,111093.0,15735499.0
1999-09-02,143869,154447,140695,150218,512630,111722.0,15735499.0
1999-09-03,150639,153178,144926,146621,344380,109047.0,15735499.0
1999-09-06,150217,150640,144927,145775,233380,108418.0,15735499.0
1999-09-07,145986,148102,142600,143871,205910,107001.0,15735499.0
1999-09-08,141119,145985,137522,138581,227750,103068.0,15735499.0
1999-09-09,140273,144927,139639,141543,210000,105270.0,15735499.0
1999-09-10,140695,145774,140695,144717,285710,107631.0,15735499.0
1999-09-13,146832,147467,140696,141755,236150,105428.0,15735499.0
1999-09-14,143023,145352,140273,141755,309470,105428.0,15735499.0
1999-09-15,144081,144293,136676,137523,366060,102281.0,15735499.0
1999-09-16,137100,137523,130751,131176,351410,97560.0,15735499.0
1999-09-17,128001,131176,125886,131176,270000,97560.0,15735499.0
1999-09-20,131175,133503,129905,130753,235850,97245.0,15735499.0
1999-09-21,129271,132656,128213,130965,272930,97403.0,15735499.0
1999-09-22,131387,132233,128001,129060,260450,95987.0,15735499.0
1999-09-27,129060,131176,125463,125464,173280,93312.0,15735499.0
1999-09-28,123769,126943,122712,123771,173740,92053.0,15735499.0
1999-09-29,124404,134349,122924,127156,425660,94570.0,15735499.0
1999-09-30,126943,128848,121653,121655,203290,90479.0,15735499.0
1999-10-01,121443,122712,108113,114250,229060,84972.0,15735499.0
1999-10-04,114248,118692,112133,112134,227220,83398.0,15735499.0
1999-10-05,112132,116152,103670,103672,212340,77104.0,15735499.0
1999-10-06,105786,108960,100920,108961,271060,81038.0,15735499.0
1999-10-07,110018,118269,106845,117424,396240,87332.0,15735499.0
1999-10-08,118480,122500,114249,114885,374550,85444.0,15735499.0
1999-10-11,115518,116152,113191,114039,216430,84814.0,15735499.0
1999-10-12,112980,116153,110442,115308,249630,85758.0,15735499.0
1999-10-13,115519,115519,111288,113404,214070,84342.0,15735499.0
1999-10-14,112133,118480,111287,116366,350070,86545.0,15735499.0
1999-10-15,118693,120598,114462,115308,285720,85758.0,15735499.0
1999-10-18,111499,112133,108113,108538,212890,80723.0,15735499.0
1999-10-19,110228,112344,108537,110019,183040,81825.0,15735499.0
1999-10-20,113826,115307,111922,112769,236300,83870.0,15735499.0
1999-10-21,115307,123770,114461,118482,673030,88119.0,15735499.0
1999-10-22,121442,121442,116364,118059,270000,87804.0,15735499.0
1999-10-25,122712,122712,114248,117847,362880,87647.0,15735499.0
1999-10-26,103670,116364,103670,112134,198490,83398.0,15735499.0
1999-10-27,108960,116152,108960,116154,291440,86388.0,15735499.0
1999-10-28,119116,122289,112345,115097,611520,85601.0,15735499.0
1999-10-29,115941,117422,112344,114039,361360,84814.0,15735499.0
1999-11-01,115941,120596,112132,119751,526700,89063.0,15735499.0
1999-11-02,121654,126944,118057,126945,691390,94413.0,15735499.0
1999-11-03,129059,129905,123135,123771,540130,92053.0,15735499.0
1999-11-04,124828,126733,121654,126733,472830,94256.0,15735499.0
1999-11-05,128001,134348,125885,127791,1241980,95042.0,15735499.0
1999-11-08,129271,132233,122713,122713,587330,91266.0,15735499.0
1999-11-09,126945,129060,121020,121232,564560,90164.0,15735499.0
1999-11-10,120596,123769,116999,117847,498480,87647.0,15735499.0
1999-11-11,115941,117846,115730,116789,467000,86860.0,15735499.0
1999-11-12,117422,119961,116788,117635,505130,87489.0,15735499.0
1999-11-15,117000,121655,117000,117424,412960,87332.0,15735499.0
1999-11-16,118480,118693,117000,117212,388790,87175.0,15735499.0
1999-11-17,117635,120597,116789,117212,502750,87175.0,15735499.0
1999-11-18,118692,119538,117422,117635,295430,87489.0,15735499.0
1999-11-19,117634,120597,117634,118905,428070,88434.0,15735499.0
1999-11-22,117423,120597,113191,114250,198950,84972.0,15735499.0
1999-11-23,114248,116364,112133,112134,190600,83398.0,15735499.0
1999-11-24,111498,111921,106844,107903,173050,80251.0,15735499.0
1999-11-25,105997,109383,103670,104729,184550,77891.0,15735499.0
1999-11-26,102508,104729,95419,96690,133670,71911.0,15735499.0
1999-11-29,96900,100497,96266,100286,85590,74586.0,15735499.0
1999-11-30,101554,104939,99438,99440,118320,73957.0,15735499.0
1999-12-01,99438,103246,95629,97113,65830,72226.0,15735499.0
1999-12-02,90976,105574,90976,97747,148710,72698.0,15735499.0
1999-12-03,99545,106633,99439,100498,107790,74744.0,15735499.0
1999-12-06,100497,101554,95207,95632,82020,71124.0,15735499.0
1999-12-07,93091,95207,82513,87169,81690,64830.0,15735499.0
1999-12-08,87378,87378,82724,85476,100040,63571.0,15735499.0
1999-12-09,86110,87590,84735,86111,73130,64043.0,15735499.0
1999-12-10,84841,99016,84629,99017,158720,73642.0,15735499.0
1999-12-13,105575,112133,101555,104729,175730,77891.0,15735499.0
1999-12-14,102612,103670,99861,101556,91550,75530.0,15735499.0
1999-12-15,101554,105785,96265,97324,108220,72383.0,15735499.0
1999-12-16,94150,99438,94150,97324,69300,72383.0,15735499.0
1999-12-17,98381,99438,95207,97642,94560,72619.0,15735499.0
1999-12-20,98381,103987,97428,99440,47130,73957.0,15735499.0
1999-12-21,93302,101554,93302,95209,46500,70810.0,15735499.0
1999-12-22,91609,92245,86744,90977,51730,67663.0,15735499.0
1999-12-23,88754,90976,87802,89919,85270,66876.0,15735499.0
1999-12-24,91187,95207,91187,92035,69890,68449.0,15735499.0
1999-12-27,93092,94150,89917,90131,41950,67033.0,15735499.0
1999-12-28,88859,90975,85474,90977,37030,67663.0,15735499.0
2000-01-04,93302,104622,93302,99440,42800,73957.0,15735499.0
2000-01-05,97324,97324,90976,92881,45710,69079.0,15735499.0
2000-01-06,94151,95208,88861,88861,27450,66089.0,15735499.0
2000-01-07,88755,92035,88015,88861,44050,66089.0,15735499.0
2000-01-10,88860,93092,88860,90131,48930,67033.0,15735499.0
2000-01-11,92668,92668,89917,90977,53340,67663.0,15735499.0
2000-01-12,78282,92246,78282,84630,58440,62942.0,15735499.0
2000-01-13,79445,88861,79445,88861,40890,66089.0,15735499.0
2000-01-14,88861,89495,85686,86746,23160,64516.0,15735499.0
2000-01-17,85686,87802,84629,87803,26290,65302.0,15735499.0
2000-01-18,87802,88544,84841,86746,41980,64516.0,15735499.0
2000-01-19,84629,87801,82301,85688,33530,63729.0,15735499.0
2000-01-20,85686,85686,79339,80398,50970,59795.0,15735499.0
2000-01-21,74050,84206,74050,77225,101490,57435.0,15735499.0
2000-01-24,78282,78493,74051,74157,68230,55153.0,15735499.0
2000-01-25,73839,73839,67703,67704,81100,50354.0,15735499.0
2000-01-26,69818,72991,66644,70877,229280,52714.0,15735499.0
2000-01-27,69924,81243,69924,81245,184250,60424.0,15735499.0
2000-01-28,83359,83359,76167,76484,92830,56884.0,15735499.0
2000-01-31,75744,81455,74474,78388,96840,58300.0,15735499.0
2000-02-01,77224,82514,77224,82514,62610,61368.0,15735499.0
2000-02-02,82514,87062,82514,86746,55260,64516.0,15735499.0
2000-02-03,84629,87801,84629,85688,43290,63729.0,15735499.0
2000-02-07,82090,85686,82090,84207,34870,62627.0,15735499.0
2000-02-08,83571,83571,80398,80398,72420,59795.0,15735499.0
2000-02-09,76800,80186,76589,77225,38680,57435.0,15735499.0
2000-02-10,76378,76378,72146,74051,41780,55074.0,15735499.0
2000-02-11,74050,75954,70876,71301,27230,53029.0,15735499.0
2000-02-14,70876,71618,66856,69820,42720,51927.0,15735499.0
2000-02-15,67703,71935,67703,71724,24550,53343.0,15735499.0
2000-02-16,73098,75108,69819,71724,24550,53343.0,15735499.0
2000-02-17,71723,71723,67808,68762,23420,51140.0,15735499.0
2000-02-18,68760,68760,66644,66646,24070,49567.0,15735499.0
2000-02-21,65482,65588,59239,59876,28450,44531.0,15735499.0
2000-02-22,59239,61037,56066,58606,38780,60359.0,21790345.0
2000-02-23,59346,67385,59346,67386,54740,69402.0,21790345.0
2000-02-24,64846,65587,60297,62626,50870,64499.0,21790345.0
2000-02-25,59558,67068,59558,64319,32720,66243.0,21790345.0
2000-02-28,65482,65588,62414,64319,22870,66243.0,21790345.0
2000-02-29,65163,68760,64317,68762,28110,70819.0,21790345.0
2000-03-02,68549,69819,65163,65588,27100,67550.0,21790345.0
2000-03-03,68549,69819,63683,64953,42140,66896.0,21790345.0
2000-03-06,65374,74684,64951,74686,121600,76920.0,21790345.0
2000-03-07,78281,81454,74050,74897,48640,77138.0,21790345.0
2000-03-08,70665,78071,70665,76167,47120,78445.0,21790345.0
2000-03-09,77223,86533,77223,81879,121130,84329.0,21790345.0
2000-03-10,82091,84629,77435,78283,92240,80624.0,21790345.0
2000-03-13,80397,83570,77223,79129,68900,81496.0,21790345.0
2000-03-14,79339,82302,77646,78283,29590,80624.0,21790345.0
2000-03-15,76483,76483,74050,75532,34180,77792.0,21790345.0
2000-03-16,73628,75955,71935,71935,38460,74087.0,21790345.0
2000-03-17,71935,77012,71935,74474,14740,76702.0,21790345.0
2000-03-20,74473,79339,74473,76167,19380,78445.0,21790345.0
2000-03-21,76060,76166,72991,72993,21680,75177.0,21790345.0
2000-03-22,74050,76166,70241,72993,38940,75177.0,21790345.0
2000-03-23,73944,76165,71934,72676,19870,74850.0,21790345.0
2000-03-24,72781,75002,72146,72147,19440,74305.0,21790345.0
2000-03-27,73414,74050,69818,70877,1218070,72998.0,21790345.0
2000-03-28,72992,80186,70876,75955,1267250,78227.0,21790345.0
2000-03-29,77222,77222,71510,72570,38070,74741.0,21790345.0
2000-03-30,72569,74262,65587,69396,37990,71472.0,21790345.0
2000-03-31,68761,79763,68761,75955,143690,78227.0,21790345.0
2000-04-03,76589,84417,72991,77225,189250,79535.0,21790345.0
2000-04-04,78704,78704,67808,68762,56970,70819.0,21790345.0
2000-04-06,66644,70453,65163,65165,51840,67114.0,21790345.0
2000-04-07,65163,67703,64528,66646,18420,68640.0,21790345.0
2000-04-10,68867,76589,68867,76590,85780,78881.0,21790345.0
2000-04-11,75107,80609,67703,71512,121120,73651.0,21790345.0
2000-04-12,67915,74051,67915,74051,52330,76266.0,21790345.0
2000-04-14,70665,76166,70665,75744,46000,78009.0,21790345.0
2000-04-17,69608,75319,67704,68021,57840,70056.0,21790345.0
2000-04-18,77859,77859,70242,71512,42950,73651.0,21790345.0
2000-04-19,75955,75955,70876,71935,29530,74087.0,21790345.0
2000-04-20,71934,76166,70981,71089,110710,73216.0,21790345.0
2000-04-21,74050,74050,69819,71406,36840,73542.0,21790345.0
2000-04-24,71087,71510,67703,71089,53030,73216.0,21790345.0
2000-04-25,70664,70664,68126,69185,26750,71254.0,21790345.0
2000-04-26,69183,71618,61356,65588,63920,67550.0,21790345.0
2000-04-27,63047,65374,59557,62414,33950,64282.0,21790345.0
2000-04-28,63471,65587,62624,62838,48330,64717.0,21790345.0
2000-05-02,63684,66539,60721,64107,32010,66025.0,21790345.0
2000-05-03,61885,66010,61885,63472,36270,65371.0,21790345.0
2000-05-04,62624,63471,62624,62732,27360,64608.0,21790345.0
2000-05-08,63789,67703,63789,67704,58330,69729.0,21790345.0
2000-05-09,69608,77012,65694,68127,98410,70165.0,21790345.0
2000-05-10,68760,69818,65693,68550,38930,70601.0,21790345.0
2000-05-12,64106,67279,63683,63684,42280,65589.0,21790345.0
2000-05-15,62625,62625,60298,61357,39880,63192.0,21790345.0
2000-05-16,62307,62307,60297,60299,26820,62102.0,21790345.0
2000-05-17,63683,65587,59980,60405,65140,62211.0,21790345.0
2000-05-18,57336,64529,56277,56914,17130,58616.0,21790345.0
2000-05-19,57123,58182,50776,57125,30860,58834.0,21790345.0
2000-05-22,57123,59027,53527,55009,15750,56655.0,21790345.0
2000-05-23,55007,56488,54161,54163,21570,55783.0,21790345.0
2000-05-24,51412,62202,51412,61357,69870,63192.0,21790345.0
2000-05-25,59239,67703,59239,63578,118280,65480.0,21790345.0
2000-05-26,63048,63048,54057,54057,86900,55674.0,21790345.0
2000-05-29,52574,58182,48660,54798,126340,56437.0,21790345.0
2000-05-30,56489,58182,55220,57019,83850,58725.0,21790345.0
2000-05-31,57124,61357,55644,58183,127560,59923.0,21790345.0
2000-06-01,60297,60297,55854,56490,40020,58180.0,21790345.0
2000-06-02,57231,58816,56066,57548,60680,59270.0,21790345.0
2000-06-05,65588,66117,63472,66117,143010,68095.0,21790345.0
2000-06-07,75955,75955,74050,75955,63660,78227.0,21790345.0
2000-06-08,87272,87272,76166,87169,576560,89776.0,21790345.0
2000-06-09,80609,85686,74156,82408,347000,84873.0,21790345.0
2000-06-12,78493,81666,76589,79552,176250,81932.0,21790345.0
2000-06-13,76378,77859,67703,67704,115060,69729.0,21790345.0
2000-06-14,68761,77646,64529,67915,286410,69947.0,21790345.0
2000-06-15,68761,68761,59875,59876,124790,61667.0,21790345.0
2000-06-16,60298,63472,58182,60087,65750,61885.0,21790345.0
2000-06-19,60087,61144,57124,58183,35340,59923.0,21790345.0
2000-06-20,59028,61990,57548,61357,85970,63192.0,21790345.0
2000-06-21,63153,64529,59239,61674,87770,63519.0,21790345.0
2000-06-22,60931,63471,60508,60616,56820,62429.0,21790345.0
2000-06-23,60086,63048,58711,59558,71170,61340.0,21790345.0
2000-06-26,60297,61355,58287,58395,64080,60141.0,21790345.0
2000-06-27,59980,63472,59239,61357,148660,63192.0,21790345.0
2000-06-28,63895,67704,61568,61780,206780,63628.0,21790345.0
2000-06-29,63259,63472,60086,61357,74100,63192.0,21790345.0
2000-06-30,63048,63048,60509,61991,47820,63846.0,21790345.0
2000-07-03,61568,67704,61568,64213,146240,66134.0,21790345.0
2000-07-04,67703,67703,62518,62626,120470,64499.0,21790345.0
2000-07-05,64529,64741,60932,63895,137110,65807.0,21790345.0
2000-07-06,63471,69818,62201,66646,239950,68640.0,21790345.0
2000-07-07,67703,75318,67703,70877,395400,72998.0,21790345.0
2000-07-10,77223,77223,70031,74051,293220,76266.0,21790345.0
2000-07-11,74051,82936,74051,74263,559870,76484.0,21790345.0
2000-07-12,76166,77012,68972,69925,178210,72017.0,21790345.0
2000-07-13,70136,72886,67703,69396,124130,71472.0,21790345.0
2000-07-14,67809,71934,67809,69079,98160,71145.0,21790345.0
2000-07-18,66856,67703,63472,63684,105880,65589.0,21790345.0
2000-07-19,63683,64952,62202,63684,41720,65589.0,21790345.0
2000-07-20,61991,66011,61356,61674,77580,63519.0,21790345.0
2000-07-21,63471,64528,61567,62520,40460,64390.0,21790345.0
2000-07-24,61568,62414,57337,58183,55350,59923.0,21790345.0
2000-07-25,56066,61144,55432,59664,92010,61449.0,21790345.0
2000-07-26,59874,61143,57864,60299,46140,62102.0,21790345.0
2000-07-27,59027,60720,58181,58395,49270,60141.0,21790345.0
2000-07-28,58604,59239,56700,56914,28930,58616.0,21790345.0
2000-07-31,55220,57230,55220,57231,35610,58943.0,21790345.0
2000-08-01,59133,62201,57123,60299,64020,62102.0,21790345.0
2000-08-02,60298,62413,59875,61568,39410,63410.0,21790345.0
2000-08-03,61356,61356,59239,61357,42980,63192.0,21790345.0
2000-08-04,61143,63047,59451,60828,52030,62647.0,21790345.0
2000-08-07,59239,60192,57336,57442,31180,59161.0,21790345.0
2000-08-08,58499,58604,56171,56596,30540,58289.0,21790345.0
2000-08-09,57230,59027,57230,58289,31670,60032.0,21790345.0
2000-08-10,57547,58604,57123,58289,39150,60032.0,21790345.0
2000-08-11,59027,60085,57336,58395,48440,60141.0,21790345.0
2000-08-14,60298,63048,60298,61780,96870,63628.0,21790345.0
2000-08-16,61991,64107,60615,64107,121910,66025.0,21790345.0
2000-08-17,69288,70241,66221,66646,426190,68640.0,21790345.0
2000-08-18,67279,68338,65694,66011,108660,67986.0,21790345.0
2000-08-21,66644,66644,62942,62943,102460,64826.0,21790345.0
2000-08-22,63048,64529,62942,63472,69040,65371.0,21790345.0
2000-08-23,64106,65588,63366,63578,131140,65480.0,21790345.0
2000-08-24,64000,64423,61356,63261,58700,65153.0,21790345.0
2000-08-25,63472,67704,63472,64213,128830,66134.0,21790345.0
2000-08-28,64001,70242,63789,69820,218010,71908.0,21790345.0
2000-08-29,74051,80292,72992,80293,1125970,82694.0,21790345.0
2000-08-30,81879,84629,77435,78071,1568940,80406.0,21790345.0
2000-08-31,77859,79127,69819,71195,423190,73325.0,21790345.0
2000-09-01,70665,75002,70665,71935,290180,74087.0,21790345.0
2000-09-04,69925,71935,68761,69820,237020,71908.0,21790345.0
2000-09-05,70241,73414,70241,70983,206000,73107.0,21790345.0
2000-09-06,73203,73203,70981,70983,175830,73107.0,21790345.0
2000-09-07,71088,71300,67704,68339,147980,70383.0,21790345.0
2000-09-08,68338,69395,66222,67704,130440,69729.0,21790345.0
2000-09-14,67703,71723,66222,71724,133220,73869.0,21790345.0
2000-09-15,70876,73414,67492,69396,187360,71472.0,21790345.0
2000-09-18,66856,67068,59239,59770,150830,61558.0,21790345.0
