LG화학(051910),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-06-30,304000,310000,301000,309500,333634,20510905.0,66271100.0
2010-07-01,309500,309500,302000,304500,204739,20179550.0,66271100.0
2010-07-02,305000,306500,285000,285000,596597,18887264.0,66271100.0
2010-07-05,283500,290000,277000,283000,396891,18754721.0,66271100.0
2010-07-06,284000,292000,278000,290500,338882,19251755.0,66271100.0
2010-07-07,291500,297000,287500,288000,315292,19086077.0,66271100.0
2010-07-08,295000,298000,289500,293000,273161,19417432.0,66271100.0
2010-07-09,294500,300500,291000,300000,211724,19881330.0,66271100.0
2010-07-12,310000,315000,308500,314500,389881,20842261.0,66271100.0
2010-07-13,317000,324000,314500,317000,396879,21007939.0,66271100.0
2010-07-14,326000,330000,320000,320500,453953,21239888.0,66271100.0
2010-07-15,322000,325000,319000,321000,226163,21273023.0,66271100.0
2010-07-16,324500,333000,323500,324500,422463,21504972.0,66271100.0
2010-07-19,320500,329500,320000,325500,212831,21571243.0,66271100.0
2010-07-20,327000,327500,318000,321500,254905,21306159.0,66271100.0
2010-07-21,334000,337500,330500,335500,525642,22233954.0,66271100.0
2010-07-22,337000,342000,327000,327000,441927,21670650.0,66271100.0
2010-07-23,331000,332000,316500,322500,437392,21372430.0,66271100.0
2010-07-26,320500,324000,314500,321000,287358,21273023.0,66271100.0
2010-07-27,322500,327500,319000,319000,300925,21140481.0,66271100.0
2010-07-28,321000,323500,317000,322000,237974,21339294.0,66271100.0
2010-07-29,321000,329000,321000,329000,266804,21803192.0,66271100.0
2010-07-30,327500,331500,324500,329000,171507,21803192.0,66271100.0
2010-08-02,334000,343000,332000,343000,303805,22730987.0,66271100.0
2010-08-03,340000,343000,334500,343000,359051,22730987.0,66271100.0
2010-08-04,343500,344000,337000,339000,231541,22465903.0,66271100.0
2010-08-05,340000,341500,324000,330500,403689,21902599.0,66271100.0
2010-08-06,324500,329500,315500,327000,375963,21670650.0,66271100.0
2010-08-09,327000,331000,322000,322000,167290,21339294.0,66271100.0
2010-08-10,321000,329000,320500,321500,197745,21306159.0,66271100.0
2010-08-11,322500,325500,318500,322500,219173,21372430.0,66271100.0
2010-08-12,319500,321500,315500,315500,260131,20908532.0,66271100.0
2010-08-13,318500,323500,311000,323500,262092,21438701.0,66271100.0
2010-08-16,324000,324000,316500,320000,187320,21206752.0,66271100.0
2010-08-17,319500,331000,316000,329000,276065,21803192.0,66271100.0
2010-08-18,333000,341000,332000,340000,381014,22532174.0,66271100.0
2010-08-19,340000,350000,338500,348500,465719,23095478.0,66271100.0
2010-08-20,348000,354500,345500,354500,286836,23493105.0,66271100.0
2010-08-23,352500,357000,349000,349000,310027,23128614.0,66271100.0
2010-08-24,346000,347500,338500,340500,292553,22565310.0,66271100.0
2010-08-25,337000,342500,336500,336500,238820,22300225.0,66271100.0
2010-08-26,341500,347500,337000,337000,312420,22333361.0,66271100.0
2010-08-27,333500,343000,333000,342500,206140,22697852.0,66271100.0
2010-08-30,347000,347500,342000,346000,181199,22929801.0,66271100.0
2010-08-31,341000,347500,338500,345000,294686,22863530.0,66271100.0
2010-09-01,345000,349500,343000,346000,233832,22929801.0,66271100.0
2010-09-02,349500,357500,345000,356500,336742,23625647.0,66271100.0
2010-09-03,357500,361000,349000,349500,289010,23161749.0,66271100.0
2010-09-06,347000,353000,347000,349500,225593,23161749.0,66271100.0
2010-09-07,347500,349000,341000,345500,277091,22896665.0,66271100.0
2010-09-08,341500,344000,331500,339500,393517,22499038.0,66271100.0
2010-09-09,338000,339500,332000,339500,466550,22499038.0,66271100.0
2010-09-10,342500,347000,342000,343500,316378,22764123.0,66271100.0
2010-09-13,349500,350000,344500,348500,281510,23095478.0,66271100.0
2010-09-14,348500,348500,338000,342500,370421,22697852.0,66271100.0
2010-09-15,342500,348500,336000,337500,372122,22366496.0,66271100.0
2010-09-16,333500,334500,319500,322000,888251,21339294.0,66271100.0
2010-09-17,320000,327500,316000,326000,559630,21604379.0,66271100.0
2010-09-20,323500,334500,323500,334000,373199,22134547.0,66271100.0
2010-09-24,333500,333500,325000,327500,403791,21703785.0,66271100.0
2010-09-27,334500,335000,320500,323000,620434,21405565.0,66271100.0
2010-09-28,323000,327000,318500,320000,458283,21206752.0,66271100.0
2010-09-29,323000,335000,322500,333000,580003,22068276.0,66271100.0
2010-09-30,337000,337000,325500,333500,386427,22101412.0,66271100.0
2010-10-01,337500,340500,330000,330000,464113,21869463.0,66271100.0
2010-10-04,329000,330000,320000,324500,424069,21504972.0,66271100.0
2010-10-05,321500,324000,311500,316500,556555,20974803.0,66271100.0
2010-10-06,323500,326000,318000,324500,498665,21504972.0,66271100.0
2010-10-07,325000,330000,320500,321500,288960,21306159.0,66271100.0
2010-10-08,320500,330000,320500,328000,365372,21736921.0,66271100.0
2010-10-11,328000,328000,320500,321000,275698,21273023.0,66271100.0
2010-10-12,318000,319000,304000,306000,647417,20278957.0,66271100.0
2010-10-13,311500,313000,301000,309500,383735,20510905.0,66271100.0
2010-10-14,313000,328000,311500,327000,722022,21670650.0,66271100.0
2010-10-15,330500,335000,326000,335000,513878,22200818.0,66271100.0
2010-10-18,337000,339000,331000,331000,333976,21935734.0,66271100.0
2010-10-19,335500,338500,326000,326000,428582,21604379.0,66271100.0
2010-10-20,320500,339500,319500,337500,459357,22366496.0,66271100.0
2010-10-21,339500,346000,334000,345500,419808,22896665.0,66271100.0
2010-10-22,349500,356500,349000,353500,509018,23426834.0,66271100.0
2010-10-25,355500,356500,347500,355000,351055,23526240.0,66271100.0
2010-10-26,353500,356000,351000,355000,246802,23526240.0,66271100.0
2010-10-27,352500,355500,345000,346500,281240,22962936.0,66271100.0
2010-10-28,344000,357500,343500,355000,374825,23526240.0,66271100.0
2010-10-29,358500,358500,345000,347000,304658,22996072.0,66271100.0
2010-11-01,347000,370500,339000,370000,662404,24520307.0,66271100.0
2010-11-02,374500,381500,369000,376000,449752,24917934.0,66271100.0
2010-11-03,375000,385500,374500,382000,369961,25315560.0,66271100.0
2010-11-04,381000,392500,376500,386500,436639,25613780.0,66271100.0
2010-11-05,388000,392000,376500,376500,327679,24951069.0,66271100.0
2010-11-08,375500,386000,372500,383000,267762,25381831.0,66271100.0
2010-11-09,383500,390000,380500,389000,284949,25779458.0,66271100.0
2010-11-10,389000,400000,387500,393500,365064,26077678.0,66271100.0
2010-11-11,398500,403000,380000,380000,561720,25183018.0,66271100.0
2010-11-12,390000,397500,380500,388500,460282,25746322.0,66271100.0
2010-11-15,387000,393000,374000,384500,378198,25481238.0,66271100.0
2010-11-16,378000,388000,376500,382000,269338,25315560.0,66271100.0
2010-11-17,377000,392500,376500,390500,237439,25878865.0,66271100.0
2010-11-18,396000,402000,394000,402000,307394,26640982.0,66271100.0
2010-11-19,402000,407500,398000,401500,229313,26607847.0,66271100.0
2010-11-22,400500,401500,388500,395000,300861,26177084.0,66271100.0
2010-11-23,390000,393500,384500,391000,290529,25912000.0,66271100.0
2010-11-24,387000,389500,382500,388000,360152,25713187.0,66271100.0
2010-11-25,390000,394500,386000,394500,219400,26143949.0,66271100.0
2010-11-26,392000,395000,379500,380500,235607,25216154.0,66271100.0
2010-11-29,378000,386000,370000,381500,247180,25282425.0,66271100.0
2010-11-30,381500,392000,379000,388000,271610,25713187.0,66271100.0
2010-12-01,386500,396500,386000,395500,210295,26210220.0,66271100.0
2010-12-02,396000,397000,392000,395500,229738,26210220.0,66271100.0
2010-12-03,396000,399000,387500,395000,220106,26177084.0,66271100.0
2010-12-06,391000,395000,385000,385000,171501,25514374.0,66271100.0
2010-12-07,389000,389000,379500,388500,230914,25746322.0,66271100.0
2010-12-08,385000,390000,383500,385000,160296,25514374.0,66271100.0
2010-12-09,385000,387000,380500,385000,327967,25514374.0,66271100.0
2010-12-10,382000,383500,375000,377500,485341,25017340.0,66271100.0
2010-12-13,377000,377000,363500,370000,494312,24520307.0,66271100.0
2010-12-14,372000,373500,366500,373500,377684,24752256.0,66271100.0
2010-12-15,374000,387500,373500,385000,491062,25514374.0,66271100.0
2010-12-16,386500,394000,385000,387500,366285,25680051.0,66271100.0
2010-12-17,389000,391000,385000,387500,252579,25680051.0,66271100.0
2010-12-20,380000,384000,374500,379500,409661,25149882.0,66271100.0
2010-12-21,379000,384500,375500,379500,272465,25149882.0,66271100.0
2010-12-22,379500,394000,379500,382000,332501,25315560.0,66271100.0
2010-12-23,383000,390000,379500,387500,233373,25680051.0,66271100.0
2010-12-24,389500,390000,381000,381500,143902,25282425.0,66271100.0
2010-12-27,380000,380500,373000,375500,188410,24884798.0,66271100.0
2010-12-28,377000,382500,374500,381000,180644,25249289.0,66271100.0
2010-12-29,379000,389000,378500,389000,206779,25779458.0,66271100.0
2010-12-30,391000,391000,387000,391000,204169,25912000.0,66271100.0
2011-01-03,393000,393500,387500,390500,220191,25878865.0,66271100.0
2011-01-04,390000,395000,388000,395000,282205,26177084.0,66271100.0
2011-01-05,395000,418000,393000,418000,650946,27701320.0,66271100.0
2011-01-06,421000,423000,411500,418000,434804,27701320.0,66271100.0
2011-01-07,416500,418000,411500,415500,275475,27535642.0,66271100.0
2011-01-10,410500,412500,401000,407000,400875,26972338.0,66271100.0
2011-01-11,410500,415500,406000,415500,270409,27535642.0,66271100.0
2011-01-12,414500,425500,412500,419000,361736,27767591.0,66271100.0
2011-01-13,418500,420000,411000,416000,294197,27568778.0,66271100.0
2011-01-14,415000,425000,408000,422000,292651,27966404.0,66271100.0
2011-01-17,421000,421500,412000,415000,238494,27502506.0,66271100.0
2011-01-18,407000,416000,406000,412000,234125,27303693.0,66271100.0
2011-01-19,409500,413500,405500,410000,242933,27171151.0,66271100.0
2011-01-20,404000,409500,403500,403500,268903,26740389.0,66271100.0
2011-01-21,401000,407500,391000,398500,380665,26409033.0,66271100.0
2011-01-24,394000,404500,393000,398000,218784,26375898.0,66271100.0
2011-01-25,400000,407000,399000,403000,268247,26707253.0,66271100.0
2011-01-26,401000,410500,399500,409500,278941,27138015.0,66271100.0
2011-01-27,408500,410500,401000,401000,263578,26574711.0,66271100.0
2011-01-28,403000,411000,401000,408000,425918,27038609.0,66271100.0
2011-01-31,404000,425000,404000,420000,713823,27833862.0,66271100.0
2011-02-01,421500,423000,412000,412500,256793,27336829.0,66271100.0
2011-02-07,416000,425000,409500,414000,334979,27436235.0,66271100.0
2011-02-08,412000,415000,405000,407000,287759,26972338.0,66271100.0
2011-02-09,403000,406000,386000,389500,512847,25812593.0,66271100.0
2011-02-10,388000,388500,375500,379000,500347,25116747.0,66271100.0
2011-02-11,379000,384000,366500,370000,393603,24520307.0,66271100.0
2011-02-14,375000,384000,371000,382000,307260,25315560.0,66271100.0
2011-02-15,383000,386500,376000,376000,256242,24917934.0,66271100.0
2011-02-16,377000,383500,370000,370000,243833,24520307.0,66271100.0
2011-02-17,373000,383500,372500,383000,354748,25381831.0,66271100.0
2011-02-18,386500,394500,385000,392000,282484,25978271.0,66271100.0
2011-02-21,393500,395000,385500,394000,180455,26110813.0,66271100.0
2011-02-22,387000,389000,376500,380000,260328,25183018.0,66271100.0
2011-02-23,375000,381000,373500,376000,208326,24917934.0,66271100.0
2011-02-24,373000,379000,370000,371000,182243,24586578.0,66271100.0
2011-02-25,369000,374000,369000,371500,187820,24619714.0,66271100.0
2011-02-28,369500,377500,365000,372000,204603,24652849.0,66271100.0
2011-03-02,364500,389000,364500,383500,318057,25414967.0,66271100.0
2011-03-03,383500,388500,381000,388000,183974,25713187.0,66271100.0
2011-03-04,388000,392500,381000,389000,270385,25779458.0,66271100.0
2011-03-07,386000,389000,382000,386000,154562,25580645.0,66271100.0
2011-03-08,384000,389500,384000,388000,187529,25713187.0,66271100.0
2011-03-09,387000,399000,385000,399000,287185,26442169.0,66271100.0
2011-03-10,400000,407000,398500,401000,346692,26574711.0,66271100.0
2011-03-11,395000,397000,388500,388500,195717,25746322.0,66271100.0
2011-03-14,401500,410000,391000,409500,434567,27138015.0,66271100.0
2011-03-15,409000,415000,394500,407500,474394,27005473.0,66271100.0
2011-03-16,413500,415000,405500,412500,244515,27336829.0,66271100.0
2011-03-17,403000,420500,401500,418000,267185,27701320.0,66271100.0
2011-03-18,414000,419000,411000,413000,234905,27369964.0,66271100.0
2011-03-21,411000,415000,408000,415000,201042,27502506.0,66271100.0
2011-03-22,417500,428000,417000,424000,388711,28098946.0,66271100.0
2011-03-23,424000,431000,411000,418500,336163,27734455.0,66271100.0
2011-03-24,417000,427000,416000,427000,208717,28297760.0,66271100.0
2011-03-25,435000,435500,426000,431000,256725,28562844.0,66271100.0
2011-03-28,429000,436500,425000,436500,201063,28927335.0,66271100.0
2011-03-29,432000,445000,430500,443000,256878,29358097.0,66271100.0
2011-03-30,443000,456500,442000,450000,407329,29821995.0,66271100.0
2011-03-31,459000,460500,451500,460000,341587,30484706.0,66271100.0
2011-04-01,455500,459000,451000,458000,251640,30352164.0,66271100.0
2011-04-04,456000,457000,440500,446500,360981,29590046.0,66271100.0
2011-04-05,442500,471000,442500,468500,255766,31048010.0,66271100.0
2011-04-06,469000,481500,466000,477500,408525,31644450.0,66271100.0
2011-04-07,480500,485000,469500,471000,308910,31213688.0,66271100.0
2011-04-08,470500,483000,470000,479000,291815,31743857.0,66271100.0
2011-04-11,475500,479500,474500,475500,201718,31511908.0,66271100.0
2011-04-12,471000,473000,459000,460000,260700,30484706.0,66271100.0
2011-04-13,460500,482000,453500,477500,255993,31644450.0,66271100.0
2011-04-14,478500,499500,477500,497500,528693,32969872.0,66271100.0
2011-04-15,496500,508000,489500,508000,286795,33665719.0,66271100.0
2011-04-18,510000,522000,507000,513000,318021,33997074.0,66271100.0
2011-04-19,510000,526000,505000,520000,342911,34460972.0,66271100.0
2011-04-20,540000,553000,536000,549000,519526,36382834.0,66271100.0
2011-04-21,549000,576000,542000,567000,514291,37575714.0,66271100.0
2011-04-22,565000,583000,551000,559000,420987,37045545.0,66271100.0
2011-04-25,559000,567000,548000,559000,262315,37045545.0,66271100.0
2011-04-26,556000,569000,550000,554000,267389,36714189.0,66271100.0
2011-04-27,553000,565000,520000,523000,550311,34659785.0,66271100.0
2011-04-28,521000,534000,519000,523000,333278,34659785.0,66271100.0
2011-04-29,522000,535000,513000,530000,331822,35123683.0,66271100.0
2011-05-02,522000,541000,522000,540000,256748,35786394.0,66271100.0
2011-05-03,536000,540000,515000,516000,303946,34195888.0,66271100.0
2011-05-04,517000,518000,500000,502000,407952,33268092.0,66271100.0
2011-05-06,496500,516000,480500,505000,411048,33466906.0,66271100.0
2011-05-09,510000,517000,505000,505000,232521,33466906.0,66271100.0
2011-05-11,511000,520000,506000,520000,268742,34460972.0,66271100.0
2011-05-12,511000,512000,499500,499500,301178,33102414.0,66271100.0
2011-05-13,500000,502000,480000,491000,433960,32539110.0,66271100.0
2011-05-16,485500,500000,481000,492000,230712,32605381.0,66271100.0
2011-05-17,496000,502000,487000,494500,180051,32771059.0,66271100.0
2011-05-18,493000,518000,493000,513000,372144,33997074.0,66271100.0
2011-05-19,513000,520000,503000,507000,346535,33599448.0,66271100.0
2011-05-20,503000,508000,484000,502000,245998,33268092.0,66271100.0
2011-05-23,501000,501000,483000,484500,211269,32108348.0,66271100.0
2011-05-24,483000,495000,481500,486500,237395,32240890.0,66271100.0
2011-05-25,493000,496500,480000,480000,238054,31810128.0,66271100.0
2011-05-26,485500,516000,485500,511000,338530,33864532.0,66271100.0
2011-05-27,510000,514000,498500,505000,270601,33466906.0,66271100.0
2011-05-30,511000,520000,507000,510000,180879,33798261.0,66271100.0
2011-05-31,515000,542000,512000,535000,446439,35455038.0,66271100.0
2011-06-01,534000,539000,526000,531000,260609,35189954.0,66271100.0
2011-06-02,517000,525000,512000,519000,303866,34394701.0,66271100.0
2011-06-03,519000,524000,495000,500000,427832,33135550.0,66271100.0
2011-06-07,492000,500000,491000,494500,216320,32771059.0,66271100.0
2011-06-08,498000,504000,482500,490500,240111,32505975.0,66271100.0
2011-06-09,490500,501000,490000,493000,201857,32671652.0,66271100.0
2011-06-10,502000,509000,491500,494000,175784,32737923.0,66271100.0
2011-06-13,486000,498000,482500,491500,203299,32572246.0,66271100.0
2011-06-14,489500,506000,487500,501000,259975,33201821.0,66271100.0
2011-06-15,504000,510000,498000,504000,205604,33400634.0,66271100.0
2011-06-16,494000,500000,486000,491000,232919,32539110.0,66271100.0
2011-06-17,493500,496000,466500,478500,416518,31710721.0,66271100.0
2011-06-20,478500,478500,448000,450000,454764,29821995.0,66271100.0
2011-06-21,454500,463500,442000,463000,482436,30683519.0,66271100.0
2011-06-22,470500,486000,470000,475500,322939,31511908.0,66271100.0
2011-06-23,470500,478000,466500,474000,164602,31412501.0,66271100.0
2011-06-24,471000,483000,465500,481500,330953,31909535.0,66271100.0
2011-06-27,479000,480000,471500,475500,169615,31511908.0,66271100.0
2011-06-28,477500,484000,470000,470500,202952,31180553.0,66271100.0
2011-06-29,481500,482500,478000,482500,195990,31975806.0,66271100.0
2011-06-30,485500,495000,482500,488000,250778,32340297.0,66271100.0
2011-07-01,496500,502000,491500,498000,217623,33003008.0,66271100.0
2011-07-04,503000,506000,499500,501000,150770,33201821.0,66271100.0
2011-07-05,499000,502000,489000,493500,245221,32704788.0,66271100.0
2011-07-06,494000,497000,487000,495000,171149,32804194.0,66271100.0
2011-07-07,487500,506000,487500,503000,296319,33334363.0,66271100.0
2011-07-08,509000,509000,503000,509000,246208,33731990.0,66271100.0
2011-07-11,508000,508000,497500,499000,162296,33069279.0,66271100.0
2011-07-12,491000,493000,477500,477500,302210,31644450.0,66271100.0
2011-07-13,480500,486500,475500,486000,179714,32207755.0,66271100.0
2011-07-14,486000,491000,480500,489500,236095,32439703.0,66271100.0
2011-07-15,483500,489500,482000,489500,220312,32439703.0,66271100.0
2011-07-18,490000,499500,485500,496500,201973,32903601.0,66271100.0
2011-07-19,494000,496500,484500,486500,134830,32240890.0,66271100.0
2011-07-20,489500,499000,487000,493500,209200,32704788.0,66271100.0
2011-07-21,471000,485000,461000,461500,808336,30584113.0,66271100.0
2011-07-22,465000,468500,456000,468000,534227,31014875.0,66271100.0
2011-07-25,461000,463000,453000,453000,335199,30020808.0,66271100.0
2011-07-26,450000,467000,450000,466000,248008,30882333.0,66271100.0
2011-07-27,467000,475000,466500,473000,218315,31346230.0,66271100.0
2011-07-28,463000,479000,463000,472000,239229,31279959.0,66271100.0
2011-07-29,471000,474000,463500,470000,132884,31147417.0,66271100.0
2011-08-01,475500,487500,475500,485500,270438,32174619.0,66271100.0
2011-08-02,482000,492500,462000,471000,396198,31213688.0,66271100.0
2011-08-03,457000,458000,446500,449500,481197,29788859.0,66271100.0
2011-08-04,448000,449500,416000,416000,789229,27568778.0,66271100.0
2011-08-05,389000,412000,386000,407000,706917,26972338.0,66271100.0
2011-08-08,399000,406500,366000,387000,819779,25646916.0,66271100.0
2011-08-09,379000,398500,347000,395000,1037695,26177084.0,66271100.0
2011-08-10,414500,414500,385000,388000,741174,25713187.0,66271100.0
2011-08-11,371000,397000,371000,390000,518302,25845729.0,66271100.0
2011-08-12,397000,397500,352500,354000,1117628,23459969.0,66271100.0
2011-08-16,374500,387000,372500,387000,789681,25646916.0,66271100.0
2011-08-17,382500,389500,379000,380500,430612,25216154.0,66271100.0
2011-08-18,383500,384500,360000,367500,667691,24354629.0,66271100.0
2011-08-19,348500,350000,313500,313500,1161128,20775990.0,66271100.0
2011-08-22,313000,326000,301500,302500,738265,20047008.0,66271100.0
2011-08-23,309000,347500,303000,343000,1013210,22730987.0,66271100.0
2011-08-24,348000,358500,333500,341500,849859,22631581.0,66271100.0
2011-08-25,355000,357500,345000,347500,430950,23029207.0,66271100.0
2011-08-26,350000,363000,349000,358000,485121,23725054.0,66271100.0
2011-08-29,370000,378000,363500,375500,467908,24884798.0,66271100.0
2011-08-30,380000,383000,368000,369000,374995,24454036.0,66271100.0
2011-08-31,370000,378500,361000,378500,335804,25083611.0,66271100.0
2011-09-01,387000,394000,377000,380000,527003,25183018.0,66271100.0
2011-09-02,378500,381500,365000,367500,373051,24354629.0,66271100.0
2011-09-05,356000,356500,329000,329000,684194,21803192.0,66271100.0
2011-09-06,322000,338000,319500,329000,633990,21803192.0,66271100.0
2011-09-07,342000,347000,334500,343000,489945,22730987.0,66271100.0
2011-09-08,349000,358500,345500,354500,565645,23493105.0,66271100.0
2011-09-09,352000,357000,344000,346000,350752,22929801.0,66271100.0
2011-09-14,344000,344500,323000,323000,521107,21405565.0,66271100.0
2011-09-15,338000,338500,315000,329500,549252,21836327.0,66271100.0
2011-09-16,337500,344500,334000,343000,521031,22730987.0,66271100.0
2011-09-19,337500,341000,328000,328500,365536,21770056.0,66271100.0
2011-09-20,323500,331000,317500,328000,639511,21736921.0,66271100.0
2011-09-21,332000,352500,331000,351500,902249,23294292.0,66271100.0
2011-09-22,341000,343000,332500,335500,590934,22233954.0,66271100.0
2011-09-23,318000,326000,316500,316500,722715,20974803.0,66271100.0
2011-09-26,323000,324500,293000,299500,630863,19848194.0,66271100.0
2011-09-27,316000,321500,307500,321500,464874,21306159.0,66271100.0
2011-09-28,323000,326500,313000,313000,476087,20742854.0,66271100.0
2011-09-29,310000,325000,302000,325000,536127,21538108.0,66271100.0
2011-09-30,323500,328500,313000,321000,500707,21273023.0,66271100.0
2011-10-04,298500,301000,283000,294000,866824,19483703.0,66271100.0
2011-10-05,299500,300000,276000,285000,673546,18887264.0,66271100.0
2011-10-06,293000,310000,292500,306000,683802,20278957.0,66271100.0
2011-10-07,319000,329500,316500,322000,536391,21339294.0,66271100.0
2011-10-10,318000,327000,315000,323500,311765,21438701.0,66271100.0
2011-10-11,337000,343000,332500,337000,575984,22333361.0,66271100.0
2011-10-12,334500,337500,328000,337000,370855,22333361.0,66271100.0
2011-10-13,347000,351000,338000,338000,360531,22399632.0,66271100.0
2011-10-14,334500,342000,324000,341500,329929,22631581.0,66271100.0
2011-10-17,348000,356000,346500,348000,393121,23062343.0,66271100.0
2011-10-18,337000,342500,334000,336000,307054,22267090.0,66271100.0
2011-10-19,339500,341000,332000,340500,243691,22565310.0,66271100.0
2011-10-20,338000,342500,312000,314500,450661,20842261.0,66271100.0
2011-10-21,325000,343000,318000,343000,567079,22730987.0,66271100.0
2011-10-24,349500,351500,343500,348000,565900,23062343.0,66271100.0
2011-10-25,347500,359500,344000,350500,558958,23228021.0,66271100.0
2011-10-26,346500,369500,345500,369000,517789,24454036.0,66271100.0
2011-10-27,373000,379500,367500,377500,465483,25017340.0,66271100.0
2011-10-28,387500,394000,377500,380000,607365,25183018.0,66271100.0
2011-10-31,378000,383000,363500,364000,360348,24122680.0,66271100.0
2011-11-01,360000,373500,358000,365500,282541,24222087.0,66271100.0
2011-11-02,353000,360000,350000,360000,460897,23857596.0,66271100.0
2011-11-03,363500,364000,334500,344500,860496,22830394.0,66271100.0
2011-11-04,354000,372500,353000,372500,605208,24685985.0,66271100.0
2011-11-07,371500,376000,364500,366500,333432,24288358.0,66271100.0
2011-11-08,372000,375000,362000,363500,309706,24089545.0,66271100.0
2011-11-09,371000,375000,364500,365500,225737,24222087.0,66271100.0
2011-11-10,351500,359500,349500,349500,377884,23161749.0,66271100.0
2011-11-11,356500,362000,352000,362000,231370,23990138.0,66271100.0
2011-11-14,350500,375000,350000,372500,525288,24685985.0,66271100.0
2011-11-15,366500,370000,359000,360000,260258,23857596.0,66271100.0
2011-11-16,362500,376000,353000,354500,484347,23493105.0,66271100.0
2011-11-17,358500,359000,344500,355000,453753,23526240.0,66271100.0
2011-11-18,342000,346000,330500,335500,786148,22233954.0,66271100.0
2011-11-21,331000,333000,320500,321000,536609,21273023.0,66271100.0
2011-11-22,313500,331000,313500,325000,492673,21538108.0,66271100.0
2011-11-23,323000,326500,313000,315000,330367,20875396.0,66271100.0
2011-11-24,313000,321000,312000,320000,331527,21206752.0,66271100.0
2011-11-25,315000,318000,305500,308000,379810,20411499.0,66271100.0
2011-11-28,314000,316000,307000,311000,544579,20610312.0,66271100.0
2011-11-29,317000,334000,316500,331500,764620,21968870.0,66271100.0
2011-11-30,328500,331000,319500,322500,447732,21372430.0,66271100.0
2011-12-01,346000,352000,339500,346500,765898,22962936.0,66271100.0
2011-12-02,344500,352500,344000,348500,329482,23095478.0,66271100.0
2011-12-05,351000,351500,345000,350500,204813,23228021.0,66271100.0
2011-12-06,350500,351000,342000,348000,248586,23062343.0,66271100.0
2011-12-07,335000,343000,323500,328500,2011007,21770056.0,66271100.0
2011-12-08,326500,335000,322500,329000,669357,21803192.0,66271100.0
2011-12-09,322000,322500,315000,316000,871204,20941668.0,66271100.0
2011-12-12,322500,323500,308500,313500,717491,20775990.0,66271100.0
2011-12-13,309000,319500,308500,313000,510274,20742854.0,66271100.0
2011-12-14,314500,317500,313000,315500,294869,20908532.0,66271100.0
2011-12-15,309500,312000,307500,312000,318106,20676583.0,66271100.0
2011-12-16,315500,327000,313500,327000,473407,21670650.0,66271100.0
2011-12-19,324500,324500,304500,310000,495249,20544041.0,66271100.0
2011-12-20,312500,314500,307000,307500,290036,20378363.0,66271100.0
2011-12-21,318500,322500,315500,320000,376806,21206752.0,66271100.0
2011-12-22,315500,322000,314000,319500,223457,21173616.0,66271100.0
2011-12-23,324500,335500,322500,333500,688762,22101412.0,66271100.0
2011-12-26,338500,339000,328500,330000,221226,21869463.0,66271100.0
2011-12-27,330000,332000,313000,324000,273991,21471836.0,66271100.0
2011-12-28,324000,324500,318500,320000,176272,21206752.0,66271100.0
2011-12-29,315500,320000,315000,317500,194592,21041074.0,66271100.0
2012-01-02,318000,321000,313500,320000,187161,21206752.0,66271100.0
2012-01-03,327000,332500,326000,330500,307332,21902599.0,66271100.0
2012-01-04,335000,335000,323500,324500,263634,21504972.0,66271100.0
2012-01-05,326500,333500,324500,331500,257462,21968870.0,66271100.0
2012-01-06,329000,330000,319500,323500,280955,21438701.0,66271100.0
2012-01-09,321000,321500,316500,319000,173946,21140481.0,66271100.0
2012-01-10,324500,329500,322500,324000,247398,21471836.0,66271100.0
2012-01-11,327500,332500,321500,323000,270622,21405565.0,66271100.0
2012-01-12,325000,336000,323000,334000,461587,22134547.0,66271100.0
2012-01-13,336000,345000,332000,344000,562036,22797258.0,66271100.0
2012-01-16,343000,349500,339000,348500,346215,23095478.0,66271100.0
2012-01-17,352500,359000,352000,358500,544928,23758189.0,66271100.0
2012-01-18,360000,371000,353500,367500,642190,24354629.0,66271100.0
2012-01-19,372000,378500,363500,378500,609032,25083611.0,66271100.0
2012-01-20,379500,388500,377000,384000,501716,25448102.0,66271100.0
2012-01-25,387000,389500,373500,377500,387350,25017340.0,66271100.0
2012-01-26,378500,379500,373000,378000,320918,25050476.0,66271100.0
2012-01-27,380000,385500,376000,382000,290099,25315560.0,66271100.0
2012-01-30,385000,385000,364000,365000,438646,24188952.0,66271100.0
2012-01-31,367000,380000,366500,374000,407077,24785391.0,66271100.0
2012-02-01,375000,390000,373500,388000,419355,25713187.0,66271100.0
2012-02-02,399000,412000,397000,411000,675298,27237422.0,66271100.0
2012-02-03,412000,413000,402500,406500,340355,26939202.0,66271100.0
2012-02-06,416500,419000,400000,405000,478620,26839796.0,66271100.0
2012-02-07,405000,409000,401500,406500,232084,26939202.0,66271100.0
2012-02-08,410000,420000,408000,420000,270383,27833862.0,66271100.0
2012-02-09,429000,434000,420000,434000,386402,28761657.0,66271100.0
2012-02-10,428000,432000,415000,418500,335150,27734455.0,66271100.0
2012-02-13,420000,424000,408000,414000,287513,27436235.0,66271100.0
2012-02-14,412000,419500,410000,416500,203871,27601913.0,66271100.0
2012-02-15,413000,420000,408500,418000,226748,27701320.0,66271100.0
2012-02-16,410000,412500,403500,403500,310347,26740389.0,66271100.0
2012-02-17,412000,418500,409500,411500,291776,27270558.0,66271100.0
