엔케이물산(009810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-07-19,2484,2484,2484,2485,0,,
2007-07-20,2484,2484,2484,2485,0,,
2007-07-23,2484,2484,2484,2485,0,,
2007-07-24,2484,2484,2484,2485,0,,
2007-07-25,2484,2484,2484,2485,0,,
2007-07-26,2484,2484,2484,2485,0,,
2007-07-27,2484,2484,2484,2485,0,,
2007-07-30,2484,2484,2484,2485,0,,
2007-07-31,2484,2484,2484,2485,0,,
2007-08-01,2484,2484,2484,2485,0,,
2007-08-02,2484,2484,2484,2485,0,,
2007-08-03,2484,2484,2484,2485,0,,
2007-08-06,2484,2484,2484,2485,0,,
2007-08-07,2484,2484,2484,2485,0,,
2007-08-08,2484,2855,2303,2855,192770,23456.0,6759718.0
2007-08-09,3283,3283,2435,2551,799063,20955.0,6759718.0
2007-08-10,2550,2575,2168,2168,1008462,17812.0,6759718.0
2007-08-13,2139,2168,1991,2065,582808,16967.0,6759718.0
2007-08-14,2073,2094,1880,1995,389784,16392.0,6759718.0
2007-08-16,1847,1904,1699,1699,299585,13959.0,6759718.0
2007-08-17,1641,1950,1501,1810,924451,14871.0,6759718.0
2007-08-20,1814,1921,1810,1921,414331,15784.0,6759718.0
2007-08-21,1958,2015,1633,1876,384524,15412.0,6759718.0
2007-08-22,1855,1884,1719,1744,163970,14331.0,6759718.0
2007-08-23,1781,1793,1670,1786,171316,14669.0,6759718.0
2007-08-24,1810,2052,1711,2053,221031,16865.0,6759718.0
2007-08-27,2221,2357,1826,2057,1352878,16899.0,6759718.0
2007-08-28,2057,2057,1876,1888,419177,15514.0,6759718.0
2007-08-29,1818,1876,1797,1843,179178,15142.0,6759718.0
2007-08-30,1851,2118,1851,2119,713932,17406.0,6759718.0
2007-08-31,2201,2410,1991,1999,918909,16426.0,6759718.0
2007-09-03,1917,1962,1834,1946,318926,15987.0,6759718.0
2007-09-04,1950,1958,1814,1831,316400,15040.0,6759718.0
2007-09-05,1830,1830,1703,1728,491029,14195.0,6759718.0
2007-09-06,1703,1785,1645,1683,305213,13824.0,6759718.0
2007-09-07,1472,1538,1460,1502,2216534,12336.0,6759718.0
2007-09-10,1481,1526,1435,1485,839781,12201.0,6759718.0
2007-09-11,1505,1530,1456,1498,1050242,34689.0,19059718.0
2007-09-12,1505,1505,1357,1399,953131,32402.0,19059718.0
2007-09-13,1390,1448,1345,1407,655421,32592.0,19059718.0
2007-09-14,1431,1431,1374,1378,514889,31925.0,19059718.0
2007-09-17,1398,1411,1365,1378,528942,31925.0,19059718.0
2007-09-18,1378,1448,1370,1370,386511,31734.0,19059718.0
2007-09-19,1411,1411,1316,1325,535531,30686.0,19059718.0
2007-09-20,1328,1332,1267,1280,340162,29638.0,19059718.0
2007-09-21,1304,1304,1250,1255,239250,29066.0,19059718.0
2007-09-27,1258,1370,1258,1296,370664,30019.0,19059718.0
2007-09-28,1312,1324,1275,1317,159319,30496.0,19059718.0
2007-10-01,1341,1341,1283,1292,246114,29924.0,19059718.0
2007-10-02,1308,1332,1258,1292,354910,29924.0,19059718.0
2007-10-04,1308,1308,1250,1251,309990,28971.0,19059718.0
2007-10-05,1230,1242,1114,1127,1180662,26112.0,19059718.0
2007-10-08,1127,1156,958,959,1655654,22205.0,19059718.0
2007-10-09,1016,1098,1003,1098,1662862,25445.0,19059718.0
2007-10-10,1090,1090,966,992,791476,22967.0,19059718.0
2007-10-11,991,1020,938,975,623945,22586.0,19059718.0
2007-10-12,962,1082,954,1045,662889,24206.0,19059718.0
2007-10-15,1045,1090,1016,1016,297889,23539.0,19059718.0
2007-10-16,979,1020,962,971,303811,22490.0,19059718.0
2007-10-17,975,987,925,950,331649,22014.0,19059718.0
2007-10-18,958,970,933,967,196094,22395.0,19059718.0
2007-10-19,970,1045,966,1016,350635,23539.0,19059718.0
2007-10-22,946,995,938,946,273325,21919.0,19059718.0
2007-10-23,942,970,921,954,159083,22109.0,19059718.0
2007-10-24,954,1053,954,963,296774,22300.0,19059718.0
2007-10-25,962,983,942,954,212397,22109.0,19059718.0
2007-10-26,954,979,933,967,204672,22395.0,19059718.0
2007-10-29,950,1036,950,1004,414546,23253.0,19059718.0
2007-10-30,1003,1151,995,1098,1530676,25445.0,19059718.0
2007-10-31,1086,1197,1057,1107,630741,25635.0,19059718.0
2007-11-01,1110,1135,1053,1086,277385,25159.0,19059718.0
2007-11-02,1061,1082,1028,1029,305727,23825.0,19059718.0
2007-11-05,1024,1057,991,1012,279179,23443.0,19059718.0
2007-11-06,1012,1032,983,1024,271600,23729.0,19059718.0
2007-11-07,1040,1040,1007,1012,180034,23443.0,19059718.0
2007-11-08,987,1057,958,996,503111,23062.0,19059718.0
2007-11-09,979,999,970,992,228354,22967.0,19059718.0
2007-11-12,987,1020,975,987,166567,22872.0,19059718.0
2007-11-13,983,1098,983,996,584014,23062.0,19059718.0
2007-11-14,1040,1057,1012,1045,246654,24206.0,19059718.0
2007-11-15,1061,1188,1045,1123,1007731,26017.0,19059718.0
2007-11-16,1123,1143,1069,1103,275933,25540.0,19059718.0
2007-11-19,1119,1184,1102,1103,519282,25540.0,19059718.0
2007-11-20,1102,1102,1045,1070,260308,24778.0,19059718.0
2007-11-21,1086,1098,1028,1037,241260,24015.0,19059718.0
2007-11-22,1028,1028,1003,1016,193315,23539.0,19059718.0
2007-11-23,1003,1032,938,1008,232352,23348.0,19059718.0
2007-11-26,1032,1032,979,987,163402,22872.0,19059718.0
2007-11-27,958,1003,942,959,228903,22205.0,19059718.0
2007-11-28,966,987,954,963,149571,22300.0,19059718.0
2007-11-29,987,991,970,971,130495,22490.0,19059718.0
2007-11-30,1003,1003,970,975,108500,22586.0,19059718.0
2007-12-03,979,991,958,987,136453,22872.0,19059718.0
2007-12-04,1007,1020,966,983,245997,22776.0,19059718.0
2007-12-05,966,995,962,979,139075,22681.0,19059718.0
2007-12-06,979,979,950,950,193944,22014.0,19059718.0
2007-12-07,962,962,905,950,336980,22014.0,19059718.0
2007-12-10,950,979,925,967,204375,22395.0,19059718.0
2007-12-11,975,983,946,950,108998,22014.0,19059718.0
2007-12-12,946,954,921,946,139901,21919.0,19059718.0
2007-12-13,950,966,921,959,139750,22205.0,19059718.0
2007-12-14,954,962,921,922,122440,21347.0,19059718.0
2007-12-17,925,942,909,917,95855,21252.0,19059718.0
2007-12-18,921,929,880,901,126915,20870.0,19059718.0
2007-12-20,909,909,826,831,304845,19250.0,19059718.0
2007-12-21,831,855,802,815,199575,18869.0,19059718.0
2007-12-24,814,933,814,934,713626,21633.0,19059718.0
2007-12-26,938,991,839,839,924004,19441.0,19059718.0
2007-12-27,863,896,839,856,175618,19822.0,19059718.0
2007-12-28,839,855,810,823,223377,19060.0,19059718.0
2008-01-02,826,843,818,819,172647,18964.0,19059718.0
2008-01-03,822,839,806,839,132926,19441.0,19059718.0
2008-01-04,835,946,822,856,434273,19822.0,19059718.0
2008-01-07,855,863,831,852,257730,19727.0,19059718.0
2008-01-08,855,905,843,860,187579,19917.0,19059718.0
2008-01-09,847,863,835,852,95725,19727.0,19059718.0
2008-01-10,855,880,851,868,111008,20108.0,19059718.0
2008-01-11,872,880,843,856,161563,26108.0,25103673.0
2008-01-14,851,868,822,839,124683,25606.0,25103673.0
2008-01-15,843,851,810,819,191550,24978.0,25103673.0
2008-01-16,806,810,773,798,170526,24351.0,25103673.0
2008-01-17,818,818,773,794,87960,24225.0,25103673.0
2008-01-18,794,822,785,815,134555,24853.0,25103673.0
2008-01-21,826,884,818,856,183058,26108.0,25103673.0
2008-01-22,847,880,769,806,185760,24602.0,25103673.0
2008-01-23,806,843,773,782,88713,23848.0,25103673.0
2008-01-24,789,806,781,798,80340,24351.0,25103673.0
2008-01-25,794,806,777,790,134298,24100.0,25103673.0
2008-01-28,794,794,757,757,89830,23095.0,25103673.0
2008-01-29,777,781,748,749,133857,22844.0,25103673.0
2008-01-30,740,765,724,736,268431,22468.0,25103673.0
2008-01-31,761,765,732,736,67985,22468.0,25103673.0
2008-02-01,744,752,707,720,193937,21966.0,25103673.0
2008-02-04,715,757,715,741,88096,22593.0,25103673.0
2008-02-05,744,744,724,741,112818,22593.0,25103673.0
2008-02-11,740,740,724,732,152514,22342.0,25103673.0
2008-02-12,744,748,732,745,147772,22719.0,25103673.0
2008-02-13,757,757,736,736,97161,22468.0,25103673.0
2008-02-14,748,761,736,753,161986,22970.0,25103673.0
2008-02-15,752,752,724,745,147840,22719.0,25103673.0
2008-02-18,744,761,740,753,100615,22970.0,25103673.0
2008-02-19,757,806,752,782,189525,23848.0,25103673.0
2008-02-20,789,806,769,769,153766,23472.0,25103673.0
2008-02-21,773,785,752,761,107857,23221.0,25103673.0
2008-02-22,765,777,752,765,100182,23346.0,25103673.0
2008-02-25,765,781,740,745,128151,22719.0,25103673.0
2008-02-26,744,748,724,736,195650,22468.0,25103673.0
2008-02-27,740,740,724,732,90598,22342.0,25103673.0
2008-02-28,740,773,732,765,119300,23346.0,25103673.0
2008-02-29,757,876,757,876,1857560,26735.0,25103673.0
2008-03-03,851,1003,851,1004,2809973,30626.0,25103673.0
2008-03-04,1040,1073,933,971,2469750,29622.0,25103673.0
2008-03-05,999,1114,975,1115,1931645,34015.0,25103673.0
2008-03-06,1123,1127,950,950,4417250,28995.0,25103673.0
2008-03-07,950,950,851,864,1632146,26359.0,25103673.0
2008-03-10,880,970,872,917,1987237,27991.0,25103673.0
2008-03-11,929,942,843,868,686668,26484.0,25103673.0
2008-03-12,888,892,843,848,514934,25857.0,25103673.0
2008-03-13,851,876,810,848,583471,25857.0,25103673.0
2008-03-14,835,855,773,786,805652,23974.0,25103673.0
2008-03-17,773,777,724,736,414498,22468.0,25103673.0
2008-03-18,748,761,732,745,227807,22719.0,25103673.0
2008-03-19,773,781,744,773,195876,23597.0,25103673.0
2008-03-20,757,773,736,736,176004,22468.0,25103673.0
2008-03-21,748,843,744,843,799467,25731.0,25103673.0
2008-03-24,896,966,872,967,2099519,29497.0,25103673.0
2008-03-25,933,983,892,975,1182159,29748.0,25103673.0
2008-03-26,991,1036,905,930,724240,28367.0,25103673.0
2008-03-27,921,921,826,893,358753,27237.0,25103673.0
2008-03-28,888,995,855,926,567094,28242.0,25103673.0
2008-03-31,901,962,876,934,471317,28493.0,25103673.0
2008-04-01,938,999,901,979,1219118,29873.0,25103673.0
2008-04-02,999,999,913,946,494612,28869.0,25103673.0
2008-04-03,958,958,888,897,292495,27363.0,25103673.0
2008-04-04,888,896,855,889,189886,27112.0,25103673.0
2008-04-07,896,901,868,880,119963,26861.0,25103673.0
2008-04-08,872,905,872,901,130068,27489.0,25103673.0
2008-04-10,913,933,880,905,163900,27614.0,25103673.0
2008-04-11,929,929,859,864,145236,26359.0,25103673.0
2008-04-14,880,896,831,835,202862,25480.0,25103673.0
2008-04-15,831,892,818,856,149630,26108.0,25103673.0
2008-04-16,822,855,822,848,240286,25857.0,25103673.0
2008-04-17,855,880,826,880,104850,26861.0,25103673.0
2008-04-18,880,880,847,868,166540,26484.0,25103673.0
2008-04-21,851,872,822,839,201051,25606.0,25103673.0
2008-04-22,839,905,831,905,248235,27614.0,25103673.0
2008-04-23,892,896,843,848,206471,25857.0,25103673.0
2008-04-24,847,863,806,827,197385,25229.0,25103673.0
2008-04-25,818,843,818,831,122342,25355.0,25103673.0
2008-04-28,826,843,814,843,188348,25731.0,25103673.0
2008-04-29,847,851,818,835,103170,25480.0,25103673.0
2008-04-30,826,847,818,827,115629,25229.0,25103673.0
2008-05-02,826,839,818,835,185140,25480.0,25103673.0
2008-05-06,822,839,818,831,50709,25355.0,25103673.0
2008-05-07,831,851,818,831,169611,25355.0,25103673.0
2008-05-08,835,835,818,823,125925,25104.0,25103673.0
2008-05-09,826,826,814,815,105155,24853.0,25103673.0
2008-05-13,818,835,814,815,130111,24853.0,25103673.0
2008-05-14,814,822,794,810,142218,24727.0,25103673.0
2008-05-15,814,814,798,815,90050,24853.0,25103673.0
2008-05-16,810,818,781,806,73745,24602.0,25103673.0
2008-05-19,810,814,798,798,101089,24351.0,25103673.0
2008-05-20,789,806,785,798,135450,24351.0,25103673.0
2008-05-21,802,847,798,823,279549,25104.0,25103673.0
2008-05-22,822,839,789,810,119789,24727.0,25103673.0
2008-05-23,810,814,789,810,116223,24727.0,25103673.0
2008-05-26,814,929,798,909,1073846,27740.0,25103673.0
2008-05-27,901,962,863,926,449001,28242.0,25103673.0
2008-05-28,938,938,884,905,214987,27614.0,25103673.0
2008-05-29,905,946,884,893,296973,27237.0,25103673.0
2008-05-30,892,913,876,913,198630,27865.0,25103673.0
2008-06-02,892,938,892,913,189448,27865.0,25103673.0
2008-06-03,888,921,868,893,128380,27237.0,25103673.0
2008-06-04,896,962,884,963,360151,29371.0,25103673.0
2008-06-05,1065,1106,1003,1041,4709776,31756.0,25103673.0
2008-06-09,1036,1044,888,1041,649523,31756.0,25103673.0
2008-06-10,1077,1086,1003,1086,344866,33137.0,25103673.0
2008-06-11,1094,1184,1045,1049,838859,32007.0,25103673.0
2008-06-12,1065,1065,966,1033,311965,31505.0,25103673.0
2008-06-13,1049,1049,983,1020,248151,31129.0,25103673.0
2008-06-16,1032,1045,979,1012,313720,30878.0,25103673.0
2008-06-17,991,995,954,959,241968,29246.0,25103673.0
2008-06-18,987,987,950,959,210554,29246.0,25103673.0
2008-06-19,946,1012,938,987,173290,30124.0,25103673.0
2008-06-20,970,987,905,946,327426,28869.0,25103673.0
2008-06-23,905,929,884,922,274550,28116.0,25103673.0
2008-06-24,921,921,888,897,241433,27363.0,25103673.0
2008-06-25,884,905,876,880,134635,26861.0,25103673.0
2008-06-26,896,929,876,880,70630,26861.0,25103673.0
2008-06-27,884,929,847,897,162350,27363.0,25103673.0
2008-06-30,888,917,839,897,114646,27363.0,25103673.0
2008-07-01,896,913,868,897,119541,27363.0,25103673.0
2008-07-02,896,896,859,864,93740,26359.0,25103673.0
2008-07-03,872,901,818,880,94463,26861.0,25103673.0
2008-07-04,839,880,831,856,70830,26108.0,25103673.0
2008-07-07,826,880,810,856,228290,26108.0,25103673.0
2008-07-08,855,863,773,848,208864,25857.0,25103673.0
2008-07-09,851,863,814,819,135995,24978.0,25103673.0
2008-07-10,798,835,785,802,92793,24476.0,25103673.0
2008-07-11,847,851,814,852,123310,25982.0,25103673.0
2008-07-14,880,880,831,852,74500,25982.0,25103673.0
2008-07-15,835,855,806,815,137385,24853.0,25103673.0
2008-07-16,810,835,769,786,303773,23974.0,25103673.0
2008-07-17,798,806,773,782,119966,23848.0,25103673.0
2008-07-18,785,798,748,790,222300,24100.0,25103673.0
2008-07-21,789,905,773,905,1077171,27614.0,25103673.0
2008-07-22,970,1032,896,934,2008231,28493.0,25103673.0
2008-07-23,905,1024,888,987,800167,30124.0,25103673.0
2008-07-24,983,1110,958,1074,1303260,32760.0,25103673.0
2008-07-25,1057,1151,1028,1082,1150643,33011.0,25103673.0
2008-07-28,1061,1086,1012,1086,690799,33137.0,25103673.0
2008-07-29,1086,1086,1020,1029,351780,31380.0,25103673.0
2008-07-30,1020,1024,921,922,520791,28116.0,25103673.0
2008-07-31,929,975,847,930,805073,28367.0,25103673.0
2008-08-01,892,995,892,987,377939,30124.0,25103673.0
2008-08-04,987,1012,958,1008,278518,30752.0,25103673.0
2008-08-05,1012,1012,946,950,157538,28995.0,25103673.0
2008-08-06,942,1028,942,1024,233531,31254.0,25103673.0
2008-08-07,1036,1036,995,1012,135351,30878.0,25103673.0
2008-08-08,999,1061,954,1041,351800,31756.0,25103673.0
2008-08-11,1069,1123,1012,1016,360877,31003.0,25103673.0
2008-08-12,1032,1032,954,979,195660,29873.0,25103673.0
2008-08-13,970,987,933,934,89125,28493.0,25103673.0
2008-08-14,933,958,905,934,105276,28493.0,25103673.0
2008-08-18,942,966,901,905,145385,27614.0,25103673.0
2008-08-19,909,909,818,819,591825,24978.0,25103673.0
2008-08-20,814,868,798,806,378042,24602.0,25103673.0
2008-08-21,822,847,798,810,223391,24727.0,25103673.0
2008-08-22,814,814,744,778,273543,23723.0,25103673.0
2008-08-25,781,798,761,761,98356,23221.0,25103673.0
2008-08-26,794,794,748,753,149240,22970.0,25103673.0
2008-08-27,748,757,728,732,127618,22342.0,25103673.0
2008-08-28,732,794,670,691,189319,21087.0,25103673.0
2008-08-29,707,794,588,716,1219341,21840.0,25103673.0
2008-09-01,695,761,682,720,351538,21966.0,25103673.0
2008-09-02,728,789,715,741,214860,22593.0,25103673.0
2008-09-03,757,757,724,728,136978,22217.0,25103673.0
2008-09-04,740,748,715,724,145585,22091.0,25103673.0
2008-09-05,691,757,691,741,129380,22593.0,25103673.0
2008-09-08,740,781,740,765,203035,23346.0,25103673.0
2008-09-09,777,777,748,778,75816,23723.0,25103673.0
2008-09-10,761,777,744,778,65482,23723.0,25103673.0
2008-09-11,802,802,752,765,128155,23346.0,25103673.0
2008-09-12,777,810,748,810,163400,24727.0,25103673.0
2008-09-16,707,810,699,769,231982,23472.0,25103673.0
2008-09-17,789,822,777,798,93070,24351.0,25103673.0
2008-09-18,794,794,752,786,100920,23974.0,25103673.0
2008-09-19,814,818,761,773,149680,23597.0,25103673.0
2008-09-22,794,794,744,769,106970,23472.0,25103673.0
2008-09-23,765,769,728,745,183978,22719.0,25103673.0
2008-09-24,757,765,736,757,120560,23095.0,25103673.0
2008-09-25,765,806,732,778,281329,23723.0,25103673.0
2008-09-26,798,798,736,753,58580,22970.0,25103673.0
2008-09-29,744,777,691,716,404748,21840.0,25103673.0
2008-09-30,678,711,613,675,129720,20585.0,25103673.0
2008-10-01,707,732,691,695,157510,21213.0,25103673.0
2008-10-02,687,789,687,712,581477,21715.0,25103673.0
2008-10-06,732,765,707,724,118880,22091.0,25103673.0
2008-10-07,744,744,617,675,871360,20585.0,25103673.0
2008-10-08,674,674,621,675,311400,20585.0,25103673.0
2008-10-09,674,682,641,679,118020,20711.0,25103673.0
2008-10-10,678,678,580,675,530440,20585.0,25103673.0
2008-10-13,715,715,650,683,121142,20836.0,25103673.0
2008-10-14,752,752,699,716,127340,21840.0,25103673.0
2008-10-15,728,728,695,716,84832,21840.0,25103673.0
2008-10-16,691,691,613,666,201380,20334.0,25103673.0
2008-10-17,691,691,588,687,169652,20962.0,25103673.0
2008-10-20,687,687,633,658,94178,20083.0,25103673.0
2008-10-21,674,674,621,642,141545,19581.0,25103673.0
2008-10-22,625,654,580,592,123700,18075.0,25103673.0
2008-10-23,575,575,506,506,607190,15439.0,25103673.0
2008-10-24,485,526,436,510,409740,15564.0,25103673.0
2008-10-27,448,510,448,498,105670,15188.0,25103673.0
2008-10-28,448,506,427,506,152885,15439.0,25103673.0
2008-10-29,501,543,431,490,115347,14937.0,25103673.0
2008-10-30,473,526,473,523,205242,15941.0,25103673.0
2008-10-31,518,518,493,514,163750,15690.0,25103673.0
2008-11-03,514,534,506,518,92695,15815.0,25103673.0
2008-11-04,534,534,506,531,115510,16192.0,25103673.0
2008-11-05,530,575,530,555,386652,16945.0,25103673.0
2008-11-06,555,555,493,514,107130,15690.0,25103673.0
2008-11-07,456,530,456,523,244561,15941.0,25103673.0
2008-11-10,534,534,501,518,72237,15815.0,25103673.0
2008-11-11,530,530,473,502,49402,15313.0,25103673.0
2008-11-12,497,501,469,473,103220,14435.0,25103673.0
2008-11-13,427,456,427,453,204900,13807.0,25103673.0
2008-11-14,460,473,436,453,146481,13807.0,25103673.0
2008-11-17,452,473,452,465,86118,14184.0,25103673.0
2008-11-18,469,489,444,490,181430,14937.0,25103673.0
2008-11-19,506,506,456,457,127492,13933.0,25103673.0
2008-11-20,452,489,431,457,947690,13933.0,25103673.0
2008-11-21,444,477,415,465,204902,14184.0,25103673.0
2008-11-24,469,489,440,461,261630,14058.0,25103673.0
2008-11-25,464,473,444,461,174270,14058.0,25103673.0
2008-11-26,464,464,448,457,167592,13933.0,25103673.0
2008-11-27,460,473,452,453,218064,13807.0,25103673.0
2008-11-28,456,464,448,461,109850,14058.0,25103673.0
2008-12-01,464,473,456,457,129741,13933.0,25103673.0
2008-12-02,452,456,448,457,96350,13933.0,25103673.0
2008-12-03,460,464,448,461,137950,14058.0,25103673.0
2008-12-04,469,469,448,453,124470,13807.0,25103673.0
2008-12-05,452,518,452,506,319470,15439.0,25103673.0
2008-12-08,518,518,489,518,207130,15815.0,25103673.0
2008-12-09,501,518,469,498,242980,15188.0,25103673.0
2008-12-10,497,571,489,572,417942,17447.0,25103673.0
2008-12-11,604,654,588,654,217861,19957.0,25103673.0
2008-12-12,707,732,629,646,779945,19706.0,25103673.0
2008-12-15,691,691,600,662,353315,20208.0,25103673.0
2008-12-16,645,699,645,671,235205,20459.0,25103673.0
2008-12-17,658,703,617,679,152648,20711.0,25103673.0
2008-12-18,650,687,650,675,54104,20585.0,25103673.0
2008-12-19,691,691,658,683,203487,20836.0,25103673.0
2008-12-22,695,695,650,662,134830,20208.0,25103673.0
2008-12-23,658,670,625,654,67650,19957.0,25103673.0
2008-12-24,600,654,600,625,134800,19079.0,25103673.0
2008-12-26,715,715,715,716,132054,21840.0,25103673.0
2008-12-29,650,715,641,679,376278,20711.0,25103673.0
2008-12-30,691,691,633,658,174044,20083.0,25103673.0
2009-01-02,674,674,633,654,70120,19957.0,25103673.0
2009-01-05,637,658,621,642,42481,19581.0,25103673.0
2009-01-06,637,637,608,613,153041,18702.0,25103673.0
2009-01-07,608,629,588,617,169481,18828.0,25103673.0
2009-01-08,613,613,575,584,203890,17824.0,25103673.0
2009-01-09,584,662,584,613,595800,18702.0,25103673.0
2009-01-12,625,658,588,634,220360,19330.0,25103673.0
2009-01-13,654,654,600,617,160098,18828.0,25103673.0
2009-01-14,596,621,571,588,144190,17949.0,25103673.0
2009-01-15,584,592,547,568,90110,17322.0,25103673.0
2009-01-16,567,580,530,568,93400,17322.0,25103673.0
2009-01-19,588,588,551,564,53080,17196.0,25103673.0
2009-01-20,567,592,555,576,180323,17573.0,25103673.0
2009-01-21,526,575,489,564,128414,17196.0,25103673.0
2009-01-22,534,567,530,551,146104,16819.0,25103673.0
2009-01-23,559,559,526,527,78170,16066.0,25103673.0
2009-01-28,543,551,530,539,23880,16443.0,25103673.0
2009-01-29,547,547,526,543,70010,16568.0,25103673.0
2009-01-30,538,555,534,551,49420,16819.0,25103673.0
2009-02-02,559,559,538,555,56240,16945.0,25103673.0
2009-02-03,555,567,547,564,55070,17196.0,25103673.0
2009-02-04,575,588,559,576,96265,17573.0,25103673.0
2009-02-05,584,588,555,568,149475,17322.0,25103673.0
2009-02-06,563,592,555,584,75071,17824.0,25103673.0
2009-02-09,575,592,571,588,123864,17949.0,25103673.0
2009-02-10,575,584,563,584,85556,17824.0,25103673.0
2009-02-11,584,584,559,584,85180,17824.0,25103673.0
2009-02-12,588,608,575,588,78000,17949.0,25103673.0
2009-02-13,580,600,575,592,210350,18075.0,25103673.0
2009-02-16,596,596,575,584,134280,17824.0,25103673.0
2009-02-17,580,588,547,564,149682,17196.0,25103673.0
2009-02-18,534,559,534,551,59430,16819.0,25103673.0
2009-02-19,547,584,547,576,129636,17573.0,25103673.0
2009-02-20,559,588,510,551,175019,16819.0,25103673.0
2009-02-23,555,555,510,518,111770,15815.0,25103673.0
2009-02-24,514,522,493,506,40282,15439.0,25103673.0
2009-02-25,526,526,501,502,110630,15313.0,25103673.0
2009-02-26,530,530,489,506,106824,15439.0,25103673.0
2009-02-27,493,514,489,506,19290,15439.0,25103673.0
2009-03-02,493,497,460,465,155299,14184.0,25103673.0
2009-03-03,436,518,436,518,190470,15815.0,25103673.0
2009-03-04,510,510,469,510,62867,15564.0,25103673.0
2009-03-05,510,518,481,510,56979,15564.0,25103673.0
2009-03-06,493,501,485,498,30550,15188.0,25103673.0
2009-03-09,510,510,481,502,73270,15313.0,25103673.0
2009-03-10,501,510,489,510,201701,15564.0,25103673.0
2009-03-11,575,575,489,494,375800,15062.0,25103673.0
2009-03-12,501,501,477,481,127268,14686.0,25103673.0
2009-03-13,477,481,464,477,132110,14560.0,25103673.0
2009-03-16,485,485,460,473,53130,14435.0,25103673.0
2009-03-17,469,497,469,494,143030,15062.0,25103673.0
2009-03-18,493,493,477,490,54308,14937.0,25103673.0
2009-03-19,489,493,477,481,83991,14686.0,25103673.0
2009-03-20,493,493,477,477,40330,14560.0,25103673.0
2009-03-23,469,493,464,481,144860,14686.0,25103673.0
2009-03-24,493,493,477,481,53581,14686.0,25103673.0
2009-03-25,481,485,473,477,115138,14560.0,25103673.0
2009-03-26,477,481,473,477,74519,14560.0,25103673.0
2009-03-27,477,501,473,477,219110,14560.0,25103673.0
2009-03-30,477,481,460,461,71029,14058.0,25103673.0
2009-03-31,469,469,448,469,65020,14309.0,25103673.0
2009-04-01,464,469,436,461,132871,14058.0,25103673.0
2009-04-02,460,469,448,465,217760,14184.0,25103673.0
2009-04-03,464,477,440,465,311650,14184.0,25103673.0
2009-04-06,460,464,444,453,295100,13807.0,25103673.0
2009-04-07,452,452,444,453,184606,13807.0,25103673.0
2009-04-08,448,506,444,461,379095,14058.0,25103673.0
2009-04-09,469,497,469,485,287559,14811.0,25103673.0
2009-04-10,489,501,481,490,160601,14937.0,25103673.0
2009-04-13,489,526,489,510,244036,15564.0,25103673.0
2009-04-14,518,559,514,518,325131,15815.0,25103673.0
2009-04-15,518,518,493,498,172109,15188.0,25103673.0
2009-04-16,510,510,493,506,166800,15439.0,25103673.0
2009-04-17,501,514,481,494,222481,15062.0,25103673.0
2009-04-20,485,497,485,490,182043,14937.0,25103673.0
2009-04-21,485,493,473,485,145630,14811.0,25103673.0
2009-04-22,489,493,473,481,261500,14686.0,25103673.0
2009-04-23,485,489,477,490,174990,14937.0,25103673.0
2009-04-24,489,555,489,527,974155,16066.0,25103673.0
2009-04-27,538,551,514,523,309350,15941.0,25103673.0
2009-04-28,522,580,510,535,743050,16317.0,25103673.0
2009-04-29,534,563,522,564,294140,17196.0,25103673.0
2009-04-30,567,580,538,551,316653,16819.0,25103673.0
2009-05-04,551,563,534,535,184219,16317.0,25103673.0
2009-05-06,530,543,522,531,132110,16192.0,25103673.0
2009-05-07,530,543,530,531,244112,16192.0,25103673.0
2009-05-08,534,543,522,543,104920,16568.0,25103673.0
2009-05-11,543,571,538,564,252860,17196.0,25103673.0
2009-05-12,551,584,543,572,315234,17447.0,25103673.0
2009-05-13,571,629,559,617,459322,18828.0,25103673.0
2009-05-14,596,613,580,580,122862,17698.0,25103673.0
2009-05-15,584,666,584,666,1112872,20334.0,25103673.0
2009-05-18,765,765,682,765,2581892,23346.0,25103673.0
2009-05-19,728,740,662,712,1510603,21715.0,25103673.0
2009-05-20,711,711,674,695,444958,21213.0,25103673.0
2009-05-21,703,711,633,646,439981,19706.0,25103673.0
2009-05-22,650,666,617,617,343297,18828.0,25103673.0
2009-05-25,604,625,526,576,1228201,17573.0,25103673.0
2009-05-26,580,580,551,564,251673,17196.0,25103673.0
2009-05-27,575,592,555,560,347132,17070.0,25103673.0
2009-05-28,555,567,526,551,245460,16819.0,25103673.0
2009-05-29,555,559,538,547,182194,16694.0,25103673.0
2009-06-01,547,580,547,576,302933,17573.0,25103673.0
2009-06-02,592,604,575,605,339599,18451.0,25103673.0
2009-06-03,596,658,563,592,777191,18075.0,25103673.0
2009-06-04,592,596,567,588,386757,17949.0,25103673.0
2009-06-05,650,654,571,584,524823,17824.0,25103673.0
2009-06-08,584,588,551,551,327590,16819.0,25103673.0
2009-06-09,555,625,551,592,720951,18075.0,25103673.0
2009-06-10,600,600,551,564,440157,17196.0,25103673.0
2009-06-11,571,575,547,551,238786,16819.0,25103673.0
2009-06-12,551,571,543,555,140170,16945.0,25103673.0
2009-06-15,555,563,526,535,405900,16317.0,25103673.0
2009-06-16,543,559,534,551,375639,16819.0,25103673.0
