아모레퍼시픽(090430),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-11-21,50713,51113,49762,50813,2266,2969691.0,5845849.0
2006-11-22,50813,51113,50412,50413,14138,2946308.0,5845849.0
2006-11-23,50012,52313,49112,50513,22438,2952154.0,5845849.0
2006-11-24,50513,51713,49762,51713,6631,3022304.0,5845849.0
2006-11-27,51313,51813,50513,51713,8745,3022304.0,5845849.0
2006-11-28,50813,51413,50412,50813,19430,2969691.0,5845849.0
2006-11-29,50412,51113,50412,50413,11485,2946308.0,5845849.0
2006-11-30,50513,51513,50012,50513,5724,2952154.0,5845849.0
2006-12-01,50312,52013,50312,50513,6180,2952154.0,5845849.0
2006-12-04,50913,51913,50913,51513,13753,3010612.0,5845849.0
2006-12-05,51913,55114,51513,54014,22107,3156758.0,5845849.0
2006-12-06,54113,57014,54013,56915,17378,3326288.0,5845849.0
2006-12-07,55014,57014,54113,54714,16229,3197679.0,5845849.0
2006-12-08,56714,56714,53313,53814,3481,3145067.0,5845849.0
2006-12-11,54213,57014,54113,55514,4320,3244446.0,5845849.0
2006-12-12,56514,57014,55314,55314,7113,3232754.0,5845849.0
2006-12-13,56714,56714,55214,55914,5972,3267830.0,5845849.0
2006-12-14,55214,55914,53913,54714,18383,3197679.0,5845849.0
2006-12-15,54514,54914,53513,53714,9034,3139221.0,5845849.0
2006-12-18,53113,54213,53113,53714,10887,3139221.0,5845849.0
2006-12-19,53513,54414,53313,53714,7347,3139221.0,5845849.0
2006-12-20,53713,55314,53513,55314,13316,3232754.0,5845849.0
2006-12-21,56414,56414,54514,55714,6739,3256138.0,5845849.0
2006-12-22,55314,56514,54614,56515,4764,3302905.0,5845849.0
2006-12-26,55414,56614,55414,56314,3295,3291213.0,5845849.0
2006-12-27,56914,57014,55914,56314,3163,3291213.0,5845849.0
2006-12-28,56314,58014,55514,58015,12110,3390592.0,5845849.0
2007-01-02,57414,57514,56114,56314,3801,3291213.0,5845849.0
2007-01-03,56514,57014,53813,53814,10799,3145067.0,5845849.0
2007-01-04,55414,55414,52413,52514,15858,3069071.0,5845849.0
2007-01-05,52713,52713,51313,52514,26145,3069071.0,5845849.0
2007-01-08,52713,53813,52513,53414,5128,3121683.0,5845849.0
2007-01-09,53513,55214,53013,53414,5978,3121683.0,5845849.0
2007-01-10,53313,54013,51613,52914,9008,3092454.0,5845849.0
2007-01-11,52913,54414,52913,54414,5810,3180142.0,5845849.0
2007-01-12,53613,55214,53613,55014,6574,3215217.0,5845849.0
2007-01-15,54113,55214,54113,55214,5263,3226909.0,5845849.0
2007-01-16,54814,55214,54514,54814,3857,3203525.0,5845849.0
2007-01-17,54313,55514,54313,55514,9315,3244446.0,5845849.0
2007-01-18,54514,55514,54514,55514,6984,3244446.0,5845849.0
2007-01-19,54514,55114,54514,55014,2422,3215217.0,5845849.0
2007-01-22,55014,55414,54714,55014,4308,3215217.0,5845849.0
2007-01-23,55314,55614,55014,55414,11612,3238600.0,5845849.0
2007-01-24,55714,55914,54814,55914,7853,3267830.0,5845849.0
2007-01-25,55914,56214,55414,56214,26241,3285367.0,5845849.0
2007-01-26,56214,56314,56114,56214,11728,3285367.0,5845849.0
2007-01-29,56214,56214,55114,56014,5504,3273675.0,5845849.0
2007-01-30,55214,56014,55114,56014,7541,3273675.0,5845849.0
2007-01-31,56114,56214,55414,56214,3626,3285367.0,5845849.0
2007-02-01,56214,56514,55014,55514,11866,3244446.0,5845849.0
2007-02-02,55214,55614,54313,55214,31971,3226909.0,5845849.0
2007-02-05,54814,55714,54814,55214,22552,3226909.0,5845849.0
2007-02-06,55214,55514,53213,53714,27772,3139221.0,5845849.0
2007-02-07,53113,54814,53113,54314,6660,3174296.0,5845849.0
2007-02-08,54313,55014,54313,55014,3172,3215217.0,5845849.0
2007-02-09,55414,55914,54914,55814,2417,3261984.0,5845849.0
2007-02-12,55914,55914,54614,55814,4925,3261984.0,5845849.0
2007-02-13,55514,56014,55414,55614,24168,3250292.0,5845849.0
2007-02-14,56514,56914,56214,56615,5740,3308751.0,5845849.0
2007-02-15,57114,57714,56514,57715,7018,3373055.0,5845849.0
2007-02-16,57714,57714,56514,57615,6508,3367209.0,5845849.0
2007-02-20,57014,57814,57014,57815,3848,3378901.0,5845849.0
2007-02-21,57314,57514,56814,56915,12204,3326288.0,5845849.0
2007-02-22,56414,56914,55114,56915,15755,3326288.0,5845849.0
2007-02-23,56314,57214,55014,55314,9603,3232754.0,5845849.0
2007-02-26,54814,55714,54814,55414,6906,3238600.0,5845849.0
2007-02-27,55114,55614,55014,55414,5158,3238600.0,5845849.0
2007-02-28,54013,55414,53913,55414,8503,3238600.0,5845849.0
2007-03-02,55114,56114,54614,55014,9190,3215217.0,5845849.0
2007-03-05,54313,54514,53213,53214,9307,3109992.0,5845849.0
2007-03-06,53113,53913,52313,53914,20190,3150913.0,5845849.0
2007-03-07,53513,54514,53413,53914,11469,3150913.0,5845849.0
2007-03-08,54414,54614,54013,54514,9939,3185988.0,5845849.0
2007-03-09,54514,54814,54113,54814,12690,3203525.0,5845849.0
2007-03-12,54514,54614,54313,54414,4444,3180142.0,5845849.0
2007-03-13,54414,54414,53613,54014,6006,3156758.0,5845849.0
2007-03-14,53513,54013,52213,52213,15582,3051533.0,5845849.0
2007-03-15,52513,53513,52513,52714,9369,3080762.0,5845849.0
2007-03-16,52613,53013,51813,52914,9968,3092454.0,5845849.0
2007-03-19,52513,54313,52513,54314,9528,3174296.0,5845849.0
2007-03-20,54113,54113,53113,53414,4297,3121683.0,5845849.0
2007-03-21,53013,53113,52113,52213,17803,3051533.0,5845849.0
2007-03-22,51713,52913,51713,52313,6973,3057379.0,5845849.0
2007-03-23,52313,52613,52213,52313,7808,3057379.0,5845849.0
2007-03-26,52413,53113,52213,52814,6686,3086608.0,5845849.0
2007-03-27,53013,54313,53013,54014,9491,3156758.0,5845849.0
2007-03-28,53713,54013,51913,51913,50429,3033996.0,5845849.0
2007-03-29,51913,52013,50713,51813,20593,3028150.0,5845849.0
2007-03-30,51813,51813,50613,51813,19909,3028150.0,5845849.0
2007-04-02,51813,52113,51613,51713,6965,3022304.0,5845849.0
2007-04-03,51413,51713,51213,51213,10818,2993075.0,5845849.0
2007-04-04,51713,51813,51213,51513,12199,3010612.0,5845849.0
2007-04-05,51613,51913,51513,51513,5111,3010612.0,5845849.0
2007-04-06,51513,51713,51213,51513,7923,3010612.0,5845849.0
2007-04-09,51513,52013,51313,51413,7283,3004766.0,5845849.0
2007-04-10,51613,52013,51413,51913,16593,3033996.0,5845849.0
2007-04-11,52813,52813,51713,52514,17003,3069071.0,5845849.0
2007-04-12,52513,54013,52313,53114,32524,3104146.0,5845849.0
2007-04-13,53013,53613,53013,53214,8265,3109992.0,5845849.0
2007-04-16,53213,54213,52713,54014,9932,3156758.0,5845849.0
2007-04-17,53713,56714,53713,55514,19117,3244446.0,5845849.0
2007-04-18,56414,57214,55514,56915,10330,3326288.0,5845849.0
2007-04-19,56914,56914,55614,56415,6315,3297059.0,5845849.0
2007-04-20,55914,57914,55914,57915,6684,3384747.0,5845849.0
2007-04-23,58014,60015,57714,58715,11312,3431513.0,5845849.0
2007-04-24,59715,60515,58815,60316,6727,3525047.0,5845849.0
2007-04-25,60615,60615,58615,59015,7894,3449051.0,5845849.0
2007-04-26,59015,59315,58915,59115,6312,3454897.0,5845849.0
2007-04-27,59815,59815,58715,59315,7414,3466588.0,5845849.0
2007-04-30,59815,61415,59515,60216,19589,3519201.0,5845849.0
2007-05-02,60415,60815,60215,60616,6622,3542584.0,5845849.0
2007-05-03,60615,60815,60015,60716,18726,3548430.0,5845849.0
2007-05-04,60815,62015,60515,62016,8445,3624426.0,5845849.0
2007-05-07,62416,65116,62416,64917,11970,3793956.0,5845849.0
2007-05-08,65316,66217,64016,65017,8617,3799802.0,5845849.0
2007-05-09,65916,65916,64016,65417,10006,3823185.0,5845849.0
2007-05-10,66016,68217,65516,65517,9958,3829031.0,5845849.0
2007-05-11,65016,67017,64816,66217,23077,3869952.0,5845849.0
2007-05-14,67217,67217,65916,66617,26997,3893335.0,5845849.0
2007-05-15,65616,67517,65516,67317,35285,3934256.0,5845849.0
2007-05-16,68617,68617,66817,68618,36652,4010252.0,5845849.0
2007-05-17,70018,71018,67617,69018,14251,4033636.0,5845849.0
2007-05-18,68517,69918,68417,69118,5793,4039482.0,5845849.0
2007-05-21,68217,70618,68217,70018,6945,4092094.0,5845849.0
2007-05-22,69217,69918,66617,67917,27001,3969331.0,5845849.0
2007-05-23,66817,67917,64316,65217,21048,3811494.0,5845849.0
2007-05-25,65116,67117,64616,66817,25893,3905027.0,5845849.0
2007-05-28,67617,71218,67617,70718,10892,4133015.0,5845849.0
2007-05-29,73318,80020,72718,75019,18252,4384387.0,5845849.0
2007-05-30,77319,77720,70918,75019,59942,4384387.0,5845849.0
2007-05-31,74819,78020,74319,78020,11707,4559762.0,5845849.0
2007-06-01,77920,77920,73618,74319,11276,4343466.0,5845849.0
2007-06-04,73118,73819,69517,71218,34664,4162244.0,5845849.0
2007-06-05,69517,71918,69317,69518,8643,4062865.0,5845849.0
2007-06-07,69918,71318,69617,70018,20471,4092094.0,5845849.0
2007-06-08,68717,70018,68517,69518,18295,4062865.0,5845849.0
2007-06-11,69617,71218,68017,70018,14198,4092094.0,5845849.0
2007-06-12,69117,71318,69117,69518,27148,4062865.0,5845849.0
2007-06-13,69417,70118,67617,68918,10660,4027790.0,5845849.0
2007-06-14,68017,73718,67917,73719,24145,4308391.0,5845849.0
2007-06-15,73418,73418,70818,72019,8081,4209011.0,5845849.0
2007-06-18,72018,72518,70018,71118,11601,4156399.0,5845849.0
2007-06-19,71118,71718,70118,71118,7470,4156399.0,5845849.0
2007-06-20,70718,73218,70618,72219,24092,4220703.0,5845849.0
2007-06-21,71118,74019,71118,72019,12778,4209011.0,5845849.0
2007-06-22,70918,70918,70018,70018,8742,4092094.0,5845849.0
2007-06-25,70018,72918,70018,72819,4662,4255778.0,5845849.0
2007-06-26,73218,73218,72018,72519,6317,4238241.0,5845849.0
2007-06-27,73018,73218,70518,71618,5964,4185628.0,5845849.0
2007-06-28,72818,72818,70718,70718,7109,4133015.0,5845849.0
2007-06-29,71318,73218,70618,73219,13636,4279161.0,5845849.0
2007-07-02,72918,72918,71018,71518,8314,4179782.0,5845849.0
2007-07-03,71518,71918,70018,70018,24018,4092094.0,5845849.0
2007-07-04,70118,71518,68317,71318,18062,4168090.0,5845849.0
2007-07-05,70318,71218,69617,69618,3923,4068711.0,5845849.0
2007-07-06,70018,70018,67417,68518,11378,4004407.0,5845849.0
2007-07-09,68817,69317,67617,67717,9090,3957640.0,5845849.0
2007-07-10,68117,68817,66417,66417,13111,3881644.0,5845849.0
2007-07-11,65916,69517,65116,68118,20919,3981023.0,5845849.0
2007-07-12,68417,68817,66217,67317,11708,3934256.0,5845849.0
2007-07-13,68517,68517,67217,67217,7333,3928411.0,5845849.0
2007-07-16,66317,67317,65516,65617,14761,3834877.0,5845849.0
2007-07-18,66517,66517,63916,63916,19373,3735498.0,5845849.0
2007-07-19,64316,65016,64016,64617,8638,3776418.0,5845849.0
2007-07-20,64016,65016,63916,65017,13911,3799802.0,5845849.0
2007-07-23,65016,66817,64516,66817,11897,3905027.0,5845849.0
2007-07-24,68117,68217,66517,67317,17785,3934256.0,5845849.0
2007-07-25,67317,67617,65416,65417,10816,3823185.0,5845849.0
2007-07-26,65516,67517,65516,66817,8585,3905027.0,5845849.0
2007-07-27,67017,67017,64616,65017,19806,3799802.0,5845849.0
2007-07-30,65016,66717,62916,66717,17157,3899181.0,5845849.0
2007-07-31,66817,66817,65316,66217,3572,3869952.0,5845849.0
2007-08-01,66117,66117,64016,64717,7820,3782264.0,5845849.0
2007-08-02,64116,65516,61715,62516,8148,3653656.0,5845849.0
2007-08-03,62516,65416,62516,65417,5450,3823185.0,5845849.0
2007-08-06,64316,64916,62115,63416,5471,3706268.0,5845849.0
2007-08-07,63416,64116,61615,61616,15861,3601043.0,5845849.0
2007-08-08,62216,62816,61415,62516,32951,3653656.0,5845849.0
2007-08-09,62115,62316,60715,61216,11183,3577660.0,5845849.0
2007-08-10,60015,60815,59515,59515,6954,3478280.0,5845849.0
2007-08-13,59615,60115,58615,59315,4315,3466588.0,5845849.0
2007-08-14,59415,61615,59115,61516,14204,3595197.0,5845849.0
2007-08-16,59515,60015,55114,55114,20402,3221063.0,5845849.0
2007-08-17,55214,57714,54814,54814,23913,3203525.0,5845849.0
2007-08-20,54814,57914,54814,57015,14777,3332134.0,5845849.0
2007-08-21,58214,58214,56314,57515,8015,3361363.0,5845849.0
2007-08-22,57914,58214,57514,58015,8103,3390592.0,5845849.0
2007-08-23,58114,59115,58114,58515,9265,3419822.0,5845849.0
2007-08-24,58515,59615,58114,59415,19771,3472434.0,5845849.0
2007-08-27,60415,61315,60015,60816,14477,3554276.0,5845849.0
2007-08-28,60015,61415,60015,61416,3047,3589351.0,5845849.0
2007-08-29,60015,64516,60015,63016,28182,3682885.0,5845849.0
2007-08-30,64516,65716,62816,63916,8417,3735498.0,5845849.0
2007-08-31,64616,66517,63716,66517,19847,3887490.0,5845849.0
2007-09-03,66617,66817,65516,65917,2550,3852414.0,5845849.0
2007-09-04,65916,67317,65916,67317,12399,3934256.0,5845849.0
2007-09-05,67317,67917,65716,67317,8086,3934256.0,5845849.0
2007-09-06,67517,67517,66117,66717,1575,3899181.0,5845849.0
2007-09-07,66717,67317,65916,67017,5103,3916719.0,5845849.0
2007-09-10,65916,66617,65516,66117,2427,3864106.0,5845849.0
2007-09-11,66917,67517,66117,66817,3426,3905027.0,5845849.0
2007-09-12,66917,67317,65716,66017,1055,3858260.0,5845849.0
2007-09-13,66817,68917,66517,67617,5503,3951794.0,5845849.0
2007-09-14,68317,68317,67217,68318,20589,3992715.0,5845849.0
2007-09-17,68317,68617,67817,68018,4158,3975177.0,5845849.0
2007-09-18,68317,68317,67217,67517,3072,3945948.0,5845849.0
2007-09-19,67517,69817,67517,69818,8952,4080403.0,5845849.0
2007-09-20,69717,69717,68017,68618,10075,4010252.0,5845849.0
2007-09-21,68617,68617,67017,67317,2865,3934256.0,5845849.0
2007-09-27,67017,69817,66917,67517,8287,3945948.0,5845849.0
2007-09-28,67517,68717,67317,68318,3407,3992715.0,5845849.0
2007-10-01,67417,67917,66517,67217,4880,3928411.0,5845849.0
2007-10-02,67617,68017,66217,66217,9054,3869952.0,5845849.0
2007-10-04,66317,67017,62816,64016,16868,3741343.0,5845849.0
2007-10-05,63916,64016,63116,63516,10749,3712114.0,5845849.0
2007-10-08,63516,64316,61615,61716,7184,3606889.0,5845849.0
2007-10-09,62716,65616,62316,64917,13659,3793956.0,5845849.0
2007-10-10,65716,69517,65016,69418,16405,4057019.0,5845849.0
2007-10-11,69417,70218,68317,69918,9332,4086248.0,5845849.0
2007-10-12,69918,69918,67917,68318,6260,3992715.0,5845849.0
2007-10-15,70018,70018,68517,69218,9759,4045328.0,5845849.0
2007-10-16,70218,70218,68017,68918,14577,4027790.0,5845849.0
2007-10-17,69017,69017,65016,67417,10923,3940102.0,5845849.0
2007-10-18,66317,69017,65516,66017,14265,3858260.0,5845849.0
2007-10-19,66317,68817,65916,68718,22804,4016098.0,5845849.0
2007-10-22,66517,66917,65916,66717,11879,3899181.0,5845849.0
2007-10-23,67317,67517,65516,67117,11603,3922565.0,5845849.0
2007-10-24,66717,70918,66517,69618,23220,4068711.0,5845849.0
2007-10-25,69717,75819,69217,75820,37484,4431154.0,5845849.0
2007-10-26,75719,84021,75719,83922,48483,4904667.0,5845849.0
2007-10-29,83921,84021,81120,84022,29633,4910513.0,5845849.0
2007-10-30,84021,90023,83121,89223,26569,5214497.0,5845849.0
2007-10-31,86022,88522,84121,85722,145991,5009893.0,5845849.0
2007-11-01,84021,84221,81020,82221,103558,4805288.0,5845849.0
2007-11-02,81621,90023,80320,83021,71597,4852055.0,5845849.0
2007-11-05,83521,86322,83521,83722,64869,4892976.0,5845849.0
2007-11-06,84521,86222,82621,83722,30460,4892976.0,5845849.0
2007-11-07,85522,86022,83821,84722,35532,4951434.0,5845849.0
2007-11-08,84021,85221,82321,83722,33473,4892976.0,5845849.0
2007-11-09,85021,92523,84221,87923,68443,5138501.0,5845849.0
2007-11-12,88122,91023,86522,88923,51471,5196960.0,5845849.0
2007-11-13,89222,89923,81921,86722,21842,5068351.0,5845849.0
2007-11-14,87022,87822,79320,82021,53334,4793596.0,5845849.0
2007-11-15,80020,80220,73318,75619,64126,4419462.0,5845849.0
2007-11-16,73118,76019,71318,75719,32845,4425308.0,5845849.0
2007-11-19,74319,76819,71018,71018,9928,4150553.0,5845849.0
2007-11-20,69117,71318,65616,71018,34763,4150553.0,5845849.0
2007-11-21,71118,72718,69117,69518,35764,4062865.0,5845849.0
2007-11-22,69017,79920,69017,73519,20720,4296699.0,5845849.0
2007-11-23,72218,74019,65716,69018,26447,4033636.0,5845849.0
2007-11-26,70818,73518,70118,72019,14796,4209011.0,5845849.0
2007-11-27,70018,74319,68517,74019,15252,4325928.0,5845849.0
2007-11-28,75919,77519,74019,76320,16858,4460383.0,5845849.0
2007-11-29,77019,78020,75219,77020,15650,4501304.0,5845849.0
2007-11-30,76119,78020,76019,76220,13232,4454537.0,5845849.0
2007-12-03,76219,76219,72118,72519,17082,4238241.0,5845849.0
2007-12-04,72618,73618,71718,73019,17418,4267470.0,5845849.0
2007-12-05,73018,73018,70218,71618,23767,4185628.0,5845849.0
2007-12-06,71918,73018,70818,71618,19786,4185628.0,5845849.0
2007-12-07,72418,72918,67617,70318,18487,4109632.0,5845849.0
2007-12-10,68817,69517,65116,65117,23522,3805648.0,5845849.0
2007-12-11,66317,67917,65616,66517,22888,3887490.0,5845849.0
2007-12-12,65916,69317,65416,68818,22545,4021944.0,5845849.0
2007-12-13,68817,70318,68017,69918,14185,4086248.0,5845849.0
2007-12-14,69817,71718,69517,71218,9294,4162244.0,5845849.0
2007-12-17,71218,71218,68817,69018,5860,4033636.0,5845849.0
2007-12-18,69017,71018,67817,70618,7000,4127169.0,5845849.0
2007-12-20,70018,70618,66117,66617,10669,3893335.0,5845849.0
2007-12-21,67717,68217,66117,66117,19257,3864106.0,5845849.0
2007-12-24,67017,69517,66717,68418,8157,3998561.0,5845849.0
2007-12-26,68017,68917,67517,68318,4732,3992715.0,5845849.0
2007-12-27,68017,72518,68017,72119,10608,4214857.0,5845849.0
2007-12-28,71118,74019,71018,71018,13375,4150553.0,5845849.0
2008-01-02,71018,71818,69017,71118,10432,4156399.0,5845849.0
2008-01-03,69817,71018,69317,70518,5659,4121324.0,5845849.0
2008-01-04,69717,70818,68917,69718,6912,4074557.0,5845849.0
2008-01-07,67817,70618,67817,69618,9163,4068711.0,5845849.0
2008-01-08,71518,72618,70418,72519,21863,4238241.0,5845849.0
2008-01-09,71018,71918,70218,71718,20375,4191474.0,5845849.0
2008-01-10,73318,76019,72218,74319,28885,4343466.0,5845849.0
2008-01-11,74519,74619,71218,71919,9768,4203165.0,5845849.0
2008-01-14,71318,72218,68617,69818,10890,4080403.0,5845849.0
2008-01-15,69717,69717,67017,68318,14561,3992715.0,5845849.0
2008-01-16,67017,68017,65516,65617,15947,3834877.0,5845849.0
2008-01-17,67017,68717,66617,66817,20291,3905027.0,5845849.0
2008-01-18,66917,66917,64116,65817,17565,3846569.0,5845849.0
2008-01-21,65216,66117,62416,64016,10163,3741343.0,5845849.0
2008-01-22,61815,63016,55914,62716,25863,3665347.0,5845849.0
2008-01-23,63016,63516,58915,60516,21054,3536739.0,5845849.0
2008-01-24,60815,62115,60215,61816,17369,3612735.0,5845849.0
2008-01-25,62516,64016,61315,63016,10135,3682885.0,5845849.0
2008-01-28,62816,63016,59215,63016,8713,3682885.0,5845849.0
2008-01-29,62015,62015,60315,60416,13350,3530893.0,5845849.0
2008-01-30,61015,62316,60015,60616,14153,3542584.0,5845849.0
2008-01-31,60015,62516,58214,62016,24037,3624426.0,5845849.0
2008-02-01,61615,64316,61615,62616,12263,3659501.0,5845849.0
2008-02-04,63016,64216,61715,62816,13831,3671193.0,5845849.0
2008-02-05,62416,62716,60415,60516,22496,3536739.0,5845849.0
2008-02-11,59015,60315,58815,59715,7066,3489972.0,5845849.0
2008-02-12,59815,60415,57514,58015,30200,3390592.0,5845849.0
2008-02-13,58214,58715,57314,57315,6904,3349671.0,5845849.0
2008-02-14,57314,58915,57014,58515,16929,3419822.0,5845849.0
2008-02-15,57714,57814,55914,56615,29051,3308751.0,5845849.0
2008-02-18,56314,57114,54714,54814,24515,3203525.0,5845849.0
2008-02-19,55514,58515,55214,57515,24834,3361363.0,5845849.0
2008-02-20,57814,62416,57514,61816,35978,3612735.0,5845849.0
2008-02-21,61915,64016,60515,64016,16143,3741343.0,5845849.0
2008-02-22,62516,63116,61415,61816,5787,3612735.0,5845849.0
2008-02-25,62516,63516,60515,61316,4336,3583505.0,5845849.0
2008-02-26,62416,62716,59815,60015,18694,3507509.0,5845849.0
2008-02-27,60215,60615,58615,58815,10522,3437359.0,5845849.0
