S&T모티브(064960),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-06-05,35300,38500,35300,36200,56769,49800.0,1375693.0
2002-06-07,35500,36650,34550,34850,31030,47943.0,1375693.0
2002-06-10,35300,36700,34850,35300,26350,48562.0,1375693.0
2002-06-11,35800,35800,34500,34700,22750,47737.0,1375693.0
2002-06-12,34100,35800,34100,34700,29000,47737.0,1375693.0
2002-06-14,35000,39250,35000,36000,103443,49525.0,1375693.0
2002-06-17,37500,37800,35700,35800,26577,49250.0,1375693.0
2002-06-18,37400,37500,35600,35600,22590,48975.0,1375693.0
2002-06-19,34700,36200,32600,32800,25410,45123.0,1375693.0
2002-06-20,32500,33400,31800,33000,18203,45398.0,1375693.0
2002-06-21,31600,32900,31600,32200,14426,44297.0,1375693.0
2002-06-24,30150,32000,30000,30000,30839,41271.0,1375693.0
2002-06-25,30100,31400,26000,26800,37689,36869.0,1375693.0
2002-06-26,26000,26000,22800,22800,36980,31366.0,1375693.0
2002-06-27,22800,24450,22500,22800,26698,31366.0,1375693.0
2002-06-28,23100,26200,23100,26200,32650,36043.0,1375693.0
2002-07-02,26600,29000,24700,25850,185326,35562.0,1375693.0
2002-07-03,26300,26400,25050,25500,78800,35080.0,1375693.0
2002-07-04,26100,27600,25700,25900,160746,35630.0,1375693.0
2002-07-05,25900,26450,25500,25600,105795,35218.0,1375693.0
2002-07-08,26200,28700,26200,27500,191940,37832.0,1375693.0
2002-07-09,27000,27800,26450,27100,76970,37281.0,1375693.0
2002-07-10,26700,29100,26700,27450,127831,37763.0,1375693.0
2002-07-11,27800,27850,26200,26350,60050,36250.0,1375693.0
2002-07-12,27000,27700,26300,26700,61900,36731.0,1375693.0
2002-07-15,26700,26900,25800,25800,35180,35493.0,1375693.0
2002-07-16,24650,25500,23500,24000,54213,33017.0,1375693.0
2002-07-18,24100,25000,23500,23900,30790,32879.0,1375693.0
2002-07-19,23500,23500,22100,22700,35169,31228.0,1375693.0
2002-07-22,21000,21600,20500,20750,40490,28546.0,1375693.0
2002-07-23,19650,22000,19650,22000,52110,30265.0,1375693.0
2002-07-24,20900,21600,20100,20200,28960,27789.0,1375693.0
2002-07-25,21500,23200,21500,23200,67470,31916.0,1375693.0
2002-07-26,24500,26000,21000,22600,156032,31091.0,1375693.0
2002-07-29,23400,24000,21050,21500,33358,29577.0,1375693.0
2002-07-30,24000,24000,21500,21500,43471,29577.0,1375693.0
2002-07-31,21050,22450,21050,21600,35462,29715.0,1375693.0
2002-08-01,21600,22150,20900,21100,27410,29027.0,1375693.0
2002-08-02,20100,21200,20100,20700,26406,28477.0,1375693.0
2002-08-05,20100,21000,19850,20000,22460,27514.0,1375693.0
2002-08-06,19100,19650,19050,19300,27550,26551.0,1375693.0
2002-08-07,20000,20700,19600,19700,28606,27101.0,1375693.0
2002-08-08,19600,20200,19300,20000,24650,27514.0,1375693.0
2002-08-09,20300,23000,20300,23000,304232,31641.0,1375693.0
2002-08-12,23500,23650,22050,22800,90700,31366.0,1375693.0
2002-08-13,22850,26200,22800,26200,264486,36043.0,1375693.0
2002-08-14,25000,29700,24600,26200,213037,36043.0,1375693.0
2002-08-16,27000,28700,26100,26200,122461,36043.0,1375693.0
2002-08-19,26600,27250,25200,25200,73689,34667.0,1375693.0
2002-08-20,25800,26400,24300,24800,85904,34117.0,1375693.0
2002-08-21,24600,27400,24100,26050,169853,35837.0,1375693.0
2002-08-22,26200,26850,25100,25100,76535,34530.0,1375693.0
2002-08-23,25100,25950,24550,24700,47824,33980.0,1375693.0
2002-08-26,24100,25150,24100,24500,36123,33704.0,1375693.0
2002-08-27,25000,26500,24600,25600,94104,35218.0,1375693.0
2002-08-28,25100,26400,24600,24850,52890,34186.0,1375693.0
2002-08-29,25100,25250,24400,25100,29540,34530.0,1375693.0
2002-08-30,25150,25350,24800,25200,24564,34667.0,1375693.0
2002-09-02,25600,28950,25600,28950,191980,39826.0,1375693.0
2002-09-03,29500,30350,27350,28800,190346,39620.0,1375693.0
2002-09-04,28550,32700,28100,28500,386270,39207.0,1375693.0
2002-09-05,29400,30900,28600,30600,244374,42096.0,1375693.0
2002-09-06,30600,32050,30000,31000,255218,42646.0,1375693.0
2002-09-09,31700,33200,26350,26350,313482,36250.0,1375693.0
2002-09-10,26750,27400,23700,25300,178436,34805.0,1375693.0
2002-09-11,24850,25900,24600,25600,76370,35218.0,1375693.0
2002-09-12,25050,26200,25050,25450,71620,35011.0,1375693.0
2002-09-13,25000,25400,24400,24750,46540,34048.0,1375693.0
2002-09-16,24900,25500,24600,24600,32770,33842.0,1375693.0
2002-09-17,24600,25450,24600,25000,44290,34392.0,1375693.0
2002-09-18,24800,24800,23600,23800,45350,32741.0,1375693.0
2002-09-19,23600,24300,23600,24000,21970,33017.0,1375693.0
2002-09-23,23550,24000,22000,22200,41830,30540.0,1375693.0
2002-09-24,21200,22000,21200,21250,25710,29233.0,1375693.0
2002-09-25,20600,21000,19750,20650,29420,28408.0,1375693.0
2002-09-26,21200,23500,21200,22300,66940,30678.0,1375693.0
2002-09-27,22500,22800,21200,21500,31490,29577.0,1375693.0
2002-09-30,20400,21700,20100,21700,39627,29853.0,1375693.0
2002-10-01,23000,24950,22350,22950,153754,31572.0,1375693.0
2002-10-02,23900,23900,22100,22200,34001,30540.0,1375693.0
2002-10-04,21300,22300,21300,21600,19340,29715.0,1375693.0
2002-10-07,21100,22000,21100,21200,16290,29165.0,1375693.0
2002-10-08,20850,21600,20850,21500,20281,29577.0,1375693.0
2002-10-09,21700,23500,21500,21500,29447,29577.0,1375693.0
2002-10-10,20700,21050,20500,20600,23060,28339.0,1375693.0
2002-10-11,21400,21600,20100,20700,18690,28477.0,1375693.0
2002-10-14,21600,21650,21100,21350,30135,29371.0,1375693.0
2002-10-15,21500,22500,21350,22250,46991,30609.0,1375693.0
2002-10-16,23300,25550,22300,23500,258410,32329.0,1375693.0
2002-10-17,23100,23850,22850,23200,51863,31916.0,1375693.0
2002-10-18,23900,24300,23300,23500,57562,32329.0,1375693.0
2002-10-21,23100,23700,22200,22350,42210,30747.0,1375693.0
2002-10-22,23000,23500,22200,22400,24590,30816.0,1375693.0
2002-10-23,22300,22800,22000,22400,25430,30816.0,1375693.0
2002-10-24,22750,23800,22450,22500,45351,30953.0,1375693.0
2002-10-25,22050,22850,21900,22000,24951,30265.0,1375693.0
2002-10-28,22300,22700,22000,22550,23940,31022.0,1375693.0
2002-10-29,22300,22600,22200,22200,19051,30540.0,1375693.0
2002-10-30,21950,22400,21600,21800,19710,29990.0,1375693.0
2002-10-31,22050,22800,21900,22800,26831,31366.0,1375693.0
2002-11-01,25200,26200,23400,23400,326516,32191.0,1375693.0
2002-11-04,22900,23650,22400,22850,80831,31435.0,1375693.0
2002-11-05,22700,23050,22350,22500,36650,30953.0,1375693.0
2002-11-06,22500,23150,22500,22600,46753,31091.0,1375693.0
2002-11-07,22350,24450,22350,22900,91560,31503.0,1375693.0
2002-11-08,22400,22850,22300,22400,36060,30816.0,1375693.0
2002-11-11,22200,22450,21800,21800,32710,29990.0,1375693.0
2002-11-12,21150,21500,21000,21400,20300,29440.0,1375693.0
2002-11-13,21400,21850,21200,21200,20543,29165.0,1375693.0
2002-11-14,21300,21550,21200,21300,14379,29302.0,1375693.0
2002-11-15,21400,21950,21400,21450,15840,29509.0,1375693.0
2002-11-18,21250,21800,21200,21200,12280,29165.0,1375693.0
2002-11-19,21150,21500,21050,21250,17175,29233.0,1375693.0
2002-11-20,21050,21450,21050,21400,14542,29440.0,1375693.0
2002-11-21,22000,22000,21400,21400,20630,29440.0,1375693.0
2002-11-22,21700,23000,21350,21900,45050,30128.0,1375693.0
2002-11-25,22400,22650,21950,22150,26250,30472.0,1375693.0
2002-11-26,22100,22250,21500,21600,12580,29715.0,1375693.0
2002-11-27,21200,21500,21200,21450,13660,29509.0,1375693.0
2002-11-28,21700,22000,21600,21750,20144,29921.0,1375693.0
2002-11-29,21500,21850,21450,21700,15090,29853.0,1375693.0
2002-12-02,22100,22900,21800,22500,35130,30953.0,1375693.0
2002-12-03,22900,22900,21800,22200,17240,30540.0,1375693.0
2002-12-04,22200,22300,21400,21550,20330,29646.0,1375693.0
2002-12-05,21450,22100,21450,21850,14975,30059.0,1375693.0
2002-12-06,21550,22050,21500,21650,16310,29784.0,1375693.0
2002-12-09,21400,21650,21200,21250,16012,29233.0,1375693.0
2002-12-10,20600,21500,20600,21100,13720,29027.0,1375693.0
2002-12-11,21050,21500,21000,21100,11015,29027.0,1375693.0
2002-12-12,20950,21650,20950,21600,11886,29715.0,1375693.0
2002-12-13,21500,22000,21400,22000,23610,30265.0,1375693.0
2002-12-16,22000,22500,22000,22500,29100,30953.0,1375693.0
2002-12-17,23500,25850,21800,21800,267860,29990.0,1375693.0
2002-12-18,22000,22000,21200,21400,31020,29440.0,1375693.0
2002-12-20,21250,21350,20650,20700,27146,28477.0,1375693.0
2002-12-23,19800,20350,19300,19300,27730,26551.0,1375693.0
2002-12-24,18650,19000,16450,17400,27470,168249.0,9669493.0
2002-12-26,14800,16500,14800,15000,31540,145042.0,9669493.0
2002-12-27,14850,15000,13500,14000,30840,135373.0,9669493.0
2002-12-30,13500,14750,13500,14750,27490,142625.0,9669493.0
2003-01-02,15250,16550,14750,16500,31083,159547.0,9669493.0
2003-01-03,17250,17900,16500,16500,31066,159547.0,9669493.0
2003-01-06,16300,16650,15750,15900,20860,153745.0,9669493.0
2003-01-07,16300,16800,15850,15850,28810,153261.0,9669493.0
2003-01-08,15500,16300,15400,15400,14600,148910.0,9669493.0
2003-01-09,15000,15500,14700,15050,10080,145526.0,9669493.0
2003-01-10,15200,15700,14000,14800,17750,143108.0,9669493.0
2003-01-13,14700,15350,14700,15300,7140,147943.0,9669493.0
2003-01-14,15600,15600,14900,15000,9910,145042.0,9669493.0
2003-01-15,15000,15250,14750,14950,6170,144559.0,9669493.0
2003-01-16,14950,14950,14450,14650,6713,141658.0,9669493.0
2003-01-17,14500,14750,14350,14450,4751,139724.0,9669493.0
2003-01-20,14000,14450,14000,14100,5530,136340.0,9669493.0
2003-01-21,14100,14300,13700,14000,9151,135373.0,9669493.0
2003-01-22,13700,14450,13600,13600,7731,131505.0,9669493.0
2003-01-23,13100,13750,13100,13400,7542,129571.0,9669493.0
2003-01-24,13550,13900,12850,12900,5920,124736.0,9669493.0
2003-01-27,12900,12900,12150,12250,5970,118451.0,9669493.0
2003-01-28,11800,12350,11800,12300,6290,118935.0,9669493.0
2003-01-29,12000,12450,11750,11850,7189,114583.0,9669493.0
2003-01-30,11700,12200,11700,12100,4581,117001.0,9669493.0
2003-02-03,12100,12950,12100,12700,7100,122803.0,9669493.0
2003-02-04,13150,13150,12650,12800,5124,123770.0,9669493.0
2003-02-05,12700,12700,12100,12300,7430,118935.0,9669493.0
2003-02-06,12150,12350,11800,12100,3359,117001.0,9669493.0
2003-02-07,11800,12000,11300,11700,5700,113133.0,9669493.0
2003-02-10,11500,13450,11500,13450,38655,130055.0,9669493.0
2003-02-11,14800,14800,13500,14200,64740,137307.0,9669493.0
2003-02-12,13650,14200,13300,13300,18365,128604.0,9669493.0
2003-02-13,13550,13700,12200,12500,16960,120869.0,9669493.0
2003-02-14,12200,12600,12200,12500,8685,120869.0,9669493.0
2003-02-17,12600,13450,12600,13450,14593,130055.0,9669493.0
2003-02-18,13200,13400,12900,12900,9859,124736.0,9669493.0
2003-02-19,13050,13350,12900,12900,9808,124736.0,9669493.0
2003-02-20,12650,13000,12650,13000,6690,125703.0,9669493.0
2003-02-21,13000,13000,12500,12950,6160,125220.0,9669493.0
2003-02-24,12550,13200,12550,12800,10080,123770.0,9669493.0
2003-02-25,12800,12800,12300,12300,7320,118935.0,9669493.0
2003-02-26,12000,12400,12000,12050,8970,116517.0,9669493.0
2003-02-27,12050,12050,11700,12000,6160,116034.0,9669493.0
2003-02-28,12050,12250,11850,11850,3230,114583.0,9669493.0
2003-03-03,11800,12000,11750,11800,5010,114100.0,9669493.0
2003-03-04,11800,11800,11600,11750,5131,113617.0,9669493.0
2003-03-05,11650,11750,10900,10900,11710,105397.0,9669493.0
2003-03-06,11400,11400,10400,10500,6190,101530.0,9669493.0
2003-03-07,9800,9950,9710,9800,10100,94761.0,9669493.0
2003-03-10,9310,9670,9100,9100,8760,87992.0,9669493.0
2003-03-11,8320,8700,8320,8380,6100,81030.0,9669493.0
2003-03-12,9000,9350,8750,9200,8130,88959.0,9669493.0
2003-03-13,8850,9500,8800,9150,4060,88476.0,9669493.0
2003-03-14,9420,10450,9420,9950,11174,96211.0,9669493.0
2003-03-17,9050,9750,8990,8990,7340,86929.0,9669493.0
2003-03-18,9500,9790,9250,9600,6960,92827.0,9669493.0
2003-03-19,9100,9800,9100,9800,7520,94761.0,9669493.0
2003-03-20,10300,11250,10100,11250,18876,108782.0,9669493.0
2003-03-21,12400,12900,11500,12900,49790,124736.0,9669493.0
2003-03-24,14500,14800,13500,14800,64910,143108.0,9669493.0
2003-03-25,15100,17000,14500,15500,130874,149877.0,9669493.0
2003-03-26,16000,17700,13250,13850,63857,133922.0,9669493.0
2003-03-27,13600,13800,12500,13000,81274,125703.0,9669493.0
2003-03-28,13100,14750,13100,14200,83340,137307.0,9669493.0
2003-03-31,13900,13900,12750,12800,31610,123770.0,9669493.0
2003-04-01,12300,14050,12300,13900,31785,134406.0,9669493.0
2003-04-02,13800,14400,13300,14100,49277,136340.0,9669493.0
2003-04-03,14900,15400,14100,14200,47620,137307.0,9669493.0
2003-04-04,14000,14500,13500,13900,22343,134406.0,9669493.0
2003-04-07,14250,14700,13800,14200,35257,137307.0,9669493.0
2003-04-08,13850,14200,13700,13950,32670,134889.0,9669493.0
2003-04-09,14300,14300,13400,13550,17770,131022.0,9669493.0
2003-04-10,13400,13950,13400,13700,16070,132472.0,9669493.0
2003-04-11,13650,14250,13600,13800,19370,133439.0,9669493.0
2003-04-14,13650,14450,13650,14150,22911,136823.0,9669493.0
2003-04-15,14600,14900,14250,14800,31571,143108.0,9669493.0
2003-04-16,15300,15300,14700,15000,24341,145042.0,9669493.0
2003-04-17,14950,15000,14000,14150,32677,136823.0,9669493.0
2003-04-18,14250,16250,14250,16250,77500,157129.0,9669493.0
2003-04-21,17200,18650,16500,18100,149210,175018.0,9669493.0
2003-04-22,18450,19400,16950,17000,64420,164381.0,9669493.0
2003-04-23,17650,18200,16600,16600,59870,160514.0,9669493.0
2003-04-24,16450,16950,15300,16250,34810,157129.0,9669493.0
2003-04-25,15700,16000,15000,15100,33266,146009.0,9669493.0
2003-04-28,13300,15500,13300,14450,38600,139724.0,9669493.0
2003-04-29,15100,16600,15100,16600,57764,160514.0,9669493.0
2003-04-30,17400,18450,15700,15900,74429,153745.0,9669493.0
2003-05-02,16400,16900,15900,16400,22720,158580.0,9669493.0
2003-05-06,16500,17000,15950,15950,26539,154228.0,9669493.0
2003-05-07,15950,17300,15950,16600,47666,160514.0,9669493.0
2003-05-09,16900,16950,16300,16950,19520,163898.0,9669493.0
2003-05-12,17450,17500,16900,17000,28580,164381.0,9669493.0
2003-05-13,17350,17500,16500,16500,21680,159547.0,9669493.0
2003-05-14,16900,16900,16150,16500,9760,159547.0,9669493.0
2003-05-15,16500,16900,16500,16650,14050,160997.0,9669493.0
2003-05-16,16600,18200,16600,17400,88600,168249.0,9669493.0
2003-05-19,17200,17400,16250,16450,18620,159063.0,9669493.0
2003-05-20,15900,17100,15800,17000,30105,164381.0,9669493.0
2003-05-21,16650,17000,16400,16500,19783,159547.0,9669493.0
2003-05-22,16700,16750,16000,16000,26330,154712.0,9669493.0
2003-05-23,16100,16700,16100,16100,16851,155679.0,9669493.0
2003-05-26,16550,16550,16000,16100,19552,155679.0,9669493.0
2003-05-27,15950,16200,15800,15900,9021,153745.0,9669493.0
2003-05-28,16100,17000,16100,16500,30852,159547.0,9669493.0
2003-05-29,16300,16850,16100,16250,21080,157129.0,9669493.0
2003-05-30,16550,16600,15850,16300,20220,157613.0,9669493.0
2003-06-02,16500,17700,16400,17000,64575,164381.0,9669493.0
2003-06-03,17000,17650,16550,17650,42822,170667.0,9669493.0
2003-06-04,17600,19350,17600,18400,99135,177919.0,9669493.0
2003-06-05,18300,18500,17000,17000,35675,164381.0,9669493.0
2003-06-09,17050,17400,17000,17050,13920,164865.0,9669493.0
2003-06-10,16600,17100,16500,16900,16610,163414.0,9669493.0
2003-06-11,16750,18000,16750,18000,32590,174051.0,9669493.0
2003-06-12,18400,19000,17500,17950,94350,173567.0,9669493.0
2003-06-13,18000,18800,18000,18450,40993,178402.0,9669493.0
2003-06-16,18400,18500,17650,17650,18992,170667.0,9669493.0
2003-06-17,18400,18850,18000,18450,34820,178402.0,9669493.0
2003-06-18,18050,19000,17700,17800,27430,172117.0,9669493.0
2003-06-19,17600,18200,17600,17800,17871,172117.0,9669493.0
2003-06-20,17550,18000,17450,17600,16540,170183.0,9669493.0
2003-06-23,17500,18200,17500,17900,21250,173084.0,9669493.0
2003-06-24,17550,18200,17500,17500,14680,169216.0,9669493.0
2003-06-25,17600,17950,17150,17150,12950,165832.0,9669493.0
2003-06-26,17200,17500,16700,16800,20190,162447.0,9669493.0
2003-06-27,17050,17650,17000,17400,11473,168249.0,9669493.0
2003-06-30,17100,17450,16650,17200,10440,166315.0,9669493.0
2003-07-01,17850,18150,17300,17550,16962,169700.0,9669493.0
2003-07-02,17300,17850,17300,17400,12470,168249.0,9669493.0
2003-07-03,17600,17750,17100,17100,14110,165348.0,9669493.0
2003-07-04,16900,17300,16900,17100,6990,165348.0,9669493.0
2003-07-07,16900,17500,16900,17400,10770,168249.0,9669493.0
2003-07-08,17500,17900,17300,17450,26370,168733.0,9669493.0
2003-07-09,17450,17750,17200,17300,8240,167282.0,9669493.0
2003-07-10,17050,17400,17050,17050,15710,164865.0,9669493.0
2003-07-11,17000,17300,16850,16850,6470,162931.0,9669493.0
2003-07-14,16900,17250,16900,16900,7410,163414.0,9669493.0
2003-07-15,17100,17300,16300,16750,13230,161964.0,9669493.0
2003-07-16,16600,16900,16350,16600,8050,160514.0,9669493.0
2003-07-18,17300,17300,16000,16000,7170,154712.0,9669493.0
2003-07-21,15500,16000,15300,15300,7270,147943.0,9669493.0
2003-07-22,15100,15550,15000,15300,5930,147943.0,9669493.0
2003-07-23,15200,15500,15200,15200,5752,146976.0,9669493.0
2003-07-24,14750,15300,14750,15050,5821,145526.0,9669493.0
2003-07-25,14900,15400,14750,15150,6370,146493.0,9669493.0
2003-07-28,15300,16000,15300,16000,6900,154712.0,9669493.0
2003-07-29,15700,16000,15500,15750,4030,152295.0,9669493.0
2003-07-30,15750,16000,15750,15950,4500,154228.0,9669493.0
2003-07-31,15950,16500,15800,15800,4340,152778.0,9669493.0
2003-08-01,15800,16000,15350,15700,4310,151811.0,9669493.0
2003-08-04,15250,15900,15250,15400,3781,148910.0,9669493.0
2003-08-05,15650,15650,15200,15400,3870,148910.0,9669493.0
2003-08-06,15100,15800,15100,15700,3160,151811.0,9669493.0
2003-08-07,15300,15950,15300,15700,3140,151811.0,9669493.0
2003-08-08,16050,16050,15400,15500,4770,149877.0,9669493.0
2003-08-11,15300,16300,15100,16000,5970,154712.0,9669493.0
2003-08-12,15700,16050,15250,15500,3500,149877.0,9669493.0
2003-08-13,15900,15900,15200,15250,5650,147460.0,9669493.0
2003-08-14,15250,15500,15200,15250,13299,147460.0,9669493.0
2003-08-18,15100,15550,15050,15400,7530,148910.0,9669493.0
2003-08-19,15250,15650,15250,15250,9830,147460.0,9669493.0
2003-08-20,15200,15650,15050,15400,7600,148910.0,9669493.0
2003-08-21,15400,17550,15400,16900,29339,163414.0,9669493.0
2003-08-22,17500,17500,15800,16150,8900,156162.0,9669493.0
2003-08-25,16100,16600,15800,16000,7633,154712.0,9669493.0
2003-08-26,16000,16200,15650,16100,6340,155679.0,9669493.0
2003-08-27,16200,17150,16200,16750,16440,161964.0,9669493.0
2003-08-28,17250,17500,16250,16300,13830,157613.0,9669493.0
2003-08-29,16250,16550,15700,16450,11670,159063.0,9669493.0
2003-09-01,16150,16600,15850,15900,6780,153745.0,9669493.0
2003-09-02,16900,16900,15900,16350,7450,158096.0,9669493.0
2003-09-03,16150,16500,16000,16200,8530,156646.0,9669493.0
2003-09-04,16000,16150,15900,15900,6913,153745.0,9669493.0
2003-09-05,16200,16400,15800,15800,7420,152778.0,9669493.0
2003-09-08,15500,15700,15100,15250,6440,147460.0,9669493.0
2003-09-09,15050,15650,15050,15050,18950,145526.0,9669493.0
2003-09-15,15150,15500,15150,15450,5620,149394.0,9669493.0
2003-09-16,15500,15900,15250,15600,6291,150844.0,9669493.0
2003-09-17,15700,16100,15500,15700,4560,151811.0,9669493.0
2003-09-18,15500,16000,15450,15450,6551,149394.0,9669493.0
2003-09-19,15600,16000,15400,15500,6818,149877.0,9669493.0
2003-09-22,14550,15800,14550,14800,9780,143108.0,9669493.0
2003-09-23,15600,15650,14500,14900,7750,144075.0,9669493.0
2003-09-24,16400,16400,14900,15000,12130,145042.0,9669493.0
2003-09-25,14900,15150,14200,14400,10760,139241.0,9669493.0
2003-09-26,14000,14450,13850,14300,13880,138274.0,9669493.0
2003-09-29,14100,14450,14100,14250,3980,137790.0,9669493.0
2003-09-30,14150,14700,13600,13700,11490,132472.0,9669493.0
2003-10-01,13800,13800,13000,13550,4800,131022.0,9669493.0
2003-10-02,13650,14000,13300,13600,5550,131505.0,9669493.0
2003-10-06,13200,13550,13150,13150,12410,127154.0,9669493.0
2003-10-07,13100,13300,13000,13050,6840,126187.0,9669493.0
2003-10-08,13200,13300,13100,13100,3790,126670.0,9669493.0
2003-10-09,12900,14350,12900,13950,20140,134889.0,9669493.0
2003-10-10,14400,15800,14100,15550,45320,150361.0,9669493.0
2003-10-13,15050,15400,14800,14800,16545,143108.0,9669493.0
2003-10-14,14800,14900,13350,13500,105823,130538.0,9669493.0
2003-10-15,13700,14200,13350,13500,53040,130538.0,9669493.0
2003-10-16,13200,13750,13200,13400,32120,129571.0,9669493.0
2003-10-17,13300,13700,13300,13300,16655,128604.0,9669493.0
2003-10-20,13300,13600,13300,13500,16917,130538.0,9669493.0
2003-10-21,13600,13600,13200,13500,15093,130538.0,9669493.0
2003-10-22,13250,13550,12950,12950,32370,125220.0,9669493.0
2003-10-23,13000,13000,12000,12000,43844,116034.0,9669493.0
2003-10-24,11900,12000,11550,11750,17480,113617.0,9669493.0
2003-10-27,11550,12100,11550,11550,25058,111683.0,9669493.0
2003-10-28,11600,11950,11550,11950,33660,115550.0,9669493.0
2003-10-29,11950,12300,11400,11400,23913,110232.0,9669493.0
2003-10-30,11250,11500,11100,11200,17016,108298.0,9669493.0
2003-10-31,11200,11400,11100,11250,17487,108782.0,9669493.0
2003-11-03,11200,11700,11050,11450,34809,110716.0,9669493.0
2003-11-04,11350,11600,11050,11150,22894,107815.0,9669493.0
2003-11-05,11150,11400,11050,11050,24878,106848.0,9669493.0
2003-11-06,11100,12700,10800,12000,95904,116034.0,9669493.0
2003-11-07,12300,12700,11400,11700,43510,113133.0,9669493.0
2003-11-10,11500,11900,11300,11450,29220,110716.0,9669493.0
2003-11-11,11400,11550,11150,11250,20430,108782.0,9669493.0
2003-11-12,11050,11400,11050,11200,23690,108298.0,9669493.0
2003-11-13,11250,11500,11250,11350,39677,109749.0,9669493.0
2003-11-14,11500,12600,11350,11900,79458,115067.0,9669493.0
2003-11-17,12300,13650,12100,13650,110441,131989.0,9669493.0
2003-11-18,13000,15650,12150,13750,251620,132956.0,9669493.0
2003-11-19,13200,14900,13000,13400,103402,129571.0,9669493.0
2003-11-20,13800,14400,13000,13100,84131,126670.0,9669493.0
2003-11-21,12700,13350,12500,12650,63240,122319.0,9669493.0
