한전기술(052690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-06-24,109500,119000,108500,115000,328785,4395300.0,38220000.0
2010-06-25,114500,119500,113000,115000,241378,4395300.0,38220000.0
2010-06-28,117000,122000,114500,116000,364720,4433520.0,38220000.0
2010-06-29,117000,118500,109000,110500,264573,4223310.0,38220000.0
2010-06-30,107500,115000,107500,114500,161729,4376190.0,38220000.0
2010-07-01,113000,117500,110000,112500,247867,4299750.0,38220000.0
2010-07-02,113500,115500,105000,110000,171684,4204200.0,38220000.0
2010-07-05,111500,118500,108000,118500,240186,4529070.0,38220000.0
2010-07-06,118000,121500,117000,118000,194765,4509960.0,38220000.0
2010-07-07,119500,123000,118000,121000,153418,4624620.0,38220000.0
2010-07-08,122000,123000,117000,119500,151353,4567290.0,38220000.0
2010-07-09,120000,120500,115000,115500,172064,4414410.0,38220000.0
2010-07-12,116000,118000,115500,116500,78319,4452630.0,38220000.0
2010-07-13,118000,121000,116500,117500,164664,4490850.0,38220000.0
2010-07-14,119000,120500,114000,119500,208222,4567290.0,38220000.0
2010-07-15,120000,121500,119000,119500,121331,4567290.0,38220000.0
2010-07-16,121000,121500,116500,119000,91364,4548180.0,38220000.0
2010-07-19,120500,125000,120500,123500,247379,4720170.0,38220000.0
2010-07-20,124500,124500,121500,123500,70289,4720170.0,38220000.0
2010-07-21,123500,123500,119000,120500,121723,4605510.0,38220000.0
2010-07-22,120000,122500,117000,118000,106187,4509960.0,38220000.0
2010-07-23,119500,120000,112500,117000,170794,4471740.0,38220000.0
2010-07-26,115000,117000,113500,114000,129951,4357080.0,38220000.0
2010-07-27,115000,117000,110000,110500,186022,4223310.0,38220000.0
2010-07-28,111000,113000,107000,108000,149883,4127760.0,38220000.0
2010-07-29,109000,110000,104500,105500,146030,4032210.0,38220000.0
2010-07-30,105000,110000,104500,109000,135913,4165980.0,38220000.0
2010-08-02,111000,111000,108000,110500,95534,4223310.0,38220000.0
2010-08-03,112000,114000,111500,112000,72658,4280640.0,38220000.0
2010-08-04,110500,111000,107500,108000,80387,4127760.0,38220000.0
2010-08-05,109000,112000,107500,112000,76209,4280640.0,38220000.0
2010-08-06,113000,113000,108500,111500,62785,4261530.0,38220000.0
2010-08-09,112000,112000,109000,109500,44141,4185090.0,38220000.0
2010-08-10,109000,109500,101500,101500,212849,3879330.0,38220000.0
2010-08-11,103000,109000,102500,106000,260186,4051320.0,38220000.0
2010-08-12,103500,106000,102500,103000,71614,3936660.0,38220000.0
2010-08-13,104000,106000,103000,106000,49363,4051320.0,38220000.0
2010-08-16,108000,111000,107500,108000,113351,4127760.0,38220000.0
2010-08-17,108000,111000,108000,111000,70527,4242420.0,38220000.0
2010-08-18,111500,112500,109500,112000,63722,4280640.0,38220000.0
2010-08-19,111000,112000,109500,110500,50995,4223310.0,38220000.0
2010-08-20,110500,114000,109000,112500,107109,4299750.0,38220000.0
2010-08-23,112500,113000,110500,110500,35432,4223310.0,38220000.0
2010-08-24,109500,110500,103500,104500,114987,3993990.0,38220000.0
2010-08-25,103000,107500,103000,105000,66042,4013100.0,38220000.0
2010-08-26,106000,107000,101500,102500,93278,3917550.0,38220000.0
2010-08-27,101000,107000,101000,105000,72730,4013100.0,38220000.0
2010-08-30,104500,106000,104500,105000,50120,4013100.0,38220000.0
2010-08-31,104500,110500,103500,108000,109498,4127760.0,38220000.0
2010-09-01,109500,114000,108000,114000,129567,4357080.0,38220000.0
2010-09-02,115500,121500,112000,118000,258133,4509960.0,38220000.0
2010-09-03,118000,120500,116500,117500,121647,4490850.0,38220000.0
2010-09-06,118000,119500,114500,116500,41578,4452630.0,38220000.0
2010-09-07,116500,121000,114000,114500,74538,4376190.0,38220000.0
2010-09-08,116000,117000,114000,116500,39784,4452630.0,38220000.0
2010-09-09,115500,126500,115000,125500,256581,4796610.0,38220000.0
2010-09-10,126000,135500,123000,130000,299349,4968600.0,38220000.0
2010-09-13,130500,133000,128500,131000,113932,5006820.0,38220000.0
2010-09-14,131500,132500,124000,126000,147778,4815720.0,38220000.0
2010-09-15,127000,129000,123000,129000,92679,4930380.0,38220000.0
2010-09-16,131500,132500,125500,125500,141526,4796610.0,38220000.0
2010-09-17,127000,130000,123500,130000,159720,4968600.0,38220000.0
2010-09-20,132000,133000,129000,131500,139748,5025930.0,38220000.0
2010-09-24,131500,139500,130500,137000,152233,5236140.0,38220000.0
2010-09-27,140500,142000,137000,138500,119472,5293470.0,38220000.0
2010-09-28,138500,140000,137000,139000,74948,5312580.0,38220000.0
2010-09-29,138500,141500,137500,139500,89033,5331690.0,38220000.0
2010-09-30,138000,141000,137500,141000,48699,5389020.0,38220000.0
2010-10-01,141500,141500,135000,139500,88492,5331690.0,38220000.0
2010-10-04,139000,139000,129500,129500,168200,4949490.0,38220000.0
2010-10-05,130000,134000,124500,130500,215645,4987710.0,38220000.0
2010-10-06,133500,133500,123000,124500,228986,4758390.0,38220000.0
2010-10-07,124000,126500,120500,122000,193531,4662840.0,38220000.0
2010-10-08,123500,126500,122500,125000,118277,4777500.0,38220000.0
2010-10-11,127000,129500,120500,121000,258262,4624620.0,38220000.0
2010-10-12,121000,122500,113500,116500,267163,4452630.0,38220000.0
2010-10-13,118000,119000,116500,117000,99884,4471740.0,38220000.0
2010-10-14,117500,123000,117500,122500,196136,4681950.0,38220000.0
2010-10-15,122000,124500,121000,124500,91532,4758390.0,38220000.0
2010-10-18,124000,124000,120000,120500,109635,4605510.0,38220000.0
2010-10-19,123000,127500,121500,122500,215613,4681950.0,38220000.0
2010-10-20,121000,124000,120000,123500,83746,4720170.0,38220000.0
2010-10-21,125000,125500,123000,124000,69555,4739280.0,38220000.0
2010-10-22,124500,125000,122000,124000,77992,4739280.0,38220000.0
2010-10-25,123000,124500,116000,121000,209532,4624620.0,38220000.0
2010-10-26,120500,125500,118500,122000,119329,4662840.0,38220000.0
2010-10-27,123500,129000,123000,129000,197455,4930380.0,38220000.0
2010-10-28,130000,131000,127500,128500,114469,4911270.0,38220000.0
2010-10-29,130500,133000,129000,131500,156406,5025930.0,38220000.0
2010-11-01,133000,133000,127000,130500,129817,4987710.0,38220000.0
2010-11-02,128500,132500,127000,132000,106932,5045040.0,38220000.0
2010-11-03,132000,133500,129000,129000,80349,4930380.0,38220000.0
2010-11-04,130000,130000,127500,129000,66140,4930380.0,38220000.0
2010-11-05,131000,131000,126000,128000,95285,4892160.0,38220000.0
2010-11-08,128000,128500,126500,127000,48911,4853940.0,38220000.0
2010-11-09,128500,133000,124500,133000,221840,5083260.0,38220000.0
2010-11-10,133000,138500,133000,134000,280930,5121480.0,38220000.0
2010-11-11,134000,135000,128000,128000,210104,4892160.0,38220000.0
2010-11-12,128000,131500,124000,127500,176960,4873050.0,38220000.0
2010-11-15,119500,120500,108500,112000,593710,4280640.0,38220000.0
2010-11-16,111000,114000,109000,110000,231328,4204200.0,38220000.0
2010-11-17,107000,112500,106000,109500,114609,4185090.0,38220000.0
2010-11-18,109500,115000,109500,114500,98142,4376190.0,38220000.0
2010-11-19,114000,115500,112000,113000,76277,4318860.0,38220000.0
2010-11-22,113000,113500,106500,107000,228681,4089540.0,38220000.0
2010-11-23,108500,109000,105500,107000,132275,4089540.0,38220000.0
2010-11-24,102500,106000,101500,102500,247344,3917550.0,38220000.0
2010-11-25,103000,103500,98700,99000,370913,3783780.0,38220000.0
2010-11-26,98700,100000,93500,93700,433927,3581214.0,38220000.0
2010-11-29,93200,94500,88600,90500,443377,3458910.0,38220000.0
2010-11-30,91500,94700,91200,94600,271828,3615612.0,38220000.0
2010-12-01,95800,106500,95700,105000,654668,4013100.0,38220000.0
2010-12-02,107500,107500,101000,102000,308806,3898440.0,38220000.0
2010-12-03,103000,106500,100500,101000,202384,3860220.0,38220000.0
2010-12-06,95000,96300,91700,92000,502010,3516240.0,38220000.0
2010-12-07,94500,98000,93200,94500,358966,3611790.0,38220000.0
2010-12-08,95900,99200,95700,98400,244574,3760848.0,38220000.0
2010-12-09,98700,100500,97100,98000,167194,3745560.0,38220000.0
2010-12-10,98100,98900,96500,97000,122090,3707340.0,38220000.0
2010-12-13,96600,98700,96000,97600,116332,3730272.0,38220000.0
2010-12-14,98500,98500,97000,97300,121588,3718806.0,38220000.0
2010-12-15,97900,97900,96600,96900,79919,3703518.0,38220000.0
2010-12-16,96000,96500,93500,94000,244150,3592680.0,38220000.0
2010-12-17,94500,96400,92500,94200,199934,3600324.0,38220000.0
2010-12-20,92600,92800,90700,91400,189192,3493308.0,38220000.0
2010-12-21,92500,94400,92400,92800,126948,3546816.0,38220000.0
2010-12-22,93700,95000,93300,94200,128500,3600324.0,38220000.0
2010-12-23,93700,94300,91200,91700,194997,3504774.0,38220000.0
2010-12-24,90900,91300,89300,90000,147110,3439800.0,38220000.0
2010-12-27,90000,92400,88600,90100,138087,3443622.0,38220000.0
2010-12-28,90500,92300,90300,90700,91872,3466554.0,38220000.0
2010-12-29,90700,92300,90700,91500,86825,3497130.0,38220000.0
2010-12-30,91700,91700,90400,90500,82089,3458910.0,38220000.0
2011-01-03,90700,90900,89200,89700,98569,3428334.0,38220000.0
2011-01-04,91100,92700,89700,91800,217433,3508596.0,38220000.0
2011-01-05,92000,93500,90900,92200,182728,3523884.0,38220000.0
2011-01-06,92300,92800,90500,90800,120230,3470376.0,38220000.0
2011-01-07,90100,90800,89800,90700,111662,3466554.0,38220000.0
2011-01-10,91800,93500,91000,92800,211209,3546816.0,38220000.0
2011-01-11,93200,93300,91400,92400,90795,3531528.0,38220000.0
2011-01-12,92500,94300,91500,92900,156248,3550638.0,38220000.0
2011-01-13,92700,92700,91100,91400,95232,3493308.0,38220000.0
2011-01-14,92500,96000,92100,95800,373605,3661476.0,38220000.0
2011-01-17,97200,97200,94500,94700,226399,3619434.0,38220000.0
2011-01-18,94300,95500,93000,93600,164122,3577392.0,38220000.0
2011-01-19,94100,94400,92500,93800,98661,3585036.0,38220000.0
2011-01-20,93600,95300,93100,93500,114638,3573570.0,38220000.0
2011-01-21,93600,94900,91000,91100,137731,3481842.0,38220000.0
2011-01-24,90600,91500,90300,90300,101223,3451266.0,38220000.0
2011-01-25,90500,90700,89900,90100,89472,3443622.0,38220000.0
2011-01-26,90100,90500,89000,90000,131240,3439800.0,38220000.0
2011-01-27,89600,90500,88600,88700,159019,3390114.0,38220000.0
2011-01-28,88500,89200,84300,84300,313560,3221946.0,38220000.0
2011-01-31,82000,82000,77900,78100,351751,2984982.0,38220000.0
2011-02-01,78400,81000,78400,78800,131795,3011736.0,38220000.0
2011-02-07,80000,81100,79000,79600,89379,3042312.0,38220000.0
2011-02-08,80200,80600,79000,79700,62477,3046134.0,38220000.0
2011-02-09,80400,81500,78000,80300,114008,3069066.0,38220000.0
2011-02-10,80200,80200,78400,79500,71218,3038490.0,38220000.0
2011-02-11,79300,80300,78200,78200,59691,2988804.0,38220000.0
2011-02-14,78000,79400,78000,78200,58637,2988804.0,38220000.0
2011-02-15,77200,78000,75900,77100,103496,2946762.0,38220000.0
2011-02-16,77200,77500,76200,77000,78370,2942940.0,38220000.0
2011-02-17,76300,77300,72900,73700,152915,2816814.0,38220000.0
2011-02-18,72600,79500,71900,78500,199442,3000270.0,38220000.0
2011-02-21,79400,79400,77000,77000,69542,2942940.0,38220000.0
2011-02-22,76200,76200,73400,73800,94295,2820636.0,38220000.0
2011-02-23,72800,74500,72800,74200,49862,2835924.0,38220000.0
2011-02-24,74600,85300,74600,85300,597691,3260166.0,38220000.0
2011-02-25,86000,88700,81700,84500,678586,3229590.0,38220000.0
2011-02-28,84500,84900,80500,81400,218920,3111108.0,38220000.0
2011-03-02,83000,86800,81700,81700,337038,3122574.0,38220000.0
2011-03-03,83200,85500,82000,83700,262016,3199014.0,38220000.0
2011-03-04,84500,87500,82800,86200,251193,3294564.0,38220000.0
2011-03-07,86200,89000,86200,88400,240962,3378648.0,38220000.0
2011-03-08,88900,89000,85500,88400,149230,3378648.0,38220000.0
2011-03-09,89000,96100,89000,92800,644450,3546816.0,38220000.0
2011-03-10,93700,96500,92800,95700,331619,3657654.0,38220000.0
2011-03-11,95100,97500,92100,92300,273682,3527706.0,38220000.0
2011-03-14,85000,89600,78500,78700,782418,3007914.0,38220000.0
2011-03-15,75100,78500,66900,68700,1442959,2625714.0,38220000.0
2011-03-16,69900,73100,68600,71200,799495,2721264.0,38220000.0
2011-03-17,67400,70200,66600,69300,432502,2648646.0,38220000.0
2011-03-18,70500,72100,69600,71000,401760,2713620.0,38220000.0
2011-03-21,72900,80000,72800,77600,596085,2965872.0,38220000.0
2011-03-22,79200,80000,75200,76000,355111,2904720.0,38220000.0
2011-03-23,77800,78500,75900,76000,151909,2904720.0,38220000.0
2011-03-24,76800,76900,73800,74700,180067,2855034.0,38220000.0
2011-03-25,74700,76000,73500,75000,118682,2866500.0,38220000.0
2011-03-28,73500,75000,72000,72200,187987,2759484.0,38220000.0
2011-03-29,71300,71800,69700,70700,254784,2702154.0,38220000.0
2011-03-30,71200,75600,70800,73000,296798,2790060.0,38220000.0
2011-03-31,73900,74600,72100,73300,88983,2801526.0,38220000.0
2011-04-01,73900,75400,72500,74400,176685,2843568.0,38220000.0
2011-04-04,75100,75300,72800,72900,167760,2786238.0,38220000.0
2011-04-05,73000,73600,71600,72300,134310,2763306.0,38220000.0
2011-04-06,72600,73400,72000,72900,190143,2786238.0,38220000.0
2011-04-07,72500,73600,71700,73200,162284,2797704.0,38220000.0
2011-04-08,73600,75000,73200,74000,187090,2828280.0,38220000.0
2011-04-11,78200,79900,74600,75300,270103,2877966.0,38220000.0
2011-04-12,75400,77000,75100,75700,113240,2893254.0,38220000.0
2011-04-13,75100,75700,73700,74600,109095,2851212.0,38220000.0
2011-04-14,73800,74400,72900,73800,101838,2820636.0,38220000.0
2011-04-15,73800,75700,73800,75200,94399,2874144.0,38220000.0
2011-04-18,75300,75700,71800,72800,135885,2782416.0,38220000.0
2011-04-19,71900,73600,71900,72500,71136,2770950.0,38220000.0
2011-04-20,73300,73400,72300,72900,99395,2786238.0,38220000.0
2011-04-21,72900,73000,71000,71900,166607,2748018.0,38220000.0
2011-04-22,72000,72000,70300,70700,153266,2702154.0,38220000.0
2011-04-25,71300,71400,70300,70400,89533,2690688.0,38220000.0
2011-04-26,70300,70500,67600,68200,226738,2606604.0,38220000.0
2011-04-27,68400,71100,68300,70900,168105,2709798.0,38220000.0
2011-04-28,71400,71800,67500,68700,97194,2625714.0,38220000.0
2011-04-29,69400,70000,68100,70000,76693,2675400.0,38220000.0
2011-05-02,70000,71200,69500,70000,128647,2675400.0,38220000.0
2011-05-03,69000,70800,68600,69200,91777,2644824.0,38220000.0
2011-05-04,69500,70400,68000,69500,103940,2656290.0,38220000.0
2011-05-06,69400,70700,68700,69000,142115,2637180.0,38220000.0
2011-05-09,69000,70300,68300,68400,71593,2614248.0,38220000.0
2011-05-11,68400,69400,68000,68600,81911,2621892.0,38220000.0
2011-05-12,68200,69000,68100,68600,40705,2621892.0,38220000.0
2011-05-13,69400,69800,68500,68600,52573,2621892.0,38220000.0
2011-05-16,68100,69500,68000,68000,52651,2598960.0,38220000.0
2011-05-17,68200,68500,67500,67900,48143,2595138.0,38220000.0
2011-05-18,68300,71000,67800,67900,105034,2595138.0,38220000.0
2011-05-19,67800,68300,66400,67000,69616,2560740.0,38220000.0
2011-05-20,66500,67000,65900,66000,62800,2522520.0,38220000.0
2011-05-23,65300,65800,63000,63000,95218,2407860.0,38220000.0
2011-05-24,62200,62900,61800,61900,57731,2365818.0,38220000.0
2011-05-25,61500,63700,61200,62500,81663,2388750.0,38220000.0
2011-05-26,62400,63500,62200,62300,65403,2381106.0,38220000.0
2011-05-27,62900,66200,62500,65200,76465,2491944.0,38220000.0
2011-05-30,65300,65500,63800,63800,42751,2438436.0,38220000.0
2011-05-31,63000,63400,58900,59800,251970,2285556.0,38220000.0
2011-06-01,60000,61200,58700,58700,190796,2243514.0,38220000.0
2011-06-02,58100,60300,56800,57500,141474,2197650.0,38220000.0
2011-06-03,58300,58600,56100,56100,119142,2144142.0,38220000.0
2011-06-07,55000,55400,52000,53300,208321,2037126.0,38220000.0
2011-06-08,52400,54500,52400,54500,138058,2082990.0,38220000.0
2011-06-09,54200,56300,53800,55000,184419,2102100.0,38220000.0
2011-06-10,55500,56200,53900,54700,92325,2090634.0,38220000.0
2011-06-13,53400,54500,52100,52600,94793,2010372.0,38220000.0
2011-06-14,51700,52400,49650,51600,163530,1972152.0,38220000.0
2011-06-15,51300,56200,51100,55000,171735,2102100.0,38220000.0
2011-06-16,54500,56900,53700,56000,159823,2140320.0,38220000.0
2011-06-17,56300,56300,53100,54100,110515,2067702.0,38220000.0
2011-06-20,53700,54700,52900,52900,45390,2021838.0,38220000.0
2011-06-21,52500,54400,52500,53300,43566,2037126.0,38220000.0
2011-06-22,54500,55900,53800,55000,80070,2102100.0,38220000.0
2011-06-23,55000,57500,54300,56000,91680,2140320.0,38220000.0
2011-06-24,56500,58300,56500,58000,69367,2216760.0,38220000.0
2011-06-27,57200,58500,56200,58200,35618,2224404.0,38220000.0
2011-06-28,59400,60800,58500,58500,117654,2235870.0,38220000.0
2011-06-29,59200,60100,58600,59700,51599,2281734.0,38220000.0
2011-06-30,60200,60300,58700,60000,42988,2293200.0,38220000.0
2011-07-01,59700,63300,59400,62200,149147,2377284.0,38220000.0
2011-07-04,62800,65400,61100,65400,117813,2499588.0,38220000.0
2011-07-05,66300,70800,65500,68000,211013,2598960.0,38220000.0
2011-07-06,68500,69600,66300,67000,92102,2560740.0,38220000.0
2011-07-07,67000,68600,66500,67600,82226,2583672.0,38220000.0
2011-07-08,67800,69200,67600,68000,68444,2598960.0,38220000.0
2011-07-11,69000,69000,67700,68100,61350,2602782.0,38220000.0
2011-07-12,66200,67200,63700,64600,83753,2469012.0,38220000.0
2011-07-13,64300,66600,64200,65300,69470,2495766.0,38220000.0
2011-07-14,65300,66800,63900,65800,58561,2514876.0,38220000.0
2011-07-15,65200,69000,65200,68900,101597,2633358.0,38220000.0
2011-07-18,69700,69700,66900,68200,73898,2606604.0,38220000.0
2011-07-19,69000,69700,68300,69000,118514,2637180.0,38220000.0
2011-07-20,70100,72900,70100,72900,251138,2786238.0,38220000.0
2011-07-21,73100,73800,71500,72500,94862,2770950.0,38220000.0
2011-07-22,71700,76400,71700,75500,227680,2885610.0,38220000.0
2011-07-25,77000,79500,76900,77900,272686,2977338.0,38220000.0
2011-07-26,77000,77300,74400,76400,199083,2920008.0,38220000.0
2011-07-27,77000,77400,73500,76700,149172,2931474.0,38220000.0
2011-07-28,75000,77800,74800,77000,146819,2942940.0,38220000.0
2011-07-29,77800,77800,75000,75000,84158,2866500.0,38220000.0
2011-08-01,75000,76300,75000,75900,51236,2900898.0,38220000.0
2011-08-02,75000,78600,73100,73100,132261,2793882.0,38220000.0
