두산밥캣(241560),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-06-30,35400,35700,35400,35600,100954,3568870.0,100249166.0
2017-07-03,35550,36350,35550,36100,132440,3618995.0,100249166.0
2017-07-04,36250,36400,35650,35900,185760,3598945.0,100249166.0
2017-07-05,36100,36250,35300,35400,128279,3548820.0,100249166.0
2017-07-06,35600,35750,35100,35300,176141,3538796.0,100249166.0
2017-07-07,35150,35300,34650,34750,272317,3483659.0,100249166.0
2017-07-10,35000,35400,35000,35200,69228,3528771.0,100249166.0
2017-07-11,35200,35950,35200,35900,139735,3598945.0,100249166.0
2017-07-12,36000,36200,35050,35350,130764,3543808.0,100249166.0
2017-07-13,35700,35700,35000,35300,148906,3538796.0,100249166.0
2017-07-14,35450,35450,34750,35350,98433,3543808.0,100249166.0
2017-07-17,35450,35500,34800,34850,143255,3493683.0,100249166.0
2017-07-18,34900,35100,34500,34750,238415,3483659.0,100249166.0
2017-07-19,34700,34750,34100,34650,235023,3473634.0,100249166.0
2017-07-20,34500,34600,34000,34150,297717,3423509.0,100249166.0
2017-07-21,34150,34650,33800,34600,183679,3468621.0,100249166.0
2017-07-24,34500,34600,34150,34550,120865,3463609.0,100249166.0
2017-07-25,34800,34800,34150,34450,138969,3453584.0,100249166.0
2017-07-26,34700,35050,34450,35050,336935,3513733.0,100249166.0
2017-07-27,35050,35300,34350,34550,186634,3463609.0,100249166.0
2017-07-28,34650,34700,34200,34550,96595,3463609.0,100249166.0
2017-07-31,34300,35400,34300,35400,209910,3548820.0,100249166.0
2017-08-01,35400,36050,35050,35800,340420,3588920.0,100249166.0
2017-08-02,35750,35800,34850,35600,355110,3568870.0,100249166.0
2017-08-03,35600,36550,35600,36400,506170,3649070.0,100249166.0
2017-08-04,36400,36950,36350,36750,313477,3684157.0,100249166.0
2017-08-07,36950,38200,36950,38050,522693,3814481.0,100249166.0
2017-08-08,38050,38200,37500,37900,160653,3799443.0,100249166.0
2017-08-09,37900,38300,37450,37900,317403,3799443.0,100249166.0
2017-08-10,37800,38250,37450,37900,196956,3799443.0,100249166.0
2017-08-11,37400,37750,37000,37300,282341,3739294.0,100249166.0
2017-08-14,37300,37900,36500,37050,108604,3714232.0,100249166.0
2017-08-16,37350,37400,36550,37350,249021,3744306.0,100249166.0
2017-08-17,37450,37450,36850,37100,127711,3719244.0,100249166.0
2017-08-18,37100,37100,36200,36300,132674,3639045.0,100249166.0
2017-08-21,36300,36500,35900,36050,60862,3613982.0,100249166.0
2017-08-22,36100,37150,36100,36950,108198,3704207.0,100249166.0
2017-08-23,37250,37350,36850,37150,96451,3724257.0,100249166.0
2017-08-24,36800,36800,34900,35600,408954,3568870.0,100249166.0
2017-08-25,35600,36000,35200,35450,118241,3553833.0,100249166.0
2017-08-28,35700,35950,35400,35750,128952,3583908.0,100249166.0
2017-08-29,35500,36000,35150,35950,152963,3603958.0,100249166.0
2017-08-30,36000,36350,35800,36150,128000,3624007.0,100249166.0
2017-08-31,36500,38150,36400,38150,456786,3824506.0,100249166.0
2017-09-01,37800,38200,37150,37400,162881,3749319.0,100249166.0
2017-09-04,36750,37700,36650,37200,97598,3729269.0,100249166.0
2017-09-05,37250,37450,36950,37250,78226,3734281.0,100249166.0
2017-09-06,37300,37300,36550,36600,72919,3669119.0,100249166.0
2017-09-07,36900,37250,36500,36500,107422,3659095.0,100249166.0
2017-09-08,36500,36750,35850,36550,126055,3664107.0,100249166.0
2017-09-11,36800,37000,36000,36000,77971,3608970.0,100249166.0
2017-09-12,36400,37250,36100,37200,130295,3729269.0,100249166.0
2017-09-13,37500,37750,35900,35900,140374,3598945.0,100249166.0
2017-09-14,36100,37000,36100,36550,172530,3664107.0,100249166.0
2017-09-15,36550,37100,36550,36900,138310,3699194.0,100249166.0
2017-09-18,37100,37350,36900,37050,124958,3714232.0,100249166.0
2017-09-19,37400,37450,36900,37050,77482,3714232.0,100249166.0
2017-09-20,37050,37800,37050,37500,151440,3759344.0,100249166.0
2017-09-21,37800,37850,36850,37300,132051,3739294.0,100249166.0
2017-09-22,37400,37400,36750,36900,136081,3699194.0,100249166.0
2017-09-25,37100,37400,36450,36800,153769,3689169.0,100249166.0
2017-09-26,36600,37150,36350,37150,149436,3724257.0,100249166.0
2017-09-27,37200,37200,36500,36550,142763,3664107.0,100249166.0
2017-09-28,36800,37600,36600,36600,144054,3669119.0,100249166.0
2017-09-29,36800,36800,36550,36550,72947,3664107.0,100249166.0
2017-10-10,37050,37350,36350,36400,356969,3649070.0,100249166.0
2017-10-11,36750,37000,36350,36400,150257,3649070.0,100249166.0
2017-10-12,36900,37400,36600,37400,173253,3749319.0,100249166.0
2017-10-13,37450,37800,36900,37000,186693,3709219.0,100249166.0
2017-10-16,37050,38200,36950,38200,179779,3829518.0,100249166.0
2017-10-17,38200,39000,37900,37950,308158,3804456.0,100249166.0
2017-10-18,38000,38000,37000,37300,105600,3739294.0,100249166.0
2017-10-19,37500,37750,36700,37150,105936,3724257.0,100249166.0
2017-10-20,37100,38200,36600,38200,122459,3829518.0,100249166.0
2017-10-23,38500,38500,37600,37650,87819,3774381.0,100249166.0
2017-10-24,37600,37750,37000,37500,156945,3759344.0,100249166.0
2017-10-25,37700,38100,36550,36900,271407,3699194.0,100249166.0
2017-10-26,36850,37150,36600,37150,88251,3724257.0,100249166.0
2017-10-27,37400,37400,36600,36900,105800,3699194.0,100249166.0
2017-10-30,37150,37200,36700,36900,84268,3699194.0,100249166.0
2017-10-31,36800,36850,36100,36250,184264,3634032.0,100249166.0
2017-11-01,36200,36300,35200,35200,264817,3528771.0,100249166.0
2017-11-02,35500,36100,35250,36000,169709,3608970.0,100249166.0
2017-11-03,36000,36500,35450,36450,124268,3654082.0,100249166.0
2017-11-06,36550,36700,35950,35950,79184,3603958.0,100249166.0
2017-11-07,36000,36750,35550,36050,106096,3613982.0,100249166.0
2017-11-08,36100,36300,36000,36150,72549,3624007.0,100249166.0
2017-11-09,36200,36300,35800,36150,66358,3624007.0,100249166.0
2017-11-10,36000,36150,35500,35850,190750,3593933.0,100249166.0
2017-11-13,35850,35950,35250,35300,135728,3538796.0,100249166.0
2017-11-14,35400,35400,34300,34350,346911,3443559.0,100249166.0
2017-11-15,34550,34550,33750,33750,198238,3383409.0,100249166.0
2017-11-16,33800,34000,33100,33800,318346,3388422.0,100249166.0
2017-11-17,34050,34050,33300,33450,282535,3353335.0,100249166.0
2017-11-20,33650,34300,33600,33950,75174,3403459.0,100249166.0
2017-11-21,34000,34100,33700,33950,76263,3403459.0,100249166.0
2017-11-22,33900,33900,33350,33600,79032,3368372.0,100249166.0
2017-11-23,33800,33950,33550,33750,77802,3383409.0,100249166.0
2017-11-24,33800,34400,33500,34400,119556,3448571.0,100249166.0
2017-11-27,34400,34400,33800,34150,100055,3423509.0,100249166.0
2017-11-28,34400,34600,33950,34500,93746,3458596.0,100249166.0
2017-11-29,34600,35200,34000,35150,241292,3523758.0,100249166.0
2017-11-30,35050,35550,34800,35550,249194,3563858.0,100249166.0
2017-12-01,35550,35650,34500,34550,218105,3463609.0,100249166.0
2017-12-04,35250,35300,34650,35150,194841,3523758.0,100249166.0
2017-12-05,36300,37600,35950,36850,623531,3694182.0,100249166.0
2017-12-06,37250,37250,35800,35800,143348,3588920.0,100249166.0
2017-12-07,34200,35550,33950,34700,4784993,3478646.0,100249166.0
2017-12-08,35000,35300,34100,34150,233676,3423509.0,100249166.0
2017-12-11,34650,34750,34100,34150,187930,3423509.0,100249166.0
2017-12-12,34150,34950,34150,34750,127346,3483659.0,100249166.0
2017-12-13,34700,35100,34600,34600,186012,3468621.0,100249166.0
2017-12-14,34550,34850,34250,34250,259819,3433534.0,100249166.0
2017-12-15,34300,34550,34100,34100,338765,3418497.0,100249166.0
2017-12-18,34350,34800,34300,34400,236443,3448571.0,100249166.0
2017-12-19,34450,34550,34050,34100,172674,3418497.0,100249166.0
2017-12-20,34150,35150,34150,34900,187067,3498696.0,100249166.0
2017-12-21,35850,36000,35050,35550,262872,3563858.0,100249166.0
2017-12-22,35850,35850,35100,35100,100040,3518746.0,100249166.0
2017-12-26,35200,35800,35200,35500,99840,3558845.0,100249166.0
2017-12-27,35050,35650,34150,35400,152878,3548820.0,100249166.0
2017-12-28,35450,35850,34900,35800,152496,3588920.0,100249166.0
2018-01-02,35950,36400,35650,36100,280269,3618995.0,100249166.0
2018-01-03,36100,36500,35650,36250,250953,3634032.0,100249166.0
2018-01-04,36450,36450,34000,35500,219288,3558845.0,100249166.0
2018-01-05,35650,35900,35600,35750,304371,3583908.0,100249166.0
2018-01-08,35800,35800,34900,35200,330277,3528771.0,100249166.0
2018-01-09,35000,35200,34500,34500,313487,3458596.0,100249166.0
2018-01-10,34900,35750,34500,35350,263085,3543808.0,100249166.0
2018-01-11,35700,35800,35450,35750,210754,3583908.0,100249166.0
2018-01-12,35950,36750,35800,36350,359947,3644057.0,100249166.0
2018-01-15,36750,36950,36050,36050,244211,3613982.0,100249166.0
2018-01-16,36250,36500,35950,36100,181548,3618995.0,100249166.0
2018-01-17,36200,36200,34900,35200,227074,3528771.0,100249166.0
2018-01-18,35350,35800,35200,35800,162491,3588920.0,100249166.0
2018-01-19,35950,35950,35600,35650,137660,3573883.0,100249166.0
2018-01-22,35700,35800,35150,35450,128178,3553833.0,100249166.0
2018-01-23,35900,35900,35150,35650,136952,3573883.0,100249166.0
2018-01-24,35600,35700,35050,35050,243952,3513733.0,100249166.0
2018-01-25,35150,35950,35150,35750,203593,3583908.0,100249166.0
2018-01-26,35850,36950,35650,36800,310233,3689169.0,100249166.0
2018-01-29,37000,37500,36050,36900,255706,3699194.0,100249166.0
2018-01-30,36900,37500,36350,36950,236111,3704207.0,100249166.0
2018-01-31,37100,37700,36650,37000,251199,3709219.0,100249166.0
2018-02-01,37250,37300,36250,36350,173446,3644057.0,100249166.0
2018-02-02,36400,36650,35850,36050,120810,3613982.0,100249166.0
2018-02-05,35650,36200,35200,35700,137782,3578895.0,100249166.0
2018-02-06,34450,35300,34450,34800,185965,3488671.0,100249166.0
2018-02-07,35500,36350,34550,34600,223362,3468621.0,100249166.0
2018-02-08,34900,36700,34900,36300,317016,3639045.0,100249166.0
2018-02-09,35600,36750,35500,36650,173113,3674132.0,100249166.0
2018-02-12,36950,37400,35850,36100,186741,3618995.0,100249166.0
2018-02-13,36900,37300,34700,34700,368870,3478646.0,100249166.0
2018-02-14,34900,35400,34850,35300,84725,3538796.0,100249166.0
2018-02-19,35450,35850,35150,35150,104612,3523758.0,100249166.0
2018-02-20,35200,35400,35150,35350,88576,3543808.0,100249166.0
2018-02-21,35700,35700,35000,35500,92659,3558845.0,100249166.0
2018-02-22,35300,35300,34800,35000,103185,3508721.0,100249166.0
2018-02-23,34900,35200,34600,34650,105653,3473634.0,100249166.0
2018-02-26,34650,34800,34000,34200,243427,3428521.0,100249166.0
2018-02-27,34450,34700,34300,34500,189613,3458596.0,100249166.0
2018-02-28,34350,34400,33850,34000,190889,3408472.0,100249166.0
2018-03-02,33900,33900,32950,33200,408230,3328272.0,100249166.0
2018-03-05,33200,33250,31850,31950,431000,3202961.0,100249166.0
2018-03-06,32200,32750,31950,32150,176958,3223011.0,100249166.0
2018-03-07,32200,32600,31050,31600,500580,3167874.0,100249166.0
2018-03-08,31900,32300,31400,31950,143689,3202961.0,100249166.0
2018-03-09,31950,32250,31650,31750,229339,3182911.0,100249166.0
2018-03-12,31650,32300,31650,31900,310609,3197948.0,100249166.0
2018-03-13,32450,32450,31950,32250,209966,3233036.0,100249166.0
2018-03-14,32250,32900,32200,32750,194998,3283160.0,100249166.0
2018-03-15,32800,32950,32200,32350,99376,3243061.0,100249166.0
2018-03-16,32500,33100,32450,33050,169466,3313235.0,100249166.0
2018-03-19,33050,33150,32800,33100,137521,3318247.0,100249166.0
2018-03-20,32450,32850,31950,32850,216456,3293185.0,100249166.0
2018-03-21,32900,32900,32050,32150,198516,3223011.0,100249166.0
2018-03-22,32150,32350,32000,32300,125104,3238048.0,100249166.0
2018-03-23,31600,32100,31300,31600,128192,3167874.0,100249166.0
2018-03-26,31000,31700,30750,31550,138999,3162861.0,100249166.0
2018-03-27,31850,32750,31700,32000,259313,3207973.0,100249166.0
2018-03-28,31750,32250,31400,31650,92299,3172886.0,100249166.0
2018-03-29,31400,31650,31150,31550,86496,3162861.0,100249166.0
2018-03-30,31900,31950,31400,31400,92216,3147824.0,100249166.0
2018-04-02,31450,31550,30850,31000,174917,3107724.0,100249166.0
2018-04-03,30900,31050,30250,30800,179271,3087674.0,100249166.0
2018-04-04,30800,30850,30500,30700,86963,3077649.0,100249166.0
2018-04-05,30450,30950,30150,30650,124261,3072637.0,100249166.0
2018-04-06,30650,31600,30350,31250,167044,3132786.0,100249166.0
2018-04-09,31100,31150,30500,31050,160079,3112737.0,100249166.0
2018-04-10,31050,32200,30600,32200,216968,3228023.0,100249166.0
2018-04-11,31600,31700,31050,31050,195763,3112737.0,100249166.0
2018-04-12,31350,31950,31200,31250,187902,3132786.0,100249166.0
2018-04-13,31550,31650,31100,31250,97756,3132786.0,100249166.0
2018-04-16,31100,31600,31100,31400,74856,3147824.0,100249166.0
2018-04-17,31550,31750,31050,31200,108746,3127774.0,100249166.0
2018-04-18,31400,31900,31200,31300,146323,3137799.0,100249166.0
2018-04-19,31550,32450,31550,32050,292121,3212986.0,100249166.0
2018-04-20,32600,32650,32050,32300,115715,3238048.0,100249166.0
2018-04-23,32500,32600,31700,32200,127949,3228023.0,100249166.0
2018-04-24,32100,32500,31650,31700,76618,3177899.0,100249166.0
2018-04-25,31500,31600,31050,31300,154476,3137799.0,100249166.0
2018-04-26,31400,32200,31200,31650,96610,3172886.0,100249166.0
2018-04-27,32150,32350,31500,31550,141974,3162861.0,100249166.0
2018-04-30,31900,32700,31700,32600,336738,3268123.0,100249166.0
2018-05-02,33200,33200,32150,32600,211585,3268123.0,100249166.0
2018-05-03,32500,32750,32000,32250,244469,3233036.0,100249166.0
2018-05-04,32250,32700,31850,31950,136066,3202961.0,100249166.0
2018-05-08,32300,32700,31800,31800,125332,3187923.0,100249166.0
2018-05-09,31750,32450,31600,32050,151878,3212986.0,100249166.0
2018-05-10,32100,32500,31400,32050,303405,3212986.0,100249166.0
2018-05-11,32150,32800,31850,32550,242939,3263110.0,100249166.0
2018-05-14,32600,33100,31950,32400,373566,3248073.0,100249166.0
2018-05-15,32500,33050,32200,32700,148808,3278148.0,100249166.0
2018-05-16,32300,32600,32000,32500,119951,3258098.0,100249166.0
2018-05-17,32500,32650,32300,32300,84341,3238048.0,100249166.0
2018-05-18,32400,33200,32100,33200,205477,3328272.0,100249166.0
2018-05-21,33300,33650,33000,33000,154989,3308222.0,100249166.0
2018-05-23,33000,33100,32400,32500,155999,3258098.0,100249166.0
2018-05-24,32450,33400,32300,33200,186025,3328272.0,100249166.0
2018-05-25,33200,34550,32850,34100,736311,3418497.0,100249166.0
2018-05-28,33950,34650,33700,34600,238882,3468621.0,100249166.0
2018-05-29,34650,34650,33550,34200,195995,3428521.0,100249166.0
2018-05-30,34000,34150,32900,32950,236147,3303210.0,100249166.0
2018-05-31,33400,33950,33150,33900,326398,3398447.0,100249166.0
2018-06-01,33800,34200,33250,33950,194712,3403459.0,100249166.0
2018-06-04,34050,34300,33550,33800,188641,3388422.0,100249166.0
2018-06-05,33800,34650,33250,34600,165492,3468621.0,100249166.0
2018-06-07,34700,34750,34050,34300,213850,3438546.0,100249166.0
2018-06-08,34700,34700,33650,34000,167879,3408472.0,100249166.0
2018-06-11,34000,34500,33900,34200,171402,3428521.0,100249166.0
2018-06-12,34200,34350,33450,33950,414771,3403459.0,100249166.0
2018-06-14,33950,34000,32300,32300,1291817,3238048.0,100249166.0
2018-06-15,32300,32450,31250,31450,428787,3152836.0,100249166.0
2018-06-18,31500,31900,30950,31150,212758,3122762.0,100249166.0
2018-06-19,31100,31600,30600,30650,241112,3072637.0,100249166.0
2018-06-20,30550,31250,30500,30650,263044,3072637.0,100249166.0
2018-06-21,30600,31300,30600,31000,225546,3107724.0,100249166.0
2018-06-22,30700,31200,30400,30950,174403,3102712.0,100249166.0
2018-06-25,30950,32250,30750,32100,214899,3217998.0,100249166.0
2018-06-26,31850,32450,31600,32250,157381,3233036.0,100249166.0
2018-06-27,32000,32550,30900,31100,203252,3117749.0,100249166.0
2018-06-28,31100,31400,30800,31000,97308,3107724.0,100249166.0
2018-06-29,31350,32150,30800,32000,158785,3207973.0,100249166.0
2018-07-02,32150,32300,31100,31100,96678,3117749.0,100249166.0
2018-07-03,31100,31450,30850,31150,92413,3122762.0,100249166.0
2018-07-04,30850,31800,30800,31650,61416,3172886.0,100249166.0
2018-07-05,31300,31700,30500,30850,91341,3092687.0,100249166.0
2018-07-06,30650,31450,30650,31400,66346,3147824.0,100249166.0
2018-07-09,31350,31500,30800,31050,82549,3112737.0,100249166.0
2018-07-10,31050,31200,30600,30850,145658,3092687.0,100249166.0
2018-07-11,30550,30850,30300,30400,137114,3047575.0,100249166.0
2018-07-12,30550,30700,30150,30150,249215,3022512.0,100249166.0
2018-07-13,30200,30650,30200,30450,155462,3052587.0,100249166.0
2018-07-16,30400,30800,30200,30700,130601,3077649.0,100249166.0
2018-07-17,30450,30800,30450,30750,111114,3082662.0,100249166.0
2018-07-18,30800,30900,30150,30200,99602,3027525.0,100249166.0
2018-07-19,30250,30550,29600,30000,191943,3007475.0,100249166.0
