현대상선(011200),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-08,73424,75847,73424,73907,245910,738960.0,48615775.0
1999-03-09,74885,75363,70497,70504,147330,704929.0,48615775.0
1999-03-10,70497,71960,68060,70504,392110,704929.0,48615775.0
1999-03-11,70489,77778,68053,74873,2344860,748683.0,48615775.0
1999-03-12,74869,79727,72916,77311,1331610,772991.0,48615775.0
1999-03-15,77303,77786,73900,75364,389800,753545.0,48615775.0
1999-03-16,73416,75840,73172,75364,292940,753545.0,48615775.0
1999-03-17,75359,75591,72917,72937,135250,729237.0,48615775.0
1999-03-18,70496,73905,70006,71967,170150,719513.0,48615775.0
1999-03-19,70501,74387,70501,73183,166450,731667.0,48615775.0
1999-03-22,72679,75108,70977,72937,154060,729237.0,48615775.0
1999-03-23,72926,73905,71959,71967,85140,719513.0,48615775.0
1999-03-24,72433,74373,71706,72937,159400,729237.0,48615775.0
1999-03-25,72919,74872,72919,73416,114840,734098.0,48615775.0
1999-03-26,73422,74885,71714,71967,66330,719513.0,48615775.0
1999-03-29,73907,77555,72450,72452,1688600,724375.0,48615775.0
1999-03-30,73907,73907,68068,72452,8412800,724375.0,48615775.0
1999-03-31,72934,74636,71723,72452,1717260,724375.0,48615775.0
1999-04-01,72927,75840,72682,75364,1471840,753545.0,48615775.0
1999-04-02,77291,81190,75352,77311,3874310,772991.0,48615775.0
1999-04-06,80707,82660,79245,82184,1863430,821607.0,48615775.0
1999-04-07,83133,83611,75355,81195,5608840,811883.0,48615775.0
1999-04-08,77783,79730,76082,77797,1272590,777852.0,48615775.0
1999-04-09,78276,79249,73900,76820,1243060,768129.0,48615775.0
1999-04-12,77056,77783,75360,76341,1147670,1077268.0,68615775.0
1999-04-13,76819,78997,76581,76820,1209890,1084129.0,68615775.0
1999-04-14,78757,84590,78513,81195,2406380,1145883.0,68615775.0
1999-04-15,81199,84112,80219,84120,1999410,1187053.0,68615775.0
1999-04-16,82654,83130,79489,80470,1541940,1135591.0,68615775.0
1999-04-19,81196,83136,80217,81932,1694320,1166059.0,69202300.0
1999-04-20,82413,86299,81923,84605,2643770,1204120.0,69202300.0
1999-04-21,85083,85573,80707,82184,1420780,1169519.0,69202300.0
1999-04-22,82164,82164,78523,82184,3446730,1169519.0,69202300.0
1999-04-23,83617,84358,79744,79745,1073410,1134918.0,69202300.0
1999-04-26,81671,83611,79731,81195,1640990,1155678.0,69202300.0
1999-04-27,83136,85076,81196,85096,1962660,1211040.0,69202300.0
1999-04-28,85076,91887,84593,85096,3290570,1211040.0,69202300.0
1999-04-29,85563,87026,81193,81195,1479200,1155678.0,69202300.0
1999-04-30,81679,82659,79005,80236,861700,1141838.0,69202300.0
1999-05-03,80218,81203,79005,79019,713020,1124537.0,69202300.0
1999-05-04,79978,82162,77786,80236,870820,1141929.0,69207825.0
1999-05-06,80699,83380,79739,81693,1349580,1162691.0,69207825.0
1999-05-07,83146,84603,80704,82657,1684230,1176533.0,69207825.0
1999-05-10,83619,86055,82658,84850,1414460,1207677.0,69207825.0
1999-05-11,84830,85075,79971,79978,1241700,1138469.0,69207825.0
1999-05-12,80211,81190,76815,77311,869590,1100404.0,69207825.0
1999-05-13,77546,78281,71959,71967,735860,1024276.0,69207825.0
1999-05-14,72926,75368,70496,71967,718360,1024276.0,69207825.0
1999-05-17,71960,73171,69524,70504,494780,1003513.0,69207825.0
1999-05-18,70508,71719,66118,68568,654840,975830.0,69207825.0
1999-05-19,68800,69522,66848,67100,673490,955068.0,69207825.0
1999-05-20,68066,68066,63207,64188,612940,913543.0,69207825.0
1999-05-21,63690,65637,63207,64188,338690,913543.0,69207825.0
1999-05-24,62715,65634,62715,63456,287210,903162.0,69207825.0
1999-05-25,63444,66370,63206,65650,331740,934306.0,69207825.0
1999-05-26,70006,72926,67345,71967,899010,1024276.0,69207825.0
1999-05-27,73422,74382,70986,71967,1059810,1024276.0,69207825.0
1999-05-28,72926,73423,69762,70504,541490,1003513.0,69207825.0
1999-05-31,70508,72209,68554,68568,615260,975830.0,69207825.0
1999-06-01,67574,69037,66111,66615,533920,948147.0,69207825.0
1999-06-02,67591,69525,66605,67585,801490,961989.0,69207825.0
1999-06-03,68803,69531,65638,66130,727070,941226.0,69207825.0
1999-06-04,67336,67581,64900,65153,740820,927385.0,69207825.0
1999-06-07,67585,69531,66612,69293,1118920,986212.0,69207825.0
1999-06-08,70497,72204,69040,70504,938940,1003513.0,69207825.0
1999-06-09,71467,74883,69527,70025,1245570,996593.0,69207825.0
1999-06-10,70493,71459,68547,71235,978460,1013895.0,69207825.0
1999-06-11,71711,76081,70983,74399,1665370,1058880.0,69207825.0
1999-06-14,75356,76573,72436,73416,783890,1045038.0,69207825.0
1999-06-15,71962,72922,65634,68077,668740,968910.0,69207825.0
1999-06-16,69037,72916,68057,69779,617270,993132.0,69207825.0
1999-06-17,70493,73895,69520,71235,961410,1013895.0,69207825.0
1999-06-18,70732,73407,70488,71475,567520,1017355.0,69207825.0
1999-06-21,72926,73423,70006,70504,522330,1003513.0,69207825.0
1999-06-22,69040,78521,67339,75364,2326360,1072721.0,69207825.0
1999-06-23,75358,77054,74379,74399,1200520,1058880.0,69207825.0
1999-06-24,76814,82150,76324,78774,2108310,1121167.0,69207825.0
1999-06-25,81677,81928,79003,79745,1352150,1135008.0,69207825.0
1999-06-28,80705,81684,78287,78289,916840,1114246.0,69207825.0
1999-06-29,76332,78279,76082,76095,694460,1083102.0,69207825.0
1999-06-30,76077,77050,70490,73416,830290,1045038.0,69207825.0
1999-07-01,72920,79732,72920,78528,1638690,1117706.0,69207825.0
1999-07-02,78523,83620,77060,82184,2675130,1169612.0,69207825.0
1999-07-05,87508,90911,85561,87032,3078660,1238820.0,69207825.0
1999-07-06,85082,88492,84361,86552,1317340,1231899.0,69207825.0
1999-07-07,87514,99430,87030,99430,4939180,1415300.0,69207825.0
1999-07-08,102098,104038,98206,99683,2186760,1418760.0,69207825.0
1999-07-09,99919,110862,94816,108923,2708870,1550255.0,69207825.0
1999-07-12,109397,110854,98455,100653,1923330,1432602.0,69207825.0
1999-07-13,99913,102104,91400,93360,1425870,1328798.0,69208206.0
1999-07-14,96750,97240,88979,90436,1348280,1287273.0,69208206.0
1999-07-15,87994,91893,87027,90927,1289980,1294193.0,69208206.0
1999-07-16,90918,97246,89951,96764,1770700,1377243.0,69208206.0
1999-07-19,101612,103559,94808,100653,2059420,1432610.0,69208206.0
1999-07-20,99670,102106,96267,98472,1199420,1401466.0,69208206.0
1999-07-21,97237,97237,89942,92869,837440,1321897.0,69209259.0
1999-07-22,91392,94067,88480,91406,755070,1301134.0,69209259.0
1999-07-23,90438,95534,82659,86552,1572150,1231925.0,69209259.0
1999-07-26,82663,86059,78764,82657,1105620,1176557.0,69209259.0
1999-07-27,82653,89213,81919,85096,929940,1211162.0,69209259.0
1999-07-28,86536,88979,84596,86073,892780,1225004.0,69209259.0
1999-07-29,87037,89950,86541,88494,1003170,1259609.0,69209259.0
1999-07-30,88986,97248,88000,92389,1821220,1314976.0,69209259.0
1999-08-02,94811,99671,92143,93852,1455770,1335739.0,69209259.0
1999-08-03,93343,93343,88484,90927,700030,1294213.0,69209259.0
1999-08-04,90429,93825,88972,88979,558970,1266529.0,69209259.0
1999-08-05,85560,89446,83607,83634,627020,1190399.0,69209259.0
1999-08-06,87516,88489,83868,86073,430640,1226371.0,69286502.0
1999-08-09,86304,87516,84842,86073,385150,1226371.0,69286502.0
1999-08-10,85566,89697,85076,89710,927390,1278336.0,69286502.0
1999-08-11,89947,91159,85566,86552,541710,1233300.0,69286502.0
1999-08-12,86537,93594,85081,91172,1630980,1299122.0,69286502.0
1999-08-13,91413,94332,89459,91659,1736420,1306051.0,69286502.0
1999-08-16,91890,98450,90917,94816,2146270,1351087.0,69286502.0
1999-08-17,94808,96503,88976,89957,1195610,1281800.0,69286502.0
1999-08-18,87991,90427,85561,87032,875310,1240228.0,69286502.0
1999-08-19,86528,88971,86051,87032,551950,1240228.0,69286502.0
1999-08-20,86302,90916,85567,89957,734400,1281800.0,69286502.0
1999-08-23,90909,91882,89936,91406,615190,1302586.0,69286502.0
1999-08-24,93341,94076,90434,90436,799120,1290149.0,69362843.0
1999-08-25,92373,94809,91406,94816,1404750,1352575.0,69362843.0
1999-08-26,97719,98698,90913,90927,1867290,1297085.0,69362843.0
1999-08-27,91406,92140,87996,89957,893290,1283213.0,69362843.0
1999-08-30,88983,91406,87996,88494,1007360,1262404.0,69362843.0
1999-08-31,88493,91651,87996,88494,742460,1262404.0,69362843.0
1999-09-01,89213,89697,85076,85096,893310,1213850.0,69362843.0
1999-09-02,75357,81666,75357,78774,1427200,1123678.0,69362843.0
1999-09-03,77786,80216,72920,76820,1244570,1095933.0,69362843.0
1999-09-06,75845,80227,75845,78289,694330,1116742.0,69362843.0
1999-09-07,80222,83142,78283,80236,567050,1144487.0,69362843.0
1999-09-08,79246,80703,75837,76341,608930,1088997.0,69362843.0
1999-09-09,77783,78518,75837,76341,491710,1088997.0,69362843.0
1999-09-10,76817,79974,76817,77797,482320,1109805.0,69362843.0
1999-09-13,81199,81676,74381,76341,952770,1088997.0,69362843.0
1999-09-14,77786,78037,76084,76820,519370,1095933.0,69362843.0
1999-09-15,77298,78278,74379,74399,423370,1061251.0,69362843.0
1999-09-16,73426,74381,69527,70025,563710,998825.0,69362843.0
1999-09-17,68052,72672,67085,71475,607030,1019634.0,69362843.0
1999-09-20,72915,72915,70486,70984,473190,1012698.0,69362843.0
1999-09-21,71468,72441,70495,71727,521490,1023102.0,69362843.0
1999-09-22,71715,71715,69524,70504,469490,1005761.0,69362843.0
1999-09-27,70982,70982,67580,68077,364680,971080.0,69362843.0
1999-09-28,67580,69043,66607,68077,422880,977629.0,69830634.0
1999-09-29,67581,67581,65139,65153,508080,935730.0,69830634.0
1999-09-30,63696,68800,63696,65650,680880,942714.0,69830634.0
1999-10-01,64900,66595,61742,65153,502920,935730.0,69830634.0
1999-10-04,65139,67336,64166,65153,540140,935730.0,69830634.0
1999-10-05,65886,67595,59074,59082,676200,848442.0,69830634.0
1999-10-06,67824,67824,61508,66130,1710000,949697.0,69830634.0
1999-10-07,67083,69996,66117,67831,751780,975236.0,69909384.0
1999-10-08,67336,67336,64166,65153,629940,936786.0,69909384.0
1999-10-11,66121,67088,64903,65883,407840,947272.0,69909384.0
1999-10-12,65142,69040,65142,69042,559510,992713.0,69909384.0
1999-10-13,67586,69519,66362,69527,438420,999704.0,69909384.0
1999-10-14,68305,68801,67094,67340,463070,968245.0,69909384.0
1999-10-15,68310,68310,64669,65404,412160,940281.0,69909384.0
1999-10-18,63202,63685,61249,61263,314410,880858.0,69909384.0
1999-10-19,61748,63204,58339,60292,347000,866876.0,69909384.0
1999-10-20,61251,62707,61012,61503,334390,884384.0,69911746.0
1999-10-21,62963,63201,59308,59316,359590,852923.0,69911746.0
1999-10-22,59315,60282,58587,59567,236640,856419.0,69911746.0
1999-10-25,59806,60051,54940,55193,434690,793498.0,69911746.0
1999-10-26,54446,55909,52500,53970,546540,776020.0,69911746.0
1999-10-27,54451,55663,53233,53730,385180,772525.0,69911746.0
1999-10-28,52502,54448,50555,54455,980290,783012.0,69911746.0
1999-10-29,54685,55413,52494,52514,993230,755047.0,69911746.0
1999-11-01,53474,59313,52990,58836,1431130,845932.0,69911746.0
1999-11-02,58343,61262,57376,59814,850100,860403.0,69951443.0
1999-11-03,59806,60779,58111,58357,431230,839417.0,69951443.0
1999-11-04,58815,65136,58577,64667,1379270,930354.0,69951443.0
1999-11-05,66120,71462,65630,70258,1843730,1010798.0,69951443.0
1999-11-08,71453,71453,66111,66615,1448640,958335.0,69951443.0
1999-11-09,67141,69841,63636,67426,1115940,874393.0,69951443.0
1999-11-10,66333,66604,63098,63383,635800,821929.0,69951443.0
1999-11-11,62288,65787,60942,61490,1141850,797446.0,69951443.0
1999-11-12,62556,64167,59321,59327,1221010,803019.0,73001766.0
1999-11-15,64718,67412,62018,67426,1893370,912522.0,73001766.0
1999-11-16,67410,67410,63098,63917,808610,865071.0,73001766.0
1999-11-17,62557,63640,57704,58253,1121930,788419.0,73001766.0
1999-11-18,57702,60943,57702,60139,499660,813970.0,73001766.0
1999-11-19,59318,62011,59047,62025,578560,839520.0,73001766.0
1999-11-22,62026,63102,59326,59880,489220,810765.0,73041889.0
1999-11-23,59867,61485,58791,59880,363860,810765.0,73041889.0
1999-11-24,59863,60397,58251,58517,387300,792504.0,73041889.0
1999-11-25,58776,59581,55812,56096,588710,759636.0,73041889.0
1999-11-26,56079,56079,52850,52858,949170,715811.0,73041889.0
1999-11-29,52860,52860,47995,49356,1551840,668333.0,73041889.0
1999-11-30,49066,55007,48157,51193,4922990,693168.0,73041889.0
1999-12-01,51557,56636,51557,56636,3093750,766940.0,73041889.0
1999-12-02,55544,59328,52850,52858,2781260,715811.0,73041889.0
1999-12-03,52853,53336,49883,50431,1245830,682942.0,73041889.0
1999-12-06,51178,51178,47195,47525,1588180,643499.0,73041889.0
1999-12-07,47512,48266,42170,43156,1330500,584335.0,73041889.0
1999-12-08,42228,44702,40449,43156,1130630,584335.0,73041889.0
1999-12-09,43139,43899,40710,40724,962530,551466.0,73041889.0
1999-12-10,41528,46806,41528,46389,1063210,628160.0,73041889.0
1999-12-13,46388,53342,46388,53349,1930980,722384.0,73041889.0
1999-12-14,52849,52849,49607,49731,1172140,673446.0,73041889.0
1999-12-15,50154,51617,46436,46978,718660,636195.0,73041889.0
1999-12-16,45674,47988,45462,46068,443240,623778.0,73041889.0
1999-12-17,45509,47236,43943,45902,537560,621586.0,73041889.0
1999-12-20,46858,47889,46111,46769,606850,633273.0,73041889.0
1999-12-21,45568,45620,42062,42186,733990,571188.0,73041889.0
1999-12-22,40605,41418,39472,40078,718940,542701.0,73041889.0
1999-12-23,40718,41369,38829,38837,762280,525902.0,73041889.0
1999-12-24,39103,41256,38832,39967,808250,541240.0,73041889.0
1999-12-27,41797,41797,39367,39967,531710,541240.0,73041889.0
1999-12-28,39851,39961,37801,39967,834390,541277.0,73046806.0
2000-01-04,38287,43946,38287,42013,713040,569035.0,73046806.0
2000-01-05,40489,41513,39470,40238,793570,544929.0,73046806.0
2000-01-06,41257,42282,37913,38088,590750,515710.0,73046806.0
2000-01-07,38125,39214,37751,38628,657920,737815.0,103046806.0
2000-01-10,38829,39912,38398,38837,900320,741937.0,103046806.0
2000-01-11,38828,39098,37261,37701,988460,720297.0,103046806.0
2000-01-12,37705,37705,35642,36140,825340,690414.0,103046806.0
2000-01-13,36282,36552,35045,35059,821020,669804.0,103046806.0
2000-01-14,35857,37094,35045,35059,1011590,669804.0,103046806.0
2000-01-17,35594,35858,34408,34628,816150,661560.0,103046806.0
2000-01-18,35053,35433,34292,34628,734560,661560.0,103046806.0
2000-01-19,34984,34984,30306,30745,1012810,587367.0,103046806.0
2000-01-20,29654,30188,27817,29726,1478270,567788.0,103046806.0
2000-01-21,30248,34140,28894,31286,3481750,597671.0,103046806.0
2000-01-24,32957,35980,32357,35974,3432630,687322.0,103046806.0
2000-01-25,35974,38662,35052,37006,3772810,706901.0,103046806.0
2000-01-26,37205,40343,36187,39642,2792430,757394.0,103046806.0
2000-01-27,39645,40611,38606,39967,1781350,763577.0,103046806.0
2000-01-28,39645,40611,38458,39967,1586740,763577.0,103046806.0
2000-01-31,39371,43683,38933,41209,2209450,787278.0,103046806.0
2000-02-01,41208,42059,39637,40398,862590,771821.0,103046806.0
2000-02-02,38827,41521,38285,41534,2346790,793460.0,103046806.0
2000-02-03,41147,41250,40058,41000,1078920,783357.0,103073229.0
2000-02-07,40498,40930,39641,39642,818340,757588.0,103073229.0
2000-02-08,40172,44753,39746,43691,3761970,834893.0,103073229.0
2000-02-09,43628,44485,41037,41264,1003460,788510.0,103073229.0
2000-02-10,40497,40555,38886,40453,1147380,773049.0,103073229.0
2000-02-11,39917,40774,38834,39273,961650,750373.0,103073229.0
2000-02-14,38829,39094,36883,38180,1107540,729758.0,103073229.0
2000-02-15,37802,39581,37802,38512,892630,735943.0,103073229.0
2000-02-16,39098,40761,38879,40343,1225710,770988.0,103073229.0
2000-02-17,40443,42066,37208,37872,3943990,723574.0,103073229.0
2000-02-18,37847,38716,34882,36410,1667920,695744.0,103073229.0
2000-02-21,35048,35048,32356,33387,1053350,638023.0,103073229.0
2000-02-22,32081,34517,31874,34524,1279110,659669.0,103073229.0
2000-02-23,35592,39683,34785,39697,2926370,758619.0,103073229.0
2000-02-24,39687,41472,39687,40945,2131050,782326.0,103073229.0
2000-02-25,39907,42330,38554,41049,807630,784387.0,103073229.0
2000-02-28,39422,42289,39106,41098,887440,785418.0,103073229.0
2000-02-29,42545,44375,40489,42069,1855470,803971.0,103073229.0
2000-03-02,42062,42603,40444,42456,847500,811186.0,103073229.0
2000-03-03,41798,42339,40291,41915,624810,800879.0,103073229.0
2000-03-06,42008,45294,40984,43691,1329920,834893.0,103073229.0
2000-03-07,43135,44218,42111,42775,635650,817371.0,103073229.0
2000-03-08,40981,43139,40981,42824,506670,818401.0,103073229.0
2000-03-09,43147,44165,39370,39378,899880,752435.0,103073229.0
2000-03-10,42552,43950,41527,43642,1209780,833862.0,103073229.0
2000-03-13,43086,43138,41301,42603,661650,814279.0,103073229.0
2000-03-14,42867,43138,41249,42603,327970,814279.0,103073229.0
2000-03-15,41797,42828,41314,42345,429830,809125.0,103073229.0
2000-03-16,42066,44225,42066,43156,588900,824586.0,103073229.0
2000-03-17,43676,44751,43140,44121,708260,843139.0,103073229.0
2000-03-20,44487,45576,43740,45577,724990,870969.0,103073229.0
2000-03-21,45293,52047,44597,51242,2231620,979196.0,103073229.0
2000-03-22,52862,54473,51289,54480,2436810,1041040.0,103073229.0
2000-03-23,52898,53872,51765,52268,1562820,998780.0,103073229.0
2000-03-24,50690,50690,47984,48010,643370,917352.0,103073229.0
2000-03-27,45844,50103,45573,48280,659340,922505.0,103073229.0
2000-03-28,48258,49025,46485,48600,592190,928690.0,103073229.0
2000-03-29,45838,49885,45838,48544,535990,927659.0,103073229.0
2000-03-30,49398,49442,46652,47304,279960,903952.0,103073229.0
2000-03-31,46000,47837,45884,47463,351430,907044.0,103073229.0
2000-04-03,49070,49398,46383,47144,347030,900860.0,103073229.0
2000-04-04,46491,47729,43675,45848,318660,876122.0,103073229.0
2000-04-06,45796,45796,43418,43587,225440,832832.0,103073229.0
2000-04-07,42104,44108,42104,43310,371300,827678.0,103073229.0
2000-04-10,48483,49772,46434,49786,1118230,951366.0,103073229.0
2000-04-11,50314,50694,44487,45307,1022730,865815.0,103073229.0
2000-04-12,45842,45842,43471,43691,373920,834893.0,103073229.0
2000-04-14,40500,43948,40500,43156,379580,824586.0,103073229.0
2000-04-17,38012,40436,37310,37756,378730,721513.0,103073229.0
2000-04-18,41525,41525,37910,39329,523720,751404.0,103073229.0
2000-04-19,39370,39911,38558,39378,416920,752435.0,103073229.0
2000-04-20,38557,40341,38395,39156,575490,748312.0,103073229.0
2000-04-21,38611,39101,38178,38837,389740,742127.0,103073229.0
2000-04-24,38830,39101,37477,38033,307460,726666.0,103073229.0
2000-04-25,36727,37804,35651,37817,312460,722543.0,103073229.0
2000-04-26,36405,37430,32145,32146,2728110,614316.0,103073229.0
2000-04-27,30733,31377,27601,29129,2390680,556595.0,103073229.0
2000-04-28,30197,32085,29927,30205,1358470,577210.0,103073229.0
2000-05-02,27602,30728,27602,30690,853870,586487.0,103073229.0
2000-05-03,29274,31110,29274,30635,460480,585456.0,103073229.0
2000-05-04,30885,32508,30885,31175,500200,595763.0,103073229.0
2000-05-08,31161,32025,30516,30524,350010,583394.0,103073229.0
2000-05-09,30511,30511,29268,29449,227520,562780.0,103073229.0
2000-05-10,29764,29925,28952,29449,220050,562780.0,103073229.0
2000-05-12,29113,29159,28031,28637,337420,547319.0,103073229.0
2000-05-15,27765,28512,25123,26697,350840,510212.0,103073229.0
2000-05-16,26965,27397,26424,26973,192780,515366.0,103073229.0
2000-05-17,26698,27284,24488,24540,414930,468983.0,103073229.0
2000-05-18,22639,24044,22266,22917,263260,438061.0,103073229.0
2000-05-19,22432,25345,21710,24006,420890,458676.0,103073229.0
2000-05-22,23726,23726,21354,21793,301830,416416.0,103073229.0
2000-05-23,21564,22640,21564,22113,330270,422600.0,103073229.0
2000-05-24,21569,24534,21086,23194,410680,443215.0,103073229.0
2000-05-25,23720,26659,23636,26665,12334960,509697.0,103073229.0
2000-05-26,26369,26910,22670,22690,1361330,433423.0,103073229.0
2000-05-29,19265,22319,19265,20497,1908040,391678.0,103073229.0
2000-05-30,22099,23555,21293,23569,1092840,450430.0,103073229.0
2000-05-31,24259,27063,22919,26432,2673770,505059.0,103073229.0
2000-06-01,24794,26895,23795,24325,1044450,464860.0,103073229.0
2000-06-02,24862,25564,23889,24521,1258900,468468.0,103073229.0
2000-06-05,25883,28151,25883,28158,1206650,538042.0,103073229.0
2000-06-07,28571,32341,28571,32361,1849100,618439.0,103073229.0
2000-06-08,35105,36554,29710,31335,1971510,598855.0,103073229.0
2000-06-09,30198,32086,28581,31501,932330,601948.0,103073229.0
2000-06-12,29764,33423,29764,32361,1164650,618439.0,103073229.0
2000-06-13,30192,32248,28091,28859,667710,551442.0,103073229.0
2000-06-14,29657,32080,27556,29129,1145070,556595.0,103073229.0
2000-06-15,29112,29112,25601,25621,588010,489598.0,103073229.0
2000-06-16,23830,26962,23830,24540,453620,468983.0,103073229.0
2000-06-19,23236,24911,22959,22979,392800,439092.0,103073229.0
2000-06-20,23192,24179,22696,23729,355970,453522.0,103073229.0
2000-06-21,23825,25179,23825,24110,383510,460737.0,103073229.0
2000-06-22,25244,26263,24593,25006,547720,477744.0,103073229.0
2000-06-23,25794,25872,24983,25351,269050,484444.0,103073229.0
2000-06-26,25336,25870,25232,25510,215240,487536.0,103073229.0
2000-06-27,25244,28041,25244,26463,628680,505574.0,103073229.0
2000-06-28,26441,27440,25442,25566,672470,488567.0,103073229.0
2000-06-29,25557,25853,24288,24540,471240,468983.0,103073229.0
2000-06-30,24323,25246,24323,25246,290020,482383.0,103073229.0
2000-07-03,24312,26141,24312,26161,541970,499905.0,103073229.0
2000-07-04,26413,26413,25330,25351,305800,484444.0,103073229.0
2000-07-05,25368,26251,24910,25105,517850,479806.0,103073229.0
2000-07-06,25292,26613,25073,26408,1006550,504543.0,103073229.0
2000-07-07,27228,28903,26899,27944,1451500,533919.0,103073229.0
2000-07-10,29653,30949,28461,28803,2167370,550411.0,103073229.0
2000-07-11,29818,30359,28852,28859,1466360,551442.0,103073229.0
2000-07-12,28525,28583,26372,26973,1063950,515366.0,103073229.0
2000-07-13,26907,27565,25999,26973,844600,515366.0,103073229.0
2000-07-14,26470,27230,26141,26291,467740,502482.0,103073229.0
2000-07-18,24417,25874,24417,25320,481230,483929.0,103073229.0
2000-07-19,25240,25344,24487,25080,424470,479291.0,103073229.0
2000-07-20,24800,25612,24529,24865,404770,475168.0,103073229.0
2000-07-21,24958,25370,24488,24540,366180,468983.0,103073229.0
2000-07-24,24324,24324,22430,22470,428730,429300.0,103073229.0
2000-07-25,21677,22638,21078,22168,515400,423631.0,103073229.0
2000-07-26,22189,22299,21138,21849,493890,417447.0,103073229.0
2000-07-27,22047,22370,21673,22113,372080,422600.0,103073229.0
2000-07-28,21833,22110,21188,21363,393430,408170.0,103073229.0
2000-07-31,20491,21805,20491,21793,253790,416416.0,103073229.0
2000-08-01,21776,22807,21564,22383,460150,427754.0,103073229.0
2000-08-02,22151,22615,21996,22359,217420,427239.0,103073229.0
2000-08-03,22692,23079,22376,22764,327180,434969.0,103073229.0
2000-08-04,22588,22697,21918,22660,205200,432908.0,103073229.0
2000-08-07,22058,22058,21356,21363,229920,408170.0,103073229.0
2000-08-08,21171,22061,21171,21443,211970,409716.0,103073229.0
2000-08-09,21487,22622,21487,22494,306460,429815.0,103073229.0
2000-08-10,22646,24264,22646,23974,673870,458161.0,103073229.0
2000-08-11,23506,23944,22933,23249,529580,444246.0,103073229.0
2000-08-14,26121,26121,23949,23950,805460,457645.0,103073229.0
2000-08-16,23511,24259,23292,23544,294510,449915.0,103073229.0
2000-08-17,23535,23535,22491,22660,384070,432908.0,103073229.0
2000-08-18,22640,23136,22325,22383,250450,427754.0,103073229.0
2000-08-21,22382,22872,22111,22519,239490,430331.0,103073229.0
2000-08-22,22640,23053,22544,22764,193670,434969.0,103073229.0
2000-08-23,23341,23645,22491,22660,329630,432908.0,103073229.0
2000-08-24,22699,22963,21887,22494,235790,429815.0,103073229.0
2000-08-25,22647,24806,22112,23815,489470,455068.0,103073229.0
2000-08-28,24287,24377,23237,23625,706660,451461.0,103073229.0
2000-08-29,23860,24259,23563,23791,417730,454553.0,103073229.0
2000-08-30,23606,24141,23188,23569,345150,450430.0,103073229.0
2000-08-31,23563,23621,22460,22494,351600,429815.0,103073229.0
2000-09-01,22210,22926,22210,22604,167200,431877.0,103073229.0
2000-09-04,22666,22808,21854,22113,184400,422600.0,103073229.0
