동양피스톤(092780),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-08-29,4710,4850,4675,4710,129598,62023.0,13168460.0
2019-08-30,4710,4815,4710,4790,54730,63077.0,13168460.0
2019-09-02,4875,4875,4735,4755,29239,62616.0,13168460.0
2019-09-03,4770,4790,4730,4760,21002,62682.0,13168460.0
2019-09-04,4785,4800,4660,4735,32643,62353.0,13168460.0
2019-09-05,4740,4805,4725,4785,38964,63011.0,13168460.0
2019-09-06,4790,4825,4705,4790,35479,63077.0,13168460.0
2019-09-09,4790,5260,4785,4860,537056,63999.0,13168460.0
2019-09-10,4990,4990,4785,4870,61799,64130.0,13168460.0
2019-09-11,4855,4900,4790,4820,55265,63472.0,13168460.0
2019-09-16,4820,4925,4810,4880,63555,64262.0,13168460.0
2019-09-17,4840,4905,4840,4890,36867,64394.0,13168460.0
2019-09-18,4890,4905,4830,4845,30024,63801.0,13168460.0
2019-09-19,4845,5150,4795,4960,106446,65316.0,13168460.0
2019-09-20,4990,4990,4880,4950,35571,65184.0,13168460.0
2019-09-23,4950,4960,4890,4950,21616,65184.0,13168460.0
2019-09-24,4865,5070,4865,5020,71389,66106.0,13168460.0
2019-09-25,5020,5020,4855,4940,47262,65052.0,13168460.0
2019-09-26,4970,4970,4760,4850,57313,63867.0,13168460.0
2019-09-27,4755,4880,4755,4800,24663,63209.0,13168460.0
2019-09-30,4740,4800,4615,4800,30557,63209.0,13168460.0
2019-10-01,4810,4815,4690,4765,24305,62748.0,13168460.0
2019-10-02,4700,4795,4680,4730,30750,62287.0,13168460.0
2019-10-04,4735,4740,4605,4665,29660,61431.0,13168460.0
2019-10-07,4605,4680,4530,4540,45707,59785.0,13168460.0
