제일연마(001560),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-02-06,3415,3555,3395,3495,75610,34950.0,5000000.0
2006-02-07,3410,4015,3410,4015,341775,40150.0,5000000.0
2006-02-08,4150,4365,3930,4080,358710,40800.0,5000000.0
2006-02-09,4170,4200,3825,4005,169868,40050.0,5000000.0
2006-02-10,3895,3960,3735,3850,190895,38500.0,5000000.0
2006-02-13,3850,4420,3850,4420,428070,44200.0,5000000.0
2006-02-14,4425,4550,4165,4400,355476,44000.0,5000000.0
2006-02-15,4550,4825,4240,4240,582088,42400.0,5000000.0
2006-02-16,4120,4275,4050,4050,170826,40500.0,5000000.0
2006-02-17,4030,4190,3900,3900,166341,39000.0,5000000.0
2006-02-20,3895,4020,3890,3950,127141,39500.0,5000000.0
2006-02-21,3950,4135,3925,4050,152714,40500.0,5000000.0
2006-02-22,4000,4135,3875,3905,119084,39050.0,5000000.0
2006-02-23,3915,3970,3825,3825,107594,38250.0,5000000.0
2006-02-24,3775,3800,3670,3725,90988,37250.0,5000000.0
2006-02-27,3670,3795,3670,3725,59595,37250.0,5000000.0
2006-02-28,3755,3850,3755,3765,53009,37650.0,5000000.0
2006-03-02,3755,3800,3695,3710,56837,37100.0,5000000.0
2006-03-03,3680,3750,3560,3595,48674,35950.0,5000000.0
2006-03-06,3550,3690,3550,3585,33130,35850.0,5000000.0
2006-03-07,3535,3535,3450,3450,48310,34500.0,5000000.0
2006-03-08,3355,3445,3300,3330,87290,33300.0,5000000.0
2006-03-09,3495,3730,3405,3555,126811,35550.0,5000000.0
2006-03-10,3510,3530,3410,3450,61600,34500.0,5000000.0
2006-03-13,3545,3645,3500,3500,50341,35000.0,5000000.0
2006-03-14,3460,3500,3400,3410,48971,34100.0,5000000.0
2006-03-15,3435,3495,3340,3340,26900,33400.0,5000000.0
2006-03-16,3360,3420,3225,3290,40670,32900.0,5000000.0
2006-03-17,3215,3330,3205,3250,38590,32500.0,5000000.0
2006-03-20,3250,3335,3225,3280,25937,32800.0,5000000.0
2006-03-21,3255,3320,3185,3245,34739,32450.0,5000000.0
2006-03-22,3200,3200,3130,3135,41330,31350.0,5000000.0
2006-03-23,3155,3270,3130,3180,41440,31800.0,5000000.0
2006-03-24,3120,3180,3020,3075,50230,30750.0,5000000.0
2006-03-27,3050,3145,3025,3055,25440,30550.0,5000000.0
2006-03-28,3060,3105,3055,3075,36490,30750.0,5000000.0
2006-03-29,3075,3090,3000,3045,25070,30450.0,5000000.0
2006-03-30,3050,3500,3050,3500,145870,35000.0,5000000.0
2006-03-31,3625,3840,3575,3700,258893,37000.0,5000000.0
2006-04-03,3725,3725,3505,3550,177218,35500.0,5000000.0
2006-04-04,3645,3645,3500,3590,100280,35900.0,5000000.0
2006-04-05,3565,3900,3505,3700,241168,37000.0,5000000.0
2006-04-06,3730,3865,3550,3550,127773,35500.0,5000000.0
2006-04-07,3555,3595,3465,3465,62555,34650.0,5000000.0
2006-04-10,3415,3450,3390,3400,56434,34000.0,5000000.0
2006-04-11,3400,3430,3300,3425,51430,34250.0,5000000.0
2006-04-12,3395,3525,3375,3525,41790,35250.0,5000000.0
2006-04-13,3565,3830,3565,3710,177900,37100.0,5000000.0
2006-04-14,3700,3700,3575,3600,62034,36000.0,5000000.0
2006-04-17,3615,3830,3615,3695,111790,36950.0,5000000.0
2006-04-18,3600,3665,3570,3570,79795,35700.0,5000000.0
2006-04-19,3605,3675,3560,3570,43840,35700.0,5000000.0
2006-04-20,3580,3580,3450,3460,53398,34600.0,5000000.0
2006-04-21,3425,3635,3410,3590,42590,35900.0,5000000.0
2006-04-24,3530,3545,3460,3475,37590,34750.0,5000000.0
2006-04-25,3475,3540,3450,3525,41290,35250.0,5000000.0
2006-04-26,3495,3570,3405,3530,41178,35300.0,5000000.0
2006-04-27,3560,4030,3550,3735,374240,37350.0,5000000.0
2006-04-28,3780,3805,3620,3705,108561,37050.0,5000000.0
2006-05-02,3820,4150,3780,4140,397825,41400.0,5000000.0
2006-05-03,4105,4320,3965,4185,305761,41850.0,5000000.0
2006-05-04,4110,4150,3965,4080,165062,40800.0,5000000.0
2006-05-08,4170,4175,3825,3825,181523,38250.0,5000000.0
2006-05-09,3735,3845,3710,3800,115748,38000.0,5000000.0
2006-05-10,3810,3985,3755,3800,105922,38000.0,5000000.0
2006-05-11,3895,3900,3740,3840,79160,38400.0,5000000.0
2006-05-12,3835,3835,3625,3695,74074,36950.0,5000000.0
2006-05-15,3575,3625,3550,3550,70608,35500.0,5000000.0
2006-05-16,3555,3620,3350,3425,79929,34250.0,5000000.0
2006-05-17,3400,3480,3400,3435,36041,34350.0,5000000.0
2006-05-18,3300,3325,3180,3210,54821,32100.0,5000000.0
2006-05-19,3150,3300,3150,3255,28553,32550.0,5000000.0
2006-05-22,3265,3495,3265,3280,51008,32800.0,5000000.0
2006-05-23,3200,3345,3200,3300,16644,33000.0,5000000.0
2006-05-24,3250,3420,3240,3325,42813,33250.0,5000000.0
2006-05-25,3345,3450,3250,3340,37100,33400.0,5000000.0
2006-05-26,3365,3425,3310,3380,12530,33800.0,5000000.0
2006-05-29,3415,3510,3400,3400,39430,34000.0,5000000.0
2006-05-30,3380,3475,3375,3400,26180,34000.0,5000000.0
2006-06-01,3400,3450,3210,3240,21150,32400.0,5000000.0
2006-06-02,3205,3345,3100,3200,35530,32000.0,5000000.0
2006-06-05,3080,3175,3080,3150,39016,31500.0,5000000.0
2006-06-07,2965,3075,2965,2965,30600,29650.0,5000000.0
2006-06-08,2850,3100,2835,3000,53410,30000.0,5000000.0
2006-06-09,3010,3100,2990,3030,17740,30300.0,5000000.0
2006-06-12,3005,3175,2990,3095,35666,30950.0,5000000.0
2006-06-13,3125,3125,2905,3045,16448,30450.0,5000000.0
2006-06-14,2950,3095,2950,3085,21521,30850.0,5000000.0
2006-06-15,3060,3215,3060,3095,20160,30950.0,5000000.0
2006-06-16,3135,3200,3100,3105,29412,31050.0,5000000.0
2006-06-19,3050,3125,3000,3000,10320,30000.0,5000000.0
2006-06-20,3000,3025,2945,3025,19459,30250.0,5000000.0
2006-06-21,3075,3075,2995,3050,18410,30500.0,5000000.0
2006-06-22,3145,3145,3040,3050,31190,30500.0,5000000.0
2006-06-23,3005,3050,2990,3020,29130,30200.0,5000000.0
2006-06-26,2985,3070,2985,3050,16672,30500.0,5000000.0
2006-06-27,3025,3085,3020,3025,17633,30250.0,5000000.0
2006-06-28,3000,3025,2925,2945,13181,29450.0,5000000.0
2006-06-29,3040,3040,2950,2995,19760,29950.0,5000000.0
2006-06-30,3015,3130,3015,3105,20769,31050.0,5000000.0
2006-07-03,3150,3150,3055,3065,7621,30650.0,5000000.0
2006-07-04,3070,3100,3060,3100,16283,31000.0,5000000.0
2006-07-05,3060,3095,3000,3075,17750,30750.0,5000000.0
2006-07-06,3095,3095,2915,3000,18760,30000.0,5000000.0
2006-07-07,3040,3275,3040,3240,48025,32400.0,5000000.0
2006-07-10,3175,3240,3115,3175,18210,31750.0,5000000.0
2006-07-11,3185,3240,3050,3080,18570,30800.0,5000000.0
2006-07-12,3045,3090,3005,3055,19960,30550.0,5000000.0
2006-07-13,3055,3055,2960,3050,40630,30500.0,5000000.0
2006-07-14,3020,3020,2935,3015,26500,30150.0,5000000.0
2006-07-18,2960,3015,2950,2950,33366,29500.0,5000000.0
2006-07-19,2995,2995,2935,2985,14390,29850.0,5000000.0
2006-07-20,2995,3045,2990,3000,15440,30000.0,5000000.0
2006-07-21,2975,3020,2950,3000,13794,30000.0,5000000.0
2006-07-24,2985,2995,2905,2995,15652,29950.0,5000000.0
2006-07-25,3015,3015,2935,2980,11181,29800.0,5000000.0
2006-07-26,2970,2990,2915,2945,19459,29450.0,5000000.0
2006-07-27,2910,2950,2910,2945,15084,29450.0,5000000.0
2006-07-28,2915,2945,2855,2855,20150,28550.0,5000000.0
2006-07-31,2855,2945,2855,2900,13391,29000.0,5000000.0
2006-08-01,2865,2915,2840,2840,15543,28400.0,5000000.0
2006-08-02,2780,2860,2780,2840,20640,28400.0,5000000.0
2006-08-03,2815,2920,2615,2755,60014,27550.0,5000000.0
2006-08-04,2805,3100,2805,2955,55780,29550.0,5000000.0
2006-08-07,2880,2940,2840,2850,18170,28500.0,5000000.0
2006-08-08,2875,2895,2805,2855,10630,28550.0,5000000.0
2006-08-09,2830,2845,2750,2840,24585,28400.0,5000000.0
2006-08-10,2850,2865,2780,2800,4941,28000.0,5000000.0
2006-08-11,2780,2840,2775,2775,31974,27750.0,5000000.0
2006-08-14,2775,2815,2755,2765,14340,27650.0,5000000.0
2006-08-16,2830,2830,2750,2785,18250,27850.0,5000000.0
2006-08-17,2770,2815,2770,2775,12778,27750.0,5000000.0
2006-08-18,2750,2880,2750,2840,13830,28400.0,5000000.0
2006-08-21,2775,2925,2775,2840,6260,28400.0,5000000.0
2006-08-22,2805,2900,2805,2845,19530,28450.0,5000000.0
2006-08-23,2830,2880,2825,2875,10670,28750.0,5000000.0
2006-08-24,2830,2860,2825,2845,6830,28450.0,5000000.0
2006-08-25,2850,2865,2820,2845,15810,28450.0,5000000.0
2006-08-28,2965,2965,2855,2890,15940,28900.0,5000000.0
2006-08-29,2860,2875,2840,2850,11856,28500.0,5000000.0
2006-08-30,2830,2925,2830,2875,12000,28750.0,5000000.0
2006-08-31,2875,2940,2860,2895,10487,28950.0,5000000.0
2006-09-01,2950,3035,2895,2970,25420,29700.0,5000000.0
2006-09-04,3030,3070,2975,2980,20691,29800.0,5000000.0
2006-09-05,2995,2995,2900,2935,7925,29350.0,5000000.0
2006-09-06,2950,3050,2925,3020,12440,30200.0,5000000.0
2006-09-07,2960,3015,2960,2995,10520,29950.0,5000000.0
2006-09-08,3000,3040,2980,3000,20560,30000.0,5000000.0
2006-09-11,2995,3030,2980,2985,9780,29850.0,5000000.0
2006-09-12,2950,3015,2950,3000,9550,30000.0,5000000.0
2006-09-13,3020,3070,2955,2955,8130,29550.0,5000000.0
2006-09-14,2975,2975,2910,2940,8470,29400.0,5000000.0
2006-09-15,2905,2995,2905,2990,7240,29900.0,5000000.0
2006-09-18,2995,3000,2955,2985,9350,29850.0,5000000.0
2006-09-19,2985,2985,2965,2985,6240,29850.0,5000000.0
2006-09-20,3035,3050,2975,3050,11201,30500.0,5000000.0
2006-09-21,3035,3240,3035,3175,50350,31750.0,5000000.0
2006-09-22,3160,3160,3060,3095,16650,30950.0,5000000.0
2006-09-25,3100,3555,3100,3420,122980,34200.0,5000000.0
2006-09-26,3375,3415,3250,3290,43847,32900.0,5000000.0
2006-09-27,3290,3370,3190,3190,20410,31900.0,5000000.0
2006-09-28,3160,3275,3105,3150,34329,31500.0,5000000.0
2006-09-29,3175,3175,3090,3145,15891,31450.0,5000000.0
2006-10-02,3145,3330,3100,3200,34510,32000.0,5000000.0
2006-10-04,3250,3250,3125,3125,16530,31250.0,5000000.0
2006-10-09,3090,3125,2710,2725,45760,27250.0,5000000.0
2006-10-10,2735,2835,2725,2760,22600,27600.0,5000000.0
2006-10-11,2755,2785,2720,2725,28680,27250.0,5000000.0
2006-10-12,2720,2800,2720,2795,15620,27950.0,5000000.0
2006-10-13,2875,2900,2825,2885,10670,28850.0,5000000.0
2006-10-16,2900,2975,2885,2925,10180,29250.0,5000000.0
2006-10-17,2925,2975,2800,2975,10140,29750.0,5000000.0
2006-10-18,2950,2950,2850,2910,8740,29100.0,5000000.0
2006-10-19,2875,3040,2875,2900,11170,29000.0,5000000.0
2006-10-20,2885,2975,2875,2900,3906,29000.0,5000000.0
2006-10-23,2900,2985,2880,2895,10280,28950.0,5000000.0
2006-10-24,2900,2955,2900,2950,8954,29500.0,5000000.0
2006-10-25,2915,3000,2915,2920,6510,29200.0,5000000.0
2006-10-26,2840,2920,2840,2920,8790,29200.0,5000000.0
2006-10-27,2875,2900,2825,2825,8502,28250.0,5000000.0
2006-10-30,2800,2855,2765,2770,9420,27700.0,5000000.0
2006-10-31,2780,2850,2780,2825,5760,28250.0,5000000.0
2006-11-01,2830,2945,2800,2880,6540,28800.0,5000000.0
2006-11-02,2900,2900,2895,2900,4720,29000.0,5000000.0
2006-11-03,2900,2990,2850,2895,6280,28950.0,5000000.0
2006-11-06,2865,2950,2830,2935,11160,29350.0,5000000.0
2006-11-07,3100,3110,2900,3035,27710,30350.0,5000000.0
2006-11-08,3050,3050,2935,2975,11250,29750.0,5000000.0
2006-11-09,2935,3005,2935,2965,5411,29650.0,5000000.0
2006-11-10,2965,2995,2920,2965,12340,29650.0,5000000.0
2006-11-13,3000,3025,2975,2995,10529,29950.0,5000000.0
2006-11-14,2980,3020,2950,2960,5412,29600.0,5000000.0
2006-11-15,2965,3030,2950,2965,13130,29650.0,5000000.0
2006-11-16,3045,3045,2970,3025,21420,30250.0,5000000.0
2006-11-17,3070,3135,3010,3080,40370,30800.0,5000000.0
2006-11-20,3150,3165,3050,3050,24297,30500.0,5000000.0
2006-11-21,3060,3140,3045,3075,30840,30750.0,5000000.0
2006-11-22,3080,3100,3000,3055,7640,30550.0,5000000.0
2006-11-23,3060,3120,3055,3100,6100,31000.0,5000000.0
2006-11-24,3075,3125,3035,3060,9269,30600.0,5000000.0
2006-11-27,3095,3095,3020,3040,13190,30400.0,5000000.0
2006-11-28,3025,3075,3000,3050,15810,30500.0,5000000.0
2006-11-29,3100,3135,3050,3100,15980,31000.0,5000000.0
2006-11-30,3100,3245,3100,3185,37390,31850.0,5000000.0
2006-12-01,3155,3200,3125,3180,14491,31800.0,5000000.0
2006-12-04,3195,3245,3160,3200,22750,32000.0,5000000.0
2006-12-05,3220,3250,3175,3195,20890,31950.0,5000000.0
2006-12-06,3200,3225,3040,3080,23140,30800.0,5000000.0
2006-12-07,3080,3145,3045,3050,11300,30500.0,5000000.0
2006-12-08,3060,3060,2925,2965,15750,29650.0,5000000.0
2006-12-11,2975,3050,2950,3050,6610,30500.0,5000000.0
2006-12-12,3015,3045,2990,2995,17701,29950.0,5000000.0
2006-12-13,2995,3050,2995,3015,10610,30150.0,5000000.0
2006-12-14,3025,3080,3015,3030,8700,30300.0,5000000.0
2006-12-15,3035,3115,3030,3095,8330,30950.0,5000000.0
2006-12-18,3060,3125,3060,3080,10118,30800.0,5000000.0
2006-12-19,3065,3085,3020,3075,8240,30750.0,5000000.0
2006-12-20,3050,3155,3035,3150,19550,31500.0,5000000.0
2006-12-21,3195,3195,3090,3130,12120,31300.0,5000000.0
2006-12-22,3125,3125,3055,3125,11820,31250.0,5000000.0
2006-12-26,3170,3170,3040,3070,22210,30700.0,5000000.0
2006-12-27,3050,3065,3025,3045,4157,30450.0,5000000.0
2006-12-28,3090,3095,3020,3070,830,30700.0,5000000.0
2007-01-02,3045,3055,3020,3025,6819,30250.0,5000000.0
2007-01-03,3025,3075,2990,3045,7610,30450.0,5000000.0
2007-01-04,3045,3050,2975,3025,6550,30250.0,5000000.0
2007-01-05,3025,3025,2950,3000,11280,30000.0,5000000.0
2007-01-08,3030,3030,2910,2910,12180,29100.0,5000000.0
2007-01-09,2900,2975,2900,2945,10170,29450.0,5000000.0
2007-01-10,2905,2935,2850,2855,7810,28550.0,5000000.0
2007-01-11,2830,2900,2830,2850,18630,28500.0,5000000.0
2007-01-12,2850,2890,2835,2840,16110,28400.0,5000000.0
2007-01-15,2855,2890,2845,2875,7370,28750.0,5000000.0
2007-01-16,2875,2875,2850,2850,3950,28500.0,5000000.0
2007-01-17,2870,2870,2800,2810,6400,28100.0,5000000.0
2007-01-18,2825,2825,2795,2820,5860,28200.0,5000000.0
2007-01-19,2785,2785,2735,2765,11221,27650.0,5000000.0
2007-01-22,2760,2950,2675,2690,23380,26900.0,5000000.0
2007-01-23,2695,2725,2670,2690,5140,26900.0,5000000.0
2007-01-24,2680,2790,2680,2750,9000,27500.0,5000000.0
2007-01-25,2845,2845,2700,2715,9200,27150.0,5000000.0
2007-01-26,2715,2730,2700,2725,4660,27250.0,5000000.0
2007-01-29,2705,2750,2705,2730,8240,27300.0,5000000.0
2007-01-30,2725,2775,2700,2720,11930,27200.0,5000000.0
2007-01-31,2770,2770,2720,2725,4030,27250.0,5000000.0
2007-02-01,2725,2780,2725,2760,8730,27600.0,5000000.0
2007-02-02,2825,2825,2750,2755,6440,27550.0,5000000.0
2007-02-05,2755,2780,2745,2780,9700,27800.0,5000000.0
2007-02-06,2780,2805,2765,2775,2500,27750.0,5000000.0
2007-02-07,2800,2960,2800,2960,45105,29600.0,5000000.0
2007-02-08,2880,2960,2880,2945,25220,29450.0,5000000.0
2007-02-09,3000,3000,2845,2860,27770,28600.0,5000000.0
2007-02-12,2850,2850,2800,2820,8050,28200.0,5000000.0
2007-02-13,2805,2900,2805,2840,3990,28400.0,5000000.0
2007-02-14,2875,2875,2810,2845,6180,28450.0,5000000.0
2007-02-15,2920,2920,2835,2845,3500,28450.0,5000000.0
2007-02-16,2845,2845,2800,2800,9480,28000.0,5000000.0
2007-02-20,2940,2940,2820,2835,6820,28350.0,5000000.0
2007-02-21,2840,2860,2830,2850,5980,28500.0,5000000.0
2007-02-22,2845,2870,2825,2850,16340,28500.0,5000000.0
2007-02-23,2850,2885,2850,2860,6230,28600.0,5000000.0
2007-02-26,2835,2870,2810,2865,7070,28650.0,5000000.0
2007-02-27,2850,2865,2815,2840,13781,28400.0,5000000.0
2007-02-28,2770,2850,2720,2785,25481,27850.0,5000000.0
2007-03-02,2760,2800,2750,2770,17231,27700.0,5000000.0
2007-03-05,2740,2765,2725,2735,9447,27350.0,5000000.0
2007-03-06,2725,2770,2725,2750,6332,27500.0,5000000.0
2007-03-07,2755,2805,2755,2785,3390,27850.0,5000000.0
2007-03-08,2815,2870,2775,2855,12465,28550.0,5000000.0
2007-03-09,2850,2865,2800,2865,6420,28650.0,5000000.0
2007-03-12,2880,2895,2840,2845,7360,28450.0,5000000.0
2007-03-13,2830,2875,2825,2850,1170,28500.0,5000000.0
2007-03-14,2825,2845,2810,2815,3273,28150.0,5000000.0
2007-03-15,2815,2840,2805,2820,6200,28200.0,5000000.0
2007-03-16,2820,2950,2820,2875,19207,28750.0,5000000.0
2007-03-19,2900,3125,2900,3050,51797,30500.0,5000000.0
2007-03-20,3100,3100,2980,3035,16120,30350.0,5000000.0
2007-03-21,3010,3040,2975,2990,24601,29900.0,5000000.0
2007-03-22,2990,3045,2975,2980,12049,29800.0,5000000.0
2007-03-23,2960,3025,2955,3000,17020,30000.0,5000000.0
2007-03-26,3005,3025,2995,3000,7300,30000.0,5000000.0
2007-03-27,3025,3025,2975,3025,15250,30250.0,5000000.0
2007-03-28,3045,3050,2935,2955,10806,29550.0,5000000.0
2007-03-29,2945,2985,2925,2980,13350,29800.0,5000000.0
2007-03-30,2950,3020,2950,2975,6160,29750.0,5000000.0
2007-04-02,2990,3225,2990,3065,15515,30650.0,5000000.0
2007-04-03,3035,3075,3005,3060,10440,30600.0,5000000.0
2007-04-04,3070,3095,2995,3035,14430,30350.0,5000000.0
2007-04-05,3035,3200,3000,3100,46825,31000.0,5000000.0
2007-04-06,3110,3245,3105,3210,80041,32100.0,5000000.0
2007-04-09,3250,3300,3175,3175,37000,31750.0,5000000.0
2007-04-10,3185,3250,3160,3195,19000,31950.0,5000000.0
2007-04-11,3235,3285,3215,3260,25309,32600.0,5000000.0
2007-04-12,3315,3315,3180,3220,22780,32200.0,5000000.0
2007-04-13,3225,3225,3105,3200,34610,32000.0,5000000.0
2007-04-16,3170,3205,3125,3185,23050,31850.0,5000000.0
2007-04-17,3300,3400,3240,3300,82260,33000.0,5000000.0
2007-04-18,3350,3580,3335,3550,206040,35500.0,5000000.0
2007-04-19,3625,3635,3430,3525,81851,35250.0,5000000.0
2007-04-20,3550,3605,3465,3525,80316,35250.0,5000000.0
2007-04-23,3575,3645,3515,3575,55090,35750.0,5000000.0
2007-04-24,3545,3550,3455,3550,38541,35500.0,5000000.0
2007-04-25,3555,3790,3550,3635,77810,36350.0,5000000.0
2007-04-26,3650,3775,3585,3600,46870,36000.0,5000000.0
2007-04-27,3575,3615,3510,3535,51241,35350.0,5000000.0
2007-04-30,3540,3540,3475,3530,31992,35300.0,5000000.0
2007-05-02,3545,3900,3500,3800,131080,38000.0,5000000.0
2007-05-03,3875,4295,3770,4145,161814,41450.0,5000000.0
2007-05-04,4150,4300,4135,4180,72817,41800.0,5000000.0
2007-05-07,4200,4245,4080,4230,51507,42300.0,5000000.0
2007-05-08,4200,4595,4185,4515,113201,45150.0,5000000.0
2007-05-09,4515,4730,4480,4540,72084,45400.0,5000000.0
2007-05-10,4510,4800,4455,4800,140620,48000.0,5000000.0
2007-05-11,4715,4845,4695,4770,51618,47700.0,5000000.0
2007-05-14,4800,4800,4450,4575,64891,45750.0,5000000.0
2007-05-15,4495,4495,4255,4255,78562,42550.0,5000000.0
2007-05-16,4255,4455,4130,4395,61500,43950.0,5000000.0
2007-05-17,4395,4450,4200,4200,50663,42000.0,5000000.0
2007-05-18,4200,4290,4100,4250,36021,42500.0,5000000.0
2007-05-21,4250,4445,4105,4425,93946,44250.0,5000000.0
2007-05-22,4460,4540,4355,4450,53155,44500.0,5000000.0
2007-05-23,4450,4535,4365,4450,66680,44500.0,5000000.0
2007-05-25,4400,4455,4355,4455,24600,44550.0,5000000.0
2007-05-28,4500,4545,4380,4395,23385,43950.0,5000000.0
2007-05-29,4395,4470,4350,4460,43150,44600.0,5000000.0
2007-05-30,4460,4495,4365,4495,39325,44950.0,5000000.0
2007-05-31,4600,4620,4475,4575,42710,45750.0,5000000.0
2007-06-01,4600,4600,4410,4590,45540,45900.0,5000000.0
2007-06-04,4505,4610,4475,4600,38740,46000.0,5000000.0
2007-06-05,5275,5275,5275,5275,8600,52750.0,5000000.0
2007-06-07,6050,6050,6050,6050,17550,60500.0,5000000.0
2007-06-08,6950,6950,6950,6950,135930,69500.0,5000000.0
2007-06-11,7500,7875,6250,6650,1027076,66500.0,5000000.0
2007-06-12,6650,7625,6650,7375,1097648,73750.0,5000000.0
2007-06-13,7400,7425,6850,6900,232427,69000.0,5000000.0
2007-06-14,7000,7175,6300,6750,324212,67500.0,5000000.0
2007-06-15,6750,7475,6675,7100,396708,71000.0,5000000.0
2007-06-18,7250,7500,6900,7450,278164,74500.0,5000000.0
2007-06-19,7825,8550,7700,8550,361790,85500.0,5000000.0
2007-06-20,8825,8825,7275,7275,600992,72750.0,5000000.0
2007-06-21,7050,8175,6900,7750,295232,77500.0,5000000.0
2007-06-22,8000,8050,7375,7450,120730,74500.0,5000000.0
2007-06-25,7250,7500,7075,7225,127129,72250.0,5000000.0
2007-06-26,7750,8275,7525,7600,274124,76000.0,5000000.0
2007-06-27,7875,7975,7550,7825,150940,78250.0,5000000.0
2007-06-28,8000,8025,7675,7850,90085,78500.0,5000000.0
2007-06-29,7700,7900,7500,7900,224368,79000.0,5000000.0
2007-07-02,7775,8000,7625,7675,180905,76750.0,5000000.0
2007-07-03,7825,7900,7650,7850,109185,78500.0,5000000.0
2007-07-04,7950,8700,7850,8400,247469,84000.0,5000000.0
2007-07-05,8400,8550,7900,7900,92810,79000.0,5000000.0
2007-07-06,7875,8350,7750,8250,114840,82500.0,5000000.0
2007-07-09,8350,8500,7925,8050,67683,80500.0,5000000.0
2007-07-10,8100,8250,7875,8150,58749,81500.0,5000000.0
2007-07-11,8125,8125,7850,7900,72790,79000.0,5000000.0
2007-07-12,7900,8200,7750,8150,121220,81500.0,5000000.0
2007-07-13,8250,8375,7925,8125,51760,81250.0,5000000.0
2007-07-16,8000,8025,7850,7925,55450,79250.0,5000000.0
2007-07-18,7725,7825,7550,7600,97701,76000.0,5000000.0
2007-07-19,7700,7725,7250,7725,54910,77250.0,5000000.0
2007-07-20,7800,7800,7500,7575,60299,75750.0,5000000.0
2007-07-23,7975,8675,7900,8550,457920,85500.0,5000000.0
2007-07-24,8750,8750,7275,7525,412833,75250.0,5000000.0
2007-07-25,7350,7400,7000,7250,363707,72500.0,5000000.0
2007-07-26,7375,7575,7150,7250,134820,72500.0,5000000.0
2007-07-27,7100,7400,6900,7125,163388,71250.0,5000000.0
2007-07-30,7125,7225,7000,7175,44327,71750.0,5000000.0
2007-07-31,7250,7600,7175,7275,76740,72750.0,5000000.0
2007-08-01,7350,7350,6875,6925,69923,69250.0,5000000.0
2007-08-02,7025,7100,6500,6700,90279,67000.0,5000000.0
2007-08-03,6725,7100,6725,7025,43473,70250.0,5000000.0
2007-08-06,6775,7250,6750,7150,54004,71500.0,5000000.0
2007-08-07,7350,7625,7150,7225,146567,72250.0,5000000.0
2007-08-08,7250,7675,7100,7300,114700,73000.0,5000000.0
2007-08-09,7550,7550,7225,7300,64170,73000.0,5000000.0
2007-08-10,7150,7150,6850,7000,54817,70000.0,5000000.0
2007-08-13,6925,7075,6750,6800,40030,68000.0,5000000.0
2007-08-14,6925,6925,5800,6350,117140,63500.0,5000000.0
2007-08-16,6000,6000,5400,5400,205580,54000.0,5000000.0
2007-08-17,5300,5625,5075,5250,72372,52500.0,5000000.0
2007-08-20,5575,6025,5575,6025,92599,60250.0,5000000.0
2007-08-21,6025,6750,5800,6325,81931,63250.0,5000000.0
