삼천리(004690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-09-13,110500,111000,109000,109000,7479,441998.0,4055025.0
2010-09-14,109000,110500,108500,109000,8460,441998.0,4055025.0
2010-09-15,108500,111000,108500,110500,9161,448080.0,4055025.0
2010-09-16,110000,115000,109500,112000,8499,454163.0,4055025.0
2010-09-17,111500,114500,111500,113000,6326,458218.0,4055025.0
2010-09-20,114500,115000,113000,113500,6971,460245.0,4055025.0
2010-09-24,113500,114500,113000,114000,2421,462273.0,4055025.0
2010-09-27,115000,115000,113500,114500,4635,464300.0,4055025.0
2010-09-28,114500,118500,114000,115000,8914,466328.0,4055025.0
2010-09-29,115000,116000,114500,114500,5839,464300.0,4055025.0
2010-09-30,116500,117000,115000,116000,6382,470383.0,4055025.0
2010-10-01,116500,119000,115000,117500,16446,476465.0,4055025.0
2010-10-04,117500,119500,116000,118000,8729,478493.0,4055025.0
2010-10-05,119500,119500,118000,118500,5024,480520.0,4055025.0
2010-10-06,119500,120500,118500,120000,6422,486603.0,4055025.0
2010-10-07,120000,120500,117500,119000,5614,482548.0,4055025.0
2010-10-08,120500,123000,118500,119000,8804,482548.0,4055025.0
2010-10-11,119000,119000,117500,118500,9431,480520.0,4055025.0
2010-10-12,119000,119000,116000,116000,27036,470383.0,4055025.0
2010-10-13,116500,120000,116500,117500,11166,476465.0,4055025.0
2010-10-14,118000,120500,118000,120000,10351,486603.0,4055025.0
2010-10-15,120000,122500,119000,120000,19064,486603.0,4055025.0
2010-10-18,120500,121500,118500,118500,9734,480520.0,4055025.0
2010-10-19,118500,122000,118000,119500,10961,484575.0,4055025.0
2010-10-20,121500,121500,119000,120000,7872,486603.0,4055025.0
2010-10-21,120500,121000,118500,119500,8359,484575.0,4055025.0
2010-10-22,120000,120500,119000,119500,5909,484575.0,4055025.0
2010-10-25,120000,120500,119000,120000,5708,486603.0,4055025.0
2010-10-26,120000,122000,120000,121000,9071,490658.0,4055025.0
2010-10-27,121000,122000,120500,121000,4964,490658.0,4055025.0
2010-10-28,121500,125000,121000,124000,11472,502823.0,4055025.0
2010-10-29,124000,124500,121500,123000,12992,498768.0,4055025.0
2010-11-01,123000,123000,119000,119500,15089,484575.0,4055025.0
2010-11-02,119500,119500,114500,115000,20180,466328.0,4055025.0
2010-11-03,115000,118000,114500,117500,15802,476465.0,4055025.0
2010-11-04,117000,117000,115500,116000,3996,470383.0,4055025.0
2010-11-05,116500,117500,115000,115500,7368,468355.0,4055025.0
2010-11-08,116500,119500,115500,119000,8873,482548.0,4055025.0
2010-11-09,120000,120000,117500,118500,4854,480520.0,4055025.0
2010-11-10,118500,118500,116000,116500,4689,472410.0,4055025.0
2010-11-11,116500,117500,115000,116000,3036,470383.0,4055025.0
2010-11-12,116000,116500,110500,112500,20477,456190.0,4055025.0
2010-11-15,112500,112500,110500,110500,5243,448080.0,4055025.0
2010-11-16,110500,113500,110000,113500,8766,460245.0,4055025.0
2010-11-17,112000,113000,111500,112000,2164,454163.0,4055025.0
2010-11-18,113000,113000,110500,111000,12744,450108.0,4055025.0
2010-11-19,111000,112000,110500,111000,11253,450108.0,4055025.0
2010-11-22,111000,111500,108000,108500,15673,439970.0,4055025.0
2010-11-23,108500,109000,107000,107000,8842,433888.0,4055025.0
2010-11-24,104000,106000,101000,105000,12134,425778.0,4055025.0
2010-11-25,105000,108000,105000,108000,5085,437943.0,4055025.0
2010-11-26,107000,108500,104000,105000,7376,425778.0,4055025.0
2010-11-29,105000,105000,103500,105000,2566,425778.0,4055025.0
2010-11-30,105500,106500,104500,104500,7918,423750.0,4055025.0
2010-12-01,105500,106500,105000,106000,5442,429833.0,4055025.0
2010-12-02,106000,108000,106000,107500,3457,435915.0,4055025.0
2010-12-03,107500,109500,106000,109500,10026,444025.0,4055025.0
2010-12-06,110000,111000,107000,110000,11896,446053.0,4055025.0
2010-12-07,110000,110500,108500,109500,8013,444025.0,4055025.0
2010-12-08,109000,109500,107500,107500,8865,435915.0,4055025.0
2010-12-09,109000,109000,106500,107000,10846,433888.0,4055025.0
2010-12-10,108000,109500,106000,108000,21480,437943.0,4055025.0
2010-12-13,108000,109500,106000,107000,20643,433888.0,4055025.0
2010-12-14,108000,108000,105500,106000,30486,429833.0,4055025.0
2010-12-15,106500,109000,105000,106500,37954,431860.0,4055025.0
2010-12-16,106000,107500,104500,105000,23722,425778.0,4055025.0
2010-12-17,106000,107000,105000,106000,16360,429833.0,4055025.0
2010-12-20,106000,106500,104500,106000,14299,429833.0,4055025.0
2010-12-21,107000,109000,107000,108500,11267,439970.0,4055025.0
2010-12-22,109500,112500,108500,112500,13409,456190.0,4055025.0
2010-12-23,113000,116000,112500,114500,12296,464300.0,4055025.0
2010-12-24,114000,116000,112000,114500,17295,464300.0,4055025.0
2010-12-27,114000,118000,113500,114000,21128,462273.0,4055025.0
2010-12-28,115000,116500,113000,115000,14258,466328.0,4055025.0
2010-12-29,112500,113500,111500,112500,5204,456190.0,4055025.0
2010-12-30,112500,113000,109000,111000,7674,450108.0,4055025.0
2011-01-03,112000,112000,110000,111500,4324,452135.0,4055025.0
2011-01-04,111500,112500,110000,110000,12131,446053.0,4055025.0
2011-01-05,110500,111000,108500,109000,8759,441998.0,4055025.0
2011-01-06,109500,110000,108000,109000,15301,441998.0,4055025.0
2011-01-07,109500,110000,108000,109500,6392,444025.0,4055025.0
2011-01-10,109500,112000,109000,111000,6397,450108.0,4055025.0
2011-01-11,111500,112000,109500,110000,6979,446053.0,4055025.0
2011-01-12,111000,111000,106500,107500,8664,435915.0,4055025.0
2011-01-13,108500,108500,106500,107000,5754,433888.0,4055025.0
2011-01-14,106500,107500,106000,106500,7280,431860.0,4055025.0
2011-01-17,107000,108500,107000,107500,4245,435915.0,4055025.0
2011-01-18,107500,110000,107000,109000,7104,441998.0,4055025.0
2011-01-19,109500,110500,107000,108000,8851,437943.0,4055025.0
2011-01-20,108000,108500,106000,106000,3509,429833.0,4055025.0
2011-01-21,106000,107000,105500,106000,4590,429833.0,4055025.0
2011-01-24,105500,108000,105500,107000,2165,433888.0,4055025.0
2011-01-25,107500,108000,106500,107000,8445,433888.0,4055025.0
2011-01-26,107000,108000,106500,107000,9532,433888.0,4055025.0
2011-01-27,107500,108500,106500,107000,12408,433888.0,4055025.0
2011-01-28,108000,108000,106500,106500,2807,431860.0,4055025.0
2011-01-31,106000,106500,106000,106500,4204,431860.0,4055025.0
2011-02-01,107000,107500,106000,106000,2872,429833.0,4055025.0
2011-02-07,106500,107000,105500,105500,4280,427805.0,4055025.0
2011-02-08,106500,106500,105000,106000,5023,429833.0,4055025.0
2011-02-09,106000,106500,105000,105000,2645,425778.0,4055025.0
2011-02-10,105500,105500,103500,104000,8095,421723.0,4055025.0
2011-02-11,104000,106500,103500,103500,10186,419695.0,4055025.0
2011-02-14,104000,107000,103000,104000,9384,421723.0,4055025.0
2011-02-15,104000,104000,99900,101500,10972,411585.0,4055025.0
2011-02-16,101500,102000,100000,101500,8607,411585.0,4055025.0
2011-02-17,102000,102500,100000,100500,6190,407530.0,4055025.0
2011-02-18,100500,102500,100000,102500,5177,415640.0,4055025.0
2011-02-21,102500,105500,101500,103000,11526,417668.0,4055025.0
2011-02-22,104000,104000,101500,102500,6401,415640.0,4055025.0
2011-02-23,102000,103000,101500,102500,5530,415640.0,4055025.0
2011-02-24,103000,103000,101500,102000,4077,413613.0,4055025.0
2011-02-25,102500,103000,101500,102000,9790,413613.0,4055025.0
2011-02-28,102000,103000,101000,102000,8664,413613.0,4055025.0
2011-03-02,102000,102000,101500,101500,3070,411585.0,4055025.0
2011-03-03,101500,102500,101000,102000,1179,413613.0,4055025.0
2011-03-04,102500,103500,101000,101000,2460,409558.0,4055025.0
2011-03-07,101500,102000,101000,101500,1505,411585.0,4055025.0
2011-03-08,101500,102500,101500,102500,6470,415640.0,4055025.0
2011-03-09,103000,103000,101500,101500,3536,411585.0,4055025.0
2011-03-10,101500,102000,101000,101500,2221,411585.0,4055025.0
2011-03-11,101500,102000,100000,102000,2039,413613.0,4055025.0
2011-03-14,102000,102000,101000,101500,5892,411585.0,4055025.0
2011-03-15,101500,102500,101000,101500,7912,411585.0,4055025.0
2011-03-16,101500,102000,99900,100000,4610,405502.0,4055025.0
2011-03-17,99900,100500,99900,100000,3664,405502.0,4055025.0
2011-03-18,100500,101500,99900,101500,5229,411585.0,4055025.0
2011-03-21,101500,101500,100500,101500,2368,411585.0,4055025.0
2011-03-22,101500,102000,100500,101500,7084,411585.0,4055025.0
2011-03-23,101000,101500,100500,101000,4014,409558.0,4055025.0
2011-03-24,101000,101500,100000,101000,9611,409558.0,4055025.0
2011-03-25,101500,102000,100500,101000,4370,409558.0,4055025.0
2011-03-28,101000,101500,100500,100500,4887,407530.0,4055025.0
2011-03-29,100500,101000,100000,101000,8424,409558.0,4055025.0
2011-03-30,100500,101500,99800,100000,34206,405502.0,4055025.0
2011-03-31,100000,102000,100000,100000,23201,405502.0,4055025.0
2011-04-01,101000,103500,100000,102500,27961,415640.0,4055025.0
2011-04-04,102000,104000,102000,104000,12134,421723.0,4055025.0
2011-04-05,104000,104000,102500,103500,8802,419695.0,4055025.0
2011-04-06,102500,103000,100500,102000,21161,413613.0,4055025.0
2011-04-07,101000,101500,100500,101000,7162,409558.0,4055025.0
2011-04-08,101000,102000,100000,100000,15842,405502.0,4055025.0
2011-04-11,100500,100500,99800,100000,13842,405502.0,4055025.0
2011-04-12,100000,100500,99600,99800,6499,404691.0,4055025.0
2011-04-13,99600,99800,99200,99300,19143,402664.0,4055025.0
2011-04-14,99300,100500,99300,99600,10183,403880.0,4055025.0
2011-04-15,99700,101000,99600,99700,13696,404286.0,4055025.0
2011-04-18,100000,100500,99300,100500,11037,407530.0,4055025.0
2011-04-19,100500,101000,99900,101000,4213,409558.0,4055025.0
2011-04-20,101000,102000,100500,100500,7254,407530.0,4055025.0
2011-04-21,101000,102000,100000,102000,10074,413613.0,4055025.0
2011-04-22,102000,102000,99900,100000,9495,405502.0,4055025.0
2011-04-25,100000,100500,99600,99900,5047,405097.0,4055025.0
2011-04-26,99900,100000,99100,99500,6932,403475.0,4055025.0
2011-04-27,99900,100000,99000,99200,11686,402258.0,4055025.0
2011-04-28,99200,99900,99100,99800,9364,404691.0,4055025.0
2011-04-29,99300,102000,99100,102000,14464,413613.0,4055025.0
2011-05-02,102000,107000,102000,107000,29309,433888.0,4055025.0
2011-05-03,105500,106500,103000,104000,15734,421723.0,4055025.0
2011-05-04,104500,106000,103000,104000,10388,421723.0,4055025.0
2011-05-06,104000,106000,102500,104500,9423,423750.0,4055025.0
2011-05-09,104000,105000,103500,104500,3405,423750.0,4055025.0
2011-05-11,104000,106500,104000,104500,4427,423750.0,4055025.0
2011-05-12,104500,104500,102500,103000,5329,417668.0,4055025.0
2011-05-13,103500,103500,101500,102000,4657,413613.0,4055025.0
2011-05-16,102000,103000,101500,102000,2562,413613.0,4055025.0
2011-05-17,102000,103000,101500,101500,2783,411585.0,4055025.0
2011-05-18,102000,103500,102000,103500,3483,419695.0,4055025.0
2011-05-19,103500,104000,102000,103500,2611,419695.0,4055025.0
2011-05-20,103000,103000,102000,102000,1642,413613.0,4055025.0
2011-05-23,102500,102500,101000,101500,1667,411585.0,4055025.0
2011-05-24,101500,103000,101000,103000,3636,417668.0,4055025.0
2011-05-25,103000,103000,100500,101500,4346,411585.0,4055025.0
2011-05-26,101500,102000,101000,102000,6650,413613.0,4055025.0
2011-05-27,101000,102500,100500,100500,2526,407530.0,4055025.0
2011-05-30,100500,100500,99500,99900,6291,405097.0,4055025.0
2011-05-31,100000,100500,99900,100500,4024,407530.0,4055025.0
2011-06-01,101000,101000,99900,100000,6377,405502.0,4055025.0
2011-06-02,99300,100500,99300,99600,8671,403880.0,4055025.0
2011-06-03,99600,100500,99500,99900,8492,405097.0,4055025.0
2011-06-07,100000,102500,99900,102500,5936,415640.0,4055025.0
2011-06-08,102500,102500,101000,101500,1338,411585.0,4055025.0
2011-06-09,101000,104000,101000,102000,5137,413613.0,4055025.0
2011-06-10,102000,103500,101500,102500,6855,415640.0,4055025.0
2011-06-13,102500,103000,102000,102000,2553,413613.0,4055025.0
2011-06-14,102000,102500,101000,102000,1628,413613.0,4055025.0
2011-06-15,102000,102500,101500,102500,1220,415640.0,4055025.0
2011-06-16,102000,102000,100500,100500,2875,407530.0,4055025.0
2011-06-17,100500,101500,100000,100500,2127,407530.0,4055025.0
2011-06-20,100500,101000,100000,100000,2547,405502.0,4055025.0
2011-06-21,101000,101000,100500,101000,2624,409558.0,4055025.0
2011-06-22,101000,102000,101000,101500,9786,411585.0,4055025.0
2011-06-23,102500,102500,100000,102000,8448,413613.0,4055025.0
2011-06-24,102500,102500,101500,102500,3724,415640.0,4055025.0
2011-06-27,102500,102500,101000,101500,1239,411585.0,4055025.0
2011-06-28,102000,102000,101500,101500,3390,411585.0,4055025.0
2011-06-29,101500,102500,101500,102000,2595,413613.0,4055025.0
2011-06-30,102000,103500,101500,103500,2203,419695.0,4055025.0
2011-07-01,103500,103500,102000,102500,2111,415640.0,4055025.0
2011-07-04,102500,102500,101500,102000,3801,413613.0,4055025.0
2011-07-05,102000,103500,101500,103000,2652,417668.0,4055025.0
2011-07-06,103000,105000,103000,104500,8013,423750.0,4055025.0
2011-07-07,104000,105000,103500,104000,4572,421723.0,4055025.0
2011-07-08,104000,104500,103500,104000,3483,421723.0,4055025.0
2011-07-11,104000,104000,103000,103000,3316,417668.0,4055025.0
2011-07-12,103000,103000,101500,102500,2405,415640.0,4055025.0
2011-07-13,103000,103000,102000,102500,3268,415640.0,4055025.0
2011-07-14,103000,103000,102000,102500,4052,415640.0,4055025.0
2011-07-15,102500,103500,102000,103500,6441,419695.0,4055025.0
2011-07-18,103500,104000,102500,102500,4469,415640.0,4055025.0
2011-07-19,102000,105500,102000,105000,12806,425778.0,4055025.0
2011-07-20,105000,105500,103000,103500,7807,419695.0,4055025.0
2011-07-21,103500,104000,103000,103500,4529,419695.0,4055025.0
2011-07-22,103500,105000,103000,103500,11475,419695.0,4055025.0
2011-07-25,104000,105500,103500,104000,6810,421723.0,4055025.0
2011-07-26,105000,105000,103000,103500,4383,419695.0,4055025.0
2011-07-27,104000,104000,103000,104000,6108,421723.0,4055025.0
2011-07-28,103500,103500,102000,103000,6554,417668.0,4055025.0
2011-07-29,102500,105000,102500,103000,5013,417668.0,4055025.0
2011-08-01,103000,104000,102500,104000,3845,421723.0,4055025.0
2011-08-02,104000,104000,101500,101500,4768,411585.0,4055025.0
2011-08-03,101000,101000,100000,100000,8986,405502.0,4055025.0
2011-08-04,101000,102000,100000,101000,7929,409558.0,4055025.0
2011-08-05,99300,99500,97600,97800,13693,396581.0,4055025.0
2011-08-08,97700,97700,94600,94800,12181,384416.0,4055025.0
2011-08-09,92100,93600,80700,93500,17180,379145.0,4055025.0
2011-08-10,97700,103500,96500,102500,38057,415640.0,4055025.0
2011-08-11,100000,102500,96000,102000,13171,413613.0,4055025.0
2011-08-12,102000,102000,98000,98000,50012,397392.0,4055025.0
2011-08-16,99800,100500,98500,100000,19093,405502.0,4055025.0
2011-08-17,99900,100500,99200,100000,12228,405502.0,4055025.0
2011-08-18,99800,100500,99300,100000,32183,405502.0,4055025.0
2011-08-19,99000,100500,97700,99200,16853,402258.0,4055025.0
2011-08-22,99000,99400,97900,98700,4128,400231.0,4055025.0
2011-08-23,98500,99300,97500,99300,6577,402664.0,4055025.0
2011-08-24,99000,100000,98400,100000,4714,405502.0,4055025.0
2011-08-25,100000,100500,99300,100000,9405,405502.0,4055025.0
2011-08-26,99200,99900,99200,99500,2387,403475.0,4055025.0
2011-08-29,99200,99800,98900,99000,1840,401447.0,4055025.0
2011-08-30,99300,101000,99200,100000,5064,405502.0,4055025.0
2011-08-31,100500,101000,100000,101000,2252,409558.0,4055025.0
2011-09-01,101000,101500,100000,100000,2980,405502.0,4055025.0
2011-09-02,100500,101500,100000,101500,1790,411585.0,4055025.0
2011-09-05,101000,102000,100500,100500,4141,407530.0,4055025.0
2011-09-06,101000,101000,99800,100000,3172,405502.0,4055025.0
2011-09-07,100000,101000,100000,101000,1749,409558.0,4055025.0
2011-09-08,101000,101000,100000,100500,3799,407530.0,4055025.0
2011-09-09,100500,101000,100000,100500,2357,407530.0,4055025.0
2011-09-14,100000,100500,97400,97800,4957,396581.0,4055025.0
2011-09-15,98000,98800,97400,97700,1952,396176.0,4055025.0
2011-09-16,97500,100000,97500,100000,4781,405502.0,4055025.0
2011-09-19,99100,99500,98600,99400,1820,403069.0,4055025.0
2011-09-20,99400,99500,99000,99000,2849,401447.0,4055025.0
2011-09-21,99000,100000,99000,100000,4280,405502.0,4055025.0
2011-09-22,98500,100000,98500,99800,1723,404691.0,4055025.0
2011-09-23,98000,99200,97300,97600,1625,395770.0,4055025.0
2011-09-26,97600,97900,94400,94600,1941,383605.0,4055025.0
2011-09-27,94600,97300,94600,96600,1717,391715.0,4055025.0
2011-09-28,97000,97000,96000,96700,1506,392121.0,4055025.0
2011-09-29,97300,97300,95800,96900,836,392932.0,4055025.0
2011-09-30,96900,98000,95500,98000,1637,397392.0,4055025.0
2011-10-04,98000,98000,96000,97300,2402,394554.0,4055025.0
2011-10-05,98000,98000,96000,96300,759,390499.0,4055025.0
2011-10-06,97000,97700,96000,96800,4428,392526.0,4055025.0
2011-10-07,96800,97100,95900,96200,2153,390093.0,4055025.0
2011-10-10,96900,97000,94900,96000,5421,389282.0,4055025.0
2011-10-11,96400,96800,96000,96500,3255,391310.0,4055025.0
2011-10-12,95400,97400,95400,96900,1450,392932.0,4055025.0
2011-10-13,96300,97400,96300,96400,1422,390904.0,4055025.0
2011-10-14,96200,96700,96000,96200,664,390093.0,4055025.0
2011-10-17,96300,96400,95800,96200,1717,390093.0,4055025.0
2011-10-18,96000,96000,95700,95900,760,388877.0,4055025.0
2011-10-19,95900,96300,95400,96100,1590,389688.0,4055025.0
2011-10-20,96200,96700,96000,96000,1463,389282.0,4055025.0
2011-10-21,96000,96700,95800,96700,2202,392121.0,4055025.0
2011-10-24,97100,97300,96500,97100,2441,393743.0,4055025.0
2011-10-25,97500,97500,96500,96900,1824,392932.0,4055025.0
2011-10-26,96300,96900,96000,96900,899,392932.0,4055025.0
2011-10-27,96300,96800,95900,96200,3016,390093.0,4055025.0
2011-10-28,96300,96600,95900,96400,4579,390904.0,4055025.0
2011-10-31,96900,96900,96000,96000,1730,389282.0,4055025.0
2011-11-01,96200,96200,94300,94400,6622,382794.0,4055025.0
2011-11-02,94400,94600,93500,93500,2033,379145.0,4055025.0
2011-11-03,94500,95200,93300,93500,3022,379145.0,4055025.0
2011-11-04,93600,95000,93600,94700,3028,384011.0,4055025.0
2011-11-07,95000,95000,94600,94700,754,384011.0,4055025.0
2011-11-08,94700,94900,93200,94300,2358,382389.0,4055025.0
2011-11-09,93800,94500,93800,94300,654,382389.0,4055025.0
2011-11-10,93900,93900,91700,91700,4734,371846.0,4055025.0
2011-11-11,92900,92900,91700,92100,2341,373468.0,4055025.0
2011-11-14,92200,93000,91800,92000,10056,373062.0,4055025.0
2011-11-15,92600,92600,90000,90500,11689,366980.0,4055025.0
2011-11-16,91100,91100,90000,90100,2942,365358.0,4055025.0
2011-11-17,90100,90500,89000,90100,5874,365358.0,4055025.0
2011-11-18,89800,90000,89200,89600,3219,363330.0,4055025.0
2011-11-21,89500,90400,89400,89800,1763,364141.0,4055025.0
2011-11-22,89900,89900,89300,89800,4502,364141.0,4055025.0
2011-11-23,89700,89700,88600,89600,3459,363330.0,4055025.0
2011-11-24,89100,89600,88600,89200,1007,361708.0,4055025.0
2011-11-25,89000,90000,88800,89500,1899,362925.0,4055025.0
2011-11-28,89500,90100,88500,89700,3826,363736.0,4055025.0
2011-11-29,89700,90500,89600,90200,4819,365763.0,4055025.0
2011-11-30,90400,90900,89700,90900,6439,368602.0,4055025.0
2011-12-01,91500,91700,90600,90600,4719,367385.0,4055025.0
2011-12-02,90800,91000,90400,90600,2970,367385.0,4055025.0
2011-12-05,91200,91200,90600,90700,1624,367791.0,4055025.0
2011-12-06,90800,91100,90500,90500,8074,366980.0,4055025.0
2011-12-07,90600,91200,90600,90900,2735,368602.0,4055025.0
2011-12-08,91700,91700,90900,91100,6147,369413.0,4055025.0
2011-12-09,91500,91500,90000,90000,4229,364952.0,4055025.0
2011-12-12,90800,90800,90000,90100,3294,365358.0,4055025.0
2011-12-13,90500,91100,90500,90500,3210,366980.0,4055025.0
2011-12-14,90500,90700,90500,90500,7501,366980.0,4055025.0
2011-12-15,90600,92000,90600,91900,6554,372657.0,4055025.0
2011-12-16,92000,94200,92000,92900,5067,376712.0,4055025.0
2011-12-19,93300,93300,89400,91000,4870,369007.0,4055025.0
2011-12-20,91000,91800,90900,91800,2964,372251.0,4055025.0
2011-12-21,91700,92500,91600,92000,1049,373062.0,4055025.0
2011-12-22,92300,92300,91300,91800,2411,372251.0,4055025.0
2011-12-23,91900,92300,91700,91900,3225,372657.0,4055025.0
2011-12-26,92300,92900,91800,92500,1428,375090.0,4055025.0
2011-12-27,91800,92500,91800,92300,441,374279.0,4055025.0
2011-12-28,92000,92000,91000,91500,5543,371035.0,4055025.0
2011-12-29,91000,91500,91000,91500,718,371035.0,4055025.0
2012-01-02,91600,91600,91000,91000,7455,369007.0,4055025.0
2012-01-03,91500,91500,91000,91200,21206,369818.0,4055025.0
2012-01-04,91700,91700,90900,91300,2054,370224.0,4055025.0
2012-01-05,91300,91400,90500,91000,1055,369007.0,4055025.0
2012-01-06,90700,91300,90700,90900,974,368602.0,4055025.0
2012-01-09,90900,91100,90700,91100,10597,369413.0,4055025.0
2012-01-10,91000,92500,90500,92000,72848,373062.0,4055025.0
2012-01-11,91800,91800,91000,91300,1677,370224.0,4055025.0
2012-01-12,91100,91300,89500,89900,10242,364547.0,4055025.0
2012-01-13,89600,90200,89600,90000,1299,364952.0,4055025.0
2012-01-16,90000,90000,89100,89400,1905,362519.0,4055025.0
2012-01-17,89700,90000,89400,90000,1949,364952.0,4055025.0
2012-01-18,89800,90100,89700,89800,2168,364141.0,4055025.0
2012-01-19,89600,89700,89200,89500,5299,362925.0,4055025.0
2012-01-20,89400,89600,89100,89400,2190,362519.0,4055025.0
2012-01-25,89400,89600,89100,89400,5033,362519.0,4055025.0
2012-01-26,89400,89400,88500,88700,5032,359681.0,4055025.0
2012-01-27,88600,88800,88300,88500,6080,358870.0,4055025.0
2012-01-30,88600,89700,88500,89600,1726,363330.0,4055025.0
2012-01-31,89700,90500,89200,90500,3852,366980.0,4055025.0
2012-02-01,89800,91400,89300,91400,7252,370629.0,4055025.0
2012-02-02,91400,91400,90500,91000,2769,369007.0,4055025.0
2012-02-03,91200,91200,90200,90400,2647,366574.0,4055025.0
2012-02-06,90800,90800,89800,90400,3876,366574.0,4055025.0
2012-02-07,90200,90400,89900,90000,2502,364952.0,4055025.0
2012-02-08,90000,90800,89500,90200,6942,365763.0,4055025.0
2012-02-09,90100,91100,90000,91000,17673,369007.0,4055025.0
2012-02-10,91000,93100,91000,92600,27204,375495.0,4055025.0
2012-02-13,92900,94500,92900,94000,14427,381172.0,4055025.0
2012-02-14,94700,94800,93800,93800,9511,380361.0,4055025.0
2012-02-15,94300,94500,93600,94300,17959,382389.0,4055025.0
2012-02-16,103000,108000,99900,104000,369264,421723.0,4055025.0
2012-02-17,108000,108500,98000,99400,142419,403069.0,4055025.0
2012-02-20,99600,99900,94800,95900,85437,388877.0,4055025.0
2012-02-21,96000,96000,92300,92900,65173,376712.0,4055025.0
2012-02-22,92600,94200,92300,93400,91928,378739.0,4055025.0
2012-02-23,94000,98500,94000,98000,55150,397392.0,4055025.0
2012-02-24,98400,102500,98200,102000,52328,413613.0,4055025.0
2012-02-27,102000,104500,100500,103000,38835,417668.0,4055025.0
2012-02-28,102500,103500,100500,103000,16787,417668.0,4055025.0
2012-02-29,104500,104500,101000,102500,18851,415640.0,4055025.0
2012-03-02,102500,103000,99900,102000,17867,413613.0,4055025.0
2012-03-05,102000,102000,99700,99800,17306,404691.0,4055025.0
2012-03-06,98700,100500,97700,100000,11350,405502.0,4055025.0
2012-03-07,99900,101000,98200,100000,11340,405502.0,4055025.0
2012-03-08,100000,100500,99500,100000,7013,405502.0,4055025.0
2012-03-09,99800,100000,98500,99800,13086,404691.0,4055025.0
2012-03-12,101000,105500,99800,103500,15993,419695.0,4055025.0
2012-03-13,105500,107500,102500,103500,14046,419695.0,4055025.0
2012-03-14,104000,104000,100500,100500,9674,407530.0,4055025.0
2012-03-15,101000,104500,101000,101500,15410,411585.0,4055025.0
2012-03-16,102000,103000,99900,99900,8861,405097.0,4055025.0
2012-03-19,101000,101500,95600,96500,28438,391310.0,4055025.0
2012-03-20,96200,98000,96200,96600,7273,391715.0,4055025.0
2012-03-21,96800,97600,96400,96500,4206,391310.0,4055025.0
2012-03-22,96800,98500,96400,98500,8648,399420.0,4055025.0
2012-03-23,97500,98400,96400,96400,13554,390904.0,4055025.0
2012-03-26,96500,96800,95500,96300,5903,390499.0,4055025.0
2012-03-27,96400,96800,95500,96600,5548,391715.0,4055025.0
2012-03-28,96400,96900,95500,95700,17919,388066.0,4055025.0
2012-03-29,95500,95800,94700,95200,47053,386038.0,4055025.0
2012-03-30,94800,96000,94700,94700,4602,384011.0,4055025.0
2012-04-02,96100,96100,94900,95900,3665,388877.0,4055025.0
2012-04-03,95900,95900,95100,95600,4597,387660.0,4055025.0
2012-04-04,95500,95600,95100,95200,15824,386038.0,4055025.0
2012-04-05,95500,95500,92000,95000,6848,385227.0,4055025.0
2012-04-06,95000,95100,93000,93700,4756,379956.0,4055025.0
2012-04-09,93700,93700,91000,91500,9756,371035.0,4055025.0
2012-04-10,91300,92800,91300,91500,5318,371035.0,4055025.0
2012-04-12,92400,92500,91000,92400,3834,374684.0,4055025.0
2012-04-13,92700,94100,92600,93400,2454,378739.0,4055025.0
2012-04-16,93400,93800,92500,92900,1452,376712.0,4055025.0
2012-04-17,93000,93600,92800,93100,1539,377523.0,4055025.0
2012-04-18,93100,94000,92900,93400,2740,378739.0,4055025.0
2012-04-19,93100,95100,93100,94200,2579,381983.0,4055025.0
2012-04-20,92500,94300,92500,94000,2470,381172.0,4055025.0
2012-04-23,93600,94700,93400,93500,1941,379145.0,4055025.0
2012-04-24,93800,93900,92500,92700,3366,375901.0,4055025.0
2012-04-25,92700,93400,91900,92300,4689,374279.0,4055025.0
2012-04-26,92900,93500,91700,92300,3794,374279.0,4055025.0
2012-04-27,92000,92900,91500,91900,4612,372657.0,4055025.0
2012-04-30,92400,92400,90900,91200,5655,369818.0,4055025.0
2012-05-02,91200,91700,90600,91000,5098,369007.0,4055025.0
2012-05-03,91000,91600,91000,91300,1624,370224.0,4055025.0
2012-05-04,91900,92500,91100,92400,2680,374684.0,4055025.0
2012-05-07,92000,92500,92000,92300,2081,374279.0,4055025.0
2012-05-08,92300,93900,92300,93200,2379,377928.0,4055025.0
2012-05-09,93300,97100,93300,95500,6455,387255.0,4055025.0
2012-05-10,95400,95600,93500,95300,2434,386444.0,4055025.0
2012-05-11,95300,95500,93900,94800,1857,384416.0,4055025.0
2012-05-14,93500,94700,92900,93400,3635,378739.0,4055025.0
2012-05-15,92200,92800,91500,92000,3801,373062.0,4055025.0
2012-05-16,91700,92600,91000,91500,7328,371035.0,4055025.0
2012-05-17,91300,91600,91000,91400,4659,370629.0,4055025.0
2012-05-18,91400,91500,89900,90500,44180,366980.0,4055025.0
2012-05-21,90500,90500,87300,88300,6382,358059.0,4055025.0
2012-05-22,88400,90300,88200,89300,4513,362114.0,4055025.0
2012-05-23,89300,90000,88800,89200,1819,361708.0,4055025.0
2012-05-24,88700,89800,88700,89300,1045,362114.0,4055025.0
