서연(007860),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-06-16,618,667,618,666,82500,25950.0,1000000.0
1999-06-17,643,664,623,657,48800,25600.0,1000000.0
1999-06-18,664,664,630,636,26500,24800.0,1000000.0
1999-06-21,596,641,596,616,15800,24000.0,1000000.0
1999-06-22,605,654,605,654,85500,25500.0,1000000.0
1999-06-23,666,692,641,682,148300,26600.0,1000000.0
1999-06-24,692,744,692,730,247100,28450.0,1000000.0
1999-06-25,718,746,718,746,44900,29100.0,1000000.0
1999-06-28,751,756,710,744,110200,29000.0,1000000.0
1999-06-29,720,741,720,731,66900,28500.0,1000000.0
1999-06-30,743,743,705,705,40600,27500.0,1000000.0
1999-07-01,710,731,705,718,42100,28000.0,1000000.0
1999-07-02,718,807,692,808,209900,31500.0,1000000.0
1999-07-05,810,897,810,859,206100,33500.0,1000000.0
1999-07-06,897,897,846,846,71100,33000.0,1000000.0
1999-07-07,872,897,846,872,147600,34000.0,1000000.0
1999-07-08,897,897,769,849,106500,33100.0,1000000.0
1999-07-09,872,892,846,859,145900,33500.0,1000000.0
1999-07-12,859,859,854,859,58100,33500.0,1000000.0
1999-07-13,784,859,784,859,69000,33500.0,1000000.0
1999-07-14,872,896,836,895,136500,34900.0,1000000.0
1999-07-15,905,905,872,875,27400,34100.0,1000000.0
1999-07-16,897,908,849,908,132400,35400.0,1000000.0
1999-07-19,925,936,895,895,143100,34900.0,1000000.0
1999-07-20,897,946,895,905,263600,35300.0,1000000.0
1999-07-21,905,949,897,949,153300,37000.0,1000000.0
1999-07-22,949,1008,949,995,221100,38800.0,1000000.0
1999-07-23,1013,1038,995,1026,362900,40000.0,1000000.0
1999-07-26,1013,1015,974,1000,167800,39000.0,1000000.0
1999-07-27,1000,1038,1000,1039,70400,40500.0,1000000.0
1999-07-28,1013,1038,1013,1039,65000,40500.0,1000000.0
1999-07-29,1013,1056,1013,1039,86500,40500.0,1000000.0
1999-07-30,1026,1051,1020,1052,103100,41000.0,1000000.0
1999-08-02,1064,1154,1064,1141,97800,44500.0,1000000.0
1999-08-03,1190,1190,1128,1177,66900,45900.0,1000000.0
1999-08-04,1154,1179,1154,1154,64500,45000.0,1000000.0
1999-08-05,1077,1167,1077,1141,227900,44500.0,1000000.0
1999-08-06,1079,1164,1079,1141,25800,44500.0,1000000.0
1999-08-09,1141,1177,1064,1141,76800,44500.0,1000000.0
1999-08-10,1118,1192,1090,1193,130000,46500.0,1000000.0
1999-08-11,1279,1279,1156,1180,13100,46000.0,1000000.0
1999-08-12,1182,1200,1179,1180,63200,46000.0,1000000.0
1999-08-13,1141,1282,1141,1283,70600,50000.0,1000000.0
1999-08-16,1179,1277,1179,1277,18400,49800.0,1000000.0
1999-08-17,1277,1277,1156,1180,46000,46000.0,1000000.0
1999-08-18,1179,1223,1077,1224,82300,47700.0,1000000.0
1999-08-19,1161,1236,1161,1185,103900,46200.0,1000000.0
1999-08-20,1192,1218,1192,1218,42200,47500.0,1000000.0
1999-08-23,1220,1246,1220,1231,80900,48000.0,1000000.0
1999-08-24,1354,1354,1259,1270,64200,49500.0,1000000.0
1999-08-25,1269,1280,1180,1279,64800,49850.0,1000000.0
1999-08-26,1269,1344,1231,1283,79700,50000.0,1000000.0
1999-08-27,1269,1305,1208,1231,34200,48000.0,1000000.0
1999-08-30,1179,1254,1102,1208,116700,47100.0,1000000.0
1999-08-31,1182,1254,1182,1231,16600,48000.0,1000000.0
1999-09-01,1192,1205,1167,1206,62500,47000.0,1000000.0
1999-09-02,1154,1205,1131,1200,44000,46800.0,1000000.0
1999-09-03,1200,1215,1149,1206,25400,47000.0,1000000.0
1999-09-06,1156,1254,1156,1200,17200,46800.0,1000000.0
1999-09-07,1156,1231,1156,1193,21900,46500.0,1000000.0
1999-09-08,1228,1228,1172,1218,62400,47500.0,1000000.0
1999-09-09,1228,1228,1182,1218,33600,47500.0,1000000.0
1999-09-10,1167,1202,1167,1203,18400,46900.0,1000000.0
1999-09-13,1215,1218,1156,1203,17700,46900.0,1000000.0
1999-09-14,1154,1200,1154,1200,49800,46800.0,1000000.0
1999-09-15,1200,1200,1179,1190,14400,46400.0,1000000.0
1999-09-16,1190,1205,1154,1206,50300,47000.0,1000000.0
1999-09-17,1200,1200,1192,1193,4300,46500.0,1000000.0
1999-09-20,1187,1200,1154,1193,24000,46500.0,1000000.0
1999-09-21,1172,1192,1169,1193,19600,46500.0,1000000.0
1999-09-22,1192,1244,1154,1167,62100,45500.0,1000000.0
1999-09-27,1205,1205,1168,1197,35700,46650.0,1000000.0
1999-09-28,1200,1200,1192,1198,21500,46700.0,1000000.0
1999-09-29,1197,1269,1197,1244,73100,48500.0,1000000.0
1999-09-30,1244,1359,1231,1283,128500,50000.0,1000000.0
1999-10-01,1233,1305,1218,1270,98000,49500.0,1000000.0
1999-10-04,1259,1269,1246,1247,31000,48600.0,1000000.0
1999-10-05,1208,1246,1205,1206,30700,47000.0,1000000.0
1999-10-06,1179,1205,1082,1193,34000,46500.0,1000000.0
1999-10-07,1205,1205,1169,1190,18400,46400.0,1000000.0
1999-10-08,1177,1200,1161,1162,32400,45300.0,1000000.0
1999-10-11,1192,1192,1154,1180,7000,46000.0,1000000.0
1999-10-12,1085,1192,1085,1180,52500,46000.0,1000000.0
1999-10-13,1154,1192,1154,1190,6200,46400.0,1000000.0
1999-10-14,1204,1204,1159,1186,42000,46250.0,1000000.0
1999-10-15,1161,1205,1161,1185,28900,46200.0,1000000.0
1999-10-18,1115,1174,1115,1167,22400,45500.0,1000000.0
1999-10-19,1200,1200,1143,1154,21900,45000.0,1000000.0
1999-10-20,1192,1200,1159,1188,95800,46300.0,1000000.0
1999-10-21,1182,1254,1180,1220,91400,47550.0,1000000.0
1999-10-22,1220,1359,1220,1334,119600,52000.0,1000000.0
1999-10-25,1387,1397,1297,1380,139400,53800.0,1000000.0
1999-10-26,1397,1536,1351,1508,216800,58800.0,1000000.0
1999-10-27,1526,1536,1500,1503,84100,58600.0,1000000.0
1999-10-28,1487,1503,1480,1498,83700,58400.0,1000000.0
1999-10-29,1462,1721,1462,1693,161900,66000.0,1000000.0
1999-11-01,1641,1744,1641,1680,189100,65500.0,1000000.0
1999-11-02,1692,1705,1590,1590,146000,62000.0,1000000.0
1999-11-03,1577,1636,1518,1552,123900,60500.0,1000000.0
1999-11-04,1551,1644,1533,1629,195000,63500.0,1000000.0
1999-11-05,1641,1715,1539,1693,213800,88603.0,1342465.0
1999-11-08,1705,1946,1705,1924,286300,100685.0,1342465.0
1999-11-09,1975,2052,1949,2052,197900,107397.0,1342465.0
1999-11-10,2111,2182,1923,2129,196600,111425.0,1342465.0
1999-11-11,2128,2128,2128,2129,0,111425.0,1342465.0
1999-11-12,2128,2128,2128,2129,0,,
1999-11-15,2000,2305,1862,2103,275880,110082.0,13424650.0
1999-11-16,2052,2052,1949,1949,117150,102027.0,13424650.0
1999-11-17,1949,2100,1795,1975,249850,103370.0,13424650.0
1999-11-18,1923,2098,1923,2031,219790,106323.0,13424650.0
1999-11-19,2149,2254,2031,2129,161070,111425.0,13424650.0
1999-11-22,2128,2180,2052,2103,43850,110082.0,13424650.0
1999-11-23,2026,2205,2026,2203,83920,115318.0,13424650.0
1999-11-24,2305,2305,2205,2296,156200,120151.0,13424650.0
1999-11-25,2300,2385,2282,2373,62590,124178.0,13424650.0
1999-11-26,2385,2436,2257,2306,41570,120688.0,13424650.0
1999-11-29,2308,2308,2205,2219,43550,116123.0,13424650.0
1999-11-30,2180,2511,2180,2462,121330,128877.0,13424650.0
1999-12-01,2731,2770,2526,2603,138940,136260.0,13424650.0
1999-12-02,2565,2565,2416,2437,87680,127534.0,13424650.0
1999-12-03,2334,2526,2334,2437,58200,127534.0,13424650.0
1999-12-06,2359,2475,2334,2375,72740,124312.0,13424650.0
1999-12-07,2400,2436,2231,2437,65500,127534.0,13424650.0
1999-12-08,2539,2590,2157,2488,87260,130219.0,13424650.0
1999-12-09,2488,2559,2380,2488,63340,130219.0,13424650.0
1999-12-10,2462,2565,2462,2552,117450,133575.0,13424650.0
1999-12-13,2680,2924,2552,2565,655280,134246.0,13424650.0
1999-12-14,2949,2949,2718,2950,772350,154383.0,13424650.0
1999-12-15,3385,3385,3385,3386,368060,177205.0,13424650.0
1999-12-16,3885,3885,3219,3335,1386990,174520.0,13424650.0
1999-12-17,3180,3334,2859,2924,432580,153041.0,13424650.0
1999-12-20,2924,3154,2603,2668,483400,139616.0,13424650.0
1999-12-21,2436,2616,2270,2270,432760,118808.0,13424650.0
1999-12-22,2180,2603,2141,2603,443920,136260.0,13424650.0
1999-12-23,2718,2988,2603,2988,531300,156397.0,13424650.0
1999-12-24,2898,3052,2770,2873,398450,150356.0,13424650.0
1999-12-27,2565,2821,2488,2514,290260,131562.0,13424650.0
1999-12-28,2559,2654,2213,2437,403570,127534.0,13424650.0
2000-01-04,2072,2508,2072,2211,305460,57860.0,13424650.0
2000-01-05,2103,2205,1985,2037,217750,53296.0,13424650.0
2000-01-06,2062,2341,2036,2342,346930,61284.0,13424650.0
2000-01-07,2339,2339,2154,2288,202110,59874.0,13424650.0
2000-01-10,2411,2411,2128,2129,97550,55712.0,13424650.0
2000-01-11,2062,2298,2057,2129,124190,55712.0,13424650.0
2000-01-12,2154,2154,2000,2001,85240,52356.0,13424650.0
2000-01-13,1954,1985,1846,1949,122650,51014.0,13424650.0
2000-01-14,1928,2103,1857,1931,123140,50544.0,13424650.0
2000-01-17,1875,2026,1875,1949,75110,51014.0,13424650.0
2000-01-18,2041,2041,1795,1796,87250,46986.0,13424650.0
2000-01-19,1744,1923,1580,1924,151880,50342.0,13424650.0
2000-01-20,1705,1892,1705,1749,112000,45778.0,13424650.0
2000-01-21,1695,1928,1692,1847,107620,48329.0,13424650.0
2000-01-24,1795,1898,1790,1867,66390,48866.0,13424650.0
2000-01-25,1821,1821,1713,1790,39060,46852.0,13424650.0
2000-01-26,1744,1862,1700,1765,52040,46181.0,13424650.0
2000-01-27,1687,1805,1687,1790,114460,46852.0,13424650.0
2000-01-28,1590,1790,1590,1683,283080,88066.0,26849300.0
2000-01-31,1641,1744,1600,1631,210550,85381.0,26849300.0
2000-02-01,1631,1780,1615,1760,370480,92093.0,26849300.0
2000-02-02,1769,1949,1692,1831,306230,95852.0,26849300.0
2000-02-03,1857,2105,1780,2106,986110,110216.0,26849300.0
2000-02-07,2103,2205,1985,2026,571960,106055.0,26849300.0
2000-02-08,1949,2000,1890,1924,238970,100685.0,26849300.0
2000-02-09,1954,2046,1926,1983,355760,103773.0,26849300.0
2000-02-10,1959,1959,1795,1796,244830,93973.0,26849300.0
2000-02-11,1654,1846,1641,1744,328130,91288.0,26849300.0
2000-02-14,1692,1821,1623,1652,243730,86455.0,26849300.0
2000-02-15,1641,1641,1531,1539,232770,80548.0,26849300.0
2000-02-16,1487,1587,1487,1588,218770,83099.0,26849300.0
2000-02-17,1539,1585,1539,1539,220490,80548.0,26849300.0
2000-02-18,1446,1610,1446,1570,213070,82159.0,26849300.0
2000-02-21,1544,1544,1446,1529,237930,80011.0,26849300.0
2000-02-22,1467,1744,1385,1565,322230,81890.0,26849300.0
2000-02-23,1667,1798,1667,1798,356720,94107.0,26849300.0
2000-02-24,2067,2067,1928,2067,755650,108203.0,26849300.0
2000-02-25,2359,2375,2257,2375,1770210,124312.0,26849300.0
2000-02-28,2231,2713,2205,2565,1786360,134246.0,26849300.0
2000-02-29,2616,2667,2334,2334,1029720,122164.0,26849300.0
2000-03-02,2313,2462,2231,2360,1028950,123507.0,26849300.0
2000-03-03,2308,2713,2308,2714,1278540,142033.0,26849300.0
2000-03-06,2795,3119,2718,3109,1450540,162707.0,26849300.0
2000-03-07,2975,3303,2924,3027,1260230,158411.0,26849300.0
2000-03-08,2862,2995,2718,2719,936540,142301.0,26849300.0
2000-03-09,2770,2852,2462,2468,861800,129145.0,26849300.0
2000-03-10,2518,2662,2493,2519,828220,131830.0,26849300.0
2000-03-13,2477,2893,2462,2868,1189770,150088.0,26849300.0
2000-03-14,2821,2898,2493,2544,777780,133173.0,26849300.0
2000-03-15,2411,2616,2411,2457,551610,128608.0,26849300.0
2000-03-16,2467,2544,2257,2257,410430,118137.0,26849300.0
2000-03-17,2154,2595,2057,2473,788780,129414.0,26849300.0
2000-03-20,2431,2718,2431,2560,815270,133978.0,26849300.0
2000-03-21,2590,2611,2372,2406,432340,125923.0,26849300.0
2000-03-22,2262,2488,2262,2391,540450,125118.0,26849300.0
2000-03-23,2390,2744,2390,2745,1329730,143644.0,26849300.0
2000-03-24,2924,3154,2667,2847,4751290,149014.0,26849300.0
2000-03-27,2847,3001,2672,2924,2034980,153041.0,26849300.0
2000-03-28,2924,3011,2862,2940,1754870,153846.0,26849300.0
2000-03-29,2842,2924,2503,2503,1662080,182680.0,37434348.0
2000-03-30,2128,2252,2128,2129,1376350,155353.0,37434348.0
2000-03-31,1957,2272,1862,2103,2597830,153481.0,37434348.0
2000-04-03,2005,2180,1787,1788,1309560,130459.0,37434348.0
2000-04-04,1787,1816,1533,1616,1672230,117918.0,37434348.0
2000-04-06,1590,1790,1564,1619,970970,118105.0,37434348.0
2000-04-07,1574,1708,1574,1626,1187790,118667.0,37434348.0
2000-04-10,1621,1728,1600,1642,1390670,119790.0,37434348.0
2000-04-11,1677,1682,1446,1462,989980,106688.0,37434348.0
2000-04-12,1487,1508,1354,1426,1388670,104067.0,37434348.0
2000-04-14,1364,1410,1272,1283,803920,93586.0,37434348.0
2000-04-17,1090,1126,1090,1090,897530,79548.0,37434348.0
2000-04-18,1154,1251,1154,1252,2071040,91340.0,37434348.0
2000-04-19,1313,1433,1256,1283,2265240,93586.0,37434348.0
2000-04-20,1333,1356,1236,1293,920590,94335.0,37434348.0
2000-04-21,1313,1331,1231,1231,784370,89842.0,37434348.0
2000-04-24,1220,1385,1215,1298,1360580,94709.0,37434348.0
2000-04-25,1282,1297,1182,1203,660120,87784.0,37434348.0
2000-04-26,1205,1256,1113,1123,976410,81981.0,37434348.0
2000-04-27,1077,1102,979,1026,604430,74869.0,37434348.0
2000-04-28,1036,1115,1026,1072,457940,78238.0,37434348.0
2000-05-02,1026,1072,1005,1044,548200,76179.0,37434348.0
2000-05-03,1061,1082,1020,1031,455550,75243.0,37434348.0
2000-05-04,1000,1043,1000,1031,533850,75243.0,37434348.0
2000-05-08,1041,1185,1036,1185,1059300,86473.0,37434348.0
2000-05-09,1208,1208,1077,1093,1189470,79735.0,37434348.0
2000-05-10,1205,1254,1169,1254,2114130,91527.0,37434348.0
2000-05-12,1308,1397,1254,1308,2282640,95458.0,37434348.0
2000-05-15,1333,1403,1205,1221,1429600,89094.0,37434348.0
2000-05-16,1179,1246,1102,1118,567560,81607.0,37434348.0
2000-05-17,1031,1169,1000,1026,784900,74869.0,37434348.0
2000-05-18,949,1026,872,903,666480,65884.0,37434348.0
2000-05-19,856,946,779,936,580920,68318.0,37434348.0
2000-05-22,846,913,800,800,494460,58398.0,37434348.0
2000-05-23,748,838,743,800,447610,58398.0,37434348.0
2000-05-24,805,887,769,857,686920,62515.0,37434348.0
2000-05-25,872,984,872,985,645350,71874.0,37434348.0
2000-05-26,872,969,838,839,549930,61205.0,37434348.0
2000-05-29,820,897,754,862,661610,62890.0,37434348.0
2000-05-30,923,933,872,908,743380,66259.0,37434348.0
2000-05-31,946,984,933,941,1075320,68692.0,37434348.0
2000-06-01,943,959,892,916,760380,66820.0,37434348.0
2000-06-02,918,954,882,905,919200,66072.0,37434348.0
2000-06-05,923,990,923,980,1648540,71500.0,37434348.0
2000-06-07,974,1015,936,990,1291880,72248.0,37434348.0
2000-06-08,1000,1102,984,1005,1752010,73371.0,37434348.0
2000-06-09,1010,1010,923,949,968290,69254.0,37434348.0
2000-06-12,956,1051,925,995,1819090,72623.0,37434348.0
2000-06-13,964,1000,928,929,641090,67756.0,37434348.0
2000-06-14,918,943,892,895,602470,65323.0,37434348.0
2000-06-15,902,969,846,846,1355010,61767.0,37434348.0
2000-06-16,846,872,820,836,407450,61018.0,37434348.0
2000-06-19,820,866,807,816,386130,59521.0,37434348.0
2000-06-20,825,856,810,831,503170,60644.0,37434348.0
2000-06-21,820,846,815,816,567020,59521.0,37434348.0
2000-06-22,846,861,813,821,430910,59895.0,37434348.0
2000-06-23,807,823,805,816,310170,59521.0,37434348.0
2000-06-26,820,936,820,936,1839230,68318.0,37434348.0
2000-06-27,974,982,877,934,1723150,68131.0,37434348.0
2000-06-28,949,956,882,885,824860,64574.0,37434348.0
2000-06-29,872,997,859,923,2685060,67382.0,37434348.0
2000-06-30,933,933,861,877,705730,64013.0,37434348.0
2000-07-03,879,908,872,882,630260,64387.0,37434348.0
2000-07-04,897,913,851,852,764170,62141.0,37434348.0
2000-07-05,861,872,813,841,699690,61392.0,37434348.0
2000-07-06,887,923,861,867,1398630,63264.0,37434348.0
2000-07-07,882,902,872,882,724820,64387.0,37434348.0
2000-07-10,887,1013,882,970,2206840,70751.0,37434348.0
2000-07-11,984,1020,928,929,2131470,67756.0,37434348.0
2000-07-12,974,995,928,939,1042070,68505.0,37434348.0
2000-07-13,949,949,902,903,604550,65884.0,37434348.0
2000-07-14,928,972,918,954,1390210,69628.0,37434348.0
2000-07-18,984,1087,974,1057,4628630,77115.0,37434348.0
2000-07-19,1067,1074,938,957,2051760,69815.0,37434348.0
2000-07-20,1000,1000,913,929,1703530,67756.0,37434348.0
2000-07-21,954,969,923,926,1162240,67569.0,37434348.0
2000-07-24,931,943,833,841,1178960,61392.0,37434348.0
2000-07-25,769,856,769,841,831740,61392.0,37434348.0
2000-07-26,841,861,820,836,738850,61018.0,37434348.0
2000-07-27,820,836,810,826,541560,60269.0,37434348.0
2000-07-28,831,831,779,795,553360,58023.0,37434348.0
2000-07-31,805,836,774,826,563960,60269.0,37434348.0
2000-08-01,790,856,790,826,643270,60269.0,37434348.0
2000-08-02,841,846,820,821,496670,59895.0,37434348.0
2000-08-03,828,846,815,836,509470,61018.0,37434348.0
2000-08-04,820,836,815,821,362880,59895.0,37434348.0
2000-08-07,805,818,800,805,467670,58772.0,37434348.0
2000-08-08,805,820,774,785,386660,57275.0,37434348.0
2000-08-09,784,815,784,808,395260,58959.0,37434348.0
2000-08-10,795,810,787,808,318910,58959.0,37434348.0
2000-08-11,833,928,820,929,2078440,67756.0,37434348.0
2000-08-14,1067,1067,1031,1067,1662870,77863.0,37434348.0
2000-08-16,1092,1113,938,975,5014020,71125.0,37434348.0
2000-08-17,974,1120,925,1036,8344740,75617.0,37434348.0
2000-08-18,1082,1126,1026,1052,4921570,76740.0,37434348.0
2000-08-21,1051,1110,1002,1016,2142880,74120.0,37434348.0
2000-08-22,959,1046,959,993,2001610,72435.0,37434348.0
2000-08-23,990,1015,961,964,1200930,70377.0,37434348.0
2000-08-24,964,974,908,936,1367980,68318.0,37434348.0
2000-08-25,956,1072,943,1026,4034870,74869.0,37434348.0
2000-08-28,1051,1051,979,985,1731930,71874.0,37434348.0
2000-08-29,984,1020,969,977,1364330,71312.0,37434348.0
2000-08-30,967,995,959,964,818480,70377.0,37434348.0
2000-08-31,964,969,908,918,1180010,67007.0,37434348.0
2000-09-01,928,972,918,944,910560,68879.0,37434348.0
2000-09-04,943,964,923,934,925390,68131.0,37434348.0
2000-09-05,951,969,928,939,749120,68505.0,37434348.0
2000-09-06,933,946,918,921,770610,67195.0,37434348.0
2000-09-07,918,918,861,862,818770,62890.0,37434348.0
2000-09-08,866,918,828,882,772660,64387.0,37434348.0
2000-09-14,836,959,836,916,1086580,66820.0,37434348.0
2000-09-15,949,964,877,887,1161970,64761.0,37434348.0
2000-09-18,846,861,756,785,851580,57275.0,37434348.0
2000-09-19,759,810,759,785,717290,57275.0,37434348.0
2000-09-20,795,851,795,821,794150,59895.0,37434348.0
2000-09-21,820,825,779,798,561790,58210.0,37434348.0
2000-09-22,774,810,728,744,616890,54280.0,37434348.0
2000-09-25,743,784,733,759,705740,55403.0,37434348.0
2000-09-26,769,838,751,780,1439640,56900.0,37434348.0
2000-09-27,769,802,764,780,645560,56900.0,37434348.0
2000-09-28,784,797,764,770,635700,56152.0,37434348.0
2000-09-29,774,784,769,772,527500,56339.0,37434348.0
2000-10-02,759,772,743,759,391740,55403.0,37434348.0
2000-10-04,759,787,751,775,607460,56526.0,37434348.0
2000-10-05,777,800,774,780,653580,56900.0,37434348.0
2000-10-06,784,792,769,772,458690,56339.0,37434348.0
2000-10-09,795,807,777,780,825300,56900.0,37434348.0
2000-10-10,795,800,769,770,481820,56152.0,37434348.0
2000-10-11,772,772,713,721,758260,52595.0,37434348.0
2000-10-12,713,725,697,698,458370,50911.0,37434348.0
2000-10-13,646,646,597,644,565540,46980.0,37434348.0
2000-10-16,664,697,661,682,625240,49788.0,37434348.0
2000-10-17,615,733,615,626,728100,45670.0,37434348.0
2000-10-18,625,636,574,621,580020,45296.0,37434348.0
2000-10-19,605,630,595,605,270890,44173.0,37434348.0
2000-10-20,620,661,620,639,583710,46606.0,37434348.0
2000-10-23,661,661,625,626,300370,45670.0,37434348.0
2000-10-24,620,636,618,623,343770,45483.0,37434348.0
2000-10-25,623,633,600,610,517480,44547.0,37434348.0
2000-10-26,595,610,579,587,297540,42862.0,37434348.0
2000-10-27,589,672,584,616,1116390,44921.0,37434348.0
