샘표식품(248170),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-10-07,36600,36750,36000,36050,22629,164687.0,4568286.0
2016-10-10,36050,36500,35600,35800,18649,163545.0,4568286.0
2016-10-11,36300,36300,35250,35600,20450,162631.0,4568286.0
2016-10-12,35300,35800,35150,35200,14502,160804.0,4568286.0
2016-10-13,35500,36100,35050,35400,17349,161717.0,4568286.0
2016-10-14,35150,35550,34100,34750,19924,158748.0,4568286.0
2016-10-17,34700,34950,33500,33650,21685,153723.0,4568286.0
2016-10-18,33400,33750,32050,32650,42032,149155.0,4568286.0
2016-10-19,32300,32800,31900,31950,23623,145957.0,4568286.0
2016-10-20,31950,32400,31500,32200,20696,147099.0,4568286.0
2016-10-21,31850,32150,31000,31000,23643,141617.0,4568286.0
2016-10-24,31400,31400,30150,30700,17686,140246.0,4568286.0
2016-10-25,30500,30700,29700,30550,26072,139561.0,4568286.0
2016-10-26,30950,34500,30400,30900,93987,141160.0,4568286.0
2016-10-27,31500,31750,30700,31350,11998,143216.0,4568286.0
2016-10-28,31400,31800,30650,31450,14729,143673.0,4568286.0
2016-10-31,31250,31750,30850,31400,15232,143444.0,4568286.0
2016-11-01,30650,31300,30100,31000,16196,141617.0,4568286.0
2016-11-02,30950,30950,29400,29750,18218,135907.0,4568286.0
2016-11-03,29250,30250,29250,30050,12696,137277.0,4568286.0
2016-11-04,29650,31000,29650,30700,11122,140246.0,4568286.0
2016-11-07,30800,31200,30400,30750,6296,140475.0,4568286.0
2016-11-08,30750,31150,30100,30600,9220,139790.0,4568286.0
2016-11-09,30650,30850,28000,29400,51404,134308.0,4568286.0
2016-11-10,29900,30400,29700,30100,10948,137505.0,4568286.0
2016-11-11,30150,30500,29650,29800,10774,136135.0,4568286.0
2016-11-14,30450,34150,30200,32000,95207,146185.0,4568286.0
2016-11-15,32000,33300,31700,31800,22367,145271.0,4568286.0
2016-11-16,32350,33450,31000,33050,12832,150982.0,4568286.0
2016-11-17,33000,33350,32300,33200,7471,151667.0,4568286.0
2016-11-18,33200,33200,32200,32800,5385,149840.0,4568286.0
2016-11-21,32800,33250,32200,32450,8318,148241.0,4568286.0
2016-11-22,32950,33000,31850,32400,5202,148012.0,4568286.0
2016-11-23,32050,32600,31500,31800,9877,145271.0,4568286.0
2016-11-24,31500,33200,31400,32000,8429,146185.0,4568286.0
2016-11-25,31550,32750,31000,31600,14769,144358.0,4568286.0
2016-11-28,31300,31600,29000,30000,24826,137049.0,4568286.0
2016-11-29,30500,30500,28250,30050,11680,137277.0,4568286.0
2016-11-30,30000,30250,29550,30150,4941,137734.0,4568286.0
2016-12-01,29950,30600,28250,30500,10513,139333.0,4568286.0
2016-12-02,30000,31000,30000,30500,9283,139333.0,4568286.0
2016-12-05,29800,30400,29550,29850,5715,136363.0,4568286.0
2016-12-06,29600,30300,29600,30000,3245,137049.0,4568286.0
2016-12-07,29700,30700,29300,30200,12643,137962.0,4568286.0
2016-12-08,30500,30800,28250,30000,13675,137049.0,4568286.0
2016-12-09,30000,30400,29500,30200,6222,137962.0,4568286.0
2016-12-12,29950,30500,29650,30350,3689,138647.0,4568286.0
2016-12-13,30200,30400,30100,30350,6465,138647.0,4568286.0
2016-12-14,30100,30450,30100,30400,5317,138876.0,4568286.0
2016-12-15,30100,30400,30000,30300,3869,138419.0,4568286.0
2016-12-16,30050,30600,30050,30300,4760,138419.0,4568286.0
2016-12-19,30150,30650,30000,30200,7926,137962.0,4568286.0
2016-12-20,30150,30350,29900,30200,5371,137962.0,4568286.0
2016-12-21,30350,30600,29900,30600,10248,139790.0,4568286.0
2016-12-22,30700,30700,29400,30300,14216,138419.0,4568286.0
2016-12-23,30250,30450,29850,30400,6582,138876.0,4568286.0
2016-12-26,30400,30400,29900,30150,6973,137734.0,4568286.0
2016-12-27,30000,30500,29800,30350,12980,138647.0,4568286.0
2016-12-28,30300,30350,29850,30300,4112,138419.0,4568286.0
2016-12-29,30350,30600,29900,30600,11430,139790.0,4568286.0
2017-01-02,30500,30700,30050,30350,6456,138647.0,4568286.0
2017-01-03,30050,30900,30050,30350,3483,138647.0,4568286.0
2017-01-04,30600,30600,29950,30000,5894,137049.0,4568286.0
2017-01-05,29800,32500,29750,31300,64027,142987.0,4568286.0
2017-01-06,31500,31500,30600,30850,13087,140932.0,4568286.0
2017-01-09,30950,30950,30350,30550,8200,139561.0,4568286.0
2017-01-10,31250,31250,30450,30550,6578,139561.0,4568286.0
2017-01-11,30950,30950,30400,30600,7343,139790.0,4568286.0
2017-01-12,30800,31050,30550,30750,11435,140475.0,4568286.0
2017-01-13,30650,31000,30500,30600,6183,139790.0,4568286.0
2017-01-16,30650,30650,30200,30350,7165,138647.0,4568286.0
2017-01-17,30350,30500,30050,30400,5854,138876.0,4568286.0
2017-01-18,30150,30700,30150,30700,4331,140246.0,4568286.0
2017-01-19,30800,30800,30200,30650,4006,140018.0,4568286.0
2017-01-20,30600,30600,30250,30450,3771,139104.0,4568286.0
2017-01-23,30450,30550,30200,30200,3252,137962.0,4568286.0
2017-01-24,30200,30850,29800,30050,7132,137277.0,4568286.0
2017-01-25,30100,30500,29750,30200,6972,137962.0,4568286.0
2017-01-26,29850,31900,29850,31750,21935,145043.0,4568286.0
2017-01-31,31700,31700,30950,31000,5438,141617.0,4568286.0
2017-02-01,31050,32450,30900,32250,19581,147327.0,4568286.0
2017-02-02,32400,32900,31700,31850,10656,145500.0,4568286.0
2017-02-03,31900,34700,31900,33400,54840,152581.0,4568286.0
2017-02-06,33500,35400,32500,34900,53467,159433.0,4568286.0
2017-02-07,35400,35400,34000,34700,23583,158520.0,4568286.0
2017-02-08,34500,35000,34100,34500,13290,157606.0,4568286.0
2017-02-09,34200,34500,33050,34500,21683,157606.0,4568286.0
2017-02-10,34650,35800,34550,35800,38639,163545.0,4568286.0
2017-02-13,36000,36600,35000,35000,28333,159890.0,4568286.0
2017-02-14,34500,34800,33800,34250,17104,156464.0,4568286.0
2017-02-15,34000,34450,33700,33900,6437,154865.0,4568286.0
2017-02-16,34000,34400,33600,34400,11179,157149.0,4568286.0
2017-02-17,34400,34750,33900,34550,8567,157834.0,4568286.0
2017-02-20,34250,34900,34000,34550,8351,157834.0,4568286.0
2017-02-21,34850,34850,33850,34300,10080,156692.0,4568286.0
2017-02-22,34550,34550,33750,33850,6745,154636.0,4568286.0
2017-02-23,34000,34200,33500,34050,13944,155550.0,4568286.0
2017-02-24,33600,34300,33600,33600,6404,153494.0,4568286.0
2017-02-27,33600,33950,33450,33750,7089,154180.0,4568286.0
2017-02-28,33650,34200,33400,34000,9250,155322.0,4568286.0
2017-03-02,33500,34100,33500,33650,6653,153723.0,4568286.0
2017-03-03,33650,33800,33300,33750,5348,154180.0,4568286.0
2017-03-06,33300,33950,33200,33850,4597,154636.0,4568286.0
2017-03-07,33750,34200,33750,34200,9037,156235.0,4568286.0
2017-03-08,34250,34250,33550,34000,3283,155322.0,4568286.0
2017-03-09,33650,34400,33300,34400,14271,157149.0,4568286.0
2017-03-10,33750,34350,33650,33850,3074,154636.0,4568286.0
2017-03-13,34050,34050,33550,33950,4540,155093.0,4568286.0
2017-03-14,33550,34100,33250,34000,14591,155322.0,4568286.0
2017-03-15,34000,34000,33300,33800,7549,154408.0,4568286.0
2017-03-16,33800,34000,33400,33900,4085,154865.0,4568286.0
2017-03-17,33500,34000,33400,34000,4770,155322.0,4568286.0
2017-03-20,33500,33950,33400,33750,5905,154180.0,4568286.0
2017-03-21,33900,34000,33250,33750,6010,154180.0,4568286.0
2017-03-22,33750,33750,33200,33650,3767,153723.0,4568286.0
2017-03-23,33200,33650,33200,33500,5593,153038.0,4568286.0
2017-03-24,33500,34000,33000,33800,4788,154408.0,4568286.0
2017-03-27,33350,34000,33150,33850,7665,154636.0,4568286.0
2017-03-28,33450,33850,33300,33700,4430,153951.0,4568286.0
2017-03-29,33700,33750,32900,32900,5748,150297.0,4568286.0
2017-03-30,32950,33300,32550,33200,4887,151667.0,4568286.0
2017-03-31,32900,33700,32850,33600,4374,153494.0,4568286.0
2017-04-03,33400,33650,33000,33500,6953,153038.0,4568286.0
2017-04-04,33500,33650,33150,33600,3658,153494.0,4568286.0
2017-04-05,33350,33900,33350,33500,8948,153038.0,4568286.0
2017-04-06,33350,33800,33250,33800,4636,154408.0,4568286.0
2017-04-07,33550,34050,33100,33600,5997,153494.0,4568286.0
2017-04-10,33300,33900,33200,33800,7194,154408.0,4568286.0
2017-04-11,33500,33900,33450,33450,5519,152809.0,4568286.0
2017-04-12,33750,33750,33100,33500,7035,153038.0,4568286.0
2017-04-13,33350,33800,33100,33500,4750,153038.0,4568286.0
2017-04-14,33450,42000,33350,36000,907333,164458.0,4568286.0
2017-04-17,35900,37350,34750,35350,118615,161489.0,4568286.0
2017-04-18,35350,35900,34550,35100,55142,160347.0,4568286.0
2017-04-19,34750,35100,34250,34500,29962,157606.0,4568286.0
2017-04-20,34850,35100,34300,34900,16543,159433.0,4568286.0
2017-04-21,34900,35050,34250,35050,20024,160118.0,4568286.0
2017-04-24,34750,35250,34500,34650,14001,158291.0,4568286.0
2017-04-25,34700,34800,34450,34500,9811,157606.0,4568286.0
2017-04-26,34700,35150,34500,34900,10562,159433.0,4568286.0
2017-04-27,35150,36750,34700,35550,64328,162403.0,4568286.0
2017-04-28,36500,43750,36050,37000,983106,169027.0,4568286.0
2017-05-02,37650,42500,37550,41300,459576,188670.0,4568286.0
2017-05-04,41700,42500,39850,40100,117565,183188.0,4568286.0
2017-05-08,39750,40000,38900,39800,59154,181818.0,4568286.0
2017-05-10,39850,39850,38500,38600,52909,176336.0,4568286.0
2017-05-11,38700,39250,38500,38600,26780,176336.0,4568286.0
2017-05-12,38650,38650,38100,38150,25791,174280.0,4568286.0
2017-05-15,38800,41400,38400,39550,98620,180676.0,4568286.0
2017-05-16,39550,40600,38500,38500,29724,175879.0,4568286.0
2017-05-17,38600,38800,38050,38500,14780,175879.0,4568286.0
2017-05-18,38050,38450,37700,37900,14149,173138.0,4568286.0
2017-05-19,37600,38750,37600,38250,12310,174737.0,4568286.0
2017-05-22,38400,40200,38250,39200,26680,179077.0,4568286.0
2017-05-23,39200,39750,38550,38700,25511,176793.0,4568286.0
2017-05-24,39150,40100,38650,40100,27544,183188.0,4568286.0
2017-05-25,40800,43250,40100,42450,166528,193924.0,4568286.0
2017-05-26,42350,42800,40750,41650,50326,190269.0,4568286.0
2017-05-29,41800,42450,40550,40600,38222,185472.0,4568286.0
2017-05-30,40650,40700,39800,40500,21442,185016.0,4568286.0
2017-05-31,40600,41650,40300,40650,21270,185701.0,4568286.0
2017-06-01,40850,41500,40500,40850,21422,186614.0,4568286.0
2017-06-02,40850,41300,40150,40850,18797,186614.0,4568286.0
2017-06-05,41200,41200,40300,41150,12802,187985.0,4568286.0
2017-06-07,41100,41100,40350,40450,11639,184787.0,4568286.0
2017-06-08,40550,40600,39900,40400,11632,184559.0,4568286.0
2017-06-09,40150,40550,40000,40300,14060,184102.0,4568286.0
2017-06-12,40300,40300,39150,39450,18804,180219.0,4568286.0
2017-06-13,39400,39700,38300,38400,30759,175422.0,4568286.0
2017-06-14,38100,38900,37800,37800,25519,172681.0,4568286.0
2017-06-15,38000,38100,37000,37850,22047,172910.0,4568286.0
2017-06-16,37800,37900,37300,37700,12037,172224.0,4568286.0
2017-06-19,37700,38300,37600,37850,9363,172910.0,4568286.0
2017-06-20,37850,37900,37200,37300,15232,170397.0,4568286.0
2017-06-21,37200,38200,37100,37150,7054,169712.0,4568286.0
2017-06-22,37000,37350,36950,37200,6044,169940.0,4568286.0
2017-06-23,37350,38300,37200,38000,10232,173595.0,4568286.0
2017-06-26,38300,38950,37800,38050,7443,173823.0,4568286.0
2017-06-27,37800,38600,37250,37900,9934,173138.0,4568286.0
2017-06-28,37700,37700,37150,37200,8262,169940.0,4568286.0
2017-06-29,37400,37950,36950,37900,9639,173138.0,4568286.0
2017-06-30,37900,37900,37450,37700,4009,172224.0,4568286.0
2017-07-03,37750,38850,37450,38500,13520,175879.0,4568286.0
2017-07-04,38300,39200,38300,38850,13337,177478.0,4568286.0
2017-07-05,38800,39500,38750,39400,10011,179990.0,4568286.0
2017-07-06,39400,39900,39000,39650,8440,181133.0,4568286.0
2017-07-07,39250,40000,39250,39800,7477,181818.0,4568286.0
2017-07-10,39800,39850,39400,39700,7757,181361.0,4568286.0
2017-07-11,39700,39850,39000,39500,7241,180447.0,4568286.0
2017-07-12,39500,39800,39250,39700,8982,181361.0,4568286.0
2017-07-13,39700,39850,39600,39650,3934,181133.0,4568286.0
2017-07-14,40000,40000,38650,39700,8193,181361.0,4568286.0
2017-07-17,39700,41150,39500,40300,10875,184102.0,4568286.0
2017-07-18,40650,40650,39700,40000,2522,182731.0,4568286.0
2017-07-19,40000,40150,39000,39750,5957,181589.0,4568286.0
2017-07-20,40000,40000,39350,39750,7789,181589.0,4568286.0
2017-07-21,39200,39500,38950,38950,6548,177935.0,4568286.0
2017-07-24,39250,39250,38400,38700,3453,176793.0,4568286.0
2017-07-25,38700,38750,38050,38100,7347,174052.0,4568286.0
2017-07-26,38250,38800,37650,38800,5934,177249.0,4568286.0
2017-07-27,38900,38900,38100,38500,3925,175879.0,4568286.0
2017-07-28,38700,38700,37650,37650,4873,171996.0,4568286.0
2017-07-31,37650,39000,37300,38600,4143,176336.0,4568286.0
2017-08-01,37800,38950,37500,38300,2874,174965.0,4568286.0
2017-08-02,38500,38500,37900,38000,1234,173595.0,4568286.0
2017-08-03,38000,38500,37000,38000,7113,173595.0,4568286.0
2017-08-04,38000,38950,37700,38800,4064,177249.0,4568286.0
2017-08-07,39000,39200,38000,38900,5021,177706.0,4568286.0
2017-08-08,39250,39250,38500,38950,2130,177935.0,4568286.0
2017-08-09,38850,38850,38000,38650,2478,176564.0,4568286.0
2017-08-10,38700,38800,37700,38000,4621,173595.0,4568286.0
2017-08-11,38050,38500,37150,38100,4270,174052.0,4568286.0
2017-08-14,37450,38250,37450,38100,1770,174052.0,4568286.0
2017-08-16,38150,38200,37500,37950,2507,173366.0,4568286.0
2017-08-17,38000,38600,37700,38450,4042,175651.0,4568286.0
2017-08-18,38000,38600,38000,38500,1318,175879.0,4568286.0
2017-08-21,39100,39100,37500,38500,2808,175879.0,4568286.0
2017-08-22,38500,38500,37850,38100,1962,174052.0,4568286.0
2017-08-23,38300,38300,37800,38000,769,173595.0,4568286.0
2017-08-24,37850,38500,37250,38000,7152,173595.0,4568286.0
2017-08-25,38000,38350,37550,38000,2040,173595.0,4568286.0
2017-08-28,38350,38350,37700,38200,1901,174509.0,4568286.0
2017-08-29,38100,38100,37600,38000,1205,173595.0,4568286.0
2017-08-30,38200,38200,37750,38000,1831,173595.0,4568286.0
2017-08-31,38000,38700,37600,37900,2665,173138.0,4568286.0
2017-09-01,37900,37900,37500,37550,2910,171539.0,4568286.0
2017-09-04,37000,38300,36600,37350,3716,170625.0,4568286.0
2017-09-05,37300,37300,36250,36600,3689,167199.0,4568286.0
2017-09-06,36000,36950,35800,36500,3620,166742.0,4568286.0
2017-09-07,36050,36600,36050,36500,3749,166742.0,4568286.0
2017-09-08,36500,36550,36000,36450,3179,166514.0,4568286.0
2017-09-11,36450,36500,35950,36450,5589,166514.0,4568286.0
2017-09-12,36450,36950,36000,36700,2881,167656.0,4568286.0
2017-09-13,36500,36900,35900,36500,5110,166742.0,4568286.0
2017-09-14,36050,36350,35800,36250,3027,165600.0,4568286.0
2017-09-15,35850,36800,35750,36300,4284,165829.0,4568286.0
2017-09-18,35950,36400,35700,35700,6797,163088.0,4568286.0
2017-09-19,35700,36200,35100,36200,5080,165372.0,4568286.0
2017-09-20,36000,36400,35650,36300,2202,165829.0,4568286.0
2017-09-21,36000,36000,35500,35900,2993,164001.0,4568286.0
2017-09-22,36150,36300,34450,35300,5836,161260.0,4568286.0
2017-09-25,35000,35300,33000,33500,14787,153038.0,4568286.0
2017-09-26,32900,35800,32400,35400,9913,161717.0,4568286.0
2017-09-27,35400,35400,34000,35000,2472,159890.0,4568286.0
2017-09-28,35200,35500,34400,35400,849,161717.0,4568286.0
2017-09-29,34800,35500,34800,34800,2365,158976.0,4568286.0
2017-10-10,35400,35600,34500,34600,1238,158063.0,4568286.0
2017-10-11,35400,35400,34450,34500,1142,157606.0,4568286.0
2017-10-12,34550,34700,34000,34100,2670,155779.0,4568286.0
2017-10-13,34450,35000,33200,34100,3625,155779.0,4568286.0
2017-10-16,34000,34900,33200,33650,3665,153723.0,4568286.0
2017-10-17,33250,34400,33250,34000,5116,155322.0,4568286.0
2017-10-18,34400,34500,33450,33900,2015,154865.0,4568286.0
2017-10-19,33500,34400,33500,34300,4753,156692.0,4568286.0
2017-10-20,34300,34700,33450,34000,2147,155322.0,4568286.0
2017-10-23,34150,35400,33000,33750,20393,154180.0,4568286.0
2017-10-24,33900,34150,33000,33750,8056,154180.0,4568286.0
2017-10-25,33700,33700,32600,33350,20302,152352.0,4568286.0
2017-10-26,32900,33500,32800,33400,4516,152581.0,4568286.0
2017-10-27,33400,33800,32800,33500,2923,153038.0,4568286.0
2017-10-30,33800,33800,32400,32950,14930,150525.0,4568286.0
2017-10-31,32950,33250,32350,33200,3098,151667.0,4568286.0
2017-11-01,33300,33300,32700,33150,3330,151439.0,4568286.0
2017-11-02,33150,33200,32450,33150,6544,151439.0,4568286.0
2017-11-03,33150,33150,32650,33000,2519,150753.0,4568286.0
2017-11-06,33000,33450,32450,33200,5013,151667.0,4568286.0
2017-11-07,33000,33400,32850,33100,2309,151210.0,4568286.0
2017-11-08,33350,33500,32750,33200,4313,151667.0,4568286.0
2017-11-09,33350,33350,32800,33200,3271,151667.0,4568286.0
2017-11-10,33050,33400,32950,33150,1783,151439.0,4568286.0
2017-11-13,33400,33400,32750,33100,3478,151210.0,4568286.0
2017-11-14,33250,41300,32700,34650,296349,158291.0,4568286.0
2017-11-15,34950,36700,34600,35300,59343,161260.0,4568286.0
2017-11-16,35200,36500,34500,35150,22171,160575.0,4568286.0
2017-11-17,35450,37100,35000,36200,27207,165372.0,4568286.0
2017-11-20,36200,37600,36200,37400,25786,170854.0,4568286.0
2017-11-21,37400,37500,36350,37000,13249,169027.0,4568286.0
2017-11-22,36600,37000,35950,36000,12043,164458.0,4568286.0
2017-11-23,35900,36800,35400,36000,19536,164458.0,4568286.0
2017-11-24,36450,37800,36100,36400,13766,166286.0,4568286.0
2017-11-27,36800,36800,35900,35900,8518,164001.0,4568286.0
2017-11-28,36050,36550,35500,35500,9104,162174.0,4568286.0
2017-11-29,36000,36000,35150,35500,8233,162174.0,4568286.0
2017-11-30,35500,35800,34700,35050,9374,160118.0,4568286.0
2017-12-01,34900,35300,34750,35200,4862,160804.0,4568286.0
2017-12-04,35700,36500,35100,35350,18610,161489.0,4568286.0
2017-12-05,35000,35700,35000,35400,8871,161717.0,4568286.0
2017-12-06,35500,37050,35400,36450,18104,166514.0,4568286.0
2017-12-07,36450,36800,35550,36000,9681,164458.0,4568286.0
2017-12-08,36000,36350,35150,35700,7166,163088.0,4568286.0
2017-12-11,35250,35600,35000,35400,3896,161717.0,4568286.0
2017-12-12,35000,35600,35000,35200,3583,160804.0,4568286.0
2017-12-13,35050,35350,34900,34900,5062,159433.0,4568286.0
2017-12-14,34900,35000,34450,34500,6816,157606.0,4568286.0
2017-12-15,34500,35200,34450,35000,3890,159890.0,4568286.0
2017-12-18,35050,35400,34800,35150,3935,160575.0,4568286.0
2017-12-19,35450,35450,34250,34300,8139,156692.0,4568286.0
2017-12-20,34500,34500,33600,33800,7042,154408.0,4568286.0
2017-12-21,34200,34200,33200,33850,7569,154636.0,4568286.0
2017-12-22,33350,34400,33350,33900,10568,154865.0,4568286.0
2017-12-26,34350,34350,33250,33700,12173,153951.0,4568286.0
2017-12-27,34200,34250,33450,34200,5224,156235.0,4568286.0
2017-12-28,34200,35000,34000,34900,3980,159433.0,4568286.0
2018-01-02,34850,36200,34600,36150,7474,165144.0,4568286.0
2018-01-03,36300,36900,36000,36000,8785,164458.0,4568286.0
2018-01-04,36000,36150,35600,36100,10403,164915.0,4568286.0
2018-01-05,36600,36600,35950,36500,8838,166742.0,4568286.0
2018-01-08,36500,36700,35800,36000,7029,164458.0,4568286.0
2018-01-09,36050,38000,36050,37100,22447,169483.0,4568286.0
2018-01-10,37850,39600,37800,38400,46117,175422.0,4568286.0
2018-01-11,38400,40950,38400,40400,54456,184559.0,4568286.0
2018-01-12,41000,41000,39500,39800,26999,181818.0,4568286.0
2018-01-15,39650,41700,39350,41100,33145,187757.0,4568286.0
2018-01-16,41200,41900,40550,41600,16743,190041.0,4568286.0
2018-01-17,41550,41950,41400,41900,16783,191411.0,4568286.0
2018-01-18,42100,42200,40700,41650,17183,190269.0,4568286.0
2018-01-19,41650,41950,40900,41700,14377,190498.0,4568286.0
2018-01-22,41700,42000,41000,41850,12435,191183.0,4568286.0
2018-01-23,41950,43300,41550,43200,26670,197350.0,4568286.0
2018-01-24,43200,44750,43000,43050,30941,196665.0,4568286.0
2018-01-25,43400,45000,43400,44650,19432,203974.0,4568286.0
2018-01-26,45000,45000,43850,44500,13300,203289.0,4568286.0
2018-01-29,44950,45450,44050,45300,25223,206943.0,4568286.0
2018-01-30,45350,45650,44150,44750,14096,204431.0,4568286.0
2018-01-31,44100,44100,41250,43550,24237,198949.0,4568286.0
2018-02-01,43900,44450,41850,43000,8281,196436.0,4568286.0
2018-02-02,43850,43850,42150,42350,14095,193467.0,4568286.0
2018-02-05,40200,40650,38550,39950,55114,182503.0,4568286.0
2018-02-06,38300,40350,38300,40300,29197,184102.0,4568286.0
2018-02-07,40500,40700,39500,39500,18674,180447.0,4568286.0
2018-02-08,39500,40450,39400,40100,7336,183188.0,4568286.0
2018-02-09,39850,40200,38850,40200,8309,183645.0,4568286.0
2018-02-12,40400,40500,39700,39700,10991,181361.0,4568286.0
2018-02-13,40200,40600,39050,39100,8562,178620.0,4568286.0
2018-02-14,38750,39900,38200,38200,9581,174509.0,4568286.0
2018-02-19,38350,39400,38350,39050,5924,178392.0,4568286.0
2018-02-20,39050,39200,37850,38900,12059,177706.0,4568286.0
2018-02-21,38900,39800,38400,38400,10757,175422.0,4568286.0
2018-02-22,39000,39200,38450,38950,4295,177935.0,4568286.0
2018-02-23,38600,39900,38350,38350,11187,175194.0,4568286.0
2018-02-26,39350,39700,37500,37500,16124,171311.0,4568286.0
2018-02-27,38250,38400,37300,37300,14922,170397.0,4568286.0
2018-02-28,37300,38000,36750,37100,14750,169483.0,4568286.0
2018-03-02,37100,37900,36700,37400,6340,170854.0,4568286.0
2018-03-05,37200,38400,36650,37700,14674,172224.0,4568286.0
2018-03-06,37500,38800,37500,38300,8055,174965.0,4568286.0
2018-03-07,38100,38250,37550,38000,6133,173595.0,4568286.0
2018-03-08,37650,38200,37600,38000,2346,173595.0,4568286.0
2018-03-09,38250,38500,37750,38250,6726,174737.0,4568286.0
2018-03-12,38300,39450,38250,39100,8990,178620.0,4568286.0
2018-03-13,39100,39500,38750,39350,7410,179762.0,4568286.0
2018-03-14,39350,39500,38450,39450,8705,180219.0,4568286.0
2018-03-15,39000,39700,38900,39700,5373,181361.0,4568286.0
2018-03-16,39400,40200,39400,40200,8755,183645.0,4568286.0
2018-03-19,40200,40200,39500,39700,5141,181361.0,4568286.0
2018-03-20,39150,39900,39150,39700,5822,181361.0,4568286.0
2018-03-21,39500,41000,39500,40150,8411,183417.0,4568286.0
2018-03-22,40000,40650,39750,40200,8311,183645.0,4568286.0
2018-03-23,39500,40100,38900,39100,10940,178620.0,4568286.0
2018-03-26,39150,41400,39100,39950,11416,182503.0,4568286.0
2018-03-27,40050,40450,39700,40000,10695,182731.0,4568286.0
2018-03-28,39600,40150,39100,39950,5781,182503.0,4568286.0
2018-03-29,39950,40100,39300,39600,3564,180904.0,4568286.0
2018-03-30,39800,39800,39150,39650,3588,181133.0,4568286.0
2018-04-02,39750,39900,39400,39800,5538,181818.0,4568286.0
2018-04-03,39800,39950,39400,39850,5242,182046.0,4568286.0
2018-04-04,40800,40800,39000,39000,5292,178163.0,4568286.0
2018-04-05,39050,39400,38150,38900,7516,177706.0,4568286.0
2018-04-06,38900,39350,38600,39250,4294,179305.0,4568286.0
2018-04-09,38850,39350,38350,38350,4931,175194.0,4568286.0
2018-04-10,38250,38500,37750,38300,7135,174965.0,4568286.0
2018-04-11,38850,38850,37500,38250,8118,174737.0,4568286.0
2018-04-12,38300,38950,37800,38300,10654,174965.0,4568286.0
2018-04-13,38000,40000,38000,39000,4078,178163.0,4568286.0
2018-04-16,39000,39000,38400,38950,5295,177935.0,4568286.0
2018-04-17,39000,39400,38450,39150,5773,178848.0,4568286.0
2018-04-18,39150,39350,38850,39200,5269,179077.0,4568286.0
2018-04-19,39300,39300,38700,39050,5768,178392.0,4568286.0
2018-04-20,39050,39050,38400,38850,9922,177478.0,4568286.0
2018-04-23,38850,38950,38350,38600,5631,176336.0,4568286.0
2018-04-24,38550,38600,38050,38100,7660,174052.0,4568286.0
2018-04-25,37800,38200,37600,38000,7391,173595.0,4568286.0
2018-04-26,38000,38150,37700,37950,3863,173366.0,4568286.0
