SKC(011790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-06-15,13400,13400,11700,12900,230330,203820.0,15800000.0
1999-06-16,12500,13100,12500,12700,140350,200660.0,15800000.0
1999-06-17,12850,13150,12500,12900,211780,203820.0,15800000.0
1999-06-18,12600,13100,12500,12900,137520,203820.0,15800000.0
1999-06-21,13200,13850,13100,13500,435580,213300.0,15800000.0
1999-06-22,14150,14500,13600,14000,826380,221200.0,15800000.0
1999-06-23,14500,14900,14150,14150,807870,223570.0,15800000.0
1999-06-24,14250,14500,13600,13600,310000,214880.0,15800000.0
1999-06-25,13600,14200,13300,13800,196890,218040.0,15800000.0
1999-06-28,13600,14100,13500,13750,182900,217250.0,15800000.0
1999-06-29,13750,14700,13750,14100,512540,222780.0,15800000.0
1999-06-30,14500,14600,13100,13400,260900,211720.0,15800000.0
1999-07-01,13750,14100,13250,13800,240950,218040.0,15800000.0
1999-07-02,13850,14000,13500,14000,228260,221200.0,15800000.0
1999-07-05,14100,15200,13850,14600,673990,230680.0,15800000.0
1999-07-06,14800,15000,14300,14350,345540,226730.0,15800000.0
1999-07-07,14450,15300,14200,15250,786730,240950.0,15800000.0
1999-07-08,16900,17500,16300,16450,1943200,259910.0,15800000.0
1999-07-09,17450,17850,16700,16750,1020430,264650.0,15800000.0
1999-07-12,18200,18500,16700,17100,817280,270180.0,15800000.0
1999-07-13,16700,17000,15800,16000,319830,252800.0,15800000.0
1999-07-14,16300,16500,14900,15000,319500,237000.0,15800000.0
1999-07-15,15600,15700,14700,15000,350080,237000.0,15800000.0
1999-07-16,15000,15850,14900,15700,325060,248060.0,15800000.0
1999-07-19,16000,16200,15300,15500,245720,244900.0,15800000.0
1999-07-20,15300,15450,14900,15200,229030,240160.0,15800000.0
1999-07-21,15050,15050,13850,14200,206980,224360.0,15800000.0
1999-07-22,13800,14200,13500,14200,225370,224360.0,15800000.0
1999-07-23,14000,14100,12800,12800,192460,202240.0,15800000.0
1999-07-26,12700,12800,11200,11200,217120,176960.0,15800000.0
1999-07-27,11800,12850,11300,12850,384200,203030.0,15800000.0
1999-07-28,13300,13700,12900,13000,315340,205400.0,15800000.0
1999-07-29,12900,13400,12850,13200,252850,208560.0,15800000.0
1999-07-30,13050,13350,12200,12400,230950,195920.0,15800000.0
1999-08-02,12000,13150,11900,12800,237690,202240.0,15800000.0
1999-08-03,12300,13100,12300,13000,153680,205400.0,15800000.0
1999-08-04,12500,13150,12500,12800,172940,202240.0,15800000.0
1999-08-05,12800,12800,12000,12050,123700,190390.0,15800000.0
1999-08-06,12000,12450,11800,12300,123590,194340.0,15800000.0
1999-08-09,12500,12900,12300,12500,92180,197500.0,15800000.0
1999-08-10,12300,12500,12100,12200,83070,192760.0,15800000.0
1999-08-11,12200,12400,12000,12100,141560,191180.0,15800000.0
1999-08-12,12200,12300,12000,12150,88050,191970.0,15800000.0
1999-08-13,12400,12400,11500,11900,130300,188020.0,15800000.0
1999-08-16,11500,11900,11450,11600,119910,183280.0,15800000.0
1999-08-17,11600,12050,11000,11300,145350,178540.0,15800000.0
1999-08-18,11000,11300,10000,10500,164190,165900.0,15800000.0
1999-08-19,10500,11400,10300,11150,182880,176170.0,15800000.0
1999-08-20,11400,11700,11250,11300,220570,178540.0,15800000.0
1999-08-23,11400,11650,11250,11550,132390,182490.0,15800000.0
1999-08-24,11600,11800,11300,11500,122660,181700.0,15800000.0
1999-08-25,11500,11900,11300,11800,176410,186440.0,15800000.0
1999-08-26,12000,12300,11650,11650,154920,184070.0,15800000.0
1999-08-27,11500,11800,11200,11300,69770,178540.0,15800000.0
1999-08-30,11600,11600,11100,11200,80670,176960.0,15800000.0
1999-08-31,11000,11500,10900,11000,82330,173800.0,15800000.0
1999-09-01,11000,11000,10250,10250,100570,161950.0,15800000.0
1999-09-02,10050,10150,9720,9850,127990,155630.0,15800000.0
1999-09-03,10000,10000,9600,9840,91980,155472.0,15800000.0
1999-09-06,9800,10200,9800,9900,79240,156420.0,15800000.0
1999-09-07,9930,10900,9910,10300,194590,162740.0,15800000.0
1999-09-08,10500,10500,9910,9960,101620,157368.0,15800000.0
1999-09-09,10000,10050,9670,9770,189980,154366.0,15800000.0
1999-09-10,9700,10200,9700,9950,142440,157210.0,15800000.0
1999-09-13,10050,10200,9950,10000,126220,158000.0,15800000.0
1999-09-14,9810,10050,9800,9990,105030,157842.0,15800000.0
1999-09-15,9990,10000,9700,9770,92620,154366.0,15800000.0
1999-09-16,9800,9820,9380,9380,112790,148204.0,15800000.0
1999-09-17,9310,9380,9010,9110,118820,143938.0,15800000.0
1999-09-20,9020,9380,9020,9300,84850,146940.0,15800000.0
1999-09-21,9210,9450,9210,9310,104990,147098.0,15800000.0
1999-09-22,9360,9420,9100,9150,107610,144570.0,15800000.0
1999-09-27,9050,9100,8660,8680,80730,137144.0,15800000.0
1999-09-28,8520,8700,8310,8460,90430,133668.0,15800000.0
1999-09-29,8500,8500,8210,8210,66130,129718.0,15800000.0
1999-09-30,8050,8290,8000,8000,67970,126400.0,15800000.0
1999-10-01,8090,8090,7560,7760,132550,122608.0,15800000.0
1999-10-04,7850,8190,7760,7870,124280,124346.0,15800000.0
1999-10-05,7900,8090,7010,7490,82660,118342.0,15800000.0
1999-10-06,7400,7900,7030,7890,108560,124662.0,15800000.0
1999-10-07,7720,8390,7600,8240,230910,130192.0,15800000.0
1999-10-08,8240,8350,8020,8050,124100,127190.0,15800000.0
1999-10-11,8000,8250,8000,8050,115470,127190.0,15800000.0
1999-10-12,8100,8450,8050,8400,151640,132720.0,15800000.0
1999-10-13,8350,9050,8210,8650,287510,136670.0,15800000.0
1999-10-14,8540,8790,8450,8590,155320,135722.0,15800000.0
1999-10-15,8800,8800,8410,8460,96460,133668.0,15800000.0
1999-10-18,8260,8330,8050,8150,122670,128770.0,15800000.0
1999-10-19,8150,8280,7810,7980,87090,126084.0,15800000.0
1999-10-20,8060,8310,8060,8240,97160,130192.0,15800000.0
1999-10-21,8300,8400,8000,8000,84290,126400.0,15800000.0
1999-10-22,8000,8100,7850,7890,34260,124662.0,15800000.0
1999-10-25,7900,7900,7450,7500,89010,118500.0,15800000.0
1999-10-26,7550,7680,7360,7450,46210,117710.0,15800000.0
1999-10-27,7400,7530,7310,7360,66480,116288.0,15800000.0
1999-10-28,7490,8400,7300,8100,215290,127980.0,15800000.0
1999-10-29,8300,8370,7900,8000,156360,126400.0,15800000.0
1999-11-01,8000,8290,7950,8170,197660,129086.0,15800000.0
1999-11-02,8170,8770,8100,8680,303770,137144.0,15800000.0
1999-11-03,8500,9100,8500,8810,464350,139198.0,15800000.0
1999-11-04,8810,9890,8800,9400,571040,148520.0,15800000.0
1999-11-05,9510,9850,9250,9700,353030,153260.0,15800000.0
1999-11-08,9990,10000,9250,9250,153540,146150.0,15800000.0
1999-11-09,9060,9200,8910,9100,196190,143780.0,15800000.0
1999-11-10,9100,9200,8900,8900,126020,140620.0,15800000.0
1999-11-11,8810,9190,8710,8710,145960,137618.0,15800000.0
1999-11-12,9000,9100,8550,8700,183220,137460.0,15800000.0
1999-11-15,8800,9000,8600,8610,111680,136038.0,15800000.0
1999-11-16,8700,8700,8430,8590,116000,135722.0,15800000.0
1999-11-17,8520,8600,8100,8140,112980,128612.0,15800000.0
1999-11-18,8140,8350,7950,8080,73360,127664.0,15800000.0
1999-11-19,7910,8750,7910,8650,153720,136670.0,15800000.0
1999-11-22,8840,8980,8680,8700,107100,137460.0,15800000.0
1999-11-23,8640,8640,8300,8360,68970,132088.0,15800000.0
1999-11-24,8400,8400,8050,8090,69700,127822.0,15800000.0
1999-11-25,8070,8200,7900,7900,82640,124820.0,15800000.0
1999-11-26,7790,7790,7220,7220,100750,114076.0,15800000.0
1999-11-29,7220,7450,7100,7200,92810,113760.0,15800000.0
1999-11-30,7590,7650,7200,7400,106810,116920.0,15800000.0
1999-12-01,7440,7600,7200,7290,75160,115182.0,15800000.0
1999-12-02,7360,8100,7360,7600,150800,120080.0,15800000.0
1999-12-03,7990,7990,7350,7420,74940,117236.0,15800000.0
1999-12-06,7820,7820,7110,7350,76430,116130.0,15800000.0
1999-12-07,7110,7350,6900,6930,93450,109494.0,15800000.0
1999-12-08,7000,7000,6320,6400,231370,101120.0,15800000.0
1999-12-09,6460,6700,6400,6400,121700,101120.0,15800000.0
1999-12-10,6500,7000,6420,6950,158020,109810.0,15800000.0
1999-12-13,7500,7760,7300,7730,179610,122134.0,15800000.0
1999-12-14,7730,8120,7420,7480,184160,118184.0,15800000.0
1999-12-15,7610,7910,7080,7200,184650,113760.0,15800000.0
1999-12-16,7390,7390,7010,7150,86800,112970.0,15800000.0
1999-12-17,7150,7300,6800,6850,70520,108230.0,15800000.0
1999-12-20,6630,7000,6610,6810,84490,107598.0,15800000.0
1999-12-21,6700,6800,6450,6450,91880,101910.0,15800000.0
1999-12-22,6450,6500,6100,6450,74230,101910.0,15800000.0
1999-12-23,6450,6450,6150,6160,106220,97328.0,15800000.0
1999-12-24,6160,6400,6160,6280,70880,99224.0,15800000.0
1999-12-27,6300,6450,5980,6150,116140,97170.0,15800000.0
1999-12-28,6150,6500,6150,6500,97790,102700.0,15800000.0
2000-01-04,6000,6380,6000,6300,71780,99540.0,15800000.0
2000-01-05,6300,6350,5950,6000,146910,94800.0,15800000.0
2000-01-06,6100,6140,5660,5680,103720,89744.0,15800000.0
2000-01-07,5500,5780,5500,5600,70600,88480.0,15800000.0
2000-01-10,5700,5840,5560,5600,141240,88480.0,15800000.0
2000-01-11,5590,5700,5500,5550,84890,87690.0,15800000.0
2000-01-12,5600,5600,5280,5390,91500,85162.0,15800000.0
2000-01-13,5150,5290,5070,5110,96060,80738.0,15800000.0
2000-01-14,5120,5480,5120,5400,131760,85320.0,15800000.0
2000-01-17,5500,6200,5500,5990,387750,94642.0,15800000.0
2000-01-18,6100,6170,5630,6000,212250,94800.0,15800000.0
2000-01-19,5800,5840,5490,5800,136840,91640.0,15800000.0
2000-01-20,5500,5850,5350,5800,106330,91640.0,15800000.0
2000-01-21,5950,5980,5550,5680,83890,89744.0,15800000.0
2000-01-24,5700,5870,5600,5650,133360,89270.0,15800000.0
2000-01-25,5650,5650,5300,5300,59530,83740.0,15800000.0
2000-01-26,5200,5450,5200,5300,55060,83740.0,15800000.0
2000-01-27,5500,5780,5400,5650,143610,89270.0,15800000.0
2000-01-28,5650,5950,5650,5700,171120,90060.0,15800000.0
2000-01-31,5530,5740,5530,5650,130310,89270.0,15800000.0
2000-02-01,5660,5790,5580,5720,106440,90376.0,15800000.0
2000-02-02,5750,6200,5750,6100,220000,96380.0,15800000.0
2000-02-03,6300,6690,6200,6420,324070,101436.0,15800000.0
2000-02-07,6400,6870,6000,6550,472490,103490.0,15800000.0
2000-02-08,6610,6650,6100,6250,192600,98750.0,15800000.0
2000-02-09,6010,6240,5900,6000,134950,94800.0,15800000.0
2000-02-10,5850,5890,5620,5700,116150,90060.0,15800000.0
2000-02-11,5520,5750,5450,5700,147630,90060.0,15800000.0
2000-02-14,5550,5700,5310,5420,52210,85636.0,15800000.0
2000-02-15,5600,5600,5200,5200,55170,82160.0,15800000.0
2000-02-16,5240,5400,5200,5350,43220,84530.0,15800000.0
2000-02-17,5350,5350,5120,5290,69780,83582.0,15800000.0
2000-02-18,5260,5290,5070,5210,92390,82318.0,15800000.0
2000-02-21,5200,5200,4800,4800,67820,75840.0,15800000.0
2000-02-22,4800,4940,4410,4540,97880,71732.0,15800000.0
2000-02-23,4800,5210,4700,5000,178400,79000.0,15800000.0
2000-02-24,5010,5100,4700,4840,71850,76472.0,15800000.0
2000-02-25,4500,5000,4500,4840,85100,76472.0,15800000.0
2000-02-28,4610,5200,4610,5200,120610,82160.0,15800000.0
2000-02-29,5280,5280,4960,4980,85280,78684.0,15800000.0
2000-03-02,5050,5200,4950,5050,90730,79790.0,15800000.0
2000-03-03,5060,5150,4900,4900,77850,77420.0,15800000.0
2000-03-06,5300,5630,5010,5630,312730,88954.0,15800000.0
2000-03-07,5630,5790,5400,5460,172540,86268.0,15800000.0
2000-03-08,5400,6270,5190,6270,448330,99066.0,15800000.0
2000-03-09,7210,7210,7210,7210,360080,113918.0,15800000.0
2000-03-10,8290,8290,7910,8290,909110,130982.0,15800000.0
2000-03-13,8790,9400,8100,9250,1133690,146150.0,15800000.0
2000-03-14,8700,9450,8700,9100,542620,143780.0,15800000.0
2000-03-15,9100,10150,8770,10000,982140,158000.0,15800000.0
2000-03-16,10000,10300,9600,10000,739340,158000.0,15800000.0
2000-03-17,10100,10350,9360,9800,695930,154840.0,15800000.0
2000-03-20,9800,9900,8890,9100,396970,143780.0,15800000.0
2000-03-21,8700,9300,7850,9300,567470,146940.0,15800000.0
2000-03-22,9200,10650,8800,9700,1397310,153260.0,15800000.0
2000-03-23,9400,9600,8600,8600,328070,135880.0,15800000.0
2000-03-24,8600,9700,8020,9700,411940,153260.0,15800000.0
2000-03-27,9200,9600,9030,9250,210420,146150.0,15800000.0
2000-03-28,8950,9700,8500,9700,600150,153260.0,15800000.0
2000-03-29,9200,10500,9150,9890,984300,156262.0,15800000.0
2000-03-30,10000,10200,9100,10200,1710210,161160.0,15800000.0
2000-03-31,10250,11200,9800,10500,2931680,165900.0,15800000.0
2000-04-03,10600,10850,9800,9800,1185460,154840.0,15800000.0
2000-04-04,9300,9500,8610,9010,339560,142358.0,15800000.0
2000-04-06,8500,9000,8000,8000,217520,126400.0,15800000.0
2000-04-07,7500,8190,7500,7650,336250,120870.0,15800000.0
2000-04-10,7770,8200,7410,8110,332940,128138.0,15800000.0
2000-04-11,8200,8250,7840,8100,160540,127980.0,15800000.0
2000-04-12,8110,8450,7900,8300,272480,131140.0,15800000.0
2000-04-14,8300,8300,7800,7900,116630,124820.0,15800000.0
2000-04-17,6800,7250,6720,6990,214000,110442.0,15800000.0
2000-04-18,7500,7700,7110,7330,121320,115814.0,15800000.0
2000-04-19,7330,7700,7110,7110,103760,112338.0,15800000.0
2000-04-20,7200,7300,6700,6760,147780,106808.0,15800000.0
2000-04-21,6730,7250,6450,7100,146080,112180.0,15800000.0
2000-04-24,7100,7100,6610,6670,86690,105386.0,15800000.0
2000-04-25,6540,6540,6200,6450,167170,101910.0,15800000.0
2000-04-26,6500,6780,6200,6310,149870,99698.0,15800000.0
2000-04-27,6110,6390,5500,5950,96230,94010.0,15800000.0
2000-04-28,5700,6300,5700,6300,127600,99540.0,15800000.0
2000-05-02,6110,6300,6020,6120,96210,96696.0,15800000.0
2000-05-03,6050,6200,5910,6120,56690,96696.0,15800000.0
2000-05-04,6100,6100,5950,5950,61290,94010.0,15800000.0
2000-05-08,5960,6170,5960,6130,104540,96854.0,15800000.0
2000-05-09,6290,7040,6120,7040,661800,111232.0,15800000.0
2000-05-10,7040,7100,6550,6920,157480,109336.0,15800000.0
2000-05-12,6900,6900,6410,6420,106590,101436.0,15800000.0
2000-05-15,6310,6310,5650,5700,108730,90060.0,15800000.0
2000-05-16,5750,5980,5510,5790,99100,91482.0,15800000.0
2000-05-17,5690,5890,4930,4930,108800,77894.0,15800000.0
2000-05-18,4610,5290,4610,4900,214090,77420.0,15800000.0
2000-05-19,4900,5100,4420,4710,152220,74418.0,15800000.0
2000-05-22,4980,4980,4200,4345,106680,68651.0,15800000.0
2000-05-23,4080,4345,3830,4200,76230,66360.0,15800000.0
2000-05-24,3850,4470,3850,4320,66940,68256.0,15800000.0
2000-05-25,4355,4920,4355,4920,90240,77736.0,15800000.0
2000-05-26,4950,4995,4330,4500,102780,71100.0,15800000.0
2000-05-29,4300,4880,4240,4720,78370,74576.0,15800000.0
2000-05-30,5250,5420,5020,5420,95210,85636.0,15800000.0
2000-05-31,6230,6230,6230,6230,45910,98434.0,15800000.0
2000-06-01,6530,7160,6230,6440,314700,101752.0,15800000.0
2000-06-02,6440,6700,6050,6180,234010,97644.0,15800000.0
2000-06-05,6370,6440,6180,6250,226300,98750.0,15800000.0
2000-06-07,6250,6500,6100,6500,238130,102700.0,15800000.0
2000-06-08,6600,6690,6150,6470,189400,102226.0,15800000.0
2000-06-09,6500,6690,6100,6400,472320,101120.0,15800000.0
2000-06-12,6400,6550,6200,6500,139860,102700.0,15800000.0
2000-06-13,6250,6400,6140,6180,77000,97644.0,15800000.0
2000-06-14,6020,6270,6010,6100,102160,96380.0,15800000.0
2000-06-15,5900,6020,5800,5820,92830,91956.0,15800000.0
2000-06-16,5600,5790,5510,5600,59570,88480.0,15800000.0
2000-06-19,5700,5700,5400,5550,46610,87690.0,15800000.0
2000-06-20,5400,5840,5400,5510,40800,87058.0,15800000.0
2000-06-21,5510,5730,5420,5510,97140,87058.0,15800000.0
2000-06-22,5550,5970,5550,5900,116280,93220.0,15800000.0
2000-06-23,5800,5900,5600,5700,72880,90060.0,15800000.0
2000-06-26,5660,5940,5610,5700,409200,90060.0,15800000.0
2000-06-27,5900,6000,5720,5970,85570,94326.0,15800000.0
2000-06-28,5910,5910,5700,5700,66640,90060.0,15800000.0
2000-06-29,5700,5850,5480,5700,93670,90060.0,15800000.0
2000-06-30,5600,5770,5550,5620,35410,88796.0,15800000.0
2000-07-03,5830,6290,5830,6190,300800,97802.0,15800000.0
2000-07-04,6500,6500,6150,6160,233550,97328.0,15800000.0
2000-07-05,6170,6290,5810,6060,148960,95748.0,15800000.0
2000-07-06,6060,6590,5920,6590,387380,104122.0,15800000.0
2000-07-07,6590,6750,6310,6590,271790,104122.0,15800000.0
2000-07-10,6700,6790,6450,6450,187110,101910.0,15800000.0
2000-07-11,6500,6590,6250,6390,230220,100962.0,15800000.0
2000-07-12,6390,6750,6150,6750,171080,106650.0,15800000.0
2000-07-13,6180,6490,6180,6200,65320,97960.0,15800000.0
2000-07-14,6200,6700,6200,6300,245840,99540.0,15800000.0
2000-07-18,6300,6350,5960,6000,68860,94800.0,15800000.0
2000-07-19,6000,6100,5710,6010,88260,94958.0,15800000.0
2000-07-20,6000,6000,5800,5920,61800,93536.0,15800000.0
2000-07-21,5920,6200,5810,5900,52940,93220.0,15800000.0
2000-07-24,5900,5900,5270,5450,103930,86110.0,15800000.0
2000-07-25,5450,5550,5300,5430,57830,85794.0,15800000.0
2000-07-26,5430,5700,5430,5700,70460,90060.0,15800000.0
2000-07-27,5700,5700,5520,5700,50640,90060.0,15800000.0
2000-07-28,5700,5830,5580,5600,57260,88480.0,15800000.0
2000-07-31,5690,5690,5500,5590,49440,88322.0,15800000.0
2000-08-01,5600,5840,5590,5660,33230,89428.0,15800000.0
2000-08-02,5750,5750,5610,5610,64810,88638.0,15800000.0
2000-08-03,5700,5700,5460,5570,44330,88006.0,15800000.0
2000-08-04,5800,5800,5580,5620,22050,88796.0,15800000.0
2000-08-07,5620,5620,5490,5500,47270,86900.0,15800000.0
2000-08-08,5510,5600,5500,5500,25990,86900.0,15800000.0
2000-08-09,5510,5640,5500,5600,25460,88480.0,15800000.0
2000-08-10,5610,5900,5600,5900,41590,93220.0,15800000.0
2000-08-11,5890,5890,5520,5700,64460,90060.0,15800000.0
2000-08-14,6340,6340,5840,5870,37120,92746.0,15800000.0
2000-08-16,5870,6190,5870,5870,52510,92746.0,15800000.0
2000-08-17,5670,5750,5630,5640,32010,89112.0,15800000.0
2000-08-18,5650,5790,5640,5640,39890,89112.0,15800000.0
2000-08-21,5640,5650,5520,5590,13890,88322.0,15800000.0
2000-08-22,5510,5700,5500,5690,13590,89902.0,15800000.0
2000-08-23,5750,5750,5550,5560,14650,87848.0,15800000.0
2000-08-24,5510,5680,5310,5550,15150,87690.0,15800000.0
2000-08-25,5630,5630,5380,5550,36410,87690.0,15800000.0
2000-08-28,5550,5610,5500,5500,19830,86900.0,15800000.0
2000-08-29,5500,5600,5100,5110,68350,80738.0,15800000.0
2000-08-30,5400,5400,5150,5180,73800,81844.0,15800000.0
2000-08-31,5200,5280,5020,5280,44020,83424.0,15800000.0
2000-09-01,4900,5250,4900,5210,31290,82318.0,15800000.0
2000-09-04,5100,5480,5030,5150,104760,81370.0,15800000.0
2000-09-05,5250,5280,5090,5150,35070,81370.0,15800000.0
2000-09-06,5140,5190,5060,5110,39990,80738.0,15800000.0
2000-09-07,5060,5150,4970,5120,53550,80896.0,15800000.0
2000-09-08,5010,5190,4960,5150,41600,81370.0,15800000.0
2000-09-14,5010,5100,4850,4925,38700,77815.0,15800000.0
2000-09-15,4925,4990,4800,4920,40450,77736.0,15800000.0
2000-09-18,4880,4880,4300,4485,18800,70863.0,15800000.0
