한국콜마(161890),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-02-28,31200,31250,30400,30850,190401,601074.0,19483772.0
2013-03-04,30800,31250,30100,30100,197019,586462.0,19483772.0
2013-03-05,30100,31800,30100,31800,347785,619584.0,19483772.0
2013-03-06,31950,32500,31450,31800,299269,619584.0,19483772.0
2013-03-07,32000,32500,31600,32250,214617,628352.0,19483772.0
2013-03-08,32300,32600,31600,32350,181462,630300.0,19483772.0
2013-03-11,32600,33450,31750,33000,333232,642964.0,19483772.0
2013-03-12,33050,33550,32800,32850,203733,640042.0,19483772.0
2013-03-13,32800,34650,32750,34550,376318,673164.0,19483772.0
2013-03-14,34600,35150,34000,34800,219160,678035.0,19483772.0
2013-03-15,35200,35300,34400,35300,148708,687777.0,19483772.0
2013-03-18,34850,35350,33450,33500,252827,652706.0,19483772.0
2013-03-19,34150,35100,33700,35000,184219,681932.0,19483772.0
2013-03-20,34850,35200,33450,33950,247200,661474.0,19483772.0
2013-03-21,33950,34000,32600,32650,277962,636145.0,19483772.0
2013-03-22,32750,34000,32600,33750,184099,657577.0,19483772.0
2013-03-25,33950,33950,33100,33500,108322,652706.0,19483772.0
2013-03-26,33500,34000,32650,32950,161632,641990.0,19483772.0
2013-03-27,33100,33700,32750,32850,224280,640042.0,19483772.0
2013-03-28,32850,33500,32500,33000,199918,642964.0,19483772.0
2013-03-29,33000,34050,32900,33550,155833,653681.0,19483772.0
2013-04-01,33700,33950,32600,32750,129725,638094.0,19483772.0
2013-04-02,32750,33100,32000,32150,222202,626403.0,19483772.0
2013-04-03,32400,32950,32100,32900,136872,641016.0,19483772.0
2013-04-04,32850,34000,31600,33900,226283,660500.0,19483772.0
2013-04-05,33900,34450,32150,32350,256626,630300.0,19483772.0
2013-04-08,32350,32600,29900,29900,339250,582565.0,19483772.0
2013-04-09,29400,31750,29400,31300,221178,609842.0,19483772.0
2013-04-10,31450,32950,31450,32800,167252,639068.0,19483772.0
2013-04-11,32950,33300,32050,32650,148492,636145.0,19483772.0
2013-04-12,33200,33200,32100,32600,163894,635171.0,19483772.0
2013-04-15,32600,32950,31550,32300,205591,629326.0,19483772.0
2013-04-16,31650,31850,31250,31550,179508,614713.0,19483772.0
2013-04-17,32000,32800,31250,32750,187606,638094.0,19483772.0
2013-04-18,32300,32800,31600,31750,184188,618610.0,19483772.0
2013-04-19,31200,31750,30200,30650,277656,597178.0,19483772.0
2013-04-22,30450,32350,30400,32350,165077,630300.0,19483772.0
2013-04-23,32500,32500,31800,31850,91400,620558.0,19483772.0
2013-04-24,32250,32750,32100,32700,175410,637119.0,19483772.0
2013-04-25,32400,32750,31950,32600,136864,635171.0,19483772.0
2013-04-26,32950,32950,32100,32600,102976,635171.0,19483772.0
2013-04-29,32600,33000,32300,32800,87655,639068.0,19483772.0
2013-04-30,32900,32950,32250,32750,159928,638094.0,19483772.0
2013-05-02,32600,32700,30600,30950,301857,603023.0,19483772.0
2013-05-03,31200,31450,30500,30700,212652,598152.0,19483772.0
2013-05-06,31000,31150,30600,30750,132914,599126.0,19483772.0
2013-05-07,30500,31200,30500,31000,79391,603997.0,19483772.0
2013-05-08,31050,31300,30500,31300,142238,609842.0,19483772.0
2013-05-09,31050,31300,30350,30650,174867,597178.0,19483772.0
2013-05-10,30650,30650,28750,28850,373861,562107.0,19483772.0
2013-05-13,29000,29800,28900,29600,105101,576720.0,19483772.0
2013-05-14,29300,29600,28050,28600,342764,557236.0,19483772.0
2013-05-15,28750,29150,28550,29000,158065,565029.0,19483772.0
2013-05-16,29000,29800,28800,29600,136614,576720.0,19483772.0
2013-05-20,29600,30150,29450,29450,124923,573797.0,19483772.0
2013-05-21,29800,30000,29500,29800,70992,580616.0,19483772.0
2013-05-22,29500,30650,27650,30200,420523,588410.0,19483772.0
2013-05-23,29950,29950,28850,29050,149409,566004.0,19483772.0
2013-05-24,29050,29250,28350,29050,123459,566004.0,19483772.0
2013-05-27,29000,29400,29000,29000,64008,565029.0,19483772.0
2013-05-28,29200,30200,28850,30100,141270,586462.0,19483772.0
2013-05-29,30300,30600,30150,30500,159356,594255.0,19483772.0
2013-05-30,30600,30600,29750,30000,101269,584513.0,19483772.0
2013-05-31,30400,30450,29250,29800,131593,580616.0,19483772.0
2013-06-03,29300,29700,29150,29200,121155,568926.0,19483772.0
2013-06-04,29250,29450,28200,28550,197461,556262.0,19483772.0
2013-06-05,28200,28400,27250,27600,248829,537752.0,19483772.0
2013-06-07,27500,28450,27400,28350,196920,552365.0,19483772.0
2013-06-10,28000,28550,27750,28300,95471,551391.0,19483772.0
2013-06-11,28300,28400,27800,28100,92514,547494.0,19483772.0
2013-06-12,28350,28450,27700,28100,83057,547494.0,19483772.0
2013-06-13,27900,28450,27900,28350,52111,552365.0,19483772.0
2013-06-14,28600,28600,28050,28350,48261,552365.0,19483772.0
2013-06-17,28150,28400,27400,27800,101978,541649.0,19483772.0
2013-06-18,27550,27950,27350,27800,90840,541649.0,19483772.0
2013-06-19,28000,28200,27650,28100,50612,547494.0,19483772.0
2013-06-20,27950,27950,27100,27100,92985,528010.0,19483772.0
2013-06-21,26000,26650,25700,26600,178594,518268.0,19483772.0
2013-06-24,26600,26600,24550,24550,316250,478327.0,19483772.0
2013-06-25,24000,24550,21850,23050,320317,449101.0,19483772.0
2013-06-26,23200,24100,23200,24050,147436,468585.0,19483772.0
2013-06-27,24200,26500,24200,26000,180005,506578.0,19483772.0
2013-06-28,26350,26900,25700,25700,171142,500733.0,19483772.0
2013-07-01,25650,26450,25200,25900,131084,504630.0,19483772.0
2013-07-02,25800,26300,25750,26050,48920,507552.0,19483772.0
2013-07-03,26000,26300,25350,25350,43446,493914.0,19483772.0
2013-07-04,25650,25900,24500,25150,84009,490017.0,19483772.0
2013-07-05,25300,26300,25300,26300,109364,512423.0,19483772.0
2013-07-08,26300,27000,25550,26800,98868,522165.0,19483772.0
2013-07-09,26700,27050,25900,26150,79397,509501.0,19483772.0
2013-07-10,26400,26800,25950,26000,73740,506578.0,19483772.0
2013-07-11,26050,26950,26050,26450,45939,515346.0,19483772.0
2013-07-12,26200,27000,26200,26650,77809,519243.0,19483772.0
2013-07-15,26650,27150,26050,26650,60404,519243.0,19483772.0
2013-07-16,26500,27400,26500,27150,92131,528984.0,19483772.0
2013-07-17,27000,27150,26450,26550,85319,517294.0,19483772.0
2013-07-18,26550,26800,25850,25900,102355,504630.0,19483772.0
2013-07-19,25900,26200,24400,24550,323631,478327.0,19483772.0
2013-07-22,24350,25050,23100,23600,314570,459817.0,19483772.0
2013-07-23,23950,24300,23750,23850,150776,464688.0,19483772.0
2013-07-24,23850,24300,23800,24100,128930,469559.0,19483772.0
2013-07-25,24500,24500,23700,23750,108352,462740.0,19483772.0
2013-07-26,23650,24100,23600,24000,88227,467611.0,19483772.0
2013-07-29,23700,24000,22800,22950,171343,447153.0,19483772.0
2013-07-30,22950,23050,22500,22600,161543,440333.0,19483772.0
2013-07-31,22400,23150,22300,23150,90085,451049.0,19483772.0
2013-08-01,23200,25500,22800,24750,346069,482223.0,19483772.0
2013-08-02,24800,25000,24000,24200,217461,471507.0,19483772.0
2013-08-05,24000,24400,23800,24300,88594,473456.0,19483772.0
2013-08-06,24100,24150,23550,23600,126997,459817.0,19483772.0
2013-08-07,23200,24000,23200,23350,66221,454946.0,19483772.0
2013-08-08,23150,23650,23150,23350,68363,454946.0,19483772.0
2013-08-09,23450,24100,23450,23750,69998,462740.0,19483772.0
2013-08-12,23850,24500,23850,24300,114125,473456.0,19483772.0
2013-08-13,24450,24650,23800,24100,103206,469559.0,19483772.0
2013-08-14,23900,24100,23550,24100,99403,469559.0,19483772.0
2013-08-16,24000,24400,23600,24350,86843,474430.0,19483772.0
2013-08-19,24250,24500,23850,24100,93192,469559.0,19483772.0
2013-08-20,24050,24050,23600,23600,106301,459817.0,19483772.0
2013-08-21,23300,23850,23100,23400,82207,455920.0,19483772.0
2013-08-22,23050,23050,22200,22300,144722,434488.0,19483772.0
2013-08-23,22300,23000,22300,22950,50089,447153.0,19483772.0
2013-08-26,22950,23250,22650,22700,79813,442282.0,19483772.0
2013-08-27,22450,23000,22000,22050,132421,429617.0,19483772.0
2013-08-28,21500,21700,20500,21100,256137,411108.0,19483772.0
2013-08-29,20900,21150,20150,20250,322190,394546.0,19483772.0
2013-08-30,20400,20750,20150,20400,231601,397469.0,19483772.0
2013-09-02,20450,20650,20350,20600,140576,401366.0,19483772.0
2013-09-03,20850,21750,20700,21650,274647,421824.0,19483772.0
2013-09-04,21850,21850,21400,21650,101214,421824.0,19483772.0
2013-09-05,21650,21800,21500,21550,70288,419875.0,19483772.0
2013-09-06,21550,22100,21400,21400,121482,416953.0,19483772.0
2013-09-09,21300,21500,20850,20850,131719,406237.0,19483772.0
2013-09-10,21200,21400,20750,21350,126930,415979.0,19483772.0
2013-09-11,21550,22800,21200,22700,248195,442282.0,19483772.0
2013-09-12,22700,23250,22400,22950,214964,447153.0,19483772.0
2013-09-13,23000,23500,22700,22700,186053,442282.0,19483772.0
2013-09-16,22700,22950,22200,22800,59486,444230.0,19483772.0
2013-09-17,22600,23000,22450,22750,54425,443256.0,19483772.0
2013-09-23,22700,22700,22350,22500,80245,438385.0,19483772.0
2013-09-24,22300,23000,22300,22950,74180,447153.0,19483772.0
2013-09-25,23350,23350,22750,23000,48438,448127.0,19483772.0
2013-09-26,23200,23200,22750,22900,62453,446178.0,19483772.0
2013-09-27,23150,23200,22550,22600,59452,440333.0,19483772.0
2013-09-30,22450,23350,22400,23200,122146,452024.0,19483772.0
2013-10-01,23200,23950,22950,23900,255771,465662.0,19483772.0
2013-10-02,24100,24500,23850,24250,229526,472481.0,19483772.0
2013-10-04,24000,24650,23550,24650,185440,480275.0,19483772.0
2013-10-07,24650,24750,24150,24150,106180,470533.0,19483772.0
2013-10-08,23950,24500,23600,24200,92067,471507.0,19483772.0
2013-10-10,24200,24250,23250,23350,187944,454946.0,19483772.0
2013-10-11,23500,23750,22500,22550,516086,439359.0,19483772.0
2013-10-14,22550,22750,21550,21550,348620,419875.0,19483772.0
2013-10-15,21600,22000,20750,21150,296133,412082.0,19483772.0
2013-10-16,21050,21400,20600,20850,239052,406237.0,19483772.0
2013-10-17,21100,21100,20050,20100,288977,391624.0,19483772.0
2013-10-18,20300,20700,19800,20600,177968,401366.0,19483772.0
2013-10-21,20800,20850,20300,20650,151529,402340.0,19483772.0
2013-10-22,20600,20850,20350,20600,129062,401366.0,19483772.0
2013-10-23,20900,21800,20700,21650,314192,421824.0,19483772.0
2013-10-24,21700,22050,21300,21800,229575,424746.0,19483772.0
2013-10-25,21600,21800,21350,21500,107233,418901.0,19483772.0
2013-10-28,21400,21950,21400,21850,103578,425720.0,19483772.0
2013-10-29,22000,22000,21650,21650,99772,421824.0,19483772.0
2013-10-30,21750,22100,21400,21900,174196,426695.0,19483772.0
2013-10-31,22000,23000,21800,22900,336429,446178.0,19483772.0
2013-11-01,22850,23550,22700,23200,280724,452024.0,19483772.0
2013-11-04,23000,23400,22900,23050,105895,449101.0,19483772.0
2013-11-05,22850,23200,22550,22800,106255,444230.0,19483772.0
2013-11-06,22750,22850,22150,22600,148195,440333.0,19483772.0
2013-11-07,22600,22650,21000,21250,310218,414030.0,19483772.0
2013-11-08,20950,21200,20150,21150,339285,412082.0,19483772.0
2013-11-11,21650,24150,21500,23450,1146883,456894.0,19483772.0
2013-11-12,23750,23850,23100,23500,395421,457869.0,19483772.0
2013-11-13,23650,25500,23600,24800,1029250,483198.0,19483772.0
2013-11-14,25200,25600,24600,25150,405157,490017.0,19483772.0
2013-11-15,25350,25550,24950,25200,224957,490991.0,19483772.0
2013-11-18,25550,25550,24000,24000,327115,467611.0,19483772.0
2013-11-19,24000,25950,23950,25850,644504,503656.0,19483772.0
2013-11-20,25800,26550,25150,25800,397866,502681.0,19483772.0
2013-11-21,25750,25750,24900,24950,217089,486120.0,19483772.0
2013-11-22,25300,25600,24700,25500,243191,496836.0,19483772.0
2013-11-25,25450,26450,25250,25950,271512,505604.0,19483772.0
2013-11-26,25950,26650,25600,25600,234849,498785.0,19483772.0
2013-11-27,25600,25850,25100,25450,113473,495862.0,19483772.0
2013-11-28,25450,25950,25300,25300,131425,492939.0,19483772.0
2013-11-29,25150,27150,25150,26800,613289,522165.0,19483772.0
2013-12-02,26900,27300,26350,26650,320093,519243.0,19483772.0
2013-12-03,26150,27000,26000,26200,184237,510475.0,19483772.0
2013-12-04,26200,26900,26000,26900,231611,524113.0,19483772.0
2013-12-05,26900,27750,26600,27700,340116,539700.0,19483772.0
2013-12-06,27850,27900,27300,27350,232748,532881.0,19483772.0
2013-12-09,27700,27750,27100,27500,144829,535804.0,19483772.0
2013-12-10,27550,27550,26050,26700,291653,520217.0,19483772.0
2013-12-11,26400,27050,26200,26700,135773,520217.0,19483772.0
2013-12-12,26500,27050,26250,26900,93810,524113.0,19483772.0
2013-12-13,26900,27050,26350,26900,99035,524113.0,19483772.0
2013-12-16,27000,27800,27000,27200,167390,529959.0,19483772.0
2013-12-17,27100,27650,27100,27450,111768,534830.0,19483772.0
2013-12-18,27450,27500,26750,27150,83945,528984.0,19483772.0
2013-12-19,27400,27850,26950,27750,221027,540675.0,19483772.0
2013-12-20,27750,27950,27550,27750,113830,540675.0,19483772.0
2013-12-23,28000,28100,27700,27850,156524,542623.0,19483772.0
2013-12-24,28000,28150,27700,27700,76124,539700.0,19483772.0
2013-12-26,27900,27900,27050,27100,114747,528010.0,19483772.0
2013-12-27,27250,27650,26750,27400,100679,533855.0,19483772.0
2013-12-30,27650,27650,26800,27300,93064,531907.0,19483772.0
2014-01-02,27400,27900,27300,27550,111544,536778.0,19483772.0
2014-01-03,27600,27800,27500,27750,87750,540675.0,19483772.0
2014-01-06,27850,28300,27600,28300,104789,551391.0,19483772.0
2014-01-07,28400,29650,28200,29650,323694,577694.0,19483772.0
2014-01-08,29650,30200,29400,30000,234896,584513.0,19483772.0
2014-01-09,30000,30000,29200,29650,187516,577694.0,19483772.0
2014-01-10,29500,29800,29300,29700,213486,578668.0,19483772.0
2014-01-13,29700,30200,29600,29950,194036,583539.0,19483772.0
2014-01-14,29850,29850,29050,29250,256133,569900.0,19483772.0
2014-01-15,29350,29950,28850,29650,215603,577694.0,19483772.0
2014-01-16,29800,29800,29500,29750,104836,579642.0,19483772.0
2014-01-17,29600,29750,29050,29250,139983,569900.0,19483772.0
2014-01-20,29450,30050,29250,29900,190829,582565.0,19483772.0
2014-01-21,30200,30350,29600,29700,99282,578668.0,19483772.0
2014-01-22,29500,29650,28100,28500,435710,555288.0,19483772.0
2014-01-23,28500,28850,28200,28500,194282,555288.0,19483772.0
2014-01-24,28550,28600,27500,27800,223488,541649.0,19483772.0
2014-01-27,26750,28600,26750,28450,208271,554313.0,19483772.0
2014-01-28,28350,28850,28350,28600,104718,557236.0,19483772.0
2014-01-29,28750,28900,28400,28500,44565,555288.0,19483772.0
2014-02-03,28400,28750,28000,28650,56335,558210.0,19483772.0
2014-02-04,28250,28700,28050,28700,50667,559184.0,19483772.0
2014-02-05,28650,28850,27700,27850,122327,542623.0,19483772.0
2014-02-06,27650,28300,27650,28050,80114,546520.0,19483772.0
2014-02-07,27950,29700,27950,29350,273442,571849.0,19483772.0
2014-02-10,29750,29750,29350,29700,90446,578668.0,19483772.0
2014-02-11,29900,30000,29300,29500,104051,574771.0,19483772.0
2014-02-12,29850,30000,29350,29750,139346,579642.0,19483772.0
2014-02-13,29850,30700,29850,30150,135563,587436.0,19483772.0
2014-02-14,30250,30400,29650,29700,106138,578668.0,19483772.0
2014-02-17,29700,30000,29000,29300,108256,570875.0,19483772.0
2014-02-18,29300,29450,28800,28950,84290,564055.0,19483772.0
2014-02-19,29150,29250,28200,28400,120329,553339.0,19483772.0
2014-02-20,28450,28450,27650,27850,139793,542623.0,19483772.0
2014-02-21,27650,28300,27650,27950,105878,544571.0,19483772.0
2014-02-24,27700,27950,27150,27200,118048,529959.0,19483772.0
2014-02-25,27300,28150,27300,28100,104887,547494.0,19483772.0
2014-02-26,28300,28750,27900,28300,122169,551391.0,19483772.0
2014-02-27,28550,28800,28000,28550,92567,556262.0,19483772.0
2014-02-28,28450,29200,28450,29000,85630,565029.0,19483772.0
2014-03-03,28650,28950,28300,28600,42288,557236.0,19483772.0
2014-03-04,28600,29100,28300,29050,73723,566004.0,19483772.0
2014-03-05,29200,29350,28900,29050,65819,566004.0,19483772.0
2014-03-06,29250,29400,28750,29300,105165,570875.0,19483772.0
2014-03-07,29350,29500,28750,28800,123485,561133.0,19483772.0
2014-03-10,28600,29550,28000,29450,132934,573797.0,19483772.0
2014-03-11,29650,31650,29350,31600,523210,615687.0,19483772.0
2014-03-12,31600,32200,30900,31050,235904,604971.0,19483772.0
2014-03-13,31250,32100,30600,31450,246180,612765.0,19483772.0
2014-03-14,31000,31750,31000,31150,85671,606919.0,19483772.0
2014-03-17,30900,31400,30600,31050,65180,604971.0,19483772.0
2014-03-18,31400,31900,31050,31050,105850,604971.0,19483772.0
2014-03-19,31100,31800,31100,31400,84284,611790.0,19483772.0
2014-03-20,31500,31800,31150,31700,88134,617636.0,19483772.0
2014-03-21,31800,32200,31550,31850,170639,620558.0,19483772.0
2014-03-24,31700,32750,30800,31000,195709,603997.0,19483772.0
2014-03-25,31300,31700,31050,31300,70073,609842.0,19483772.0
2014-03-26,31500,31700,31000,31250,59910,608868.0,19483772.0
2014-03-27,31250,31350,30550,31100,65443,605945.0,19483772.0
2014-03-28,30850,31100,30600,30700,43871,598152.0,19483772.0
2014-03-31,30700,30700,29550,30000,91625,584513.0,19483772.0
2014-04-01,30050,30550,29600,30450,70664,593281.0,19483772.0
2014-04-02,30700,30900,30400,30400,59494,592307.0,19483772.0
2014-04-03,30450,30750,29600,29750,108989,579642.0,19483772.0
2014-04-04,29750,30600,29750,30200,91246,588410.0,19483772.0
2014-04-07,30000,30400,29550,29550,79145,575745.0,19483772.0
2014-04-08,29350,29800,29100,29200,66967,568926.0,19483772.0
2014-04-09,29500,29600,29000,29000,71463,565029.0,19483772.0
2014-04-10,29100,30700,29100,30550,132573,595229.0,19483772.0
2014-04-11,30250,30550,29950,30350,40830,591332.0,19483772.0
2014-04-14,30500,30500,29700,29750,62871,579642.0,19483772.0
2014-04-15,29750,30350,29700,30150,58079,587436.0,19483772.0
2014-04-16,30200,30300,29650,29900,41548,582565.0,19483772.0
2014-04-17,29700,30300,29700,30100,31880,586462.0,19483772.0
2014-04-18,30150,30900,30000,30800,64053,600100.0,19483772.0
2014-04-21,30900,31000,30450,30650,44222,597178.0,19483772.0
2014-04-22,30550,30850,30100,30650,56673,597178.0,19483772.0
2014-04-23,31050,31100,30550,30750,51833,599126.0,19483772.0
2014-04-24,30750,30750,30300,30450,41570,593281.0,19483772.0
2014-04-25,30250,31100,30250,30850,73398,601074.0,19483772.0
2014-04-28,31000,32200,30600,32000,154871,623481.0,19483772.0
2014-04-29,32050,32650,32000,32000,147153,623481.0,19483772.0
2014-04-30,32500,34000,32500,33950,350743,661474.0,19483772.0
2014-05-02,33950,34200,33350,33750,140306,657577.0,19483772.0
2014-05-07,33450,34000,33400,33550,69007,653681.0,19483772.0
2014-05-08,33300,33550,32550,33250,116903,647835.0,19483772.0
2014-05-09,33350,35050,33350,34700,256242,676087.0,19483772.0
2014-05-12,34700,35350,34600,34700,176762,676087.0,19483772.0
2014-05-13,35200,35200,34600,34850,90684,679009.0,19483772.0
2014-05-14,34900,35550,34650,35550,102551,692648.0,19483772.0
2014-05-15,35600,35900,35250,35400,82671,689726.0,19483772.0
2014-05-16,35200,36700,35000,36450,109154,710183.0,19483772.0
2014-05-19,36700,37900,36400,37200,129855,724796.0,19483772.0
2014-05-20,37800,37800,36050,36400,114229,709209.0,19483772.0
2014-05-21,36600,37200,36350,36400,100122,709209.0,19483772.0
2014-05-22,36450,36600,36000,36300,76829,707261.0,19483772.0
2014-05-23,36100,37300,36100,37100,100207,722848.0,19483772.0
2014-05-26,37650,38000,37400,37850,99255,737461.0,19483772.0
2014-05-27,38600,40000,38600,38900,155596,757919.0,19483772.0
2014-05-28,39400,41950,39150,39800,289886,775454.0,19483772.0
2014-05-29,39850,40900,39000,40000,153522,779351.0,19483772.0
2014-05-30,40500,41450,40050,40400,259814,787144.0,19483772.0
2014-06-02,40100,40950,39250,40400,156057,787144.0,19483772.0
2014-06-03,40400,40850,39600,40700,131766,792990.0,19483772.0
2014-06-05,40000,41600,40000,41400,144716,806628.0,19483772.0
2014-06-09,41800,42500,41750,42500,134054,828060.0,19483772.0
2014-06-10,43000,43000,41100,42350,134535,825138.0,19483772.0
2014-06-11,42900,42900,41500,42500,140153,828060.0,19483772.0
2014-06-12,42900,43800,42550,43100,432008,839751.0,19483772.0
2014-06-13,43050,43100,42200,42800,148843,833905.0,19483772.0
2014-06-16,42800,43000,41900,42300,63902,824164.0,19483772.0
2014-06-17,42700,43100,42600,42750,90665,832931.0,19483772.0
2014-06-18,42800,43350,42050,43200,104444,841699.0,19483772.0
2014-06-19,43650,43700,42900,43200,57292,841699.0,19483772.0
2014-06-20,43650,44450,43550,43800,281220,853389.0,19483772.0
2014-06-23,44300,47200,44150,46850,269585,912815.0,19483772.0
2014-06-24,47000,49900,46400,48050,292450,936195.0,19483772.0
2014-06-25,48300,49450,47250,47350,244450,922557.0,19483772.0
2014-06-26,47100,47300,45050,46700,410110,909892.0,19483772.0
2014-06-27,46700,47100,45650,46250,113798,901124.0,19483772.0
2014-06-30,46200,48500,45400,48050,199643,936195.0,19483772.0
2014-07-01,48950,49300,48050,48600,197212,946911.0,19483772.0
2014-07-02,48650,49150,48100,49100,130994,956653.0,19483772.0
2014-07-03,49450,49650,48550,48650,120358,947886.0,19483772.0
2014-07-04,48700,49650,48450,49650,124552,967369.0,19483772.0
