한국콜마(161890),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-03-09,79500,82800,79000,79800,264832,1683792.0,21100151.0
2016-03-10,79900,81300,79800,81000,117294,1709112.0,21100151.0
2016-03-11,81200,81900,79900,81200,170788,1713332.0,21100151.0
2016-03-14,82000,82100,79600,80300,113238,1694342.0,21100151.0
2016-03-15,80000,81500,79700,80100,87947,1690122.0,21100151.0
2016-03-16,80800,85600,80000,85000,374003,1793513.0,21100151.0
2016-03-17,86000,86400,83100,84000,160996,1772413.0,21100151.0
2016-03-18,85000,85000,83100,83600,86741,1763973.0,21100151.0
2016-03-21,83400,84400,82500,82600,79893,1742872.0,21100151.0
2016-03-22,82000,82900,81200,81800,67201,1725992.0,21100151.0
2016-03-23,81600,83700,81600,81900,66742,1728102.0,21100151.0
2016-03-24,81800,84200,81700,83800,107927,1768193.0,21100151.0
2016-03-25,83300,84000,83000,83500,51447,1761863.0,21100151.0
2016-03-28,84300,84300,82400,82500,51538,1740762.0,21100151.0
2016-03-29,82600,83400,82300,82600,41249,1742872.0,21100151.0
2016-03-30,82700,83000,82100,82300,44003,1736542.0,21100151.0
2016-03-31,81500,82600,81000,81300,102040,1715442.0,21100151.0
2016-04-01,81300,84000,81200,83600,144576,1763973.0,21100151.0
2016-04-04,83200,84900,82800,83700,101192,1766083.0,21100151.0
2016-04-05,83700,84200,82100,83300,83321,1757643.0,21100151.0
2016-04-06,83200,84100,82000,83500,119605,1761863.0,21100151.0
2016-04-07,83600,84800,83200,83800,110337,1768193.0,21100151.0
2016-04-08,83200,83800,82000,82000,95283,1730212.0,21100151.0
2016-04-11,82200,83500,81500,82300,69683,1736542.0,21100151.0
2016-04-12,82000,82800,80300,80500,132466,1698562.0,21100151.0
2016-04-14,80200,81000,75500,76500,318032,1614162.0,21100151.0
2016-04-15,77100,77900,76300,76700,121249,1618382.0,21100151.0
2016-04-18,76700,80800,76700,80500,223921,1698562.0,21100151.0
2016-04-19,81300,81300,80100,80800,83419,1704892.0,21100151.0
2016-04-20,82000,82300,80700,80800,100891,1704892.0,21100151.0
2016-04-21,81200,84400,81200,84200,238651,1776633.0,21100151.0
2016-04-22,84300,87000,83300,86800,272333,1831493.0,21100151.0
2016-04-25,86700,88800,86500,88700,184015,1871583.0,21100151.0
2016-04-26,89000,89700,86300,87500,156676,1846263.0,21100151.0
2016-04-27,87400,88400,85200,85700,95476,1808283.0,21100151.0
2016-04-28,86000,87900,85400,85900,65893,1812503.0,21100151.0
2016-04-29,86200,87500,85400,87200,78996,1839933.0,21100151.0
2016-05-02,87600,88900,86500,86900,83332,1833603.0,21100151.0
2016-05-03,87000,88700,86900,88500,112954,1867363.0,21100151.0
2016-05-04,88400,89300,87300,87700,119864,1850483.0,21100151.0
2016-05-09,88000,94500,88000,94400,311755,1991854.0,21100151.0
2016-05-10,94400,95300,92000,93000,235301,1962314.0,21100151.0
2016-05-11,93300,93700,91700,92700,95581,1955984.0,21100151.0
2016-05-12,92100,93900,91300,93500,74707,1972864.0,21100151.0
2016-05-13,92700,93200,91500,92700,101213,1955984.0,21100151.0
2016-05-16,91700,93000,91700,92100,47172,1943324.0,21100151.0
2016-05-17,92500,93900,91800,93000,86911,1962314.0,21100151.0
2016-05-18,92600,94400,89700,90700,99226,1913784.0,21100151.0
2016-05-19,90100,90500,86500,89200,117601,1882133.0,21100151.0
2016-05-20,89000,93100,88700,91900,124748,1939104.0,21100151.0
2016-05-23,91900,93600,91600,92900,68995,1960204.0,21100151.0
2016-05-24,92500,93400,91500,93000,62496,1962314.0,21100151.0
2016-05-25,92400,93100,91200,93000,70094,1962314.0,21100151.0
2016-05-26,93000,94100,90600,91000,77528,1920114.0,21100151.0
2016-05-27,92000,92300,89400,91700,48047,1934884.0,21100151.0
2016-05-30,91700,92000,90300,91500,32959,1930664.0,21100151.0
2016-05-31,91100,92500,90700,92000,57303,1941214.0,21100151.0
2016-06-01,92000,95200,91500,94900,135586,2002404.0,21100151.0
2016-06-02,95100,99000,94000,98800,217305,2084695.0,21100151.0
2016-06-03,98200,98900,97500,98700,88437,2082585.0,21100151.0
2016-06-07,98700,100500,97700,98600,142791,2080475.0,21100151.0
2016-06-08,98700,101000,98000,100000,101795,2110015.0,21100151.0
2016-06-09,100000,102000,98100,99900,95798,2107905.0,21100151.0
2016-06-10,99900,99900,96000,97300,149683,2053045.0,21100151.0
2016-06-13,96100,96900,95500,95500,68386,2015064.0,21100151.0
2016-06-14,95500,96700,94300,96200,72499,2029835.0,21100151.0
2016-06-15,96700,97600,95400,95400,82172,2012954.0,21100151.0
2016-06-16,96500,96900,93100,94700,104740,1998184.0,21100151.0
2016-06-17,94800,96300,94100,94600,52315,1996074.0,21100151.0
2016-06-20,96000,96000,94700,95100,44879,2006624.0,21100151.0
2016-06-21,94900,99500,94900,98400,147593,2076255.0,21100151.0
2016-06-22,99600,99600,96700,98200,64170,2072035.0,21100151.0
2016-06-23,97900,98000,96400,96800,57018,2042495.0,21100151.0
2016-06-24,97300,98000,92100,95500,164459,2015064.0,21100151.0
2016-06-27,92300,95800,90500,95200,120068,2008734.0,21100151.0
2016-06-28,94600,98300,93600,98000,104150,2067815.0,21100151.0
2016-06-29,98000,100000,97600,99700,138551,2103685.0,21100151.0
2016-06-30,100000,103500,99700,100000,192604,2110015.0,21100151.0
2016-07-01,101000,103500,100000,101500,137199,2141665.0,21100151.0
2016-07-04,101500,103000,100500,102500,90315,2162765.0,21100151.0
2016-07-05,103500,104000,101500,104000,91843,2194416.0,21100151.0
2016-07-06,104000,105000,100500,105000,98419,2215516.0,21100151.0
2016-07-07,105000,107000,103000,106000,142502,2236616.0,21100151.0
2016-07-08,105500,106500,99000,100500,236801,2120565.0,21100151.0
2016-07-11,99000,101000,96300,99900,209270,2107905.0,21100151.0
2016-07-12,99500,101500,99500,100500,97091,2120565.0,21100151.0
2016-07-13,101500,103500,100500,101500,110905,2141665.0,21100151.0
2016-07-14,102000,102500,99600,99900,77657,2107905.0,21100151.0
2016-07-15,100000,101000,99700,99700,68333,2103685.0,21100151.0
2016-07-18,100500,104000,100500,103000,110733,2173316.0,21100151.0
2016-07-19,103500,104000,100500,101000,80583,2131115.0,21100151.0
2016-07-20,101500,101500,99800,99900,68696,2107905.0,21100151.0
2016-07-21,99800,101000,95400,97400,254405,2055155.0,21100151.0
2016-07-22,97700,98400,96200,96600,85050,2038275.0,21100151.0
2016-07-25,96900,97300,93100,93500,172432,1972864.0,21100151.0
2016-07-26,93300,96000,93300,95300,60752,2010844.0,21100151.0
2016-07-27,96400,96600,92600,93000,124786,1962314.0,21100151.0
2016-07-28,93600,95000,93200,94200,60041,1987634.0,21100151.0
2016-07-29,94200,95100,92900,94900,83525,2002404.0,21100151.0
2016-08-01,94900,94900,92500,92500,102559,1951764.0,21100151.0
2016-08-02,92000,94400,91600,92500,89554,1951764.0,21100151.0
2016-08-03,91700,92400,90200,90800,108103,1915894.0,21100151.0
2016-08-04,91700,91700,89700,90500,89639,1909564.0,21100151.0
2016-08-05,90200,90500,83600,87700,364092,1850483.0,21100151.0
2016-08-08,86800,91600,86800,91300,254777,1926444.0,21100151.0
2016-08-09,92000,92500,90800,91500,83572,1930664.0,21100151.0
2016-08-10,91600,94000,91600,92200,97968,1945434.0,21100151.0
2016-08-11,92500,92600,91000,92100,67235,1943324.0,21100151.0
2016-08-12,92300,93700,92200,93400,59338,1970754.0,21100151.0
2016-08-16,92600,95000,92600,94100,76482,1985524.0,21100151.0
2016-08-17,95400,95400,91900,92200,78907,1945434.0,21100151.0
2016-08-18,92000,93800,90400,90600,88135,1911674.0,21100151.0
2016-08-19,90700,91600,89200,89400,84170,1886353.0,21100151.0
2016-08-22,90300,90400,87800,88000,76338,1856813.0,21100151.0
2016-08-23,88000,93000,88000,92600,96791,1953874.0,21100151.0
2016-08-24,92700,94200,91700,92100,75123,1943324.0,21100151.0
2016-08-25,92500,92900,89800,90300,53757,1905344.0,21100151.0
2016-08-26,90300,93200,89000,90500,60773,1909564.0,21100151.0
2016-08-29,90400,91300,89500,90000,48141,1899014.0,21100151.0
2016-08-30,89300,92000,89300,91300,40060,1926444.0,21100151.0
2016-08-31,91300,91800,89000,90100,100629,1901124.0,21100151.0
2016-09-01,90000,93200,89900,93200,104454,1966534.0,21100151.0
2016-09-02,93600,94800,93500,93800,94872,1979194.0,21100151.0
2016-09-05,94600,94700,91700,93200,71480,1966534.0,21100151.0
2016-09-06,93000,93900,92400,92900,42062,1960204.0,21100151.0
2016-09-07,92500,93300,90000,90100,69840,1901124.0,21100151.0
2016-09-08,91200,91300,90000,90200,48987,1903234.0,21100151.0
2016-09-09,90300,90300,88200,89400,54243,1886353.0,21100151.0
2016-09-12,89300,90900,88400,90300,52001,1905344.0,21100151.0
2016-09-13,90300,90900,88900,89800,70632,1894794.0,21100151.0
2016-09-19,89100,92800,89100,91900,77809,1939104.0,21100151.0
2016-09-20,93000,94300,93000,94100,105922,1985524.0,21100151.0
2016-09-21,94800,95500,93000,95200,85114,2008734.0,21100151.0
2016-09-22,95200,96800,94500,95300,78526,2010844.0,21100151.0
2016-09-23,96500,97500,96000,96700,113995,2040385.0,21100151.0
2016-09-26,96100,98000,95800,96500,52755,2036165.0,21100151.0
2016-09-27,96600,97500,96000,97200,42921,2050935.0,21100151.0
2016-09-28,97800,97900,97000,97400,38268,2055155.0,21100151.0
2016-09-29,97700,98000,95500,96200,53599,2029835.0,21100151.0
2016-09-30,96200,98000,95000,96300,122433,2031945.0,21100151.0
2016-10-04,97300,98800,96700,98000,87247,2067815.0,21100151.0
2016-10-05,98000,98400,96700,98000,91341,2067815.0,21100151.0
2016-10-06,97000,98300,95500,96100,77073,2027725.0,21100151.0
2016-10-07,95700,96200,94000,94000,91010,1983414.0,21100151.0
2016-10-10,95300,96500,94600,95000,71600,2004514.0,21100151.0
2016-10-11,96000,96000,93500,94000,68550,1983414.0,21100151.0
2016-10-12,94400,94900,93700,94400,46424,1991854.0,21100151.0
2016-10-13,93500,94100,91000,91200,84884,1924334.0,21100151.0
2016-10-14,91800,92300,90100,90800,58110,1915894.0,21100151.0
2016-10-17,90300,91500,89500,89600,52210,1890574.0,21100151.0
2016-10-18,90000,91900,89700,91600,35493,1932774.0,21100151.0
2016-10-19,91800,91900,90000,90000,51206,1899014.0,21100151.0
2016-10-20,90400,90800,89700,90000,51911,1899014.0,21100151.0
2016-10-21,90200,90700,89400,89600,45343,1890574.0,21100151.0
2016-10-24,90000,90000,86700,87200,126565,1839933.0,21100151.0
2016-10-25,85000,85900,79600,80000,272496,1688012.0,21100151.0
2016-10-26,79000,84700,79000,83900,155716,1770303.0,21100151.0
2016-10-27,84500,87000,84200,84800,124153,1789293.0,21100151.0
2016-10-28,84500,85700,84400,84900,53824,1791403.0,21100151.0
2016-10-31,83900,85500,81400,81500,92774,1719662.0,21100151.0
2016-11-01,80500,83400,80500,82000,85025,1730212.0,21100151.0
2016-11-02,81100,81400,77300,78300,173290,1652142.0,21100151.0
2016-11-03,78400,81600,78400,81300,110219,1715442.0,21100151.0
2016-11-04,81600,81900,78900,79400,106200,1675352.0,21100151.0
2016-11-07,80300,80600,78700,78800,121513,1662692.0,21100151.0
2016-11-08,79100,79400,78400,78800,134052,1662692.0,21100151.0
2016-11-09,79400,81100,75600,78200,239288,1650032.0,21100151.0
2016-11-10,80000,80200,78300,79000,218954,1666912.0,21100151.0
2016-11-11,78800,78900,77200,78000,120224,1645812.0,21100151.0
2016-11-14,77700,78800,75000,76500,124996,1614162.0,21100151.0
2016-11-15,76500,77000,73200,73300,179842,1546641.0,21100151.0
2016-11-16,74800,74800,73500,73900,170936,1559301.0,21100151.0
2016-11-17,74500,74500,72700,72900,108742,1538201.0,21100151.0
2016-11-18,72100,72400,69600,70400,206256,1485451.0,21100151.0
2016-11-21,70200,70200,64700,66800,256185,1409490.0,21100151.0
2016-11-22,66800,67200,64500,65100,272006,1373620.0,21100151.0
2016-11-23,64600,66900,64600,65000,131382,1371510.0,21100151.0
2016-11-24,65100,66000,62600,62800,120682,1325089.0,21100151.0
2016-11-25,62500,67200,62200,64500,206708,1360960.0,21100151.0
2016-11-28,64900,65700,64100,65500,113911,1382060.0,21100151.0
2016-11-29,65000,68900,65000,68500,249566,1445360.0,21100151.0
2016-11-30,68500,68500,66300,67400,110671,1422150.0,21100151.0
2016-12-01,67600,67600,64500,64600,139791,1363070.0,21100151.0
2016-12-02,64600,64900,61800,62000,222664,1308209.0,21100151.0
2016-12-05,62500,65000,62300,64900,211690,1369400.0,21100151.0
2016-12-06,65600,66300,64200,65900,186085,1390500.0,21100151.0
2016-12-07,66100,66500,64400,65100,135160,1373620.0,21100151.0
2016-12-08,65200,67200,65200,67200,141150,1417930.0,21100151.0
2016-12-09,67300,71500,66300,70800,324489,1493891.0,21100151.0
2016-12-12,72100,72900,69100,70600,271325,1489671.0,21100151.0
2016-12-13,70000,71500,70000,70600,97496,1489671.0,21100151.0
2016-12-14,71100,71100,69500,69700,99158,1470681.0,21100151.0
2016-12-15,69000,70600,68500,70100,103518,1479121.0,21100151.0
2016-12-16,69900,70700,68700,69100,121532,1458020.0,21100151.0
2016-12-19,68900,68900,66800,67300,160280,1420040.0,21100151.0
2016-12-20,67500,68000,66700,67000,121674,1413710.0,21100151.0
2016-12-21,66800,67400,66300,66400,131843,1401050.0,21100151.0
2016-12-22,66200,66900,65300,65500,84189,1382060.0,21100151.0
2016-12-23,66000,68500,65000,68300,159345,1441140.0,21100151.0
2016-12-26,67000,68100,66500,67400,132318,1422150.0,21100151.0
2016-12-27,67200,67200,65200,65400,123936,1379950.0,21100151.0
2016-12-28,65500,66300,64900,65000,92157,1371510.0,21100151.0
2016-12-29,65300,66800,64800,65800,86922,1388390.0,21100151.0
2017-01-02,65100,65200,61500,61700,219026,1301879.0,21100151.0
2017-01-03,61800,63000,61800,62400,94103,1316649.0,21100151.0
2017-01-04,62600,62600,61500,62500,98168,1318759.0,21100151.0
2017-01-05,62500,63300,61800,62300,109246,1314539.0,21100151.0
2017-01-06,62400,63200,62400,62600,57405,1320869.0,21100151.0
2017-01-09,62600,63000,59300,59500,228717,1255459.0,21100151.0
2017-01-10,59500,59700,57700,59200,155246,1249129.0,21100151.0
2017-01-11,59600,61300,59200,60800,181501,1282889.0,21100151.0
2017-01-12,60700,62600,60200,62000,132311,1308209.0,21100151.0
2017-01-13,61600,64900,61600,64000,172166,1350410.0,21100151.0
2017-01-16,64300,66400,63800,66300,189819,1398940.0,21100151.0
2017-01-17,66800,67500,64400,64900,173230,1369400.0,21100151.0
2017-01-18,64500,66400,64200,65900,103879,1390500.0,21100151.0
2017-01-19,66000,66600,64600,65900,96873,1390500.0,21100151.0
2017-01-20,65400,67800,65400,67600,161765,1426370.0,21100151.0
2017-01-23,68000,68000,66000,66400,94427,1401050.0,21100151.0
2017-01-24,66300,69000,66100,67800,140307,1430590.0,21100151.0
2017-01-25,67800,69100,67100,68800,146376,1451690.0,21100151.0
2017-01-26,69300,69500,63600,66400,423096,1401050.0,21100151.0
2017-01-31,66400,69300,66400,69300,120434,1462240.0,21100151.0
2017-02-01,70000,70000,67100,68300,169736,1441140.0,21100151.0
2017-02-02,67800,68500,65700,65900,132740,1390500.0,21100151.0
2017-02-03,65500,66700,64400,66100,115860,1394720.0,21100151.0
2017-02-06,65800,66000,64800,65400,50333,1379950.0,21100151.0
2017-02-07,64800,66500,64800,65500,53812,1382060.0,21100151.0
2017-02-08,65200,65200,62600,63500,124465,1339860.0,21100151.0
2017-02-09,63400,63600,62600,62900,77790,1327199.0,21100151.0
2017-02-10,63300,68200,63100,66100,187131,1394720.0,21100151.0
2017-02-13,67000,69800,66900,69600,321734,1468571.0,21100151.0
2017-02-14,70000,74800,69800,73800,580238,1557191.0,21100151.0
2017-02-15,74300,79600,74000,77100,462573,1626822.0,21100151.0
2017-02-16,78100,78600,74600,77300,250420,1631042.0,21100151.0
2017-02-17,77400,77600,74500,75400,126944,1590951.0,21100151.0
2017-02-20,74100,77100,74100,75500,160433,1593061.0,21100151.0
2017-02-21,74400,75800,74400,74900,122382,1580401.0,21100151.0
2017-02-22,75300,75300,73600,75000,112690,1582511.0,21100151.0
2017-02-23,75000,75100,73900,74200,110962,1565631.0,21100151.0
2017-02-24,74900,78400,74600,78000,379678,1645812.0,21100151.0
2017-02-27,79500,79600,76500,77800,153991,1641592.0,21100151.0
2017-02-28,77000,77300,74900,76700,134590,1618382.0,21100151.0
2017-03-02,76600,76700,72800,73100,165038,1542421.0,21100151.0
2017-03-03,70900,71300,67800,69000,281739,1455910.0,21100151.0
2017-03-06,69000,72300,67500,71500,238248,1508661.0,21100151.0
2017-03-07,71500,71800,70000,70500,98722,1487561.0,21100151.0
2017-03-08,69600,72400,69500,71800,99337,1514991.0,21100151.0
2017-03-09,72500,75800,72100,73700,279154,1555081.0,21100151.0
2017-03-10,74400,76000,71800,72900,238277,1538201.0,21100151.0
2017-03-13,74000,77400,73900,74600,207194,1574071.0,21100151.0
2017-03-14,76000,76100,72200,72900,154497,1538201.0,21100151.0
2017-03-15,72800,73400,71100,72600,104263,1531871.0,21100151.0
2017-03-16,73500,75100,72100,72700,103576,1533981.0,21100151.0
2017-03-17,73000,74800,72900,73600,114275,1552971.0,21100151.0
2017-03-20,73400,73600,71100,71700,88857,1512881.0,21100151.0
2017-03-21,72300,72300,71000,71200,83256,1502331.0,21100151.0
2017-03-22,70800,72200,70500,71400,52942,1506551.0,21100151.0
2017-03-23,71600,72200,70100,70500,89776,1487561.0,21100151.0
2017-03-24,71000,75500,70700,75300,320302,1588841.0,21100151.0
2017-03-27,75300,75600,73100,73900,145468,1559301.0,21100151.0
2017-03-28,74100,76500,73400,76200,148905,1607832.0,21100151.0
2017-03-29,77200,77500,75300,75800,120667,1599391.0,21100151.0
2017-03-30,76000,76600,74600,74800,87258,1578291.0,21100151.0
2017-03-31,75000,76200,74900,75100,78082,1584621.0,21100151.0
2017-04-03,75900,77800,74300,76600,160716,1616272.0,21100151.0
2017-04-04,77000,78400,75700,77400,165725,1633152.0,21100151.0
2017-04-05,78000,79100,76200,76300,145183,1609942.0,21100151.0
2017-04-06,76500,76900,75700,75800,58113,1599391.0,21100151.0
2017-04-07,76700,77700,75800,75900,96241,1601501.0,21100151.0
2017-04-10,74900,75000,72500,72900,177744,1538201.0,21100151.0
2017-04-11,72300,73900,72300,73700,95592,1555081.0,21100151.0
2017-04-12,72900,73500,72500,72800,83537,1536091.0,21100151.0
2017-04-13,73400,78000,73200,77700,305541,1639482.0,21100151.0
2017-04-14,77600,78000,76300,77600,98734,1637372.0,21100151.0
2017-04-17,78300,81400,77800,80800,264548,1704892.0,21100151.0
2017-04-18,80400,80800,78500,79100,121542,1669022.0,21100151.0
2017-04-19,79100,80300,78500,79700,146181,1681682.0,21100151.0
2017-04-20,79300,82200,78700,81700,355189,1723882.0,21100151.0
2017-04-21,82200,82300,81200,81700,270363,1723882.0,21100151.0
2017-04-24,81700,82100,80100,81100,133676,1711222.0,21100151.0
2017-04-25,80800,81200,79500,80200,101696,1692232.0,21100151.0
2017-04-26,80200,81200,79700,80700,101806,1702782.0,21100151.0
2017-04-27,80000,80700,79000,80400,126176,1696452.0,21100151.0
2017-04-28,80000,80500,79000,80300,85371,1694342.0,21100151.0
2017-05-02,80100,80900,79100,80300,85847,1694342.0,21100151.0
2017-05-04,79400,84200,79400,84000,201678,1772413.0,21100151.0
2017-05-08,84400,86400,84000,85900,152226,1812503.0,21100151.0
2017-05-10,87100,89100,86800,88300,283356,1863143.0,21100151.0
2017-05-11,88900,90000,87400,90000,162368,1899014.0,21100151.0
2017-05-12,89000,89400,83000,85800,601355,1810393.0,21100151.0
2017-05-15,86700,90100,86300,87100,292869,1837823.0,21100151.0
2017-05-16,88100,89700,86900,88800,128341,1873693.0,21100151.0
2017-05-17,88800,91400,87700,88800,317258,1873693.0,21100151.0
2017-05-18,87700,89400,87300,89000,136227,1877913.0,21100151.0
2017-05-19,90400,91400,89700,90200,218766,1903234.0,21100151.0
2017-05-22,89700,90900,89100,89600,79599,1890574.0,21100151.0
2017-05-23,89600,89600,87700,88500,100648,1867363.0,21100151.0
2017-05-24,87900,89300,87300,87700,99854,1850483.0,21100151.0
2017-05-25,87700,88100,86500,87100,132658,1837823.0,21100151.0
2017-05-26,87100,88400,87000,88000,169873,1856813.0,21100151.0
2017-05-29,88100,88600,86100,86400,112746,1823053.0,21100151.0
2017-05-30,86500,86600,84700,85700,127296,1808283.0,21100151.0
2017-05-31,85000,85900,84500,85400,131378,1801953.0,21100151.0
2017-06-01,85900,85900,83600,83800,142654,1768193.0,21100151.0
2017-06-02,83800,83800,82100,82800,193019,1747093.0,21100151.0
2017-06-05,83100,83700,82900,83000,116087,1751313.0,21100151.0
2017-06-07,83600,83800,82500,82900,115690,1749203.0,21100151.0
2017-06-08,82200,82700,81600,81600,159622,1721772.0,21100151.0
2017-06-09,81600,82900,81500,81800,117785,1725992.0,21100151.0
2017-06-12,81700,81800,80100,80500,82139,1698562.0,21100151.0
2017-06-13,80600,81100,76700,77200,296692,1628932.0,21100151.0
2017-06-14,77200,77700,75500,76500,235266,1614162.0,21100151.0
2017-06-15,76600,80000,76600,78500,298533,1656362.0,21100151.0
2017-06-16,78200,78600,76400,77800,151658,1641592.0,21100151.0
2017-06-19,77800,77800,75000,75100,194378,1584621.0,21100151.0
2017-06-20,75300,76200,72300,72500,267067,1529761.0,21100151.0
2017-06-21,72700,74300,72000,73900,158690,1559301.0,21100151.0
2017-06-22,74000,74100,72800,73400,73180,1548751.0,21100151.0
2017-06-23,74100,77800,73800,75700,297552,1597281.0,21100151.0
2017-06-26,76200,76500,73800,73900,133425,1559301.0,21100151.0
2017-06-27,73900,76900,73200,75100,203771,1584621.0,21100151.0
2017-06-28,75200,76300,74800,75200,173942,1586731.0,21100151.0
2017-06-29,75300,75500,72200,72700,235964,1533981.0,21100151.0
2017-06-30,72200,73800,71300,72200,186119,1523431.0,21100151.0
2017-07-03,72600,73500,72500,73400,106823,1548751.0,21100151.0
2017-07-04,72100,73700,71700,72100,143502,1521321.0,21100151.0
2017-07-05,72100,72700,72000,72000,70781,1519211.0,21100151.0
2017-07-06,72100,72500,70600,70900,160927,1496001.0,21100151.0
2017-07-07,70200,70500,68700,69000,329703,1455910.0,21100151.0
2017-07-10,69400,70200,68700,69200,164472,1460130.0,21100151.0
2017-07-11,68800,70900,68800,69400,133976,1464350.0,21100151.0
2017-07-12,69400,70400,69000,69200,149883,1460130.0,21100151.0
2017-07-13,69100,69800,68900,69500,92349,1466460.0,21100151.0
2017-07-14,70000,70100,69200,69500,81999,1466460.0,21100151.0
2017-07-17,69600,71600,69600,70900,161849,1496001.0,21100151.0
2017-07-18,71500,71700,70900,71100,99376,1500221.0,21100151.0
2017-07-19,71600,72400,71200,72000,153230,1519211.0,21100151.0
2017-07-20,71600,71700,70700,71200,143765,1502331.0,21100151.0
2017-07-21,71200,71200,70200,70400,102885,1485451.0,21100151.0
2017-07-24,70300,70600,70100,70600,69613,1489671.0,21100151.0
2017-07-25,70100,70700,69700,70700,108877,1491781.0,21100151.0
2017-07-26,70800,74500,70800,74000,429388,1561411.0,21100151.0
2017-07-27,74000,74300,73200,74200,160739,1565631.0,21100151.0
2017-07-28,74200,75300,73500,73800,169325,1557191.0,21100151.0
2017-07-31,72500,72900,70600,71000,231016,1498111.0,21100151.0
2017-08-01,71000,71500,70400,70600,195213,1489671.0,21100151.0
2017-08-02,70600,71500,70000,71200,130777,1502331.0,21100151.0
2017-08-03,70700,71200,70200,70400,104421,1485451.0,21100151.0
2017-08-04,70300,71500,67900,68800,378098,1451690.0,21100151.0
2017-08-07,68900,69400,68600,69000,118732,1455910.0,21100151.0
2017-08-08,69000,69700,68700,69400,68093,1464350.0,21100151.0
2017-08-09,68800,71700,68800,70900,115952,1496001.0,21100151.0
2017-08-10,70500,72400,70200,72100,172373,1521321.0,21100151.0
2017-08-11,71300,72200,71100,72100,93201,1521321.0,21100151.0
2017-08-14,72300,72800,71400,72000,70900,1519211.0,21100151.0
2017-08-16,70600,70700,67200,68300,646913,1441140.0,21100151.0
2017-08-17,68000,69400,67800,69400,114809,1464350.0,21100151.0
2017-08-18,68600,69400,68300,68900,192311,1453800.0,21100151.0
2017-08-21,68100,68500,67000,67100,145050,1415820.0,21100151.0
2017-08-22,67100,67500,66300,66600,110522,1405270.0,21100151.0
2017-08-23,66400,67200,66200,66700,73413,1407380.0,21100151.0
2017-08-24,66700,68400,66700,67800,179594,1430590.0,21100151.0
2017-08-25,67300,67500,65500,65800,242622,1388390.0,21100151.0
2017-08-28,66200,68100,66200,67900,124086,1432700.0,21100151.0
2017-08-29,67700,68400,67200,68200,73132,1439030.0,21100151.0
2017-08-30,68400,68500,67500,67900,48490,1432700.0,21100151.0
2017-08-31,67700,68000,66700,67900,79239,1432700.0,21100151.0
2017-09-01,68000,69400,67900,67900,124447,1432700.0,21100151.0
2017-09-04,66400,67700,66300,66800,71164,1409490.0,21100151.0
2017-09-05,67000,67000,65700,65800,95693,1388390.0,21100151.0
2017-09-06,65400,66400,65400,66100,46878,1394720.0,21100151.0
2017-09-07,66100,67000,65500,66900,63169,1411600.0,21100151.0
2017-09-08,66300,67000,64400,65100,167206,1373620.0,21100151.0
2017-09-11,64400,65300,62700,62900,143885,1327199.0,21100151.0
2017-09-12,62900,64700,62900,64000,63977,1350410.0,21100151.0
2017-09-13,63800,63900,62100,62200,102207,1312429.0,21100151.0
2017-09-14,62000,63500,62000,63400,90705,1337750.0,21100151.0
2017-09-15,62900,63200,62100,63000,45127,1329310.0,21100151.0
2017-09-18,62300,63200,62000,62000,114766,1308209.0,21100151.0
2017-09-19,61600,63300,61500,63000,80296,1329310.0,21100151.0
2017-09-20,63000,65700,63000,65100,154899,1373620.0,21100151.0
2017-09-21,65200,72200,65200,71600,697298,1510771.0,21100151.0
2017-09-22,71200,72100,69000,70100,221302,1479121.0,21100151.0
2017-09-25,69400,71300,66600,66600,191182,1405270.0,21100151.0
2017-09-26,66700,70600,66700,69300,203062,1462240.0,21100151.0
2017-09-27,69700,71700,69600,70800,305284,1493891.0,21100151.0
2017-09-28,70900,73300,70100,73300,439782,1546641.0,21100151.0
2017-09-29,73900,77900,73900,75800,609987,1599391.0,21100151.0
2017-10-10,75900,76900,74100,76700,204610,1618382.0,21100151.0
2017-10-11,76300,76600,75300,76200,124058,1607832.0,21100151.0
2017-10-12,75300,78400,75000,75500,173847,1593061.0,21100151.0
2017-10-13,75300,79700,75300,79000,394677,1666912.0,21100151.0
2017-10-16,79800,81600,78000,81600,448118,1721772.0,21100151.0
2017-10-17,81600,81900,79000,81700,216293,1723882.0,21100151.0
2017-10-18,81100,82600,80200,80300,143974,1694342.0,21100151.0
2017-10-19,80300,80800,78200,79400,141626,1675352.0,21100151.0
2017-10-20,79600,79900,77500,77900,117406,1643702.0,21100151.0
2017-10-23,78100,80200,78000,79300,120182,1673242.0,21100151.0
2017-10-24,79500,81000,78200,80400,204653,1696452.0,21100151.0
2017-10-25,81100,82900,80100,82400,255720,1738652.0,21100151.0
2017-10-26,82800,85300,81600,84500,367156,1783327.0,21104461.0
2017-10-27,85500,86000,82600,84500,273662,1783327.0,21104461.0
2017-10-30,85700,85700,83500,84800,151026,1789658.0,21104461.0
2017-10-31,85000,86400,82300,82800,199291,1747449.0,21104461.0
2017-11-01,83300,84100,82500,82900,129340,1749560.0,21104461.0
2017-11-02,83000,86000,82700,83500,163215,1762222.0,21104461.0
2017-11-03,84900,84900,82600,83900,70969,1770664.0,21104461.0
2017-11-06,83800,85900,83800,85900,168234,1812873.0,21104461.0
2017-11-07,85900,86000,83800,84800,83194,1789658.0,21104461.0
