코오롱인더(120110),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-05-10,49097,50219,48068,49565,274064,886435.0,16725190.0
2010-05-11,50219,50687,49284,50032,240247,894798.0,16725190.0
2010-05-12,50312,50687,47881,48630,183773,869710.0,16725190.0
2010-05-13,49190,49751,47975,47975,252073,858002.0,16725190.0
2010-05-14,48442,55082,48255,51903,708945,928248.0,16725190.0
2010-05-17,51435,53025,49658,50968,239621,911523.0,16725190.0
2010-05-18,50967,51528,47507,49004,208911,876400.0,16725190.0
2010-05-19,48162,49845,46478,48723,205339,871382.0,16725190.0
2010-05-20,48068,49658,47413,47881,127010,856330.0,16725190.0
2010-05-24,47975,49190,46478,49004,197111,876400.0,16725190.0
2010-05-25,48629,48629,43953,47975,268152,858002.0,16725190.0
2010-05-26,47507,48255,46198,47133,136051,842950.0,16725190.0
2010-05-27,46852,49751,46572,49378,132198,883090.0,16725190.0
2010-05-28,49564,50406,48816,50032,136999,894798.0,16725190.0
2010-05-31,49938,51341,49564,50313,141549,899815.0,16725190.0
2010-06-01,50406,50780,49097,49097,111412,878072.0,16725190.0
2010-06-03,49564,50219,48255,48256,143911,863020.0,16725190.0
2010-06-04,48442,49377,47881,49097,106136,878072.0,16725190.0
2010-06-07,47413,48442,47039,47694,130380,852985.0,16725190.0
2010-06-08,48068,48816,47320,48349,115325,864692.0,16725190.0
2010-06-09,48068,48816,47600,47694,91280,856300.0,16790190.0
2010-06-10,47600,49845,47600,48630,186322,873090.0,16790190.0
2010-06-11,49564,50593,49284,50500,238390,906670.0,16790190.0
2010-06-14,50499,51248,49845,50781,106855,911707.0,16790190.0
2010-06-15,50687,51154,49564,51155,106386,918423.0,16790190.0
2010-06-16,51435,51809,50500,51716,94510,929604.0,16810190.0
2010-06-17,51902,55643,51248,55176,442457,991801.0,16810190.0
2010-06-18,55643,56298,54334,55456,184142,996844.0,16810190.0
2010-06-21,55643,56765,54895,56485,194649,1015335.0,16810190.0
2010-06-22,55830,56485,54988,55269,121824,993482.0,16810190.0
2010-06-23,54708,55924,54614,55176,96263,991801.0,16810190.0
2010-06-24,55456,56017,54521,54895,89785,986758.0,16810190.0
2010-06-25,54240,54895,53492,54895,99202,986758.0,16810190.0
2010-06-28,56111,56859,54053,55176,171139,991801.0,16810190.0
2010-06-29,55456,57139,55175,56298,248507,1011973.0,16810190.0
2010-06-30,55362,58823,55175,58262,295538,1047275.0,16810190.0
2010-07-01,57607,59851,57607,59384,240319,1069184.0,16837540.0
2010-07-02,60038,60038,56391,57981,114037,1043927.0,16837540.0
2010-07-05,57981,57981,55550,55644,147644,1001834.0,16837540.0
2010-07-06,55175,55643,53118,55176,164367,993415.0,16837540.0
2010-07-07,55737,57607,54708,57607,187228,1037192.0,16837540.0
2010-07-08,58168,59384,57513,58543,130857,1054030.0,16837540.0
2010-07-09,58636,59851,56672,57794,274043,1040560.0,16837540.0
2010-07-12,58355,58542,56952,57514,67132,1035509.0,16837540.0
2010-07-13,57513,59103,57326,57420,122732,1034566.0,16849615.0
2010-07-14,57981,59758,57607,58169,135743,1048046.0,16849615.0
2010-07-15,58262,59477,57981,58169,85952,1048046.0,16849615.0
2010-07-16,58168,58823,58074,58636,56610,1056471.0,16849615.0
2010-07-19,57700,59103,57700,58636,57314,1056471.0,16849615.0
2010-07-20,59384,59664,57700,58262,69689,1049731.0,16849615.0
2010-07-21,58355,59571,58075,59571,116161,1076342.0,16897045.0
2010-07-22,59197,60506,59010,60319,127557,1089859.0,16897045.0
2010-07-23,60880,61067,56391,58917,191112,1064514.0,16897045.0
2010-07-26,58449,59197,57233,58823,62064,1062824.0,16897045.0
2010-07-27,58542,60225,58262,59758,101949,1079721.0,16897045.0
2010-07-28,60787,61628,59758,60787,218592,1098308.0,16897045.0
2010-07-29,61161,61161,58916,59104,95020,1067893.0,16897045.0
2010-07-30,58916,59197,57326,59104,87606,1068165.0,16901345.0
2010-08-02,59103,60225,58262,58636,53240,1059714.0,16901345.0
2010-08-03,59103,60693,58916,59852,125600,1081686.0,16901345.0
2010-08-04,60225,60693,59197,60600,65103,1095207.0,16901345.0
2010-08-05,60880,60880,58168,58917,99480,1064785.0,16901345.0
2010-08-06,58636,58636,57046,58262,54454,1052954.0,16901345.0
2010-08-09,58355,58449,56859,58262,79645,1052954.0,16901345.0
2010-08-10,57513,58823,57326,57794,125913,1044503.0,16901345.0
2010-08-11,57981,59197,57513,58543,100630,1065242.0,17016645.0
2010-08-12,57887,58823,57233,57514,63009,1046524.0,17016645.0
2010-08-13,57794,60132,57700,59758,131641,1087364.0,17016645.0
2010-08-16,59758,60319,59103,59852,41715,1089065.0,17016645.0
2010-08-17,60132,60693,59477,60694,54480,1104380.0,17016645.0
2010-08-18,61067,61254,59945,60974,76765,1109485.0,17016645.0
2010-08-19,60974,63218,60787,63219,159470,1150325.0,17016645.0
2010-08-20,62844,65556,62470,65463,246860,1191165.0,17016645.0
2010-08-23,65837,65837,64901,65744,88782,1196270.0,17016645.0
2010-08-24,65462,65930,62189,64808,100672,1179253.0,17016645.0
2010-08-25,64060,66304,63966,66118,130104,1203077.0,17016645.0
2010-08-26,66678,66678,64901,65931,96602,1199673.0,17016645.0
2010-08-27,65275,65650,64621,65650,69390,1196206.0,17039965.0
2010-08-30,66585,66678,64714,65931,91592,1201318.0,17039965.0
2010-08-31,65930,66865,64714,66866,113263,1218357.0,17039965.0
2010-09-01,66772,70980,66585,70606,217372,1286517.0,17039965.0
2010-09-02,71074,72196,69858,70045,168373,1276293.0,17039965.0
2010-09-03,70793,71448,69016,69952,82984,1274589.0,17039965.0
2010-09-06,69203,69951,67800,69017,110982,1257549.0,17039965.0
2010-09-07,68923,69577,67146,67146,121795,1223469.0,17039965.0
2010-09-08,66865,67707,66772,67520,47435,1230285.0,17039965.0
2010-09-09,66959,69016,66491,69017,81247,1274094.0,17264140.0
2010-09-10,68736,69671,68455,69017,146445,1274094.0,17264140.0
2010-09-13,69390,69671,67520,68736,128695,1268914.0,17264140.0
2010-09-14,69016,70793,68549,68923,170080,1272367.0,17264140.0
2010-09-15,69858,71635,69764,71635,226334,1322433.0,17264140.0
2010-09-16,72102,72383,70232,71074,99041,1314627.0,17297724.0
2010-09-17,71074,71541,69951,70887,64108,1311167.0,17297724.0
2010-09-20,70887,71541,70232,70700,35956,1307708.0,17297724.0
2010-09-24,70232,71354,69858,70981,71201,1312897.0,17297724.0
2010-09-27,70980,70980,65649,67520,605837,1248896.0,17297724.0
2010-09-28,66678,68175,66678,67801,227887,1254085.0,17297724.0
2010-09-29,68268,70419,67333,69671,203623,1290106.0,17316857.0
2010-09-30,70045,72663,69671,71355,246201,1321276.0,17316857.0
2010-10-01,71728,72476,69390,70139,115548,1298764.0,17316857.0
2010-10-04,69951,70232,66024,66305,282607,1227765.0,17316857.0
2010-10-05,66024,66585,62563,63967,401504,1184473.0,17316857.0
2010-10-06,64808,65930,63124,63406,301191,1174083.0,17316857.0
2010-10-07,63218,64153,60225,60787,555750,1125596.0,17316857.0
2010-10-08,61067,61909,60412,61348,376977,1135986.0,17316857.0
2010-10-11,61909,62189,58355,58730,602397,1088173.0,17327595.0
2010-10-12,58729,60412,57794,59478,347342,1102035.0,17327595.0
2010-10-13,57420,62189,57046,62190,1022478,1152285.0,17327595.0
2010-10-14,62189,63873,60787,63312,334694,1173078.0,17327595.0
2010-10-15,63966,64060,63312,63967,183349,1185207.0,17327595.0
2010-10-18,64527,64527,62657,62938,209736,1166147.0,17327595.0
2010-10-19,62937,63779,62657,63406,135632,1174811.0,17327595.0
2010-10-20,62937,66304,61909,66211,254465,1226794.0,17327595.0
2010-10-21,66959,67894,65930,67520,267312,1251052.0,17327595.0
2010-10-22,67520,70980,67333,70326,379133,1303035.0,17327595.0
2010-10-25,69764,70606,67800,67988,284619,1259716.0,17327595.0
2010-10-26,67707,71541,66398,70700,334861,1314704.0,17390263.0
2010-10-27,72300,74200,69500,71000,177810,1234709.0,17390263.0
2010-10-28,71200,71900,69500,70500,91464,1226014.0,17390263.0
2010-10-29,70100,71200,69500,71200,70996,1238187.0,17390263.0
2010-11-01,71400,72200,69900,71700,68044,1246882.0,17390263.0
2010-11-02,72100,72800,70100,72800,101959,1266011.0,17390263.0
2010-11-03,73100,73200,71300,72300,113295,1257316.0,17390263.0
2010-11-04,71700,71700,70100,71300,118116,1239926.0,17390263.0
2010-11-05,71300,71400,67600,68700,196150,1194711.0,17390263.0
2010-11-08,68000,69500,66100,68000,164783,1182538.0,17390263.0
2010-11-09,68600,70900,67000,70600,84708,1230417.0,17427997.0
2010-11-10,70600,71600,69200,70000,72460,1219960.0,17427997.0
2010-11-11,70000,70600,68800,70000,83758,1219960.0,17427997.0
2010-11-12,70000,70300,65800,66700,169522,1162447.0,17427997.0
2010-11-15,66300,66300,61600,63900,206521,1113649.0,17427997.0
2010-11-16,64100,64300,62200,63700,78968,1110163.0,17427997.0
2010-11-17,62700,64500,61500,64000,158688,1115392.0,17427997.0
2010-11-18,64400,67600,64100,66800,164521,1164190.0,17427997.0
2010-11-19,67300,69100,66000,68000,161158,1185104.0,17427997.0
2010-11-22,68000,68500,66700,67500,182295,1176390.0,17427997.0
2010-11-23,67200,68000,64300,65900,135069,1148505.0,17427997.0
2010-11-24,64400,64700,63200,63500,123244,1106678.0,17427997.0
2010-11-25,63900,65100,63400,64500,145440,1124106.0,17427997.0
2010-11-26,64800,65500,61500,62100,160217,1082279.0,17427997.0
2010-11-29,61400,62300,58600,59100,260845,1029995.0,17427997.0
2010-11-30,59500,62700,59100,62100,223439,1082279.0,17427997.0
2010-12-01,62100,63100,61100,62500,100706,1089250.0,17427997.0
2010-12-02,62900,64000,62500,62700,118467,1092735.0,17427997.0
2010-12-03,63000,63500,61400,61600,85859,1073565.0,17427997.0
2010-12-06,61700,63600,60800,63200,132912,1101449.0,17427997.0
2010-12-07,63500,63800,62000,63000,62549,1097964.0,17427997.0
2010-12-08,63700,63700,62200,62300,46642,1085764.0,17427997.0
2010-12-09,62500,63700,61600,63400,58975,1104935.0,17427997.0
2010-12-10,63500,65600,63300,65400,102437,1139791.0,17427997.0
2010-12-13,65800,67000,65700,66500,148118,1158962.0,17427997.0
2010-12-14,66200,66500,65100,66500,78640,1158962.0,17427997.0
2010-12-15,66100,67100,65500,66600,115100,1160705.0,17427997.0
2010-12-16,65900,66800,64800,65200,90626,1136305.0,17427997.0
2010-12-17,65300,65400,63500,64800,95864,1129334.0,17427997.0
2010-12-20,63000,63900,61900,63700,149143,1110163.0,17427997.0
2010-12-21,64200,66100,63300,65100,242684,1134563.0,17427997.0
2010-12-22,65500,67500,65000,66900,222966,1165933.0,17427997.0
2010-12-23,66100,70400,65500,69400,516719,1209503.0,17427997.0
2010-12-24,69800,70100,68600,69800,162455,1216474.0,17427997.0
2010-12-27,68700,70400,68200,70400,315883,1649331.0,23427997.0
2010-12-28,70000,70800,69000,69800,215884,1635417.0,23430036.0
2010-12-29,69500,71900,67600,71900,372693,1684620.0,23430036.0
2010-12-30,72000,75000,71100,73700,277631,1726794.0,23430036.0
2011-01-03,73700,74200,73200,74000,167530,1733823.0,23430036.0
2011-01-04,74300,74400,71800,73000,221856,1710393.0,23430036.0
2011-01-05,72900,75100,71900,72800,428415,1705707.0,23430036.0
2011-01-06,72700,74700,71900,73200,239203,1715079.0,23430036.0
2011-01-07,72500,74000,72000,73200,163938,1715079.0,23430036.0
2011-01-10,72900,74900,72600,73900,303019,1731480.0,23430036.0
2011-01-11,74500,76700,73900,74800,490654,1752567.0,23430036.0
2011-01-12,74800,76500,73900,75600,403109,1772572.0,23446723.0
2011-01-13,75100,75900,72000,73500,575667,1723334.0,23446723.0
2011-01-14,73000,73600,71400,71700,353386,1681130.0,23446723.0
2011-01-17,71700,72500,70000,70000,219747,1641271.0,23446723.0
2011-01-18,70000,74200,69700,73400,415483,1720989.0,23446723.0
2011-01-19,73600,74200,72100,74200,155251,1739747.0,23446723.0
2011-01-20,74200,75100,73100,74500,168914,1746781.0,23446723.0
2011-01-21,74000,75200,72800,73900,270201,1732713.0,23446723.0
2011-01-24,73900,73900,71700,72400,169729,1697543.0,23446723.0
2011-01-25,73000,73000,70100,70100,356907,1643615.0,23446723.0
2011-01-26,69900,73000,69800,72900,237125,1709266.0,23446723.0
2011-01-27,72600,73000,71300,72100,206727,1690602.0,23448015.0
2011-01-28,72600,72700,70800,71000,140813,1664809.0,23448015.0
2011-01-31,69900,70700,69400,69700,124145,1634327.0,23448015.0
2011-02-01,69700,70900,69100,70500,156620,1653085.0,23448015.0
2011-02-07,71000,71600,69700,70900,124007,1662464.0,23448015.0
2011-02-08,70600,72900,69800,72500,161657,1699981.0,23448015.0
2011-02-09,72600,73100,71200,72000,167581,1688257.0,23448015.0
2011-02-10,71700,72400,71200,71900,140799,1685912.0,23448015.0
2011-02-11,72200,74600,71700,72900,450573,1709360.0,23448015.0
2011-02-14,73400,75600,72700,75000,267287,1758601.0,23448015.0
2011-02-15,76000,79800,75000,79300,584835,1859428.0,23448015.0
2011-02-16,79800,80400,77500,77500,456513,1817330.0,23449421.0
2011-02-17,78200,78900,75900,77300,315175,1812640.0,23449421.0
2011-02-18,77500,81000,77100,81000,320038,1899403.0,23449421.0
2011-02-21,81000,81400,79300,79500,240167,1864229.0,23449421.0
2011-02-22,78000,78400,76400,77100,434741,1807950.0,23449421.0
2011-02-23,76600,78300,75300,76700,169507,1798571.0,23449421.0
2011-02-24,76700,77700,75200,75700,132813,1775121.0,23449421.0
2011-02-25,75300,79100,75100,79100,191753,1854849.0,23449421.0
2011-02-28,79100,79700,77800,78400,114969,1838435.0,23449421.0
2011-03-02,77400,79000,77400,78400,135696,1838492.0,23450153.0
2011-03-03,78600,80500,78200,79600,199351,1866632.0,23450153.0
2011-03-04,80000,80000,78200,78200,166962,1833802.0,23450153.0
2011-03-07,77000,77700,74900,74900,252425,1756416.0,23450153.0
2011-03-08,75800,77900,74200,77100,223041,1808007.0,23450153.0
2011-03-09,77300,79100,77100,77500,150534,1817387.0,23450153.0
2011-03-10,77200,78400,76000,77300,115354,1812697.0,23450153.0
2011-03-11,76700,77000,74800,75300,152412,1765896.0,23451473.0
2011-03-14,73400,74200,70200,72300,298941,1695541.0,23451473.0
2011-03-15,71800,73900,65300,70700,251541,1658019.0,23451473.0
2011-03-16,71500,71700,66900,67400,495133,1580629.0,23451473.0
2011-03-17,65500,68100,63700,67800,515280,1590010.0,23451473.0
2011-03-18,68000,70300,66500,70100,266368,1643948.0,23451473.0
2011-03-21,70800,72100,70000,72100,194361,1690851.0,23451473.0
2011-03-22,72200,72200,69400,70700,241499,1658019.0,23451473.0
2011-03-23,70700,73700,70200,70700,276966,1658019.0,23451473.0
2011-03-24,70800,72300,69900,72300,213459,1695541.0,23451473.0
2011-03-25,72700,73400,70900,71000,179018,1666030.0,23465211.0
2011-03-28,71500,72000,69600,69700,210623,1635525.0,23465211.0
2011-03-29,69700,71400,69200,69700,217410,1635525.0,23465211.0
2011-03-30,69800,71200,69800,70700,225060,1658990.0,23465211.0
2011-03-31,71000,73400,71000,73400,249801,1722346.0,23465211.0
2011-04-01,73600,75000,73200,74900,267477,1757544.0,23465211.0
2011-04-04,75200,75500,73100,73500,188657,1724693.0,23465211.0
2011-04-05,73400,74600,72800,74600,167907,1750505.0,23465211.0
2011-04-06,75900,76700,74400,74600,438119,1750505.0,23465211.0
2011-04-07,75200,78000,75200,77600,280166,1820900.0,23465211.0
2011-04-08,77500,78900,77200,78200,256227,1834980.0,23465211.0
2011-04-11,77900,79500,77300,78800,237151,1849059.0,23465211.0
2011-04-12,79600,79700,77800,78400,188047,1839673.0,23465211.0
2011-04-13,78400,79200,76700,78400,225235,1840562.0,23476560.0
2011-04-14,78500,81000,76900,81000,378282,1901601.0,23476560.0
2011-04-15,81100,84300,80700,83300,347497,1955597.0,23476560.0
2011-04-18,83800,86800,83100,83700,325375,1964988.0,23476560.0
2011-04-19,82900,83800,80700,81400,270920,1910992.0,23476560.0
2011-04-20,82400,83800,78400,78600,469711,1845258.0,23476560.0
2011-04-21,79000,81700,77100,81400,400470,1910992.0,23476560.0
2011-04-22,81200,82600,79100,79200,248880,1859344.0,23476560.0
2011-04-25,80000,82900,79400,82500,280962,1936816.0,23476560.0
2011-04-26,83400,86900,82900,84500,409967,1983769.0,23476560.0
2011-04-27,86000,88000,84200,86500,528742,2032247.0,23494181.0
2011-04-28,86900,87700,84900,87500,245755,2055741.0,23494181.0
2011-04-29,88500,88500,85700,86900,192624,2041644.0,23494181.0
2011-05-02,86900,87500,85200,85200,175573,2001704.0,23494181.0
2011-05-03,85200,85500,82700,83500,225269,1961764.0,23494181.0
2011-05-04,83800,87200,82600,87000,283002,2043994.0,23494181.0
2011-05-06,86100,86500,82200,83500,233171,1961764.0,23494181.0
2011-05-09,83800,84300,80800,80900,151491,1900679.0,23494181.0
2011-05-11,81600,84800,81600,84400,166182,1983732.0,23503930.0
2011-05-12,83100,84700,82500,84000,76583,1974330.0,23503930.0
2011-05-13,84800,84900,81100,81700,143794,1920271.0,23503930.0
2011-05-16,81700,81700,80400,80700,95325,1896767.0,23503930.0
2011-05-17,80100,81100,78500,79000,124396,1918634.0,24286510.0
2011-05-18,79200,84100,79200,83800,188927,2035210.0,24286510.0
2011-05-19,84800,90100,83900,87000,640814,2112926.0,24286510.0
2011-05-20,88000,91300,87400,89800,454898,2180929.0,24286510.0
2011-05-23,89600,90700,88500,88900,265911,2159071.0,24286510.0
2011-05-24,88900,91400,87700,91000,326947,2210072.0,24286510.0
2011-05-25,90400,93900,90000,91900,372585,2231930.0,24286510.0
2011-05-26,93500,101000,93200,98200,533662,2384935.0,24286510.0
2011-05-27,99000,103500,98100,101500,465365,2466674.0,24302211.0
2011-05-30,103500,104000,99700,101500,269090,2466674.0,24302211.0
2011-05-31,101500,102000,98700,101500,395146,2466674.0,24302211.0
2011-06-01,101500,106500,99900,100500,314719,2442372.0,24302211.0
2011-06-02,97600,105000,97600,104500,268515,2539581.0,24302211.0
2011-06-03,106000,110500,105000,106500,446894,2588185.0,24302211.0
2011-06-07,105500,107000,98600,99000,356722,2405919.0,24302211.0
2011-06-08,99700,103000,97600,103000,305853,2503128.0,24302211.0
2011-06-09,103000,105000,99900,100500,462909,2445819.0,24336508.0
2011-06-10,102500,105000,101000,104500,273674,2543165.0,24336508.0
2011-06-13,102500,106000,102500,105500,273063,2567502.0,24336508.0
2011-06-14,106000,111500,104000,109000,347194,2652679.0,24336508.0
2011-06-15,109500,109500,105000,106000,289423,2579670.0,24336508.0
2011-06-16,102500,107000,101000,107000,375191,2604006.0,24336508.0
2011-06-17,107000,110500,105000,108000,317287,2628343.0,24336508.0
2011-06-20,109000,109500,104500,105500,162848,2567502.0,24336508.0
2011-06-21,106500,107500,101500,104000,157272,2530997.0,24336508.0
2011-06-22,105500,108000,103500,107500,183305,2616175.0,24336508.0
2011-06-23,106500,111000,104500,108000,243025,2628343.0,24336508.0
2011-06-24,107500,109000,103000,108000,198440,2633923.0,24388172.0
2011-06-27,106000,107000,103000,103000,181134,2511982.0,24388172.0
2011-06-28,104000,104500,101000,101000,254674,2463205.0,24388172.0
2011-06-29,102000,104500,102000,104500,144636,2548564.0,24388172.0
2011-06-30,105000,105500,102500,103000,127405,2511982.0,24388172.0
2011-07-01,105500,111000,104500,111000,266800,2707087.0,24388172.0
2011-07-04,113500,113500,109000,111500,231644,2719281.0,24388172.0
2011-07-05,113000,116500,112500,114500,301112,2792446.0,24388172.0
2011-07-06,114500,119000,112000,113000,270201,2755863.0,24388172.0
2011-07-07,113500,117000,113000,116000,192666,2829028.0,24388172.0
2011-07-08,116000,117500,111000,112000,269254,2731475.0,24388172.0
2011-07-11,111500,115000,111500,114000,112819,2780252.0,24388172.0
2011-07-12,113000,116000,108500,108500,282861,2647365.0,24399680.0
2011-07-13,110000,121000,109500,118500,373755,2891362.0,24399680.0
2011-07-14,119000,127000,116500,124500,408018,3037760.0,24399680.0
2011-07-15,124500,127000,123000,125500,229703,3062160.0,24399680.0
2011-07-18,125500,129000,122000,126000,167599,3074360.0,24399680.0
2011-07-19,126000,127500,123000,123500,234342,3013360.0,24399680.0
2011-07-20,124500,125000,118500,119500,358632,2915762.0,24399680.0
2011-07-21,120000,121000,116500,119000,199084,2903562.0,24399680.0
2011-07-22,119500,124000,118000,123000,246339,3001161.0,24399680.0
2011-07-25,122500,126000,120500,124500,212767,3037760.0,24399680.0
2011-07-26,125000,125000,115000,119000,449118,2903562.0,24399680.0
2011-07-27,118000,122500,117500,122000,172810,2977756.0,24407839.0
2011-07-28,119000,124500,118500,122000,248070,2977756.0,24407839.0
2011-07-29,122000,122000,114500,117500,278609,2898647.0,24669339.0
2011-08-01,119000,119500,114000,116500,358422,2873978.0,24669339.0
2011-08-02,115000,115500,109500,113000,553642,2787635.0,24669339.0
2011-08-03,110000,115000,109500,114000,338219,2812305.0,24669339.0
2011-08-04,114500,115000,102500,103000,505175,2540942.0,24669339.0
2011-08-05,96500,102000,94800,100000,511651,2466934.0,24669339.0
2011-08-08,101000,102000,89500,95100,383100,2346306.0,24671990.0
2011-08-09,92200,104000,87700,99900,573048,2464732.0,24671990.0
2011-08-10,103500,104000,98000,99200,573792,2447461.0,24671990.0
2011-08-11,95200,106000,95100,104500,441089,2578223.0,24671990.0
2011-08-12,106500,111000,102500,103000,446371,2541215.0,24671990.0
2011-08-16,107000,109000,105000,106500,203770,2627567.0,24671990.0
2011-08-17,105500,116500,105000,113000,340759,2787935.0,24671990.0
2011-08-18,116000,118500,112500,118500,347691,2923631.0,24671990.0
2011-08-19,113500,116000,101000,103500,564862,2553551.0,24671990.0
2011-08-22,106000,107500,97100,97900,359459,2415388.0,24671990.0
2011-08-23,100000,107500,98900,107000,285534,2639903.0,24671990.0
2011-08-24,108000,110000,105500,108500,254399,2679536.0,24696187.0
2011-08-25,112000,112500,104000,106000,208256,2617796.0,24696187.0
2011-08-26,104500,109000,103500,108000,161373,2667188.0,24696187.0
2011-08-29,110500,113500,108000,113000,237918,2790669.0,24696187.0
2011-08-30,115000,115500,108500,109500,256517,2704232.0,24696187.0
2011-08-31,110500,114000,107500,113500,222548,2803017.0,24696187.0
2011-09-01,112500,115000,108000,108500,349734,2679536.0,24696187.0
2011-09-02,108500,109500,105000,108000,172799,2667188.0,24696187.0
2011-09-05,104000,105000,99000,100000,262625,2469619.0,24696187.0
2011-09-06,98400,105000,97400,102500,325682,2531359.0,24696187.0
2011-09-07,105500,107500,102500,105500,221012,2605448.0,24696187.0
2011-09-08,106500,106500,100000,102500,179411,2531359.0,24696187.0
2011-09-09,101000,102000,97100,97100,274344,2398111.0,24697336.0
2011-09-14,96500,96900,89300,89500,347058,2210412.0,24697336.0
2011-09-15,76100,76100,76100,76100,102247,1879467.0,24697336.0
2011-09-16,64700,70900,64700,68500,6504794,1691768.0,24697336.0
2011-09-19,69500,73500,69200,70300,1731871,1736223.0,24697336.0
2011-09-20,70900,72100,69100,70900,624448,1751041.0,24697336.0
2011-09-21,71900,74800,71800,73800,748836,1822663.0,24697336.0
2011-09-22,72300,75300,72200,75100,590015,1854770.0,24697336.0
2011-09-23,72100,73300,68100,69000,545053,1704116.0,24697336.0
2011-09-26,70700,71000,58700,61700,938853,1523886.0,24698320.0
