농심홀딩스(072710),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-02-16,51300,51400,50900,51100,7432,236991.0,4637790.0
2012-02-17,51300,51300,51000,51100,2424,236991.0,4637790.0
2012-02-20,51300,51900,51100,51900,3234,240701.0,4637790.0
2012-02-21,52000,52100,51400,51400,1726,238382.0,4637790.0
2012-02-22,51400,52000,51400,51800,2659,240238.0,4637790.0
2012-02-23,51900,51900,51600,51700,555,239774.0,4637790.0
2012-02-24,51700,52900,51400,52800,2098,244875.0,4637790.0
2012-02-27,53400,55000,53100,54100,3515,250904.0,4637790.0
2012-02-28,54100,54500,53400,54100,4148,250904.0,4637790.0
2012-02-29,54400,55000,52400,53500,2156,248122.0,4637790.0
2012-03-02,53000,54500,53000,54400,1673,252296.0,4637790.0
2012-03-05,54400,54700,53600,54600,2739,253223.0,4637790.0
2012-03-06,54600,54700,54000,54700,1027,253687.0,4637790.0
2012-03-07,54500,54500,54000,54500,551,252760.0,4637790.0
2012-03-08,54500,54800,53300,54500,1259,252760.0,4637790.0
2012-03-09,54400,54600,53800,54600,318,253223.0,4637790.0
2012-03-12,54000,54600,53800,54400,772,252296.0,4637790.0
2012-03-13,54300,54600,53800,54300,1010,251832.0,4637790.0
2012-03-14,54400,54500,53600,54100,1119,250904.0,4637790.0
2012-03-15,54100,54100,53100,53200,3392,246730.0,4637790.0
2012-03-16,53500,54100,53200,54100,3131,250904.0,4637790.0
2012-03-19,53600,53600,52700,52700,1879,244412.0,4637790.0
2012-03-20,53300,53500,51600,52500,2500,243484.0,4637790.0
2012-03-21,52000,52800,51800,52500,1257,243484.0,4637790.0
2012-03-22,52100,53000,51000,51100,8718,236991.0,4637790.0
2012-03-23,51400,52000,51000,51900,11619,240701.0,4637790.0
2012-03-26,52100,52500,51900,52500,1146,243484.0,4637790.0
2012-03-27,52700,52700,51000,52500,4984,243484.0,4637790.0
2012-03-28,52500,52600,51200,52400,1975,243020.0,4637790.0
2012-03-29,52400,52500,51500,52500,1559,243484.0,4637790.0
2012-03-30,51600,52500,51600,52500,1005,243484.0,4637790.0
2012-04-02,52400,52700,52000,52700,932,244412.0,4637790.0
2012-04-03,51600,52600,51600,52400,2149,243020.0,4637790.0
2012-04-04,51800,52900,51300,52900,886,245339.0,4637790.0
2012-04-05,52800,52800,51800,52200,819,242093.0,4637790.0
2012-04-06,51900,52700,51000,52400,4329,243020.0,4637790.0
2012-04-09,52600,52600,51700,52400,979,243020.0,4637790.0
2012-04-10,51400,52800,51400,52600,718,243948.0,4637790.0
2012-04-12,52700,52700,51300,51600,502,239310.0,4637790.0
2012-04-13,51600,52200,51200,51900,1048,240701.0,4637790.0
2012-04-16,51400,51800,51300,51700,859,239774.0,4637790.0
2012-04-17,51500,51700,51200,51500,726,238846.0,4637790.0
2012-04-18,51400,52000,51000,51400,3517,238382.0,4637790.0
2012-04-19,51200,51400,51100,51100,558,236991.0,4637790.0
2012-04-20,51100,51700,51000,51100,11373,236991.0,4637790.0
2012-04-23,51100,51900,51100,51800,786,240238.0,4637790.0
2012-04-24,51000,51800,51000,51500,1745,238846.0,4637790.0
2012-04-25,51500,51800,51500,51800,226,240238.0,4637790.0
2012-04-26,51700,52500,51400,52500,958,243484.0,4637790.0
2012-04-27,52000,52700,51700,52600,882,243948.0,4637790.0
2012-04-30,52000,52600,51200,51300,1083,237919.0,4637790.0
2012-05-02,51400,52200,51000,51800,1142,240238.0,4637790.0
2012-05-03,52100,52300,51800,52300,747,242556.0,4637790.0
2012-05-04,52500,52500,52000,52400,750,243020.0,4637790.0
2012-05-07,51300,52500,51300,52100,349,241629.0,4637790.0
2012-05-08,52000,52400,51400,52300,737,242556.0,4637790.0
2012-05-09,52300,52300,51600,52000,981,241165.0,4637790.0
2012-05-10,52000,52300,51500,52200,1021,242093.0,4637790.0
2012-05-11,52200,52200,51000,51700,2019,239774.0,4637790.0
2012-05-14,51800,52200,51200,52000,528,241165.0,4637790.0
2012-05-15,51900,52000,51000,51400,5782,238382.0,4637790.0
2012-05-16,51400,51900,51000,51200,3277,237455.0,4637790.0
2012-05-17,51400,51800,50900,51500,25174,238846.0,4637790.0
2012-05-18,51200,51200,50800,51100,4513,236991.0,4637790.0
2012-05-21,51000,51800,51000,51600,3100,239310.0,4637790.0
2012-05-22,51200,52100,51200,51900,502,240701.0,4637790.0
2012-05-23,51900,52100,51700,51900,528,240701.0,4637790.0
2012-05-24,51900,52000,51200,51200,806,237455.0,4637790.0
2012-05-25,51900,51900,51200,51800,1503,240238.0,4637790.0
2012-05-29,51700,52400,51700,52400,856,243020.0,4637790.0
2012-05-30,52400,52500,51700,52500,567,243484.0,4637790.0
2012-05-31,52200,52200,51400,51400,1057,238382.0,4637790.0
2012-06-01,51600,52200,51200,52200,333,242093.0,4637790.0
2012-06-04,51300,51900,50500,51200,1010,237455.0,4637790.0
2012-06-05,51200,51900,50800,51700,748,239774.0,4637790.0
2012-06-07,51700,52100,50900,51800,291,240238.0,4637790.0
2012-06-08,51400,51900,50700,51700,364,239774.0,4637790.0
2012-06-11,52300,52300,51000,52100,1024,241629.0,4637790.0
2012-06-12,51900,51900,51100,51900,663,240701.0,4637790.0
2012-06-13,51700,52000,51200,52000,632,241165.0,4637790.0
2012-06-14,52000,52100,51000,51400,824,238382.0,4637790.0
2012-06-15,51600,51600,50600,51300,267,237919.0,4637790.0
2012-06-18,51600,51700,51000,51700,320,239774.0,4637790.0
2012-06-19,51600,51600,51100,51600,97,239310.0,4637790.0
2012-06-20,51600,51700,51100,51700,285,239774.0,4637790.0
2012-06-21,51700,51800,51000,51400,507,238382.0,4637790.0
2012-06-22,51200,51200,49900,50700,1069,235136.0,4637790.0
2012-06-25,50700,51300,50500,51000,104,236527.0,4637790.0
2012-06-26,51200,51200,50300,50800,304,235600.0,4637790.0
2012-06-27,50900,51200,50400,50500,242,234208.0,4637790.0
2012-06-28,50500,50800,49900,50100,529,232353.0,4637790.0
2012-06-29,50700,50900,50100,50800,426,235600.0,4637790.0
2012-07-02,51000,51400,50500,51300,1079,237919.0,4637790.0
2012-07-03,51300,51800,51000,51800,2791,240238.0,4637790.0
2012-07-04,51800,52200,51400,52200,2662,242093.0,4637790.0
2012-07-05,52200,52200,52000,52100,571,241629.0,4637790.0
2012-07-06,52100,52200,51300,52100,166,241629.0,4637790.0
2012-07-09,51200,52200,51200,51300,1954,237919.0,4637790.0
2012-07-10,51400,51400,51200,51300,204,237919.0,4637790.0
2012-07-11,51400,51400,51100,51300,192,237919.0,4637790.0
2012-07-12,51300,51300,50700,51200,295,237455.0,4637790.0
2012-07-13,50800,51300,50600,51300,461,237919.0,4637790.0
2012-07-16,51300,51900,51000,51500,783,238846.0,4637790.0
2012-07-17,51800,51900,51200,51300,1260,237919.0,4637790.0
2012-07-18,51000,51600,50900,51200,642,237455.0,4637790.0
2012-07-19,51200,51700,51000,51300,499,237919.0,4637790.0
2012-07-20,51200,51200,50700,50900,336,236064.0,4637790.0
2012-07-23,50400,51000,50300,51000,878,236527.0,4637790.0
2012-07-24,51000,51000,50300,51000,197,236527.0,4637790.0
2012-07-25,50700,51000,50500,50900,848,236064.0,4637790.0
2012-07-26,50900,51400,50200,51000,248,236527.0,4637790.0
2012-07-27,51000,51500,50600,50600,406,234672.0,4637790.0
2012-07-30,51300,51300,50500,50800,106,235600.0,4637790.0
2012-07-31,51000,51200,50500,50900,529,236064.0,4637790.0
2012-08-01,51000,51500,50300,50900,4673,236064.0,4637790.0
2012-08-02,50900,51100,50900,51000,1113,236527.0,4637790.0
2012-08-03,50900,50900,50500,50800,767,235600.0,4637790.0
2012-08-06,50700,51000,50500,50800,1092,235600.0,4637790.0
2012-08-07,50300,51000,50300,50700,1612,235136.0,4637790.0
2012-08-08,50700,51000,50600,50700,4381,235136.0,4637790.0
2012-08-09,50700,51600,50700,50900,2841,236064.0,4637790.0
2012-08-10,50900,50900,50500,50700,1824,235136.0,4637790.0
2012-08-13,50900,51100,50700,50900,4551,236064.0,4637790.0
2012-08-14,50700,51200,50700,50900,3360,236064.0,4637790.0
2012-08-16,50700,51100,50700,51000,4502,236527.0,4637790.0
2012-08-17,50700,51600,50700,51000,9662,236527.0,4637790.0
2012-08-20,50800,51100,50700,50700,10091,235136.0,4637790.0
2012-08-21,50700,51300,50700,51000,15336,236527.0,4637790.0
2012-08-22,51000,51600,50900,51500,2206,238846.0,4637790.0
2012-08-23,51700,51900,51200,51600,2333,239310.0,4637790.0
2012-08-24,51600,52300,51100,52100,10305,241629.0,4637790.0
2012-08-27,53000,54000,52600,53100,8836,246267.0,4637790.0
2012-08-28,53100,53900,52300,53100,1082,246267.0,4637790.0
2012-08-29,52600,53000,52200,52800,2308,244875.0,4637790.0
2012-08-30,52200,53100,51500,53000,4305,245803.0,4637790.0
2012-08-31,53400,53400,52500,53000,1172,245803.0,4637790.0
2012-09-03,53000,54500,52800,54300,2958,251832.0,4637790.0
2012-09-04,54200,54500,53800,54300,1143,251832.0,4637790.0
2012-09-05,54000,54400,53100,53100,2323,246267.0,4637790.0
2012-09-06,53000,54000,52600,53000,2042,245803.0,4637790.0
2012-09-07,53900,53900,53000,53900,1398,249977.0,4637790.0
2012-09-10,53100,54200,53100,53900,1807,249977.0,4637790.0
2012-09-11,53700,53900,53100,53100,1254,246267.0,4637790.0
2012-09-12,53100,54600,53100,54400,6985,252296.0,4637790.0
2012-09-13,53900,54600,53800,54500,2731,252760.0,4637790.0
2012-09-14,54400,55900,54000,55100,3348,255542.0,4637790.0
2012-09-17,54500,55200,54000,54900,1386,254615.0,4637790.0
2012-09-18,54300,54900,53900,54100,2604,250904.0,4637790.0
2012-09-19,54100,56000,54100,56000,8254,259716.0,4637790.0
2012-09-20,55400,57500,55400,57100,20984,264818.0,4637790.0
2012-09-21,56700,59300,56700,58000,18333,268992.0,4637790.0
2012-09-24,58000,58400,56100,58000,5275,268992.0,4637790.0
2012-09-25,58100,59000,58000,58700,3094,272238.0,4637790.0
2012-09-26,58200,58900,58000,58800,2244,272702.0,4637790.0
2012-09-27,58000,59100,57600,58800,2635,272702.0,4637790.0
2012-09-28,59400,59400,58100,58100,2855,269456.0,4637790.0
2012-10-02,58100,61500,58100,60800,19239,281978.0,4637790.0
2012-10-04,60800,61000,59500,59900,4314,277804.0,4637790.0
2012-10-05,59900,60400,59400,59400,6677,275485.0,4637790.0
2012-10-08,60400,60700,59500,60500,4295,280586.0,4637790.0
2012-10-09,60600,61800,60200,60600,4445,281050.0,4637790.0
2012-10-10,60600,61500,59900,59900,1537,277804.0,4637790.0
2012-10-11,59700,62400,59700,61900,23026,287079.0,4637790.0
2012-10-12,63500,64600,61500,64300,15543,298210.0,4637790.0
2012-10-15,64200,65500,63500,64300,15514,298210.0,4637790.0
2012-10-16,64300,64500,63500,64500,2837,299137.0,4637790.0
2012-10-17,64500,65700,63800,64500,9597,299137.0,4637790.0
2012-10-18,64500,65400,64000,65400,6995,303311.0,4637790.0
2012-10-19,65400,65400,64000,64000,6108,296819.0,4637790.0
2012-10-22,64600,64600,63600,64100,3666,297282.0,4637790.0
2012-10-23,65000,65000,61500,63000,10909,292181.0,4637790.0
2012-10-24,61000,63900,60400,63700,28521,295427.0,4637790.0
2012-10-25,62100,63300,61200,63000,7831,292181.0,4637790.0
2012-10-26,61500,63100,61300,62000,5898,287543.0,4637790.0
2012-10-29,62000,62300,61000,61400,2617,284760.0,4637790.0
2012-10-30,61000,62700,61000,61900,3818,287079.0,4637790.0
2012-10-31,62700,62700,61500,62000,2628,287543.0,4637790.0
2012-11-01,62000,65000,62000,62700,4077,290789.0,4637790.0
2012-11-02,62700,63300,61300,61800,2898,286615.0,4637790.0
2012-11-05,62000,62000,59300,60600,7575,281050.0,4637790.0
2012-11-06,60700,61500,60200,61100,1826,283369.0,4637790.0
2012-11-07,61500,61500,59900,61100,4322,283369.0,4637790.0
2012-11-08,61100,61100,60000,60900,811,282441.0,4637790.0
2012-11-09,60900,60900,60000,60000,3010,278267.0,4637790.0
2012-11-12,59900,61700,59900,60500,1123,280586.0,4637790.0
2012-11-13,60800,61500,59200,60000,6118,278267.0,4637790.0
2012-11-14,60900,61000,59600,60100,1205,278731.0,4637790.0
2012-11-15,59400,60400,59000,60400,3157,280123.0,4637790.0
2012-11-16,61000,61100,60400,61000,3162,282905.0,4637790.0
2012-11-19,61000,62300,61000,62300,3058,288934.0,4637790.0
2012-11-20,61600,62300,60600,61300,3332,284297.0,4637790.0
2012-11-21,61100,62000,60600,61700,870,286152.0,4637790.0
2012-11-22,61100,63500,60500,61700,3288,286152.0,4637790.0
2012-11-23,61100,62200,61000,61700,1283,286152.0,4637790.0
2012-11-26,61700,61900,60800,61200,478,283833.0,4637790.0
2012-11-27,61200,61300,59600,60200,5383,279195.0,4637790.0
2012-11-28,59800,60300,58400,60000,2937,278267.0,4637790.0
2012-11-29,60000,61000,59000,61000,3285,282905.0,4637790.0
2012-11-30,61000,61300,60100,60800,1251,281978.0,4637790.0
2012-12-03,61000,61500,60000,61100,137825,283369.0,4637790.0
2012-12-04,60600,61500,60600,61500,1594,285224.0,4637790.0
2012-12-05,61100,61600,60300,60900,5343,282441.0,4637790.0
2012-12-06,61800,62200,60800,61700,5133,286152.0,4637790.0
2012-12-07,61700,61800,60300,61000,4089,282905.0,4637790.0
2012-12-10,61500,61500,60700,60700,1174,281514.0,4637790.0
2012-12-11,60600,61300,60300,60700,441,281514.0,4637790.0
2012-12-12,60300,60900,59500,59500,4758,275949.0,4637790.0
2012-12-13,59400,60900,59400,60500,1990,280586.0,4637790.0
2012-12-14,60500,62400,60000,62200,3825,288471.0,4637790.0
2012-12-17,62000,62000,59800,61900,8093,287079.0,4637790.0
2012-12-18,62000,62000,61000,62000,3116,287543.0,4637790.0
2012-12-20,62000,62600,61300,62600,3551,290326.0,4637790.0
2012-12-21,61400,62600,61400,61700,764,286152.0,4637790.0
2012-12-24,61700,62500,61000,61000,20440,282905.0,4637790.0
2012-12-26,61000,61800,60700,60700,4076,281514.0,4637790.0
2012-12-27,61300,61300,59700,60000,3158,278267.0,4637790.0
2012-12-28,60000,60900,59800,60900,4612,282441.0,4637790.0
2013-01-02,60900,60900,59400,60300,5259,279659.0,4637790.0
2013-01-03,60000,61700,60000,61000,3091,282905.0,4637790.0
2013-01-04,61500,62900,60800,62800,4488,291253.0,4637790.0
2013-01-07,62800,63700,62300,63500,4210,294500.0,4637790.0
2013-01-08,63700,63800,62400,63500,1262,294500.0,4637790.0
2013-01-09,62600,63900,62500,63000,3000,292181.0,4637790.0
2013-01-10,62200,63200,62100,62400,1574,289398.0,4637790.0
2013-01-11,62500,63500,62000,63500,3509,294500.0,4637790.0
2013-01-14,63200,64500,63000,64300,11149,298210.0,4637790.0
2013-01-15,63600,64800,63500,64300,5015,298210.0,4637790.0
2013-01-16,63300,64500,63300,63800,4503,295891.0,4637790.0
2013-01-17,63500,64500,63500,64100,2617,297282.0,4637790.0
2013-01-18,64200,66800,64200,66400,12645,307949.0,4637790.0
2013-01-21,66400,66900,65600,66000,3772,306094.0,4637790.0
2013-01-22,65800,66000,65600,65600,1080,304239.0,4637790.0
2013-01-23,65200,66000,64500,65800,3049,305167.0,4637790.0
2013-01-24,65300,65800,64100,64600,2737,299601.0,4637790.0
2013-01-25,64200,65300,63900,64100,2179,297282.0,4637790.0
2013-01-28,64000,65000,64000,64700,176,300065.0,4637790.0
2013-01-29,64100,65400,64000,64800,1537,300529.0,4637790.0
2013-01-30,64800,65100,64100,64700,409,300065.0,4637790.0
2013-01-31,64100,65500,64100,64700,4058,300065.0,4637790.0
2013-02-01,63900,65800,63900,65800,794,305167.0,4637790.0
2013-02-04,65800,65800,64600,65200,868,302384.0,4637790.0
2013-02-05,65200,65200,64700,65100,255,301920.0,4637790.0
2013-02-06,65100,65100,63100,63700,1496,295427.0,4637790.0
2013-02-07,63700,64700,62400,62400,2748,289398.0,4637790.0
2013-02-08,62300,64800,61800,62200,1390,288471.0,4637790.0
2013-02-12,62200,62800,62000,62600,837,290326.0,4637790.0
2013-02-13,62900,63400,62500,63300,1150,293572.0,4637790.0
2013-02-14,63300,63800,62600,63800,694,295891.0,4637790.0
2013-02-15,62900,63900,62900,63900,995,296355.0,4637790.0
2013-02-18,64400,64900,63900,64400,730,298674.0,4637790.0
2013-02-19,64600,64600,63600,64100,622,297282.0,4637790.0
2013-02-20,63400,64200,63400,64000,2122,296819.0,4637790.0
2013-02-21,63400,64700,63300,64600,8789,299601.0,4637790.0
2013-02-22,65000,65000,64500,64600,135,299601.0,4637790.0
2013-02-25,64400,65000,62800,62800,1741,291253.0,4637790.0
2013-02-26,62800,63400,62600,63400,823,294036.0,4637790.0
2013-02-27,62800,63700,62800,63700,820,295427.0,4637790.0
2013-02-28,63500,65000,63100,65000,1930,301456.0,4637790.0
2013-03-04,64900,65500,64500,65500,6564,303775.0,4637790.0
2013-03-05,64800,66000,64200,64900,4863,300993.0,4637790.0
2013-03-06,65000,66100,65000,65100,12292,301920.0,4637790.0
2013-03-07,65500,65500,65100,65500,1262,303775.0,4637790.0
2013-03-08,65600,66800,65600,66700,10426,309341.0,4637790.0
2013-03-11,66700,66800,66200,66700,6124,309341.0,4637790.0
2013-03-12,66500,67900,66000,67200,3890,311659.0,4637790.0
2013-03-13,67000,67200,67000,67200,1890,311659.0,4637790.0
2013-03-14,67200,67500,67000,67300,4003,312123.0,4637790.0
2013-03-15,67000,68200,66700,68000,8270,315370.0,4637790.0
2013-03-18,67100,68800,67000,68000,6829,315370.0,4637790.0
2013-03-19,68500,68900,68100,68900,4030,319544.0,4637790.0
2013-03-20,68500,68500,67200,68000,5933,315370.0,4637790.0
2013-03-21,68000,68000,66000,67000,4625,310732.0,4637790.0
2013-03-22,66600,67800,66600,67800,4327,314442.0,4637790.0
2013-03-25,68000,68900,67600,68400,3413,317225.0,4637790.0
2013-03-26,68000,68200,67500,68000,2283,315370.0,4637790.0
2013-03-27,68000,69500,67100,69500,5765,322326.0,4637790.0
2013-03-28,69000,72000,68500,71500,10225,331602.0,4637790.0
2013-03-29,71400,73800,71400,72100,5602,334385.0,4637790.0
2013-04-01,72100,73500,70500,70500,5279,326964.0,4637790.0
2013-04-02,70700,72500,70700,72500,6513,336240.0,4637790.0
2013-04-03,73000,73000,70000,71000,23425,329283.0,4637790.0
2013-04-04,71500,72500,70000,72500,8521,336240.0,4637790.0
2013-04-05,73700,73700,71900,72500,36625,336240.0,4637790.0
2013-04-08,72500,73200,71600,71600,8395,332066.0,4637790.0
2013-04-09,72500,72500,71600,72000,6738,333921.0,4637790.0
2013-04-10,71900,72500,71400,71800,3355,332993.0,4637790.0
2013-04-11,72000,74500,72000,74500,7753,345515.0,4637790.0
2013-04-12,74000,76900,74000,75000,14496,347834.0,4637790.0
2013-04-15,75100,77100,74500,76100,8225,352936.0,4637790.0
2013-04-16,75900,79500,75500,79100,9079,366849.0,4637790.0
2013-04-17,78100,80900,77900,79900,9538,370559.0,4637790.0
2013-04-18,79500,82800,79400,81700,12076,378907.0,4637790.0
2013-04-19,80600,82000,79800,80000,3368,371023.0,4637790.0
2013-04-22,80000,82000,78500,80800,9425,374733.0,4637790.0
2013-04-23,80800,82800,80200,81000,9181,375661.0,4637790.0
2013-04-24,81000,84200,81000,84000,9340,389574.0,4637790.0
2013-04-25,84000,84700,82600,83000,10280,384937.0,4637790.0
2013-04-26,83000,85000,82500,84000,11344,389574.0,4637790.0
2013-04-29,83000,86000,83000,84900,19449,393748.0,4637790.0
2013-04-30,84900,84900,82600,84900,9368,393748.0,4637790.0
2013-05-02,85400,85400,82400,82900,4987,384473.0,4637790.0
2013-05-03,82200,82800,79900,79900,10406,370559.0,4637790.0
2013-05-06,79600,80900,79000,79000,6438,366385.0,4637790.0
2013-05-07,78800,79800,76800,79000,6852,366385.0,4637790.0
2013-05-08,77700,79600,77400,79200,7050,367313.0,4637790.0
2013-05-09,79900,79900,77300,77300,6501,358501.0,4637790.0
2013-05-10,77400,78100,75300,77200,7631,358037.0,4637790.0
2013-05-13,76600,77600,74900,74900,6381,347370.0,4637790.0
2013-05-14,74900,75100,72200,74900,9222,347370.0,4637790.0
2013-05-15,76000,77600,74500,77600,3616,359893.0,4637790.0
2013-05-16,76400,78200,75200,78200,8986,362675.0,4637790.0
2013-05-20,77500,77500,75200,75700,7018,351081.0,4637790.0
2013-05-21,76000,77200,75800,76500,4496,354791.0,4637790.0
2013-05-22,75500,76200,75500,76100,5685,352936.0,4637790.0
2013-05-23,76000,76100,75000,76000,3377,352472.0,4637790.0
2013-05-24,76000,77000,76000,76400,3564,354327.0,4637790.0
2013-05-27,77000,78400,76200,76200,3322,353400.0,4637790.0
2013-05-28,76200,78000,75300,77000,2063,357110.0,4637790.0
2013-05-29,77000,78900,76400,78100,7382,362211.0,4637790.0
2013-05-30,77200,78100,76100,76200,4028,353400.0,4637790.0
2013-05-31,77800,77800,72100,74200,23684,344124.0,4637790.0
2013-06-03,74200,74200,72700,73400,6514,340414.0,4637790.0
2013-06-04,72600,73700,70300,73400,6929,340414.0,4637790.0
2013-06-05,73200,73700,71600,71800,4552,332993.0,4637790.0
2013-06-07,71800,74200,70600,73900,6673,342733.0,4637790.0
2013-06-10,73900,74300,73100,73900,5771,342733.0,4637790.0
2013-06-11,74000,75400,73200,74300,4309,344588.0,4637790.0
2013-06-12,74500,75800,73700,74400,3403,345052.0,4637790.0
2013-06-13,75300,75900,72400,75000,5896,347834.0,4637790.0
2013-06-14,75000,75900,73900,75500,3681,350153.0,4637790.0
2013-06-17,74600,75800,73700,74100,4539,343660.0,4637790.0
2013-06-18,74000,74800,73100,74800,3410,346907.0,4637790.0
2013-06-19,75500,75500,72700,72700,8889,337167.0,4637790.0
2013-06-20,72700,72900,71300,72400,4662,335776.0,4637790.0
2013-06-21,72400,72500,70600,71900,7836,333457.0,4637790.0
2013-06-24,71900,72700,69800,70900,4385,328819.0,4637790.0
2013-06-25,70800,71000,67700,70000,5551,324645.0,4637790.0
2013-06-26,70000,70900,69300,70800,2672,328356.0,4637790.0
2013-06-27,70800,73800,70800,73800,2478,342269.0,4637790.0
2013-06-28,73800,75700,72900,75700,2273,351081.0,4637790.0
2013-07-01,75500,76900,74600,76000,2861,352472.0,4637790.0
2013-07-02,76000,76500,75500,76300,829,353863.0,4637790.0
2013-07-03,75000,76300,75000,75800,592,351544.0,4637790.0
2013-07-04,75800,75800,73900,75000,1985,347834.0,4637790.0
2013-07-05,74900,74900,73900,73900,756,342733.0,4637790.0
2013-07-08,74800,74800,73100,73900,787,342733.0,4637790.0
2013-07-09,73200,75500,71400,74500,3311,345515.0,4637790.0
2013-07-10,74900,74900,72200,72600,2435,336704.0,4637790.0
2013-07-11,72200,74600,72200,74600,1496,345979.0,4637790.0
2013-07-12,74600,75200,73800,74900,3329,347370.0,4637790.0
2013-07-15,74900,75800,73800,74900,465,347370.0,4637790.0
2013-07-16,76000,76000,73900,75000,333,347834.0,4637790.0
2013-07-17,76000,76000,73800,75500,1775,350153.0,4637790.0
2013-07-18,75800,76800,74800,76200,908,353400.0,4637790.0
2013-07-19,76200,76900,75100,76500,2677,354791.0,4637790.0
2013-07-22,76400,77000,75500,76500,795,354791.0,4637790.0
2013-07-23,76800,76800,75500,75500,1457,350153.0,4637790.0
2013-07-24,76100,76100,75500,75500,785,350153.0,4637790.0
2013-07-25,76100,76100,74400,75300,1453,349226.0,4637790.0
2013-07-26,74500,74500,72100,74400,3523,345052.0,4637790.0
2013-07-29,74400,74400,73400,73400,772,340414.0,4637790.0
2013-07-30,73400,73500,72900,73400,1122,340414.0,4637790.0
2013-07-31,73100,74500,73000,74500,1010,345515.0,4637790.0
2013-08-01,73400,74500,73400,74500,1001,345515.0,4637790.0
2013-08-02,74500,74500,73500,73600,584,341341.0,4637790.0
2013-08-05,73000,73800,72100,72300,3745,335312.0,4637790.0
2013-08-06,72900,73300,72300,73300,769,339950.0,4637790.0
2013-08-07,73000,73400,72500,73400,782,340414.0,4637790.0
2013-08-08,72800,73300,72700,73200,147,339486.0,4637790.0
2013-08-09,73200,73400,72300,73200,998,339486.0,4637790.0
2013-08-12,73600,73700,72700,73700,486,341805.0,4637790.0
2013-08-13,73400,74400,72700,73700,799,341805.0,4637790.0
2013-08-14,73700,74000,72500,73000,1591,338559.0,4637790.0
2013-08-16,72600,74400,71700,74400,1966,345052.0,4637790.0
2013-08-19,74400,74400,73300,74300,362,344588.0,4637790.0
2013-08-20,73800,73800,72300,72900,801,338095.0,4637790.0
2013-08-21,72900,73700,72100,72900,1903,338095.0,4637790.0
2013-08-22,72100,73400,72000,72900,625,338095.0,4637790.0
2013-08-23,72200,73100,71600,71800,1012,332993.0,4637790.0
2013-08-26,71100,72400,71100,71900,475,333457.0,4637790.0
2013-08-27,71200,72300,71200,72200,1215,334848.0,4637790.0
2013-08-28,72100,73200,71600,73100,818,339022.0,4637790.0
2013-08-29,73500,74700,72500,73100,1315,339022.0,4637790.0
2013-08-30,73600,73700,72400,73100,696,339022.0,4637790.0
2013-09-02,73100,73100,71700,71700,1140,332530.0,4637790.0
2013-09-03,72000,73100,72000,72500,802,336240.0,4637790.0
2013-09-04,73000,73000,71900,73000,388,338559.0,4637790.0
2013-09-05,72400,75700,72400,75000,3856,347834.0,4637790.0
2013-09-06,75000,76300,74600,76300,1108,353863.0,4637790.0
2013-09-09,74800,76500,74500,76400,2866,354327.0,4637790.0
2013-09-10,75200,76800,74900,76600,3414,355255.0,4637790.0
2013-09-11,77000,77000,75500,76600,315,355255.0,4637790.0
2013-09-12,75600,76600,74600,75300,2220,349226.0,4637790.0
2013-09-13,74900,74900,72900,73400,4161,340414.0,4637790.0
2013-09-16,73100,73700,72500,72700,803,337167.0,4637790.0
2013-09-17,72700,73600,72100,73400,1955,340414.0,4637790.0
2013-09-23,72600,74300,72600,74100,1272,343660.0,4637790.0
2013-09-24,73700,75500,73100,75000,2463,347834.0,4637790.0
2013-09-25,74100,74300,72800,74200,3894,344124.0,4637790.0
2013-09-26,73500,74100,73100,73700,1002,341805.0,4637790.0
2013-09-27,74000,74100,73800,73900,481,342733.0,4637790.0
2013-09-30,74200,74900,73800,74000,1077,343196.0,4637790.0
2013-10-01,74700,74700,73600,74100,774,343660.0,4637790.0
2013-10-02,75500,75500,73500,74300,445,344588.0,4637790.0
2013-10-04,74700,74700,73800,74300,1022,344588.0,4637790.0
2013-10-07,74800,74800,73000,73000,957,338559.0,4637790.0
2013-10-08,73700,75000,72400,74600,960,345979.0,4637790.0
2013-10-10,75000,75300,73400,75000,9236,347834.0,4637790.0
2013-10-11,75400,77000,74000,76400,6481,354327.0,4637790.0
2013-10-14,76400,76400,74800,76100,1110,352936.0,4637790.0
2013-10-15,77000,77000,74700,76100,3759,352936.0,4637790.0
2013-10-16,76500,76500,75100,76200,2744,353400.0,4637790.0
2013-10-17,76900,76900,74100,76300,2742,353863.0,4637790.0
2013-10-18,77400,79400,74900,75400,2245,349689.0,4637790.0
2013-10-21,74600,75700,73800,74900,1046,347370.0,4637790.0
2013-10-22,74300,76500,73500,76500,4791,354791.0,4637790.0
2013-10-23,76400,76700,75300,75300,1062,349226.0,4637790.0
2013-10-24,76500,77500,74200,76000,3744,352472.0,4637790.0
2013-10-25,76600,78200,76100,78200,4684,362675.0,4637790.0
2013-10-28,78200,78300,77000,77800,1178,360820.0,4637790.0
2013-10-29,79000,79000,77300,78800,1222,365458.0,4637790.0
2013-10-30,78700,79000,77500,77500,946,359429.0,4637790.0
2013-10-31,78500,78500,75600,76100,4867,352936.0,4637790.0
2013-11-01,76500,77600,74600,77400,2964,358965.0,4637790.0
2013-11-04,78000,79000,76300,77400,447,358965.0,4637790.0
2013-11-05,77300,78500,76000,77200,1037,358037.0,4637790.0
