시디즈(134790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-12-19,10800,11000,10250,10750,9674,21500.0,2000000.0
2011-12-20,10600,10800,10550,10800,3510,21600.0,2000000.0
2011-12-21,10950,11200,10900,10950,2490,21900.0,2000000.0
2011-12-22,11000,11650,10850,10950,16080,21900.0,2000000.0
2011-12-23,10950,11550,10800,11100,6960,22200.0,2000000.0
2011-12-26,11100,11550,11100,11150,3808,22300.0,2000000.0
2011-12-27,11050,11250,10600,10600,9558,21200.0,2000000.0
2011-12-28,10700,11000,10700,10950,3210,21900.0,2000000.0
2011-12-29,11050,11550,11050,11350,6740,22700.0,2000000.0
2012-01-02,11800,11800,10950,11150,5508,22300.0,2000000.0
2012-01-03,11150,11200,10900,11200,5403,22400.0,2000000.0
2012-01-04,11050,11050,10300,10750,9152,21500.0,2000000.0
2012-01-05,10750,10800,10500,10800,3540,21600.0,2000000.0
2012-01-06,10600,11800,10600,11200,8050,22400.0,2000000.0
2012-01-09,11300,11300,10650,10800,5311,21600.0,2000000.0
2012-01-10,10750,11250,10750,11150,4400,22300.0,2000000.0
2012-01-11,11250,12000,11100,11600,27974,23200.0,2000000.0
2012-01-12,11600,11600,11300,11600,10450,23200.0,2000000.0
2012-01-13,11400,13250,11200,12450,77404,24900.0,2000000.0
2012-01-16,12600,13050,12150,12350,26581,24700.0,2000000.0
2012-01-17,12350,12450,11750,11750,16119,23500.0,2000000.0
2012-01-18,11800,12400,11650,11900,10400,23800.0,2000000.0
2012-01-19,12000,12200,11850,12000,9700,24000.0,2000000.0
2012-01-20,12000,12200,11650,11700,3680,23400.0,2000000.0
2012-01-25,11700,11700,10900,11000,30202,22000.0,2000000.0
2012-01-26,11250,11250,10850,10950,9850,21900.0,2000000.0
2012-01-27,11150,11200,10900,11100,9590,22200.0,2000000.0
2012-01-30,11200,11450,11000,11000,3740,22000.0,2000000.0
2012-01-31,11000,11300,10850,10850,6580,21700.0,2000000.0
2012-02-01,10850,11100,10800,11050,7811,22100.0,2000000.0
2012-02-02,11050,11450,10950,11050,5872,22100.0,2000000.0
2012-02-03,11000,11100,10900,11050,3520,22100.0,2000000.0
2012-02-06,11050,11150,10500,10850,6020,21700.0,2000000.0
2012-02-07,10800,11050,10750,11050,4782,22100.0,2000000.0
2012-02-08,11150,11800,11100,11550,16922,23100.0,2000000.0
2012-02-09,11550,11800,11300,11400,2930,22800.0,2000000.0
2012-02-10,11000,11100,9800,10600,64437,21200.0,2000000.0
2012-02-13,11000,11200,10500,10650,21667,21300.0,2000000.0
2012-02-14,10050,10400,9870,9890,99475,19780.0,2000000.0
2012-02-15,9800,9800,9360,9550,36669,19100.0,2000000.0
2012-02-16,9560,9820,9500,9500,9759,19000.0,2000000.0
2012-02-17,9500,9950,9500,9680,19973,19360.0,2000000.0
2012-02-20,9780,9820,9600,9690,15492,19380.0,2000000.0
2012-02-21,9750,9750,9600,9620,10461,19240.0,2000000.0
2012-02-22,9700,9750,9570,9660,7480,19320.0,2000000.0
2012-02-23,9600,9600,9460,9580,5324,19160.0,2000000.0
2012-02-24,9580,9650,9400,9450,9163,18900.0,2000000.0
2012-02-27,9450,9500,9100,9100,21120,18200.0,2000000.0
2012-02-28,9180,9300,9020,9160,6462,18320.0,2000000.0
2012-02-29,9270,9270,8990,9090,4726,18180.0,2000000.0
2012-03-02,9090,9130,9000,9110,5101,18220.0,2000000.0
2012-03-05,9150,9150,8840,8990,10108,17980.0,2000000.0
2012-03-06,9080,9130,8920,8970,4400,17940.0,2000000.0
2012-03-07,9000,9150,8820,9140,3330,18280.0,2000000.0
2012-03-08,9130,9140,8930,9100,2333,18200.0,2000000.0
2012-03-09,8940,9090,8900,8930,6683,17860.0,2000000.0
2012-03-12,9000,9070,8940,9000,2830,18000.0,2000000.0
2012-03-13,9000,9080,8940,8940,3545,17880.0,2000000.0
2012-03-14,9260,9260,8960,9010,4760,18020.0,2000000.0
2012-03-15,8920,9070,8920,9020,15490,18040.0,2000000.0
2012-03-16,8970,9050,8930,8990,15050,17980.0,2000000.0
2012-03-19,9000,9250,9000,9050,14641,18100.0,2000000.0
2012-03-20,9240,9260,9050,9120,16107,18240.0,2000000.0
2012-03-21,9260,9260,9000,9040,11260,18080.0,2000000.0
2012-03-22,9040,9040,8860,8950,15224,17900.0,2000000.0
2012-03-23,8820,9030,8820,8980,10860,17960.0,2000000.0
2012-03-26,9010,9700,9010,9300,14371,18600.0,2000000.0
2012-03-27,9620,9620,9300,9320,6576,18640.0,2000000.0
2012-03-28,9110,9390,9000,9170,10025,18340.0,2000000.0
2012-03-29,9050,9280,9030,9210,2560,18420.0,2000000.0
2012-03-30,8980,9350,8980,9320,2938,18640.0,2000000.0
2012-04-02,9400,9400,9190,9350,3170,18700.0,2000000.0
2012-04-03,9230,9890,9200,9620,7090,19240.0,2000000.0
2012-04-04,9700,9880,9260,9350,6050,18700.0,2000000.0
2012-04-05,9400,9460,9250,9280,2030,18560.0,2000000.0
2012-04-06,9110,9300,9060,9250,1790,18500.0,2000000.0
2012-04-09,9000,9300,9000,9300,5300,18600.0,2000000.0
2012-04-10,9120,9490,9120,9370,4671,18740.0,2000000.0
2012-04-12,9340,9490,9140,9380,1760,18760.0,2000000.0
2012-04-13,9160,9400,9160,9370,6290,18740.0,2000000.0
2012-04-16,9270,9370,9200,9280,5021,18560.0,2000000.0
2012-04-17,9280,9400,9180,9390,4020,18780.0,2000000.0
2012-04-18,9390,9480,9020,9120,21120,18240.0,2000000.0
2012-04-19,8970,9800,8970,9290,11710,18580.0,2000000.0
2012-04-20,9290,9580,9150,9350,15311,18700.0,2000000.0
2012-04-23,9350,9600,9200,9590,8615,19180.0,2000000.0
2012-04-24,9600,9680,9410,9650,5585,19300.0,2000000.0
2012-04-25,9800,10350,9650,9920,13140,19840.0,2000000.0
2012-04-26,9920,9990,9550,9890,8680,19780.0,2000000.0
2012-04-27,9880,10000,9640,9900,4616,19800.0,2000000.0
2012-04-30,9390,9950,9330,9940,7119,19880.0,2000000.0
2012-05-02,9980,10400,9880,10400,14914,20800.0,2000000.0
2012-05-03,9620,10200,8870,10200,68500,20400.0,2000000.0
2012-05-04,9990,10150,9150,9870,10740,19740.0,2000000.0
2012-05-07,9800,10500,9460,10300,21030,20600.0,2000000.0
2012-05-08,10300,10300,9830,10050,24800,20100.0,2000000.0
2012-05-09,10150,10200,9830,9900,12710,19800.0,2000000.0
2012-05-10,10150,10150,9750,9880,4405,19760.0,2000000.0
2012-05-11,9930,9980,9870,9870,8372,19740.0,2000000.0
2012-05-14,9810,9990,9760,9960,17221,19920.0,2000000.0
2012-05-15,9960,10000,9650,9750,30505,19500.0,2000000.0
2012-05-16,9810,9940,9750,9750,30413,19500.0,2000000.0
2012-05-17,9750,9930,9750,9870,7534,19740.0,2000000.0
2012-05-18,9870,10600,9870,10250,28776,20500.0,2000000.0
2012-05-21,9850,11750,9850,11750,56617,23500.0,2000000.0
2012-05-22,11800,12500,11400,11600,48216,23200.0,2000000.0
2012-05-23,11650,12100,11600,11900,33545,23800.0,2000000.0
2012-05-24,12000,12300,11700,12000,51566,24000.0,2000000.0
2012-05-25,12000,12050,11600,11950,29669,23900.0,2000000.0
2012-05-29,11950,12750,11300,11700,134387,23400.0,2000000.0
2012-05-30,11750,11950,11100,11700,26578,23400.0,2000000.0
2012-05-31,11700,12150,11700,12000,50349,24000.0,2000000.0
2012-06-01,12000,12100,11700,12000,40820,24000.0,2000000.0
2012-06-04,12000,12000,11550,11800,8264,23600.0,2000000.0
2012-06-05,11700,11900,11600,11850,5150,23700.0,2000000.0
2012-06-07,12050,12500,11950,12150,55301,24300.0,2000000.0
2012-06-08,12000,13000,11950,11950,43680,23900.0,2000000.0
2012-06-11,11800,12200,11750,12200,13420,24400.0,2000000.0
2012-06-12,12200,14000,11850,13850,106174,27700.0,2000000.0
2012-06-13,13900,14000,12600,13100,67892,26200.0,2000000.0
2012-06-14,13300,13300,12700,12700,28100,25400.0,2000000.0
2012-06-15,12700,13000,11950,11950,35611,23900.0,2000000.0
2012-06-18,12050,12700,11900,12250,18417,24500.0,2000000.0
2012-06-19,12500,12550,11950,12000,16479,24000.0,2000000.0
2012-06-20,12000,12350,11850,11850,5937,23700.0,2000000.0
2012-06-21,11850,12000,10750,12000,28038,24000.0,2000000.0
2012-06-22,11700,12400,11600,12100,14104,24200.0,2000000.0
2012-06-25,12500,12500,11800,12300,6000,24600.0,2000000.0
2012-06-26,11800,12150,11600,11850,4638,23700.0,2000000.0
2012-06-27,12050,12050,11300,11800,6350,23600.0,2000000.0
2012-06-28,11600,11950,11550,11550,2492,23100.0,2000000.0
2012-06-29,11700,11850,11400,11850,4890,23700.0,2000000.0
2012-07-02,12400,12400,11600,11900,6640,23800.0,2000000.0
2012-07-03,11900,11950,11450,11550,3090,23100.0,2000000.0
2012-07-04,11550,11550,11250,11250,2010,22500.0,2000000.0
2012-07-05,11250,12900,11000,11300,63042,22600.0,2000000.0
2012-07-06,11400,12000,11150,11400,33880,22800.0,2000000.0
2012-07-09,11300,11400,11000,11050,4855,22100.0,2000000.0
2012-07-10,11000,11100,10450,10600,7773,21200.0,2000000.0
2012-07-11,10600,10800,10500,10600,3470,21200.0,2000000.0
2012-07-12,10700,10800,10600,10700,1541,21400.0,2000000.0
2012-07-13,10500,11400,10500,11400,5720,22800.0,2000000.0
2012-07-16,11600,11600,11300,11600,1611,23200.0,2000000.0
2012-07-17,11450,11950,11450,11600,3030,23200.0,2000000.0
2012-07-18,11750,11750,11250,11550,3010,23100.0,2000000.0
2012-07-19,11900,11900,11250,11650,4160,23300.0,2000000.0
2012-07-20,11450,12150,11450,12000,8763,24000.0,2000000.0
2012-07-23,12000,12000,11400,11400,2614,22800.0,2000000.0
2012-07-24,11400,11650,10950,11050,3010,22100.0,2000000.0
2012-07-25,11050,11650,10700,10900,1300,21800.0,2000000.0
2012-07-26,10900,11250,10700,11050,660,22100.0,2000000.0
2012-07-27,11050,11100,10700,10950,2646,21900.0,2000000.0
2012-07-30,10850,11250,10850,11200,524,22400.0,2000000.0
2012-07-31,11400,11400,10900,11050,970,22100.0,2000000.0
2012-08-01,10700,11300,10700,11300,1740,22600.0,2000000.0
2012-08-02,11600,11600,11050,11400,2330,22800.0,2000000.0
2012-08-03,11400,11400,10900,10900,900,21800.0,2000000.0
2012-08-06,11100,11100,10650,10800,2050,21600.0,2000000.0
2012-08-07,10800,11200,10600,10950,1700,21900.0,2000000.0
2012-08-08,10800,11000,10750,10850,2340,21700.0,2000000.0
2012-08-09,10900,11150,10750,10950,3530,21900.0,2000000.0
2012-08-10,11050,11300,10750,11150,5880,22300.0,2000000.0
2012-08-13,11400,11600,11100,11600,5894,23200.0,2000000.0
2012-08-14,11550,11550,11150,11150,3177,22300.0,2000000.0
2012-08-16,11500,11550,11000,11550,8203,23100.0,2000000.0
2012-08-17,11600,11600,11200,11450,3631,22900.0,2000000.0
2012-08-20,11450,11450,11050,11250,1970,22500.0,2000000.0
2012-08-21,11250,11250,10800,10900,4353,21800.0,2000000.0
2012-08-22,11100,11100,10700,11100,1220,22200.0,2000000.0
2012-08-23,11100,11100,10800,10950,2010,21900.0,2000000.0
2012-08-24,10750,11000,10600,11000,3020,22000.0,2000000.0
2012-08-27,11200,11200,10650,10950,4110,21900.0,2000000.0
2012-08-28,10800,11300,10700,10800,3852,21600.0,2000000.0
2012-08-29,10700,10950,10700,10950,1270,21900.0,2000000.0
2012-08-30,10750,11200,10750,11150,7714,22300.0,2000000.0
2012-08-31,11050,11200,10850,11150,1661,22300.0,2000000.0
2012-09-03,11050,11050,10800,10800,1363,21600.0,2000000.0
2012-09-04,10750,10950,10550,10900,9280,21800.0,2000000.0
2012-09-05,10700,11050,10650,10950,2220,21900.0,2000000.0
2012-09-06,11100,11200,10500,10700,9846,21400.0,2000000.0
2012-09-07,10950,10950,10200,10200,16248,20400.0,2000000.0
2012-09-10,10300,10500,10200,10300,10287,20600.0,2000000.0
2012-09-11,10100,10400,10100,10400,5355,20800.0,2000000.0
2012-09-12,10400,10450,10300,10450,1873,20900.0,2000000.0
2012-09-13,10450,10500,10300,10300,1413,20600.0,2000000.0
2012-09-14,10500,10500,10250,10250,3996,20500.0,2000000.0
2012-09-17,10300,10500,10100,10400,2040,20800.0,2000000.0
2012-09-18,10500,10700,10300,10400,7564,20800.0,2000000.0
2012-09-19,10250,10800,10250,10800,5300,21600.0,2000000.0
2012-09-20,10600,11600,10600,11150,16019,22300.0,2000000.0
2012-09-21,11150,11500,10750,11400,3230,22800.0,2000000.0
2012-09-24,10950,11600,10950,11500,9460,23000.0,2000000.0
2012-09-25,11500,11500,10700,11500,6940,23000.0,2000000.0
2012-09-26,11500,11600,11200,11200,2365,22400.0,2000000.0
2012-09-27,11000,11250,10850,11050,2770,22100.0,2000000.0
2012-09-28,10750,11050,10700,11050,1460,22100.0,2000000.0
2012-10-02,11200,11550,10550,10750,3053,21500.0,2000000.0
2012-10-04,10750,10800,10650,10800,1371,21600.0,2000000.0
2012-10-05,10800,10900,10650,10800,3118,21600.0,2000000.0
2012-10-08,10800,10800,10500,10550,1742,21100.0,2000000.0
2012-10-09,10650,10950,10450,10950,1271,21900.0,2000000.0
2012-10-10,10950,10950,10550,10700,590,21400.0,2000000.0
2012-10-11,10800,10950,10600,10800,410,21600.0,2000000.0
2012-10-12,10600,10900,10600,10900,1220,21800.0,2000000.0
2012-10-15,10900,11500,10900,11400,3566,22800.0,2000000.0
