두산중공업(034020),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2000-12-08,3287,3313,3252,3262,153590,393876.0,104200000.0
2000-12-11,3261,3287,3261,3279,176080,395960.0,104200000.0
2000-12-12,3287,3296,3235,3279,441060,395960.0,104200000.0
2000-12-13,3529,3770,3451,3771,1891940,455354.0,104200000.0
2000-12-14,3956,4228,3826,3969,2447990,479320.0,104200000.0
2000-12-15,3710,3977,3675,3792,933040,457959.0,104200000.0
2000-12-18,3606,3710,3464,3641,578690,439724.0,104200000.0
2000-12-19,3477,3589,3322,3590,542330,433472.0,104200000.0
2000-12-20,3460,3468,3153,3193,449070,385540.0,104200000.0
2000-12-21,3287,3347,2899,3348,346240,404296.0,104200000.0
2000-12-22,3287,3365,3020,3020,235410,364700.0,104200000.0
2000-12-26,3037,3261,2925,3262,446680,393876.0,104200000.0
2001-01-02,3149,3322,3106,3236,132830,390750.0,104200000.0
2001-01-03,3106,3235,3106,3154,199620,380851.0,104200000.0
2001-01-04,3278,3438,3192,3231,626280,390229.0,104200000.0
2001-01-05,3218,3343,3201,3322,434610,401170.0,104200000.0
2001-01-08,3356,3520,3296,3451,462690,416800.0,104200000.0
2001-01-09,3399,3684,3347,3684,471610,444934.0,104200000.0
2001-01-10,3624,3684,3408,3451,408510,416800.0,104200000.0
2001-01-11,3481,3507,3416,3451,223350,416800.0,104200000.0
2001-01-12,3322,3520,3322,3443,398870,415758.0,104200000.0
2001-01-15,3451,3485,3365,3430,355250,414195.0,104200000.0
2001-01-16,3460,3619,3334,3456,872680,417321.0,104200000.0
2001-01-17,3477,3494,3300,3322,329100,401170.0,104200000.0
2001-01-18,3278,3408,3261,3391,411190,409506.0,104200000.0
2001-01-19,3347,3391,3278,3279,391080,395960.0,104200000.0
2001-01-22,3283,3365,3278,3365,283000,406380.0,104200000.0
2001-01-26,3365,3408,3300,3322,219990,401170.0,104200000.0
2001-01-29,3322,3365,3291,3322,176250,401170.0,104200000.0
2001-01-30,3330,3356,3317,3322,222070,401170.0,104200000.0
2001-01-31,3347,3347,3304,3339,307310,403254.0,104200000.0
2001-02-01,3322,3343,3291,3331,143590,402212.0,104200000.0
2001-02-02,3322,3322,3278,3305,104700,399086.0,104200000.0
2001-02-05,3278,3278,3149,3162,131320,381893.0,104200000.0
2001-02-06,3158,3231,3123,3201,90390,386582.0,104200000.0
2001-02-07,3149,3201,3127,3193,68740,385540.0,104200000.0
2001-02-08,3132,3227,3132,3184,47280,384498.0,104200000.0
2001-02-09,3149,3205,3149,3206,100320,387103.0,104200000.0
2001-02-12,3235,3322,3218,3279,177690,395960.0,104200000.0
2001-02-13,3240,3304,3240,3270,112060,394918.0,104200000.0
2001-02-14,3257,3339,3257,3331,128180,402212.0,104200000.0
2001-02-15,3339,3408,3313,3339,201490,403254.0,104200000.0
2001-02-16,3365,3399,3330,3365,118020,406380.0,104200000.0
2001-02-19,3347,3378,3330,3374,76950,407422.0,104200000.0
2001-02-20,3391,3580,3356,3581,291050,432430.0,104200000.0
2001-02-21,3624,3757,3494,3710,409080,448060.0,104200000.0
2001-02-22,3796,3796,3624,3758,331050,453791.0,104200000.0
2001-02-23,3710,3787,3632,3680,199320,444413.0,104200000.0
2001-02-26,3632,3697,3624,3641,236360,439724.0,104200000.0
2001-02-27,3667,3744,3641,3710,211010,448060.0,104200000.0
2001-02-28,3641,3744,3641,3728,162990,450144.0,104200000.0
2001-03-02,3753,3753,3649,3719,283930,449102.0,104200000.0
2001-03-05,3667,3787,3658,3788,176470,457438.0,104200000.0
2001-03-06,3831,4046,3762,3797,458700,458480.0,104200000.0
2001-03-07,3839,4098,3822,4055,659950,489740.0,104200000.0
2001-03-08,4141,4383,4115,4306,663950,519958.0,104200000.0
2001-03-09,4219,4262,4055,4211,266080,508496.0,104200000.0
2001-03-12,4133,4146,3986,4055,175810,489740.0,104200000.0
2001-03-13,3477,4150,3477,4055,229570,489740.0,104200000.0
2001-03-14,4064,4223,4064,4198,205450,506933.0,104200000.0
2001-03-15,4029,4167,4012,4116,177640,497034.0,104200000.0
2001-03-16,4064,4197,4064,4185,160340,505370.0,104200000.0
2001-03-19,4133,4271,4133,4219,125600,509538.0,104200000.0
2001-03-20,4228,4236,4150,4211,128590,508496.0,104200000.0
2001-03-21,4141,4236,4141,4237,230000,511622.0,104200000.0
2001-03-22,4176,4314,4176,4314,358060,521000.0,104200000.0
2001-03-23,4297,4297,4184,4228,268280,510580.0,104200000.0
2001-03-26,4193,4232,4184,4228,130610,510580.0,104200000.0
2001-03-27,4184,4314,4184,4314,2199800,521000.0,104200000.0
2001-03-28,4322,4322,4193,4271,72340,515790.0,104200000.0
2001-03-29,4228,4271,4133,4133,43650,499118.0,104200000.0
2001-03-30,4115,4133,3960,4099,89620,494950.0,104200000.0
2001-04-02,4072,4072,3969,4012,24780,484530.0,104200000.0
2001-04-03,3809,4003,3736,3736,99800,451186.0,104200000.0
2001-04-04,3736,3951,3736,3857,42710,465774.0,104200000.0
2001-04-06,4098,4098,3900,3961,27370,478278.0,104200000.0
2001-04-09,4012,4012,3938,3943,27670,476194.0,104200000.0
2001-04-10,3887,3986,3882,3943,12550,476194.0,104200000.0
2001-04-11,3926,4055,3908,3969,41920,479320.0,104200000.0
2001-04-12,3951,3969,3891,3965,14360,478799.0,104200000.0
2001-04-13,3926,4098,3891,3995,67030,482446.0,104200000.0
2001-04-16,3995,4055,3900,3969,41740,479320.0,104200000.0
2001-04-17,3969,3995,3736,3969,28010,479320.0,104200000.0
2001-04-18,3917,4042,3917,4012,26560,484530.0,104200000.0
2001-04-19,4055,4219,4038,4099,162310,494950.0,104200000.0
2001-04-20,4098,4271,4020,4176,103220,504328.0,104200000.0
2001-04-23,4159,4202,4072,4142,75860,500160.0,104200000.0
2001-04-24,4141,4184,4064,4185,34050,505370.0,104200000.0
2001-04-25,4107,4176,4098,4107,44710,495992.0,104200000.0
2001-04-26,4107,4210,4064,4124,48500,498076.0,104200000.0
2001-04-27,4124,4159,4072,4150,38800,501202.0,104200000.0
2001-04-30,4150,4202,4124,4185,103230,505370.0,104200000.0
2001-05-02,4159,4245,4141,4150,37350,501202.0,104200000.0
2001-05-03,4150,4176,4098,4150,42500,501202.0,104200000.0
2001-05-04,4159,4176,4120,4168,51860,503286.0,104200000.0
2001-05-07,4159,4184,4115,4133,37500,499118.0,104200000.0
2001-05-08,4167,4167,4098,4107,42170,495992.0,104200000.0
2001-05-09,4107,4288,4077,4176,203870,504328.0,104200000.0
2001-05-10,4262,4391,4184,4198,210390,506933.0,104200000.0
2001-05-11,4223,4314,4184,4194,84590,506412.0,104200000.0
2001-05-14,4288,4348,4193,4340,335220,524126.0,104200000.0
2001-05-15,4357,4573,4297,4461,447220,538714.0,104200000.0
2001-05-16,4573,4573,4357,4357,262840,526210.0,104200000.0
2001-05-17,4409,4461,4348,4349,142620,525168.0,104200000.0
2001-05-18,4322,4331,4253,4280,89180,516832.0,104200000.0
2001-05-21,4271,4400,4271,4401,179980,531420.0,104200000.0
2001-05-22,4486,4512,4400,4444,187110,536630.0,104200000.0
2001-05-23,4400,5108,4400,5108,876890,616864.0,104200000.0
2001-05-24,5090,5867,5056,5867,1572230,708560.0,104200000.0
2001-05-25,6126,6618,5746,6092,1799090,735652.0,104200000.0
2001-05-28,6126,6997,6126,6998,1100020,845062.0,104200000.0
2001-05-29,7420,8041,7334,8042,842890,971144.0,104200000.0
2001-05-30,8369,8620,6859,7265,1820430,877364.0,104200000.0
2001-05-31,6928,7929,6695,7723,1127070,932590.0,104200000.0
2001-06-01,8197,8197,7291,7697,723480,929464.0,104200000.0
2001-06-04,7446,7757,7420,7533,257310,909666.0,104200000.0
2001-06-05,7532,7662,6937,7006,392340,846104.0,104200000.0
2001-06-07,6557,7420,6549,7162,495010,864860.0,104200000.0
2001-06-08,7334,7765,7170,7550,550220,911750.0,104200000.0
2001-06-11,7360,7679,7248,7559,233170,912792.0,104200000.0
2001-06-12,7765,7921,7429,7593,221300,916960.0,104200000.0
2001-06-13,7765,7765,7506,7507,196630,906540.0,104200000.0
2001-06-14,7506,7593,7256,7421,165940,896120.0,104200000.0
2001-06-15,7420,7584,7282,7524,142830,908624.0,104200000.0
2001-06-18,7524,8197,7524,8051,450990,972186.0,104200000.0
2001-06-19,8050,9232,8024,9233,464750,1114940.0,104200000.0
2001-06-20,10095,10570,9577,10009,1803840,1208720.0,104200000.0
2001-06-21,10354,10354,8973,9017,640510,1088890.0,104200000.0
2001-06-22,9016,10181,8801,9664,636370,1167040.0,104200000.0
2001-06-25,9405,11087,9405,11088,1232450,1338970.0,104200000.0
2001-06-26,11087,11389,9750,9923,1079790,1198300.0,104200000.0
2001-06-27,10181,11346,9922,10958,1284430,1323340.0,104200000.0
2001-06-28,11174,11605,10181,10613,859110,1281660.0,104200000.0
2001-06-29,10397,10872,9836,10354,771570,1250400.0,104200000.0
2001-07-02,11217,11389,9750,10225,956920,1234770.0,104200000.0
2001-07-03,10009,10311,9836,9880,399370,1193090.0,104200000.0
2001-07-04,9534,9750,9362,9448,477150,1140990.0,104200000.0
2001-07-05,9448,10181,9448,10009,621770,1208720.0,104200000.0
2001-07-06,10009,10009,9448,9621,261440,1161830.0,104200000.0
2001-07-09,9060,9362,8714,8801,364400,1062840.0,104200000.0
2001-07-10,8801,9016,8136,8171,593370,986774.0,104200000.0
2001-07-11,7860,8758,7506,8197,588330,989900.0,104200000.0
2001-07-12,8248,8801,8248,8525,326850,1029496.0,104200000.0
2001-07-13,8714,8973,7679,7912,290420,955514.0,104200000.0
2001-07-16,7946,8326,7852,8068,258080,974270.0,104200000.0
2001-07-18,8076,8197,7860,7869,159250,950304.0,104200000.0
2001-07-19,7774,9016,7722,9017,602310,1088890.0,104200000.0
2001-07-20,8973,9836,8559,8801,1204260,1062840.0,104200000.0
2001-07-23,9060,9362,8421,8542,403340,1031580.0,104200000.0
2001-07-24,8456,8585,7817,8189,504800,988858.0,104200000.0
2001-07-25,8188,8525,7860,7990,330270,964892.0,104200000.0
2001-07-26,8223,8283,7990,8016,218670,968018.0,104200000.0
2001-07-27,8050,8197,8050,8102,191090,978438.0,104200000.0
2001-07-30,8024,8887,8024,8258,322770,997194.0,104200000.0
2001-07-31,8412,8525,8292,8344,154800,1007614.0,104200000.0
2001-08-01,8542,8602,8378,8542,157240,1031580.0,104200000.0
2001-08-02,8628,9793,8628,9794,946490,1182670.0,104200000.0
2001-08-03,10009,10095,9318,9492,817210,1146200.0,104200000.0
2001-08-06,9620,10052,9577,9707,458690,1172250.0,104200000.0
2001-08-07,9534,9836,9448,9750,246420,1177460.0,104200000.0
2001-08-08,9836,9922,9491,9492,187380,1146200.0,104200000.0
2001-08-09,9318,10138,9146,9492,422840,1146200.0,104200000.0
2001-08-10,9793,9966,9534,9578,181940,1156620.0,104200000.0
2001-08-13,9620,9966,9577,9794,215990,1182670.0,104200000.0
2001-08-14,9793,10009,9577,9794,272580,1182670.0,104200000.0
2001-08-16,9793,9793,9491,9664,149850,1167040.0,104200000.0
2001-08-17,9707,10483,9577,10182,674800,1229560.0,104200000.0
2001-08-20,10095,10440,9793,9794,377020,1182670.0,104200000.0
2001-08-21,9922,10095,9750,9880,233980,1193090.0,104200000.0
2001-08-22,9577,10009,9577,9750,194300,1177460.0,104200000.0
2001-08-23,10009,10354,10009,10009,372640,1208720.0,104200000.0
2001-08-24,10009,10095,9750,9966,174190,1203510.0,104200000.0
2001-08-27,10052,10224,9966,10182,204590,1229560.0,104200000.0
2001-08-28,10138,10699,10138,10354,482960,1250400.0,104200000.0
2001-08-29,10526,10526,10095,10096,236650,1219140.0,104200000.0
2001-08-30,9922,10009,9534,9750,239230,1177460.0,104200000.0
2001-08-31,9318,9405,8464,8542,437170,1031580.0,104200000.0
2001-09-03,8801,8801,8154,8283,196020,1000320.0,104200000.0
2001-09-04,8456,8628,8404,8629,147870,1042000.0,104200000.0
2001-09-05,8197,8542,8197,8413,77250,1015950.0,104200000.0
2001-09-06,8369,8844,8369,8542,148930,1031580.0,104200000.0
2001-09-07,8369,8714,8283,8594,107050,1037832.0,104200000.0
2001-09-10,8456,8620,8361,8413,87960,1015950.0,104200000.0
2001-09-11,8197,8352,7869,7938,323500,958640.0,104200000.0
2001-09-12,6747,6747,6747,6748,55870,814844.0,104200000.0
2001-09-13,6040,7058,6040,6989,372300,844020.0,104200000.0
2001-09-14,6989,7161,5945,6178,460370,746072.0,104200000.0
2001-09-17,6212,6298,5254,5255,570700,634578.0,104200000.0
2001-09-18,5729,6040,5608,6040,469800,729400.0,104200000.0
2001-09-19,6212,6833,6212,6558,427180,791920.0,104200000.0
2001-09-20,6471,6687,5608,6213,266110,750240.0,104200000.0
2001-09-21,5694,6255,5694,6135,202660,740862.0,104200000.0
2001-09-24,6471,6488,6212,6247,191230,754408.0,104200000.0
2001-09-25,6514,6644,6040,6066,339880,732526.0,104200000.0
2001-09-26,6212,6859,6040,6592,987010,796088.0,104200000.0
2001-09-27,6687,7127,6609,6782,762690,819012.0,104200000.0
2001-09-28,6902,6963,6471,6713,452000,810676.0,104200000.0
2001-10-04,7524,7524,6989,7006,420150,846104.0,104200000.0
2001-10-05,6902,7006,6661,6886,249640,831516.0,104200000.0
2001-10-08,6557,6851,6557,6653,197590,803382.0,104200000.0
2001-10-09,6652,6911,6644,6756,274910,815886.0,104200000.0
2001-10-10,6592,6842,6238,6385,417190,771080.0,104200000.0
2001-10-11,6644,6644,6436,6471,402470,781500.0,104200000.0
2001-10-12,6471,6644,6393,6497,251870,784626.0,104200000.0
2001-10-15,6402,6471,6359,6446,162530,778374.0,104200000.0
2001-10-16,6385,6695,6385,6549,209980,790878.0,104200000.0
2001-10-17,6661,7144,6609,7084,592650,855482.0,104200000.0
2001-10-18,6989,7032,6782,6894,231720,832558.0,104200000.0
2001-10-19,6902,7015,6782,7015,197160,847146.0,104200000.0
2001-10-22,7075,7222,6989,7084,230280,855482.0,104200000.0
2001-10-23,7161,7161,6920,6920,159200,835684.0,104200000.0
2001-10-24,6868,6868,6738,6834,421510,825264.0,104200000.0
2001-10-25,6730,7049,6730,6903,212790,833600.0,104200000.0
2001-10-26,6980,6989,6825,6894,98930,832558.0,104200000.0
2001-10-29,6894,7127,6816,6963,308250,840894.0,104200000.0
2001-10-30,6894,6894,6609,6644,154030,802340.0,104200000.0
2001-10-31,6471,6894,6471,6765,78890,816928.0,104200000.0
2001-11-01,6764,6859,6687,6739,84350,813802.0,104200000.0
2001-11-02,6747,6937,6644,6687,143600,807550.0,104200000.0
2001-11-05,6730,6816,6713,6765,112400,816928.0,104200000.0
2001-11-06,6807,6851,6730,6791,179770,820054.0,104200000.0
2001-11-07,6816,7075,6790,6903,332740,833600.0,104200000.0
2001-11-08,6859,6989,6799,6799,176070,821096.0,104200000.0
2001-11-09,6738,6885,6738,6739,88090,813802.0,104200000.0
2001-11-12,6730,6807,6583,6748,264340,814844.0,104200000.0
2001-11-13,6652,6704,6592,6618,280680,799214.0,104200000.0
2001-11-14,6669,7092,6669,7075,707180,854440.0,104200000.0
2001-11-15,7161,7204,6764,6886,661850,831516.0,104200000.0
2001-11-16,6773,7170,6738,7015,584870,847146.0,104200000.0
2001-11-19,7161,7998,7127,7766,1459290,937800.0,104200000.0
2001-11-20,7757,7912,7248,7524,948080,908624.0,104200000.0
2001-11-21,7437,7584,7273,7559,541740,912792.0,104200000.0
2001-11-22,7506,7584,7394,7464,351370,901330.0,104200000.0
2001-11-23,7463,7765,7429,7455,766460,900288.0,104200000.0
2001-11-26,7532,7662,7368,7516,889090,907582.0,104200000.0
2001-11-27,7515,7714,7489,7593,579550,916960.0,104200000.0
2001-11-28,7636,8067,7351,7377,1672140,890910.0,104200000.0
2001-11-29,7506,7627,7230,7507,588450,906540.0,104200000.0
2001-11-30,7593,7722,7412,7472,448660,902372.0,104200000.0
2001-12-03,7429,7895,7429,7835,1083650,946136.0,104200000.0
2001-12-04,7895,8154,7852,7895,1257610,953430.0,104200000.0
2001-12-05,7946,8110,7722,8111,876400,979480.0,104200000.0
2001-12-06,8197,8456,8110,8456,1472720,1021160.0,104200000.0
2001-12-07,8412,8594,8283,8387,13213090,1012824.0,104200000.0
2001-12-10,8585,8585,8171,8206,675470,990942.0,104200000.0
2001-12-11,7955,8110,7895,7981,431770,963850.0,104200000.0
2001-12-12,7852,7990,7808,7981,285520,963850.0,104200000.0
2001-12-13,7903,8197,7903,8197,364500,989900.0,104200000.0
2001-12-14,8136,8266,8041,8266,411350,998236.0,104200000.0
2001-12-17,8266,8335,8050,8154,269100,984690.0,104200000.0
2001-12-18,8033,8188,7903,8025,301910,969060.0,104200000.0
2001-12-19,7955,8197,7463,7636,557990,922170.0,104200000.0
2001-12-20,7757,8110,7550,8051,390570,972186.0,104200000.0
2001-12-21,7938,8050,7774,7981,428300,963850.0,104200000.0
2001-12-24,7938,8154,7912,7973,485200,962808.0,104200000.0
2001-12-26,7972,8050,7886,7887,273000,952388.0,104200000.0
2001-12-27,7981,7981,7722,7895,184030,953430.0,104200000.0
2001-12-28,7938,8110,7860,8111,335150,979480.0,104200000.0
2002-01-02,8110,8110,7955,8042,210330,971144.0,104200000.0
2002-01-03,8024,8024,7869,7895,208912,953430.0,104200000.0
2002-01-04,7938,7998,7852,7878,284999,951346.0,104200000.0
2002-01-07,7800,8050,7774,7869,433317,950304.0,104200000.0
2002-01-08,7843,7981,7843,7921,225096,956556.0,104200000.0
2002-01-09,7886,7981,7817,7826,193020,945094.0,104200000.0
2002-01-10,7783,7903,7653,7766,369494,937800.0,104200000.0
2002-01-11,7653,7783,7653,7766,185020,937800.0,104200000.0
2002-01-14,7765,7765,7619,7619,95150,920086.0,104200000.0
2002-01-15,7515,7558,7273,7308,212799,882574.0,104200000.0
2002-01-16,7291,7308,7058,7162,202220,864860.0,104200000.0
2002-01-17,7075,7144,6877,7145,130000,862776.0,104200000.0
2002-01-18,7144,7179,7040,7162,135030,864860.0,104200000.0
2002-01-21,7058,7265,7058,7214,54783,871112.0,104200000.0
2002-01-22,7213,7317,7135,7214,280549,871112.0,104200000.0
2002-01-23,7179,7765,7135,7645,727185,923212.0,104200000.0
2002-01-24,7679,7739,7558,7593,322085,916960.0,104200000.0
2002-01-25,7636,8050,7593,7981,794507,963850.0,104200000.0
2002-01-28,8110,8110,7938,8102,466421,978438.0,104200000.0
2002-01-29,8024,8067,7852,8068,265890,974270.0,104200000.0
2002-01-30,8033,8110,7774,7774,744834,938842.0,104200000.0
2002-01-31,7929,7938,7662,7662,120930,925296.0,104200000.0
2002-02-01,7765,7791,7334,7334,203198,885700.0,104200000.0
2002-02-04,7334,7541,7161,7248,112870,875280.0,104200000.0
2002-02-05,7248,7291,7075,7205,92613,870070.0,104200000.0
2002-02-06,7075,7342,7075,7300,95120,881532.0,104200000.0
2002-02-07,7248,7299,7135,7136,74320,861734.0,104200000.0
2002-02-08,7135,7334,7075,7291,64560,880490.0,104200000.0
2002-02-14,7342,7593,7342,7429,151482,897162.0,104200000.0
2002-02-15,7437,7584,7342,7585,200980,915918.0,104200000.0
2002-02-18,7584,7852,7550,7809,192034,943010.0,104200000.0
2002-02-19,7826,7852,7601,7602,115839,918002.0,104200000.0
2002-02-20,7506,7593,7463,7533,83801,909666.0,104200000.0
2002-02-21,7593,7670,7437,7464,83177,901330.0,104200000.0
2002-02-22,7351,7403,7291,7317,99329,883616.0,104200000.0
2002-02-25,7852,8240,7679,7861,980517,949262.0,104200000.0
2002-02-26,7964,7972,7644,7679,746414,927380.0,104200000.0
2002-02-27,7765,7834,7601,7688,495098,928422.0,104200000.0
2002-02-28,7696,7757,7463,7490,348932,904456.0,104200000.0
2002-03-04,7593,7826,7550,7766,530863,937800.0,104200000.0
2002-03-05,7946,8197,7765,8197,960572,989900.0,104200000.0
2002-03-06,8076,8542,8024,8456,2106254,1021160.0,104200000.0
2002-03-07,8714,9232,8585,8931,2789006,1078470.0,104200000.0
2002-03-08,8930,9060,8542,9060,1152704,1094100.0,104200000.0
2002-03-11,9060,9103,8369,8422,1235185,1016992.0,104200000.0
2002-03-12,8240,8602,8119,8560,823548,1033664.0,104200000.0
2002-03-13,8559,8714,8421,8585,541650,1036790.0,104200000.0
2002-03-14,8421,8542,8171,8404,522290,1014908.0,104200000.0
2002-03-15,8404,9060,8369,8672,1217846,1047210.0,104200000.0
2002-03-18,9016,9362,8758,8888,1628652,1073260.0,104200000.0
2002-03-19,8973,9620,8930,9319,1755438,1125360.0,104200000.0
2002-03-20,9491,9491,9016,9146,1109459,1104520.0,104200000.0
2002-03-21,9060,9879,9016,9578,1714092,1156620.0,104200000.0
2002-03-22,9922,9922,9318,9319,1073770,1125360.0,104200000.0
2002-03-25,9491,9491,8887,8888,797975,1073260.0,104200000.0
2002-03-26,8930,9620,8671,9492,1633040,1146200.0,104200000.0
2002-03-27,9577,9664,9362,9535,671840,1151410.0,104200000.0
2002-03-28,9491,9491,9275,9319,915442,1125360.0,104200000.0
2002-03-29,9491,10224,9405,9837,2255558,1187880.0,104200000.0
2002-04-01,10138,10570,9836,10009,1855571,1208720.0,104200000.0
2002-04-02,10268,10354,9836,10182,891102,1229560.0,104200000.0
2002-04-03,10311,10742,10224,10743,1154554,1297290.0,104200000.0
2002-04-04,10656,11087,10397,10484,835170,1266030.0,104200000.0
2002-04-08,10613,10656,9620,9837,959209,1187880.0,104200000.0
2002-04-09,9922,9922,9448,9492,637280,1146200.0,104200000.0
2002-04-10,9534,9707,9016,9621,736710,1161830.0,104200000.0
2002-04-11,9664,10181,9620,10182,1083587,1229560.0,104200000.0
2002-04-12,9922,10268,9793,10139,621531,1224350.0,104200000.0
2002-04-15,9966,10095,9750,9923,490267,1198300.0,104200000.0
2002-04-16,9922,9966,9491,9664,463730,1167040.0,104200000.0
2002-04-17,9922,10311,9836,10052,1087103,1213930.0,104200000.0
2002-04-18,10052,10224,9966,9966,479090,1203510.0,104200000.0
2002-04-19,10009,10095,9405,9492,851720,1146200.0,104200000.0
2002-04-22,9491,9620,8758,9103,804923,1099310.0,104200000.0
2002-04-23,9016,9060,8714,8801,580969,1062840.0,104200000.0
2002-04-24,8801,9103,8456,8542,615913,1031580.0,104200000.0
2002-04-25,8369,8533,8024,8197,433740,989900.0,104200000.0
2002-04-26,8283,8283,8024,8266,296716,998236.0,104200000.0
2002-04-29,7938,8093,7550,7723,528830,932590.0,104200000.0
2002-04-30,7420,8007,7420,7593,535010,916960.0,104200000.0
2002-05-02,7938,7938,7696,7809,247400,943010.0,104200000.0
2002-05-03,7765,7808,7541,7714,227500,931548.0,104200000.0
2002-05-06,7670,7774,7550,7731,161590,933632.0,104200000.0
2002-05-07,7593,7662,7541,7654,122657,924254.0,104200000.0
2002-05-08,7679,8136,7679,7981,389726,963850.0,104200000.0
2002-05-09,8283,8283,7877,7981,189970,963850.0,104200000.0
2002-05-10,7903,7972,7722,7852,142900,948220.0,104200000.0
2002-05-13,7593,8024,7593,7938,153530,958640.0,104200000.0
2002-05-14,7938,8102,7938,7990,149478,964892.0,104200000.0
2002-05-15,8110,8171,8016,8154,172930,984690.0,104200000.0
2002-05-16,8102,8300,8041,8240,125374,995110.0,104200000.0
2002-05-17,8067,8352,8067,8301,121390,1002404.0,104200000.0
2002-05-20,8343,8343,8162,8163,101740,985732.0,104200000.0
2002-05-21,8041,8041,7757,7792,173770,940926.0,104200000.0
2002-05-22,7765,7938,7679,7766,167190,937800.0,104200000.0
2002-05-23,7791,7826,7351,7352,321430,887784.0,104200000.0
2002-05-24,7351,7506,7265,7334,233760,885700.0,104200000.0
2002-05-27,7256,7317,6989,7032,359895,849230.0,104200000.0
2002-05-28,6989,7144,6885,6989,221160,844020.0,104200000.0
2002-05-29,6661,7049,6661,6946,256610,838810.0,104200000.0
2002-05-30,6946,6946,6618,6765,324550,816928.0,104200000.0
2002-05-31,6644,6963,6644,6886,198135,831516.0,104200000.0
2002-06-03,6911,7032,6868,6955,119747,839852.0,104200000.0
2002-06-04,6764,7066,6764,7067,135600,853398.0,104200000.0
2002-06-05,6989,7118,6989,7041,129930,850272.0,104200000.0
2002-06-07,6971,7032,6825,7032,55590,849230.0,104200000.0
2002-06-10,6946,7230,6946,7231,142540,873196.0,104200000.0
2002-06-11,7127,7593,7127,7593,266264,916960.0,104200000.0
2002-06-12,7437,8714,7437,8715,521920,1052420.0,104200000.0
2002-06-14,8283,8283,7696,7705,562270,930506.0,104200000.0
2002-06-17,7688,7826,7377,7464,293570,901330.0,104200000.0
2002-06-18,7593,7627,7170,7170,157660,865902.0,104200000.0
2002-06-19,7170,7230,6868,6946,243080,838810.0,104200000.0
2002-06-20,6833,7127,6833,7067,148580,853398.0,104200000.0
2002-06-21,6954,7110,6877,7110,115340,858608.0,104200000.0
2002-06-24,7075,7110,6730,6877,188030,830474.0,104200000.0
2002-06-25,6816,7006,6747,6756,152654,815886.0,104200000.0
2002-06-26,6523,6523,5746,5747,530980,693972.0,104200000.0
2002-06-27,5953,5953,5375,5522,441396,666880.0,104200000.0
2002-06-28,5772,5953,5565,5833,348990,704392.0,104200000.0
2002-07-02,5651,6212,5565,5781,325510,698140.0,104200000.0
2002-07-03,5876,6160,5694,6109,214080,737736.0,104200000.0
2002-07-04,6298,6367,6126,6195,193700,748156.0,104200000.0
2002-07-05,6281,6557,6126,6463,380410,780458.0,104200000.0
2002-07-08,6859,6885,6298,6342,494750,765870.0,104200000.0
2002-07-09,6385,6575,6350,6566,244997,792962.0,104200000.0
2002-07-10,6566,6730,6471,6704,192761,809634.0,104200000.0
