한올바이오파마(009420),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-10,633,633,598,613,371900,19500.0,3000000.0
1999-03-11,615,628,605,613,318800,19500.0,3000000.0
1999-03-12,633,641,625,641,859200,20370.0,3000000.0
1999-03-15,651,656,632,634,322600,20160.0,3000000.0
1999-03-16,635,650,630,631,268700,20070.0,3000000.0
1999-03-17,647,650,623,632,578100,20100.0,3000000.0
1999-03-18,576,632,576,595,188600,18930.0,3000000.0
1999-03-19,577,613,577,596,171900,18960.0,3000000.0
1999-03-22,599,600,586,595,320500,18930.0,3000000.0
1999-03-23,585,618,585,599,427300,19050.0,3000000.0
1999-03-24,592,612,592,600,327900,19080.0,3000000.0
1999-03-25,604,618,599,605,380900,19230.0,3000000.0
1999-03-26,605,616,599,604,233000,19200.0,3000000.0
1999-03-29,596,613,595,595,214900,18930.0,3000000.0
1999-03-30,595,612,592,605,337400,19230.0,3000000.0
1999-03-31,614,616,602,608,390100,19350.0,3000000.0
1999-04-01,601,642,601,623,453100,19800.0,3000000.0
1999-04-02,632,641,599,605,396200,19230.0,3000000.0
1999-04-06,610,624,604,624,556800,19830.0,3000000.0
1999-04-07,641,651,629,628,709800,19980.0,3000000.0
1999-04-08,635,642,614,624,531700,19860.0,3000000.0
1999-04-09,615,638,615,623,327400,19800.0,3000000.0
1999-04-12,623,661,623,658,1116400,20940.0,3000000.0
1999-04-13,659,675,651,660,606400,21000.0,3000000.0
1999-04-14,661,672,651,651,618000,20700.0,3000000.0
1999-04-15,637,666,637,660,777900,21000.0,3000000.0
1999-04-16,662,674,634,634,785300,20160.0,3000000.0
1999-04-19,635,635,610,615,599800,19560.0,3000000.0
1999-04-20,623,659,616,640,949500,20340.0,3000000.0
1999-04-21,647,684,634,637,1223000,20250.0,3000000.0
1999-04-22,647,647,616,619,318800,19680.0,3000000.0
1999-04-23,620,647,620,626,492400,19920.0,3000000.0
1999-04-26,634,634,614,613,635900,19500.0,3000000.0
1999-04-27,628,637,616,618,706800,19650.0,3000000.0
1999-04-28,623,675,619,660,1522000,21000.0,3000000.0
1999-04-29,689,717,670,675,1580400,21480.0,3000000.0
1999-04-30,690,698,647,646,820200,20550.0,3000000.0
1999-05-03,661,736,661,726,1833200,23100.0,3000000.0
1999-05-04,751,753,708,745,2042600,23700.0,3000000.0
1999-05-06,765,782,746,764,2219500,24300.0,3000000.0
1999-05-07,796,802,737,755,1587300,24000.0,3000000.0
1999-05-10,765,793,736,793,1840200,25200.0,3000000.0
1999-05-11,840,840,755,755,1669400,24000.0,3000000.0
1999-05-12,755,783,723,726,1220400,23100.0,3000000.0
1999-05-13,747,751,685,685,990900,21780.0,3000000.0
1999-05-14,671,708,642,660,801500,21000.0,3000000.0
1999-05-17,643,643,623,625,444800,19890.0,3000000.0
1999-05-18,608,623,595,621,465100,19740.0,3000000.0
1999-05-19,631,651,618,648,827800,20610.0,3000000.0
1999-05-20,642,642,578,583,481300,18540.0,3000000.0
1999-05-21,583,595,568,594,406400,18900.0,3000000.0
1999-05-24,581,599,581,585,233500,18600.0,3000000.0
1999-05-25,576,614,571,593,270300,18870.0,3000000.0
1999-05-26,596,614,593,608,563600,19350.0,3000000.0
1999-05-27,606,615,592,591,549100,18810.0,3000000.0
1999-05-28,573,595,566,584,393000,18570.0,3000000.0
1999-05-31,581,595,576,579,459600,18420.0,3000000.0
1999-06-01,580,584,567,573,462800,18240.0,3000000.0
1999-06-02,576,595,568,579,672600,18420.0,3000000.0
1999-06-03,584,595,572,580,461800,18450.0,3000000.0
1999-06-04,585,594,576,588,809400,18690.0,3000000.0
1999-06-07,589,599,583,588,739200,18690.0,3000000.0
1999-06-08,590,621,586,616,978800,19590.0,3000000.0
1999-06-09,625,642,604,605,777800,19230.0,3000000.0
1999-06-10,605,623,596,623,633500,19800.0,3000000.0
1999-06-11,614,621,600,612,378800,19470.0,3000000.0
1999-06-14,614,628,614,626,664300,19920.0,3000000.0
1999-06-15,634,637,599,604,623800,19200.0,3000000.0
1999-06-16,595,614,585,590,364800,18750.0,3000000.0
1999-06-17,591,604,581,580,363100,18450.0,3000000.0
1999-06-18,581,599,576,594,338200,18900.0,3000000.0
1999-06-21,587,614,586,596,501100,18960.0,3000000.0
1999-06-22,597,599,581,586,481800,18630.0,3000000.0
1999-06-23,595,599,582,594,457900,18900.0,3000000.0
1999-06-24,586,599,579,582,420200,18510.0,3000000.0
1999-06-25,586,595,579,579,414600,18420.0,3000000.0
1999-06-28,589,589,567,567,354400,18030.0,3000000.0
1999-06-29,576,576,549,566,395300,18000.0,3000000.0
1999-06-30,576,576,550,550,148100,17490.0,3000000.0
1999-07-01,552,571,552,565,452700,17970.0,3000000.0
1999-07-02,569,574,565,570,416900,18120.0,3000000.0
1999-07-05,579,603,579,588,750200,18690.0,3000000.0
1999-07-06,596,612,588,599,663600,19050.0,3000000.0
1999-07-07,599,602,585,590,755400,18780.0,3000000.0
1999-07-08,592,651,590,632,1528100,20100.0,3000000.0
1999-07-09,633,641,605,630,690100,20040.0,3000000.0
1999-07-12,633,696,631,670,1729500,21300.0,3000000.0
1999-07-13,675,675,628,627,788600,19950.0,3000000.0
1999-07-14,642,670,633,646,1015100,20550.0,3000000.0
1999-07-15,651,666,642,648,872600,20610.0,3000000.0
1999-07-16,639,661,639,650,404500,20670.0,3000000.0
1999-07-19,661,726,658,712,1086300,22650.0,3000000.0
1999-07-20,751,751,686,708,1151800,22500.0,3000000.0
1999-07-21,717,717,660,679,804700,21600.0,3000000.0
1999-07-22,690,708,649,707,595800,22470.0,3000000.0
1999-07-23,681,753,681,680,1231300,21630.0,3000000.0
1999-07-26,642,661,614,623,419700,19800.0,3000000.0
1999-07-27,642,661,615,651,282100,20700.0,3000000.0
1999-07-28,615,670,615,633,250400,20130.0,3000000.0
1999-07-29,633,728,633,727,1769100,23130.0,3000000.0
1999-07-30,793,802,733,755,2126600,24000.0,3000000.0
1999-08-02,727,783,727,726,734700,23100.0,3000000.0
1999-08-03,736,821,727,769,1249600,24450.0,3000000.0
1999-08-04,776,792,741,750,420400,23850.0,3000000.0
1999-08-05,753,863,753,862,1906200,27420.0,3000000.0
1999-08-06,873,925,803,840,2976700,26700.0,3000000.0
1999-08-09,850,877,813,821,1049700,26100.0,3000000.0
1999-08-10,831,897,812,836,1551000,26580.0,3000000.0
1999-08-11,756,864,756,774,702900,24600.0,3000000.0
1999-08-12,780,817,765,793,723000,25200.0,3000000.0
1999-08-13,756,783,734,755,671500,24000.0,3000000.0
1999-08-16,755,779,708,708,505600,22500.0,3000000.0
1999-08-17,708,735,661,670,638100,21300.0,3000000.0
1999-08-18,570,667,570,623,606900,19800.0,3000000.0
1999-08-19,651,686,623,679,407600,21600.0,3000000.0
1999-08-20,651,672,633,659,309700,20970.0,3000000.0
1999-08-23,667,717,656,689,379000,21900.0,3000000.0
1999-08-24,680,717,670,689,222600,21900.0,3000000.0
1999-08-25,699,700,656,672,318600,21360.0,3000000.0
1999-08-26,661,684,651,657,388900,20880.0,3000000.0
1999-08-27,661,661,614,632,427500,20100.0,3000000.0
1999-08-30,656,661,623,623,318800,19800.0,3000000.0
1999-08-31,623,651,609,618,332400,19650.0,3000000.0
1999-09-01,614,633,585,586,463300,18630.0,3000000.0
1999-09-02,588,588,566,571,535500,18150.0,3000000.0
1999-09-03,581,616,576,615,293000,19560.0,3000000.0
1999-09-06,632,632,604,624,264400,19830.0,3000000.0
1999-09-07,607,642,607,641,283600,20400.0,3000000.0
1999-09-08,642,707,624,660,839200,21000.0,3000000.0
1999-09-09,670,680,642,660,213700,21000.0,3000000.0
1999-09-10,680,680,633,656,293000,20850.0,3000000.0
1999-09-13,569,660,569,637,311500,20250.0,3000000.0
1999-09-14,660,660,617,631,200700,20070.0,3000000.0
1999-09-15,630,639,614,623,362400,19800.0,3000000.0
1999-09-16,633,659,616,623,351700,19800.0,3000000.0
1999-09-17,637,637,595,608,224300,19350.0,3000000.0
1999-09-20,615,635,600,615,535200,19560.0,3000000.0
1999-09-21,614,642,614,628,380000,19980.0,3000000.0
1999-09-22,623,641,600,615,333300,19560.0,3000000.0
1999-09-27,619,625,586,613,287200,19500.0,3000000.0
1999-09-28,623,641,604,613,559100,19500.0,3000000.0
1999-09-29,609,614,590,594,170600,18900.0,3000000.0
1999-09-30,595,595,571,571,330900,18150.0,3000000.0
1999-10-01,577,585,520,529,291300,16830.0,3000000.0
1999-10-04,543,551,521,530,384800,16860.0,3000000.0
1999-10-05,481,538,481,489,140600,15570.0,3000000.0
1999-10-06,481,505,481,500,251500,15900.0,3000000.0
1999-10-07,496,528,496,527,414000,16770.0,3000000.0
1999-10-08,535,548,531,538,266200,17100.0,3000000.0
1999-10-11,618,618,618,618,256400,19650.0,3000000.0
1999-10-12,651,651,618,624,1993100,19830.0,3000000.0
1999-10-13,624,624,590,599,543400,19050.0,3000000.0
1999-10-14,594,688,585,624,1734900,19860.0,3000000.0
1999-10-15,625,628,595,610,365800,19410.0,3000000.0
1999-10-18,603,603,572,573,352100,18210.0,3000000.0
1999-10-19,576,589,557,556,290900,17700.0,3000000.0
1999-10-20,564,618,564,604,585500,19200.0,3000000.0
1999-10-21,581,623,581,608,506800,19350.0,3000000.0
1999-10-22,595,612,595,604,202300,19200.0,3000000.0
1999-10-25,604,695,599,694,1910700,22080.0,3000000.0
1999-10-26,694,751,651,717,4016800,22800.0,3000000.0
1999-10-27,731,793,700,717,2846200,22800.0,3000000.0
1999-10-28,717,754,680,689,2827500,21900.0,3000000.0
1999-10-29,708,708,666,675,1127400,21450.0,3000000.0
1999-11-01,678,703,675,684,892600,21750.0,3000000.0
1999-11-02,684,735,684,705,980600,22410.0,3000000.0
1999-11-03,713,734,694,693,537600,22050.0,3000000.0
1999-11-04,694,747,694,746,1494600,23730.0,3000000.0
1999-11-05,765,774,717,718,1111500,22830.0,3000000.0
1999-11-08,717,746,691,693,797900,22050.0,3000000.0
1999-11-09,681,716,672,680,545000,21630.0,3000000.0
1999-11-10,689,705,670,671,689800,21330.0,3000000.0
1999-11-11,662,738,644,676,994400,21510.0,3000000.0
1999-11-12,680,689,643,642,676900,20430.0,3000000.0
1999-11-15,660,660,548,608,606100,19350.0,3000000.0
1999-11-16,614,637,595,604,1073500,19200.0,3000000.0
1999-11-17,614,637,595,604,861900,19200.0,3000000.0
1999-11-18,609,670,595,627,903600,19950.0,3000000.0
1999-11-19,616,632,596,606,595300,19260.0,3000000.0
1999-11-22,660,661,624,641,810200,20400.0,3000000.0
1999-11-23,615,637,609,615,518100,19560.0,3000000.0
1999-11-24,606,616,585,585,444200,18600.0,3000000.0
1999-11-25,566,599,566,571,422900,18150.0,3000000.0
1999-11-26,566,576,529,542,534600,17250.0,3000000.0
1999-11-29,500,565,500,530,202700,16860.0,3000000.0
1999-11-30,529,552,529,538,266500,17100.0,3000000.0
1999-12-01,539,587,538,556,327400,17700.0,3000000.0
1999-12-02,595,640,590,640,1139600,20340.0,3000000.0
1999-12-03,651,659,545,594,1030600,18900.0,3000000.0
1999-12-06,568,621,568,578,430200,18390.0,3000000.0
1999-12-07,604,614,579,590,641500,18750.0,3000000.0
1999-12-08,585,670,557,651,1422500,20700.0,3000000.0
1999-12-09,651,719,624,637,2068700,20250.0,3000000.0
1999-12-10,733,733,684,690,4937700,21930.0,3000000.0
1999-12-13,687,784,643,736,3637400,23400.0,3000000.0
1999-12-14,736,847,717,764,5499100,24300.0,3000000.0
1999-12-15,784,820,650,660,3694200,21000.0,3000000.0
1999-12-16,680,694,616,641,1599100,20400.0,3000000.0
1999-12-17,694,703,643,646,2143000,20550.0,3000000.0
1999-12-20,624,697,621,627,1440000,19950.0,3000000.0
1999-12-21,615,623,538,538,1045300,17100.0,3000000.0
1999-12-22,540,562,510,528,829500,16800.0,3000000.0
1999-12-23,530,582,530,538,749300,17100.0,3000000.0
1999-12-24,504,538,504,523,917800,16650.0,3000000.0
1999-12-27,519,547,478,478,771000,15210.0,3000000.0
1999-12-28,491,491,454,472,709900,15000.0,3000000.0
2000-01-04,455,543,448,508,473000,16170.0,3000000.0
2000-01-05,500,557,494,509,532000,16200.0,3000000.0
2000-01-06,536,538,436,472,351700,15000.0,3000000.0
2000-01-07,473,533,470,523,819700,16650.0,3000000.0
2000-01-10,529,540,492,492,603100,15660.0,3000000.0
2000-01-11,496,503,475,482,547400,15330.0,3000000.0
2000-01-12,492,498,477,476,253200,15150.0,3000000.0
2000-01-13,481,505,472,485,355300,15420.0,3000000.0
2000-01-14,477,499,473,478,350600,15210.0,3000000.0
2000-01-17,491,500,479,481,366100,15300.0,3000000.0
2000-01-18,491,491,459,464,302300,14760.0,3000000.0
2000-01-19,459,472,446,445,439500,14160.0,3000000.0
2000-01-20,434,445,390,411,245800,13080.0,3000000.0
2000-01-21,426,432,406,411,328900,13080.0,3000000.0
2000-01-24,401,433,401,416,462900,13230.0,3000000.0
2000-01-25,426,430,411,417,208600,13260.0,3000000.0
2000-01-26,406,425,406,415,147200,13200.0,3000000.0
2000-01-27,425,472,415,443,719200,14100.0,3000000.0
2000-01-28,463,463,428,427,196500,13590.0,3000000.0
2000-01-31,433,437,417,429,283900,13650.0,3000000.0
2000-02-01,421,433,418,420,282900,13350.0,3000000.0
2000-02-02,424,451,422,439,475600,13980.0,3000000.0
2000-02-03,467,467,431,451,267100,14340.0,3000000.0
2000-02-07,438,467,438,453,287000,14400.0,3000000.0
2000-02-08,448,473,448,455,290200,14490.0,3000000.0
2000-02-09,458,481,453,465,379100,14790.0,3000000.0
2000-02-10,449,465,446,445,477800,14160.0,3000000.0
2000-02-11,438,472,425,457,555800,14550.0,3000000.0
2000-02-14,467,467,415,424,327100,13500.0,3000000.0
2000-02-15,406,433,397,405,359400,12900.0,3000000.0
2000-02-16,406,413,392,396,270500,12600.0,3000000.0
2000-02-17,401,430,397,426,506800,13560.0,3000000.0
2000-02-18,447,481,435,472,956900,15000.0,3000000.0
2000-02-21,458,471,425,457,727600,14550.0,3000000.0
2000-02-22,463,467,425,438,340100,13920.0,3000000.0
2000-02-23,453,491,425,470,1347700,14940.0,3000000.0
2000-02-24,481,491,461,479,835300,15240.0,3000000.0
2000-02-25,486,486,464,467,522700,14850.0,3000000.0
2000-02-28,467,537,458,501,1387500,15930.0,3000000.0
2000-02-29,533,533,492,509,694800,16200.0,3000000.0
2000-03-02,502,557,502,521,1272500,16560.0,3000000.0
2000-03-03,530,543,501,520,831200,16530.0,3000000.0
2000-03-06,538,598,529,597,1739700,18990.0,3000000.0
2000-03-07,614,620,566,588,773200,18690.0,3000000.0
2000-03-08,576,590,557,566,676100,18000.0,3000000.0
2000-03-09,575,604,553,566,662800,18000.0,3000000.0
2000-03-10,583,642,576,594,1527600,18900.0,3000000.0
2000-03-13,614,680,600,660,1774300,21000.0,3000000.0
2000-03-14,660,661,598,622,807100,19770.0,3000000.0
2000-03-15,614,642,557,580,1624800,18450.0,3000000.0
2000-03-16,606,623,538,538,1098000,17100.0,3000000.0
2000-03-17,553,560,500,537,717000,17070.0,3000000.0
2000-03-20,501,544,501,509,618700,16200.0,3000000.0
2000-03-21,501,518,472,472,573600,15000.0,3000000.0
2000-03-22,510,510,475,497,550200,15810.0,3000000.0
2000-03-23,502,536,492,509,823700,16200.0,3000000.0
2000-03-24,557,586,520,586,2023300,18630.0,3000000.0
2000-03-27,614,622,566,566,1273100,18000.0,3000000.0
2000-03-28,566,578,538,552,555000,17550.0,3000000.0
2000-03-29,548,604,520,520,1299300,16530.0,3000000.0
2000-03-30,522,547,486,498,602600,15840.0,3000000.0
2000-03-31,498,518,489,509,415000,16200.0,3000000.0
2000-04-03,512,512,464,472,374400,15030.0,3000000.0
2000-04-04,464,486,463,472,453300,15000.0,3000000.0
2000-04-06,457,467,448,448,253500,14250.0,3000000.0
2000-04-07,459,471,453,462,215900,14700.0,3000000.0
2000-04-10,470,489,467,476,563000,15150.0,3000000.0
2000-04-11,486,486,436,443,381500,14100.0,3000000.0
2000-04-12,452,463,442,448,232600,14250.0,3000000.0
2000-04-14,448,491,440,490,503200,15600.0,3000000.0
2000-04-17,439,463,434,461,579800,14670.0,3000000.0
2000-04-18,473,519,463,500,617200,15900.0,3000000.0
2000-04-19,505,533,486,486,486600,15450.0,3000000.0
2000-04-20,491,500,471,481,157100,15300.0,3000000.0
2000-04-21,491,491,467,472,353300,15030.0,3000000.0
2000-04-24,475,500,472,472,347400,15000.0,3000000.0
2000-04-25,467,475,456,456,229900,14520.0,3000000.0
2000-04-26,464,481,442,443,229600,14100.0,3000000.0
2000-04-27,444,444,411,415,177600,13200.0,3000000.0
2000-04-28,417,444,416,439,219800,13980.0,3000000.0
2000-05-02,445,472,444,454,350500,14430.0,3000000.0
2000-05-03,459,467,449,458,322900,14580.0,3000000.0
2000-05-04,459,519,457,486,700700,15450.0,3000000.0
2000-05-08,529,529,491,504,557400,16020.0,3000000.0
2000-05-09,505,505,475,481,208900,15300.0,3000000.0
2000-05-10,465,500,465,500,138800,15900.0,3000000.0
2000-05-12,475,565,475,510,1183600,16230.0,3000000.0
2000-05-15,538,581,505,528,2835200,16800.0,3000000.0
2000-05-16,548,557,477,482,884200,15330.0,3000000.0
2000-05-17,504,508,444,471,956300,14955.0,3000000.0
2000-05-18,472,479,413,415,755400,13200.0,3000000.0
2000-05-19,411,439,397,434,554200,13800.0,3000000.0
2000-05-22,417,489,417,453,1447500,14400.0,3000000.0
2000-05-23,461,472,430,429,782100,13650.0,3000000.0
2000-05-24,426,426,389,411,1099100,13080.0,3000000.0
2000-05-25,425,458,418,443,894500,14100.0,3000000.0
2000-05-26,425,430,393,406,552800,12915.0,3000000.0
2000-05-29,406,423,390,408,514100,12990.0,3000000.0
2000-05-30,416,434,416,424,426800,13500.0,3000000.0
2000-05-31,444,451,425,437,1055900,13875.0,3000000.0
2000-06-01,425,452,425,442,972000,14070.0,3000000.0
2000-06-02,451,453,430,438,817700,13935.0,3000000.0
2000-06-05,444,461,434,453,1216600,14400.0,3000000.0
2000-06-07,462,483,453,461,1153500,14655.0,3000000.0
2000-06-08,455,462,425,437,713400,13875.0,3000000.0
2000-06-09,452,452,425,429,554000,13650.0,3000000.0
2000-06-12,435,481,435,472,2842900,15000.0,3000000.0
2000-06-13,467,467,430,431,867600,13695.0,3000000.0
2000-06-14,441,453,420,427,524900,13575.0,3000000.0
2000-06-15,425,428,406,406,435500,12915.0,3000000.0
2000-06-16,393,413,393,401,282400,12750.0,3000000.0
2000-06-19,390,414,390,399,501300,12690.0,3000000.0
2000-06-20,408,415,392,400,499100,12705.0,3000000.0
2000-06-21,400,413,397,397,616300,12630.0,3000000.0
2000-06-22,397,432,397,417,1865400,13260.0,3000000.0
2000-06-23,415,415,402,408,526400,12975.0,3000000.0
2000-06-26,415,437,410,428,717400,13620.0,3000000.0
2000-06-27,424,424,407,412,656600,13110.0,3000000.0
2000-06-28,418,424,410,410,608200,13050.0,3000000.0
2000-06-29,416,418,403,407,593600,12960.0,3000000.0
2000-06-30,412,425,403,418,1286700,13275.0,3000000.0
2000-07-03,418,423,407,416,751300,13215.0,3000000.0
2000-07-04,420,430,411,411,1365300,13065.0,3000000.0
2000-07-05,412,419,402,405,800900,12855.0,3000000.0
2000-07-06,406,420,403,415,1321100,13200.0,3000000.0
2000-07-07,417,434,416,423,1837600,13470.0,3000000.0
2000-07-10,432,447,427,427,1219900,13575.0,3000000.0
2000-07-11,434,434,415,416,1251600,13215.0,3000000.0
2000-07-12,424,467,420,438,2371400,13935.0,3000000.0
2000-07-13,433,434,417,419,899300,13320.0,3000000.0
2000-07-14,428,428,413,415,935900,13185.0,3000000.0
2000-07-18,423,423,402,403,533800,12810.0,3000000.0
2000-07-19,397,401,392,393,752600,12495.0,3000000.0
2000-07-20,394,396,382,386,519600,12255.0,3000000.0
2000-07-21,388,396,386,388,489500,12330.0,3000000.0
2000-07-24,393,393,378,377,454500,12000.0,3000000.0
2000-07-25,369,379,363,371,538200,11805.0,3000000.0
2000-07-26,373,378,365,372,275900,11850.0,3000000.0
2000-07-27,377,382,370,370,311200,11760.0,3000000.0
2000-07-28,371,371,359,360,368200,11460.0,3000000.0
2000-07-31,363,365,355,359,272800,11430.0,3000000.0
2000-08-01,362,370,358,365,354300,11610.0,3000000.0
2000-08-02,375,385,367,367,647900,11670.0,3000000.0
2000-08-03,377,377,366,370,559300,11760.0,3000000.0
2000-08-04,377,377,365,365,363700,11610.0,3000000.0
2000-08-07,366,371,361,364,324300,11580.0,3000000.0
2000-08-08,359,371,355,363,207600,11550.0,3000000.0
2000-08-09,359,373,359,371,485600,11805.0,3000000.0
2000-08-10,373,401,371,387,1167800,12300.0,3000000.0
2000-08-11,388,390,380,386,523700,12270.0,3000000.0
2000-08-14,397,406,387,397,957700,12615.0,3000000.0
2000-08-16,405,405,393,398,605500,12660.0,3000000.0
2000-08-17,402,413,397,411,692200,13065.0,3000000.0
2000-08-18,407,423,405,409,682100,13020.0,3000000.0
2000-08-21,405,418,403,409,436300,13005.0,3000000.0
2000-08-22,411,421,406,421,428700,13380.0,3000000.0
2000-08-23,424,428,418,420,490600,13350.0,3000000.0
2000-08-24,424,424,408,415,489000,13200.0,3000000.0
2000-08-25,415,422,407,421,282000,13410.0,3000000.0
2000-08-28,420,422,413,421,386600,13410.0,3000000.0
2000-08-29,418,423,415,421,237500,13410.0,3000000.0
2000-08-30,422,422,416,418,251700,13290.0,3000000.0
2000-08-31,420,481,420,480,4027600,15270.0,3000000.0
2000-09-01,495,552,484,552,6793500,17550.0,3000000.0
2000-09-04,634,634,482,508,15899100,16170.0,3000000.0
2000-09-05,538,584,518,584,3456800,18570.0,3000000.0
2000-09-06,630,671,571,671,9069100,21330.0,3000000.0
2000-09-07,726,771,604,688,11029300,21870.0,3000000.0
2000-09-08,686,727,615,679,5402500,21600.0,3000000.0
2000-09-14,689,708,624,643,1850500,20460.0,3000000.0
2000-09-15,604,715,604,670,3493700,21300.0,3000000.0
2000-09-18,699,770,654,717,7257900,22800.0,3000000.0
2000-09-19,734,793,699,736,10545200,23400.0,3000000.0
2000-09-20,755,769,690,691,3736500,21990.0,3000000.0
2000-09-21,703,746,661,660,2972400,21000.0,3000000.0
2000-09-22,661,664,571,588,2400600,18690.0,3000000.0
2000-09-25,588,651,588,612,1194000,19470.0,3000000.0
2000-09-26,604,651,604,631,1155300,20070.0,3000000.0
2000-09-27,635,687,619,679,1886400,21600.0,3000000.0
2000-09-28,699,707,657,660,1028000,21000.0,3000000.0
2000-09-29,689,727,666,712,1259800,22650.0,3000000.0
2000-10-02,704,819,704,819,5251100,26040.0,3000000.0
2000-10-04,911,933,741,745,8189500,23700.0,3000000.0
2000-10-05,769,773,708,736,2533900,23400.0,3000000.0
2000-10-06,751,774,729,743,1838300,23640.0,3000000.0
2000-10-09,722,770,718,718,1584000,22830.0,3000000.0
2000-10-10,703,768,697,746,1766400,23730.0,3000000.0
2000-10-11,748,793,699,736,3202600,23400.0,3000000.0
2000-10-12,708,708,626,625,5476000,19890.0,3000000.0
2000-10-13,568,585,538,569,3280500,18090.0,3000000.0
2000-10-16,576,622,576,596,2357400,18960.0,3000000.0
2000-10-17,585,613,576,575,2668600,18300.0,3000000.0
2000-10-18,614,614,568,572,1781400,18180.0,3000000.0
2000-10-19,530,592,530,577,2081000,18360.0,3000000.0
2000-10-20,595,628,585,600,2030100,19080.0,3000000.0
2000-10-23,614,614,571,573,1210200,18210.0,3000000.0
2000-10-24,566,572,549,561,1802100,17850.0,3000000.0
2000-10-25,576,576,530,561,1179400,17850.0,3000000.0
2000-10-26,543,585,539,547,1370600,17400.0,3000000.0
2000-10-27,552,565,539,561,1368700,17850.0,3000000.0
2000-10-30,575,578,548,566,1162000,18000.0,3000000.0
2000-10-31,573,612,530,573,1924400,18210.0,3000000.0
2000-11-01,606,659,582,658,1893700,20940.0,3000000.0
2000-11-02,659,674,625,646,1841000,20550.0,3000000.0
2000-11-03,670,680,643,660,2936900,21000.0,3000000.0
2000-11-06,648,661,637,637,1264300,20250.0,3000000.0
2000-11-07,637,660,590,604,4048700,19200.0,3000000.0
2000-11-08,633,642,597,604,2210700,19200.0,3000000.0
2000-11-09,614,619,595,595,1302400,18930.0,3000000.0
2000-11-10,567,599,567,588,1827000,18690.0,3000000.0
2000-11-13,632,632,588,590,1949000,18750.0,3000000.0
2000-11-14,590,622,580,613,1670000,19500.0,3000000.0
2000-11-15,623,649,614,623,2216400,19800.0,3000000.0
2000-11-16,623,655,623,632,2296100,20100.0,3000000.0
2000-11-17,596,648,596,606,2807300,19260.0,3000000.0
2000-11-20,622,622,565,565,1947500,17970.0,3000000.0
2000-11-21,571,595,548,556,2531700,17700.0,3000000.0
2000-11-22,566,585,557,574,2731100,18270.0,3000000.0
2000-11-23,566,571,489,489,2160800,15540.0,3000000.0
2000-11-24,491,500,463,474,1870200,15090.0,3000000.0
2000-11-27,481,497,476,487,1432500,15480.0,3000000.0
2000-11-28,497,548,497,503,2969900,15990.0,3000000.0
2000-11-29,518,523,487,500,1605200,15900.0,3000000.0
2000-11-30,520,522,481,494,1034200,15720.0,3000000.0
2000-12-01,421,472,421,467,1086400,14850.0,3000000.0
