LS전선아시아(229640),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-04-05,6990,6990,6830,6950,160366,212843.0,30624879.0
2017-04-06,6960,7170,6860,7170,157600,219580.0,30624879.0
2017-04-07,7180,7200,7000,7070,123039,216518.0,30624879.0
2017-04-10,7050,7050,6870,6910,98070,211618.0,30624879.0
2017-04-11,6870,6990,6730,6890,164621,211005.0,30624879.0
2017-04-12,6830,6970,6800,6890,109700,211005.0,30624879.0
2017-04-13,6970,6970,6800,6900,108498,211312.0,30624879.0
2017-04-14,6880,6880,6700,6780,116849,207637.0,30624879.0
2017-04-17,6780,6950,6780,6950,107209,212843.0,30624879.0
2017-04-18,6930,7000,6840,6960,123979,213149.0,30624879.0
2017-04-19,6960,6970,6850,6960,57308,213149.0,30624879.0
2017-04-20,6960,7080,6840,6900,144529,211312.0,30624879.0
2017-04-21,6900,6960,6840,6910,60484,211618.0,30624879.0
2017-04-24,6900,6920,6790,6790,92891,207943.0,30624879.0
2017-04-25,6790,6860,6580,6660,184312,203962.0,30624879.0
2017-04-26,6670,6740,6640,6710,77861,205493.0,30624879.0
2017-04-27,6710,6710,6560,6630,97254,203043.0,30624879.0
2017-04-28,6730,6730,6600,6660,47152,203962.0,30624879.0
2017-05-02,6660,6740,6630,6740,49694,206412.0,30624879.0
2017-05-04,6780,6780,6680,6700,42343,205187.0,30624879.0
2017-05-08,6700,6700,6480,6610,140176,202430.0,30624879.0
2017-05-10,6610,6610,6370,6370,200928,195080.0,30624879.0
2017-05-11,6370,6430,6220,6250,220495,191405.0,30624879.0
2017-05-12,6260,6310,6210,6250,97170,191405.0,30624879.0
2017-05-15,6320,6320,6190,6200,77790,189874.0,30624879.0
2017-05-16,6270,6270,6080,6230,116812,190793.0,30624879.0
2017-05-17,6240,6270,6160,6190,131699,189568.0,30624879.0
2017-05-18,6150,6190,6080,6100,116197,186812.0,30624879.0
2017-05-19,6180,6240,6050,6230,103670,190793.0,30624879.0
2017-05-22,6240,6310,6210,6300,92651,192937.0,30624879.0
2017-05-23,6330,6340,6250,6300,62321,192937.0,30624879.0
2017-05-24,6300,6300,6220,6240,81375,191099.0,30624879.0
2017-05-25,6240,6440,6240,6380,118242,195387.0,30624879.0
2017-05-26,6380,6550,6360,6510,88642,199368.0,30624879.0
2017-05-29,6520,6570,6350,6420,86163,196612.0,30624879.0
2017-05-30,6450,6500,6360,6490,57098,198755.0,30624879.0
2017-05-31,6480,6500,6430,6460,31143,197837.0,30624879.0
2017-06-01,6470,6490,6370,6430,40561,196918.0,30624879.0
2017-06-02,6420,6510,6400,6420,48748,196612.0,30624879.0
2017-06-05,6450,6510,6390,6480,71511,198449.0,30624879.0
2017-06-07,6480,6490,6350,6360,60471,194774.0,30624879.0
2017-06-08,6320,6410,6280,6400,59089,195999.0,30624879.0
2017-06-09,6400,6400,6310,6320,56329,193549.0,30624879.0
2017-06-12,6330,6390,6290,6330,61486,193855.0,30624879.0
2017-06-13,6310,6370,6280,6350,72309,194468.0,30624879.0
2017-06-14,6350,6380,6290,6340,54805,194162.0,30624879.0
2017-06-15,6350,6350,6110,6250,167869,191405.0,30624879.0
2017-06-16,6250,6250,6110,6120,133058,187424.0,30624879.0
2017-06-19,6130,6240,6110,6220,120601,190487.0,30624879.0
2017-06-20,6320,6330,6140,6150,198450,188343.0,30624879.0
2017-06-21,6200,6330,6070,6330,112399,193855.0,30624879.0
2017-06-22,6300,6340,6150,6280,82763,192324.0,30624879.0
2017-06-23,6300,6300,6200,6260,47300,191712.0,30624879.0
2017-06-26,6330,6350,6260,6320,69844,193549.0,30624879.0
2017-06-27,6320,6540,6240,6520,237174,199674.0,30624879.0
2017-06-28,6520,6560,6330,6520,170971,199674.0,30624879.0
2017-06-29,6530,6550,6400,6450,130888,197530.0,30624879.0
2017-06-30,6450,6500,6370,6410,62664,196305.0,30624879.0
2017-07-03,6430,6450,6340,6350,102078,194468.0,30624879.0
2017-07-04,6410,6650,6390,6620,266292,202737.0,30624879.0
2017-07-05,6630,6780,6630,6700,161713,205187.0,30624879.0
2017-07-06,6760,6760,6560,6620,91365,202737.0,30624879.0
2017-07-07,6590,6750,6570,6690,60797,204880.0,30624879.0
2017-07-10,6720,6780,6610,6770,73698,207330.0,30624879.0
2017-07-11,6800,6810,6710,6790,110121,207943.0,30624879.0
2017-07-12,6790,6820,6730,6800,65229,208249.0,30624879.0
2017-07-13,6840,6910,6760,6800,84930,208249.0,30624879.0
2017-07-14,6850,6850,6570,6630,107557,203043.0,30624879.0
2017-07-17,6620,6700,6490,6560,102944,200899.0,30624879.0
2017-07-18,6520,6560,6420,6440,165678,197224.0,30624879.0
2017-07-19,6490,6520,6260,6310,220529,193243.0,30624879.0
2017-07-20,6330,6500,6320,6500,89419,199062.0,30624879.0
2017-07-21,6500,6650,6500,6530,63444,199980.0,30624879.0
2017-07-24,6520,6540,6420,6490,46584,198755.0,30624879.0
2017-07-25,6460,6520,6420,6430,51649,196918.0,30624879.0
2017-07-26,6530,6540,6300,6360,80288,194774.0,30624879.0
2017-07-27,6460,6460,6240,6420,89765,196612.0,30624879.0
2017-07-28,6400,6400,6290,6330,50770,193855.0,30624879.0
2017-07-31,6330,6400,6300,6370,22469,195080.0,30624879.0
2017-08-01,6430,6750,6430,6650,301259,203655.0,30624879.0
2017-08-02,6690,6890,6670,6860,297913,210087.0,30624879.0
2017-08-03,6900,6920,6710,6820,170644,208862.0,30624879.0
2017-08-04,6890,6920,6770,6900,194340,211312.0,30624879.0
2017-08-07,6970,7160,6950,7090,343406,217130.0,30624879.0
2017-08-08,7060,7100,6910,7040,144821,215599.0,30624879.0
2017-08-09,7050,7130,6820,6870,178361,210393.0,30624879.0
2017-08-10,6800,6890,6600,6740,158284,206412.0,30624879.0
2017-08-11,6650,6920,6650,6810,135564,208555.0,30624879.0
2017-08-14,6810,7060,6810,7000,196084,214374.0,30624879.0
2017-08-16,7090,7090,6740,6840,204663,209474.0,30624879.0
2017-08-17,6850,6920,6760,6790,99175,207943.0,30624879.0
2017-08-18,6790,6800,6680,6760,91274,207024.0,30624879.0
2017-08-21,6760,6790,6630,6650,140965,203655.0,30624879.0
2017-08-22,6660,6930,6660,6900,170167,211312.0,30624879.0
2017-08-23,6960,6960,6820,6900,105732,211312.0,30624879.0
2017-08-24,6960,6980,6740,6840,215245,209474.0,30624879.0
2017-08-25,6850,6880,6750,6810,117202,208555.0,30624879.0
2017-08-28,6820,6840,6690,6820,94175,208862.0,30624879.0
2017-08-29,6740,6870,6700,6740,93076,206412.0,30624879.0
2017-08-30,6790,6800,6690,6710,97400,205493.0,30624879.0
2017-08-31,6770,6770,6670,6740,63018,206412.0,30624879.0
2017-09-01,6750,6960,6720,6960,178876,213149.0,30624879.0
2017-09-04,6850,7200,6820,7010,359622,214680.0,30624879.0
2017-09-05,7150,7150,6880,6890,184169,211005.0,30624879.0
2017-09-06,6840,6990,6830,6940,135124,212537.0,30624879.0
2017-09-07,7040,7070,6950,7010,145864,214680.0,30624879.0
2017-09-08,7080,7080,6950,7010,109349,214680.0,30624879.0
2017-09-11,7050,7050,6810,6890,164456,211005.0,30624879.0
2017-09-12,6860,6890,6750,6790,147280,207943.0,30624879.0
2017-09-13,6760,6970,6710,6910,175244,211618.0,30624879.0
2017-09-14,6910,6970,6860,6860,102962,210087.0,30624879.0
2017-09-15,6860,6860,6730,6800,114387,208249.0,30624879.0
2017-09-18,6800,6850,6750,6810,424729,208555.0,30624879.0
2017-09-19,6840,6870,6720,6760,99192,207024.0,30624879.0
2017-09-20,6740,6750,6640,6640,124565,203349.0,30624879.0
2017-09-21,6660,6660,6460,6480,177603,198449.0,30624879.0
2017-09-22,6460,6520,6240,6340,171786,194162.0,30624879.0
2017-09-25,6300,6520,6300,6460,129261,197837.0,30624879.0
2017-09-26,6500,6550,6340,6480,82769,198449.0,30624879.0
2017-09-27,6460,6590,6460,6530,62174,199980.0,30624879.0
2017-09-28,6580,6580,6440,6550,109601,200593.0,30624879.0
2017-09-29,6560,6560,6490,6520,29198,199674.0,30624879.0
2017-10-10,6560,6570,6510,6570,29082,201205.0,30624879.0
2017-10-11,6590,6590,6510,6570,55503,201205.0,30624879.0
2017-10-12,6600,6630,6540,6620,57947,202737.0,30624879.0
2017-10-13,6620,6650,6550,6630,63146,203043.0,30624879.0
2017-10-16,6680,6940,6630,6880,229246,210699.0,30624879.0
2017-10-17,6900,6970,6780,6820,128219,208862.0,30624879.0
2017-10-18,6880,6880,6710,6720,71933,205799.0,30624879.0
2017-10-19,6790,6790,6690,6690,48506,204880.0,30624879.0
2017-10-20,6690,6720,6610,6690,68484,204880.0,30624879.0
2017-10-23,6770,6770,6600,6600,55447,202124.0,30624879.0
2017-10-24,6600,6710,6550,6680,68204,204574.0,30624879.0
2017-10-25,6700,6900,6640,6820,122192,208862.0,30624879.0
2017-10-26,6850,6850,6700,6750,67688,206718.0,30624879.0
2017-10-27,6750,6800,6690,6710,60902,205493.0,30624879.0
2017-10-30,6730,6770,6640,6700,62143,205187.0,30624879.0
2017-10-31,6660,6720,6590,6610,76410,202430.0,30624879.0
2017-11-01,6600,6680,6510,6620,130683,202737.0,30624879.0
2017-11-02,6610,6650,6490,6520,124931,199674.0,30624879.0
2017-11-03,6530,6570,6460,6560,86369,200899.0,30624879.0
2017-11-06,6590,6590,6430,6450,109874,197530.0,30624879.0
2017-11-07,6550,6550,6400,6430,58655,196918.0,30624879.0
2017-11-08,6510,6520,6420,6460,60923,197837.0,30624879.0
2017-11-09,6510,6510,6340,6410,161120,196305.0,30624879.0
2017-11-10,6440,6490,6390,6440,49765,197224.0,30624879.0
2017-11-13,6500,6500,6230,6410,186598,196305.0,30624879.0
2017-11-14,6450,6610,6370,6580,151621,201512.0,30624879.0
2017-11-15,6630,6660,6560,6650,171997,203655.0,30624879.0
2017-11-16,6650,6700,6600,6650,117306,203655.0,30624879.0
2017-11-17,6650,6690,6610,6630,84044,203043.0,30624879.0
2017-11-20,6600,6700,6600,6690,70169,204880.0,30624879.0
2017-11-21,6720,6750,6650,6690,59460,204880.0,30624879.0
2017-11-22,6690,6690,6550,6610,61135,202430.0,30624879.0
2017-11-23,6670,6670,6550,6630,32255,203043.0,30624879.0
2017-11-24,6600,6650,6560,6640,81579,203349.0,30624879.0
2017-11-27,6640,6670,6620,6650,39476,203655.0,30624879.0
2017-11-28,6650,6690,6600,6600,45277,202124.0,30624879.0
2017-11-29,6630,6630,6560,6570,36678,201205.0,30624879.0
2017-11-30,6570,6570,6460,6550,92681,200593.0,30624879.0
2017-12-01,6540,6540,6440,6470,65203,198143.0,30624879.0
2017-12-04,6500,6500,6390,6420,88718,196612.0,30624879.0
2017-12-05,6420,6470,6380,6420,130550,196612.0,30624879.0
2017-12-06,6450,6460,6330,6390,117484,195693.0,30624879.0
2017-12-07,6390,6400,6300,6330,103262,193855.0,30624879.0
2017-12-08,6330,6390,6260,6300,69998,192937.0,30624879.0
2017-12-11,6380,6400,6270,6400,44427,195999.0,30624879.0
2017-12-12,6400,6410,6300,6390,34047,195693.0,30624879.0
2017-12-13,6400,6440,6360,6410,55731,196305.0,30624879.0
2017-12-14,6420,6440,6380,6430,36187,196918.0,30624879.0
2017-12-15,6450,6450,6360,6410,69250,196305.0,30624879.0
2017-12-18,6400,6430,6370,6410,78728,196305.0,30624879.0
2017-12-19,6430,6430,6330,6350,68402,194468.0,30624879.0
2017-12-20,6380,6400,6310,6340,62208,194162.0,30624879.0
2017-12-21,6360,6390,6320,6340,38460,194162.0,30624879.0
2017-12-22,6390,6390,6310,6380,58002,195387.0,30624879.0
2017-12-26,6400,6400,6360,6400,70261,195999.0,30624879.0
2017-12-27,6380,6380,6250,6330,70093,193855.0,30624879.0
2017-12-28,6350,6350,6250,6290,63102,192630.0,30624879.0
2018-01-02,6310,6340,6180,6220,96906,190487.0,30624879.0
2018-01-03,6260,6260,6140,6170,108454,188956.0,30624879.0
2018-01-04,6180,6190,6120,6160,89898,188649.0,30624879.0
2018-01-05,6210,6210,6110,6170,77495,188956.0,30624879.0
2018-01-08,6200,6200,6080,6120,103392,187424.0,30624879.0
2018-01-09,6150,6150,6040,6050,67493,185281.0,30624879.0
2018-01-10,6090,6380,6030,6300,161614,192937.0,30624879.0
2018-01-11,6310,6380,6220,6250,136159,191405.0,30624879.0
2018-01-12,6350,6350,6220,6220,56733,190487.0,30624879.0
2018-01-15,6220,6330,6190,6220,85811,190487.0,30624879.0
2018-01-16,6220,6220,6150,6210,45002,190180.0,30624879.0
2018-01-17,6170,6210,6140,6180,89530,189262.0,30624879.0
2018-01-18,6180,6220,6130,6160,66218,188649.0,30624879.0
2018-01-19,6180,6360,6160,6340,101927,194162.0,30624879.0
2018-01-22,6380,6460,6340,6450,108065,197530.0,30624879.0
2018-01-23,6440,6510,6400,6450,84248,197530.0,30624879.0
2018-01-24,6480,6480,6360,6450,2252447,197530.0,30624879.0
2018-01-25,6480,6770,6430,6720,368572,205799.0,30624879.0
2018-01-26,6710,6830,6620,6790,181535,207943.0,30624879.0
2018-01-29,6660,7390,6620,7300,752362,223562.0,30624879.0
2018-01-30,7430,7650,7240,7480,679424,229074.0,30624879.0
2018-01-31,7450,7530,7100,7360,392964,225399.0,30624879.0
2018-02-01,7400,7680,7400,7600,265147,232749.0,30624879.0
2018-02-02,7600,7650,7290,7400,216035,226624.0,30624879.0
2018-02-05,7210,7300,7040,7160,186117,219274.0,30624879.0
2018-02-06,6950,7150,6780,7110,295868,217743.0,30624879.0
2018-02-07,7290,7290,6960,6960,158760,213149.0,30624879.0
2018-02-08,6960,7150,6940,7100,108035,217437.0,30624879.0
2018-02-09,6950,7070,6850,7070,84904,216518.0,30624879.0
2018-02-12,7110,7180,6940,6950,152224,212843.0,30624879.0
2018-02-13,7000,7010,6760,6800,163308,208249.0,30624879.0
2018-02-14,6810,7040,6770,7010,65796,214680.0,30624879.0
2018-02-19,7110,7130,6910,6940,106118,212537.0,30624879.0
2018-02-20,6960,6980,6830,6900,112173,211312.0,30624879.0
2018-02-21,6880,7160,6790,7120,192971,218049.0,30624879.0
2018-02-22,7070,7200,7000,7100,136672,217437.0,30624879.0
2018-02-23,7090,7100,6950,7080,117033,216824.0,30624879.0
2018-02-26,7080,7080,6890,7030,148797,215293.0,30624879.0
2018-02-27,7100,7130,6920,7100,115660,217437.0,30624879.0
2018-02-28,7030,7080,6970,7010,77447,214680.0,30624879.0
2018-03-02,6900,7090,6870,7060,68649,216212.0,30624879.0
2018-03-05,7060,7060,6930,6930,39385,212230.0,30624879.0
2018-03-06,6950,7030,6910,7000,42912,214374.0,30624879.0
2018-03-07,7000,7010,6880,6930,81104,212230.0,30624879.0
2018-03-08,6900,7110,6900,7060,145043,216212.0,30624879.0
2018-03-09,7050,7200,6970,7200,135802,220499.0,30624879.0
2018-03-12,7210,7230,7050,7160,166748,219274.0,30624879.0
2018-03-13,7180,7200,7130,7200,54939,220499.0,30624879.0
2018-03-14,7200,7200,7120,7140,52093,218662.0,30624879.0
2018-03-15,7140,7220,7040,7190,84339,220193.0,30624879.0
2018-03-16,7240,7650,7200,7500,460062,229687.0,30624879.0
2018-03-19,7600,7830,7500,7510,325011,229993.0,30624879.0
2018-03-20,7520,7540,7330,7440,169997,227849.0,30624879.0
2018-03-21,7440,7590,7250,7390,157426,226318.0,30624879.0
2018-03-22,7410,7430,7170,7260,183900,222337.0,30624879.0
2018-03-23,7110,7200,6980,7080,189758,216824.0,30624879.0
2018-03-26,6970,7240,6970,7240,118966,221724.0,30624879.0
2018-03-27,7300,7390,7160,7190,95581,220193.0,30624879.0
2018-03-28,7220,7310,7120,7280,139368,222949.0,30624879.0
2018-03-29,7300,7360,7240,7340,57999,224787.0,30624879.0
2018-03-30,7340,7390,7280,7360,64636,225399.0,30624879.0
2018-04-02,7380,7380,7150,7170,107862,219580.0,30624879.0
2018-04-03,7090,7200,7040,7160,92901,219274.0,30624879.0
2018-04-04,7160,7270,7000,7070,107148,216518.0,30624879.0
2018-04-05,7100,7160,7040,7070,64700,216518.0,30624879.0
2018-04-06,7070,7110,6980,7010,73727,214680.0,30624879.0
2018-04-09,7140,7140,6950,6950,92532,212843.0,30624879.0
2018-04-10,6850,6950,6850,6850,134472,209780.0,30624879.0
2018-04-11,6880,7100,6820,7040,82545,215599.0,30624879.0
2018-04-12,7050,7050,6940,7030,30189,215293.0,30624879.0
2018-04-13,6980,7050,6910,7030,61175,215293.0,30624879.0
2018-04-16,7140,7140,6980,7030,53547,215293.0,30624879.0
2018-04-17,7000,7170,7000,7140,56497,218662.0,30624879.0
2018-04-18,7120,7270,7110,7200,65929,220499.0,30624879.0
2018-04-19,7200,7390,7120,7340,161608,224787.0,30624879.0
2018-04-20,7420,7430,7320,7360,91056,225399.0,30624879.0
2018-04-23,7400,7560,7350,7370,154422,225705.0,30624879.0
2018-04-24,7410,7420,7210,7230,103091,221418.0,30624879.0
2018-04-25,7160,7180,7010,7010,122482,214680.0,30624879.0
2018-04-26,7160,7220,7120,7180,91952,219887.0,30624879.0
2018-04-27,7270,7270,7150,7160,23903,219274.0,30624879.0
2018-04-30,7160,7240,7000,7070,131284,216518.0,30624879.0
2018-05-02,7240,7260,7130,7190,97245,220193.0,30624879.0
2018-05-03,7220,7230,7140,7190,31740,220193.0,30624879.0
2018-05-04,7200,7240,7060,7080,85017,216824.0,30624879.0
2018-05-08,7100,7200,6970,6990,97133,214068.0,30624879.0
2018-05-09,7010,7010,6850,6960,101183,213149.0,30624879.0
2018-05-10,6980,6990,6880,6950,109038,212843.0,30624879.0
2018-05-11,6950,7150,6930,7130,92654,218355.0,30624879.0
2018-05-14,7160,7180,6990,7000,152524,214374.0,30624879.0
2018-05-15,7430,8600,7330,7500,2564421,229687.0,30624879.0
2018-05-16,7360,7930,7210,7630,1008727,233668.0,30624879.0
2018-05-17,7670,7870,7520,7570,523188,231830.0,30624879.0
2018-05-18,7640,7700,7440,7500,276251,229687.0,30624879.0
2018-05-21,7500,7540,7360,7390,142259,226318.0,30624879.0
2018-05-23,7420,7600,7360,7550,284590,231218.0,30624879.0
2018-05-24,7530,7570,7290,7400,212337,226624.0,30624879.0
2018-05-25,7010,7340,7000,7250,307738,222030.0,30624879.0
2018-05-28,7430,7760,7350,7690,741528,235505.0,30624879.0
2018-05-29,7680,7680,7260,7290,397789,223255.0,30624879.0
2018-05-30,7290,7320,7100,7130,250546,218355.0,30624879.0
2018-05-31,7120,7270,7120,7150,81918,218968.0,30624879.0
2018-06-01,7200,7300,7140,7150,105413,218968.0,30624879.0
2018-06-04,7170,7360,7090,7260,220431,222337.0,30624879.0
2018-06-05,7270,7280,7160,7180,85996,219887.0,30624879.0
2018-06-07,7180,7250,7150,7170,100434,219580.0,30624879.0
2018-06-08,7200,7230,7090,7120,92085,218049.0,30624879.0
2018-06-11,7110,7260,7110,7180,63884,219887.0,30624879.0
