NAVER(035420),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-01-02,7701,8337,7651,8337,531618,370365.0,7437050.0
2003-01-03,8721,9324,8721,9325,877932,414244.0,7437050.0
2003-01-06,9407,9658,8955,9442,894211,419450.0,7437050.0
2003-01-07,9676,9693,8955,9040,670579,401601.0,7437050.0
2003-01-08,9207,9844,9140,9525,1081365,423168.0,7437050.0
2003-01-09,9307,9910,9290,9710,628547,431349.0,7437050.0
2003-01-10,9977,9993,8554,9258,751535,411269.0,7437050.0
2003-01-13,9258,9559,9157,9492,367540,421681.0,7437050.0
2003-01-14,9492,9559,9307,9308,318544,413500.0,7437050.0
2003-01-15,9324,9459,9073,9308,369085,413500.0,7437050.0
2003-01-16,9174,9191,8957,9057,342875,402344.0,7437050.0
2003-01-17,8872,9173,8704,8806,336842,391189.0,7437050.0
2003-01-20,8538,8890,8538,8655,200070,384495.0,7437050.0
2003-01-21,8588,8806,8588,8772,193480,389701.0,7437050.0
2003-01-22,8587,8805,8587,8689,186832,385983.0,7437050.0
2003-01-23,8788,9424,8754,9392,476378,417219.0,7437050.0
2003-01-24,9273,9391,8704,8990,280248,399370.0,7437050.0
2003-01-27,8671,8738,8319,8622,208988,383008.0,7437050.0
2003-01-28,8572,8705,8538,8605,133989,382264.0,7437050.0
2003-01-29,8655,8756,8170,8203,158164,364415.0,7437050.0
2003-01-30,8228,8739,8228,8605,171859,382264.0,7437050.0
2003-02-03,8537,8872,8436,8806,179947,391189.0,7437050.0
2003-02-04,8940,8956,8772,8789,138695,390445.0,7437050.0
2003-02-05,8705,8823,8638,8789,68218,390445.0,7437050.0
2003-02-06,8822,8856,8538,8554,82722,380033.0,7437050.0
2003-02-07,8555,8605,8337,8387,104648,372596.0,7437050.0
2003-02-10,8337,8571,8270,8454,103246,375571.0,7437050.0
2003-02-11,8571,8806,8387,8554,204703,380033.0,7437050.0
2003-02-12,8621,8888,8587,8823,185544,391933.0,7437050.0
2003-02-13,8889,8922,8587,8672,94905,385239.0,7437050.0
2003-02-14,8622,8756,8504,8705,78762,386727.0,7437050.0
2003-02-17,9124,9157,8973,9157,166705,406807.0,7437050.0
2003-02-18,9123,9224,8989,9040,116862,401601.0,7437050.0
2003-02-19,9241,9291,9023,9023,217402,400857.0,7437050.0
2003-02-20,9023,9124,8806,9023,120113,400857.0,7437050.0
2003-02-21,9089,9123,8989,8990,75545,399370.0,7437050.0
2003-02-24,8990,9408,8990,9408,138140,417962.0,7437050.0
2003-02-25,9290,9290,8989,8990,90399,399370.0,7437050.0
2003-02-26,9123,9340,9022,9308,148864,413500.0,7437050.0
2003-02-27,9139,9642,9089,9459,165452,423097.0,7488435.0
2003-02-28,9660,9660,9191,9358,115039,418604.0,7488435.0
2003-03-03,9325,9425,9207,9408,75963,420850.0,7488435.0
2003-03-04,9240,9307,9073,9074,78300,405873.0,7488435.0
2003-03-05,8855,8955,8654,8739,121478,390896.0,7488435.0
2003-03-06,8689,8873,8471,8705,83300,389399.0,7488435.0
2003-03-07,8454,8789,8337,8454,106855,378166.0,7488435.0
2003-03-10,8253,8488,8220,8337,98704,372924.0,7488435.0
2003-03-11,8035,8337,8035,8153,62280,364687.0,7488435.0
2003-03-12,8186,8789,8170,8789,182093,393143.0,7488435.0
2003-03-13,8788,8805,8470,8622,110931,385654.0,7488435.0
2003-03-14,9039,9123,8905,9007,191966,402878.0,7488435.0
2003-03-17,8939,8939,8453,8622,83700,385654.0,7488435.0
2003-03-18,9341,9642,9207,9643,319349,431334.0,7488435.0
2003-03-19,9391,10211,9391,9710,264869,434329.0,7488435.0
2003-03-20,9960,10094,9709,10011,232706,447808.0,7488435.0
2003-03-21,10060,10261,9960,9961,249585,445562.0,7488435.0
2003-03-24,10045,10095,9676,9676,141039,432832.0,7488435.0
2003-03-25,9258,9726,9258,9492,94846,424594.0,7488435.0
2003-03-26,9658,10295,9658,9911,208483,443315.0,7488435.0
2003-03-27,9944,10865,9911,10714,453285,479260.0,7488435.0
2003-03-28,11032,11250,10815,11049,545851,494237.0,7488435.0
2003-03-31,11016,11016,10329,10714,165438,479260.0,7488435.0
2003-04-01,10630,10999,10547,10915,155217,488246.0,7488435.0
2003-04-02,11049,11467,10748,11467,391467,512958.0,7488435.0
2003-04-03,11567,11634,11383,11384,309702,509214.0,7488435.0
2003-04-04,11249,11935,11148,11853,288205,530181.0,7488435.0
2003-04-07,12054,12271,11602,11685,278819,522693.0,7488435.0
2003-04-08,11735,12204,11685,11869,265188,530930.0,7488435.0
2003-04-09,12053,12572,11802,12338,401119,551898.0,7488435.0
2003-04-10,12471,12471,11567,11970,312086,535423.0,7488435.0
2003-04-11,11885,12203,11718,11719,223491,524190.0,7488435.0
2003-04-14,11852,13108,11852,12673,344655,566875.0,7488435.0
2003-04-15,13241,13308,12672,13008,308261,581851.0,7488435.0
2003-04-16,13827,14564,13827,14565,294546,651494.0,7488435.0
2003-04-17,15234,16021,15084,15619,608418,698671.0,7488435.0
2003-04-18,15988,16021,15151,15736,379389,703913.0,7488435.0
2003-04-21,15719,16321,15317,16289,304824,728625.0,7488435.0
2003-04-22,15988,16741,15988,16138,328683,721885.0,7488435.0
2003-04-23,16405,17075,15819,15988,409469,715146.0,7488435.0
2003-04-24,15853,16054,14279,14749,422802,659731.0,7488435.0
2003-04-25,14480,15334,13626,14766,490375,660480.0,7488435.0
2003-04-28,14581,16021,14581,15736,566940,703913.0,7488435.0
2003-04-29,16038,17578,16038,17578,514470,786286.0,7488435.0
2003-04-30,17912,19251,17410,18248,706028,816239.0,7488435.0
2003-05-02,19001,20424,18499,19754,620845,883635.0,7488435.0
2003-05-06,19838,19922,17411,17913,653726,801263.0,7488435.0
2003-05-07,17662,18499,17243,17745,621203,793774.0,7488435.0
2003-05-09,17744,18163,17242,18164,356104,812495.0,7488435.0
2003-05-12,18414,20339,17912,20173,812740,902356.0,7488435.0
2003-05-13,19922,21178,18917,18917,712984,846193.0,7488435.0
2003-05-14,19419,20424,18916,19587,706283,876147.0,7488435.0
2003-05-15,20005,20005,18834,19252,403406,861170.0,7488435.0
2003-05-16,18749,20423,18498,18583,791047,831216.0,7488435.0
2003-05-19,18080,19168,17745,18331,403452,819984.0,7488435.0
2003-05-20,17745,20339,17745,20006,1345030,894868.0,7488435.0
2003-05-21,20173,20508,18917,19252,597611,861170.0,7488435.0
2003-05-22,19168,21511,19000,21429,1018973,958520.0,7488435.0
2003-05-23,21931,22516,21177,21763,644555,973497.0,7488435.0
2003-05-26,22265,23436,21846,22517,650966,1007195.0,7488435.0
2003-05-27,23019,23102,21094,21763,541999,973497.0,7488435.0
2003-05-28,22517,22600,19671,20256,470886,906101.0,7488435.0
2003-05-29,20004,22264,20004,21680,619151,969752.0,7488435.0
2003-05-30,21261,22182,21010,21763,275857,973497.0,7488435.0
2003-06-02,21678,21930,20423,20759,291346,928566.0,7488435.0
2003-06-03,20424,20759,18331,18331,530578,819984.0,7488435.0
2003-06-04,18916,20005,18665,19420,477521,868658.0,7488435.0
2003-06-05,19837,20256,18414,18750,437140,838705.0,7488435.0
2003-06-09,18917,20926,18917,20926,648332,936054.0,7488435.0
2003-06-10,21010,21931,20508,21177,618093,947287.0,7488435.0
2003-06-11,21762,23437,21511,22852,690342,1022171.0,7488435.0
2003-06-12,23604,24608,23353,24191,681259,1082079.0,7488435.0
2003-06-13,24776,24859,23185,23605,408395,1057519.0,7500135.0
2003-06-16,23186,24609,22851,24609,297718,1102520.0,7500135.0
2003-06-17,25529,25613,24190,24191,374060,1083770.0,7500135.0
2003-06-18,24190,24524,23604,24107,208169,1080019.0,7500135.0
2003-06-19,24106,24273,22934,23019,297530,1031269.0,7500135.0
2003-06-20,22684,23688,22349,23186,286284,1038769.0,7500135.0
2003-06-23,23019,23270,21512,22014,226770,986268.0,7500135.0
2003-06-24,21177,22768,21177,22433,347724,1005018.0,7500135.0
2003-06-25,22601,23689,22601,23270,307684,1042519.0,7500135.0
2003-06-26,23018,23771,22767,22768,150846,1020018.0,7500135.0
2003-06-27,23521,25363,23354,25111,522252,1125020.0,7500135.0
2003-06-30,25110,25445,24106,24693,381243,1106270.0,7500135.0
2003-07-01,25027,26617,24357,25865,449275,1158771.0,7500135.0
2003-07-02,26618,27037,25865,26534,405687,1188771.0,7500135.0
2003-07-03,27036,28626,26785,27288,510535,1222522.0,7500135.0
2003-07-04,27372,28376,27372,27957,272271,1252523.0,7500135.0
2003-07-07,28793,30551,28626,29548,493969,1323774.0,7500135.0
2003-07-08,30049,30133,28207,29046,380228,1301273.0,7500135.0
2003-07-09,29045,30133,28542,28795,226641,1290023.0,7500135.0
2003-07-10,28124,28542,27036,27623,373580,1237522.0,7500135.0
2003-07-11,26952,28626,26868,28209,306481,1263773.0,7500135.0
2003-07-14,28627,31473,28460,30636,518281,1372525.0,7500135.0
2003-07-15,31807,33062,31054,31306,572136,1402525.0,7500135.0
2003-07-16,32309,34988,31054,34989,845329,1567528.0,7500135.0
2003-07-18,33983,35992,33230,33650,590831,1507527.0,7500135.0
2003-07-21,34067,35490,33397,33817,429186,1515027.0,7500135.0
2003-07-22,32728,33230,29764,30469,794121,1365025.0,7500135.0
2003-07-23,29632,30134,26869,28292,1140240,1267523.0,7500135.0
2003-07-24,28292,29247,28225,28376,424253,1271273.0,7500135.0
2003-07-25,27890,30887,27890,30485,589891,1365775.0,7500135.0
2003-07-28,31640,34067,31506,33650,505786,1507527.0,7500135.0
2003-07-29,33314,33749,31941,32143,380855,1440026.0,7500135.0
2003-07-30,32544,33649,32310,32812,456926,1470026.0,7500135.0
2003-07-31,32795,33314,31154,32160,309688,1440776.0,7500135.0
2003-08-01,32309,32811,31255,31641,296633,1417526.0,7500135.0
2003-08-04,30635,30719,28559,29130,409367,1305023.0,7500135.0
2003-08-05,29212,30133,28860,29046,367988,1301273.0,7500135.0
2003-08-06,28459,29714,27906,29632,428037,1327524.0,7500135.0
2003-08-07,30050,30084,28694,29146,219481,1305774.0,7500135.0
2003-08-08,28878,29297,28292,28292,267927,1267523.0,7500135.0
2003-08-11,27973,28693,27421,27824,257953,1246522.0,7500135.0
2003-08-12,28041,28895,27824,28292,301256,1267523.0,7500135.0
2003-08-13,28124,28626,27655,28209,296277,1263773.0,7500135.0
2003-08-14,28543,29932,28291,29130,410254,1305023.0,7500135.0
2003-08-18,29463,30284,29179,29180,293723,1307274.0,7500135.0
2003-08-19,30133,30233,28040,28125,329190,1260023.0,7500135.0
2003-08-20,27956,28442,26132,26635,383302,1193271.0,7500135.0
2003-08-21,26786,27455,26200,26250,387907,1176021.0,7500135.0
2003-08-22,26769,26785,24994,25111,396602,1125020.0,7500135.0
2003-08-25,25112,27489,24609,27405,614173,1227772.0,7500135.0
2003-08-26,27438,27639,26115,26669,297829,1194772.0,7500135.0
2003-08-27,27270,27270,26115,26786,285571,1200022.0,7500135.0
2003-08-28,27120,28108,26786,26986,308078,1209022.0,7500135.0
2003-08-29,27924,29732,27556,29464,650475,1320024.0,7500135.0
2003-09-01,30217,31489,29815,30335,539988,1359024.0,7500135.0
2003-09-02,30802,30802,29580,30469,295938,1365025.0,7500135.0
2003-09-03,30451,30568,29396,29481,286710,1320774.0,7500135.0
2003-09-04,29296,29631,28224,28343,288251,1269773.0,7500135.0
2003-09-05,28410,28912,28058,28694,205172,1285523.0,7500135.0
2003-09-08,28140,28693,27103,27104,229679,1214272.0,7500135.0
2003-09-09,26868,28275,26868,28142,249263,1260773.0,7500135.0
2003-09-15,28125,30352,27924,29715,403760,1331274.0,7500135.0
2003-09-16,29799,30033,29196,29966,164026,1342524.0,7500135.0
2003-09-17,30636,30636,29464,29464,186219,1320024.0,7500135.0
2003-09-18,29212,29597,28224,28326,213061,1269023.0,7500135.0
2003-09-19,28961,29162,27705,28259,199222,1266023.0,7500135.0
2003-09-22,28241,28425,26199,26451,303465,1185021.0,7500135.0
2003-09-23,26366,27337,25529,26853,369558,1203022.0,7500135.0
2003-09-24,26970,27288,26484,26618,328126,1192521.0,7500135.0
2003-09-25,25279,26618,25162,26367,264835,1181271.0,7500135.0
2003-09-26,25964,27421,25964,26116,299502,1170021.0,7500135.0
2003-09-29,26116,26618,25413,25781,166799,1155021.0,7500135.0
2003-09-30,26283,26367,25430,25781,190573,1155021.0,7500135.0
2003-10-01,25194,27287,25194,27288,250673,1222522.0,7500135.0
2003-10-02,27957,29380,27656,28928,562596,1296023.0,7500135.0
2003-10-06,29464,29648,28878,28878,244135,1293773.0,7500135.0
2003-10-07,29129,29230,28125,28242,181022,1265273.0,7500135.0
2003-10-08,28460,29213,27890,27957,264514,1252523.0,7500135.0
2003-10-09,28142,28527,27639,28041,147904,1256273.0,7500135.0
2003-10-10,28543,29028,27906,28209,222445,1263773.0,7500135.0
2003-10-13,27956,29061,27789,28962,180892,1297523.0,7500135.0
2003-10-14,29330,30084,29029,29464,299081,1320024.0,7500135.0
2003-10-15,29799,29899,29263,29447,181877,1319274.0,7500135.0
2003-10-16,29463,30334,29329,29883,269637,1338774.0,7500135.0
2003-10-17,30032,30049,28392,28443,190613,1274273.0,7500135.0
2003-10-20,28459,28626,27622,27807,156177,1245772.0,7500135.0
2003-10-21,27807,28208,26786,27070,271749,1212772.0,7500135.0
2003-10-22,26969,27471,26483,26769,197743,1199272.0,7500135.0
2003-10-23,26249,26450,25546,25614,189995,1147521.0,7500135.0
2003-10-24,25663,27002,25663,26953,268549,1207522.0,7500135.0
2003-10-27,27204,27238,26534,26551,148078,1189521.0,7500135.0
2003-10-28,26066,26534,25312,26534,257936,1188771.0,7500135.0
2003-10-29,26786,26953,25747,25798,197378,1155771.0,7500135.0
2003-10-30,26014,26634,25780,25999,275698,1164771.0,7500135.0
2003-10-31,26149,26199,25144,25363,217070,1136270.0,7500135.0
2003-11-03,25128,25614,25028,25128,154250,1125770.0,7500135.0
2003-11-04,25363,25614,23940,24425,428561,1094270.0,7500135.0
2003-11-05,23789,24107,21495,22215,1232062,995268.0,7500135.0
2003-11-06,22733,23102,22114,22266,531712,997518.0,7500135.0
2003-11-07,21094,22148,20307,21763,707720,975018.0,7500135.0
2003-11-10,21278,22517,21278,21847,344743,978768.0,7500135.0
2003-11-11,21779,22683,21294,21429,457352,960017.0,7500135.0
2003-11-12,21696,23454,21596,23069,549930,1033519.0,7500135.0
2003-11-13,23688,23739,23136,23186,316925,1038769.0,7500135.0
2003-11-14,23186,23722,22768,23320,206223,1044769.0,7500135.0
2003-11-17,23604,24910,23369,24911,610942,1116020.0,7500135.0
2003-11-18,24894,24961,24057,24760,202142,1109270.0,7500135.0
2003-11-19,24291,24643,23521,23521,199066,1053769.0,7500135.0
2003-11-20,23604,24206,23604,23655,177244,1059769.0,7500135.0
2003-11-21,23186,23588,22868,22868,153140,1024518.0,7500135.0
2003-11-24,22633,23185,21511,21613,176458,968267.0,7500135.0
2003-11-25,22266,22684,22182,22433,161984,1005018.0,7500135.0
2003-11-26,22299,23170,22065,22868,152325,1024518.0,7500135.0
2003-11-27,22902,23287,22433,22433,113781,1005018.0,7500135.0
2003-11-28,22600,22885,22450,22868,117254,1024518.0,7500135.0
2003-12-01,23386,25596,23386,25363,359842,1136270.0,7500135.0
2003-12-02,25713,25964,24876,25229,290627,1130270.0,7500135.0
2003-12-03,25112,25279,24442,25279,185883,1132520.0,7500135.0
2003-12-04,25445,25847,25111,25363,182256,1136270.0,7500135.0
2003-12-05,25112,25932,25028,25212,181432,1129520.0,7500135.0
2003-12-08,25144,25379,24709,24727,114880,1107770.0,7500135.0
2003-12-09,24943,25278,24608,24727,84172,1107770.0,7500135.0
2003-12-10,24273,24725,24273,24442,71908,1095020.0,7500135.0
2003-12-11,24425,25229,24375,24408,155761,1093520.0,7500135.0
2003-12-12,25111,25111,23454,23621,339299,1058269.0,7500135.0
2003-12-15,24039,24173,23688,23923,161137,1071769.0,7500135.0
2003-12-16,23437,23638,22517,22600,242377,1012518.0,7500135.0
2003-12-17,22600,23320,22600,22918,156045,1026768.0,7500135.0
2003-12-18,22935,23186,22617,22650,120662,1014768.0,7500135.0
2003-12-19,22785,22918,21880,22014,198381,986268.0,7500135.0
2003-12-22,21879,22264,21093,21211,190539,950267.0,7500135.0
2003-12-23,21377,21645,20557,20759,139873,930017.0,7500135.0
2003-12-24,20842,21613,20473,21010,200261,941267.0,7500135.0
2003-12-26,20776,21646,20776,21512,169258,963767.0,7500135.0
2003-12-29,21679,23018,21679,22852,236396,1023768.0,7500135.0
2003-12-30,23353,23369,22649,23136,202909,1036519.0,7500135.0
2004-01-02,23386,23403,22934,23086,137026,1034269.0,7500135.0
2004-01-05,23185,23219,22767,23136,116504,1036519.0,7500135.0
2004-01-06,23504,24023,23169,23186,194191,1038769.0,7500135.0
2004-01-07,23370,23672,22935,22935,139545,1027518.0,7500135.0
2004-01-08,23118,23319,22047,22450,222165,1005768.0,7500135.0
2004-01-09,22634,24509,22483,24224,480514,1085270.0,7500135.0
2004-01-12,24357,25563,24240,25346,326390,1135520.0,7500135.0
2004-01-13,25647,25781,24928,25195,178562,1128770.0,7500135.0
2004-01-14,25111,25529,24357,24777,196894,1110020.0,7500135.0
2004-01-15,24458,24559,23052,23186,269650,1038769.0,7500135.0
2004-01-16,23404,23705,23136,23504,103737,1053019.0,7500135.0
2004-01-19,23755,24090,23069,23069,104011,1033519.0,7500135.0
2004-01-20,22349,23052,22282,22918,101951,1026768.0,7500135.0
2004-01-26,23219,23872,23102,23555,177101,1055269.0,7500135.0
2004-01-27,22600,22600,21596,21914,545636,981768.0,7500135.0
2004-01-28,21797,22316,21060,22098,335334,990018.0,7500135.0
2004-01-29,21612,22616,21612,22266,146465,997518.0,7500135.0
2004-01-30,22348,23353,22348,23019,239113,1031269.0,7500135.0
2004-02-02,23270,23688,22985,23119,172455,1035769.0,7500135.0
2004-02-03,23185,23185,22432,22567,115607,1011018.0,7500135.0
2004-02-04,22399,22651,22098,22483,78262,1007268.0,7500135.0
2004-02-05,22483,25178,22483,25178,782488,1128020.0,7500135.0
2004-02-06,26451,27204,22165,25111,1383013,1125020.0,7500135.0
2004-02-09,25279,25446,23973,24358,352933,1091270.0,7500135.0
2004-02-10,24374,24876,24190,24275,220621,1087520.0,7500135.0
2004-02-11,24308,24726,23889,23973,205310,1074019.0,7500135.0
2004-02-12,24140,25244,24140,24961,334915,1118270.0,7500135.0
2004-02-13,25446,25999,25262,25898,273554,1160271.0,7500135.0
2004-02-16,25697,26098,25613,25698,178208,1151271.0,7500135.0
2004-02-17,25696,25780,25043,25145,155659,1126520.0,7500135.0
2004-02-18,25111,26015,25111,25647,232820,1149021.0,7500135.0
2004-02-19,25664,25965,25296,25647,108531,1149021.0,7500135.0
2004-02-20,26031,26199,25814,26116,133132,1170021.0,7500135.0
2004-02-23,26451,26719,25698,25731,142479,1152771.0,7500135.0
2004-02-24,25731,26032,25111,25111,245966,1125020.0,7500135.0
2004-02-25,24876,25445,24441,24459,228754,1103278.0,7551527.0
2004-02-26,25428,25963,24090,24091,231454,543710.0,7551527.0
2004-02-27,24123,24759,24090,24526,123989,553527.0,7551527.0
2004-03-02,24525,24893,23956,23957,125532,540689.0,7551527.0
2004-03-03,23788,25160,23788,24258,234946,547486.0,7551527.0
2004-03-04,24760,25027,24425,24927,155670,562589.0,7551527.0
2004-03-05,25261,25562,25227,25496,132077,575426.0,7551527.0
2004-03-08,25495,26030,25361,25429,109135,573916.0,7551527.0
2004-03-09,25093,25662,25093,25429,88606,573916.0,7551527.0
2004-03-10,25428,25595,25394,25429,88441,573916.0,7551527.0
2004-03-11,25428,27235,25428,27102,345276,611674.0,7551527.0
2004-03-12,26868,28306,25931,27570,613140,622246.0,7551527.0
2004-03-15,28372,28439,27268,27604,237889,623001.0,7551527.0
2004-03-16,27436,27871,27202,27771,208024,626777.0,7551527.0
2004-03-17,27837,29242,27770,28976,309413,653962.0,7551527.0
2004-03-18,29444,32422,29277,32087,939409,724191.0,7551527.0
2004-03-19,32387,32387,31016,31619,311355,713619.0,7551527.0
2004-03-22,31117,31351,28507,28507,354436,643390.0,7551527.0
2004-03-23,28138,28439,27636,28106,249403,634328.0,7551527.0
2004-03-24,28139,29210,28106,28440,303381,641880.0,7551527.0
2004-03-25,27972,28440,27436,27503,191111,620736.0,7551527.0
2004-03-26,27938,28407,27503,27637,409629,1246795.0,15094366.0
2004-03-29,27637,28808,27637,28741,335735,1296606.0,15094366.0
2004-03-30,29108,29142,27737,28039,234689,1264908.0,15094366.0
2004-03-31,28273,28373,27738,28206,237176,1272455.0,15094366.0
2004-04-01,28306,28842,28106,28507,227161,1286040.0,15094366.0
2004-04-02,29276,30246,29209,29578,418040,1334342.0,15094366.0
2004-04-06,30213,30514,29543,30314,459431,1367550.0,15094366.0
2004-04-07,30414,30983,30214,30849,368888,1391701.0,15094366.0
2004-04-08,31753,31887,30448,30481,343575,1375097.0,15094366.0
2004-04-09,30781,31484,30514,31017,361361,1399248.0,15094366.0
2004-04-12,31452,31652,31217,31284,227394,1411323.0,15094366.0
2004-04-13,31451,32120,31451,31619,322086,1426418.0,15094366.0
2004-04-14,31284,31385,30113,30615,326715,1381134.0,15094366.0
2004-04-16,30113,31184,29812,31050,208958,1400757.0,15094366.0
2004-04-19,31083,31752,31083,31619,230314,1426418.0,15094366.0
2004-04-20,31820,33459,31686,32522,432186,1467172.0,15094366.0
2004-04-21,32822,33927,32622,33928,466376,1530569.0,15094366.0
2004-04-22,34797,37876,34630,36671,796975,1654343.0,15094366.0
2004-04-23,37641,39380,36469,36705,643157,1655852.0,15094366.0
2004-04-26,36771,37508,35265,35634,298300,1607550.0,15094366.0
2004-04-27,35299,37441,34530,37273,371756,1681512.0,15094366.0
2004-04-28,36805,37976,35835,36470,267353,1645286.0,15094366.0
2004-04-29,35132,35801,33660,34998,272089,1578871.0,15094366.0
2004-04-30,33125,35266,33125,34998,339847,1578871.0,15094366.0
2004-05-03,34797,35734,34563,35299,187877,1592456.0,15094366.0
2004-05-04,35835,36738,35634,35801,212145,1615097.0,15094366.0
2004-05-06,35801,36370,33994,33994,264736,1533588.0,15094366.0
2004-05-07,33961,34630,32623,34630,254452,1562267.0,15094366.0
2004-05-10,33459,34463,31820,32455,267467,1464154.0,15094366.0
2004-05-11,31986,32655,30280,30448,313448,1373587.0,15094366.0
2004-05-12,31116,34094,31083,34095,480250,1538116.0,15094366.0
2004-05-13,33459,34429,32690,33693,268861,1520003.0,15094366.0
2004-05-14,33793,33960,30313,31084,503055,1402267.0,15094366.0
2004-05-17,30179,30781,27369,27370,511098,1234719.0,15094366.0
2004-05-18,26433,29645,25998,28808,656798,1299625.0,15094366.0
2004-05-19,29143,31686,29143,30782,410711,1388682.0,15094366.0
2004-05-20,29811,32689,29610,30883,467228,1393210.0,15094366.0
2004-05-21,31886,32387,30882,32121,275887,1449059.0,15094366.0
2004-05-24,32823,32957,31619,31786,249179,1433965.0,15094366.0
2004-05-25,31785,32287,31083,31452,200425,1418870.0,15094366.0
2004-05-27,32755,34261,32120,33727,465019,1521512.0,15094366.0
2004-05-28,34663,36135,34261,36136,516550,1630192.0,15094366.0
2004-05-31,35767,36971,35499,36939,238003,1666418.0,15094366.0
2004-06-01,37072,37206,36068,36638,184754,1652833.0,15094366.0
2004-06-02,36805,36939,35969,36805,183286,1660380.0,15094366.0
2004-06-03,36837,37105,32622,33426,381792,1507927.0,15094366.0
2004-06-04,33459,34095,32221,33258,318495,1500380.0,15094366.0
2004-06-07,33794,35199,33727,34864,196120,1572833.0,15094366.0
2004-06-08,35467,35868,34262,34496,187987,1556229.0,15094366.0
2004-06-09,34863,36536,34295,35166,317610,1586418.0,15094366.0
2004-06-10,34630,36404,34530,35299,198641,1592456.0,15094366.0
2004-06-11,35466,36068,33625,34463,241760,1554720.0,15094366.0
2004-06-14,36804,38410,34529,35467,589076,1600003.0,15094366.0
2004-06-15,35800,35968,33960,35634,289753,1607550.0,15094366.0
2004-06-16,35132,36270,34697,34764,151566,1568305.0,15094366.0
2004-06-17,34764,35634,34563,35366,157401,1595474.0,15094366.0
2004-06-18,34930,38142,34897,37207,456116,1681046.0,15117320.0
2004-06-21,38143,38277,36102,36805,407335,1662905.0,15117320.0
2004-06-22,36504,37073,35467,36370,121400,1643253.0,15117320.0
2004-06-23,36469,37072,35901,35902,119815,1622088.0,15117320.0
2004-06-24,36370,36939,35467,36537,184224,1650811.0,15117320.0
2004-06-25,36536,36871,35800,36504,153508,1649300.0,15117320.0
2004-06-28,37173,37642,36437,36805,162834,1662905.0,15117320.0
2004-06-29,36972,38043,36972,37775,205752,1706745.0,15117320.0
2004-06-30,37808,38477,37139,38478,181230,1738492.0,15117320.0
2004-07-01,38812,39514,38176,38378,150304,1733957.0,15117320.0
2004-07-02,37474,37742,36905,36972,166097,1670464.0,15117320.0
2004-07-05,36805,37273,36337,36805,79190,1662905.0,15117320.0
