한국제지(002300),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-01-17,36000,36000,35500,35700,910,178677.0,5004949.0
2008-01-18,35650,36850,35000,36850,2225,184432.0,5004949.0
2008-01-21,35550,36400,35300,35850,2640,179427.0,5004949.0
2008-01-22,34050,35850,32150,33050,8670,165414.0,5004949.0
2008-01-23,33050,33050,31650,31650,7330,158407.0,5004949.0
2008-01-24,31650,33250,31550,33250,11980,166415.0,5004949.0
2008-01-25,33250,33950,31950,33950,11012,169918.0,5004949.0
2008-01-28,36500,36500,33600,33600,2154,168166.0,5004949.0
2008-01-29,35450,35450,33450,33450,1200,167416.0,5004949.0
2008-01-30,34500,34900,34050,34600,6630,173171.0,5004949.0
2008-01-31,34600,34750,33750,34750,1580,173922.0,5004949.0
2008-02-01,34450,34500,34100,34450,2470,172420.0,5004949.0
2008-02-04,34200,35500,33950,35500,8620,177676.0,5004949.0
2008-02-05,35900,35900,35100,35200,1540,176174.0,5004949.0
2008-02-11,35200,35950,34950,35200,1178,176174.0,5004949.0
2008-02-12,34200,35650,34200,35200,2700,176174.0,5004949.0
2008-02-13,34800,36300,34750,36000,2060,180178.0,5004949.0
2008-02-14,35950,36500,35500,36500,4210,182681.0,5004949.0
2008-02-15,36000,36500,35450,36500,6990,182681.0,5004949.0
2008-02-18,36500,36950,35600,35900,3730,179678.0,5004949.0
2008-02-19,36000,36800,35200,36700,12260,183682.0,5004949.0
2008-02-20,36600,36650,35900,36050,4570,180428.0,5004949.0
2008-02-21,35600,37100,35600,37100,6300,185684.0,5004949.0
2008-02-22,37100,37500,36600,36650,3860,183431.0,5004949.0
2008-02-25,36050,36800,36000,36500,4940,182681.0,5004949.0
2008-02-26,37500,37500,36100,36150,1880,180929.0,5004949.0
2008-02-27,36150,36800,35800,36800,7279,184182.0,5004949.0
2008-02-28,36800,37100,35850,36000,3370,180178.0,5004949.0
2008-02-29,35800,36100,35650,36100,5363,180679.0,5004949.0
2008-03-03,35550,36300,35550,36000,1400,180178.0,5004949.0
2008-03-04,36050,36450,36000,36000,1470,180178.0,5004949.0
2008-03-05,36000,36500,35850,36000,3730,180178.0,5004949.0
2008-03-06,36000,36650,35950,36600,6790,183181.0,5004949.0
2008-03-07,36300,36900,36300,36650,2600,183431.0,5004949.0
2008-03-10,36100,36700,35650,35650,2370,178426.0,5004949.0
2008-03-11,35800,36000,35000,36000,4580,180178.0,5004949.0
2008-03-12,36000,36300,35150,36000,14300,180178.0,5004949.0
2008-03-13,35300,35300,33850,33850,6732,169418.0,5004949.0
2008-03-14,33900,34000,29050,32800,19592,164162.0,5004949.0
2008-03-17,32450,32650,30800,32000,3342,160158.0,5004949.0
2008-03-18,31800,32000,31200,32000,4119,160158.0,5004949.0
2008-03-19,32000,32750,31300,32650,7190,163412.0,5004949.0
2008-03-20,32300,33300,31600,33300,5140,166665.0,5004949.0
2008-03-21,33950,34000,33100,34000,1180,170168.0,5004949.0
2008-03-24,33200,34050,33200,33300,1910,166665.0,5004949.0
2008-03-25,32850,34800,32500,34450,5950,172420.0,5004949.0
2008-03-26,34950,34950,33000,34450,15570,172420.0,5004949.0
2008-03-27,33300,34400,33300,33500,770,167666.0,5004949.0
2008-03-28,34500,34500,33500,33900,699,169668.0,5004949.0
2008-03-31,34000,34950,33600,34850,1930,174422.0,5004949.0
2008-04-01,34500,35700,34000,34800,1450,174172.0,5004949.0
2008-04-02,34800,35000,34150,34150,2040,170919.0,5004949.0
2008-04-03,34000,34700,33700,34700,2480,173672.0,5004949.0
2008-04-04,35700,35700,33800,34700,4220,173672.0,5004949.0
2008-04-07,34800,34800,34000,34300,3270,171670.0,5004949.0
2008-04-08,34300,35800,33900,34400,2504,172170.0,5004949.0
2008-04-10,34950,36000,34200,36000,3684,180178.0,5004949.0
2008-04-11,34500,36150,34500,35150,7130,175924.0,5004949.0
2008-04-14,34700,35250,34600,34600,6625,173171.0,5004949.0
2008-04-15,34700,35500,34200,34200,6820,171169.0,5004949.0
2008-04-16,34250,34700,33800,34700,14414,173672.0,5004949.0
2008-04-17,35100,35800,34500,35700,2560,178677.0,5004949.0
2008-04-18,36200,37800,35150,37400,7260,187185.0,5004949.0
2008-04-21,38400,38500,37500,38400,9170,192190.0,5004949.0
2008-04-22,38500,39550,37900,37900,3570,189688.0,5004949.0
2008-04-23,37550,39800,37550,38900,5650,194693.0,5004949.0
2008-04-24,39450,39550,38050,39500,105310,197695.0,5004949.0
2008-04-25,39900,39950,34500,39800,7020,199197.0,5004949.0
2008-04-28,39750,40000,39050,39450,2450,197445.0,5004949.0
2008-04-29,40000,40000,38650,39000,1540,195193.0,5004949.0
2008-04-30,38700,39600,37650,39350,5860,196945.0,5004949.0
2008-05-02,38800,40100,38500,40100,7800,200698.0,5004949.0
2008-05-06,39500,39600,39100,39250,1800,196444.0,5004949.0
2008-05-07,39250,40000,39050,40000,4830,200198.0,5004949.0
2008-05-08,40400,40400,39350,39900,1190,199697.0,5004949.0
2008-05-09,40300,40300,39500,39600,1590,198196.0,5004949.0
2008-05-13,39600,41000,39600,41000,8330,205203.0,5004949.0
2008-05-14,41300,43400,41050,42800,6810,214212.0,5004949.0
2008-05-15,43400,44000,41850,43000,14942,215213.0,5004949.0
2008-05-16,42750,43800,42500,43300,5951,216714.0,5004949.0
2008-05-19,43300,44000,42800,43550,3390,217966.0,5004949.0
2008-05-20,43650,44350,43000,44350,6327,221969.0,5004949.0
2008-05-21,44350,45000,43900,43950,4313,219968.0,5004949.0
2008-05-22,43900,44350,43500,44350,3790,221969.0,5004949.0
2008-05-23,44500,44500,42700,44300,6740,221719.0,5004949.0
2008-05-26,43500,45000,43500,45000,5073,225223.0,5004949.0
2008-05-27,42600,45450,42600,45350,4442,226974.0,5004949.0
2008-05-28,45800,45800,44700,45500,4460,227725.0,5004949.0
2008-05-29,44100,45150,44100,44800,5067,224222.0,5004949.0
2008-05-30,45600,45650,44450,45650,3490,228476.0,5004949.0
2008-06-02,46400,46400,44750,44900,1720,224722.0,5004949.0
2008-06-03,45400,45400,43650,44800,2680,224222.0,5004949.0
2008-06-04,44650,44700,43300,43400,3210,217215.0,5004949.0
2008-06-05,42100,43000,41800,41800,9330,209207.0,5004949.0
2008-06-09,41500,43600,41300,43600,5490,218216.0,5004949.0
2008-06-10,43550,43550,42250,43550,5321,217966.0,5004949.0
2008-06-11,44000,44700,43200,44100,8640,220718.0,5004949.0
2008-06-12,43200,44800,42000,42400,14610,212210.0,5004949.0
2008-06-13,42300,42600,40850,40900,5670,204702.0,5004949.0
2008-06-16,40750,41200,39700,40350,8692,201950.0,5004949.0
2008-06-17,40500,40700,39700,40350,6590,201950.0,5004949.0
2008-06-18,40850,41000,39300,40700,12190,203701.0,5004949.0
2008-06-19,39650,40000,39650,39650,6895,198446.0,5004949.0
2008-06-20,39700,39700,38000,38000,7033,190188.0,5004949.0
2008-06-23,37550,38750,37550,37800,4230,189187.0,5004949.0
2008-06-24,37700,37850,36900,37800,6950,189187.0,5004949.0
2008-06-25,37800,37800,36800,36900,6660,184683.0,5004949.0
2008-06-26,36850,37450,36500,36900,5162,184683.0,5004949.0
2008-06-27,36600,37300,36550,37000,51861,185183.0,5004949.0
2008-06-30,36700,38600,36700,37700,2602,188687.0,5004949.0
2008-07-01,38000,38400,37700,37700,3740,188687.0,5004949.0
2008-07-02,37950,37950,36850,37100,3910,185684.0,5004949.0
2008-07-03,37100,37900,35550,37100,5100,185684.0,5004949.0
2008-07-04,37200,37750,36050,37100,2680,185684.0,5004949.0
2008-07-07,37100,37950,36500,37550,2290,187936.0,5004949.0
2008-07-08,37550,37900,36700,37200,6570,186184.0,5004949.0
2008-07-09,37200,37200,36150,36200,4861,181179.0,5004949.0
2008-07-10,35500,36500,34000,36500,14480,182681.0,5004949.0
2008-07-11,37400,37400,35450,36950,2300,184933.0,5004949.0
2008-07-14,36950,37300,36100,36450,2760,182430.0,5004949.0
2008-07-15,37200,37400,35700,35700,3025,178677.0,5004949.0
2008-07-16,35800,36600,35200,35600,3970,178176.0,5004949.0
2008-07-17,36800,36800,35000,35400,2710,177175.0,5004949.0
2008-07-18,36350,36350,34200,34350,5690,171920.0,5004949.0
2008-07-21,34850,35450,34000,34000,13620,170168.0,5004949.0
2008-07-22,34150,34450,33400,34450,11636,172420.0,5004949.0
2008-07-23,34450,35400,34000,35250,6665,176424.0,5004949.0
2008-07-24,35200,35750,34950,35300,6740,176675.0,5004949.0
2008-07-25,35300,35900,34650,35900,8050,179678.0,5004949.0
2008-07-28,35900,36000,34000,34250,15695,171420.0,5004949.0
2008-07-29,34250,34750,33250,33700,4007,168667.0,5004949.0
2008-07-30,33850,35200,33850,35000,2316,175173.0,5004949.0
2008-07-31,34550,38000,34550,37000,6682,185183.0,5004949.0
2008-08-01,37600,38000,36200,37050,3550,185433.0,5004949.0
2008-08-04,37950,38450,36200,36200,5790,181179.0,5004949.0
2008-08-05,37700,38300,36500,37950,4368,189938.0,5004949.0
2008-08-06,38750,38750,37100,38100,3773,190689.0,5004949.0
2008-08-07,37300,39300,36500,39300,5560,196694.0,5004949.0
2008-08-08,38200,41500,38200,41450,7410,207455.0,5004949.0
2008-08-11,41350,41450,40200,40250,1062,201449.0,5004949.0
2008-08-12,40250,41200,39750,40700,2710,203701.0,5004949.0
2008-08-13,39700,42300,39450,39500,3080,197695.0,5004949.0
2008-08-14,39000,39700,38400,38400,5750,192190.0,5004949.0
2008-08-18,38750,40500,37600,37650,5150,188436.0,5004949.0
2008-08-19,37800,37800,36100,36450,5040,182430.0,5004949.0
2008-08-20,36200,36850,35150,35800,4770,179177.0,5004949.0
2008-08-21,35900,38200,35850,37600,14390,188186.0,5004949.0
2008-08-22,38000,38000,35600,36150,4690,180929.0,5004949.0
2008-08-25,36200,36700,34900,35100,4220,175674.0,5004949.0
2008-08-26,34200,35950,34200,35100,6850,175674.0,5004949.0
2008-08-27,34550,37700,34550,37700,8020,188687.0,5004949.0
2008-08-28,37700,38350,36700,38200,4282,191189.0,5004949.0
2008-08-29,39250,39300,37250,37250,3110,186434.0,5004949.0
2008-09-01,38650,38900,36650,37350,5400,186935.0,5004949.0
2008-09-02,36750,37700,36000,37700,10279,188687.0,5004949.0
2008-09-03,36850,38400,36850,37800,3460,189187.0,5004949.0
2008-09-04,36850,37500,36400,36700,5440,183682.0,5004949.0
2008-09-05,37000,37000,35550,35900,2670,179678.0,5004949.0
2008-09-08,35900,36500,35750,35750,6350,178927.0,5004949.0
2008-09-09,36000,37200,34550,37100,17911,185684.0,5004949.0
2008-09-10,37000,37000,35700,35950,6760,179928.0,5004949.0
2008-09-11,35600,37000,35100,35100,11530,175674.0,5004949.0
2008-09-12,36100,36400,35700,36400,8270,182180.0,5004949.0
2008-09-16,34000,36800,34000,36350,7530,181930.0,5004949.0
2008-09-17,36350,36700,36000,36100,3540,180679.0,5004949.0
2008-09-18,36000,36450,35100,35950,4901,179928.0,5004949.0
2008-09-19,36200,36700,36050,36050,7660,180428.0,5004949.0
2008-09-22,36400,37400,35450,35450,4530,177425.0,5004949.0
2008-09-23,35200,36200,35200,35450,9530,177425.0,5004949.0
2008-09-24,35600,36000,35200,35250,8440,176424.0,5004949.0
2008-09-25,35250,35250,35000,35000,7030,175173.0,5004949.0
2008-09-26,35100,35850,34800,35800,3860,179177.0,5004949.0
2008-09-29,36750,36750,35300,35900,7050,179678.0,5004949.0
2008-09-30,34550,36200,33700,36200,6812,181179.0,5004949.0
2008-10-01,36200,36650,35550,36450,5361,182430.0,5004949.0
2008-10-02,36450,37000,36250,36950,9250,184933.0,5004949.0
2008-10-06,36950,37000,35200,35850,9150,179427.0,5004949.0
2008-10-07,34200,37500,31300,37000,8420,185183.0,5004949.0
2008-10-08,37000,37000,35150,36050,6750,180428.0,5004949.0
2008-10-09,35000,35800,33500,35200,7438,176174.0,5004949.0
2008-10-10,33300,34500,32600,33100,7231,165664.0,5004949.0
2008-10-13,33100,34450,32500,32750,9679,163912.0,5004949.0
2008-10-14,33700,34150,32400,33000,19110,165163.0,5004949.0
2008-10-15,32500,33950,32100,32250,14431,161410.0,5004949.0
2008-10-16,31800,31800,29900,30700,47921,153652.0,5004949.0
2008-10-17,30650,31200,28000,30900,9380,154653.0,5004949.0
2008-10-20,31400,31400,26700,30200,23840,151149.0,5004949.0
2008-10-21,30200,30300,28750,28800,8871,144143.0,5004949.0
2008-10-22,29400,32300,25000,25800,32888,129128.0,5004949.0
2008-10-23,25700,25800,21950,21950,24912,109859.0,5004949.0
2008-10-24,20650,21150,18700,18700,16040,93593.0,5004949.0
2008-10-27,16000,17600,15900,16500,44164,82582.0,5004949.0
2008-10-28,15350,17500,15200,17500,18406,87587.0,5004949.0
2008-10-29,18050,19100,14900,18000,28123,90089.0,5004949.0
2008-10-30,19000,20700,17850,20700,30307,103602.0,5004949.0
2008-10-31,20700,22500,20700,22000,14550,110109.0,5004949.0
2008-11-03,22450,23600,22050,23100,10889,115614.0,5004949.0
2008-11-04,23150,26550,23150,26550,15372,132881.0,5004949.0
2008-11-05,28000,29800,27000,29750,13570,148897.0,5004949.0
2008-11-06,28500,29000,26950,27900,9764,139638.0,5004949.0
2008-11-07,27050,31550,24500,30900,17480,154653.0,5004949.0
2008-11-10,30000,31500,28550,30200,8542,151149.0,5004949.0
2008-11-11,30850,30900,28600,28600,7548,143142.0,5004949.0
2008-11-12,28400,29850,27350,29600,9999,148146.0,5004949.0
2008-11-13,29400,29850,27200,29850,12337,149398.0,5004949.0
2008-11-14,29850,30100,26900,26900,19287,134633.0,5004949.0
2008-11-17,26500,30900,24700,29200,15460,146145.0,5004949.0
2008-11-18,28000,28850,26000,26000,14967,130129.0,5004949.0
2008-11-19,25400,26000,24500,25100,5560,125624.0,5004949.0
2008-11-20,25450,25450,23600,25100,8911,125624.0,5004949.0
2008-11-21,24950,25500,22600,24850,6925,124373.0,5004949.0
2008-11-24,24200,24950,23100,23400,6120,117116.0,5004949.0
2008-11-25,23750,25700,22900,23400,13300,117116.0,5004949.0
2008-11-26,22900,24500,22350,24150,9280,120870.0,5004949.0
2008-11-27,25400,25500,24250,25000,6480,125124.0,5004949.0
2008-11-28,25050,26450,25050,25750,6270,128877.0,5004949.0
2008-12-01,25700,26000,24200,25850,5390,129378.0,5004949.0
2008-12-02,25400,25800,24150,25100,10705,125624.0,5004949.0
2008-12-03,25000,26150,24700,25550,17720,127876.0,5004949.0
2008-12-04,25600,26600,24500,25400,14060,127126.0,5004949.0
2008-12-05,25900,26200,24750,25300,9940,126625.0,5004949.0
2008-12-08,25050,26600,25000,25800,10249,129128.0,5004949.0
2008-12-09,26100,27400,25750,26350,11461,131880.0,5004949.0
2008-12-10,26900,27000,25900,26600,21500,133132.0,5004949.0
2008-12-11,26050,28600,25850,26700,26018,133632.0,5004949.0
2008-12-12,27450,28000,26500,27650,10990,138387.0,5004949.0
2008-12-15,27800,29000,27550,28200,27910,141140.0,5004949.0
2008-12-16,27850,29650,27100,28500,13540,142641.0,5004949.0
2008-12-17,29850,30550,28900,30550,62343,152901.0,5004949.0
2008-12-18,31300,32550,29900,30900,13124,154653.0,5004949.0
2008-12-19,32400,32400,30600,31500,8770,157656.0,5004949.0
2008-12-22,32650,32650,30300,32100,9471,160659.0,5004949.0
2008-12-23,32500,32500,31100,31500,8871,157656.0,5004949.0
2008-12-24,32900,33250,30300,30300,9427,151650.0,5004949.0
2008-12-26,30250,30700,29400,30400,5751,152150.0,5004949.0
2008-12-29,29100,30500,29050,30200,3760,151149.0,5004949.0
2008-12-30,29650,31350,29650,30400,8466,152150.0,5004949.0
2009-01-02,30000,30250,29350,29500,8080,147646.0,5004949.0
2009-01-05,29500,29650,28500,28500,6140,142641.0,5004949.0
2009-01-06,30400,30400,28500,28550,8675,142891.0,5004949.0
2009-01-07,28600,30450,28000,29500,12409,147646.0,5004949.0
2009-01-08,30300,30600,29000,29500,64330,147646.0,5004949.0
2009-01-09,29500,30250,28900,29450,5890,147396.0,5004949.0
2009-01-12,29500,29500,27800,27800,6035,139138.0,5004949.0
2009-01-13,27450,27750,26900,27300,7800,136635.0,5004949.0
2009-01-14,26900,27950,26500,27350,4971,136885.0,5004949.0
2009-01-15,27000,27450,26650,26950,12835,134883.0,5004949.0
2009-01-16,26550,27400,26000,26950,13475,134883.0,5004949.0
2009-01-19,27500,28000,27300,28000,8580,140139.0,5004949.0
2009-01-20,28000,28000,26650,27300,13102,136635.0,5004949.0
2009-01-21,27150,27150,25700,26500,6840,132631.0,5004949.0
2009-01-22,26400,26750,25350,25350,15070,126875.0,5004949.0
2009-01-23,26500,26500,23500,23600,24670,118117.0,5004949.0
2009-01-28,24050,24350,22850,22900,95008,114613.0,5004949.0
2009-01-29,23150,24600,22000,24500,84248,122621.0,5004949.0
2009-01-30,24200,24800,23550,24400,26221,122121.0,5004949.0
2009-02-02,24650,24650,23000,23400,38068,117116.0,5004949.0
2009-02-03,23300,24000,23000,23950,19782,119869.0,5004949.0
2009-02-04,24100,24850,23800,24850,31331,124373.0,5004949.0
2009-02-05,24600,26100,24050,26000,37104,130129.0,5004949.0
2009-02-06,26000,26950,25450,26000,23021,130129.0,5004949.0
2009-02-09,26500,26750,25750,25800,16612,129128.0,5004949.0
2009-02-10,26250,26300,25150,25550,13181,127876.0,5004949.0
2009-02-11,25400,25400,24150,24650,14758,123372.0,5004949.0
2009-02-12,24750,24850,24150,24200,15910,121120.0,5004949.0
2009-02-13,23850,24850,23800,24600,9810,123122.0,5004949.0
2009-02-16,24350,25150,24250,24500,8400,122621.0,5004949.0
2009-02-17,24350,24500,23300,23650,11392,118367.0,5004949.0
2009-02-18,23100,23950,22200,23650,13230,118367.0,5004949.0
2009-02-19,23400,24000,23100,23250,14788,116365.0,5004949.0
2009-02-20,23500,23500,22400,23350,9970,116866.0,5004949.0
2009-02-23,22450,23400,22400,23350,5410,116866.0,5004949.0
2009-02-24,23350,23350,22500,22800,6651,114113.0,5004949.0
2009-02-25,23250,23300,22550,23250,7580,116365.0,5004949.0
2009-02-26,23150,23800,22850,23250,6660,116365.0,5004949.0
2009-02-27,22800,23400,22600,22900,3901,114613.0,5004949.0
2009-03-02,22550,23200,21300,23000,10580,115114.0,5004949.0
2009-03-03,22950,23200,21900,23200,8790,116115.0,5004949.0
2009-03-04,22550,23500,22200,23500,8820,117616.0,5004949.0
2009-03-05,23100,23500,22500,23250,9201,116365.0,5004949.0
2009-03-06,23400,23400,22350,22800,5200,114113.0,5004949.0
2009-03-09,23500,23500,22450,22900,7740,114613.0,5004949.0
2009-03-10,22650,22650,22300,22500,11494,112611.0,5004949.0
2009-03-11,23000,24050,22750,24050,32665,120369.0,5004949.0
2009-03-12,24050,24350,23500,24350,16725,121871.0,5004949.0
2009-03-13,24500,25150,24150,25000,13190,125124.0,5004949.0
2009-03-16,25000,25800,24500,25300,13890,126625.0,5004949.0
2009-03-17,26400,27100,26100,27100,23481,135634.0,5004949.0
2009-03-18,27100,27850,26750,27850,11721,139388.0,5004949.0
2009-03-19,27850,28750,27800,28500,6040,142641.0,5004949.0
2009-03-20,28500,29150,28200,28350,14320,141890.0,5004949.0
2009-03-23,28400,30250,28400,30000,11760,150148.0,5004949.0
2009-03-24,31800,31800,28700,29500,17862,147646.0,5004949.0
2009-03-25,29450,29500,27750,28750,10880,143892.0,5004949.0
2009-03-26,28800,29000,28150,29000,20790,145144.0,5004949.0
2009-03-27,29000,29700,28600,29500,19780,147646.0,5004949.0
2009-03-30,28800,30000,28800,29100,8620,145644.0,5004949.0
2009-03-31,28650,29200,28500,28500,6426,142641.0,5004949.0
2009-04-01,28600,30000,28550,29900,10900,149648.0,5004949.0
2009-04-02,29900,30700,29500,30700,14210,153652.0,5004949.0
2009-04-03,30700,31000,30150,31000,9140,155153.0,5004949.0
2009-04-06,31050,32000,30550,30700,12505,153652.0,5004949.0
2009-04-07,31000,32200,30200,32200,10524,161159.0,5004949.0
2009-04-08,31700,32000,30800,31300,5271,156655.0,5004949.0
2009-04-09,31150,32200,30800,31450,14527,157406.0,5004949.0
2009-04-10,32500,33000,30450,31250,15280,156405.0,5004949.0
2009-04-13,31200,31250,30400,30900,14115,154653.0,5004949.0
2009-04-14,30900,31200,30000,30200,16754,151149.0,5004949.0
2009-04-15,30200,31300,29600,31050,24423,155404.0,5004949.0
2009-04-16,32900,34000,32000,32900,45824,164663.0,5004949.0
2009-04-17,32500,34200,32000,34100,35400,170669.0,5004949.0
2009-04-20,34700,35000,32700,35000,63310,175173.0,5004949.0
2009-04-21,33600,36000,33500,35800,19140,179177.0,5004949.0
2009-04-22,35050,36800,34050,34800,24972,174172.0,5004949.0
2009-04-23,35200,35700,32000,34950,22330,174923.0,5004949.0
2009-04-24,35000,35000,33550,34250,9311,171420.0,5004949.0
2009-04-27,33600,34700,33200,34700,20090,173672.0,5004949.0
2009-04-28,34150,35950,34000,35950,22725,179928.0,5004949.0
2009-04-29,35800,35950,34550,34800,82663,174172.0,5004949.0
2009-04-30,35200,35200,34600,35000,10034,175173.0,5004949.0
2009-05-04,35000,36500,34750,35000,14710,175173.0,5004949.0
2009-05-06,35000,36000,34000,34300,19312,171670.0,5004949.0
2009-05-07,34300,34650,33500,33850,28600,169418.0,5004949.0
2009-05-08,33700,34150,32850,33050,22890,165414.0,5004949.0
2009-05-11,33450,34400,33000,33900,10051,169668.0,5004949.0
2009-05-12,34250,35700,33900,35000,20510,175173.0,5004949.0
2009-05-13,35400,35400,33600,34900,27592,174673.0,5004949.0
2009-05-14,33900,34900,33750,34900,22315,174673.0,5004949.0
2009-05-15,34900,37000,34200,36000,36368,180178.0,5004949.0
2009-05-18,37250,40200,37100,38500,50315,192691.0,5004949.0
2009-05-19,39500,39600,38100,39100,20110,195694.0,5004949.0
2009-05-20,39000,42000,37950,40200,27821,201199.0,5004949.0
2009-05-21,39200,41250,39200,40950,26161,204953.0,5004949.0
2009-05-22,40900,41800,40050,40350,10401,201950.0,5004949.0
2009-05-25,39250,40500,36900,39600,20009,198196.0,5004949.0
2009-05-26,39150,39600,37000,37600,19619,188186.0,5004949.0
2009-05-27,37600,38300,37600,37800,13910,189187.0,5004949.0
2009-05-28,37500,43450,36600,43450,11712,217465.0,5004949.0
2009-05-29,39800,41300,37500,40650,25352,203451.0,5004949.0
2009-06-01,39650,39950,38700,39000,18414,195193.0,5004949.0
2009-06-02,39300,40000,38700,38800,17028,194192.0,5004949.0
2009-06-03,39150,39150,38150,38650,11040,193441.0,5004949.0
2009-06-04,38200,38550,37200,37200,20382,186184.0,5004949.0
2009-06-05,37250,38400,36300,38000,27490,190188.0,5004949.0
2009-06-08,37400,38600,37250,37250,17042,186434.0,5004949.0
2009-06-09,38900,42300,38900,38900,60473,194693.0,5004949.0
2009-06-10,38400,41300,37700,39950,37858,199948.0,5004949.0
2009-06-11,40300,40900,39150,39150,37908,195944.0,5004949.0
2009-06-12,39900,41200,39200,41200,36430,206204.0,5004949.0
2009-06-15,42000,43500,40700,41450,31297,207455.0,5004949.0
2009-06-16,42200,42200,40300,40900,19279,204702.0,5004949.0
2009-06-17,40900,42300,40400,41900,34206,209707.0,5004949.0
2009-06-18,41550,41600,39600,39600,18890,198196.0,5004949.0
2009-06-19,40000,41500,38100,41500,26851,207705.0,5004949.0
2009-06-22,40600,41000,39700,39950,22993,199948.0,5004949.0
2009-06-23,38600,39000,38150,38850,19185,194442.0,5004949.0
2009-06-24,38200,38800,37650,38000,13072,190188.0,5004949.0
2009-06-25,38000,38900,37500,38800,22014,194192.0,5004949.0
2009-06-26,38500,39750,38050,39750,16226,198947.0,5004949.0
2009-06-29,39350,40000,39100,40000,13010,200198.0,5004949.0
2009-06-30,40000,40000,39500,39700,13960,198696.0,5004949.0
2009-07-01,39100,39900,33750,39400,23287,197195.0,5004949.0
2009-07-02,39200,39750,38650,39000,8320,195193.0,5004949.0
2009-07-03,38950,39650,38400,38950,7156,194943.0,5004949.0
2009-07-06,39000,40450,38650,38950,10825,194943.0,5004949.0
2009-07-07,38900,39250,38400,39200,22130,196194.0,5004949.0
2009-07-08,39500,39900,39200,39900,24207,199697.0,5004949.0
2009-07-09,40000,42200,39600,41500,43295,207705.0,5004949.0
2009-07-10,41200,41200,38350,39750,87350,198947.0,5004949.0
2009-07-13,39200,39200,37000,38900,59301,194693.0,5004949.0
2009-07-14,38800,38800,37650,38800,28940,194192.0,5004949.0
2009-07-15,38500,40450,38500,39850,30086,199447.0,5004949.0
2009-07-16,40350,40650,38550,39400,51771,197195.0,5004949.0
2009-07-17,38800,39200,38000,38900,41211,194693.0,5004949.0
2009-07-20,39300,39300,38450,38750,55555,193942.0,5004949.0
2009-07-21,38900,38900,37850,38350,60510,191940.0,5004949.0
2009-07-22,38500,38550,37500,38300,54131,191690.0,5004949.0
2009-07-23,38000,39000,37700,38950,27522,194943.0,5004949.0
2009-07-24,39000,40500,38950,39600,85411,198196.0,5004949.0
2009-07-27,39650,39950,39200,39950,24028,199948.0,5004949.0
2009-07-28,39550,40000,39200,39600,26879,198196.0,5004949.0
2009-07-29,39700,39950,39400,39950,26800,199948.0,5004949.0
2009-07-30,39950,40900,39400,40900,28422,204702.0,5004949.0
2009-07-31,41500,42100,40700,41650,87530,208456.0,5004949.0
2009-08-03,41850,42450,40700,42450,38504,212460.0,5004949.0
2009-08-04,42400,42400,41600,42000,52890,210208.0,5004949.0
2009-08-05,42000,42300,41400,42200,32882,211209.0,5004949.0
2009-08-06,41700,42000,40550,41850,28865,209457.0,5004949.0
2009-08-07,41050,41950,40850,41950,22558,209958.0,5004949.0
2009-08-10,42000,43000,41700,42050,46285,210458.0,5004949.0
2009-08-11,41650,42000,41350,41700,53170,208706.0,5004949.0
2009-08-12,41650,46200,41600,45850,258406,229477.0,5004949.0
2009-08-13,45800,47500,45200,47250,112670,236484.0,5004949.0
2009-08-14,47000,48000,46350,47500,38446,237735.0,5004949.0
2009-08-17,47700,47700,45500,46500,24363,232730.0,5004949.0
2009-08-18,46400,47000,45650,46950,21444,234982.0,5004949.0
2009-08-19,46500,47350,46100,47000,30241,235233.0,5004949.0
2009-08-20,46550,47200,46500,47000,26190,235233.0,5004949.0
2009-08-21,47200,47200,45350,46400,50830,232230.0,5004949.0
2009-08-24,46600,46600,45050,45800,49148,229227.0,5004949.0
2009-08-25,45800,47700,45150,47700,72211,238736.0,5004949.0
2009-08-26,48400,48400,46500,47000,50651,235233.0,5004949.0
2009-08-27,46350,46850,45450,46100,28061,230728.0,5004949.0
2009-08-28,46300,46450,44450,45400,45289,227225.0,5004949.0
2009-08-31,45400,46400,45100,46400,30027,232230.0,5004949.0
2009-09-01,46300,46300,45500,46000,11874,230228.0,5004949.0
2009-09-02,46100,46100,44150,44400,32698,222220.0,5004949.0
2009-09-03,44400,44400,42750,43850,52530,219467.0,5004949.0
2009-09-04,43300,44700,43300,44700,38700,223721.0,5004949.0
2009-09-07,44050,44650,43300,43900,34062,219717.0,5004949.0
2009-09-08,43650,44600,43050,44100,48851,220718.0,5004949.0
2009-09-09,43600,44150,42900,43900,29602,219717.0,5004949.0
2009-09-10,43250,44300,43250,44000,28339,220218.0,5004949.0
2009-09-11,44000,44350,43150,43900,50525,219717.0,5004949.0
2009-09-14,43850,44900,43400,44900,83524,224722.0,5004949.0
2009-09-15,44300,45900,44050,44800,22399,224222.0,5004949.0
2009-09-16,45450,45450,43500,43500,42328,217715.0,5004949.0
2009-09-17,43600,43600,41400,41400,93967,207205.0,5004949.0
2009-09-18,41350,41500,40500,40850,63544,204452.0,5004949.0
2009-09-21,40950,41500,40800,41300,33516,206704.0,5004949.0
2009-09-22,41550,42500,41300,41800,50980,209207.0,5004949.0
2009-09-23,42000,42000,40500,41700,26476,208706.0,5004949.0
2009-09-24,41700,41700,40350,41400,29141,207205.0,5004949.0
