대성홀딩스(016710),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2000-02-22,2859,3020,2859,2858,7250,45760.0,2860000.0
2000-02-23,2939,3002,2859,2858,32350,45760.0,2860000.0
2000-02-24,2939,2939,2859,2930,13650,46904.0,2860000.0
2000-02-25,2761,2931,2761,2912,10750,46618.0,2860000.0
2000-02-28,2912,3038,2912,3037,28350,48620.0,2860000.0
2000-02-29,3038,3493,2975,3198,64750,51194.0,2860000.0
2000-03-02,3198,3216,2948,3055,38100,48906.0,2860000.0
2000-03-03,2949,3083,2949,3002,28900,48048.0,2860000.0
2000-03-06,3002,3207,3002,3198,35900,51194.0,2860000.0
2000-03-07,3216,3216,3127,3135,15950,50193.0,2860000.0
2000-03-08,3037,3216,3037,3216,6000,51480.0,2860000.0
2000-03-09,3127,3324,3127,3270,39300,52338.0,2860000.0
2000-03-10,3341,3359,3279,3305,32250,52910.0,2860000.0
2000-03-13,3485,3485,3333,3359,30700,53768.0,2860000.0
2000-03-14,3359,3431,3261,3359,38350,53768.0,2860000.0
2000-03-15,3323,3323,3180,3233,35950,51766.0,2860000.0
2000-03-16,3234,3305,3234,3305,20950,52910.0,2860000.0
2000-03-17,3305,3395,3207,3216,24050,51480.0,2860000.0
2000-03-20,3305,3305,3216,3216,21700,51480.0,2860000.0
2000-03-21,3216,3270,3100,3216,24800,51480.0,2860000.0
2000-03-22,3252,3270,3091,3216,29450,51480.0,2860000.0
2000-03-23,3234,3270,3216,3216,25700,51480.0,2860000.0
2000-03-24,3216,3288,3216,3224,14400,51623.0,2860000.0
2000-03-27,3306,3395,3234,3270,14550,52338.0,2860000.0
2000-03-28,3279,3279,3217,3270,21300,52338.0,2860000.0
2000-03-29,3270,3288,3216,3287,6650,52624.0,2860000.0
2000-03-30,3252,3306,3252,3287,22000,52624.0,2860000.0
2000-03-31,3288,3306,3181,3278,28100,52481.0,2860000.0
2000-04-03,3279,3288,3127,3287,21700,52624.0,2860000.0
2000-04-04,3288,3288,3234,3278,17450,52481.0,2860000.0
2000-04-06,3279,3288,3279,3278,15250,52481.0,2860000.0
2000-04-07,3252,3270,3145,3216,24550,51480.0,2860000.0
2000-04-10,3216,3216,3216,3216,20250,51480.0,2860000.0
2000-04-11,3216,3216,2868,3028,122900,48477.0,2860000.0
2000-04-12,3028,3145,3019,3144,19900,50336.0,2860000.0
2000-04-14,3127,3127,3038,3126,2900,50050.0,2860000.0
2000-04-17,2778,3127,2769,2796,1050,44759.0,2860000.0
2000-04-18,2886,3074,2886,3073,1700,49192.0,2860000.0
2000-04-19,3074,3181,3074,3073,11250,49192.0,2860000.0
2000-04-20,2958,3074,2958,3073,1400,49192.0,2860000.0
2000-04-21,3038,3074,3038,3073,16600,49192.0,2860000.0
2000-04-24,3002,3074,3002,3073,700,49192.0,2860000.0
2000-04-25,3038,3038,2984,3019,10550,48334.0,2860000.0
2000-04-26,2957,2984,2957,2983,2850,47762.0,2860000.0
2000-04-27,2859,3395,2806,3270,29350,52338.0,2860000.0
2000-04-28,3127,3127,2859,2921,33000,46761.0,2860000.0
2000-05-02,2912,3064,2912,3064,950,49049.0,2860000.0
2000-05-03,2913,3074,2913,3073,100,49192.0,2860000.0
2000-05-04,3029,3029,3029,3028,50,48477.0,2860000.0
2000-05-08,3055,3055,3055,3055,50,48906.0,2860000.0
2000-05-09,3055,3055,3038,3037,350,48620.0,2860000.0
2000-05-10,2966,2966,2966,2965,50,47476.0,2860000.0
2000-05-12,3020,3020,2805,2948,4650,47190.0,2860000.0
2000-05-15,3038,3038,2895,3011,1900,48191.0,2860000.0
2000-05-16,2815,3002,2815,3002,1650,48048.0,2860000.0
2000-05-17,2886,3002,2823,3002,500,48048.0,2860000.0
2000-05-18,3001,3001,2894,2894,15100,46332.0,2860000.0
2000-05-19,2948,2948,2823,2948,1900,47190.0,2860000.0
2000-05-22,2868,2877,2868,2876,250,46046.0,2860000.0
2000-05-23,2823,3270,2680,2680,5800,42900.0,2860000.0
2000-05-24,2680,2787,2680,2787,750,44616.0,2860000.0
2000-05-25,2412,2948,2412,2858,2550,45760.0,2860000.0
2000-05-26,2859,2859,2796,2796,17800,44759.0,2860000.0
2000-05-29,2939,2939,2939,2939,50,47047.0,2860000.0
2000-05-30,2859,2939,2859,2858,3800,45760.0,2860000.0
2000-05-31,2859,3002,2859,3002,8750,48048.0,2860000.0
2000-06-01,2823,2859,2823,2858,750,45760.0,2860000.0
2000-06-02,2868,2877,2868,2876,550,46046.0,2860000.0
2000-06-05,2859,3001,2859,2894,5950,46332.0,2860000.0
2000-06-07,2895,2913,2895,2912,4350,46618.0,2860000.0
2000-06-08,2788,2913,2788,2904,31350,46475.0,2860000.0
2000-06-09,2806,2913,2806,2912,40450,46618.0,2860000.0
2000-06-12,2823,2894,2787,2894,1150,46332.0,2860000.0
2000-06-13,2769,2787,2769,2787,750,44616.0,2860000.0
2000-06-14,2806,2806,2752,2751,15350,44044.0,2860000.0
2000-06-15,2680,2698,2680,2697,2200,43186.0,2860000.0
2000-06-16,2680,2680,2680,2680,400,42900.0,2860000.0
2000-06-19,2770,2770,2680,2769,400,44330.0,2860000.0
2000-06-20,2680,2770,2618,2769,550,44330.0,2860000.0
2000-06-21,2769,2769,2617,2617,4800,41899.0,2860000.0
2000-06-22,2636,2636,2323,2323,235500,37180.0,2860000.0
2000-06-23,2430,2573,2377,2412,23650,38610.0,2860000.0
2000-06-26,2323,2538,2252,2394,42200,38324.0,2860000.0
2000-06-27,2466,2466,2359,2394,86050,38324.0,2860000.0
2000-06-28,2412,2466,2377,2403,72100,38467.0,2860000.0
2000-06-29,2493,2493,2394,2421,23750,38753.0,2860000.0
2000-06-30,2403,2502,2394,2501,72450,40040.0,2860000.0
2000-07-03,2466,2877,2466,2573,110550,41184.0,2860000.0
2000-07-04,2859,2859,2591,2680,51300,42900.0,2860000.0
2000-07-05,2698,2698,2591,2662,21950,42614.0,2860000.0
2000-07-06,2555,3002,2555,2841,59750,45474.0,2860000.0
2000-07-07,2859,2895,2689,2743,31850,43901.0,2860000.0
2000-07-10,2805,2805,2716,2724,297750,43615.0,2860000.0
2000-07-11,2787,3037,2724,2724,409700,43615.0,2860000.0
2000-07-12,2770,2770,2627,2743,14000,43901.0,2860000.0
2000-07-13,2680,2788,2645,2680,15750,42900.0,2860000.0
2000-07-14,2662,2841,2662,2680,15200,42900.0,2860000.0
2000-07-18,2662,2716,2626,2626,6100,42042.0,2860000.0
2000-07-19,2555,2555,2519,2519,1550,40326.0,2860000.0
2000-07-20,2413,2502,2413,2466,12150,39468.0,2860000.0
2000-07-21,2502,2502,2466,2501,1900,40040.0,2860000.0
2000-07-24,2502,2502,2395,2403,5300,38467.0,2860000.0
2000-07-25,2404,2484,2404,2484,7600,39754.0,2860000.0
2000-07-26,2412,2466,2412,2412,3150,38610.0,2860000.0
2000-07-27,2377,2475,2377,2475,3800,39611.0,2860000.0
2000-07-28,2412,2502,2386,2403,2400,38467.0,2860000.0
2000-07-31,2403,2457,2403,2456,1150,39325.0,2860000.0
2000-08-01,2367,2430,2367,2430,850,38896.0,2860000.0
2000-08-02,2556,2609,2448,2475,5150,39611.0,2860000.0
2000-08-03,2341,2519,2341,2438,5450,39039.0,2860000.0
2000-08-04,2574,2574,2457,2466,5450,39468.0,2860000.0
2000-08-07,2385,2430,2385,2430,6700,38896.0,2860000.0
2000-08-08,2511,2511,2404,2484,400,39754.0,2860000.0
2000-08-09,2376,2484,2376,2430,3950,38896.0,2860000.0
2000-08-10,2448,2502,2412,2501,14300,40040.0,2860000.0
2000-08-11,2555,2609,2502,2510,11400,40183.0,2860000.0
2000-08-14,2573,2591,2528,2537,39100,40612.0,2860000.0
2000-08-16,2680,2751,2599,2715,75750,43472.0,2860000.0
2000-08-17,2770,2770,2600,2644,31000,42328.0,2860000.0
2000-08-18,2644,2733,2608,2715,34800,43472.0,2860000.0
2000-08-21,2716,2716,2600,2599,62350,41613.0,2860000.0
2000-08-22,2600,2644,2591,2626,7500,42042.0,2860000.0
2000-08-23,2600,2635,2600,2608,16650,41756.0,2860000.0
2000-08-24,2618,2716,2618,2662,14550,42614.0,2860000.0
2000-08-25,2662,2716,2626,2715,19600,43472.0,2860000.0
2000-08-28,2680,2716,2644,2715,15200,43472.0,2860000.0
2000-08-29,2662,2733,2662,2715,8500,43472.0,2860000.0
2000-08-30,2645,2734,2645,2734,19400,43758.0,2860000.0
2000-08-31,2751,2751,2653,2706,15750,43329.0,2860000.0
2000-09-01,2662,3037,2662,2965,129150,47476.0,2860000.0
2000-09-04,3038,3306,2966,3011,146600,48191.0,2860000.0
2000-09-05,3002,3082,2939,3037,77800,48620.0,2860000.0
2000-09-06,3029,3029,2966,3002,22400,48048.0,2860000.0
2000-09-07,2913,3091,2913,2939,48500,47047.0,2860000.0
2000-09-08,2877,2948,2779,2850,50600,45617.0,2860000.0
2000-09-14,2868,2894,2769,2876,18400,46046.0,2860000.0
2000-09-15,2806,2859,2779,2832,12750,45331.0,2860000.0
2000-09-18,2823,2823,2528,2528,20600,40469.0,2860000.0
2000-09-19,2528,2591,2484,2590,11250,41470.0,2860000.0
2000-09-20,2520,2680,2520,2671,11900,42757.0,2860000.0
2000-09-21,2590,2635,2528,2635,10750,42185.0,2860000.0
2000-09-22,2537,2680,2484,2680,19150,42900.0,2860000.0
2000-09-25,2591,2663,2556,2644,14200,42328.0,2860000.0
2000-09-26,2662,2752,2627,2680,14100,42900.0,2860000.0
2000-09-27,2680,2716,2653,2697,29200,43186.0,2860000.0
2000-09-28,2716,2823,2680,2680,10300,42900.0,2860000.0
2000-09-29,2663,2734,2663,2734,10300,43758.0,2860000.0
2000-10-02,2680,2698,2591,2662,28400,42614.0,2860000.0
2000-10-04,2609,2663,2609,2644,10250,42328.0,2860000.0
2000-10-05,2680,2680,2645,2680,18450,42900.0,2860000.0
2000-10-06,2699,2699,2627,2644,6250,42328.0,2860000.0
2000-10-09,2680,2680,2645,2671,11950,42757.0,2860000.0
2000-10-10,2672,2672,2663,2662,5000,42614.0,2860000.0
2000-10-11,2556,2663,2556,2644,8400,42328.0,2860000.0
2000-10-12,2645,2680,2573,2590,61450,41470.0,2860000.0
2000-10-13,2556,2645,2466,2564,150200,41041.0,2860000.0
2000-10-16,2627,2699,2591,2644,80250,42328.0,2860000.0
2000-10-17,2644,2751,2626,2626,78800,42042.0,2860000.0
2000-10-18,2618,2859,2609,2823,124900,45188.0,2860000.0
2000-10-19,2805,2805,2698,2804,59050,44902.0,2860000.0
2000-10-20,2734,2948,2734,2876,85050,46046.0,2860000.0
2000-10-23,2814,2859,2769,2787,39550,44616.0,2860000.0
2000-10-24,2752,2823,2734,2760,13300,44187.0,2860000.0
2000-10-25,2779,2877,2752,2751,88250,44044.0,2860000.0
2000-10-26,2788,2788,2627,2662,76700,42614.0,2860000.0
2000-10-27,2627,2734,2537,2590,75550,41470.0,2860000.0
2000-10-30,2537,2591,2448,2447,56950,39182.0,2860000.0
2000-10-31,2341,2439,2341,2438,19650,39039.0,2860000.0
2000-11-01,2466,2520,2439,2501,62750,40040.0,2860000.0
2000-11-02,2484,2555,2466,2519,25800,40326.0,2860000.0
2000-11-03,2519,2537,2448,2528,55950,40469.0,2860000.0
2000-11-06,2564,2564,2484,2484,27400,39754.0,2860000.0
2000-11-07,2492,2492,2457,2456,24200,39325.0,2860000.0
2000-11-08,2457,2483,2448,2456,4550,39325.0,2860000.0
2000-11-09,2466,2501,2403,2438,63000,39039.0,2860000.0
2000-11-10,2439,2502,2403,2501,98650,40040.0,2860000.0
2000-11-13,2466,2501,2412,2430,39500,38896.0,2860000.0
2000-11-14,2430,2484,2413,2484,54000,39754.0,2860000.0
2000-11-15,2502,2520,2448,2484,36450,39754.0,2860000.0
2000-11-16,2484,2493,2439,2484,27350,39754.0,2860000.0
2000-11-17,2502,2502,2457,2475,29850,39611.0,2860000.0
2000-11-20,2493,2538,2448,2475,27050,39611.0,2860000.0
2000-11-21,2484,2537,2457,2519,63050,40326.0,2860000.0
2000-11-22,2538,2538,2466,2484,42650,39754.0,2860000.0
2000-11-23,2448,2466,2421,2430,20000,38896.0,2860000.0
2000-11-24,2412,2475,2412,2438,30700,39039.0,2860000.0
2000-11-27,2412,2466,2412,2447,10850,39182.0,2860000.0
2000-11-28,2439,2448,2421,2438,14800,39039.0,2860000.0
2000-11-29,2394,2421,2332,2421,28400,38753.0,2860000.0
2000-11-30,2341,2368,2252,2323,42300,37180.0,2860000.0
2000-12-01,2234,2234,2091,2144,369600,34320.0,2860000.0
2000-12-04,2180,2180,2064,2072,81750,33176.0,2860000.0
2000-12-05,2037,2099,2037,2081,27050,33319.0,2860000.0
2000-12-06,2118,2118,2055,2055,208350,32890.0,2860000.0
2000-12-07,2055,2126,2055,2090,69100,33462.0,2860000.0
2000-12-08,2091,2162,2091,2162,52400,34606.0,2860000.0
2000-12-11,2127,2234,2127,2233,92000,35750.0,2860000.0
2000-12-12,2216,2234,2162,2233,66950,35750.0,2860000.0
2000-12-13,2216,2261,2216,2233,35300,35750.0,2860000.0
2000-12-14,2234,2252,2234,2233,21600,35750.0,2860000.0
2000-12-15,2234,2234,2216,2224,14500,35607.0,2860000.0
2000-12-18,2234,2252,2207,2233,26250,35750.0,2860000.0
2000-12-19,2269,2278,2234,2233,27800,35750.0,2860000.0
2000-12-20,2234,2278,2234,2233,37600,35750.0,2860000.0
2000-12-21,2207,2243,2189,2224,37700,35607.0,2860000.0
2000-12-22,2234,2287,2189,2233,76300,35750.0,2860000.0
2000-12-26,2242,2278,2206,2277,35850,36465.0,2860000.0
2001-01-02,2144,2287,2144,2277,62600,36465.0,2860000.0
2001-01-03,2233,2287,2233,2269,19300,36322.0,2860000.0
2001-01-04,2395,2395,2234,2314,48950,37037.0,2860000.0
2001-01-05,2242,2287,2242,2286,21650,36608.0,2860000.0
2001-01-08,2288,2341,2288,2296,66350,36751.0,2860000.0
2001-01-09,2296,2332,2296,2323,12500,37180.0,2860000.0
2001-01-10,2269,2403,2269,2376,59100,38038.0,2860000.0
2001-01-11,2413,2413,2323,2385,22100,38181.0,2860000.0
2001-01-12,2386,2413,2341,2394,49100,38324.0,2860000.0
2001-01-15,2395,2413,2359,2394,64500,38324.0,2860000.0
2001-01-16,2349,2421,2349,2376,15400,38038.0,2860000.0
2001-01-17,2412,2448,2367,2376,31250,38038.0,2860000.0
2001-01-18,2421,2430,2358,2376,25000,38038.0,2860000.0
2001-01-19,2340,2385,2322,2376,29700,38038.0,2860000.0
2001-01-22,2377,2377,2323,2331,3700,37323.0,2860000.0
2001-01-26,2332,2341,2305,2305,10550,36894.0,2860000.0
2001-01-29,2305,2323,2305,2323,7950,37180.0,2860000.0
2001-01-30,2305,2359,2278,2323,30550,37180.0,2860000.0
2001-01-31,2332,2332,2305,2305,9600,36894.0,2860000.0
2001-02-01,2314,2332,2305,2331,10200,37323.0,2860000.0
2001-02-02,2323,2323,2287,2314,13400,37037.0,2860000.0
2001-02-05,2314,2341,2296,2314,5050,37037.0,2860000.0
2001-02-06,2288,2297,2288,2296,6700,36751.0,2860000.0
2001-02-07,2297,2368,2297,2296,20850,36751.0,2860000.0
2001-02-08,2305,2323,2305,2323,1500,37180.0,2860000.0
2001-02-09,2341,2341,2323,2340,10300,37466.0,2860000.0
2001-02-12,2359,2412,2341,2412,48800,38610.0,2860000.0
2001-02-13,2430,2466,2412,2430,33700,38896.0,2860000.0
2001-02-14,2439,2502,2439,2501,61800,40040.0,2860000.0
2001-02-15,2502,2502,2448,2475,26000,39611.0,2860000.0
2001-02-16,2448,2484,2448,2475,60300,39611.0,2860000.0
2001-02-19,2439,2492,2439,2447,2850,39182.0,2860000.0
2001-02-20,2448,2538,2430,2484,24800,39754.0,2860000.0
2001-02-21,2430,2537,2430,2537,14050,40612.0,2860000.0
2001-02-22,2555,2555,2466,2537,21150,40612.0,2860000.0
2001-02-23,2519,2555,2501,2528,19750,40469.0,2860000.0
2001-02-26,2573,2672,2573,2662,28200,42614.0,2860000.0
2001-02-27,2680,2680,2600,2599,11500,41613.0,2860000.0
2001-02-28,2662,2662,2590,2635,6450,42185.0,2860000.0
2001-03-02,2519,2537,2510,2519,4750,40326.0,2860000.0
2001-03-05,2520,2520,2466,2466,15500,39468.0,2860000.0
2001-03-06,2466,2511,2466,2466,9850,39468.0,2860000.0
2001-03-07,2520,2520,2466,2501,31500,40040.0,2860000.0
2001-03-08,2501,2537,2466,2528,23450,40469.0,2860000.0
2001-03-09,2555,2555,2475,2528,950,40469.0,2860000.0
2001-03-12,2501,2501,2448,2447,4900,39182.0,2860000.0
2001-03-13,2412,2412,2358,2376,4400,38038.0,2860000.0
2001-03-14,2376,2439,2376,2438,7550,39039.0,2860000.0
2001-03-15,2430,2457,2385,2438,8500,39039.0,2860000.0
2001-03-16,2448,2457,2448,2447,9250,39182.0,2860000.0
2001-03-19,2448,2448,2421,2447,152650,39182.0,2860000.0
2001-03-20,2448,2457,2403,2447,6250,39182.0,2860000.0
2001-03-21,2430,2457,2421,2421,11150,38753.0,2860000.0
2001-03-22,2448,2466,2448,2466,10600,39468.0,2860000.0
2001-03-23,2466,2484,2466,2466,21150,39468.0,2860000.0
2001-03-26,2511,2627,2484,2555,67550,40898.0,2860000.0
2001-03-27,2547,2654,2538,2644,33800,42328.0,2860000.0
2001-03-28,2609,2609,2501,2608,38750,41756.0,2860000.0
2001-03-29,2573,2654,2573,2653,28050,42471.0,2860000.0
2001-03-30,2653,2859,2644,2858,59200,45760.0,2860000.0
2001-04-02,2823,2823,2698,2769,20150,44330.0,2860000.0
2001-04-03,2698,2805,2698,2706,12000,43329.0,2860000.0
2001-04-04,2680,2858,2680,2724,20800,43615.0,2860000.0
2001-04-06,2734,2913,2734,2904,47050,46475.0,2860000.0
2001-04-09,2904,3333,2788,3332,105250,53339.0,2860000.0
2001-04-10,3404,3815,3046,3216,1060250,51480.0,2860000.0
2001-04-11,3234,3484,2734,2796,753500,44759.0,2860000.0
2001-04-12,2788,2796,2546,2680,181850,42900.0,2860000.0
2001-04-13,2734,2734,2546,2626,110950,42042.0,2860000.0
2001-04-16,2627,2716,2609,2644,83400,42328.0,2860000.0
2001-04-17,2591,2734,2573,2608,76750,41756.0,2860000.0
2001-04-18,2600,2627,2573,2608,40400,41756.0,2860000.0
2001-04-19,2644,2680,2591,2608,34700,41756.0,2860000.0
2001-04-20,2636,2886,2600,2743,189100,43901.0,2860000.0
2001-04-23,2743,2788,2609,2680,58550,42900.0,2860000.0
2001-04-24,2635,2653,2608,2626,20100,42042.0,2860000.0
2001-04-25,2644,2653,2582,2626,11200,42042.0,2860000.0
2001-04-26,2591,2662,2591,2608,18900,41756.0,2860000.0
2001-04-27,2573,2591,2520,2590,29750,41470.0,2860000.0
2001-04-30,2609,2609,2556,2555,14450,40898.0,2860000.0
2001-05-02,2663,2663,2538,2564,20000,41041.0,2860000.0
2001-05-03,2547,2573,2520,2573,20450,41184.0,2860000.0
2001-05-04,2538,2556,2538,2555,10200,40898.0,2860000.0
2001-05-07,2537,2546,2528,2545,17400,40755.0,2860000.0
2001-05-08,2555,2573,2528,2545,11600,40755.0,2860000.0
2001-05-09,2546,2573,2546,2545,9650,40755.0,2860000.0
2001-05-10,2538,2573,2538,2573,32600,41184.0,2860000.0
2001-05-11,2538,2574,2538,2555,29300,40898.0,2860000.0
2001-05-14,2582,2626,2546,2617,22400,41899.0,2860000.0
2001-05-15,2573,2609,2546,2608,12600,41756.0,2860000.0
2001-05-16,2609,2609,2591,2590,2900,41470.0,2860000.0
2001-05-17,2591,2626,2591,2626,13450,42042.0,2860000.0
2001-05-18,2627,2645,2591,2590,7150,41470.0,2860000.0
2001-05-21,2591,2680,2591,2671,120100,42757.0,2860000.0
2001-05-22,2716,2734,2636,2662,47650,42614.0,2860000.0
2001-05-23,2734,2948,2716,2841,254600,45474.0,2860000.0
2001-05-24,2876,2876,2769,2804,70850,44902.0,2860000.0
2001-05-25,2894,3225,2894,3224,559300,51623.0,2860000.0
2001-05-28,3574,3708,3163,3163,941850,50622.0,2860000.0
2001-05-29,3395,3502,3091,3180,377100,50908.0,2860000.0
2001-05-30,3038,3038,2805,2858,208250,45760.0,2860000.0
2001-05-31,2823,3127,2823,3037,137900,48620.0,2860000.0
2001-06-01,2823,3144,2823,3064,76850,49049.0,2860000.0
2001-06-04,3127,3235,3065,3163,57850,50622.0,2860000.0
2001-06-05,3181,3217,3065,3091,39900,49478.0,2860000.0
2001-06-07,3217,3217,3092,3163,12200,50622.0,2860000.0
2001-06-08,3109,3342,3109,3341,50300,53482.0,2860000.0
2001-06-11,3127,3377,3127,3377,18500,54054.0,2860000.0
2001-06-12,3359,3359,3217,3270,452850,52338.0,2860000.0
2001-06-13,3305,3555,3225,3501,85600,56056.0,2860000.0
2001-06-14,3449,3484,3395,3448,8950,55198.0,2860000.0
2001-06-15,3395,3502,3359,3368,21350,53911.0,2860000.0
2001-06-18,3324,3395,3315,3359,13350,53768.0,2860000.0
2001-06-19,3217,3360,3217,3350,14500,53625.0,2860000.0
2001-06-20,3261,3332,3261,3323,6800,53196.0,2860000.0
2001-06-21,3323,3395,3234,3394,8200,54340.0,2860000.0
2001-06-22,3306,3467,3279,3278,8850,52481.0,2860000.0
2001-06-25,3217,3270,3181,3270,9250,52338.0,2860000.0
2001-06-26,3216,3216,3136,3216,5350,51480.0,2860000.0
2001-06-27,3217,3217,3092,3091,964350,49478.0,2860000.0
2001-06-28,3181,3431,3181,3252,12750,52052.0,2860000.0
2001-06-29,3216,3305,3216,3305,2000,52910.0,2860000.0
2001-07-02,3306,3360,3226,3332,14950,53339.0,2860000.0
2001-07-03,3163,3305,3163,3305,17300,52910.0,2860000.0
2001-07-04,3252,3323,3252,3323,15100,53196.0,2860000.0
2001-07-05,3234,3323,3234,3323,10650,53196.0,2860000.0
2001-07-06,3216,3252,3163,3216,7950,51480.0,2860000.0
2001-07-09,3279,3279,3279,3278,2500,52481.0,2860000.0
2001-07-10,3092,3217,3092,3163,5950,50622.0,2860000.0
2001-07-11,3082,3145,3037,3144,1300,50336.0,2860000.0
2001-07-12,3216,3216,3216,3216,1700,51480.0,2860000.0
2001-07-13,3037,3234,3037,3216,4650,51480.0,2860000.0
2001-07-16,3234,3279,3198,3198,18650,51194.0,2860000.0
2001-07-18,3198,3198,3198,3198,0,51194.0,2860000.0
2001-07-19,3234,3234,3234,3233,650,51766.0,2860000.0
2001-07-20,3234,3234,3234,3233,2500,51766.0,2860000.0
2001-07-23,3198,3234,3198,3216,3600,51480.0,2860000.0
2001-07-24,3198,3198,3198,3198,250,51194.0,2860000.0
2001-07-25,3074,3199,3074,3180,650,50908.0,2860000.0
2001-07-26,3180,3180,3145,3144,600,50336.0,2860000.0
2001-07-27,3181,3181,3181,3180,50,50908.0,2860000.0
2001-07-30,3181,3181,3181,3180,250,50908.0,2860000.0
2001-07-31,3261,3261,3261,3261,500,52195.0,2860000.0
2001-08-01,3305,3305,3216,3216,3000,51480.0,2860000.0
2001-08-02,3252,3288,3216,3216,807650,51480.0,2860000.0
2001-08-03,3234,3252,3216,3216,2300,51480.0,2860000.0
2001-08-06,3243,3243,3127,3198,350,51194.0,2860000.0
2001-08-07,3243,3484,3145,3484,1250,55770.0,2860000.0
2001-08-08,3279,3333,3226,3261,3600,52195.0,2860000.0
2001-08-09,3163,3172,3163,3171,100,50765.0,2860000.0
2001-08-10,3198,3448,3198,3305,4550,52910.0,2860000.0
2001-08-13,3305,3305,3305,3305,0,52910.0,2860000.0
2001-08-14,3235,3342,3235,3341,2750,53482.0,2860000.0
2001-08-16,3323,3323,3323,3323,250,53196.0,2860000.0
2001-08-17,3234,3332,3225,3305,3150,52910.0,2860000.0
2001-08-20,3190,3243,3190,3189,1100,51051.0,2860000.0
2001-08-21,3225,3225,3225,3224,50,51623.0,2860000.0
2001-08-22,3306,3306,3181,3180,550,50908.0,2860000.0
2001-08-23,3216,3216,3216,3216,950,51480.0,2860000.0
2001-08-24,3270,3288,3261,3261,1600,52195.0,2860000.0
2001-08-27,3395,3395,3261,3261,850,52195.0,2860000.0
2001-08-28,3261,3261,3261,3261,0,52195.0,2860000.0
2001-08-29,3288,3288,3288,3287,250,52624.0,2860000.0
2001-08-30,3216,3297,3216,3296,4350,52767.0,2860000.0
2001-08-31,3181,3270,3181,3270,2750,52338.0,2860000.0
2001-09-03,3217,3252,3217,3252,1050,52052.0,2860000.0
2001-09-04,3252,3261,3145,3144,1800,50336.0,2860000.0
2001-09-05,3163,3225,2769,3216,4950,51480.0,2860000.0
2001-09-06,3190,3288,3190,3287,5550,52624.0,2860000.0
2001-09-07,3279,3288,3279,3287,2750,52624.0,2860000.0
2001-09-10,3377,3377,3216,3368,7100,53911.0,2860000.0
2001-09-11,3484,3484,3359,3368,12750,53911.0,2860000.0
2001-09-12,2913,3288,2913,3198,22100,51194.0,2860000.0
2001-09-13,3216,3305,3216,3216,22100,51480.0,2860000.0
2001-09-14,3270,3270,3127,3126,22950,50050.0,2860000.0
2001-09-17,3037,3037,2966,2965,2350,47476.0,2860000.0
