제일기획(030000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-23,1838,1943,1816,1946,115230,171102.0,3296769.0
1999-03-24,1943,2055,1913,1987,155080,174729.0,3296769.0
1999-03-25,1962,2022,1950,1987,67270,174729.0,3296769.0
1999-03-26,2003,2015,1947,1965,48610,172751.0,3296769.0
1999-03-29,1941,1949,1889,1889,48800,166157.0,3296769.0
1999-03-30,1894,2018,1894,1987,80590,174729.0,3296769.0
1999-03-31,1985,2030,1966,2006,70190,176377.0,3296769.0
1999-04-01,2003,2044,1969,2009,74420,176707.0,3296769.0
1999-04-02,2011,2041,1992,2006,65970,176377.0,3296769.0
1999-04-06,2010,2115,2010,2069,108070,181982.0,3296769.0
1999-04-07,2078,2153,2066,2069,138570,181982.0,3296769.0
1999-04-08,2106,2125,2068,2125,87280,186927.0,3296769.0
1999-04-09,2147,2166,2099,2129,102320,187256.0,3296769.0
1999-04-12,2123,2134,2041,2062,78440,181322.0,3296769.0
1999-04-13,2021,2051,2006,2024,90550,178026.0,3296769.0
1999-04-14,2041,2078,2022,2036,57040,179015.0,3296769.0
1999-04-15,2036,2066,2021,2050,92810,180333.0,3296769.0
1999-04-16,2078,2239,2022,2099,149540,184619.0,3296769.0
1999-04-19,2136,2229,2136,2207,146440,194180.0,3296769.0
1999-04-20,2211,2361,2196,2256,134650,198465.0,3296769.0
1999-04-21,2256,2319,2229,2237,100050,196817.0,3296769.0
1999-04-22,2233,2248,2121,2170,78510,190883.0,3296769.0
1999-04-23,2192,2230,2136,2155,72460,189564.0,3296769.0
1999-04-26,2159,2208,2125,2163,75960,190224.0,3296769.0
1999-04-27,2190,2377,2190,2350,179870,206707.0,3296769.0
1999-04-28,2369,2702,2342,2586,315850,227477.0,3296769.0
1999-04-29,2623,2732,2496,2500,140480,219894.0,3296769.0
1999-04-30,2601,2601,2478,2549,102890,224180.0,3296769.0
1999-05-03,2590,2661,2549,2549,89100,224180.0,3296769.0
1999-05-04,2584,2723,2565,2662,141560,234071.0,3296769.0
1999-05-06,2696,2853,2677,2736,148120,240664.0,3296769.0
1999-05-07,2733,2771,2658,2665,97510,234400.0,3296769.0
1999-05-10,2696,2805,2640,2774,181360,243961.0,3296769.0
1999-05-11,2808,2883,2662,2665,175076,234400.0,3296769.0
1999-05-12,2665,2714,2493,2493,154810,219235.0,3296769.0
1999-05-13,2521,2634,2444,2446,81780,207696.0,3296769.0
1999-05-14,2463,2518,2390,2427,77130,206048.0,3296769.0
1999-05-17,2366,2483,2366,2396,47400,203411.0,3296769.0
1999-05-18,2393,2428,2339,2388,42220,202751.0,3296769.0
1999-05-19,2405,2483,2327,2427,93410,206048.0,3296769.0
1999-05-20,2393,2443,2307,2349,38420,199455.0,3296769.0
1999-05-21,2347,2385,2308,2361,44440,200444.0,3296769.0
1999-05-24,2358,2444,2312,2423,37970,205718.0,3296769.0
1999-05-25,2397,2420,2366,2388,18230,202751.0,3296769.0
1999-05-26,2393,2475,2366,2446,37390,207696.0,3296769.0
1999-05-27,2481,2520,2446,2462,36490,209015.0,3296769.0
1999-05-28,2463,2521,2389,2407,45160,204400.0,3296769.0
1999-05-31,2407,2485,2387,2481,52799,210664.0,3296769.0
1999-06-01,2457,2485,2426,2481,35000,210664.0,3296769.0
1999-06-02,2484,2597,2453,2562,73174,217587.0,3296769.0
1999-06-03,2562,2562,2449,2523,39220,214290.0,3296769.0
1999-06-04,2521,2708,2502,2664,129071,226158.0,3296769.0
1999-06-07,2664,2727,2637,2706,80760,229785.0,3296769.0
1999-06-08,2715,2715,2618,2660,57770,225829.0,3296769.0
1999-06-09,2640,2640,2531,2543,55685,215938.0,3296769.0
1999-06-10,2503,2589,2503,2554,64722,216927.0,3296769.0
1999-06-11,2604,2659,2523,2554,60470,216927.0,3296769.0
1999-06-14,2554,2577,2523,2535,30670,215279.0,3296769.0
1999-06-15,2514,2529,2405,2427,41415,206048.0,3296769.0
1999-06-16,2424,2463,2386,2427,26230,206048.0,3296769.0
1999-06-17,2405,2498,2405,2446,69011,207696.0,3296769.0
1999-06-18,2424,2479,2421,2427,27399,206048.0,3296769.0
1999-06-21,2450,2679,2450,2543,91940,215938.0,3296769.0
1999-06-22,2562,2621,2543,2605,59370,221213.0,3296769.0
1999-06-23,2605,2620,2562,2601,51930,220884.0,3296769.0
1999-06-24,2606,2707,2598,2648,80820,224840.0,3296769.0
1999-06-25,2619,2689,2619,2645,60210,224510.0,3296769.0
1999-06-28,2638,2794,2599,2645,129068,269176.0,3952661.0
1999-06-29,2711,2812,2664,2768,136220,281825.0,3952661.0
1999-06-30,2811,3145,2795,2912,301857,296450.0,3952661.0
1999-07-01,3006,3181,2948,3133,209230,318980.0,3952661.0
1999-07-02,3130,3130,2987,3098,100220,315422.0,3952661.0
1999-07-05,3095,3103,2987,3009,104125,306331.0,3952661.0
1999-07-06,3014,3181,3014,3106,117325,316213.0,3952661.0
1999-07-07,3104,3116,3019,3068,80980,312260.0,3952661.0
1999-07-08,3109,3493,3109,3280,138780,334000.0,3952661.0
1999-07-09,3288,3335,3106,3184,77840,324118.0,3952661.0
1999-07-12,3239,3294,2964,2990,78778,304355.0,3952661.0
1999-07-13,2951,3044,2908,2916,60672,296845.0,3952661.0
1999-07-14,2927,2990,2737,2854,62142,290521.0,3952661.0
1999-07-15,2911,3105,2857,2892,76480,294473.0,3952661.0
1999-07-16,2894,3053,2890,3040,70832,309493.0,3952661.0
1999-07-19,3065,3100,2960,3083,60980,313841.0,3952661.0
1999-07-20,3061,3061,2968,2990,42060,304355.0,3952661.0
1999-07-21,2950,2969,2834,2834,52580,288544.0,3952661.0
1999-07-22,2851,3181,2758,3009,95680,306331.0,3952661.0
1999-07-23,3020,3059,2795,2815,68338,286568.0,3952661.0
1999-07-26,2737,2810,2562,2597,48280,264433.0,3952661.0
1999-07-27,2560,2785,2560,2788,53360,283801.0,3952661.0
1999-07-28,2757,2951,2722,2854,101964,290521.0,3952661.0
1999-07-29,2865,2916,2834,2916,58815,300449.0,4000657.0
1999-07-30,2857,2912,2799,2873,63020,296049.0,4000657.0
1999-08-02,2873,2873,2795,2854,47370,294048.0,4000657.0
1999-08-03,2815,2892,2760,2873,74720,296049.0,4000657.0
1999-08-04,2905,3084,2905,2990,99735,308051.0,4000657.0
1999-08-05,2993,3093,2930,2946,89270,303650.0,4000657.0
1999-08-06,2990,3017,2892,2943,32290,303250.0,4000657.0
1999-08-09,2942,3008,2903,2923,33240,301249.0,4000657.0
1999-08-10,2987,3255,2956,3145,229409,324053.0,4000657.0
1999-08-11,3123,3213,2991,3033,112655,312451.0,4000657.0
1999-08-12,3028,3059,2939,2970,74160,306050.0,4000657.0
1999-08-13,2954,2954,2756,2830,67684,291648.0,4000657.0
1999-08-16,2759,2863,2739,2765,41204,284847.0,4000657.0
1999-08-17,2793,2859,2657,2660,67390,274045.0,4000657.0
1999-08-18,2659,2659,2410,2487,72210,248041.0,4000657.0
1999-08-19,2487,2611,2467,2567,67670,256042.0,4000657.0
1999-08-20,2587,2591,2491,2531,26710,252441.0,4000657.0
1999-08-23,2495,2571,2475,2555,35590,254842.0,4000657.0
1999-08-24,2557,2677,2557,2648,66390,264043.0,4000657.0
1999-08-25,2645,2753,2613,2720,63990,271245.0,4000657.0
1999-08-26,2725,2753,2617,2692,33070,268444.0,4000657.0
1999-08-27,2689,2689,2585,2648,63340,264043.0,4000657.0
1999-08-30,2645,2737,2625,2668,25120,266044.0,4000657.0
1999-08-31,2627,2655,2575,2607,9530,260043.0,4000657.0
1999-09-01,2607,2667,2587,2599,30000,259243.0,4000657.0
1999-09-02,2527,2667,2527,2543,27412,253642.0,4000657.0
1999-09-03,2527,2583,2487,2507,21990,250041.0,4000657.0
1999-09-06,2487,2547,2487,2519,30150,251241.0,4000657.0
1999-09-07,2547,2599,2491,2567,18900,256042.0,4000657.0
1999-09-08,2619,2619,2527,2547,19740,254042.0,4000657.0
1999-09-09,2603,2687,2551,2607,46336,260043.0,4000657.0
1999-09-10,2605,2661,2605,2648,41620,264043.0,4000657.0
1999-09-13,2645,2721,2605,2648,33435,264043.0,4000657.0
1999-09-14,2645,2806,2609,2736,72260,272845.0,4000657.0
1999-09-15,2709,2806,2709,2784,73140,277646.0,4000657.0
1999-09-16,2806,2878,2765,2768,69790,276045.0,4000657.0
1999-09-17,2828,2828,2755,2808,57840,280046.0,4000657.0
1999-09-20,2771,2828,2771,2812,34452,280446.0,4000657.0
1999-09-21,2808,2848,2808,2828,78380,282046.0,4000657.0
1999-09-22,2828,3008,2824,2928,147900,292048.0,4000657.0
1999-09-27,2928,2932,2848,2848,76000,284047.0,4000657.0
1999-09-28,2848,2888,2771,2828,92430,282046.0,4000657.0
1999-09-29,2836,2948,2808,2940,147720,293248.0,4000657.0
1999-09-30,2998,3195,2978,3085,296850,307651.0,4000657.0
1999-10-01,3072,3088,2868,2928,108230,292048.0,4000657.0
1999-10-04,2928,3004,2908,2968,84277,296049.0,4000657.0
1999-10-05,2988,3080,2932,2948,128941,294048.0,4000657.0
1999-10-06,2928,3008,2787,2928,88880,292048.0,4000657.0
1999-10-07,2926,3006,2886,3009,82370,300049.0,4000657.0
1999-10-08,3046,3086,2966,2989,85688,298049.0,4000657.0
1999-10-11,3006,3030,2934,3029,76910,302050.0,4000657.0
1999-10-12,2986,3126,2986,3069,101640,306050.0,4000657.0
1999-10-13,3046,3106,3014,3069,69919,351950.0,4600657.0
1999-10-14,3092,3281,3068,3169,247295,363452.0,4600657.0
1999-10-15,3126,3187,3070,3137,77762,359771.0,4600657.0
1999-10-18,3042,3102,2986,3029,57667,347350.0,4600657.0
1999-10-19,2972,3060,2812,2828,143252,324346.0,4600657.0
1999-10-20,2888,2948,2840,2908,140600,333548.0,4600657.0
1999-10-21,2908,3048,2908,2928,206836,335848.0,4600657.0
1999-10-22,2948,2988,2908,2948,65352,338148.0,4600657.0
1999-10-25,2952,3008,2872,2968,103452,340449.0,4600657.0
1999-10-26,2920,2960,2908,2944,46388,337688.0,4600657.0
1999-10-27,2848,3008,2848,2888,70672,331247.0,4600657.0
1999-10-28,2892,2928,2848,2916,77921,334468.0,4600657.0
1999-10-29,2916,2976,2892,2892,72173,331707.0,4600657.0
1999-11-01,2890,3006,2890,3009,67821,345049.0,4600657.0
1999-11-02,2988,3036,2948,2968,58641,340449.0,4600657.0
1999-11-03,2968,2984,2928,2936,67096,336768.0,4600657.0
1999-11-04,2930,3078,2930,3033,151493,347810.0,4600657.0
1999-11-05,3046,3327,3046,3330,370310,381855.0,4600657.0
1999-11-08,3367,3447,3275,3334,133884,382315.0,4600657.0
1999-11-09,3329,3610,3293,3570,174127,409458.0,4600657.0
1999-11-10,3570,3650,3502,3594,123222,412219.0,4600657.0
1999-11-11,3512,3768,3512,3711,123701,425561.0,4600657.0
1999-11-12,3869,4001,3748,3811,174268,437062.0,4600657.0
1999-11-15,3889,4129,3849,4132,229148,473868.0,4600657.0
1999-11-16,4009,4731,3969,4734,348220,542878.0,4600657.0
1999-11-17,4731,4932,4410,4453,231046,510673.0,4600657.0
1999-11-18,4352,4452,3959,4212,209788,483069.0,4600657.0
1999-11-19,4250,4290,4009,4152,160996,476168.0,4600657.0
1999-11-22,4210,4270,4029,4132,90577,473868.0,4600657.0
1999-11-23,4131,4372,4091,4252,151470,487670.0,4600657.0
1999-11-24,4352,4793,4212,4272,720095,489970.0,4600657.0
1999-11-25,4330,4450,4149,4172,250933,478468.0,4600657.0
1999-11-26,4051,4252,3891,3931,129211,450864.0,4600657.0
1999-11-29,3909,4169,3909,4172,130820,478571.0,4601649.0
1999-11-30,4212,4613,4091,4212,241202,483173.0,4601649.0
1999-12-01,4292,4372,4011,4011,146715,460165.0,4601649.0
1999-12-02,4171,4272,3991,3991,107433,457864.0,4601649.0
1999-12-03,3931,4212,3871,4212,77976,483173.0,4601649.0
1999-12-06,4129,4370,4089,4092,85058,469368.0,4601649.0
1999-12-07,4252,4693,4091,4312,487384,494677.0,4601649.0
1999-12-08,4290,4430,4149,4413,124802,506181.0,4601649.0
1999-12-09,4492,5074,4392,5074,354019,582109.0,4601649.0
1999-12-10,5174,5555,5074,5255,296623,602816.0,4601649.0
1999-12-13,5295,5395,5014,5014,196201,575206.0,4601649.0
1999-12-14,4932,5072,4771,4854,194928,556800.0,4601649.0
1999-12-15,4932,4932,4129,4493,139982,515385.0,4601649.0
1999-12-16,4071,4593,4051,4292,117344,492376.0,4601649.0
1999-12-17,4131,4412,3851,3891,111639,446360.0,4601649.0
1999-12-20,3891,4131,3674,3911,154450,448661.0,4601649.0
1999-12-21,3855,3919,3530,3530,184655,404945.0,4601649.0
1999-12-22,3530,3690,3369,3606,150950,413688.0,4601649.0
1999-12-23,3604,4009,3491,3811,165700,437157.0,4601649.0
1999-12-24,3728,3889,3572,3747,73378,429794.0,4601649.0
1999-12-27,3810,3810,3570,3590,77370,411848.0,4601649.0
1999-12-28,3411,3568,3271,3446,112726,395282.0,4601649.0
2000-01-04,3293,3610,3293,3550,93965,407246.0,4601649.0
2000-01-05,3447,3728,3391,3490,89750,400343.0,4601649.0
2000-01-06,3648,3708,3447,3450,136760,395742.0,4601649.0
2000-01-07,3510,3590,3457,3530,50197,404945.0,4601649.0
2000-01-10,3610,3650,3469,3530,57950,404945.0,4601649.0
2000-01-11,3588,4049,3568,4052,144598,464767.0,4601649.0
2000-01-12,3851,4332,3851,3971,190927,455563.0,4601649.0
2000-01-13,4009,4210,3889,4172,72986,478571.0,4601649.0
2000-01-14,4210,4490,4169,4413,174772,506181.0,4601649.0
2000-01-17,4412,4613,4151,4613,109252,529190.0,4601649.0
2000-01-18,4530,4571,4129,4493,103607,515385.0,4601649.0
2000-01-19,4813,4813,4292,4332,196870,496978.0,4601649.0
2000-01-20,4332,4573,4171,4573,80483,524588.0,4601649.0
2000-01-21,4571,4731,4410,4413,52660,506181.0,4601649.0
2000-01-24,4290,4390,4169,4172,39695,478571.0,4601649.0
2000-01-25,4069,4069,3808,3811,64540,437157.0,4601649.0
2000-01-26,3814,3931,3770,3879,47829,444979.0,4601649.0
2000-01-27,3931,3991,3875,3911,25195,448661.0,4601649.0
2000-01-28,3931,4091,3931,3979,18909,456484.0,4601649.0
2000-01-31,4212,4212,3983,4011,45627,460165.0,4601649.0
2000-02-01,4009,4189,3989,4052,33123,464767.0,4601649.0
2000-02-02,4131,4553,4031,4553,59838,522287.0,4601649.0
2000-02-03,4811,5232,4651,5235,323557,600515.0,4601649.0
2000-02-07,5234,5455,4853,5034,157961,577507.0,4601649.0
2000-02-08,5052,5172,4871,4894,67082,561401.0,4601649.0
2000-02-09,5014,5616,4974,5616,221265,644231.0,4601649.0
2000-02-10,5774,5934,5493,5576,173390,639629.0,4601649.0
2000-02-11,5575,5816,5014,5014,95508,575206.0,4601649.0
2000-02-14,5092,5172,4671,5135,66678,589011.0,4601649.0
2000-02-15,5214,5255,4934,5014,44853,575206.0,4601649.0
2000-02-16,4932,5012,4751,4814,61611,552198.0,4601649.0
2000-02-17,4731,5192,4651,4814,70720,552198.0,4601649.0
2000-02-18,5014,5415,4974,5255,90220,602816.0,4601649.0
2000-02-21,5255,5595,5034,5415,77419,621223.0,4601649.0
2000-02-22,5413,5734,5313,5556,77300,637328.0,4601649.0
2000-02-23,5553,5714,5433,5476,32445,628125.0,4601649.0
2000-02-24,5393,5734,5393,5536,44145,635028.0,4601649.0
2000-02-25,5816,6257,5716,6077,150223,697150.0,4601649.0
2000-02-28,6217,6578,6057,6097,159130,699451.0,4601649.0
2000-02-29,6338,6338,5696,5736,58600,658036.0,4601649.0
2000-03-02,6215,6576,6055,6579,89245,754670.0,4601649.0
2000-03-03,6576,6657,6215,6278,34309,720158.0,4601649.0
2000-03-06,6338,6538,6017,6037,39945,692548.0,4601649.0
2000-03-07,6175,6616,6175,6559,118886,752370.0,4601649.0
2000-03-08,6556,6777,6255,6559,45450,752370.0,4601649.0
2000-03-09,6737,7459,6657,7301,80035,837500.0,4601649.0
2000-03-10,7481,7481,7120,7160,35271,821394.0,4601649.0
2000-03-13,7220,7260,6418,6699,35048,768475.0,4601649.0
2000-03-14,6697,6697,6095,6298,57906,722459.0,4601649.0
2000-03-15,6336,6757,6295,6539,40621,750069.0,4601649.0
2000-03-16,6416,6677,6095,6218,39570,713256.0,4601649.0
2000-03-17,6255,6536,5774,5877,32804,674142.0,4601649.0
2000-03-20,5936,6017,5575,5736,34580,658036.0,4601649.0
2000-03-21,5734,6536,5573,6158,70368,706353.0,4601649.0
2000-03-22,6097,6338,5936,6117,30560,701751.0,4601649.0
2000-03-23,6037,6177,5656,5656,63150,648833.0,4601649.0
2000-03-24,5774,5794,5493,5576,59800,639629.0,4601649.0
2000-03-27,5616,5756,5415,5736,42300,658036.0,4601649.0
2000-03-28,5636,5816,5636,5736,25220,658036.0,4601649.0
2000-03-29,5634,5734,5533,5576,22441,639629.0,4601649.0
2000-03-30,5614,6055,5493,5556,31200,637328.0,4601649.0
2000-03-31,5473,5814,5473,5496,18341,630426.0,4601649.0
2000-04-03,5415,5616,5295,5335,16240,612019.0,4601649.0
2000-04-04,5214,5214,4553,4553,50970,522287.0,4601649.0
2000-04-06,4410,4891,4210,4814,151820,552198.0,4601649.0
2000-04-07,4813,5375,4813,5255,64696,602816.0,4601649.0
2000-04-10,5212,5453,4992,5135,59230,589011.0,4601649.0
2000-04-11,5094,5335,4833,4934,32230,566003.0,4601649.0
2000-04-12,4833,5014,4813,4974,37245,570604.0,4601649.0
2000-04-14,4731,4952,4671,4754,41620,545295.0,4601649.0
2000-04-17,4049,4290,4049,4052,38220,464767.0,4601649.0
2000-04-18,4290,4370,3768,4032,121337,462466.0,4601649.0
2000-04-19,4131,4272,3971,3991,110460,457864.0,4601649.0
2000-04-20,4089,4149,3909,4112,62170,471669.0,4601649.0
2000-04-21,4210,4691,4189,4533,85155,519986.0,4601649.0
2000-04-24,4573,4573,4252,4272,30706,490076.0,4601649.0
2000-04-25,4432,4452,4212,4332,17580,496978.0,4601649.0
2000-04-26,4352,4492,4252,4332,29800,496978.0,4601649.0
2000-04-27,4252,4653,4252,4553,72243,522287.0,4601649.0
2000-04-28,4553,4673,4452,4673,40949,536092.0,4601649.0
2000-05-02,4613,5034,4573,5014,39162,575206.0,4601649.0
2000-05-03,5052,5293,4932,5235,43380,600515.0,4601649.0
2000-05-04,5295,5295,5014,5014,37222,575206.0,4601649.0
2000-05-08,5134,5555,5094,5415,74265,621223.0,4601649.0
2000-05-09,5495,5495,5214,5315,28375,609718.0,4601649.0
2000-05-10,5253,5253,5092,5215,21689,598214.0,4601649.0
2000-05-12,5335,5475,5214,5355,54449,614320.0,4601649.0
2000-05-15,5353,5373,5132,5175,50970,593613.0,4601649.0
2000-05-16,5295,5335,5054,5295,20750,607418.0,4601649.0
2000-05-17,5455,5676,5295,5375,87327,616621.0,4601649.0
2000-05-18,5595,5696,5375,5375,92230,616621.0,4601649.0
2000-05-19,5335,5535,5214,5315,27352,609718.0,4601649.0
2000-05-22,5174,5214,4934,4934,43537,566003.0,4601649.0
2000-05-23,4673,5014,4673,4974,19204,570604.0,4601649.0
2000-05-24,4851,4952,4691,4794,14930,549897.0,4601649.0
2000-05-25,5014,5094,4833,5014,17380,575206.0,4601649.0
2000-05-26,4891,5012,4811,4814,24120,552198.0,4601649.0
2000-05-29,4733,4853,4613,4633,12086,531490.0,4601649.0
2000-05-30,4631,4871,4631,4734,23440,542995.0,4601649.0
2000-05-31,4873,5435,4873,5375,46513,616621.0,4601649.0
2000-06-01,5413,6055,5273,5837,106142,669540.0,4601649.0
2000-06-02,6017,6017,5656,5736,42283,658036.0,4601649.0
2000-06-05,5814,6195,5694,5897,66433,676442.0,4601649.0
2000-06-07,5894,6015,5694,5857,51676,671841.0,4601649.0
2000-06-08,5776,5856,5295,5375,29215,616621.0,4601649.0
2000-06-09,5212,5453,5012,5456,156040,625824.0,4601649.0
2000-06-12,5614,5614,5313,5496,79740,630426.0,4601649.0
2000-06-13,5293,5373,5132,5135,31485,589011.0,4601649.0
2000-06-14,5132,5232,5052,5195,34180,595914.0,4601649.0
2000-06-15,5134,5134,4853,4914,29231,563702.0,4601649.0
2000-06-16,4693,4914,4693,4713,44020,540694.0,4601649.0
2000-06-19,4893,5335,4753,5014,68723,575206.0,4601649.0
2000-06-20,5092,5253,5052,5215,51031,598214.0,4601649.0
2000-06-21,5253,5674,5172,5536,108147,635028.0,4601649.0
2000-06-22,5533,5754,5453,5496,67901,630426.0,4601649.0
2000-06-23,5335,5375,5214,5275,26605,605117.0,4601649.0
2000-06-26,5134,5375,5134,5295,14595,607418.0,4601649.0
2000-06-27,5375,5395,5255,5295,23030,607418.0,4601649.0
2000-06-28,5295,5435,5255,5415,32410,621223.0,4601649.0
2000-06-29,5535,5856,5475,5716,106344,655735.0,4601649.0
2000-06-30,5593,5854,5493,5837,29890,669540.0,4601649.0
2000-07-03,5955,6015,5854,5937,45790,681044.0,4601649.0
2000-07-04,5997,6017,5936,5997,34490,687947.0,4601649.0
2000-07-05,6057,6057,5696,5997,38920,687947.0,4601649.0
2000-07-06,5914,5934,5674,5817,21240,667239.0,4601649.0
2000-07-07,5997,5997,5595,5616,24261,644231.0,4601649.0
2000-07-10,5975,5975,5734,5797,54795,664938.0,4601649.0
2000-07-11,5916,5997,5796,5957,46934,683345.0,4601649.0
2000-07-12,5957,6077,5936,5957,66370,683345.0,4601649.0
2000-07-13,6015,6015,5794,5817,25010,667239.0,4601649.0
2000-07-14,5714,5894,5714,5797,16371,664938.0,4601649.0
2000-07-18,5734,5794,5353,5496,31100,630426.0,4601649.0
2000-07-19,5293,5413,5092,5095,41520,584409.0,4601649.0
2000-07-20,5174,5214,5014,5054,55273,579808.0,4601649.0
2000-07-21,5012,5192,5012,5135,41977,589011.0,4601649.0
2000-07-24,4912,5273,4912,5155,30630,591312.0,4601649.0
2000-07-25,5034,5134,4893,5014,39955,575206.0,4601649.0
2000-07-26,5014,5134,5014,5054,20720,579808.0,4601649.0
2000-07-27,4932,5032,4771,4814,36850,552198.0,4601649.0
2000-07-28,4771,4851,4611,4754,24899,545295.0,4601649.0
2000-07-31,4631,4831,4611,4814,10009,552198.0,4601649.0
2000-08-01,4733,5014,4733,5014,19680,575206.0,4601649.0
2000-08-02,5212,5232,5092,5135,34195,589011.0,4601649.0
2000-08-03,5172,5212,5092,5175,11550,593613.0,4601649.0
2000-08-04,5114,5295,4954,5295,8730,607418.0,4601649.0
2000-08-07,5395,5495,5214,5395,45822,618922.0,4601649.0
2000-08-08,5255,5535,5214,5315,12570,609718.0,4601649.0
2000-08-09,5333,5453,5313,5456,16020,625824.0,4601649.0
2000-08-10,5453,5493,5273,5456,13270,625824.0,4601649.0
2000-08-11,5453,5453,5253,5456,7330,625824.0,4601649.0
2000-08-14,5475,5816,5455,5716,35081,655735.0,4601649.0
2000-08-16,5716,5776,5616,5736,15298,658036.0,4601649.0
2000-08-17,5616,5656,5315,5315,44420,609718.0,4601649.0
2000-08-18,5313,5453,5012,5215,49980,598214.0,4601649.0
2000-08-21,5134,5275,4934,4974,37210,570604.0,4601649.0
2000-08-22,4974,5094,4914,4934,67718,566003.0,4601649.0
2000-08-23,4954,5134,4873,4914,52730,563702.0,4601649.0
2000-08-24,4954,5054,4713,4914,60960,563702.0,4601649.0
2000-08-25,4853,4934,4853,4934,46402,566003.0,4601649.0
2000-08-28,4934,4954,4873,4934,74990,566003.0,4601649.0
2000-08-29,4934,4954,4873,4934,68020,566003.0,4601649.0
2000-08-30,4912,4992,4831,4834,62304,554499.0,4601649.0
2000-08-31,4813,4813,4613,4693,36900,538393.0,4601649.0
2000-09-01,4651,4831,4651,4774,22510,547596.0,4601649.0
2000-09-04,4771,4811,4470,4513,29969,517686.0,4601649.0
2000-09-05,4412,4673,4412,4553,27570,522287.0,4601649.0
2000-09-06,4551,4691,4430,4493,24270,515385.0,4601649.0
2000-09-07,4490,4490,4129,4132,35730,473970.0,4601649.0
2000-09-08,4109,4210,3941,4032,71029,462466.0,4601649.0
2000-09-14,3895,4007,3514,4007,130401,459705.0,4601649.0
2000-09-15,3889,4591,3407,3731,161899,427953.0,4601649.0
2000-09-18,3608,3608,3207,3490,55794,400343.0,4601649.0
