일신방직(003200),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-18,46800,47500,46600,47500,7600,114000.0,2400000.0
1999-03-19,48000,48500,47500,47700,9840,114480.0,2400000.0
1999-03-22,47200,49000,47200,48500,8820,116400.0,2400000.0
1999-03-23,48000,48700,47600,48000,5070,115200.0,2400000.0
1999-03-24,47500,48000,46200,47400,4680,113760.0,2400000.0
1999-03-25,46200,47900,46100,47000,7640,112800.0,2400000.0
1999-03-26,46500,48500,46500,47100,4400,113040.0,2400000.0
1999-03-29,45700,46700,45700,45800,6320,109920.0,2400000.0
1999-03-30,45800,47400,45800,46900,2630,112560.0,2400000.0
1999-03-31,47000,47500,46400,46900,2540,112560.0,2400000.0
1999-04-01,47000,51200,47000,51000,39710,122400.0,2400000.0
1999-04-02,50500,54900,50500,53100,19640,127440.0,2400000.0
1999-04-06,45600,53400,45600,53400,8900,128160.0,2400000.0
1999-04-07,53500,56500,53400,55000,14160,132000.0,2400000.0
1999-04-08,55000,55800,54200,55700,10480,133680.0,2400000.0
1999-04-09,54000,55500,54000,55000,5310,132000.0,2400000.0
1999-04-12,55000,57500,54600,57400,41930,137760.0,2400000.0
1999-04-13,59400,61100,58000,61100,16220,146640.0,2400000.0
1999-04-14,62000,63000,55100,61000,13940,146400.0,2400000.0
1999-04-15,58000,61000,58000,60900,11820,146160.0,2400000.0
1999-04-16,61000,62000,59500,60000,15960,144000.0,2400000.0
1999-04-19,60500,61000,57400,57400,9380,137760.0,2400000.0
1999-04-20,58900,60000,58000,59800,11480,143520.0,2400000.0
1999-04-21,59900,60000,57700,59500,7100,142800.0,2400000.0
1999-04-22,56000,60500,55200,58800,5610,141120.0,2400000.0
1999-04-23,56500,58700,56100,56500,6720,135600.0,2400000.0
1999-04-26,57000,59000,57000,58000,8790,139200.0,2400000.0
1999-04-27,58000,62500,57500,60900,25810,146160.0,2400000.0
1999-04-28,61400,66000,59500,64500,24670,154800.0,2400000.0
1999-04-29,63000,64400,60100,60100,8940,144240.0,2400000.0
1999-04-30,63000,67500,60500,66000,22480,158400.0,2400000.0
1999-05-03,66000,72000,65000,69000,24780,165600.0,2400000.0
1999-05-04,71900,79300,71000,79300,36180,190320.0,2400000.0
1999-05-06,83000,87000,80000,85000,58230,204000.0,2400000.0
1999-05-07,85000,89000,81000,84000,38320,201600.0,2400000.0
1999-05-10,84500,96600,84500,96600,31130,231840.0,2400000.0
1999-05-11,98000,110000,91100,96500,49900,231600.0,2400000.0
1999-05-12,100000,100000,91500,92600,23320,222240.0,2400000.0
1999-05-13,93000,96000,91500,93600,23080,224640.0,2400000.0
1999-05-14,95000,95500,92000,94500,29420,226800.0,2400000.0
1999-05-17,90000,94000,83000,85600,19220,205440.0,2400000.0
1999-05-18,85600,87000,80000,84000,12050,201600.0,2400000.0
1999-05-19,84500,92200,84000,90000,17070,216000.0,2400000.0
1999-05-20,90000,92000,86100,90000,10920,216000.0,2400000.0
1999-05-21,87000,92000,87000,90000,6020,216000.0,2400000.0
1999-05-24,87000,90000,87000,90000,5980,216000.0,2400000.0
1999-05-25,88000,90900,88000,90400,9150,216960.0,2400000.0
1999-05-26,90500,91200,89000,91200,10250,218880.0,2400000.0
1999-05-27,94200,97000,92000,92500,18000,222000.0,2400000.0
1999-05-28,93000,97000,90500,97000,12390,232800.0,2400000.0
1999-05-31,87000,94100,87000,94000,27920,225600.0,2400000.0
1999-06-01,95000,95000,91000,91900,8490,220560.0,2400000.0
1999-06-02,91900,92500,87700,91000,6930,218400.0,2400000.0
1999-06-03,91800,91800,88000,88500,6700,212400.0,2400000.0
1999-06-04,88000,90500,86100,88000,14620,211200.0,2400000.0
1999-06-07,88000,88000,85000,88000,8930,211200.0,2400000.0
1999-06-08,88000,91500,87500,89500,30530,214800.0,2400000.0
1999-06-09,89500,91000,87500,88200,11090,211680.0,2400000.0
1999-06-10,88000,90600,87000,90500,9420,217200.0,2400000.0
1999-06-11,91000,93000,89000,91500,10070,219600.0,2400000.0
1999-06-14,91500,91500,88100,89500,4870,214800.0,2400000.0
1999-06-15,88500,89000,85000,87800,6860,210720.0,2400000.0
1999-06-16,87800,88000,74700,85500,3640,205200.0,2400000.0
1999-06-17,84500,84900,82000,84900,4570,203760.0,2400000.0
1999-06-18,84100,86500,83800,86000,2030,206400.0,2400000.0
1999-06-21,86900,89700,84000,84000,7870,201600.0,2400000.0
1999-06-22,84000,85000,82000,82600,15290,198240.0,2400000.0
1999-06-23,82600,83000,80100,80100,10880,192240.0,2400000.0
1999-06-24,81000,85000,78000,81000,11450,194400.0,2400000.0
1999-06-25,81000,82000,79000,79000,3360,189600.0,2400000.0
1999-06-28,77500,82000,68200,79000,14320,189600.0,2400000.0
1999-06-29,83000,84500,80100,81000,8410,194400.0,2400000.0
1999-06-30,81500,83000,80100,83000,7430,199200.0,2400000.0
1999-07-01,83000,84900,83000,84000,12310,201600.0,2400000.0
1999-07-02,85000,93000,85000,89000,22530,213600.0,2400000.0
1999-07-05,89000,90200,75700,84600,7840,203040.0,2400000.0
1999-07-06,87000,87000,83000,85000,8430,204000.0,2400000.0
1999-07-07,86800,90000,83000,85000,19120,204000.0,2400000.0
1999-07-08,82500,87000,82500,84900,8150,203760.0,2400000.0
1999-07-09,83000,88000,82900,87000,17630,208800.0,2400000.0
1999-07-12,90100,91000,85000,85000,16450,204000.0,2400000.0
1999-07-13,85000,86200,83000,83000,6620,199200.0,2400000.0
1999-07-14,84000,84000,80000,82100,19880,197040.0,2400000.0
1999-07-15,80100,84800,80100,83100,4590,199440.0,2400000.0
1999-07-16,84300,84500,81300,84000,13720,201600.0,2400000.0
1999-07-19,84000,88000,83100,83100,11360,199440.0,2400000.0
1999-07-20,85000,85000,81100,83100,7300,199440.0,2400000.0
1999-07-21,83100,83100,79000,83000,5200,199200.0,2400000.0
1999-07-22,80300,81500,78400,81000,4090,194400.0,2400000.0
1999-07-23,81000,81000,77200,80000,10810,192000.0,2400000.0
1999-07-26,78100,78100,72800,76800,6100,184320.0,2400000.0
1999-07-27,76800,78000,75100,78000,5080,187200.0,2400000.0
1999-07-28,80500,80500,78000,78000,7700,187200.0,2400000.0
1999-07-29,80000,80000,77700,79000,9180,189600.0,2400000.0
1999-07-30,79200,79200,75100,78000,10280,187200.0,2400000.0
1999-08-02,77500,78900,77000,78100,4710,187440.0,2400000.0
1999-08-03,79000,80000,77000,80000,5070,192000.0,2400000.0
1999-08-04,80000,81500,80000,80200,7103,192480.0,2400000.0
1999-08-05,80200,81000,78400,81000,8320,194400.0,2400000.0
1999-08-06,80800,80800,78900,79200,1020,190080.0,2400000.0
1999-08-09,78500,81000,78300,79000,2030,189600.0,2400000.0
1999-08-10,78500,80000,77700,80000,3830,192000.0,2400000.0
1999-08-11,80000,80000,78000,79500,2450,190800.0,2400000.0
1999-08-12,78000,78900,77500,78700,1530,188880.0,2400000.0
1999-08-13,78100,79000,76000,79000,1770,189600.0,2400000.0
1999-08-16,71200,78500,71200,78000,1680,187200.0,2400000.0
1999-08-17,70000,78500,70000,77800,3550,186720.0,2400000.0
1999-08-18,75300,77000,74900,77000,2160,184800.0,2400000.0
1999-08-19,76900,77000,75400,77000,2340,184800.0,2400000.0
1999-08-20,77000,85000,74300,80000,5980,192000.0,2400000.0
1999-08-23,80300,84500,80000,82900,10050,198960.0,2400000.0
1999-08-24,83300,83300,80100,81900,2450,196560.0,2400000.0
1999-08-25,81000,81900,79300,81900,3970,196560.0,2400000.0
1999-08-26,81000,81000,79200,79300,730,190320.0,2400000.0
1999-08-27,80000,80000,78000,79200,1650,190080.0,2400000.0
1999-08-30,77200,79100,77200,78900,3750,189360.0,2400000.0
1999-08-31,76600,79000,76600,78900,750,189360.0,2400000.0
1999-09-01,76600,77000,67200,67200,18760,161280.0,2400000.0
1999-09-02,68000,72900,67200,72000,4660,172800.0,2400000.0
1999-09-03,66100,71500,66100,70000,10620,168000.0,2400000.0
1999-09-06,70000,70000,70000,70000,3020,168000.0,2400000.0
1999-09-07,70000,70000,69000,69500,5340,166800.0,2400000.0
1999-09-08,70000,70900,69200,70000,5620,168000.0,2400000.0
1999-09-09,70000,70000,68300,69500,960,166800.0,2400000.0
1999-09-10,69500,71000,67000,69500,2110,166800.0,2400000.0
1999-09-13,69500,71000,68500,70600,2900,169440.0,2400000.0
1999-09-14,68200,69500,68200,68900,920,165360.0,2400000.0
1999-09-15,68000,70000,67000,70000,4010,168000.0,2400000.0
1999-09-16,68200,69500,68000,69500,660,166800.0,2400000.0
1999-09-17,68000,68900,66000,68200,3000,163680.0,2400000.0
1999-09-20,67900,68900,67000,68200,7880,163680.0,2400000.0
1999-09-21,68200,69200,68200,69000,15660,165600.0,2400000.0
1999-09-22,70000,70500,69500,69500,4230,166800.0,2400000.0
1999-09-27,69000,69000,67500,68000,1020,163200.0,2400000.0
1999-09-28,68900,69000,65000,69000,1800,165600.0,2400000.0
1999-09-29,68000,68000,67000,68000,5530,163200.0,2400000.0
1999-09-30,65100,69000,65100,69000,4910,165600.0,2400000.0
1999-10-01,68000,69000,66000,69000,5320,165600.0,2400000.0
1999-10-04,68000,68000,67000,67000,120,160800.0,2400000.0
1999-10-05,66000,66000,65000,66000,970,158400.0,2400000.0
1999-10-06,64600,66000,64000,66000,700,158400.0,2400000.0
1999-10-07,66000,67000,63000,67000,5240,160800.0,2400000.0
1999-10-08,65000,66000,65000,65000,310,156000.0,2400000.0
1999-10-11,63500,65000,63100,65000,1090,156000.0,2400000.0
1999-10-12,65000,65000,63000,64400,4130,154560.0,2400000.0
1999-10-13,63200,64400,63000,64400,1180,154560.0,2400000.0
1999-10-14,63200,64300,63200,64300,19440,154320.0,2400000.0
1999-10-15,65000,66000,63500,64500,1590,154800.0,2400000.0
1999-10-18,65000,65000,63000,64000,1530,153600.0,2400000.0
1999-10-19,64000,64000,62100,64000,1850,153600.0,2400000.0
1999-10-20,63500,64500,63500,64500,1070,154800.0,2400000.0
1999-10-21,64100,64100,63500,63600,340,152640.0,2400000.0
1999-10-22,63000,63000,62000,63000,650,151200.0,2400000.0
1999-10-25,62000,63000,61000,62000,930,148800.0,2400000.0
1999-10-26,60500,60700,59700,60700,1230,145680.0,2400000.0
1999-10-27,60700,62100,58600,62100,2400,149040.0,2400000.0
1999-10-28,62100,62500,60100,62500,3940,150000.0,2400000.0
1999-10-29,61200,63500,61200,63500,4700,152400.0,2400000.0
1999-11-01,64000,64400,63000,63900,4000,153360.0,2400000.0
1999-11-02,63000,63000,62000,62700,4130,150480.0,2400000.0
1999-11-03,62000,65100,61000,65100,35840,156240.0,2400000.0
1999-11-04,65000,73000,65000,73000,8040,175200.0,2400000.0
1999-11-05,73500,80000,70000,80000,18370,192000.0,2400000.0
1999-11-08,77000,77000,75000,75900,3990,182160.0,2400000.0
1999-11-09,76000,76000,71200,73900,5300,177360.0,2400000.0
1999-11-10,70000,73200,70000,71500,10640,171600.0,2400000.0
1999-11-11,71600,71600,68200,69200,14510,166080.0,2400000.0
1999-11-12,69500,70000,66200,67500,11180,162000.0,2400000.0
1999-11-15,69400,69400,65000,65000,12040,156000.0,2400000.0
1999-11-16,65500,65800,63000,63000,11680,151200.0,2400000.0
1999-11-17,61500,64100,60600,60600,12180,145440.0,2400000.0
1999-11-18,60000,61400,59000,59800,13200,143520.0,2400000.0
1999-11-19,60000,60000,58500,58800,9290,141120.0,2400000.0
1999-11-22,59100,60600,58800,59700,9390,143280.0,2400000.0
1999-11-23,62000,62000,59000,59500,6940,142800.0,2400000.0
1999-11-24,59000,60000,56800,57800,7220,138720.0,2400000.0
1999-11-25,57100,57900,55500,56100,6590,134640.0,2400000.0
1999-11-26,55100,55100,49500,54000,13840,129600.0,2400000.0
1999-11-29,50100,52900,50000,50500,7950,121200.0,2400000.0
1999-11-30,52000,52900,50500,51900,13510,124560.0,2400000.0
1999-12-01,52500,52500,51300,51900,5380,124560.0,2400000.0
1999-12-02,51000,54000,50200,51000,6360,122400.0,2400000.0
1999-12-03,50200,51800,48000,50000,6350,120000.0,2400000.0
1999-12-06,49050,49800,47000,49300,8960,118320.0,2400000.0
1999-12-07,49900,51400,49000,50000,12080,120000.0,2400000.0
1999-12-08,50000,54800,49000,52000,5070,124800.0,2400000.0
1999-12-09,51000,53000,50100,51500,4920,123600.0,2400000.0
1999-12-10,52000,52000,50300,52000,6750,124800.0,2400000.0
1999-12-13,52100,58000,52000,53300,5340,127920.0,2400000.0
1999-12-14,53600,56000,53000,53300,5380,127920.0,2400000.0
1999-12-15,54500,55000,52100,53400,5400,128160.0,2400000.0
1999-12-16,52100,53100,51000,53100,7980,127440.0,2400000.0
1999-12-17,53500,53500,50600,52000,6830,124800.0,2400000.0
1999-12-20,49100,51500,49100,49600,3130,119040.0,2400000.0
1999-12-21,47100,50500,47100,48500,7420,116400.0,2400000.0
1999-12-22,42000,48700,42000,46000,6830,110400.0,2400000.0
1999-12-23,44900,48200,44900,46800,3870,112320.0,2400000.0
1999-12-24,48500,48500,46000,46400,18940,111360.0,2400000.0
1999-12-27,46400,48000,46400,46500,3110,111600.0,2400000.0
1999-12-28,46500,49000,45000,49000,5780,117600.0,2400000.0
2000-01-04,49000,49000,41650,41650,12430,99960.0,2400000.0
2000-01-05,43100,43700,40000,41000,15140,98400.0,2400000.0
2000-01-06,40050,41100,38500,38500,7120,92400.0,2400000.0
2000-01-07,40000,42400,38500,42000,21260,100800.0,2400000.0
2000-01-10,39500,45000,39500,41900,12310,100560.0,2400000.0
2000-01-11,42000,44000,41500,42500,12680,102000.0,2400000.0
2000-01-12,42000,42800,41800,42000,3050,100800.0,2400000.0
2000-01-13,42100,44000,42000,44000,5880,105600.0,2400000.0
2000-01-14,43000,44800,43000,44300,5720,106320.0,2400000.0
2000-01-17,46800,49300,45300,45300,6570,108720.0,2400000.0
2000-01-18,45100,45100,43000,43050,1190,103320.0,2400000.0
2000-01-19,42000,42850,40650,42850,4400,102840.0,2400000.0
2000-01-20,42850,43400,41100,42000,2320,100800.0,2400000.0
2000-01-21,42000,42500,42000,42000,2130,100800.0,2400000.0
2000-01-24,42000,43000,42000,43000,1150,103200.0,2400000.0
2000-01-25,43000,44300,43000,43600,1050,104640.0,2400000.0
2000-01-26,43700,43700,42500,42500,1220,102000.0,2400000.0
2000-01-27,42500,44300,42000,42500,4020,102000.0,2400000.0
2000-01-28,42500,42500,41000,41500,2420,99600.0,2400000.0
2000-01-31,41000,42700,41000,42700,2000,102480.0,2400000.0
2000-02-01,42500,43000,41600,43000,1450,103200.0,2400000.0
2000-02-02,43000,43500,42200,43500,1110,104400.0,2400000.0
2000-02-03,42700,43000,42100,42100,3980,101040.0,2400000.0
2000-02-07,42700,44500,42700,43000,6910,103200.0,2400000.0
2000-02-08,43200,44000,43000,43500,2530,104400.0,2400000.0
2000-02-09,43500,44600,43100,44000,3770,105600.0,2400000.0
2000-02-10,44000,44200,43500,43650,2510,104760.0,2400000.0
2000-02-11,43500,44500,43500,43700,3550,104880.0,2400000.0
2000-02-14,44000,44000,43000,43000,4340,103200.0,2400000.0
2000-02-15,43000,43500,42100,43100,2250,103440.0,2400000.0
2000-02-16,43150,43300,42100,42950,5420,103080.0,2400000.0
2000-02-17,40100,43700,40100,43700,2690,104880.0,2400000.0
2000-02-18,42900,43900,42900,43000,8060,103200.0,2400000.0
2000-02-21,43500,43500,42050,43000,4220,103200.0,2400000.0
2000-02-22,37300,43000,37300,42000,6310,100800.0,2400000.0
2000-02-23,42800,45000,41000,45000,4660,108000.0,2400000.0
2000-02-24,45000,45000,42800,44500,3510,106800.0,2400000.0
2000-02-25,44500,45500,44100,45000,2120,108000.0,2400000.0
2000-02-28,45000,51700,43000,46500,4000,111600.0,2400000.0
2000-02-29,46500,49000,45000,46000,3840,110400.0,2400000.0
2000-03-02,44000,47000,43100,47000,3550,112800.0,2400000.0
2000-03-03,50000,50000,44100,46500,2040,111600.0,2400000.0
2000-03-06,44300,47500,43000,47400,4740,113760.0,2400000.0
2000-03-07,46500,48500,44500,47900,2190,114960.0,2400000.0
2000-03-08,46500,46500,45500,45500,2660,109200.0,2400000.0
2000-03-09,45500,47800,45000,47000,9710,112800.0,2400000.0
2000-03-10,47300,50500,47000,50500,14830,121200.0,2400000.0
2000-03-13,52000,52600,48500,50500,12280,121200.0,2400000.0
2000-03-14,51400,51700,47000,48700,10140,116880.0,2400000.0
2000-03-15,47100,50000,47100,48100,6870,115440.0,2400000.0
2000-03-16,48000,50000,47000,50000,11990,120000.0,2400000.0
2000-03-17,50500,51000,48100,50000,3470,120000.0,2400000.0
2000-03-20,54800,54800,49000,51000,12230,122400.0,2400000.0
2000-03-21,51500,51500,49000,50100,4520,120240.0,2400000.0
2000-03-22,50000,50000,48000,48400,6260,116160.0,2400000.0
2000-03-23,48000,48000,46000,47000,3760,112800.0,2400000.0
2000-03-24,48000,48200,46500,48000,9450,115200.0,2400000.0
2000-03-27,48500,48500,45200,45200,1960,108480.0,2400000.0
2000-03-28,45200,46850,44700,45300,17430,108720.0,2400000.0
2000-03-29,46400,46400,44700,45750,3860,109800.0,2400000.0
2000-03-30,43500,45000,42200,45000,3040,108000.0,2400000.0
2000-03-31,45500,46800,45000,45000,4160,108000.0,2400000.0
2000-04-03,46000,46000,43500,45000,2090,108000.0,2400000.0
2000-04-04,44000,45000,42500,44100,4100,105840.0,2400000.0
2000-04-06,43100,45500,43000,45500,1030,109200.0,2400000.0
2000-04-07,43500,46500,43500,46000,1840,110400.0,2400000.0
2000-04-10,44500,46000,44500,46000,1170,110400.0,2400000.0
2000-04-11,46000,46000,44500,45000,1220,108000.0,2400000.0
2000-04-12,44500,46000,44500,46000,2370,110400.0,2400000.0
2000-04-14,46000,46000,40300,44500,2060,106800.0,2400000.0
2000-04-17,40500,42500,40300,41500,2950,99600.0,2400000.0
2000-04-18,41500,42000,41100,42000,1130,100800.0,2400000.0
2000-04-19,42000,43500,41100,43400,1940,104160.0,2400000.0
2000-04-20,42000,43200,42000,43000,1450,103200.0,2400000.0
2000-04-21,42100,44300,42000,43500,1300,104400.0,2400000.0
2000-04-24,42500,44500,42500,43000,2660,103200.0,2400000.0
2000-04-25,43500,43500,41900,42400,4550,101760.0,2400000.0
2000-04-26,44000,44000,41300,42500,2200,102000.0,2400000.0
2000-04-27,40000,41500,40000,41500,1990,99600.0,2400000.0
2000-04-28,41200,43000,41200,43000,1020,103200.0,2400000.0
2000-05-02,42900,43900,42100,43400,6050,104160.0,2400000.0
2000-05-03,42500,43700,42500,43700,1080,104880.0,2400000.0
2000-05-04,43100,43700,42600,43700,1000,104880.0,2400000.0
2000-05-08,43100,44500,43100,44500,1040,106800.0,2400000.0
2000-05-09,44500,45000,43100,45000,1510,108000.0,2400000.0
2000-05-10,45000,46800,44000,46500,2320,111600.0,2400000.0
2000-05-12,44500,45000,44000,44000,520,105600.0,2400000.0
2000-05-15,43000,45000,43000,45000,1020,108000.0,2400000.0
2000-05-16,44000,45000,43500,45000,1180,108000.0,2400000.0
2000-05-17,44500,45000,43000,43000,1880,103200.0,2400000.0
2000-05-18,42500,44000,42000,44000,1050,105600.0,2400000.0
2000-05-19,43000,45000,42100,45000,1050,108000.0,2400000.0
2000-05-22,44800,44800,43000,43000,1380,103200.0,2400000.0
2000-05-23,42500,42500,41900,42500,3500,102000.0,2400000.0
2000-05-24,42000,43400,41100,42000,1590,100800.0,2400000.0
2000-05-25,42000,42000,41900,42000,3460,100800.0,2400000.0
2000-05-26,42000,42000,40500,42000,2160,100800.0,2400000.0
2000-05-29,41600,42000,41000,42000,1120,100800.0,2400000.0
2000-05-30,42000,42000,41000,42000,1050,100800.0,2400000.0
2000-05-31,43000,43000,41000,42000,2220,100800.0,2400000.0
2000-06-01,48000,48000,41000,42000,6610,100800.0,2400000.0
2000-06-02,42000,42000,41000,41200,1680,98880.0,2400000.0
2000-06-05,42000,42800,41000,42000,4050,100800.0,2400000.0
2000-06-07,43000,43800,42100,43500,2790,104400.0,2400000.0
2000-06-08,43100,44000,43000,43100,2410,103440.0,2400000.0
2000-06-09,43200,44000,43100,44000,2780,105600.0,2400000.0
2000-06-12,45000,47000,44200,46500,11080,111600.0,2400000.0
2000-06-13,45300,46400,45000,45000,3140,108000.0,2400000.0
2000-06-14,45000,46000,44600,45900,6050,110160.0,2400000.0
2000-06-15,45900,46500,45000,45700,3810,109680.0,2400000.0
2000-06-16,45500,46450,44050,45500,2580,109200.0,2400000.0
2000-06-19,45500,45500,45000,45100,1860,108240.0,2400000.0
2000-06-20,43500,45800,43500,45500,1010,109200.0,2400000.0
2000-06-21,46000,46000,44000,44000,1050,105600.0,2400000.0
2000-06-22,45000,45000,42100,44500,800,106800.0,2400000.0
2000-06-23,44500,45300,43000,45300,880,108720.0,2400000.0
2000-06-26,45300,46500,45300,46300,5160,111120.0,2400000.0
2000-06-27,46500,46900,44000,44200,4880,106080.0,2400000.0
2000-06-28,44900,44900,43500,43900,1680,105360.0,2400000.0
2000-06-29,44000,45900,44000,45400,1030,108960.0,2400000.0
2000-06-30,44000,44750,43800,44600,1020,107040.0,2400000.0
2000-07-03,45000,46400,45000,46400,1350,111360.0,2400000.0
2000-07-04,46400,46400,44000,45700,2410,109680.0,2400000.0
2000-07-05,44000,45900,44000,45900,1830,110160.0,2400000.0
2000-07-06,47000,47000,44500,45000,5350,108000.0,2400000.0
2000-07-07,45000,45900,45000,45500,2780,109200.0,2400000.0
2000-07-10,45000,46000,44500,45750,2190,109800.0,2400000.0
2000-07-11,45750,45900,44550,44550,2580,106920.0,2400000.0
2000-07-12,44900,45700,44700,45400,1360,108960.0,2400000.0
2000-07-13,45700,45700,45000,45300,2540,108720.0,2400000.0
2000-07-14,45000,45800,42500,42500,1840,102000.0,2400000.0
2000-07-18,42500,44000,41700,42500,10480,102000.0,2400000.0
2000-07-19,43000,44000,42200,43200,1330,103680.0,2400000.0
2000-07-20,43500,43500,42000,43000,1520,103200.0,2400000.0
2000-07-21,42100,43700,41200,42200,1840,101280.0,2400000.0
2000-07-24,42100,42100,41000,41400,3540,99360.0,2400000.0
2000-07-25,41400,41500,40300,41500,2040,99600.0,2400000.0
2000-07-26,41500,41900,40800,41800,2060,100320.0,2400000.0
2000-07-27,40800,41900,40100,41800,1340,100320.0,2400000.0
2000-07-28,41800,45300,41800,41800,1030,100320.0,2400000.0
2000-07-31,41800,41800,40700,41000,1410,98400.0,2400000.0
2000-08-01,42500,42500,41000,41500,1060,99600.0,2400000.0
2000-08-02,41500,41800,41000,41800,1110,100320.0,2400000.0
2000-08-03,42500,42500,42000,42000,1000,100800.0,2400000.0
2000-08-04,42000,42000,41500,42000,1020,100800.0,2400000.0
2000-08-07,41800,41800,40200,41400,1290,99360.0,2400000.0
2000-08-08,40500,42500,40500,42400,1050,101760.0,2400000.0
2000-08-09,42900,42900,41100,42500,1060,102000.0,2400000.0
2000-08-10,42500,42900,42500,42900,1010,102960.0,2400000.0
2000-08-11,43000,43000,42000,43000,1040,103200.0,2400000.0
2000-08-14,43000,44000,42200,43800,680,105120.0,2400000.0
2000-08-16,44300,44850,44000,44850,1090,107640.0,2400000.0
2000-08-17,44600,45000,44200,45000,1090,108000.0,2400000.0
2000-08-18,44000,44500,44000,44300,1030,106320.0,2400000.0
2000-08-21,43100,44500,43000,43000,1430,103200.0,2400000.0
2000-08-22,43500,44500,43500,44500,1050,106800.0,2400000.0
2000-08-23,43100,44450,43100,44400,1110,106560.0,2400000.0
2000-08-24,44000,44500,43500,44000,1000,105600.0,2400000.0
2000-08-25,44000,44000,43900,43900,600,105360.0,2400000.0
2000-08-28,44000,44000,43500,44000,1070,105600.0,2400000.0
2000-08-29,44000,44500,43500,44500,1170,106800.0,2400000.0
2000-08-30,44000,44500,42500,44400,1280,106560.0,2400000.0
2000-08-31,42500,43500,42500,43500,1080,104400.0,2400000.0
2000-09-01,43000,44600,43000,44600,1110,107040.0,2400000.0
2000-09-04,44400,44800,44400,44700,1260,107280.0,2400000.0
2000-09-05,44300,44750,44000,44750,1050,107400.0,2400000.0
2000-09-06,44000,44700,44000,44600,1100,107040.0,2400000.0
2000-09-07,43100,44000,43100,44000,1110,105600.0,2400000.0
2000-09-08,44000,44500,44000,44500,1050,106800.0,2400000.0
2000-09-14,44850,44850,43500,44000,1180,105600.0,2400000.0
2000-09-15,43000,43500,43000,43300,1040,103920.0,2400000.0
2000-09-18,40100,41900,40000,41600,1240,99840.0,2400000.0
2000-09-19,40100,44000,40100,43900,1070,105360.0,2400000.0
