케이티앤지(033780),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-10-22,70800,71000,69200,69500,909689,9646079.0,138792497.0
2009-10-23,69500,70300,68800,70300,508903,9757113.0,138792497.0
2009-10-26,70300,71500,69900,70700,374425,9812630.0,138792497.0
2009-10-27,71000,71100,70100,70300,313238,9757113.0,138792497.0
2009-10-28,70000,71500,70000,70700,472357,9812630.0,138792497.0
2009-10-29,70700,70700,69700,69900,434310,9701596.0,138792497.0
2009-10-30,70000,70100,68600,69100,613210,9590562.0,138792497.0
2009-11-02,68900,69500,68500,68900,307004,9562803.0,138792497.0
2009-11-03,68900,69400,68500,68900,256699,9562803.0,138792497.0
2009-11-04,68900,69400,68600,69000,305708,9576682.0,138792497.0
2009-11-05,69000,69100,68200,68800,384244,9548924.0,138792497.0
2009-11-06,68600,69200,68100,68600,267007,9521165.0,138792497.0
2009-11-09,68900,69100,68000,68000,260641,9437890.0,138792497.0
2009-11-10,68100,68500,67600,67800,322770,9410131.0,138792497.0
2009-11-11,68300,68700,68100,68700,334931,9535045.0,138792497.0
2009-11-12,68300,68900,67500,67500,476694,9368494.0,138792497.0
2009-11-13,67500,68100,66900,67200,388258,9326856.0,138792497.0
2009-11-16,67000,67200,66500,66900,576538,9285218.0,138792497.0
2009-11-17,66700,67400,66400,66400,473505,9215822.0,138792497.0
2009-11-18,66700,67600,66700,66800,572158,9271339.0,138792497.0
2009-11-19,67100,67300,66500,66800,583706,9271339.0,138792497.0
2009-11-20,67200,67400,66800,67000,366716,9299097.0,138792497.0
2009-11-23,67600,67600,66400,66800,521924,9271339.0,138792497.0
2009-11-24,66800,67200,66400,66600,374937,9243580.0,138792497.0
2009-11-25,66600,66800,66400,66600,458682,9243580.0,138792497.0
2009-11-26,67000,68400,67000,67700,596452,9396252.0,138792497.0
2009-11-27,67400,68100,66400,66700,620371,9257460.0,138792497.0
2009-11-30,67300,68200,66900,67400,555140,9354614.0,138792497.0
2009-12-01,67300,68400,66800,68000,485734,9437890.0,138792497.0
2009-12-02,68900,68900,68000,68400,436279,9493407.0,138792497.0
2009-12-03,68000,68100,67300,67400,555701,9354614.0,138792497.0
2009-12-04,67200,68900,67200,68900,467762,9459453.0,137292497.0
2009-12-07,68600,69000,68100,68300,266889,9377078.0,137292497.0
2009-12-08,68700,68700,67800,68400,222016,9390807.0,137292497.0
2009-12-09,69000,69100,68400,68900,427844,9459453.0,137292497.0
2009-12-10,69000,69700,67700,69700,789157,9569287.0,137292497.0
2009-12-11,69900,69900,67700,67900,860494,9322161.0,137292497.0
2009-12-14,68200,68200,67400,67700,426281,9294702.0,137292497.0
2009-12-15,67600,67900,67100,67200,480305,9226056.0,137292497.0
2009-12-16,67100,67500,66800,66900,620632,9184868.0,137292497.0
2009-12-17,66700,67200,66500,66600,429841,9143680.0,137292497.0
2009-12-18,66500,67100,66500,67000,319109,9198597.0,137292497.0
2009-12-21,66700,66900,66300,66500,376005,9129951.0,137292497.0
2009-12-22,66600,67000,66500,66600,309571,9143680.0,137292497.0
2009-12-23,66900,67000,66600,66800,233077,9171139.0,137292497.0
2009-12-24,66900,67900,66800,67300,660222,9239785.0,137292497.0
2009-12-28,67500,67900,67000,67500,613335,9267244.0,137292497.0
2009-12-29,65500,65600,65100,65100,673524,8937742.0,137292497.0
2009-12-30,64900,64900,64100,64400,569028,8841637.0,137292497.0
2010-01-04,65100,65100,64500,64700,279064,8882825.0,137292497.0
2010-01-05,65000,65100,63500,64000,874918,8786720.0,137292497.0
2010-01-06,64100,64200,63000,63100,810151,8663157.0,137292497.0
2010-01-07,63000,63100,62100,62600,805408,8594510.0,137292497.0
2010-01-08,62600,63300,62000,62300,573364,8553323.0,137292497.0
2010-01-11,62300,63600,62300,62300,779080,8553323.0,137292497.0
2010-01-12,62400,63000,62300,62500,733236,8580781.0,137292497.0
2010-01-13,62900,63700,62600,62600,674351,8594510.0,137292497.0
2010-01-14,62700,63500,62400,62400,511403,8567052.0,137292497.0
2010-01-15,62800,63600,62600,62900,645435,8635698.0,137292497.0
2010-01-18,63800,65400,63000,64800,1359847,8896554.0,137292497.0
2010-01-19,64800,66900,64800,66400,1506901,9116222.0,137292497.0
2010-01-20,66400,68300,65600,68100,1665417,9349619.0,137292497.0
2010-01-21,67500,68000,64800,65500,793443,8992659.0,137292497.0
2010-01-22,64800,65500,62700,63300,778155,8690615.0,137292497.0
2010-01-25,62700,63200,62400,63000,307318,8649427.0,137292497.0
2010-01-26,63400,65200,63000,64300,830099,8827908.0,137292497.0
2010-01-27,65900,67900,65500,67200,1495138,9226056.0,137292497.0
2010-01-28,67700,68300,66500,67400,931419,9253514.0,137292497.0
2010-01-29,67700,68300,66900,67700,772074,9294702.0,137292497.0
2010-02-01,68200,70500,68100,69600,1462529,9555558.0,137292497.0
2010-02-02,69700,70000,68300,69600,686136,9555558.0,137292497.0
2010-02-03,69500,70100,68700,69800,541933,9583016.0,137292497.0
2010-02-04,69700,69800,67100,68300,682255,9377078.0,137292497.0
2010-02-05,68200,69100,66300,67200,425144,9226056.0,137292497.0
2010-02-08,67200,68200,66800,68100,450840,9349619.0,137292497.0
2010-02-09,68300,68300,67000,67600,384156,9280973.0,137292497.0
2010-02-10,67800,67800,66200,67100,497055,9212327.0,137292497.0
2010-02-11,66500,67700,66300,66900,361642,9184868.0,137292497.0
2010-02-12,66600,67500,65800,66800,460428,9171139.0,137292497.0
2010-02-16,67300,67800,66300,66600,258754,9143680.0,137292497.0
2010-02-17,67100,67300,65800,66500,462630,9129951.0,137292497.0
2010-02-18,66200,66300,65000,66000,463966,9061305.0,137292497.0
2010-02-19,66000,66100,65200,65700,425276,9020117.0,137292497.0
2010-02-22,65500,66100,64300,64600,825733,8869095.0,137292497.0
2010-02-23,64500,64800,64000,64800,435573,8896554.0,137292497.0
2010-02-24,64200,64500,63700,63800,485354,8759261.0,137292497.0
2010-02-25,63600,64000,62900,63200,534991,8676886.0,137292497.0
2010-02-26,63700,65100,63500,64200,665182,8814178.0,137292497.0
2010-03-02,66000,66000,64400,64400,507376,8841637.0,137292497.0
2010-03-03,64800,65100,63900,64300,319103,8827908.0,137292497.0
2010-03-04,64100,65200,64000,64500,360919,8855366.0,137292497.0
2010-03-05,64200,64800,63600,63900,556422,8772991.0,137292497.0
2010-03-08,64000,64500,63700,63900,648296,8772991.0,137292497.0
2010-03-09,64200,64800,63600,64400,432987,8841637.0,137292497.0
2010-03-10,64600,64600,63900,64200,385160,8814178.0,137292497.0
2010-03-11,64200,64400,63600,64100,521071,8800449.0,137292497.0
2010-03-12,64200,64400,64000,64200,209475,8814178.0,137292497.0
2010-03-15,64300,64700,64200,64200,203591,8814178.0,137292497.0
2010-03-16,64200,64400,63900,64200,272021,8814178.0,137292497.0
2010-03-17,64400,64800,63800,64400,511610,8841637.0,137292497.0
2010-03-18,64100,64400,63200,63300,629098,8690615.0,137292497.0
2010-03-19,63500,63800,63300,63800,592652,8759261.0,137292497.0
2010-03-22,63500,63600,62300,62600,840732,8594510.0,137292497.0
2010-03-23,62800,63100,62100,62700,689511,8608240.0,137292497.0
2010-03-24,62600,62900,62100,62100,524793,8525864.0,137292497.0
2010-03-25,62200,63100,62100,62700,1211048,8608240.0,137292497.0
2010-03-26,62900,62900,62300,62900,446506,8635698.0,137292497.0
2010-03-29,62400,62600,62100,62300,617551,8553323.0,137292497.0
2010-03-30,62400,63100,62200,62900,624580,8635698.0,137292497.0
2010-03-31,63000,63200,62400,62600,403630,8594510.0,137292497.0
2010-04-01,62500,62800,62300,62700,420973,8608240.0,137292497.0
2010-04-02,62700,62700,61200,61200,855401,8402301.0,137292497.0
2010-04-05,61000,61700,59600,59900,896363,8223821.0,137292497.0
2010-04-06,60000,60600,59300,60500,611559,8306196.0,137292497.0
2010-04-07,60700,62400,60700,62400,1083934,8567052.0,137292497.0
2010-04-08,62100,62500,62000,62300,450948,8553323.0,137292497.0
2010-04-09,62000,62500,61600,62300,701811,8553323.0,137292497.0
2010-04-12,62600,62600,61300,61700,1087754,8470947.0,137292497.0
2010-04-13,61900,61900,59800,60400,1307076,8292467.0,137292497.0
2010-04-14,60200,60900,59900,60500,687523,8306196.0,137292497.0
2010-04-15,60400,60400,59400,59800,930478,8210091.0,137292497.0
2010-04-16,59500,59600,58000,58500,1077671,8031611.0,137292497.0
2010-04-19,58700,59000,57800,58000,811806,7962965.0,137292497.0
2010-04-20,58600,60200,58400,59800,893717,8210091.0,137292497.0
2010-04-21,60100,61100,59300,59500,779898,8168904.0,137292497.0
2010-04-22,59400,59900,59100,59500,412109,8168904.0,137292497.0
2010-04-23,59400,59500,58000,58000,826713,7962965.0,137292497.0
2010-04-26,58400,59000,58300,58500,493873,8031611.0,137292497.0
2010-04-27,58100,58700,57800,57900,646145,7949236.0,137292497.0
2010-04-28,57500,57800,56700,56900,664755,7811943.0,137292497.0
2010-04-29,57200,57200,55900,56100,627591,7702109.0,137292497.0
2010-04-30,56100,56500,55700,56000,741778,7688380.0,137292497.0
2010-05-03,56300,57000,56000,56000,404585,7688380.0,137292497.0
2010-05-04,56200,57200,56100,56400,473997,7743297.0,137292497.0
2010-05-06,56000,56900,55900,56700,640192,7784485.0,137292497.0
2010-05-07,56200,56500,55600,56200,794383,7715838.0,137292497.0
2010-05-10,56200,56900,55900,56600,823988,7770755.0,137292497.0
2010-05-11,57100,57700,56600,57400,395286,7880589.0,137292497.0
2010-05-12,58900,59200,58300,59000,783685,8100257.0,137292497.0
2010-05-13,59300,59500,58500,58900,337365,8086528.0,137292497.0
2010-05-14,58900,58900,57700,58400,345718,8017882.0,137292497.0
2010-05-17,58700,58800,57300,58400,579177,8017882.0,137292497.0
2010-05-18,58100,60000,58100,59700,672166,8196362.0,137292497.0
2010-05-19,60300,60300,58700,59600,407975,8182633.0,137292497.0
2010-05-20,59000,59700,58900,59100,323882,8113987.0,137292497.0
2010-05-24,58800,58800,57200,57400,644874,7880589.0,137292497.0
2010-05-25,57000,58100,56400,56500,709147,7757026.0,137292497.0
2010-05-26,56400,57300,56100,56100,412806,7702109.0,137292497.0
2010-05-27,56500,57800,56100,57200,501514,7853131.0,137292497.0
2010-05-28,58100,58700,57400,58000,369143,7962965.0,137292497.0
2010-05-31,59000,60300,58600,60100,577993,8251279.0,137292497.0
2010-06-01,60100,62600,59900,62500,1482537,8580781.0,137292497.0
2010-06-03,62500,63100,61500,62200,517692,8539593.0,137292497.0
2010-06-04,62600,62900,61800,62800,372093,8621969.0,137292497.0
2010-06-07,62300,62800,61500,61900,385935,8498406.0,137292497.0
2010-06-08,62200,62300,60900,61500,405178,8443489.0,137292497.0
2010-06-09,61000,61800,60300,61600,314936,8457218.0,137292497.0
2010-06-10,61700,62200,60400,61000,413856,8374842.0,137292497.0
2010-06-11,62000,62200,61400,62000,458316,8512135.0,137292497.0
2010-06-14,62200,62300,61900,62000,270727,8512135.0,137292497.0
2010-06-15,61500,62100,60800,62000,309270,8512135.0,137292497.0
2010-06-16,62000,62800,62000,62300,335578,8553323.0,137292497.0
2010-06-17,62600,63500,62300,63300,479962,8690615.0,137292497.0
2010-06-18,62500,63500,62500,63300,331878,8690615.0,137292497.0
2010-06-21,63000,63900,62300,62700,464613,8608240.0,137292497.0
2010-06-22,62200,62400,60700,61000,418902,8374842.0,137292497.0
2010-06-23,60900,61000,59900,60300,514058,8278738.0,137292497.0
2010-06-24,60600,60600,59200,59400,528788,8155174.0,137292497.0
2010-06-25,59200,60300,59200,59700,620610,8196362.0,137292497.0
2010-06-28,59600,59900,59400,59600,172014,8182633.0,137292497.0
2010-06-29,60000,60600,59600,59800,305166,8210091.0,137292497.0
2010-06-30,59800,60400,59700,60200,343785,8265008.0,137292497.0
2010-07-01,60800,60900,59300,60000,308029,8237550.0,137292497.0
2010-07-02,60700,61200,59600,61100,362599,8388572.0,137292497.0
2010-07-05,61500,62000,60900,61600,367320,8457218.0,137292497.0
2010-07-06,61000,61800,60300,61300,517723,8416030.0,137292497.0
2010-07-07,61000,61000,59300,60000,573675,8237550.0,137292497.0
2010-07-08,59600,60100,58900,59700,609114,8196362.0,137292497.0
2010-07-09,59300,59400,58100,58600,589037,8045340.0,137292497.0
2010-07-12,58400,58900,58200,58600,270834,8045340.0,137292497.0
2010-07-13,58800,59400,58700,59200,336476,8127716.0,137292497.0
2010-07-14,59200,60500,59100,59900,402953,8223821.0,137292497.0
2010-07-15,59600,60400,59400,60300,240869,8278738.0,137292497.0
2010-07-16,60000,60500,59600,60500,399094,8306196.0,137292497.0
2010-07-19,60000,60100,58900,59200,331691,8127716.0,137292497.0
2010-07-20,58900,59300,58200,59100,504598,8113987.0,137292497.0
2010-07-21,59000,60300,58800,59900,301868,8223821.0,137292497.0
2010-07-22,59000,59400,58300,58600,634056,8045340.0,137292497.0
2010-07-23,60500,60500,59000,59300,663390,8141445.0,137292497.0
2010-07-26,59100,59700,59000,59400,276507,8155174.0,137292497.0
2010-07-27,59700,59700,58900,59500,213850,8168904.0,137292497.0
2010-07-28,59000,59500,58700,59000,376896,8100257.0,137292497.0
2010-07-29,58900,59300,58500,59200,375002,8127716.0,137292497.0
2010-07-30,58900,59800,58800,59400,446920,8155174.0,137292497.0
2010-08-02,59400,59900,58600,59000,314214,8100257.0,137292497.0
2010-08-03,58700,59000,58700,58900,418282,8086528.0,137292497.0
2010-08-04,59200,59600,58900,59100,270537,8113987.0,137292497.0
2010-08-05,59100,59800,59100,59800,298333,8210091.0,137292497.0
2010-08-06,59500,62100,59500,61800,800456,8484676.0,137292497.0
2010-08-09,62000,62100,61200,61600,195881,8457218.0,137292497.0
2010-08-10,61300,61700,60900,61400,184987,8429759.0,137292497.0
2010-08-11,61200,61500,60400,60500,251958,8306196.0,137292497.0
2010-08-12,60300,61300,60300,60400,273931,8292467.0,137292497.0
2010-08-13,60600,61800,60200,61600,365726,8457218.0,137292497.0
2010-08-16,61100,61400,60500,60500,184467,8306196.0,137292497.0
2010-08-17,60900,61700,60500,61100,255198,8388572.0,137292497.0
2010-08-18,61000,61900,60600,61800,301425,8484676.0,137292497.0
2010-08-19,61800,62500,61500,62300,281254,8553323.0,137292497.0
2010-08-20,61600,62500,61600,62300,218191,8553323.0,137292497.0
2010-08-23,61900,62100,60600,61000,253289,8374842.0,137292497.0
2010-08-24,61000,61000,60500,60800,147342,8347384.0,137292497.0
2010-08-25,60500,61200,60500,60600,146952,8319925.0,137292497.0
2010-08-26,61300,61800,60900,61600,307852,8457218.0,137292497.0
2010-08-27,61500,61600,61000,61600,240624,8457218.0,137292497.0
2010-08-30,61300,61500,60800,61400,258866,8429759.0,137292497.0
2010-08-31,60700,61000,60500,61000,225865,8374842.0,137292497.0
2010-09-01,60700,62000,60600,61800,407957,8484676.0,137292497.0
2010-09-02,62000,62100,61000,61800,214223,8484676.0,137292497.0
2010-09-03,61500,62000,61500,61900,163262,8498406.0,137292497.0
2010-09-06,62000,62600,61800,62200,271117,8539593.0,137292497.0
2010-09-07,62000,62500,62000,62200,310772,8539593.0,137292497.0
2010-09-08,62500,62500,60800,61000,161519,8374842.0,137292497.0
2010-09-09,61100,62400,61100,62400,469385,8567052.0,137292497.0
2010-09-10,62300,63200,61900,63100,452587,8663157.0,137292497.0
2010-09-13,63000,63600,62700,62700,293489,8608240.0,137292497.0
2010-09-14,62700,64000,62700,63800,474457,8759261.0,137292497.0
2010-09-15,64200,65000,64000,64300,486872,8827908.0,137292497.0
2010-09-16,64400,65600,64400,65600,609788,9006388.0,137292497.0
2010-09-17,65600,66700,65000,66100,520991,9075034.0,137292497.0
2010-09-20,65300,66500,64700,65500,366438,8992659.0,137292497.0
2010-09-24,66300,67200,65500,66900,527006,9184868.0,137292497.0
2010-09-27,67000,67700,66700,67300,244636,9239785.0,137292497.0
2010-09-28,67700,67900,67200,67500,363469,9267244.0,137292497.0
2010-09-29,68000,69600,67900,69000,578759,9473182.0,137292497.0
2010-09-30,69000,70000,66900,68000,539368,9335890.0,137292497.0
2010-10-01,68000,68500,67200,67700,209496,9294702.0,137292497.0
2010-10-04,67700,67800,65800,66800,328148,9171139.0,137292497.0
2010-10-05,67600,68300,67100,68100,313024,9349619.0,137292497.0
2010-10-06,68600,69800,67900,68900,543363,9459453.0,137292497.0
2010-10-07,68200,69600,67700,69300,272914,9514370.0,137292497.0
2010-10-08,70000,70000,69300,69700,361907,9569287.0,137292497.0
2010-10-11,69700,70000,69000,70000,299695,9610475.0,137292497.0
2010-10-12,70300,71100,70200,70300,349885,9651663.0,137292497.0
2010-10-13,71500,71800,70300,70900,534108,9734038.0,137292497.0
2010-10-14,70800,71500,68700,69100,507014,9486912.0,137292497.0
2010-10-15,69300,70000,69300,69700,225220,9569287.0,137292497.0
2010-10-18,69700,70000,67800,68000,212834,9335890.0,137292497.0
2010-10-19,67100,67400,65800,66600,562770,9143680.0,137292497.0
2010-10-20,66600,67700,65000,66400,233836,9116222.0,137292497.0
2010-10-21,67200,67200,65100,66000,361658,9061305.0,137292497.0
2010-10-22,66500,66800,65700,66600,191878,9143680.0,137292497.0
2010-10-25,66200,67600,66100,66800,146014,9171139.0,137292497.0
2010-10-26,67800,67800,66400,67100,180625,9212327.0,137292497.0
2010-10-27,67700,68600,67300,68200,388549,9363348.0,137292497.0
2010-10-28,68000,69700,67600,69600,618242,9555558.0,137292497.0
2010-10-29,70000,70200,68200,69100,505972,9486912.0,137292497.0
2010-11-01,69700,69700,68700,69200,287379,9500641.0,137292497.0
2010-11-02,69000,69700,68800,69500,319906,9541829.0,137292497.0
2010-11-03,69500,70200,69500,69600,304483,9555558.0,137292497.0
2010-11-04,69500,69900,68200,68800,265267,9445724.0,137292497.0
2010-11-05,68100,68900,67200,68000,474676,9335890.0,137292497.0
2010-11-08,67500,68000,66900,67800,440573,9308431.0,137292497.0
2010-11-09,68000,68900,67300,68800,377458,9445724.0,137292497.0
2010-11-10,68300,68600,66600,67400,506244,9253514.0,137292497.0
2010-11-11,66000,66400,62800,62800,1568366,8621969.0,137292497.0
2010-11-12,63800,64500,63300,63800,1015302,8759261.0,137292497.0
2010-11-15,63800,64000,63500,63600,315141,8731803.0,137292497.0
2010-11-16,62900,63400,62600,63000,445684,8649427.0,137292497.0
2010-11-17,62500,63100,62300,63000,224143,8649427.0,137292497.0
2010-11-18,62800,63700,62300,63200,326861,8676886.0,137292497.0
2010-11-19,64500,64900,62500,63100,551455,8663157.0,137292497.0
2010-11-22,63400,64200,62800,64100,333354,8800449.0,137292497.0
2010-11-23,63500,63600,62500,62800,475775,8621969.0,137292497.0
2010-11-24,60800,61900,60700,61500,1119452,8443489.0,137292497.0
2010-11-25,61400,62300,60600,62200,436217,8539593.0,137292497.0
2010-11-26,62500,63500,62200,62700,340087,8608240.0,137292497.0
2010-11-29,62800,63800,62700,63200,298271,8676886.0,137292497.0
2010-11-30,63300,63400,62200,62700,365844,8608240.0,137292497.0
2010-12-01,63500,65000,62900,64400,444219,8841637.0,137292497.0
2010-12-02,65300,65400,64300,65400,435281,8978929.0,137292497.0
2010-12-03,65500,65900,65100,65800,221696,9033846.0,137292497.0
2010-12-06,65900,66000,63800,64400,430882,8841637.0,137292497.0
2010-12-07,64000,64600,64000,64300,213791,8827908.0,137292497.0
2010-12-08,64300,64800,63400,63900,267721,8772991.0,137292497.0
2010-12-09,64800,66600,64700,66600,673007,9143680.0,137292497.0
2010-12-10,66900,67400,66100,66400,327344,9116222.0,137292497.0
2010-12-13,66600,67100,66300,67000,170738,9198597.0,137292497.0
2010-12-14,67700,67700,66600,67200,212505,9226056.0,137292497.0
2010-12-15,67700,68400,67000,67300,476668,9239785.0,137292497.0
2010-12-16,67700,68100,67600,67900,456594,9322161.0,137292497.0
2010-12-17,67900,68300,67100,68000,250991,9335890.0,137292497.0
2010-12-20,67200,68000,66400,67900,273956,9322161.0,137292497.0
2010-12-21,67400,67900,66800,67900,251420,9322161.0,137292497.0
2010-12-22,67900,67900,67300,67900,226753,9322161.0,137292497.0
2010-12-23,67400,68000,67400,68000,170646,9335890.0,137292497.0
2010-12-24,67700,67900,67600,67800,115298,9308431.0,137292497.0
2010-12-27,67800,69000,67800,68300,365792,9377078.0,137292497.0
2010-12-28,68400,69100,68400,68600,454445,9418265.0,137292497.0
2010-12-29,65700,66000,64700,65200,467232,8951471.0,137292497.0
2010-12-30,65200,65700,64300,64700,365479,8882825.0,137292497.0
2011-01-03,64800,65700,64400,65700,201986,9020117.0,137292497.0
2011-01-04,65700,65900,65100,65600,309628,9006388.0,137292497.0
2011-01-05,65500,65800,64800,65300,252185,8965200.0,137292497.0
2011-01-06,64600,65500,64600,65300,313988,8965200.0,137292497.0
2011-01-07,65300,65400,64800,65200,284504,8951471.0,137292497.0
2011-01-10,64700,64900,63600,64100,357965,8800449.0,137292497.0
2011-01-11,64700,64700,62900,63600,402717,8731803.0,137292497.0
2011-01-12,63300,64600,63000,64600,828296,8869095.0,137292497.0
2011-01-13,65400,65600,64100,64600,586448,8869095.0,137292497.0
2011-01-14,65000,65400,63900,65100,333761,8937742.0,137292497.0
2011-01-17,65500,65900,63500,63500,348500,8718074.0,137292497.0
2011-01-18,63000,63400,61900,62300,486045,8553323.0,137292497.0
2011-01-19,62000,62600,61700,62200,358917,8539593.0,137292497.0
2011-01-20,62600,62900,61500,62200,684023,8539593.0,137292497.0
2011-01-21,61600,62100,60900,62100,394431,8525864.0,137292497.0
2011-01-24,61300,62300,60800,60800,397358,8347384.0,137292497.0
2011-01-25,61100,62600,60900,62100,404041,8525864.0,137292497.0
2011-01-26,61800,61800,60900,60900,430052,8361113.0,137292497.0
2011-01-27,61000,61500,60300,60500,398473,8306196.0,137292497.0
2011-01-28,60500,60600,59500,59900,307622,8223821.0,137292497.0
2011-01-31,59300,59500,58800,59100,276939,8113987.0,137292497.0
2011-02-01,62000,62000,59500,59800,351322,8210091.0,137292497.0
2011-02-07,60000,60700,59500,59800,359014,8210091.0,137292497.0
2011-02-08,59600,60100,58700,58700,385008,8059070.0,137292497.0
2011-02-09,58200,58700,57200,58000,470006,7962965.0,137292497.0
2011-02-10,57300,57600,57000,57000,468793,7825672.0,137292497.0
2011-02-11,57500,57800,56100,56800,430809,7798214.0,137292497.0
2011-02-14,56800,57000,55800,56800,335037,7798214.0,137292497.0
2011-02-15,56500,57400,56200,57300,392762,7866860.0,137292497.0
2011-02-16,57000,57700,56500,56600,444010,7770755.0,137292497.0
2011-02-17,56400,57700,56400,57100,484561,7839402.0,137292497.0
2011-02-18,58200,58200,57500,57600,245057,7908048.0,137292497.0
2011-02-21,57400,57700,56900,57100,458217,7839402.0,137292497.0
2011-02-22,57400,57800,57100,57400,395152,7880589.0,137292497.0
2011-02-23,58000,58200,57000,57100,368509,7839402.0,137292497.0
2011-02-24,57600,60500,57400,58500,668814,8031611.0,137292497.0
2011-02-25,58600,59900,58500,59400,402370,8155174.0,137292497.0
2011-02-28,59500,59700,57300,57300,405748,7866860.0,137292497.0
2011-03-02,58100,58700,57400,58200,377753,7990423.0,137292497.0
2011-03-03,58200,59400,57700,59000,240926,8100257.0,137292497.0
2011-03-04,61000,61200,59900,60700,451375,8333655.0,137292497.0
2011-03-07,61200,61400,59000,60000,320346,8237550.0,137292497.0
2011-03-08,59100,59700,58200,58600,412425,8045340.0,137292497.0
2011-03-09,58100,59800,57100,58500,497461,8031611.0,137292497.0
2011-03-10,58200,58400,57200,57300,529663,7866860.0,137292497.0
2011-03-11,57000,57300,56200,56800,379999,7798214.0,137292497.0
2011-03-14,56500,57800,56200,57500,379833,7894319.0,137292497.0
2011-03-15,57000,58000,56200,56200,581329,7715838.0,137292497.0
2011-03-16,55100,56700,55100,55600,613685,7633463.0,137292497.0
2011-03-17,54200,55500,54200,54900,513952,7537358.0,137292497.0
2011-03-18,54700,55400,54200,54400,633164,7468712.0,137292497.0
2011-03-21,54200,54700,54100,54400,545736,7468712.0,137292497.0
2011-03-22,54500,54900,54300,54600,416845,7496170.0,137292497.0
2011-03-23,54300,55000,54300,55000,504620,7551087.0,137292497.0
2011-03-24,55500,56100,54900,55800,426175,7660921.0,137292497.0
2011-03-25,55700,56500,55600,56100,324171,7702109.0,137292497.0
2011-03-28,57000,57200,55100,55500,315366,7619734.0,137292497.0
2011-03-29,55800,55800,55100,55500,287556,7619734.0,137292497.0
2011-03-30,56000,56500,55000,56300,777111,7729568.0,137292497.0
2011-03-31,56700,57100,55700,57100,390382,7839402.0,137292497.0
2011-04-01,56600,58000,56600,57900,353937,7949236.0,137292497.0
2011-04-04,57400,58500,56900,58100,340211,7976694.0,137292497.0
2011-04-05,57500,58400,57500,58400,280129,8017882.0,137292497.0
2011-04-06,58000,58100,56600,57100,448525,7839402.0,137292497.0
2011-04-07,57400,57400,56300,57000,314484,7825672.0,137292497.0
2011-04-08,56500,56800,55700,56000,464243,7688380.0,137292497.0
2011-04-11,55600,56000,55100,55400,461846,7606004.0,137292497.0
2011-04-12,55500,55600,54200,55000,926474,7551087.0,137292497.0
2011-04-13,55000,55000,54200,54400,419752,7468712.0,137292497.0
2011-04-14,55000,55400,54500,55000,666771,7551087.0,137292497.0
2011-04-15,55000,55000,53400,54000,947561,7413795.0,137292497.0
2011-04-18,54300,54700,53800,54300,517138,7454983.0,137292497.0
2011-04-19,54700,54700,53800,54200,513015,7441253.0,137292497.0
2011-04-20,54200,57600,54100,56700,1170845,7784485.0,137292497.0
2011-04-21,56500,57400,56000,57200,709459,7853131.0,137292497.0
2011-04-22,57400,58000,56800,57600,388244,7908048.0,137292497.0
2011-04-25,57600,58300,57200,58200,375835,7990423.0,137292497.0
2011-04-26,58000,59300,57700,58800,684984,8072799.0,137292497.0
2011-04-27,59500,63800,59100,62900,1797681,8635698.0,137292497.0
2011-04-28,62000,63800,61300,62900,833924,8635698.0,137292497.0
2011-04-29,62200,63800,62100,63400,509279,8704344.0,137292497.0
2011-05-02,64000,67500,63800,66200,960466,9088763.0,137292497.0
2011-05-03,67000,67000,64400,65700,350418,9020117.0,137292497.0
2011-05-04,64800,66000,64400,65300,538398,8965200.0,137292497.0
2011-05-06,64000,65600,63900,65100,611190,8937742.0,137292497.0
2011-05-09,65000,66100,63600,64700,699591,8882825.0,137292497.0
2011-05-11,64700,65300,63600,65100,378017,8937742.0,137292497.0
2011-05-12,64300,65100,63500,64400,596553,8841637.0,137292497.0
2011-05-13,64900,64900,62500,62900,554474,8635698.0,137292497.0
2011-05-16,61900,64100,61200,62900,550018,8635698.0,137292497.0
2011-05-17,62600,63300,61900,62600,250235,8594510.0,137292497.0
2011-05-18,63000,64000,62800,63500,404878,8718074.0,137292497.0
2011-05-19,63100,64100,62500,62900,567576,8635698.0,137292497.0
2011-05-20,62000,65100,62000,63300,614118,8690615.0,137292497.0
2011-05-23,63900,64200,62000,62600,280551,8594510.0,137292497.0
2011-05-24,63800,65100,63300,64000,517192,8786720.0,137292497.0
2011-05-25,65400,65400,64200,64600,595922,8869095.0,137292497.0
2011-05-26,65000,66300,64600,65300,644316,8965200.0,137292497.0
2011-05-27,66000,66700,64600,64900,499975,8910283.0,137292497.0
2011-05-30,65000,65100,63000,63500,499420,8718074.0,137292497.0
2011-05-31,63500,64500,62100,63300,364475,8690615.0,137292497.0
2011-06-01,63700,66000,62600,65700,425805,9020117.0,137292497.0
2011-06-02,66200,66200,64200,65300,541795,8965200.0,137292497.0
2011-06-03,64600,66100,64200,65800,323947,9033846.0,137292497.0
2011-06-07,66400,66500,65000,66000,441127,9061305.0,137292497.0
2011-06-08,65000,67000,63800,65500,942727,8992659.0,137292497.0
2011-06-09,66700,66700,64100,64500,456656,8855366.0,137292497.0
2011-06-10,65100,65200,63300,64000,247626,8786720.0,137292497.0
2011-06-13,64800,65400,63800,64500,360078,8855366.0,137292497.0
2011-06-14,64800,64800,63200,64400,428845,8841637.0,137292497.0
