국도화학(007690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-07-12,25600,26900,25200,25600,190600,148752.0,5810616.0
1999-07-13,25200,26500,25000,25000,157730,145265.0,5810616.0
1999-07-14,25500,26000,24000,25000,178170,145265.0,5810616.0
1999-07-15,25600,25800,24900,25000,121490,145265.0,5810616.0
1999-07-16,25200,26800,24500,26500,167160,153981.0,5810616.0
1999-07-19,27000,29700,27000,29500,182580,171413.0,5810616.0
1999-07-20,29800,33800,29100,33650,285840,195527.0,5810616.0
1999-07-21,33500,34800,32700,33100,189730,192331.0,5810616.0
1999-07-22,32900,34150,32000,33000,139840,191750.0,5810616.0
1999-07-23,34000,34000,32000,32900,159430,191169.0,5810616.0
1999-07-26,31500,33000,28000,29500,154210,171413.0,5810616.0
1999-07-27,28500,31600,28500,31000,102100,180129.0,5810616.0
1999-07-28,30900,32900,30600,32200,119140,187102.0,5810616.0
1999-07-29,32000,33000,31500,31500,70710,183034.0,5810616.0
1999-07-30,31600,31900,29000,29000,85940,168508.0,5810616.0
1999-08-02,27000,29900,27000,28900,152740,167927.0,5810616.0
1999-08-03,28500,31900,28500,31400,143940,182453.0,5810616.0
1999-08-04,31400,32900,29200,31400,182030,182453.0,5810616.0
1999-08-05,31400,32800,30400,30400,154160,176643.0,5810616.0
1999-08-06,31550,31800,30000,31000,108570,180129.0,5810616.0
1999-08-09,31000,34500,31000,32700,196580,190007.0,5810616.0
1999-08-10,32700,33700,31650,32600,116260,189426.0,5810616.0
1999-08-11,32500,32600,31200,31750,119570,184487.0,5810616.0
1999-08-12,31200,32500,31200,32000,83300,185940.0,5810616.0
1999-08-13,32000,32300,30500,30800,86910,178967.0,5810616.0
1999-08-16,30000,30700,29000,29000,54370,168508.0,5810616.0
1999-08-17,28700,28700,25600,25700,125820,149333.0,5810616.0
1999-08-18,25600,26800,22550,26000,71460,151076.0,5810616.0
1999-08-19,26500,28500,26300,28300,88580,164440.0,5810616.0
1999-08-20,28500,28800,27900,28400,45500,165021.0,5810616.0
1999-08-23,28100,29500,27700,29200,59350,169670.0,5810616.0
1999-08-24,27300,30900,27300,30250,208120,175771.0,5810616.0
1999-08-25,30250,31500,30000,30500,76810,177224.0,5810616.0
1999-08-26,30500,30500,28850,28900,66090,167927.0,5810616.0
1999-08-27,28000,28800,26550,27900,109350,162116.0,5810616.0
1999-08-30,27900,28600,27000,27000,59430,156887.0,5810616.0
1999-08-31,25800,27450,25800,26000,65680,151076.0,5810616.0
1999-09-01,25800,26300,24500,24550,71380,142651.0,5810616.0
1999-09-02,23200,24400,22700,23050,89380,133935.0,5810616.0
1999-09-03,23100,26000,23100,26000,94120,151076.0,5810616.0
1999-09-06,27500,28500,26500,27950,139420,162407.0,5810616.0
1999-09-07,27500,28000,26700,26800,92190,155725.0,5810616.0
1999-09-08,27200,27500,26000,26850,60050,156015.0,5810616.0
1999-09-09,26800,26850,26000,26000,53780,151076.0,5810616.0
1999-09-10,26100,26500,25900,26000,57380,151076.0,5810616.0
1999-09-13,26500,26600,25800,26150,56150,151948.0,5810616.0
1999-09-14,25150,26300,25100,26300,34780,152819.0,5810616.0
1999-09-15,25800,26800,25600,26800,41500,155725.0,5810616.0
1999-09-16,26800,28700,26300,28450,131940,165312.0,5810616.0
1999-09-17,28650,29450,28050,28450,123920,165312.0,5810616.0
1999-09-20,28950,30950,28500,29550,226470,171704.0,5810616.0
1999-09-21,30150,30300,28650,29700,144660,172575.0,5810616.0
1999-09-22,30000,30000,29050,29850,75470,173447.0,5810616.0
1999-09-27,29200,29850,28100,28100,38480,163278.0,5810616.0
1999-09-28,27500,28800,26200,26700,55060,155143.0,5810616.0
1999-09-29,26200,27200,25850,26200,52780,152238.0,5810616.0
1999-09-30,26000,26700,25200,25200,93080,146428.0,5810616.0
1999-10-01,24300,25050,22400,24500,71800,142360.0,5810616.0
1999-10-04,23550,25200,23550,24000,41190,139455.0,5810616.0
1999-10-05,24300,24800,22850,23600,52240,137131.0,5810616.0
1999-10-06,23100,24400,22500,24000,57300,139455.0,5810616.0
1999-10-07,24200,25000,24200,24700,61780,143522.0,5810616.0
1999-10-08,24700,24900,24000,24300,57620,141198.0,5810616.0
1999-10-11,24100,26400,24000,26400,161110,153400.0,5810616.0
1999-10-12,26500,27250,26100,26100,82950,151657.0,5810616.0
1999-10-13,26000,26450,25500,26100,65060,151657.0,5810616.0
1999-10-14,26100,26100,25500,25650,54420,149042.0,5810616.0
1999-10-15,25000,25700,24200,24850,77650,144394.0,5810616.0
1999-10-18,24650,24850,23500,23700,71550,137712.0,5810616.0
1999-10-19,24000,24650,23550,23700,42480,137712.0,5810616.0
1999-10-20,24000,24700,23800,23900,79050,138874.0,5810616.0
1999-10-21,24000,24450,22800,23450,65440,136259.0,5810616.0
1999-10-22,23700,23700,22600,22950,45350,133354.0,5810616.0
1999-10-25,22600,22900,20850,21000,77290,122023.0,5810616.0
1999-10-26,18050,20900,18050,20800,89960,120861.0,5810616.0
1999-10-27,21350,21350,19050,19050,60420,110692.0,5810616.0
1999-10-28,19500,21400,19400,20700,102950,120280.0,5810616.0
1999-10-29,21300,21800,20800,21350,100000,124057.0,5810616.0
1999-11-01,21400,22400,21400,22350,83700,129867.0,5810616.0
1999-11-02,22500,25000,22400,23600,108500,137131.0,5810616.0
1999-11-03,23700,24250,22600,22600,67880,131320.0,5810616.0
1999-11-04,22550,23400,22050,22400,87240,130158.0,5810616.0
1999-11-05,22800,24300,22700,23500,164440,136549.0,5810616.0
1999-11-08,23800,24800,23800,24100,84090,140036.0,5810616.0
1999-11-09,24500,24800,23800,24200,83640,140617.0,5810616.0
1999-11-10,23700,23950,22100,23300,90800,135387.0,5810616.0
1999-11-11,22200,24200,22200,24200,149380,140617.0,5810616.0
1999-11-12,24200,24800,23100,23100,94800,134225.0,5810616.0
1999-11-15,23100,23100,21650,22000,94130,127834.0,5810616.0
1999-11-16,21800,22000,20700,21000,104400,122023.0,5810616.0
1999-11-17,21000,21500,19600,20100,128850,116793.0,5810616.0
1999-11-18,19500,20500,19400,20000,103340,116212.0,5810616.0
1999-11-19,20500,22000,19900,21200,83980,123185.0,5810616.0
1999-11-22,21200,21600,20300,20400,73170,118537.0,5810616.0
1999-11-23,20900,20900,19800,20000,55490,116212.0,5810616.0
1999-11-24,20000,20000,18700,19200,79640,111564.0,5810616.0
1999-11-25,19200,19500,18200,18500,195330,107496.0,5810616.0
1999-11-26,18500,18900,17800,18200,102560,105753.0,5810616.0
1999-11-29,17050,19400,17050,19200,113720,111564.0,5810616.0
1999-11-30,19700,21000,19500,20000,100080,116212.0,5810616.0
1999-12-01,20500,20500,19100,19950,115950,115922.0,5810616.0
1999-12-02,20450,20500,19100,20000,100340,116212.0,5810616.0
1999-12-03,20000,20500,19550,20300,84000,117956.0,5810616.0
1999-12-06,20500,22300,20300,22100,144600,128415.0,5810616.0
1999-12-07,21500,22800,21500,22500,148980,130739.0,5810616.0
1999-12-08,23000,23000,21500,22100,101010,128415.0,5810616.0
1999-12-09,21600,24000,21100,23000,173500,133644.0,5810616.0
1999-12-10,23000,26000,22700,25600,192320,148752.0,5810616.0
1999-12-13,26000,27500,25250,26200,256920,152238.0,5810616.0
1999-12-14,26200,26800,25350,26000,121190,151076.0,5810616.0
1999-12-15,25700,26200,25000,25500,133060,148171.0,5810616.0
1999-12-16,25100,25500,23100,23100,96770,134225.0,5810616.0
1999-12-17,22600,23600,21000,22600,104770,131320.0,5810616.0
1999-12-20,22600,24500,22600,23500,80770,136549.0,5810616.0
1999-12-21,23500,24250,21600,22400,73760,130158.0,5810616.0
1999-12-22,22000,22000,20000,20700,80770,120280.0,5810616.0
1999-12-23,19900,21500,19100,21300,119560,123766.0,5810616.0
1999-12-24,20700,22800,20500,22050,97080,128124.0,5810616.0
1999-12-27,22100,23800,22000,23000,114490,133644.0,5810616.0
1999-12-28,23200,24200,22500,24100,179780,140036.0,5810616.0
2000-01-04,23500,25700,23500,25500,98910,148171.0,5810616.0
2000-01-05,26000,26600,24100,25200,145870,146428.0,5810616.0
2000-01-06,25100,25400,23800,24950,109000,144975.0,5810616.0
2000-01-07,24950,27800,24850,27800,207310,161535.0,5810616.0
2000-01-10,28900,30800,27850,30500,304450,177224.0,5810616.0
2000-01-11,30500,32300,29900,30500,256700,177224.0,5810616.0
2000-01-12,30000,31000,28800,30500,183090,177224.0,5810616.0
2000-01-13,30900,31900,25950,25950,292600,150785.0,5810616.0
2000-01-14,23000,23500,22100,22100,111970,128415.0,5810616.0
2000-01-17,22200,25400,22200,25400,348310,147590.0,5810616.0
2000-01-18,25400,26700,24700,26000,155740,151076.0,5810616.0
2000-01-19,26100,26300,25100,25700,80650,149333.0,5810616.0
2000-01-20,25500,28500,25050,27000,120430,156887.0,5810616.0
2000-01-21,26500,28000,26050,27000,174990,156887.0,5810616.0
2000-01-24,27000,27600,26150,26500,140740,153981.0,5810616.0
2000-01-25,26100,26400,24900,25400,162870,147590.0,5810616.0
2000-01-26,24800,25400,22150,23400,71270,135968.0,5810616.0
2000-01-27,22800,24800,22800,23550,73350,136840.0,5810616.0
2000-01-28,23600,24700,23600,23700,50780,137712.0,5810616.0
2000-01-31,23050,23300,22300,22700,53160,131901.0,5810616.0
2000-02-01,22700,23800,22700,22900,61060,133063.0,5810616.0
2000-02-02,22900,24000,22200,23000,97660,133644.0,5810616.0
2000-02-03,23000,24100,22900,23950,154330,139164.0,5810616.0
2000-02-07,24000,26500,24000,26400,230710,153400.0,5810616.0
2000-02-08,26700,27900,26650,27100,276100,157468.0,5810616.0
2000-02-09,27500,27800,26600,27100,146930,157468.0,5810616.0
2000-02-10,27150,28900,26200,28500,151230,165603.0,5810616.0
2000-02-11,28750,29950,28700,29850,178140,173447.0,5810616.0
2000-02-14,29800,30000,27500,29100,159170,169089.0,5810616.0
2000-02-15,28800,33450,28800,33000,275310,191750.0,5810616.0
2000-02-16,33200,34300,32050,33800,281520,196399.0,5810616.0
2000-02-17,34200,38850,33900,38850,259070,225742.0,5810616.0
2000-02-18,42000,44450,42000,42600,293370,247532.0,5810616.0
2000-02-21,40300,42800,39050,40700,177550,236492.0,5810616.0
2000-02-22,41500,44400,40700,44000,202290,255667.0,5810616.0
2000-02-23,44000,45050,42000,42000,182890,244046.0,5810616.0
2000-02-24,42000,43800,40600,42400,211840,246370.0,5810616.0
2000-02-25,42300,43400,40700,42000,145930,244046.0,5810616.0
2000-02-28,41500,42400,35700,35700,243750,207439.0,5810616.0
2000-02-29,35100,38400,34100,37000,229780,214993.0,5810616.0
2000-03-02,39500,42550,37500,42550,277610,247242.0,5810616.0
2000-03-03,44100,45200,40500,44500,240820,258572.0,5810616.0
2000-03-06,43000,51000,43000,47000,334490,273099.0,5810616.0
2000-03-07,47000,47000,41500,42500,146760,246951.0,5810616.0
2000-03-08,41600,43800,39500,39500,184030,229519.0,5810616.0
2000-03-09,39500,41500,38600,39500,181760,229519.0,5810616.0
2000-03-10,41000,44000,40200,42700,146730,248113.0,5810616.0
2000-03-13,43300,44400,41200,41500,168040,241141.0,5810616.0
2000-03-14,40500,42300,38700,38700,140480,224871.0,5810616.0
2000-03-15,37100,37100,32900,33300,193910,193494.0,5810616.0
2000-03-16,34300,36500,31500,36300,243490,210925.0,5810616.0
2000-03-17,35100,37300,34000,34000,109110,197561.0,5810616.0
2000-03-20,32000,36000,31200,31700,134630,184197.0,5810616.0
2000-03-21,31700,33300,28800,33300,187470,193494.0,5810616.0
2000-03-22,33200,38250,33200,38250,264810,222256.0,5810616.0
2000-03-23,40000,42700,38100,39400,467010,228938.0,5810616.0
2000-03-24,40100,43400,39500,43000,343290,249856.0,5810616.0
2000-03-27,44200,45900,41500,43000,284970,249856.0,5810616.0
2000-03-28,43000,43800,42000,43100,195350,250438.0,5810616.0
2000-03-29,43100,44650,42650,43100,222220,250438.0,5810616.0
2000-03-30,43500,43900,43000,43600,161390,253343.0,5810616.0
2000-03-31,43900,48500,43400,46500,418970,270194.0,5810616.0
2000-04-03,46750,49200,41000,41100,393030,238816.0,5810616.0
2000-04-04,34950,37500,34950,34950,405920,203081.0,5810616.0
2000-04-06,34500,37000,32100,34700,314240,201628.0,5810616.0
2000-04-07,34700,39500,34700,38000,357350,220803.0,5810616.0
2000-04-10,39000,43700,39000,43700,350540,253924.0,5810616.0
2000-04-11,43700,44800,38100,41400,401070,240560.0,5810616.0
2000-04-12,41700,42900,39300,39800,402450,231263.0,5810616.0
2000-04-14,35500,40500,35500,37500,203330,217898.0,5810616.0
2000-04-17,33000,36900,31900,32150,319010,186811.0,5810616.0
2000-04-18,36000,36950,34100,36950,250840,214702.0,5810616.0
2000-04-19,38100,40900,36000,38800,292720,225452.0,5810616.0
2000-04-20,38800,40200,37500,39500,232570,229519.0,5810616.0
2000-04-21,40000,40800,39150,39650,171970,230391.0,5810616.0
2000-04-24,39800,41650,39600,41500,398000,241141.0,5810616.0
2000-04-25,41300,47700,40400,47700,590660,277166.0,5810616.0
2000-04-26,49500,54800,49500,50900,931560,295760.0,5810616.0
2000-04-27,48000,49700,43300,43300,630180,251600.0,5810616.0
2000-04-28,43300,47400,41200,45000,665300,261478.0,5810616.0
2000-05-02,45000,46600,42000,42000,492210,244046.0,5810616.0
2000-05-03,39900,45000,39000,43150,511670,250728.0,5810616.0
2000-05-04,44100,47900,44100,45000,431500,261478.0,5810616.0
2000-05-08,46900,50600,45000,49200,523420,285882.0,5810616.0
2000-05-09,49200,50700,47200,47200,438080,274261.0,5810616.0
2000-05-10,47200,48400,46300,47800,203200,277747.0,5810616.0
2000-05-12,48300,49000,45300,46600,245220,270775.0,5810616.0
2000-05-15,46000,46000,42000,42200,205480,245208.0,5810616.0
2000-05-16,41000,44000,41000,43400,193220,252181.0,5810616.0
2000-05-17,43700,44300,39000,39200,332390,227776.0,5810616.0
2000-05-18,38900,39300,34100,36150,273640,210054.0,5810616.0
2000-05-19,36150,38900,33150,38500,258190,223709.0,5810616.0
2000-05-22,38500,39400,34500,34500,211870,200466.0,5810616.0
2000-05-23,34000,37000,33500,34900,175240,202790.0,5810616.0
2000-05-24,34900,36500,31550,35300,205310,205115.0,5810616.0
2000-05-25,34900,37500,34900,36000,230280,209182.0,5810616.0
2000-05-26,35100,35900,33000,33100,133690,192331.0,5810616.0
2000-05-29,31750,34900,30400,33100,192170,192331.0,5810616.0
2000-05-30,33500,34800,33500,34300,154530,199304.0,5810616.0
2000-05-31,35000,37000,35000,37000,230190,214993.0,5810616.0
2000-06-01,37000,37800,35900,36850,114120,214121.0,5810616.0
2000-06-02,37500,39300,37300,38500,251870,223709.0,5810616.0
2000-06-05,39000,41500,39000,41000,224340,238235.0,5810616.0
2000-06-07,41000,42400,38300,38300,230260,222547.0,5810616.0
2000-06-08,39000,40900,36900,38200,259460,221966.0,5810616.0
2000-06-09,36500,38500,36500,37000,150310,214993.0,5810616.0
2000-06-12,37000,38100,35000,35500,173230,206277.0,5810616.0
2000-06-13,35500,36800,34500,35000,151360,203372.0,5810616.0
2000-06-14,36000,36400,35050,36000,86890,209182.0,5810616.0
2000-06-15,35800,36500,34700,35600,92500,206858.0,5810616.0
2000-06-16,36000,36100,34850,35200,67480,204534.0,5810616.0
2000-06-19,35000,37450,34100,35700,164330,207439.0,5810616.0
2000-06-20,37000,40200,36300,39700,308540,230681.0,5810616.0
2000-06-21,39700,41600,38550,39700,246200,230681.0,5810616.0
2000-06-22,39500,40850,38650,39700,202430,230681.0,5810616.0
2000-06-23,38600,40300,38600,40200,85840,233587.0,5810616.0
2000-06-26,40300,42400,40300,42250,237890,245499.0,5810616.0
2000-06-27,42900,43650,42450,43100,163410,250438.0,5810616.0
2000-06-28,42800,42800,36700,40600,190770,235911.0,5810616.0
2000-06-29,41000,41500,39100,40800,108400,237073.0,5810616.0
2000-06-30,39300,42400,39300,41500,114560,241141.0,5810616.0
2000-07-03,40000,41650,40000,40300,129880,234168.0,5810616.0
2000-07-04,40300,40800,37700,37700,135930,219060.0,5810616.0
2000-07-05,37000,39700,36250,38400,154900,223128.0,5810616.0
2000-07-06,38500,38900,37000,37200,81840,216155.0,5810616.0
2000-07-07,38100,38500,37050,37750,68320,219351.0,5810616.0
2000-07-10,37150,38300,36900,37000,106390,214993.0,5810616.0
2000-07-11,37100,39700,37100,37650,183470,218770.0,5810616.0
2000-07-12,37900,38400,36600,36600,79500,212669.0,5810616.0
2000-07-13,36150,36600,35100,35600,147780,206858.0,5810616.0
2000-07-14,35800,37800,34600,37000,169670,214993.0,5810616.0
2000-07-18,36700,37600,35200,36150,96550,210054.0,5810616.0
2000-07-19,35200,35800,33000,33500,141570,194656.0,5810616.0
2000-07-20,32650,34500,31000,34000,107600,197561.0,5810616.0
2000-07-21,34200,35500,33600,34800,73900,202209.0,5810616.0
2000-07-24,32500,34800,32000,34000,74300,197561.0,5810616.0
2000-07-25,33500,33500,32500,32500,65050,188845.0,5810616.0
2000-07-26,31500,33000,31500,32400,62700,188264.0,5810616.0
2000-07-27,31600,33400,31600,32950,91800,191460.0,5810616.0
2000-07-28,32900,32900,31000,31000,58970,180129.0,5810616.0
2000-07-31,29450,30300,29250,29650,121350,172285.0,5810616.0
2000-08-01,29650,30300,29300,30100,104280,174900.0,5810616.0
2000-08-02,30100,32300,30100,32000,119780,185940.0,5810616.0
2000-08-03,32100,33600,32000,32600,143620,189426.0,5810616.0
2000-08-04,32700,32900,31300,32500,98240,188845.0,5810616.0
2000-08-07,32500,32500,30000,32000,79250,185940.0,5810616.0
2000-08-08,31500,32200,30100,30100,50170,174900.0,5810616.0
2000-08-09,29500,31000,29500,30500,74100,177224.0,5810616.0
2000-08-10,29500,32550,29500,32500,134360,188845.0,5810616.0
2000-08-11,32700,34400,32600,33000,124750,191750.0,5810616.0
2000-08-14,33500,33600,32500,32500,80630,188845.0,5810616.0
2000-08-16,32000,33300,32000,32550,59160,189136.0,5810616.0
2000-08-17,32250,34600,31900,34600,145220,201047.0,5810616.0
2000-08-18,34300,36950,34250,36250,253670,210635.0,5810616.0
2000-08-21,36700,38000,36000,37500,245940,217898.0,5810616.0
2000-08-22,37300,38800,37300,38500,217830,223709.0,5810616.0
2000-08-23,39000,39400,37900,38700,134130,224871.0,5810616.0
2000-08-24,38700,40800,38500,40700,265490,236492.0,5810616.0
2000-08-25,41000,44800,40700,44400,376550,257991.0,5810616.0
2000-08-28,45300,46200,42200,43900,251210,255086.0,5810616.0
2000-08-29,43500,44450,41500,41500,221910,241141.0,5810616.0
2000-08-30,38600,42000,37500,40650,265210,236202.0,5810616.0
2000-08-31,41000,41000,39300,39900,99580,231844.0,5810616.0
2000-09-01,39500,41300,39500,40700,131090,236492.0,5810616.0
2000-09-04,39700,40500,37100,37100,80440,215574.0,5810616.0
2000-09-05,36600,38000,32000,32000,245680,185940.0,5810616.0
2000-09-06,33500,36800,33000,36750,228530,213540.0,5810616.0
2000-09-07,36500,38400,33100,34500,223610,200466.0,5810616.0
2000-09-08,34000,35500,33000,33200,86660,192912.0,5810616.0
2000-09-14,33600,34200,32000,33850,112720,196689.0,5810616.0
2000-09-15,33000,34850,33000,33500,109530,194656.0,5810616.0
2000-09-18,32800,33100,28700,30400,166330,176643.0,5810616.0
