KPX홀딩스(092230),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-01-02,31950,32350,31000,31900,2716,134766.0,4224646.0
2007-01-03,31300,32350,31300,31950,1840,134977.0,4224646.0
2007-01-04,31850,31950,31400,31400,101,132654.0,4224646.0
2007-01-05,31400,31900,30600,31800,1920,134344.0,4224646.0
2007-01-08,31600,31750,30600,31000,1670,130964.0,4224646.0
2007-01-09,30950,31200,29600,29600,2494,125050.0,4224646.0
2007-01-10,29600,30000,28500,28800,7149,121670.0,4224646.0
2007-01-11,29000,29300,28650,29000,1605,122515.0,4224646.0
2007-01-12,29250,29400,28550,28600,3061,120825.0,4224646.0
2007-01-15,28800,29850,28250,28500,3585,120402.0,4224646.0
2007-01-16,28500,29200,28500,29150,1167,123148.0,4224646.0
2007-01-17,29000,29700,28850,29050,15650,122726.0,4224646.0
2007-01-18,29000,29650,28700,29300,5340,123782.0,4224646.0
2007-01-19,29300,29500,28800,29300,880,123782.0,4224646.0
2007-01-22,29200,29200,28700,29000,941,122515.0,4224646.0
2007-01-23,28650,28950,28600,28600,1043,120825.0,4224646.0
2007-01-24,28600,29450,28550,28950,3180,122304.0,4224646.0
2007-01-25,28700,29200,28600,28900,2100,122092.0,4224646.0
2007-01-26,28600,29800,28600,28900,3394,122092.0,4224646.0
2007-01-29,29000,29400,28750,29050,2561,122726.0,4224646.0
2007-01-30,29000,29000,28650,28950,2790,122304.0,4224646.0
2007-01-31,28500,28950,28350,28850,1680,121881.0,4224646.0
2007-02-01,29000,29100,28900,29100,802,122937.0,4224646.0
2007-02-02,29600,29650,28950,29600,3262,125050.0,4224646.0
2007-02-05,30000,30400,30000,30350,3810,128218.0,4224646.0
2007-02-06,30750,30750,30300,30300,1268,128007.0,4224646.0
2007-02-07,30300,30900,30250,30500,538,128852.0,4224646.0
2007-02-08,30500,30500,30000,30000,520,126739.0,4224646.0
2007-02-09,30750,30850,30000,30850,1290,130330.0,4224646.0
2007-02-12,30900,30900,30300,30500,850,128852.0,4224646.0
2007-02-13,29900,30900,29900,30500,1800,128852.0,4224646.0
2007-02-14,30150,31000,30150,30500,992,128852.0,4224646.0
2007-02-15,31000,31000,30500,30750,861,129908.0,4224646.0
2007-02-16,30700,31050,30400,31050,17272,131175.0,4224646.0
2007-02-20,31250,31600,30900,31050,3540,131175.0,4224646.0
2007-02-21,31100,31100,30150,30900,620,130542.0,4224646.0
2007-02-22,30900,30900,30500,30850,2000,130330.0,4224646.0
2007-02-23,30850,31000,30500,30900,550,130542.0,4224646.0
2007-02-26,30900,30900,30500,30900,1750,130542.0,4224646.0
2007-02-27,30500,30850,30200,30850,1952,130330.0,4224646.0
2007-02-28,30000,30500,30000,30500,3190,128852.0,4224646.0
2007-03-02,30100,30200,29600,29650,5970,125261.0,4224646.0
2007-03-05,29800,31400,29800,31400,3320,132654.0,4224646.0
2007-03-06,31200,32300,30700,31900,7221,134766.0,4224646.0
2007-03-07,31900,31900,31100,31250,1335,132020.0,4224646.0
2007-03-08,31200,32950,31200,32400,1763,136879.0,4224646.0
2007-03-09,32350,32400,31500,32400,1790,136879.0,4224646.0
2007-03-12,32400,33850,32400,33500,3764,141526.0,4224646.0
2007-03-13,34750,34750,33400,33400,3520,141103.0,4224646.0
2007-03-14,33400,33400,32050,32450,2702,137090.0,4224646.0
2007-03-15,32450,32900,32450,32800,1540,138568.0,4224646.0
2007-03-16,32800,32950,32700,32950,1661,139202.0,4224646.0
2007-03-19,33500,33500,32800,33300,1590,140681.0,4224646.0
2007-03-20,33350,33700,33300,33350,1301,140892.0,4224646.0
2007-03-21,33400,33900,33400,33850,880,143004.0,4224646.0
2007-03-22,33850,35300,33800,35300,5160,149130.0,4224646.0
2007-03-23,35350,37600,35300,36450,7560,153988.0,4224646.0
2007-03-26,36450,37450,35300,36000,5680,152087.0,4224646.0
2007-03-27,35900,36300,35000,35900,3070,151665.0,4224646.0
2007-03-28,35250,35900,35000,35550,2340,150186.0,4224646.0
2007-03-29,35450,35750,35100,35600,896,150397.0,4224646.0
2007-03-30,36300,37450,36200,36600,1810,154622.0,4224646.0
2007-04-02,36600,38700,36400,38050,2540,160748.0,4224646.0
2007-04-03,38000,39500,37650,38500,3289,162649.0,4224646.0
2007-04-04,38500,39450,38500,39050,1283,164972.0,4224646.0
2007-04-05,39200,39200,38400,38900,1000,164339.0,4224646.0
2007-04-06,38900,39000,38200,38600,610,163071.0,4224646.0
2007-04-09,38600,38600,37000,37100,4421,156734.0,4224646.0
2007-04-10,36600,37700,36000,37700,2050,159269.0,4224646.0
2007-04-11,37500,38000,37100,37850,23292,159903.0,4224646.0
2007-04-12,37850,38100,37500,38000,7110,160537.0,4224646.0
2007-04-13,38700,38700,37700,38000,5750,160537.0,4224646.0
2007-04-16,37650,38000,37100,38000,3230,160537.0,4224646.0
2007-04-17,37700,38450,37500,38450,2000,162438.0,4224646.0
2007-04-18,39000,41000,38500,40450,13080,170887.0,4224646.0
2007-04-19,40000,40000,39700,39700,3240,167718.0,4224646.0
2007-04-20,39700,40000,39400,40000,1980,168986.0,4224646.0
2007-04-23,40000,46000,40000,41500,51390,175323.0,4224646.0
2007-04-24,41700,43950,41400,42800,24187,180815.0,4224646.0
2007-04-25,42800,43650,41550,42400,4940,179125.0,4224646.0
2007-04-26,42400,46000,42400,44400,20622,187574.0,4224646.0
2007-04-27,44400,46300,44400,45000,12340,190109.0,4224646.0
2007-04-30,45000,45800,44800,45200,10580,190954.0,4224646.0
2007-05-02,46000,51900,46000,50000,15350,211232.0,4224646.0
2007-05-03,50000,53000,46300,46600,23939,196869.0,4224646.0
2007-05-04,46500,48000,46100,47350,4074,200037.0,4224646.0
2007-05-07,48800,49000,47350,48800,4003,206163.0,4224646.0
2007-05-08,48000,50800,47300,48500,6910,204895.0,4224646.0
2007-05-09,47950,47950,47100,47800,2190,201938.0,4224646.0
2007-05-10,47800,48000,47550,47900,10930,202361.0,4224646.0
2007-05-11,47500,48000,47200,48000,9244,202783.0,4224646.0
2007-05-14,47950,50000,47800,50000,11831,211232.0,4224646.0
2007-05-15,49500,49700,49000,49450,3324,208909.0,4224646.0
2007-05-16,49500,49500,48000,49400,2509,208698.0,4224646.0
2007-05-17,49500,49500,48750,49500,6583,209120.0,4224646.0
2007-05-18,49000,49500,49000,49400,5130,208698.0,4224646.0
2007-05-21,49400,49500,48200,49500,2990,209120.0,4224646.0
2007-05-22,49000,49000,47900,48000,6365,202783.0,4224646.0
2007-05-23,48800,48800,46650,46900,10500,198136.0,4224646.0
2007-05-25,46900,48800,46250,48800,3421,206163.0,4224646.0
2007-05-28,49100,52000,47500,48400,23062,204473.0,4224646.0
2007-05-29,47750,48800,47750,48300,15140,204050.0,4224646.0
2007-05-30,48800,48800,48200,48650,4230,205529.0,4224646.0
2007-05-31,49000,55900,49000,55900,31305,236158.0,4224646.0
2007-06-01,55000,58800,54500,55900,25135,236158.0,4224646.0
2007-06-04,58000,58500,54700,56300,13230,237848.0,4224646.0
2007-06-05,55000,55600,54600,55500,12464,234468.0,4224646.0
2007-06-07,54900,55000,53100,55000,12981,232356.0,4224646.0
2007-06-08,54200,55500,53500,55200,11473,233200.0,4224646.0
2007-06-11,54300,54900,53100,54200,4271,228976.0,4224646.0
2007-06-12,53000,54500,52700,54300,6964,229398.0,4224646.0
2007-06-13,54000,54300,53300,54000,8027,228131.0,4224646.0
2007-06-14,55000,56900,53700,56600,7487,239115.0,4224646.0
2007-06-15,56000,56500,54700,56000,18439,236580.0,4224646.0
2007-06-18,56100,57500,47650,57200,12816,241650.0,4224646.0
2007-06-19,56000,56000,54600,55300,10309,233623.0,4224646.0
2007-06-20,55000,55400,53400,54300,5530,229398.0,4224646.0
2007-06-21,51100,54000,51100,53300,7191,225174.0,4224646.0
2007-06-22,53800,54100,52600,54000,7615,228131.0,4224646.0
2007-06-25,53400,54500,52800,54100,3760,228553.0,4224646.0
2007-06-26,54400,54800,54000,54800,3738,231511.0,4224646.0
2007-06-27,54900,55000,51300,54000,2663,228131.0,4224646.0
2007-06-28,52600,57900,52600,57900,6743,244607.0,4224646.0
2007-06-29,57500,57500,55400,56900,4421,240382.0,4224646.0
2007-07-02,57500,57500,54700,56300,2388,237848.0,4224646.0
2007-07-03,56400,56400,54400,55800,2622,235735.0,4224646.0
2007-07-04,56300,56300,54800,55800,3929,235735.0,4224646.0
2007-07-05,55800,56400,55300,55900,2971,236158.0,4224646.0
2007-07-06,56000,57000,55000,55900,5669,236158.0,4224646.0
2007-07-09,55600,56500,55400,56000,5627,236580.0,4224646.0
2007-07-10,55500,57500,54000,55800,7951,235735.0,4224646.0
2007-07-11,56000,56000,53300,54200,16422,228976.0,4224646.0
2007-07-12,54500,55600,54000,54900,3875,231933.0,4224646.0
2007-07-13,56000,56400,55400,56400,6580,238270.0,4224646.0
2007-07-16,57000,57500,56300,57500,11732,242917.0,4224646.0
2007-07-18,57000,61700,56500,60900,10204,257281.0,4224646.0
2007-07-19,61100,62800,58800,60600,5592,256014.0,4224646.0
2007-07-20,61600,61600,59100,60800,2465,256858.0,4224646.0
2007-07-23,60800,61900,60000,60900,83978,257281.0,4224646.0
2007-07-24,62000,62000,60000,60800,3737,256858.0,4224646.0
2007-07-25,60000,61800,59200,59200,2224,250099.0,4224646.0
2007-07-26,60000,61500,59000,59900,2877,253056.0,4224646.0
2007-07-27,61800,61800,57500,58800,1387,248409.0,4224646.0
2007-07-30,58800,61000,57600,61000,5241,257703.0,4224646.0
2007-07-31,62000,62000,59800,61400,1988,259393.0,4224646.0
2007-08-01,61400,61400,57900,60300,78280,254746.0,4224646.0
2007-08-02,60300,61400,58100,60000,7466,253479.0,4224646.0
2007-08-03,60000,60900,59000,60500,6276,255591.0,4224646.0
2007-08-06,60000,61200,59900,60900,2914,257281.0,4224646.0
2007-08-07,61000,63000,61000,62400,5937,263618.0,4224646.0
2007-08-08,65000,65000,63200,64000,5437,270377.0,4224646.0
2007-08-09,64000,65000,63100,64300,3131,271645.0,4224646.0
2007-08-10,62500,65000,62500,64500,2957,272490.0,4224646.0
2007-08-13,65400,65500,63400,65400,3761,276292.0,4224646.0
2007-08-14,65500,66300,62200,64800,3930,273757.0,4224646.0
2007-08-16,60100,64800,57000,63900,8438,269955.0,4224646.0
2007-08-17,63500,63500,60100,61400,8195,259393.0,4224646.0
2007-08-20,61400,63500,61300,61900,3502,261506.0,4224646.0
2007-08-21,61900,63000,61000,61800,3397,261083.0,4224646.0
2007-08-22,62700,62700,60800,62200,2567,262773.0,4224646.0
2007-08-23,63500,64000,61000,63000,56230,266153.0,4224646.0
2007-08-24,63200,63200,61300,62900,2424,265730.0,4224646.0
2007-08-27,64100,64200,63000,63800,1095,269532.0,4224646.0
2007-08-28,63800,64500,63400,63400,1493,267843.0,4224646.0
2007-08-29,63400,63700,62400,63300,1932,267420.0,4224646.0
2007-08-30,64000,64400,63000,63200,5068,266998.0,4224646.0
2007-08-31,62500,64800,62500,64800,10256,273757.0,4224646.0
2007-09-03,64700,65000,63700,64900,6710,274180.0,4224646.0
2007-09-04,65000,65000,63500,64800,3540,273757.0,4224646.0
2007-09-05,64100,65500,64000,64400,16685,272067.0,4224646.0
2007-09-06,64400,64700,64000,64000,642,270377.0,4224646.0
2007-09-07,64000,66000,63500,64500,1925,272490.0,4224646.0
2007-09-10,64500,64500,62500,63800,2911,269532.0,4224646.0
2007-09-11,64500,64500,61000,61800,3493,261083.0,4224646.0
2007-09-12,63500,63500,60500,62900,2134,265730.0,4224646.0
2007-09-13,61900,62000,61100,62000,1559,261928.0,4224646.0
2007-09-14,62500,63000,62500,63000,2038,266153.0,4224646.0
2007-09-17,63000,64400,61000,61800,28224,261083.0,4224646.0
2007-09-18,60900,62000,60300,61700,4153,260661.0,4224646.0
2007-09-19,61200,62900,61000,62500,2892,264040.0,4224646.0
2007-09-20,63000,63000,60500,61900,2987,261506.0,4224646.0
2007-09-21,62100,62400,60800,62300,2486,263195.0,4224646.0
2007-09-27,62500,62500,61500,62200,406,262773.0,4224646.0
2007-09-28,61700,65000,60600,63500,8798,268265.0,4224646.0
2007-10-01,63500,63500,61400,62000,3759,261928.0,4224646.0
2007-10-02,63300,63300,61700,62400,1315,263618.0,4224646.0
2007-10-04,62500,62500,60600,61000,8089,257703.0,4224646.0
2007-10-05,61300,61500,59000,59400,10128,250944.0,4224646.0
2007-10-08,59400,60200,57100,59400,11379,250944.0,4224646.0
2007-10-09,59400,61000,58100,60900,7833,257281.0,4224646.0
2007-10-10,60900,61300,59000,60000,4897,253479.0,4224646.0
2007-10-11,60000,61000,58500,58500,3235,247142.0,4224646.0
2007-10-12,58000,58800,56100,56100,7760,237003.0,4224646.0
2007-10-15,56500,57800,56000,56500,10416,238692.0,4224646.0
2007-10-16,57500,59400,57000,59400,5430,250944.0,4224646.0
2007-10-17,59400,59400,56600,58800,2262,248409.0,4224646.0
2007-10-18,58800,60000,58800,59600,1952,251789.0,4224646.0
2007-10-19,59900,59900,54200,59500,3717,251366.0,4224646.0
2007-10-22,58900,59400,56200,59400,3081,250944.0,4224646.0
2007-10-23,57000,59600,57000,59400,4754,250944.0,4224646.0
2007-10-24,59500,59700,58500,59000,3566,249254.0,4224646.0
2007-10-25,58900,60500,57400,59300,8643,250522.0,4224646.0
2007-10-26,59500,60600,58100,59500,4126,251366.0,4224646.0
2007-10-29,60600,60600,59500,60000,3915,253479.0,4224646.0
2007-10-30,60900,60900,58200,59000,3850,249254.0,4224646.0
2007-10-31,59000,59300,56800,59200,5562,250099.0,4224646.0
2007-11-01,59600,59600,57500,59000,4342,249254.0,4224646.0
2007-11-02,58700,58700,56600,57100,3779,241227.0,4224646.0
2007-11-05,58800,58800,55000,55300,6097,233623.0,4224646.0
2007-11-06,54600,56800,54600,56700,2114,239537.0,4224646.0
2007-11-07,56700,57500,53300,55000,8969,232356.0,4224646.0
2007-11-08,54500,54900,51700,54900,3179,231933.0,4224646.0
2007-11-09,54000,55000,53600,54600,1733,230666.0,4224646.0
2007-11-12,54600,56800,51600,56800,3448,239960.0,4224646.0
2007-11-13,58300,58300,53000,56000,3079,236580.0,4224646.0
2007-11-14,57800,57800,55600,56500,1230,238692.0,4224646.0
2007-11-15,56300,57500,54500,56600,2514,239115.0,4224646.0
2007-11-16,54100,57800,54000,57000,2141,240805.0,4224646.0
2007-11-19,57800,57800,54500,56400,1244,238270.0,4224646.0
2007-11-20,57300,57300,53500,56100,569,237003.0,4224646.0
2007-11-21,57100,57100,55100,55300,980,233623.0,4224646.0
2007-11-22,57200,57200,54500,55700,389,235313.0,4224646.0
2007-11-23,56900,56900,53400,55000,1306,232356.0,4224646.0
2007-11-26,57500,57500,54000,55700,538,235313.0,4224646.0
2007-11-27,55700,55700,53000,55500,2090,234468.0,4224646.0
2007-11-28,55000,55500,54800,54800,660,231511.0,4224646.0
2007-11-29,54800,56800,54800,55000,1328,232356.0,4224646.0
2007-11-30,56000,57200,55900,56300,1632,237848.0,4224646.0
2007-12-03,57800,57800,55000,56800,1128,239960.0,4224646.0
2007-12-04,57400,57400,55000,56800,2554,239960.0,4224646.0
2007-12-05,55500,57000,55500,57000,1051,240805.0,4224646.0
2007-12-06,57000,57100,55800,57000,2260,240805.0,4224646.0
2007-12-07,57900,57900,56000,56000,2026,236580.0,4224646.0
2007-12-10,57000,57000,56000,56000,1055,236580.0,4224646.0
2007-12-11,56500,56800,55100,56800,1606,239960.0,4224646.0
2007-12-12,57800,57800,55800,56800,2077,239960.0,4224646.0
2007-12-13,56700,56800,55900,56800,1185,239960.0,4224646.0
2007-12-14,57100,57100,56000,56200,626,237425.0,4224646.0
2007-12-17,55600,56000,54800,55400,2360,234045.0,4224646.0
2007-12-18,52100,56000,52100,55400,2270,234045.0,4224646.0
2007-12-20,55300,55700,54000,55400,6303,234045.0,4224646.0
2007-12-21,56000,56000,54600,55900,2027,236158.0,4224646.0
2007-12-24,54800,57200,54800,57200,1366,241650.0,4224646.0
2007-12-26,55800,57900,55800,57300,330,242072.0,4224646.0
2007-12-27,56000,58000,56000,57600,2470,243340.0,4224646.0
2007-12-28,56100,58500,56100,57500,1792,242917.0,4224646.0
2008-01-02,57100,58100,56600,57800,548,244185.0,4224646.0
2008-01-03,57800,58300,56500,57800,1007,244185.0,4224646.0
2008-01-04,57800,57800,57000,57000,187,240805.0,4224646.0
2008-01-07,57000,57400,55000,57300,1282,242072.0,4224646.0
2008-01-08,56800,57400,55900,57400,1154,242495.0,4224646.0
2008-01-09,57400,57400,56000,57300,2234,242072.0,4224646.0
2008-01-10,57500,58000,57400,58000,1332,245029.0,4224646.0
2008-01-11,58000,58000,56000,56900,1085,240382.0,4224646.0
2008-01-14,55900,57600,54100,57000,3364,240805.0,4224646.0
2008-01-15,57000,57200,55500,57000,2851,240805.0,4224646.0
2008-01-16,55300,56500,53500,55900,3721,236158.0,4224646.0
2008-01-17,56800,56800,54600,55900,1924,236158.0,4224646.0
2008-01-18,55500,55900,54500,55900,3073,236158.0,4224646.0
2008-01-21,55900,56800,54600,55000,1233,232356.0,4224646.0
2008-01-22,56500,56500,53800,54500,1650,230243.0,4224646.0
2008-01-23,55800,55800,53800,54200,191,228976.0,4224646.0
2008-01-24,54300,55800,54300,54700,449,231088.0,4224646.0
2008-01-25,55900,55900,54100,55000,243,232356.0,4224646.0
2008-01-28,54800,55500,53700,54600,1075,230666.0,4224646.0
2008-01-29,55300,55300,53000,54300,1859,229398.0,4224646.0
2008-01-30,55000,55000,54600,54800,857,231511.0,4224646.0
2008-01-31,56700,57000,54800,57000,5136,240805.0,4224646.0
2008-02-01,57000,57000,55600,55700,1310,235313.0,4224646.0
2008-02-04,57000,57400,54800,57000,2787,240805.0,4224646.0
2008-02-05,58500,58500,55500,56700,1312,239537.0,4224646.0
2008-02-11,56700,56700,54600,54600,696,230666.0,4224646.0
2008-02-12,54700,55800,53100,55600,2577,234890.0,4224646.0
2008-02-13,56900,56900,55600,56600,346,239115.0,4224646.0
2008-02-14,57000,57000,55900,56900,412,240382.0,4224646.0
2008-02-15,57800,57800,54100,56000,3440,236580.0,4224646.0
2008-02-18,58800,58800,54300,54600,1611,230666.0,4224646.0
2008-02-19,54500,55300,53400,55300,2819,233623.0,4224646.0
2008-02-20,54000,55800,54000,55000,1434,232356.0,4224646.0
2008-02-21,55500,55500,54100,54100,456,228553.0,4224646.0
2008-02-22,54500,54500,53900,54000,572,228131.0,4224646.0
2008-02-25,55100,55100,52200,52600,4522,222216.0,4224646.0
2008-02-26,53100,53800,52600,53700,1437,226863.0,4224646.0
2008-02-27,53700,54400,53500,54200,313,228976.0,4224646.0
2008-02-28,54000,54000,52700,52900,1710,223484.0,4224646.0
2008-02-29,52900,54000,52600,52700,624,222639.0,4224646.0
2008-03-03,52700,53900,52400,52500,274,221794.0,4224646.0
2008-03-04,52500,53200,51500,52900,1529,223484.0,4224646.0
2008-03-05,56600,56600,52500,54200,560,228976.0,4224646.0
2008-03-06,54200,54500,52500,54500,2066,230243.0,4224646.0
2008-03-07,54400,54400,53100,54300,431,229398.0,4224646.0
2008-03-10,53900,53900,52200,53400,2713,225596.0,4224646.0
2008-03-11,53200,53800,51000,53300,410,225174.0,4224646.0
2008-03-12,54200,54200,52600,54000,1727,228131.0,4224646.0
2008-03-13,54700,54700,53000,53800,923,227286.0,4224646.0
2008-03-14,52700,54400,52400,53100,130,224329.0,4224646.0
2008-03-17,52000,53000,49650,50500,2721,213345.0,4224646.0
2008-03-18,52000,52400,51100,52400,2105,221371.0,4224646.0
2008-03-19,51700,52600,51700,51700,243,218414.0,4224646.0
2008-03-20,50300,52300,50300,52300,1897,220949.0,4224646.0
2008-03-21,52000,52900,51900,52800,1370,223061.0,4224646.0
2008-03-24,51600,53000,51600,52800,1525,223061.0,4224646.0
2008-03-25,52000,52900,52000,52700,625,222639.0,4224646.0
2008-03-26,51900,52700,51600,52400,1923,221371.0,4224646.0
2008-03-27,52000,52700,51500,52700,934,222639.0,4224646.0
2008-03-28,52800,52800,52200,52700,431,222639.0,4224646.0
2008-03-31,52600,52600,51200,52300,1416,220949.0,4224646.0
2008-04-01,52300,52600,51300,51800,1377,218837.0,4224646.0
2008-04-02,52700,52700,50700,51800,2304,218837.0,4224646.0
2008-04-03,51100,52000,50300,50900,5300,215034.0,4224646.0
2008-04-04,51300,52000,50100,50100,4658,211655.0,4224646.0
2008-04-07,51700,51700,50000,50000,1212,211232.0,4224646.0
2008-04-08,50000,50000,49350,49600,1146,209542.0,4224646.0
2008-04-10,49050,49050,46050,48000,10471,202783.0,4224646.0
2008-04-11,48550,48550,47000,47800,4098,201938.0,4224646.0
2008-04-14,47750,47900,46950,47100,2461,198981.0,4224646.0
2008-04-15,49750,49750,47100,48000,3370,202783.0,4224646.0
2008-04-16,48000,49450,47300,48900,2362,206585.0,4224646.0
2008-04-17,48900,48900,47500,47700,5738,201516.0,4224646.0
2008-04-18,47700,48200,47050,48000,6740,202783.0,4224646.0
2008-04-21,48200,52500,48200,51100,4535,215879.0,4224646.0
2008-04-22,50500,53500,50500,51000,3051,215457.0,4224646.0
2008-04-23,51000,53700,51000,51700,2750,218414.0,4224646.0
2008-04-24,51700,53700,51700,53500,2450,226019.0,4224646.0
2008-04-25,54500,54500,52500,53800,800,227286.0,4224646.0
2008-04-28,53000,54500,53000,54000,1632,228131.0,4224646.0
2008-04-29,54500,54500,51600,54500,1258,230243.0,4224646.0
2008-04-30,54900,57000,53100,56900,2482,240382.0,4224646.0
2008-05-02,57000,57400,56500,57300,1432,242072.0,4224646.0
2008-05-06,57000,57500,56000,57400,679,242495.0,4224646.0
2008-05-07,57400,57400,55500,57400,1275,242495.0,4224646.0
2008-05-08,52800,57400,52800,57400,2521,242495.0,4224646.0
2008-05-09,57500,57600,55300,57000,593,240805.0,4224646.0
2008-05-13,57600,57600,56000,56000,1825,236580.0,4224646.0
2008-05-14,57300,57300,55200,56600,799,239115.0,4224646.0
2008-05-15,55000,56000,53200,54000,6642,228131.0,4224646.0
2008-05-16,53500,54800,51700,54000,2095,228131.0,4224646.0
2008-05-19,54000,54900,52700,53500,1999,226019.0,4224646.0
2008-05-20,52600,54500,52600,52800,1883,223061.0,4224646.0
2008-05-21,52800,53400,52100,52800,372,223061.0,4224646.0
2008-05-22,52000,53000,51600,52700,1253,222639.0,4224646.0
2008-05-23,53100,53100,52000,53000,251,223906.0,4224646.0
2008-05-26,52500,52900,51400,52500,852,221794.0,4224646.0
2008-05-27,52400,54500,51800,54300,2079,229398.0,4224646.0
2008-05-28,54400,54500,52200,52200,529,220527.0,4224646.0
2008-05-29,52100,54900,52100,54900,654,231933.0,4224646.0
2008-05-30,54200,55400,53000,55200,879,233200.0,4224646.0
2008-06-02,55200,56000,53600,55900,848,236158.0,4224646.0
2008-06-03,55200,56000,54600,55900,157,236158.0,4224646.0
2008-06-04,55900,56400,55000,56000,254,236580.0,4224646.0
2008-06-05,55100,57000,55100,56900,448,240382.0,4224646.0
2008-06-09,55400,59000,55000,58900,2616,248832.0,4224646.0
2008-06-10,58900,59600,58200,58800,963,248409.0,4224646.0
2008-06-11,58900,59500,56700,59500,3248,251366.0,4224646.0
2008-06-12,56600,59200,56600,59200,1075,250099.0,4224646.0
2008-06-13,58800,63000,58600,63000,4685,266153.0,4224646.0
2008-06-16,63000,63200,62000,63000,3791,266153.0,4224646.0
2008-06-17,63000,63500,62600,63400,3069,267843.0,4224646.0
2008-06-18,62800,63600,62800,62800,1988,265308.0,4224646.0
2008-06-19,62100,63000,61500,62500,2168,264040.0,4224646.0
2008-06-20,61800,62700,61800,62500,914,264040.0,4224646.0
2008-06-23,61100,62000,61100,62000,1462,261928.0,4224646.0
2008-06-24,61400,61600,59100,61000,1274,257703.0,4224646.0
2008-06-25,60900,61600,60900,60900,155,257281.0,4224646.0
2008-06-26,61000,61000,56600,56600,2129,239115.0,4224646.0
2008-06-27,57100,58500,57100,57900,2066,244607.0,4224646.0
2008-06-30,58000,58900,57900,58500,1352,247142.0,4224646.0
2008-07-01,59100,61000,58500,61000,6014,257703.0,4224646.0
