현대글로비스(086280),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-02-25,202000,202500,199000,199000,80784,7462500.0,37500000.0
2013-02-26,197500,199500,192000,194000,133403,7275000.0,37500000.0
2013-02-27,195000,205000,195000,202500,182173,7593750.0,37500000.0
2013-02-28,201500,205500,199000,205500,146076,7706250.0,37500000.0
2013-03-04,203500,209000,201500,206500,150913,7743750.0,37500000.0
2013-03-05,206000,209000,206000,207000,60856,7762500.0,37500000.0
2013-03-06,205000,207000,200000,200500,115166,7518750.0,37500000.0
2013-03-07,200500,203000,199000,199500,89672,7481250.0,37500000.0
2013-03-08,200000,202500,198000,202000,75124,7575000.0,37500000.0
2013-03-11,202000,202000,195000,199000,154456,7462500.0,37500000.0
2013-03-12,199500,200000,196000,197000,82861,7387500.0,37500000.0
2013-03-13,197000,197500,194000,197500,78532,7406250.0,37500000.0
2013-03-14,197500,198000,194000,196000,89994,7350000.0,37500000.0
2013-03-15,196000,200000,195500,199000,193101,7462500.0,37500000.0
2013-03-18,200000,200000,190000,190000,177159,7125000.0,37500000.0
2013-03-19,191000,193000,190000,190500,67074,7143750.0,37500000.0
2013-03-20,190000,191500,188000,188000,102286,7050000.0,37500000.0
2013-03-21,188500,190000,182500,183500,114895,6881250.0,37500000.0
2013-03-22,182500,185000,176000,180000,217301,6750000.0,37500000.0
2013-03-25,181500,190500,181000,190500,167288,7143750.0,37500000.0
2013-03-26,190500,192000,189000,191000,127047,7162500.0,37500000.0
2013-03-27,191000,194500,186500,192000,145787,7200000.0,37500000.0
2013-03-28,194000,194000,189500,192000,85196,7200000.0,37500000.0
2013-03-29,194500,194500,187500,188500,62885,7068750.0,37500000.0
2013-04-01,188000,191000,185000,190500,69327,7143750.0,37500000.0
2013-04-02,189000,190500,186000,190000,64706,7125000.0,37500000.0
2013-04-03,191000,191000,185000,186000,145116,6975000.0,37500000.0
2013-04-04,183500,183500,177000,177500,173397,6656250.0,37500000.0
2013-04-05,177500,177500,168500,175000,194655,6562500.0,37500000.0
2013-04-08,173500,175500,171000,173000,58171,6487500.0,37500000.0
2013-04-09,171000,176500,170500,174500,82274,6543750.0,37500000.0
2013-04-10,177500,177500,172000,173000,90179,6487500.0,37500000.0
2013-04-11,174000,175000,170000,173000,88764,6487500.0,37500000.0
2013-04-12,173000,173000,169000,171500,115731,6431250.0,37500000.0
2013-04-15,168000,169000,156000,159500,273962,5981250.0,37500000.0
2013-04-16,155500,157000,149000,156500,386111,5868750.0,37500000.0
2013-04-17,155000,166000,155000,166000,229792,6225000.0,37500000.0
2013-04-18,162000,167000,158500,167000,193205,6262500.0,37500000.0
2013-04-19,166000,167500,160000,165500,143032,6206250.0,37500000.0
2013-04-22,164000,170000,164000,170000,86690,6375000.0,37500000.0
2013-04-23,171000,176500,170000,173000,119216,6487500.0,37500000.0
2013-04-24,173500,177500,173000,176000,95070,6600000.0,37500000.0
2013-04-25,178000,188500,177500,182500,207304,6843750.0,37500000.0
2013-04-26,182500,185500,178000,184500,151906,6918750.0,37500000.0
2013-04-29,185000,185000,179000,181000,133329,6787500.0,37500000.0
2013-04-30,182000,189000,181000,185000,138194,6937500.0,37500000.0
2013-05-02,188000,190000,186000,187500,83230,7031250.0,37500000.0
2013-05-03,187000,190000,183500,189500,62464,7106250.0,37500000.0
2013-05-06,188500,190500,185500,187000,55411,7012500.0,37500000.0
2013-05-07,188500,188500,181000,182500,69942,6843750.0,37500000.0
2013-05-08,180500,183500,178000,180000,78608,6750000.0,37500000.0
2013-05-09,178500,181500,178000,179000,71263,6712500.0,37500000.0
2013-05-10,179500,179500,171000,171000,118034,6412500.0,37500000.0
2013-05-13,168000,172500,168000,169500,69837,6356250.0,37500000.0
2013-05-14,171000,176500,170500,173500,110819,6506250.0,37500000.0
2013-05-15,175000,175500,173000,173000,48744,6487500.0,37500000.0
2013-05-16,175000,182500,175000,182000,111810,6825000.0,37500000.0
2013-05-20,180000,181500,178500,178500,69418,6693750.0,37500000.0
2013-05-21,178500,182000,178000,181000,52935,6787500.0,37500000.0
2013-05-22,181000,190500,180500,188500,211027,7068750.0,37500000.0
2013-05-23,190500,192000,185500,186000,102289,6975000.0,37500000.0
2013-05-24,188000,189500,183500,187000,56575,7012500.0,37500000.0
2013-05-27,185500,190500,185000,188000,36729,7050000.0,37500000.0
2013-05-28,189000,189000,184000,187000,72793,7012500.0,37500000.0
2013-05-29,187000,190000,185500,189500,62256,7106250.0,37500000.0
2013-05-30,188500,191500,187000,187500,58373,7031250.0,37500000.0
2013-05-31,187500,189500,183000,185500,61135,6956250.0,37500000.0
2013-06-03,183000,185500,181000,183000,44816,6862500.0,37500000.0
2013-06-04,185000,186500,183500,185500,41861,6956250.0,37500000.0
2013-06-05,185000,185000,178500,179500,69547,6731250.0,37500000.0
2013-06-07,176000,182500,176000,181000,61429,6787500.0,37500000.0
2013-06-10,181500,182000,176000,178500,50655,6693750.0,37500000.0
2013-06-11,178500,180500,176000,177500,51820,6656250.0,37500000.0
2013-06-12,175500,180000,175500,176000,33486,6600000.0,37500000.0
2013-06-13,179000,183500,175500,182500,84495,6843750.0,37500000.0
2013-06-14,181500,186000,181000,184500,63741,6918750.0,37500000.0
2013-06-17,185500,187000,182000,185500,42608,6956250.0,37500000.0
2013-06-18,183500,186500,180500,184500,47521,6918750.0,37500000.0
2013-06-19,183500,186500,181500,184500,37722,6918750.0,37500000.0
2013-06-20,185000,190500,182000,186000,130372,6975000.0,37500000.0
2013-06-21,183000,190000,182500,189500,133830,7106250.0,37500000.0
2013-06-24,187000,191500,186500,189000,66334,7087500.0,37500000.0
2013-06-25,191500,192500,187500,189500,85177,7106250.0,37500000.0
2013-06-26,191000,192000,186500,188500,46732,7068750.0,37500000.0
2013-06-27,188500,191500,187500,191000,60044,7162500.0,37500000.0
2013-06-28,193000,195000,190000,193500,94456,7256250.0,37500000.0
2013-07-01,191500,194000,188500,190000,72514,7125000.0,37500000.0
2013-07-02,190000,193500,185500,188000,91772,7050000.0,37500000.0
2013-07-03,190500,193000,183500,187500,74798,7031250.0,37500000.0
2013-07-04,186500,189000,184500,187000,34428,7012500.0,37500000.0
2013-07-05,189500,189500,185500,187000,31568,7012500.0,37500000.0
2013-07-08,187500,187500,180000,183500,44448,6881250.0,37500000.0
2013-07-09,185000,185000,178500,182000,70498,6825000.0,37500000.0
2013-07-10,182500,184500,182000,183000,44239,6862500.0,37500000.0
2013-07-11,185500,185500,183500,185500,52197,6956250.0,37500000.0
2013-07-12,185500,185500,181000,181500,50411,6806250.0,37500000.0
2013-07-15,180000,186500,178500,185500,52038,6956250.0,37500000.0
2013-07-16,186000,187000,183000,186000,48007,6975000.0,37500000.0
2013-07-17,186000,190500,183500,189000,55453,7087500.0,37500000.0
2013-07-18,187000,191500,187000,189500,36769,7106250.0,37500000.0
2013-07-19,190000,192000,186500,189000,46436,7087500.0,37500000.0
2013-07-22,191000,192000,189000,189000,25799,7087500.0,37500000.0
2013-07-23,191500,195000,188500,190000,96695,7125000.0,37500000.0
2013-07-24,190000,194500,189000,191500,68636,7181250.0,37500000.0
2013-07-25,190500,192500,189000,190000,28698,7125000.0,37500000.0
2013-07-26,190000,191000,188000,190000,28522,7125000.0,37500000.0
2013-07-29,189500,192500,188500,189500,43161,7106250.0,37500000.0
2013-07-30,191000,195000,189500,194000,102719,7275000.0,37500000.0
2013-07-31,195000,195000,192000,193500,49100,7256250.0,37500000.0
2013-08-01,195000,199000,193500,195500,80832,7331250.0,37500000.0
2013-08-02,197500,204500,197500,203500,147465,7631250.0,37500000.0
2013-08-05,204000,204500,198500,198500,75026,7443750.0,37500000.0
2013-08-06,199500,200000,196000,197500,41622,7406250.0,37500000.0
2013-08-07,196000,196500,190500,190500,90002,7143750.0,37500000.0
2013-08-08,192000,192000,189500,189500,42350,7106250.0,37500000.0
2013-08-09,189500,191500,187500,188000,37610,7050000.0,37500000.0
2013-08-12,188000,195000,188000,192000,61338,7200000.0,37500000.0
2013-08-13,192000,196000,191000,195000,37165,7312500.0,37500000.0
2013-08-14,194500,195500,192500,194000,33238,7275000.0,37500000.0
2013-08-16,191000,196000,191000,194500,27570,7293750.0,37500000.0
2013-08-19,194000,195500,189500,194500,70782,7293750.0,37500000.0
2013-08-20,192000,194000,190500,190500,32486,7143750.0,37500000.0
2013-08-21,192000,192000,187000,188000,39524,7050000.0,37500000.0
2013-08-22,185000,187000,183000,185000,54471,6937500.0,37500000.0
2013-08-23,184000,187000,183500,186000,40895,6975000.0,37500000.0
2013-08-26,185000,189000,184500,186000,48736,6975000.0,37500000.0
2013-08-27,186000,187500,183500,184000,53553,6900000.0,37500000.0
2013-08-28,182500,186500,179500,184500,55114,6918750.0,37500000.0
2013-08-29,185500,188000,185000,186000,36809,6975000.0,37500000.0
2013-08-30,186000,188000,185000,187000,40266,7012500.0,37500000.0
2013-09-02,187500,193000,187500,192000,62875,7200000.0,37500000.0
2013-09-03,192500,194000,188000,189000,66611,7087500.0,37500000.0
2013-09-04,188500,189000,186500,186500,36703,6993750.0,37500000.0
2013-09-05,187000,191500,186500,190500,56938,7143750.0,37500000.0
2013-09-06,190500,195000,189500,194500,77676,7293750.0,37500000.0
2013-09-09,195000,199000,194500,196500,89895,7368750.0,37500000.0
2013-09-10,198500,199000,192500,196500,51019,7368750.0,37500000.0
2013-09-11,195000,196500,193500,195000,53181,7312500.0,37500000.0
2013-09-12,195000,196500,192500,195000,92520,7312500.0,37500000.0
2013-09-13,194000,197000,192500,195000,44850,7312500.0,37500000.0
2013-09-16,196000,199000,195000,196000,55389,7350000.0,37500000.0
2013-09-17,196000,198500,193000,197000,47492,7387500.0,37500000.0
2013-09-23,197500,199000,194500,196000,62138,7350000.0,37500000.0
2013-09-24,194500,200000,194500,199500,61245,7481250.0,37500000.0
2013-09-25,198000,200000,194000,195500,53561,7331250.0,37500000.0
2013-09-26,194500,199000,193500,197000,41777,7387500.0,37500000.0
2013-09-27,199000,207000,198000,206000,167443,7725000.0,37500000.0
2013-09-30,205000,214000,202500,210500,145151,7893750.0,37500000.0
2013-10-01,208500,216000,208500,212000,111997,7950000.0,37500000.0
2013-10-02,213500,219000,208500,216500,99017,8118750.0,37500000.0
2013-10-04,211500,215000,210500,212500,54462,7968750.0,37500000.0
2013-10-07,210000,219500,210000,213500,65602,8006250.0,37500000.0
2013-10-08,215000,219000,212000,216000,62806,8100000.0,37500000.0
2013-10-10,213500,218000,212500,215000,49502,8062500.0,37500000.0
2013-10-11,217000,219500,214500,214500,60039,8043750.0,37500000.0
2013-10-14,213500,217500,211000,214500,59186,8043750.0,37500000.0
2013-10-15,217000,219500,215000,216000,44309,8100000.0,37500000.0
2013-10-16,213000,217500,208500,215500,110890,8081250.0,37500000.0
2013-10-17,215500,219000,212000,213500,76303,8006250.0,37500000.0
2013-10-18,216000,227500,214500,226500,165423,8493750.0,37500000.0
2013-10-21,228000,228500,221000,225000,73444,8437500.0,37500000.0
2013-10-22,225000,227500,222500,227000,57598,8512500.0,37500000.0
2013-10-23,225500,228500,220500,225500,45492,8456250.0,37500000.0
2013-10-24,227000,245000,226500,244000,201373,9150000.0,37500000.0
2013-10-25,243500,244000,236000,240000,82538,9000000.0,37500000.0
2013-10-28,240000,240000,233000,234000,53593,8775000.0,37500000.0
2013-10-29,234000,235500,229500,233000,76269,8737500.0,37500000.0
2013-10-30,233000,235000,229000,232000,67989,8700000.0,37500000.0
2013-10-31,230500,237500,230500,235500,104303,8831250.0,37500000.0
2013-11-01,237000,237000,225000,233000,107365,8737500.0,37500000.0
2013-11-04,232000,233000,227000,227000,50469,8512500.0,37500000.0
2013-11-05,227000,233000,225000,230000,56815,8625000.0,37500000.0
2013-11-06,230000,238000,230000,234000,68717,8775000.0,37500000.0
2013-11-07,233500,235500,229500,235500,44710,8831250.0,37500000.0
2013-11-08,234500,238500,231000,232000,81672,8700000.0,37500000.0
2013-11-11,231000,232000,227500,229500,29111,8606250.0,37500000.0
2013-11-12,229500,235500,228500,234000,47166,8775000.0,37500000.0
2013-11-13,235000,236000,229500,232500,39192,8718750.0,37500000.0
2013-11-14,231000,235000,230000,232500,38691,8718750.0,37500000.0
2013-11-15,234500,241500,232500,240500,49789,9018750.0,37500000.0
2013-11-18,240000,243500,235500,236000,39527,8850000.0,37500000.0
2013-11-19,236000,239000,235500,238500,39780,8943750.0,37500000.0
2013-11-20,237000,238500,231000,235500,51696,8831250.0,37500000.0
2013-11-21,234000,234500,227000,229500,49200,8606250.0,37500000.0
2013-11-22,231500,232000,227500,229000,40026,8587500.0,37500000.0
2013-11-25,229500,234000,226000,227000,44380,8512500.0,37500000.0
2013-11-26,227000,229500,226500,228000,47339,8550000.0,37500000.0
2013-11-27,227500,233000,227000,232000,38676,8700000.0,37500000.0
2013-11-28,231500,240500,231500,236500,93625,8868750.0,37500000.0
2013-11-29,235500,236500,232000,236000,37807,8850000.0,37500000.0
2013-12-02,235000,236000,230500,230500,32983,8643750.0,37500000.0
2013-12-03,231000,231500,220500,223000,77709,8362500.0,37500000.0
2013-12-04,221000,226000,220500,224500,40732,8418750.0,37500000.0
2013-12-05,225500,226000,217500,221500,49322,8306250.0,37500000.0
2013-12-06,221000,223000,219000,219500,45670,8231250.0,37500000.0
2013-12-09,224000,228000,219500,221000,39149,8287500.0,37500000.0
2013-12-10,223500,225000,218000,220000,33824,8250000.0,37500000.0
2013-12-11,223500,223500,217000,218500,57771,8193750.0,37500000.0
2013-12-12,217000,222000,216500,219500,29328,8231250.0,37500000.0
2013-12-13,221000,223000,218500,220500,44667,8268750.0,37500000.0
2013-12-16,220500,225500,218000,222000,45777,8325000.0,37500000.0
2013-12-17,224500,224500,215000,218000,90595,8175000.0,37500000.0
2013-12-18,219500,220000,216500,219000,53272,8212500.0,37500000.0
2013-12-19,221500,222000,210500,215000,69385,8062500.0,37500000.0
2013-12-20,215500,219000,213000,218500,57590,8193750.0,37500000.0
2013-12-23,220000,222000,217500,221000,33551,8287500.0,37500000.0
2013-12-24,223000,227500,221000,223000,54116,8362500.0,37500000.0
2013-12-26,225500,228500,221500,221500,65846,8306250.0,37500000.0
2013-12-27,220500,229000,220500,225000,35718,8437500.0,37500000.0
2013-12-30,225500,234000,225500,231000,68122,8662500.0,37500000.0
2014-01-02,234500,234500,219000,224500,97712,8418750.0,37500000.0
2014-01-03,224500,226500,222500,225000,47016,8437500.0,37500000.0
2014-01-06,224000,227000,223000,224000,38863,8400000.0,37500000.0
2014-01-07,222500,230500,222500,223000,36589,8362500.0,37500000.0
2014-01-08,223500,225000,220000,224000,34486,8400000.0,37500000.0
2014-01-09,224000,224000,216000,218500,69326,8193750.0,37500000.0
2014-01-10,218500,220000,211500,217500,78145,8156250.0,37500000.0
2014-01-13,223000,229500,220000,223000,119769,8362500.0,37500000.0
2014-01-14,223000,228500,219500,219500,56915,8231250.0,37500000.0
2014-01-15,221500,232000,220500,228500,65897,8568750.0,37500000.0
2014-01-16,227500,232000,225000,228500,39701,8568750.0,37500000.0
2014-01-17,228500,234500,228000,228000,50854,8550000.0,37500000.0
2014-01-20,227000,234500,225500,231000,29913,8662500.0,37500000.0
2014-01-21,235000,235000,228000,229500,32252,8606250.0,37500000.0
2014-01-22,229500,231000,225500,230000,52810,8625000.0,37500000.0
2014-01-23,232000,232000,223000,224500,70459,8418750.0,37500000.0
2014-01-24,224000,228000,218000,223000,76156,8362500.0,37500000.0
2014-01-27,220000,222500,216000,217000,103340,8137500.0,37500000.0
2014-01-28,216000,225000,216000,224500,72722,8418750.0,37500000.0
2014-01-29,225500,228000,222500,228000,47846,8550000.0,37500000.0
2014-02-03,227000,227500,220500,222000,56862,8325000.0,37500000.0
2014-02-04,224000,224000,217000,218500,57389,8193750.0,37500000.0
2014-02-05,221500,221500,218500,220000,39983,8250000.0,37500000.0
2014-02-06,221000,222000,217500,218500,49745,8193750.0,37500000.0
2014-02-07,219500,223000,217500,222500,68999,8343750.0,37500000.0
2014-02-10,223000,223000,218500,219000,41118,8212500.0,37500000.0
2014-02-11,219000,221500,218000,218000,31179,8175000.0,37500000.0
2014-02-12,218000,219500,216000,216000,42144,8100000.0,37500000.0
2014-02-13,216000,217500,213000,215000,43457,8062500.0,37500000.0
2014-02-14,215000,222500,214500,220500,31183,8268750.0,37500000.0
2014-02-17,221000,224000,218000,218000,29148,8175000.0,37500000.0
2014-02-18,218500,225500,218500,224500,48855,8418750.0,37500000.0
2014-02-19,222500,225000,219500,222500,30691,8343750.0,37500000.0
2014-02-20,219500,222000,217500,222000,40918,8325000.0,37500000.0
2014-02-21,223000,224500,219500,224000,30668,8400000.0,37500000.0
2014-02-24,221500,224000,220000,222500,31780,8343750.0,37500000.0
2014-02-25,223000,224500,220000,224500,45213,8418750.0,37500000.0
2014-02-26,222000,229500,222000,229000,46819,8587500.0,37500000.0
2014-02-27,229500,236000,227500,236000,74926,8850000.0,37500000.0
2014-02-28,233000,235000,230000,234500,49985,8793750.0,37500000.0
2014-03-03,231000,233500,224000,225500,80276,8456250.0,37500000.0
2014-03-04,224500,225500,219500,222000,102107,8325000.0,37500000.0
2014-03-05,224000,226000,220000,221000,98294,8287500.0,37500000.0
2014-03-06,221000,225000,220500,223000,61659,8362500.0,37500000.0
2014-03-07,222500,233000,222500,229500,120103,8606250.0,37500000.0
2014-03-10,228500,229500,222000,222000,58797,8325000.0,37500000.0
2014-03-11,222500,225000,220000,222500,45528,8343750.0,37500000.0
2014-03-12,221500,224000,219000,220000,41168,8250000.0,37500000.0
2014-03-13,221500,222000,216500,220000,50349,8250000.0,37500000.0
2014-03-14,219000,221000,212500,218000,66894,8175000.0,37500000.0
2014-03-17,218000,223500,218000,222000,46599,8325000.0,37500000.0
2014-03-18,223000,223500,220000,220500,37810,8268750.0,37500000.0
2014-03-19,220500,221500,217000,217000,65578,8137500.0,37500000.0
2014-03-20,217000,219500,215000,218500,57314,8193750.0,37500000.0
2014-03-21,218500,223500,218500,222000,53251,8325000.0,37500000.0
2014-03-24,222500,228000,222000,227000,59291,8512500.0,37500000.0
2014-03-25,227500,228000,225500,227500,38434,8531250.0,37500000.0
2014-03-26,228500,235000,227500,233500,93040,8756250.0,37500000.0
2014-03-27,233000,235500,230000,235500,50762,8831250.0,37500000.0
2014-03-28,235500,239500,234000,236500,45744,8868750.0,37500000.0
2014-03-31,236000,244500,235500,241500,82742,9056250.0,37500000.0
2014-04-01,237000,244000,237000,243500,65771,9131250.0,37500000.0
2014-04-02,241500,249500,239000,249500,80195,9356250.0,37500000.0
2014-04-03,247500,255000,246500,253500,97706,9506250.0,37500000.0
2014-04-04,252500,255500,251000,253000,85392,9487500.0,37500000.0
2014-04-07,250500,252500,243000,251500,58519,9431250.0,37500000.0
2014-04-08,247500,248500,241000,248500,85505,9318750.0,37500000.0
2014-04-09,248000,251500,241000,244000,71621,9150000.0,37500000.0
2014-04-10,244500,250000,241000,250000,63148,9375000.0,37500000.0
2014-04-11,247000,251500,246500,251500,40268,9431250.0,37500000.0
2014-04-14,248500,251000,243500,248000,49482,9300000.0,37500000.0
2014-04-15,246000,248500,244000,245000,25228,9187500.0,37500000.0
2014-04-16,244500,256000,244500,254500,81449,9543750.0,37500000.0
2014-04-17,255000,258000,251500,258000,42138,9675000.0,37500000.0
2014-04-18,257500,259000,252500,257500,44054,9656250.0,37500000.0
2014-04-21,256000,257500,251500,252000,31142,9450000.0,37500000.0
2014-04-22,253500,256000,250000,255000,26907,9562500.0,37500000.0
2014-04-23,255000,256500,252000,254500,27307,9543750.0,37500000.0
2014-04-24,252500,255000,247000,252000,52353,9450000.0,37500000.0
2014-04-25,253000,253000,245500,245500,32434,9206250.0,37500000.0
2014-04-28,247000,250500,244500,244500,32997,9168750.0,37500000.0
2014-04-29,245500,247000,240500,241000,61727,9037500.0,37500000.0
2014-04-30,242000,245000,241000,243500,35973,9131250.0,37500000.0
2014-05-02,242000,245500,238500,245500,33160,9206250.0,37500000.0
2014-05-07,244000,244000,236000,237500,61335,8906250.0,37500000.0
2014-05-08,237000,243000,237000,243000,60074,9112500.0,37500000.0
2014-05-09,241000,247500,241000,247500,33496,9281250.0,37500000.0
2014-05-12,248000,250000,242500,249500,59352,9356250.0,37500000.0
2014-05-13,248500,250000,246500,249500,37732,9356250.0,37500000.0
2014-05-14,248000,254000,248000,251500,78110,9431250.0,37500000.0
2014-05-15,250500,252000,248500,250500,28909,9393750.0,37500000.0
2014-05-16,250500,257000,245000,257000,87918,9637500.0,37500000.0
2014-05-19,255000,256000,245500,248000,98635,9300000.0,37500000.0
2014-05-20,249000,257500,249000,255500,72221,9581250.0,37500000.0
2014-05-21,255000,257500,251500,252500,54302,9468750.0,37500000.0
2014-05-22,254000,257000,252000,255000,34310,9562500.0,37500000.0
2014-05-23,256500,257500,251500,253000,39014,9487500.0,37500000.0
2014-05-26,254500,256500,253000,256500,25558,9618750.0,37500000.0
2014-05-27,257500,257500,251000,252000,26155,9450000.0,37500000.0
2014-05-28,249500,263500,249500,263500,47746,9881250.0,37500000.0
2014-05-29,266000,266500,260500,263500,45159,9881250.0,37500000.0
2014-05-30,261000,265000,259500,263500,43734,9881250.0,37500000.0
2014-06-02,266500,266500,256500,260500,34948,9768750.0,37500000.0
2014-06-03,265000,278000,261000,278000,126872,10425000.0,37500000.0
2014-06-05,279500,290500,272000,275000,140981,10312500.0,37500000.0
2014-06-09,276000,285000,264000,266500,150336,9993750.0,37500000.0
2014-06-10,267000,273500,264000,272500,70339,10218750.0,37500000.0
2014-06-11,270000,278500,266000,269000,70498,10087500.0,37500000.0
2014-06-12,267000,267500,261000,261000,74321,9787500.0,37500000.0
2014-06-13,262500,263000,260000,262500,35185,9843750.0,37500000.0
2014-06-16,261000,264500,257000,257000,45403,9637500.0,37500000.0
2014-06-17,256500,267500,256500,266000,59568,9975000.0,37500000.0
2014-06-18,266000,270500,265000,270500,66342,10143750.0,37500000.0
2014-06-19,272000,272000,264500,269000,66755,10087500.0,37500000.0
2014-06-20,271000,271000,263000,268000,60400,10050000.0,37500000.0
2014-06-23,268000,268500,265000,265500,31547,9956250.0,37500000.0
2014-06-24,263000,265500,260000,263000,69264,9862500.0,37500000.0
2014-06-25,263500,265000,259000,259000,57953,9712500.0,37500000.0
2014-06-26,260500,270000,260500,266500,101772,9993750.0,37500000.0
2014-06-27,269000,270500,266500,267500,77456,10031250.0,37500000.0
2014-06-30,270000,273000,267000,269500,45895,10106250.0,37500000.0
2014-07-01,267000,272000,267000,269500,28705,10106250.0,37500000.0
2014-07-02,269000,270000,264000,264500,64488,9918750.0,37500000.0
2014-07-03,264500,267000,262500,266500,53265,9993750.0,37500000.0
2014-07-04,267000,269000,263500,267000,44435,10012500.0,37500000.0
2014-07-07,266500,275000,266000,273000,53352,10237500.0,37500000.0
2014-07-08,273500,278000,269500,276000,67926,10350000.0,37500000.0
2014-07-09,272500,280500,272500,278000,63674,10425000.0,37500000.0
2014-07-10,276000,276500,269000,272000,100303,10200000.0,37500000.0
2014-07-11,269500,278500,269500,277000,46842,10387500.0,37500000.0
2014-07-14,277500,279500,271500,274500,52343,10293750.0,37500000.0
2014-07-15,273500,278500,270500,276000,79632,10350000.0,37500000.0
2014-07-16,274500,277500,269000,272500,79136,10218750.0,37500000.0
2014-07-17,273000,275500,269500,270000,62338,10125000.0,37500000.0
2014-07-18,268000,273000,267500,272500,39509,10218750.0,37500000.0
2014-07-21,273000,273500,264500,267000,66901,10012500.0,37500000.0
2014-07-22,265000,267500,264000,267500,46702,10031250.0,37500000.0
2014-07-23,268000,268000,257000,259500,139157,9731250.0,37500000.0
2014-07-24,259000,259500,253000,256000,124791,9600000.0,37500000.0
2014-07-25,257500,261500,255000,259000,59069,9712500.0,37500000.0
2014-07-28,261500,269000,260000,266500,97330,9993750.0,37500000.0
2014-07-29,268500,268500,260500,262000,67679,9825000.0,37500000.0
2014-07-30,262500,264500,259500,261500,82753,9806250.0,37500000.0
2014-07-31,262000,266000,261500,264000,102322,9900000.0,37500000.0
2014-08-01,263000,265000,260500,264500,53778,9918750.0,37500000.0
2014-08-04,263500,267000,261000,265000,73617,9937500.0,37500000.0
2014-08-05,265000,275500,263500,273000,99348,10237500.0,37500000.0
2014-08-06,272000,287000,272000,287000,131375,10762500.0,37500000.0
2014-08-07,287000,291000,281500,286000,60961,10725000.0,37500000.0
2014-08-08,286000,294000,282000,294000,70565,11025000.0,37500000.0
2014-08-11,293500,294000,282000,282000,79982,10575000.0,37500000.0
2014-08-12,283500,293000,283000,290500,65388,10893750.0,37500000.0
2014-08-13,289000,307500,289000,306000,82752,11475000.0,37500000.0
2014-08-14,306000,306000,298000,301500,62135,11306250.0,37500000.0
2014-08-18,304000,308000,296000,303000,65080,11362500.0,37500000.0
2014-08-19,303500,319500,303000,311000,113129,11662500.0,37500000.0
2014-08-20,314000,328000,313000,326500,106847,12243750.0,37500000.0
2014-08-21,324000,325000,314000,316500,67454,11868750.0,37500000.0
2014-08-22,314000,321000,313500,319000,49380,11962500.0,37500000.0
2014-08-25,319000,327500,318500,319500,34752,11981250.0,37500000.0
2014-08-26,322000,327000,315500,326500,60322,12243750.0,37500000.0
2014-08-27,324000,332000,313500,320000,93445,12000000.0,37500000.0
2014-08-28,317000,318000,304500,305000,161265,11437500.0,37500000.0
2014-08-29,304000,308500,301500,302500,107510,11343750.0,37500000.0
2014-09-01,303000,306500,302000,304000,57788,11400000.0,37500000.0
2014-09-02,302500,304000,297000,301000,52553,11287500.0,37500000.0
2014-09-03,298500,305000,298500,303500,42009,11381250.0,37500000.0
2014-09-04,305000,305000,300000,301500,39191,11306250.0,37500000.0
2014-09-05,301500,307000,301500,305000,36235,11437500.0,37500000.0
2014-09-11,305000,306500,303000,304000,42500,11400000.0,37500000.0
2014-09-12,304000,305500,301500,303000,36204,11362500.0,37500000.0
2014-09-15,303500,305000,296500,304000,31065,11400000.0,37500000.0
2014-09-16,304000,305000,296000,296000,63321,11100000.0,37500000.0
2014-09-17,297500,306500,296500,305500,44106,11456250.0,37500000.0
2014-09-18,303000,317000,292500,313500,177640,11756250.0,37500000.0
2014-09-19,312500,331000,312000,316000,153658,11850000.0,37500000.0
2014-09-22,320500,324000,311500,318000,59756,11925000.0,37500000.0
2014-09-23,315500,326500,315000,323000,97081,12112500.0,37500000.0
2014-09-24,323500,328000,323000,327000,73304,12262500.0,37500000.0
2014-09-25,329000,337000,324000,327500,77409,12281250.0,37500000.0
2014-09-26,328000,331500,319500,323000,49700,12112500.0,37500000.0
2014-09-29,319500,327500,313000,323500,62243,12131250.0,37500000.0
2014-09-30,320500,327000,318000,322000,61298,12075000.0,37500000.0
2014-10-01,322000,324000,314000,319500,32578,11981250.0,37500000.0
2014-10-02,314000,320500,310000,314500,57047,11793750.0,37500000.0
2014-10-06,315000,320000,306000,307000,51392,11512500.0,37500000.0
2014-10-07,307000,309000,304500,307000,50607,11512500.0,37500000.0
2014-10-08,306000,313000,305500,308500,71703,11568750.0,37500000.0
2014-10-10,309000,311500,298500,301000,57587,11287500.0,37500000.0
2014-10-13,300000,300000,293000,296500,76832,11118750.0,37500000.0
2014-10-14,298000,307500,294000,295000,98945,11062500.0,37500000.0
2014-10-15,295500,303500,293000,295000,69197,11062500.0,37500000.0
2014-10-16,293000,301000,289000,300000,96517,11250000.0,37500000.0
2014-10-17,301000,304000,298500,300000,59641,11250000.0,37500000.0
2014-10-20,301500,306000,298000,300500,68688,11268750.0,37500000.0
2014-10-21,301500,302000,293500,297000,66254,11137500.0,37500000.0
2014-10-22,301500,303000,288500,299500,108511,11231250.0,37500000.0
2014-10-23,300000,303500,297500,301500,59381,11306250.0,37500000.0
2014-10-24,303000,304000,287500,290500,115417,10893750.0,37500000.0
2014-10-27,278000,283000,272500,279000,234522,10462500.0,37500000.0
