모토닉(009680),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-03,1210,1230,1135,1150,126180,37950.0,3300000.0
1999-03-04,1170,1185,1145,1170,30460,38610.0,3300000.0
1999-03-05,1160,1220,1150,1155,44580,38115.0,3300000.0
1999-03-08,1165,1240,1160,1170,63160,38610.0,3300000.0
1999-03-09,1200,1220,1150,1150,29820,37950.0,3300000.0
1999-03-10,1135,1160,1115,1120,22780,36960.0,3300000.0
1999-03-11,1105,1200,1105,1200,32760,39600.0,3300000.0
1999-03-12,1200,1240,1190,1210,63490,39930.0,3300000.0
1999-03-15,1220,1335,1220,1280,170150,42240.0,3300000.0
1999-03-16,1300,1315,1235,1280,66020,42240.0,3300000.0
1999-03-17,1290,1310,1250,1250,60350,41250.0,3300000.0
1999-03-18,1255,1270,1190,1190,44420,39270.0,3300000.0
1999-03-19,1190,1240,1190,1230,28380,40590.0,3300000.0
1999-03-22,1245,1260,1220,1245,41150,41085.0,3300000.0
1999-03-23,1250,1260,1235,1250,22230,41250.0,3300000.0
1999-03-24,1270,1270,1200,1210,21800,39930.0,3300000.0
1999-03-25,1215,1260,1210,1235,41010,40755.0,3300000.0
1999-03-26,1260,1260,1215,1230,37110,40590.0,3300000.0
1999-03-29,1235,1290,1215,1240,67190,40920.0,3300000.0
1999-03-30,1290,1290,1260,1270,39420,41910.0,3300000.0
1999-03-31,1280,1350,1270,1320,104230,43560.0,3300000.0
1999-04-01,1385,1385,1335,1340,96500,44220.0,3300000.0
1999-04-02,1350,1375,1340,1340,62140,44220.0,3300000.0
1999-04-06,1370,1430,1350,1385,57500,45705.0,3300000.0
1999-04-07,1390,1420,1365,1370,87620,45210.0,3300000.0
1999-04-08,1400,1450,1360,1430,91310,47190.0,3300000.0
1999-04-09,1435,1440,1400,1400,63830,46200.0,3300000.0
1999-04-12,1395,1430,1370,1400,63430,46200.0,3300000.0
1999-04-13,1400,1425,1380,1380,49820,45540.0,3300000.0
1999-04-14,1380,1450,1360,1450,69420,47850.0,3300000.0
1999-04-15,1470,1570,1460,1485,113900,49005.0,3300000.0
1999-04-16,1485,1520,1420,1420,53340,46860.0,3300000.0
1999-04-19,1450,1450,1380,1400,46180,46200.0,3300000.0
1999-04-20,1380,1520,1380,1450,95340,47850.0,3300000.0
1999-04-21,1450,1470,1380,1400,45510,46200.0,3300000.0
1999-04-22,1380,1430,1380,1380,38020,45540.0,3300000.0
1999-04-23,1410,1530,1400,1450,129130,47850.0,3300000.0
1999-04-26,1520,1520,1470,1500,123800,49500.0,3300000.0
1999-04-27,1520,1550,1500,1545,103470,50985.0,3300000.0
1999-04-28,1540,1720,1510,1650,144510,54450.0,3300000.0
1999-04-29,1650,1830,1650,1760,250210,58080.0,3300000.0
1999-04-30,1780,1800,1670,1760,105060,58080.0,3300000.0
1999-05-03,1820,1860,1700,1850,139580,61050.0,3300000.0
1999-05-04,1850,1880,1780,1845,103400,60885.0,3300000.0
1999-05-06,1855,1950,1810,1900,114760,62700.0,3300000.0
1999-05-07,1920,1920,1820,1850,80400,61050.0,3300000.0
1999-05-10,1855,2090,1830,2010,387230,66330.0,3300000.0
1999-05-11,2090,2190,2000,2000,269120,66000.0,3300000.0
1999-05-12,2050,2090,1900,1940,120860,64020.0,3300000.0
1999-05-13,1970,1985,1850,1850,112280,61050.0,3300000.0
1999-05-14,1850,1850,1720,1750,66810,57750.0,3300000.0
1999-05-17,1620,1730,1550,1550,49070,51150.0,3300000.0
1999-05-18,1570,1630,1570,1630,53380,53790.0,3300000.0
1999-05-19,1700,1820,1650,1820,66170,60060.0,3300000.0
1999-05-20,1820,1820,1625,1645,61340,54285.0,3300000.0
1999-05-21,1680,1745,1670,1680,59540,55440.0,3300000.0
1999-05-24,1700,1750,1680,1710,23880,56430.0,3300000.0
1999-05-25,1730,1760,1710,1715,43270,56595.0,3300000.0
1999-05-26,1730,1850,1710,1840,55900,60720.0,3300000.0
1999-05-27,1850,1890,1780,1780,74340,58740.0,3300000.0
1999-05-28,1780,1810,1720,1730,37080,57090.0,3300000.0
1999-05-31,1740,1820,1740,1750,47230,57750.0,3300000.0
1999-06-01,1750,1750,1690,1720,29800,56760.0,3300000.0
1999-06-02,1720,1770,1700,1750,58990,57750.0,3300000.0
1999-06-03,1760,1780,1700,1750,57200,57750.0,3300000.0
1999-06-04,1750,1840,1740,1820,96390,60060.0,3300000.0
1999-06-07,1860,2000,1830,1950,138380,64350.0,3300000.0
1999-06-08,1950,1950,1870,1915,76620,63195.0,3300000.0
1999-06-09,2000,2140,1980,2000,309480,66000.0,3300000.0
1999-06-10,2140,2140,2030,2075,182980,68475.0,3300000.0
1999-06-11,2080,2300,2000,2180,247400,71940.0,3300000.0
1999-06-14,2250,2290,2180,2220,150590,73260.0,3300000.0
1999-06-15,2195,2195,1890,2070,111700,68310.0,3300000.0
1999-06-16,2070,2130,2060,2060,56750,67980.0,3300000.0
1999-06-17,2200,2250,2115,2115,107370,69795.0,3300000.0
1999-06-18,2100,2165,2060,2090,57240,68970.0,3300000.0
1999-06-21,2100,2220,2100,2170,72160,71610.0,3300000.0
1999-06-22,2220,2370,2180,2350,192830,77550.0,3300000.0
1999-06-23,2390,2440,2300,2335,72160,77055.0,3300000.0
1999-06-24,2300,2380,2250,2250,82160,74250.0,3300000.0
1999-06-25,2270,2310,2235,2260,56780,74580.0,3300000.0
1999-06-28,2270,2300,2190,2200,62950,72600.0,3300000.0
1999-06-29,2200,2285,2100,2220,79350,73260.0,3300000.0
1999-06-30,2220,2280,2150,2180,84280,71940.0,3300000.0
1999-07-01,2180,2280,2180,2240,71900,73920.0,3300000.0
1999-07-02,2280,2520,2270,2500,257850,82500.0,3300000.0
1999-07-05,2530,2600,2430,2470,142050,81510.0,3300000.0
1999-07-06,2500,2570,2400,2480,94800,81840.0,3300000.0
1999-07-07,2490,2540,2450,2470,85440,81510.0,3300000.0
1999-07-08,2500,2620,2490,2550,118700,84150.0,3300000.0
1999-07-09,2570,2600,2470,2590,92830,85470.0,3300000.0
1999-07-12,2605,2700,2360,2550,109870,84150.0,3300000.0
1999-07-13,2530,2540,2400,2400,67270,79200.0,3300000.0
1999-07-14,2380,2450,2280,2300,87220,75900.0,3300000.0
1999-07-15,2290,2375,2220,2345,66690,77385.0,3300000.0
1999-07-16,2300,2380,2300,2380,52980,78540.0,3300000.0
1999-07-19,2420,2490,2335,2450,67720,80850.0,3300000.0
1999-07-20,2420,2450,2370,2370,36830,78210.0,3300000.0
1999-07-21,2350,2450,2270,2300,65010,75900.0,3300000.0
1999-07-22,2300,2380,2220,2300,35670,75900.0,3300000.0
1999-07-23,2340,2645,2340,2450,384110,80850.0,3300000.0
1999-07-26,2750,2750,2350,2450,176440,80850.0,3300000.0
1999-07-27,2500,2590,2400,2500,155510,82500.0,3300000.0
1999-07-28,2500,2695,2500,2530,188840,83490.0,3300000.0
1999-07-29,2540,2620,2530,2580,99070,85140.0,3300000.0
1999-07-30,2610,2800,2600,2660,295090,87780.0,3300000.0
1999-08-02,2690,3055,2690,3055,505310,100815.0,3300000.0
1999-08-03,3055,3110,2820,2950,251070,97350.0,3300000.0
1999-08-04,2960,3020,2800,2810,148790,92730.0,3300000.0
1999-08-05,2810,3230,2720,3000,564790,99000.0,3300000.0
1999-08-06,3050,3050,2880,2995,100100,98835.0,3300000.0
1999-08-09,2900,3300,2900,3250,186400,107250.0,3300000.0
1999-08-10,3350,3500,3250,3400,177870,112200.0,3300000.0
1999-08-11,3400,3400,3210,3280,129390,108240.0,3300000.0
1999-08-12,3385,3385,3200,3300,88760,108900.0,3300000.0
1999-08-13,3290,3290,3100,3170,81030,104610.0,3300000.0
1999-08-16,3170,3250,3110,3170,65420,104610.0,3300000.0
1999-08-17,3200,3340,3120,3170,124960,104610.0,3300000.0
1999-08-18,2900,3290,2900,3170,96100,104610.0,3300000.0
1999-08-19,3200,3290,3050,3190,51530,105270.0,3300000.0
1999-08-20,3060,3190,3060,3100,27510,102300.0,3300000.0
1999-08-23,3180,3250,3100,3200,59530,105600.0,3300000.0
1999-08-24,3350,3350,3250,3280,80480,108240.0,3300000.0
1999-08-25,3210,3320,3210,3230,58550,106590.0,3300000.0
1999-08-26,3230,3300,3150,3200,55090,105600.0,3300000.0
1999-08-27,3200,3290,3120,3200,37260,105600.0,3300000.0
1999-08-30,3200,3680,3200,3570,196660,117810.0,3300000.0
1999-08-31,3570,3570,3380,3400,59520,112200.0,3300000.0
1999-09-01,3450,3590,3300,3320,62370,109560.0,3300000.0
1999-09-02,3170,3460,3170,3360,40500,110880.0,3300000.0
1999-09-03,3360,3380,3255,3350,39000,110550.0,3300000.0
1999-09-06,3300,3480,3270,3420,42810,112860.0,3300000.0
1999-09-07,3370,3460,3010,3380,46750,111540.0,3300000.0
1999-09-08,3375,3400,3290,3310,30830,109230.0,3300000.0
1999-09-09,3200,3420,3200,3300,35990,108900.0,3300000.0
1999-09-10,3350,3550,3110,3480,100960,114840.0,3300000.0
1999-09-13,3580,3670,3520,3630,103200,119790.0,3300000.0
1999-09-14,3670,3670,3530,3620,28540,119460.0,3300000.0
1999-09-15,3600,3900,3550,3700,60780,122100.0,3300000.0
1999-09-16,3700,3820,3620,3620,34780,119460.0,3300000.0
1999-09-17,3590,3630,3420,3610,33690,119130.0,3300000.0
1999-09-20,3510,3700,3510,3700,50290,122100.0,3300000.0
1999-09-21,3615,3760,3615,3700,48850,122100.0,3300000.0
1999-09-22,3650,3720,3560,3580,16930,118140.0,3300000.0
1999-09-27,3550,3620,3410,3410,11050,112530.0,3300000.0
1999-09-28,3450,3595,3200,3580,88480,118140.0,3300000.0
1999-09-29,3480,3550,3430,3550,63820,117150.0,3300000.0
1999-09-30,3550,3630,3450,3480,94760,114840.0,3300000.0
1999-10-01,3250,3480,3200,3370,32580,111210.0,3300000.0
1999-10-04,3250,3370,3250,3350,35860,110550.0,3300000.0
1999-10-05,3235,3370,2850,2850,25360,94050.0,3300000.0
1999-10-06,2800,2970,2800,2850,102910,94050.0,3300000.0
1999-10-07,2980,3000,2850,2900,85910,95700.0,3300000.0
1999-10-08,2970,2970,2850,2870,45520,94710.0,3300000.0
1999-10-11,2890,2960,2850,2855,32610,94215.0,3300000.0
1999-10-12,2950,3090,2870,3030,63980,99990.0,3300000.0
1999-10-13,3000,3030,2910,3030,45640,99990.0,3300000.0
1999-10-14,3100,3150,2950,2990,75720,98670.0,3300000.0
1999-10-15,3040,3040,2900,2910,57120,96030.0,3300000.0
1999-10-18,2750,2820,2670,2700,50670,89100.0,3300000.0
1999-10-19,2750,2760,2600,2600,40080,85800.0,3300000.0
1999-10-20,2650,2780,2230,2600,59290,85800.0,3300000.0
1999-10-21,2520,2690,2500,2510,155980,82830.0,3300000.0
1999-10-22,2500,2530,2370,2420,69900,79860.0,3300000.0
1999-10-25,2700,2700,2430,2500,100850,82500.0,3300000.0
1999-10-26,2350,2490,2320,2320,49420,76560.0,3300000.0
1999-10-27,2250,2350,2150,2160,83940,71280.0,3300000.0
1999-10-28,2090,2220,2020,2215,211640,73095.0,3300000.0
1999-10-29,2260,2450,2110,2250,174240,74250.0,3300000.0
1999-11-01,2270,2340,2230,2260,122160,74580.0,3300000.0
1999-11-02,2270,2370,2250,2280,112730,75240.0,3300000.0
1999-11-03,2290,2390,2280,2305,255340,76065.0,3300000.0
1999-11-04,2320,2375,2265,2310,170340,76230.0,3300000.0
1999-11-05,2350,2440,2305,2410,427600,79530.0,3300000.0
1999-11-08,2450,2450,2330,2350,135200,77550.0,3300000.0
1999-11-09,2310,2375,2295,2370,132070,78210.0,3300000.0
1999-11-10,2390,2425,2300,2305,109590,76065.0,3300000.0
1999-11-11,2300,2355,2210,2270,164540,74910.0,3300000.0
1999-11-12,2280,2340,2150,2190,124270,72270.0,3300000.0
1999-11-15,2160,2180,2090,2100,109280,69300.0,3300000.0
1999-11-16,2100,2180,2085,2085,104800,68805.0,3300000.0
1999-11-17,2150,2150,2000,2000,80010,66000.0,3300000.0
1999-11-18,2000,2000,1920,1940,55990,64020.0,3300000.0
1999-11-19,1960,2190,1960,2150,146490,70950.0,3300000.0
1999-11-22,2190,2265,2100,2120,95140,69960.0,3300000.0
1999-11-23,2130,2130,2020,2030,82370,66990.0,3300000.0
1999-11-24,2005,2005,1950,1970,75340,65010.0,3300000.0
1999-11-25,1950,1950,1855,1870,79470,61710.0,3300000.0
1999-11-26,1710,1810,1670,1670,80340,55110.0,3300000.0
1999-11-29,1650,1755,1550,1560,128440,51480.0,3300000.0
1999-11-30,1600,1675,1580,1630,179560,53790.0,3300000.0
1999-12-01,1695,1870,1660,1870,233000,61710.0,3300000.0
1999-12-02,1950,2150,1920,2040,429260,67320.0,3300000.0
1999-12-03,2000,2020,1800,1890,99940,62370.0,3300000.0
1999-12-06,1880,1880,1760,1770,93910,58410.0,3300000.0
1999-12-07,1750,1750,1600,1600,138050,52800.0,3300000.0
1999-12-08,1700,1770,1630,1680,89130,55440.0,3300000.0
1999-12-09,1750,1780,1680,1730,91610,57090.0,3300000.0
1999-12-10,1675,1850,1675,1775,112150,58575.0,3300000.0
1999-12-13,1800,1840,1750,1760,91800,58080.0,3300000.0
1999-12-14,1770,2020,1730,2020,190960,66660.0,3300000.0
1999-12-15,2150,2320,2000,2190,631950,72270.0,3300000.0
1999-12-16,2200,2240,1975,1975,279730,65175.0,3300000.0
1999-12-17,2030,2035,1780,1790,157760,59070.0,3300000.0
1999-12-20,1850,1920,1800,1800,132160,59400.0,3300000.0
1999-12-21,1790,1790,1655,1660,107310,54780.0,3300000.0
1999-12-22,1605,1680,1500,1640,132240,54120.0,3300000.0
1999-12-23,1600,1740,1570,1570,111170,51810.0,3300000.0
1999-12-24,1600,1650,1550,1570,56980,51810.0,3300000.0
1999-12-27,1600,1620,1550,1575,55730,51975.0,3300000.0
1999-12-28,1520,1580,1470,1510,71850,49830.0,3300000.0
2000-01-04,1310,1545,1310,1540,55030,50820.0,3300000.0
2000-01-05,1540,1540,1440,1450,73200,47850.0,3300000.0
2000-01-06,1520,1570,1420,1470,77280,48510.0,3300000.0
2000-01-07,1510,1520,1430,1505,56850,49665.0,3300000.0
2000-01-10,1540,1590,1520,1520,90730,50160.0,3300000.0
2000-01-11,1500,1520,1450,1485,73610,49005.0,3300000.0
2000-01-12,1520,1700,1490,1590,200650,52470.0,3300000.0
2000-01-13,1610,1680,1540,1550,71980,51150.0,3300000.0
2000-01-14,1620,1640,1535,1560,79220,51480.0,3300000.0
2000-01-17,1535,1580,1485,1525,64480,50325.0,3300000.0
2000-01-18,1515,1520,1410,1435,84460,47355.0,3300000.0
2000-01-19,1400,1400,1300,1300,75440,42900.0,3300000.0
2000-01-20,1215,1280,1180,1225,56260,40425.0,3300000.0
2000-01-21,1220,1320,1200,1280,44550,42240.0,3300000.0
2000-01-24,1205,1310,1205,1280,45660,42240.0,3300000.0
2000-01-25,1240,1265,1225,1240,29790,40920.0,3300000.0
2000-01-26,1240,1360,1220,1280,74430,42240.0,3300000.0
2000-01-27,1320,1390,1300,1345,72610,44385.0,3300000.0
2000-01-28,1320,1365,1300,1330,46770,43890.0,3300000.0
2000-01-31,1330,1415,1310,1360,133100,44880.0,3300000.0
2000-02-01,1400,1415,1360,1375,60350,45375.0,3300000.0
2000-02-02,1390,1495,1385,1490,108360,49170.0,3300000.0
2000-02-03,1530,1550,1440,1470,101370,48510.0,3300000.0
2000-02-07,1470,1470,1405,1435,77080,47355.0,3300000.0
2000-02-08,1450,1450,1380,1385,39970,45705.0,3300000.0
2000-02-09,1355,1370,1320,1320,58920,43560.0,3300000.0
2000-02-10,1330,1405,1270,1365,83200,45045.0,3300000.0
2000-02-11,1350,1355,1275,1295,55570,42735.0,3300000.0
2000-02-14,1250,1270,1210,1210,35060,39930.0,3300000.0
2000-02-15,1180,1215,1150,1175,38420,38775.0,3300000.0
2000-02-16,1185,1220,1150,1180,40820,38940.0,3300000.0
2000-02-17,1170,1210,1150,1170,36870,38610.0,3300000.0
2000-02-18,1175,1280,1030,1200,127020,39600.0,3300000.0
2000-02-21,1180,1190,1100,1105,54990,36465.0,3300000.0
2000-02-22,1060,1180,1030,1150,76930,37950.0,3300000.0
2000-02-23,1210,1290,1170,1220,80270,40260.0,3300000.0
2000-02-24,1215,1215,1150,1165,42960,38445.0,3300000.0
2000-02-25,1115,1270,1115,1170,59540,38610.0,3300000.0
2000-02-28,1180,1345,1180,1345,95610,44385.0,3300000.0
2000-02-29,1530,1545,1450,1545,101820,50985.0,3300000.0
2000-03-02,1645,1650,1435,1520,492490,50160.0,3300000.0
2000-03-03,1520,1600,1430,1470,199260,48510.0,3300000.0
2000-03-06,1470,1690,1430,1690,378960,55770.0,3300000.0
2000-03-07,1690,1750,1580,1610,231680,53130.0,3300000.0
2000-03-08,1580,1830,1555,1680,536220,55440.0,3300000.0
2000-03-09,1735,1740,1630,1655,186080,54615.0,3300000.0
2000-03-10,1670,1725,1615,1665,114350,54945.0,3300000.0
2000-03-13,1685,1825,1650,1750,262270,57750.0,3300000.0
2000-03-14,1780,1800,1550,1620,151290,53460.0,3300000.0
2000-03-15,1560,1650,1540,1590,67670,52470.0,3300000.0
2000-03-16,1530,1610,1475,1475,55710,48675.0,3300000.0
2000-03-17,1510,1555,1450,1485,55750,49005.0,3300000.0
2000-03-20,1515,1595,1480,1505,95470,49665.0,3300000.0
2000-03-21,1495,1500,1360,1365,94410,45045.0,3300000.0
2000-03-22,1400,1480,1380,1415,96710,46695.0,3300000.0
2000-03-23,1430,1590,1420,1500,160810,49500.0,3300000.0
2000-03-24,1560,1725,1540,1650,462800,54450.0,3300000.0
2000-03-27,1660,1830,1570,1800,560500,59400.0,3300000.0
2000-03-28,1770,1800,1645,1645,273500,54285.0,3300000.0
2000-03-29,1690,1730,1450,1500,253800,49500.0,3300000.0
2000-03-30,1530,1545,1450,1500,117420,49500.0,3300000.0
2000-03-31,1420,1525,1420,1450,122780,47850.0,3300000.0
2000-04-03,1425,1500,1330,1350,90810,44550.0,3300000.0
2000-04-04,1340,1380,1230,1270,96290,41910.0,3300000.0
2000-04-06,1270,1330,1270,1285,56170,42405.0,3300000.0
2000-04-07,1285,1330,1270,1330,76220,43890.0,3300000.0
2000-04-10,1330,1420,1330,1385,76370,45705.0,3300000.0
2000-04-11,1355,1400,1270,1285,52850,42405.0,3300000.0
2000-04-12,1300,1310,1270,1275,55790,42075.0,3300000.0
2000-04-14,1240,1265,1200,1235,38650,40755.0,3300000.0
2000-04-17,1170,1170,1050,1050,70150,34650.0,3300000.0
2000-04-18,1120,1180,1100,1150,69610,37950.0,3300000.0
2000-04-19,1180,1230,1160,1170,67700,38610.0,3300000.0
2000-04-20,1150,1230,1150,1190,41220,39270.0,3300000.0
2000-04-21,1220,1230,1170,1230,58100,40590.0,3300000.0
2000-04-24,1255,1340,1230,1230,132440,40590.0,3300000.0
2000-04-25,1230,1280,1190,1210,56400,39930.0,3300000.0
2000-04-26,1250,1270,1170,1175,50420,38775.0,3300000.0
2000-04-27,1130,1170,1070,1125,51000,37125.0,3300000.0
2000-04-28,1140,1170,1110,1150,33220,37950.0,3300000.0
2000-05-02,1120,1180,1120,1170,26060,38610.0,3300000.0
2000-05-03,1170,1185,1140,1185,30980,39105.0,3300000.0
2000-05-04,1190,1220,1160,1195,26960,39435.0,3300000.0
2000-05-08,1205,1225,1190,1200,24660,39600.0,3300000.0
2000-05-09,1200,1210,1165,1170,18270,38610.0,3300000.0
2000-05-10,1150,1170,1140,1165,37210,38445.0,3300000.0
2000-05-12,1170,1170,1120,1140,24320,37620.0,3300000.0
2000-05-15,1100,1155,1040,1040,33190,34320.0,3300000.0
2000-05-16,1055,1065,1025,1065,30270,35145.0,3300000.0
2000-05-17,1075,1100,960,960,43300,31680.0,3300000.0
2000-05-18,921,945,830,831,60530,27423.0,3300000.0
2000-05-19,835,898,835,875,33980,28875.0,3300000.0
2000-05-22,850,870,801,801,28770,26433.0,3300000.0
2000-05-23,798,810,776,780,16850,25740.0,3300000.0
2000-05-24,751,820,720,800,41820,26400.0,3300000.0
2000-05-25,820,919,820,901,34950,29733.0,3300000.0
2000-05-26,861,890,800,802,34800,26466.0,3300000.0
2000-05-29,790,850,782,811,29480,26763.0,3300000.0
2000-05-30,875,877,832,875,24860,28875.0,3300000.0
2000-05-31,950,950,900,920,45340,30360.0,3300000.0
2000-06-01,900,920,870,880,30390,29040.0,3300000.0
2000-06-02,899,940,881,903,73880,29799.0,3300000.0
2000-06-05,930,1000,919,978,88170,32274.0,3300000.0
2000-06-07,1000,1020,961,1010,55440,33330.0,3300000.0
2000-06-08,999,1035,915,950,56010,31350.0,3300000.0
2000-06-09,949,949,890,910,40510,30030.0,3300000.0
2000-06-12,930,990,911,968,58410,31944.0,3300000.0
2000-06-13,1030,1110,981,1105,289530,36465.0,3300000.0
2000-06-14,1080,1080,1005,1010,199100,33330.0,3300000.0
2000-06-15,1030,1030,900,900,65900,29700.0,3300000.0
2000-06-16,820,920,820,881,45470,29073.0,3300000.0
2000-06-19,881,951,880,901,44820,29733.0,3300000.0
2000-06-20,931,945,899,905,21640,29865.0,3300000.0
2000-06-21,920,939,900,911,52950,30063.0,3300000.0
2000-06-22,950,998,920,935,86410,30855.0,3300000.0
2000-06-23,910,960,900,920,26140,30360.0,3300000.0
2000-06-26,905,970,905,940,65060,31020.0,3300000.0
2000-06-27,941,980,941,978,74620,32274.0,3300000.0
2000-06-28,970,980,950,968,49480,31944.0,3300000.0
2000-06-29,980,1070,968,1000,275140,33000.0,3300000.0
2000-06-30,1020,1050,953,971,80560,32043.0,3300000.0
2000-07-03,951,1020,940,1000,102580,33000.0,3300000.0
2000-07-04,995,1000,961,979,71500,32307.0,3300000.0
2000-07-05,990,995,940,975,90990,32175.0,3300000.0
2000-07-06,990,1120,990,1120,224510,36960.0,3300000.0
2000-07-07,1280,1280,1090,1120,622790,36960.0,3300000.0
2000-07-10,1150,1190,1095,1105,1341810,36465.0,3300000.0
2000-07-11,1150,1270,1145,1270,625580,41910.0,3300000.0
2000-07-12,1295,1395,1235,1260,687510,41580.0,3300000.0
2000-07-13,1200,1270,1180,1210,149720,39930.0,3300000.0
2000-07-14,1230,1250,1120,1150,144260,37950.0,3300000.0
2000-07-18,1115,1170,1050,1050,112040,34650.0,3300000.0
2000-07-19,1050,1140,1045,1060,145510,34980.0,3300000.0
2000-07-20,1035,1100,1000,1020,78340,33660.0,3300000.0
2000-07-21,1080,1090,1030,1040,111230,34320.0,3300000.0
2000-07-24,1020,1040,922,934,77760,30822.0,3300000.0
2000-07-25,905,932,891,930,73040,30690.0,3300000.0
2000-07-26,959,969,911,945,64790,31185.0,3300000.0
2000-07-27,932,955,921,937,47890,30921.0,3300000.0
2000-07-28,994,994,910,940,88280,31020.0,3300000.0
2000-07-31,912,940,892,940,40360,31020.0,3300000.0
2000-08-01,940,1040,935,988,129630,32604.0,3300000.0
2000-08-02,990,990,961,970,49080,32010.0,3300000.0
2000-08-03,971,995,960,964,45510,31812.0,3300000.0
2000-08-04,964,974,943,943,29320,31119.0,3300000.0
2000-08-07,950,950,910,914,26130,30162.0,3300000.0
2000-08-08,915,928,895,900,24840,29700.0,3300000.0
2000-08-09,890,930,890,930,35260,30690.0,3300000.0
2000-08-10,921,945,910,945,33610,31185.0,3300000.0
2000-08-11,931,1020,931,957,71820,31581.0,3300000.0
2000-08-14,1005,1040,991,995,100710,32835.0,3300000.0
2000-08-16,1020,1050,999,1025,81720,33825.0,3300000.0
2000-08-17,1025,1030,972,990,45240,32670.0,3300000.0
2000-08-18,1000,1020,985,987,24180,32571.0,3300000.0
2000-08-21,961,1090,961,1030,146470,33990.0,3300000.0
2000-08-22,1030,1050,1005,1025,52630,33825.0,3300000.0
2000-08-23,1080,1100,1025,1030,144180,33990.0,3300000.0
2000-08-24,1040,1070,992,1000,92820,33000.0,3300000.0
2000-08-25,1015,1015,985,1000,28470,33000.0,3300000.0
2000-08-28,1000,1015,991,1010,47480,33330.0,3300000.0
2000-08-29,1025,1060,1020,1035,100650,34155.0,3300000.0
2000-08-30,1050,1060,1020,1030,49780,33990.0,3300000.0
2000-08-31,1060,1060,945,970,102430,32010.0,3300000.0
2000-09-01,970,995,956,976,42320,32208.0,3300000.0
2000-09-04,965,1020,922,1010,111440,33330.0,3300000.0
2000-09-05,1030,1050,961,990,89600,32670.0,3300000.0
2000-09-06,991,1020,970,970,70660,32010.0,3300000.0
2000-09-07,980,989,941,950,53000,31350.0,3300000.0
2000-09-08,950,959,913,925,31760,30525.0,3300000.0
2000-09-14,930,934,906,930,24240,30690.0,3300000.0
2000-09-15,930,950,910,910,51240,30030.0,3300000.0
2000-09-18,891,895,774,785,51690,25905.0,3300000.0
2000-09-19,770,818,751,808,52190,26664.0,3300000.0
2000-09-20,810,844,810,830,33160,27390.0,3300000.0
2000-09-21,803,825,789,805,29670,26565.0,3300000.0
2000-09-22,810,814,771,774,66830,25542.0,3300000.0
2000-09-25,799,820,778,801,49550,26433.0,3300000.0
2000-09-26,811,830,810,821,37750,27093.0,3300000.0
2000-09-27,825,855,825,845,39410,27885.0,3300000.0
2000-09-28,821,844,821,831,24050,27423.0,3300000.0
