롯데푸드(002270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-07-01,66154,70460,66154,70461,46130,90665.0,1259243.0
1999-07-02,70166,70166,66154,69482,20430,89406.0,1259243.0
1999-07-05,71439,73396,67622,68503,18380,88147.0,1259243.0
1999-07-06,68503,69481,67524,68503,31290,88147.0,1259243.0
1999-07-07,68503,68503,66546,67916,15740,87391.0,1259243.0
1999-07-08,70949,75353,70460,70461,31900,90665.0,1259243.0
1999-07-09,68699,68992,67622,68014,19280,87517.0,1259243.0
1999-07-12,68503,69481,64588,64589,21430,83110.0,1259243.0
1999-07-13,65078,65567,62142,63121,14390,81221.0,1259243.0
1999-07-14,64099,64588,62044,62044,11280,79836.0,1259243.0
1999-07-15,58814,67035,58814,66546,20830,85629.0,1259243.0
1999-07-16,66546,67524,65567,67035,19050,86258.0,1259243.0
1999-07-19,67035,67328,64784,65470,12990,84243.0,1259243.0
1999-07-20,64588,65078,62827,63121,6920,81221.0,1259243.0
1999-07-21,62631,63120,58717,63121,12080,81221.0,1259243.0
1999-07-22,59206,61163,59206,60479,14400,77821.0,1259243.0
1999-07-23,61163,61163,53824,53824,7080,69258.0,1259243.0
1999-07-26,54509,55291,46973,47952,23300,61703.0,1259243.0
1999-07-27,48930,52845,47267,52160,19820,67118.0,1259243.0
1999-07-28,51866,55781,50888,51867,25230,66740.0,1259243.0
1999-07-29,52943,54313,51866,52552,23840,67621.0,1259243.0
1999-07-30,53138,56759,51475,56760,15260,73036.0,1259243.0
1999-08-02,54704,54704,50888,52356,11800,67370.0,1259243.0
1999-08-03,51377,52356,48930,52356,22150,67370.0,1259243.0
1999-08-04,52258,52649,50888,52650,21670,67747.0,1259243.0
1999-08-05,52551,52551,50986,51377,14350,66110.0,1259243.0
1999-08-06,49909,51866,49811,49812,3020,64095.0,1259243.0
1999-08-09,51866,51866,48539,48931,13780,62962.0,1259243.0
1999-08-10,48637,49909,46973,48931,7310,62962.0,1259243.0
1999-08-11,48930,48930,46973,48931,9080,62962.0,1259243.0
1999-08-12,54802,54802,48930,49714,23560,63970.0,1259243.0
1999-08-13,49909,50300,46973,47267,11210,60821.0,1259243.0
1999-08-16,46973,47462,45799,46778,15860,60192.0,1259243.0
1999-08-17,46777,47658,45310,45310,7750,58303.0,1259243.0
1999-08-18,44037,48245,39242,47952,15170,61703.0,1259243.0
1999-08-19,47854,48245,46190,47952,6840,61703.0,1259243.0
1999-08-20,47071,49713,46680,48246,3880,62081.0,1259243.0
1999-08-23,49909,50300,47560,48491,5280,62395.0,1259243.0
1999-08-24,49909,49909,48930,48931,19320,62962.0,1259243.0
1999-08-25,49420,49420,48637,49420,8980,63592.0,1259243.0
1999-08-26,49909,50986,48539,49714,18860,63970.0,1259243.0
1999-08-27,49909,49909,47560,47952,14650,61703.0,1259243.0
1999-08-30,49420,49420,46973,47952,5750,61703.0,1259243.0
1999-08-31,46092,47854,45016,45016,4640,57925.0,1259243.0
1999-09-01,44331,44820,42569,43549,55410,56036.0,1259243.0
1999-09-02,39829,44918,39829,43451,7860,55910.0,1259243.0
1999-09-03,41297,43059,41297,42766,22170,55029.0,1259243.0
1999-09-06,40612,42374,40416,41200,8380,53014.0,1259243.0
1999-09-07,41395,43842,41199,43793,21890,56351.0,1259243.0
1999-09-08,43842,43939,41591,42668,8980,54903.0,1259243.0
1999-09-09,41101,43548,41101,41787,4730,53770.0,1259243.0
1999-09-10,41884,42863,41689,42472,11900,54651.0,1259243.0
1999-09-13,42667,43548,42080,42570,9440,54777.0,1259243.0
1999-09-14,43059,43548,42080,42570,7710,54777.0,1259243.0
1999-09-15,43254,47952,43254,44625,20140,57421.0,1259243.0
1999-09-16,44624,44918,43059,43451,5590,55910.0,1259243.0
1999-09-17,42080,42863,40612,42081,7370,54147.0,1259243.0
1999-09-20,42667,43842,42129,42766,6600,55029.0,1259243.0
1999-09-21,42765,47462,42569,44576,16840,57359.0,1259243.0
1999-09-22,44037,44037,43157,43255,5400,55659.0,1259243.0
1999-09-27,43059,43059,42080,42081,5460,54147.0,1259243.0
1999-09-28,41933,44527,41933,42423,7210,54588.0,1259243.0
1999-09-29,42080,42080,40710,41102,10480,52888.0,1259243.0
1999-09-30,40612,41101,39780,40515,9130,52133.0,1259243.0
1999-10-01,40710,40710,38068,39145,4910,50370.0,1259243.0
1999-10-04,39634,39634,37872,38900,8560,50055.0,1259243.0
1999-10-05,38263,38900,35474,38411,9560,49425.0,1259243.0
1999-10-06,37676,38851,35817,38362,7330,49362.0,1259243.0
1999-10-07,38655,41787,37383,38655,5360,49740.0,1259243.0
1999-10-08,38753,40514,38655,39830,4230,51251.0,1259243.0
1999-10-11,39829,39829,38753,39536,1520,50873.0,1259243.0
1999-10-12,39144,39340,38312,38558,3250,49614.0,1259243.0
1999-10-13,40612,40612,38655,39243,3840,50496.0,1259243.0
1999-10-14,39144,39193,38361,38655,4540,49740.0,1259243.0
1999-10-15,39046,39780,38655,38753,5140,49866.0,1259243.0
1999-10-18,38068,38263,37383,38264,3970,49236.0,1259243.0
1999-10-19,38263,38263,37481,38264,3610,49236.0,1259243.0
1999-10-20,38655,39829,38361,38411,2470,49425.0,1259243.0
1999-10-21,38459,38949,38263,38264,1660,49236.0,1259243.0
1999-10-22,37676,38117,37676,38117,1950,49048.0,1259243.0
1999-10-25,37383,38166,33468,38166,4600,49110.0,1259243.0
1999-10-26,36208,38166,35719,38166,4430,49110.0,1259243.0
1999-10-27,38019,38019,36942,37481,530,48229.0,1259243.0
1999-10-28,36208,38166,36208,38166,4160,49110.0,1259243.0
1999-10-29,38166,39046,37872,38215,3040,49173.0,1259243.0
1999-11-01,39144,39144,37872,37873,3240,48733.0,1259243.0
1999-11-02,39340,39340,38459,38655,4180,49740.0,1259243.0
1999-11-03,38949,39144,38166,39145,7590,50370.0,1259243.0
1999-11-04,39144,44037,39144,44038,39550,56666.0,1259243.0
1999-11-05,44527,49909,41591,49910,18230,64221.0,1259243.0
1999-11-08,48930,48930,45995,45995,8210,59184.0,1259243.0
1999-11-09,45212,45212,44037,44038,6100,56666.0,1259243.0
1999-11-10,44135,44135,42178,42374,6960,54525.0,1259243.0
1999-11-11,41248,43059,41248,41689,6450,53644.0,1259243.0
1999-11-12,42765,42765,40123,40123,9910,51629.0,1259243.0
1999-11-15,39340,41101,39340,40123,7540,51629.0,1259243.0
1999-11-16,39634,39829,38263,38558,16100,49614.0,1259243.0
1999-11-17,38557,39144,37676,37677,3930,48481.0,1259243.0
1999-11-18,37676,37676,35230,37481,7200,48229.0,1259243.0
1999-11-19,37970,37970,36698,37481,4270,48229.0,1259243.0
1999-11-22,37676,40514,37676,38166,9600,49110.0,1259243.0
1999-11-23,39046,39046,37187,37188,5150,47851.0,1259243.0
1999-11-24,37187,37187,35425,35524,14920,45711.0,1259243.0
1999-11-25,35523,35621,34349,34350,8480,44199.0,1259243.0
1999-11-26,33762,33860,31022,31022,8150,39918.0,1259243.0
1999-11-29,31315,31315,28967,29995,77120,38596.0,1259243.0
1999-11-30,29456,31315,29162,29359,46020,37777.0,1259243.0
1999-12-01,31707,31707,29945,31316,24380,40296.0,1259243.0
1999-12-02,31217,34055,30435,32882,17290,42311.0,1259243.0
1999-12-03,30924,33273,30924,31609,11350,40674.0,1259243.0
1999-12-06,31315,31315,29847,30337,15080,39037.0,1259243.0
1999-12-07,30435,30435,27890,29359,22750,37777.0,1259243.0
1999-12-08,28869,30337,27988,29359,5210,37777.0,1259243.0
1999-12-09,29358,30532,29358,30533,6900,39288.0,1259243.0
1999-12-10,30337,32783,29554,32784,13790,42185.0,1259243.0
1999-12-13,33273,33762,31805,32343,6520,41618.0,1259243.0
1999-12-14,32245,33273,30826,33273,16820,42814.0,1259243.0
1999-12-15,33273,33273,31511,32294,7860,41555.0,1259243.0
1999-12-16,31805,33175,30337,32784,6520,42185.0,1259243.0
1999-12-17,32294,32294,31022,31022,1830,39918.0,1259243.0
1999-12-20,31120,31413,30337,30337,6440,39037.0,1259243.0
1999-12-21,29358,30337,28869,29065,12710,37400.0,1259243.0
1999-12-22,29358,29358,27499,28380,6850,36518.0,1259243.0
1999-12-23,28379,28379,27107,28380,14580,36518.0,1259243.0
1999-12-24,26618,28869,26618,28869,3020,37148.0,1259243.0
1999-12-27,28869,28869,27890,27891,51480,35888.0,1259243.0
1999-12-28,27009,31609,26912,31609,43740,40674.0,1259243.0
2000-01-04,33077,33077,30532,31120,2760,40044.0,1259243.0
2000-01-05,30728,30875,29554,30826,37490,39666.0,1259243.0
2000-01-06,29505,31315,29505,30631,3700,39414.0,1259243.0
2000-01-07,31315,31315,29652,30239,11150,38911.0,1259243.0
2000-01-10,30532,31315,29456,31316,8020,40296.0,1259243.0
2000-01-11,31315,31413,30337,31316,34520,40296.0,1259243.0
2000-01-12,32098,33077,31315,32490,11060,41807.0,1259243.0
2000-01-13,32587,34692,32294,33762,14710,43444.0,1259243.0
2000-01-14,33273,33762,32490,33077,5120,42562.0,1259243.0
2000-01-17,32783,32881,32343,32784,5860,42185.0,1259243.0
2000-01-18,33273,33273,32294,32784,4690,42185.0,1259243.0
2000-01-19,32294,32392,31805,32294,9900,41555.0,1259243.0
2000-01-20,31805,32098,30875,31805,7910,40925.0,1259243.0
2000-01-21,33273,33273,30875,31316,8080,40296.0,1259243.0
2000-01-24,30826,31951,30826,31805,500,40925.0,1259243.0
2000-01-25,30924,31315,30826,30826,1020,39666.0,1259243.0
2000-01-26,30826,31315,30826,31316,2250,40296.0,1259243.0
2000-01-27,31413,33664,31413,31707,9850,40799.0,1259243.0
2000-01-28,31805,32685,31805,32001,1710,41177.0,1259243.0
2000-01-31,32490,32490,30630,30826,11040,39666.0,1259243.0
2000-02-01,32000,32000,30826,31022,5640,39918.0,1259243.0
2000-02-02,30630,31511,30630,31512,5100,40548.0,1259243.0
2000-02-03,31315,33077,31022,33077,11620,42562.0,1259243.0
2000-02-07,33077,35719,33077,35230,21570,45333.0,1259243.0
2000-02-08,35230,35230,33468,34252,6920,44074.0,1259243.0
2000-02-09,34251,34643,33664,34252,5580,44074.0,1259243.0
2000-02-10,33762,34251,32685,33077,3390,42562.0,1259243.0
2000-02-11,31315,32294,30337,31658,7630,40737.0,1259243.0
2000-02-14,32098,32196,31315,31805,8600,40925.0,1259243.0
2000-02-15,31902,31902,30826,31316,2480,40296.0,1259243.0
2000-02-16,31413,31413,29945,30337,7600,39037.0,1259243.0
2000-02-17,30826,31315,30337,31267,3520,40233.0,1259243.0
2000-02-18,31266,31315,30630,30924,2050,39792.0,1259243.0
2000-02-21,29358,31315,29358,30337,6350,39037.0,1259243.0
2000-02-22,30288,30337,29407,29750,2000,38281.0,1259243.0
2000-02-23,29847,31315,29847,30288,6560,38974.0,1259243.0
2000-02-24,30630,31756,30141,30337,2310,39037.0,1259243.0
2000-02-25,30337,31266,30239,30337,4750,39037.0,1259243.0
2000-02-28,30337,31217,30337,30826,5210,39666.0,1259243.0
2000-02-29,30826,31315,30337,30631,1900,39414.0,1259243.0
2000-03-02,30435,30875,30141,30778,3250,39603.0,1259243.0
2000-03-03,30924,31022,30435,30533,3350,39288.0,1259243.0
2000-03-06,31217,34251,29945,32294,30910,41555.0,1259243.0
2000-03-07,34251,34740,32783,34350,9010,44199.0,1259243.0
2000-03-08,34251,34251,32881,32979,4820,42436.0,1259243.0
2000-03-09,32979,35230,32979,34545,56980,44451.0,1259243.0
2000-03-10,35230,35230,33860,35035,14920,45081.0,1259243.0
2000-03-13,35817,38655,35230,36209,22350,46592.0,1259243.0
2000-03-14,36404,37676,34936,35426,13660,45585.0,1259243.0
2000-03-15,35230,36796,34251,35475,11650,45648.0,1259243.0
2000-03-16,35523,36600,34740,34741,7130,44703.0,1259243.0
2000-03-17,34692,35719,34349,34545,4920,44451.0,1259243.0
2000-03-20,35523,35523,34251,35230,4330,45333.0,1259243.0
2000-03-21,34838,35034,34251,34741,4440,44703.0,1259243.0
2000-03-22,34740,35523,34447,35524,3480,45711.0,1259243.0
2000-03-23,34838,35915,34838,35035,2050,45081.0,1259243.0
2000-03-24,35230,38557,35034,35817,10770,46088.0,1259243.0
2000-03-27,36991,38361,36208,37873,12550,48733.0,1259243.0
2000-03-28,39046,39046,37285,38166,9980,49110.0,1259243.0
2000-03-29,38166,38166,36013,37579,5380,48355.0,1259243.0
2000-03-30,38166,38166,36306,36698,4290,47222.0,1259243.0
2000-03-31,36306,36698,35425,35524,5630,45711.0,1259243.0
2000-04-03,35523,36698,35523,35866,9240,46151.0,1259243.0
2000-04-04,36208,36942,35719,35720,7160,45962.0,1259243.0
2000-04-06,35817,35817,34251,34252,7840,44074.0,1259243.0
2000-04-07,33762,34740,33175,34056,5700,43822.0,1259243.0
2000-04-10,33664,35523,33273,34692,5610,44640.0,1259243.0
2000-04-11,34006,34838,33958,34252,3770,44074.0,1259243.0
2000-04-12,34055,35034,34055,34692,2960,44640.0,1259243.0
2000-04-14,33762,34251,33468,33469,4130,43066.0,1259243.0
2000-04-17,29896,31315,28526,28771,7860,37022.0,1259243.0
2000-04-18,31315,31511,29064,29407,15290,37840.0,1259243.0
2000-04-19,31315,33664,31120,31316,13160,40296.0,1259243.0
2000-04-20,34153,34153,31315,32294,10070,41555.0,1259243.0
2000-04-21,32343,33077,31805,32931,6430,42374.0,1259243.0
2000-04-24,34153,34251,32979,33175,6240,42688.0,1259243.0
2000-04-25,33273,33370,32294,33371,2550,42940.0,1259243.0
2000-04-26,34153,34153,31609,32931,4420,42374.0,1259243.0
2000-04-27,31805,32294,29358,31316,7030,40296.0,1259243.0
2000-04-28,31315,32294,31315,31707,5530,40799.0,1259243.0
2000-05-02,31022,32392,31022,31805,3930,40925.0,1259243.0
2000-05-03,31315,33077,31315,33077,3200,42562.0,1259243.0
2000-05-04,32392,34006,32392,34007,6030,43759.0,1259243.0
2000-05-08,34740,34740,33566,34056,5360,43822.0,1259243.0
2000-05-09,33860,34251,33566,33762,2980,43444.0,1259243.0
2000-05-10,32783,33566,32636,33273,3530,42814.0,1259243.0
2000-05-12,33273,33273,31902,32343,4970,41618.0,1259243.0
2000-05-15,31364,31805,30630,31022,5810,39918.0,1259243.0
2000-05-16,31805,31805,30924,31022,7210,39918.0,1259243.0
2000-05-17,31022,31168,29945,29946,8060,38533.0,1259243.0
2000-05-18,28477,29358,27401,28869,11170,37148.0,1259243.0
2000-05-19,29113,29113,26716,28967,6170,37274.0,1259243.0
2000-05-22,28869,28869,26912,27401,7850,35259.0,1259243.0
2000-05-23,24759,26716,24759,25738,11920,33118.0,1259243.0
2000-05-24,25444,27401,24465,25933,7910,33370.0,1259243.0
2000-05-25,26422,28379,26422,28380,14960,36518.0,1259243.0
2000-05-26,28379,31217,27401,28380,27790,36518.0,1259243.0
2000-05-29,29358,31217,29064,30337,18760,39037.0,1259243.0
2000-05-30,33273,34251,31315,32294,30430,41555.0,1259243.0
2000-05-31,32685,33273,31902,32490,35730,41807.0,1259243.0
2000-06-01,32098,32294,31071,31707,21400,40799.0,1259243.0
2000-06-02,32294,32392,30826,31218,25220,40170.0,1259243.0
2000-06-05,33077,35866,32587,35671,110630,45899.0,1259243.0
2000-06-07,36111,36600,33321,34937,64500,44955.0,1259243.0
2000-06-08,33566,36013,32783,33273,37740,42814.0,1259243.0
2000-06-09,31902,33273,31511,32490,20030,41807.0,1259243.0
2000-06-12,32490,33273,31609,32050,18000,41240.0,1259243.0
2000-06-13,32343,33762,32294,32686,38120,42059.0,1259243.0
2000-06-14,32783,33419,31315,31903,9740,41051.0,1259243.0
2000-06-15,31951,32294,30337,30337,10290,39037.0,1259243.0
2000-06-16,30337,31805,29750,31218,18800,40170.0,1259243.0
2000-06-19,30532,31805,30532,30826,4860,39666.0,1259243.0
2000-06-20,30141,32587,29847,31512,34120,40548.0,1259243.0
2000-06-21,31022,31511,30630,30973,11070,39855.0,1259243.0
2000-06-22,30826,31413,30483,30582,7720,39351.0,1259243.0
2000-06-23,30630,31071,29945,30826,6940,39666.0,1259243.0
2000-06-26,31022,31022,30043,30680,6650,39477.0,1259243.0
2000-06-27,30826,31854,30386,31805,14100,40925.0,1259243.0
2000-06-28,31707,32294,31315,31903,9220,41051.0,1259243.0
2000-06-29,31902,32734,31120,31120,13350,40044.0,1259243.0
2000-06-30,30532,31315,30532,31022,4770,39918.0,1259243.0
2000-07-03,32587,34251,31511,34252,32980,44074.0,1259243.0
2000-07-04,36208,36404,32979,34252,34910,44074.0,1259243.0
2000-07-05,34740,34740,32294,33469,16200,43066.0,1259243.0
2000-07-06,34349,35621,33566,35230,45560,45333.0,1259243.0
2000-07-07,35719,35719,33909,35132,22850,45207.0,1259243.0
2000-07-10,34740,36159,34740,34986,29870,45018.0,1259243.0
2000-07-11,34985,35425,34251,34252,19950,44074.0,1259243.0
2000-07-12,34349,35132,33468,33762,20240,43444.0,1259243.0
2000-07-13,33273,34202,33273,33518,8720,43129.0,1259243.0
2000-07-14,33762,34251,32881,33518,15800,43129.0,1259243.0
2000-07-18,33958,34740,33762,33958,24640,43696.0,1259243.0
2000-07-19,33664,33664,32685,33077,13850,42562.0,1259243.0
2000-07-20,31609,33077,30924,31707,14710,40799.0,1259243.0
2000-07-21,32294,32294,31022,31365,13800,40359.0,1259243.0
2000-07-24,30875,30875,28379,28429,19230,36581.0,1259243.0
2000-07-25,27499,28967,27401,28869,15600,37148.0,1259243.0
2000-07-26,28477,29309,28379,28967,11050,37274.0,1259243.0
2000-07-27,28086,28771,27597,28037,7640,36077.0,1259243.0
2000-07-28,28379,28379,27009,27352,10680,35196.0,1259243.0
2000-07-31,26912,27597,26912,27499,6650,35385.0,1259243.0
2000-08-01,27499,28869,27352,28869,9010,37148.0,1259243.0
2000-08-02,28967,28967,27988,28086,6400,36140.0,1259243.0
2000-08-03,28379,28379,27597,27793,6110,35763.0,1259243.0
2000-08-04,27401,27694,26814,26961,4740,34692.0,1259243.0
2000-08-07,26520,26520,25346,25346,9850,32614.0,1259243.0
2000-08-08,26716,26716,25346,25933,8330,33370.0,1259243.0
2000-08-09,26226,28379,25737,28380,16870,36518.0,1259243.0
2000-08-10,27303,27792,26667,27108,6000,34881.0,1259243.0
2000-08-11,26618,28037,26618,27206,8570,35007.0,1259243.0
2000-08-14,27988,28184,27499,27793,9550,35763.0,1259243.0
2000-08-16,28086,28869,27401,28869,12550,37148.0,1259243.0
2000-08-17,29358,29847,28477,28674,11660,36896.0,1259243.0
2000-08-18,28282,30239,28282,29212,20780,37588.0,1259243.0
2000-08-21,29211,29211,27597,27842,3050,35825.0,1259243.0
2000-08-22,27694,29358,27694,28869,16750,37148.0,1259243.0
2000-08-23,29358,29358,28086,28184,7080,36266.0,1259243.0
2000-08-24,27939,27939,27205,27499,13990,35385.0,1259243.0
2000-08-25,27792,27890,26912,27206,13100,35007.0,1259243.0
2000-08-28,27401,27841,27058,27303,6150,35133.0,1259243.0
2000-08-29,27890,29358,27743,28869,20220,37148.0,1259243.0
2000-08-30,29554,30728,28869,30631,50330,39414.0,1259243.0
2000-08-31,29847,30239,28184,28674,16710,36896.0,1259243.0
2000-09-01,29162,29701,28379,29359,11930,37777.0,1259243.0
2000-09-04,29847,30532,29358,29505,16160,37966.0,1259243.0
2000-09-05,29358,29847,28820,29261,11570,37651.0,1259243.0
2000-09-06,28967,29603,28869,29212,10330,37588.0,1259243.0
2000-09-07,28869,29260,28477,28576,7090,36770.0,1259243.0
2000-09-08,27890,28771,27694,27891,4600,35888.0,1259243.0
2000-09-14,27890,27890,26863,27303,3420,35133.0,1259243.0
2000-09-15,27107,27792,27107,27401,4180,35259.0,1259243.0
2000-09-18,27303,27303,23682,25346,7030,32614.0,1259243.0
