롯데관광개발(032350),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-01-31,11908,12011,11665,11874,21790,172000.0,10000000.0
2007-02-01,11872,11941,11596,11770,26637,170500.0,10000000.0
2007-02-02,11802,12320,11802,12323,25170,178500.0,10000000.0
2007-02-05,12528,12562,12321,12461,27581,180500.0,10000000.0
2007-02-06,12493,13114,12458,13082,39969,189500.0,10000000.0
2007-02-07,13081,13185,12770,12979,33330,188000.0,10000000.0
2007-02-08,12838,12977,12631,12736,20878,184500.0,10000000.0
2007-02-09,12701,12873,12528,12633,15742,183000.0,10000000.0
2007-02-12,12598,12632,12425,12530,12291,181500.0,10000000.0
2007-02-13,12494,12908,12494,12841,26580,186000.0,10000000.0
2007-02-14,13011,13253,12976,13082,26430,189500.0,10000000.0
2007-02-15,13184,13184,12734,12806,19710,185500.0,10000000.0
2007-02-16,12805,13115,12666,13048,16701,189000.0,10000000.0
2007-02-20,13046,13115,12805,13048,15634,189000.0,10000000.0
2007-02-21,13080,13080,12702,12875,21433,186500.0,10000000.0
2007-02-22,12735,12943,12735,12875,18430,186500.0,10000000.0
2007-02-23,12978,13080,12769,12875,31670,186500.0,10000000.0
2007-02-26,12769,12907,12700,12736,23468,184500.0,10000000.0
2007-02-27,12702,12908,12702,12702,15558,184000.0,10000000.0
2007-02-28,12079,12597,12009,12599,33671,182500.0,10000000.0
2007-03-02,12425,12702,12287,12668,26473,183500.0,10000000.0
2007-03-05,12391,12563,12080,12219,34580,177000.0,10000000.0
2007-03-06,12113,12424,12113,12426,24540,180000.0,10000000.0
2007-03-07,12460,12494,12183,12184,21061,176500.0,10000000.0
2007-03-08,12218,12287,12011,12013,42770,174000.0,10000000.0
2007-03-09,12046,12218,11941,12013,43270,174000.0,10000000.0
2007-03-12,11975,12285,11975,12253,25260,177500.0,10000000.0
2007-03-13,12391,12598,12286,12392,50262,179500.0,10000000.0
2007-03-14,12356,12908,12287,12841,58400,186000.0,10000000.0
2007-03-15,13011,14737,13011,14739,369411,213500.0,10000000.0
2007-03-16,14874,15081,14322,14739,216435,213500.0,10000000.0
2007-03-19,14668,15186,14220,15084,155839,218500.0,10000000.0
2007-03-20,15428,15842,14910,14946,199646,216500.0,10000000.0
2007-03-21,14876,15151,14289,14981,89080,217000.0,10000000.0
2007-03-22,14876,15497,14876,14981,109948,217000.0,10000000.0
2007-03-23,14979,15118,14565,14912,62361,216000.0,10000000.0
2007-03-26,14910,14910,14495,14532,70160,210500.0,10000000.0
2007-03-27,14496,14496,14046,14049,79411,203500.0,10000000.0
2007-03-28,14013,14392,13737,14117,72530,204500.0,10000000.0
2007-03-29,14013,14773,13978,14290,68781,207000.0,10000000.0
2007-03-30,14462,14496,14013,14014,35489,203000.0,10000000.0
2007-04-02,13942,14391,13942,14083,41016,204000.0,10000000.0
2007-04-03,14288,14701,14116,14670,91165,212500.0,10000000.0
2007-04-04,14979,14979,14427,14497,94557,210000.0,10000000.0
2007-04-05,14496,14703,14220,14601,61281,211500.0,10000000.0
2007-04-06,14634,14806,14496,14635,51510,212000.0,10000000.0
2007-04-09,14702,14876,14427,14497,66800,210000.0,10000000.0
2007-04-10,14462,14462,13978,14014,72215,203000.0,10000000.0
2007-04-11,14047,14082,13806,13807,61520,200000.0,10000000.0
2007-04-12,13771,14047,13633,13980,52820,202500.0,10000000.0
2007-04-13,14012,14012,13805,13911,38370,201500.0,10000000.0
2007-04-16,13737,14254,13737,13945,49368,202000.0,10000000.0
2007-04-17,14082,14392,13943,14290,75575,207000.0,10000000.0
2007-04-18,14391,14391,14012,14083,38565,204000.0,10000000.0
2007-04-19,14081,14150,13597,13600,65590,197000.0,10000000.0
2007-04-20,13529,13873,13529,13600,62728,197000.0,10000000.0
2007-04-23,13737,13944,13737,13807,54770,200000.0,10000000.0
2007-04-24,13841,13841,13322,13531,64671,196000.0,10000000.0
2007-04-25,13460,13528,13045,13082,78034,189500.0,10000000.0
2007-04-26,13114,14150,13114,13600,180051,197000.0,10000000.0
2007-04-27,13459,13736,13217,13255,45191,192000.0,10000000.0
2007-04-30,13184,13390,13080,13082,32100,189500.0,10000000.0
2007-05-02,13080,13563,12701,13393,89555,194000.0,10000000.0
2007-05-03,13461,13634,13288,13462,49205,195000.0,10000000.0
2007-05-04,13425,13597,13321,13393,40167,194000.0,10000000.0
2007-05-07,13390,13597,13253,13289,43280,192500.0,10000000.0
2007-05-08,13323,13425,13115,13151,26880,190500.0,10000000.0
2007-05-09,13115,13253,12908,13048,33720,189000.0,10000000.0
2007-05-10,13185,13185,12840,12979,32540,188000.0,10000000.0
2007-05-11,12770,12978,12735,12841,37900,186000.0,10000000.0
2007-05-14,12908,13012,12840,12841,32441,186000.0,10000000.0
2007-05-15,12873,12976,12701,12806,51170,185500.0,10000000.0
2007-05-16,12874,13978,12874,13497,159920,195500.0,10000000.0
2007-05-17,13701,13771,13288,13497,97330,195500.0,10000000.0
2007-05-18,13598,14151,13149,14014,135110,203000.0,10000000.0
2007-05-21,13944,14634,13701,14497,108370,210000.0,10000000.0
2007-05-22,14495,14564,13942,14221,106230,206000.0,10000000.0
2007-05-23,14116,14184,13805,14187,78190,205500.0,10000000.0
2007-05-25,14185,14185,13806,13945,31570,202000.0,10000000.0
2007-05-28,13910,15256,13910,14912,185943,216000.0,10000000.0
2007-05-29,14979,15186,14702,14981,77120,217000.0,10000000.0
2007-05-30,15151,17223,15151,17225,697597,249500.0,10000000.0
2007-05-31,17946,19776,17636,18226,671252,264000.0,10000000.0
2007-06-01,18363,19329,17154,18640,389439,270000.0,10000000.0
2007-06-04,18846,19052,17983,18502,177253,268000.0,10000000.0
2007-06-05,18154,18499,17670,18226,168268,264000.0,10000000.0
2007-06-07,17740,18983,17672,18846,146484,273000.0,10000000.0
2007-06-08,18639,20260,18155,19951,266550,289000.0,10000000.0
2007-06-11,19949,21399,19672,20814,270777,301500.0,10000000.0
2007-06-12,21192,21192,20398,20779,129213,301000.0,10000000.0
2007-06-13,20434,23678,20434,23127,298208,335000.0,10000000.0
2007-06-14,23678,25129,23471,24093,236666,349000.0,10000000.0
2007-06-15,23987,24229,22572,22575,186303,327000.0,10000000.0
2007-06-18,22988,24161,22988,23817,152780,345000.0,10000000.0
2007-06-19,23815,24747,22848,23403,122885,339000.0,10000000.0
2007-06-20,23125,23401,20779,21746,139270,315000.0,10000000.0
2007-06-21,21054,22158,20708,22091,94525,320000.0,10000000.0
2007-06-22,22607,22745,21399,21954,53280,318000.0,10000000.0
2007-06-25,21399,22365,20915,21125,49970,306000.0,10000000.0
2007-06-26,21123,21331,19743,20227,84946,293000.0,10000000.0
2007-06-27,19880,20260,18983,19330,100176,280000.0,10000000.0
2007-06-28,19328,19983,16566,16776,347052,243000.0,10000000.0
2007-06-29,17154,18500,16981,18018,287184,261000.0,10000000.0
2007-07-02,18500,19122,18086,18640,114478,270000.0,10000000.0
2007-07-03,18914,20018,18775,20020,135018,290000.0,10000000.0
2007-07-04,20502,20847,19432,19951,111872,289000.0,10000000.0
2007-07-05,19915,20811,19397,20020,131489,290000.0,10000000.0
2007-07-06,20502,20502,19674,19917,62670,288500.0,10000000.0
2007-07-09,19743,19950,19225,19813,64050,287000.0,10000000.0
2007-07-10,19812,19812,19225,19606,52640,284000.0,10000000.0
2007-07-11,19329,19743,19087,19641,77486,284500.0,10000000.0
2007-07-12,19639,19639,19120,19192,51124,278000.0,10000000.0
2007-07-13,19431,19500,18602,19502,95486,282500.0,10000000.0
2007-07-16,19879,22262,19569,21608,178350,313000.0,10000000.0
2007-07-18,21884,22021,20260,21884,136631,317000.0,10000000.0
2007-07-19,21572,21883,21227,21746,73490,315000.0,10000000.0
2007-07-20,21744,22468,21399,21988,83720,318500.0,10000000.0
2007-07-23,21640,22055,21261,21332,53470,309000.0,10000000.0
2007-07-24,21331,21538,20295,21401,69004,310000.0,10000000.0
2007-07-25,21331,21365,20640,20918,47673,303000.0,10000000.0
2007-07-26,21020,21020,20226,20434,63730,296000.0,10000000.0
2007-07-27,19984,20157,19397,19778,47770,286500.0,10000000.0
2007-07-30,19467,19812,19156,19778,42063,286500.0,10000000.0
2007-07-31,19881,20295,19535,20227,34740,293000.0,10000000.0
2007-08-01,19915,20363,19363,19986,30530,289500.0,10000000.0
2007-08-02,19984,20053,18639,19606,54751,284000.0,10000000.0
2007-08-03,19605,19674,19087,19295,19960,279500.0,10000000.0
2007-08-06,18878,19086,18637,19088,19511,276500.0,10000000.0
2007-08-07,19467,19501,18603,18640,38734,270000.0,10000000.0
2007-08-08,19018,19329,18604,18812,60630,272500.0,10000000.0
2007-08-09,18845,19122,18396,18846,47965,273000.0,10000000.0
2007-08-10,18602,18602,17256,17949,51630,260000.0,10000000.0
2007-08-13,17739,18568,17739,18087,28986,262000.0,10000000.0
2007-08-14,17672,18190,16290,16913,55950,245000.0,10000000.0
2007-08-16,15186,15670,14393,15118,85496,219000.0,10000000.0
2007-08-17,14496,15118,13218,14290,79235,207000.0,10000000.0
2007-08-20,14840,16014,14702,15015,103658,217500.0,10000000.0
2007-08-21,15014,15048,14530,14946,65886,216500.0,10000000.0
2007-08-22,15047,16324,14944,15844,71491,229500.0,10000000.0
2007-08-23,15980,16878,15877,16361,59186,237000.0,10000000.0
2007-08-24,16014,16326,15670,16223,19650,235000.0,10000000.0
2007-08-27,16360,16912,16290,16913,42480,245000.0,10000000.0
2007-08-28,16636,19432,16498,19434,261518,281500.0,10000000.0
2007-08-29,18637,20777,18637,19847,195545,287500.0,10000000.0
2007-08-30,20709,20847,19087,19744,79791,286000.0,10000000.0
2007-08-31,19708,20088,19328,19330,35760,280000.0,10000000.0
2007-09-03,19605,19605,18396,19295,63441,279500.0,10000000.0
2007-09-04,19501,19501,18639,18674,33229,270500.0,10000000.0
2007-09-05,18707,21262,18707,20779,136201,301000.0,10000000.0
2007-09-06,20432,21018,20122,20366,50942,295000.0,10000000.0
2007-09-07,20397,21640,20362,21022,166788,304500.0,10000000.0
2007-09-10,20397,21364,19742,21022,59599,304500.0,10000000.0
2007-09-11,21055,22436,20986,21194,75970,307000.0,10000000.0
2007-09-12,21331,21745,20917,21194,50300,307000.0,10000000.0
2007-09-13,21226,22882,20778,21954,131058,318000.0,10000000.0
2007-09-14,22123,22468,21537,22126,59590,320500.0,10000000.0
2007-09-17,22088,22676,21605,21642,71759,313500.0,10000000.0
2007-09-18,21262,22056,20295,20296,81778,294000.0,10000000.0
2007-09-19,20779,21641,20019,21401,66959,310000.0,10000000.0
2007-09-20,21467,21951,20363,20503,60277,297000.0,10000000.0
2007-09-21,20709,20951,19915,20400,54841,295500.0,10000000.0
2007-09-27,20675,21607,20295,21262,61805,308000.0,10000000.0
2007-09-28,21882,22917,21329,22920,81569,332000.0,10000000.0
2007-10-01,23056,23988,22779,23678,91400,343000.0,10000000.0
2007-10-02,23920,24437,23747,23783,75250,344500.0,10000000.0
2007-10-04,23779,23779,23055,23058,32438,334000.0,10000000.0
2007-10-05,23056,26509,22607,26509,240835,384000.0,10000000.0
2007-10-08,27957,30477,27301,30479,380261,441500.0,10000000.0
2007-10-09,30720,34378,28441,28442,428967,412000.0,10000000.0
2007-10-10,29684,32687,29338,32688,183900,473500.0,10000000.0
2007-10-11,35897,37554,31375,33309,523695,482500.0,10000000.0
2007-10-12,33343,36243,33136,35208,214149,510000.0,10000000.0
2007-10-15,36586,37553,31685,33689,424724,488000.0,10000000.0
2007-10-16,33273,35206,30511,32239,203287,467000.0,10000000.0
2007-10-17,31790,31927,28511,31204,147408,452000.0,10000000.0
2007-10-18,32100,34447,31271,32516,149413,471000.0,10000000.0
2007-10-19,33065,33204,30787,30789,55194,446000.0,10000000.0
2007-10-22,28649,29821,27682,28788,83884,417000.0,10000000.0
2007-10-23,29684,31065,28372,31066,91932,450000.0,10000000.0
2007-10-24,31410,32031,28994,29271,71664,424000.0,10000000.0
2007-10-25,30305,30339,28992,29305,55115,424500.0,10000000.0
2007-10-26,29476,33687,29337,33689,145820,488000.0,10000000.0
2007-10-29,35828,37830,33826,35277,211697,511000.0,10000000.0
2007-10-30,35414,35897,33791,34794,98589,504000.0,10000000.0
2007-10-31,35482,36310,33859,34656,140912,502000.0,10000000.0
2007-11-01,35275,39831,34860,39833,536235,577000.0,10000000.0
2007-11-02,42110,45769,39418,44873,1328997,650000.0,10000000.0
2007-11-05,47702,51567,46253,50672,945499,734000.0,10000000.0
2007-11-06,48393,51568,47150,50051,469638,725000.0,10000000.0
2007-11-07,51429,51429,48324,50396,265663,730000.0,10000000.0
2007-11-08,49013,57919,48530,56333,467835,816000.0,10000000.0
2007-11-09,56882,60955,53914,55159,283094,799000.0,10000000.0
2007-11-12,53155,54535,49081,50327,206128,729000.0,10000000.0
2007-11-13,51085,51361,45284,50740,170454,735000.0,10000000.0
2007-11-14,53777,55711,50740,50740,162109,735000.0,10000000.0
2007-11-15,49704,50395,45285,48946,144775,709000.0,10000000.0
2007-11-16,47977,50186,44388,49636,175581,719000.0,10000000.0
2007-11-19,49083,50187,45631,45839,101299,664000.0,10000000.0
2007-11-20,44180,47287,42247,46599,141622,675000.0,10000000.0
2007-11-21,46942,50118,45284,48324,283614,700000.0,10000000.0
2007-11-22,47080,49704,47012,48256,71570,699000.0,10000000.0
2007-11-23,49633,51774,48392,51777,243899,750000.0,10000000.0
2007-11-26,52534,53778,50601,53433,142807,774000.0,10000000.0
2007-11-27,52050,54537,50395,54537,91283,790000.0,10000000.0
2007-11-28,55573,56400,51982,51984,85817,753000.0,10000000.0
2007-11-29,53156,53778,51223,51362,83664,744000.0,10000000.0
2007-11-30,51844,54882,50740,54607,117582,791000.0,10000000.0
2007-12-03,54674,56399,54328,55159,66734,799000.0,10000000.0
2007-12-04,55434,55917,53846,54537,67568,790000.0,10000000.0
2007-12-05,53915,58264,53915,57645,188301,835000.0,10000000.0
2007-12-06,59298,59506,52119,53226,331372,771000.0,10000000.0
2007-12-07,53156,53432,47633,47635,210669,690000.0,10000000.0
2007-12-10,47633,49429,43629,47635,186814,690000.0,10000000.0
2007-12-11,48324,48807,44664,45356,215685,657000.0,10000000.0
2007-12-12,43766,45561,41902,44804,241174,649000.0,10000000.0
2007-12-13,44802,47495,43698,46530,155540,674000.0,10000000.0
2007-12-14,46804,47080,44525,45149,71021,654000.0,10000000.0
2007-12-17,44525,44801,42799,44183,82835,640000.0,10000000.0
2007-12-18,43214,44801,42799,43838,90151,635000.0,10000000.0
2007-12-20,44043,44388,41489,42319,93834,613000.0,10000000.0
2007-12-21,42386,45217,40039,45218,109259,655000.0,10000000.0
2007-12-24,44872,45562,43560,43975,59292,637000.0,10000000.0
2007-12-26,43076,43974,41696,41697,113816,604000.0,10000000.0
2007-12-27,41765,42801,41765,42802,52126,620000.0,10000000.0
2007-12-28,41764,43145,41764,42387,37515,614000.0,10000000.0
2008-01-02,42799,44871,41626,42871,61104,621000.0,10000000.0
2008-01-03,43075,43835,41764,43216,48566,626000.0,10000000.0
2008-01-04,44112,48323,43214,48324,116561,700000.0,10000000.0
2008-01-07,46597,49635,45907,47980,85181,695000.0,10000000.0
2008-01-08,47770,49358,46734,46943,59570,680000.0,10000000.0
2008-01-09,46873,47771,45907,47496,40453,688000.0,10000000.0
2008-01-10,47771,50187,47564,48739,96768,706000.0,10000000.0
2008-01-11,48392,49358,46253,47496,82906,688000.0,10000000.0
2008-01-14,46667,47426,44458,47289,50515,685000.0,10000000.0
2008-01-15,47700,47770,44179,44527,61611,645000.0,10000000.0
2008-01-16,42317,43905,41006,41076,63357,595000.0,10000000.0
2008-01-17,41073,42662,36034,41421,214506,600000.0,10000000.0
2008-01-18,39002,42109,39002,42111,60000,610000.0,10000000.0
2008-01-21,40935,41902,38796,41421,67370,600000.0,10000000.0
2008-01-22,39348,40039,37002,40041,61609,580000.0,10000000.0
2008-01-23,41143,42663,40039,42043,74419,609000.0,10000000.0
2008-01-24,42454,45561,42316,44183,95705,640000.0,10000000.0
2008-01-25,45562,47081,44940,47013,97673,681000.0,10000000.0
2008-01-28,46044,47148,44939,46599,77550,675000.0,10000000.0
2008-01-29,46942,48323,45699,47358,87280,686000.0,10000000.0
2008-01-30,47633,47978,45424,46047,37996,667000.0,10000000.0
2008-01-31,44734,46873,44734,45563,29833,660000.0,10000000.0
2008-02-01,45561,46734,43559,43699,43409,633000.0,10000000.0
2008-02-04,43629,44457,42663,42802,62987,620000.0,10000000.0
2008-02-05,43283,43972,41764,42387,61768,614000.0,10000000.0
2008-02-11,41004,41695,40798,40799,35659,591000.0,10000000.0
2008-02-12,41213,43146,41213,41835,34325,606000.0,10000000.0
2008-02-13,42732,43076,41489,42940,39845,622000.0,10000000.0
2008-02-14,43076,44181,43076,43423,22832,629000.0,10000000.0
2008-02-15,42386,43491,42386,43492,31935,630000.0,10000000.0
2008-02-18,44526,44526,42801,43423,48624,629000.0,10000000.0
2008-02-19,43491,44664,43422,44459,43542,644000.0,10000000.0
2008-02-20,44112,44112,43283,44044,28145,638000.0,10000000.0
2008-02-21,44664,44664,43491,43768,32316,634000.0,10000000.0
2008-02-22,42178,43766,41833,42111,39974,610000.0,10000000.0
