현대위아(011210),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-04-04,77000,78000,76300,76700,122437,1973500.0,25730119.0
2011-04-05,76900,77000,74400,75700,237967,1947770.0,25730119.0
2011-04-06,76300,80000,75700,79000,518298,2032679.0,25730119.0
2011-04-07,79900,82900,78900,82900,477569,2133027.0,25730119.0
2011-04-08,82800,85900,81900,84200,360461,2166476.0,25730119.0
2011-04-11,84000,85700,83400,84200,209438,2166476.0,25730119.0
2011-04-12,85200,88400,84800,87800,347292,2259104.0,25730119.0
2011-04-13,88000,94500,87100,94500,650373,2431496.0,25730119.0
2011-04-14,97300,108500,97200,108500,1271165,2791718.0,25730119.0
2011-04-15,106000,115500,102000,110000,1659745,2830313.0,25730119.0
2011-04-18,111500,126000,109000,123000,1459911,3164805.0,25730119.0
2011-04-19,120000,132500,116000,121000,2095138,3113344.0,25730119.0
2011-04-20,125500,127000,116500,119500,844497,3074749.0,25730119.0
2011-04-21,121000,126000,116000,122000,974833,3139075.0,25730119.0
2011-04-22,124000,129000,122000,126000,765675,3241995.0,25730119.0
2011-04-25,129500,144500,127000,144500,1340060,3718002.0,25730119.0
2011-04-26,148500,164500,148000,153500,2269957,3949573.0,25730119.0
2011-04-27,158500,162000,131000,136000,2480026,3499296.0,25730119.0
2011-04-28,134000,143500,133000,142000,1267237,3653677.0,25730119.0
2011-04-29,146000,147500,127000,130000,1307550,3344915.0,25730119.0
2011-05-02,130500,137000,124000,136000,1049505,3499296.0,25730119.0
2011-05-03,135500,138500,130000,133000,556962,3422106.0,25730119.0
2011-05-04,133000,137500,131000,131000,446695,3370646.0,25730119.0
2011-05-06,132000,137500,127500,137000,578035,3525026.0,25730119.0
2011-05-09,139500,145000,137500,141500,724343,3640812.0,25730119.0
2011-05-11,146000,147000,139500,142000,516094,3653677.0,25730119.0
2011-05-12,139000,141500,135000,135500,367317,3486431.0,25730119.0
2011-05-13,138000,140000,130500,140000,448073,3602217.0,25730119.0
2011-05-16,138500,142000,136000,139500,276048,3589352.0,25730119.0
2011-05-17,142000,145000,140000,145000,621250,3730867.0,25730119.0
2011-05-18,145500,147000,143000,146000,532582,3756597.0,25730119.0
2011-05-19,147500,148500,139000,140000,400346,3602217.0,25730119.0
2011-05-20,142500,143500,138000,140000,230467,3602217.0,25730119.0
2011-05-23,136500,137500,133000,133000,607906,3422106.0,25730119.0
2011-05-24,131500,136000,127500,133500,453106,3434971.0,25730119.0
2011-05-25,135000,138000,130000,132000,305604,3396376.0,25730119.0
2011-05-26,134000,138500,133500,138500,351317,3563621.0,25730119.0
2011-05-27,139000,141000,137000,140000,270591,3602217.0,25730119.0
2011-05-30,141500,142000,139000,141000,210407,3627947.0,25730119.0
2011-05-31,142000,150000,140000,150000,1396678,3859518.0,25730119.0
2011-06-01,149000,151000,144500,145000,461507,3730867.0,25730119.0
2011-06-02,139500,147500,138500,147500,318447,3795193.0,25730119.0
2011-06-03,149000,150000,144500,146000,203392,3756597.0,25730119.0
2011-06-07,145000,147500,142500,143500,125601,3692272.0,25730119.0
2011-06-08,145000,148500,141500,148000,231435,3808058.0,25730119.0
2011-06-09,148500,150500,145500,149000,292504,3833788.0,25730119.0
2011-06-10,152000,155000,149500,151000,411101,3885248.0,25730119.0
2011-06-13,150000,152000,147500,150500,209204,3872383.0,25730119.0
2011-06-14,152000,154000,150500,154000,331001,3962438.0,25730119.0
2011-06-15,154500,159500,154000,159000,489546,4091089.0,25730119.0
2011-06-16,157000,163000,156000,157000,587945,4039629.0,25730119.0
2011-06-17,160000,162000,152500,158500,480481,4078224.0,25730119.0
2011-06-20,160500,164000,159500,161500,308176,4155414.0,25730119.0
2011-06-21,164000,164000,154000,159500,383672,4103954.0,25730119.0
2011-06-22,160000,161000,156000,156500,285134,4026764.0,25730119.0
2011-06-23,155000,158000,154000,157000,177257,4039629.0,25730119.0
2011-06-24,157500,158500,152000,158000,387821,4065359.0,25730119.0
2011-06-27,156500,157000,153500,154000,125362,3962438.0,25730119.0
2011-06-28,157000,157500,154000,154000,141658,3962438.0,25730119.0
2011-06-29,156000,160000,154500,160000,288734,4116819.0,25730119.0
2011-06-30,161500,163500,158000,162500,361386,4181144.0,25730119.0
2011-07-01,164000,168500,161500,168000,446996,4322660.0,25730119.0
2011-07-04,170500,171000,167000,168000,238746,4322660.0,25730119.0
2011-07-05,168500,170000,165000,166500,185662,4284065.0,25730119.0
2011-07-06,165000,167500,163000,167500,128445,4309795.0,25730119.0
2011-07-07,166500,170500,166000,169500,194299,4361255.0,25730119.0
2011-07-08,170500,170500,168000,169000,140092,4348390.0,25730119.0
2011-07-11,168500,168500,165500,167000,98134,4296930.0,25730119.0
2011-07-12,164500,165000,160000,162000,238468,4168279.0,25730119.0
2011-07-13,163500,169000,162500,167500,156658,4309795.0,25730119.0
2011-07-14,167500,170000,165500,169000,132255,4348390.0,25730119.0
2011-07-15,169500,170000,167000,170000,138363,4374120.0,25730119.0
2011-07-18,170000,178500,170000,175500,452373,4515636.0,25730119.0
2011-07-19,175000,177000,174000,174000,194241,4477041.0,25730119.0
2011-07-20,177500,178000,168000,168000,289118,4322660.0,25730119.0
2011-07-21,167000,169500,160000,163000,402544,4194009.0,25730119.0
2011-07-22,165000,167000,161000,164000,230670,4219740.0,25730119.0
2011-07-25,162000,165500,160500,161000,113538,4142549.0,25730119.0
2011-07-26,161000,165500,160500,164000,103102,4219740.0,25730119.0
2011-07-27,163000,165500,161500,165000,113539,4245470.0,25730119.0
2011-07-28,161500,166000,161000,163500,106475,4206874.0,25730119.0
2011-07-29,163000,164500,162000,162000,91560,4168279.0,25730119.0
2011-08-01,161000,161500,155000,161000,426649,4142549.0,25730119.0
2011-08-02,158000,159500,147000,150500,326326,3872383.0,25730119.0
2011-08-03,145000,146000,140500,142000,342337,3653677.0,25730119.0
2011-08-04,144000,145500,131000,131000,641422,3370646.0,25730119.0
2011-08-05,124000,127000,116500,120000,953542,3087614.0,25730119.0
2011-08-08,119000,124500,107500,121000,1009744,3113344.0,25730119.0
2011-08-09,118500,138000,110000,132500,1226010,3409241.0,25730119.0
2011-08-10,138000,140000,133500,136500,563032,3512161.0,25730119.0
2011-08-11,129500,141000,128000,137500,449187,3537891.0,25730119.0
2011-08-12,141000,141500,130000,131500,242250,3383511.0,25730119.0
2011-08-16,137000,139500,135500,139500,174757,3589352.0,25730119.0
2011-08-17,139500,141000,138000,139500,159954,3589352.0,25730119.0
2011-08-18,140500,140500,133500,139500,190735,3589352.0,25730119.0
2011-08-19,132000,134000,119000,119000,320890,3061884.0,25730119.0
2011-08-22,118000,124000,109500,110500,398796,2843178.0,25730119.0
2011-08-23,114500,126500,113500,124000,429082,3190535.0,25730119.0
2011-08-24,126500,129500,121000,122500,296926,3151940.0,25730119.0
2011-08-25,128000,130000,124000,125000,180180,3216265.0,25730119.0
2011-08-26,124000,130500,123500,130500,176332,3357781.0,25730119.0
2011-08-29,134500,136500,132000,136000,173468,3499296.0,25730119.0
2011-08-30,137500,139000,133500,136000,180851,3499296.0,25730119.0
2011-08-31,138000,143000,137000,143000,334476,3679407.0,25730119.0
2011-09-01,144000,146000,139000,139500,284781,3589352.0,25730119.0
2011-09-02,138000,141500,137000,139500,170275,3589352.0,25730119.0
2011-09-05,137500,145500,137500,143000,472587,3679407.0,25730119.0
2011-09-06,140500,150000,138500,150000,496884,3859518.0,25730119.0
2011-09-07,152500,156000,151500,153500,316079,3949573.0,25730119.0
2011-09-08,155000,156000,150500,153000,202627,3936708.0,25730119.0
2011-09-09,151500,156000,150500,153000,169877,3936708.0,25730119.0
2011-09-14,153000,155500,142500,144500,226604,3718002.0,25730119.0
2011-09-15,150500,152000,143000,148500,156109,3820923.0,25730119.0
2011-09-16,153500,159000,151000,159000,371030,4091089.0,25730119.0
2011-09-19,157500,162000,156500,158000,211939,4065359.0,25730119.0
2011-09-20,156500,161000,154500,161000,160362,4142549.0,25730119.0
2011-09-21,161500,162500,159000,160500,157000,4129684.0,25730119.0
2011-09-22,156500,161500,155500,161500,192271,4155414.0,25730119.0
2011-09-23,155500,158000,150000,151000,260105,3885248.0,25730119.0
2011-09-26,154000,154500,141000,149000,288396,3833788.0,25730119.0
2011-09-27,154500,156000,152500,156000,134055,4013899.0,25730119.0
2011-09-28,158000,158500,153000,153000,120761,3936708.0,25730119.0
2011-09-29,152500,154500,151000,153500,174104,3949573.0,25730119.0
2011-09-30,153500,156500,151500,155000,195046,3988168.0,25730119.0
2011-10-04,147000,150000,145000,149000,220205,3833788.0,25730119.0
2011-10-05,149000,149500,127000,127000,890262,3267725.0,25730119.0
2011-10-06,134500,134500,117000,120500,1005139,3100479.0,25730119.0
2011-10-07,124000,131500,122000,131000,631696,3370646.0,25730119.0
2011-10-10,130500,133500,128500,131500,270336,3383511.0,25730119.0
2011-10-11,138000,140000,134500,135000,311354,3473566.0,25730119.0
2011-10-12,137000,143500,135500,143000,342669,3679407.0,25730119.0
2011-10-13,146500,148500,140000,140500,292731,3615082.0,25730119.0
2011-10-14,141500,143500,136500,142500,149709,3666542.0,25730119.0
2011-10-17,144500,147000,143000,146500,153729,3769462.0,25730119.0
2011-10-18,142000,143500,139500,140000,240185,3602217.0,25730119.0
2011-10-19,142000,145000,140500,142000,149578,3653677.0,25730119.0
2011-10-20,143500,144000,132500,134000,190660,3447836.0,25730119.0
2011-10-21,139000,141000,136500,140500,133048,3615082.0,25730119.0
2011-10-24,143000,150000,142500,150000,301462,3859518.0,25730119.0
2011-10-25,150000,152500,146000,150500,233741,3872383.0,25730119.0
2011-10-26,148000,153000,145500,153000,278179,3936708.0,25730119.0
2011-10-27,155000,156000,150500,152500,195683,3923843.0,25730119.0
2011-10-28,154500,156500,146500,148500,235605,3820923.0,25730119.0
2011-10-31,149000,150000,143500,146000,153561,3756597.0,25730119.0
2011-11-01,143000,153500,143000,150000,151609,3859518.0,25730119.0
2011-11-02,144500,155000,144000,154500,352424,3975303.0,25730119.0
2011-11-03,157000,161500,154500,159500,737877,4103954.0,25730119.0
2011-11-04,163000,165500,162000,162500,419209,4181144.0,25730119.0
2011-11-07,163000,164000,158000,158000,146724,4065359.0,25730119.0
2011-11-08,160000,165000,158000,160000,194333,4116819.0,25730119.0
2011-11-09,163000,164500,161000,164500,152859,4232605.0,25730119.0
2011-11-10,160000,163500,159000,160000,265130,4116819.0,25730119.0
2011-11-11,161500,163000,158500,163000,152353,4194009.0,25730119.0
2011-11-14,166000,166500,163500,165000,149614,4245470.0,25730119.0
2011-11-15,163500,164000,160000,160000,98322,4116819.0,25730119.0
2011-11-16,161500,162500,158000,158000,93870,4065359.0,25730119.0
2011-11-17,158000,160000,154000,160000,105812,4116819.0,25730119.0
2011-11-18,156000,160000,156000,158000,58261,4065359.0,25730119.0
2011-11-21,157000,162500,156500,160000,93195,4116819.0,25730119.0
2011-11-22,159000,163500,158500,161000,95478,4142549.0,25730119.0
2011-11-23,165000,165500,159000,161000,115412,4142549.0,25730119.0
2011-11-24,159000,161000,157000,160000,87016,4116819.0,25730119.0
2011-11-25,158000,160500,154500,158000,139184,4065359.0,25730119.0
2011-11-28,158000,160000,155500,158000,93344,4065359.0,25730119.0
2011-11-29,159000,161000,158000,158500,79144,4078224.0,25730119.0
2011-11-30,157500,159000,155000,158000,69906,4065359.0,25730119.0
2011-12-01,162500,162500,155000,155000,231765,3988168.0,25730119.0
2011-12-02,155000,156000,152500,154500,132864,3975303.0,25730119.0
2011-12-05,154500,156000,152000,153000,101302,3936708.0,25730119.0
2011-12-06,153500,157000,153000,154500,101448,3975303.0,25730119.0
2011-12-07,155500,155500,150500,153000,111668,3936708.0,25730119.0
2011-12-08,153500,153500,148000,149500,149842,3846653.0,25730119.0
2011-12-09,148000,148000,145000,146500,114653,3769462.0,25730119.0
2011-12-12,149000,149000,137500,140000,271266,3602217.0,25730119.0
2011-12-13,137500,140500,135500,136500,216659,3512161.0,25730119.0
2011-12-14,136500,141500,136500,137500,150829,3537891.0,25730119.0
2011-12-15,136000,139000,133000,139000,163096,3576487.0,25730119.0
2011-12-16,140500,143000,138500,143000,172300,3679407.0,25730119.0
2011-12-19,142500,142500,131000,133500,202106,3434971.0,25730119.0
2011-12-20,136500,137500,134000,137500,94254,3537891.0,25730119.0
2011-12-21,141000,142000,138500,139000,63030,3576487.0,25730119.0
2011-12-22,137500,139000,135000,136000,67044,3499296.0,25730119.0
2011-12-23,136500,140000,136000,139500,108844,3589352.0,25730119.0
2011-12-26,140000,141500,139000,140000,87459,3602217.0,25730119.0
2011-12-27,140500,140500,135500,138000,106164,3550756.0,25730119.0
2011-12-28,138000,139500,135000,139500,80002,3589352.0,25730119.0
2011-12-29,137500,143000,136500,142500,87253,3666542.0,25730119.0
2012-01-02,142500,143000,136000,136000,100806,3499296.0,25730119.0
2012-01-03,137000,138000,136500,136500,94179,3512161.0,25730119.0
2012-01-04,138000,142000,137500,138500,137948,3563621.0,25730119.0
2012-01-05,139000,140500,137000,138500,83803,3563621.0,25730119.0
2012-01-06,139000,139000,135000,135500,71558,3486431.0,25730119.0
2012-01-09,135500,136000,131500,132500,105595,3409241.0,25730119.0
2012-01-10,132000,134500,132000,133500,68607,3434971.0,25730119.0
2012-01-11,135000,135000,131500,132500,68520,3409241.0,25730119.0
2012-01-12,132500,133000,130000,131500,99599,3383511.0,25730119.0
2012-01-13,132000,136000,131500,135000,119554,3473566.0,25730119.0
2012-01-16,134000,136500,132000,136000,58829,3499296.0,25730119.0
2012-01-17,136000,137000,132000,133500,168971,3434971.0,25730119.0
2012-01-18,133500,134000,127500,128000,261529,3293455.0,25730119.0
2012-01-19,129500,131500,128500,131000,190013,3370646.0,25730119.0
2012-01-20,131500,132000,128000,130000,224478,3344915.0,25730119.0
2012-01-25,130000,134000,130000,132500,179301,3409241.0,25730119.0
2012-01-26,132500,135000,131500,132000,132147,3396376.0,25730119.0
2012-01-27,132000,132500,128500,129000,159568,3319185.0,25730119.0
2012-01-30,129000,129000,123000,124000,172829,3190535.0,25730119.0
2012-01-31,123000,129000,123000,129000,124800,3319185.0,25730119.0
2012-02-01,128000,129500,125500,126000,106473,3241995.0,25730119.0
2012-02-02,128500,129000,126500,127500,114306,3280590.0,25730119.0
2012-02-03,128500,131500,126500,128500,209389,3306320.0,25730119.0
2012-02-06,129500,130000,122500,127000,253665,3267725.0,25730119.0
2012-02-07,127500,132500,126500,132000,262170,3396376.0,25730119.0
2012-02-08,132500,139500,131000,138500,424939,3563621.0,25730119.0
2012-02-09,138000,140500,134000,140000,259599,3602217.0,25730119.0
2012-02-10,139000,140500,135000,140000,225789,3602217.0,25730119.0
2012-02-13,138000,141000,137000,138500,139491,3563621.0,25730119.0
2012-02-14,139500,143500,138000,140500,178953,3615082.0,25730119.0
2012-02-15,140500,142000,138000,139500,110267,3589352.0,25730119.0
2012-02-16,138000,139000,134000,135000,136250,3473566.0,25730119.0
2012-02-17,137000,142500,136000,140000,255092,3602217.0,25730119.0
2012-02-20,141500,142000,134000,136000,260332,3499296.0,25730119.0
2012-02-21,135000,138000,132500,138000,149998,3550756.0,25730119.0
2012-02-22,138000,141000,135000,135000,160606,3473566.0,25730119.0
2012-02-23,135000,135500,132000,132000,98624,3396376.0,25730119.0
2012-02-24,132000,135000,131500,134500,124335,3460701.0,25730119.0
2012-02-27,136000,137000,133000,135500,148289,3486431.0,25730119.0
2012-02-28,134000,137500,134000,136000,60846,3499296.0,25730119.0
2012-02-29,136500,139500,135500,138500,122999,3563621.0,25730119.0
2012-03-02,140000,140500,136500,137500,114626,3537891.0,25730119.0
2012-03-05,138000,140000,136000,139500,221933,3589352.0,25730119.0
2012-03-06,140000,140000,136500,138000,139910,3550756.0,25730119.0
2012-03-07,135000,139000,134500,135500,141456,3486431.0,25730119.0
2012-03-08,136500,137000,134000,135000,184629,3473566.0,25730119.0
2012-03-09,136500,139000,135000,139000,99782,3576487.0,25730119.0
2012-03-12,140000,141000,137500,138000,96268,3550756.0,25730119.0
2012-03-13,138500,145000,138500,145000,367959,3730867.0,25730119.0
2012-03-14,147000,147500,143000,143500,233890,3692272.0,25730119.0
2012-03-15,143500,145000,138500,138500,274190,3563621.0,25730119.0
2012-03-16,133500,133500,130500,131500,3787362,3383511.0,25730119.0
2012-03-19,133000,133500,126500,128000,893880,3293455.0,25730119.0
2012-03-20,129500,130500,127500,129000,497781,3319185.0,25730119.0
2012-03-21,128000,130000,128000,129500,276151,3332050.0,25730119.0
2012-03-22,131500,134000,131000,133000,600463,3422106.0,25730119.0
2012-03-23,132000,134000,131500,133000,243851,3422106.0,25730119.0
2012-03-26,133000,133500,131500,133000,193115,3422106.0,25730119.0
2012-03-27,134500,136000,133500,134000,274777,3447836.0,25730119.0
2012-03-28,134500,137500,134000,137500,449554,3537891.0,25730119.0
2012-03-29,137000,139000,135500,138000,305299,3550756.0,25730119.0
2012-03-30,139000,139000,137500,138500,293696,3563621.0,25730119.0
2012-04-02,138500,140500,137500,140000,235941,3602217.0,25730119.0
2012-04-03,141000,144000,140500,141000,460651,3627947.0,25730119.0
2012-04-04,141000,142500,136000,138000,246783,3550756.0,25730119.0
2012-04-05,137000,150500,136500,150000,858164,3859518.0,25730119.0
2012-04-06,150500,153000,148000,151000,433497,3885248.0,25730119.0
2012-04-09,149500,154000,146500,149500,431832,3846653.0,25730119.0
2012-04-10,149500,151000,144500,147500,587697,3795193.0,25730119.0
2012-04-12,148000,151000,145500,150000,300653,3859518.0,25730119.0
2012-04-13,152000,152500,146000,146500,318270,3769462.0,25730119.0
2012-04-16,145500,150000,145500,149500,259406,3846653.0,25730119.0
2012-04-17,150000,151000,148500,149500,174414,3846653.0,25730119.0
2012-04-18,152000,156000,151500,156000,442137,4013899.0,25730119.0
2012-04-19,155500,158000,154000,155500,192847,4001034.0,25730119.0
2012-04-20,155000,158000,153500,155000,211059,3988168.0,25730119.0
2012-04-23,155000,156500,153000,154000,124547,3962438.0,25730119.0
2012-04-24,152500,159000,152500,154000,197937,3962438.0,25730119.0
2012-04-25,156500,157500,153500,154500,165575,3975303.0,25730119.0
2012-04-26,156000,157500,153000,154500,205780,3975303.0,25730119.0
2012-04-27,157000,159000,155000,158000,327746,4065359.0,25730119.0
2012-04-30,159500,169000,159500,169000,676013,4348390.0,25730119.0
2012-05-02,172000,172000,165500,169000,466741,4348390.0,25730119.0
2012-05-03,167000,171000,165500,171000,221112,4399850.0,25730119.0
2012-05-04,171000,171500,164000,167000,289702,4296930.0,25730119.0
2012-05-07,163500,169500,163000,168000,232829,4322660.0,25730119.0
2012-05-08,169500,175000,167500,174500,399606,4489906.0,25730119.0
2012-05-09,173000,178000,172500,177500,368149,4567096.0,25730119.0
2012-05-10,176500,178500,173500,176500,169775,4541366.0,25730119.0
2012-05-11,175500,176000,171500,175500,174996,4515636.0,25730119.0
2012-05-14,175000,175500,168000,175000,245600,4502771.0,25730119.0
2012-05-15,172500,175000,168000,171000,229421,4399850.0,25730119.0
2012-05-16,168500,171000,158000,158000,373593,4065359.0,25730119.0
2012-05-17,159500,166000,157500,165000,276009,4245470.0,25730119.0
2012-05-18,162000,163500,155500,157000,333595,4039629.0,25730119.0
2012-05-21,159500,164000,157500,164000,247431,4219740.0,25730119.0
2012-05-22,167000,167000,162000,164500,177524,4232605.0,25730119.0
2012-05-23,162500,164500,160000,164000,123273,4219740.0,25730119.0
2012-05-24,163000,167500,162000,164500,105876,4232605.0,25730119.0
2012-05-25,166000,167000,162500,166500,145008,4284065.0,25730119.0
2012-05-29,166000,168500,165500,167000,168103,4296930.0,25730119.0
2012-05-30,170000,171000,167500,170500,221761,4386985.0,25730119.0
2012-05-31,169000,174500,167500,174500,459077,4489906.0,25730119.0
2012-06-01,174000,174500,170500,172000,136797,4425580.0,25730119.0
2012-06-04,166500,169000,164500,165000,158078,4245470.0,25730119.0
2012-06-05,168000,168000,160500,162000,319474,4168279.0,25730119.0
2012-06-07,166000,167000,164000,165000,204906,4245470.0,25730119.0
2012-06-08,165500,165500,158000,160500,227352,4129684.0,25730119.0
2012-06-11,162500,164000,160500,163000,211485,4194009.0,25730119.0
2012-06-12,161000,166000,161000,165000,261838,4245470.0,25730119.0
2012-06-13,166500,169500,164000,165500,211744,4258335.0,25730119.0
2012-06-14,166000,169000,164000,164000,421273,4219740.0,25730119.0
2012-06-15,165500,170000,164000,169000,300657,4348390.0,25730119.0
2012-06-18,171000,172000,168000,171000,256939,4399850.0,25730119.0
2012-06-19,170500,173000,169500,173000,195021,4451311.0,25730119.0
2012-06-20,174000,174500,172500,174000,145857,4477041.0,25730119.0
2012-06-21,172500,174000,171000,172500,101133,4438446.0,25730119.0
2012-06-22,170000,171000,168000,169000,155984,4348390.0,25730119.0
2012-06-25,169000,170000,165000,169500,129536,4361255.0,25730119.0
2012-06-26,169000,169000,165000,167500,111185,4309795.0,25730119.0
2012-06-27,166500,168000,160000,165000,205580,4245470.0,25730119.0
2012-06-28,165500,168500,163000,167500,109086,4309795.0,25730119.0
2012-06-29,165500,170000,164500,169000,117654,4348390.0,25730119.0
2012-07-02,170000,171000,169000,170000,84497,4374120.0,25730119.0
2012-07-03,169500,171500,162500,163000,215084,4194009.0,25730119.0
2012-07-04,164000,170500,163500,167000,282737,4296930.0,25730119.0
2012-07-05,167500,172500,166500,169000,238320,4348390.0,25730119.0
2012-07-06,169000,170500,163500,164000,174187,4219740.0,25730119.0
2012-07-09,163000,164000,161000,163000,80763,4194009.0,25730119.0
2012-07-10,162500,166000,162000,163500,84517,4206874.0,25730119.0
2012-07-11,163000,167000,161000,166000,92953,4271200.0,25730119.0
2012-07-12,166000,166500,162000,162000,95794,4168279.0,25730119.0
2012-07-13,162000,163500,158000,163000,194282,4194009.0,25730119.0
2012-07-16,163000,163500,159000,160500,134882,4129684.0,25730119.0
2012-07-17,158500,161500,157000,159500,121489,4103954.0,25730119.0
2012-07-18,159000,161000,153500,154000,162201,3962438.0,25730119.0
2012-07-19,156000,164500,156000,164500,247412,4232605.0,25730119.0
2012-07-20,164500,165500,162500,163500,126159,4206874.0,25730119.0
2012-07-23,162000,164500,160500,161000,71685,4142549.0,25730119.0
2012-07-24,161000,164000,160500,162000,94008,4168279.0,25730119.0
2012-07-25,160000,163500,158000,160000,66229,4116819.0,25730119.0
2012-07-26,160500,163000,159000,162500,73641,4181144.0,25730119.0
2012-07-27,164500,165000,161000,163000,118725,4194009.0,25730119.0
2012-07-30,164500,166500,164000,166000,137055,4271200.0,25730119.0
2012-07-31,166000,167500,164000,166500,120619,4284065.0,25730119.0
2012-08-01,164500,166500,161000,162000,150223,4168279.0,25730119.0
2012-08-02,162000,165500,161500,162000,128501,4168279.0,25730119.0
2012-08-03,160500,163000,159000,159500,95682,4103954.0,25730119.0
2012-08-06,162000,163000,160500,161500,80204,4155414.0,25730119.0
2012-08-07,161500,163000,159000,159000,107490,4091089.0,25730119.0
2012-08-08,161000,162000,157500,159000,179357,4091089.0,25730119.0
2012-08-09,158500,164000,158000,161000,270621,4142549.0,25730119.0
2012-08-10,162000,166000,161500,164500,188775,4232605.0,25730119.0
2012-08-13,165500,166000,164000,165500,87926,4258335.0,25730119.0
2012-08-14,166000,167500,165500,167500,145368,4309795.0,25730119.0
2012-08-16,167500,169000,166500,168500,128908,4335525.0,25730119.0
2012-08-17,168500,169000,166500,169000,130516,4348390.0,25730119.0
2012-08-20,168000,169000,165000,167000,92837,4296930.0,25730119.0
2012-08-21,166000,168000,164500,166000,126010,4271200.0,25730119.0
2012-08-22,165500,165500,161000,165000,158695,4245470.0,25730119.0
2012-08-23,164500,168000,162500,168000,163482,4322660.0,25730119.0
2012-08-24,166000,169000,165000,168000,170332,4322660.0,25730119.0
2012-08-27,169500,172500,167500,172500,272177,4438446.0,25730119.0
2012-08-28,173500,176500,173000,173000,207463,4451311.0,25730119.0
2012-08-29,173500,178000,173000,177500,291385,4567096.0,25730119.0
2012-08-30,177500,179500,175500,179500,262034,4618556.0,25730119.0
2012-08-31,178500,183000,178500,180000,212423,4631421.0,25730119.0
2012-09-03,181000,184000,178500,184000,149513,4734342.0,25730119.0
2012-09-04,182000,185500,179500,182000,179911,4682882.0,25730119.0
2012-09-05,180500,180500,175000,175500,189391,4515636.0,25730119.0
2012-09-06,177000,182000,176500,182000,142715,4682882.0,25730119.0
2012-09-07,185000,186000,182500,185000,142372,4760072.0,25730119.0
2012-09-10,186000,186500,183500,184000,67027,4734342.0,25730119.0
2012-09-11,183000,187000,182500,187000,86448,4811532.0,25730119.0
2012-09-12,187000,190500,187000,190000,136995,4888723.0,25730119.0
2012-09-13,190000,192000,187500,192000,105276,4940183.0,25730119.0
2012-09-14,194000,194500,189000,192500,216355,4953048.0,25730119.0
2012-09-17,192500,193000,186000,188000,169639,4837262.0,25730119.0
2012-09-18,187000,187500,183000,184000,194391,4734342.0,25730119.0
2012-09-19,185000,188500,184000,187000,168725,4811532.0,25730119.0
2012-09-20,185500,187000,179500,182500,228170,4695747.0,25730119.0
2012-09-21,182500,184500,180000,181000,152203,4657152.0,25730119.0
2012-09-24,181500,185500,180000,185000,136245,4760072.0,25730119.0
2012-09-25,185000,188000,182500,185500,107173,4772937.0,25730119.0
2012-09-26,183000,185500,181500,183000,87767,4708612.0,25730119.0
2012-09-27,182000,183500,179000,183500,179009,4721477.0,25730119.0
2012-09-28,184000,187500,181000,187500,109774,4824397.0,25730119.0
2012-10-02,186500,188000,182500,184500,83718,4747207.0,25730119.0
2012-10-04,184500,184500,181000,184000,64562,4734342.0,25730119.0
2012-10-05,183500,185000,182000,182500,61691,4695747.0,25730119.0
2012-10-08,181000,182000,173000,176000,310386,4528501.0,25730119.0
2012-10-09,177000,183000,175000,180500,190860,4644286.0,25730119.0
