오렌지라이프(079440),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-08-30,43000,43600,42000,43600,396399,3575200.0,82000000.0
2017-08-31,43500,44200,43200,44050,341679,3612100.0,82000000.0
2017-09-01,44150,44150,42800,43150,173999,3538300.0,82000000.0
2017-09-04,42950,43650,41850,43650,184981,3579300.0,82000000.0
2017-09-05,43750,43750,41400,42150,431031,3456300.0,82000000.0
2017-09-06,41850,41900,40050,41750,514102,3423500.0,82000000.0
2017-09-07,41950,42050,41550,41800,129723,3427600.0,82000000.0
2017-09-08,41800,41800,40750,41050,66183,3366100.0,82000000.0
2017-09-11,41200,41700,41050,41700,124068,3419400.0,82000000.0
2017-09-12,41900,41950,40300,41250,136808,3382500.0,82000000.0
2017-09-13,41200,41850,40900,41700,71128,3419400.0,82000000.0
2017-09-14,41500,42150,41000,41650,80088,3415300.0,82000000.0
2017-09-15,41250,43100,41250,42750,151210,3505500.0,82000000.0
2017-09-18,42900,42900,41650,42400,62324,3476800.0,82000000.0
2017-09-19,42800,43500,42450,42800,181944,3509600.0,82000000.0
2017-09-20,42800,43850,42800,43500,256047,3567000.0,82000000.0
2017-09-21,43600,45550,43000,44900,217810,3681800.0,82000000.0
2017-09-22,45350,46200,44950,45500,326637,3731000.0,82000000.0
2017-09-25,45900,46000,44650,45000,109481,3690000.0,82000000.0
2017-09-26,44800,47000,44800,46550,307489,3817100.0,82000000.0
2017-09-27,46500,47000,45600,46950,316810,3849900.0,82000000.0
2017-09-28,46900,46900,46000,46300,387956,3796600.0,82000000.0
2017-09-29,45650,48750,45600,47450,364018,3890900.0,82000000.0
2017-10-10,47450,49450,46450,47500,865834,3895000.0,82000000.0
2017-10-11,47050,47200,46600,46800,347570,3837600.0,82000000.0
2017-10-12,46800,47800,46500,47500,356638,3895000.0,82000000.0
2017-10-13,47000,49450,47000,49400,277886,4050800.0,82000000.0
2017-10-16,49450,49950,48650,49500,191690,4059000.0,82000000.0
2017-10-17,49000,49050,47500,48100,104941,3944200.0,82000000.0
2017-10-18,48350,50000,48250,49800,218537,4083600.0,82000000.0
2017-10-19,49800,50300,48750,49150,192659,4030300.0,82000000.0
2017-10-20,49150,50400,48500,48650,173599,3989300.0,82000000.0
2017-10-23,49150,50300,49000,49650,378904,4071300.0,82000000.0
2017-10-24,49650,49650,49050,49450,131839,4054900.0,82000000.0
2017-10-25,49650,50000,48400,49000,339052,4018000.0,82000000.0
2017-10-26,49000,49050,48000,48600,160402,3985200.0,82000000.0
2017-10-27,48100,48550,46000,48000,330928,3936000.0,82000000.0
2017-10-30,48900,48900,47000,47550,122749,3899100.0,82000000.0
2017-10-31,47100,48050,47000,48000,168836,3936000.0,82000000.0
2017-11-01,48800,48950,46950,47950,183355,3931900.0,82000000.0
2017-11-02,47500,48700,47500,48700,275023,3993400.0,82000000.0
2017-11-03,49200,50700,48800,50400,174010,4132800.0,82000000.0
2017-11-06,51500,52000,50700,50800,158398,4165600.0,82000000.0
2017-11-07,50500,51700,49250,51000,152567,4182000.0,82000000.0
2017-11-08,51100,51400,49550,49850,140350,4087700.0,82000000.0
2017-11-09,50100,50800,49600,50000,105059,4100000.0,82000000.0
2017-11-10,50000,50600,49900,50200,90548,4116400.0,82000000.0
2017-11-13,50800,51000,46850,48250,270763,3956500.0,82000000.0
2017-11-14,48250,50100,48250,50000,454325,4100000.0,82000000.0
2017-11-15,50000,52100,50000,50800,262027,4165600.0,82000000.0
2017-11-16,51300,52000,50700,52000,159965,4264000.0,82000000.0
2017-11-17,53300,53300,52000,52300,158868,4288600.0,82000000.0
2017-11-20,52600,53200,51200,51200,162313,4198400.0,82000000.0
2017-11-21,51200,52700,50700,52300,188454,4288600.0,82000000.0
2017-11-22,51800,51900,51000,51400,192991,4214800.0,82000000.0
2017-11-23,50600,53000,50600,52500,117944,4305000.0,82000000.0
2017-11-24,53100,54400,52700,53800,105419,4411600.0,82000000.0
2017-11-27,54800,55900,54400,55000,249512,4510000.0,82000000.0
2017-11-28,55000,55400,52500,54400,260178,4460800.0,82000000.0
2017-11-29,55400,55500,53800,54900,496387,4501800.0,82000000.0
2017-11-30,55400,55500,52800,54200,3300618,4444400.0,82000000.0
2017-12-01,57000,57000,50800,53700,427031,4403400.0,82000000.0
2017-12-04,53800,53800,50900,52000,283488,4264000.0,82000000.0
2017-12-05,52000,54000,51600,53600,216800,4395200.0,82000000.0
2017-12-06,54300,55200,53800,55200,186236,4526400.0,82000000.0
2017-12-07,54700,56000,54400,55000,307249,4510000.0,82000000.0
2017-12-08,55600,56000,53200,53900,279221,4419800.0,82000000.0
2017-12-11,54100,54400,52100,53300,200555,4370600.0,82000000.0
2017-12-12,53100,53300,51700,51900,156385,4255800.0,82000000.0
2017-12-13,51100,52800,51000,52600,151700,4313200.0,82000000.0
2017-12-14,52600,52600,51000,51700,242843,4239400.0,82000000.0
2017-12-15,51700,51800,50700,51300,921552,4206600.0,82000000.0
2017-12-18,51300,51300,48400,49100,335977,4026200.0,82000000.0
2017-12-19,49150,54700,48600,54700,451399,4485400.0,82000000.0
2017-12-20,53100,54400,50900,54300,106893,4452600.0,82000000.0
2017-12-21,54000,55100,53000,55000,106975,4510000.0,82000000.0
2017-12-22,55200,55200,52600,53500,74249,4387000.0,82000000.0
2017-12-26,53500,54100,52700,53600,98806,4395200.0,82000000.0
2017-12-27,53500,53500,51000,52000,76131,4264000.0,82000000.0
2017-12-28,53300,53400,51000,53400,102123,4378800.0,82000000.0
2018-01-02,53600,54500,51000,52100,132894,4272200.0,82000000.0
2018-01-03,52000,52700,51500,52700,85344,4321400.0,82000000.0
2018-01-04,51700,51800,51000,51000,139096,4182000.0,82000000.0
2018-01-05,50500,51500,50100,51200,132375,4198400.0,82000000.0
2018-01-08,51900,51900,48950,49100,239175,4026200.0,82000000.0
2018-01-09,48500,49900,48200,49900,144335,4091800.0,82000000.0
2018-01-10,49500,52000,49300,52000,183230,4264000.0,82000000.0
2018-01-11,52400,54400,51600,54400,169380,4460800.0,82000000.0
2018-01-12,54400,54900,53000,54900,291543,4501800.0,82000000.0
2018-01-15,55500,55500,53800,54000,128323,4428000.0,82000000.0
2018-01-16,53800,55400,53800,54100,119489,4436200.0,82000000.0
2018-01-17,54300,55000,53800,54600,67370,4477200.0,82000000.0
2018-01-18,55300,55300,54500,54800,65489,4493600.0,82000000.0
2018-01-19,54700,54700,53200,54300,64255,4452600.0,82000000.0
2018-01-22,53900,54900,53900,54900,33093,4501800.0,82000000.0
2018-01-23,54800,54900,53600,54300,139275,4452600.0,82000000.0
2018-01-24,54000,54400,52200,53100,368874,4354200.0,82000000.0
2018-01-25,53100,53900,52600,53300,205319,4370600.0,82000000.0
2018-01-26,54400,54600,53700,54500,128174,4469000.0,82000000.0
2018-01-29,54600,55200,53800,54800,440061,4493600.0,82000000.0
2018-01-30,55200,57700,54600,57700,236713,4731400.0,82000000.0
2018-01-31,57000,59500,56300,58500,189889,4797000.0,82000000.0
2018-02-01,59400,62100,57800,58500,145666,4797000.0,82000000.0
2018-02-02,58000,58900,56700,57800,109555,4739600.0,82000000.0
2018-02-05,57400,57600,55600,56100,197832,4600200.0,82000000.0
2018-02-06,55300,56200,54600,55400,310581,4542800.0,82000000.0
2018-02-07,56900,58000,55300,55600,228955,4559200.0,82000000.0
2018-02-08,57300,57300,54600,55600,85835,4559200.0,82000000.0
2018-02-09,55600,55600,53700,54000,93334,4428000.0,82000000.0
2018-02-12,53400,53500,51500,52100,226670,4272200.0,82000000.0
2018-02-13,52100,52700,50200,50200,235242,4116400.0,82000000.0
2018-02-14,50200,51000,50000,50700,140844,4157400.0,82000000.0
2018-02-19,51400,53100,50800,52200,241834,4280400.0,82000000.0
2018-02-20,53000,53000,51600,51600,27120,4231200.0,82000000.0
2018-02-21,51500,52100,51100,52100,54830,4272200.0,82000000.0
2018-02-22,53100,53400,50000,51700,98505,4239400.0,82000000.0
2018-02-23,53100,55500,52600,54000,128529,4428000.0,82000000.0
2018-02-26,54100,54800,53200,54500,132046,4469000.0,82000000.0
2018-02-27,54500,54600,51200,51800,150090,4247600.0,82000000.0
2018-02-28,50900,52800,50400,52800,276220,4329600.0,82000000.0
2018-03-02,53200,53200,51700,52200,133217,4280400.0,82000000.0
2018-03-05,52800,52800,51500,52300,91088,4288600.0,82000000.0
2018-03-06,52500,52500,49650,49800,155600,4083600.0,82000000.0
2018-03-07,50200,51100,49700,49700,204472,4075400.0,82000000.0
2018-03-08,50700,50800,48600,49900,145926,4091800.0,82000000.0
2018-03-09,50700,51900,49250,50100,288027,4108200.0,82000000.0
2018-03-12,50800,51000,50200,50900,79729,4173800.0,82000000.0
2018-03-13,51000,51000,48200,48250,146051,3956500.0,82000000.0
2018-03-14,48150,48700,48100,48600,191387,3985200.0,82000000.0
2018-03-15,48150,49050,46300,46800,216352,3837600.0,82000000.0
2018-03-16,47100,47300,45800,46000,301840,3772000.0,82000000.0
2018-03-19,44150,46000,43050,43050,351006,3530100.0,82000000.0
2018-03-20,43200,44350,43100,43600,119839,3575200.0,82000000.0
2018-03-21,44000,44650,43950,44400,608104,3640800.0,82000000.0
2018-03-22,44850,45650,44800,45450,456648,3726900.0,82000000.0
2018-03-23,44950,45000,43750,44400,226429,3640800.0,82000000.0
2018-03-26,44400,45250,43900,45050,152569,3694100.0,82000000.0
2018-03-27,45050,45450,44000,45050,237709,3694100.0,82000000.0
2018-03-28,44550,45250,41600,43150,260173,3538300.0,82000000.0
2018-03-29,43150,44650,42400,44650,108831,3661300.0,82000000.0
2018-03-30,44550,44800,43950,44650,94179,3661300.0,82000000.0
2018-04-02,44650,45300,44150,44500,52959,3649000.0,82000000.0
2018-04-03,44150,44950,42750,44450,93863,3644900.0,82000000.0
2018-04-04,44450,44450,41350,41700,119334,3419400.0,82000000.0
2018-04-05,43000,43450,42150,43450,61139,3562900.0,82000000.0
2018-04-06,43600,43750,42000,43700,54795,3583400.0,82000000.0
2018-04-09,43600,43650,42900,43500,141258,3567000.0,82000000.0
2018-04-10,43650,43850,42850,43800,58829,3591600.0,82000000.0
2018-04-11,43800,43850,38450,38450,1156205,3152900.0,82000000.0
2018-04-12,38500,39550,38300,38500,923730,3157000.0,82000000.0
2018-04-13,38550,39050,38550,38900,431801,3189800.0,82000000.0
2018-04-16,38900,38900,37700,38150,384301,3128300.0,82000000.0
2018-04-17,38100,38350,36300,36550,344990,2997100.0,82000000.0
2018-04-18,36450,38150,36450,38000,260905,3116000.0,82000000.0
2018-04-19,38150,38300,37500,38300,331710,3140600.0,82000000.0
2018-04-20,38250,38250,37550,37650,236328,3087300.0,82000000.0
2018-04-23,37950,40350,37800,40150,431306,3292300.0,82000000.0
2018-04-24,40450,42650,40150,41550,537520,3407100.0,82000000.0
2018-04-25,42000,42550,41650,42350,197700,3472700.0,82000000.0
2018-04-26,42350,42350,40750,41950,150655,3439900.0,82000000.0
2018-04-27,41900,42300,39700,39950,177014,3275900.0,82000000.0
2018-04-30,39700,41250,39700,41200,211989,3378400.0,82000000.0
2018-05-02,41950,41950,41150,41450,188543,3398900.0,82000000.0
2018-05-03,41550,41700,41250,41400,160865,3394800.0,82000000.0
2018-05-04,41400,41500,40750,41100,103911,3370200.0,82000000.0
2018-05-08,42350,42900,41900,42200,273386,3460400.0,82000000.0
2018-05-09,42500,42900,42350,42850,215117,3513700.0,82000000.0
2018-05-10,42750,44800,42300,44800,321216,3673600.0,82000000.0
2018-05-11,44500,44650,40900,42600,195456,3493200.0,82000000.0
2018-05-14,42700,43650,41850,43450,137542,3562900.0,82000000.0
2018-05-15,43250,43500,41500,41500,221495,3403000.0,82000000.0
2018-05-16,41450,42350,41300,41700,110643,3419400.0,82000000.0
2018-05-17,41700,42100,40400,40400,67811,3312800.0,82000000.0
2018-05-18,40500,41550,40500,41050,107654,3366100.0,82000000.0
2018-05-21,41000,41250,40500,40550,60561,3325100.0,82000000.0
2018-05-23,40300,42700,40000,42700,129171,3501400.0,82000000.0
2018-05-24,42450,42850,40600,40750,50485,3341500.0,82000000.0
2018-05-25,40600,40600,38950,39300,133420,3222600.0,82000000.0
2018-05-28,39900,39900,38250,38250,73617,3136500.0,82000000.0
2018-05-29,37900,39100,37900,38050,75756,3120100.0,82000000.0
2018-05-30,38450,38800,37000,37000,110269,3034000.0,82000000.0
2018-05-31,37750,40200,37600,40200,281457,3296400.0,82000000.0
2018-06-01,39500,40750,38700,40400,145662,3312800.0,82000000.0
2018-06-04,40050,41100,40000,40600,247883,3329200.0,82000000.0
2018-06-05,40200,40850,40000,40750,61178,3341500.0,82000000.0
2018-06-07,40400,41000,39850,40600,53249,3329200.0,82000000.0
2018-06-08,40900,41900,40200,41650,247649,3415300.0,82000000.0
2018-06-11,41800,44250,41800,42850,207132,3513700.0,82000000.0
2018-06-12,42450,44100,41850,43250,94776,3546500.0,82000000.0
2018-06-14,43250,47500,42650,45500,211401,3731000.0,82000000.0
2018-06-15,45100,46000,43650,45900,237805,3763800.0,82000000.0
2018-06-18,45850,45900,44400,45200,142057,3706400.0,82000000.0
2018-06-19,45200,45700,41950,45000,183573,3690000.0,82000000.0
2018-06-20,45000,45000,43350,43500,68243,3567000.0,82000000.0
2018-06-21,43450,43500,40700,40800,200140,3345600.0,82000000.0
2018-06-22,40050,43400,40050,42800,133063,3509600.0,82000000.0
2018-06-25,42800,42900,42500,42500,36722,3485000.0,82000000.0
2018-06-26,42600,43150,42100,42550,75810,3489100.0,82000000.0
2018-06-27,43400,43400,42200,42600,98175,3493200.0,82000000.0
2018-06-28,42050,42050,40150,40150,115709,3292300.0,82000000.0
2018-06-29,40100,41850,38500,41850,154085,3431700.0,82000000.0
2018-07-02,41800,41800,39550,39900,75065,3271800.0,82000000.0
2018-07-03,39650,40550,38600,39950,42269,3275900.0,82000000.0
2018-07-04,39900,39900,38700,39250,38113,3218500.0,82000000.0
2018-07-05,38850,40400,38500,40400,72599,3312800.0,82000000.0
2018-07-06,40550,41200,39950,40400,61941,3312800.0,82000000.0
2018-07-09,40100,40950,39300,40950,42394,3357900.0,82000000.0
2018-07-10,41200,41550,40550,41550,42226,3407100.0,82000000.0
2018-07-11,41250,41450,40450,41100,88877,3370200.0,82000000.0
2018-07-12,40750,41200,40600,40800,67004,3345600.0,82000000.0
2018-07-13,40700,41350,40700,40900,50169,3353800.0,82000000.0
2018-07-16,40200,40450,39550,39700,58515,3255400.0,82000000.0
2018-07-17,39600,40600,39450,40150,39500,3292300.0,82000000.0
2018-07-18,40200,41150,39700,41150,58800,3374300.0,82000000.0
2018-07-19,41150,41150,40050,41050,31852,3366100.0,82000000.0
2018-07-20,41050,41050,40050,40050,59814,3284100.0,82000000.0
2018-07-23,39450,40500,38850,39650,50488,3251300.0,82000000.0
2018-07-24,40000,40800,39650,40800,46876,3345600.0,82000000.0
2018-07-25,40800,41100,40000,41000,20972,3362000.0,82000000.0
2018-07-26,41000,41500,39850,40850,61343,3349700.0,82000000.0
2018-07-27,40800,40900,40050,40850,22976,3349700.0,82000000.0
2018-07-30,41200,41450,40550,41450,31228,3398900.0,82000000.0
2018-07-31,41500,42200,41000,42200,63839,3460400.0,82000000.0
2018-08-01,42150,43000,41500,43000,42233,3526000.0,82000000.0
2018-08-02,43000,43550,41500,41550,76984,3407100.0,82000000.0
2018-08-03,41600,41750,40550,41500,44638,3403000.0,82000000.0
2018-08-06,41200,43200,41000,42900,60966,3517800.0,82000000.0
2018-08-07,42300,43500,42300,42700,51545,3501400.0,82000000.0
2018-08-08,42750,43050,41000,42100,38625,3452200.0,82000000.0
2018-08-09,41950,41950,40500,40500,55383,3321000.0,82000000.0
2018-08-10,40650,41700,40150,41700,55893,3419400.0,82000000.0
2018-08-13,41950,42300,40750,41500,137498,3403000.0,82000000.0
2018-08-14,41300,41300,35400,36350,845707,2980700.0,82000000.0
2018-08-16,36250,36950,35200,36600,285549,3001200.0,82000000.0
2018-08-17,37200,37600,36850,37500,288661,3075000.0,82000000.0
2018-08-20,37750,37850,37250,37250,150496,3054500.0,82000000.0
2018-08-21,37300,37300,36300,36900,170190,3025800.0,82000000.0
2018-08-22,37000,37250,36500,36900,84952,3025800.0,82000000.0
2018-08-23,36900,36900,35950,36350,109463,2980700.0,82000000.0
2018-08-24,36500,36550,35800,35850,87080,2939700.0,82000000.0
2018-08-27,36100,36100,34750,35150,125047,2882300.0,82000000.0
2018-08-28,35350,35700,35100,35500,100408,2911000.0,82000000.0
2018-08-29,35500,35700,34900,35300,94163,2894600.0,82000000.0
2018-08-30,35150,35500,34600,35150,88246,2882300.0,82000000.0
2018-08-31,34850,34850,33850,34800,243540,2853600.0,82000000.0
2018-09-03,34800,35200,34450,34800,66040,2853600.0,82000000.0
2018-09-04,34850,35000,34500,34700,55625,2845400.0,82000000.0
2018-09-05,35200,35200,33950,34200,126198,2804400.0,82000000.0
2018-09-06,34550,34550,33400,33550,180213,2751100.0,82000000.0
2018-09-07,33550,33750,32700,32850,163189,2693700.0,82000000.0
2018-09-10,32700,33600,32700,33550,59874,2751100.0,82000000.0
2018-09-11,33550,33600,33100,33400,49077,2738800.0,82000000.0
2018-09-12,33150,33500,32900,33500,58345,2747000.0,82000000.0
2018-09-13,33550,34200,33100,34200,99727,2804400.0,82000000.0
2018-09-14,34300,34350,33800,34300,158399,2812600.0,82000000.0
2018-09-17,34300,34550,33900,33950,103963,2783900.0,82000000.0
2018-09-18,34350,34350,32650,33000,132802,2706000.0,82000000.0
2018-09-19,33200,33300,32250,32700,129617,2681400.0,82000000.0
2018-09-20,33000,33000,32650,32800,157696,2689600.0,82000000.0
2018-09-21,32800,33200,32650,33200,108575,2722400.0,82000000.0
2018-09-27,33200,34950,33200,34750,171722,2849500.0,82000000.0
2018-09-28,34950,34950,33800,34100,223870,2796200.0,82000000.0
2018-10-01,34100,34300,33300,33600,52664,2755200.0,82000000.0
2018-10-02,33150,33200,32400,32500,122497,2665000.0,82000000.0
2018-10-04,32500,32650,31500,31650,132394,2595300.0,82000000.0
2018-10-05,31850,32450,31200,32150,105647,2636300.0,82000000.0
2018-10-08,31450,32350,31450,31500,102006,2583000.0,82000000.0
2018-10-10,31450,32800,31250,32200,294641,2640400.0,82000000.0
2018-10-11,31800,32450,30650,30650,322022,2513300.0,82000000.0
2018-10-12,30450,31100,30350,30800,193884,2525600.0,82000000.0
2018-10-15,31150,33050,31050,31650,184878,2595300.0,82000000.0
2018-10-16,31650,32150,31550,31700,164533,2599400.0,82000000.0
2018-10-17,31700,32250,31700,31950,98868,2619900.0,82000000.0
2018-10-18,31900,32500,31500,31600,120223,2591200.0,82000000.0
2018-10-19,31850,31850,31200,31450,152703,2578900.0,82000000.0
2018-10-22,31500,31750,31200,31250,93527,2562500.0,82000000.0
2018-10-23,31450,31750,30800,31150,64992,2554300.0,82000000.0
2018-10-24,31450,32000,30950,31800,122981,2607600.0,82000000.0
2018-10-25,30900,31800,30850,31750,73443,2603500.0,82000000.0
2018-10-26,31600,31750,31350,31500,90626,2583000.0,82000000.0
2018-10-29,31500,31500,30450,30500,168181,2501000.0,82000000.0
2018-10-30,30100,31000,29350,30500,126186,2501000.0,82000000.0
2018-10-31,30600,30800,30100,30650,271531,2513300.0,82000000.0
2018-11-01,30800,31000,30400,30750,70478,2521500.0,82000000.0
2018-11-02,31250,31950,31100,31450,81994,2578900.0,82000000.0
2018-11-05,31050,31550,29900,30650,93706,2513300.0,82000000.0
2018-11-06,30900,30900,30350,30650,50470,2513300.0,82000000.0
2018-11-07,30850,30850,30150,30750,85244,2521500.0,82000000.0
2018-11-08,30850,31050,30350,31000,352146,2542000.0,82000000.0
2018-11-09,31000,32400,30900,32200,176882,2640400.0,82000000.0
2018-11-12,31750,33250,31750,33000,146018,2706000.0,82000000.0
2018-11-13,32550,33400,32300,33100,141091,2714200.0,82000000.0
2018-11-14,33350,33350,32400,32900,130320,2697800.0,82000000.0
2018-11-15,32550,32900,31850,32350,117832,2652700.0,82000000.0
2018-11-16,32350,33100,32300,32950,123812,2701900.0,82000000.0
2018-11-19,32800,32800,31500,31950,201801,2619900.0,82000000.0
2018-11-20,31600,31750,30850,31200,145160,2558400.0,82000000.0
2018-11-21,30900,31350,30400,31100,100193,2550200.0,82000000.0
2018-11-22,31000,31500,31000,31400,75530,2574800.0,82000000.0
2018-11-23,31150,31400,29050,30350,193710,2488700.0,82000000.0
2018-11-26,30250,30750,29800,30250,88035,2480500.0,82000000.0
2018-11-27,30300,31150,30250,31150,122197,2554300.0,82000000.0
2018-11-28,30700,31000,30000,30550,93592,2505100.0,82000000.0
2018-11-29,30750,30800,30500,30800,91163,2525600.0,82000000.0
2018-11-30,30800,30900,29600,30100,232628,2468200.0,82000000.0
2018-12-03,30250,30550,30050,30150,171032,2472300.0,82000000.0
2018-12-04,30400,31350,30350,31000,193823,2542000.0,82000000.0
2018-12-05,30650,31250,30350,30800,100102,2525600.0,82000000.0
2018-12-06,30700,30950,29250,29800,183554,2443600.0,82000000.0
2018-12-07,29800,29900,29200,29200,228488,2394400.0,82000000.0
2018-12-10,28800,29000,28100,28300,97679,2320600.0,82000000.0
2018-12-11,28300,28800,28000,28600,59944,2345200.0,82000000.0
2018-12-12,28700,29250,28600,28950,135126,2373900.0,82000000.0
2018-12-13,29250,29450,28900,28900,113035,2369800.0,82000000.0
2018-12-14,29050,29200,28350,28800,249734,2361600.0,82000000.0
2018-12-17,28650,29100,27550,27800,175899,2279600.0,82000000.0
2018-12-18,27450,28650,27100,28400,548269,2328800.0,82000000.0
2018-12-19,28800,28950,28050,28700,106066,2353400.0,82000000.0
2018-12-20,28500,29050,28100,28600,136778,2345200.0,82000000.0
2018-12-21,28600,28800,28300,28650,251885,2349300.0,82000000.0
2018-12-24,28900,29350,28850,29200,183439,2394400.0,82000000.0
2018-12-26,29050,29900,28600,29550,213231,2423100.0,82000000.0
2018-12-27,28850,29000,28100,29000,171993,2378000.0,82000000.0
2018-12-28,28550,28900,27800,28000,149682,2296000.0,82000000.0
2019-01-02,28150,28300,27400,27400,83370,2246800.0,82000000.0
2019-01-03,27250,27600,26250,26750,204559,2193500.0,82000000.0
2019-01-04,26550,26650,24300,24450,645580,2004900.0,82000000.0
2019-01-07,24650,25350,24650,25050,292531,2054100.0,82000000.0
2019-01-08,25250,25650,25200,25400,136143,2082800.0,82000000.0
2019-01-09,25400,26150,25400,26100,312620,2140200.0,82000000.0
2019-01-10,26250,27750,26250,27450,239953,2250900.0,82000000.0
2019-01-11,27750,27950,26850,27200,314730,2230400.0,82000000.0
