LIG넥스원(079550),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-12-11,99900,106500,99900,105000,92354,2310000.0,22000000.0
2015-12-14,104000,104500,99500,99700,90855,2193400.0,22000000.0
2015-12-15,99800,103500,99800,103000,51457,2266000.0,22000000.0
2015-12-16,104500,106500,103500,105500,43593,2321000.0,22000000.0
2015-12-17,106500,106500,100000,101500,123284,2233000.0,22000000.0
2015-12-18,100500,101000,94900,97600,196953,2147200.0,22000000.0
2015-12-21,97000,97000,93200,94100,164315,2070200.0,22000000.0
2015-12-22,94900,96400,94200,95200,76973,2094400.0,22000000.0
2015-12-23,95700,101000,95300,100000,123289,2200000.0,22000000.0
2015-12-24,101000,104000,100500,102000,92691,2244000.0,22000000.0
2015-12-28,102000,102000,98100,98600,74221,2169200.0,22000000.0
2015-12-29,99200,104500,97700,104000,89253,2288000.0,22000000.0
2015-12-30,104500,106000,101500,103500,82965,2277000.0,22000000.0
2016-01-04,102000,104500,99700,103500,140061,2277000.0,22000000.0
2016-01-05,102000,103500,99900,103000,452310,2266000.0,22000000.0
2016-01-06,103500,109000,102500,107500,201031,2365000.0,22000000.0
2016-01-07,107500,109000,105000,106000,86049,2332000.0,22000000.0
2016-01-08,105000,105000,101500,103500,74841,2277000.0,22000000.0
2016-01-11,105500,105500,102000,102500,44097,2255000.0,22000000.0
2016-01-12,102500,105000,100000,100500,62016,2211000.0,22000000.0
2016-01-13,100500,109000,100500,108500,137821,2387000.0,22000000.0
2016-01-14,107000,116000,106000,114500,304882,2519000.0,22000000.0
2016-01-15,114000,124500,113000,117000,1600621,2574000.0,22000000.0
2016-01-18,115000,121500,113500,118500,171775,2607000.0,22000000.0
2016-01-19,119500,120000,115500,117000,86753,2574000.0,22000000.0
2016-01-20,117000,118000,111000,115500,127046,2541000.0,22000000.0
2016-01-21,115500,116500,110500,111500,134272,2453000.0,22000000.0
2016-01-22,113000,115500,112000,114000,120826,2508000.0,22000000.0
2016-01-25,115000,121000,112500,120500,195619,2651000.0,22000000.0
2016-01-26,120500,121500,118000,118000,127022,2596000.0,22000000.0
2016-01-27,120000,121000,117000,119500,92199,2629000.0,22000000.0
2016-01-28,120000,129500,118500,127500,266780,2805000.0,22000000.0
2016-01-29,127500,129000,125000,127000,131396,2794000.0,22000000.0
2016-02-01,129000,130500,121000,122000,210153,2684000.0,22000000.0
2016-02-02,122000,123500,120500,122000,55072,2684000.0,22000000.0
2016-02-03,122500,123500,118500,122500,74127,2695000.0,22000000.0
2016-02-04,124000,124000,121000,122000,59488,2684000.0,22000000.0
2016-02-05,119500,123000,114000,117500,338925,2585000.0,22000000.0
2016-02-11,118500,119500,115000,116500,285677,2563000.0,22000000.0
2016-02-12,116500,118000,109000,114000,146594,2508000.0,22000000.0
2016-02-15,116000,116000,112500,114500,94227,2519000.0,22000000.0
2016-02-16,115000,118500,115000,118000,134204,2596000.0,22000000.0
2016-02-17,118000,118000,110500,111000,118927,2442000.0,22000000.0
2016-02-18,113500,115000,110500,112500,130039,2475000.0,22000000.0
2016-02-19,109500,111500,107000,109500,171339,2409000.0,22000000.0
2016-02-22,110500,114500,109500,112500,83605,2475000.0,22000000.0
2016-02-23,114500,115000,108000,111000,73318,2442000.0,22000000.0
2016-02-24,111000,113000,110000,112000,43208,2464000.0,22000000.0
2016-02-25,112000,118000,111500,117500,168430,2585000.0,22000000.0
2016-02-26,117500,118500,116000,117500,71241,2585000.0,22000000.0
2016-02-29,117000,118500,112500,115500,87219,2541000.0,22000000.0
2016-03-02,117000,121000,115000,120000,111440,2640000.0,22000000.0
2016-03-03,120500,120500,118500,119500,66983,2629000.0,22000000.0
2016-03-04,120000,121000,114000,116500,118901,2563000.0,22000000.0
2016-03-07,117500,117500,113500,115000,71974,2530000.0,22000000.0
2016-03-08,115500,116500,112000,115000,77991,2530000.0,22000000.0
2016-03-09,113500,117000,113500,115000,53124,2530000.0,22000000.0
2016-03-10,115500,119000,115500,117500,66796,2585000.0,22000000.0
2016-03-11,118500,119500,116000,116500,39820,2563000.0,22000000.0
2016-03-14,116500,118000,114000,115500,41182,2541000.0,22000000.0
2016-03-15,114500,117000,114000,114500,35834,2519000.0,22000000.0
2016-03-16,114000,119000,114000,118000,70683,2596000.0,22000000.0
2016-03-17,123500,125000,116000,116500,274811,2563000.0,22000000.0
2016-03-18,118500,121500,115000,116000,140581,2552000.0,22000000.0
2016-03-21,117000,118500,116000,116500,70222,2563000.0,22000000.0
2016-03-22,118000,118000,112000,113000,191109,2486000.0,22000000.0
2016-03-23,113000,114000,109000,110500,265523,2431000.0,22000000.0
2016-03-24,110000,111500,106000,106500,150053,2343000.0,22000000.0
2016-03-25,107500,109000,105500,107500,106847,2365000.0,22000000.0
2016-03-28,107500,109500,106500,107000,63043,2354000.0,22000000.0
2016-03-29,107000,109000,106500,108500,75927,2387000.0,22000000.0
2016-03-30,107500,110000,102000,103500,293925,2277000.0,22000000.0
2016-03-31,103500,106500,102500,105500,171660,2321000.0,22000000.0
2016-04-01,105500,106500,104000,105500,75605,2321000.0,22000000.0
2016-04-04,105000,106000,101000,102000,180122,2244000.0,22000000.0
2016-04-05,102000,106500,102000,105500,90399,2321000.0,22000000.0
2016-04-06,105500,109000,104500,107500,77871,2365000.0,22000000.0
2016-04-07,108500,108500,105500,106000,40702,2332000.0,22000000.0
2016-04-08,104500,106000,104500,105500,31234,2321000.0,22000000.0
2016-04-11,105000,107000,104000,104500,55909,2299000.0,22000000.0
2016-04-12,104500,107500,104000,105000,43778,2310000.0,22000000.0
2016-04-14,106500,107000,99800,100500,156905,2211000.0,22000000.0
2016-04-15,100500,104000,100500,102000,103269,2244000.0,22000000.0
2016-04-18,102000,104000,101000,101500,86571,2233000.0,22000000.0
2016-04-19,102000,102500,100000,100500,81381,2211000.0,22000000.0
2016-04-20,100500,101000,96500,96500,191180,2123000.0,22000000.0
2016-04-21,96500,96500,89100,90500,561434,1991000.0,22000000.0
2016-04-22,91200,94600,90100,93300,257114,2052600.0,22000000.0
2016-04-25,94500,95200,91400,92000,155343,2024000.0,22000000.0
2016-04-26,91500,93800,89700,89900,184149,1977800.0,22000000.0
2016-04-27,90100,91200,88300,89200,206587,1962400.0,22000000.0
2016-04-28,89500,90000,85000,87200,235094,1918400.0,22000000.0
2016-04-29,87200,90300,86700,89300,131295,1964600.0,22000000.0
2016-05-02,89400,93200,88500,91500,116571,2013000.0,22000000.0
2016-05-03,91900,94200,91600,93200,118303,2050400.0,22000000.0
2016-05-04,93400,93400,90300,93100,108919,2048200.0,22000000.0
2016-05-09,93400,96500,93200,96300,132705,2118600.0,22000000.0
2016-05-10,97100,98300,95600,97400,134930,2142800.0,22000000.0
2016-05-11,98000,100500,97000,99600,117120,2191200.0,22000000.0
2016-05-12,99000,101000,97500,99000,57306,2178000.0,22000000.0
2016-05-13,97800,98700,94800,96200,152529,2116400.0,22000000.0
2016-05-16,96600,97700,95600,96300,83323,2118600.0,22000000.0
2016-05-17,97200,97800,94000,94500,96414,2079000.0,22000000.0
2016-05-18,94200,94500,90500,90600,148327,1993200.0,22000000.0
2016-05-19,89900,92000,89700,90600,51543,1993200.0,22000000.0
2016-05-20,90600,91400,89800,89900,73547,1977800.0,22000000.0
2016-05-23,91200,100500,89800,100000,290033,2200000.0,22000000.0
2016-05-24,99100,100000,95800,96100,138329,2114200.0,22000000.0
2016-05-25,96300,98600,95100,95400,99619,2098800.0,22000000.0
2016-05-26,95500,95700,92000,92000,93458,2024000.0,22000000.0
2016-05-27,92900,98000,92500,97300,127081,2140600.0,22000000.0
2016-05-30,98100,99700,97500,98000,99409,2156000.0,22000000.0
2016-05-31,98000,99400,96500,99300,47352,2184600.0,22000000.0
2016-06-01,98600,99500,96100,97500,74874,2145000.0,22000000.0
2016-06-02,96500,98600,96000,98400,48846,2164800.0,22000000.0
2016-06-03,98400,102500,97500,100000,135127,2200000.0,22000000.0
2016-06-07,100000,101500,98300,101000,49960,2222000.0,22000000.0
2016-06-08,101500,104000,100000,103500,76334,2277000.0,22000000.0
2016-06-09,102500,104500,102000,103500,55137,2277000.0,22000000.0
2016-06-10,103500,106000,102000,105000,67025,2310000.0,22000000.0
2016-06-13,104000,106500,103000,104000,61113,2288000.0,22000000.0
2016-06-14,102500,104000,100500,103500,65686,2277000.0,22000000.0
2016-06-15,102500,103500,99900,101500,69708,2233000.0,22000000.0
2016-06-16,102000,102000,99000,99900,57783,2197800.0,22000000.0
2016-06-17,100500,102000,100000,102000,204155,2244000.0,22000000.0
2016-06-20,103500,104500,102500,103000,38754,2266000.0,22000000.0
2016-06-21,104500,104500,99800,99900,63030,2197800.0,22000000.0
2016-06-22,100500,101000,98900,99000,55463,2178000.0,22000000.0
2016-06-23,98100,99400,96400,96700,64623,2127400.0,22000000.0
2016-06-24,97700,98300,92800,94300,119630,2074600.0,22000000.0
2016-06-27,92000,99400,92000,96400,85183,2120800.0,22000000.0
2016-06-28,95100,99100,95100,96600,82467,2125200.0,22000000.0
2016-06-29,98400,99600,97000,98500,92762,2167000.0,22000000.0
2016-06-30,98100,99400,96100,97100,97723,2136200.0,22000000.0
2016-07-01,97000,97800,94900,96200,109739,2116400.0,22000000.0
2016-07-04,96700,96700,94000,94500,93985,2079000.0,22000000.0
2016-07-05,94500,95800,93500,95700,58664,2105400.0,22000000.0
2016-07-06,95500,95500,93300,94200,76646,2072400.0,22000000.0
2016-07-07,94600,95100,94000,94800,55330,2085600.0,22000000.0
2016-07-08,95200,102000,94500,96000,291676,2112000.0,22000000.0
2016-07-11,97400,99400,97100,97700,150139,2149400.0,22000000.0
2016-07-12,97900,99300,97600,99000,84512,2178000.0,22000000.0
2016-07-13,99400,99500,96600,96700,92190,2127400.0,22000000.0
2016-07-14,98400,98400,96000,96500,55002,2123000.0,22000000.0
2016-07-15,97100,97100,94500,95200,57740,2094400.0,22000000.0
2016-07-18,95200,95700,94500,95400,39551,2098800.0,22000000.0
2016-07-19,96000,96100,95000,95900,29329,2109800.0,22000000.0
2016-07-20,95500,99300,95500,99200,102586,2182400.0,22000000.0
2016-07-21,101500,102000,99600,100000,116128,2200000.0,22000000.0
2016-07-22,98300,100500,98300,99300,1385573,2184600.0,22000000.0
2016-07-25,99900,102000,99500,101500,166973,2233000.0,22000000.0
2016-07-26,101500,101500,99400,100000,136148,2200000.0,22000000.0
2016-07-27,100000,104000,99900,103500,108331,2277000.0,22000000.0
2016-07-28,103000,105000,102500,103500,83648,2277000.0,22000000.0
2016-07-29,103500,106000,103000,104500,116874,2299000.0,22000000.0
2016-08-01,104000,106500,104000,105500,137775,2321000.0,22000000.0
2016-08-02,105000,106000,103500,105000,95895,2310000.0,22000000.0
2016-08-03,105000,108000,103000,104000,350473,2288000.0,22000000.0
2016-08-04,103500,104500,101500,103500,88315,2277000.0,22000000.0
2016-08-05,102500,107000,102000,106000,142483,2332000.0,22000000.0
2016-08-08,106000,107000,104000,104500,80327,2299000.0,22000000.0
2016-08-09,104500,105500,103000,104500,128210,2299000.0,22000000.0
2016-08-10,104000,104500,103000,104000,77225,2288000.0,22000000.0
2016-08-11,104000,104500,102500,104000,55598,2288000.0,22000000.0
2016-08-12,104000,105000,103000,103000,48175,2266000.0,22000000.0
2016-08-16,93700,98200,93700,97000,332241,2134000.0,22000000.0
2016-08-17,96900,96900,89200,92800,394690,2041600.0,22000000.0
2016-08-18,92800,93100,90200,90600,217740,1993200.0,22000000.0
2016-08-19,90800,92300,90000,91300,147935,2008600.0,22000000.0
2016-08-22,91300,91500,89800,89800,127151,1975600.0,22000000.0
2016-08-23,90000,90700,87300,87600,174649,1927200.0,22000000.0
2016-08-24,88600,89900,88400,89100,113657,1960200.0,22000000.0
2016-08-25,89400,90800,89300,90500,63651,1991000.0,22000000.0
2016-08-26,90600,91000,89100,90400,36411,1988800.0,22000000.0
2016-08-29,90100,90200,87800,88500,99878,1947000.0,22000000.0
2016-08-30,88200,90100,88200,88500,59454,1947000.0,22000000.0
2016-08-31,88800,91800,88600,91600,96147,2015200.0,22000000.0
2016-09-01,91200,92800,91000,92100,63147,2026200.0,22000000.0
2016-09-02,92500,92500,90800,92300,71514,2030600.0,22000000.0
2016-09-05,92800,92800,91000,91000,69755,2002000.0,22000000.0
2016-09-06,91000,91700,89300,90000,71774,1980000.0,22000000.0
2016-09-07,90000,90400,87200,87800,118570,1931600.0,22000000.0
2016-09-08,87800,88300,82600,83500,258171,1837000.0,22000000.0
2016-09-09,83600,85000,82900,84300,86142,1854600.0,22000000.0
2016-09-12,83700,86100,83500,83500,94772,1837000.0,22000000.0
2016-09-13,84200,86700,84200,86300,66765,1898600.0,22000000.0
2016-09-19,87300,90000,86800,87700,123891,1929400.0,22000000.0
2016-09-20,87100,89300,86200,88500,69773,1947000.0,22000000.0
2016-09-21,88000,88500,87100,87300,67237,1920600.0,22000000.0
2016-09-22,87300,88100,87100,87200,67207,1918400.0,22000000.0
2016-09-23,87000,87000,82900,83500,248212,1837000.0,22000000.0
2016-09-26,83400,84000,80700,80900,242733,1779800.0,22000000.0
2016-09-27,80900,83700,79800,82700,201495,1819400.0,22000000.0
2016-09-28,82700,83800,82500,82600,65244,1817200.0,22000000.0
2016-09-29,82000,84300,82000,83000,109913,1826000.0,22000000.0
2016-09-30,83100,83600,81100,82900,102313,1823800.0,22000000.0
2016-10-04,84000,85300,83800,85200,86534,1874400.0,22000000.0
2016-10-05,84100,85000,81900,81900,96621,1801800.0,22000000.0
2016-10-06,82600,82700,81600,81900,52139,1801800.0,22000000.0
2016-10-07,82400,82400,80200,80400,87589,1768800.0,22000000.0
2016-10-10,80800,81400,80200,80300,49185,1766600.0,22000000.0
2016-10-11,80500,82800,80400,81900,68623,1801800.0,22000000.0
2016-10-12,81400,81500,79900,80100,141784,1762200.0,22000000.0
2016-10-13,80400,80500,76700,76700,181708,1687400.0,22000000.0
2016-10-14,77500,79500,76300,78500,85586,1727000.0,22000000.0
2016-10-17,78200,78900,76000,77300,83947,1700600.0,22000000.0
2016-10-18,77300,78600,76700,77600,51760,1707200.0,22000000.0
2016-10-19,78000,80100,78000,78200,85170,1720400.0,22000000.0
2016-10-20,78700,80000,78200,78500,47696,1727000.0,22000000.0
2016-10-21,79100,79800,77900,79800,42710,1755600.0,22000000.0
2016-10-24,79900,80400,78200,78500,78728,1727000.0,22000000.0
2016-10-25,78500,79600,78000,79200,38685,1742400.0,22000000.0
2016-10-26,78500,79200,76400,77300,87306,1700600.0,22000000.0
2016-10-27,78200,78300,75200,76000,112377,1672000.0,22000000.0
2016-10-28,76300,76800,75200,76500,73134,1683000.0,22000000.0
2016-10-31,76000,76400,73300,74000,134526,1628000.0,22000000.0
2016-11-01,73400,73500,69600,70300,229640,1546600.0,22000000.0
2016-11-02,70000,70000,65200,65500,285452,1441000.0,22000000.0
2016-11-03,65500,68800,64400,68000,227772,1496000.0,22000000.0
2016-11-04,68200,73000,67800,71400,230144,1570800.0,22000000.0
2016-11-07,72000,73800,72000,73500,93588,1617000.0,22000000.0
2016-11-08,74500,74500,71500,72000,41459,1584000.0,22000000.0
2016-11-09,72900,81900,70400,76000,1003232,1672000.0,22000000.0
2016-11-10,76800,81300,76200,77500,401065,1705000.0,22000000.0
2016-11-11,77500,78900,72200,73700,232896,1621400.0,22000000.0
2016-11-14,72700,75700,71700,73600,129506,1619200.0,22000000.0
2016-11-15,67600,73300,67400,72000,403825,1584000.0,22000000.0
2016-11-16,72100,77200,72100,76600,185828,1685200.0,22000000.0
2016-11-17,77500,77600,74600,75700,74508,1665400.0,22000000.0
2016-11-18,76600,76600,74300,74300,102546,1634600.0,22000000.0
2016-11-21,75200,75400,73500,75000,41434,1650000.0,22000000.0
2016-11-22,75000,76700,74000,76100,52490,1674200.0,22000000.0
2016-11-23,76800,76900,74600,75000,47305,1650000.0,22000000.0
2016-11-24,75600,75600,73000,73000,48406,1606000.0,22000000.0
2016-11-25,74200,77900,74200,77000,123571,1694000.0,22000000.0
2016-11-28,76800,76800,75200,75800,39894,1667600.0,22000000.0
2016-11-29,75800,77300,74500,77000,74659,1694000.0,22000000.0
2016-11-30,77400,77500,75000,75400,71593,1658800.0,22000000.0
2016-12-01,76100,76400,74700,75900,32941,1669800.0,22000000.0
2016-12-02,76000,77100,75000,75500,77340,1661000.0,22000000.0
2016-12-05,76200,76400,74800,75100,40872,1652200.0,22000000.0
2016-12-06,75000,75700,74800,75200,28107,1654400.0,22000000.0
2016-12-07,75200,75300,74100,75000,38223,1650000.0,22000000.0
2016-12-08,76400,76400,74700,75000,51901,1650000.0,22000000.0
2016-12-09,74700,77400,74700,77100,46757,1696200.0,22000000.0
2016-12-12,77700,79900,75900,79300,70677,1744600.0,22000000.0
2016-12-13,78700,79500,76800,78800,80300,1733600.0,22000000.0
2016-12-14,79600,82300,79400,81900,147288,1801800.0,22000000.0
2016-12-15,81500,82600,80500,82000,62331,1804000.0,22000000.0
2016-12-16,82000,82000,80800,81900,45428,1801800.0,22000000.0
2016-12-19,83300,83300,81600,81700,65082,1797400.0,22000000.0
2016-12-20,82000,83300,81900,82600,71987,1817200.0,22000000.0
2016-12-21,83100,83100,82000,82300,34858,1810600.0,22000000.0
2016-12-22,81300,81900,80500,81100,44204,1784200.0,22000000.0
2016-12-23,80500,81500,80500,81100,33311,1784200.0,22000000.0
2016-12-26,81000,81100,79600,80100,55316,1762200.0,22000000.0
2016-12-27,81000,82000,80100,81100,31058,1784200.0,22000000.0
2016-12-28,81200,83300,80600,81100,50075,1784200.0,22000000.0
2016-12-29,80500,81800,80200,80500,44704,1771000.0,22000000.0
2017-01-02,79700,82000,79700,81700,19693,1797400.0,22000000.0
2017-01-03,82000,83000,81700,82900,39319,1823800.0,22000000.0
2017-01-04,83000,84300,82800,83800,64025,1843600.0,22000000.0
2017-01-05,83500,84400,81400,82200,51601,1808400.0,22000000.0
2017-01-06,83000,84000,82300,83200,51331,1830400.0,22000000.0
2017-01-09,83200,83200,81300,81300,23869,1788600.0,22000000.0
2017-01-10,81300,81300,79400,79800,82654,1755600.0,22000000.0
2017-01-11,80200,80800,78500,79300,73780,1744600.0,22000000.0
2017-01-12,79600,82300,78100,82300,66236,1810600.0,22000000.0
2017-01-13,81900,82200,80000,80500,71964,1771000.0,22000000.0
2017-01-16,80500,80500,79200,79700,31267,1753400.0,22000000.0
2017-01-17,80400,80400,79000,79400,42616,1746800.0,22000000.0
2017-01-18,80000,80300,78700,79700,40806,1753400.0,22000000.0
2017-01-19,80500,80800,79500,80700,42665,1775400.0,22000000.0
2017-01-20,80500,80700,79600,79800,41693,1755600.0,22000000.0
2017-01-23,79900,80500,77100,77100,55491,1696200.0,22000000.0
2017-01-24,77600,77700,73900,75000,96178,1650000.0,22000000.0
2017-01-25,75000,75100,71100,71400,101155,1570800.0,22000000.0
2017-01-26,71400,73200,71100,71300,72733,1568600.0,22000000.0
2017-01-31,71300,73100,70700,72400,56721,1592800.0,22000000.0
2017-02-01,72400,73000,71300,72100,44618,1586200.0,22000000.0
2017-02-02,71500,72700,71500,72100,40830,1586200.0,22000000.0
2017-02-03,72100,72200,70600,72000,40037,1584000.0,22000000.0
2017-02-06,71600,71600,69800,70200,54757,1544400.0,22000000.0
2017-02-07,70300,71100,70100,70700,32289,1555400.0,22000000.0
2017-02-08,69500,69800,66800,67100,236276,1476200.0,22000000.0
2017-02-09,67000,69000,66200,68000,74754,1496000.0,22000000.0
2017-02-10,68200,68400,65600,66000,116272,1452000.0,22000000.0
2017-02-13,66900,68800,66800,68000,72224,1496000.0,22000000.0
2017-02-14,68800,70300,67500,70200,69603,1544400.0,22000000.0
2017-02-15,70700,73000,70600,71700,92234,1577400.0,22000000.0
2017-02-16,72500,72500,69400,70500,56265,1551000.0,22000000.0
2017-02-17,70500,71100,70300,71000,52177,1562000.0,22000000.0
2017-02-20,71000,72900,70500,70800,49901,1557600.0,22000000.0
2017-02-21,70900,70900,70200,70400,61908,1548800.0,22000000.0
2017-02-22,70300,71400,70200,71000,105372,1562000.0,22000000.0
2017-02-23,71100,71600,70400,71000,107799,1562000.0,22000000.0
2017-02-24,71000,72700,71000,72100,78040,1586200.0,22000000.0
2017-02-27,72100,73300,71100,72800,61729,1601600.0,22000000.0
2017-02-28,73700,74500,72100,74300,86377,1634600.0,22000000.0
2017-03-02,74400,75200,70300,71500,158324,1573000.0,22000000.0
2017-03-03,71500,75700,71100,75100,113427,1652200.0,22000000.0
2017-03-06,75100,76000,74400,75400,65060,1658800.0,22000000.0
2017-03-07,76100,78400,75600,76300,129519,1678600.0,22000000.0
2017-03-08,76900,77100,74400,76200,115471,1676400.0,22000000.0
2017-03-09,76900,78600,76200,78000,115645,1716000.0,22000000.0
2017-03-10,78800,80900,78100,80000,142791,1760000.0,22000000.0
2017-03-13,80000,80900,78200,78500,86713,1727000.0,22000000.0
2017-03-14,78300,78300,76000,76700,93232,1687400.0,22000000.0
2017-03-15,76500,77600,75900,76500,34431,1683000.0,22000000.0
2017-03-16,77300,77400,74800,77000,70432,1694000.0,22000000.0
2017-03-17,77000,80500,76500,79900,124770,1757800.0,22000000.0
2017-03-20,80000,80500,78400,79000,47620,1738000.0,22000000.0
2017-03-21,79600,80800,78200,80400,155142,1768800.0,22000000.0
2017-03-22,80400,80500,78200,78500,103637,1727000.0,22000000.0
2017-03-23,79300,81600,79300,81200,126992,1786400.0,22000000.0
2017-03-24,81200,81700,79900,81400,67705,1790800.0,22000000.0
2017-03-27,80600,81600,79100,81200,45099,1786400.0,22000000.0
2017-03-28,80800,82300,79700,80100,60760,1762200.0,22000000.0
2017-03-29,79900,80900,77600,77900,90433,1713800.0,22000000.0
2017-03-30,77500,78600,76800,77600,52571,1707200.0,22000000.0
2017-03-31,77700,79500,77600,78500,59332,1727000.0,22000000.0
2017-04-03,78400,79500,78300,79100,54230,1740200.0,22000000.0
2017-04-04,79500,80900,78600,80800,55395,1777600.0,22000000.0
2017-04-05,81300,82100,79600,81200,60779,1786400.0,22000000.0
2017-04-06,80300,82400,80200,81300,66270,1788600.0,22000000.0
2017-04-07,81800,82900,81600,82800,131554,1821600.0,22000000.0
2017-04-10,83300,84700,82800,83100,126407,1828200.0,22000000.0
2017-04-11,83000,83100,80400,82200,74442,1808400.0,22000000.0
2017-04-12,82000,82700,80600,81000,66306,1782000.0,22000000.0
2017-04-13,81000,81400,79600,79600,78000,1751200.0,22000000.0
2017-04-14,79700,81600,79700,80300,53158,1766600.0,22000000.0
2017-04-17,81000,83600,81000,82900,86977,1823800.0,22000000.0
2017-04-18,82800,84800,82600,84700,129759,1863400.0,22000000.0
2017-04-19,84900,88500,84900,87800,210347,1931600.0,22000000.0
2017-04-20,90000,90400,86800,87000,111640,1914000.0,22000000.0
2017-04-21,88000,88500,84500,85800,92399,1887600.0,22000000.0
2017-04-24,85900,86900,84200,84600,73947,1861200.0,22000000.0
2017-04-25,84400,86200,84100,84600,57126,1861200.0,22000000.0
2017-04-26,84800,87000,84000,86800,97838,1909600.0,22000000.0
2017-04-27,81800,84200,79900,80000,435388,1760000.0,22000000.0
2017-04-28,79500,81000,79500,80700,111764,1775400.0,22000000.0
2017-05-02,81100,81200,78200,78200,107118,1720400.0,22000000.0
2017-05-04,78400,79800,78400,79500,77306,1749000.0,22000000.0
2017-05-08,79300,82300,79300,81300,120785,1788600.0,22000000.0
2017-05-10,81000,82300,80100,81800,126640,1799600.0,22000000.0
2017-05-11,81800,82000,80700,80700,82734,1775400.0,22000000.0
2017-05-12,81100,81400,79700,81300,74819,1788600.0,22000000.0
2017-05-15,82000,82300,80400,81000,39756,1782000.0,22000000.0
2017-05-16,80700,81600,80000,81300,66734,1788600.0,22000000.0
2017-05-17,81200,81300,78700,79200,77711,1742400.0,22000000.0
2017-05-18,78500,80700,78000,79500,101481,1749000.0,22000000.0
2017-05-19,80000,81100,79700,79900,72572,1757800.0,22000000.0
2017-05-22,80200,82800,80200,82300,95817,1810600.0,22000000.0
2017-05-23,83000,83100,81500,82500,69850,1815000.0,22000000.0
2017-05-24,82600,83800,81300,83400,98106,1834800.0,22000000.0
2017-05-25,83400,84500,81900,83800,110035,1843600.0,22000000.0
2017-05-26,83800,84000,82400,82400,48958,1812800.0,22000000.0
2017-05-29,82500,83400,81400,81500,59636,1793000.0,22000000.0
2017-05-30,82300,83500,81500,82700,68960,1819400.0,22000000.0
2017-05-31,83000,83100,81000,82000,79271,1804000.0,22000000.0
