LIG넥스원(079550),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-02-15,36500,37350,36000,36900,169031,811800.0,22000000.0
2019-02-18,37150,38500,36800,38400,229142,844800.0,22000000.0
2019-02-19,38650,39150,37950,38600,130052,849200.0,22000000.0
2019-02-20,38600,38950,37400,38300,120838,842600.0,22000000.0
2019-02-21,38300,38700,37550,38400,102923,844800.0,22000000.0
2019-02-22,38400,39350,38300,39300,102855,864600.0,22000000.0
2019-02-25,39550,39550,37700,38150,122906,839300.0,22000000.0
2019-02-26,38200,38300,35900,38050,119908,837100.0,22000000.0
2019-02-27,38000,40650,37750,40600,378095,893200.0,22000000.0
2019-02-28,40800,40850,38800,38950,159727,856900.0,22000000.0
2019-03-04,39350,40500,38350,39050,133993,859100.0,22000000.0
2019-03-05,39000,39300,37800,38600,108841,849200.0,22000000.0
2019-03-06,38000,39550,37700,39150,118273,861300.0,22000000.0
2019-03-07,39500,39500,38000,38650,112935,850300.0,22000000.0
2019-03-08,38700,38700,37250,37800,99841,831600.0,22000000.0
2019-03-11,37700,37900,36750,37700,81552,829400.0,22000000.0
2019-03-12,38150,38150,36900,37050,88424,815100.0,22000000.0
2019-03-13,37100,37250,36150,36500,91179,803000.0,22000000.0
2019-03-14,36850,36850,36150,36450,102768,801900.0,22000000.0
2019-03-15,36450,38250,36450,38000,233888,836000.0,22000000.0
2019-03-18,37500,38250,37000,37200,136629,818400.0,22000000.0
2019-03-19,37100,37100,35350,35500,340004,781000.0,22000000.0
2019-03-20,35900,37350,35850,36700,310623,807400.0,22000000.0
2019-03-21,36700,37050,35800,36000,140861,792000.0,22000000.0
2019-03-22,36250,39350,36050,38650,377539,850300.0,22000000.0
2019-03-25,38000,39600,37300,38150,137410,839300.0,22000000.0
2019-03-26,37900,40100,37750,39900,223585,877800.0,22000000.0
2019-03-27,40150,40500,39000,40250,159247,885500.0,22000000.0
2019-03-28,40000,40250,39000,39550,95729,870100.0,22000000.0
2019-03-29,39250,39850,38600,39350,82305,865700.0,22000000.0
2019-04-01,39100,39850,38650,39700,124424,873400.0,22000000.0
2019-04-02,39350,39650,38600,38700,98884,851400.0,22000000.0
2019-04-03,38400,38700,37850,38150,82021,839300.0,22000000.0
2019-04-04,38550,39300,38150,38800,99162,853600.0,22000000.0
2019-04-05,38850,39350,38400,38450,51908,845900.0,22000000.0
2019-04-08,38450,38550,37500,37650,101475,828300.0,22000000.0
2019-04-09,37650,38100,37350,37500,46228,825000.0,22000000.0
2019-04-10,37850,37900,36850,36850,101025,810700.0,22000000.0
2019-04-11,36900,37150,36800,36950,84979,812900.0,22000000.0
2019-04-12,37200,38100,37200,37650,107103,828300.0,22000000.0
2019-04-15,37550,37800,37050,37150,76838,817300.0,22000000.0
2019-04-16,37100,38000,36850,37850,105791,832700.0,22000000.0
2019-04-17,37900,37900,37050,37550,102787,826100.0,22000000.0
2019-04-18,37600,38850,37500,38400,204140,844800.0,22000000.0
2019-04-19,38650,38650,37950,38550,98727,848100.0,22000000.0
2019-04-22,38750,39350,38200,38350,110791,843700.0,22000000.0
2019-04-23,38450,38450,37250,38250,89448,841500.0,22000000.0
2019-04-24,38000,38050,37300,37500,88189,825000.0,22000000.0
2019-04-25,37600,37850,36900,37500,56404,825000.0,22000000.0
2019-04-26,37500,37500,36350,36750,99090,808500.0,22000000.0
2019-04-29,36750,36800,36000,36450,89795,801900.0,22000000.0
2019-04-30,36300,37550,36300,37450,87778,823900.0,22000000.0
2019-05-02,37150,37800,36850,37400,59057,822800.0,22000000.0
2019-05-03,37250,37500,36200,36300,115529,798600.0,22000000.0
2019-05-07,36850,37550,36350,37250,178256,819500.0,22000000.0
2019-05-08,36800,37000,36450,36600,43011,805200.0,22000000.0
2019-05-09,36650,36700,34500,34500,213039,759000.0,22000000.0
2019-05-10,34850,35600,34050,34700,89231,763400.0,22000000.0
2019-05-13,34700,34900,33250,33250,107187,731500.0,22000000.0
2019-05-14,32500,34550,32500,34000,88041,748000.0,22000000.0
2019-05-15,34000,34400,33350,34000,51838,748000.0,22000000.0
2019-05-16,34100,34400,33450,34250,79188,753500.0,22000000.0
2019-05-17,34400,35000,33950,34500,57230,759000.0,22000000.0
2019-05-20,34850,35500,34500,34500,68081,759000.0,22000000.0
2019-05-21,34200,34950,33650,33850,78531,744700.0,22000000.0
2019-05-22,33850,34500,33550,34300,73645,754600.0,22000000.0
2019-05-23,34200,34400,33900,34250,37812,753500.0,22000000.0
2019-05-24,34200,35150,34200,35050,62159,771100.0,22000000.0
2019-05-27,34900,35350,34200,34750,71872,764500.0,22000000.0
2019-05-28,34800,34950,33950,34100,61869,750200.0,22000000.0
2019-05-29,34400,34450,33350,33550,47955,738100.0,22000000.0
2019-05-30,33950,33950,33100,33200,66216,730400.0,22000000.0
2019-05-31,33100,33800,33100,33450,40519,735900.0,22000000.0
2019-06-03,33250,33300,32250,32950,154957,724900.0,22000000.0
2019-06-04,32650,33250,32550,32850,94753,722700.0,22000000.0
2019-06-05,33000,33200,32700,32900,73592,723800.0,22000000.0
2019-06-07,32950,33350,32800,33300,77005,732600.0,22000000.0
2019-06-10,33300,34450,33250,34300,79543,754600.0,22000000.0
2019-06-11,34300,34950,34300,34750,67429,764500.0,22000000.0
2019-06-12,34750,35100,34250,34500,58592,759000.0,22000000.0
2019-06-13,34400,34700,33900,34600,80605,761200.0,22000000.0
2019-06-14,34600,35050,34050,34900,69607,767800.0,22000000.0
2019-06-17,35200,35200,33850,34000,76060,748000.0,22000000.0
2019-06-18,33800,34250,33400,33950,56961,746900.0,22000000.0
2019-06-19,34100,34400,33700,33700,52078,741400.0,22000000.0
2019-06-20,33750,34100,33600,33700,46238,741400.0,22000000.0
2019-06-21,33850,34150,33550,33800,75793,743600.0,22000000.0
2019-06-24,33900,33900,32950,33200,78447,730400.0,22000000.0
2019-06-25,33300,33400,32200,32350,140299,711700.0,22000000.0
2019-06-26,32350,32850,32050,32100,90220,706200.0,22000000.0
2019-06-27,32150,32500,32050,32150,79068,707300.0,22000000.0
2019-06-28,32000,32250,30950,31100,156909,684200.0,22000000.0
2019-07-01,31350,31350,30150,30650,139514,674300.0,22000000.0
2019-07-02,30500,31000,30100,30650,122205,674300.0,22000000.0
2019-07-03,30950,31050,30500,30550,63216,672100.0,22000000.0
2019-07-04,30750,30800,29700,29800,132307,655600.0,22000000.0
2019-07-05,29800,30300,29700,30050,77213,661100.0,22000000.0
2019-07-08,29800,30050,28300,28550,135655,628100.0,22000000.0
2019-07-09,28600,28850,27950,28500,90603,627000.0,22000000.0
2019-07-10,28200,29000,28100,28250,129963,621500.0,22000000.0
2019-07-11,28200,28550,28200,28300,84236,622600.0,22000000.0
2019-07-12,28300,28600,28250,28400,62167,624800.0,22000000.0
2019-07-15,28450,28700,27850,28400,90992,624800.0,22000000.0
2019-07-16,28400,29200,27950,29050,93908,639100.0,22000000.0
2019-07-17,29000,29300,28550,29050,86598,639100.0,22000000.0
2019-07-18,29100,29250,28800,28950,65444,636900.0,22000000.0
2019-07-19,28950,29950,28950,29800,128004,655600.0,22000000.0
2019-07-22,29800,30650,29450,30150,80677,663300.0,22000000.0
2019-07-23,30100,30500,29700,30050,58514,661100.0,22000000.0
2019-07-24,30100,30400,29550,29750,71433,654500.0,22000000.0
2019-07-25,29900,30300,28850,29750,124427,654500.0,22000000.0
2019-07-26,29250,29850,29000,29050,65626,639100.0,22000000.0
2019-07-29,29000,29250,28350,28400,60281,624800.0,22000000.0
2019-07-30,28100,29700,27850,29700,74870,653400.0,22000000.0
2019-07-31,29700,29750,29100,29450,61715,647900.0,22000000.0
2019-08-01,29400,29550,28850,29150,39951,641300.0,22000000.0
2019-08-02,28650,29900,28300,29350,78292,645700.0,22000000.0
2019-08-05,28950,29500,27750,28500,126562,627000.0,22000000.0
2019-08-06,28300,28500,27300,28000,135164,616000.0,22000000.0
2019-08-07,27800,28100,26550,27100,159069,596200.0,22000000.0
2019-08-08,27050,27550,26700,27300,141850,600600.0,22000000.0
2019-08-09,27400,27900,27400,27750,64231,610500.0,22000000.0
2019-08-12,27750,28150,27550,28150,55574,619300.0,22000000.0
2019-08-13,28200,28700,27850,28450,73653,625900.0,22000000.0
2019-08-14,28500,30600,28200,30300,181916,666600.0,22000000.0
2019-08-16,30100,30950,29950,30550,117166,672100.0,22000000.0
2019-08-19,30600,31150,30000,31100,112666,684200.0,22000000.0
2019-08-20,30950,32050,30850,31800,91759,699600.0,22000000.0
2019-08-21,31300,32050,31300,31900,75873,701800.0,22000000.0
2019-08-22,32000,32000,31150,31200,65123,686400.0,22000000.0
2019-08-23,31650,31750,30800,31250,97499,687500.0,22000000.0
2019-08-26,31250,31750,30400,31200,94158,686400.0,22000000.0
2019-08-27,31350,31850,31100,31250,58114,687500.0,22000000.0
2019-08-28,31500,32400,31050,31500,90427,693000.0,22000000.0
2019-08-29,31600,31900,30950,31300,64291,688600.0,22000000.0
2019-08-30,31300,31600,31100,31150,57936,685300.0,22000000.0
2019-09-02,31000,31550,30900,31000,57805,682000.0,22000000.0
2019-09-03,31250,33250,31250,33200,212301,730400.0,22000000.0
2019-09-04,33200,35400,32950,35400,280488,778800.0,22000000.0
2019-09-05,35500,35550,33750,34000,201166,748000.0,22000000.0
2019-09-06,34000,34500,33700,33850,85267,744700.0,22000000.0
2019-09-09,33700,34300,33050,33350,106502,733700.0,22000000.0
2019-09-10,33100,33700,33000,33550,71415,738100.0,22000000.0
2019-09-11,33750,34100,32950,32950,138533,724900.0,22000000.0
2019-09-16,33050,33350,31700,32250,188817,709500.0,22000000.0
2019-09-17,32250,32950,31950,32450,72658,713900.0,22000000.0
2019-09-18,32650,34800,32500,34300,163295,754600.0,22000000.0
2019-09-19,34000,35300,33750,34600,174131,761200.0,22000000.0
2019-09-20,34450,35650,33950,35200,137607,774400.0,22000000.0
2019-09-23,34900,36200,34650,34700,149975,763400.0,22000000.0
2019-09-24,35100,35850,34500,35000,113631,770000.0,22000000.0
2019-09-25,35100,35400,34250,34650,61605,762300.0,22000000.0
2019-09-26,34700,35700,34500,34950,59048,768900.0,22000000.0
2019-09-27,35200,35200,34500,34800,46220,765600.0,22000000.0
2019-09-30,34900,36050,34900,35650,142401,784300.0,22000000.0
2019-10-01,35900,35950,35150,35200,64998,774400.0,22000000.0
2019-10-02,34700,35450,34700,34700,43584,763400.0,22000000.0
2019-10-04,34200,34950,33900,34600,59983,761200.0,22000000.0
2019-10-07,34600,35000,34200,34750,51478,764500.0,22000000.0
