동성코퍼레이션(102260),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-10-27,1004,1180,906,906,22520,13907.0,3069972.0
2008-10-28,880,940,843,870,6771,13354.0,3069972.0
2008-10-29,915,974,880,884,76658,13569.0,3069972.0
2008-10-30,902,1016,902,1016,6779,15595.0,3069972.0
2008-10-31,1016,1168,1016,1168,7916,17929.0,3069972.0
2008-11-03,1330,1342,1326,1342,6836,20600.0,3069972.0
2008-11-04,1536,1542,1440,1542,14276,23669.0,3069972.0
2008-11-05,1560,1720,1422,1442,27200,22134.0,3069972.0
2008-11-06,1308,1442,1308,1360,13730,20876.0,3069972.0
2008-11-07,1304,1470,1220,1470,9360,22564.0,3069972.0
2008-11-10,1456,1456,1340,1374,4730,21091.0,3069972.0
2008-11-11,1398,1580,1398,1580,17767,24253.0,3069972.0
2008-11-12,1680,1790,1540,1590,43927,24406.0,3069972.0
2008-11-13,1592,1594,1400,1420,18630,21797.0,3069972.0
2008-11-14,1540,1540,1400,1440,10820,22104.0,3069972.0
2008-11-17,1440,1440,1360,1360,4791,20876.0,3069972.0
2008-11-18,1344,1440,1320,1412,5449,21674.0,3069972.0
2008-11-19,1412,1440,1340,1380,7471,21183.0,3069972.0
2008-11-20,1304,1400,1286,1340,11070,20569.0,3069972.0
2008-11-21,1330,1400,1282,1400,4830,25044.0,3577723.0
2008-11-24,1378,1410,1340,1340,6250,23971.0,3577723.0
2008-11-25,1396,1500,1310,1338,5810,23935.0,3577723.0
2008-11-26,1180,1348,1180,1340,3970,23971.0,3577723.0
2008-11-27,1340,1376,1298,1302,3227,23291.0,3577723.0
2008-11-28,1286,1320,1210,1254,13120,22432.0,3577723.0
2008-12-01,1254,1300,1226,1250,6670,22361.0,3577723.0
2008-12-02,1250,1250,1202,1250,1380,22361.0,3577723.0
2008-12-03,1268,1268,1204,1204,2360,21538.0,3577723.0
2008-12-04,1260,1260,1180,1200,2431,21466.0,3577723.0
2008-12-05,1122,1230,1122,1200,2400,21466.0,3577723.0
2008-12-08,1200,1238,1170,1230,3360,22003.0,3577723.0
2008-12-09,1250,1254,1216,1230,1650,22003.0,3577723.0
2008-12-10,1230,1250,1200,1248,720,22325.0,3577723.0
2008-12-11,1220,1244,1220,1244,920,22253.0,3577723.0
2008-12-12,1256,1340,1230,1326,10260,23720.0,3577723.0
2008-12-15,1360,1400,1300,1352,1660,24185.0,3577723.0
2008-12-16,1340,1400,1336,1346,10720,24078.0,3577723.0
2008-12-17,1320,1358,1320,1340,1510,23971.0,3577723.0
2008-12-18,1302,1480,1302,1440,17341,25760.0,3577723.0
2008-12-19,1600,1600,1360,1500,9420,26833.0,3577723.0
2008-12-22,1440,1598,1420,1580,15200,28264.0,3577723.0
2008-12-23,1570,1580,1474,1510,3660,27012.0,3577723.0
2008-12-24,1462,1570,1448,1500,3530,26833.0,3577723.0
2008-12-26,1538,1538,1434,1434,1870,25652.0,3577723.0
2008-12-29,1382,1476,1332,1440,3540,25760.0,3577723.0
2008-12-30,1384,1436,1384,1436,180,25688.0,3577723.0
2009-01-02,1380,1440,1378,1438,1230,25724.0,3577723.0
2009-01-05,1376,1440,1376,1438,2050,25724.0,3577723.0
2009-01-06,1450,1652,1450,1652,96110,29552.0,3577723.0
2009-01-07,1660,1758,1420,1530,122969,27370.0,3577723.0
2009-01-08,1530,1530,1444,1462,16164,26153.0,3577723.0
2009-01-09,1466,1480,1436,1456,9194,26046.0,3577723.0
2009-01-12,1436,1468,1400,1400,5572,25044.0,3577723.0
2009-01-13,1340,1520,1340,1438,6089,25724.0,3577723.0
2009-01-14,1430,1480,1430,1454,3150,26010.0,3577723.0
2009-01-15,1360,1420,1344,1380,2840,24686.0,3577723.0
2009-01-16,1540,1540,1320,1380,4945,24686.0,3577723.0
2009-01-19,1362,1398,1352,1380,2230,24686.0,3577723.0
2009-01-20,1380,1380,1330,1374,1710,24579.0,3577723.0
2009-01-21,1310,1348,1278,1314,5670,23506.0,3577723.0
2009-01-22,1320,1378,1298,1354,2920,24221.0,3577723.0
2009-01-23,1152,1304,1152,1300,5470,23255.0,3577723.0
2009-01-28,1314,1320,1276,1320,1251,23613.0,3577723.0
2009-01-29,1348,1350,1306,1332,2050,23828.0,3577723.0
2009-01-30,1336,1336,1320,1336,591,23899.0,3577723.0
2009-02-02,1336,1340,1314,1340,780,23971.0,3577723.0
2009-02-03,1306,1346,1306,1340,1001,23971.0,3577723.0
2009-02-04,1360,1400,1350,1374,2720,24579.0,3577723.0
2009-02-05,1380,1380,1360,1376,391,24615.0,3577723.0
2009-02-06,1376,1480,1376,1420,8520,25402.0,3577723.0
2009-02-09,1460,1460,1362,1410,1540,25223.0,3577723.0
2009-02-10,1428,1428,1368,1400,1270,25044.0,3577723.0
2009-02-11,1412,1412,1346,1398,670,25008.0,3577723.0
2009-02-12,1418,1418,1342,1378,3570,24651.0,3577723.0
2009-02-13,1380,1382,1340,1376,2812,24615.0,3577723.0
2009-02-16,1360,1370,1306,1332,4141,23828.0,3577723.0
2009-02-17,1300,1330,1210,1228,7825,21967.0,3577723.0
2009-02-18,1248,1248,1210,1214,1700,21717.0,3577723.0
2009-02-19,1220,1258,1216,1246,1720,22289.0,3577723.0
2009-02-20,1202,1220,1160,1214,6806,21717.0,3577723.0
2009-02-23,1090,1248,1090,1248,570,22325.0,3577723.0
2009-02-24,1240,1246,1136,1240,3200,22182.0,3577723.0
2009-02-25,1280,1280,1220,1254,2766,22432.0,3577723.0
2009-02-26,1200,1256,1184,1202,7558,21502.0,3577723.0
2009-02-27,1202,1240,1202,1238,2860,22146.0,3577723.0
2009-03-02,1238,1238,1200,1228,2150,21967.0,3577723.0
2009-03-03,1236,1236,1118,1232,730,22039.0,3577723.0
2009-03-04,1200,1240,1200,1240,41,22182.0,3577723.0
2009-03-05,1202,1250,1202,1250,1110,22361.0,3577723.0
2009-03-06,1250,1250,1240,1246,130,22289.0,3577723.0
2009-03-09,1278,1278,1260,1260,30,22540.0,3577723.0
2009-03-10,1276,1278,1276,1278,230,22862.0,3577723.0
2009-03-11,1278,1280,1260,1278,1340,22862.0,3577723.0
2009-03-12,1296,1296,1260,1288,1860,23041.0,3577723.0
2009-03-13,1288,1288,1204,1260,1230,22540.0,3577723.0
2009-03-16,1260,1288,1260,1266,1958,22647.0,3577723.0
2009-03-17,1266,1274,1220,1274,780,22790.0,3577723.0
2009-03-18,1216,1300,1216,1290,900,23076.0,3577723.0
2009-03-19,1328,1328,1242,1260,440,22540.0,3577723.0
2009-03-20,1218,1310,1196,1250,1510,22361.0,3577723.0
2009-03-23,1298,1298,1276,1276,100,22826.0,3577723.0
2009-03-24,1358,1358,1276,1314,70,23506.0,3577723.0
2009-03-25,1320,1320,1220,1242,4270,22218.0,3577723.0
2009-03-26,1272,1280,1252,1276,912,22826.0,3577723.0
2009-03-27,1360,1360,1280,1300,4660,23255.0,3577723.0
2009-03-30,1310,1350,1298,1322,1715,23649.0,3577723.0
2009-03-31,1338,1386,1292,1340,771,23971.0,3577723.0
2009-04-01,1338,1378,1330,1330,1251,23792.0,3577723.0
2009-04-02,1364,1470,1360,1408,3680,25187.0,3577723.0
2009-04-03,1404,1420,1344,1410,3310,25223.0,3577723.0
2009-04-06,1350,1488,1350,1382,3545,24722.0,3577723.0
2009-04-07,1340,1396,1264,1396,2937,24973.0,3577723.0
2009-04-08,1352,1478,1352,1430,1250,25581.0,3577723.0
2009-04-09,1380,1494,1380,1460,7582,26117.0,3577723.0
2009-04-10,1460,1580,1460,1528,18820,27334.0,3577723.0
2009-04-13,1560,1560,1528,1544,7330,27620.0,3577723.0
2009-04-14,1542,1550,1444,1550,3230,27727.0,3577723.0
2009-04-15,1550,1568,1520,1558,7580,27870.0,3577723.0
2009-04-16,0,0,0,1558,0,27870.0,3577723.0
2009-04-17,1700,1790,1618,1790,80491,32021.0,3577723.0
2009-04-20,1700,1760,1656,1700,19237,30411.0,3577723.0
2009-04-21,1690,1940,1624,1876,25501,33559.0,3577723.0
2009-04-22,1950,2100,1870,2030,26522,36314.0,3577723.0
2009-04-23,2060,2060,1750,1810,30625,32378.0,3577723.0
2009-04-24,1806,1830,1758,1800,4855,32200.0,3577723.0
2009-04-27,1850,1850,1746,1832,9800,32772.0,3577723.0
2009-04-28,1770,1832,1700,1806,11971,32307.0,3577723.0
2009-04-29,1830,1830,1760,1816,4237,32486.0,3577723.0
2009-04-30,1846,2080,1800,2040,32455,36493.0,3577723.0
2009-05-04,2040,2050,1944,1980,7629,35419.0,3577723.0
2009-05-06,2030,2030,1862,1900,9850,33988.0,3577723.0
2009-05-07,1882,1942,1860,1932,5220,34561.0,3577723.0
2009-05-08,1938,1938,1854,1920,1530,34346.0,3577723.0
2009-05-11,1996,1996,1800,1858,6342,33237.0,3577723.0
2009-05-12,1824,1860,1824,1856,2764,33201.0,3577723.0
2009-05-13,1816,1880,1816,1858,1620,33237.0,3577723.0
2009-05-14,1840,1858,1742,1800,6043,32200.0,3577723.0
2009-05-15,1820,1836,1760,1830,4690,32736.0,3577723.0
2009-05-18,1820,1840,1810,1840,2846,32915.0,3577723.0
2009-05-19,1894,2080,1894,1980,11530,35419.0,3577723.0
2009-05-20,1980,2270,1902,2270,49263,40607.0,3577723.0
2009-05-21,2340,2570,2290,2390,51380,42754.0,3577723.0
2009-05-22,2370,2640,2280,2550,50770,45616.0,3577723.0
2009-05-25,2590,2590,2400,2490,20141,44543.0,3577723.0
2009-05-26,2490,2490,2320,2380,10080,42575.0,3577723.0
2009-05-27,2340,2430,2260,2360,10254,42217.0,3577723.0
2009-05-28,2310,2690,2310,2480,6630,44364.0,3577723.0
2009-05-29,2460,2560,2400,2540,10490,45437.0,3577723.0
2009-06-01,2540,2560,2420,2550,7490,45616.0,3577723.0
2009-06-02,2550,2660,2480,2540,7360,45437.0,3577723.0
2009-06-03,2520,2530,2460,2510,2715,44900.0,3577723.0
2009-06-04,2500,2510,2280,2420,7972,43290.0,3577723.0
2009-06-05,2420,2550,2300,2480,4062,44364.0,3577723.0
2009-06-08,2480,2640,2420,2500,5060,44722.0,3577723.0
2009-06-09,2490,2490,2370,2430,6450,43469.0,3577723.0
2009-06-10,2300,2450,2300,2410,5190,43112.0,3577723.0
2009-06-11,2350,2440,2340,2380,6380,42575.0,3577723.0
2009-06-12,2400,2420,2350,2380,3840,42575.0,3577723.0
2009-06-15,2340,2380,2330,2350,4290,42038.0,3577723.0
2009-06-16,2330,2370,2200,2310,6320,41323.0,3577723.0
2009-06-17,2280,2320,2200,2320,13215,41502.0,3577723.0
2009-06-18,2350,2350,2200,2200,4480,39355.0,3577723.0
2009-06-19,2170,2240,2130,2200,1738,39355.0,3577723.0
2009-06-22,2240,2290,2180,2290,3038,40965.0,3577723.0
2009-06-23,2350,2350,2100,2240,5900,40070.0,3577723.0
2009-06-24,2290,2290,2220,2280,1610,40786.0,3577723.0
2009-06-25,2280,2300,2260,2280,1980,40786.0,3577723.0
2009-06-26,2340,2340,2220,2310,3390,41323.0,3577723.0
2009-06-29,2310,2580,2290,2390,10540,42754.0,3577723.0
2009-06-30,2350,2480,2350,2420,6140,43290.0,3577723.0
2009-07-01,2440,2440,2370,2420,840,43290.0,3577723.0
2009-07-02,2480,2490,2300,2400,3430,42933.0,3577723.0
2009-07-03,2410,2410,2320,2340,3980,41859.0,3577723.0
2009-07-06,2320,2360,2280,2360,3240,42217.0,3577723.0
2009-07-07,2350,2500,2320,2500,8930,44722.0,3577723.0
2009-07-08,2430,2700,2430,2480,19660,44364.0,3577723.0
2009-07-09,2480,2540,2450,2460,8430,44006.0,3577723.0
2009-07-10,2460,2460,2340,2420,1820,43290.0,3577723.0
2009-07-13,2440,2440,2350,2400,3180,42933.0,3577723.0
2009-07-14,2370,2440,2370,2400,1770,42933.0,3577723.0
2009-07-15,2400,2450,2370,2400,3801,42933.0,3577723.0
2009-07-16,2420,2420,2340,2410,2990,43112.0,3577723.0
2009-07-17,2410,2440,2380,2410,2620,43112.0,3577723.0
2009-07-20,2410,2460,2380,2410,6160,43112.0,3577723.0
2009-07-21,2430,2430,2380,2400,4460,42933.0,3577723.0
2009-07-22,2380,2430,2350,2410,5724,43112.0,3577723.0
2009-07-23,2410,2440,2360,2430,4560,43469.0,3577723.0
2009-07-24,2440,2540,2340,2340,10950,41859.0,3577723.0
2009-07-27,2220,2280,2120,2240,66185,50392.0,4499260.0
2009-07-28,2250,2340,2180,2220,21202,49942.0,4499260.0
2009-07-29,2200,2240,2100,2100,13946,47242.0,4499260.0
2009-07-30,2140,2160,2090,2140,12225,48142.0,4499260.0
2009-07-31,2140,2180,2080,2130,8920,47917.0,4499260.0
2009-08-03,2100,2140,2000,2080,19584,46792.0,4499260.0
2009-08-04,2110,2110,1990,2010,21482,45218.0,4499260.0
2009-08-05,2010,2020,1920,1998,12711,44948.0,4499260.0
2009-08-06,1994,2080,1960,2040,4732,45892.0,4499260.0
2009-08-07,2070,2070,2000,2020,3476,45443.0,4499260.0
2009-08-10,2020,2080,2020,2030,3321,45667.0,4499260.0
2009-08-11,2050,2050,1982,1990,6766,44768.0,4499260.0
2009-08-12,1956,2020,1956,1994,5450,44858.0,4499260.0
2009-08-13,2020,2090,1996,2080,10938,46792.0,4499260.0
2009-08-14,2080,2100,2040,2050,4270,46117.0,4499260.0
2009-08-17,2020,2050,1992,2000,5293,44993.0,4499260.0
2009-08-18,1996,2040,1940,2030,7920,45667.0,4499260.0
2009-08-19,2010,2100,2010,2100,14280,47242.0,4499260.0
2009-08-20,2040,2240,2040,2210,14443,49717.0,4499260.0
2009-08-21,2230,2230,2180,2220,15323,49942.0,4499260.0
2009-08-24,2260,2260,2110,2200,10691,49492.0,4499260.0
2009-08-25,2200,2210,2100,2190,13350,49267.0,4499260.0
2009-08-26,2210,2280,2140,2190,12277,49267.0,4499260.0
2009-08-27,2180,2240,2150,2210,12000,49717.0,4499260.0
2009-08-28,2190,2230,2170,2190,5281,49267.0,4499260.0
2009-08-31,2160,2170,2120,2130,6657,47917.0,4499260.0
2009-09-01,2130,2140,2100,2130,4050,47917.0,4499260.0
2009-09-02,2100,2120,2060,2100,3940,47242.0,4499260.0
2009-09-03,2040,2100,2040,2070,4022,46567.0,4499260.0
2009-09-04,2090,2100,1960,2080,5290,46792.0,4499260.0
2009-09-07,2140,2140,1996,2080,4250,46792.0,4499260.0
2009-09-08,2010,2080,2000,2010,7330,45218.0,4499260.0
2009-09-09,2010,2060,2010,2030,6032,45667.0,4499260.0
2009-09-10,2030,2060,2020,2020,6131,45443.0,4499260.0
2009-09-11,2020,2040,2010,2030,5570,45667.0,4499260.0
2009-09-14,2020,2040,1996,2030,5760,45667.0,4499260.0
2009-09-15,2030,2040,2000,2010,2204,45218.0,4499260.0
2009-09-16,2010,2060,1998,2010,3842,45218.0,4499260.0
2009-09-17,2000,2040,2000,2020,3928,45443.0,4499260.0
2009-09-18,2000,2030,1994,2030,7190,45667.0,4499260.0
2009-09-21,2010,2040,2000,2030,5571,45667.0,4499260.0
2009-09-22,2020,2050,2000,2050,4460,46117.0,4499260.0
2009-09-23,2050,2120,2010,2110,5948,47467.0,4499260.0
2009-09-24,2100,2280,2080,2160,11770,48592.0,4499260.0
2009-09-25,2160,2160,2050,2080,4090,46792.0,4499260.0
2009-09-28,2010,2110,2010,2050,6961,46117.0,4499260.0
2009-09-29,2040,2130,2040,2130,4160,47917.0,4499260.0
2009-09-30,2120,2130,2000,2020,4576,45443.0,4499260.0
2009-10-01,2060,2260,2020,2140,15380,48142.0,4499260.0
2009-10-05,2190,2190,2090,2090,1665,47017.0,4499260.0
2009-10-06,2090,2110,2070,2110,1192,47467.0,4499260.0
2009-10-07,2090,2120,2070,2100,2380,47242.0,4499260.0
2009-10-08,2100,2120,2080,2120,4350,47692.0,4499260.0
2009-10-09,2160,2160,2070,2120,13448,47692.0,4499260.0
2009-10-12,2120,2120,2090,2100,4140,47242.0,4499260.0
2009-10-13,2100,2110,2080,2100,6420,47242.0,4499260.0
2009-10-14,2060,2370,2060,2090,30390,47017.0,4499260.0
2009-10-15,2140,2140,2060,2100,4300,47242.0,4499260.0
2009-10-16,2080,2160,2080,2140,10920,48142.0,4499260.0
2009-10-19,2150,2260,2090,2220,15200,49942.0,4499260.0
2009-10-20,2250,2330,2190,2230,2810,50167.0,4499260.0
2009-10-21,2230,2260,2150,2250,4400,50617.0,4499260.0
2009-10-22,2240,2380,2200,2340,7296,52641.0,4499260.0
2009-10-23,2380,2390,2320,2350,5450,52866.0,4499260.0
2009-10-26,2300,2370,2270,2310,3122,51966.0,4499260.0
2009-10-27,2270,2290,2200,2260,3280,50842.0,4499260.0
2009-10-28,2230,2280,2090,2160,7732,48592.0,4499260.0
2009-10-29,2090,2160,2010,2010,19198,45218.0,4499260.0
2009-10-30,2010,2150,2000,2140,7083,48142.0,4499260.0
2009-11-02,2140,2180,2100,2100,4286,47242.0,4499260.0
2009-11-03,2100,2280,2100,2150,4586,48367.0,4499260.0
2009-11-04,2180,2310,2150,2240,16110,50392.0,4499260.0
2009-11-05,2230,2230,2140,2190,8513,49267.0,4499260.0
2009-11-06,2240,2350,2130,2160,24970,48592.0,4499260.0
2009-11-09,2160,2190,2070,2120,7390,47692.0,4499260.0
2009-11-10,2140,2160,2040,2060,6914,46342.0,4499260.0
2009-11-11,2060,2090,2040,2080,3070,46792.0,4499260.0
2009-11-12,2040,2080,2040,2060,2193,46342.0,4499260.0
2009-11-13,2040,2060,2030,2040,1965,45892.0,4499260.0
2009-11-16,2040,2040,1990,2000,5262,44993.0,4499260.0
2009-11-17,2000,2040,1992,2000,4726,44993.0,4499260.0
2009-11-18,1984,2060,1984,2000,5269,44993.0,4499260.0
2009-11-19,2040,2040,1980,2020,3895,45443.0,4499260.0
2009-11-20,2040,2060,1994,2050,3470,46117.0,4499260.0
2009-11-23,2080,2080,2040,2050,710,46117.0,4499260.0
2009-11-24,2050,2050,1992,2030,6260,45667.0,4499260.0
2009-11-25,2000,2210,1992,1992,10944,44813.0,4499260.0
2009-11-26,1998,2050,1966,1980,6630,44543.0,4499260.0
2009-11-27,2000,2000,1906,1950,7491,43868.0,4499260.0
2009-11-30,1950,1984,1940,1942,1960,43688.0,4499260.0
2009-12-01,1968,1968,1928,1942,2980,43688.0,4499260.0
2009-12-02,1930,1956,1914,1918,6306,43148.0,4499260.0
2009-12-03,1828,1918,1828,1860,6434,41843.0,4499260.0
2009-12-04,1840,1858,1780,1804,17460,40583.0,4499260.0
2009-12-07,1804,1822,1768,1776,4934,39953.0,4499260.0
2009-12-08,1762,1776,1690,1696,14329,38154.0,4499260.0
2009-12-09,1700,1732,1672,1700,11903,38244.0,4499260.0
2009-12-10,1698,1702,1660,1662,5980,37389.0,4499260.0
2009-12-11,1650,1784,1650,1662,13405,37389.0,4499260.0
2009-12-14,1694,1694,1646,1664,12176,37434.0,4499260.0
2009-12-15,1664,1672,1652,1664,11791,37434.0,4499260.0
2009-12-16,1670,1756,1662,1666,30732,37479.0,4499260.0
2009-12-17,1672,1710,1670,1696,16960,38154.0,4499260.0
2009-12-18,1696,1758,1694,1700,13680,38244.0,4499260.0
2009-12-21,1700,1708,1682,1682,7794,37839.0,4499260.0
2009-12-22,1672,1686,1672,1682,4610,37839.0,4499260.0
2009-12-23,1682,1682,1668,1670,3671,37569.0,4499260.0
2009-12-24,1670,1678,1660,1662,13485,37389.0,4499260.0
2009-12-28,1650,1650,1620,1638,9440,36849.0,4499260.0
2009-12-29,1610,1640,1610,1630,2118,36669.0,4499260.0
2009-12-30,1614,1686,1614,1630,12420,36669.0,4499260.0
2010-01-04,1620,1630,1620,1622,3710,36489.0,4499260.0
2010-01-05,1620,1626,1616,1616,11062,36354.0,4499260.0
2010-01-06,1614,1638,1610,1616,13271,36354.0,4499260.0
2010-01-07,1616,1632,1604,1612,11930,36264.0,4499260.0
2010-01-08,1612,1612,1562,1572,6782,35364.0,4499260.0
2010-01-11,1576,1594,1550,1554,7740,34959.0,4499260.0
2010-01-12,1554,1580,1546,1554,9876,34959.0,4499260.0
2010-01-13,1540,1554,1540,1548,3611,34824.0,4499260.0
2010-01-14,1542,1570,1542,1548,6981,34824.0,4499260.0
2010-01-15,1548,1558,1534,1546,28162,34779.0,4499260.0
2010-01-18,1546,1624,1546,1572,5200,35364.0,4499260.0
2010-01-19,1562,1804,1562,1720,42800,38694.0,4499260.0
2010-01-20,1720,1978,1720,1856,32526,41753.0,4499260.0
2010-01-21,1860,1860,1780,1856,11290,41753.0,4499260.0
2010-01-22,1782,1978,1760,1938,16570,43598.0,4499260.0
2010-01-25,1806,1862,1806,1820,1691,40943.0,4499260.0
2010-01-26,1800,1898,1780,1840,5982,41393.0,4499260.0
2010-01-27,1820,1830,1742,1780,2264,40043.0,4499260.0
2010-01-28,1780,1880,1780,1784,2970,40133.0,4499260.0
2010-01-29,1730,1820,1724,1732,2640,38964.0,4499260.0
2010-02-01,1754,1774,1692,1722,130,38739.0,4499260.0
2010-02-02,1840,1840,1704,1772,311,39863.0,4499260.0
2010-02-03,1796,1796,1690,1746,1712,39279.0,4499260.0
2010-02-04,1748,1836,1746,1746,2520,39279.0,4499260.0
2010-02-05,1746,1798,1680,1680,4902,37794.0,4499260.0
2010-02-08,1698,1916,1690,1690,3981,38019.0,4499260.0
2010-02-09,1660,1840,1660,1738,3671,39099.0,4499260.0
2010-02-10,1738,1798,1708,1724,1221,38784.0,4499260.0
2010-02-11,1738,1798,1726,1740,600,39144.0,4499260.0
2010-02-12,1740,1898,1740,1794,8894,40358.0,4499260.0
2010-02-16,1760,1790,1760,1778,3260,39998.0,4499260.0
2010-02-17,1776,1778,1740,1760,550,39593.0,4499260.0
2010-02-18,1752,1760,1730,1758,201,39548.0,4499260.0
2010-02-19,1758,1758,1758,1758,100,39548.0,4499260.0
2010-02-22,1758,1758,1740,1756,1460,39504.0,4499260.0
2010-02-23,1756,1756,1710,1710,961,38469.0,4499260.0
