세아제강지주(003030),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-08-02,11763,11763,10816,11253,14770,151548.0,6888544.0
1999-08-03,10791,11661,10791,11355,12270,152926.0,6888544.0
1999-08-04,11509,11764,11355,11406,38290,153615.0,6888544.0
1999-08-05,11404,11404,10740,10741,8120,144659.0,6888544.0
1999-08-06,10714,10843,10485,10844,16020,146037.0,6888544.0
1999-08-09,10844,10844,10588,10792,10440,145348.0,6888544.0
1999-08-10,10691,10998,10536,10946,12480,147415.0,6888544.0
1999-08-11,10844,10998,10691,10690,6770,143971.0,6888544.0
1999-08-12,10691,10691,10384,10690,30910,143971.0,6888544.0
1999-08-13,10536,10536,9156,9974,30250,134327.0,6888544.0
1999-08-16,10228,10433,9307,9769,56180,131571.0,6888544.0
1999-08-17,9872,10230,9489,9718,29480,130882.0,6888544.0
1999-08-18,9717,10228,9359,9514,15250,128127.0,6888544.0
1999-08-19,9310,9821,9310,9565,15780,128816.0,6888544.0
1999-08-20,9719,9719,9412,9565,14350,128816.0,6888544.0
1999-08-23,9717,10049,9666,10025,76590,135015.0,6888544.0
1999-08-24,10203,10944,10203,10639,49530,143282.0,6888544.0
1999-08-25,10893,11047,10484,10818,32620,145693.0,6888544.0
1999-08-26,10819,10819,9207,9207,51950,123994.0,6888544.0
1999-08-27,10486,10486,9744,9821,86770,132260.0,6888544.0
1999-08-30,9974,9974,9463,9795,29700,131916.0,6888544.0
1999-08-31,9719,10230,9463,9821,88570,132260.0,6888544.0
1999-09-01,9871,9871,9360,9360,21380,126060.0,6888544.0
1999-09-02,8952,9361,8849,9054,23050,121927.0,6888544.0
1999-09-03,8977,9131,8594,8951,15640,120550.0,6888544.0
1999-09-06,9054,9310,8696,9207,70880,123994.0,6888544.0
1999-09-07,9461,10484,9103,9769,213330,131571.0,6888544.0
1999-09-08,10433,10740,9691,9693,125590,130538.0,6888544.0
1999-09-09,9921,10995,9691,10536,316310,141904.0,6888544.0
1999-09-10,11253,12071,10741,12020,261170,161881.0,6888544.0
1999-09-13,11969,11994,10997,11662,106970,157059.0,6888544.0
1999-09-14,11865,11865,11200,11253,90540,151548.0,6888544.0
1999-09-15,11354,11558,10740,10997,49880,148104.0,6888544.0
1999-09-16,11023,11253,10486,10869,43930,146382.0,6888544.0
1999-09-17,10997,11764,10997,11099,124440,149481.0,6888544.0
1999-09-20,11253,11560,10792,11381,56450,153270.0,6888544.0
1999-09-21,11404,12529,11277,11866,130040,159814.0,6888544.0
1999-09-22,12378,12378,11355,11355,67430,152926.0,6888544.0
1999-09-27,11355,11355,10690,10844,39390,146037.0,6888544.0
1999-09-28,10921,11253,10333,10588,30650,142593.0,6888544.0
1999-09-29,10280,10485,10178,10230,32130,137771.0,6888544.0
1999-09-30,9974,10460,9719,9718,24440,130882.0,6888544.0
1999-10-01,9719,9898,8951,9718,55240,130882.0,6888544.0
1999-10-04,9768,9972,9231,9232,29390,124338.0,6888544.0
1999-10-05,9258,9463,8542,8593,31980,115728.0,6888544.0
1999-10-06,8438,8949,8387,8797,36300,118483.0,6888544.0
1999-10-07,8949,9461,8847,9155,25940,123305.0,6888544.0
1999-10-08,9205,9691,8949,9514,58620,128127.0,6888544.0
1999-10-11,9514,9668,9003,9386,15940,126405.0,6888544.0
1999-10-12,9231,9563,9103,9437,31150,127094.0,6888544.0
1999-10-13,9308,9666,9205,9514,27480,128127.0,6888544.0
1999-10-14,9512,9615,9359,9616,29490,129505.0,6888544.0
1999-10-15,9717,9819,9461,9616,31650,129505.0,6888544.0
1999-10-18,9412,9617,8952,8951,24310,120550.0,6888544.0
1999-10-19,9207,9207,8875,8951,21340,120550.0,6888544.0
1999-10-20,9207,9207,8952,8951,49680,120550.0,6888544.0
1999-10-21,9308,9308,8898,8900,50280,119861.0,6888544.0
1999-10-22,8747,8977,8568,8593,42140,115728.0,6888544.0
1999-10-25,8670,8798,8235,8235,31290,110906.0,6888544.0
1999-10-26,8184,8338,7980,8158,54650,109872.0,6888544.0
1999-10-27,8260,8388,8081,8133,28130,109528.0,6888544.0
1999-10-28,8081,8695,8081,8491,35710,114350.0,6888544.0
1999-10-29,8490,9206,8490,8746,169880,117794.0,6888544.0
1999-11-01,9310,9310,8747,8951,75410,120550.0,6888544.0
1999-11-02,8849,9923,8696,9463,328800,127438.0,6888544.0
1999-11-03,9282,9512,8694,9155,185240,123305.0,6888544.0
1999-11-04,9514,9514,9054,9054,119600,121927.0,6888544.0
1999-11-05,9105,9361,9105,9207,105690,123994.0,6888544.0
1999-11-08,9052,9180,8950,9002,58000,121238.0,6888544.0
1999-11-09,9052,9256,8898,9155,90290,123305.0,6888544.0
1999-11-10,9001,9384,9001,9258,143900,124683.0,6888544.0
1999-11-11,9463,9898,9412,9565,207540,128816.0,6888544.0
1999-11-12,9717,9717,9154,9155,111520,123305.0,6888544.0
1999-11-15,9259,9310,8696,8951,68380,120550.0,6888544.0
1999-11-16,8977,9054,8593,8593,110940,115728.0,6888544.0
1999-11-17,8696,8773,7980,7979,120280,107461.0,6888544.0
1999-11-18,8131,8438,8131,8286,124940,111594.0,6888544.0
1999-11-19,8440,8747,8287,8440,98900,113661.0,6888544.0
1999-11-22,8031,8440,8031,8082,88250,108839.0,6888544.0
1999-11-23,8183,8540,8183,8388,96820,112972.0,6888544.0
1999-11-24,8387,8592,8080,8184,96480,110217.0,6888544.0
1999-11-25,8336,8336,7799,7953,116150,107117.0,6888544.0
1999-11-26,7671,7824,6903,7340,69590,98851.0,6888544.0
1999-11-29,7467,7467,6904,7007,50170,94373.0,6888544.0
1999-11-30,7187,7647,7008,7212,133160,97128.0,6888544.0
1999-12-01,7262,7570,7032,7084,144270,95406.0,6888544.0
1999-12-02,6981,7518,6981,7519,263670,101262.0,6888544.0
1999-12-03,7773,8131,7313,7672,117250,103328.0,6888544.0
1999-12-06,7671,7722,7364,7570,102070,101950.0,6888544.0
1999-12-07,7391,7417,6854,6854,71680,92306.0,6888544.0
1999-12-08,6291,6649,6189,6470,77930,87140.0,6888544.0
1999-12-09,6751,6751,6393,6470,71560,87140.0,6888544.0
1999-12-10,6546,7416,6546,7263,81520,97817.0,6888544.0
1999-12-13,7517,7517,6903,7161,144850,96440.0,6888544.0
1999-12-14,7416,7876,7211,7315,340660,98506.0,6888544.0
1999-12-15,7416,7518,6930,6931,263580,93340.0,6888544.0
1999-12-16,7006,7262,6955,7161,110030,96440.0,6888544.0
1999-12-17,7211,7365,6725,6905,91980,92995.0,6888544.0
1999-12-20,6956,7109,6803,6905,76930,92995.0,6888544.0
1999-12-21,6957,6957,6137,6138,96820,82663.0,6888544.0
1999-12-22,6189,6290,5523,5831,108840,78529.0,6888544.0
1999-12-23,5984,6112,5523,5524,119710,74396.0,6888544.0
1999-12-24,5549,5831,5370,5421,129600,73019.0,6888544.0
1999-12-27,5626,5626,5421,5524,80960,74396.0,6888544.0
1999-12-28,5626,5729,5499,5703,83750,76807.0,6888544.0
2000-01-04,5729,6137,5729,6138,38650,82663.0,6888544.0
2000-01-05,6137,7058,6137,6701,85130,90240.0,6888544.0
2000-01-06,7108,7108,6162,6291,56420,84729.0,6888544.0
2000-01-07,6393,7109,6291,6905,128790,92995.0,6888544.0
2000-01-10,7059,7570,7032,7365,139500,99195.0,6888544.0
2000-01-11,7365,7570,6956,7519,145750,101262.0,6888544.0
2000-01-12,7365,8056,7160,7365,126150,99195.0,6888544.0
2000-01-13,7315,7801,7212,7724,88430,104017.0,6888544.0
2000-01-14,7774,7876,7364,7570,71210,101950.0,6888544.0
2000-01-17,7622,7775,7366,7468,44620,100573.0,6888544.0
2000-01-18,7466,7620,7338,7595,88300,102295.0,6888544.0
2000-01-19,7596,7622,7008,7212,67000,97128.0,6888544.0
2000-01-20,7211,7314,6648,6803,52940,91618.0,6888544.0
2000-01-21,7774,7774,6955,7059,63570,95062.0,6888544.0
2000-01-24,7059,7314,6956,7084,39770,95406.0,6888544.0
2000-01-25,7083,7160,6776,7059,62920,95062.0,6888544.0
2000-01-26,7059,7570,7032,7365,221540,99195.0,6888544.0
2000-01-27,7365,8132,7263,8056,198310,108495.0,6888544.0
2000-01-28,8081,8285,7876,8133,139350,109528.0,6888544.0
2000-01-31,7980,8440,7826,8261,166160,111250.0,6888544.0
2000-02-01,8285,8540,8233,8388,127390,112972.0,6888544.0
2000-02-02,8387,9001,8183,8388,316690,112972.0,6888544.0
2000-02-03,8440,8619,8287,8593,139960,115728.0,6888544.0
2000-02-07,8439,8669,8184,8312,51820,111939.0,6888544.0
2000-02-08,8440,8440,7877,8337,65720,112283.0,6888544.0
2000-02-09,8389,8389,7929,8337,54720,112283.0,6888544.0
2000-02-10,8312,8338,7928,7979,59230,107461.0,6888544.0
2000-02-11,7978,8233,7773,7774,47510,104706.0,6888544.0
2000-02-14,6625,7571,6625,6854,36100,92306.0,6888544.0
2000-02-15,6854,6958,5832,5984,109250,80596.0,6888544.0
2000-02-16,6036,6369,5576,5984,132910,80596.0,6888544.0
2000-02-17,6137,6341,6034,6266,79790,84385.0,6888544.0
2000-02-18,6266,6725,6266,6393,73000,86107.0,6888544.0
2000-02-21,6392,6494,6034,6291,63540,84729.0,6888544.0
2000-02-22,6291,6546,6291,6393,54210,86107.0,6888544.0
2000-02-23,6597,7314,6546,6803,79210,91618.0,6888544.0
2000-02-24,7006,7006,6521,6547,29550,88173.0,6888544.0
2000-02-25,6649,7007,6597,6905,67740,92995.0,6888544.0
2000-02-28,6956,7876,6674,7621,153000,102639.0,6888544.0
2000-02-29,7441,7570,7059,7084,35430,95406.0,6888544.0
2000-03-02,7160,7467,6725,7007,275270,94373.0,6888544.0
2000-03-03,7007,7237,6751,7007,95220,94373.0,6888544.0
2000-03-06,7315,8057,7161,7826,174680,105395.0,6888544.0
2000-03-07,7798,8080,7313,7672,84850,103328.0,6888544.0
2000-03-08,7672,7876,7416,7621,101790,102639.0,6888544.0
2000-03-09,7468,7852,7468,7724,96290,104017.0,6888544.0
2000-03-10,7466,7696,7466,7595,41610,102295.0,6888544.0
2000-03-13,7620,8285,7467,7928,160050,106772.0,6888544.0
2000-03-14,8157,8566,7696,8030,178630,108150.0,6888544.0
2000-03-15,8080,8259,7619,7672,75600,103328.0,6888544.0
2000-03-16,7929,8133,7468,7468,42700,100573.0,6888544.0
2000-03-17,7466,7671,7159,7161,81190,96440.0,6888544.0
2000-03-20,7161,7468,7161,7212,52170,97128.0,6888544.0
2000-03-21,7212,7289,7060,7212,52630,97128.0,6888544.0
2000-03-22,7315,7980,7212,7979,149220,107461.0,6888544.0
2000-03-23,7978,7978,7466,7672,123390,103328.0,6888544.0
2000-03-24,7824,8080,7517,8030,93120,108150.0,6888544.0
2000-03-27,8133,8184,7877,7979,46180,107461.0,6888544.0
2000-03-28,8082,8133,7673,7724,35920,104017.0,6888544.0
2000-03-29,7774,7979,7621,7621,49510,102639.0,6888544.0
2000-03-30,7673,8133,7622,7724,99440,104017.0,6888544.0
2000-03-31,7928,7928,7620,7928,64670,106772.0,6888544.0
2000-04-03,8183,8387,7850,7928,92320,106772.0,6888544.0
2000-04-04,8287,8287,7622,7724,75120,104017.0,6888544.0
2000-04-06,8285,8337,7518,7519,122740,101262.0,6888544.0
2000-04-07,7722,7722,7517,7595,44080,102295.0,6888544.0
2000-04-10,7594,7927,7594,7672,67890,103328.0,6888544.0
2000-04-11,7671,7773,7415,7416,42060,99884.0,6888544.0
2000-04-12,7621,7672,7416,7442,46680,100228.0,6888544.0
2000-04-14,7441,7467,7160,7315,53360,98506.0,6888544.0
2000-04-17,7211,7211,6522,6572,51130,88518.0,6888544.0
2000-04-18,6803,7160,6572,6701,66180,90240.0,6888544.0
2000-04-19,7160,7160,6700,6803,127970,91618.0,6888544.0
2000-04-20,6803,7007,6803,6905,22700,92995.0,6888544.0
2000-04-21,7007,7059,6853,6931,54760,93340.0,6888544.0
2000-04-24,6930,7058,6648,6803,51640,91618.0,6888544.0
2000-04-25,6904,6904,6546,6803,53280,91618.0,6888544.0
2000-04-26,6905,6930,6343,6496,36220,87485.0,6888544.0
2000-04-27,6445,6445,6189,6393,18400,86107.0,6888544.0
2000-04-28,6239,7109,6239,7059,54170,95062.0,6888544.0
2000-05-02,7034,7060,6650,6777,33730,91273.0,6888544.0
2000-05-03,6803,6803,6546,6701,14090,90240.0,6888544.0
2000-05-04,6522,6751,6445,6649,22090,89551.0,6888544.0
2000-05-08,6546,6751,6546,6649,26590,89551.0,6888544.0
2000-05-09,6650,7008,6650,6854,41660,92306.0,6888544.0
2000-05-10,6752,7060,6599,6854,43190,92306.0,6888544.0
2000-05-12,6853,6956,6597,6649,18120,89551.0,6888544.0
2000-05-15,6803,6803,6393,6393,17350,86107.0,6888544.0
2000-05-16,6445,6700,6290,6445,14840,86796.0,6888544.0
2000-05-17,6597,6597,6035,6035,13910,81285.0,6888544.0
2000-05-18,5779,5984,5549,5626,24850,75774.0,6888544.0
2000-05-19,5575,5575,5165,5421,15260,73019.0,6888544.0
2000-05-22,5523,5523,4720,4859,45740,65441.0,6888544.0
2000-05-23,4910,4962,4500,4757,14890,64063.0,6888544.0
2000-05-24,4730,4885,4506,4808,20880,64752.0,6888544.0
2000-05-25,4961,5523,4817,5320,79450,71641.0,6888544.0
2000-05-26,5421,5421,4910,4910,18190,66130.0,6888544.0
2000-05-29,4602,5108,4602,4859,18030,65441.0,6888544.0
2000-05-30,4864,5575,4864,5294,35460,71296.0,6888544.0
2000-05-31,5369,5625,5293,5473,65800,73707.0,6888544.0
2000-06-01,5473,5473,5114,5268,37910,70952.0,6888544.0
2000-06-02,5369,5421,5114,5217,47380,70263.0,6888544.0
2000-06-05,5267,5575,5267,5421,68810,73019.0,6888544.0
2000-06-07,5523,5728,5421,5575,46320,75085.0,6888544.0
2000-06-08,5625,5727,5267,5294,51200,71296.0,6888544.0
2000-06-09,5319,5523,5165,5294,36890,71296.0,6888544.0
2000-06-12,5321,5832,5321,5550,77940,74741.0,6888544.0
2000-06-13,5600,5600,5268,5268,38310,70952.0,6888544.0
2000-06-14,5165,5370,5165,5320,21920,71641.0,6888544.0
2000-06-15,5218,5321,5013,5115,16230,68885.0,6888544.0
2000-06-16,5064,5114,4910,4910,28280,66130.0,6888544.0
2000-06-19,4905,4961,4756,4808,23840,64752.0,6888544.0
2000-06-20,5012,5012,4808,4910,14110,66130.0,6888544.0
2000-06-21,5011,5011,4858,4859,18060,65441.0,6888544.0
2000-06-22,4914,5038,4808,4859,19270,65441.0,6888544.0
2000-06-23,4859,4962,4808,4936,7760,66474.0,6888544.0
2000-06-26,5064,5575,4956,5345,56110,71985.0,6888544.0
2000-06-27,5446,5472,5191,5320,29010,71641.0,6888544.0
2000-06-28,5421,5524,5268,5371,28360,72330.0,6888544.0
2000-06-29,5165,5370,5114,5268,19800,70952.0,6888544.0
2000-06-30,5165,5319,5165,5294,12750,71296.0,6888544.0
2000-07-03,5320,5729,5217,5703,47600,76807.0,6888544.0
2000-07-04,5779,5779,5523,5626,35030,75774.0,6888544.0
2000-07-05,5728,5728,5420,5677,26740,76463.0,6888544.0
2000-07-06,5729,5729,5473,5524,22800,74396.0,6888544.0
2000-07-07,5575,5958,5549,5856,45100,78874.0,6888544.0
2000-07-10,6341,6341,5754,5831,41120,78529.0,6888544.0
2000-07-11,5983,5983,5522,5677,48210,76463.0,6888544.0
2000-07-12,5676,5804,5574,5677,23390,76463.0,6888544.0
2000-07-13,5677,5729,5421,5601,27730,75430.0,6888544.0
2000-07-14,5933,6060,5831,5831,87020,78529.0,6888544.0
2000-07-18,5933,5933,5625,5729,37980,77152.0,6888544.0
2000-07-19,5575,5729,5268,5524,32450,74396.0,6888544.0
2000-07-20,5421,5523,5293,5320,16330,71641.0,6888544.0
2000-07-21,5421,5523,5369,5396,20360,72674.0,6888544.0
2000-07-24,5421,5473,5114,5268,23570,70952.0,6888544.0
2000-07-25,5114,5421,5012,5320,15100,71641.0,6888544.0
2000-07-26,5217,5421,5165,5268,33000,70952.0,6888544.0
2000-07-27,5217,5320,5165,5268,6130,70952.0,6888544.0
2000-07-28,5141,5294,5044,5192,22130,69919.0,6888544.0
2000-07-31,5063,5217,5037,5217,16650,70263.0,6888544.0
2000-08-01,5217,5421,5114,5345,36720,71985.0,6888544.0
2000-08-02,5218,5550,5192,5550,24570,74741.0,6888544.0
2000-08-03,5370,5625,5344,5575,23220,75085.0,6888544.0
2000-08-04,5421,5575,5267,5421,19460,73019.0,6888544.0
2000-08-07,5397,5397,5115,5115,23420,68885.0,6888544.0
2000-08-08,5217,5217,5140,5141,9090,69230.0,6888544.0
2000-08-09,5140,5344,5140,5217,13270,70263.0,6888544.0
2000-08-10,5217,5370,5165,5345,15790,71985.0,6888544.0
2000-08-11,5370,5600,5268,5524,17650,74396.0,6888544.0
2000-08-14,5625,5933,5523,5652,101610,76118.0,6888544.0
2000-08-16,5729,5831,5677,5780,34550,77841.0,6888544.0
2000-08-17,5703,5779,5549,5626,33070,75774.0,6888544.0
2000-08-18,5625,5625,5421,5575,18970,75085.0,6888544.0
2000-08-21,5575,5575,5396,5421,9530,73019.0,6888544.0
2000-08-22,5421,5524,5320,5371,30890,72330.0,6888544.0
2000-08-23,5421,5421,5191,5192,22800,69919.0,6888544.0
2000-08-24,5115,5294,5085,5115,26260,68885.0,6888544.0
2000-08-25,5217,5217,5114,5166,10830,69574.0,6888544.0
2000-08-28,5114,5267,5114,5217,19010,70263.0,6888544.0
2000-08-29,5217,5268,5114,5166,14700,69574.0,6888544.0
2000-08-30,5166,5218,5115,5115,8130,68885.0,6888544.0
2000-08-31,5052,5114,4941,5100,23500,68679.0,6888544.0
2000-09-01,4986,5319,4986,5320,25520,71641.0,6888544.0
2000-09-04,5473,5550,5218,5550,35630,74741.0,6888544.0
2000-09-05,5625,5677,5344,5499,29000,74052.0,6888544.0
2000-09-06,5320,5779,5320,5524,70340,74396.0,6888544.0
2000-09-07,5676,5831,5420,5729,99740,77152.0,6888544.0
2000-09-08,5755,5856,5549,5626,39820,75774.0,6888544.0
2000-09-14,5421,5549,5319,5499,28060,74052.0,6888544.0
2000-09-15,5523,5652,5319,5421,25580,73019.0,6888544.0
2000-09-18,5370,5396,4961,4966,22710,66888.0,6888544.0
