한미글로벌(053690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-11-11,17450,17700,17000,17200,48470,122120.0,7100000.0
2009-11-12,17200,17200,16800,17050,36560,121055.0,7100000.0
2009-11-13,17150,17500,17000,17450,23478,123895.0,7100000.0
2009-11-16,17450,17450,16600,16700,53439,118570.0,7100000.0
2009-11-17,16750,17000,16350,16950,41976,120345.0,7100000.0
2009-11-18,16950,17650,16950,17350,27051,123185.0,7100000.0
2009-11-19,17450,17450,16800,16900,39896,119990.0,7100000.0
2009-11-20,16650,16950,16550,16600,32617,117860.0,7100000.0
2009-11-23,16500,16500,16050,16300,56411,115730.0,7100000.0
2009-11-24,16500,16500,16050,16100,31152,114310.0,7100000.0
2009-11-25,16100,16550,16100,16450,15070,116795.0,7100000.0
2009-11-26,16450,16950,16400,16850,19964,119635.0,7100000.0
2009-11-27,16850,17300,15900,17300,57037,122830.0,7100000.0
2009-11-30,17100,17200,16550,16850,40836,119635.0,7100000.0
2009-12-01,17000,17000,16400,16500,22125,117150.0,7100000.0
2009-12-02,16400,16800,16250,16400,27810,116440.0,7100000.0
2009-12-03,16500,16600,16000,16100,60811,114310.0,7100000.0
2009-12-04,16000,16350,16000,16200,23316,115020.0,7100000.0
2009-12-07,16200,16400,16200,16350,13080,116085.0,7100000.0
2009-12-08,16350,16350,16150,16250,22075,115375.0,7100000.0
2009-12-09,16100,16450,15800,16450,27230,116795.0,7100000.0
2009-12-10,16450,16600,16200,16500,25680,117150.0,7100000.0
2009-12-11,16500,16750,16200,16600,19491,117860.0,7100000.0
2009-12-14,16600,16950,16500,16650,27447,118215.0,7100000.0
2009-12-15,16900,16900,16550,16750,18598,118925.0,7100000.0
2009-12-16,16600,16850,16600,16800,10520,119280.0,7100000.0
2009-12-17,16900,17200,16800,17050,39017,121055.0,7100000.0
2009-12-18,16850,17000,16800,16950,13543,120345.0,7100000.0
2009-12-21,17000,17100,16900,17000,38440,120700.0,7100000.0
2009-12-22,17000,17300,16900,16900,22110,119990.0,7100000.0
2009-12-23,17000,17100,16750,17100,19690,121410.0,7100000.0
2009-12-24,17100,17100,16850,17000,14442,120700.0,7100000.0
2009-12-28,16900,16900,16050,16450,64584,116795.0,7100000.0
2009-12-29,16400,16500,15950,16150,24361,114665.0,7100000.0
2009-12-30,16150,16250,16000,16250,9841,115375.0,7100000.0
2010-01-04,16150,16250,16000,16150,23060,114665.0,7100000.0
2010-01-05,16150,16250,15950,16100,37049,114310.0,7100000.0
2010-01-06,16000,16300,15850,16300,42683,115730.0,7100000.0
2010-01-07,16150,16200,16000,16050,13185,113955.0,7100000.0
2010-01-08,16150,16300,16050,16300,17262,115730.0,7100000.0
2010-01-11,16300,16500,16100,16100,15559,114310.0,7100000.0
2010-01-12,16250,16300,15950,16150,28181,114665.0,7100000.0
2010-01-13,16100,16200,15900,16100,25202,114310.0,7100000.0
2010-01-14,16000,16050,15850,16050,17480,113955.0,7100000.0
2010-01-15,16050,16050,15900,15950,17811,113245.0,7100000.0
2010-01-18,15900,15900,15450,15600,56694,110760.0,7100000.0
2010-01-19,15500,15750,15500,15700,30953,111470.0,7100000.0
2010-01-20,15750,15850,15450,15750,18910,111825.0,7100000.0
2010-01-21,15700,15700,15300,15600,21055,110760.0,7100000.0
2010-01-22,15500,15500,15000,15200,35843,107920.0,7100000.0
2010-01-25,15150,15550,15050,15550,16085,110405.0,7100000.0
2010-01-26,15300,15550,14800,15100,44967,107210.0,7100000.0
2010-01-27,14900,15200,14650,14800,49035,105080.0,7100000.0
2010-01-28,15250,15250,14700,14700,33500,104370.0,7100000.0
2010-01-29,14700,14750,14250,14550,32738,103305.0,7100000.0
2010-02-01,14550,14550,14050,14250,25795,101175.0,7100000.0
2010-02-02,14400,14450,14250,14250,16338,101175.0,7100000.0
2010-02-03,14300,14750,14300,14750,27240,104725.0,7100000.0
2010-02-04,15000,15000,14550,14800,14060,105080.0,7100000.0
2010-02-05,14400,14500,14150,14350,16631,101885.0,7100000.0
2010-02-08,14350,14350,14000,14000,18281,99400.0,7100000.0
2010-02-09,14150,14500,14000,14500,13137,102950.0,7100000.0
2010-02-10,14500,14500,14250,14250,4130,101175.0,7100000.0
2010-02-11,14000,14450,14000,14450,7873,102595.0,7100000.0
2010-02-12,14300,14500,14300,14400,7957,102240.0,7100000.0
2010-02-16,14550,14550,14250,14400,15810,102240.0,7100000.0
2010-02-17,14450,15000,14450,15000,29442,106500.0,7100000.0
2010-02-18,15100,15100,14800,15050,16219,106855.0,7100000.0
2010-02-19,15050,15350,14750,15050,35862,106855.0,7100000.0
2010-02-22,15250,15250,14800,15100,15061,107210.0,7100000.0
2010-02-23,15000,15150,14850,15050,15531,106855.0,7100000.0
2010-02-24,14800,15150,14800,15050,8690,106855.0,7100000.0
2010-02-25,15000,15100,14800,14850,21695,105435.0,7100000.0
2010-02-26,14950,14950,14700,14800,11140,105080.0,7100000.0
2010-03-02,14850,15050,14700,15000,16916,106500.0,7100000.0
2010-03-03,15100,15150,14800,15000,8543,106500.0,7100000.0
2010-03-04,15000,15100,14800,15050,6374,106855.0,7100000.0
2010-03-05,15050,15100,14850,15100,8471,107210.0,7100000.0
2010-03-08,15150,15150,14950,15000,8003,106500.0,7100000.0
2010-03-09,15000,15050,14800,14800,7476,105080.0,7100000.0
2010-03-10,14750,15000,14750,14950,10802,106145.0,7100000.0
2010-03-11,14950,14950,14800,14850,9562,105435.0,7100000.0
2010-03-12,15150,15150,14800,15000,11222,106500.0,7100000.0
2010-03-15,15000,15000,14800,14950,12886,106145.0,7100000.0
2010-03-16,14800,15050,14800,14950,14342,106145.0,7100000.0
2010-03-17,15000,15150,14800,15100,23253,107210.0,7100000.0
2010-03-18,15200,15550,15050,15500,30401,110050.0,7100000.0
2010-03-19,15500,15700,15300,15550,18632,110405.0,7100000.0
2010-03-22,15550,15550,15250,15500,15281,110050.0,7100000.0
2010-03-23,15350,15550,15350,15500,7220,110050.0,7100000.0
2010-03-24,15550,15550,15300,15400,4701,109340.0,7100000.0
2010-03-25,15200,15450,15050,15350,25540,108985.0,7100000.0
2010-03-26,15500,15500,15300,15400,7073,109340.0,7100000.0
2010-03-29,15150,15400,15100,15100,9319,107210.0,7100000.0
2010-03-30,15100,15300,14950,15000,25966,106500.0,7100000.0
2010-03-31,15100,15100,14700,14750,30183,104725.0,7100000.0
2010-04-01,14650,14900,14500,14650,23690,104015.0,7100000.0
2010-04-02,15000,15000,14650,14750,6414,104725.0,7100000.0
2010-04-05,14700,14750,14350,14350,13208,101885.0,7100000.0
2010-04-06,14350,14550,14300,14500,10683,102950.0,7100000.0
2010-04-07,14500,14700,14500,14700,5781,104370.0,7100000.0
2010-04-08,14600,14750,14500,14750,2702,104725.0,7100000.0
2010-04-09,14750,14750,14500,14750,6913,104725.0,7100000.0
2010-04-12,14750,14800,14500,14600,7812,103660.0,7100000.0
2010-04-13,14600,15000,14550,14700,38021,104370.0,7100000.0
2010-04-14,14700,14750,14500,14700,15110,104370.0,7100000.0
2010-04-15,14600,14950,14600,14850,8825,105435.0,7100000.0
2010-04-16,14850,14850,14650,14800,3406,105080.0,7100000.0
2010-04-19,14600,14750,14350,14350,7980,101885.0,7100000.0
2010-04-20,14350,14550,14350,14500,4642,102950.0,7100000.0
2010-04-21,14500,14650,14500,14600,7868,103660.0,7100000.0
2010-04-22,14650,14650,14350,14600,6532,103660.0,7100000.0
2010-04-23,14600,14700,14450,14650,6597,104015.0,7100000.0
2010-04-26,14650,14650,14350,14400,10443,102240.0,7100000.0
2010-04-27,14400,14450,14250,14250,9474,101175.0,7100000.0
2010-04-28,14200,14200,13950,14050,14803,99755.0,7100000.0
2010-04-29,14050,14250,14000,14250,8700,101175.0,7100000.0
2010-04-30,14450,14450,14000,14100,12460,100110.0,7100000.0
2010-05-03,14200,14450,14100,14400,20630,102240.0,7100000.0
2010-05-04,14300,14350,14050,14350,5771,101885.0,7100000.0
2010-05-06,14100,14250,12200,14000,10571,99400.0,7100000.0
2010-05-07,13800,13800,13200,13550,15047,96205.0,7100000.0
2010-05-10,14000,14000,13300,13550,25673,96205.0,7100000.0
2010-05-11,13600,13750,13350,13550,5415,96205.0,7100000.0
2010-05-12,13350,13550,13100,13250,8977,94075.0,7100000.0
2010-05-13,13150,13300,12700,12800,34216,90880.0,7100000.0
2010-05-14,12600,12600,12350,12550,16384,89105.0,7100000.0
2010-05-17,12350,12450,12050,12050,15248,85555.0,7100000.0
2010-05-18,11800,12150,11800,12000,17265,85200.0,7100000.0
2010-05-19,12000,12050,11800,11950,5087,84845.0,7100000.0
2010-05-20,11550,11900,11500,11750,15810,83425.0,7100000.0
2010-05-24,11700,11800,11450,11700,9490,83070.0,7100000.0
2010-05-25,11700,12000,11300,11300,24370,80230.0,7100000.0
2010-05-26,11800,12000,11450,11950,44170,84845.0,7100000.0
2010-05-27,11950,12050,11750,11950,39540,84845.0,7100000.0
2010-05-28,12350,12350,12050,12150,12700,86265.0,7100000.0
2010-05-31,12150,12450,12150,12200,8620,86620.0,7100000.0
2010-06-01,12150,12500,12100,12500,7991,88750.0,7100000.0
2010-06-03,12400,12950,12300,12500,28026,88750.0,7100000.0
2010-06-04,12500,14200,12450,13150,24986,93365.0,7100000.0
2010-06-07,12800,13100,12700,13000,8052,92300.0,7100000.0
2010-06-08,12750,13150,12650,13100,8980,93010.0,7100000.0
2010-06-09,13000,13200,12900,13150,6921,93365.0,7100000.0
2010-06-10,13150,13150,13000,13150,4455,93365.0,7100000.0
2010-06-11,13250,13450,12900,13400,27460,95140.0,7100000.0
2010-06-14,13050,13400,13050,13300,3818,94430.0,7100000.0
2010-06-15,13300,13300,13000,13300,8980,94430.0,7100000.0
2010-06-16,13350,13550,13050,13400,36432,95140.0,7100000.0
2010-06-17,13200,13700,13200,13500,9493,95850.0,7100000.0
2010-06-18,13300,13400,13300,13350,2750,94785.0,7100000.0
2010-06-21,13200,13250,13000,13200,9451,93720.0,7100000.0
2010-06-22,13000,13450,12900,13050,18716,92655.0,7100000.0
2010-06-23,13350,13400,12950,13250,28301,94075.0,7100000.0
2010-06-24,13450,13450,13100,13300,7427,94430.0,7100000.0
2010-06-25,13400,13400,13150,13200,8331,93720.0,7100000.0
2010-06-28,13500,13500,13150,13200,17724,93720.0,7100000.0
2010-06-29,13150,13300,13050,13050,5705,92655.0,7100000.0
2010-06-30,13050,13200,12850,13150,17335,93365.0,7100000.0
2010-07-01,13300,13300,12850,13150,15255,93365.0,7100000.0
2010-07-02,13250,13250,13050,13250,6610,94075.0,7100000.0
2010-07-05,13350,13350,13000,13000,9953,92300.0,7100000.0
2010-07-06,13100,13100,12850,13050,7666,92655.0,7100000.0
2010-07-07,13150,14050,13050,13950,53125,99045.0,7100000.0
2010-07-08,14150,14900,14100,14350,63808,101885.0,7100000.0
2010-07-09,14500,14500,14000,14350,21312,101885.0,7100000.0
2010-07-12,14350,14350,13800,14100,17614,100110.0,7100000.0
2010-07-13,14100,14300,13800,13850,18920,98335.0,7100000.0
2010-07-14,13850,14300,13800,14000,10250,99400.0,7100000.0
2010-07-15,14000,14200,13850,14150,14603,100465.0,7100000.0
2010-07-16,14100,14300,13950,14300,20400,101530.0,7100000.0
2010-07-19,14250,14300,13950,14000,13406,99400.0,7100000.0
2010-07-20,14100,14100,13750,13800,9680,97980.0,7100000.0
2010-07-21,13900,13950,13700,13850,10002,98335.0,7100000.0
2010-07-22,13900,13900,13700,13700,6590,97270.0,7100000.0
2010-07-23,13900,13900,13500,13500,7076,95850.0,7100000.0
2010-07-26,13550,13550,13200,13500,13641,95850.0,7100000.0
2010-07-27,13850,13850,13500,13600,3841,96560.0,7100000.0
2010-07-28,14150,14150,13650,13800,6490,97980.0,7100000.0
2010-07-29,13800,13850,13600,13800,2930,97980.0,7100000.0
2010-07-30,13800,13900,13650,13650,3550,96915.0,7100000.0
2010-08-02,13900,13950,13500,13950,11151,99045.0,7100000.0
2010-08-03,14000,14150,13750,14050,7660,99755.0,7100000.0
2010-08-04,13850,13950,13700,13700,9030,97270.0,7100000.0
2010-08-05,13700,13900,13550,13900,6365,98690.0,7100000.0
2010-08-06,14300,14300,13800,14050,6250,99755.0,7100000.0
2010-08-09,14200,14400,13800,14100,9884,100110.0,7100000.0
2010-08-10,14450,14450,14000,14000,6470,99400.0,7100000.0
2010-08-11,14100,14100,13800,13850,6161,98335.0,7100000.0
2010-08-12,13850,13850,13650,13700,8481,97270.0,7100000.0
2010-08-13,13900,14150,13700,14150,14841,100465.0,7100000.0
2010-08-16,14350,14350,13900,14150,5510,100465.0,7100000.0
2010-08-17,14200,14200,14000,14000,9230,99400.0,7100000.0
2010-08-18,14100,14100,13900,14000,5925,99400.0,7100000.0
2010-08-19,14300,14300,13900,13900,11401,98690.0,7100000.0
2010-08-20,13950,14000,13850,13900,4164,98690.0,7100000.0
2010-08-23,14000,14000,13700,13850,11410,98335.0,7100000.0
2010-08-24,14000,14000,13700,13850,12522,98335.0,7100000.0
2010-08-25,13900,13950,13700,13850,9089,98335.0,7100000.0
2010-08-26,13850,13900,13650,13850,15280,98335.0,7100000.0
2010-08-27,13900,13900,13550,13750,30740,97625.0,7100000.0
2010-08-30,13850,13850,13650,13750,12433,97625.0,7100000.0
2010-08-31,13750,13800,13600,13600,15332,96560.0,7100000.0
2010-09-01,13700,13800,13550,13650,5730,96915.0,7100000.0
2010-09-02,14200,14200,13750,13850,6271,98335.0,7100000.0
2010-09-03,13900,14000,13750,13800,4430,97980.0,7100000.0
2010-09-06,13900,13950,13600,13700,9000,97270.0,7100000.0
2010-09-07,13950,13950,13650,13750,4220,97625.0,7100000.0
2010-09-08,13800,13800,13450,13500,9720,95850.0,7100000.0
2010-09-09,13750,13750,13400,13600,6860,96560.0,7100000.0
2010-09-10,13600,13600,13350,13350,5400,94785.0,7100000.0
2010-09-13,13300,13350,13200,13250,11661,94075.0,7100000.0
2010-09-14,13200,13300,12950,13000,7780,92300.0,7100000.0
2010-09-15,13100,13700,12900,13300,15481,94430.0,7100000.0
2010-09-16,13750,13750,13350,13350,11598,94785.0,7100000.0
2010-09-17,13400,13400,12950,13100,11903,93010.0,7100000.0
2010-09-20,13250,13650,13100,13600,8359,96560.0,7100000.0
2010-09-24,13500,13500,13300,13300,4561,94430.0,7100000.0
2010-09-27,13250,13450,13250,13300,2120,94430.0,7100000.0
2010-09-28,13300,13500,13150,13150,4752,93365.0,7100000.0
2010-09-29,13300,13600,13000,13200,13088,93720.0,7100000.0
2010-09-30,13200,13400,13000,13100,7459,93010.0,7100000.0
2010-10-01,13100,13100,12950,13000,14433,92300.0,7100000.0
2010-10-04,13050,13200,12650,12750,27970,90525.0,7100000.0
2010-10-05,12850,13000,12700,12800,12560,90880.0,7100000.0
2010-10-06,12950,12950,12800,12900,13853,91590.0,7100000.0
2010-10-07,12900,13150,12800,13150,13345,93365.0,7100000.0
2010-10-08,13200,13200,12900,13100,8561,93010.0,7100000.0
2010-10-11,13100,13400,13000,13250,12170,94075.0,7100000.0
2010-10-12,13400,13400,12950,12950,69368,91945.0,7100000.0
2010-10-13,12950,13350,12950,13200,6565,93720.0,7100000.0
2010-10-14,13200,13600,13200,13500,19235,95850.0,7100000.0
2010-10-15,13550,14350,13550,14050,37260,99755.0,7100000.0
2010-10-18,14350,14350,14100,14100,14380,100110.0,7100000.0
2010-10-19,14100,14400,14100,14200,14713,100820.0,7100000.0
2010-10-20,14300,14300,13950,14200,5911,100820.0,7100000.0
2010-10-21,14300,14300,14000,14200,6100,100820.0,7100000.0
2010-10-22,14300,14350,14000,14200,8492,100820.0,7100000.0
2010-10-25,14500,15000,14400,14750,29260,104725.0,7100000.0
2010-10-26,14950,15000,14750,14950,14664,106145.0,7100000.0
2010-10-27,15050,15050,14700,14850,13860,105435.0,7100000.0
2010-10-28,14700,14850,14400,14650,11550,104015.0,7100000.0
2010-10-29,14800,14800,14150,14200,7570,100820.0,7100000.0
2010-11-01,14150,14350,14000,14200,8910,100820.0,7100000.0
2010-11-02,14350,14350,14050,14200,3510,100820.0,7100000.0
2010-11-03,14400,14450,14150,14150,4770,100465.0,7100000.0
2010-11-04,14400,14700,14050,14650,38412,104015.0,7100000.0
2010-11-05,14800,14950,14150,14250,63660,101175.0,7100000.0
2010-11-08,14500,14650,14300,14650,19110,104015.0,7100000.0
2010-11-09,14700,14700,14300,14350,3200,101885.0,7100000.0
2010-11-10,14200,14550,14100,14400,15752,102240.0,7100000.0
2010-11-11,14600,14600,13600,13600,38790,96560.0,7100000.0
2010-11-12,13850,14000,13450,13950,15330,99045.0,7100000.0
2010-11-15,13750,13950,13450,13450,10061,95495.0,7100000.0
2010-11-16,13050,13600,13050,13250,7500,94075.0,7100000.0
2010-11-17,13100,13950,13100,13950,16110,99045.0,7100000.0
2010-11-18,14100,14100,13900,14100,5910,100110.0,7100000.0
2010-11-19,14200,14400,13950,14350,10530,101885.0,7100000.0
2010-11-22,14500,14900,14400,14500,18430,102950.0,7100000.0
2010-11-23,14450,14450,14050,14250,10650,101175.0,7100000.0
2010-11-24,13950,14000,13500,13900,6538,98690.0,7100000.0
2010-11-25,14050,14050,13650,13700,6170,97270.0,7100000.0
2010-11-26,13700,13850,13600,13600,3980,96560.0,7100000.0
2010-11-29,13500,14150,13500,13650,3770,96915.0,7100000.0
2010-11-30,14100,14100,13650,13800,2700,97980.0,7100000.0
2010-12-01,14100,14100,13650,13900,1510,98690.0,7100000.0
2010-12-02,13900,13950,13750,13950,2830,99045.0,7100000.0
2010-12-03,13800,13950,13150,13200,30331,93720.0,7100000.0
2010-12-06,13350,13400,13100,13250,8060,94075.0,7100000.0
2010-12-07,13450,13550,13350,13500,3021,95850.0,7100000.0
2010-12-08,13700,13700,13300,13500,2912,95850.0,7100000.0
2010-12-09,13550,13800,13450,13700,21230,97270.0,7100000.0
2010-12-10,13750,14050,13700,14000,16720,99400.0,7100000.0
2010-12-13,14050,14100,13800,14100,14280,100110.0,7100000.0
2010-12-14,14100,14300,14000,14100,13071,100110.0,7100000.0
2010-12-15,14100,14150,13900,14150,8310,100465.0,7100000.0
2010-12-16,14100,14100,13750,13850,6460,98335.0,7100000.0
2010-12-17,13850,13950,13550,13550,6650,96205.0,7100000.0
2010-12-20,13500,13550,13350,13500,5600,95850.0,7100000.0
2010-12-21,13800,13800,13600,13650,2410,96915.0,7100000.0
2010-12-22,13800,13800,13600,13700,4955,97270.0,7100000.0
2010-12-23,13900,13900,13550,13600,3590,96560.0,7100000.0
2010-12-24,13450,13700,13400,13600,3430,96560.0,7100000.0
2010-12-27,13550,13600,13350,13400,3924,95140.0,7100000.0
2010-12-28,13400,13800,13400,13650,5770,96915.0,7100000.0
2010-12-29,13650,13900,13500,13650,3610,96915.0,7100000.0
2010-12-30,13550,13800,13550,13650,1620,96915.0,7100000.0
2011-01-03,13750,13750,13150,13250,37870,94075.0,7100000.0
2011-01-04,13450,13450,13050,13200,26052,93720.0,7100000.0
2011-01-05,13200,13250,12950,12950,26390,91945.0,7100000.0
2011-01-06,13000,13200,13000,13150,9350,93365.0,7100000.0
2011-01-07,13050,13200,13000,13000,7279,92300.0,7100000.0
2011-01-10,13100,13100,12700,13000,35850,92300.0,7100000.0
2011-01-11,12900,13050,12800,13000,10929,92300.0,7100000.0
2011-01-12,13050,13050,12800,12950,8350,91945.0,7100000.0
2011-01-13,12850,13000,12800,12950,13893,91945.0,7100000.0
2011-01-14,13100,13100,12650,12750,30441,90525.0,7100000.0
2011-01-17,12800,12800,12500,12500,37596,88750.0,7100000.0
2011-01-18,12500,12550,12250,12550,18102,89105.0,7100000.0
2011-01-19,12400,12550,12250,12400,25645,88040.0,7100000.0
2011-01-20,12400,12400,12100,12250,23621,86975.0,7100000.0
2011-01-21,12300,12400,12100,12200,15750,86620.0,7100000.0
2011-01-24,12100,12250,12050,12050,16810,85555.0,7100000.0
2011-01-25,12050,12150,12050,12050,11510,85555.0,7100000.0
2011-01-26,12100,12300,12050,12100,8814,85910.0,7100000.0
2011-01-27,12200,12450,12150,12300,11120,87330.0,7100000.0
2011-01-28,12300,12350,11950,12100,9520,85910.0,7100000.0
2011-01-31,11900,11950,11700,11800,14575,83780.0,7100000.0
2011-02-01,11900,11900,11800,11800,12510,83780.0,7100000.0
2011-02-07,11800,12050,11800,11900,10989,84490.0,7100000.0
2011-02-08,11900,12100,11900,12000,12610,85200.0,7100000.0
2011-02-09,12000,12000,11800,12000,25871,85200.0,7100000.0
2011-02-10,11950,11950,11600,11750,14271,83425.0,7100000.0
2011-02-11,11750,11750,11400,11550,35869,82005.0,7100000.0
2011-02-14,11550,11750,11400,11400,16262,80940.0,7100000.0
2011-02-15,11500,11600,11400,11500,14280,81650.0,7100000.0
2011-02-16,11500,11850,11400,11750,10591,83425.0,7100000.0
2011-02-17,11750,11800,11450,11550,8923,82005.0,7100000.0
2011-02-18,11600,11850,11600,11700,7570,83070.0,7100000.0
2011-02-21,11700,11750,11500,11650,5550,82715.0,7100000.0
2011-02-22,11500,11600,11300,11500,41710,81650.0,7100000.0
2011-02-23,11500,11600,11250,11600,7980,82360.0,7100000.0
