삼호(001880),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-07-14,11744,11858,10835,10909,237180,51175.0,8900000.0
1999-07-15,10548,10624,10188,10624,281730,49840.0,8900000.0
1999-07-16,10151,10815,10151,10492,175080,49217.0,8900000.0
1999-07-19,10265,10624,10246,10492,164590,49217.0,8900000.0
1999-07-20,10434,11384,10132,11099,304870,52065.0,8900000.0
1999-07-21,10834,11575,10834,11573,410110,54290.0,8900000.0
1999-07-22,11857,12900,11117,11858,634700,55625.0,8900000.0
1999-07-23,11859,13623,11366,11364,982850,53311.0,8900000.0
1999-07-26,11231,12331,10434,11194,434400,52510.0,8900000.0
1999-07-27,11403,11820,10873,10928,228060,51264.0,8900000.0
1999-07-28,10721,11537,10721,10814,217490,50730.0,8900000.0
1999-07-29,10834,11365,10815,11099,217600,52065.0,8900000.0
1999-07-30,11080,11858,10644,11023,243780,51709.0,8900000.0
1999-08-02,10852,11098,10529,10624,129010,49840.0,8900000.0
1999-08-03,11003,12218,10834,12218,725280,57316.0,8900000.0
1999-08-04,12995,13071,11762,12427,656520,58295.0,8900000.0
1999-08-05,12426,12483,11003,11194,186510,52510.0,8900000.0
1999-08-06,11764,11859,11024,11288,137630,52955.0,8900000.0
1999-08-09,11099,12294,11099,11440,358000,53667.0,8900000.0
1999-08-10,11498,11668,11003,11004,132740,51620.0,8900000.0
1999-08-11,10835,11859,10739,10871,162800,50997.0,8900000.0
1999-08-12,10739,11137,10701,10909,82430,51175.0,8900000.0
1999-08-13,10625,10816,10247,10283,103370,48238.0,8900000.0
1999-08-16,10340,10454,10114,10169,57200,47704.0,8900000.0
1999-08-17,10265,10339,8917,9296,69120,43610.0,8900000.0
1999-08-18,9107,9488,8633,9486,87890,44500.0,8900000.0
1999-08-19,9865,10795,9600,10624,180810,49840.0,8900000.0
1999-08-20,10265,10434,9770,10435,101660,48950.0,8900000.0
1999-08-23,10188,10605,10055,10605,163180,49751.0,8900000.0
1999-08-24,10625,10892,10152,10795,264650,50641.0,8900000.0
1999-08-25,10796,11327,10339,10435,182630,48950.0,8900000.0
1999-08-26,10815,11289,10358,10454,371910,49039.0,8900000.0
1999-08-27,10359,10473,9771,10245,144590,48060.0,8900000.0
1999-08-30,10397,10606,9771,10207,111180,47882.0,8900000.0
1999-08-31,9733,10247,9733,10036,73490,47081.0,8900000.0
1999-09-01,10207,10586,9960,9998,180460,46903.0,8900000.0
1999-09-02,9732,10265,9506,9847,139070,46191.0,8900000.0
1999-09-03,9771,10057,9564,10055,113640,47170.0,8900000.0
1999-09-06,9583,10057,9583,10055,81650,47170.0,8900000.0
1999-09-07,10038,10340,9790,10150,114210,47615.0,8900000.0
1999-09-08,10152,10340,9923,10207,110180,47882.0,8900000.0
1999-09-09,9961,10397,9961,10245,129770,48060.0,8900000.0
1999-09-10,10284,10397,9904,10340,247710,48505.0,8900000.0
1999-09-13,10171,10588,9866,10169,92040,47704.0,8900000.0
1999-09-14,10208,10285,9487,10283,121530,48238.0,8900000.0
1999-09-15,9865,10056,9751,9771,59940,45835.0,8900000.0
1999-09-16,9866,9866,9106,9107,60490,42720.0,8900000.0
1999-09-17,9087,9297,8766,9012,43020,42275.0,8900000.0
1999-09-20,9105,9124,8727,8727,45970,40940.0,8900000.0
1999-09-21,8918,9106,8785,8794,40780,41252.0,8900000.0
1999-09-22,8793,8918,8349,8481,48910,39783.0,8900000.0
1999-09-27,8556,8594,8368,8481,38470,39783.0,8900000.0
1999-09-28,8538,8633,8311,8310,38690,38982.0,8900000.0
1999-09-29,7872,9448,7872,8139,58630,38181.0,8900000.0
1999-09-30,8159,8349,7892,7892,38120,37024.0,8900000.0
1999-10-01,7686,7781,6736,7020,57170,32930.0,8900000.0
1999-10-04,6830,7200,6735,6735,36530,31595.0,8900000.0
1999-10-05,6546,7020,6260,6261,30070,29370.0,8900000.0
1999-10-06,6300,6584,6072,6394,47460,29993.0,8900000.0
1999-10-07,6490,7059,6319,7058,55720,33108.0,8900000.0
1999-10-08,7266,7590,7040,7190,91510,33731.0,8900000.0
1999-10-11,7341,7341,6829,6849,29210,32129.0,8900000.0
1999-10-12,7021,7304,6841,7153,66780,33553.0,8900000.0
1999-10-13,7172,7398,7020,7143,38730,33508.0,8900000.0
1999-10-14,7192,7399,7021,7209,34360,33820.0,8900000.0
1999-10-15,7227,7399,7020,7399,61460,34710.0,8900000.0
1999-10-18,7020,7208,6734,6830,27760,32040.0,8900000.0
1999-10-19,6850,7117,6641,6925,30030,32485.0,8900000.0
1999-10-20,6925,7323,6925,7266,54150,34087.0,8900000.0
1999-10-21,7380,7552,7209,7209,62810,33820.0,8900000.0
1999-10-22,7399,7399,6945,7209,32120,39520.0,10400000.0
1999-10-25,6860,7380,6697,6697,28690,36712.0,10400000.0
1999-10-26,6471,6830,6471,6640,18640,36400.0,10400000.0
1999-10-27,6358,6717,5693,6280,35240,34424.0,10400000.0
1999-10-28,6166,6640,6166,6640,33060,36400.0,10400000.0
1999-10-29,6413,6982,6413,6811,43790,37336.0,10400000.0
1999-11-01,6830,7399,6792,7209,46040,39520.0,10400000.0
1999-11-02,7201,7400,6945,7115,47020,39000.0,10400000.0
1999-11-03,6963,7020,6829,6868,42420,37648.0,10400000.0
1999-11-04,6840,7020,6696,6830,68460,37440.0,10400000.0
1999-11-05,6933,7853,6933,7437,244530,40768.0,10400000.0
1999-11-08,7874,8027,7438,7532,200830,41288.0,10400000.0
1999-11-09,7532,7684,7219,7342,99920,40248.0,10400000.0
1999-11-10,7343,7400,6243,7020,83090,38480.0,10400000.0
1999-11-11,6849,7021,6678,6896,107530,37804.0,10400000.0
1999-11-12,6972,6972,6566,6697,105280,36712.0,10400000.0
1999-11-15,6811,7097,6452,6640,407330,36400.0,10400000.0
1999-11-16,6831,6850,6357,6451,98950,35360.0,10400000.0
1999-11-17,6546,6582,6100,6147,98490,33696.0,10400000.0
1999-11-18,6147,6394,5700,6052,68880,33176.0,10400000.0
1999-11-19,6242,6356,5902,6014,69260,32968.0,10400000.0
1999-11-22,5975,6261,5711,6090,72690,33384.0,10400000.0
1999-11-23,6166,6166,5902,6033,41350,33072.0,10400000.0
1999-11-24,5730,5844,5501,5502,76090,30160.0,10400000.0
1999-11-25,5350,5693,5238,5312,61830,29120.0,10400000.0
1999-11-26,5315,5315,4858,5028,44670,27560.0,10400000.0
1999-11-29,4857,5124,4743,4847,35720,26572.0,10400000.0
1999-11-30,4991,5408,4972,5141,53470,28184.0,10400000.0
1999-12-01,5151,5151,4612,4885,63140,26780.0,10400000.0
1999-12-02,4742,5616,4742,5407,146830,29640.0,10400000.0
1999-12-03,6051,6051,5313,5502,110100,30160.0,10400000.0
1999-12-06,5692,5692,5322,5502,114380,30160.0,10400000.0
1999-12-07,4800,5578,4753,4762,81260,26104.0,10400000.0
1999-12-08,4554,5104,4402,4743,44470,26000.0,10400000.0
1999-12-09,4743,4914,4650,4705,41720,25792.0,10400000.0
1999-12-10,4753,5407,4364,5407,112460,29640.0,10400000.0
1999-12-13,5664,5977,5427,5692,125050,31200.0,10400000.0
1999-12-14,5597,5654,5218,5521,93590,30264.0,10400000.0
1999-12-15,5407,5644,5143,5179,69860,28392.0,10400000.0
1999-12-16,5579,5579,4963,5217,48960,28600.0,10400000.0
1999-12-17,4837,5245,4799,4933,73830,27040.0,10400000.0
1999-12-20,4837,5180,4837,4838,28650,26520.0,10400000.0
1999-12-21,4689,4926,4460,4458,90030,24440.0,10400000.0
1999-12-22,4109,4357,3986,4126,45050,22620.0,10400000.0
1999-12-23,4135,4364,4127,4193,40580,22984.0,10400000.0
1999-12-24,4147,4743,4147,4496,73820,24648.0,10400000.0
1999-12-27,4384,4640,4289,4458,32540,24440.0,10400000.0
1999-12-28,4535,4535,4116,4193,30800,22984.0,10400000.0
2000-01-04,4174,4819,3985,4648,69250,25480.0,10400000.0
2000-01-05,4515,4515,4173,4364,46680,23920.0,10400000.0
2000-01-06,4478,4478,4032,4174,79490,22880.0,10400000.0
2000-01-07,4356,4555,4250,4553,70240,24960.0,10400000.0
2000-01-10,4544,4554,4231,4392,53730,24076.0,10400000.0
2000-01-11,4460,4460,4289,4421,42120,24232.0,10400000.0
2000-01-12,4174,4422,4005,4003,129530,21944.0,10400000.0
2000-01-13,4078,4249,3794,3975,37950,21788.0,10400000.0
2000-01-14,3985,4154,3814,3842,36610,21060.0,10400000.0
2000-01-17,3862,3986,3739,3813,30590,20904.0,10400000.0
2000-01-18,3814,3890,3490,3491,34790,19136.0,10400000.0
2000-01-19,3520,3700,3340,3415,63230,18720.0,10400000.0
2000-01-20,3417,3453,3159,3244,39530,17784.0,10400000.0
2000-01-21,3131,3730,3131,3434,44370,18824.0,10400000.0
2000-01-24,3436,3682,3417,3538,23730,19396.0,10400000.0
2000-01-25,3416,3596,3340,3510,27750,19240.0,10400000.0
2000-01-26,3424,3699,3367,3605,54160,19760.0,10400000.0
2000-01-27,3605,4147,3567,4145,68680,22724.0,10400000.0
2000-01-28,3967,4174,3853,3889,54080,21320.0,10400000.0
2000-01-31,3795,4005,3615,3766,53750,20644.0,10400000.0
2000-02-01,3985,4079,3749,3785,32920,20748.0,10400000.0
2000-02-02,3795,3899,3719,3804,34620,20852.0,10400000.0
2000-02-03,3938,3948,3758,3832,50310,21008.0,10400000.0
2000-02-07,3796,3900,3767,3775,41170,20696.0,10400000.0
2000-02-08,3776,3795,3566,3567,47920,19552.0,10400000.0
2000-02-09,3509,3691,3509,3567,24260,19552.0,10400000.0
2000-02-10,3529,3529,3330,3377,12860,18512.0,10400000.0
2000-02-11,3379,3502,2876,3225,60830,17680.0,10400000.0
2000-02-14,2752,3292,2752,2903,52160,15912.0,10400000.0
2000-02-15,2863,3130,2863,3130,49720,17160.0,10400000.0
2000-02-16,2941,3360,2941,3187,26240,17472.0,10400000.0
2000-02-17,3196,3416,2902,3036,19280,16640.0,10400000.0
2000-02-18,3054,3196,2875,2941,16530,16120.0,10400000.0
2000-02-21,2883,2894,2657,2685,40140,14716.0,10400000.0
2000-02-22,2656,2845,2542,2723,17860,14924.0,10400000.0
2000-02-23,2618,3130,2618,3130,44450,17160.0,10400000.0
2000-02-24,2751,3035,2751,2779,24320,15236.0,10400000.0
2000-02-25,2791,3037,2753,2855,26150,15652.0,10400000.0
2000-02-28,2809,3130,2752,3055,64930,16744.0,10400000.0
2000-02-29,3016,3150,2940,2941,22560,16120.0,10400000.0
2000-03-02,2921,3054,2752,2998,94880,16432.0,10400000.0
2000-03-03,3149,3283,2883,3017,48090,16536.0,10400000.0
2000-03-06,2922,3322,2922,3320,139990,18200.0,10400000.0
2000-03-07,3322,3586,3227,3320,147720,18200.0,10400000.0
2000-03-08,3311,3586,3139,3415,116490,18720.0,10400000.0
2000-03-09,3605,3929,3529,3927,223830,21528.0,10400000.0
2000-03-10,4460,4517,4280,4496,345090,24648.0,10400000.0
2000-03-13,4496,5065,3889,4364,334810,23920.0,10400000.0
2000-03-14,4723,4723,4173,4345,127480,23816.0,10400000.0
2000-03-15,4269,4345,3871,3899,79520,21372.0,10400000.0
2000-03-16,3634,4004,3520,3529,71960,19344.0,10400000.0
2000-03-17,3606,4014,3265,3263,227370,17888.0,10400000.0
2000-03-20,3510,3749,3452,3747,189280,20540.0,10400000.0
2000-03-21,3986,4155,3558,3728,246550,20436.0,10400000.0
2000-03-22,3796,3919,3635,3794,83780,20800.0,10400000.0
2000-03-23,3890,3955,3661,3662,105190,20072.0,10400000.0
2000-03-24,3720,3853,3654,3794,88850,20800.0,10400000.0
2000-03-27,3719,3986,3634,3728,65380,20436.0,10400000.0
2000-03-28,3680,3889,3642,3757,39180,20592.0,10400000.0
2000-03-29,3794,3889,3680,3700,82420,20280.0,10400000.0
2000-03-30,3680,3680,3149,3387,159500,18564.0,10400000.0
2000-03-31,3274,3360,3113,3187,82490,17472.0,10400000.0
2000-04-03,3322,3662,3245,3377,160630,18512.0,10400000.0
2000-04-04,3055,3586,2883,3178,84870,17420.0,10400000.0
2000-04-06,2940,3321,2940,3036,35140,16640.0,10400000.0
2000-04-07,3225,3225,3035,3036,91360,16640.0,10400000.0
2000-04-10,3131,3490,3131,3491,191870,19136.0,10400000.0
2000-04-11,3587,3663,3055,3225,164250,17680.0,10400000.0
2000-04-12,3340,3416,3130,3292,51400,18044.0,10400000.0
2000-04-14,3112,3379,3112,3263,74040,17888.0,10400000.0
2000-04-17,3036,3169,2809,2884,75820,15808.0,10400000.0
2000-04-18,3208,3208,2922,2931,40590,16068.0,10400000.0
2000-04-19,2950,3168,2940,3036,111320,16640.0,10400000.0
2000-04-20,2940,3451,2940,3130,91590,17160.0,10400000.0
2000-04-21,2971,3197,2971,3187,53080,17472.0,10400000.0
2000-04-24,3225,3264,2989,3036,64500,16640.0,10400000.0
2000-04-25,3008,3054,2959,3036,32360,16640.0,10400000.0
2000-04-26,3036,3188,2902,2903,71410,15912.0,10400000.0
2000-04-27,2932,3017,2761,2884,43720,15808.0,10400000.0
2000-04-28,2772,2998,2459,2457,86990,13468.0,10400000.0
2000-05-02,2809,2809,2618,2741,73660,15028.0,10400000.0
2000-05-03,2694,2798,2694,2779,20040,15236.0,10400000.0
2000-05-04,2780,2810,2657,2751,64170,15080.0,10400000.0
2000-05-08,2657,2837,2657,2770,44030,15184.0,10400000.0
2000-05-09,2837,3177,2771,2941,132060,16120.0,10400000.0
2000-05-10,2960,2960,2790,2865,58260,15704.0,10400000.0
2000-05-12,2865,2865,2695,2751,30700,15080.0,10400000.0
2000-05-15,2809,2864,2505,2590,54600,14196.0,10400000.0
2000-05-16,2608,2619,2524,2590,46740,14196.0,10400000.0
2000-05-17,2638,2657,2257,2277,292240,12480.0,10400000.0
2000-05-18,2363,2363,2164,2258,155170,12376.0,10400000.0
2000-05-19,2192,2268,2050,2201,104850,12064.0,10400000.0
2000-05-22,2115,2183,1993,2002,47680,10972.0,10400000.0
2000-05-23,1956,2089,1860,1992,61610,10920.0,10400000.0
2000-05-24,1898,2288,1898,2286,191020,12532.0,10400000.0
2000-05-25,2268,2628,2257,2457,226970,13468.0,10400000.0
2000-05-26,2371,2371,2096,2096,129780,11492.0,10400000.0
2000-05-29,1936,2219,1917,2201,91270,12064.0,10400000.0
2000-05-30,2295,2447,2210,2315,104440,12688.0,10400000.0
2000-05-31,2334,2505,2277,2362,180340,12948.0,10400000.0
2000-06-01,2428,2428,2276,2315,63540,12688.0,10400000.0
2000-06-02,2352,2467,2219,2296,122300,12584.0,10400000.0
2000-06-05,2467,2639,2467,2637,109560,14456.0,10400000.0
2000-06-07,3028,3028,3017,3026,133420,16588.0,10400000.0
2000-06-08,3471,3471,3055,3472,586810,19032.0,10400000.0
2000-06-09,3207,3586,2960,3415,293840,18720.0,10400000.0
2000-06-12,3417,3417,3055,3358,165170,18408.0,10400000.0
2000-06-13,3188,3359,2856,2865,172070,15704.0,10400000.0
2000-06-14,3037,3293,2753,2912,297260,15964.0,10400000.0
2000-06-15,3073,3073,2476,2504,70090,13728.0,10400000.0
2000-06-16,2561,2618,2466,2466,75040,13520.0,10400000.0
2000-06-19,2371,2542,2371,2372,26990,13000.0,10400000.0
2000-06-20,2372,2639,2184,2637,82900,14456.0,10400000.0
2000-06-21,2467,2799,2295,2296,179820,12584.0,10400000.0
2000-06-22,2448,2448,2296,2419,52060,13260.0,10400000.0
2000-06-23,2513,2513,2362,2409,47790,13208.0,10400000.0
2000-06-26,2409,2504,2371,2409,31080,13208.0,10400000.0
2000-06-27,2371,2523,2352,2466,105370,13520.0,10400000.0
2000-06-28,2485,2713,2466,2466,133270,13520.0,10400000.0
2000-06-29,2466,2542,2371,2428,45610,13312.0,10400000.0
2000-06-30,2486,2486,2353,2400,36370,13156.0,10400000.0
2000-07-03,2409,2447,2381,2428,47360,13312.0,10400000.0
2000-07-04,2467,2505,2391,2419,80270,13260.0,10400000.0
2000-07-05,2440,2440,2382,2419,97400,13260.0,10400000.0
2000-07-06,2420,2590,2420,2514,115010,13780.0,10400000.0
2000-07-07,2657,2845,2627,2846,213160,15600.0,10400000.0
2000-07-10,2951,3036,2714,2865,191620,15704.0,10400000.0
2000-07-11,2940,3291,2913,2960,413940,16224.0,10400000.0
2000-07-12,3037,3132,2677,2912,114190,15964.0,10400000.0
2000-07-13,2846,2999,2696,2874,131790,15756.0,10400000.0
2000-07-14,2846,3227,2791,2874,188300,15756.0,10400000.0
2000-07-18,2809,2837,2562,2609,87050,14300.0,10400000.0
2000-07-19,2639,2819,2562,2656,74260,14560.0,10400000.0
2000-07-20,2658,2704,2562,2656,88600,14560.0,10400000.0
2000-07-21,2714,2752,2608,2628,29470,14404.0,10400000.0
2000-07-24,2620,2620,2345,2343,130850,12844.0,10400000.0
2000-07-25,2286,2428,2145,2353,70720,12896.0,10400000.0
2000-07-26,2277,2391,2277,2343,43990,12844.0,10400000.0
2000-07-27,2364,2383,2277,2343,41070,12844.0,10400000.0
2000-07-28,2288,2326,2220,2229,55080,12220.0,10400000.0
2000-07-31,2325,2325,2200,2277,21070,12480.0,10400000.0
2000-08-01,2325,2467,2249,2400,37930,13156.0,10400000.0
2000-08-02,2401,2428,2295,2409,25880,13208.0,10400000.0
2000-08-03,2409,2523,2257,2353,45010,12896.0,10400000.0
2000-08-04,2296,2704,2287,2618,133940,14352.0,10400000.0
2000-08-07,2523,2523,2333,2409,48390,13208.0,10400000.0
2000-08-08,2305,2561,2305,2409,45980,13208.0,10400000.0
2000-08-09,2420,2551,2401,2409,26690,13208.0,10400000.0
2000-08-10,2315,2429,2315,2381,64240,13052.0,10400000.0
2000-08-11,2344,2429,2344,2400,37330,13156.0,10400000.0
2000-08-14,2506,2628,2506,2580,63650,14144.0,10400000.0
2000-08-16,2658,2658,2544,2599,65280,14248.0,10400000.0
2000-08-17,2865,2990,2619,2713,439330,14872.0,10400000.0
2000-08-18,2696,2715,2562,2656,135550,14560.0,10400000.0
2000-08-21,2753,2780,2638,2713,123290,14872.0,10400000.0
2000-08-22,2752,2790,2676,2685,104360,14716.0,10400000.0
2000-08-23,2810,2827,2704,2732,97200,14976.0,10400000.0
2000-08-24,2734,2762,2609,2618,95420,14352.0,10400000.0
2000-08-25,2601,2647,2544,2599,83380,14248.0,10400000.0
2000-08-28,2608,2627,2496,2628,106740,14404.0,10400000.0
2000-08-29,2752,3008,2714,2846,555570,15600.0,10400000.0
2000-08-30,3016,3016,2760,2760,182240,15132.0,10400000.0
2000-08-31,2771,2771,2581,2609,146790,14300.0,10400000.0
2000-09-01,2628,2666,2601,2618,76300,14352.0,10400000.0
2000-09-04,2582,2620,2533,2561,62820,14040.0,10400000.0
2000-09-05,2563,2601,2525,2599,35340,14248.0,10400000.0
2000-09-06,2639,2639,2544,2580,50690,14144.0,10400000.0
2000-09-07,2581,2960,2543,2675,173580,14664.0,10400000.0
2000-09-08,2753,2791,2639,2675,102940,14664.0,10400000.0
2000-09-14,2715,2791,2562,2732,128710,14976.0,10400000.0
2000-09-15,2620,2846,2582,2656,273300,14560.0,10400000.0
2000-09-18,2618,2618,2276,2409,130990,13208.0,10400000.0
