S&TC(100840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-07-06,14902,15091,14760,14856,20889,111228.0,7084612.0
2011-07-07,15043,15043,14618,14714,34932,110166.0,7084612.0
2011-07-08,14712,14855,14618,14714,35864,110166.0,7084612.0
2011-07-11,14760,14997,14666,14714,35993,110166.0,7084612.0
2011-07-12,14524,14570,14193,14193,44936,106269.0,7084612.0
2011-07-13,14287,14287,13956,14241,27741,106623.0,7084612.0
2011-07-14,14239,14334,14003,14335,27287,107332.0,7084612.0
2011-07-15,14334,15043,14193,14572,69377,109103.0,7084612.0
2011-07-18,14997,15990,14997,15991,135191,119730.0,7084612.0
2011-07-19,16085,16368,15801,15896,85127,119021.0,7084612.0
2011-07-20,16227,16416,15801,16181,70587,121147.0,7084612.0
2011-07-21,16085,16227,15895,15943,43590,119376.0,7084612.0
2011-07-22,16179,17220,15943,16985,92660,127169.0,7084612.0
2011-07-25,17125,17220,16605,16843,36680,126106.0,7084612.0
2011-07-26,16842,17220,16510,17221,34320,128940.0,7084612.0
2011-07-27,17220,17362,16842,16985,33420,127169.0,7084612.0
2011-07-28,16700,17031,16510,16985,29110,127169.0,7084612.0
2011-07-29,17031,17693,16652,16843,82194,126106.0,7084612.0
2011-08-01,17267,18119,17031,17789,106679,133191.0,7084612.0
2011-08-02,17788,18544,17646,17978,98777,134608.0,7084612.0
2011-08-03,17788,18167,17079,18167,44741,136025.0,7084612.0
2011-08-04,18734,19207,17456,17836,159747,133545.0,7084612.0
2011-08-05,15895,17835,15848,17173,108856,128586.0,7084612.0
2011-08-08,17173,17504,14618,15991,110723,119730.0,7084612.0
2011-08-09,14807,15706,13624,14335,112917,107332.0,7084612.0
2011-08-10,15139,15612,14476,14477,115981,108395.0,7084612.0
2011-08-11,13908,14618,13672,14430,87087,108040.0,7084612.0
2011-08-12,14855,15375,14381,14572,87924,109103.0,7084612.0
2011-08-16,15470,15470,14997,15329,43640,114771.0,7084612.0
2011-08-17,15422,16227,15233,15849,81877,118667.0,7084612.0
2011-08-18,15943,16321,15658,16085,87460,120438.0,7084612.0
2011-08-19,15564,15706,14949,14950,65125,111937.0,7084612.0
2011-08-22,14949,15328,14334,14335,70104,107332.0,7084612.0
2011-08-23,14429,14760,14003,14666,44966,109811.0,7084612.0
2011-08-24,14855,15043,14193,14335,40341,107332.0,7084612.0
2011-08-25,14476,14666,14051,14051,31402,105206.0,7084612.0
2011-08-26,14051,14239,13956,14051,27850,105206.0,7084612.0
2011-08-29,14334,14855,14287,14856,19505,111228.0,7084612.0
2011-08-30,14855,15043,14618,14761,25521,110520.0,7084612.0
2011-08-31,14760,15564,14618,15423,49190,115479.0,7084612.0
2011-09-01,15422,15801,15139,15234,45407,114062.0,7084612.0
2011-09-02,15139,15470,14855,15093,25920,113000.0,7084612.0
2011-09-05,14760,14949,14287,14524,18163,108749.0,7084612.0
2011-09-06,14287,14381,13719,14004,37004,104852.0,7084612.0
2011-09-07,14476,14570,13908,14099,83031,105561.0,7084612.0
2011-09-08,14381,14381,13956,14051,33848,105206.0,7084612.0
2011-09-09,14003,14193,13956,14099,15370,105561.0,7084612.0
2011-09-14,13908,14145,13482,13909,28141,104144.0,7084612.0
2011-09-15,14193,14193,13814,14099,27520,105561.0,7084612.0
2011-09-16,14334,14334,14003,14288,21581,106978.0,7084612.0
2011-09-19,14145,14381,13908,14051,22361,105206.0,7084612.0
2011-09-20,13719,14097,13719,14051,19220,105206.0,7084612.0
2011-09-21,14097,14381,13814,14051,19557,105206.0,7084612.0
2011-09-22,13814,14051,13719,13862,13560,103790.0,7084612.0
2011-09-23,13672,13672,12820,12821,37733,95996.0,7084612.0
2011-09-26,13199,13199,11353,11686,32722,87495.0,7084612.0
2011-09-27,11921,12394,11732,11922,25001,89266.0,7084612.0
2011-09-28,12157,12962,11590,11828,26945,88558.0,7084612.0
2011-09-29,11684,12253,11684,12207,19336,91391.0,7084612.0
2011-09-30,12300,12773,12111,12490,42755,93517.0,7084612.0
2011-10-04,11969,12584,11590,12584,50165,94225.0,7084612.0
2011-10-05,12347,12678,11969,12017,17827,89975.0,7084612.0
2011-10-06,12300,12820,12111,12726,26403,95288.0,7084612.0
2011-10-07,12962,13672,12962,13436,61381,100601.0,7084612.0
2011-10-10,13672,14097,13624,14051,24879,105206.0,7084612.0
2011-10-11,14193,14476,13908,13909,45353,104144.0,7084612.0
2011-10-12,14239,14334,13908,14193,24142,106269.0,7084612.0
2011-10-13,14193,14429,14193,14241,24520,106623.0,7084612.0
2011-10-14,14003,14193,13861,14193,15635,106269.0,7084612.0
2011-10-17,14239,14381,14097,14288,20743,106978.0,7084612.0
2011-10-18,13908,14097,13814,13909,25633,104144.0,7084612.0
2011-10-19,13956,14239,13766,13957,18986,104498.0,7084612.0
2011-10-20,13908,14051,13482,13484,19425,100956.0,7084612.0
2011-10-21,13814,14051,13624,13909,18446,104144.0,7084612.0
2011-10-24,14381,14760,13861,14714,60270,110166.0,7084612.0
2011-10-25,14855,15754,14666,15612,105538,116896.0,7084612.0
2011-10-26,15564,15754,15375,15707,30010,117605.0,7084612.0
2011-10-27,15801,15848,15470,15566,36724,116542.0,7084612.0
2011-10-28,15658,15801,15328,15470,19174,115833.0,7084612.0
2011-10-31,15470,15706,14997,14997,19693,112291.0,7084612.0
2011-11-01,14855,15564,14476,15470,30423,115833.0,7084612.0
2011-11-02,14807,15517,14807,15470,40565,115833.0,7084612.0
2011-11-03,15328,15658,15139,15281,17775,114416.0,7084612.0
2011-11-04,15706,15706,15139,15376,30178,115125.0,7084612.0
2011-11-07,15658,15754,15091,15566,34252,116542.0,7084612.0
2011-11-08,15801,17031,15612,16370,139514,122564.0,7084612.0
2011-11-09,16842,17031,16179,16370,41570,122564.0,7084612.0
2011-11-10,15848,16321,15564,16227,48920,121501.0,7084612.0
2011-11-11,16416,16558,16037,16039,41300,120084.0,7084612.0
2011-11-14,16463,17079,16274,16654,48340,124689.0,7084612.0
2011-11-15,16463,16747,16179,16558,17980,123981.0,7084612.0
2011-11-16,16510,17220,16510,16748,53262,125398.0,7084612.0
2011-11-17,16747,17410,16510,17173,27527,128586.0,7084612.0
2011-11-18,16842,17315,16842,17031,12763,127523.0,7084612.0
2011-11-21,17031,17315,16936,17268,17150,129294.0,7084612.0
2011-11-22,17220,17267,16983,16985,10684,127169.0,7084612.0
2011-11-23,17079,17220,16652,17031,34631,127523.0,7084612.0
2011-11-24,17031,17220,16889,16937,5680,126815.0,7084612.0
2011-11-25,16794,17220,16368,17127,18521,128231.0,7084612.0
2011-11-28,17315,17410,16652,16795,15367,125752.0,7084612.0
2011-11-29,16983,17362,16652,17127,24449,128231.0,7084612.0
2011-11-30,16936,17362,16936,17127,7590,128231.0,7084612.0
2011-12-01,17410,17410,16842,17173,43180,128586.0,7084612.0
2011-12-02,16983,17173,16652,16654,21400,124689.0,7084612.0
2011-12-05,16747,16747,16085,16085,39047,120438.0,7084612.0
2011-12-06,16085,16368,15895,16085,15583,120438.0,7084612.0
2011-12-07,15990,16179,15754,15991,15641,119730.0,7084612.0
2011-12-08,15895,16321,15895,15896,11540,119021.0,7084612.0
2011-12-09,15801,16179,15612,16181,12191,121147.0,7084612.0
2011-12-12,16179,16794,16179,16700,13629,125043.0,7084612.0
2011-12-13,16747,17079,16321,17031,28840,127523.0,7084612.0
2011-12-14,17031,17315,16747,17221,32790,128940.0,7084612.0
2011-12-15,17220,17504,17031,17410,33676,130357.0,7084612.0
2011-12-16,17598,17598,16842,17410,10903,130357.0,7084612.0
2011-12-19,17410,17410,15990,16748,24329,125398.0,7084612.0
2011-12-20,16321,16652,16274,16275,14293,121855.0,7084612.0
2011-12-21,16510,16700,16227,16417,14560,122918.0,7084612.0
2011-12-22,16463,16463,16085,16417,11121,122918.0,7084612.0
2011-12-23,16368,16605,16179,16464,9430,123272.0,7084612.0
2011-12-26,16416,16463,15848,16227,21586,121501.0,7084612.0
2011-12-27,15895,16274,15754,16039,10731,120084.0,7084612.0
2011-12-28,15895,16558,15801,16558,8140,123981.0,7084612.0
2011-12-29,16463,16652,16274,16654,11950,124689.0,7084612.0
2012-01-02,16652,16747,16368,16558,1895,123981.0,7084612.0
2012-01-03,16416,16747,16274,16370,8051,122564.0,7084612.0
2012-01-04,16227,16321,16085,16275,8220,121855.0,7084612.0
2012-01-05,16321,16368,15943,16181,15470,121147.0,7084612.0
2012-01-06,15943,16085,15754,15943,14740,119376.0,7084612.0
2012-01-09,15706,15801,15422,15660,10100,117250.0,7084612.0
2012-01-10,15517,15943,15517,15802,9011,118313.0,7084612.0
2012-01-11,15801,15848,15139,15329,34960,114771.0,7084612.0
2012-01-12,15281,15422,14949,14950,22060,111937.0,7084612.0
2012-01-13,14902,15281,14902,15045,17172,112645.0,7084612.0
2012-01-16,14855,15043,14618,14761,11544,110520.0,7084612.0
2012-01-17,14902,14949,14712,14903,9224,111583.0,7084612.0
2012-01-18,15043,15328,14760,15093,10586,113000.0,7084612.0
2012-01-19,15091,15281,14902,15139,11623,113354.0,7084612.0
2012-01-20,15043,15185,14902,15139,12890,113354.0,7084612.0
2012-01-25,15139,15517,15139,15376,6987,115125.0,7084612.0
2012-01-26,15375,16085,15375,15943,27501,119376.0,7084612.0
2012-01-27,15943,16085,15706,15991,11781,119730.0,7084612.0
2012-01-30,16085,16747,15895,16748,31041,125398.0,7084612.0
2012-01-31,16558,16889,16368,16890,28750,126460.0,7084612.0
2012-02-01,17031,17031,16179,16606,26821,124335.0,7084612.0
2012-02-02,16605,17031,16463,17031,36370,127523.0,7084612.0
2012-02-03,16936,17977,16747,17647,60220,132128.0,7084612.0
2012-02-06,17646,18450,17646,17978,53540,134608.0,7084612.0
2012-02-07,17977,18403,17410,17931,28481,134253.0,7084612.0
2012-02-08,17693,18687,17693,18640,73321,139567.0,7084612.0
2012-02-09,18781,19491,18498,19255,96631,144172.0,7084612.0
2012-02-10,19207,20201,19065,20202,799815,151256.0,7084612.0
2012-02-13,20201,20957,20201,20438,86400,153028.0,7084612.0
2012-02-14,20342,21053,20342,20817,66862,155861.0,7084612.0
2012-02-15,20815,21099,20438,21053,46750,157633.0,7084612.0
2012-02-16,20768,21289,20532,20532,54790,153736.0,7084612.0
2012-02-17,20532,20863,20153,20344,59900,152319.0,7084612.0
2012-02-20,20342,20721,20248,20344,26300,152319.0,7084612.0
2012-02-21,20342,20721,19775,20202,33837,151256.0,7084612.0
2012-02-22,20059,20815,20059,20769,30678,155507.0,7084612.0
2012-02-23,20815,22614,20532,22330,118232,167197.0,7084612.0
2012-02-24,22235,22708,21809,22709,30690,170031.0,7084612.0
2012-02-27,22330,22614,22140,22426,27021,167905.0,7084612.0
2012-02-28,22282,22424,21667,21668,23886,162238.0,7084612.0
2012-02-29,21857,22803,21857,22567,74960,168968.0,7084612.0
2012-03-02,22897,23039,22519,22803,34933,170739.0,7084612.0
2012-03-05,22803,23134,22282,22426,21640,167905.0,7084612.0
2012-03-06,21999,22093,20342,20532,162870,153736.0,7084612.0
2012-03-07,20153,20342,19586,19681,99906,147360.0,7084612.0
2012-03-08,19869,21478,19775,21101,98980,157987.0,7084612.0
2012-03-09,21289,21289,20248,20769,45027,155507.0,7084612.0
2012-03-12,20532,21242,19965,20722,29028,155153.0,7084612.0
2012-03-13,20768,20768,20248,20344,19840,152319.0,7084612.0
2012-03-14,20342,20911,20342,20769,17730,155507.0,7084612.0
2012-03-15,20438,20957,20059,20249,20802,151611.0,7084612.0
2012-03-16,20059,20579,19254,20155,58294,150902.0,7084612.0
2012-03-19,20153,21289,19775,20675,65870,154799.0,7084612.0
2012-03-20,21005,21005,20342,20628,18859,154445.0,7084612.0
2012-03-21,20721,20721,19680,20155,51931,150902.0,7084612.0
2012-03-22,20106,20106,19207,19681,46421,147360.0,7084612.0
2012-03-23,19680,20342,19017,20249,33939,151611.0,7084612.0
2012-03-26,20295,20295,19349,19350,17404,144880.0,7084612.0
2012-03-27,19207,19586,18876,19113,34908,143109.0,7084612.0
2012-03-28,19113,19775,18876,18877,15718,141338.0,7084612.0
2012-03-29,18876,19113,18261,18593,25915,139213.0,7084612.0
2012-03-30,18876,18876,18167,18640,25333,139567.0,7084612.0
2012-04-02,18876,19491,18687,19113,16814,143109.0,7084612.0
2012-04-03,18876,19254,17977,18167,50792,136025.0,7084612.0
2012-04-04,17977,18308,17646,18073,16759,135316.0,7084612.0
2012-04-05,18119,18356,17552,18309,15050,137087.0,7084612.0
2012-04-06,18261,18687,17929,18688,4560,139921.0,7084612.0
2012-04-09,18498,18923,18213,18640,14140,139567.0,7084612.0
2012-04-10,18308,18356,17125,17694,37282,132482.0,7084612.0
2012-04-12,17693,18119,17315,17458,20260,130711.0,7084612.0
2012-04-13,17740,18025,17410,17600,25642,131774.0,7084612.0
2012-04-16,17552,17646,17267,17552,9068,131420.0,7084612.0
2012-04-17,17315,17552,17031,17410,15860,130357.0,7084612.0
2012-04-18,17504,18261,17410,18025,27111,134962.0,7084612.0
2012-04-19,18025,18308,17883,18309,22700,137087.0,7084612.0
2012-04-20,18071,18167,17456,17789,24059,133191.0,7084612.0
2012-04-23,17598,17693,17267,17647,17671,132128.0,7084612.0
2012-04-24,17504,17740,17267,17742,12271,132836.0,7084612.0
2012-04-25,17929,17929,17173,17600,13390,131774.0,7084612.0
2012-04-26,17598,18167,16416,17505,33117,131065.0,7084612.0
2012-04-27,17267,17977,16842,17978,39280,134608.0,7084612.0
2012-04-30,17929,17929,16983,17410,54660,130357.0,7084612.0
2012-05-02,17362,17646,16936,17505,25272,131065.0,7084612.0
2012-05-03,17504,18403,17220,18309,14416,137087.0,7084612.0
2012-05-04,18261,18544,18071,18546,7721,138858.0,7084612.0
2012-05-07,18025,18261,18025,18215,4180,136379.0,7084612.0
2012-05-08,18403,18450,17646,18167,11621,136025.0,7084612.0
2012-05-09,18119,18167,17598,17600,7751,131774.0,7084612.0
2012-05-10,17456,17552,16747,17173,48320,128586.0,7084612.0
2012-05-11,17079,17173,15990,16039,63750,120084.0,7084612.0
2012-05-14,15895,16747,15706,16370,42560,122564.0,7084612.0
2012-05-15,16416,16936,16227,16795,21645,125752.0,7084612.0
2012-05-16,16794,16936,16085,16558,19610,123981.0,7084612.0
2012-05-17,16558,17598,16227,16843,24501,126106.0,7084612.0
2012-05-18,16605,17079,16179,16464,17940,123272.0,7084612.0
2012-05-21,16368,16842,15801,16654,25460,124689.0,7084612.0
2012-05-22,16558,17220,16558,17221,8100,128940.0,7084612.0
2012-05-23,17220,17315,16936,17316,7100,129648.0,7084612.0
2012-05-24,17410,17410,17031,17079,870,127877.0,7084612.0
2012-05-25,17315,18498,17315,18309,69551,137087.0,7084612.0
2012-05-29,18403,19065,18167,18925,42460,141692.0,7084612.0
2012-05-30,18923,19302,18544,18640,18513,139567.0,7084612.0
2012-05-31,18450,18923,18356,18640,19128,139567.0,7084612.0
2012-06-01,18640,18876,18450,18735,7511,140275.0,7084612.0
2012-06-04,18261,18261,17504,17931,18171,134253.0,7084612.0
2012-06-05,18356,18356,17929,18309,21162,137087.0,7084612.0
2012-06-07,18544,19586,18450,19303,75442,144526.0,7084612.0
2012-06-08,19302,19396,18544,18971,19407,142046.0,7084612.0
2012-06-11,18876,19302,18640,18688,11141,139921.0,7084612.0
2012-06-12,18640,19160,18356,19113,8754,143109.0,7084612.0
2012-06-13,19444,19444,18687,18688,4503,139921.0,7084612.0
2012-06-14,18687,18923,18544,18735,9020,140275.0,7084612.0
2012-06-15,19017,19254,18687,19019,7411,142401.0,7084612.0
2012-06-18,18971,19396,18923,19303,35675,144526.0,7084612.0
2012-06-19,19017,19207,18781,18782,15130,140630.0,7084612.0
2012-06-20,19065,19065,18450,18735,18551,140275.0,7084612.0
2012-06-21,18734,19017,18640,18877,8691,141338.0,7084612.0
2012-06-22,18829,18876,18403,18830,7241,140984.0,7084612.0
2012-06-25,18923,19113,17929,18925,31291,141692.0,7084612.0
2012-06-26,19207,19207,17977,18546,65851,138858.0,7084612.0
2012-06-27,18687,18687,17835,17883,49664,133899.0,7084612.0
2012-06-28,17788,17883,17504,17883,15510,133899.0,7084612.0
2012-06-29,17598,17977,17504,17978,11859,134608.0,7084612.0
2012-07-02,17977,18213,17835,17931,17780,134253.0,7084612.0
2012-07-03,18071,18167,17929,17978,8790,134608.0,7084612.0
2012-07-04,17977,18261,17835,18120,15290,135670.0,7084612.0
2012-07-05,18213,18213,17929,18073,4480,135316.0,7084612.0
2012-07-06,18213,18213,17598,17789,13226,133191.0,7084612.0
2012-07-09,17598,17883,17362,17410,7400,130357.0,7084612.0
2012-07-10,17788,17788,17267,17458,9261,130711.0,7084612.0
2012-07-11,17410,17410,16889,16937,19294,126815.0,7084612.0
2012-07-12,16936,17220,16747,17031,11191,127523.0,7084612.0
2012-07-13,17031,17598,16652,17458,14151,130711.0,7084612.0
2012-07-16,17315,17552,17173,17410,1681,130357.0,7084612.0
2012-07-17,17315,17456,17220,17221,18837,128940.0,7084612.0
2012-07-18,17410,17456,17031,17173,3490,128586.0,7084612.0
2012-07-19,17267,17362,16652,17173,14941,128586.0,7084612.0
2012-07-20,17031,17315,17031,17221,5521,128940.0,7084612.0
2012-07-23,17315,17315,16700,16748,8531,125398.0,7084612.0
2012-07-24,16700,17079,16085,16890,18810,126460.0,7084612.0
2012-07-25,16605,16605,16179,16227,8140,121501.0,7084612.0
2012-07-26,16274,16510,16132,16370,5101,122564.0,7084612.0
2012-07-27,16510,16652,16274,16606,14452,124335.0,7084612.0
2012-07-30,16794,16889,16368,16606,4880,124335.0,7084612.0
2012-07-31,16794,17125,16700,16937,21281,126815.0,7084612.0
2012-08-01,16889,16983,16605,16606,5440,124335.0,7084612.0
2012-08-02,16889,16889,16463,16654,3411,124689.0,7084612.0
2012-08-03,16700,17220,16558,17221,21685,128940.0,7084612.0
2012-08-06,17410,17693,17079,17221,18050,128940.0,7084612.0
2012-08-07,17220,17740,17125,17694,25609,132482.0,7084612.0
2012-08-08,17788,17788,17220,17552,19660,131420.0,7084612.0
2012-08-09,17552,17693,16416,17031,329539,127523.0,7084612.0
2012-08-10,16936,17079,16558,16700,46810,125043.0,7084612.0
2012-08-13,16747,16842,16605,16795,18310,125752.0,7084612.0
2012-08-14,16605,16936,16274,16275,53360,121855.0,7084612.0
2012-08-16,16037,16558,15990,16417,35503,122918.0,7084612.0
2012-08-17,16368,16842,16321,16748,22617,125398.0,7084612.0
2012-08-20,16842,17220,16794,17031,26549,127523.0,7084612.0
2012-08-21,17173,17173,16652,17031,17901,127523.0,7084612.0
2012-08-22,17031,17079,16842,17031,20191,127523.0,7084612.0
2012-08-23,17031,17362,16889,17031,33976,127523.0,7084612.0
2012-08-24,17031,17552,16936,17505,29650,131065.0,7084612.0
2012-08-27,17504,17740,17456,17505,17560,131065.0,7084612.0
2012-08-28,17504,18213,17267,18025,35140,134962.0,7084612.0
2012-08-29,18261,18261,17977,18167,13761,136025.0,7084612.0
2012-08-30,18213,18261,17977,18167,14390,136025.0,7084612.0
2012-08-31,17929,18876,17788,18735,38299,140275.0,7084612.0
2012-09-03,18544,19491,18544,19398,42871,145235.0,7084612.0
2012-09-04,19396,19586,19017,19303,21986,144526.0,7084612.0
2012-09-05,19586,19586,18687,18877,29609,141338.0,7084612.0
2012-09-06,18923,19160,18592,18782,22196,140630.0,7084612.0
2012-09-07,19065,19396,18781,19255,28259,144172.0,7084612.0
2012-09-10,19254,19491,18923,19161,8643,143463.0,7084612.0
2012-09-11,19160,19160,18498,18498,20530,138504.0,7084612.0
2012-09-12,18544,19491,18403,19492,44222,145943.0,7084612.0
2012-09-13,19586,20059,19254,20013,83053,149840.0,7084612.0
2012-09-14,20342,20342,19113,19776,34380,148068.0,7084612.0
2012-09-17,19633,19965,19396,19681,14110,147360.0,7084612.0
2012-09-18,19680,19822,19113,19208,21479,143818.0,7084612.0
2012-09-19,19160,20342,19065,20202,56960,151256.0,7084612.0
2012-09-20,20011,20295,19869,20296,12704,151965.0,7084612.0
2012-09-21,20390,20390,19822,20059,15971,150194.0,7084612.0
2012-09-24,19869,20059,19633,19634,14790,147006.0,7084612.0
2012-09-25,19965,19965,18923,19303,22654,144526.0,7084612.0
2012-09-26,18923,19869,18876,19398,18278,145235.0,7084612.0
2012-09-27,19207,19444,18592,18735,25714,140275.0,7084612.0
2012-09-28,18923,19017,18544,18546,16559,138858.0,7084612.0
2012-10-02,18687,18734,17977,18167,19640,136025.0,7084612.0
2012-10-04,18213,18592,18213,18498,8043,138504.0,7084612.0
2012-10-05,18592,18592,18261,18404,6780,137796.0,7084612.0
2012-10-08,18544,18544,18119,18167,7723,136025.0,7084612.0
2012-10-09,17835,18308,17835,18120,12049,135670.0,7084612.0
2012-10-10,18025,18308,17740,17742,12471,132836.0,7084612.0
2012-10-11,17929,18356,17646,18120,14971,135670.0,7084612.0
2012-10-12,18356,18403,17929,18262,13899,136733.0,7084612.0
2012-10-15,18261,18498,17552,17552,13678,131420.0,7084612.0
2012-10-16,17646,18261,17598,18167,10162,136025.0,7084612.0
2012-10-17,18261,18498,18025,18309,8214,137087.0,7084612.0
2012-10-18,18308,18450,18071,18356,11030,137441.0,7084612.0
2012-10-19,18167,18403,18071,18120,4420,135670.0,7084612.0
2012-10-22,17977,18119,17456,17600,18755,131774.0,7084612.0
2012-10-23,17410,17598,16368,16512,75051,123626.0,7084612.0
2012-10-24,16416,16794,16227,16795,18085,125752.0,7084612.0
2012-10-25,16747,16936,16085,16085,37350,120438.0,7084612.0
2012-10-26,16085,16227,15517,15707,28278,117605.0,7084612.0
2012-10-29,15612,15754,14949,15045,37000,112645.0,7084612.0
2012-10-30,15043,15517,14997,15234,17240,114062.0,7084612.0
2012-10-31,15233,15233,14570,14714,43620,110166.0,7084612.0
2012-11-01,14712,14712,13577,13815,80829,103435.0,7084612.0
2012-11-02,13814,14145,13719,13720,21125,102727.0,7084612.0
2012-11-05,13578,13672,13388,13531,22687,101310.0,7084612.0
2012-11-06,13578,13861,13482,13626,14603,102018.0,7084612.0
2012-11-07,13766,14051,13766,14051,16603,105206.0,7084612.0
2012-11-08,14003,14193,13814,14193,25318,106269.0,7084612.0
2012-11-09,14003,14429,13956,14193,15080,106269.0,7084612.0
2012-11-12,14145,14381,13624,14004,21330,104852.0,7084612.0
2012-11-13,13908,14051,13766,13909,9400,104144.0,7084612.0
2012-11-14,13908,14381,13814,14288,23360,106978.0,7084612.0
2012-11-15,13814,15375,13814,15281,66037,114416.0,7084612.0
2012-11-16,15043,16558,14855,16322,31210,122210.0,7084612.0
2012-11-19,16747,16747,15612,16085,58094,120438.0,7084612.0
2012-11-20,15848,16132,15848,16085,21554,120438.0,7084612.0
2012-11-21,16085,16274,15990,16085,9762,120438.0,7084612.0
2012-11-22,15990,16179,15564,16085,11294,120438.0,7084612.0
2012-11-23,15895,16605,15895,16464,34950,123272.0,7084612.0
2012-11-26,16227,16652,15895,16085,7810,120438.0,7084612.0
2012-11-27,15848,16274,15564,16085,22020,120438.0,7084612.0
2012-11-28,16037,16368,15848,16370,3870,122564.0,7084612.0
2012-11-29,16463,16558,16179,16370,9462,122564.0,7084612.0
2012-11-30,16368,16605,16179,16275,3381,121855.0,7084612.0
2012-12-03,16179,16558,15990,16085,3971,120438.0,7084612.0
2012-12-04,15990,16037,15612,15660,12650,117250.0,7084612.0
2012-12-05,15658,15895,15422,15802,19410,118313.0,7084612.0
2012-12-06,15658,15990,15658,15896,18441,119021.0,7084612.0
2012-12-07,15895,15990,15612,15660,8085,117250.0,7084612.0
2012-12-10,15517,15895,15517,15612,15808,116896.0,7084612.0
2012-12-11,15517,16085,15470,16039,37201,120084.0,7084612.0
2012-12-12,16037,16274,15754,16039,23989,120084.0,7084612.0
2012-12-13,16179,16179,15895,16039,3390,120084.0,7084612.0
2012-12-14,15943,16085,15895,15991,2202,119730.0,7084612.0
2012-12-17,15801,16085,15754,15991,11159,119730.0,7084612.0
2012-12-18,15848,16368,15848,16227,26824,121501.0,7084612.0
2012-12-20,16085,16368,16085,16322,23751,122210.0,7084612.0
2012-12-21,16227,16510,16179,16370,2970,122564.0,7084612.0
2012-12-24,16227,16227,15754,16039,10570,120084.0,7084612.0
2012-12-26,15848,16085,15706,15754,11869,117959.0,7084612.0
2012-12-27,15801,15848,15422,15849,6831,118667.0,7084612.0
2012-12-28,15658,15943,15517,15518,9866,116188.0,7084612.0
2013-01-02,15754,15943,15564,15896,6670,119021.0,7084612.0
2013-01-03,16037,16227,15658,16085,9275,120438.0,7084612.0
2013-01-04,16132,16605,16085,16085,10370,120438.0,7084612.0
2013-01-07,16368,16510,16132,16370,8780,122564.0,7084612.0
2013-01-08,16368,16463,16274,16275,2021,121855.0,7084612.0
2013-01-09,16274,16652,16179,16558,32061,123981.0,7084612.0
2013-01-10,16700,16700,16368,16558,2650,123981.0,7084612.0
2013-01-11,16652,16747,16132,16322,7440,122210.0,7084612.0
2013-01-14,16321,16463,16085,16370,7547,122564.0,7084612.0
2013-01-15,16227,16416,15990,16039,4580,120084.0,7084612.0
2013-01-16,15990,16037,15517,15612,17931,116896.0,7084612.0
2013-01-17,15612,16037,15612,15991,8910,119730.0,7084612.0
2013-01-18,15943,15943,15564,15612,14840,116896.0,7084612.0
2013-01-21,15612,15801,15233,15234,14344,114062.0,7084612.0
2013-01-22,15328,16274,15281,16275,21008,121855.0,7084612.0
2013-01-23,16274,16274,15943,15991,8230,119730.0,7084612.0
2013-01-24,15990,16085,15754,15754,6320,117959.0,7084612.0
2013-01-25,15754,16037,15375,15802,7610,118313.0,7084612.0
2013-01-28,15895,15895,15422,15518,11720,116188.0,7084612.0
2013-01-29,15517,15895,15422,15754,10311,117959.0,7084612.0
2013-01-30,15612,16085,15612,16085,9089,120438.0,7084612.0
2013-01-31,15943,16132,15895,16133,5237,120793.0,7084612.0
2013-02-01,16037,16085,15754,15896,7290,119021.0,7084612.0
2013-02-04,15895,15943,15801,15802,1279,118313.0,7084612.0
2013-02-05,15706,15706,15281,15376,9402,115125.0,7084612.0
2013-02-06,15375,15517,15281,15281,5258,114416.0,7084612.0
2013-02-07,15470,15612,15091,15612,11768,116896.0,7084612.0
2013-02-08,15612,15895,15091,15329,33762,114771.0,7084612.0
2013-02-12,15375,15517,15139,15139,14210,113354.0,7084612.0
2013-02-13,15185,15328,15139,15234,10435,114062.0,7084612.0
2013-02-14,15185,15422,15185,15329,10442,114771.0,7084612.0
2013-02-15,15281,15470,15233,15329,7208,114771.0,7084612.0
2013-02-18,15422,15612,15185,15423,8760,115479.0,7084612.0
2013-02-19,15422,15564,15233,15518,6960,116188.0,7084612.0
2013-02-20,15422,15564,15328,15470,7290,115833.0,7084612.0
2013-02-21,15328,15517,15233,15470,9030,115833.0,7084612.0
2013-02-22,15328,15470,15185,15329,21031,114771.0,7084612.0
2013-02-25,15375,15375,15091,15234,21593,114062.0,7084612.0
2013-02-26,15091,15233,14902,14903,20302,111583.0,7084612.0
2013-02-27,14902,15139,14902,15045,12560,112645.0,7084612.0
2013-02-28,14997,15091,14902,14997,12642,112291.0,7084612.0
2013-03-04,14949,15043,14902,14997,8421,112291.0,7084612.0
2013-03-05,14997,15091,14902,14903,15549,111583.0,7084612.0
2013-03-06,14997,15091,14855,15093,16942,113000.0,7084612.0
2013-03-07,15091,15233,14855,14950,10622,111937.0,7084612.0
2013-03-08,14949,15091,14902,15045,5970,112645.0,7084612.0
2013-03-11,15043,15470,14807,15470,28151,115833.0,7084612.0
2013-03-12,15422,15470,15233,15329,9489,114771.0,7084612.0
2013-03-13,15375,15422,15091,15281,11740,114416.0,7084612.0
2013-03-14,15328,15422,15185,15329,11140,114771.0,7084612.0
2013-03-15,15328,15754,15139,15612,22660,116896.0,7084612.0
2013-03-18,15564,15706,15281,15329,9310,114771.0,7084612.0
