하나투어(039130),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-06-13,48000,48750,46600,48200,35575,559900.0,11616185.0
2011-06-14,48250,48850,48200,48750,45518,566289.0,11616185.0
2011-06-15,51000,52100,49800,49800,197979,578486.0,11616185.0
2011-06-16,49900,50400,49550,49800,62202,578486.0,11616185.0
2011-06-17,49900,50500,49800,50000,65477,580809.0,11616185.0
2011-06-20,50200,50500,49800,49900,39118,579648.0,11616185.0
2011-06-21,50400,50500,48400,49250,28649,572097.0,11616185.0
2011-06-22,49500,49600,48200,48300,47692,561062.0,11616185.0
2011-06-23,47950,48500,47600,48500,27862,563385.0,11616185.0
2011-06-24,49000,49400,48700,49100,30276,570355.0,11616185.0
2011-06-27,49250,49250,48500,48500,16074,563385.0,11616185.0
2011-06-28,48800,49250,48300,48300,37794,561062.0,11616185.0
2011-06-29,48350,49450,48100,49200,41442,571516.0,11616185.0
2011-06-30,49800,49900,48300,48600,78148,564547.0,11616185.0
2011-07-01,49000,49150,48700,48850,40147,567451.0,11616185.0
2011-07-04,49750,49750,49000,49400,38651,573840.0,11616185.0
2011-07-05,49800,49800,48800,49450,30478,574420.0,11616185.0
2011-07-06,49250,49650,48800,49200,48312,571516.0,11616185.0
2011-07-07,49400,49600,48100,48600,67128,564547.0,11616185.0
2011-07-08,48750,48800,47550,48050,77157,558158.0,11616185.0
2011-07-11,48050,49000,47350,48850,49217,567451.0,11616185.0
2011-07-12,48300,49200,48300,49000,43010,569193.0,11616185.0
2011-07-13,49050,49050,46350,46850,87468,544218.0,11616185.0
2011-07-14,46550,47250,46200,47050,45392,546542.0,11616185.0
2011-07-15,47350,48150,46550,48050,36762,558158.0,11616185.0
2011-07-18,48200,48250,47300,47450,37529,551188.0,11616185.0
2011-07-19,47100,47700,47000,47150,28750,547703.0,11616185.0
2011-07-20,47800,49250,47600,48800,85418,566870.0,11616185.0
2011-07-21,49250,49500,48550,48600,26083,564547.0,11616185.0
2011-07-22,48700,49500,48700,49400,53139,573840.0,11616185.0
2011-07-25,49400,50000,48950,50000,73609,580809.0,11616185.0
2011-07-26,50000,50000,49250,49400,38310,573840.0,11616185.0
2011-07-27,49000,49850,49000,49000,35889,569193.0,11616185.0
2011-07-28,48000,50000,48000,49950,65680,580228.0,11616185.0
2011-07-29,50000,50800,49000,49000,93713,569193.0,11616185.0
2011-08-01,49050,50700,49050,50500,102542,586617.0,11616185.0
2011-08-02,51000,56600,50700,56300,841107,653991.0,11616185.0
2011-08-03,55500,57800,54700,55200,394905,641213.0,11616185.0
2011-08-04,55300,57400,54100,54700,341376,635405.0,11616185.0
2011-08-05,52000,55500,51500,54600,246027,634244.0,11616185.0
2011-08-08,53600,56400,46500,49500,483429,575001.0,11616185.0
2011-08-09,49300,49300,44600,48000,201943,557577.0,11616185.0
2011-08-10,50200,51500,48900,50700,151580,588941.0,11616185.0
2011-08-11,47100,53700,47100,53700,148832,623789.0,11616185.0
2011-08-12,53500,54200,52000,52000,153636,604042.0,11616185.0
2011-08-16,53800,54700,51700,52200,153811,606365.0,11616185.0
2011-08-17,51900,54900,50800,54800,155660,636567.0,11616185.0
2011-08-18,56200,59100,55700,58100,423309,674900.0,11616185.0
2011-08-19,56700,57500,54700,55800,155400,648183.0,11616185.0
2011-08-22,55800,56500,50700,50700,115260,588941.0,11616185.0
2011-08-23,51800,54500,49000,53700,134750,623789.0,11616185.0
2011-08-24,54000,54600,52000,53500,76203,621466.0,11616185.0
2011-08-25,53600,54200,49850,50500,140865,586617.0,11616185.0
2011-08-26,50000,50400,48000,50000,117875,580809.0,11616185.0
2011-08-29,50400,52000,49500,52000,80547,604042.0,11616185.0
2011-08-30,52000,52500,50500,50600,100208,587779.0,11616185.0
2011-08-31,50400,51900,49600,51700,122406,600557.0,11616185.0
2011-09-01,52000,52500,50200,51500,153397,598234.0,11616185.0
2011-09-02,51000,51100,48600,50400,176996,585456.0,11616185.0
2011-09-05,49200,49250,46650,46650,133303,541895.0,11616185.0
2011-09-06,45300,47300,44900,44900,90119,521567.0,11616185.0
2011-09-07,45650,48700,45600,48250,89193,560481.0,11616185.0
2011-09-08,48750,49850,46700,48650,75234,565127.0,11616185.0
2011-09-09,48500,49000,47200,48700,54628,565708.0,11616185.0
2011-09-14,49100,49100,46650,46650,30468,541895.0,11616185.0
2011-09-15,47550,47800,43300,43900,131491,509951.0,11616185.0
2011-09-16,45400,45400,42150,42800,308627,497173.0,11616185.0
2011-09-19,42950,43300,41000,41000,100651,476264.0,11616185.0
2011-09-20,40500,41950,39800,40000,192551,464647.0,11616185.0
2011-09-21,41000,42700,40750,42500,311300,493688.0,11616185.0
2011-09-22,41950,42200,40000,41500,133111,482072.0,11616185.0
2011-09-23,39700,40000,38150,38250,160646,444319.0,11616185.0
2011-09-26,38150,38800,33000,33000,254640,383334.0,11616185.0
2011-09-27,34400,35700,33150,34000,221472,394950.0,11616185.0
2011-09-28,35000,35600,34500,35250,143443,409471.0,11616185.0
2011-09-29,34450,36100,34000,35800,93621,415859.0,11616185.0
2011-09-30,36350,38050,35950,37700,121720,437930.0,11616185.0
2011-10-04,35000,36900,34600,36500,76948,423991.0,11616185.0
2011-10-05,36150,37650,31050,31050,281736,360683.0,11616185.0
2011-10-06,32200,32600,31500,31800,239437,369395.0,11616185.0
2011-10-07,32900,35150,32250,33950,260661,394369.0,11616185.0
2011-10-10,34300,36450,34150,35400,176252,411213.0,11616185.0
2011-10-11,36500,37200,35900,36200,124778,420506.0,11616185.0
2011-10-12,35700,36600,35100,36200,64702,420506.0,11616185.0
2011-10-13,36700,38600,36000,37750,220561,438511.0,11616185.0
2011-10-14,37650,37750,36600,36850,86873,428056.0,11616185.0
2011-10-17,38000,38250,37100,37550,150403,436188.0,11616185.0
2011-10-18,36550,38800,36100,38700,258086,449546.0,11616185.0
2011-10-19,39200,41150,38700,41150,155496,478006.0,11616185.0
2011-10-20,40900,41300,39250,40000,150251,464647.0,11616185.0
2011-10-21,39600,40300,37200,38450,229229,446642.0,11616185.0
2011-10-24,39000,39550,38200,39350,157110,457097.0,11616185.0
2011-10-25,39150,39600,38650,38650,63025,448966.0,11616185.0
2011-10-26,37900,38600,37850,38200,35516,443738.0,11616185.0
2011-10-27,38650,38650,37900,38450,112769,446642.0,11616185.0
2011-10-28,39550,40450,38200,38200,322785,443738.0,11616185.0
2011-10-31,38500,38550,37000,37000,97727,429799.0,11616185.0
2011-11-01,36500,38450,36400,37900,77798,440253.0,11616185.0
2011-11-02,36400,37250,36250,36600,119739,425152.0,11616185.0
2011-11-03,36900,37150,35700,35750,67488,415279.0,11616185.0
2011-11-04,36750,37150,35750,36000,107468,418183.0,11616185.0
2011-11-07,36200,36550,35000,35450,114961,411794.0,11616185.0
2011-11-08,35250,36250,35250,35600,120229,413536.0,11616185.0
2011-11-09,35950,36650,35600,35800,69716,415859.0,11616185.0
2011-11-10,34800,34900,33800,33900,93321,393789.0,11616185.0
2011-11-11,34250,35300,34200,35100,51752,407728.0,11616185.0
2011-11-14,37000,37300,35800,36500,90343,423991.0,11616185.0
2011-11-15,36200,37350,35950,36600,88453,425152.0,11616185.0
2011-11-16,36650,37000,35700,36150,81583,419925.0,11616185.0
2011-11-17,35900,37950,35750,37950,102291,440834.0,11616185.0
2011-11-18,37000,38750,37000,38450,128453,446642.0,11616185.0
2011-11-21,38300,38450,37400,38000,61075,441415.0,11616185.0
2011-11-22,37300,38650,37300,38450,82758,446642.0,11616185.0
2011-11-23,38500,38500,36800,37650,68210,437349.0,11616185.0
2011-11-24,36800,37950,36700,37950,45810,440834.0,11616185.0
2011-11-25,37850,38000,36850,37700,48302,437930.0,11616185.0
2011-11-28,37100,38050,37100,37700,57763,437930.0,11616185.0
2011-11-29,37700,38400,37700,38000,70079,441415.0,11616185.0
2011-11-30,38200,38250,36650,36650,89071,425733.0,11616185.0
2011-12-01,37700,37800,36600,36650,152128,425733.0,11616185.0
2011-12-02,37000,37450,36500,37300,88461,433284.0,11616185.0
2011-12-05,37200,37600,36800,37500,50477,435607.0,11616185.0
2011-12-06,37850,37850,36450,36600,72739,425152.0,11616185.0
2011-12-07,36750,37350,36200,36450,83701,423410.0,11616185.0
2011-12-08,36250,36700,35700,35900,90114,417021.0,11616185.0
2011-12-09,35800,35800,35300,35350,69733,410632.0,11616185.0
2011-12-12,35750,35950,35250,35400,79461,411213.0,11616185.0
2011-12-13,35200,35250,34750,34850,65145,404824.0,11616185.0
2011-12-14,34600,34950,33800,34200,104920,397274.0,11616185.0
2011-12-15,33850,34500,33600,34100,79345,396112.0,11616185.0
2011-12-16,33750,34600,33600,33650,79057,390885.0,11616185.0
2011-12-19,33850,34000,30950,32050,114106,372299.0,11616185.0
2011-12-20,31750,32500,31750,32500,67451,377526.0,11616185.0
2011-12-21,33300,33350,32700,33100,51871,384496.0,11616185.0
2011-12-22,32900,33400,32700,33400,24124,387981.0,11616185.0
2011-12-23,33250,34450,33250,33750,52608,392046.0,11616185.0
2011-12-26,33700,34500,33400,33750,51558,392046.0,11616185.0
2011-12-27,33400,34100,32700,33700,43665,391465.0,11616185.0
2011-12-28,33400,34250,33200,34200,38849,397274.0,11616185.0
2011-12-29,33350,34450,33350,34200,42210,397274.0,11616185.0
2012-01-02,34400,34500,33450,34000,46088,394950.0,11616185.0
2012-01-03,34000,34550,33850,34300,53468,398435.0,11616185.0
2012-01-04,34300,35600,34050,34700,67583,403082.0,11616185.0
2012-01-05,34150,35400,34150,35150,36365,408309.0,11616185.0
2012-01-06,35150,35200,34200,35200,47793,408890.0,11616185.0
2012-01-09,35300,35350,34550,35250,28645,409471.0,11616185.0
2012-01-10,35150,35550,34750,35500,62407,412375.0,11616185.0
2012-01-11,35650,35850,35100,35800,56396,415859.0,11616185.0
2012-01-12,35600,35650,35200,35450,20408,411794.0,11616185.0
2012-01-13,35500,36350,35200,36050,54558,418763.0,11616185.0
2012-01-16,35800,35950,35300,35600,32821,413536.0,11616185.0
2012-01-17,35500,36250,35450,36200,87914,420506.0,11616185.0
2012-01-18,36200,36200,35250,35650,91415,414117.0,11616185.0
2012-01-19,35950,36200,35650,35800,60514,415859.0,11616185.0
2012-01-20,35800,36150,30450,35800,64591,415859.0,11616185.0
2012-01-25,35800,35850,35100,35450,49312,411794.0,11616185.0
2012-01-26,35450,38050,35450,37900,164131,440253.0,11616185.0
2012-01-27,38500,39500,37500,39250,183629,455935.0,11616185.0
2012-01-30,38950,39250,38350,38350,66827,445481.0,11616185.0
2012-01-31,38500,39300,38300,38600,152152,448385.0,11616185.0
2012-02-01,39000,40050,38850,39700,147278,461163.0,11616185.0
2012-02-02,40450,41200,40300,41000,175949,476264.0,11616185.0
2012-02-03,41200,41600,39850,40500,65712,470455.0,11616185.0
2012-02-06,41000,41000,39750,40100,48440,465809.0,11616185.0
2012-02-07,40300,40900,39800,40100,59610,465809.0,11616185.0
2012-02-08,39950,40250,39000,39900,76458,463486.0,11616185.0
2012-02-09,40400,44800,40100,43450,261068,504723.0,11616185.0
2012-02-10,43450,44000,42650,43000,107140,499496.0,11616185.0
2012-02-13,42700,44800,42700,44750,118953,519824.0,11616185.0
2012-02-14,44950,44950,43750,44950,60166,522148.0,11616185.0
2012-02-15,44350,45600,44000,45600,92168,529698.0,11616185.0
2012-02-16,44700,45800,43950,44750,59577,519824.0,11616185.0
2012-02-17,44750,45300,43800,43800,92493,508789.0,11616185.0
2012-02-20,43650,45100,43100,43800,103121,508789.0,11616185.0
2012-02-21,43850,44300,42700,43350,67133,503562.0,11616185.0
2012-02-22,42550,44000,41850,43600,97435,506466.0,11616185.0
2012-02-23,43600,44400,42500,44100,59161,512274.0,11616185.0
2012-02-24,44100,44400,43500,43900,20334,509951.0,11616185.0
2012-02-27,43500,43500,42100,42400,32144,492526.0,11616185.0
2012-02-28,42050,42800,42000,42500,27938,493688.0,11616185.0
2012-02-29,42500,43150,42400,42600,25226,494849.0,11616185.0
2012-03-02,42500,43700,42250,43500,38986,505304.0,11616185.0
2012-03-05,43850,43850,42900,43250,42120,502400.0,11616185.0
2012-03-06,43800,45200,43200,45200,124437,525052.0,11616185.0
2012-03-07,44850,45000,43900,44550,57880,517501.0,11616185.0
2012-03-08,44550,45500,43800,45500,66590,528536.0,11616185.0
2012-03-09,45500,45800,45000,45350,31417,526794.0,11616185.0
2012-03-12,45350,45800,44550,44800,28181,520405.0,11616185.0
2012-03-13,45200,46250,44800,46050,58535,534925.0,11616185.0
2012-03-14,46450,46700,45700,46100,50851,535506.0,11616185.0
2012-03-15,46100,46700,45150,45900,38165,533183.0,11616185.0
2012-03-16,45800,45950,45100,45500,21116,528536.0,11616185.0
2012-03-19,45250,45750,44450,45400,50273,527375.0,11616185.0
2012-03-20,45750,45750,44300,45050,50038,523309.0,11616185.0
2012-03-21,45400,45400,44350,45200,120203,525052.0,11616185.0
2012-03-22,45000,45450,44600,45450,41708,527956.0,11616185.0
2012-03-23,45300,45450,44800,45350,15307,526794.0,11616185.0
2012-03-26,44700,45500,44500,45300,13529,526213.0,11616185.0
2012-03-27,45500,46000,45400,46000,30531,534345.0,11616185.0
2012-03-28,46050,46100,45100,45100,19773,523890.0,11616185.0
2012-03-29,45450,45550,44450,45500,25651,528536.0,11616185.0
2012-03-30,45000,46000,44850,44950,23713,522148.0,11616185.0
2012-04-02,44950,45650,44600,45250,18147,525632.0,11616185.0
2012-04-03,45300,46150,45050,45250,32924,525632.0,11616185.0
2012-04-04,45250,45250,42550,43500,113965,505304.0,11616185.0
2012-04-05,42500,44000,42100,44000,66963,511112.0,11616185.0
2012-04-06,43900,43900,42850,43250,35742,502400.0,11616185.0
2012-04-09,43000,43050,40750,41400,89513,480910.0,11616185.0
2012-04-10,40950,43400,40950,42750,49635,496592.0,11616185.0
2012-04-12,43200,43200,41400,43000,70490,499496.0,11616185.0
2012-04-13,42500,44600,42500,44250,78626,514016.0,11616185.0
2012-04-16,43400,44250,43400,44100,30772,512274.0,11616185.0
2012-04-17,45200,45500,44800,45350,70349,526794.0,11616185.0
2012-04-18,45450,46200,45050,45950,49193,533764.0,11616185.0
2012-04-19,45500,46550,45100,45250,36533,525632.0,11616185.0
2012-04-20,45250,46600,45050,46600,59259,541314.0,11616185.0
2012-04-23,46700,47400,45850,46000,56239,534345.0,11616185.0
2012-04-24,45350,46100,44300,46000,53070,534345.0,11616185.0
2012-04-25,46000,46600,45700,45700,33176,530860.0,11616185.0
2012-04-26,45800,46250,45100,46000,30221,534345.0,11616185.0
2012-04-27,46500,47500,45500,47100,53815,547122.0,11616185.0
2012-04-30,47700,47800,46500,46650,30778,541895.0,11616185.0
2012-05-02,47100,47100,45150,46000,49386,534345.0,11616185.0
2012-05-03,46100,47150,45050,46800,28180,543637.0,11616185.0
2012-05-04,46750,47500,46550,47100,38388,547122.0,11616185.0
2012-05-07,46700,47500,46500,47500,34398,551769.0,11616185.0
2012-05-08,47950,48500,47300,48400,55355,562223.0,11616185.0
2012-05-09,47650,49850,47650,49800,68215,578486.0,11616185.0
2012-05-10,49800,50000,49000,49900,26104,579648.0,11616185.0
2012-05-11,49850,49900,48250,48800,37339,566870.0,11616185.0
2012-05-14,48750,48800,47200,47600,28143,552930.0,11616185.0
2012-05-15,47300,47900,45200,47400,85281,550607.0,11616185.0
2012-05-16,47400,47400,45100,45100,46974,523890.0,11616185.0
2012-05-17,44800,45100,43750,44700,52686,519243.0,11616185.0
2012-05-18,43650,43850,41900,42450,84932,493107.0,11616185.0
2012-05-21,43100,44250,43000,43900,44348,509951.0,11616185.0
2012-05-22,44400,45300,43400,45000,44804,522728.0,11616185.0
2012-05-23,45500,46400,44700,45000,42727,522728.0,11616185.0
2012-05-24,45000,47400,45000,46300,25065,537829.0,11616185.0
2012-05-25,46350,47000,45500,45650,41654,530279.0,11616185.0
2012-05-29,45650,46000,45200,45850,37842,532602.0,11616185.0
2012-05-30,46200,46200,44900,45100,28166,523890.0,11616185.0
2012-05-31,44700,45600,44300,45300,28174,526213.0,11616185.0
2012-06-01,45400,46950,45300,46350,33522,538410.0,11616185.0
2012-06-04,44600,45500,43100,43700,59359,507627.0,11616185.0
2012-06-05,43750,45200,43750,44300,41097,514597.0,11616185.0
2012-06-07,44900,45400,44550,45000,51011,522728.0,11616185.0
2012-06-08,45000,45550,44100,44800,43096,520405.0,11616185.0
2012-06-11,45450,45450,44600,45000,41834,522728.0,11616185.0
2012-06-12,44200,45350,44200,44550,37260,517501.0,11616185.0
2012-06-13,44850,44950,44000,44300,41793,514597.0,11616185.0
2012-06-14,43900,44400,43300,43450,37826,504723.0,11616185.0
2012-06-15,43700,43750,42900,43550,29189,505885.0,11616185.0
2012-06-18,44100,44400,43700,44050,23643,511693.0,11616185.0
2012-06-19,43950,43950,42700,43200,52918,501819.0,11616185.0
2012-06-20,43500,43550,43050,43250,46584,502400.0,11616185.0
2012-06-21,43100,43950,43100,43950,52120,510531.0,11616185.0
2012-06-22,43450,44000,43050,43200,37222,501819.0,11616185.0
2012-06-25,43200,43700,43000,43700,21770,507627.0,11616185.0
2012-06-26,43300,44200,43150,44200,26301,513435.0,11616185.0
2012-06-27,44200,44550,43700,44350,26175,515178.0,11616185.0
2012-06-28,44000,44400,43950,44400,25630,515759.0,11616185.0
2012-06-29,44050,44900,44050,44500,18552,516920.0,11616185.0
2012-07-02,44500,44500,43500,44000,38399,511112.0,11616185.0
2012-07-03,43800,44450,43800,44350,20246,515178.0,11616185.0
2012-07-04,44750,46200,44450,46000,69804,534345.0,11616185.0
2012-07-05,46050,47000,45550,46100,54556,535506.0,11616185.0
2012-07-06,47000,47350,46600,47000,59027,545961.0,11616185.0
2012-07-09,47000,48000,46950,47300,45153,549446.0,11616185.0
2012-07-10,47300,48000,46550,47850,37504,555834.0,11616185.0
2012-07-11,47950,48200,47050,48200,43070,559900.0,11616185.0
2012-07-12,48250,48600,47300,47300,34675,549446.0,11616185.0
2012-07-13,46850,48300,45200,48000,34571,557577.0,11616185.0
2012-07-16,48000,48350,47150,48200,28251,559900.0,11616185.0
2012-07-17,48350,48550,47000,47050,46119,546542.0,11616185.0
2012-07-18,46600,47000,45450,45750,65715,531440.0,11616185.0
2012-07-19,46350,47400,45400,46750,51116,543057.0,11616185.0
2012-07-20,46750,47200,45700,46300,65436,537829.0,11616185.0
2012-07-23,45700,46800,45200,46300,18810,537829.0,11616185.0
2012-07-24,46250,46250,45450,45800,12430,532021.0,11616185.0
2012-07-25,45000,46700,44900,45800,29246,532021.0,11616185.0
2012-07-26,46500,46800,45400,46550,27448,540733.0,11616185.0
2012-07-27,46800,47000,46400,46450,26770,539572.0,11616185.0
2012-07-30,46600,46900,45550,45950,36863,533764.0,11616185.0
2012-07-31,46000,46050,45200,45450,61993,527956.0,11616185.0
2012-08-01,45500,46200,45500,45850,34820,532602.0,11616185.0
2012-08-02,45700,46150,44800,45050,41154,523309.0,11616185.0
2012-08-03,44750,44950,44100,44700,31245,519243.0,11616185.0
2012-08-06,44900,44900,44000,44050,76643,511693.0,11616185.0
2012-08-07,44050,44300,43050,43150,75775,501238.0,11616185.0
2012-08-08,43250,43550,42900,43150,78767,501238.0,11616185.0
2012-08-09,43150,43400,42950,43150,54399,501238.0,11616185.0
2012-08-10,43500,43500,42450,42550,101000,494269.0,11616185.0
2012-08-13,42300,43000,42300,42850,73426,497754.0,11616185.0
2012-08-14,42950,43600,42650,43600,69584,506466.0,11616185.0
2012-08-16,43600,43900,43400,43650,48112,507046.0,11616185.0
2012-08-17,43650,43650,42400,42700,90344,496011.0,11616185.0
2012-08-20,42350,42600,42100,42600,49217,494849.0,11616185.0
2012-08-21,42600,43750,42300,43600,88123,506466.0,11616185.0
2012-08-22,43600,44000,43400,44000,44400,511112.0,11616185.0
2012-08-23,44000,45300,43450,44800,99960,520405.0,11616185.0
2012-08-24,44800,46000,44650,45900,118233,533183.0,11616185.0
2012-08-27,45900,46450,45050,45700,59233,530860.0,11616185.0
2012-08-28,45700,46300,45000,46000,51237,534345.0,11616185.0
2012-08-29,46050,46750,45450,46600,61780,541314.0,11616185.0
2012-08-30,46700,48050,46600,48000,90088,557577.0,11616185.0
2012-08-31,47800,49900,47600,48550,163725,563966.0,11616185.0
2012-09-03,49000,50500,49000,49650,168752,576744.0,11616185.0
2012-09-04,49650,52800,49650,52800,262637,613335.0,11616185.0
2012-09-05,52900,53200,51600,52800,92543,613335.0,11616185.0
2012-09-06,53100,54700,52400,54300,153161,630759.0,11616185.0
