하나투어(039130),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-09-22,36000,38950,34800,35600,115892,367299.0,10317385.0
2005-09-23,35950,36300,34800,35000,39366,361108.0,10317385.0
2005-09-26,35100,35400,32800,33650,171398,347180.0,10317385.0
2005-09-27,33650,34000,32400,32850,212878,338926.0,10317385.0
2005-09-28,33400,35300,33000,34200,216910,352855.0,10317385.0
2005-09-29,34050,34700,33650,33650,91641,347180.0,10317385.0
2005-09-30,33700,35500,33700,34800,87282,359045.0,10317385.0
2005-10-04,34800,35550,34000,35450,48104,365751.0,10317385.0
2005-10-05,35000,35350,34450,34800,42169,359045.0,10317385.0
2005-10-06,34400,34700,33700,33900,31110,349759.0,10317385.0
2005-10-07,33800,35250,33800,34600,27820,356982.0,10317385.0
2005-10-10,34500,36400,34250,35750,86278,368847.0,10317385.0
2005-10-11,35600,37600,35600,36150,224401,372973.0,10317385.0
2005-10-12,36150,36200,34500,34800,67195,359045.0,10317385.0
2005-10-13,35300,35650,34800,35150,58171,362656.0,10317385.0
2005-10-14,35150,36150,34800,36000,30637,371426.0,10317385.0
2005-10-17,36100,37000,35400,35400,46543,365235.0,10317385.0
2005-10-18,36000,36000,35000,35400,22719,365235.0,10317385.0
2005-10-19,35000,35400,34850,34850,26540,359561.0,10317385.0
2005-10-20,35000,35000,31850,32000,148446,330156.0,10317385.0
2005-10-21,31100,34550,31100,34300,64587,353886.0,10317385.0
2005-10-24,34650,34650,33200,34000,27869,350791.0,10317385.0
2005-10-25,33600,34000,33600,33650,11142,347180.0,10317385.0
2005-10-26,34200,34650,33700,34100,32069,351823.0,10317385.0
2005-10-27,33700,34200,33200,33250,26053,343053.0,10317385.0
2005-10-28,32550,33850,32550,33500,80975,345632.0,10317385.0
2005-10-31,32550,33700,32550,32800,31931,338410.0,10317385.0
2005-11-01,32100,33700,32100,32950,49469,339958.0,10317385.0
2005-11-02,33350,33450,32600,33000,20768,340474.0,10317385.0
2005-11-03,32850,33700,32850,33400,88321,344601.0,10317385.0
2005-11-04,33300,34400,33300,34000,13022,350791.0,10317385.0
2005-11-07,34000,34850,33600,33700,10813,347696.0,10317385.0
2005-11-08,33700,34300,33500,34300,28746,353886.0,10317385.0
2005-11-09,34250,34850,33850,34500,21780,355950.0,10317385.0
2005-11-10,34500,34950,34100,34750,14494,358529.0,10317385.0
2005-11-11,34750,35150,34500,34850,10425,359561.0,10317385.0
2005-11-14,35650,35650,34900,35100,12326,362140.0,10317385.0
2005-11-15,35200,35500,34350,34500,11504,355950.0,10317385.0
2005-11-16,34050,34850,34050,34450,7098,355434.0,10317385.0
2005-11-17,34200,34950,34200,34500,21891,355950.0,10317385.0
2005-11-18,35150,35150,34500,34500,34452,355950.0,10317385.0
2005-11-21,34100,35400,34100,35400,38783,365235.0,10317385.0
2005-11-22,36150,36250,35600,36200,84460,373489.0,10317385.0
2005-11-23,35900,37800,35900,37450,34416,386386.0,10317385.0
2005-11-24,36850,37600,36850,37200,13499,383807.0,10317385.0
2005-11-25,37850,37850,36650,37000,18528,381743.0,10317385.0
2005-11-28,37500,37600,36400,36900,8405,380712.0,10317385.0
2005-11-29,35850,36800,35850,35900,11810,370394.0,10317385.0
2005-11-30,36000,36850,35800,36000,9777,371426.0,10317385.0
2005-12-01,36000,36700,36000,36200,24798,373489.0,10317385.0
2005-12-02,37100,39900,36300,38500,131954,397219.0,10317385.0
2005-12-05,40950,40950,38500,39300,19018,405473.0,10317385.0
2005-12-06,38500,39750,37800,38950,25514,401862.0,10317385.0
2005-12-07,39500,39500,37700,38500,28253,397219.0,10317385.0
2005-12-08,38700,39200,37600,38550,18208,397735.0,10317385.0
2005-12-09,38200,39500,38000,38500,19834,397219.0,10317385.0
2005-12-12,37750,40700,37750,40700,40360,419918.0,10317385.0
2005-12-13,40950,40950,39800,40300,14394,415791.0,10317385.0
2005-12-14,39900,40200,39500,39850,29481,411148.0,10317385.0
2005-12-15,40300,40300,39150,39150,28548,403926.0,10317385.0
2005-12-16,38200,39600,38200,38950,40931,401862.0,10317385.0
2005-12-19,39150,41300,39150,41150,28665,424560.0,10317385.0
2005-12-20,41000,41600,39600,41300,19247,426108.0,10317385.0
2005-12-21,41300,41900,40750,41150,12603,424560.0,10317385.0
2005-12-22,40650,41500,39900,40500,34824,417854.0,10317385.0
2005-12-23,40000,40400,39800,40350,23973,416306.0,10317385.0
2005-12-26,40000,40900,40000,40700,20708,419918.0,10317385.0
2005-12-27,40950,43050,40700,43050,62356,444163.0,10317385.0
2005-12-28,42550,43050,41950,43050,29161,444163.0,10317385.0
2005-12-29,43850,48400,43550,48000,69192,495234.0,10317385.0
2006-01-02,47250,49400,47050,47700,30782,492139.0,10317385.0
2006-01-03,47700,48300,47300,48000,23087,495234.0,10317385.0
2006-01-04,49550,52900,49000,50200,135136,517933.0,10317385.0
2006-01-05,50400,51600,49200,49200,46708,507615.0,10317385.0
2006-01-06,49000,50500,47700,48100,33949,496266.0,10317385.0
2006-01-09,48600,48900,48000,48000,32585,495234.0,10317385.0
2006-01-10,47500,48800,46500,46500,53729,479758.0,10317385.0
2006-01-11,46500,49900,46500,49900,74261,514838.0,10317385.0
2006-01-12,49050,53300,49050,52000,66171,536504.0,10317385.0
2006-01-13,51200,52000,49800,50300,38928,518964.0,10317385.0
2006-01-16,50100,50300,48700,49100,86839,506584.0,10317385.0
2006-01-17,49100,50900,49100,49200,27010,507615.0,10317385.0
2006-01-18,49000,49700,47300,48000,56504,495234.0,10317385.0
2006-01-19,47150,48550,47050,48500,35569,500393.0,10317385.0
2006-01-20,47500,49500,47500,48000,30224,495234.0,10317385.0
2006-01-23,47800,47900,45100,47900,28429,494203.0,10317385.0
2006-01-24,46500,47500,45500,47000,41529,484917.0,10317385.0
2006-01-25,47050,48450,46750,47550,42785,490592.0,10317385.0
2006-01-26,47050,47150,46050,46500,53322,479758.0,10317385.0
2006-01-27,47500,47600,46500,46650,28858,481306.0,10317385.0
2006-01-31,46650,47000,46450,46600,27111,480790.0,10317385.0
2006-02-01,46600,51100,46600,47050,129592,485433.0,10317385.0
2006-02-02,49100,51900,49000,50400,191844,519996.0,10317385.0
2006-02-03,51100,51700,50000,50000,102113,515869.0,10317385.0
2006-02-06,50300,51200,49200,50400,33950,519996.0,10317385.0
2006-02-07,53000,54200,51800,52300,66799,539599.0,10317385.0
2006-02-08,51000,53300,51000,51700,23855,533409.0,10317385.0
2006-02-09,52900,53500,52000,53500,30294,551980.0,10317385.0
2006-02-10,53000,53500,52500,53500,14191,559352.0,10455185.0
2006-02-13,53800,55300,53300,54400,64323,568762.0,10455185.0
2006-02-14,55200,61300,54700,58900,107192,615810.0,10455185.0
2006-02-15,60000,67700,59500,64900,264463,678542.0,10455185.0
2006-02-16,63800,67300,58100,58100,140583,607446.0,10455185.0
2006-02-17,58200,62500,57900,60000,84144,627311.0,10455185.0
2006-02-20,59500,60200,58000,59300,54949,619992.0,10455185.0
2006-02-21,58800,62800,58700,61000,112739,637766.0,10455185.0
2006-02-22,61900,64000,61600,64000,49308,669132.0,10455185.0
2006-02-23,63000,64500,63000,63000,47064,658677.0,10455185.0
2006-02-24,64000,64500,62900,63500,34743,663904.0,10455185.0
2006-02-27,63000,64600,63000,63800,22508,667041.0,10455185.0
2006-02-28,64300,64300,63200,63800,39896,667041.0,10455185.0
2006-03-02,63800,66400,63800,65500,75209,684815.0,10455185.0
2006-03-03,66900,70000,66800,67200,98064,702588.0,10455185.0
2006-03-06,67200,68100,66600,67000,67482,700497.0,10455185.0
2006-03-07,66200,69700,66200,67100,47301,701543.0,10455185.0
2006-03-08,66300,69000,66300,67100,40150,701543.0,10455185.0
2006-03-09,67200,68500,64300,64900,67983,678542.0,10455185.0
2006-03-10,64500,65000,63300,64000,48188,669132.0,10455185.0
2006-03-13,65000,65000,63400,63400,49086,662859.0,10455185.0
2006-03-14,63400,65300,63200,63200,42544,660768.0,10455185.0
2006-03-15,63500,65000,63500,64800,34716,677496.0,10455185.0
2006-03-16,64100,66200,64100,65400,33931,683769.0,10455185.0
2006-03-17,64400,66100,64400,64800,20152,677496.0,10455185.0
2006-03-20,65000,66200,65000,66100,19049,691088.0,10455185.0
2006-03-21,66100,66900,65400,65600,22958,685860.0,10455185.0
2006-03-22,65000,66000,64100,64900,34721,678542.0,10455185.0
2006-03-23,65000,65900,65000,65700,12119,686906.0,10455185.0
2006-03-24,66200,68400,66200,68000,64727,710953.0,10455185.0
2006-03-27,70500,77000,70200,75000,136762,784139.0,10455185.0
2006-03-28,76000,76100,72500,75000,73372,784139.0,10455185.0
2006-03-29,75000,75000,73100,73500,38354,768456.0,10455185.0
2006-03-30,73500,73600,72500,72900,37229,762183.0,10455185.0
2006-03-31,73100,76300,73100,75000,104173,784139.0,10455185.0
2006-04-03,75800,76700,73000,73600,85969,769502.0,10455185.0
2006-04-04,72600,73900,70200,71000,135710,742318.0,10455185.0
2006-04-05,71500,72900,70800,72000,83286,752773.0,10455185.0
2006-04-06,72800,77000,72600,77000,97998,805049.0,10455185.0
2006-04-07,76900,78000,74500,76700,71298,801913.0,10455185.0
2006-04-10,76900,76900,74400,74700,73601,781002.0,10455185.0
2006-04-11,74800,75500,73200,73900,44027,772638.0,10455185.0
2006-04-12,74500,75700,73900,74300,55919,776820.0,10455185.0
2006-04-13,73300,74900,73300,73800,44611,771593.0,10455185.0
2006-04-14,75300,75600,74100,74100,59813,774729.0,10455185.0
2006-04-17,73500,75700,73500,74400,45731,777866.0,10455185.0
2006-04-18,73800,74400,73400,73600,43908,769502.0,10455185.0
2006-04-19,74000,74500,73600,74400,45835,777866.0,10455185.0
2006-04-20,75900,76700,72200,72900,65403,762183.0,10455185.0
2006-04-21,73600,75100,73600,74400,39684,777866.0,10455185.0
2006-04-24,75000,76300,74000,75600,35507,790412.0,10455185.0
2006-04-25,75600,81200,75600,79000,136993,825960.0,10455185.0
2006-04-26,80000,80300,77200,78000,83602,815504.0,10455185.0
2006-04-27,78000,78900,77400,77600,37680,811322.0,10455185.0
2006-04-28,77200,77500,75900,76600,41565,800867.0,10455185.0
2006-05-02,76600,77500,76000,77000,61636,805049.0,10455185.0
2006-05-03,78500,78500,76000,76300,53028,797731.0,10455185.0
2006-05-04,75600,76900,75400,75400,18729,788321.0,10455185.0
2006-05-08,75200,76800,75200,76100,29887,795640.0,10455185.0
2006-05-09,75500,76000,73700,74800,39132,782048.0,10455185.0
2006-05-10,74200,75500,73700,75200,45191,786230.0,10455185.0
2006-05-11,75800,75900,74400,74800,23315,782048.0,10455185.0
2006-05-12,74000,74900,73200,74900,23278,783093.0,10455185.0
2006-05-15,74700,75000,73200,73600,18359,769502.0,10455185.0
2006-05-16,73000,73800,70300,71500,41299,747546.0,10455185.0
2006-05-17,71000,73800,71000,73700,31316,770547.0,10455185.0
2006-05-18,72100,74500,72100,73700,39543,770547.0,10455185.0
2006-05-19,73100,76500,73100,75800,34666,792503.0,10455185.0
2006-05-22,75100,76500,74500,75700,21760,791458.0,10455185.0
2006-05-23,73600,75400,72100,72200,28948,754864.0,10455185.0
2006-05-24,71000,73900,71000,73800,31086,771593.0,10455185.0
2006-05-25,73400,73800,72500,72800,13893,761137.0,10455185.0
2006-05-26,72900,73800,72300,73600,22632,769502.0,10455185.0
2006-05-29,73600,73600,72900,73500,16681,768456.0,10455185.0
2006-05-30,73500,73700,73100,73400,11696,767411.0,10455185.0
2006-06-01,73500,75600,71100,72000,73768,752773.0,10455185.0
2006-06-02,73500,74100,68000,69800,41913,729772.0,10455185.0
2006-06-05,70000,70500,65000,66300,29841,693179.0,10455185.0
2006-06-07,63200,63400,56500,61000,117031,637766.0,10455185.0
2006-06-08,58100,64300,58100,61500,77344,642994.0,10455185.0
2006-06-09,61800,64000,61000,61700,35221,645085.0,10455185.0
2006-06-12,62000,65500,61300,65200,35896,681678.0,10455185.0
2006-06-13,63300,64400,60000,61600,33202,644039.0,10455185.0
2006-06-14,59300,63800,59300,63000,20958,658677.0,10455185.0
2006-06-15,65000,65000,62400,63100,20783,659722.0,10455185.0
2006-06-16,64800,69400,64800,68000,57843,710953.0,10455185.0
2006-06-19,67800,68400,66900,67300,20750,703634.0,10455185.0
2006-06-20,67000,67900,65100,66000,36171,690042.0,10455185.0
2006-06-21,66600,73600,66500,71000,131996,742318.0,10455185.0
2006-06-22,74000,74000,69000,70100,33421,732908.0,10455185.0
2006-06-23,70500,70500,67000,68500,15222,716180.0,10455185.0
2006-06-26,68500,70500,67100,69200,19268,723499.0,10455185.0
2006-06-27,69500,70600,69500,70300,29241,735000.0,10455185.0
2006-06-28,69400,71700,68700,71000,68940,742318.0,10455185.0
2006-06-29,71700,72000,69800,70300,35172,735000.0,10455185.0
2006-06-30,71600,71900,70300,71700,29801,749637.0,10455185.0
2006-07-03,73500,73500,71200,71500,21599,747546.0,10455185.0
2006-07-04,71400,75000,71400,72500,49225,758001.0,10455185.0
2006-07-05,71400,73500,70500,73000,18209,763229.0,10455185.0
2006-07-06,73000,74700,72100,73700,22367,770547.0,10455185.0
2006-07-07,73300,74600,72700,73400,20602,767411.0,10455185.0
2006-07-10,74800,74800,72800,74200,9690,775775.0,10455185.0
2006-07-11,74300,75900,74300,75400,16792,788321.0,10455185.0
2006-07-12,75100,76300,75000,75400,19417,788321.0,10455185.0
2006-07-13,74500,75000,71800,73200,22732,765320.0,10455185.0
2006-07-14,72000,72000,69800,71800,26681,750682.0,10455185.0
2006-07-18,70000,71000,69300,70100,26212,732908.0,10455185.0
2006-07-19,69400,70900,69400,69400,15798,725590.0,10455185.0
2006-07-20,70600,70900,68400,69000,57294,721408.0,10455185.0
2006-07-21,68000,69600,68000,69500,18993,726635.0,10455185.0
2006-07-24,69500,69500,67900,68100,21946,711998.0,10455185.0
2006-07-25,69400,69600,68600,69300,24518,724544.0,10455185.0
2006-07-26,69400,69500,69100,69400,22974,725590.0,10455185.0
2006-07-27,69400,71100,69300,70400,73716,736045.0,10455185.0
2006-07-28,70500,71000,67800,68200,44491,713044.0,10455185.0
2006-07-31,69000,71000,68800,70500,33774,737091.0,10455185.0
2006-08-01,71800,74800,70600,73900,49492,772638.0,10455185.0
2006-08-02,73000,73500,71300,72500,34891,758001.0,10455185.0
2006-08-03,73000,74000,71300,72600,11322,759046.0,10455185.0
2006-08-04,71500,73500,71000,72000,14198,752773.0,10455185.0
2006-08-07,72700,72800,71300,72500,12810,758001.0,10455185.0
2006-08-08,73400,73500,72500,73500,18095,768456.0,10455185.0
2006-08-09,74000,74900,72400,74700,13433,781002.0,10455185.0
2006-08-10,74700,74700,72600,72900,33356,762183.0,10455185.0
2006-08-11,73000,73400,72200,73400,13525,767411.0,10455185.0
2006-08-14,73400,73500,72100,73500,5710,768456.0,10455185.0
2006-08-16,73500,73500,71900,72400,18044,756955.0,10455185.0
2006-08-17,72000,72600,71600,71900,24160,751728.0,10455185.0
2006-08-18,71000,72400,70000,72000,34441,752773.0,10455185.0
2006-08-21,72200,72200,70800,71600,6122,748591.0,10455185.0
2006-08-22,70400,71700,70400,70600,29408,738136.0,10455185.0
2006-08-23,70500,70600,67900,68500,57644,716180.0,10455185.0
2006-08-24,67700,68000,62500,64900,83959,678542.0,10455185.0
2006-08-25,64900,67000,64800,65500,584597,684815.0,10455185.0
2006-08-28,66000,66900,64700,64800,45188,677496.0,10455185.0
2006-08-29,64500,65300,62600,63200,150851,660768.0,10455185.0
2006-08-30,62700,63000,59900,61200,148192,639857.0,10455185.0
2006-08-31,61300,62100,61100,61500,97158,642994.0,10455185.0
2006-09-01,61200,63800,61200,62200,150032,650313.0,10455185.0
2006-09-04,64300,66300,63200,65000,245470,679587.0,10455185.0
2006-09-05,65900,68300,65800,68100,187385,711998.0,10455185.0
2006-09-06,68000,68200,66500,66800,54767,698406.0,10455185.0
2006-09-07,65500,66300,64500,64700,72048,676450.0,10455185.0
2006-09-08,64400,64500,63200,64000,95312,669132.0,10455185.0
2006-09-11,64100,65300,63700,63700,54399,665995.0,10455185.0
2006-09-12,63700,64800,62500,63400,55728,662859.0,10455185.0
2006-09-13,64400,64400,62800,62900,57678,657631.0,10455185.0
2006-09-14,63100,65500,62400,64500,64999,674359.0,10455185.0
2006-09-15,64700,66200,64100,66000,60951,690042.0,10455185.0
2006-09-18,66000,66200,64800,65500,36599,684815.0,10455185.0
2006-09-19,65300,66400,65000,65200,34149,681678.0,10455185.0
2006-09-20,64300,64800,62800,63900,74844,668086.0,10455185.0
2006-09-21,64800,65200,63700,64500,43597,674359.0,10455185.0
2006-09-22,64300,65200,63800,64500,54942,674359.0,10455185.0
2006-09-25,65600,68200,65200,68200,113963,713044.0,10455185.0
2006-09-26,68800,68800,66600,67000,56366,700497.0,10455185.0
2006-09-27,67700,67700,66000,67500,41869,705725.0,10455185.0
2006-09-28,66800,68100,66500,67500,35233,705725.0,10455185.0
2006-09-29,67500,67800,66500,67100,45323,701543.0,10455185.0
2006-10-02,67500,67500,63500,64400,114224,673314.0,10455185.0
2006-10-04,64400,65500,63700,64500,32432,674359.0,10455185.0
2006-10-09,62900,62900,54900,54900,217851,573990.0,10455185.0
2006-10-10,52300,54000,51200,54000,410493,564580.0,10455185.0
2006-10-11,53800,56000,52200,55700,233699,582354.0,10455185.0
2006-10-12,55000,55700,54500,54700,94894,571899.0,10455185.0
2006-10-13,55000,55500,54600,54600,77651,570853.0,10455185.0
2006-10-16,55100,55400,53500,54600,125503,570853.0,10455185.0
2006-10-17,54600,57100,54600,57100,172776,596991.0,10455185.0
2006-10-18,57000,57000,55800,56000,66307,585490.0,10455185.0
2006-10-19,56400,58300,56100,57700,64782,603264.0,10455185.0
2006-10-20,57900,57900,56500,56700,48448,592809.0,10455185.0
2006-10-23,57500,58100,56700,57700,38649,603264.0,10455185.0
2006-10-24,58000,58000,56700,57200,51590,598037.0,10455185.0
2006-10-25,57200,57500,56100,57000,32272,595946.0,10455185.0
2006-10-26,56900,56900,56000,56100,31011,586536.0,10455185.0
2006-10-27,56000,56900,55400,55900,19298,584445.0,10455185.0
2006-10-30,55400,56900,55400,56800,26234,593855.0,10455185.0
2006-10-31,56300,57400,56300,57000,73484,595946.0,10455185.0
2006-11-01,57500,59000,57500,58000,78188,606401.0,10455185.0
2006-11-02,57500,57500,55900,56500,50466,590718.0,10455185.0
2006-11-03,55900,56400,55300,55400,57040,579217.0,10455185.0
2006-11-06,55000,56800,55000,55700,48330,582354.0,10455185.0
2006-11-07,56300,61600,56300,59600,365607,623129.0,10455185.0
2006-11-08,59800,61400,59600,60900,152526,636721.0,10455185.0
2006-11-09,61000,61000,59200,59900,52455,626266.0,10455185.0
2006-11-10,58600,59600,58600,59300,29673,619992.0,10455185.0
2006-11-13,59500,61000,58500,59800,46561,625220.0,10455185.0
2006-11-14,60000,60000,58300,59100,53622,686517.0,11616185.0
2006-11-15,59200,59500,57600,58200,55046,676062.0,11616185.0
2006-11-16,57500,59100,57500,58800,43753,683032.0,11616185.0
2006-11-17,58200,58800,57700,58000,53571,673739.0,11616185.0
2006-11-20,57600,58200,56800,57500,53090,667931.0,11616185.0
2006-11-21,56800,58000,56800,57900,55908,672577.0,11616185.0
2006-11-22,57900,58100,57600,57900,56874,672577.0,11616185.0
2006-11-23,58500,60400,58400,60300,72248,700456.0,11616185.0
2006-11-24,60400,60600,59800,60100,63670,698133.0,11616185.0
2006-11-27,60000,61000,59200,60000,34819,696971.0,11616185.0
2006-11-28,59800,59800,58600,59000,70667,685355.0,11616185.0
2006-11-29,59000,59400,58400,59400,169618,690001.0,11616185.0
2006-11-30,59300,61400,59300,60900,96234,707426.0,11616185.0
2006-12-01,61300,61400,60100,60300,53035,700456.0,11616185.0
2006-12-04,59800,60900,59600,60300,34039,700456.0,11616185.0
2006-12-05,60000,60900,60000,60900,59220,707426.0,11616185.0
2006-12-06,60700,63200,60400,61500,113092,714395.0,11616185.0
2006-12-07,62200,64100,61300,64100,114731,744597.0,11616185.0
2006-12-08,63800,64600,62900,64400,52492,748082.0,11616185.0
2006-12-11,64700,64900,63100,64300,35742,746921.0,11616185.0
2006-12-12,64400,64700,61900,62500,55259,726012.0,11616185.0
2006-12-13,62500,63800,62000,62700,25667,728335.0,11616185.0
2006-12-14,62400,64400,62200,63600,46956,738789.0,11616185.0
2006-12-15,63800,65900,63800,65000,68029,755052.0,11616185.0
2006-12-18,65000,68500,65000,67000,103242,778284.0,11616185.0
2006-12-19,68200,68400,67000,67100,36781,779446.0,11616185.0
2006-12-20,68000,68000,66300,67000,32238,778284.0,11616185.0
2006-12-21,67000,67500,66100,67400,55470,782931.0,11616185.0
2006-12-22,67400,68700,66400,66900,47470,777123.0,11616185.0
2006-12-26,67000,67500,65700,66600,30245,773638.0,11616185.0
2006-12-27,66800,68000,66500,67700,19866,786416.0,11616185.0
2006-12-28,67800,71500,67800,70900,68424,823588.0,11616185.0
2007-01-02,70700,70700,67200,69400,12832,806163.0,11616185.0
2007-01-03,69000,69000,65600,65900,79742,765507.0,11616185.0
2007-01-04,65400,66700,65400,66100,20616,767830.0,11616185.0
2007-01-05,67000,67000,63000,65900,40109,765507.0,11616185.0
2007-01-08,65000,65400,63300,64600,26307,750406.0,11616185.0
2007-01-09,64000,65000,62700,63400,29511,736466.0,11616185.0
2007-01-10,63000,63000,61200,62100,36462,721365.0,11616185.0
2007-01-11,62100,63100,61800,62700,61916,728335.0,11616185.0
2007-01-12,62800,63500,62400,62600,62719,727173.0,11616185.0
2007-01-15,63500,65600,63200,65500,31274,760860.0,11616185.0
2007-01-16,65500,66700,65000,66000,21618,766668.0,11616185.0
2007-01-17,65100,66000,63700,66000,25885,766668.0,11616185.0
2007-01-18,66200,66200,64400,66100,27200,767830.0,11616185.0
2007-01-19,65900,65900,63000,64800,31570,752729.0,11616185.0
2007-01-22,64000,65400,63800,65100,13790,756214.0,11616185.0
2007-01-23,64500,65600,64500,65000,14182,755052.0,11616185.0
2007-01-24,64700,67500,64700,66700,57763,774800.0,11616185.0
2007-01-25,67100,67100,66000,66200,17647,768991.0,11616185.0
2007-01-26,66200,67300,66000,67200,34527,780608.0,11616185.0
2007-01-29,67200,68600,65800,67200,60776,780608.0,11616185.0
2007-01-30,68000,70000,67500,70000,87529,813133.0,11616185.0
2007-01-31,69900,70000,68600,69500,47055,807325.0,11616185.0
2007-02-01,69000,69500,68000,68000,71400,789901.0,11616185.0
2007-02-02,68000,69300,67500,67600,59631,785254.0,11616185.0
2007-02-05,68700,68700,67200,67500,62190,784092.0,11616185.0
2007-02-06,67500,67600,65900,66000,88883,766668.0,11616185.0
2007-02-07,65900,66000,65000,65500,80810,760860.0,11616185.0
2007-02-08,66200,67400,66100,67300,50720,781769.0,11616185.0
2007-02-09,67300,67300,66200,66400,25437,771315.0,11616185.0
2007-02-12,66400,67800,66000,67100,38084,779446.0,11616185.0
2007-02-13,66700,67900,66700,67700,31812,786416.0,11616185.0
2007-02-14,68200,68900,67700,68700,60698,798032.0,11616185.0
2007-02-15,68800,68900,67700,68000,29652,789901.0,11616185.0
2007-02-16,67700,69100,67200,69000,33774,801517.0,11616185.0
2007-02-20,69000,70000,67800,68900,40465,800355.0,11616185.0
2007-02-21,68800,68800,67700,68200,29348,792224.0,11616185.0
2007-02-22,68000,68500,67600,68200,56387,792224.0,11616185.0
2007-02-23,67300,68200,66400,68200,68638,792224.0,11616185.0
2007-02-26,67500,67800,67000,67000,30092,778284.0,11616185.0
2007-02-27,67000,67700,66200,66500,35144,772476.0,11616185.0
2007-02-28,64000,66200,64000,65900,33204,765507.0,11616185.0
2007-03-02,65500,65900,64000,64000,45245,743436.0,11616185.0
2007-03-05,63700,65100,61200,62000,97607,720203.0,11616185.0
2007-03-06,62000,62400,60800,60900,115777,707426.0,11616185.0
2007-03-07,61800,62100,60800,60900,68363,707426.0,11616185.0
2007-03-08,62300,62400,60400,60500,114548,702779.0,11616185.0
2007-03-09,60600,61700,60600,61100,90246,709749.0,11616185.0
2007-03-12,61300,65800,61300,65500,159224,760860.0,11616185.0
2007-03-13,64900,65000,63600,64000,43820,743436.0,11616185.0
2007-03-14,63000,63400,62200,62700,23227,728335.0,11616185.0
2007-03-15,63100,68000,63100,66500,135921,772476.0,11616185.0
2007-03-16,67200,68600,65400,68400,120804,794547.0,11616185.0
2007-03-19,68500,71200,67900,68000,84544,789901.0,11616185.0
2007-03-20,68300,69300,68100,68400,42189,794547.0,11616185.0
2007-03-21,68000,68400,66800,68200,35115,792224.0,11616185.0
2007-03-22,68000,70200,67900,69200,80046,803840.0,11616185.0
2007-03-23,69200,69800,68100,68300,33824,793385.0,11616185.0
2007-03-26,70000,70000,69000,69300,24957,805002.0,11616185.0
2007-03-27,69200,70500,69200,70500,70394,818941.0,11616185.0
2007-03-28,70500,72200,70500,71300,76505,828234.0,11616185.0
2007-03-29,71800,73700,71700,73100,67962,849143.0,11616185.0
2007-03-30,73100,73100,71000,72800,41240,845658.0,11616185.0
2007-04-02,72800,73400,71200,71900,33186,835204.0,11616185.0
2007-04-03,72900,76000,72600,75300,116640,874699.0,11616185.0
2007-04-04,74400,77600,73600,75000,69557,871214.0,11616185.0
2007-04-05,75000,76600,74300,74800,41549,868891.0,11616185.0
2007-04-06,75000,75000,73600,74000,27032,859598.0,11616185.0
2007-04-09,73800,75400,73100,75000,57422,871214.0,11616185.0
2007-04-10,75000,75500,72500,74500,46781,865406.0,11616185.0
2007-04-11,73000,74200,70000,70300,122533,816618.0,11616185.0
2007-04-12,70200,71800,70200,71300,66851,828234.0,11616185.0
2007-04-13,71500,71800,70600,71700,45920,832880.0,11616185.0
2007-04-16,72000,74700,72000,74000,73424,859598.0,11616185.0
2007-04-17,74500,74800,72500,73000,31461,847982.0,11616185.0
2007-04-18,71900,73600,70500,70700,75904,821264.0,11616185.0
2007-04-19,71300,71600,69100,69200,68227,803840.0,11616185.0
2007-04-20,69500,70100,67200,67500,115661,784092.0,11616185.0
2007-04-23,68300,69500,66900,67100,119445,779446.0,11616185.0
2007-04-24,67100,67900,66800,66900,86106,777123.0,11616185.0
2007-04-25,67100,69000,66500,68500,139610,795709.0,11616185.0
2007-04-26,69100,69500,66400,66800,102864,775961.0,11616185.0
2007-04-27,66600,67800,66600,67800,72641,787577.0,11616185.0
2007-04-30,67900,69600,67800,69300,74405,805002.0,11616185.0
2007-05-02,69000,69900,68200,69900,65808,811971.0,11616185.0
2007-05-03,70600,73200,70000,72000,103462,836365.0,11616185.0
2007-05-04,72500,73100,71800,72500,50594,842173.0,11616185.0
2007-05-07,72000,73000,71200,72900,73255,846820.0,11616185.0
2007-05-08,72900,74400,72100,73700,48779,856113.0,11616185.0
2007-05-09,73500,73500,71100,71500,83247,830557.0,11616185.0
2007-05-10,71400,73400,71000,72400,44421,841012.0,11616185.0
2007-05-11,70700,71800,70300,71100,40284,825911.0,11616185.0
2007-05-14,71100,72000,70400,70700,24911,821264.0,11616185.0
2007-05-15,71000,71000,69200,69400,34165,806163.0,11616185.0
2007-05-16,68400,69800,68400,69000,23034,801517.0,11616185.0
2007-05-17,69700,72100,69100,71300,62517,828234.0,11616185.0
2007-05-18,71300,72000,71100,72000,60250,836365.0,11616185.0
2007-05-21,71300,72400,71100,72000,46118,836365.0,11616185.0
2007-05-22,71400,72000,70900,71200,83015,827072.0,11616185.0
2007-05-23,70600,71100,69000,69800,92888,810810.0,11616185.0
2007-05-25,70000,71500,68700,70400,132943,817779.0,11616185.0
2007-05-28,71000,72000,70100,72000,73833,836365.0,11616185.0
2007-05-29,73000,73100,71000,72200,63071,838689.0,11616185.0
2007-05-30,72600,72600,71200,72100,52804,837527.0,11616185.0
2007-05-31,72100,72200,71200,71500,84598,830557.0,11616185.0
2007-06-01,72000,73900,72000,72800,105003,845658.0,11616185.0
2007-06-04,73900,74000,72200,72600,67559,843335.0,11616185.0
