종근당(185750),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-04-25,65663,65755,63934,64298,36367,664279.0,9409050.0
2014-04-28,63842,65391,63842,65118,25628,672747.0,9409050.0
2014-04-29,65391,65846,64753,65573,17451,677452.0,9409050.0
2014-04-30,65573,67394,65573,66849,33949,690624.0,9409050.0
2014-05-02,67121,67940,66575,67395,36128,696270.0,9409050.0
2014-05-07,67940,67940,65663,66211,33316,684038.0,9409050.0
2014-05-08,66211,66301,64389,64754,52939,668983.0,9409050.0
2014-05-09,64389,65299,64206,64754,21469,668983.0,9409050.0
2014-05-12,64116,65481,63114,65118,45356,672747.0,9409050.0
2014-05-13,64480,66393,63934,65938,36490,681215.0,9409050.0
2014-05-14,65937,65937,64935,64936,25169,670865.0,9409050.0
2014-05-15,65026,65663,64389,64572,28882,667102.0,9409050.0
2014-05-16,64571,64662,63478,63934,53877,660515.0,9409050.0
2014-05-19,63934,64024,63114,63479,25877,655811.0,9409050.0
2014-05-20,63752,64844,63296,64572,31371,667102.0,9409050.0
2014-05-21,64662,64662,63752,64481,33105,666161.0,9409050.0
2014-05-22,64480,64935,63570,64481,34096,666161.0,9409050.0
2014-05-23,64024,64662,63842,64481,30449,666161.0,9409050.0
2014-05-26,64389,64571,63022,63206,52982,652988.0,9409050.0
2014-05-27,63204,63204,60928,61111,75028,631347.0,9409050.0
2014-05-28,60290,62840,60290,62386,39277,644520.0,9409050.0
2014-05-29,62658,62658,61475,62386,31093,644520.0,9409050.0
2014-05-30,62658,63752,61839,63752,41031,658634.0,9409050.0
2014-06-02,63660,64024,61930,63206,23238,652988.0,9409050.0
2014-06-03,63204,63204,60746,61203,54796,632288.0,9409050.0
2014-06-05,60655,61839,58834,61839,53035,638874.0,9409050.0
2014-06-09,62021,62203,60381,61657,32812,636993.0,9409050.0
2014-06-10,62112,64844,61383,64572,44520,667102.0,9409050.0
2014-06-11,64571,65573,64206,65483,53368,676511.0,9409050.0
2014-06-12,65026,66483,65026,66393,45929,685920.0,9409050.0
2014-06-13,65755,67303,65299,66940,35720,691565.0,9409050.0
2014-06-16,66575,67486,66211,67304,30727,695329.0,9409050.0
2014-06-17,66939,67030,64206,64208,59318,663338.0,9409050.0
2014-06-18,64298,65209,63204,64026,45403,661456.0,9409050.0
2014-06-19,64480,65209,63842,65209,44119,673688.0,9409050.0
2014-06-20,65209,65663,63934,64572,43193,667102.0,9409050.0
2014-06-23,64662,65209,63842,64390,32611,665220.0,9409050.0
2014-06-24,63752,64206,61839,61839,73908,638874.0,9409050.0
2014-06-25,61930,62658,61201,62204,37410,642638.0,9409050.0
2014-06-26,61839,62658,61747,62204,30564,642638.0,9409050.0
2014-06-27,61839,62203,61747,62204,19368,642638.0,9409050.0
2014-06-30,61930,62658,61019,61657,45012,636993.0,9409050.0
2014-07-01,61201,61565,60108,60291,59455,622879.0,9409050.0
2014-07-02,60745,61930,60108,61475,62832,635111.0,9409050.0
2014-07-03,61110,62021,60199,61385,92701,634170.0,9409050.0
2014-07-04,61383,61475,60290,60929,59502,629465.0,9409050.0
2014-07-07,60837,62203,60655,61839,49829,638874.0,9409050.0
2014-07-08,61657,62385,60928,61385,40934,634170.0,9409050.0
2014-07-09,60928,61383,60199,60655,35762,626643.0,9409050.0
2014-07-10,60563,61201,60563,60929,17943,629465.0,9409050.0
2014-07-11,60928,62567,60381,61657,61306,636993.0,9409050.0
2014-07-14,61565,63478,61565,63296,56598,653929.0,9409050.0
2014-07-15,64480,64480,63296,64116,48843,662397.0,9409050.0
2014-07-16,63752,63842,62567,63024,33012,651106.0,9409050.0
2014-07-17,63022,63296,62203,63206,25468,652988.0,9409050.0
2014-07-18,63022,63022,62203,62659,24000,647343.0,9409050.0
2014-07-21,62750,62840,61110,61203,42429,632288.0,9409050.0
2014-07-22,61383,61565,60655,61385,22299,634170.0,9409050.0
2014-07-23,61747,61747,60381,60473,48878,624761.0,9409050.0
2014-07-24,60563,60837,59562,59654,37512,616293.0,9409050.0
2014-07-25,59926,59926,59016,59563,39592,615352.0,9409050.0
2014-07-28,59653,59926,59198,59380,19905,613470.0,9409050.0
2014-07-29,59016,59470,57649,57741,55517,596534.0,9409050.0
2014-07-30,57831,58924,56557,58926,50538,608766.0,9409050.0
2014-07-31,59016,59198,57376,58561,40112,605002.0,9409050.0
2014-08-01,58742,60017,58560,59380,37585,613470.0,9409050.0
2014-08-04,59562,59835,58834,59745,33081,617234.0,9409050.0
2014-08-05,59470,59744,58014,58288,32257,602179.0,9409050.0
2014-08-06,58196,60108,57831,59927,41486,619115.0,9409050.0
2014-08-07,60017,60017,58560,59654,34267,616293.0,9409050.0
2014-08-08,59106,59926,58196,58834,41020,607825.0,9409050.0
2014-08-11,58834,59288,58287,58926,23694,608766.0,9409050.0
2014-08-12,58834,59106,58196,58470,21386,604061.0,9409050.0
2014-08-13,58560,58834,58196,58470,24946,604061.0,9409050.0
2014-08-14,58469,61201,58469,60655,55537,626643.0,9409050.0
2014-08-18,60928,61475,60290,61385,34675,634170.0,9409050.0
2014-08-19,61383,61383,60108,60109,33550,620997.0,9409050.0
2014-08-20,60108,60381,58651,59927,39650,619115.0,9409050.0
2014-08-21,59288,60473,59288,60291,22987,622879.0,9409050.0
2014-08-22,59835,62021,59835,61839,56167,638874.0,9409050.0
2014-08-25,62567,64662,61475,64116,103860,662397.0,9409050.0
2014-08-26,64662,66119,64206,65301,91419,674629.0,9409050.0
2014-08-27,65937,66029,64844,65755,80341,679333.0,9409050.0
2014-08-28,65391,66119,64753,65573,43339,677452.0,9409050.0
2014-08-29,65481,65481,63934,63934,45659,660515.0,9409050.0
2014-09-01,63934,65481,63204,64026,29809,661456.0,9409050.0
2014-09-02,63752,65209,63570,64663,64489,668043.0,9409050.0
2014-09-03,64116,65481,64116,64754,48251,668983.0,9409050.0
2014-09-04,64935,65573,63114,63752,38826,658634.0,9409050.0
2014-09-05,63387,66029,63387,65301,47248,674629.0,9409050.0
2014-09-11,65391,65846,64844,65847,32213,680274.0,9409050.0
2014-09-12,65846,66119,64480,65573,32564,677452.0,9409050.0
2014-09-15,65573,66211,65117,65938,33759,681215.0,9409050.0
2014-09-16,66848,69307,66393,67486,109919,697211.0,9409050.0
2014-09-17,67486,68214,67121,67578,32989,698152.0,9409050.0
2014-09-18,67576,67668,66211,66485,27612,686861.0,9409050.0
2014-09-19,66483,67394,66301,67395,25478,696270.0,9409050.0
2014-09-22,67485,67576,65755,66485,32496,686861.0,9409050.0
2014-09-23,66301,66757,64298,65573,46862,677452.0,9409050.0
2014-09-24,65117,67576,64753,67031,68161,692506.0,9409050.0
2014-09-25,67303,68214,65663,67213,45873,694388.0,9409050.0
2014-09-26,66939,68578,66029,68306,61747,705679.0,9409050.0
2014-09-29,68122,69216,67121,67850,45096,700974.0,9409050.0
2014-09-30,68305,69671,67394,69672,51192,719792.0,9409050.0
2014-10-01,69853,70127,67850,69672,54978,719792.0,9409050.0
2014-10-02,69216,70127,67850,69581,53190,718851.0,9409050.0
2014-10-06,69580,70035,67668,67942,22881,701915.0,9409050.0
2014-10-07,67940,68760,66939,67395,25158,696270.0,9409050.0
2014-10-08,67394,68578,66301,68488,52904,707561.0,9409050.0
2014-10-10,67394,68578,66939,66940,25626,691565.0,9409050.0
2014-10-13,66119,69307,65663,68579,76979,708501.0,9409050.0
2014-10-14,67850,69580,67850,68579,39529,708501.0,9409050.0
2014-10-15,69398,69398,67850,68762,31659,710383.0,9409050.0
2014-10-16,68214,70764,66939,70583,75368,729201.0,9409050.0
2014-10-17,70399,72676,69671,72404,73866,748019.0,9409050.0
2014-10-20,71675,72404,70217,70765,31910,731083.0,9409050.0
2014-10-21,70217,72768,69489,70309,55046,726379.0,9409050.0
2014-10-22,71219,73405,70491,72950,82315,753665.0,9409050.0
2014-10-23,73496,73496,72039,72950,49764,753665.0,9409050.0
2014-10-24,72950,72950,69580,69763,78034,720733.0,9409050.0
2014-10-27,70035,70035,67212,67850,94557,700974.0,9409050.0
2014-10-28,68032,68214,65209,65573,81774,677452.0,9409050.0
2014-10-29,66028,66666,64389,65665,86615,678393.0,9409050.0
2014-10-30,65663,66393,64206,65573,34919,677452.0,9409050.0
2014-10-31,65573,66029,64571,64754,32444,668983.0,9409050.0
2014-11-03,60108,61383,56465,60383,161459,623820.0,9409050.0
2014-11-04,60563,60746,58014,60109,138028,620997.0,9409050.0
2014-11-05,59744,61293,59380,59472,57764,614411.0,9409050.0
2014-11-06,58469,60290,58287,59472,54636,614411.0,9409050.0
2014-11-07,59926,61383,58834,61020,43524,630406.0,9409050.0
2014-11-10,61019,61019,57649,58197,102219,601238.0,9409050.0
2014-11-11,58196,59470,58014,58926,47338,608766.0,9409050.0
2014-11-12,59380,59835,58560,59290,93359,612529.0,9409050.0
2014-11-13,59380,62021,59198,62022,59081,640756.0,9409050.0
2014-11-14,61747,63022,59744,62386,85260,644520.0,9409050.0
2014-11-17,62203,62385,60381,62022,35017,640756.0,9409050.0
2014-11-18,61293,62567,60928,62022,40684,640756.0,9409050.0
2014-11-19,62021,62567,61657,62204,21926,642638.0,9409050.0
2014-11-20,62476,62750,61565,62204,19032,642638.0,9409050.0
2014-11-21,62203,62840,60381,60565,33127,625702.0,9409050.0
2014-11-24,61293,62476,60655,61111,30066,631347.0,9409050.0
2014-11-25,60928,62750,60563,62659,43939,647343.0,9409050.0
2014-11-26,62294,63842,62294,63114,22868,652047.0,9409050.0
2014-11-27,63296,63478,62021,62932,14503,650165.0,9409050.0
2014-11-28,62385,63296,62203,62932,12482,650165.0,9409050.0
2014-12-01,62112,63570,61930,62842,31257,649224.0,9409050.0
2014-12-02,62294,63204,61930,62842,21197,649224.0,9409050.0
2014-12-03,62840,64206,62385,63206,24157,652988.0,9409050.0
2014-12-04,63752,63752,62476,63479,16429,655811.0,9409050.0
2014-12-05,62932,63752,62112,62113,28961,641697.0,9409050.0
2014-12-08,62112,63114,61110,62659,19809,647343.0,9409050.0
2014-12-09,63204,63204,61475,62659,22480,647343.0,9409050.0
2014-12-10,61930,62840,61475,62568,19012,646402.0,9409050.0
2014-12-11,61565,62294,61475,61749,15994,637934.0,9409050.0
2014-12-12,61657,62476,60655,61020,32646,630406.0,9409050.0
2014-12-15,60655,62840,60017,62113,36342,641697.0,9409050.0
2014-12-16,61565,62658,61019,62113,74422,641697.0,9409050.0
2014-12-17,61565,63114,61019,62477,46176,645461.0,9409050.0
2014-12-18,62567,62840,60837,61203,41776,632288.0,9409050.0
2014-12-19,62476,62476,60381,61567,32422,636052.0,9409050.0
2014-12-22,61201,61839,60655,61111,23015,631347.0,9409050.0
2014-12-23,61110,61747,60473,61567,21219,636052.0,9409050.0
2014-12-24,61019,61293,60017,60473,67371,624761.0,9409050.0
2014-12-26,60655,60655,59744,59745,25645,617234.0,9409050.0
2014-12-29,59653,60655,59380,59472,16328,614411.0,9409050.0
2014-12-30,59198,59470,58742,59472,29588,614411.0,9409050.0
2015-01-02,58834,59470,58469,58834,18175,607825.0,9409050.0
2015-01-05,58834,59470,57649,59290,33220,612529.0,9409050.0
2015-01-06,58924,60017,58834,59927,23525,619115.0,9409050.0
2015-01-07,59926,59926,57922,58743,34600,606884.0,9409050.0
2015-01-08,59016,59288,58287,58834,25425,607825.0,9409050.0
2015-01-09,58834,59198,55919,56011,97874,578657.0,9409050.0
2015-01-12,56010,56375,53187,53279,142873,550429.0,9409050.0
2015-01-13,53642,55190,52913,55009,62522,568307.0,9409050.0
2015-01-14,54735,55190,53642,54098,36943,558898.0,9409050.0
2015-01-15,54098,54280,53369,53916,30713,557016.0,9409050.0
2015-01-16,53733,53824,52640,53097,44060,548548.0,9409050.0
2015-01-19,53095,53187,50728,51457,73801,531611.0,9409050.0
2015-01-20,51456,52275,50819,51002,51927,526907.0,9409050.0
2015-01-21,51001,52458,49362,51821,77662,535375.0,9409050.0
2015-01-22,52367,52367,51001,51002,48010,526907.0,9409050.0
2015-01-23,51183,51456,49544,50000,48886,516557.0,9409050.0
2015-01-26,50182,52185,50090,50546,45828,522202.0,9409050.0
2015-01-27,50728,52003,50546,51275,46523,529730.0,9409050.0
2015-01-28,51183,51911,50819,51548,38428,532552.0,9409050.0
2015-01-29,51456,51729,50546,51639,39397,533493.0,9409050.0
2015-01-30,51729,51729,50090,51002,28044,526907.0,9409050.0
2015-02-02,51274,51274,50546,50820,17260,525025.0,9409050.0
2015-02-03,50910,51001,49816,50274,39799,519380.0,9409050.0
2015-02-04,50454,50728,49726,49818,61780,514675.0,9409050.0
2015-02-05,49999,51729,49816,51731,38509,534434.0,9409050.0
2015-02-06,52093,52093,50910,52095,30709,538198.0,9409050.0
2015-02-09,51183,51274,49726,50911,139679,525966.0,9409050.0
2015-02-10,50546,50819,49999,50000,37487,516557.0,9409050.0
2015-02-11,50182,50910,50090,50820,26635,525025.0,9409050.0
2015-02-12,51639,52275,50272,50911,50596,525966.0,9409050.0
2015-02-13,51092,51456,50090,51457,42266,531611.0,9409050.0
2015-02-16,51729,51911,51001,51366,30755,530670.0,9409050.0
2015-02-17,51547,52003,51001,51913,24407,536316.0,9409050.0
2015-02-23,52731,53005,51821,52185,32452,539139.0,9409050.0
2015-02-24,52640,53824,52367,52367,81627,541020.0,9409050.0
2015-02-25,53095,53095,52093,52367,59331,541020.0,9409050.0
2015-02-26,52549,52913,52185,52550,57190,542902.0,9409050.0
2015-02-27,52731,53369,52549,53187,43689,549489.0,9409050.0
2015-03-02,53187,53187,52093,52095,49122,538198.0,9409050.0
2015-03-03,52003,52549,51456,51913,56880,536316.0,9409050.0
2015-03-04,51911,52549,51547,51821,47985,535375.0,9409050.0
2015-03-05,51911,52185,51639,52003,41705,537257.0,9409050.0
2015-03-06,52185,53369,52003,53097,50566,548548.0,9409050.0
2015-03-09,52823,53733,52093,52459,49923,541961.0,9409050.0
2015-03-10,52640,53824,52458,53643,96959,554193.0,9409050.0
2015-03-11,53642,54644,53278,54372,97065,561720.0,9409050.0
2015-03-12,54280,56829,54006,56284,154372,581479.0,9409050.0
2015-03-13,56647,58651,55828,57468,167308,593711.0,9409050.0
2015-03-16,57649,58924,57103,58379,169409,603120.0,9409050.0
2015-03-17,58469,58560,56465,57103,110913,589947.0,9409050.0
2015-03-18,57558,58014,55737,57559,85134,594652.0,9409050.0
2015-03-19,58378,63478,58287,61385,299272,634170.0,9409050.0
2015-03-20,61930,67212,60563,64845,612608,669924.0,9409050.0
2015-03-23,65481,65573,61657,62659,230671,647343.0,9409050.0
2015-03-24,62750,64480,61110,61839,195757,638874.0,9409050.0
2015-03-25,61839,63752,61475,63752,110218,658634.0,9409050.0
2015-03-26,63204,63752,62294,63479,98944,655811.0,9409050.0
2015-03-27,63478,64480,62385,63752,83983,658634.0,9409050.0
2015-03-30,64024,65573,63570,63934,82200,660515.0,9409050.0
2015-03-31,64024,64662,60837,62204,127674,642638.0,9409050.0
2015-04-01,61565,62021,60017,61475,127017,635111.0,9409050.0
2015-04-02,61930,68122,61475,67213,351086,694388.0,9409050.0
2015-04-03,67758,67940,65391,67213,126614,694388.0,9409050.0
2015-04-06,67303,69762,66483,67760,135919,700033.0,9409050.0
2015-04-07,67394,69580,67030,69399,135996,716970.0,9409050.0
2015-04-08,69580,71857,64662,65209,475151,673688.0,9409050.0
2015-04-09,65573,66119,64116,65301,242975,674629.0,9409050.0
2015-04-10,65845,66119,63934,64026,181750,661456.0,9409050.0
2015-04-13,64024,65026,63296,64845,164346,669924.0,9409050.0
2015-04-14,64844,65209,61383,62750,211769,648284.0,9409050.0
2015-04-15,61930,64571,61930,64026,176366,661456.0,9409050.0
2015-04-16,63296,66666,63296,66393,209339,685920.0,9409050.0
2015-04-17,66939,67212,65937,66393,113193,685920.0,9409050.0
2015-04-20,66029,69216,65391,68214,182579,704738.0,9409050.0
2015-04-21,68942,69580,64571,66029,164040,682156.0,9409050.0
2015-04-22,65846,68670,59562,66029,205965,682156.0,9409050.0
2015-04-23,66483,66483,62932,64754,180622,668983.0,9409050.0
2015-04-24,63660,64662,62476,63296,142621,653929.0,9409050.0
2015-04-27,63114,64662,62750,64208,132416,663338.0,9409050.0
2015-04-28,63387,64662,63114,64572,108170,667102.0,9409050.0
2015-04-29,63934,64662,63296,64116,91689,662397.0,9409050.0
2015-04-30,64116,65391,63296,65301,115663,674629.0,9409050.0
2015-05-04,65573,66393,64024,65483,110082,676511.0,9409050.0
2015-05-06,64662,66483,64206,66121,71718,683097.0,9409050.0
2015-05-07,66029,66119,62658,63479,130629,655811.0,9409050.0
2015-05-08,63660,64662,63478,63844,43884,659574.0,9409050.0
2015-05-11,64024,66848,63752,65483,137744,676511.0,9409050.0
2015-05-12,65573,71948,65573,68852,501161,711324.0,9409050.0
2015-05-13,68852,72221,68214,72040,307736,744256.0,9409050.0
2015-05-14,71037,71766,69034,71311,266109,736729.0,9409050.0
2015-05-15,70581,74225,70035,70765,260333,731083.0,9409050.0
2015-05-18,71493,71493,67576,70674,264813,730142.0,9409050.0
2015-05-19,71037,71219,68852,70127,138479,724497.0,9409050.0
2015-05-20,70491,80600,70217,80601,707649,832701.0,9409050.0
2015-05-21,81328,86246,79051,82240,538916,849637.0,9409050.0
2015-05-22,83059,83969,77048,78597,269366,812001.0,9409050.0
2015-05-26,78323,79507,76593,77322,142578,798828.0,9409050.0
2015-05-27,77140,79507,74771,75409,154095,779069.0,9409050.0
2015-05-28,76046,83332,76046,80601,305758,832701.0,9409050.0
2015-05-29,81510,83332,77959,77960,172460,805415.0,9409050.0
2015-06-01,80873,80964,76593,80145,125218,827996.0,9409050.0
2015-06-02,80509,83969,78779,79235,283093,818587.0,9409050.0
2015-06-03,78323,81784,74863,78233,213287,808237.0,9409050.0
2015-06-04,77868,81966,77230,81876,180797,845874.0,9409050.0
2015-06-05,82058,84699,81146,83789,215618,865633.0,9409050.0
2015-06-08,83605,83787,80053,81512,142953,842110.0,9409050.0
2015-06-09,82422,84243,80053,81238,215930,839287.0,9409050.0
2015-06-10,82422,84334,78779,80055,172130,827055.0,9409050.0
2015-06-11,80600,85427,79599,85155,488282,879746.0,9409050.0
2015-06-12,85700,88615,83332,83971,370596,867514.0,9409050.0
2015-06-15,83697,85154,81876,83242,115676,859987.0,9409050.0
2015-06-16,83515,84334,80327,82240,115066,849637.0,9409050.0
2015-06-17,82240,83787,80873,82058,79344,847755.0,9409050.0
2015-06-18,82695,87613,81510,86248,314985,891037.0,9409050.0
2015-06-19,87158,89252,84699,87067,170450,899505.0,9409050.0
2015-06-22,87431,87704,81784,83425,194691,861869.0,9409050.0
2015-06-23,82786,84243,80873,81420,131384,841169.0,9409050.0
2015-06-24,82148,84152,81510,83879,138047,866574.0,9409050.0
2015-06-25,84972,91984,83879,90437,405999,934319.0,9409050.0
2015-06-26,90618,97449,87704,88707,418224,916441.0,9409050.0
2015-06-29,87158,90163,82968,84061,217430,868455.0,9409050.0
2015-06-30,82877,84607,78323,82422,199963,851519.0,9409050.0
2015-07-01,83332,84334,81966,83697,120506,864692.0,9409050.0
2015-07-02,84243,86975,84152,85246,157263,880687.0,9409050.0
2015-07-03,86064,92895,84699,90892,361950,939023.0,9409050.0
2015-07-06,88523,101547,88523,93351,458002,964428.0,9409050.0
2015-07-07,96993,104734,76684,79509,826253,821410.0,9409050.0
2015-07-08,80327,81420,73952,76047,390158,785656.0,9409050.0
2015-07-09,74863,83787,73587,81968,349705,846814.0,9409050.0
2015-07-10,81966,86064,80236,82514,214593,852460.0,9409050.0
2015-07-13,82512,85792,81328,85701,113505,885392.0,9409050.0
2015-07-14,87066,89434,84972,87887,120433,907973.0,9409050.0
2015-07-15,89252,92895,87886,90437,161483,934319.0,9409050.0
2015-07-16,89070,90618,87158,88707,107778,916441.0,9409050.0
2015-07-17,88797,89708,84699,86885,89480,897623.0,9409050.0
2015-07-20,87248,92895,86884,91985,137834,950314.0,9409050.0
2015-07-21,92895,95172,87795,89708,115115,926791.0,9409050.0
2015-07-22,88433,91529,87795,88160,59576,910796.0,9409050.0
2015-07-23,88797,90072,87431,88069,54502,909855.0,9409050.0
2015-07-24,88159,88341,85882,86794,59424,896682.0,9409050.0
2015-07-27,85427,85427,79507,81602,166197,843051.0,9409050.0
2015-07-28,78505,80600,75045,78415,261229,810119.0,9409050.0
2015-07-29,79963,80145,71948,74499,211216,769660.0,9409050.0
2015-07-30,74498,75591,68487,71494,201392,738610.0,9409050.0
2015-07-31,71128,75591,69853,74681,124630,771542.0,9409050.0
2015-08-03,70399,71401,66666,67850,207896,700974.0,9409050.0
2015-08-04,67850,70764,67850,70401,120472,727320.0,9409050.0
2015-08-05,69945,73769,68852,72860,91926,752724.0,9409050.0
2015-08-06,72858,74498,71766,71949,83648,743315.0,9409050.0
2015-08-07,70127,70764,68214,68944,122250,712265.0,9409050.0
2015-08-10,69671,71766,68852,70765,103546,731083.0,9409050.0
2015-08-11,71219,71219,69034,69217,53669,715088.0,9409050.0
2015-08-12,69216,69216,64480,66667,122809,688742.0,9409050.0
2015-08-13,68214,75135,66757,73770,173097,762133.0,9409050.0
2015-08-17,75317,75317,70855,72131,77767,745197.0,9409050.0
2015-08-18,72768,72950,68032,68762,78371,710383.0,9409050.0
2015-08-19,66939,68670,65026,67668,83747,699092.0,9409050.0
2015-08-20,66301,69125,66301,67304,52578,695329.0,9409050.0
2015-08-21,63934,65755,63752,65027,95467,671806.0,9409050.0
2015-08-24,63752,66393,59106,60200,147919,621938.0,9409050.0
