삼진제약(005500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-03-23,16496,17302,16307,16592,427028,223125.0,12750000.0
2009-03-24,16971,16971,16307,16450,233454,221212.0,12750000.0
2009-03-25,16543,16922,15974,16782,241219,225675.0,12750000.0
2009-03-26,17112,17918,17064,17730,545546,238425.0,12750000.0
2009-03-27,17777,17823,16875,16971,229570,228225.0,12750000.0
2009-03-30,16874,16874,16022,16071,163794,216112.0,12750000.0
2009-03-31,15833,17018,15833,16592,135763,223125.0,12750000.0
2009-04-01,16828,17207,16495,16877,169948,226950.0,12750000.0
2009-04-02,17159,17301,16828,17067,156047,229500.0,12750000.0
2009-04-03,17017,17397,16828,17067,197120,229500.0,12750000.0
2009-04-06,17208,18156,17018,18156,316681,244162.0,12750000.0
2009-04-07,18250,18629,17681,18156,213666,244162.0,12750000.0
2009-04-08,17966,18962,17777,18868,221449,253725.0,12750000.0
2009-04-09,19103,19814,18676,18915,257568,254362.0,12750000.0
2009-04-10,18961,19055,18297,18773,115363,252450.0,12750000.0
2009-04-13,18771,19957,18345,19342,257845,260100.0,12750000.0
2009-04-14,19388,19577,18439,18821,137471,260432.0,13120000.0
2009-04-15,18677,18819,17634,18156,191582,251248.0,13120000.0
2009-04-16,18297,19434,17680,17730,227291,245344.0,13120000.0
2009-04-17,17870,18392,17207,17730,217254,245344.0,13120000.0
2009-04-20,17633,18249,17539,17967,111537,248624.0,13120000.0
2009-04-21,17680,18534,17633,18489,98469,255840.0,13120000.0
2009-04-22,18582,18676,18345,18394,81108,254528.0,13120000.0
2009-04-23,18346,18629,18204,18299,76936,253216.0,13120000.0
2009-04-24,18724,19055,18249,18536,125322,256496.0,13120000.0
2009-04-27,19104,20147,19104,19152,414019,265024.0,13120000.0
2009-04-28,19720,19720,17350,18014,322767,249280.0,13120000.0
2009-04-29,17918,18013,16970,17683,184503,244688.0,13120000.0
2009-04-30,17965,18155,17633,17825,105487,246656.0,13120000.0
2009-05-04,18061,18061,17540,17919,61544,247968.0,13120000.0
2009-05-06,17919,18108,17540,17540,104010,242720.0,13120000.0
2009-05-07,17539,17776,16780,16925,180440,234192.0,13120000.0
2009-05-08,16685,17443,16685,17161,87477,237472.0,13120000.0
2009-05-11,17208,17492,16971,16971,92293,234848.0,13120000.0
2009-05-12,16923,17065,16449,16687,85198,230912.0,13120000.0
2009-05-13,16686,17350,16592,17114,68380,236816.0,13120000.0
2009-05-14,16828,17112,16638,17067,59409,236160.0,13120000.0
2009-05-15,16971,17587,16971,17208,72379,238128.0,13120000.0
2009-05-18,17255,17350,17018,17256,39042,238784.0,13120000.0
2009-05-19,17349,17539,17254,17446,53150,241408.0,13120000.0
2009-05-20,17492,17540,17018,17114,58101,236816.0,13120000.0
2009-05-21,17160,17160,16592,16592,86777,229600.0,13120000.0
2009-05-22,16639,17065,15880,16308,104515,225664.0,13120000.0
2009-05-25,15975,16449,15311,16450,107750,227632.0,13120000.0
2009-05-26,16211,16306,15926,16119,37561,223040.0,13120000.0
2009-05-27,16353,16353,14884,15123,108786,209264.0,13120000.0
2009-05-28,14885,17350,13984,17350,572716,240096.0,13120000.0
2009-05-29,17586,17823,16828,17067,178945,236160.0,13120000.0
2009-06-01,16732,17017,16449,16782,101543,232224.0,13120000.0
2009-06-02,17018,17966,16639,17493,187487,242064.0,13120000.0
2009-06-03,17587,18108,17540,17635,86519,244032.0,13120000.0
2009-06-04,17681,17823,17160,17493,46187,242064.0,13120000.0
2009-06-05,17492,17540,17018,17350,43921,240096.0,13120000.0
2009-06-08,17397,17443,16732,17161,69900,237472.0,13120000.0
2009-06-09,17018,17302,16496,16687,60540,230912.0,13120000.0
2009-06-10,16686,17681,16449,17350,125217,240096.0,13120000.0
2009-06-11,17398,17919,17350,17540,83987,242720.0,13120000.0
2009-06-12,17492,19056,17444,18962,272270,262400.0,13120000.0
2009-06-15,18961,19909,18771,19058,165388,263712.0,13120000.0
2009-06-16,18818,20051,18771,19437,179413,268960.0,13120000.0
2009-06-17,19530,22232,19530,21333,674881,295200.0,13120000.0
2009-06-18,21522,22470,20337,20764,600600,287328.0,13120000.0
2009-06-19,20763,22137,20716,21428,286040,296512.0,13120000.0
2009-06-22,21568,24271,21331,23751,749811,328656.0,13120000.0
2009-06-23,23276,23845,23086,23466,373304,324720.0,13120000.0
2009-06-24,23465,23559,21188,21475,437729,297168.0,13120000.0
2009-06-25,21568,22848,21521,22044,281116,305040.0,13120000.0
2009-06-26,22374,22421,21236,22044,212616,305040.0,13120000.0
2009-06-29,22280,23370,22091,22470,330300,310944.0,13120000.0
2009-06-30,22563,22848,21473,22281,194026,308320.0,13120000.0
2009-07-01,22091,22849,21901,22470,105570,310944.0,13120000.0
2009-07-02,22469,22659,21473,21760,211967,301104.0,13120000.0
2009-07-03,21285,22233,21285,22091,221194,305696.0,13120000.0
2009-07-06,22091,22233,21237,21428,267762,296512.0,13120000.0
2009-07-07,21664,22470,21379,21807,201688,301760.0,13120000.0
2009-07-08,21711,22374,21568,21902,170971,303072.0,13120000.0
2009-07-09,22043,22185,21285,21285,162383,294544.0,13120000.0
2009-07-10,21332,22375,21048,22233,581338,307664.0,13120000.0
2009-07-13,22470,22660,21143,21143,297206,292576.0,13120000.0
2009-07-14,21427,21854,19815,19816,365237,274208.0,13120000.0
2009-07-15,19909,20620,19293,20290,293096,280768.0,13120000.0
2009-07-16,20716,21995,20573,20858,295010,288640.0,13120000.0
2009-07-17,20999,21378,20430,21191,129925,293232.0,13120000.0
2009-07-20,20999,21711,20667,21239,270085,293888.0,13120000.0
2009-07-21,21236,21284,20382,20433,186986,282736.0,13120000.0
2009-07-22,20763,20953,20479,20858,168915,288640.0,13120000.0
2009-07-23,20906,21664,20526,21664,171344,299792.0,13120000.0
2009-07-24,21711,22659,21711,21997,185573,304384.0,13120000.0
2009-07-27,22042,22611,21757,21760,123000,301104.0,13120000.0
2009-07-28,21805,21853,21236,21475,90566,297168.0,13120000.0
2009-07-29,21237,21332,20621,20906,161402,289296.0,13120000.0
2009-07-30,20810,21427,20431,21285,116780,294544.0,13120000.0
2009-07-31,21143,21522,21000,21522,131457,297824.0,13120000.0
2009-08-03,21711,21711,21046,21239,113350,293888.0,13120000.0
2009-08-04,21331,21331,19624,20290,228153,280768.0,13120000.0
2009-08-05,20288,20620,19909,20243,99974,280112.0,13120000.0
2009-08-06,20240,20336,19672,19864,114432,274864.0,13120000.0
2009-08-07,19909,20382,19530,20243,91170,280112.0,13120000.0
2009-08-10,20052,20716,20052,20622,171540,285360.0,13120000.0
2009-08-11,20621,20810,17540,17635,2531757,244032.0,13120000.0
2009-08-12,17492,17729,16781,17208,1435130,238128.0,13120000.0
2009-08-13,17634,17823,16971,16971,650071,234848.0,13120000.0
2009-08-14,17113,17160,16496,16592,629291,229600.0,13120000.0
2009-08-17,16875,17160,16354,16450,575579,227632.0,13120000.0
2009-08-18,16307,16923,16212,16545,302031,228944.0,13120000.0
2009-08-19,16781,16923,16069,16260,377934,225008.0,13120000.0
2009-08-20,16259,16354,15595,15786,421182,218448.0,13120000.0
2009-08-21,16164,17776,16116,17161,2669882,237472.0,13120000.0
2009-08-24,17539,17918,16543,16782,1841925,232224.0,13120000.0
2009-08-25,16543,17301,15785,16071,1458272,222384.0,13120000.0
2009-08-26,16116,16591,15974,16213,304634,224352.0,13120000.0
2009-08-27,16117,16354,15738,15739,332598,217792.0,13120000.0
2009-08-28,16022,16685,15689,15976,530259,221072.0,13120000.0
2009-08-31,16116,16164,14978,14980,361725,207296.0,13120000.0
2009-09-01,14978,15216,14837,14886,259144,205984.0,13120000.0
2009-09-02,14742,14790,14126,14411,420829,199424.0,13120000.0
2009-09-03,14553,14695,14126,14411,248138,199424.0,13120000.0
2009-09-04,14505,14979,14363,14838,206941,205328.0,13120000.0
2009-09-07,14979,15169,14648,14790,190776,204672.0,13120000.0
2009-09-08,14789,14789,14172,14175,227942,196144.0,13120000.0
2009-09-09,14221,14221,13605,13606,261803,188272.0,13120000.0
2009-09-10,13557,14079,13557,13890,149178,192208.0,13120000.0
2009-09-11,13936,14695,13936,14554,240452,201392.0,13120000.0
2009-09-14,14600,14600,14032,14269,148880,197456.0,13120000.0
2009-09-15,14220,14268,14031,14080,105356,194832.0,13120000.0
2009-09-16,14078,14694,14078,14222,203758,196800.0,13120000.0
2009-09-17,14269,14648,14126,14648,188841,202704.0,13120000.0
2009-09-18,14553,15075,14505,14838,272581,205328.0,13120000.0
2009-09-21,14694,15026,14504,14601,78301,202048.0,13120000.0
2009-09-22,14553,14742,14363,14411,91405,199424.0,13120000.0
2009-09-23,14363,14505,13747,13842,158927,191552.0,13120000.0
2009-09-24,13747,14411,13747,14269,188459,197456.0,13120000.0
2009-09-25,14363,14932,14079,14838,267654,205328.0,13120000.0
2009-09-28,14837,14978,14504,14601,162860,202048.0,13120000.0
2009-09-29,14552,15358,14504,15171,339550,209920.0,13120000.0
2009-09-30,15121,15359,14648,14648,227538,202704.0,13120000.0
2009-10-01,14742,14932,14411,14506,138608,200736.0,13120000.0
2009-10-05,14410,14694,14172,14365,112462,198768.0,13120000.0
2009-10-06,14457,14694,14031,14222,241450,196800.0,13120000.0
2009-10-07,14268,14410,13983,14317,124630,198112.0,13120000.0
2009-10-08,14411,14742,14363,14411,105778,199424.0,13120000.0
2009-10-09,14458,15264,14411,15075,258567,208608.0,13120000.0
2009-10-12,15120,15453,14978,15407,201808,213200.0,13120000.0
2009-10-13,15454,15454,15075,15217,121711,210576.0,13120000.0
2009-10-14,15216,15310,14789,14886,143330,205984.0,13120000.0
2009-10-15,14979,15169,14790,15075,114473,208608.0,13120000.0
2009-10-16,15074,15310,14884,14886,101304,205984.0,13120000.0
2009-10-19,14885,14885,14600,14696,80631,203360.0,13120000.0
2009-10-20,14695,15121,14695,15075,99880,208608.0,13120000.0
2009-10-21,14978,15120,14837,14980,75547,207296.0,13120000.0
2009-10-22,14885,15075,14553,14554,113168,201392.0,13120000.0
2009-10-23,14647,14837,14552,14601,62295,202048.0,13120000.0
2009-10-26,14600,15027,14505,14790,106599,204672.0,13120000.0
2009-10-27,14695,14695,14363,14554,82663,201392.0,13120000.0
2009-10-28,14552,14741,14314,14365,104225,198768.0,13120000.0
2009-10-29,14173,14221,13700,13890,92049,192208.0,13120000.0
2009-10-30,13983,14552,13889,14222,99993,196800.0,13120000.0
2009-11-02,13936,14032,13700,13748,100835,190240.0,13120000.0
2009-11-03,13793,13983,13556,13559,117865,187616.0,13120000.0
2009-11-04,13556,13651,13083,13226,182359,183024.0,13120000.0
2009-11-05,13130,13320,12894,13084,122203,181056.0,13120000.0
2009-11-06,13320,13320,13084,13084,43450,181056.0,13120000.0
2009-11-09,12988,13273,12988,13084,65197,181056.0,13120000.0
2009-11-10,13272,13320,12656,12705,110025,175808.0,13120000.0
2009-11-11,12704,12846,12325,12373,142667,171216.0,13120000.0
2009-11-12,12419,12751,12419,12515,93798,173184.0,13120000.0
2009-11-13,12515,12609,12040,12136,118806,167936.0,13120000.0
2009-11-16,12087,12135,11565,11757,130712,162688.0,13120000.0
2009-11-17,11755,11992,11660,11662,95220,161376.0,13120000.0
2009-11-18,11519,11755,11424,11567,89325,160064.0,13120000.0
2009-11-19,11612,11897,11612,11615,106061,160720.0,13120000.0
2009-11-20,11661,11898,11613,11851,73390,164000.0,13120000.0
2009-11-23,11898,12040,11755,11946,66621,165312.0,13120000.0
2009-11-24,11708,11850,11518,11615,151899,160720.0,13120000.0
2009-11-25,11709,11755,11519,11709,42220,162032.0,13120000.0
2009-11-26,11755,11946,11661,11851,74685,164000.0,13120000.0
2009-11-27,11661,11709,10950,11330,169143,156784.0,13120000.0
2009-11-30,11330,11471,10997,10998,128030,152192.0,13120000.0
2009-12-01,10950,11234,10665,11140,147777,154160.0,13120000.0
2009-12-02,11281,11329,11091,11236,79240,155472.0,13120000.0
2009-12-03,11186,11565,11186,11520,101647,159408.0,13120000.0
2009-12-04,11423,11660,11329,11615,93326,160720.0,13120000.0
2009-12-07,11612,11708,11518,11662,53405,161376.0,13120000.0
2009-12-08,11519,12751,11471,12231,417962,169248.0,13120000.0
2009-12-09,12229,12750,12135,12421,215768,171872.0,13120000.0
2009-12-10,12418,12514,12087,12184,127510,168592.0,13120000.0
2009-12-11,12419,13036,12278,12800,219634,177120.0,13120000.0
2009-12-14,12751,13130,12704,13036,130807,180400.0,13120000.0
2009-12-15,13083,13177,12798,12990,93030,179744.0,13120000.0
2009-12-16,12988,13084,12799,12894,52340,178432.0,13120000.0
2009-12-17,12799,12988,12751,12752,54721,176464.0,13120000.0
2009-12-18,12608,13035,12560,12705,92530,175808.0,13120000.0
2009-12-21,12846,12846,12515,12657,78807,175152.0,13120000.0
2009-12-22,12846,13130,12561,12942,87246,179088.0,13120000.0
2009-12-23,13035,13035,12514,12563,68950,173840.0,13120000.0
2009-12-24,12418,12750,12371,12563,72529,173840.0,13120000.0
2009-12-28,12560,12560,12182,12278,123195,169904.0,13120000.0
2009-12-29,12570,12570,12034,12181,56895,164000.0,13120000.0
2009-12-30,12083,12229,11937,12132,56704,163344.0,13120000.0
2010-01-04,12132,12911,11985,12571,73734,169248.0,13120000.0
2010-01-05,12521,13106,12521,13009,121833,175152.0,13120000.0
2010-01-06,13009,13545,12862,13253,112403,178432.0,13120000.0
2010-01-07,13155,13398,12960,13009,96587,175152.0,13120000.0
2010-01-08,13009,13350,12765,13350,79520,179744.0,13120000.0
2010-01-11,13398,13691,13204,13691,157358,184336.0,13120000.0
2010-01-12,13886,14373,13837,14032,360752,188928.0,13120000.0
2010-01-13,14032,14032,13545,13594,112328,183024.0,13120000.0
2010-01-14,13545,13788,13301,13399,96615,180400.0,13120000.0
2010-01-15,13398,13642,13301,13643,78562,183680.0,13120000.0
2010-01-18,13496,13837,13301,13789,133732,185648.0,13120000.0
2010-01-19,14032,14275,13642,14227,222395,191552.0,13120000.0
2010-01-20,14470,14519,13934,13984,249616,188272.0,13120000.0
2010-01-21,13886,14617,13642,14520,203524,195488.0,13120000.0
2010-01-22,14275,14665,14081,14325,184791,192864.0,13120000.0
2010-01-25,14032,14958,13983,14325,272552,192864.0,13120000.0
2010-01-26,14470,14617,13545,13643,148789,183680.0,13120000.0
2010-01-27,13740,13837,13301,13448,126232,181056.0,13120000.0
2010-01-28,13447,13886,13350,13643,69849,183680.0,13120000.0
2010-01-29,13447,13447,12862,12863,69682,173184.0,13120000.0
2010-02-01,12668,12960,12375,12619,80529,169904.0,13120000.0
2010-02-02,12716,13155,12619,13058,91873,175808.0,13120000.0
2010-02-03,13155,13204,12862,12912,54198,173840.0,13120000.0
2010-02-04,12911,13301,12862,13009,57165,175152.0,13120000.0
2010-02-05,12473,12668,12180,12424,84010,167280.0,13120000.0
2010-02-08,12619,12619,12375,12376,41730,166624.0,13120000.0
2010-02-09,12180,12375,11839,11937,100133,160720.0,13120000.0
2010-02-10,11985,12327,11839,11840,98730,159408.0,13120000.0
2010-02-11,11839,12180,11839,12181,35578,164000.0,13120000.0
2010-02-12,12083,12132,11644,11742,130883,158096.0,13120000.0
2010-02-16,11693,11791,11498,11742,95762,158096.0,13120000.0
2010-02-17,11791,11985,11791,11937,55790,160720.0,13120000.0
2010-02-18,11985,12083,11839,11889,44299,160064.0,13120000.0
2010-02-19,11791,11985,11644,11645,58274,156784.0,13120000.0
2010-02-22,11693,11937,11693,11840,50874,159408.0,13120000.0
2010-02-23,11693,11937,11547,11840,91214,159408.0,13120000.0
2010-02-24,11839,12034,11791,11937,52330,160720.0,13120000.0
2010-02-25,11985,12180,11693,11742,57940,158096.0,13120000.0
2010-02-26,11742,11888,11644,11645,30226,156784.0,13120000.0
2010-03-02,11693,11839,11108,11353,145555,152848.0,13120000.0
2010-03-03,11352,11450,11206,11401,102822,153504.0,13120000.0
2010-03-04,11401,11450,11011,11109,143535,149568.0,13120000.0
2010-03-05,11060,11255,11011,11206,109622,150880.0,13120000.0
2010-03-08,11255,11352,11108,11158,102883,150224.0,13120000.0
2010-03-09,11255,11255,10962,11011,137291,148256.0,13120000.0
2010-03-10,11011,11108,10962,11011,82376,148256.0,13120000.0
2010-03-11,11108,11157,10816,10914,134697,146944.0,13120000.0
2010-03-12,10914,11206,10914,11206,73895,150880.0,13120000.0
2010-03-15,11255,11352,11108,11255,67866,151536.0,13120000.0
2010-03-16,11255,11596,11206,11547,132792,155472.0,13120000.0
2010-03-17,11596,11693,11498,11499,83637,154816.0,13120000.0
2010-03-18,11498,11547,11303,11499,53301,154816.0,13120000.0
2010-03-19,11596,11644,11303,11499,99244,154816.0,13120000.0
2010-03-22,11498,11498,11255,11304,47742,152192.0,13120000.0
2010-03-23,11450,11498,11303,11401,55120,153504.0,13120000.0
2010-03-24,11498,11498,11157,11158,64142,150224.0,13120000.0
2010-03-25,11108,11157,10914,10963,108282,147600.0,13120000.0
2010-03-26,10914,11060,10865,11011,37631,148256.0,13120000.0
2010-03-29,10865,11303,10865,10963,83642,147600.0,13120000.0
2010-03-30,11060,11060,10962,11011,37352,148256.0,13120000.0
2010-03-31,11011,11157,10914,11060,47233,148912.0,13120000.0
2010-04-01,11108,11108,10962,10963,60583,147600.0,13120000.0
2010-04-02,10962,11060,10914,11011,62841,148256.0,13120000.0
2010-04-05,11060,11303,10962,11158,98143,150224.0,13120000.0
2010-04-06,11255,11596,11060,11596,109851,156128.0,13120000.0
2010-04-07,11693,11888,11498,11596,162785,156128.0,13120000.0
2010-04-08,11498,11839,11450,11840,66678,159408.0,13120000.0
2010-04-09,11839,11839,11596,11694,63890,157440.0,13120000.0
2010-04-12,11693,11693,11352,11450,57242,154160.0,13120000.0
2010-04-13,11352,11450,11206,11304,54921,152192.0,13120000.0
2010-04-14,11255,11401,11255,11304,44541,152192.0,13120000.0
2010-04-15,11303,11352,11060,11206,103870,150880.0,13120000.0
2010-04-16,11206,11303,11108,11255,74300,151536.0,13120000.0
2010-04-19,11206,11206,10914,11109,35846,149568.0,13120000.0
2010-04-20,11108,11352,11060,11206,92425,155250.0,13500000.0
2010-04-21,11255,11255,11060,11060,97497,153225.0,13500000.0
2010-04-22,11108,11157,11011,11158,84642,154575.0,13500000.0
2010-04-23,11157,11450,11060,11304,107687,156600.0,13500000.0
2010-04-26,11303,11498,11255,11450,115508,158625.0,13500000.0
2010-04-27,11352,11498,11255,11353,81020,157275.0,13500000.0
2010-04-28,11108,11206,10962,11011,113902,152550.0,13500000.0
2010-04-29,11060,11060,10426,10476,222111,145125.0,13500000.0
2010-04-30,10524,10572,10280,10329,109236,143100.0,13500000.0
2010-05-03,10183,10280,10085,10232,73132,141750.0,13500000.0
2010-05-04,10231,10280,10037,10134,91836,140400.0,13500000.0
2010-05-06,9890,9890,9647,9842,112010,136350.0,13500000.0
2010-05-07,9501,9656,9423,9530,103837,132030.0,13500000.0
2010-05-10,9530,9842,9530,9842,55405,136350.0,13500000.0
2010-05-11,9842,9939,9695,9745,83374,135000.0,13500000.0
2010-05-12,9744,9939,9686,9793,85838,135675.0,13500000.0
2010-05-13,9939,9939,9793,9842,45426,136350.0,13500000.0
2010-05-14,9744,9939,9725,9891,68554,137025.0,13500000.0
2010-05-17,9744,9842,9598,9676,65865,134055.0,13500000.0
2010-05-18,9715,9793,9549,9793,48388,135675.0,13500000.0
2010-05-19,9734,9744,9647,9676,35745,134055.0,13500000.0
2010-05-20,9647,9725,9257,9365,54184,129735.0,13500000.0
2010-05-24,9159,9364,9121,9345,89416,129465.0,13500000.0
2010-05-25,9257,9345,8477,8741,181462,121095.0,13500000.0
2010-05-26,8916,9384,8740,9248,60657,128115.0,13500000.0
2010-05-27,9111,9656,9111,9637,92501,133515.0,13500000.0
2010-05-28,9725,9744,9491,9511,46336,131760.0,13500000.0
2010-05-31,9452,10085,9452,9793,80286,135675.0,13500000.0
2010-06-01,9793,10524,9695,10281,138370,142425.0,13500000.0
2010-06-03,10329,11060,10183,10524,238409,145800.0,13500000.0
2010-06-04,10378,10767,10329,10524,76833,145800.0,13500000.0
2010-06-07,10134,10572,10037,10427,62543,144450.0,13500000.0
2010-06-08,10280,10572,10280,10524,32740,145800.0,13500000.0
2010-06-09,10524,10767,10378,10427,37606,144450.0,13500000.0
2010-06-10,10524,10865,10378,10476,67306,145125.0,13500000.0
2010-06-11,10670,10767,10475,10719,47503,148500.0,13500000.0
2010-06-14,10621,10914,10621,10817,48733,149850.0,13500000.0
2010-06-15,10865,10914,10621,10719,35958,148500.0,13500000.0
2010-06-16,10767,10914,10572,10670,37326,147825.0,13500000.0
2010-06-17,10572,10670,10280,10329,60077,143100.0,13500000.0
2010-06-18,10329,10621,10280,10524,33561,145800.0,13500000.0
2010-06-21,10524,10670,10426,10427,33262,144450.0,13500000.0
2010-06-22,10426,10621,10280,10427,29422,144450.0,13500000.0
2010-06-23,10426,10670,10378,10573,29255,146475.0,13500000.0
2010-06-24,10572,10914,10572,10670,55867,147825.0,13500000.0
2010-06-25,10670,10962,10524,10768,69903,149175.0,13500000.0
2010-06-28,10914,11547,10865,11353,241882,157275.0,13500000.0
2010-06-29,11547,11791,11303,11304,315023,156600.0,13500000.0
2010-06-30,11206,11888,10914,11840,258290,164025.0,13500000.0
2010-07-01,11791,12229,11644,11791,214828,163350.0,13500000.0
2010-07-02,11888,11937,11498,11596,164115,160650.0,13500000.0
2010-07-05,11596,11596,11060,11060,97079,153225.0,13500000.0
2010-07-06,11108,11352,11011,11109,64586,153900.0,13500000.0
2010-07-07,11352,11352,11011,11011,52717,152550.0,13500000.0
2010-07-08,11255,11352,11011,11060,50911,153225.0,13500000.0
2010-07-09,11060,11303,10914,11011,55517,152550.0,13500000.0
2010-07-12,11206,11206,10914,10914,45023,151200.0,13500000.0
2010-07-13,10865,10865,10621,10622,96836,147150.0,13500000.0
2010-07-14,10670,10962,10670,10865,55854,150525.0,13500000.0
2010-07-15,10865,10865,10329,10622,123556,147150.0,13500000.0
2010-07-16,10670,10670,10329,10378,66876,143775.0,13500000.0
2010-07-19,10280,10378,10183,10281,37827,142425.0,13500000.0
2010-07-20,10329,10426,10134,10378,23317,143775.0,13500000.0
2010-07-21,10426,10621,10426,10524,42327,145800.0,13500000.0
2010-07-22,10524,10524,10134,10134,39130,140400.0,13500000.0
2010-07-23,10231,10329,10085,10134,32810,140400.0,13500000.0
2010-07-26,10231,10329,10085,10134,20535,140400.0,13500000.0
2010-07-27,10134,10280,10037,10086,36096,139725.0,13500000.0
2010-07-28,10037,10231,9890,9940,39045,137700.0,13500000.0
2010-07-29,9939,10037,9744,9745,59438,135000.0,13500000.0
2010-07-30,9890,9939,9744,9842,25834,136350.0,13500000.0
2010-08-02,9793,10037,9744,9745,34611,135000.0,13500000.0
2010-08-03,9793,10231,9793,10232,36146,141750.0,13500000.0
2010-08-04,10280,10329,9988,10086,25053,139725.0,13500000.0
2010-08-05,10134,10231,9939,10037,35053,139050.0,13500000.0
2010-08-06,9939,10475,9939,10476,41830,145125.0,13500000.0
2010-08-09,10426,10719,10231,10719,57060,148500.0,13500000.0
2010-08-10,10719,10767,10475,10524,49632,145800.0,13500000.0
2010-08-11,10621,10621,10183,10281,33723,142425.0,13500000.0
2010-08-12,9988,10231,9988,10086,31243,139725.0,13500000.0
2010-08-13,10085,10670,10037,10232,48253,141750.0,13500000.0
2010-08-16,10231,10231,9988,10086,24196,139725.0,13500000.0
2010-08-17,10037,10475,10037,10378,67197,143775.0,13500000.0
2010-08-18,10475,10475,10183,10378,22492,143775.0,13500000.0
2010-08-19,10329,10475,10231,10232,27692,141750.0,13500000.0
2010-08-20,10085,10816,10085,10719,116001,148500.0,13500000.0
2010-08-23,10767,10816,10572,10719,56659,148500.0,13500000.0
2010-08-24,10816,11157,10475,11011,120330,152550.0,13500000.0
2010-08-25,10865,11011,10621,10622,38661,147150.0,13500000.0
2010-08-26,10572,10962,10524,10524,47984,145800.0,13500000.0
2010-08-27,10524,10767,10426,10719,47610,148500.0,13500000.0
2010-08-30,10816,10816,10572,10670,58160,147825.0,13500000.0
2010-08-31,10719,10719,10475,10622,27060,147150.0,13500000.0
2010-09-01,10572,10962,10524,10914,50520,151200.0,13500000.0
2010-09-02,10865,10962,10767,10865,40650,150525.0,13500000.0
2010-09-03,10962,10962,10621,10817,37698,149850.0,13500000.0
2010-09-06,10816,12424,10816,12424,1738776,172125.0,13500000.0
2010-09-07,12034,12083,11060,11547,949286,159975.0,13500000.0
2010-09-08,11498,12083,11352,11791,390343,163350.0,13500000.0
2010-09-09,11791,11937,11352,11401,293588,157950.0,13500000.0
2010-09-10,11450,11791,11352,11450,157284,158625.0,13500000.0
2010-09-13,11303,11742,11255,11694,212000,162000.0,13500000.0
2010-09-14,11742,12034,11450,11645,205841,161325.0,13500000.0
2010-09-15,11644,11791,9939,10281,400347,142425.0,13500000.0
2010-09-16,10475,10621,10183,10427,250403,144450.0,13500000.0
2010-09-17,10426,10524,10134,10232,145096,141750.0,13500000.0
2010-09-20,10280,10378,10085,10232,67025,141750.0,13500000.0
2010-09-24,10183,10280,10037,10281,86398,142425.0,13500000.0
2010-09-27,10426,10572,10231,10329,91844,143100.0,13500000.0
2010-09-28,10426,10426,10085,10183,92098,141075.0,13500000.0
2010-09-29,10280,10426,10183,10183,94884,141075.0,13500000.0
2010-09-30,10231,10378,10183,10281,73658,142425.0,13500000.0
2010-10-01,10378,10475,10231,10427,62069,144450.0,13500000.0
2010-10-04,10426,10475,10280,10281,70820,142425.0,13500000.0
2010-10-05,10183,10329,10183,10281,35889,142425.0,13500000.0
2010-10-06,10329,10475,10329,10378,80154,143775.0,13500000.0
2010-10-07,10378,10378,9939,9988,275837,138375.0,13500000.0
2010-10-08,10037,10134,10037,10134,48481,140400.0,13500000.0
2010-10-11,10231,10231,10037,10134,86169,140400.0,13500000.0
2010-10-12,10085,10183,10037,10086,75303,139725.0,13500000.0
2010-10-13,10085,10231,10085,10183,59764,141075.0,13500000.0
2010-10-14,10183,10231,10037,10037,95656,139050.0,13500000.0
2010-10-15,9988,10085,9939,10037,104350,139050.0,13500000.0
2010-10-18,10085,10183,9939,10086,120933,139725.0,13500000.0
2010-10-19,9988,10085,9939,10086,90987,139725.0,13500000.0
2010-10-20,10037,10183,10037,10086,45607,139725.0,13500000.0
2010-10-21,10085,10378,10085,10329,126649,143100.0,13500000.0
2010-10-22,10378,10475,10329,10378,83122,143775.0,13500000.0
2010-10-25,10329,10426,10280,10329,69056,143100.0,13500000.0
2010-10-26,10426,10962,10426,10963,250732,151875.0,13500000.0
2010-10-27,10914,11011,10670,10719,95606,148500.0,13500000.0
2010-10-28,10719,11060,10572,10622,96292,147150.0,13500000.0
2010-10-29,10719,10719,10280,10329,70223,143100.0,13500000.0
2010-11-01,10280,10426,10231,10329,48221,143100.0,13500000.0
2010-11-02,10280,10329,10085,10183,44132,141075.0,13500000.0
2010-11-03,10280,10426,10134,10329,53129,143100.0,13500000.0
2010-11-04,10280,10572,10183,10476,67042,145125.0,13500000.0
2010-11-05,10475,10475,10329,10378,59483,143775.0,13500000.0
2010-11-08,10378,10426,10231,10378,44954,143775.0,13500000.0
2010-11-09,10329,10572,10329,10427,65509,144450.0,13500000.0
2010-11-10,10524,10865,10426,10817,120424,149850.0,13500000.0
2010-11-11,10719,10767,10329,10329,105010,143100.0,13500000.0
2010-11-12,10426,10524,9939,10086,112254,139725.0,13500000.0
2010-11-15,10085,10280,9988,10037,49218,139050.0,13500000.0
2010-11-16,10280,10329,10037,10037,57231,139050.0,13500000.0
2010-11-17,9988,10085,9939,9940,63292,137700.0,13500000.0
2010-11-18,9939,10183,9939,10134,35212,140400.0,13500000.0
2010-11-19,10134,10280,10037,10037,31222,139050.0,13500000.0
2010-11-22,10085,10280,10085,10183,26963,141075.0,13500000.0
