휴비스(079980),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-04-26,7860,8120,7660,8010,852534,276345.0,34500000.0
2012-04-27,8180,8670,8060,8480,811812,292560.0,34500000.0
2012-04-30,8550,8550,8050,8300,394925,286350.0,34500000.0
2012-05-02,8380,8620,8270,8620,242844,297390.0,34500000.0
2012-05-03,8520,8650,8400,8400,203135,289800.0,34500000.0
2012-05-04,8340,8580,8200,8550,245638,294975.0,34500000.0
2012-05-07,8370,8740,8330,8720,275586,300840.0,34500000.0
2012-05-08,8730,8870,8640,8700,282696,300150.0,34500000.0
2012-05-09,8680,8680,8390,8390,257844,289455.0,34500000.0
2012-05-10,8320,8490,8310,8410,144710,290145.0,34500000.0
2012-05-11,8490,9040,8420,8860,604165,305670.0,34500000.0
2012-05-14,8990,9280,8820,9170,795380,316365.0,34500000.0
2012-05-15,8980,9140,8730,9100,584743,313950.0,34500000.0
2012-05-16,9050,9300,8820,8820,457178,304290.0,34500000.0
2012-05-17,8710,8790,8600,8610,329547,297045.0,34500000.0
2012-05-18,8380,8460,8040,8100,532725,279450.0,34500000.0
2012-05-21,8180,8370,8130,8310,212865,286695.0,34500000.0
2012-05-22,8420,8650,8380,8610,194479,297045.0,34500000.0
2012-05-23,8590,8590,8300,8300,218079,286350.0,34500000.0
2012-05-24,8300,8470,8260,8350,146679,288075.0,34500000.0
2012-05-25,8400,8460,8300,8330,165217,287385.0,34500000.0
2012-05-29,8360,8980,8300,8880,530690,306360.0,34500000.0
2012-05-30,8920,8920,8730,8800,258068,303600.0,34500000.0
2012-05-31,8680,9070,8650,9020,704673,311190.0,34500000.0
2012-06-01,9020,9160,8960,9000,227248,310500.0,34500000.0
2012-06-04,8720,8900,8490,8500,389432,293250.0,34500000.0
2012-06-05,8630,8710,8460,8530,241495,294285.0,34500000.0
2012-06-07,8690,8850,8650,8730,278996,301185.0,34500000.0
2012-06-08,8780,8800,8390,8390,365341,289455.0,34500000.0
2012-06-11,8500,8640,8440,8630,207148,297735.0,34500000.0
2012-06-12,8450,8580,8420,8550,189196,294975.0,34500000.0
2012-06-13,8650,8670,8450,8490,170235,292905.0,34500000.0
2012-06-14,8480,8480,8380,8400,164210,289800.0,34500000.0
2012-06-15,8480,8610,8450,8450,202533,291525.0,34500000.0
2012-06-18,8600,8700,8590,8640,220796,298080.0,34500000.0
2012-06-19,8620,8680,8590,8640,172790,298080.0,34500000.0
2012-06-20,8750,8830,8650,8810,262947,303945.0,34500000.0
2012-06-21,8900,9300,8870,9140,796566,315330.0,34500000.0
2012-06-22,9010,9240,8980,9070,399102,312915.0,34500000.0
2012-06-25,9220,9220,8980,8980,276595,309810.0,34500000.0
2012-06-26,8900,9030,8830,8880,266579,306360.0,34500000.0
2012-06-27,8970,9190,8740,9170,292379,316365.0,34500000.0
2012-06-28,9250,9540,9180,9470,686230,326715.0,34500000.0
2012-06-29,9450,9800,9320,9800,512051,338100.0,34500000.0
2012-07-02,9900,9930,9510,9510,412099,328095.0,34500000.0
2012-07-03,9530,9650,9370,9460,288216,326370.0,34500000.0
2012-07-04,9500,9790,9420,9580,368879,330510.0,34500000.0
2012-07-05,9630,9640,9440,9460,174871,326370.0,34500000.0
2012-07-06,9460,9560,9150,9180,343160,316710.0,34500000.0
2012-07-09,9080,9430,9080,9430,210626,325335.0,34500000.0
2012-07-10,9480,9620,9270,9380,240899,323610.0,34500000.0
2012-07-11,9380,9740,9300,9630,458498,332235.0,34500000.0
2012-07-12,9610,9620,9280,9280,245371,320160.0,34500000.0
2012-07-13,9320,9850,9050,9800,877064,338100.0,34500000.0
2012-07-16,9870,9890,9620,9800,495095,338100.0,34500000.0
2012-07-17,9750,9860,9550,9560,554448,329820.0,34500000.0
2012-07-18,9550,9630,9060,9150,539805,315675.0,34500000.0
2012-07-19,9240,9300,9070,9070,346941,312915.0,34500000.0
2012-07-20,9160,9220,8970,9080,250344,313260.0,34500000.0
2012-07-23,9030,9330,8890,9320,291440,321540.0,34500000.0
2012-07-24,9230,9440,9200,9340,240838,322230.0,34500000.0
2012-07-25,9230,9230,8990,9000,262503,310500.0,34500000.0
2012-07-26,9010,9160,8960,9070,123321,312915.0,34500000.0
2012-07-27,9190,9280,9170,9230,171493,318435.0,34500000.0
2012-07-30,9260,9320,9120,9120,129762,314640.0,34500000.0
2012-07-31,9130,9310,9040,9260,218101,319470.0,34500000.0
2012-08-01,9260,9510,9250,9450,311923,326025.0,34500000.0
2012-08-02,9460,9580,9360,9450,247446,326025.0,34500000.0
2012-08-03,9360,9530,9350,9420,180001,324990.0,34500000.0
2012-08-06,9520,9640,9310,9320,269772,321540.0,34500000.0
2012-08-07,9290,9300,9120,9250,248895,319125.0,34500000.0
2012-08-08,9300,9620,9300,9600,357765,331200.0,34500000.0
2012-08-09,9660,9700,9490,9660,371451,333270.0,34500000.0
2012-08-10,9760,10450,9720,10350,1171942,357075.0,34500000.0
2012-08-13,10300,10500,10100,10200,551547,351900.0,34500000.0
2012-08-14,10300,10350,10000,10150,519535,350175.0,34500000.0
2012-08-16,10100,10250,9910,10100,507851,348450.0,34500000.0
2012-08-17,10100,10250,10000,10150,381973,350175.0,34500000.0
2012-08-20,10150,10350,9950,10300,534968,355350.0,34500000.0
2012-08-21,10200,10250,9980,10000,340392,345000.0,34500000.0
2012-08-22,10000,10150,9990,10100,211948,348450.0,34500000.0
2012-08-23,10000,10500,10000,10450,429015,360525.0,34500000.0
2012-08-24,10350,10450,10200,10250,210145,353625.0,34500000.0
2012-08-27,10250,10250,10000,10000,235806,345000.0,34500000.0
2012-08-28,10000,10150,9980,10000,205912,345000.0,34500000.0
2012-08-29,10100,10400,10000,10350,279170,357075.0,34500000.0
2012-08-30,10450,10500,10150,10400,265601,358800.0,34500000.0
2012-08-31,10450,10550,10250,10400,212267,358800.0,34500000.0
2012-09-03,10400,10800,10400,10700,450721,369150.0,34500000.0
2012-09-04,10650,10700,10350,10450,303214,360525.0,34500000.0
2012-09-05,10400,10650,10300,10500,227870,362250.0,34500000.0
2012-09-06,10500,10700,10400,10650,242667,367425.0,34500000.0
2012-09-07,10800,10850,10450,10550,249845,363975.0,34500000.0
2012-09-10,10500,10550,9990,10000,514430,345000.0,34500000.0
2012-09-11,10000,10200,9990,10100,216070,348450.0,34500000.0
2012-09-12,10200,10200,9980,10000,276718,345000.0,34500000.0
2012-09-13,9990,10650,9770,10650,805168,367425.0,34500000.0
2012-09-14,11150,11350,10950,11250,1112295,388125.0,34500000.0
2012-09-17,11100,11600,11050,11450,477984,395025.0,34500000.0
2012-09-18,11500,11850,11450,11700,474382,403650.0,34500000.0
2012-09-19,11650,11900,11500,11750,295592,405375.0,34500000.0
2012-09-20,11800,12150,11750,11850,485359,408825.0,34500000.0
2012-09-21,12100,12150,11750,11850,372646,408825.0,34500000.0
2012-09-24,11950,12200,11850,12000,318291,414000.0,34500000.0
2012-09-25,12050,12050,11550,11850,348659,408825.0,34500000.0
2012-09-26,11650,12000,11600,11750,253413,405375.0,34500000.0
2012-09-27,11800,12100,11450,12000,568426,414000.0,34500000.0
2012-09-28,12150,12450,11900,12300,713637,424350.0,34500000.0
2012-10-02,12350,12400,12200,12250,297360,422625.0,34500000.0
2012-10-04,12150,12300,12100,12250,312516,422625.0,34500000.0
2012-10-05,12250,13250,12150,12950,850393,446775.0,34500000.0
2012-10-08,13150,13600,13050,13600,687389,469200.0,34500000.0
2012-10-09,13550,13550,13050,13350,549978,460575.0,34500000.0
2012-10-10,13200,13650,13100,13200,358012,455400.0,34500000.0
2012-10-11,13000,13500,12850,13200,321015,455400.0,34500000.0
2012-10-12,13200,13700,13100,13450,405916,464025.0,34500000.0
2012-10-15,13450,13650,12600,12900,379241,445050.0,34500000.0
2012-10-16,13050,13100,12350,12600,574787,434700.0,34500000.0
2012-10-17,12850,13600,12800,13550,691642,467475.0,34500000.0
2012-10-18,13600,13700,13000,13350,393123,460575.0,34500000.0
2012-10-19,13300,13350,12900,12900,243421,445050.0,34500000.0
2012-10-22,12700,13200,12650,13000,254592,448500.0,34500000.0
2012-10-23,13250,13300,12800,12800,309299,441600.0,34500000.0
2012-10-24,12650,12850,12250,12350,385832,426075.0,34500000.0
2012-10-25,12450,12750,11800,11950,469813,412275.0,34500000.0
2012-10-26,12000,12050,11550,11750,376078,405375.0,34500000.0
2012-10-29,11900,12500,11900,12250,372980,422625.0,34500000.0
2012-10-30,12350,12500,12100,12150,204082,419175.0,34500000.0
2012-10-31,12200,12750,12200,12650,370060,436425.0,34500000.0
2012-11-01,12650,12850,12400,12550,285592,432975.0,34500000.0
2012-11-02,12850,13150,12400,12400,490627,427800.0,34500000.0
2012-11-05,12400,12800,12100,12200,289708,420900.0,34500000.0
2012-11-06,12450,13050,12400,13000,459367,448500.0,34500000.0
2012-11-07,12950,13250,12800,13250,377454,457125.0,34500000.0
2012-11-08,13000,13200,12850,12950,221936,446775.0,34500000.0
2012-11-09,12800,12900,12450,12450,324123,429525.0,34500000.0
2012-11-12,12550,12700,11950,12050,466993,415725.0,34500000.0
2012-11-13,12100,12300,11900,12250,336280,422625.0,34500000.0
2012-11-14,12300,12300,11850,12100,209895,417450.0,34500000.0
2012-11-15,11850,11950,11150,11500,541737,396750.0,34500000.0
2012-11-16,11500,11650,11150,11350,287084,391575.0,34500000.0
2012-11-19,11400,11600,11200,11200,235080,386400.0,34500000.0
2012-11-20,11450,11900,11350,11800,355150,407100.0,34500000.0
2012-11-21,11850,11850,11550,11600,159794,400200.0,34500000.0
2012-11-22,11700,11900,11550,11750,203173,405375.0,34500000.0
2012-11-23,11800,11800,11400,11500,162153,396750.0,34500000.0
2012-11-26,11700,11900,11600,11650,225368,401925.0,34500000.0
2012-11-27,11650,11900,11400,11600,195184,400200.0,34500000.0
2012-11-28,11650,11750,11400,11600,106061,400200.0,34500000.0
2012-11-29,11700,11900,11600,11700,120496,403650.0,34500000.0
2012-11-30,11750,12200,11650,12150,401488,419175.0,34500000.0
2012-12-03,12200,12400,12150,12150,250179,419175.0,34500000.0
2012-12-04,12200,12250,11600,11750,365018,405375.0,34500000.0
2012-12-05,11750,11750,11300,11500,371288,396750.0,34500000.0
2012-12-06,11550,11800,11350,11450,212445,395025.0,34500000.0
2012-12-07,11550,11800,11450,11800,197523,407100.0,34500000.0
2012-12-10,11800,11800,11550,11600,91127,400200.0,34500000.0
2012-12-11,11650,11900,11500,11900,265939,410550.0,34500000.0
2012-12-12,11900,12050,11800,11900,222467,410550.0,34500000.0
2012-12-13,11900,12300,11850,12100,245820,417450.0,34500000.0
2012-12-14,12050,12100,11600,11700,289510,403650.0,34500000.0
2012-12-17,11700,11750,11150,11200,392421,386400.0,34500000.0
2012-12-18,11200,11300,10550,10650,545913,367425.0,34500000.0
2012-12-20,10650,10850,10100,10200,430974,351900.0,34500000.0
2012-12-21,10250,10400,9960,10050,510972,346725.0,34500000.0
2012-12-24,10300,10600,10150,10500,339557,362250.0,34500000.0
2012-12-26,10550,10650,10350,10600,185086,365700.0,34500000.0
2012-12-27,10500,10600,10350,10550,128578,363975.0,34500000.0
2012-12-28,10550,10700,10300,10350,226381,357075.0,34500000.0
2013-01-02,10450,10800,10400,10750,242171,370875.0,34500000.0
2013-01-03,10800,10850,10600,10600,255682,365700.0,34500000.0
2013-01-04,10600,10650,10250,10300,235436,355350.0,34500000.0
2013-01-07,10350,10450,10250,10400,107408,358800.0,34500000.0
2013-01-08,10350,10600,10300,10350,175936,357075.0,34500000.0
2013-01-09,10400,10750,10400,10650,321849,367425.0,34500000.0
2013-01-10,10750,11500,10700,11450,706265,395025.0,34500000.0
2013-01-11,11550,11550,11000,11050,379874,381225.0,34500000.0
2013-01-14,11100,11200,10850,10900,237411,376050.0,34500000.0
2013-01-15,11000,11400,10950,11300,298993,389850.0,34500000.0
2013-01-16,11400,11500,11200,11250,239383,388125.0,34500000.0
2013-01-17,11350,11350,10750,10850,204941,374325.0,34500000.0
2013-01-18,10950,11100,10800,10900,162070,376050.0,34500000.0
2013-01-21,11000,11050,10500,10600,364148,365700.0,34500000.0
2013-01-22,10750,11200,10700,11150,390784,384675.0,34500000.0
2013-01-23,11150,11150,10900,11000,178115,379500.0,34500000.0
2013-01-24,10900,11450,10850,11200,323757,386400.0,34500000.0
2013-01-25,11300,11350,10900,11200,208522,386400.0,34500000.0
2013-01-28,11250,11600,11100,11500,402530,396750.0,34500000.0
2013-01-29,11600,11600,11350,11400,188716,393300.0,34500000.0
2013-01-30,11400,11450,10850,10900,355719,376050.0,34500000.0
2013-01-31,10850,11150,10750,11150,125392,384675.0,34500000.0
2013-02-01,11050,11200,10700,10750,231682,370875.0,34500000.0
2013-02-04,10750,10850,10450,10450,236464,360525.0,34500000.0
2013-02-05,10350,10650,10350,10550,134946,363975.0,34500000.0
2013-02-06,10650,10650,10400,10450,84060,360525.0,34500000.0
2013-02-07,10500,10550,10000,10300,437208,355350.0,34500000.0
2013-02-08,10400,10600,10150,10300,229033,355350.0,34500000.0
2013-02-12,10350,10600,10250,10550,232788,363975.0,34500000.0
2013-02-13,10500,10600,10350,10450,201846,360525.0,34500000.0
2013-02-14,10550,10700,10400,10600,165304,365700.0,34500000.0
2013-02-15,10600,10800,10550,10650,166081,367425.0,34500000.0
2013-02-18,10700,10950,10600,10650,181808,367425.0,34500000.0
2013-02-19,10700,10950,10550,10850,205923,374325.0,34500000.0
2013-02-20,10950,10950,10750,10850,145165,374325.0,34500000.0
2013-02-21,10800,11100,10700,10850,195325,374325.0,34500000.0
2013-02-22,11050,11100,10700,10750,299496,370875.0,34500000.0
2013-02-25,10850,10850,10550,10550,184044,363975.0,34500000.0
2013-02-26,10500,10750,10450,10600,131028,365700.0,34500000.0
2013-02-27,10650,10700,10450,10650,129391,367425.0,34500000.0
2013-02-28,10800,10900,10650,10700,161795,369150.0,34500000.0
2013-03-04,10750,10850,10650,10800,131891,372600.0,34500000.0
2013-03-05,10900,11450,10850,11350,631589,391575.0,34500000.0
2013-03-06,11450,11500,11250,11300,280105,389850.0,34500000.0
2013-03-07,11300,11550,11200,11350,340178,391575.0,34500000.0
2013-03-08,11400,11550,11250,11450,257900,395025.0,34500000.0
2013-03-11,11450,11500,11050,11100,295362,382950.0,34500000.0
2013-03-12,11150,11350,11100,11250,216616,388125.0,34500000.0
2013-03-13,11300,11400,11150,11250,176816,388125.0,34500000.0
2013-03-14,11300,11800,11300,11750,554089,405375.0,34500000.0
2013-03-15,11800,12000,11650,11850,307179,408825.0,34500000.0
2013-03-18,11850,11900,11550,11550,256840,398475.0,34500000.0
2013-03-19,11700,11950,11650,11800,270404,407100.0,34500000.0
2013-03-20,11800,11850,11550,11650,193777,401925.0,34500000.0
2013-03-21,11750,11850,11600,11650,220663,401925.0,34500000.0
2013-03-22,11600,11800,11600,11700,112892,403650.0,34500000.0
2013-03-25,11800,12150,11800,12050,362904,415725.0,34500000.0
2013-03-26,12050,12500,12000,12300,655504,424350.0,34500000.0
2013-03-27,12350,12400,12000,12200,386595,420900.0,34500000.0
2013-03-28,12200,12450,12050,12350,309918,426075.0,34500000.0
2013-03-29,12450,12450,12250,12400,285082,427800.0,34500000.0
2013-04-01,12300,12450,12000,12050,298825,415725.0,34500000.0
2013-04-02,12050,12150,11900,12000,188851,414000.0,34500000.0
2013-04-03,12150,12200,11900,12100,223683,417450.0,34500000.0
2013-04-04,11950,12100,11650,12050,278386,415725.0,34500000.0
2013-04-05,12000,12050,11700,11700,286983,403650.0,34500000.0
2013-04-08,11650,11850,11500,11700,195472,403650.0,34500000.0
2013-04-09,11600,11900,11550,11800,242013,407100.0,34500000.0
2013-04-10,11800,12150,11650,12100,256991,417450.0,34500000.0
2013-04-11,12150,12200,11850,12050,216342,415725.0,34500000.0
2013-04-12,12100,12100,11650,11650,295766,401925.0,34500000.0
2013-04-15,11600,11750,11450,11600,271050,400200.0,34500000.0
2013-04-16,11400,11600,11150,11250,368451,388125.0,34500000.0
2013-04-17,11300,11650,11300,11500,259427,396750.0,34500000.0
2013-04-18,11450,11650,11400,11550,146477,398475.0,34500000.0
2013-04-19,11600,11650,11400,11550,128348,398475.0,34500000.0
2013-04-22,11500,11750,11500,11600,232753,400200.0,34500000.0
2013-04-23,11600,12000,11600,11900,316325,410550.0,34500000.0
2013-04-24,12000,12050,11750,11850,286461,408825.0,34500000.0
2013-04-25,11850,11950,11800,11950,163945,412275.0,34500000.0
2013-04-26,12000,12050,11600,11650,253345,401925.0,34500000.0
2013-04-29,11750,11900,11650,11850,189526,408825.0,34500000.0
2013-04-30,11950,12200,11850,11950,248586,412275.0,34500000.0
2013-05-02,12000,12000,11700,11700,133615,403650.0,34500000.0
2013-05-03,11800,11800,11550,11700,143937,403650.0,34500000.0
2013-05-06,11750,11900,11400,11450,290882,395025.0,34500000.0
2013-05-07,11450,11500,11100,11150,358441,384675.0,34500000.0
2013-05-08,11200,11350,11000,11050,306271,381225.0,34500000.0
2013-05-09,10900,11300,10750,11200,377545,386400.0,34500000.0
2013-05-10,11100,11350,10950,11250,235424,388125.0,34500000.0
2013-05-13,11300,11300,10950,11050,171729,381225.0,34500000.0
2013-05-14,11000,11150,10600,10750,297219,370875.0,34500000.0
2013-05-15,10800,10850,10500,10600,201330,365700.0,34500000.0
2013-05-16,10600,10800,10600,10700,127396,369150.0,34500000.0
2013-05-20,10700,11100,10650,11000,193926,379500.0,34500000.0
2013-05-21,11100,11100,10900,11050,98378,381225.0,34500000.0
2013-05-22,11100,11200,10800,10950,191709,377775.0,34500000.0
2013-05-23,10950,11050,10750,10800,111451,372600.0,34500000.0
2013-05-24,10850,11000,10700,10900,151058,376050.0,34500000.0
2013-05-27,10950,11050,10850,11000,84023,379500.0,34500000.0
2013-05-28,11000,11600,11000,11600,394390,400200.0,34500000.0
2013-05-29,11650,11650,11300,11600,361386,400200.0,34500000.0
2013-05-30,11450,11550,11000,11050,278423,381225.0,34500000.0
2013-05-31,11050,11150,10750,10800,201543,372600.0,34500000.0
2013-06-03,10800,11000,10650,10900,126248,376050.0,34500000.0
2013-06-04,10850,10950,10750,10850,77014,374325.0,34500000.0
2013-06-05,10900,11050,10800,10800,119509,372600.0,34500000.0
2013-06-07,10800,10900,10450,10600,118604,365700.0,34500000.0
2013-06-10,10650,10950,10650,10850,80056,374325.0,34500000.0
2013-06-11,10850,10900,10700,10850,94742,374325.0,34500000.0
2013-06-12,10800,10950,10700,10750,88840,370875.0,34500000.0
2013-06-13,10800,10900,10350,10350,463765,357075.0,34500000.0
2013-06-14,10500,10550,10100,10100,272658,348450.0,34500000.0
2013-06-17,10100,10400,10050,10350,122189,357075.0,34500000.0
2013-06-18,10400,10450,10150,10400,132543,358800.0,34500000.0
2013-06-19,10350,10500,10300,10500,49199,362250.0,34500000.0
2013-06-20,10300,10550,10250,10300,146564,355350.0,34500000.0
2013-06-21,10050,10400,10050,10400,197980,358800.0,34500000.0
2013-06-24,10300,10400,10150,10200,69677,351900.0,34500000.0
2013-06-25,10050,10250,9990,9990,206006,344655.0,34500000.0
2013-06-26,10150,10250,9990,10050,122247,346725.0,34500000.0
2013-06-27,10150,10400,10100,10250,125425,353625.0,34500000.0
2013-06-28,10250,10350,10050,10100,246072,348450.0,34500000.0
2013-07-01,10050,10150,10000,10100,213750,348450.0,34500000.0
2013-07-02,10100,10200,10050,10100,139191,348450.0,34500000.0
2013-07-03,10100,10200,9930,9950,259208,343275.0,34500000.0
2013-07-04,10050,10100,9930,10000,171877,345000.0,34500000.0
2013-07-05,10100,10300,10050,10250,174920,353625.0,34500000.0
2013-07-08,10300,10400,10050,10350,205361,357075.0,34500000.0
2013-07-09,10350,10450,10200,10300,143880,355350.0,34500000.0
2013-07-10,10400,10500,10250,10350,148528,357075.0,34500000.0
2013-07-11,10400,10650,10400,10550,128343,363975.0,34500000.0
2013-07-12,10600,10750,10500,10650,98505,367425.0,34500000.0
2013-07-15,10600,10750,10500,10600,135878,365700.0,34500000.0
2013-07-16,10550,10800,10550,10700,133476,369150.0,34500000.0
2013-07-17,10700,10750,10500,10550,124376,363975.0,34500000.0
2013-07-18,10500,10650,10450,10550,178661,363975.0,34500000.0
2013-07-19,10850,11250,10850,11050,565424,381225.0,34500000.0
2013-07-22,11150,11300,11000,11150,238500,384675.0,34500000.0
2013-07-23,11200,11300,11050,11300,168782,389850.0,34500000.0
2013-07-24,11300,11400,11050,11200,175708,386400.0,34500000.0
2013-07-25,11150,11400,11050,11300,143877,389850.0,34500000.0
2013-07-26,11300,11350,11050,11050,158498,381225.0,34500000.0
2013-07-29,11100,11150,10950,11050,129748,381225.0,34500000.0
2013-07-30,11050,11400,11050,11400,150530,393300.0,34500000.0
2013-07-31,11400,11550,11300,11500,157852,396750.0,34500000.0
2013-08-01,11400,11800,11400,11700,240454,403650.0,34500000.0
2013-08-02,11850,11850,11400,11600,236228,400200.0,34500000.0
2013-08-05,11500,11900,11450,11900,159448,410550.0,34500000.0
2013-08-06,11850,11900,11550,11600,96026,400200.0,34500000.0
2013-08-07,11500,11650,11150,11250,152511,388125.0,34500000.0
2013-08-08,11300,11350,11100,11300,150320,389850.0,34500000.0
2013-08-09,11300,11400,11150,11150,128350,384675.0,34500000.0
2013-08-12,11100,11250,11100,11250,72293,388125.0,34500000.0
2013-08-13,11250,11350,11200,11250,78710,388125.0,34500000.0
2013-08-14,11300,11600,11250,11500,155720,396750.0,34500000.0
2013-08-16,11350,11500,11250,11400,69790,393300.0,34500000.0
2013-08-19,11350,11400,11200,11350,79231,391575.0,34500000.0
2013-08-20,11250,11400,10950,11000,134140,379500.0,34500000.0
2013-08-21,10800,11000,10600,10800,184186,372600.0,34500000.0
2013-08-22,10600,10950,10400,10900,207196,376050.0,34500000.0
2013-08-23,10900,11000,10750,10900,119871,376050.0,34500000.0
2013-08-26,10900,10950,10800,10900,63691,376050.0,34500000.0
2013-08-27,10900,10950,10650,10700,80349,369150.0,34500000.0
2013-08-28,10600,10900,10500,10900,73159,376050.0,34500000.0
2013-08-29,10950,11150,10800,10800,106761,372600.0,34500000.0
2013-08-30,10900,10950,10750,10750,46138,370875.0,34500000.0
2013-09-02,10850,10950,10700,10800,51886,372600.0,34500000.0
2013-09-03,10900,11050,10850,11000,78923,379500.0,34500000.0
2013-09-04,11050,11050,10850,10950,44209,377775.0,34500000.0
2013-09-05,11050,11150,10900,11000,73536,379500.0,34500000.0
2013-09-06,11000,11200,11000,11100,87671,382950.0,34500000.0
2013-09-09,11200,11300,10950,11100,102458,382950.0,34500000.0
2013-09-10,11150,11150,10900,10950,126956,377775.0,34500000.0
2013-09-11,10950,11200,10950,11200,170241,386400.0,34500000.0
2013-09-12,11350,11600,11250,11500,297419,396750.0,34500000.0
2013-09-13,11450,11550,11350,11450,85809,395025.0,34500000.0
2013-09-16,11500,11500,11150,11200,135643,386400.0,34500000.0
2013-09-17,11200,11350,11050,11300,92825,389850.0,34500000.0
2013-09-23,11300,11400,11250,11300,73783,389850.0,34500000.0
2013-09-24,11300,11500,11150,11350,118768,391575.0,34500000.0
2013-09-25,11350,11400,11100,11250,175341,388125.0,34500000.0
2013-09-26,11200,11250,11100,11250,110918,388125.0,34500000.0
2013-09-27,11300,11400,11250,11350,103121,391575.0,34500000.0
2013-09-30,11300,11350,11150,11300,108256,389850.0,34500000.0
2013-10-01,11300,11350,11150,11200,100908,386400.0,34500000.0
2013-10-02,11250,11300,10950,11050,181561,381225.0,34500000.0
2013-10-04,11000,11000,10750,10800,121415,372600.0,34500000.0
2013-10-07,10800,10950,10650,10900,86612,376050.0,34500000.0
2013-10-08,10900,10900,10700,10850,65290,374325.0,34500000.0
2013-10-10,10800,10900,10550,10700,155430,369150.0,34500000.0
2013-10-11,10750,10850,10700,10800,104050,372600.0,34500000.0
2013-10-14,10800,10850,10600,10700,149475,369150.0,34500000.0
2013-10-15,10650,10800,10550,10600,131545,365700.0,34500000.0
2013-10-16,10600,10700,10600,10700,100768,369150.0,34500000.0
2013-10-17,10750,10850,10550,10600,141382,365700.0,34500000.0
2013-10-18,10600,10650,10550,10550,77857,363975.0,34500000.0
2013-10-21,10600,10700,10500,10700,115226,369150.0,34500000.0
2013-10-22,10650,10800,10650,10750,91614,370875.0,34500000.0
2013-10-23,10750,10850,10400,10450,247334,360525.0,34500000.0
2013-10-24,10450,10550,10250,10350,243077,357075.0,34500000.0
2013-10-25,10400,10450,10200,10250,109043,353625.0,34500000.0
2013-10-28,10350,10350,10200,10300,71821,355350.0,34500000.0
2013-10-29,10300,10450,10250,10400,112247,358800.0,34500000.0
2013-10-30,10350,10500,10300,10450,143758,360525.0,34500000.0
2013-10-31,10450,10450,10200,10250,178625,353625.0,34500000.0
2013-11-01,10300,10450,10250,10350,134240,357075.0,34500000.0
2013-11-04,10400,10400,10200,10350,125423,357075.0,34500000.0
2013-11-05,10300,10350,10050,10050,142961,346725.0,34500000.0
