삼정펄프(009770),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-12-21,19132,19465,19004,19006,4313,47488.0,1280000.0
2006-12-22,19004,19260,18800,18981,6360,47424.0,1280000.0
2006-12-26,18979,19209,18390,18673,7401,46656.0,1280000.0
2006-12-27,18672,18672,18390,18596,2045,46464.0,1280000.0
2006-12-28,18595,18672,18185,18596,4540,46464.0,1280000.0
2007-01-02,18492,19004,18492,19006,3680,47488.0,1280000.0
2007-01-03,18953,19055,18748,18954,2837,47360.0,1280000.0
2007-01-04,18953,19081,18851,19058,3120,47616.0,1280000.0
2007-01-05,18800,18979,17929,18135,14290,45312.0,1280000.0
2007-01-08,18134,18134,17571,17828,6170,44544.0,1280000.0
2007-01-09,17852,18262,17417,17597,4880,43968.0,1280000.0
2007-01-10,17596,18057,17238,17290,6150,43200.0,1280000.0
2007-01-11,17366,17673,17264,17264,4170,43136.0,1280000.0
2007-01-12,17673,17673,17212,17366,5210,43392.0,1280000.0
2007-01-15,17366,17699,17289,17366,5930,43392.0,1280000.0
2007-01-16,17904,17904,17186,17341,3071,43328.0,1280000.0
2007-01-17,17392,17545,17160,17341,5260,43328.0,1280000.0
2007-01-18,17315,17520,17084,17162,4500,42880.0,1280000.0
2007-01-19,17007,17212,16930,16957,9575,42368.0,1280000.0
2007-01-22,16956,17365,16392,16393,4677,40960.0,1280000.0
2007-01-23,16033,16443,15931,16265,4520,40640.0,1280000.0
2007-01-24,16392,16495,16264,16342,3676,40832.0,1280000.0
2007-01-25,17135,17135,16495,16880,4580,42176.0,1280000.0
2007-01-26,16648,16751,16290,16495,4700,41216.0,1280000.0
2007-01-29,16495,16597,16341,16367,4963,40896.0,1280000.0
2007-01-30,16290,16367,16213,16239,2651,40576.0,1280000.0
2007-01-31,16546,16674,16341,16675,2840,41664.0,1280000.0
2007-02-01,16674,16751,16495,16598,1451,41472.0,1280000.0
2007-02-02,16546,18595,16546,17443,10990,43584.0,1280000.0
2007-02-05,17673,18006,17417,17879,3768,44672.0,1280000.0
2007-02-06,17929,18160,17596,18161,2181,45376.0,1280000.0
2007-02-07,18262,18262,17417,17418,6129,43520.0,1280000.0
2007-02-08,17417,17417,17084,17418,2090,43520.0,1280000.0
2007-02-09,17417,17776,17315,17341,3351,43328.0,1280000.0
2007-02-12,17238,17571,17084,17469,4121,43648.0,1280000.0
2007-02-13,17571,17673,17264,17520,2730,43776.0,1280000.0
2007-02-14,17519,17673,17315,17571,4050,43904.0,1280000.0
2007-02-15,17673,17673,17264,17520,2660,43776.0,1280000.0
2007-02-16,17443,17468,17315,17418,6500,43520.0,1280000.0
2007-02-20,17264,17494,17212,17213,3830,43008.0,1280000.0
2007-02-21,17212,17417,17160,17418,7061,43520.0,1280000.0
2007-02-22,17648,17673,17340,17622,3070,44032.0,1280000.0
2007-02-23,17596,17801,17443,17622,2900,44032.0,1280000.0
2007-02-26,17878,17904,17545,17802,2730,44480.0,1280000.0
2007-02-27,17801,18339,17801,18084,5320,45184.0,1280000.0
2007-02-28,17750,17929,16904,17930,4470,44800.0,1280000.0
2007-03-02,17929,19363,17520,18647,7135,46592.0,1280000.0
2007-03-05,18441,18595,18134,18366,5760,45888.0,1280000.0
2007-03-06,18441,18441,17955,18340,1421,45824.0,1280000.0
2007-03-07,18236,18441,17929,18161,5001,45376.0,1280000.0
2007-03-08,18185,18313,18134,18238,35646,45568.0,1280000.0
2007-03-09,18288,18825,18288,18494,2381,46208.0,1280000.0
2007-03-12,18492,19030,18492,19032,5160,47552.0,1280000.0
2007-03-13,19184,19722,19056,19416,7827,48512.0,1280000.0
2007-03-14,19465,19773,19158,19518,4080,48768.0,1280000.0
2007-03-15,19465,19978,19388,19979,7534,49920.0,1280000.0
2007-03-16,19978,20132,19312,19646,10700,49088.0,1280000.0
2007-03-19,19363,19748,19363,19518,9015,48768.0,1280000.0
2007-03-20,19568,21003,19543,20082,10109,50176.0,1280000.0
2007-03-21,20106,20490,19363,19467,8000,48640.0,1280000.0
2007-03-22,19620,19824,19465,19493,4258,48704.0,1280000.0
2007-03-23,19491,19594,19465,19570,8290,48896.0,1280000.0
2007-03-26,19568,20464,19568,19570,5819,48896.0,1280000.0
2007-03-27,19543,19619,19465,19467,3251,48640.0,1280000.0
2007-03-28,19465,19722,19465,19570,2630,48896.0,1280000.0
2007-03-29,19620,20080,19620,19877,4541,49664.0,1280000.0
2007-03-30,19876,20234,19209,19851,10600,49600.0,1280000.0
2007-04-02,19978,19978,19491,19749,3991,49344.0,1280000.0
2007-04-03,19671,19722,19543,19646,4310,49088.0,1280000.0
2007-04-04,19722,19850,19568,19723,6196,49280.0,1280000.0
2007-04-05,19722,19722,19568,19570,2111,48896.0,1280000.0
2007-04-06,19568,19927,19568,19749,5280,49344.0,1280000.0
2007-04-09,19748,19850,19645,19723,3700,49280.0,1280000.0
2007-04-10,19748,20132,19465,19979,8499,49920.0,1280000.0
2007-04-11,19978,20388,19927,20286,3577,50688.0,1280000.0
2007-04-12,20285,20285,19722,19928,7880,49792.0,1280000.0
2007-04-13,19978,20004,19748,19979,6074,49920.0,1280000.0
2007-04-16,19876,21003,19722,20850,8500,52096.0,1280000.0
2007-04-17,20849,21208,20798,20850,4950,52096.0,1280000.0
2007-04-18,20849,21412,20490,21260,6550,53120.0,1280000.0
2007-04-19,21182,21438,21003,21003,9111,52480.0,1280000.0
2007-04-20,21028,21310,20900,21106,6250,52736.0,1280000.0
2007-04-23,21131,21361,21003,21337,8700,53312.0,1280000.0
2007-04-24,21156,21438,21156,21439,1810,53568.0,1280000.0
2007-04-25,21464,24332,21156,24154,25626,60352.0,1280000.0
2007-04-26,24076,24512,22668,24026,9322,60032.0,1280000.0
2007-04-27,24025,26125,23564,24590,13482,61440.0,1280000.0
2007-04-30,25100,25100,23257,24154,8254,60352.0,1280000.0
2007-05-02,24409,24409,23283,23924,4324,59776.0,1280000.0
2007-05-03,23948,23948,22693,22694,13137,56704.0,1280000.0
2007-05-04,23564,23564,22642,22950,2520,57344.0,1280000.0
2007-05-07,22949,23308,22565,22797,6081,56960.0,1280000.0
2007-05-08,22898,24230,22821,24052,5621,60096.0,1280000.0
2007-05-09,23820,24128,23616,23975,3150,59904.0,1280000.0
2007-05-10,23974,24332,23769,24026,1600,60032.0,1280000.0
2007-05-11,24128,24332,23411,24078,1750,60160.0,1280000.0
2007-05-14,24050,24076,23487,23488,5153,58688.0,1280000.0
2007-05-15,23488,23744,23052,23462,2511,58624.0,1280000.0
2007-05-16,23206,23461,23104,23462,4450,58624.0,1280000.0
2007-05-17,23461,23768,23232,23462,2248,58624.0,1280000.0
2007-05-18,23462,24332,23462,24334,2390,60800.0,1280000.0
2007-05-21,23667,24281,23667,23950,3352,59840.0,1280000.0
2007-05-22,24179,24281,23718,23719,7655,59264.0,1280000.0
2007-05-23,23718,24050,23462,23488,1725,58688.0,1280000.0
2007-05-25,23488,24025,23488,23898,3740,59712.0,1280000.0
2007-05-28,24256,24256,23820,24129,2032,60288.0,1280000.0
2007-05-29,24332,26228,23922,26229,11930,65536.0,1280000.0
2007-05-30,26227,27150,26125,26331,6778,65792.0,1280000.0
2007-05-31,26330,26330,25228,25819,3929,64512.0,1280000.0
2007-06-01,25818,26074,25228,25768,3381,64384.0,1280000.0
2007-06-04,25716,25972,25100,25973,2964,64896.0,1280000.0
2007-06-05,25972,26125,25613,26024,2996,65024.0,1280000.0
2007-06-07,26023,26023,25100,25666,5310,64128.0,1280000.0
2007-06-08,25408,25664,25100,25486,2311,63680.0,1280000.0
2007-06-11,25485,25485,25357,25358,2255,63360.0,1280000.0
2007-06-12,25332,25357,24844,25358,2070,63360.0,1280000.0
2007-06-13,25152,25511,24998,25000,1788,62464.0,1280000.0
2007-06-14,24998,25254,24435,24590,7522,61440.0,1280000.0
2007-06-15,24563,25049,24563,25051,4110,62592.0,1280000.0
2007-06-18,25049,25306,24844,25179,3310,62912.0,1280000.0
2007-06-19,25177,25203,24921,25102,3399,62720.0,1280000.0
2007-06-20,25306,25613,25049,25128,2700,62784.0,1280000.0
2007-06-21,25100,25485,24921,25205,2140,62976.0,1280000.0
2007-06-22,25228,25767,25203,25256,3480,63104.0,1280000.0
2007-06-25,25203,25254,24588,24590,2410,61440.0,1280000.0
2007-06-26,24588,24691,24332,24692,6324,61696.0,1280000.0
2007-06-27,24691,24793,24435,24795,5530,61952.0,1280000.0
2007-06-28,24793,24793,24537,24795,3070,61952.0,1280000.0
2007-06-29,24793,24819,24537,24821,2990,62016.0,1280000.0
2007-07-02,24819,25049,24537,24846,3100,62080.0,1280000.0
2007-07-03,24947,26228,24947,25512,2632,63744.0,1280000.0
2007-07-04,25485,25715,25254,25538,1732,63808.0,1280000.0
2007-07-05,25664,25664,25408,25666,1946,64128.0,1280000.0
2007-07-06,25613,25869,25228,25230,2930,63040.0,1280000.0
2007-07-09,25228,25613,25100,25512,1650,63744.0,1280000.0
2007-07-10,25511,25562,25511,25563,903,63872.0,1280000.0
2007-07-11,25562,27406,25562,26741,3595,66816.0,1280000.0
2007-07-12,26587,27150,26536,26792,1319,66944.0,1280000.0
2007-07-13,27355,27355,26536,27049,1673,67584.0,1280000.0
2007-07-16,27047,27919,27047,27663,1932,69120.0,1280000.0
2007-07-18,28175,29455,27406,27663,7280,69120.0,1280000.0
2007-07-19,27457,27663,26125,26331,5753,65792.0,1280000.0
2007-07-20,26843,26843,25920,26331,2605,65792.0,1280000.0
2007-07-23,26330,26689,25715,26690,2167,66688.0,1280000.0
2007-07-24,26689,27406,26023,26126,2196,65280.0,1280000.0
2007-07-25,26587,26587,25664,26229,1101,65536.0,1280000.0
2007-07-26,26330,26484,25100,26382,4071,65920.0,1280000.0
2007-07-27,26433,28175,25254,27407,4791,68480.0,1280000.0
2007-07-30,25869,27150,25869,25922,1396,64768.0,1280000.0
2007-07-31,26228,26587,25972,25973,692,64896.0,1280000.0
2007-08-01,25767,26484,25664,25768,3965,64384.0,1280000.0
2007-08-02,26330,26330,25613,25614,2021,64000.0,1280000.0
2007-08-03,25562,25869,25459,25819,1507,64512.0,1280000.0
2007-08-06,25613,25664,25408,25666,788,64128.0,1280000.0
2007-08-07,25664,25818,25408,25666,1634,64128.0,1280000.0
2007-08-08,25716,25716,25254,25512,7471,63744.0,1280000.0
2007-08-09,25664,26125,25357,25614,510,64000.0,1280000.0
2007-08-10,25613,26176,25613,26126,3311,65280.0,1280000.0
2007-08-13,25357,25920,25357,25563,73,63872.0,1280000.0
2007-08-14,25613,26125,25357,26126,600,65280.0,1280000.0
2007-08-16,25357,26125,22232,24436,6635,61056.0,1280000.0
2007-08-17,24435,24435,24332,24436,1421,61056.0,1280000.0
2007-08-20,24435,25408,24435,25000,2465,62464.0,1280000.0
2007-08-21,24947,24998,24435,24487,440,61184.0,1280000.0
2007-08-22,25511,25511,24102,24538,10490,61312.0,1280000.0
2007-08-23,25357,25357,24537,25179,11810,62912.0,1280000.0
2007-08-24,25152,27560,25152,26229,13910,65536.0,1280000.0
2007-08-27,25716,26843,25716,26536,937,66304.0,1280000.0
2007-08-28,26536,26536,25920,26485,951,66176.0,1280000.0
2007-08-29,26536,26894,25767,25870,1954,64640.0,1280000.0
2007-08-30,26996,26996,25869,26126,165,65280.0,1280000.0
2007-08-31,26125,26125,25664,25870,112,64640.0,1280000.0
2007-09-03,26381,26381,24896,26126,2054,65280.0,1280000.0
2007-09-04,26125,26125,25357,25973,636,64896.0,1280000.0
2007-09-05,25536,26074,25536,25538,1049,63808.0,1280000.0
2007-09-06,25536,25562,25536,25563,621,63872.0,1280000.0
2007-09-07,25562,25869,25562,25819,494,64512.0,1280000.0
2007-09-10,25357,25664,25357,25666,1870,64128.0,1280000.0
2007-09-11,26125,26125,25613,25973,1079,64896.0,1280000.0
2007-09-12,25971,26074,24998,25819,104,64512.0,1280000.0
2007-09-13,25613,26125,25613,26075,340,65152.0,1280000.0
2007-09-14,26125,26125,25613,26075,198,65152.0,1280000.0
2007-09-17,25972,26433,25972,26280,1575,65664.0,1280000.0
2007-09-18,26536,26536,26023,26126,2099,65280.0,1280000.0
2007-09-19,26228,26689,26228,26280,1560,65664.0,1280000.0
2007-09-20,26227,26843,25971,26331,761,65792.0,1280000.0
2007-09-21,26279,26381,26074,26280,1142,65664.0,1280000.0
2007-09-27,25664,26228,25664,26229,742,65536.0,1280000.0
2007-09-28,26176,26176,25613,25870,728,64640.0,1280000.0
2007-10-01,25971,26792,25920,26587,1569,66432.0,1280000.0
2007-10-02,26227,26894,26227,26843,1058,67072.0,1280000.0
2007-10-04,26023,27304,26023,27254,2039,68096.0,1280000.0
2007-10-05,26638,27663,26638,27663,363,69120.0,1280000.0
2007-10-08,27663,29148,26945,26946,2519,67328.0,1280000.0
2007-10-09,28328,28328,25664,27663,965,69120.0,1280000.0
2007-10-10,27406,27406,26433,26843,1747,67072.0,1280000.0
2007-10-11,26843,26945,26125,26946,696,67328.0,1280000.0
2007-10-12,26381,27355,26381,27305,3389,68224.0,1280000.0
2007-10-15,26740,27252,26740,26843,300,67072.0,1280000.0
2007-10-16,26894,27252,26433,26434,2297,66048.0,1280000.0
2007-10-17,26433,26587,25716,26024,2426,65024.0,1280000.0
2007-10-18,25920,26125,25613,26126,1235,65280.0,1280000.0
2007-10-19,26125,27150,25613,26894,1138,67200.0,1280000.0
2007-10-22,27150,27406,26381,26587,2093,66432.0,1280000.0
2007-10-23,26381,26587,26176,26382,53,65920.0,1280000.0
2007-10-24,26484,26484,25716,26126,609,65280.0,1280000.0
2007-10-25,26125,26125,24691,25563,2671,63872.0,1280000.0
2007-10-26,24742,24870,24742,24846,524,62080.0,1280000.0
2007-10-29,24844,25075,24588,24590,190,61440.0,1280000.0
2007-10-30,24588,25024,24588,25026,2450,62528.0,1280000.0
2007-10-31,24793,25408,24768,25410,560,63488.0,1280000.0
2007-11-01,25152,25152,23590,24692,580,61696.0,1280000.0
2007-11-02,24640,24640,23564,23668,7439,59136.0,1280000.0
2007-11-05,24896,24896,23590,24564,450,61376.0,1280000.0
2007-11-06,24563,24563,23846,24538,1120,61312.0,1280000.0
2007-11-07,24076,24486,23795,24078,1640,60160.0,1280000.0
2007-11-08,24076,24076,23308,23514,1623,58752.0,1280000.0
2007-11-09,23564,23564,23129,23514,90,58752.0,1280000.0
2007-11-12,22642,23641,22642,23642,945,59072.0,1280000.0
2007-11-13,24076,24076,23462,23617,1011,59008.0,1280000.0
2007-11-14,23615,24563,23360,23360,8208,58368.0,1280000.0
2007-11-15,24332,24332,23564,23566,70,58880.0,1280000.0
2007-11-16,23564,23564,23461,23514,480,58752.0,1280000.0
2007-11-19,23155,23487,23052,23488,250,58688.0,1280000.0
2007-11-20,23488,23769,23488,23770,1280,59392.0,1280000.0
2007-11-21,23769,23769,23769,23770,640,59392.0,1280000.0
2007-11-22,23769,23769,22693,23770,100,59392.0,1280000.0
2007-11-23,22642,23538,22642,23539,1610,58816.0,1280000.0
2007-11-26,23539,23539,23078,23078,427,57664.0,1280000.0
2007-11-27,23564,23616,23078,23617,2440,59008.0,1280000.0
2007-11-28,23512,23512,23512,23514,20,58752.0,1280000.0
2007-11-29,23411,23462,22770,23053,640,57600.0,1280000.0
2007-11-30,23052,23334,23052,23053,730,57600.0,1280000.0
2007-12-03,21925,22770,21592,22669,550,56640.0,1280000.0
2007-12-04,22821,22821,22770,22771,110,56896.0,1280000.0
2007-12-05,21771,22898,21771,22541,52,56320.0,1280000.0
2007-12-06,22104,23052,22104,22848,820,57088.0,1280000.0
2007-12-07,22796,22796,22079,22771,90,56896.0,1280000.0
2007-12-10,22309,22847,22309,22438,380,56064.0,1280000.0
2007-12-11,22898,22898,22207,22720,995,56768.0,1280000.0
2007-12-12,21668,22744,21668,22386,540,55936.0,1280000.0
2007-12-13,22412,22437,22412,22438,452,56064.0,1280000.0
2007-12-14,23052,23052,22284,22284,336,55680.0,1280000.0
2007-12-17,22028,22540,22028,22541,183,56320.0,1280000.0
2007-12-18,22540,22540,22540,22541,740,56320.0,1280000.0
2007-12-20,22540,22744,22053,22746,130,56832.0,1280000.0
2007-12-21,22744,22744,22053,22541,440,56320.0,1280000.0
2007-12-24,22540,22796,22540,22592,432,56448.0,1280000.0
2007-12-26,22079,22514,22079,22515,70,56256.0,1280000.0
2007-12-27,22514,22514,22514,22515,110,56256.0,1280000.0
2007-12-28,22514,22514,22514,22515,370,56256.0,1280000.0
2008-01-02,22514,22514,22514,22515,120,56256.0,1280000.0
2008-01-03,22514,22693,22514,22694,730,56704.0,1280000.0
2008-01-04,22514,22642,22437,22643,4700,56576.0,1280000.0
2008-01-07,21771,22642,21771,22643,40,56576.0,1280000.0
2008-01-08,22437,22642,22437,22643,240,56576.0,1280000.0
2008-01-09,22565,22796,22565,22797,30,56960.0,1280000.0
2008-01-10,22744,22744,22437,22515,683,56256.0,1280000.0
2008-01-11,22437,22437,21566,22054,440,55104.0,1280000.0
2008-01-14,21668,21900,21566,21900,250,54720.0,1280000.0
2008-01-15,20900,21412,20900,21286,1220,53184.0,1280000.0
2008-01-16,21284,21284,20747,21003,140,52480.0,1280000.0
2008-01-17,21719,21719,20747,21311,400,53248.0,1280000.0
2008-01-18,21208,21208,20644,20850,550,52096.0,1280000.0
2008-01-21,20849,20849,20849,20850,1600,52096.0,1280000.0
2008-01-22,20208,21003,20208,21003,2070,52480.0,1280000.0
2008-01-23,20977,20977,20055,20517,1830,51264.0,1280000.0
2008-01-24,20516,20696,20516,20696,890,51712.0,1280000.0
2008-01-25,20900,20900,20900,20901,10,52224.0,1280000.0
2008-01-28,20824,20849,20696,20696,50,51712.0,1280000.0
2008-01-29,20592,20900,20592,20875,1160,52160.0,1280000.0
2008-01-30,20696,20875,20696,20875,1210,52160.0,1280000.0
2008-01-31,20618,20824,20592,20824,170,52032.0,1280000.0
2008-02-01,20798,20798,20490,20798,140,51968.0,1280000.0
2008-02-04,20798,21259,20798,20824,1300,52032.0,1280000.0
2008-02-05,20952,20952,20952,20952,70,52352.0,1280000.0
2008-02-11,20952,21464,20952,21465,880,53632.0,1280000.0
2008-02-12,20824,21464,20824,21465,110,53632.0,1280000.0
2008-02-13,21412,21412,20696,20696,70,51712.0,1280000.0
2008-02-14,20747,20747,20696,20696,2402,51712.0,1280000.0
2008-02-15,20721,20721,20644,20645,2990,51584.0,1280000.0
2008-02-18,20541,20747,20336,20747,500,51840.0,1280000.0
2008-02-19,20747,20747,20747,20747,203,51840.0,1280000.0
2008-02-20,20747,21489,20747,21490,570,53696.0,1280000.0
2008-02-21,21259,21259,21259,21260,0,53120.0,1280000.0
2008-02-22,21003,21003,20798,21003,390,52480.0,1280000.0
2008-02-25,22488,22488,20977,21003,270,52480.0,1280000.0
2008-02-26,20849,20849,20747,20747,290,51840.0,1280000.0
2008-02-27,20747,21003,20747,21003,750,52480.0,1280000.0
2008-02-28,21003,21003,20849,21003,5970,52480.0,1280000.0
2008-02-29,20516,21003,20516,21003,280,52480.0,1280000.0
2008-03-03,21003,21259,21003,21260,380,53120.0,1280000.0
2008-03-04,20747,21054,20747,21054,680,52608.0,1280000.0
2008-03-05,21054,21054,20747,20747,400,51840.0,1280000.0
2008-03-06,20747,20747,20747,20747,50,51840.0,1280000.0
2008-03-07,20772,20900,20772,20773,80,51904.0,1280000.0
2008-03-10,20747,20772,20490,20491,1170,51200.0,1280000.0
2008-03-11,20747,20747,20490,20747,360,51840.0,1280000.0
2008-03-12,20490,20798,20490,20798,1360,51968.0,1280000.0
2008-03-13,20516,21592,20516,21593,250,53952.0,1280000.0
2008-03-14,22028,22028,20772,21900,40,54720.0,1280000.0
2008-03-17,20439,21874,20439,21874,120,54656.0,1280000.0
2008-03-18,21259,21259,21259,21260,0,53120.0,1280000.0
2008-03-19,21131,21131,20541,20542,290,51328.0,1280000.0
2008-03-20,20541,20541,20541,20542,0,51328.0,1280000.0
2008-03-21,20388,20541,20311,20491,100,51200.0,1280000.0
2008-03-24,20490,20490,20490,20491,10,51200.0,1280000.0
2008-03-25,20516,20900,20490,20491,210,51200.0,1280000.0
2008-03-26,20516,20516,20490,20517,270,51264.0,1280000.0
2008-03-27,20516,20772,20490,20773,110,51904.0,1280000.0
2008-03-28,20747,20772,20541,20568,260,51392.0,1280000.0
2008-03-31,20567,21003,20567,21003,230,52480.0,1280000.0
2008-04-01,21003,21003,19516,20670,310,51648.0,1280000.0
2008-04-02,20285,20849,20285,20491,180,51200.0,1280000.0
2008-04-03,20490,20541,20234,20517,240,51264.0,1280000.0
2008-04-04,20029,21489,19978,20542,6730,51328.0,1280000.0
2008-04-07,20490,20541,20490,20491,110,51200.0,1280000.0
2008-04-08,20541,20541,20490,20491,260,51200.0,1280000.0
2008-04-10,20490,20541,20490,20491,130,51200.0,1280000.0
2008-04-11,20490,21003,17443,20952,1850,52352.0,1280000.0
2008-04-14,20977,21028,20977,21003,130,52480.0,1280000.0
2008-04-15,21208,21208,21208,21208,10,52992.0,1280000.0
2008-04-16,21771,21771,20516,20542,53,51328.0,1280000.0
2008-04-17,21028,21259,21028,21260,60,53120.0,1280000.0
2008-04-18,21259,21259,21259,21260,0,53120.0,1280000.0
2008-04-21,20721,21771,20696,21772,1850,54400.0,1280000.0
2008-04-22,19824,21771,19824,21772,40,54400.0,1280000.0
2008-04-23,21080,21080,21054,21054,60,52608.0,1280000.0
2008-04-24,21310,21771,21003,21003,260,52480.0,1280000.0
2008-04-25,20721,21003,20721,21003,60,52480.0,1280000.0
2008-04-28,21003,21003,20952,20952,50,52352.0,1280000.0
2008-04-29,20336,21182,20336,21182,30,52928.0,1280000.0
2008-04-30,21131,21131,21131,21131,0,52800.0,1280000.0
2008-05-02,20669,20747,20567,20568,160,51392.0,1280000.0
2008-05-06,20541,20798,20490,20798,311,51968.0,1280000.0
2008-05-07,20490,20516,20490,20517,120,51264.0,1280000.0
2008-05-08,20183,20747,20183,20491,170,51200.0,1280000.0
2008-05-09,20490,20541,20234,20517,980,51264.0,1280000.0
2008-05-13,20490,20541,20490,20517,980,51264.0,1280000.0
2008-05-14,20490,20516,20490,20517,580,51264.0,1280000.0
2008-05-15,20516,21515,20490,21490,2180,53696.0,1280000.0
2008-05-16,21464,21489,20644,20645,1450,51584.0,1280000.0
2008-05-19,21720,21720,20669,20670,351,51648.0,1280000.0
2008-05-20,20490,20490,20490,20491,366,51200.0,1280000.0
2008-05-21,20490,20747,20439,20491,310,51200.0,1280000.0
2008-05-22,20183,20490,20183,20491,60,51200.0,1280000.0
2008-05-23,20721,20721,20721,20722,10,51776.0,1280000.0
2008-05-26,20721,20721,20285,20286,333,50688.0,1280000.0
2008-05-27,20490,20490,20490,20491,640,51200.0,1280000.0
2008-05-28,20490,20541,20490,20517,280,51264.0,1280000.0
2008-05-29,20541,20541,20439,20491,420,51200.0,1280000.0
2008-05-30,20592,20592,20592,20594,410,51456.0,1280000.0
2008-06-02,20541,20592,20541,20542,361,51328.0,1280000.0
2008-06-03,20490,20490,20439,20491,700,51200.0,1280000.0
2008-06-04,20490,20490,20490,20491,45,51200.0,1280000.0
2008-06-05,20490,20516,20490,20491,650,51200.0,1280000.0
2008-06-09,20311,20439,20311,20440,495,51072.0,1280000.0
2008-06-10,20439,20490,20439,20440,760,51072.0,1280000.0
2008-06-11,20490,20490,20490,20491,1480,51200.0,1280000.0
2008-06-12,20439,20464,20439,20440,901,51072.0,1280000.0
2008-06-13,19978,19978,19978,19979,881,49920.0,1280000.0
2008-06-16,20490,20490,19978,20466,700,51136.0,1280000.0
2008-06-17,20464,20464,20055,20056,410,50112.0,1280000.0
2008-06-18,20234,21464,19594,19979,5120,49920.0,1280000.0
2008-06-19,19978,20132,19978,20133,310,50304.0,1280000.0
2008-06-20,20132,20132,20132,20133,0,50304.0,1280000.0
2008-06-23,20362,20388,19516,20235,140,50560.0,1280000.0
2008-06-24,21515,21694,19696,19774,8100,49408.0,1280000.0
2008-06-25,19850,20362,19773,19774,310,49408.0,1280000.0
2008-06-26,20413,21489,19645,20261,4910,50624.0,1280000.0
2008-06-27,20696,20696,19773,20491,70,51200.0,1280000.0
2008-06-30,20490,20490,20055,20235,60,50560.0,1280000.0
2008-07-01,19824,19978,19824,19979,31,49920.0,1280000.0
2008-07-02,20157,20208,20157,20184,130,50432.0,1280000.0
2008-07-03,20388,20388,20132,20133,100,50304.0,1280000.0
2008-07-04,19978,19978,19978,19979,0,49920.0,1280000.0
2008-07-07,19927,19927,19927,19928,0,49792.0,1280000.0
2008-07-08,19722,19722,19722,19723,300,49280.0,1280000.0
2008-07-09,19722,19978,19722,19979,410,49920.0,1280000.0
