LG유플러스(032640),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-05-16,7920,8040,7850,7900,1144808,2190500.0,277278430.0
2002-05-17,8020,8170,8000,8090,1399933,2243182.0,277278430.0
2002-05-20,8050,8150,7920,7960,1401880,2207136.0,277278430.0
2002-05-21,7850,8050,7590,7600,2045778,2107316.0,277278430.0
2002-05-22,7600,7750,7420,7710,1215208,2137817.0,277278430.0
2002-05-23,7620,7730,7400,7430,1039698,2060179.0,277278430.0
2002-05-24,7400,7560,7400,7490,677886,2076815.0,277278430.0
2002-05-27,7450,7520,7290,7290,654953,2021360.0,277278430.0
2002-05-28,7290,7440,7200,7300,639582,2024133.0,277278430.0
2002-05-29,7140,7240,7100,7170,669226,1988086.0,277278430.0
2002-05-30,7020,7130,6750,6800,953455,1885493.0,277278430.0
2002-05-31,6810,6970,6740,6820,584087,1891039.0,277278430.0
2002-06-03,6820,6930,6700,6930,612499,1921540.0,277278430.0
2002-06-04,6770,7360,6770,7190,2461881,1993632.0,277278430.0
2002-06-05,7290,7810,7270,7560,2687028,2096225.0,277278430.0
2002-06-07,7530,7920,7350,7620,2565068,2112862.0,277278430.0
2002-06-10,7700,8100,7700,8000,2583951,2218227.0,277278430.0
2002-06-11,8000,8030,7860,7890,1184803,2187727.0,277278430.0
2002-06-12,7850,7960,7680,7900,1005906,2190500.0,277278430.0
2002-06-14,7800,7930,7720,7740,716083,2146135.0,277278430.0
2002-06-17,7680,7800,7530,7530,754309,2087907.0,277278430.0
2002-06-18,7650,7750,7540,7540,791456,2090679.0,277278430.0
2002-06-19,7540,7670,7000,7120,938140,1974222.0,277278430.0
2002-06-20,7060,7230,7020,7120,907165,1974222.0,277278430.0
2002-06-21,7050,7370,7010,7370,814994,2043542.0,277278430.0
2002-06-24,7250,7300,7090,7200,731056,1996405.0,277278430.0
2002-06-25,7260,7320,6860,6870,935668,1904903.0,277278430.0
2002-06-26,6700,6700,6110,6450,1186672,1788446.0,277278430.0
2002-06-27,6560,6670,6310,6380,1004887,1769036.0,277278430.0
2002-06-28,6500,7100,6500,6960,1524270,1929858.0,277278430.0
2002-07-02,6600,6940,6600,6900,821268,1913221.0,277278430.0
2002-07-03,6820,7190,6790,7070,1140595,1960359.0,277278430.0
2002-07-04,7150,7200,6990,7140,1007899,1979768.0,277278430.0
2002-07-05,7150,7370,7090,7190,1533953,1993632.0,277278430.0
2002-07-08,7410,7800,7200,7340,4242682,2035224.0,277278430.0
2002-07-09,7420,7460,7290,7400,1088051,2051860.0,277278430.0
2002-07-10,7340,7500,7290,7360,1256658,2040769.0,277278430.0
2002-07-11,7200,7260,6980,7000,1398113,1940949.0,277278430.0
2002-07-12,7100,7180,7040,7080,882238,1963131.0,277278430.0
2002-07-15,7050,7200,6940,6950,1118572,1927085.0,277278430.0
2002-07-16,6900,7040,6780,6840,937154,1896584.0,277278430.0
2002-07-18,6910,7430,6850,7110,3709467,1971450.0,277278430.0
2002-07-19,7090,7090,6750,6900,1297865,1913221.0,277278430.0
2002-07-22,6500,6640,6350,6350,1027824,1760718.0,277278430.0
2002-07-23,6200,6590,6190,6590,1115787,1827265.0,277278430.0
2002-07-24,6400,6450,6320,6350,742375,1760718.0,277278430.0
2002-07-25,6700,6750,6350,6360,869792,1763491.0,277278430.0
2002-07-26,6200,6300,6050,6170,931050,1710808.0,277278430.0
2002-07-29,6210,6280,6080,6090,660883,1688626.0,277278430.0
2002-07-30,6330,6450,6230,6330,1262626,1755172.0,277278430.0
2002-07-31,6330,6560,6320,6330,1355563,1755172.0,277278430.0
2002-08-01,6480,6480,6220,6280,631203,1741309.0,277278430.0
2002-08-02,6150,6280,6120,6260,376069,1735763.0,277278430.0
2002-08-05,6150,6260,6000,6020,654733,1669216.0,277278430.0
2002-08-06,5820,5990,5820,5980,589710,1658125.0,277278430.0
2002-08-07,6100,6420,6100,6210,1237314,1721899.0,277278430.0
2002-08-08,6330,6440,6180,6370,1001858,1766264.0,277278430.0
2002-08-09,6400,6470,6180,6190,1212246,1716353.0,277278430.0
2002-08-12,6200,6330,6190,6210,752944,1721899.0,277278430.0
2002-08-13,6230,6420,6180,6300,914005,1746854.0,277278430.0
2002-08-14,6130,6300,6130,6260,472987,1735763.0,277278430.0
2002-08-16,6480,6560,6360,6360,1250603,1763491.0,277278430.0
2002-08-19,6370,6470,6360,6400,565578,1774582.0,277278430.0
2002-08-20,6520,6620,6480,6580,1115604,1824492.0,277278430.0
2002-08-21,6580,6640,6480,6600,633133,1830038.0,277278430.0
2002-08-22,6800,6800,6600,6630,1007652,1838356.0,277278430.0
2002-08-23,6630,6670,6450,6500,516691,1802310.0,277278430.0
2002-08-26,6360,6460,6360,6390,345840,1771809.0,277278430.0
2002-08-27,6450,6540,6220,6250,868225,1732990.0,277278430.0
2002-08-28,6180,6270,6110,6130,1380508,1699717.0,277278430.0
2002-08-29,6080,6120,6060,6090,993363,1688626.0,277278430.0
2002-08-30,6120,6260,6120,6230,1163924,1727445.0,277278430.0
2002-09-02,6230,6390,6200,6390,1122186,1771809.0,277278430.0
2002-09-03,6400,6450,6230,6230,831303,1727445.0,277278430.0
2002-09-04,6110,6150,6070,6110,697606,1694171.0,277278430.0
2002-09-05,6200,6200,6120,6130,470876,1699717.0,277278430.0
2002-09-06,6010,6090,6010,6030,534012,1671989.0,277278430.0
2002-09-09,6110,6200,5870,5870,795320,1627624.0,277278430.0
2002-09-10,5810,5950,5810,5870,586641,1627624.0,277278430.0
2002-09-11,5870,5950,5840,5850,797654,1622079.0,277278430.0
2002-09-12,5830,5930,5820,5930,866419,1644261.0,277278430.0
2002-09-13,5870,5870,5800,5830,508752,1616533.0,277278430.0
2002-09-16,5810,5880,5710,5730,501291,1588805.0,277278430.0
2002-09-17,5850,5930,5770,5920,704457,1641488.0,277278430.0
2002-09-18,5800,5810,5710,5720,517955,1586033.0,277278430.0
2002-09-19,5710,5780,5700,5710,423621,1583260.0,277278430.0
2002-09-23,5700,5700,5420,5450,527271,1511167.0,277278430.0
2002-09-24,5320,5350,5180,5190,855897,1439075.0,277278430.0
2002-09-25,5030,5100,4940,4980,1068676,1380847.0,277278430.0
2002-09-26,5070,5150,4890,4900,865654,1358664.0,277278430.0
2002-09-27,4900,5000,4800,4920,659509,1364210.0,277278430.0
2002-09-30,4660,4830,4660,4760,467829,1319845.0,277278430.0
2002-10-01,4630,4880,4630,4870,545859,1350346.0,277278430.0
2002-10-02,5080,5080,4850,4860,614382,1347573.0,277278430.0
2002-10-04,4770,5030,4700,5010,561122,1389165.0,277278430.0
2002-10-07,5000,5030,4910,4930,401380,1366983.0,277278430.0
2002-10-08,4880,5010,4880,4980,383903,1380847.0,277278430.0
2002-10-09,5020,5070,4870,4890,807278,1355892.0,277278430.0
2002-10-10,4810,4850,4670,4690,494529,1300436.0,277278430.0
2002-10-11,4830,4850,4670,4680,507417,1297663.0,277278430.0
2002-10-14,4730,4890,4730,4860,630709,1347573.0,277278430.0
2002-10-15,4880,4970,4800,4950,812839,1372528.0,277278430.0
2002-10-16,5050,5070,4840,4850,792198,1344800.0,277278430.0
2002-10-17,4850,4950,4790,4940,644471,1369755.0,277278430.0
2002-10-18,5100,5530,5060,5530,2991320,1533350.0,277278430.0
2002-10-21,5560,5570,5280,5290,1676253,1466803.0,277278430.0
2002-10-22,5430,5430,5050,5130,1200488,1422438.0,277278430.0
2002-10-23,5150,5450,5150,5450,1198586,1511167.0,277278430.0
2002-10-24,5430,5530,5280,5350,1040526,1483440.0,277278430.0
2002-10-25,5180,5420,5180,5250,844925,1455712.0,277278430.0
2002-10-28,5380,5500,5320,5420,1178094,1502849.0,277278430.0
2002-10-29,5320,5560,5300,5410,1451366,1500076.0,277278430.0
2002-10-30,5420,5470,5180,5230,880461,1450166.0,277278430.0
2002-10-31,5270,5310,5100,5140,652386,1425211.0,277278430.0
2002-11-01,5160,5190,5090,5100,461215,1414120.0,277278430.0
2002-11-04,5150,5230,5080,5110,964542,1416893.0,277278430.0
2002-11-05,5150,5160,4960,5000,959048,1386392.0,277278430.0
2002-11-06,5030,5110,5000,5070,872799,1405802.0,277278430.0
2002-11-07,5020,5120,5020,5040,818649,1397483.0,277278430.0
2002-11-08,4880,4950,4860,4900,912301,1358664.0,277278430.0
2002-11-11,4820,4860,4750,4750,767889,1317073.0,277278430.0
2002-11-12,4680,4710,4640,4700,564105,1303209.0,277278430.0
2002-11-13,4700,4740,4660,4680,389076,1297663.0,277278430.0
2002-11-14,4660,4820,4660,4680,466860,1297663.0,277278430.0
2002-11-15,4780,4850,4750,4820,643375,1336482.0,277278430.0
2002-11-18,4820,4820,4690,4700,578050,1303209.0,277278430.0
2002-11-19,4700,4770,4700,4740,321485,1314300.0,277278430.0
2002-11-20,4710,4770,4710,4760,559795,1319845.0,277278430.0
2002-11-21,4800,4840,4780,4810,763948,1333709.0,277278430.0
2002-11-22,4900,4940,4790,4800,1261221,1330936.0,277278430.0
2002-11-25,4790,4850,4750,4850,1109675,1344800.0,277278430.0
2002-11-26,4880,5040,4850,4900,1989909,1358664.0,277278430.0
2002-11-27,4880,5070,4860,5070,4488348,1405802.0,277278430.0
2002-11-28,5150,5250,4990,5050,2410705,1400256.0,277278430.0
2002-11-29,5080,5100,4970,5030,1286791,1394711.0,277278430.0
2002-12-02,5120,5380,5050,5310,3786624,1472348.0,277278430.0
2002-12-03,5310,5340,5210,5310,1251683,1472348.0,277278430.0
2002-12-04,5230,5230,5010,5030,1411982,1394711.0,277278430.0
2002-12-05,5000,5130,4940,5110,1056799,1416893.0,277278430.0
2002-12-06,5020,5230,5020,5210,1215850,1444621.0,277278430.0
2002-12-09,5250,5470,5200,5260,2630301,1458485.0,277278430.0
2002-12-10,5130,5230,5100,5180,804927,1436302.0,277278430.0
2002-12-11,5300,5300,5100,5100,900612,1414120.0,277278430.0
2002-12-12,5040,5200,5040,5150,847601,1427984.0,277278430.0
2002-12-13,5150,5190,5070,5150,735742,1427984.0,277278430.0
2002-12-16,5090,5120,5060,5060,583903,1403029.0,277278430.0
2002-12-17,5130,5160,5080,5100,703925,1414120.0,277278430.0
2002-12-18,5050,5100,5040,5090,603229,1411347.0,277278430.0
2002-12-20,5020,5120,5020,5040,510792,1397483.0,277278430.0
2002-12-23,5040,5080,4800,4810,930420,1333709.0,277278430.0
2002-12-24,4800,4840,4620,4720,662253,1308754.0,277278430.0
2002-12-26,4650,4730,4500,4630,771086,1283799.0,277278430.0
2002-12-27,4520,4660,4520,4570,355090,1267162.0,277278430.0
2002-12-30,4420,4460,4290,4350,663832,1206161.0,277278430.0
2003-01-02,4370,4520,4320,4480,729998,1242207.0,277278430.0
2003-01-03,4630,4690,4590,4610,779902,1278254.0,277278430.0
2003-01-06,4610,4650,4500,4570,662236,1267162.0,277278430.0
2003-01-07,4690,4700,4450,4480,707843,1242207.0,277278430.0
2003-01-08,4460,4510,4440,4450,735458,1233889.0,277278430.0
2003-01-09,4370,4410,4330,4350,790357,1206161.0,277278430.0
2003-01-10,4400,4430,4110,4200,1064573,1164569.0,277278430.0
2003-01-13,4160,4380,4160,4380,608267,1214480.0,277278430.0
2003-01-14,4380,4390,4280,4340,454990,1203388.0,277278430.0
2003-01-15,4350,4410,4310,4360,592015,1208934.0,277278430.0
2003-01-16,4270,4460,4270,4460,895816,1236662.0,277278430.0
2003-01-17,4700,4990,4700,4990,1671797,1383619.0,277278430.0
2003-01-20,4990,5050,4740,4880,5406174,1353119.0,277278430.0
2003-01-21,4880,4880,4650,4690,1752498,1300436.0,277278430.0
2003-01-22,4600,4610,4350,4390,1620100,1217252.0,277278430.0
2003-01-23,4350,4430,4250,4340,1164082,1203388.0,277278430.0
2003-01-24,4350,4590,4200,4270,2736099,1183979.0,277278430.0
2003-01-27,4100,4210,4080,4180,631824,1159024.0,277278430.0
2003-01-28,4420,4580,4300,4300,2202402,1192297.0,277278430.0
2003-01-29,4330,4380,4250,4310,772459,1195070.0,277278430.0
2003-01-30,4330,4380,4290,4310,624796,1195070.0,277278430.0
2003-02-03,4260,4350,4240,4340,543923,1203388.0,277278430.0
2003-02-04,4350,4370,4300,4320,514334,1197843.0,277278430.0
2003-02-05,4270,4300,4240,4250,439535,1178433.0,277278430.0
2003-02-06,4270,4310,4200,4210,464417,1167342.0,277278430.0
2003-02-07,4180,4200,4090,4120,538688,1142387.0,277278430.0
2003-02-10,4050,4100,4010,4050,481580,1122978.0,277278430.0
2003-02-11,4080,4130,3900,3950,776944,1095250.0,277278430.0
2003-02-12,3890,4040,3890,4040,753110,1120205.0,277278430.0
2003-02-13,4020,4060,3980,3980,523459,1103568.0,277278430.0
2003-02-14,3940,4020,3940,4000,284330,1109114.0,277278430.0
2003-02-17,4110,4220,4050,4200,820131,1164569.0,277278430.0
2003-02-18,4200,4220,4090,4140,865734,1147933.0,277278430.0
2003-02-19,4200,4230,4090,4100,576224,1136842.0,277278430.0
2003-02-20,4050,4130,4040,4100,639971,1136842.0,277278430.0
2003-02-21,4060,4070,4030,4060,569198,1125750.0,277278430.0
2003-02-24,4070,4150,4070,4130,647941,1145160.0,277278430.0
2003-02-25,4070,4090,4010,4010,480498,1111887.0,277278430.0
2003-02-26,4050,4050,4000,4000,403315,1109114.0,277278430.0
2003-02-27,3960,4150,3930,4150,584793,1150705.0,277278430.0
2003-02-28,4120,4130,4010,4030,268361,1117432.0,277278430.0
2003-03-03,4010,4080,4010,4070,283890,1128523.0,277278430.0
2003-03-04,4060,4060,3990,3990,320512,1106341.0,277278430.0
2003-03-05,3950,4000,3900,3900,380876,1081386.0,277278430.0
2003-03-06,3880,3930,3750,3780,621089,1048112.0,277278430.0
2003-03-07,3700,3750,3620,3680,460943,1020385.0,277278430.0
2003-03-10,3630,3690,3530,3530,609184,978793.0,277278430.0
2003-03-11,3420,3460,3400,3400,5230647,942747.0,277278430.0
2003-03-12,3400,3620,3370,3530,771930,978793.0,277278430.0
2003-03-13,3520,3580,3420,3580,515825,992657.0,277278430.0
2003-03-14,3780,3780,3630,3660,591442,1014839.0,277278430.0
2003-03-17,3550,3560,3400,3400,452888,942747.0,277278430.0
2003-03-18,3590,3700,3490,3620,986665,1003748.0,277278430.0
2003-03-19,3640,3710,3590,3630,575706,1006521.0,277278430.0
2003-03-20,3690,4010,3640,3990,1281349,1106341.0,277278430.0
2003-03-21,3990,4190,3860,4190,2034866,1161797.0,277278430.0
2003-03-24,4200,4220,4020,4050,1035102,1122978.0,277278430.0
2003-03-25,3800,3930,3790,3830,787813,1061976.0,277278430.0
2003-03-26,3910,4170,3880,3920,1684645,1086931.0,277278430.0
2003-03-27,3870,3940,3860,3890,413931,1078613.0,277278430.0
2003-03-28,3910,4060,3860,3980,919722,1103568.0,277278430.0
2003-03-31,3890,3920,3800,3830,650980,1061976.0,277278430.0
2003-04-01,3750,3880,3730,3880,402480,1075840.0,277278430.0
2003-04-02,3910,3960,3840,3900,603066,1081386.0,277278430.0
2003-04-03,4050,4060,3920,3930,769295,1089704.0,277278430.0
2003-04-04,3920,3970,3850,3950,632590,1095250.0,277278430.0
2003-04-07,4020,4250,4010,4200,2020781,1164569.0,277278430.0
2003-04-08,4110,4180,4060,4140,1302314,1147933.0,277278430.0
2003-04-09,4140,4280,4080,4140,1340330,1147933.0,277278430.0
2003-04-10,4150,4390,4140,4240,2454471,1175661.0,277278430.0
2003-04-11,4240,4300,4120,4160,1432340,1153478.0,277278430.0
2003-04-14,4240,4340,4210,4320,1251905,1197843.0,277278430.0
2003-04-15,4390,4570,4370,4460,2499138,1236662.0,277278430.0
2003-04-16,4520,4610,4490,4490,1657894,1244980.0,277278430.0
2003-04-17,4400,4430,4350,4360,811690,1208934.0,277278430.0
2003-04-18,4450,4480,4370,4390,738528,1217252.0,277278430.0
2003-04-21,4320,4500,4230,4500,1114840,1247753.0,277278430.0
2003-04-22,4430,4460,4350,4380,508120,1214480.0,277278430.0
2003-04-23,4410,4490,4330,4350,960353,1206161.0,277278430.0
2003-04-24,4420,4430,4200,4240,504177,1175661.0,277278430.0
2003-04-25,4150,4160,3960,3990,1078094,1106341.0,277278430.0
2003-04-28,3900,4090,3900,4000,415858,1109114.0,277278430.0
2003-04-29,4120,4330,4070,4250,1189373,1178433.0,277278430.0
2003-04-30,4280,4280,4130,4200,485895,1164569.0,277278430.0
2003-05-02,4250,4250,4110,4190,456072,1161797.0,277278430.0
2003-05-06,4220,4270,4170,4210,572952,1167342.0,277278430.0
2003-05-07,4230,4420,4220,4280,1548618,1186752.0,277278430.0
2003-05-09,4230,4230,4100,4140,1335213,1147933.0,277278430.0
2003-05-12,4190,4220,4160,4180,1265009,1159024.0,277278430.0
2003-05-13,4200,4200,4070,4070,931162,1128523.0,277278430.0
2003-05-14,4030,4110,4030,4050,526333,1122978.0,277278430.0
2003-05-15,4030,4110,4010,4020,731430,1114659.0,277278430.0
2003-05-16,4020,4060,3910,3920,815825,1086931.0,277278430.0
2003-05-19,3850,3870,3780,3810,573999,1056431.0,277278430.0
2003-05-20,3750,3840,3720,3840,433577,1064749.0,277278430.0
2003-05-21,3800,3880,3800,3830,407132,1061976.0,277278430.0
2003-05-22,3840,3970,3820,3820,524715,1059204.0,277278430.0
2003-05-23,3860,3890,3830,3890,435209,1078613.0,277278430.0
2003-05-26,3900,3970,3880,3930,671699,1089704.0,277278430.0
2003-05-27,3960,3980,3870,3890,468012,1078613.0,277278430.0
2003-05-28,3940,3990,3870,3990,916389,1106341.0,277278430.0
2003-05-29,4000,4000,3930,3930,554715,1089704.0,277278430.0
2003-05-30,3940,3970,3870,3910,496255,1084159.0,277278430.0
2003-06-02,3960,4100,3950,4040,1454437,1120205.0,277278430.0
2003-06-03,4020,4030,3940,3960,532459,1098023.0,277278430.0
2003-06-04,3970,4010,3910,3930,500268,1089704.0,277278430.0
2003-06-05,3990,4070,3980,4000,959190,1109114.0,277278430.0
2003-06-09,4000,4120,3980,4090,948454,1134069.0,277278430.0
2003-06-10,4050,4070,4020,4050,508196,1122978.0,277278430.0
2003-06-11,4060,4070,3980,3980,612633,1103568.0,277278430.0
2003-06-12,4030,4040,3980,4040,609952,1120205.0,277278430.0
2003-06-13,4050,4090,3970,4030,996645,1117432.0,277278430.0
2003-06-16,3990,4020,3950,3960,824433,1098023.0,277278430.0
2003-06-17,4020,4040,3970,3990,1243369,1106341.0,277278430.0
2003-06-18,4000,4210,3960,4140,3085033,1147933.0,277278430.0
2003-06-19,4230,4400,4210,4380,3413595,1214480.0,277278430.0
2003-06-20,4300,4390,4250,4360,1821577,1208934.0,277278430.0
2003-06-23,4380,4430,4150,4160,1226573,1153478.0,277278430.0
2003-06-24,4050,4150,4050,4150,737535,1150705.0,277278430.0
2003-06-25,4130,4190,4100,4110,767829,1139614.0,277278430.0
2003-06-26,4090,4490,4080,4230,4039105,1172888.0,277278430.0
2003-06-27,4340,4370,4150,4170,1435021,1156251.0,277278430.0
2003-06-30,4120,4150,4050,4100,945963,1136842.0,277278430.0
2003-07-01,4060,4230,4060,4130,1010665,1145160.0,277278430.0
2003-07-02,4230,4250,4170,4250,1179454,1178433.0,277278430.0
2003-07-03,4350,4430,4300,4350,2616298,1206161.0,277278430.0
2003-07-04,4320,4350,4220,4310,822344,1195070.0,277278430.0
2003-07-07,4370,4370,4300,4360,1124636,1208934.0,277278430.0
2003-07-08,4450,4530,4350,4390,2140350,1217252.0,277278430.0
2003-07-09,4490,4540,4260,4270,1626180,1183979.0,277278430.0
2003-07-10,4250,4320,4210,4220,982144,1170115.0,277278430.0
2003-07-11,4180,4300,4130,4190,722253,1161797.0,277278430.0
2003-07-14,4170,4230,4170,4210,854055,1167342.0,277278430.0
2003-07-15,4230,4260,4080,4100,1073172,1136842.0,277278430.0
2003-07-16,4110,4150,4060,4070,627215,1128523.0,277278430.0
2003-07-18,4000,4030,3960,3970,717293,1100795.0,277278430.0
2003-07-21,3920,4045,3920,3975,461378,1102182.0,277278430.0
2003-07-22,3945,4000,3915,3950,491757,1095250.0,277278430.0
2003-07-23,3970,3995,3925,3965,424234,1099409.0,277278430.0
2003-07-24,3930,4035,3930,3995,403434,1107727.0,277278430.0
2003-07-25,4120,4230,4110,4125,1450477,1143774.0,277278430.0
2003-07-28,4220,4225,4070,4070,653516,1128523.0,277278430.0
2003-07-29,4080,4200,4050,4090,908347,1134069.0,277278430.0
2003-07-30,4020,4080,3980,3980,705519,1103568.0,277278430.0
2003-07-31,3950,4030,3950,3960,615097,1098023.0,277278430.0
2003-08-01,4000,4130,4000,4130,1276250,1145160.0,277278430.0
2003-08-04,4110,4315,4110,4245,2061263,1177047.0,277278430.0
2003-08-05,4320,4345,4140,4170,2196066,1156251.0,277278430.0
2003-08-06,4080,4120,4060,4120,913153,1142387.0,277278430.0
2003-08-07,4165,4170,4005,4005,732373,1110500.0,277278430.0
2003-08-08,4010,4040,3970,4000,561995,1109114.0,277278430.0
2003-08-11,3985,4065,3980,4000,473063,1109114.0,277278430.0
2003-08-12,3990,4045,3975,3990,419483,1106341.0,277278430.0
2003-08-13,4005,4045,3995,4040,711003,1120205.0,277278430.0
2003-08-14,4040,4050,3965,3975,761369,1102182.0,277278430.0
2003-08-18,3980,4015,3980,4000,547439,1109114.0,277278430.0
2003-08-19,4050,4080,3990,4010,846321,1111887.0,277278430.0
2003-08-20,4035,4070,4025,4045,1118389,1121591.0,277278430.0
2003-08-21,4060,4200,4050,4130,1674947,1145160.0,277278430.0
2003-08-22,4160,4190,4025,4030,1581214,1117432.0,277278430.0
2003-08-25,4035,4040,4000,4010,858842,1111887.0,277278430.0
2003-08-26,3990,4010,3930,3950,959615,1095250.0,277278430.0
2003-08-27,3940,3990,3940,3970,585203,1100795.0,277278430.0
2003-08-28,3960,3995,3955,3955,457254,1096636.0,277278430.0
2003-08-29,3950,4025,3950,3975,689464,1102182.0,277278430.0
2003-09-01,4020,4155,3995,4135,1550031,1146546.0,277278430.0
2003-09-02,4160,4190,4050,4120,1676163,1142387.0,277278430.0
2003-09-03,4175,4175,4060,4060,993572,1125750.0,277278430.0
2003-09-04,4060,4230,4060,4130,2263692,1145160.0,277278430.0
2003-09-05,4150,4150,4030,4035,727917,1118818.0,277278430.0
2003-09-08,4005,4070,3995,3995,538188,1107727.0,277278430.0
2003-09-09,4010,4030,3990,3995,819949,1107727.0,277278430.0
2003-09-15,4000,4035,3990,4000,420479,1109114.0,277278430.0
2003-09-16,4010,4075,3995,4075,547024,1129910.0,277278430.0
2003-09-17,4110,4180,4090,4145,1458100,1149319.0,277278430.0
2003-09-18,4140,4170,4035,4045,570305,1121591.0,277278430.0
2003-09-19,4070,4100,4000,4010,551462,1111887.0,277278430.0
2003-09-22,3980,4000,3800,3830,892402,1061976.0,277278430.0
2003-09-23,3785,3860,3705,3820,548717,1059204.0,277278430.0
2003-09-24,3880,3900,3825,3870,480987,1073068.0,277278430.0
2003-09-25,3820,3840,3775,3815,447991,1057817.0,277278430.0
2003-09-26,3760,3815,3760,3765,331789,1043953.0,277278430.0
2003-09-29,3780,3865,3765,3780,497940,1048112.0,277278430.0
2003-09-30,3820,3845,3750,3750,342470,1039794.0,277278430.0
2003-10-01,3760,3845,3760,3830,525180,1061976.0,277278430.0
