신세계인터내셔날(031430),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-12-22,112500,112500,105500,107000,75958,763980.0,7140000.0
2011-12-23,108000,109500,106000,107500,36989,767550.0,7140000.0
2011-12-26,108000,112500,108000,111500,32657,796110.0,7140000.0
2011-12-27,112000,116000,110500,114500,31246,817530.0,7140000.0
2011-12-28,115500,115500,110000,111000,15984,792540.0,7140000.0
2011-12-29,110000,115500,108000,114000,22945,813960.0,7140000.0
2012-01-02,115000,115500,111000,111500,17594,796110.0,7140000.0
2012-01-03,113000,114000,110000,114000,40609,813960.0,7140000.0
2012-01-04,114500,114500,112000,112500,15966,803250.0,7140000.0
2012-01-05,114000,118000,112000,115500,42979,824670.0,7140000.0
2012-01-06,116500,119500,115500,118000,29993,842520.0,7140000.0
2012-01-09,119500,119500,117000,119000,16703,849660.0,7140000.0
2012-01-10,118500,119500,117000,119500,14981,853230.0,7140000.0
2012-01-11,120000,123500,117500,123000,34903,878220.0,7140000.0
2012-01-12,121500,124000,120000,120000,26974,856800.0,7140000.0
2012-01-13,119000,122000,118000,118000,12215,842520.0,7140000.0
2012-01-16,119000,120000,114500,115500,11467,824670.0,7140000.0
2012-01-17,117000,117000,112000,114000,40802,813960.0,7140000.0
2012-01-18,113500,116000,112500,113000,20464,806820.0,7140000.0
2012-01-19,115000,117500,113500,117500,32312,838950.0,7140000.0
2012-01-20,119000,119000,113500,114500,26915,817530.0,7140000.0
2012-01-25,115000,115500,110000,110000,44490,785400.0,7140000.0
2012-01-26,111000,117000,110000,115500,46255,824670.0,7140000.0
2012-01-27,116500,116500,113000,113000,15511,806820.0,7140000.0
2012-01-30,112000,117000,112000,113500,18447,810390.0,7140000.0
2012-01-31,114500,116000,113000,114000,15613,813960.0,7140000.0
2012-02-01,114000,115000,111500,111500,19928,796110.0,7140000.0
2012-02-02,112500,115500,110500,111500,44429,796110.0,7140000.0
2012-02-03,112500,112500,109500,110000,15409,785400.0,7140000.0
2012-02-06,110000,111500,104000,111500,88982,796110.0,7140000.0
2012-02-07,111500,111500,108000,109000,15268,778260.0,7140000.0
2012-02-08,109000,111000,108000,110000,19117,785400.0,7140000.0
2012-02-09,108000,111000,106500,108500,30555,774690.0,7140000.0
2012-02-10,108500,109000,106000,107000,23527,763980.0,7140000.0
2012-02-13,106000,109500,105000,109000,17053,778260.0,7140000.0
2012-02-14,109000,110500,107000,109000,10327,778260.0,7140000.0
2012-02-15,109000,109500,107500,108500,8381,774690.0,7140000.0
2012-02-16,107000,109000,106500,107500,11965,767550.0,7140000.0
2012-02-17,108500,109000,106000,106000,15279,756840.0,7140000.0
2012-02-20,106000,111000,106000,109000,28853,778260.0,7140000.0
2012-02-21,109500,110000,107500,108500,7307,774690.0,7140000.0
2012-02-22,107000,109000,107000,107500,8088,767550.0,7140000.0
2012-02-23,107000,108500,105500,107500,16657,767550.0,7140000.0
2012-02-24,108500,109000,106500,107000,15027,763980.0,7140000.0
2012-02-27,106500,107500,105500,106000,11513,756840.0,7140000.0
2012-02-28,106500,106500,104500,105500,12907,753270.0,7140000.0
2012-02-29,106000,106000,103500,105500,22703,753270.0,7140000.0
2012-03-02,104500,105500,103500,104000,14941,742560.0,7140000.0
2012-03-05,104000,105500,100500,101000,62181,721140.0,7140000.0
2012-03-06,101500,103500,100500,102000,22404,728280.0,7140000.0
2012-03-07,101000,103500,101000,102500,13174,731850.0,7140000.0
2012-03-08,102500,106000,102000,104500,25962,746130.0,7140000.0
2012-03-09,106500,117000,105500,112000,133471,799680.0,7140000.0
2012-03-12,113000,116500,112000,115500,61109,824670.0,7140000.0
2012-03-13,115000,116500,113000,115500,46621,824670.0,7140000.0
2012-03-14,117000,117000,111000,111000,36691,792540.0,7140000.0
2012-03-15,110500,111000,108500,109000,30740,778260.0,7140000.0
2012-03-16,109000,111000,107000,109000,26018,778260.0,7140000.0
2012-03-19,108500,110000,108000,109500,11168,781830.0,7140000.0
2012-03-20,109500,110000,106500,107000,11717,763980.0,7140000.0
2012-03-21,105000,108500,105000,107500,13586,767550.0,7140000.0
2012-03-22,108000,108500,106000,106500,11716,760410.0,7140000.0
2012-03-23,107500,108000,103000,104500,25792,746130.0,7140000.0
2012-03-26,105500,105500,102000,103000,15515,735420.0,7140000.0
2012-03-27,104500,105000,102500,103500,14904,738990.0,7140000.0
2012-03-28,102500,104500,102500,104000,17171,742560.0,7140000.0
2012-03-29,104000,104500,100500,104000,23890,742560.0,7140000.0
2012-03-30,105000,105500,103000,104000,8357,742560.0,7140000.0
2012-04-02,104500,105500,102500,105000,9424,749700.0,7140000.0
2012-04-03,105500,107500,102500,102500,25644,731850.0,7140000.0
2012-04-04,102500,103500,101000,101000,10463,721140.0,7140000.0
2012-04-05,100500,103500,99700,102000,16614,728280.0,7140000.0
2012-04-06,102500,103000,100500,101500,10676,724710.0,7140000.0
2012-04-09,102000,103500,100500,103500,21974,738990.0,7140000.0
2012-04-10,102500,104000,100500,101500,22499,724710.0,7140000.0
2012-04-12,101000,101000,98200,99000,27631,706860.0,7140000.0
2012-04-13,99500,101000,98800,99100,36348,707574.0,7140000.0
2012-04-16,99200,100000,98500,99600,7182,711144.0,7140000.0
2012-04-17,100000,100000,98000,99700,17934,711858.0,7140000.0
2012-04-18,99800,99900,97700,97900,19413,699006.0,7140000.0
2012-04-19,97500,99100,95100,95900,24571,684726.0,7140000.0
2012-04-20,97500,97500,92200,93200,32190,665448.0,7140000.0
2012-04-23,93400,94300,91800,92000,10858,656880.0,7140000.0
2012-04-24,90800,91600,89000,89600,29593,639744.0,7140000.0
2012-04-25,89500,90500,86700,89800,31959,641172.0,7140000.0
2012-04-26,89000,92700,88000,88800,18321,634032.0,7140000.0
2012-04-27,88900,89800,86100,87000,28848,621180.0,7140000.0
2012-04-30,86700,87000,81700,84300,37175,601902.0,7140000.0
2012-05-02,83100,84200,80200,81300,59858,580482.0,7140000.0
2012-05-03,81000,83500,80500,83400,41136,595476.0,7140000.0
2012-05-04,83300,83600,80800,81500,38492,581910.0,7140000.0
2012-05-07,79800,81000,78900,79100,28166,564774.0,7140000.0
2012-05-08,79600,80800,77800,78700,30223,561918.0,7140000.0
2012-05-09,78600,79800,78300,79000,9100,564060.0,7140000.0
2012-05-10,78500,85500,78500,85500,54327,610470.0,7140000.0
2012-05-11,85400,86500,82600,86100,41139,614754.0,7140000.0
2012-05-14,86200,86200,82300,83000,21586,592620.0,7140000.0
2012-05-15,81500,82500,78100,79700,27271,569058.0,7140000.0
2012-05-16,78100,80200,77000,79400,23878,566916.0,7140000.0
2012-05-17,78200,80600,77700,79500,22752,567630.0,7140000.0
2012-05-18,78000,79400,75800,76600,14026,546924.0,7140000.0
2012-05-21,75700,80900,75500,80000,20904,571200.0,7140000.0
2012-05-22,80400,84700,80400,84600,18491,604044.0,7140000.0
2012-05-23,84000,87700,82900,86100,25269,614754.0,7140000.0
2012-05-24,86100,86400,84500,86100,14294,614754.0,7140000.0
2012-05-25,85800,86300,84600,86100,11376,614754.0,7140000.0
2012-05-29,86400,86800,85200,85800,16496,612612.0,7140000.0
2012-05-30,86400,87100,86000,87100,9009,621894.0,7140000.0
2012-05-31,85500,90100,85400,90000,28197,642600.0,7140000.0
2012-06-01,88700,92800,87500,90600,34460,646884.0,7140000.0
2012-06-04,86000,91300,85500,85500,29246,610470.0,7140000.0
2012-06-05,86500,87600,86200,87000,11508,621180.0,7140000.0
2012-06-07,90400,91000,87700,90700,14478,647598.0,7140000.0
2012-06-08,90600,90700,86700,89000,15873,635460.0,7140000.0
2012-06-11,88800,89100,86800,86800,9945,619752.0,7140000.0
2012-06-12,85400,86400,84200,84600,13668,604044.0,7140000.0
2012-06-13,84600,84900,82200,82200,13753,586908.0,7140000.0
2012-06-14,82900,84300,80500,80500,23159,574770.0,7140000.0
2012-06-15,80000,81900,80000,81400,12531,581196.0,7140000.0
2012-06-18,82100,82200,80000,80000,14903,571200.0,7140000.0
2012-06-19,80400,81500,79400,80900,17181,577626.0,7140000.0
2012-06-20,81300,83500,80200,83500,12085,596190.0,7140000.0
2012-06-21,83500,85400,82500,84900,18008,606186.0,7140000.0
2012-06-22,83800,84800,82400,84800,7194,605472.0,7140000.0
2012-06-25,84100,87500,83100,86400,10045,616896.0,7140000.0
2012-06-26,84900,86300,84300,85400,7813,609756.0,7140000.0
2012-06-27,86200,86200,83900,84600,4202,604044.0,7140000.0
2012-06-28,85900,86100,84700,86100,7376,614754.0,7140000.0
2012-06-29,86100,87500,84100,86900,8122,620466.0,7140000.0
2012-07-02,87900,87900,84500,84600,8018,604044.0,7140000.0
2012-07-03,84600,85400,82900,82900,12740,591906.0,7140000.0
2012-07-04,82900,84000,82900,83700,10131,597618.0,7140000.0
2012-07-05,82700,83600,81200,81300,19776,580482.0,7140000.0
2012-07-06,80700,83000,80700,83000,7315,592620.0,7140000.0
2012-07-09,83200,84100,81000,83500,6401,596190.0,7140000.0
2012-07-10,83400,83600,81300,81500,5225,581910.0,7140000.0
2012-07-11,80600,82900,80600,82700,6455,590478.0,7140000.0
2012-07-12,81700,82900,81100,81900,5683,584766.0,7140000.0
2012-07-13,81100,82700,80500,82500,6143,589050.0,7140000.0
2012-07-16,84100,84100,80900,81000,5996,578340.0,7140000.0
2012-07-17,80800,81900,70200,79300,8435,566202.0,7140000.0
2012-07-18,79500,79700,76500,77700,6586,554778.0,7140000.0
2012-07-19,78000,79600,76600,79000,5916,564060.0,7140000.0
2012-07-20,79000,79500,78600,79000,6661,564060.0,7140000.0
2012-07-23,78000,78000,75300,75300,7779,537642.0,7140000.0
2012-07-24,75100,75300,70300,72800,38079,519792.0,7140000.0
2012-07-25,71200,71300,70200,70400,6311,502656.0,7140000.0
2012-07-26,69900,71200,68800,70400,17155,502656.0,7140000.0
2012-07-27,70400,71000,67500,68200,45321,486948.0,7140000.0
2012-07-30,68800,68900,67100,68000,39097,485520.0,7140000.0
2012-07-31,68000,69000,67600,68900,16949,491946.0,7140000.0
2012-08-01,69100,70900,68600,69400,21068,495516.0,7140000.0
2012-08-02,70700,70700,67100,68000,25668,485520.0,7140000.0
2012-08-03,66800,67500,66200,66200,25437,472668.0,7140000.0
2012-08-06,67300,70400,66500,69400,25930,495516.0,7140000.0
2012-08-07,68700,71600,68500,70600,24548,504084.0,7140000.0
2012-08-08,71100,71800,69400,70000,18930,499800.0,7140000.0
2012-08-09,70000,71500,69900,71000,16390,506940.0,7140000.0
2012-08-10,71500,71500,70000,70700,13037,504798.0,7140000.0
2012-08-13,70800,73700,70700,73500,19702,524790.0,7140000.0
2012-08-14,74200,77100,72700,76700,27549,547638.0,7140000.0
2012-08-16,76800,77100,75100,76700,9625,547638.0,7140000.0
2012-08-17,76000,76500,74300,74800,19842,534072.0,7140000.0
2012-08-20,74800,75600,72400,72600,31304,518364.0,7140000.0
2012-08-21,72100,73400,72100,72700,25021,519078.0,7140000.0
2012-08-22,73100,73100,71400,72400,15133,516936.0,7140000.0
2012-08-23,72800,76500,72100,76500,23861,546210.0,7140000.0
2012-08-24,76400,81400,75200,80600,49462,575484.0,7140000.0
2012-08-27,82000,82900,78800,80000,19514,571200.0,7140000.0
2012-08-28,79600,84300,78100,84000,29288,599760.0,7140000.0
2012-08-29,84500,84600,82800,84200,19751,601188.0,7140000.0
2012-08-30,85000,87500,83500,85000,28755,606900.0,7140000.0
2012-08-31,86900,89200,85200,86300,42685,616182.0,7140000.0
2012-09-03,87800,88400,84200,87900,18314,627606.0,7140000.0
2012-09-04,88400,88800,84100,85000,18149,606900.0,7140000.0
2012-09-05,84300,85100,81500,82100,23237,586194.0,7140000.0
2012-09-06,82900,86200,81500,85400,19175,609756.0,7140000.0
2012-09-07,85500,85900,83500,83700,11921,597618.0,7140000.0
2012-09-10,82400,83700,81600,83600,16669,596904.0,7140000.0
2012-09-11,83700,85400,82900,84300,12693,601902.0,7140000.0
2012-09-12,85000,86000,83600,85800,16816,612612.0,7140000.0
2012-09-13,86500,86500,84100,86200,9127,615468.0,7140000.0
2012-09-14,87400,87600,85100,87600,10570,625464.0,7140000.0
2012-09-17,87600,89000,86000,88700,13460,633318.0,7140000.0
2012-09-18,88400,90100,87300,90000,15915,642600.0,7140000.0
2012-09-19,89200,89900,87100,88300,13994,630462.0,7140000.0
2012-09-20,88000,89000,87000,87000,10359,621180.0,7140000.0
2012-09-21,87100,88500,87000,87600,6381,625464.0,7140000.0
2012-09-24,87800,87800,82300,84000,27613,599760.0,7140000.0
2012-09-25,85100,86600,83300,86100,16467,614754.0,7140000.0
2012-09-26,88500,88900,86300,88900,25837,634746.0,7140000.0
2012-09-27,88900,93400,87100,93400,57720,666876.0,7140000.0
2012-09-28,93800,96800,93400,94000,30956,671160.0,7140000.0
2012-10-02,94000,94000,90500,93000,17944,664020.0,7140000.0
2012-10-04,91800,93000,89500,92000,21984,656880.0,7140000.0
2012-10-05,91200,92400,90500,91600,9181,654024.0,7140000.0
2012-10-08,89700,95000,89700,95000,21695,678300.0,7140000.0
2012-10-09,95500,96800,93100,96700,27356,690438.0,7140000.0
2012-10-10,97200,97500,94100,94100,17548,671874.0,7140000.0
2012-10-11,93800,95200,90600,94000,13434,671160.0,7140000.0
2012-10-12,93900,94000,92100,94000,11602,671160.0,7140000.0
2012-10-15,92600,96000,91500,95800,15553,684012.0,7140000.0
2012-10-16,96500,96500,92300,93800,12272,669732.0,7140000.0
2012-10-17,94000,94100,91100,92300,23655,659022.0,7140000.0
2012-10-18,92300,94900,91200,94500,18648,674730.0,7140000.0
2012-10-19,93600,94200,92100,92600,9191,661164.0,7140000.0
2012-10-22,91000,93700,91000,93400,9386,666876.0,7140000.0
2012-10-23,92300,93800,91300,93000,9371,664020.0,7140000.0
2012-10-24,92100,92500,90400,90400,9554,645456.0,7140000.0
2012-10-25,90400,91900,86200,86900,19375,620466.0,7140000.0
2012-10-26,87100,89100,85900,88400,4080,631176.0,7140000.0
2012-10-29,87000,88000,85000,85000,3985,606900.0,7140000.0
2012-10-30,85000,88500,85000,87400,9090,624036.0,7140000.0
2012-10-31,86500,87800,85600,85600,12591,611184.0,7140000.0
2012-11-01,86300,86300,82600,82600,10938,589764.0,7140000.0
2012-11-02,82900,83700,81200,81300,4256,580482.0,7140000.0
2012-11-05,81300,84100,80300,83500,7674,596190.0,7140000.0
2012-11-06,84100,84100,81800,82300,2746,587622.0,7140000.0
2012-11-07,82500,84000,79300,83200,14107,594048.0,7140000.0
2012-11-08,82200,82300,78600,79000,20004,564060.0,7140000.0
2012-11-09,78100,80800,78100,78500,15685,560490.0,7140000.0
2012-11-12,78500,79000,75000,75000,18776,535500.0,7140000.0
2012-11-13,75500,81500,75400,80100,20202,571914.0,7140000.0
2012-11-14,80100,83000,78600,82400,11920,588336.0,7140000.0
2012-11-15,80800,82000,79000,80000,2553,571200.0,7140000.0
2012-11-16,80000,82700,79000,80000,6890,571200.0,7140000.0
2012-11-19,79000,82400,79000,81500,5495,581910.0,7140000.0
2012-11-20,83700,88000,82500,87300,28616,623322.0,7140000.0
2012-11-21,88500,91000,87200,89000,28959,635460.0,7140000.0
2012-11-22,88500,90700,87700,90100,20500,643314.0,7140000.0
2012-11-23,90100,90300,86100,87300,12644,623322.0,7140000.0
2012-11-26,86500,90500,86500,89000,11266,635460.0,7140000.0
2012-11-27,88300,90500,88000,89300,10293,637602.0,7140000.0
2012-11-28,88400,90600,88400,89900,11167,641886.0,7140000.0
2012-11-29,90000,90700,88200,90300,8424,644742.0,7140000.0
2012-11-30,89100,90900,89100,90500,11973,646170.0,7140000.0
2012-12-03,90600,90700,84100,90400,6900,645456.0,7140000.0
2012-12-04,89100,90700,89100,90500,9115,646170.0,7140000.0
2012-12-05,90000,92900,89400,92900,10061,663306.0,7140000.0
2012-12-06,92800,94500,91400,94500,33787,674730.0,7140000.0
2012-12-07,95000,95000,92500,93600,6595,668304.0,7140000.0
2012-12-10,94000,94300,92900,93000,6488,664020.0,7140000.0
2012-12-11,92900,93800,90300,90300,9906,644742.0,7140000.0
2012-12-12,88700,91600,88700,91200,5049,651168.0,7140000.0
2012-12-13,90400,93200,90300,93200,4065,665448.0,7140000.0
2012-12-14,92000,93200,90500,92500,4337,660450.0,7140000.0
2012-12-17,92800,92800,90200,90200,3724,644028.0,7140000.0
2012-12-18,90200,92800,90000,92000,2630,656880.0,7140000.0
2012-12-20,90900,91900,90800,90800,2416,648312.0,7140000.0
2012-12-21,92400,92400,87700,89000,3000,635460.0,7140000.0
2012-12-24,88400,89900,86600,87500,9245,624750.0,7140000.0
2012-12-26,87500,89600,87500,88500,5048,631890.0,7140000.0
2012-12-27,88300,88800,80000,87100,5383,621894.0,7140000.0
2012-12-28,86400,89900,86400,89200,5057,636888.0,7140000.0
2013-01-02,89800,89900,86900,87100,5300,621894.0,7140000.0
2013-01-03,87300,87900,85100,85200,9432,608328.0,7140000.0
2013-01-04,85800,86100,83400,84700,12906,604758.0,7140000.0
2013-01-07,84700,85400,83300,83500,5576,596190.0,7140000.0
2013-01-08,83500,84800,81800,83900,9704,599046.0,7140000.0
2013-01-09,83900,88100,83900,87900,14385,627606.0,7140000.0
2013-01-10,88700,90500,87400,89900,12827,641886.0,7140000.0
2013-01-11,89600,91100,89400,90800,8834,648312.0,7140000.0
2013-01-14,90100,90900,87500,90000,5737,642600.0,7140000.0
2013-01-15,89000,91100,85400,90700,7518,647598.0,7140000.0
2013-01-16,90500,91200,90000,90700,6352,647598.0,7140000.0
2013-01-17,90000,90800,88700,90000,2707,642600.0,7140000.0
2013-01-18,90800,91000,88800,90300,5180,644742.0,7140000.0
2013-01-21,89500,90000,89200,89200,3215,636888.0,7140000.0
2013-01-22,88300,89600,87900,89600,2622,639744.0,7140000.0
2013-01-23,90100,91200,88000,88900,9025,634746.0,7140000.0
2013-01-24,89300,90100,88000,89800,3178,641172.0,7140000.0
2013-01-25,89400,90400,87000,90000,5520,642600.0,7140000.0
2013-01-28,88000,90300,88000,90000,3887,642600.0,7140000.0
2013-01-29,90600,90600,89200,89600,3011,639744.0,7140000.0
2013-01-30,89600,90400,88000,90300,6116,644742.0,7140000.0
2013-01-31,90500,90900,89400,90900,5685,649026.0,7140000.0
2013-02-01,91100,91300,90100,90800,4966,648312.0,7140000.0
2013-02-04,89800,90300,88300,89400,8516,638316.0,7140000.0
2013-02-05,89800,90000,86900,86900,7699,620466.0,7140000.0
2013-02-06,86300,89900,86300,89900,4208,641886.0,7140000.0
2013-02-07,90000,90500,88900,90000,3335,642600.0,7140000.0
2013-02-08,89500,89900,88200,88200,923,629748.0,7140000.0
2013-02-12,89700,89900,87500,89700,2903,640458.0,7140000.0
2013-02-13,89700,89700,87700,88400,6577,631176.0,7140000.0
2013-02-14,89200,89200,86000,87000,4389,621180.0,7140000.0
2013-02-15,86600,87600,85500,85600,4558,611184.0,7140000.0
2013-02-18,85600,86100,84200,84400,3726,602616.0,7140000.0
2013-02-19,85000,86900,84500,85400,4285,609756.0,7140000.0
2013-02-20,85400,87000,84500,84600,7728,604044.0,7140000.0
2013-02-21,85000,85000,81800,82000,15897,585480.0,7140000.0
2013-02-22,82000,83400,81700,82000,10130,585480.0,7140000.0
2013-02-25,81600,82200,79400,81700,13180,583338.0,7140000.0
2013-02-26,80400,81600,80200,81000,6980,578340.0,7140000.0
2013-02-27,80500,81000,79400,79400,12473,566916.0,7140000.0
2013-02-28,80200,81700,79300,81000,18622,578340.0,7140000.0
2013-03-04,81300,81800,79800,80600,6342,575484.0,7140000.0
2013-03-05,80200,80300,78400,78700,13954,561918.0,7140000.0
2013-03-06,79200,79600,78900,79600,5819,568344.0,7140000.0
2013-03-07,79000,80500,78900,80100,5542,571914.0,7140000.0
2013-03-08,79500,79800,79000,79500,6318,567630.0,7140000.0
2013-03-11,79600,80100,78200,79200,7040,565488.0,7140000.0
2013-03-12,79000,80200,79000,79800,3499,569772.0,7140000.0
2013-03-13,79400,81500,79400,80800,10806,576912.0,7140000.0
2013-03-14,80900,81500,80100,81000,6586,578340.0,7140000.0
2013-03-15,81100,81100,79600,79700,11394,569058.0,7140000.0
2013-03-18,79700,80200,78300,78700,10220,561918.0,7140000.0
2013-03-19,78800,79400,77800,77800,16931,555492.0,7140000.0
2013-03-20,78300,78500,77000,78000,5038,556920.0,7140000.0
2013-03-21,78100,79100,77800,78500,17207,560490.0,7140000.0
2013-03-22,78900,80500,78000,80000,8717,571200.0,7140000.0
