BNK금융지주(138930),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-06-16,13467,13467,13141,13235,693417,2745995.0,193379899.0
2011-06-17,13281,13420,13187,13189,1264092,2736326.0,193379899.0
2011-06-20,13187,13281,12955,13096,489267,2716988.0,193379899.0
2011-06-21,13141,13793,13094,13794,774004,2862023.0,193379899.0
2011-06-22,13840,13886,13187,13281,1074508,2755664.0,193379899.0
2011-06-23,13281,13793,13187,13421,931159,2784671.0,193379899.0
2011-06-24,13606,14259,13513,14167,1474468,2939374.0,193379899.0
2011-06-27,14073,14213,13747,13934,386289,2891029.0,193379899.0
2011-06-28,14166,14446,14120,14307,726317,2968381.0,193379899.0
2011-06-29,14446,14632,14026,14074,547794,2920036.0,193379899.0
2011-06-30,14120,14352,13979,14074,821667,2920036.0,193379899.0
2011-07-01,14166,14213,14026,14167,411216,2939374.0,193379899.0
2011-07-04,14259,14399,14073,14213,326679,2949043.0,193379899.0
2011-07-05,14166,14306,14120,14307,460426,2968381.0,193379899.0
2011-07-06,14352,14399,14213,14307,359626,2968381.0,193379899.0
2011-07-07,14213,14446,14213,14307,359279,2968381.0,193379899.0
2011-07-08,14306,14352,13793,13934,1453751,2891029.0,193379899.0
2011-07-11,13886,14166,13654,14167,595157,2939374.0,193379899.0
2011-07-12,14073,14073,13793,13888,600640,2881360.0,193379899.0
2011-07-13,14026,14259,13886,14213,641340,2949043.0,193379899.0
2011-07-14,14306,14352,14026,14354,688700,2978050.0,193379899.0
2011-07-15,14399,14586,14259,14586,611958,3026395.0,193379899.0
2011-07-18,14679,14679,14166,14261,404520,2958712.0,193379899.0
2011-07-19,14213,14632,14120,14354,587040,2978050.0,193379899.0
2011-07-20,14446,14912,14399,14913,1396735,3094078.0,193379899.0
2011-07-21,14912,15285,14866,15286,1004499,3171430.0,193379899.0
2011-07-22,15378,15797,15332,15565,1131221,3229444.0,193379899.0
2011-07-25,15517,15657,15098,15471,328950,3210106.0,193379899.0
2011-07-26,15425,15844,15425,15658,809988,3248782.0,193379899.0
2011-07-27,15610,16170,15052,15332,1017320,3181099.0,193379899.0
2011-07-28,15052,15285,15052,15146,328714,3142423.0,193379899.0
2011-07-29,15191,15657,14959,15146,562937,3142423.0,193379899.0
2011-08-01,15378,15657,14912,15100,601656,3132754.0,193379899.0
2011-08-02,15005,15098,14586,14727,712462,3055402.0,193379899.0
2011-08-03,14352,14539,13933,14074,681800,2920036.0,193379899.0
2011-08-04,14166,14399,13979,14307,478313,2968381.0,193379899.0
2011-08-05,13560,14166,13513,13608,903367,2823347.0,193379899.0
2011-08-08,13606,13747,12768,13049,841170,2707319.0,193379899.0
2011-08-09,13001,13001,11789,12070,1627664,2504270.0,193379899.0
2011-08-10,12628,13513,12162,12163,1791212,2523608.0,193379899.0
2011-08-11,11603,12348,11509,12163,1077924,2523608.0,193379899.0
2011-08-12,12628,12862,12396,12723,1085350,2639636.0,193379899.0
2011-08-16,13094,13420,13048,13281,651502,2755664.0,193379899.0
2011-08-17,13141,13327,12955,12955,835672,2687981.0,193379899.0
2011-08-18,12908,12955,12255,12303,980823,2552615.0,193379899.0
2011-08-19,11836,11976,11650,11930,969646,2475263.0,193379899.0
2011-08-22,11743,12628,11696,12396,660420,2571953.0,193379899.0
2011-08-23,12535,12675,11696,11837,1295441,2455925.0,193379899.0
2011-08-24,11976,11976,10997,10999,1757152,2281883.0,193379899.0
2011-08-25,11277,11416,10858,10858,1053140,2252876.0,193379899.0
2011-08-26,10717,11277,10717,11138,1117886,2310890.0,193379899.0
2011-08-29,11463,11557,11137,11464,1093364,2378573.0,193379899.0
2011-08-30,11976,12535,11976,12210,9071406,2533277.0,193379899.0
2011-08-31,12069,12396,11929,12350,983240,2562284.0,193379899.0
2011-09-01,12489,13048,12255,12630,1892972,2620298.0,193379899.0
2011-09-02,12489,13048,12162,12303,929023,2552615.0,193379899.0
2011-09-05,12162,12302,11743,11930,945858,2475263.0,193379899.0
2011-09-06,11696,12348,11463,12116,835698,2513939.0,193379899.0
2011-09-07,12396,12489,11976,12257,767037,2542946.0,193379899.0
2011-09-08,12302,12721,12302,12630,893760,2620298.0,193379899.0
2011-09-09,12442,12815,12162,12210,630707,2533277.0,193379899.0
2011-09-14,12069,12162,11137,11371,947383,2359235.0,193379899.0
2011-09-15,11696,11929,11043,11091,850911,2301221.0,193379899.0
2011-09-16,11509,12116,11323,12116,689652,2513939.0,193379899.0
2011-09-19,11976,12535,11696,12443,784260,2581622.0,193379899.0
2011-09-20,12255,12815,12023,12723,812667,2639636.0,193379899.0
2011-09-21,12582,13374,12442,13142,793591,2726657.0,193379899.0
2011-09-22,12721,12768,11882,12163,1078462,2523608.0,193379899.0
2011-09-23,11416,11650,11323,11418,922052,2368904.0,193379899.0
2011-09-26,11416,11743,11090,11697,1257523,2426918.0,193379899.0
2011-09-27,12069,12721,11882,12210,1026584,2533277.0,193379899.0
2011-09-28,12348,12442,11743,11884,1467092,2465594.0,193379899.0
2011-09-29,11789,12396,11556,12396,1148614,2571953.0,193379899.0
2011-09-30,12255,12396,11976,12257,1169955,2542946.0,193379899.0
2011-10-04,11370,11789,11230,11791,794239,2446256.0,193379899.0
2011-10-05,11882,12116,11650,11930,659905,2475263.0,193379899.0
2011-10-06,12209,12815,12116,12303,776170,2552615.0,193379899.0
2011-10-07,12721,12908,12442,12443,444141,2581622.0,193379899.0
2011-10-10,12302,12675,11929,12070,442513,2504270.0,193379899.0
2011-10-11,12628,12628,11836,11837,1088729,2455925.0,193379899.0
2011-10-12,11836,11882,11603,11650,1162876,2417249.0,193379899.0
2011-10-13,11882,12255,11743,12023,1039054,2494601.0,193379899.0
2011-10-14,11882,12255,11743,12116,784607,2513939.0,193379899.0
2011-10-17,12255,12302,11836,11930,693781,2475263.0,193379899.0
2011-10-18,11696,11836,11650,11743,766369,2436587.0,193379899.0
2011-10-19,11882,11929,11416,11650,862134,2417249.0,193379899.0
2011-10-20,11650,11743,11277,11371,1112706,2359235.0,193379899.0
2011-10-21,11509,11509,11184,11464,640168,2378573.0,193379899.0
2011-10-24,11557,11976,11509,11977,678808,2484932.0,193379899.0
2011-10-25,12023,12023,11743,11837,704750,2455925.0,193379899.0
2011-10-26,11603,11650,11509,11511,606009,2388242.0,193379899.0
2011-10-27,11603,11696,11416,11697,899514,2426918.0,193379899.0
2011-10-28,12302,12535,11696,11743,1753294,2436587.0,193379899.0
2011-10-31,11743,11976,11416,11604,828364,2407580.0,193379899.0
2011-11-01,11416,11696,11370,11418,852443,2368904.0,193379899.0
2011-11-02,11230,11277,11090,11184,942414,2320559.0,193379899.0
2011-11-03,11370,11370,10811,10905,1153178,2262545.0,193379899.0
2011-11-04,11137,11463,11090,11371,866326,2359235.0,193379899.0
2011-11-07,11416,11463,11090,11324,618317,2349566.0,193379899.0
2011-11-08,11370,11416,11137,11138,449416,2310890.0,193379899.0
2011-11-09,11277,11416,11137,11371,578588,2359235.0,193379899.0
2011-11-10,11043,11230,10858,10858,1057006,2252876.0,193379899.0
2011-11-11,11043,11090,10858,11045,580166,2291552.0,193379899.0
2011-11-14,11184,11277,11090,11091,371703,2301221.0,193379899.0
2011-11-15,10997,11043,10671,10719,877660,2223869.0,193379899.0
2011-11-16,10717,10811,10392,10485,786313,2175524.0,193379899.0
2011-11-17,10438,10485,10158,10253,824786,2127179.0,193379899.0
2011-11-18,10065,10112,9739,9787,1027532,2030489.0,193379899.0
2011-11-21,9832,9972,9506,9600,1005000,1991813.0,193379899.0
2011-11-22,9459,10065,9459,9926,987783,2059496.0,193379899.0
2011-11-23,10019,10019,9692,9693,854781,2011151.0,193379899.0
2011-11-24,9692,10205,9692,10019,922333,2078834.0,193379899.0
2011-11-25,10019,10438,9972,10253,1351252,2127179.0,193379899.0
2011-11-28,10438,10671,10392,10485,908468,2175524.0,193379899.0
2011-11-29,10624,10765,10345,10626,1158913,2204531.0,193379899.0
2011-11-30,10531,10717,10531,10626,570369,2204531.0,193379899.0
2011-12-01,11043,11137,10624,10626,1378530,2204531.0,193379899.0
2011-12-02,10671,10997,10624,10812,896707,2243207.0,193379899.0
2011-12-05,10904,10951,10485,10672,522669,2214200.0,193379899.0
2011-12-06,10578,10624,10392,10532,519986,2185193.0,193379899.0
2011-12-07,10531,10671,10485,10672,484382,2214200.0,193379899.0
2011-12-08,10671,10858,10438,10719,779611,2223869.0,193379899.0
2011-12-09,10531,10811,10392,10672,864028,2214200.0,193379899.0
2011-12-12,10858,10904,10485,10765,754064,2233538.0,193379899.0
2011-12-13,10578,10624,9926,10019,1284104,2078834.0,193379899.0
2011-12-14,10019,10392,9926,10253,847424,2127179.0,193379899.0
2011-12-15,10205,10392,10065,10066,1248336,2088503.0,193379899.0
2011-12-16,10158,10345,9926,9973,896440,2069165.0,193379899.0
2011-12-19,10065,10065,9599,9740,898870,2020820.0,193379899.0
2011-12-20,9739,9972,9692,9833,723353,2040158.0,193379899.0
2011-12-21,10112,10345,10019,10346,1053699,2146517.0,193379899.0
2011-12-22,10205,10392,10205,10346,525470,2146517.0,193379899.0
2011-12-23,10345,10485,10298,10392,980073,2156186.0,193379899.0
2011-12-26,10438,10438,10251,10299,719507,2136848.0,193379899.0
2011-12-27,10298,10531,10298,10485,725851,2175524.0,193379899.0
2011-12-28,10205,10298,10065,10253,270878,2127179.0,193379899.0
2011-12-29,10112,10345,10019,10299,292008,2136848.0,193379899.0
2012-01-02,10205,10345,9926,9926,365486,2059496.0,193379899.0
2012-01-03,10019,10485,10019,10485,593050,2175524.0,193379899.0
2012-01-04,10438,10485,10158,10160,556104,2107841.0,193379899.0
2012-01-05,10158,10392,10019,10346,697810,2146517.0,193379899.0
2012-01-06,10438,10438,9972,10066,517618,2088503.0,193379899.0
2012-01-09,10019,10158,9832,10112,655222,2098172.0,193379899.0
2012-01-10,10158,10392,10065,10346,589948,2146517.0,193379899.0
2012-01-11,10392,10438,10205,10299,507219,2136848.0,193379899.0
2012-01-12,10251,10438,10205,10439,490088,2165855.0,193379899.0
2012-01-13,10392,10624,10392,10579,634541,2194862.0,193379899.0
2012-01-16,10485,10671,10438,10626,623504,2204531.0,193379899.0
2012-01-17,10624,11463,10624,11464,1474220,2378573.0,193379899.0
2012-01-18,11277,11743,11184,11604,796644,2407580.0,193379899.0
2012-01-19,11743,11882,11603,11743,718830,2436587.0,193379899.0
2012-01-20,11696,12023,11650,11977,560489,2484932.0,193379899.0
2012-01-25,12023,12162,11463,11464,640212,2378573.0,193379899.0
2012-01-26,11557,12023,11509,11977,500850,2484932.0,193379899.0
2012-01-27,11976,12069,11836,12070,433260,2504270.0,193379899.0
2012-01-30,11882,11976,11789,11977,620352,2484932.0,193379899.0
2012-01-31,11976,12069,11789,11884,486618,2465594.0,193379899.0
2012-02-01,11836,11836,11509,11557,872173,2397911.0,193379899.0
2012-02-02,11743,12023,11743,11837,1098840,2455925.0,193379899.0
2012-02-03,11976,12069,11696,12070,928568,2504270.0,193379899.0
2012-02-06,12302,12348,12116,12257,771425,2542946.0,193379899.0
2012-02-07,12255,12348,11789,12070,789863,2504270.0,193379899.0
2012-02-08,12023,12162,11882,12116,520640,2513939.0,193379899.0
2012-02-09,12209,12209,11882,12070,510894,2504270.0,193379899.0
2012-02-10,12116,12162,11976,12070,483405,2504270.0,193379899.0
2012-02-13,12116,12396,12069,12257,1258701,2542946.0,193379899.0
2012-02-14,12069,12116,11836,11977,1009074,2484932.0,193379899.0
2012-02-15,12023,12582,11976,12489,1481126,2591291.0,193379899.0
2012-02-16,12348,12489,12255,12350,1407071,2562284.0,193379899.0
2012-02-17,12815,13001,12489,12816,1508618,2658974.0,193379899.0
2012-02-20,12721,13048,12628,12955,846522,2687981.0,193379899.0
2012-02-21,12862,13094,12721,12909,953137,2678312.0,193379899.0
2012-02-22,12815,12815,12302,12443,530746,2581622.0,193379899.0
2012-02-23,12442,12721,12255,12489,559498,2591291.0,193379899.0
2012-02-24,12628,13001,12489,13002,744350,2697650.0,193379899.0
2012-02-27,13001,13467,12815,13421,1054112,2784671.0,193379899.0
2012-02-28,13327,13467,12955,12955,908200,2687981.0,193379899.0
2012-02-29,13048,13234,13001,13002,710655,2697650.0,193379899.0
2012-03-02,13141,13141,12862,12955,572572,2687981.0,193379899.0
2012-03-05,12908,13048,12862,13002,655980,2697650.0,193379899.0
2012-03-06,13001,13048,12721,12955,377505,2687981.0,193379899.0
2012-03-07,12768,12908,12582,12582,599288,2610629.0,193379899.0
2012-03-08,12628,12768,12582,12630,501580,2620298.0,193379899.0
2012-03-09,12768,13094,12721,12955,433602,2687981.0,193379899.0
2012-03-12,13001,13187,12862,13096,683693,2716988.0,193379899.0
2012-03-13,13094,13513,13094,13421,540801,2784671.0,193379899.0
2012-03-14,13747,13747,13374,13701,664677,2842685.0,193379899.0
2012-03-15,13560,13840,13374,13701,753531,2842685.0,193379899.0
2012-03-16,13700,13747,13327,13328,620553,2765333.0,193379899.0
2012-03-19,13420,13654,13327,13421,528012,2784671.0,193379899.0
2012-03-20,13420,13560,13234,13374,479060,2775002.0,193379899.0
2012-03-21,13234,13327,12908,13235,885155,2745995.0,193379899.0
2012-03-22,13234,13700,13001,13701,787181,2842685.0,193379899.0
2012-03-23,13654,13654,13141,13235,425763,2745995.0,193379899.0
2012-03-26,13234,13281,12442,12676,1706269,2629967.0,193379899.0
2012-03-27,12815,13141,12721,13142,652706,2726657.0,193379899.0
2012-03-28,13141,13187,12628,12955,792543,2687981.0,193379899.0
2012-03-29,12908,12955,12442,12582,484826,2610629.0,193379899.0
2012-03-30,12535,12535,12162,12396,1225600,2571953.0,193379899.0
2012-04-02,12442,12582,12209,12489,2107529,2591291.0,193379899.0
2012-04-03,12489,12582,12302,12443,1362857,2581622.0,193379899.0
2012-04-04,12396,12628,12348,12536,520448,2600960.0,193379899.0
2012-04-05,12442,12628,12116,12489,550956,2591291.0,193379899.0
2012-04-06,12348,12396,12116,12210,570671,2533277.0,193379899.0
2012-04-09,12116,12116,11696,11791,652259,2446256.0,193379899.0
2012-04-10,11789,12023,11789,11791,545645,2446256.0,193379899.0
2012-04-12,11789,11976,11650,11884,480167,2465594.0,193379899.0
2012-04-13,12116,12116,11929,12023,356637,2494601.0,193379899.0
2012-04-16,11836,11882,11650,11791,330278,2446256.0,193379899.0
2012-04-17,11836,11929,11743,11884,309949,2465594.0,193379899.0
2012-04-18,12069,12396,11882,11930,581269,2475263.0,193379899.0
2012-04-19,11836,12069,11743,11743,656600,2436587.0,193379899.0
2012-04-20,11696,11882,11650,11697,510500,2426918.0,193379899.0
2012-04-23,11696,11836,11650,11791,288964,2446256.0,193379899.0
2012-04-24,11696,11836,11556,11743,572610,2436587.0,193379899.0
2012-04-25,11882,11882,11463,11464,477179,2378573.0,193379899.0
2012-04-26,11509,11603,11184,11231,679913,2330228.0,193379899.0
2012-04-27,11277,11323,10811,10905,941614,2262545.0,193379899.0
2012-04-30,10997,11043,10624,10858,846719,2252876.0,193379899.0
2012-05-02,10811,10951,10671,10952,2055835,2272214.0,193379899.0
2012-05-03,10904,11323,10858,11091,1035294,2301221.0,193379899.0
2012-05-04,11090,11370,11043,11091,802105,2301221.0,193379899.0
2012-05-07,10858,11184,10765,11045,430408,2291552.0,193379899.0
2012-05-08,11137,11557,11043,11557,734048,2397911.0,193379899.0
2012-05-09,11509,11557,11323,11418,359485,2368904.0,193379899.0
2012-05-10,11370,11509,11230,11231,665687,2330228.0,193379899.0
2012-05-11,11323,11509,11137,11184,634172,2320559.0,193379899.0
2012-05-14,11137,11230,11043,11091,559050,2301221.0,193379899.0
2012-05-15,10997,11323,10997,11277,534908,2339897.0,193379899.0
2012-05-16,11184,11277,11043,11184,651241,2320559.0,193379899.0
2012-05-17,11184,11743,11090,11184,1309797,2320559.0,193379899.0
2012-05-18,11090,11184,10531,10765,739344,2233538.0,193379899.0
2012-05-21,10765,10811,10438,10626,633775,2204531.0,193379899.0
2012-05-22,10811,11043,10624,10999,566079,2281883.0,193379899.0
2012-05-23,10997,11370,10811,11184,593263,2320559.0,193379899.0
2012-05-24,11277,11323,11090,11231,406589,2330228.0,193379899.0
2012-05-25,11230,11463,11184,11324,453745,2349566.0,193379899.0
2012-05-29,11277,11463,11230,11324,401376,2349566.0,193379899.0
2012-05-30,11370,11416,11090,11138,532340,2310890.0,193379899.0
2012-05-31,10951,10997,10811,10812,1118575,2243207.0,193379899.0
2012-06-01,10811,10997,10765,10952,574369,2272214.0,193379899.0
2012-06-04,10578,10997,10531,10765,803117,2233538.0,193379899.0
2012-06-05,10717,10997,10717,10999,419670,2281883.0,193379899.0
2012-06-07,11230,11416,11184,11418,808922,2368904.0,193379899.0
2012-06-08,11230,11323,11090,11138,552687,2310890.0,193379899.0
2012-06-11,11323,11509,11323,11464,577588,2378573.0,193379899.0
2012-06-12,11230,11509,11230,11464,305508,2378573.0,193379899.0
2012-06-13,11416,11557,11277,11324,459478,2349566.0,193379899.0
2012-06-14,11230,11557,11230,11511,631278,2388242.0,193379899.0
2012-06-15,11557,11789,11416,11791,501529,2446256.0,193379899.0
2012-06-18,12069,12162,11743,11837,501045,2455925.0,193379899.0
2012-06-19,11696,11929,11509,11650,431144,2417249.0,193379899.0
2012-06-20,11789,11836,11370,11511,640388,2388242.0,193379899.0
2012-06-21,11509,11882,11463,11743,538556,2436587.0,193379899.0
2012-06-22,11650,11650,11230,11231,544791,2330228.0,193379899.0
2012-06-25,11137,11230,10997,10999,469595,2281883.0,193379899.0
2012-06-26,10997,11323,10997,11277,713386,2339897.0,193379899.0
2012-06-27,11463,11463,11090,11231,473030,2330228.0,193379899.0
2012-06-28,11230,11416,11184,11277,255060,2339897.0,193379899.0
2012-06-29,11230,11789,11230,11791,598594,2446256.0,193379899.0
2012-07-02,11836,11882,11696,11884,357399,2465594.0,193379899.0
2012-07-03,11789,12116,11789,11930,374946,2475263.0,193379899.0
2012-07-04,12209,12209,11603,11650,362512,2417249.0,193379899.0
2012-07-05,11603,11836,11509,11697,370296,2426918.0,193379899.0
2012-07-06,11650,11743,11277,11418,443055,2368904.0,193379899.0
2012-07-09,11323,11416,11184,11371,437998,2359235.0,193379899.0
2012-07-10,11323,11416,11230,11231,302581,2330228.0,193379899.0
2012-07-11,11230,11603,11184,11464,276828,2378573.0,193379899.0
2012-07-12,11463,11650,11230,11231,514895,2330228.0,193379899.0
2012-07-13,11277,11509,11184,11324,615196,2349566.0,193379899.0
2012-07-16,11416,11650,11370,11557,346096,2397911.0,193379899.0
2012-07-17,11603,11650,11416,11511,331053,2388242.0,193379899.0
2012-07-18,11509,11696,11323,11371,604895,2359235.0,193379899.0
2012-07-19,11557,11557,10951,11138,1359690,2310890.0,193379899.0
2012-07-20,11137,11277,11043,11138,510934,2310890.0,193379899.0
2012-07-23,10997,10997,10717,10858,749668,2252876.0,193379899.0
2012-07-24,10858,10904,10671,10812,1405579,2243207.0,193379899.0
2012-07-25,10578,10671,10392,10439,988982,2165855.0,193379899.0
2012-07-26,10485,10531,10345,10439,572512,2165855.0,193379899.0
2012-07-27,10671,10717,10531,10672,566452,2214200.0,193379899.0
2012-07-30,10717,10811,10624,10719,317197,2223869.0,193379899.0
2012-07-31,10765,11137,10578,11138,598961,2310890.0,193379899.0
2012-08-01,10951,11184,10858,10952,476832,2272214.0,193379899.0
2012-08-02,10858,10951,10298,10392,2018965,2156186.0,193379899.0
2012-08-03,10298,10298,9832,10019,1712811,2078834.0,193379899.0
2012-08-06,10205,10298,10065,10253,1166016,2127179.0,193379899.0
2012-08-07,10205,10485,10112,10439,484501,2165855.0,193379899.0
2012-08-08,10531,10671,10392,10392,1257156,2156186.0,193379899.0
2012-08-09,10392,10671,10392,10579,1240913,2194862.0,193379899.0
2012-08-10,10578,10671,10392,10579,750440,2194862.0,193379899.0
2012-08-13,10531,10671,10485,10579,432786,2194862.0,193379899.0
2012-08-14,10671,11043,10578,10999,964923,2281883.0,193379899.0
2012-08-16,10997,10997,10717,10812,957198,2243207.0,193379899.0
2012-08-17,10811,10997,10765,10858,582321,2252876.0,193379899.0
2012-08-20,10951,11137,10904,11091,476331,2301221.0,193379899.0
2012-08-21,11184,11184,10997,11091,542321,2301221.0,193379899.0
2012-08-22,11137,11137,10765,10999,377871,2281883.0,193379899.0
2012-08-23,10997,11137,10904,11091,566057,2301221.0,193379899.0
2012-08-24,10951,11090,10811,10812,387854,2243207.0,193379899.0
2012-08-27,10951,11090,10858,11091,611005,2301221.0,193379899.0
2012-08-28,11090,11277,10951,10952,510712,2272214.0,193379899.0
2012-08-29,10997,11184,10951,11138,350403,2310890.0,193379899.0
2012-08-30,11043,11230,10951,11138,1052732,2310890.0,193379899.0
2012-08-31,11043,11184,10997,10999,401376,2281883.0,193379899.0
2012-09-03,11043,11090,10811,10999,1004973,2281883.0,193379899.0
2012-09-04,10904,10997,10858,10858,466198,2252876.0,193379899.0
2012-09-05,10858,10904,10485,10532,957813,2185193.0,193379899.0
2012-09-06,10624,10765,10531,10626,440096,2204531.0,193379899.0
2012-09-07,10997,11184,10951,11138,860339,2310890.0,193379899.0
2012-09-10,11137,11230,10811,10905,805333,2262545.0,193379899.0
2012-09-11,10858,10951,10671,10858,558926,2252876.0,193379899.0
2012-09-12,10904,11043,10858,10952,766151,2272214.0,193379899.0
2012-09-13,10904,10951,10671,10858,915062,2252876.0,193379899.0
2012-09-14,11090,11463,11090,11371,1087075,2359235.0,193379899.0
2012-09-17,11323,11929,11323,11791,1253785,2446256.0,193379899.0
2012-09-18,11836,11976,11743,11930,752948,2475263.0,193379899.0
2012-09-19,11929,11929,11603,11791,1294008,2446256.0,193379899.0
2012-09-20,11743,11789,11509,11697,443984,2426918.0,193379899.0
2012-09-21,11696,11743,11603,11697,275275,2426918.0,193379899.0
2012-09-24,11650,11696,11463,11511,365929,2388242.0,193379899.0
2012-09-25,11557,11557,11370,11371,286507,2359235.0,193379899.0
2012-09-26,11277,11323,11090,11184,517282,2320559.0,193379899.0
2012-09-27,11043,11184,10997,11045,405903,2291552.0,193379899.0
2012-09-28,11090,11230,11043,11184,401911,2320559.0,193379899.0
2012-10-02,11277,11416,11137,11324,984997,2349566.0,193379899.0
2012-10-04,11463,11696,11323,11557,596191,2397911.0,193379899.0
2012-10-05,11603,11743,11557,11604,398480,2407580.0,193379899.0
2012-10-08,11557,11650,11463,11604,345540,2407580.0,193379899.0
2012-10-09,11603,11650,11463,11511,228917,2388242.0,193379899.0
2012-10-10,11370,11557,11323,11464,342281,2378573.0,193379899.0
2012-10-11,11463,11650,11323,11418,628285,2368904.0,193379899.0
2012-10-12,11463,11650,11323,11464,569927,2378573.0,193379899.0
2012-10-15,11463,11603,11370,11464,571356,2378573.0,193379899.0
2012-10-16,11603,11650,11463,11511,356925,2388242.0,193379899.0
2012-10-17,11556,11696,11509,11697,397072,2426918.0,193379899.0
2012-10-18,11789,11882,11603,11604,590364,2407580.0,193379899.0
2012-10-19,11696,11743,11603,11604,193902,2407580.0,193379899.0
2012-10-22,11416,11603,11370,11511,327252,2388242.0,193379899.0
2012-10-23,11509,11603,11323,11418,324488,2368904.0,193379899.0
2012-10-24,11323,11416,11230,11277,673772,2339897.0,193379899.0
2012-10-25,11230,11370,11184,11277,392720,2339897.0,193379899.0
2012-10-26,11323,11463,11277,11418,420534,2368904.0,193379899.0
2012-10-29,11416,11557,11370,11371,390606,2359235.0,193379899.0
2012-10-30,11463,11509,11230,11418,418080,2368904.0,193379899.0
2012-10-31,11463,11509,11416,11511,300864,2388242.0,193379899.0
2012-11-01,11416,11557,11043,11091,636553,2301221.0,193379899.0
2012-11-02,11184,11323,11090,11324,370229,2349566.0,193379899.0
2012-11-05,11230,11323,10997,11045,464133,2291552.0,193379899.0
2012-11-06,11043,11137,10997,11138,363472,2310890.0,193379899.0
2012-11-07,11090,11137,10951,10999,601456,2281883.0,193379899.0
2012-11-08,10858,10951,10765,10905,816530,2262545.0,193379899.0
2012-11-09,10904,10951,10765,10858,695113,2252876.0,193379899.0
2012-11-12,10811,10858,10717,10812,401884,2243207.0,193379899.0
