가온전선(000500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-06-14,9120,9120,8547,8596,23280,35685.0,3900000.0
1999-06-15,8368,8735,7983,8079,54660,33540.0,3900000.0
1999-06-16,8106,8359,7984,8267,39320,34320.0,3900000.0
1999-06-17,8368,8434,8030,8173,37330,33930.0,3900000.0
1999-06-18,8358,8358,7889,8173,75430,33930.0,3900000.0
1999-06-21,7983,8782,7983,8445,53980,35061.0,3900000.0
1999-06-22,8603,8819,8265,8643,46760,35880.0,3900000.0
1999-06-23,8640,8829,8547,8643,39170,35880.0,3900000.0
1999-06-24,8641,9018,8641,8783,86920,36465.0,3900000.0
1999-06-25,8876,9055,8830,8830,41860,36660.0,3900000.0
1999-06-28,9157,9157,8547,8596,66570,35685.0,3900000.0
1999-06-29,8538,8641,8275,8314,28040,34515.0,3900000.0
1999-06-30,8358,8453,8030,8079,38600,33540.0,3900000.0
1999-07-01,8171,8312,7983,8079,78760,33540.0,3900000.0
1999-07-02,8359,8623,8172,8454,96680,35100.0,3900000.0
1999-07-05,8547,8687,8453,8596,55960,35685.0,3900000.0
1999-07-06,8736,9252,8641,8830,107600,36660.0,3900000.0
1999-07-07,8922,9298,8838,8878,67370,36855.0,3900000.0
1999-07-08,9017,9721,8922,9723,144900,40365.0,3900000.0
1999-07-09,9862,9862,9392,9441,84670,39195.0,3900000.0
1999-07-12,9863,10520,9675,9864,113360,40950.0,3900000.0
1999-07-13,9956,10143,9392,9676,73990,40170.0,3900000.0
1999-07-14,9675,9675,8736,8821,71870,36621.0,3900000.0
1999-07-15,8735,9025,8547,9028,65200,37479.0,3900000.0
1999-07-16,9017,9241,8922,9122,49220,37869.0,3900000.0
1999-07-19,9252,9487,9111,9300,60660,38610.0,3900000.0
1999-07-20,9392,10660,9298,10662,199630,44265.0,3900000.0
1999-07-21,10802,11554,10333,10897,273710,45240.0,3900000.0
1999-07-22,11177,12492,10989,12494,296220,51870.0,3900000.0
1999-07-23,12680,13244,10660,10662,203740,44265.0,3900000.0
1999-07-26,11271,11271,9392,9676,131800,40170.0,3900000.0
1999-07-27,9863,10520,9769,10333,124530,42900.0,3900000.0
1999-07-28,9957,10802,9957,10333,104160,42900.0,3900000.0
1999-07-29,10520,11648,10333,10897,169820,45240.0,3900000.0
1999-07-30,11036,11130,9956,10240,96240,42510.0,3900000.0
1999-08-02,10801,11740,10425,11743,123900,48750.0,3900000.0
1999-08-03,12212,12775,11930,12118,212650,50310.0,3900000.0
1999-08-04,12118,12212,11459,11648,79040,48360.0,3900000.0
1999-08-05,11647,11647,10425,10522,48190,43680.0,3900000.0
1999-08-06,10238,10802,9957,10333,69120,42900.0,3900000.0
1999-08-09,10286,10661,10238,10380,51400,43095.0,3900000.0
1999-08-10,10615,10615,10004,10098,45200,41925.0,3900000.0
1999-08-11,10098,10333,9769,10051,55130,41730.0,3900000.0
1999-08-12,10051,10661,10051,10333,70470,42900.0,3900000.0
1999-08-13,10426,10520,9581,9769,44670,40560.0,3900000.0
1999-08-16,10238,10238,9581,10051,62830,41730.0,3900000.0
1999-08-17,10143,11177,9956,10146,89360,42120.0,3900000.0
1999-08-18,10285,10332,9017,9629,45650,39975.0,3900000.0
1999-08-19,9675,10144,9440,9769,45800,40560.0,3900000.0
1999-08-20,9957,9957,9487,9769,38600,40560.0,3900000.0
1999-08-23,9957,10098,9816,10051,76130,41730.0,3900000.0
1999-08-24,10143,10237,9908,10146,74150,42120.0,3900000.0
1999-08-25,10097,10614,9908,10240,90950,42510.0,3900000.0
1999-08-26,10144,11037,10051,10568,148090,43875.0,3900000.0
1999-08-27,10802,10990,10051,10380,140100,43095.0,3900000.0
1999-08-30,10615,10615,9863,9864,76620,40950.0,3900000.0
1999-08-31,9393,9863,9026,9065,159960,37635.0,3900000.0
1999-09-01,9111,9347,8923,8952,70030,37167.0,3900000.0
1999-09-02,8951,8951,8171,8361,81430,34710.0,3900000.0
1999-09-03,8172,8454,8172,8267,40230,34320.0,3900000.0
1999-09-06,8182,8736,8182,8549,45670,35490.0,3900000.0
1999-09-07,8735,9392,8735,8925,68300,37050.0,3900000.0
1999-09-08,9281,9393,8970,9018,68960,37440.0,3900000.0
1999-09-09,9111,9111,8736,8783,37410,36465.0,3900000.0
1999-09-10,8783,9018,8783,8830,34850,36660.0,3900000.0
1999-09-13,8829,9007,8500,8558,36320,35529.0,3900000.0
1999-09-14,8809,8829,8575,8596,64860,35685.0,3900000.0
1999-09-15,8594,8923,8501,8736,38620,36270.0,3900000.0
1999-09-16,9018,9018,8359,8501,57950,35295.0,3900000.0
1999-09-17,8538,8538,8172,8314,39580,34515.0,3900000.0
1999-09-20,8341,8783,8332,8549,32640,35490.0,3900000.0
1999-09-21,8548,8773,8548,8549,48560,35490.0,3900000.0
1999-09-22,8454,8641,8182,8219,46030,34125.0,3900000.0
1999-09-27,8218,8358,7607,7844,34830,32565.0,3900000.0
1999-09-28,7984,7984,7515,7703,43550,31980.0,3900000.0
1999-09-29,7983,7983,7354,7375,60820,30615.0,3900000.0
1999-09-30,7233,7495,7110,7215,26450,29952.0,3900000.0
1999-10-01,7044,7138,6387,6848,40320,28431.0,3900000.0
1999-10-04,6395,6940,6395,6576,39530,27300.0,3900000.0
1999-10-05,6490,6669,6115,6115,33900,25389.0,3900000.0
1999-10-06,6105,6481,5823,6482,54520,26910.0,3900000.0
1999-10-07,6574,6903,6302,6764,80730,28080.0,3900000.0
1999-10-08,6856,7372,6621,7224,91200,29991.0,3900000.0
1999-10-11,7214,7364,6951,6999,61090,29055.0,3900000.0
1999-10-12,6771,7138,6771,7074,58430,29367.0,3900000.0
1999-10-13,7073,7355,6904,7205,57010,29913.0,3900000.0
1999-10-14,7044,7307,7044,7102,41760,29484.0,3900000.0
1999-10-15,7185,7185,6808,6830,57500,28353.0,3900000.0
1999-10-18,6574,6827,6489,6623,42780,27495.0,3900000.0
1999-10-19,6406,6632,6406,6435,30780,26715.0,3900000.0
1999-10-20,6481,6762,6481,6669,44900,27690.0,3900000.0
1999-10-21,6997,6997,6489,6492,48340,26949.0,3900000.0
1999-10-22,6575,6762,6416,6453,20940,26793.0,3900000.0
1999-10-25,6527,6527,6254,6294,18920,26130.0,3900000.0
1999-10-26,6105,6359,6105,6284,11650,26091.0,3900000.0
1999-10-27,6057,6302,6057,6144,13310,25506.0,3900000.0
1999-10-28,6114,6358,6114,6294,14880,26130.0,3900000.0
1999-10-29,6509,6697,6406,6482,27040,26910.0,3900000.0
1999-11-01,6809,7017,6528,6999,60050,29055.0,3900000.0
1999-11-02,6865,6950,6808,6858,36300,28470.0,3900000.0
1999-11-03,6857,7515,6772,7186,82750,29835.0,3900000.0
1999-11-04,7054,7373,7054,7215,39040,29952.0,3900000.0
1999-11-05,7232,7325,6997,7027,43500,29172.0,3900000.0
1999-11-08,7137,7683,7043,7046,88510,29250.0,3900000.0
1999-11-09,7043,7298,6950,7290,89920,30264.0,3900000.0
1999-11-10,7372,8350,7335,8126,230420,33735.0,3900000.0
1999-11-11,7992,8434,7992,8079,99660,33540.0,3900000.0
1999-11-12,8454,8641,8125,8454,291920,35100.0,3900000.0
1999-11-15,8463,9721,8463,9723,301520,40365.0,3900000.0
1999-11-16,9721,10190,8829,9112,250020,37830.0,3900000.0
1999-11-17,9392,9674,7852,8643,227850,35880.0,3900000.0
1999-11-18,8923,9581,8097,8736,220990,36270.0,3900000.0
1999-11-19,9393,9487,8369,8464,157050,35139.0,3900000.0
1999-11-22,8097,8351,7890,8069,135420,33501.0,3900000.0
1999-11-23,7889,8218,7880,7929,64230,32916.0,3900000.0
1999-11-24,7805,7843,7373,7581,73820,31473.0,3900000.0
1999-11-25,7514,7889,7467,7609,83390,31590.0,3900000.0
1999-11-26,7524,7533,6951,6999,45740,29055.0,3900000.0
1999-11-29,7373,7373,6622,6651,106220,27612.0,3900000.0
1999-11-30,6688,7326,6688,7233,87400,30030.0,3900000.0
1999-12-01,7269,7467,6903,7328,52100,30420.0,3900000.0
1999-12-02,7063,7325,6856,7008,53210,29094.0,3900000.0
1999-12-03,6809,7233,6809,6951,33510,28860.0,3900000.0
1999-12-06,6688,7223,6688,7036,35740,29211.0,3900000.0
1999-12-07,7307,7797,7044,7064,140710,29328.0,3900000.0
1999-12-08,7063,7090,6574,6811,40300,28275.0,3900000.0
1999-12-09,6592,7043,6489,6764,71480,28080.0,3900000.0
1999-12-10,6574,7419,6574,6980,81400,28977.0,3900000.0
1999-12-13,6998,7420,6951,7233,81950,30030.0,3900000.0
1999-12-14,7701,7889,7354,7375,148680,30615.0,3900000.0
1999-12-15,7325,7504,6715,6858,60660,28470.0,3900000.0
1999-12-16,6761,7034,6677,6764,42370,28080.0,3900000.0
1999-12-17,6762,7515,6706,6951,175150,28860.0,3900000.0
1999-12-20,7213,7213,6856,6980,61230,28977.0,3900000.0
1999-12-21,6856,6950,6386,6426,56240,26676.0,3900000.0
1999-12-22,6303,6377,5739,5965,456840,24765.0,3900000.0
1999-12-23,6293,6293,6011,6021,31720,24999.0,3900000.0
1999-12-24,5889,5965,5683,5899,59590,24492.0,3900000.0
1999-12-27,5888,6086,5728,5909,27630,24531.0,3900000.0
1999-12-28,5918,5918,5560,5599,41340,23244.0,3900000.0
2000-01-04,5617,5795,5382,5683,33070,23595.0,3900000.0
2000-01-05,5540,5822,5493,5646,62300,23439.0,3900000.0
2000-01-06,5776,5955,5325,5449,48140,22620.0,3900000.0
2000-01-07,5625,5625,4892,5345,33920,22191.0,3900000.0
2000-01-10,5494,5541,5344,5439,38650,22581.0,3900000.0
2000-01-11,5259,5513,5259,5354,19270,22230.0,3900000.0
2000-01-12,5682,5682,5118,5214,24580,21645.0,3900000.0
2000-01-13,5081,5682,5071,5393,52110,22386.0,3900000.0
2000-01-14,5457,5729,5269,5420,45100,22503.0,3900000.0
2000-01-17,5493,5691,5258,5308,39480,22035.0,3900000.0
2000-01-18,5371,5400,5165,5261,21810,21840.0,3900000.0
2000-01-19,5175,5259,4800,4885,31590,20280.0,3900000.0
2000-01-20,4884,4978,4602,4603,38690,19110.0,3900000.0
2000-01-21,4601,4855,4517,4744,32040,19695.0,3900000.0
2000-01-24,4800,5448,4800,5449,70480,22620.0,3900000.0
2000-01-25,5541,6265,5448,6266,125230,26013.0,3900000.0
2000-01-26,7204,7204,7044,7205,372740,29913.0,3900000.0
2000-01-27,7514,7926,6602,6858,363250,28470.0,3900000.0
2000-01-28,6951,7129,6622,6933,119990,28782.0,3900000.0
2000-01-31,6677,7701,6668,7328,197520,30420.0,3900000.0
2000-02-01,7137,7523,6969,7140,106360,29640.0,3900000.0
2000-02-02,7148,7702,6885,7515,167260,31200.0,3900000.0
2000-02-03,7701,7936,7514,7609,101330,31590.0,3900000.0
2000-02-07,7618,7618,7064,7271,86360,30186.0,3900000.0
2000-02-08,7457,7457,6856,7280,87220,30225.0,3900000.0
2000-02-09,7278,8368,7090,7863,425330,32643.0,3900000.0
2000-02-10,7984,7984,7515,7515,79730,31200.0,3900000.0
2000-02-11,7420,7420,6387,6388,135610,26520.0,3900000.0
2000-02-14,6658,6658,5540,5543,114350,23010.0,3900000.0
2000-02-15,5823,5870,5166,5683,55530,23595.0,3900000.0
2000-02-16,5588,6011,5588,5899,38360,24492.0,3900000.0
2000-02-17,5635,6104,5447,6012,50770,24960.0,3900000.0
2000-02-18,5851,6010,5728,6012,37930,24960.0,3900000.0
2000-02-21,5925,6010,5635,6012,54220,24960.0,3900000.0
2000-02-22,5842,6669,5842,6585,71120,27339.0,3900000.0
2000-02-23,6593,7233,6406,6585,127130,27339.0,3900000.0
2000-02-24,6574,7232,6489,7046,137940,29250.0,3900000.0
2000-02-25,7043,7504,6574,6576,182390,27300.0,3900000.0
2000-02-28,6575,7138,6387,6904,148570,28665.0,3900000.0
2000-02-29,7043,7372,6677,6858,157330,28470.0,3900000.0
2000-03-02,6725,7044,6716,6999,155250,29055.0,3900000.0
2000-03-03,7232,8039,7232,8042,436550,33384.0,3900000.0
2000-03-06,8171,9241,7523,7525,716390,31239.0,3900000.0
2000-03-07,7937,7984,7157,7468,246120,31005.0,3900000.0
2000-03-08,6669,7468,6669,7233,169180,30030.0,3900000.0
2000-03-09,7419,7786,7193,7328,240750,30420.0,3900000.0
2000-03-10,7430,8172,7148,7515,340140,31200.0,3900000.0
2000-03-13,7749,8313,7749,7938,264030,32955.0,3900000.0
2000-03-14,7947,8078,7064,7252,136400,30108.0,3900000.0
2000-03-15,7147,7147,6761,6858,125220,28470.0,3900000.0
2000-03-16,6584,6950,6574,6679,127600,27729.0,3900000.0
2000-03-17,6772,6857,6303,6332,94200,26286.0,3900000.0
2000-03-20,6123,6856,6123,6576,144210,27300.0,3900000.0
2000-03-21,6669,6744,6199,6200,87220,25740.0,3900000.0
2000-03-22,6472,6650,6311,6435,111000,26715.0,3900000.0
2000-03-23,6386,6715,6254,6294,77380,26130.0,3900000.0
2000-03-24,6387,6978,6387,6585,171370,27339.0,3900000.0
2000-03-27,6716,7129,6716,6951,158260,28860.0,3900000.0
2000-03-28,7043,7119,6592,6623,86860,27495.0,3900000.0
2000-03-29,6575,6762,6293,6303,84710,26169.0,3900000.0
2000-03-30,6303,6650,6134,6538,103100,27144.0,3900000.0
2000-03-31,6528,7129,6246,6999,188520,29055.0,3900000.0
2000-04-03,6998,7279,6632,6867,132230,28509.0,3900000.0
2000-04-04,6669,6857,6105,6369,118320,26442.0,3900000.0
2000-04-06,6273,6339,6094,6294,78290,26130.0,3900000.0
2000-04-07,6311,6321,6124,6322,78300,26247.0,3900000.0
2000-04-10,6199,6547,6199,6303,120510,26169.0,3900000.0
2000-04-11,6386,6574,6010,6012,60080,24960.0,3900000.0
2000-04-12,6199,6199,5823,5918,51750,24570.0,3900000.0
2000-04-14,5833,5861,5551,5636,67210,23400.0,3900000.0
2000-04-17,4911,4986,4789,4791,73900,19890.0,3900000.0
2000-04-18,5119,5259,4790,5167,109110,21450.0,3900000.0
2000-04-19,5353,5635,5258,5543,95240,23010.0,3900000.0
2000-04-20,5522,5540,5165,5308,45040,22035.0,3900000.0
2000-04-21,5438,5494,5307,5354,32070,22230.0,3900000.0
2000-04-24,5447,5447,5193,5261,34300,21840.0,3900000.0
2000-04-25,5118,5231,4986,5129,35500,21294.0,3900000.0
2000-04-26,5165,5353,4742,4744,74040,19695.0,3900000.0
2000-04-27,4873,4873,4601,4697,38620,19500.0,3900000.0
2000-04-28,4742,4873,4695,4857,50750,20163.0,3900000.0
2000-05-02,4704,4977,4704,4913,48970,20397.0,3900000.0
2000-05-03,5006,5006,4715,4951,20610,20553.0,3900000.0
2000-05-04,4790,4978,4790,4838,20050,20085.0,3900000.0
2000-05-08,5155,5559,5071,5561,213380,23088.0,3900000.0
2000-05-09,5559,5719,5174,5214,169970,21645.0,3900000.0
2000-05-10,5258,5437,5005,5280,79970,21918.0,3900000.0
2000-05-12,5202,5324,5042,5224,34300,21684.0,3900000.0
2000-05-15,5082,5203,4790,4885,54220,20280.0,3900000.0
2000-05-16,4743,5025,4743,4922,34760,20436.0,3900000.0
2000-05-17,4977,4977,4460,4486,62240,18622.0,3900000.0
2000-05-18,4225,4310,3850,3946,54550,16380.0,3900000.0
2000-05-19,4085,4202,3803,4204,33480,17452.0,3900000.0
2000-05-22,3944,4179,3822,3823,21250,15873.0,3900000.0
2000-05-23,3831,3990,3708,3843,34600,15951.0,3900000.0
2000-05-24,3851,3991,3588,3870,47480,16068.0,3900000.0
2000-05-25,3943,4446,3906,4331,54670,17979.0,3900000.0
2000-05-26,4206,4225,3831,3866,45090,16048.0,3900000.0
2000-05-29,3672,4226,3672,4133,53350,17160.0,3900000.0
2000-05-30,4001,4320,4001,4321,99890,17940.0,3900000.0
2000-05-31,4423,4544,4385,4462,92370,18525.0,3900000.0
2000-06-01,4319,4451,4169,4331,55840,17979.0,3900000.0
2000-06-02,4415,4508,4207,4236,46230,17589.0,3900000.0
2000-06-05,4339,4630,4283,4603,92530,19110.0,3900000.0
2000-06-07,4610,4977,4507,4791,85660,19890.0,3900000.0
2000-06-08,4837,5072,4292,4405,54150,18291.0,3900000.0
2000-06-09,4320,4508,4273,4453,49580,18486.0,3900000.0
2000-06-12,4466,4734,4320,4565,54420,18954.0,3900000.0
2000-06-13,4427,4723,4319,4359,46410,18096.0,3900000.0
2000-06-14,4254,4601,4254,4359,30290,18096.0,3900000.0
2000-06-15,4226,4358,3978,3978,25990,16516.0,3900000.0
2000-06-16,3765,4127,3765,3946,17800,16380.0,3900000.0
2000-06-19,4010,4039,3870,3912,37380,16244.0,3900000.0
2000-06-20,3917,4086,3898,3978,37720,16516.0,3900000.0
2000-06-21,3943,4066,3906,3993,50860,16575.0,3900000.0
2000-06-22,3907,4086,3907,3955,35290,16419.0,3900000.0
2000-06-23,3996,3996,3878,3889,19650,16146.0,3900000.0
2000-06-26,3887,4178,3887,4077,72710,16926.0,3900000.0
2000-06-27,4133,4527,4133,4321,145470,17940.0,3900000.0
2000-06-28,4320,4320,4207,4218,72890,17511.0,3900000.0
2000-06-29,4395,4395,4142,4152,64800,17238.0,3900000.0
2000-06-30,4245,4555,4245,4453,176420,18486.0,3900000.0
2000-07-03,4696,5119,4696,5119,157950,21255.0,3900000.0
2000-07-04,5316,5391,4837,4885,268150,20280.0,3900000.0
2000-07-05,4752,5315,4752,5308,243910,22035.0,3900000.0
2000-07-06,5053,5428,5053,5101,132500,21177.0,3900000.0
2000-07-07,5174,5447,5099,5148,124750,21372.0,3900000.0
2000-07-10,5071,5400,5071,5092,113500,21138.0,3900000.0
2000-07-11,5165,5165,4977,4979,63790,20670.0,3900000.0
2000-07-12,4969,5053,4800,4903,50260,20358.0,3900000.0
2000-07-13,4987,4987,4753,4782,27370,19851.0,3900000.0
2000-07-14,4800,5053,4696,4866,55740,20202.0,3900000.0
2000-07-18,4892,4977,4676,4678,47490,19422.0,3900000.0
2000-07-19,4559,4817,4507,4594,42710,19071.0,3900000.0
2000-07-20,4606,4686,4460,4510,25290,18720.0,3900000.0
2000-07-21,4677,4687,4508,4687,34030,19461.0,3900000.0
2000-07-24,4687,4696,4250,4260,22020,17686.0,3900000.0
2000-07-25,4260,4415,4170,4415,18710,18330.0,3900000.0
2000-07-26,4601,4695,4367,4444,19130,18447.0,3900000.0
2000-07-27,4460,4460,4272,4331,17040,17979.0,3900000.0
2000-07-28,4328,4601,4282,4528,22100,18798.0,3900000.0
2000-07-31,4329,4499,4273,4387,11140,18213.0,3900000.0
2000-08-01,4367,4526,4367,4510,7500,18720.0,3900000.0
2000-08-02,4526,4554,4375,4528,19210,18798.0,3900000.0
2000-08-03,4554,4826,4526,4829,29690,20046.0,3900000.0
2000-08-04,4658,4959,4574,4621,30340,19188.0,3900000.0
2000-08-07,4676,4676,4432,4547,19960,18876.0,3900000.0
2000-08-08,4621,4621,4452,4471,17930,18564.0,3900000.0
2000-08-09,4415,4592,4415,4523,20730,18778.0,3900000.0
2000-08-10,4526,5193,4526,5195,197950,21567.0,3900000.0
2000-08-11,5258,5775,4977,5214,500610,21645.0,3900000.0
2000-08-14,5636,5636,5278,5401,174240,22425.0,3900000.0
2000-08-16,5448,5541,5043,5082,132920,21099.0,3900000.0
2000-08-17,5231,5775,5231,5411,423710,22464.0,3900000.0
2000-08-18,5259,5485,5166,5232,116850,21723.0,3900000.0
2000-08-21,5194,5194,4884,4885,121840,20280.0,3900000.0
2000-08-22,4883,5127,4883,5026,116050,20865.0,3900000.0
2000-08-23,5034,5118,4883,4895,54540,20319.0,3900000.0
2000-08-24,4930,5315,4845,5214,169630,21645.0,3900000.0
2000-08-25,5447,5991,5118,5261,385710,21840.0,3900000.0
2000-08-28,5269,5551,5269,5449,161440,22620.0,3900000.0
2000-08-29,5728,5898,5447,5543,155130,23010.0,3900000.0
2000-08-30,5447,5522,5277,5477,72180,22737.0,3900000.0
2000-08-31,5353,5540,5315,5477,62130,22737.0,3900000.0
2000-09-01,5606,6030,5466,5730,289760,23790.0,3900000.0
2000-09-04,5822,6160,5748,6107,196400,25350.0,3900000.0
2000-09-05,6386,6386,5973,6059,158950,25155.0,3900000.0
2000-09-06,5918,6039,5852,5984,112340,24843.0,3900000.0
2000-09-07,5965,6199,5457,5552,121220,23049.0,3900000.0
2000-09-08,5578,5672,5466,5609,65190,23283.0,3900000.0
2000-09-14,5653,5907,5447,5909,78610,24531.0,3900000.0
2000-09-15,5682,6076,5644,5646,78540,23439.0,3900000.0
2000-09-18,5410,5438,4800,4903,73420,20358.0,3900000.0
