코오롱글로벌(003070),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-08,28802,28802,26924,28803,882610,72094.0,11194749.0
1999-03-09,30861,32206,29118,29876,908640,74781.0,11194749.0
1999-03-10,27106,29970,27106,29966,354480,75005.0,11194749.0
1999-03-11,30412,31752,29743,30413,563780,76124.0,11194749.0
1999-03-12,30818,31177,29298,29876,329000,74781.0,11194749.0
1999-03-15,30415,31085,28629,28848,393460,72206.0,11194749.0
1999-03-16,28178,29343,27552,28669,529450,71758.0,11194749.0
1999-03-17,31306,31306,29160,29787,875090,74557.0,11194749.0
1999-03-18,27821,29787,27729,27729,275240,69407.0,11194749.0
1999-03-19,28398,28534,27505,28534,304850,71422.0,11194749.0
1999-03-22,27327,28803,27327,27372,240400,68512.0,11194749.0
1999-03-23,28271,29523,27644,28266,222280,70751.0,11194749.0
1999-03-24,28535,29205,27375,29205,254260,73102.0,11194749.0
1999-03-25,29478,29968,28225,28624,264280,71646.0,11194749.0
1999-03-26,28674,29344,28271,28490,139660,71311.0,11194749.0
1999-03-29,27730,28759,27507,27774,163920,69519.0,11194749.0
1999-03-30,28225,28852,28225,28624,246630,71646.0,11194749.0
1999-03-31,29074,29205,27822,28177,186630,70527.0,11194749.0
1999-04-01,27954,28940,27954,28445,226280,71199.0,11194749.0
1999-04-02,28629,28852,28046,28848,499430,72206.0,11194749.0
1999-04-06,29116,30276,28626,30189,619890,75565.0,11194749.0
1999-04-07,31086,31532,29299,29295,461840,73326.0,11194749.0
1999-04-08,28851,29744,28225,29429,236350,73661.0,11194749.0
1999-04-09,29968,31084,28851,30502,851190,76348.0,11194749.0
1999-04-12,31308,33008,30862,32426,1095210,81162.0,11194749.0
1999-04-13,32427,34660,31398,33544,1277670,83961.0,11194749.0
1999-04-14,33993,34532,31847,32426,663440,81162.0,11194749.0
1999-04-15,32697,36678,32430,36630,1603890,91685.0,11194749.0
1999-04-16,36187,38463,34439,35333,1237370,88439.0,11194749.0
1999-04-19,35338,36232,33547,34751,891460,86983.0,11194749.0
1999-04-20,34883,35645,33587,34393,522090,86088.0,11194749.0
1999-04-21,34037,35561,32206,32202,669970,80602.0,11194749.0
1999-04-22,31579,33055,30904,31531,355120,78923.0,11194749.0
1999-04-23,31754,32653,31356,31978,381240,80042.0,11194749.0
1999-04-26,31983,34663,30862,33678,637130,84296.0,11194749.0
1999-04-27,33994,34484,32518,32873,578870,82281.0,11194749.0
1999-04-28,32651,33544,31753,33365,578610,83513.0,11194749.0
1999-04-29,33100,35110,32654,32649,605040,81722.0,11194749.0
1999-04-30,32920,33546,31847,31978,227680,80042.0,11194749.0
1999-05-03,32027,32876,31308,32828,312690,82169.0,11194749.0
1999-05-04,33591,33770,32474,32873,353210,82281.0,11194749.0
1999-05-06,33098,35691,32875,34885,985140,87319.0,11194749.0
1999-05-07,35158,35381,33099,33454,442800,83737.0,11194749.0
1999-05-10,32785,33547,32207,32247,301510,80714.0,11194749.0
1999-05-11,32471,32874,30860,30860,503220,77244.0,11194749.0
1999-05-12,29566,30819,28629,28669,299940,71758.0,11194749.0
1999-05-13,28267,28850,26656,26656,324390,66721.0,11194749.0
1999-05-14,25498,27285,25047,25940,319260,64930.0,11194749.0
1999-05-17,26391,26750,25673,25717,147090,64370.0,11194749.0
1999-05-18,24692,26391,24692,25717,173030,64370.0,11194749.0
1999-05-19,25722,26168,25139,25314,209290,63362.0,11194749.0
1999-05-20,25361,25405,22720,22944,256640,57429.0,11194749.0
1999-05-21,22409,23258,22273,22497,165930,56310.0,11194749.0
1999-05-24,22499,22815,21606,21781,126520,54518.0,11194749.0
1999-05-25,21921,22367,21294,21960,165790,54966.0,11194749.0
1999-05-26,21690,25181,21690,24599,355870,61571.0,11194749.0
1999-05-27,25048,25048,23261,23257,221250,58213.0,11194749.0
1999-05-28,24377,25047,22813,24465,255120,61235.0,11194749.0
1999-05-31,25902,26703,24514,24509,300880,61347.0,11194749.0
1999-06-01,24374,25718,24063,24330,149770,60899.0,11194749.0
1999-06-02,24599,24914,23749,24822,213860,62131.0,11194749.0
1999-06-03,25275,26751,24245,25091,271410,62803.0,11194749.0
1999-06-04,25721,25721,24822,25270,213790,63250.0,11194749.0
1999-06-07,26167,29026,25584,29026,573360,72654.0,11194749.0
1999-06-08,30816,32204,29879,30637,1095870,76684.0,11194749.0
1999-06-09,30638,31983,28982,29026,425900,72654.0,11194749.0
1999-06-10,29117,31219,28175,29608,396990,74109.0,11194749.0
1999-06-11,29788,30817,28176,28177,279080,70527.0,11194749.0
1999-06-14,28400,29075,27376,27372,155410,68512.0,11194749.0
1999-06-15,27418,30278,27418,28579,659030,71534.0,11194749.0
1999-06-16,28046,29298,28002,28624,227670,71646.0,11194749.0
1999-06-17,28002,28628,27774,27774,191400,69519.0,11194749.0
1999-06-18,27062,27775,26528,26790,231950,67057.0,11194749.0
1999-06-21,27284,27731,25498,25717,217050,64370.0,11194749.0
1999-06-22,25719,27864,24869,27282,301610,68288.0,11194749.0
1999-06-23,29074,29074,27506,27729,283370,69407.0,11194749.0
1999-06-24,28802,29477,27730,28177,411080,70527.0,11194749.0
1999-06-25,29074,29253,27729,28356,315630,83219.0,13125972.0
1999-06-28,29073,29073,28310,28311,341450,83087.0,13125972.0
1999-06-29,29025,32515,28850,31084,1403350,91226.0,13125972.0
1999-06-30,31310,31359,28984,29966,576650,87944.0,13125972.0
1999-07-01,29966,30903,29563,30010,608050,90755.0,13525275.0
1999-07-02,30815,34213,30815,33544,1317300,101440.0,13525275.0
1999-07-05,37081,38557,35562,38553,2030300,116588.0,13525275.0
1999-07-06,40256,42581,38018,39582,2663130,119699.0,13525275.0
1999-07-07,40742,42621,39849,40252,1496110,121727.0,13525275.0
1999-07-08,41687,46295,41372,46290,1979620,139987.0,13525275.0
1999-07-09,46295,48305,43430,46290,1162430,143500.0,13864737.0
1999-07-12,46291,48752,42980,43830,1228170,135874.0,13864737.0
1999-07-13,42494,43834,38959,39358,781280,122010.0,13864737.0
1999-07-14,39363,40703,34887,36227,854640,112304.0,13864737.0
1999-07-15,36232,37572,35786,37524,700990,124918.0,14888951.0
1999-07-16,37348,43121,36678,42757,1405310,142338.0,14888951.0
1999-07-19,42758,42758,40253,40297,831690,134149.0,14888951.0
1999-07-20,44680,44680,40743,40923,990600,143865.0,15722991.0
1999-07-21,40476,40700,37209,37569,496870,132073.0,15722991.0
1999-07-22,36231,38241,35338,37882,578390,133174.0,15722991.0
1999-07-23,37793,39138,33099,34259,743760,120438.0,15722991.0
1999-07-26,34258,37569,31889,34215,771760,120281.0,15722991.0
1999-07-27,34215,35783,34215,35512,486250,124841.0,15722991.0
1999-07-28,35558,36674,34883,35020,574640,123111.0,15722991.0
1999-07-29,33991,36005,33991,35467,534260,128045.0,16146879.0
1999-07-30,35290,35339,33057,33096,492930,119487.0,16146879.0
1999-08-02,32653,33993,32206,33454,410410,120779.0,16146879.0
1999-08-03,33544,35559,32651,34215,494390,123524.0,16146879.0
1999-08-04,34530,36900,34530,35512,795460,128206.0,16146879.0
1999-08-05,36678,38464,34886,35780,875440,129175.0,16146879.0
1999-08-06,35785,36232,34484,36227,395760,131372.0,16218781.0
1999-08-09,36231,37304,35561,36004,441680,130561.0,16218781.0
1999-08-10,36634,37304,36052,36853,567590,133643.0,16218781.0
1999-08-11,33547,36542,33547,36227,439420,131372.0,16218781.0
1999-08-12,38015,38913,37078,37569,821080,136238.0,16218781.0
1999-08-13,37572,37795,35785,36451,605610,132183.0,16218781.0
1999-08-16,36454,37081,35109,35780,567620,129750.0,16218781.0
1999-08-17,36004,36674,33543,33544,774460,121641.0,16218781.0
1999-08-18,32524,33300,31601,32767,447650,109477.0,16218781.0
1999-08-19,31990,37572,31990,36650,885520,122452.0,16218781.0
1999-08-20,34514,36165,34466,35194,509000,118968.0,16409398.0
1999-08-23,34951,36116,34708,35000,450320,118312.0,16409398.0
1999-08-24,36165,37378,34951,35728,708150,120773.0,16409398.0
1999-08-25,37815,41019,37815,39806,1629410,134557.0,16409398.0
1999-08-26,39563,39854,38009,38932,652910,131603.0,16409398.0
1999-08-27,38106,38932,36407,38350,532900,129634.0,16409398.0
1999-08-30,38834,41019,37864,37913,785610,128157.0,16409398.0
1999-08-31,37378,38786,36165,36408,314980,123070.0,16409398.0
1999-09-01,36650,36941,34223,34223,411160,115686.0,16409398.0
1999-09-02,32766,34223,32330,32524,433580,109943.0,16409398.0
1999-09-03,32038,33883,32038,33252,387720,112404.0,16409398.0
1999-09-06,33349,34223,33252,33981,332650,114866.0,16409398.0
1999-09-07,33495,34902,32766,34903,284090,117984.0,16409398.0
1999-09-08,34514,35873,33592,33981,484520,114866.0,16409398.0
1999-09-09,34417,34757,33543,34709,295690,117327.0,16409398.0
1999-09-10,33980,35436,33980,35340,410080,119572.0,16424707.0
1999-09-13,35533,36165,33543,34223,505050,115794.0,16424707.0
1999-09-14,34223,34805,33737,33786,344780,114316.0,16424707.0
1999-09-15,33883,34223,33009,33010,302320,111688.0,16424707.0
1999-09-16,33737,33834,32281,32524,268080,110046.0,16424707.0
1999-09-17,27912,31553,27912,31311,286030,105939.0,16424707.0
1999-09-20,29854,33252,29854,31262,216640,105775.0,16424707.0
1999-09-21,31310,32281,31067,31117,276380,105282.0,16424707.0
1999-09-22,30582,31553,30000,30243,279460,102326.0,16424707.0
1999-09-27,30582,33446,30097,30728,752940,103968.0,16424707.0
1999-09-28,30145,30582,28883,29369,449620,99369.0,16424707.0
1999-09-29,29368,30970,28640,28883,571820,97727.0,16424707.0
1999-09-30,28398,29708,28155,28155,298200,95263.0,16424707.0
1999-10-01,27184,28155,24757,25485,299810,86230.0,16424707.0
1999-10-04,25776,27135,25631,26117,304560,88365.0,16424707.0
1999-10-05,25970,26456,23300,23544,155610,79660.0,16424707.0
1999-10-06,23834,25242,23786,25243,305400,85408.0,16424707.0
1999-10-07,26213,27912,25776,27670,471630,93621.0,16424707.0
1999-10-08,30097,31310,28689,29272,1008520,99041.0,16424707.0
1999-10-11,29805,30048,27961,28592,266520,96742.0,16424707.0
1999-10-12,28543,29563,28543,28981,257250,98056.0,16424707.0
1999-10-13,28834,29563,27718,29126,220140,98548.0,16424707.0
1999-10-14,28155,30825,28155,30097,417280,101833.0,16424707.0
1999-10-15,30582,31504,29417,30097,417130,101833.0,16424707.0
1999-10-18,27669,29077,27669,27718,207830,93785.0,16424707.0
1999-10-19,28883,29029,27912,28252,276700,95592.0,16424707.0
1999-10-20,28883,29126,28398,28981,293550,98056.0,16424707.0
1999-10-21,29611,30097,27912,28107,327940,95132.0,16430349.0
1999-10-22,26699,28106,26262,27184,411680,136810.0,24430349.0
1999-10-25,27184,27621,25485,25728,339030,129481.0,24430349.0
1999-10-26,24805,25728,24757,25000,262990,125816.0,24430349.0
1999-10-27,24514,25000,24514,24515,333160,123373.0,24430349.0
1999-10-28,24174,25194,24174,25194,278030,126794.0,24430349.0
1999-10-29,25194,25485,24514,25000,447480,125816.0,24430349.0
1999-11-01,24854,26165,24854,25874,523750,130214.0,24430349.0
1999-11-02,26359,27038,25873,26408,698720,132901.0,24430349.0
1999-11-03,26213,26553,25000,25728,524830,129481.0,24430349.0
1999-11-04,25728,26456,25533,25825,465030,129969.0,24430349.0
1999-11-05,26213,28058,25970,26845,1304330,135100.0,24430349.0
1999-11-08,27669,28592,26844,26942,634820,135588.0,24430349.0
1999-11-09,26699,26941,26262,26893,399470,135344.0,24430349.0
1999-11-10,26796,27184,25970,26068,492930,131191.0,24430349.0
1999-11-11,25728,26165,24951,25437,817050,128015.0,24430349.0
1999-11-12,25436,26407,24854,25631,788770,128992.0,24430349.0
1999-11-15,24757,27038,24757,26311,939320,132412.0,24430349.0
1999-11-16,25776,26262,25145,25146,647490,126549.0,24430349.0
1999-11-17,25728,25970,23883,23883,610630,120197.0,24430349.0
1999-11-18,23883,24174,22864,23301,503650,117266.0,24430349.0
1999-11-19,23082,24660,23082,23544,531360,118487.0,24430349.0
1999-11-22,23543,24368,23543,23544,314280,118487.0,24430349.0
1999-11-23,23543,23786,22766,22816,374940,114823.0,24430349.0
1999-11-24,22572,22815,20873,21675,556040,109082.0,24430349.0
1999-11-25,20970,23058,20970,21845,580570,109937.0,24430349.0
1999-11-26,23058,23252,20145,20316,357190,102241.0,24430349.0
1999-11-29,19563,20800,18689,20146,572050,101386.0,24430349.0
1999-11-30,19902,21601,19902,20704,745510,104195.0,24430349.0
1999-12-01,19902,20388,19053,19175,392840,96500.0,24430349.0
1999-12-02,19441,21601,18883,19951,1049710,100409.0,24430349.0
1999-12-03,21310,22669,20873,21408,1274530,107738.0,24430349.0
1999-12-06,23300,23300,20388,20874,592490,105051.0,24430349.0
1999-12-07,20436,21796,19417,19903,424100,100164.0,24430349.0
1999-12-08,19902,20291,18932,19417,234810,97721.0,24430349.0
1999-12-09,19320,19854,19174,19709,287300,99187.0,24430349.0
1999-12-10,19417,22645,18980,22646,1072550,113968.0,24430349.0
1999-12-13,23543,24999,22378,22816,1296860,114823.0,24430349.0
1999-12-14,23058,23446,22160,22573,605190,113601.0,24430349.0
1999-12-15,23300,24029,20873,21262,592800,107005.0,24430349.0
1999-12-16,20922,22184,20631,21117,330160,106272.0,24430349.0
1999-12-17,20412,21553,20145,20388,329700,102607.0,24430349.0
1999-12-20,20873,22305,20145,20146,446910,101386.0,24430349.0
1999-12-21,20631,20631,19174,19806,517120,99676.0,24430349.0
1999-12-22,19660,20728,18932,19757,673220,99432.0,24430349.0
1999-12-23,20339,20364,19660,19903,452950,100164.0,24430349.0
1999-12-24,22330,22330,20873,21359,900460,107494.0,24430349.0
1999-12-27,22135,22281,20388,20388,358780,102607.0,24430349.0
1999-12-28,20388,21456,19174,21456,499130,107982.0,24430349.0
2000-01-04,20873,24514,20485,22427,803510,112868.0,24430349.0
2000-01-05,22281,22281,20145,20874,406470,105051.0,24430349.0
2000-01-06,21383,21383,19417,19515,180520,98210.0,24430349.0
2000-01-07,19660,20145,19174,19563,249460,98454.0,24430349.0
2000-01-10,19902,20097,19514,19709,286670,99187.0,24430349.0
2000-01-11,19563,19902,19053,19150,401660,96378.0,24430349.0
2000-01-12,19902,19902,18786,18883,381250,95034.0,24430349.0
2000-01-13,18495,18834,18228,18592,233230,93568.0,24430349.0
2000-01-14,18276,18932,17742,17840,243050,89782.0,24430349.0
2000-01-17,17864,18179,17305,17524,302150,88194.0,24430349.0
2000-01-18,17500,17621,16674,16942,270930,85262.0,24430349.0
2000-01-19,16893,17233,15291,15291,283370,76956.0,24430349.0
2000-01-20,15291,15728,14660,14854,326870,74757.0,24430349.0
2000-01-21,15072,15922,14417,15049,941250,75734.0,24430349.0
2000-01-24,15097,15728,14951,15146,413320,76223.0,24430349.0
2000-01-25,14708,15145,14563,15146,524330,76223.0,24430349.0
2000-01-26,15145,16407,14805,15922,818900,80132.0,24430349.0
2000-01-27,16262,18276,15631,17913,1068940,90148.0,24430349.0
2000-01-28,17718,18106,16504,16748,701510,84285.0,24430349.0
2000-01-31,16262,17912,16043,17233,700650,86728.0,24430349.0
2000-02-01,17475,17864,16650,16990,399820,85506.0,24430349.0
2000-02-02,17160,17184,16553,16990,1217290,85506.0,24430349.0
2000-02-03,17281,17378,16723,16990,902080,85506.0,24430349.0
2000-02-07,17135,17330,16796,16893,699330,85018.0,24430349.0
2000-02-08,16893,16893,16067,16092,492370,80987.0,24430349.0
2000-02-09,15679,15970,15412,15437,543660,77689.0,24430349.0
2000-02-10,15097,15266,14708,14806,443550,74513.0,24430349.0
2000-02-11,14466,14927,14320,14442,436830,72680.0,24430349.0
2000-02-14,14150,14247,13640,13641,390650,68649.0,24430349.0
2000-02-15,13495,13980,13373,13447,304040,67672.0,24430349.0
2000-02-16,13640,14514,13446,13835,328430,69626.0,24430349.0
2000-02-17,13834,13883,13155,13495,250950,67916.0,24430349.0
2000-02-18,13203,13422,12427,12621,354050,63519.0,24430349.0
2000-02-21,11796,12135,11213,11359,317980,57167.0,24430349.0
2000-02-22,11359,11650,10436,11432,557210,57533.0,24430349.0
2000-02-23,11650,13131,11650,13131,605750,66084.0,24430349.0
2000-02-24,13131,13349,12184,12864,468200,64740.0,24430349.0
2000-02-25,12864,14757,12135,13592,611980,68405.0,24430349.0
2000-02-28,12864,13786,12742,13592,376890,68405.0,24430349.0
2000-02-29,14126,14126,12864,13107,336990,65962.0,24430349.0
2000-03-02,13155,13567,12766,13010,517620,65473.0,24430349.0
2000-03-03,13203,14563,13203,14563,866120,73291.0,24430349.0
2000-03-06,14563,16747,14077,16748,1239010,84285.0,24430349.0
2000-03-07,16747,17839,15776,16748,842710,84285.0,24430349.0
2000-03-08,16262,19223,15898,18883,1121260,95034.0,24430349.0
2000-03-09,19417,21699,19126,21699,1865490,109204.0,24430349.0
2000-03-10,21601,22961,19902,20874,1395910,105051.0,24430349.0
2000-03-13,21359,21601,20145,20388,783290,102607.0,24430349.0
2000-03-14,20388,20825,18932,20340,908480,102363.0,24430349.0
2000-03-15,17330,22815,17305,20437,1772760,102852.0,24430349.0
2000-03-16,20388,22330,20242,21845,1562720,109937.0,24430349.0
2000-03-17,21844,22233,18567,18568,1315910,93446.0,24430349.0
2000-03-20,18883,19660,17233,17330,455260,87216.0,24430349.0
2000-03-21,17961,17961,16990,17718,611440,89171.0,24430349.0
2000-03-22,17475,17718,16796,17136,300880,86239.0,24430349.0
2000-03-23,17330,17330,16504,16942,270020,85262.0,24430349.0
2000-03-24,16990,18203,16529,17233,304900,86728.0,24430349.0
2000-03-27,16577,18106,16577,18107,263300,91125.0,24430349.0
2000-03-28,18106,19271,17645,19223,356880,96744.0,24430349.0
2000-03-29,18689,18932,17233,17233,170110,86728.0,24430349.0
2000-03-30,16577,17475,16504,17233,149580,86728.0,24430349.0
2000-03-31,16504,16941,16359,16699,115950,84040.0,24430349.0
2000-04-03,17499,19199,16844,17427,533150,87705.0,24430349.0
2000-04-04,17572,17572,14951,17233,213460,86728.0,24430349.0
2000-04-06,17281,17961,15970,15971,142820,80376.0,24430349.0
2000-04-07,14660,16796,14660,16699,214460,84040.0,24430349.0
2000-04-10,19077,19199,17961,19199,1778290,96622.0,24430349.0
2000-04-11,19199,19830,17087,17112,1025090,86117.0,24430349.0
2000-04-12,17233,17378,16529,17087,455310,85995.0,24430349.0
2000-04-14,16116,18640,16019,18204,777110,91614.0,24430349.0
2000-04-17,15776,18640,15776,16505,536060,83063.0,24430349.0
2000-04-18,17475,17815,16504,17718,413580,89171.0,24430349.0
2000-04-19,17038,18446,17038,18204,402350,91614.0,24430349.0
2000-04-20,18009,19611,17961,18568,836530,93446.0,24430349.0
2000-04-21,18446,18786,18009,18689,495230,94057.0,24430349.0
2000-04-24,18786,19271,18373,18544,461670,93324.0,24430349.0
2000-04-25,18543,18689,17572,17621,234240,88682.0,24430349.0
2000-04-26,17961,17961,16262,16990,388120,85506.0,24430349.0
2000-04-27,16262,17233,16019,16019,192560,80620.0,24430349.0
2000-04-28,16043,16844,15873,16019,223100,80620.0,24430349.0
2000-05-02,16067,16601,15533,16602,228960,83552.0,24430349.0
2000-05-03,16165,17330,15776,16262,441750,81842.0,24430349.0
2000-05-04,16019,16990,15582,16019,767050,80620.0,24430349.0
2000-05-08,16189,16262,15776,15777,359900,79399.0,24430349.0
2000-05-09,15679,15776,14902,15049,244260,75734.0,24430349.0
2000-05-10,14684,15000,14271,14612,362190,73535.0,24430349.0
2000-05-12,14563,14563,13398,13592,336140,68405.0,24430349.0
2000-05-15,13883,14902,12961,14078,847600,70848.0,24430349.0
2000-05-16,14174,15169,13786,15170,455950,76345.0,24430349.0
2000-05-17,15266,15291,14077,14078,243740,70848.0,24430349.0
2000-05-18,13349,14004,12621,13835,199010,69626.0,24430349.0
2000-05-19,13592,14320,13349,14175,320600,71337.0,24430349.0
2000-05-22,13592,14029,12257,13544,251580,68161.0,24430349.0
2000-05-23,12864,14271,12864,13398,327660,67428.0,24430349.0
2000-05-24,13640,15388,13446,15388,1200110,77444.0,24430349.0
2000-05-25,15436,17233,14563,16262,1723220,81842.0,24430349.0
2000-05-26,16019,16019,14126,16019,731720,80620.0,24430349.0
2000-05-29,14563,16990,14563,16990,751220,85506.0,24430349.0
2000-05-30,16990,17961,16747,17961,1049970,90392.0,24430349.0
2000-05-31,17961,18446,17499,17816,1095740,89659.0,24430349.0
2000-06-01,17961,19660,17475,19175,2516230,96500.0,24430349.0
2000-06-02,19393,19563,17766,17961,1410320,90392.0,24430349.0
2000-06-05,19174,20655,19174,20655,2648020,103951.0,24430349.0
2000-06-07,22815,23737,21844,23738,2273990,119464.0,24430349.0
2000-06-08,27281,27281,20873,23301,7631540,117266.0,24430349.0
2000-06-09,19951,21844,19805,20388,3098770,102607.0,24430349.0
2000-06-12,20436,20582,19029,19563,1832010,98454.0,24430349.0
2000-06-13,17718,19344,17087,17087,1334220,85995.0,24430349.0
2000-06-14,17475,19635,17233,18932,1972420,95278.0,24430349.0
2000-06-15,18689,19417,16092,16505,1242150,83063.0,24430349.0
2000-06-16,16067,17475,16067,17087,958270,85995.0,24430349.0
2000-06-19,16577,17354,16019,16019,662930,80620.0,24430349.0
2000-06-20,16019,16990,15533,16990,537400,85506.0,24430349.0
2000-06-21,17233,17669,16067,16650,689580,83796.0,24430349.0
2000-06-22,16771,17427,16407,16796,331230,84529.0,24430349.0
2000-06-23,16504,17572,16504,17379,683340,87461.0,24430349.0
2000-06-26,17038,17621,16601,17087,459360,85995.0,24430349.0
2000-06-27,17427,17718,16796,17621,669090,88682.0,24430349.0
2000-06-28,17669,19271,17524,17621,1656900,88682.0,24430349.0
2000-06-29,17475,17718,16990,17476,632750,87949.0,24430349.0
2000-06-30,17038,18398,17038,18325,714490,92225.0,24430349.0
2000-07-03,18446,18446,17669,17961,301180,90392.0,24430349.0
2000-07-04,18398,18737,17378,17524,592940,88194.0,24430349.0
2000-07-05,17087,17572,16092,17087,578890,85995.0,24430349.0
2000-07-06,17233,18203,16699,18155,1075650,91370.0,24430349.0
2000-07-07,18519,20582,18495,19175,3566000,96500.0,24430349.0
2000-07-10,20000,20000,18689,18835,1855460,94790.0,24430349.0
2000-07-11,19174,21359,19029,19223,3655570,96744.0,24430349.0
2000-07-12,19368,20194,18009,18689,1429080,94057.0,24430349.0
2000-07-13,18665,19344,18203,18665,773480,93935.0,24430349.0
2000-07-14,18228,19660,18228,18350,1180930,92347.0,24430349.0
2000-07-18,17961,18179,16747,17354,529220,87338.0,24430349.0
2000-07-19,16990,17572,16674,16942,771130,85262.0,24430349.0
2000-07-20,17063,17378,16529,16650,460580,83796.0,24430349.0
2000-07-21,17063,17184,16650,16772,440260,84407.0,24430349.0
2000-07-24,16553,16553,14466,14757,423170,74268.0,24430349.0
2000-07-25,14126,15533,13592,14976,935950,75368.0,24430349.0
2000-07-26,14975,15412,14271,14976,357330,75368.0,24430349.0
2000-07-27,15000,15194,14417,14417,264460,72558.0,24430349.0
2000-07-28,14126,14417,13640,13883,220240,69871.0,24430349.0
2000-07-31,13640,13737,13106,13495,221440,67916.0,24430349.0
2000-08-01,13737,14805,13495,14466,468250,72802.0,24430349.0
2000-08-02,14320,14854,13907,14636,254920,73658.0,24430349.0
2000-08-03,14830,14878,14271,14345,253620,72192.0,24430349.0
2000-08-04,14101,14538,13907,14515,284610,73047.0,24430349.0
2000-08-07,14320,14417,13834,14078,111930,70848.0,24430349.0
2000-08-08,14077,14417,13834,14078,118150,70848.0,24430349.0
2000-08-09,14563,14805,14199,14417,194550,72558.0,24430349.0
2000-08-10,14417,14466,13883,14272,196930,71825.0,24430349.0
2000-08-11,14077,14733,14077,14733,231180,74146.0,24430349.0
2000-08-14,15655,16432,15048,15388,378910,77444.0,24430349.0
2000-08-16,14611,15436,14611,14854,325600,74757.0,24430349.0
2000-08-17,14854,14854,14126,14272,314510,71825.0,24430349.0
2000-08-18,14320,14514,14101,14126,182140,71092.0,24430349.0
2000-08-21,14077,14417,13980,14320,224570,72070.0,24430349.0
2000-08-22,14320,14563,14126,14563,173440,73291.0,24430349.0
2000-08-23,14805,15048,14126,14296,539150,71947.0,24430349.0
2000-08-24,14538,14538,13834,13981,213100,70359.0,24430349.0
2000-08-25,14029,14223,13737,14029,202840,70604.0,24430349.0
2000-08-28,13737,14199,13737,14150,310690,71214.0,24430349.0
2000-08-29,14344,15048,14174,14539,624560,73169.0,24430349.0
2000-08-30,14563,14854,14174,14199,243540,71459.0,24430349.0
2000-08-31,14223,14296,13640,14175,234180,71337.0,24430349.0
2000-09-01,13737,14029,13737,13786,216090,69382.0,24430349.0
2000-09-04,13786,13786,13495,13665,175110,68771.0,24430349.0
2000-09-05,13689,13810,13543,13689,88640,68894.0,24430349.0
2000-09-06,13470,13640,13470,13495,130450,67916.0,24430349.0
2000-09-07,13689,13956,13373,13592,254260,68405.0,24430349.0
2000-09-08,13592,13689,13300,13350,118440,67183.0,24430349.0
2000-09-14,13106,13155,12791,13083,363370,65840.0,24430349.0
