동아에스티(170900),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-06-12,133000,135000,130500,131500,27247,966645.0,7350916.0
2013-06-13,131500,132500,124500,130500,40940,959295.0,7350916.0
2013-06-14,129500,130500,126000,126500,26327,929891.0,7350916.0
2013-06-17,125500,128000,121500,123500,39096,907838.0,7350916.0
2013-06-18,126500,126500,118000,119500,63633,878434.0,7350916.0
2013-06-19,119000,120000,111000,112500,101144,826978.0,7350916.0
2013-06-20,110000,112000,104000,110000,113888,808601.0,7350916.0
2013-06-21,107000,112000,106500,111500,67771,819627.0,7350916.0
2013-06-24,111500,119000,109500,115500,60057,849031.0,7350916.0
2013-06-25,114000,117000,109500,111000,22160,815952.0,7350916.0
2013-06-26,110000,113500,109500,113500,31780,834329.0,7350916.0
2013-06-27,114000,117500,114000,117000,39518,860057.0,7350916.0
2013-06-28,117000,120500,114500,119000,43364,874759.0,7350916.0
2013-07-01,117000,125000,117000,123000,132638,904163.0,7350916.0
2013-07-02,121500,125000,120000,124500,44355,915189.0,7350916.0
2013-07-03,124500,124500,120500,121500,23377,893136.0,7350916.0
2013-07-04,123000,125000,118000,124000,39650,911514.0,7350916.0
2013-07-05,125000,127000,122000,126500,42823,929891.0,7350916.0
2013-07-08,125500,126000,122000,122500,20579,900487.0,7350916.0
2013-07-09,122500,124000,117500,120000,37662,882110.0,7350916.0
2013-07-10,122000,122000,118000,118500,12538,871084.0,7350916.0
2013-07-11,119000,120500,117000,119500,26929,878434.0,7350916.0
2013-07-12,120500,121000,118000,119500,28847,878434.0,7350916.0
2013-07-15,119000,128500,119000,126500,56196,929891.0,7350916.0
2013-07-16,126500,128000,124500,126500,22733,929891.0,7350916.0
2013-07-17,126000,130000,125000,128000,30870,940917.0,7350916.0
2013-07-18,129500,137000,127000,137000,70287,1007075.0,7350916.0
2013-07-19,135500,140500,134500,137000,44787,1007075.0,7350916.0
2013-07-22,137000,141500,137000,139000,40066,1021777.0,7350916.0
2013-07-23,140000,140000,136500,137500,32022,1010751.0,7350916.0
2013-07-24,137500,138500,135000,136500,15370,1003400.0,7350916.0
2013-07-25,136500,139000,130500,133500,32688,981347.0,7350916.0
2013-07-26,133000,138500,132000,137500,31572,1010751.0,7350916.0
2013-07-29,138500,138500,132500,134500,24338,988698.0,7350916.0
2013-07-30,134500,136000,131000,134500,29384,988698.0,7350916.0
2013-07-31,133500,144500,133000,142000,108025,1043830.0,7350916.0
2013-08-01,143000,143500,139500,140500,34886,1032804.0,7350916.0
2013-08-02,140500,144000,138000,139000,41910,1021777.0,7350916.0
2013-08-05,141000,146000,139500,145000,51843,1065883.0,7350916.0
2013-08-06,145000,147000,143000,146000,30357,1073234.0,7350916.0
2013-08-07,148000,151000,144000,144500,62505,1062207.0,7350916.0
2013-08-08,144500,148500,144500,148000,27290,1087936.0,7350916.0
2013-08-09,149500,149500,146000,146000,17641,1073234.0,7350916.0
2013-08-12,148000,148000,142000,142500,16941,1047506.0,7350916.0
2013-08-13,143500,147500,140000,141000,36459,1036479.0,7350916.0
2013-08-14,141000,145500,139000,142500,43094,1047506.0,7350916.0
2013-08-16,142500,142500,138000,138000,35175,1014426.0,7350916.0
2013-08-19,138500,141000,136000,138000,38242,1014426.0,7350916.0
2013-08-20,137500,139000,131500,131500,17978,966645.0,7350916.0
2013-08-21,131000,134500,127000,128000,29530,940917.0,7350916.0
2013-08-22,126500,128500,122500,125000,24283,918864.0,7350916.0
2013-08-23,125000,128000,124500,125500,26938,922540.0,7350916.0
2013-08-26,125500,130000,125500,130000,25617,955619.0,7350916.0
2013-08-27,128500,130000,122000,124000,43194,911514.0,7350916.0
2013-08-28,120500,124000,116000,123500,95462,907838.0,7350916.0
2013-08-29,123500,129000,122000,124500,39146,915189.0,7350916.0
2013-08-30,124500,127000,122000,122000,23182,896812.0,7350916.0
2013-09-02,122000,126500,122000,126500,20395,929891.0,7350916.0
2013-09-03,126500,130500,126000,130000,32894,955619.0,7350916.0
2013-09-04,130500,131000,127500,128500,18304,944593.0,7350916.0
2013-09-05,129500,129500,125000,126000,34146,926215.0,7350916.0
2013-09-06,125500,127500,121000,121500,34318,893136.0,7350916.0
2013-09-09,122500,123500,118000,118500,36859,871084.0,7350916.0
2013-09-10,120000,121000,116000,118000,60627,867408.0,7350916.0
2013-09-11,119000,123000,118500,122500,29079,900487.0,7350916.0
2013-09-12,123000,126000,122500,123500,38405,907838.0,7350916.0
2013-09-13,123500,126000,122500,124000,24216,911514.0,7350916.0
2013-09-16,123500,126500,123500,126500,42400,929891.0,7350916.0
2013-09-17,126500,129500,125000,129000,43030,948268.0,7350916.0
2013-09-23,129000,129000,125000,126000,45193,926215.0,7350916.0
2013-09-24,125000,130500,125000,129000,33572,948268.0,7350916.0
2013-09-25,129000,133000,128000,131500,47533,966645.0,7350916.0
2013-09-26,130000,135500,130000,134500,58585,988698.0,7350916.0
2013-09-27,135000,135500,131000,135500,52316,996049.0,7350916.0
2013-09-30,133500,135500,132000,134500,50125,988698.0,7350916.0
2013-10-01,134000,134500,128500,129000,43419,948268.0,7350916.0
2013-10-02,129000,132500,128000,131000,36017,962970.0,7350916.0
2013-10-04,131000,132000,129000,131500,24412,966645.0,7350916.0
2013-10-07,132000,132000,126500,126500,42681,929891.0,7350916.0
2013-10-08,126500,130500,124000,126000,52970,926215.0,7350916.0
2013-10-10,125000,130000,124000,130000,43128,955619.0,7350916.0
2013-10-11,130000,132000,128500,130000,37227,955619.0,7350916.0
2013-10-14,130000,130000,126000,126500,54512,929891.0,7350916.0
2013-10-15,126000,127500,120500,124000,74390,911514.0,7350916.0
2013-10-16,124000,124000,115000,115000,479025,845355.0,7350916.0
2013-10-17,114000,118000,108000,111500,102998,819627.0,7350916.0
2013-10-18,113000,116500,112500,116000,38581,852706.0,7350916.0
2013-10-21,115000,118000,114000,114500,44006,841680.0,7350916.0
2013-10-22,115000,118000,114500,117500,29661,863733.0,7350916.0
2013-10-23,120000,122500,118000,120500,67946,885785.0,7350916.0
2013-10-24,120000,122500,116000,117000,79591,860057.0,7350916.0
2013-10-25,117500,121500,115000,120500,46472,885785.0,7350916.0
2013-10-28,121500,122500,117500,120000,44100,882110.0,7350916.0
2013-10-29,120500,121500,119000,120000,40877,882110.0,7350916.0
2013-10-30,120000,124000,119000,123000,28027,904163.0,7350916.0
2013-10-31,123000,125500,122500,124500,39480,915189.0,7350916.0
2013-11-01,124500,125000,122000,124000,16013,911514.0,7350916.0
2013-11-04,124000,124000,119000,119500,20647,878434.0,7350916.0
2013-11-05,119500,120500,117000,119000,25907,874759.0,7350916.0
2013-11-06,117000,119000,113500,114500,80854,841680.0,7350916.0
2013-11-07,114500,115500,113500,114500,18412,841680.0,7350916.0
2013-11-08,112500,115000,112500,114500,14316,841680.0,7350916.0
2013-11-11,114500,115000,111000,113000,18334,830654.0,7350916.0
2013-11-12,113000,115000,112000,113000,15064,830654.0,7350916.0
2013-11-13,113500,114500,110500,111000,16184,815952.0,7350916.0
2013-11-14,111000,115500,111000,115500,21658,849031.0,7350916.0
2013-11-15,114000,118000,114000,117000,15080,860057.0,7350916.0
2013-11-18,116000,117000,114000,114500,11191,841680.0,7350916.0
2013-11-19,115000,115000,112000,114000,18147,838004.0,7350916.0
2013-11-20,113000,114000,111500,112500,19641,826978.0,7350916.0
2013-11-21,113500,113500,110500,111000,16692,815952.0,7350916.0
2013-11-22,111500,113000,110500,111000,20274,815952.0,7350916.0
2013-11-25,111500,114000,111500,112500,19297,826978.0,7350916.0
2013-11-26,112000,114500,112000,114000,10932,838004.0,7350916.0
2013-11-27,113500,114000,111500,112000,16572,823303.0,7350916.0
2013-11-28,112500,113500,111500,113500,8621,834329.0,7350916.0
2013-11-29,113500,114500,111500,113500,12083,834329.0,7350916.0
2013-12-02,114000,117000,114000,114500,17630,841680.0,7350916.0
2013-12-03,114500,114500,111500,111500,15069,819627.0,7350916.0
2013-12-04,111500,113500,111500,113500,8324,834329.0,7350916.0
2013-12-05,114000,114000,112000,112500,6580,826978.0,7350916.0
2013-12-06,112500,113500,108500,108500,33780,797574.0,7350916.0
2013-12-09,109500,110000,103000,105000,61478,771846.0,7350916.0
2013-12-10,103000,106000,103000,105000,16509,771846.0,7350916.0
2013-12-11,105500,107500,103500,104000,29058,764495.0,7350916.0
2013-12-12,103000,105000,103000,104000,6979,764495.0,7350916.0
2013-12-13,105000,106000,103500,105500,8723,775522.0,7350916.0
2013-12-16,105000,106000,101500,102000,22157,749793.0,7350916.0
2013-12-17,102000,103000,99500,101500,35397,746118.0,7350916.0
2013-12-18,100500,101000,95600,100000,71117,735092.0,7350916.0
2013-12-19,100000,100500,97500,99000,24407,727741.0,7350916.0
2013-12-20,99000,99700,97300,98700,16777,725535.0,7350916.0
2013-12-23,99500,100500,98400,99100,8670,728476.0,7350916.0
2013-12-24,99500,101000,99100,100000,15594,735092.0,7350916.0
2013-12-26,100000,101000,99200,100000,14341,735092.0,7350916.0
2013-12-27,100000,101500,98900,100500,15819,738767.0,7350916.0
2013-12-30,100500,101500,99400,99500,14030,731416.0,7350916.0
2014-01-02,99900,106000,99800,105000,74356,771846.0,7350916.0
2014-01-03,105000,108500,104000,105000,49006,771846.0,7350916.0
2014-01-06,106000,106500,103500,105500,20749,775522.0,7350916.0
2014-01-07,104500,110000,104500,108000,57598,793899.0,7350916.0
2014-01-08,108000,110500,106500,110500,209633,812276.0,7350916.0
2014-01-09,110500,112500,109500,111500,52521,819627.0,7350916.0
2014-01-10,111000,112500,109000,111000,32448,815952.0,7350916.0
2014-01-13,109500,111500,108500,111000,23121,815952.0,7350916.0
2014-01-14,110000,113500,110000,113000,25234,830654.0,7350916.0
2014-01-15,112000,113500,111000,113500,70652,834329.0,7350916.0
2014-01-16,114000,114500,112000,113000,17719,830654.0,7350916.0
2014-01-17,113000,113000,109500,109500,25950,804925.0,7350916.0
2014-01-20,109000,111500,109000,111000,10798,815952.0,7350916.0
2014-01-21,110500,111500,109000,109500,14543,804925.0,7350916.0
2014-01-22,109500,112500,109500,112000,30965,823303.0,7350916.0
2014-01-23,112500,112500,109500,111000,27848,815952.0,7350916.0
2014-01-24,110000,114500,110000,113000,33062,830654.0,7350916.0
2014-01-27,111500,116000,110500,115000,31440,845355.0,7350916.0
2014-01-28,114000,115500,112000,115500,28160,849031.0,7350916.0
2014-01-29,115000,116000,114500,115500,20357,849031.0,7350916.0
2014-02-03,114500,115500,113000,114000,18456,838004.0,7350916.0
2014-02-04,111000,115000,111000,114000,20912,838004.0,7350916.0
2014-02-05,114000,114000,107000,107500,83038,790223.0,7350916.0
2014-02-06,107000,107500,101500,104500,69808,768171.0,7350916.0
2014-02-07,104000,106000,100000,102500,92753,753469.0,7350916.0
2014-02-10,102500,107000,102500,105000,30100,771846.0,7350916.0
2014-02-11,105000,107000,103500,104000,24316,764495.0,7350916.0
2014-02-12,104500,108500,103500,106500,30903,782873.0,7350916.0
2014-02-13,106000,107500,104500,107500,21079,790223.0,7350916.0
2014-02-14,107000,108000,106000,107500,9951,790223.0,7350916.0
2014-02-17,108000,108500,104500,106500,24789,782873.0,7350916.0
2014-02-18,107000,112000,106000,112000,43601,823303.0,7350916.0
2014-02-19,112000,113500,110500,111000,14980,815952.0,7350916.0
2014-02-20,111000,112500,110000,112500,29708,826978.0,7350916.0
2014-02-21,113000,117000,111000,116500,61118,856382.0,7350916.0
2014-02-24,117000,117000,114500,115000,19372,845355.0,7350916.0
2014-02-25,115000,116000,111500,112500,31204,826978.0,7350916.0
2014-02-26,112500,116000,112500,114000,24143,838004.0,7350916.0
2014-02-27,115000,117500,112500,117000,38136,860057.0,7350916.0
2014-02-28,118000,122000,116500,120000,68501,882110.0,7350916.0
2014-03-03,120000,122500,119500,121000,38986,889461.0,7350916.0
2014-03-04,121000,122500,118500,122000,43371,896812.0,7350916.0
2014-03-05,122000,122000,119000,119000,19894,874759.0,7350916.0
2014-03-06,119000,124000,118000,123500,58006,907838.0,7350916.0
2014-03-07,124000,124000,121000,122000,17649,896812.0,7350916.0
2014-03-10,122000,123000,120000,121500,22356,893136.0,7350916.0
2014-03-11,122000,123500,120500,123500,24421,907838.0,7350916.0
2014-03-12,123000,125000,122500,123500,54865,907838.0,7350916.0
2014-03-13,124000,127500,123500,125500,74437,922540.0,7350916.0
2014-03-14,125500,127000,123500,123500,37020,907838.0,7350916.0
2014-03-17,124500,125000,120500,120500,37505,885785.0,7350916.0
2014-03-18,121500,123000,120000,122000,15367,896812.0,7350916.0
2014-03-19,121500,125000,121500,125000,23818,918864.0,7350916.0
2014-03-20,125000,125000,121500,124000,11992,911514.0,7350916.0
2014-03-21,124000,124500,119500,120500,34273,885785.0,7350916.0
2014-03-24,120500,120500,116000,117500,48276,863733.0,7350916.0
2014-03-25,118500,119000,115500,117500,23847,863733.0,7350916.0
2014-03-26,117000,119000,117000,118000,14114,867408.0,7350916.0
2014-03-27,118000,119000,116000,117500,8600,863733.0,7350916.0
2014-03-28,118500,118500,115000,117000,19361,860057.0,7350916.0
2014-03-31,117000,118000,114000,117000,29213,860057.0,7350916.0
2014-04-01,116500,121000,116500,121000,41046,889461.0,7350916.0
2014-04-02,121000,124500,120500,124000,41409,911514.0,7350916.0
2014-04-03,125000,125000,120000,121000,24808,889461.0,7350916.0
2014-04-04,120500,122000,120000,121500,16395,893136.0,7350916.0
2014-04-07,120000,121000,118000,118000,13741,867408.0,7350916.0
2014-04-08,117500,118500,114000,114000,35028,838004.0,7350916.0
2014-04-09,115500,118000,115500,117000,13297,860057.0,7350916.0
2014-04-10,117500,118500,116000,118500,15512,871084.0,7350916.0
2014-04-11,116500,121000,116500,119500,20618,878434.0,7350916.0
2014-04-14,118500,120000,118500,119500,7105,878434.0,7350916.0
2014-04-15,119500,120000,117000,119000,15024,874759.0,7350916.0
2014-04-16,113000,113000,107500,108500,175310,797574.0,7350916.0
2014-04-17,109000,112000,106500,109000,51881,801250.0,7350916.0
2014-04-18,111000,111500,109500,109500,39855,804925.0,7350916.0
2014-04-21,110000,112500,109500,111000,17470,815952.0,7350916.0
2014-04-22,110500,111500,109000,110000,21715,808601.0,7350916.0
2014-04-23,110500,111000,106500,106500,33915,782873.0,7350916.0
2014-04-24,107000,107500,105500,106000,16928,779197.0,7350916.0
2014-04-25,106000,107000,104000,104000,24981,764495.0,7350916.0
2014-04-28,103500,106500,102500,106000,32834,779197.0,7350916.0
2014-04-29,106500,107000,104500,105000,14564,771846.0,7350916.0
2014-04-30,105000,106000,104500,106000,19973,779197.0,7350916.0
2014-05-02,106500,106500,103000,103000,26618,757144.0,7350916.0
2014-05-07,103500,104000,99900,102000,41411,749793.0,7350916.0
2014-05-08,102500,103500,100000,103500,31094,760820.0,7350916.0
2014-05-09,103500,106500,101000,106000,25941,779197.0,7350916.0
2014-05-12,106000,106000,103500,105500,15808,775522.0,7350916.0
2014-05-13,105000,106500,103000,105000,34567,771846.0,7350916.0
2014-05-14,105000,106000,103500,106000,31036,779197.0,7350916.0
2014-05-15,92700,99600,92700,96000,303204,705688.0,7350916.0
2014-05-16,96000,96300,94100,95900,77622,704953.0,7350916.0
2014-05-19,96000,100000,96000,97700,83850,718184.0,7350916.0
2014-05-20,97300,99900,97100,99000,41216,727741.0,7350916.0
2014-05-21,99100,99400,98000,98000,23008,720390.0,7350916.0
2014-05-22,98800,99700,97500,98500,17214,724065.0,7350916.0
2014-05-23,98600,99200,98000,98000,19474,720390.0,7350916.0
2014-05-26,98100,98400,96100,96400,30852,708628.0,7350916.0
2014-05-27,95800,97500,94900,96300,42165,707893.0,7350916.0
2014-05-28,96000,96900,95600,96500,24778,709363.0,7350916.0
2014-05-29,96500,98300,96000,98300,29596,722595.0,7350916.0
2014-05-30,99300,99600,98100,99100,76773,728476.0,7350916.0
2014-06-02,99700,99700,97400,99600,27912,732151.0,7350916.0
2014-06-03,98600,101000,98400,100500,33130,738767.0,7350916.0
2014-06-05,100500,103000,99000,103000,40142,757144.0,7350916.0
2014-06-09,104500,104500,100000,101000,43877,742443.0,7350916.0
2014-06-10,100000,103000,100000,102000,23854,749793.0,7350916.0
2014-06-11,102000,105500,101000,105500,58519,775522.0,7350916.0
2014-06-12,106000,106500,102500,103500,150310,760820.0,7350916.0
2014-06-13,102500,103000,100000,100000,45182,735092.0,7350916.0
2014-06-16,100000,102000,99600,100500,28951,738767.0,7350916.0
2014-06-17,101000,101500,98000,98000,31513,720390.0,7350916.0
2014-06-18,98200,104000,98200,103000,49549,757144.0,7350916.0
2014-06-19,104000,104500,101000,103000,28208,757144.0,7350916.0
2014-06-20,103500,106000,103000,105000,41717,771846.0,7350916.0
2014-06-23,113000,113000,105000,106000,149357,779197.0,7350916.0
2014-06-24,105500,110000,105500,109500,45296,804925.0,7350916.0
2014-06-25,111500,113000,108000,109000,55945,801250.0,7350916.0
2014-06-26,111000,112500,107500,112500,49915,826978.0,7350916.0
2014-06-27,112500,112500,109000,109000,42778,801250.0,7350916.0
2014-06-30,108500,110000,107500,107500,29411,790223.0,7350916.0
2014-07-01,109000,109000,106000,106500,29941,782873.0,7350916.0
2014-07-02,107000,110500,106000,108500,39842,797574.0,7350916.0
2014-07-03,108000,109000,107000,108000,22436,793899.0,7350916.0
2014-07-04,108000,109500,107500,108500,15293,797574.0,7350916.0
2014-07-07,111000,112500,105000,106000,63038,779197.0,7350916.0
2014-07-08,106000,107000,102000,103500,45034,760820.0,7350916.0
2014-07-09,102500,104500,101000,102000,46542,749793.0,7350916.0
2014-07-10,102500,105000,101500,102000,28154,749793.0,7350916.0
2014-07-11,103000,103000,101500,101500,22134,781747.0,7701936.0
2014-07-14,101500,103000,99900,103000,27037,793299.0,7701936.0
2014-07-15,102500,105000,101500,103500,25749,797150.0,7701936.0
2014-07-16,103000,104000,101500,103000,12532,793299.0,7701936.0
2014-07-17,102000,103500,101000,103000,18612,793299.0,7701936.0
2014-07-18,102000,103000,100000,101000,24572,777896.0,7701936.0
2014-07-21,101000,101500,100000,101000,19313,777896.0,7701936.0
2014-07-22,100000,103000,100000,101500,17191,781747.0,7701936.0
2014-07-23,102000,102500,99300,99900,25959,769423.0,7701936.0
2014-07-24,100000,102000,99500,101000,23294,777896.0,7701936.0
2014-07-25,101000,101500,100500,101500,7846,781747.0,7701936.0
2014-07-28,101500,101500,99500,99600,21124,767113.0,7701936.0
2014-07-29,100000,101000,99500,100000,14859,770194.0,7701936.0
2014-07-30,101000,101000,98400,98700,31485,760181.0,7701936.0
2014-07-31,100000,100500,98500,99800,26077,768653.0,7701936.0
2014-08-01,100500,101500,99900,100000,28425,770194.0,7701936.0
2014-08-04,100500,101000,98400,98900,27268,761721.0,7701936.0
2014-08-05,99100,101000,98500,99900,27187,769423.0,7701936.0
2014-08-06,100000,100500,98900,99200,17600,764032.0,7701936.0
2014-08-07,99200,99300,98000,98400,22014,757871.0,7701936.0
2014-08-08,98900,99900,97700,99400,15065,765572.0,7701936.0
2014-08-11,99400,99900,98200,98200,17847,756330.0,7701936.0
2014-08-12,98500,99000,96100,96700,25419,744777.0,7701936.0
2014-08-13,97200,98200,96200,97300,23425,749398.0,7701936.0
2014-08-14,97300,98800,97300,98500,22862,758641.0,7701936.0
2014-08-18,98500,100500,97300,99900,18589,769423.0,7701936.0
2014-08-19,100500,101500,99800,100000,18008,770194.0,7701936.0
2014-08-20,100000,100500,99000,99000,17991,762492.0,7701936.0
2014-08-21,99100,100500,99000,100000,14829,770194.0,7701936.0
2014-08-22,99700,101000,99700,100000,6819,770194.0,7701936.0
2014-08-25,100500,101500,99600,101000,18296,777896.0,7701936.0
2014-08-26,101500,103500,99900,100000,28115,770194.0,7701936.0
2014-08-27,100000,101000,99700,100500,11732,774045.0,7701936.0
2014-08-28,100500,102000,100500,101500,16675,781747.0,7701936.0
2014-08-29,102000,102000,100000,100500,10925,774045.0,7701936.0
2014-09-01,100000,100500,99200,99400,10811,765572.0,7701936.0
2014-09-02,99200,100500,98900,99000,17359,762492.0,7701936.0
2014-09-03,98600,102000,98500,100500,21098,774045.0,7701936.0
2014-09-04,100000,101000,99600,100000,11220,770194.0,7701936.0
2014-09-05,100500,100500,99400,100500,19058,774045.0,7701936.0
2014-09-11,99800,101000,99600,100000,18046,770194.0,7701936.0
2014-09-12,100000,101000,99300,100000,20587,770194.0,7701936.0
2014-09-15,100000,102000,99700,101500,24984,781747.0,7701936.0
2014-09-16,101000,107000,101000,106500,69885,820256.0,7701936.0
2014-09-17,106500,107500,105500,106000,20630,816405.0,7701936.0
2014-09-18,106000,106500,105000,105000,18616,808703.0,7701936.0
2014-09-19,106500,106500,104500,106000,15869,816405.0,7701936.0
2014-09-22,107500,109000,106000,108500,38641,835660.0,7701936.0
2014-09-23,108500,109000,106000,107000,28148,824107.0,7701936.0
2014-09-24,106500,109000,105500,109000,22800,839511.0,7701936.0
2014-09-25,109000,110500,108000,109500,21694,843362.0,7701936.0
2014-09-26,108500,110000,108000,109000,13889,839511.0,7701936.0
2014-09-29,110000,111500,109000,110000,34035,847213.0,7701936.0
2014-09-30,110000,111000,107000,110500,29777,851064.0,7701936.0
2014-10-01,109500,110500,107000,109500,27497,843362.0,7701936.0
2014-10-02,109000,109500,107000,108500,27442,835660.0,7701936.0
2014-10-06,109000,109000,106000,108000,27097,831809.0,7701936.0
2014-10-07,107500,107500,104500,104500,31554,804852.0,7701936.0
2014-10-08,103500,106000,103000,105500,33938,812554.0,7701936.0
2014-10-10,105000,106000,103000,105500,31075,812554.0,7701936.0
2014-10-13,105500,105500,99900,103500,36774,797150.0,7701936.0
2014-10-14,104000,104500,102000,104000,25711,801001.0,7701936.0
2014-10-15,104000,105000,102500,104000,19791,801001.0,7701936.0
2014-10-16,103000,108000,102500,105500,38275,812554.0,7701936.0
2014-10-17,107500,108000,104500,106500,31670,820256.0,7701936.0
2014-10-20,106500,107000,102000,103000,55595,793299.0,7701936.0
2014-10-21,103500,103500,101000,103000,29250,793299.0,7701936.0
2014-10-22,103500,105500,102500,104000,51206,801001.0,7701936.0
2014-10-23,104500,107000,104000,106000,46239,816405.0,7701936.0
2014-10-24,107500,108500,104500,106000,39233,816405.0,7701936.0
2014-10-27,106500,106500,104500,105000,25870,808703.0,7701936.0
2014-10-28,105500,105500,98100,98100,89525,755560.0,7701936.0
2014-10-29,96700,99600,96700,99100,56140,763262.0,7701936.0
2014-10-30,98400,99500,93000,94000,55731,723982.0,7701936.0
2014-10-31,94100,95600,91200,92200,34420,710118.0,7701936.0
2014-11-03,91500,94700,91400,92700,28131,713969.0,7701936.0
2014-11-04,93000,93300,89600,90900,35739,700106.0,7701936.0
2014-11-05,90200,90600,83200,84200,81229,648503.0,7701936.0
2014-11-06,84400,85000,79600,80600,80335,620776.0,7701936.0
2014-11-07,80500,83100,79300,81600,34098,628478.0,7701936.0
2014-11-10,81100,81600,79300,80700,20155,621546.0,7701936.0
2014-11-11,81600,83600,80500,83000,18734,639261.0,7701936.0
2014-11-12,83300,83300,80600,80800,32810,622316.0,7701936.0
2014-11-13,80800,92000,80600,89800,92053,691634.0,7701936.0
2014-11-14,88400,90500,88400,88600,17674,682392.0,7701936.0
2014-11-17,88500,88500,86100,87200,18061,671609.0,7701936.0
2014-11-18,86500,89100,86400,88400,12032,680851.0,7701936.0
2014-11-19,87700,90200,87500,89800,12951,691634.0,7701936.0
2014-11-20,89800,90400,89100,89600,9601,690093.0,7701936.0
2014-11-21,90000,90200,89000,89800,7186,691634.0,7701936.0
2014-11-24,90100,90100,88200,88400,13127,680851.0,7701936.0
2014-11-25,88200,89900,87400,88900,14929,684702.0,7701936.0
2014-11-26,89500,89900,88100,88100,5758,678541.0,7701936.0
2014-11-27,87900,88500,87100,87300,8416,672379.0,7701936.0
2014-11-28,86900,87900,86900,87600,5611,674690.0,7701936.0
2014-12-01,87100,88100,86400,86400,12618,665447.0,7701936.0
2014-12-02,85900,86300,84000,84400,15663,650043.0,7701936.0
2014-12-03,84000,86000,82800,83500,20475,643112.0,7701936.0
2014-12-04,83500,84400,82300,83400,15754,642341.0,7701936.0
2014-12-05,83400,84000,80600,82700,52464,636950.0,7701936.0
2014-12-08,85000,89000,85000,87200,69285,671609.0,7701936.0
2014-12-09,88800,89500,85100,85500,25859,658516.0,7701936.0
2014-12-10,85100,86800,85100,86000,18731,662366.0,7701936.0
2014-12-11,85400,85800,82900,83300,20758,641571.0,7701936.0
2014-12-12,84000,87200,83500,86400,21547,665447.0,7701936.0
2014-12-15,86400,87100,85000,86500,21866,666217.0,7701936.0
2014-12-16,86800,86900,84600,86700,24974,667758.0,7701936.0
2014-12-17,87400,89100,86200,88900,25652,684702.0,7701936.0
2014-12-18,89600,89600,87800,88800,13426,683932.0,7701936.0
