대신증권(003540),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-16,13347,13715,13070,13714,548920,452960.0,30400000.0
1999-03-17,14083,14405,13531,13714,1245800,452960.0,30400000.0
1999-03-18,13531,13899,12518,12610,759830,416480.0,30400000.0
1999-03-19,12702,13301,12656,13254,601930,437760.0,30400000.0
1999-03-22,13255,13347,12702,12794,515660,422560.0,30400000.0
1999-03-23,12794,13070,12472,12978,379410,428640.0,30400000.0
1999-03-24,12978,13024,12426,12564,347180,414960.0,30400000.0
1999-03-25,12426,13070,12426,12610,418490,416480.0,30400000.0
1999-03-26,12656,13070,12610,13024,360890,430160.0,30400000.0
1999-03-29,12518,12840,12334,12472,393020,411920.0,30400000.0
1999-03-30,12610,12794,11966,12426,380890,410400.0,30400000.0
1999-03-31,12242,12748,12242,12288,324030,405840.0,30400000.0
1999-04-01,12426,13761,12058,12978,984430,428640.0,30400000.0
1999-04-02,13163,13301,12702,12978,714820,428640.0,30400000.0
1999-04-06,13163,13991,13163,13622,1035880,449920.0,30400000.0
1999-04-07,13807,13991,13347,13346,1209490,440800.0,30400000.0
1999-04-08,13162,13761,13024,13714,642470,452960.0,30400000.0
1999-04-09,13991,14681,13623,14405,2177820,475760.0,30400000.0
1999-04-12,15095,15095,14267,14681,1443650,484880.0,30400000.0
1999-04-13,14681,15187,14359,14543,1166920,480320.0,30400000.0
1999-04-14,14727,14957,14267,14359,858760,474240.0,30400000.0
1999-04-15,14727,16476,14727,16476,2718660,544160.0,30400000.0
1999-04-16,17120,17765,15878,16476,2551690,544160.0,30400000.0
1999-04-19,16844,17028,16108,16660,1474230,550240.0,30400000.0
1999-04-20,16660,17028,16108,16568,1344560,547200.0,30400000.0
1999-04-21,17028,18409,16660,17120,3081720,565440.0,30400000.0
1999-04-22,17673,17765,16338,17396,1755420,574560.0,30400000.0
1999-04-23,17949,18777,17305,18225,3192500,601920.0,30400000.0
1999-04-26,18777,20940,18731,20940,3252060,691600.0,30400000.0
1999-04-27,22551,23472,20434,22228,4032530,734160.0,30400000.0
1999-04-28,21585,23011,20710,21814,1872000,720480.0,30400000.0
1999-04-29,21262,21815,19330,19605,1620300,647520.0,30400000.0
1999-04-30,19974,21032,18869,20618,1656020,680960.0,30400000.0
1999-05-03,21170,21539,20158,20342,1086570,671840.0,30400000.0
1999-05-04,20342,22367,20158,21170,1767840,699200.0,30400000.0
1999-05-06,21999,22275,21032,21630,1123940,714400.0,30400000.0
1999-05-07,22091,22459,21170,21446,1265420,708320.0,30400000.0
1999-05-10,20710,21355,20572,20802,843680,687040.0,30400000.0
1999-05-11,20526,21124,19652,19697,1164180,650560.0,30400000.0
1999-05-12,19330,19974,18593,18869,724610,623200.0,30400000.0
1999-05-13,18455,18869,16660,17120,936840,565440.0,30400000.0
1999-05-14,17397,17765,16430,16844,794670,556320.0,30400000.0
1999-05-17,16844,17212,16568,16568,663290,547200.0,30400000.0
1999-05-18,16614,16936,15832,16752,543770,553280.0,30400000.0
1999-05-19,16936,17212,16568,16568,712230,547200.0,30400000.0
1999-05-20,16476,16476,14773,14911,683510,492480.0,30400000.0
1999-05-21,15003,15418,14359,15003,667920,495520.0,30400000.0
1999-05-24,15648,15832,15187,15371,613900,507680.0,30400000.0
1999-05-25,15464,16292,15372,16015,702000,528960.0,30400000.0
1999-05-26,16016,16936,15740,16844,665020,556320.0,30400000.0
1999-05-27,16982,17166,16246,16476,830350,544160.0,30400000.0
1999-05-28,16614,16844,16016,16292,349790,538080.0,30400000.0
1999-05-31,16384,16614,15924,15923,324170,525920.0,30400000.0
1999-06-01,15924,16660,15464,16384,751750,541120.0,30400000.0
1999-06-02,16568,18823,16200,18823,2338550,621680.0,30400000.0
1999-06-03,19238,19606,17949,18501,2395720,611040.0,30400000.0
1999-06-04,18685,19191,18409,19145,1164980,632320.0,30400000.0
1999-06-07,20158,21631,19698,21170,2081740,699200.0,30400000.0
1999-06-08,21170,21585,20250,21446,1525460,708320.0,30400000.0
1999-06-09,21262,23932,20802,21630,2861020,714400.0,30400000.0
1999-06-10,22091,22367,20986,22367,1278570,738720.0,30400000.0
1999-06-11,22091,22735,20986,21170,980910,699200.0,30400000.0
1999-06-14,19790,20710,19376,19697,792110,650560.0,30400000.0
1999-06-15,18869,19330,17995,18501,1251190,611040.0,30400000.0
1999-06-16,18961,19238,18593,18869,669890,623200.0,30400000.0
1999-06-17,18777,19790,18225,18961,1108140,626240.0,30400000.0
1999-06-18,18501,19237,17581,17902,692600,591280.0,30400000.0
1999-06-21,17489,17903,16154,16798,1421800,554800.0,30400000.0
1999-06-22,15372,16798,15003,16015,1895810,528960.0,30400000.0
1999-06-23,16568,17397,16568,16844,1051300,556320.0,30400000.0
1999-06-24,16936,17489,16200,16292,721050,538080.0,30400000.0
1999-06-25,16292,16568,15832,16200,505930,535040.0,30400000.0
1999-06-28,16200,16568,15510,15647,490610,516800.0,30400000.0
1999-06-29,15280,16292,15280,15647,586450,516800.0,30400000.0
1999-06-30,15648,15878,14727,14819,471580,489440.0,30400000.0
1999-07-01,14911,15280,14543,14819,849240,489440.0,30400000.0
1999-07-02,15188,16246,15095,15325,977500,506160.0,30400000.0
1999-07-05,15924,17581,15924,17580,1612320,580640.0,30400000.0
1999-07-06,17857,18363,16660,16936,1292950,559360.0,30400000.0
1999-07-07,16936,17627,16200,17304,1206440,571520.0,30400000.0
1999-07-08,17397,17765,16936,17074,787040,563920.0,30400000.0
1999-07-09,18317,18869,17765,18409,1964920,608000.0,30400000.0
1999-07-12,18869,20066,17489,17856,1490130,589760.0,30400000.0
1999-07-13,17949,18363,16936,17028,621180,562400.0,30400000.0
1999-07-14,17305,17857,16936,17212,728330,568480.0,30400000.0
1999-07-15,17028,17489,16660,17396,463850,574560.0,30400000.0
1999-07-16,16706,17765,16706,17672,586530,583680.0,30400000.0
1999-07-19,17673,18271,16890,17120,691020,565440.0,30400000.0
1999-07-20,17120,17581,16798,16798,504960,554800.0,30400000.0
1999-07-21,16476,16476,15694,15877,552840,524400.0,30400000.0
1999-07-22,16108,16890,15924,16890,617030,557840.0,30400000.0
1999-07-23,16844,16844,15003,15003,478270,495520.0,30400000.0
1999-07-26,14681,14681,12794,12978,754870,428640.0,30400000.0
1999-07-27,13070,14451,12978,14267,784780,471200.0,30400000.0
1999-07-28,14267,15556,13623,14497,733230,478800.0,30400000.0
1999-07-29,14727,15464,14543,15095,624560,498560.0,30400000.0
1999-07-30,15003,15003,13991,14175,521290,468160.0,30400000.0
1999-08-02,14083,14773,13899,14221,617650,469680.0,30400000.0
1999-08-03,13991,15003,13991,14451,421630,477280.0,30400000.0
1999-08-04,14543,15786,14543,14957,958320,494000.0,30400000.0
1999-08-05,15003,15049,14267,14359,415240,474240.0,30400000.0
1999-08-06,14727,14911,14359,14681,300650,484880.0,30400000.0
1999-08-09,14727,16476,14451,15693,1098870,518320.0,30400000.0
1999-08-10,16108,18041,15556,18040,1745970,595840.0,30400000.0
1999-08-11,18041,19330,17397,17856,3218520,589760.0,30400000.0
1999-08-12,17581,18225,16936,17672,1452370,583680.0,30400000.0
1999-08-13,17305,17581,16200,16200,926690,535040.0,30400000.0
1999-08-16,15188,16752,15188,15785,611370,521360.0,30400000.0
1999-08-17,15878,16200,14313,14727,633970,486400.0,30400000.0
1999-08-18,14267,15372,13623,14911,664850,492480.0,30400000.0
1999-08-19,15188,15280,14543,14957,464200,494000.0,30400000.0
1999-08-20,14957,15418,14451,15279,408240,504640.0,30400000.0
1999-08-23,15464,17259,15188,16292,1087210,538080.0,30400000.0
1999-08-24,16430,16568,15694,16107,561890,532000.0,30400000.0
1999-08-25,16108,18225,15924,17396,1696570,574560.0,30400000.0
1999-08-26,17857,18225,15970,16061,1700970,530480.0,30400000.0
1999-08-27,16338,16384,15003,15463,738890,510720.0,30400000.0
1999-08-30,15648,16016,15464,15601,431730,515280.0,30400000.0
1999-08-31,15049,15832,15003,15555,366600,513760.0,30400000.0
1999-09-01,15648,16384,15188,15279,1027690,504640.0,30400000.0
1999-09-02,15280,15648,14543,14727,496800,486400.0,30400000.0
1999-09-03,14773,15556,14451,14957,545180,494000.0,30400000.0
1999-09-06,15095,15326,14957,15095,243160,498560.0,30400000.0
1999-09-07,15280,15464,15003,15049,205120,497040.0,30400000.0
1999-09-08,14957,15049,14543,14911,240240,492480.0,30400000.0
1999-09-09,14819,15832,14819,15187,446660,501600.0,30400000.0
1999-09-10,15280,16890,15280,16568,932140,547200.0,30400000.0
1999-09-13,16844,17305,16568,16844,1031050,576962.0,31528000.0
1999-09-14,16844,17581,16568,16844,962450,576962.0,31528000.0
1999-09-15,16936,17028,16108,16200,800600,554893.0,31528000.0
1999-09-16,16200,16800,16050,16100,389160,507601.0,31528000.0
1999-09-17,15900,16400,15600,16300,304530,513906.0,31528000.0
1999-09-20,16000,16500,16000,16200,279140,510754.0,31528000.0
1999-09-21,16000,16600,16000,16300,339240,513906.0,31528000.0
1999-09-22,16000,16950,15900,16650,686970,524941.0,31528000.0
1999-09-27,16650,17300,16350,16900,523760,532823.0,31528000.0
1999-09-28,16900,17200,16500,16700,391610,526518.0,31528000.0
1999-09-29,16900,18300,16550,17000,1095300,535976.0,31528000.0
1999-09-30,17000,17400,16200,16200,392780,510754.0,31528000.0
1999-10-01,16200,16400,15050,15600,321420,491837.0,31528000.0
1999-10-04,15100,16300,15100,15400,269910,485531.0,31528000.0
1999-10-05,15400,15900,13500,13500,279710,425628.0,31528000.0
1999-10-06,13900,15000,13700,15000,339580,472920.0,31528000.0
1999-10-07,15300,15900,14800,15500,427950,488684.0,31528000.0
1999-10-08,15400,16300,15050,15550,666060,490260.0,31528000.0
1999-10-11,15700,16300,15600,16000,567860,504448.0,31528000.0
1999-10-12,16300,16400,15550,16100,583730,507601.0,31528000.0
1999-10-13,16400,17250,16100,16700,1619190,526518.0,31528000.0
1999-10-14,16700,19200,16700,19200,3854180,605338.0,31528000.0
1999-10-15,19350,20200,18500,18700,4758130,589574.0,31528000.0
1999-10-18,18050,19300,17800,18150,1810060,572233.0,31528000.0
1999-10-19,18600,18900,16850,17000,2139670,535976.0,31528000.0
1999-10-20,17800,19550,17400,19550,3057160,616372.0,31528000.0
1999-10-21,20000,20350,18500,19000,4045710,599032.0,31528000.0
1999-10-22,19400,20250,19000,19500,3093470,614796.0,31528000.0
1999-10-25,19350,19850,16600,17050,9039840,537552.0,31528000.0
1999-10-26,17150,17150,15350,16100,2908270,507601.0,31528000.0
1999-10-27,16250,16950,15900,16000,2460580,504448.0,31528000.0
1999-10-28,15600,16250,14650,16000,2005890,504448.0,31528000.0
1999-10-29,16300,17200,16200,16500,2232150,520212.0,31528000.0
1999-11-01,18000,18600,17200,18500,2884980,583268.0,31528000.0
1999-11-02,18500,19400,18050,18600,3057380,586421.0,31528000.0
1999-11-03,18700,19150,18300,18300,2103550,576962.0,31528000.0
1999-11-04,18400,18900,17650,18150,1410380,572233.0,31528000.0
1999-11-05,18200,18750,17850,18400,1748940,580115.0,31528000.0
1999-11-08,18100,19300,18000,18400,1795740,580115.0,31528000.0
1999-11-09,18400,19000,18350,19000,1359750,599032.0,31528000.0
1999-11-10,19200,20200,18600,19000,2704110,599032.0,31528000.0
1999-11-11,19500,19700,18700,18900,1628080,595879.0,31528000.0
1999-11-12,19300,21700,19100,21350,6876750,1041590.0,48786400.0
1999-11-15,23300,24550,22700,24550,6161360,1197706.0,48786400.0
1999-11-16,24550,25400,23800,25000,5317530,1219660.0,48786400.0
1999-11-17,25300,26500,24500,24700,5117890,1205024.0,48786400.0
1999-11-18,24300,24800,22600,24000,2795120,1170874.0,48786400.0
1999-11-19,23700,24900,23650,23800,2383140,1161116.0,48786400.0
1999-11-22,23300,23800,22300,22700,1961460,1107451.0,48786400.0
1999-11-23,22500,23500,21800,23000,2709950,1122087.0,48786400.0
1999-11-24,22300,22600,21500,21850,1962220,1065983.0,48786400.0
1999-11-25,21350,22750,20800,21000,2482600,1024514.0,48786400.0
1999-11-26,21500,21600,18800,19500,2227140,951335.0,48786400.0
1999-11-29,19100,19750,18500,19500,1541920,951335.0,48786400.0
1999-11-30,19700,21400,19600,20800,2534990,1014757.0,48786400.0
1999-12-01,20800,20900,19500,19700,1410290,961092.0,48786400.0
1999-12-02,20000,20250,18850,19000,1620950,926942.0,48786400.0
1999-12-03,18700,19500,18700,18850,780950,919624.0,48786400.0
1999-12-06,18800,19300,18300,18800,1209330,917184.0,48786400.0
1999-12-07,18850,19200,17000,17250,1387740,841565.0,48786400.0
1999-12-08,17000,18150,16300,17600,2120470,858641.0,48786400.0
1999-12-09,17600,17900,16700,17100,1882610,834247.0,48786400.0
1999-12-10,17000,19650,16600,19650,3683890,958653.0,48786400.0
1999-12-13,19900,20000,18600,18900,2849550,922063.0,48786400.0
1999-12-14,19100,20050,18500,18500,2464730,902548.0,48786400.0
1999-12-15,18300,18400,17100,17500,1348370,853762.0,48786400.0
1999-12-16,17000,18200,16600,17300,1501190,844005.0,48786400.0
1999-12-17,17650,18000,17000,17100,1250670,834247.0,48786400.0
1999-12-20,17100,17350,16500,16550,1147850,807415.0,48786400.0
1999-12-21,16550,16900,15200,15200,1702650,741553.0,48786400.0
1999-12-22,15100,15800,14300,15100,2658780,736675.0,48786400.0
1999-12-23,15300,15600,14150,14400,2060280,702524.0,48786400.0
1999-12-24,14850,16200,14500,15050,3122720,734235.0,48786400.0
1999-12-27,15700,15700,14600,15000,1635610,731796.0,48786400.0
1999-12-28,14800,15750,14400,14900,1781170,726917.0,48786400.0
2000-01-04,15500,17100,15500,17100,1854810,834247.0,48786400.0
2000-01-05,16400,18000,16200,17500,3351860,853762.0,48786400.0
2000-01-06,17700,17800,15700,15750,1397960,768386.0,48786400.0
2000-01-07,16500,17100,16000,16400,1963230,800097.0,48786400.0
2000-01-10,16700,17300,16500,16550,1356590,807415.0,48786400.0
2000-01-11,16300,16800,15800,16200,1168470,790340.0,48786400.0
2000-01-12,15650,16600,15500,15600,1328090,761068.0,48786400.0
2000-01-13,15800,15900,15300,15900,999770,775704.0,48786400.0
2000-01-14,16000,16100,15200,15300,737580,746432.0,48786400.0
2000-01-17,15300,15750,15100,15400,956790,751311.0,48786400.0
2000-01-18,15200,15500,14800,15000,652800,731796.0,48786400.0
2000-01-19,14800,14800,13800,14000,955890,683010.0,48786400.0
2000-01-20,13500,14450,13100,14300,1040070,697646.0,48786400.0
2000-01-21,13950,14750,13700,14000,857590,683010.0,48786400.0
2000-01-24,13600,14400,13600,14000,628970,683010.0,48786400.0
2000-01-25,13900,14500,13600,13950,806430,680570.0,48786400.0
2000-01-26,14250,15300,13900,14700,2057160,717160.0,48786400.0
2000-01-27,15200,16700,14800,16200,3697910,790340.0,48786400.0
2000-01-28,16200,16700,15700,16150,3066480,787900.0,48786400.0
2000-01-31,15650,17200,15650,16750,2985060,817172.0,48786400.0
2000-02-01,17150,17400,16350,16850,1908440,822051.0,48786400.0
2000-02-02,17000,18300,16700,17550,3146590,856201.0,48786400.0
2000-02-03,17650,17850,17200,17750,1682210,865959.0,48786400.0
2000-02-07,17650,18350,17300,17500,1643000,853762.0,48786400.0
2000-02-08,17500,18650,17500,18000,1990110,878155.0,48786400.0
2000-02-09,18100,18500,17300,17900,1920790,873277.0,48786400.0
2000-02-10,17700,18500,17500,17850,1686970,870837.0,48786400.0
2000-02-11,18500,18900,17550,18200,1987290,887912.0,48786400.0
2000-02-14,17800,18450,17550,17600,1215540,858641.0,48786400.0
2000-02-15,18000,18500,17600,17650,1570980,861080.0,48786400.0
2000-02-16,18000,18300,16300,17200,1551540,839126.0,48786400.0
2000-02-17,16950,17300,16500,17100,1415770,834247.0,48786400.0
2000-02-18,16900,16900,16250,16300,1339880,795218.0,48786400.0
2000-02-21,15550,16300,15100,16050,1293560,783022.0,48786400.0
2000-02-22,16000,16700,15600,15700,1328400,765946.0,48786400.0
2000-02-23,16600,18050,16300,18000,3241040,878155.0,48786400.0
2000-02-24,17300,17900,16500,16950,2259980,826929.0,48786400.0
2000-02-25,16700,17650,16500,17250,1618400,841565.0,48786400.0
2000-02-28,16700,18350,16250,17600,1286440,858641.0,48786400.0
2000-02-29,18000,18300,17000,17200,1013670,839126.0,48786400.0
2000-03-02,16500,17550,16450,17300,1679920,844005.0,48786400.0
2000-03-03,17400,17400,16450,17400,982370,848883.0,48786400.0
2000-03-06,17200,18450,17000,17950,1715270,875716.0,48786400.0
2000-03-07,17650,18700,17200,18350,2062560,895230.0,48786400.0
2000-03-08,17900,19200,17700,18050,1715410,880595.0,48786400.0
2000-03-09,17800,18000,17100,17100,1777480,834247.0,48786400.0
2000-03-10,16800,17700,16650,16750,1424430,817172.0,48786400.0
2000-03-13,17100,17150,15700,15700,1313100,765946.0,48786400.0
2000-03-14,15100,16300,15100,15400,1040890,751311.0,48786400.0
2000-03-15,15100,15950,15000,15000,835880,731796.0,48786400.0
2000-03-16,15500,15800,14500,14900,805570,726917.0,48786400.0
2000-03-17,15600,16800,15300,16300,2186560,795218.0,48786400.0
2000-03-20,16300,16600,15850,16100,799110,785461.0,48786400.0
2000-03-21,16300,16500,15600,15700,612260,765946.0,48786400.0
2000-03-22,16200,16850,15950,16600,976170,809854.0,48786400.0
2000-03-23,16300,17150,16250,16700,903500,814733.0,48786400.0
2000-03-24,17050,18300,16500,18000,1274360,878155.0,48786400.0
2000-03-27,17900,19700,17700,19500,3047170,951335.0,48786400.0
2000-03-28,19000,19350,18000,18600,1681100,907427.0,48786400.0
2000-03-29,18500,18600,16800,17050,1647810,831808.0,48786400.0
2000-03-30,14500,15500,14500,14500,1734860,707403.0,48786400.0
2000-03-31,14250,14700,13350,13500,1566300,658616.0,48786400.0
2000-04-03,13400,13650,11500,11500,1544740,561044.0,48786400.0
2000-04-04,11800,12150,10850,12000,2070820,585437.0,48786400.0
2000-04-06,11300,11650,10850,10850,1063200,529332.0,48786400.0
2000-04-07,10900,11400,10550,11000,1391950,536650.0,48786400.0
2000-04-10,11000,12250,10450,11400,2843550,556165.0,48786400.0
2000-04-11,11700,11950,10900,10900,1370400,531772.0,48786400.0
2000-04-12,11000,11800,10800,11200,1760740,546408.0,48786400.0
2000-04-14,10900,11950,10850,11600,1559990,565922.0,48786400.0
2000-04-17,10300,10800,9900,9900,1143060,482985.0,48786400.0
2000-04-18,10500,10800,10000,10100,1253690,492743.0,48786400.0
2000-04-19,10200,10500,9800,9900,1195010,482985.0,48786400.0
2000-04-20,9600,10100,9310,9600,2870570,468349.0,48786400.0
2000-04-21,9950,10100,9610,9610,1628760,468837.0,48786400.0
2000-04-24,9510,9600,9000,9000,1302500,439078.0,48786400.0
2000-04-25,9010,9010,8150,8200,1517290,400048.0,48786400.0
2000-04-26,8370,8470,7220,7250,1757060,353701.0,48786400.0
2000-04-27,7010,7700,6840,7410,2062850,361507.0,48786400.0
2000-04-28,7510,8450,7450,8210,2963180,400536.0,48786400.0
2000-05-02,8210,8480,7920,8150,1677970,397609.0,48786400.0
2000-05-03,8080,8540,7900,8250,1388960,402488.0,48786400.0
2000-05-04,8250,8770,8120,8300,1443410,404927.0,48786400.0
2000-05-08,8300,8420,8130,8130,903930,396633.0,48786400.0
2000-05-09,8050,8260,7700,7730,575160,377119.0,48786400.0
2000-05-10,7610,7780,7400,7550,714820,368337.0,48786400.0
2000-05-12,7400,7590,7250,7340,744190,358092.0,48786400.0
2000-05-15,7150,7250,6630,6650,612300,324430.0,48786400.0
2000-05-16,6980,6980,6400,6600,595180,321990.0,48786400.0
2000-05-17,6410,6690,5610,5630,971550,274667.0,48786400.0
2000-05-18,4800,5800,4800,5550,1440670,270765.0,48786400.0
2000-05-19,5550,5850,5350,5500,869600,268325.0,48786400.0
2000-05-22,5410,5890,5300,5400,1259350,263447.0,48786400.0
2000-05-23,5320,6130,5300,5740,1329690,280034.0,48786400.0
2000-05-24,5800,6600,5650,6600,1774790,321990.0,48786400.0
2000-05-25,6800,7590,6720,7590,2320400,370289.0,48786400.0
2000-05-26,7290,7950,6460,6460,3011900,315160.0,48786400.0
2000-05-29,6110,7420,6000,7420,4074920,361995.0,48786400.0
2000-05-30,7700,8500,7200,7400,4443970,361019.0,48786400.0
2000-05-31,7900,8460,7600,8350,4312560,407366.0,48786400.0
2000-06-01,8350,8680,7870,7960,2621610,388340.0,48786400.0
2000-06-02,8480,8940,8160,8400,3544480,409806.0,48786400.0
2000-06-05,8970,9660,8750,9660,3658440,471277.0,48786400.0
2000-06-07,9750,10800,9700,10100,4595240,492743.0,48786400.0
2000-06-08,10300,10500,9020,9700,2715690,473228.0,48786400.0
2000-06-09,9700,10350,9200,9960,3133750,485913.0,48786400.0
2000-06-12,9760,10400,9550,10100,1944740,492743.0,48786400.0
2000-06-13,10000,10950,9690,9690,4354830,472740.0,48786400.0
2000-06-14,9800,9950,8700,8900,2084090,434199.0,48786400.0
2000-06-15,9140,9190,8100,8100,1857600,395170.0,48786400.0
2000-06-16,8100,8340,7800,7930,1506970,386876.0,48786400.0
2000-06-19,7800,8070,7300,7300,1387110,356141.0,48786400.0
2000-06-20,7500,8390,7430,8390,2386240,409318.0,48786400.0
2000-06-21,8600,9540,8500,8500,5067090,414684.0,48786400.0
2000-06-22,8980,9230,8350,8700,2226710,424442.0,48786400.0
2000-06-23,8600,8880,8420,8700,1265160,424442.0,48786400.0
2000-06-26,8820,8980,8520,8800,1323480,429320.0,48786400.0
2000-06-27,9000,9880,8750,9500,3554960,463471.0,48786400.0
2000-06-28,9500,10200,9300,9430,2637040,460056.0,48786400.0
2000-06-29,9700,9760,9050,9300,1306800,453714.0,48786400.0
2000-06-30,9320,9990,9220,9900,2484780,482985.0,48786400.0
2000-07-03,10300,10450,9800,10250,2530490,500061.0,48786400.0
2000-07-04,10600,11350,10300,10600,6053750,517136.0,48786400.0
2000-07-05,10500,11800,9860,11800,5617820,575680.0,48786400.0
2000-07-06,11650,13250,11400,12600,8602850,614709.0,48786400.0
2000-07-07,12800,13200,12350,12600,3561340,614709.0,48786400.0
2000-07-10,12800,14150,12600,13750,4886220,670813.0,48786400.0
2000-07-11,13900,14700,12400,12500,7126740,609830.0,48786400.0
2000-07-12,12900,12950,11900,12500,2876510,609830.0,48786400.0
2000-07-13,12500,13100,12150,13000,2499750,634223.0,48786400.0
2000-07-14,12800,13100,12000,12000,1982640,585437.0,48786400.0
2000-07-18,11250,11600,10600,10900,2323420,531772.0,48786400.0
2000-07-19,10700,12050,10700,11750,4086560,573240.0,48786400.0
2000-07-20,11500,11750,10900,10950,2505750,534211.0,48786400.0
2000-07-21,11300,12550,11250,12550,9011390,612269.0,48786400.0
2000-07-24,12550,12900,10800,11000,8257850,536650.0,48786400.0
2000-07-25,11300,12200,10650,12000,4362990,585437.0,48786400.0
2000-07-26,12350,12400,11450,11650,3571340,568362.0,48786400.0
2000-07-27,11150,11800,10900,11000,2536110,536650.0,48786400.0
2000-07-28,11000,11600,10700,10850,2841100,529332.0,48786400.0
2000-07-31,10700,11200,10550,11100,1789830,541529.0,48786400.0
2000-08-01,11150,11850,11000,11500,2125310,561044.0,48786400.0
2000-08-02,11500,11950,11350,11550,1338910,563483.0,48786400.0
2000-08-03,11750,11850,11200,11250,1005780,548847.0,48786400.0
2000-08-04,11100,11500,10600,10850,1409580,529332.0,48786400.0
2000-08-07,10500,10600,9600,9600,1209910,468349.0,48786400.0
2000-08-08,9720,10150,9530,9650,1418580,470789.0,48786400.0
2000-08-09,9990,10450,9850,10450,1802970,509818.0,48786400.0
2000-08-10,10350,11150,10300,10900,2404310,531772.0,48786400.0
2000-08-11,10700,11750,10650,11100,2759010,541529.0,48786400.0
2000-08-14,12300,12300,11550,11800,3789120,575680.0,48786400.0
2000-08-16,11800,12150,11550,12000,2155330,585437.0,48786400.0
2000-08-17,11800,12400,11750,11800,1719510,575680.0,48786400.0
2000-08-18,11900,12300,11550,11850,1509330,578119.0,48786400.0
2000-08-21,11650,12100,11650,11900,931580,580558.0,48786400.0
2000-08-22,12000,12500,12000,12250,1940270,597633.0,48786400.0
2000-08-23,12350,12450,11300,11300,2091180,551286.0,48786400.0
2000-08-24,11500,11600,11200,11400,1030530,556165.0,48786400.0
2000-08-25,11300,11500,10950,11500,661070,561044.0,48786400.0
2000-08-28,11300,11650,11300,11400,669940,556165.0,48786400.0
2000-08-29,11700,11850,11450,11550,1085840,563483.0,48786400.0
2000-08-30,11350,11700,11300,11550,550740,563483.0,48786400.0
2000-08-31,11500,11550,11000,11250,616770,548847.0,48786400.0
2000-09-01,11150,11450,11050,11150,427190,543968.0,48786400.0
