조흥(002600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-14,45000,45000,40000,40300,500,24180.0,600000.0
1999-04-15,40300,40300,35200,35200,320,21120.0,600000.0
1999-04-16,38550,38550,38550,38550,110,23130.0,600000.0
1999-04-19,36100,44300,36100,44300,610,26580.0,600000.0
1999-04-20,43000,43000,38100,42000,500,25200.0,600000.0
1999-04-21,42000,42000,40100,40200,390,24120.0,600000.0
1999-04-22,35000,40200,35000,37000,180,22200.0,600000.0
1999-04-23,39000,41000,39000,39150,1650,23490.0,600000.0
1999-04-26,42000,42000,38500,39900,1500,23940.0,600000.0
1999-04-27,39900,42000,37800,41000,1080,24600.0,600000.0
1999-04-28,39000,39100,38500,39100,510,23460.0,600000.0
1999-04-29,39600,41000,39600,40000,800,24000.0,600000.0
1999-04-30,40000,40000,39000,40000,1280,24000.0,600000.0
1999-05-03,40000,41000,39600,41000,630,24600.0,600000.0
1999-05-04,41500,44000,40500,43000,3740,25800.0,600000.0
1999-05-06,44000,46500,44000,46000,10830,27600.0,600000.0
1999-05-07,47000,47500,46000,46000,3780,27600.0,600000.0
1999-05-10,48000,52900,45000,52800,9930,31680.0,600000.0
1999-05-11,52800,53000,50500,52100,5670,31260.0,600000.0
1999-05-12,50500,52000,50000,52000,4520,31200.0,600000.0
1999-05-13,52500,54000,49000,49000,3590,29400.0,600000.0
1999-05-14,49000,51900,48000,49000,1170,29400.0,600000.0
1999-05-17,49000,49000,48000,48000,430,28800.0,600000.0
1999-05-18,49000,50500,44500,48000,1360,28800.0,600000.0
1999-05-19,46000,49000,46000,48500,330,29100.0,600000.0
1999-05-20,46000,47900,45000,47900,560,28740.0,600000.0
1999-05-21,46000,47000,46000,46550,270,27930.0,600000.0
1999-05-24,47900,47900,46000,46000,280,27600.0,600000.0
1999-05-25,49700,49700,46000,46600,260,27960.0,600000.0
1999-05-26,46000,49500,46000,49000,220,29400.0,600000.0
1999-05-27,48000,50000,47300,50000,1030,30000.0,600000.0
1999-05-28,47500,49200,47500,49200,560,29520.0,600000.0
1999-05-31,49200,51000,49200,49200,220,29520.0,600000.0
1999-06-01,49300,49900,48200,49100,840,29460.0,600000.0
1999-06-02,49900,51500,49900,50500,1810,30300.0,600000.0
1999-06-03,51000,51000,47500,50500,460,30300.0,600000.0
1999-06-04,50200,50200,49900,49900,570,29940.0,600000.0
1999-06-07,50900,50900,48500,48550,1200,29130.0,600000.0
1999-06-08,49000,50900,48200,49800,2060,29880.0,600000.0
1999-06-09,49500,49500,47000,47000,1260,28200.0,600000.0
1999-06-10,45500,49500,45500,48900,240,29340.0,600000.0
1999-06-11,48000,49000,47500,48600,1140,29160.0,600000.0
1999-06-14,51000,53000,50300,52000,2550,31200.0,600000.0
1999-06-15,53000,53000,50000,51000,1680,30600.0,600000.0
1999-06-16,51500,52000,50200,51800,1370,31080.0,600000.0
1999-06-17,52000,52000,50000,50000,280,30000.0,600000.0
1999-06-18,50000,50000,50000,50000,40,30000.0,600000.0
1999-06-21,49000,49000,46500,47000,670,28200.0,600000.0
1999-06-22,48050,51000,47100,51000,1420,30600.0,600000.0
1999-06-23,51000,51000,51000,51000,420,30600.0,600000.0
1999-06-24,48000,50000,48000,48100,360,28860.0,600000.0
1999-06-25,49700,49800,49000,49000,410,29400.0,600000.0
1999-06-28,50000,51500,49100,51500,2890,30900.0,600000.0
1999-06-29,52000,52000,49200,50200,2050,30120.0,600000.0
1999-06-30,50100,51000,50100,51000,730,30600.0,600000.0
1999-07-01,50000,50800,49000,50000,310,30000.0,600000.0
1999-07-02,51000,52000,49500,49500,2720,29700.0,600000.0
1999-07-05,50000,51900,50000,50100,950,30060.0,600000.0
1999-07-06,52900,52900,50100,51000,550,30600.0,600000.0
1999-07-07,51000,51300,49100,49200,1540,29520.0,600000.0
1999-07-08,50000,50000,49200,49200,990,29520.0,600000.0
1999-07-09,49300,49500,49000,49300,1080,29580.0,600000.0
1999-07-12,47500,50900,41950,50900,440,30540.0,600000.0
1999-07-13,51900,51900,47600,50800,600,30480.0,600000.0
1999-07-14,45000,50500,45000,49800,1120,29880.0,600000.0
1999-07-15,47600,49700,47600,48000,570,28800.0,600000.0
1999-07-16,46000,49500,46000,49000,2220,29400.0,600000.0
1999-07-19,49500,49500,48200,49400,760,29640.0,600000.0
1999-07-20,49000,49700,49000,49700,580,29820.0,600000.0
1999-07-21,49700,49700,48100,49250,1190,29550.0,600000.0
1999-07-22,49000,49200,47200,47200,360,28320.0,600000.0
1999-07-23,47200,49000,47200,49000,310,29400.0,600000.0
1999-07-26,49000,49000,47500,47500,930,28500.0,600000.0
1999-07-27,47100,48500,46800,48500,290,29100.0,600000.0
1999-07-28,48500,48500,48500,48500,0,29100.0,600000.0
1999-07-29,47000,49000,47000,48000,1040,28800.0,600000.0
1999-07-30,48000,49000,46500,49000,370,29400.0,600000.0
1999-08-02,48950,48950,43500,47900,930,28740.0,600000.0
1999-08-03,45000,47900,45000,47900,850,28740.0,600000.0
1999-08-04,47000,47500,45300,46600,610,27960.0,600000.0
1999-08-05,45500,47900,45100,45600,1510,27360.0,600000.0
1999-08-06,47900,47900,45100,45300,720,27180.0,600000.0
1999-08-09,47500,48500,45350,47900,1230,28740.0,600000.0
1999-08-10,47500,47800,47500,47800,120,28680.0,600000.0
1999-08-11,48000,48400,45500,47900,220,28740.0,600000.0
1999-08-12,47600,47600,46000,47000,600,28200.0,600000.0
1999-08-13,47900,52000,47000,50000,3100,30000.0,600000.0
1999-08-16,52000,57500,48000,57500,5590,34500.0,600000.0
1999-08-17,66100,66100,66100,66100,510,39660.0,600000.0
1999-08-18,76000,76000,75800,76000,23630,45600.0,600000.0
1999-08-19,87400,87400,87400,87400,2590,52440.0,600000.0
1999-08-20,100500,100500,80000,100500,39620,60300.0,600000.0
1999-08-23,90000,108000,87000,93400,27200,56040.0,600000.0
1999-08-24,107000,107000,102000,107000,13110,64200.0,600000.0
1999-08-25,123000,123000,123000,123000,1230,73800.0,600000.0
1999-08-26,141000,141000,124000,141000,18950,84600.0,600000.0
1999-08-27,141000,162000,131000,157000,38630,94200.0,600000.0
1999-08-30,157500,158000,135000,142000,18160,85200.0,600000.0
1999-08-31,141000,152000,128000,142000,25040,85200.0,600000.0
1999-09-01,143000,147000,121000,122500,25280,73500.0,600000.0
1999-09-02,107000,119500,104500,105500,24070,63300.0,600000.0
1999-09-03,105000,121000,101500,121000,22480,72600.0,600000.0
1999-09-06,139000,139000,130000,139000,13090,83400.0,600000.0
1999-09-07,144000,149000,126000,127000,23520,76200.0,600000.0
1999-09-08,128000,145500,128000,133000,20900,79800.0,600000.0
1999-09-09,128000,139000,126000,126000,13880,75600.0,600000.0
1999-09-10,130500,132000,121000,122000,13520,73200.0,600000.0
1999-09-13,117500,126000,117000,118500,10320,71100.0,600000.0
1999-09-14,115000,134000,115000,123000,15320,73800.0,600000.0
1999-09-15,125000,126000,119000,119000,11240,71400.0,600000.0
1999-09-16,122000,122000,111000,112000,8860,67200.0,600000.0
1999-09-17,106000,112000,103000,112000,10950,67200.0,600000.0
1999-09-20,102000,116500,102000,108000,6160,64800.0,600000.0
1999-09-21,111000,113000,103000,106000,7030,63600.0,600000.0
1999-09-22,106000,112000,101000,107500,18630,64500.0,600000.0
1999-09-27,110000,110000,102000,102000,5840,61200.0,600000.0
1999-09-28,102000,105000,92000,99900,9790,59940.0,600000.0
1999-09-29,94000,97900,89000,91000,8060,54600.0,600000.0
1999-09-30,85000,93500,85000,85500,7690,51300.0,600000.0
1999-10-01,85500,85500,76000,79900,10360,47940.0,600000.0
1999-10-04,81000,82500,76000,79700,5510,47820.0,600000.0
1999-10-05,77100,80000,73500,73500,6070,44100.0,600000.0
1999-10-06,71800,78500,71000,78000,7410,46800.0,600000.0
1999-10-07,78000,89700,75000,89700,7180,53820.0,600000.0
1999-10-08,103000,103000,95000,103000,25990,61800.0,600000.0
1999-10-11,102500,104500,95000,97000,10310,58200.0,600000.0
1999-10-12,102000,109000,95200,100000,19520,60000.0,600000.0
1999-10-13,97000,100500,95200,95800,7820,57480.0,600000.0
1999-10-14,97000,98000,92500,96200,10960,57720.0,600000.0
1999-10-15,98700,105000,96400,98000,17230,58800.0,600000.0
1999-10-18,94000,97500,92000,92000,7630,55200.0,600000.0
1999-10-19,92000,94000,87000,89000,6870,53400.0,600000.0
1999-10-20,91500,94500,89000,91500,4600,54900.0,600000.0
1999-10-21,88500,92500,88000,88000,4880,52800.0,600000.0
1999-10-22,85000,91000,85000,87000,4840,52200.0,600000.0
1999-10-25,85000,87000,82500,83100,4460,49860.0,600000.0
1999-10-26,80000,84500,80000,81200,4430,48720.0,600000.0
1999-10-27,80000,83500,79100,79300,5550,47580.0,600000.0
1999-10-28,81900,91100,80200,91100,12320,54660.0,600000.0
1999-10-29,100000,104000,90000,90000,21520,54000.0,600000.0
1999-11-01,90000,95000,88000,90200,9550,54120.0,600000.0
1999-11-02,93000,93000,88000,90000,7150,54000.0,600000.0
1999-11-03,87000,93000,87000,90300,8280,54180.0,600000.0
1999-11-04,88600,92000,88600,89500,7870,53700.0,600000.0
1999-11-05,91000,100000,90100,94000,18830,56400.0,600000.0
1999-11-08,94000,95000,90500,90500,7210,54300.0,600000.0
1999-11-09,91500,95600,90700,90900,7270,54540.0,600000.0
1999-11-10,91000,93000,89100,90000,8320,54000.0,600000.0
1999-11-11,90000,91000,87000,90000,10450,54000.0,600000.0
1999-11-12,91500,94000,87100,90000,10430,54000.0,600000.0
1999-11-15,90000,90000,88000,88500,5270,53100.0,600000.0
1999-11-16,88000,88500,85200,86200,6940,51720.0,600000.0
1999-11-17,87000,87000,81000,81000,6260,48600.0,600000.0
1999-11-18,81100,86500,80000,82000,6390,49200.0,600000.0
1999-11-19,81000,83900,80000,82000,7500,49200.0,600000.0
1999-11-22,81500,93500,80000,85000,15430,51000.0,600000.0
1999-11-23,85500,87000,82000,83300,9570,49980.0,600000.0
1999-11-24,82500,82500,80600,81000,4790,48600.0,600000.0
1999-11-25,79000,81600,78000,78800,6750,47280.0,600000.0
1999-11-26,78000,78000,74000,75000,5890,45000.0,600000.0
1999-11-29,75000,75500,71000,72500,3680,43500.0,600000.0
1999-11-30,74000,81500,72500,81500,12620,48900.0,600000.0
1999-12-01,82000,82000,73200,74000,4390,44400.0,600000.0
1999-12-02,75000,81400,74000,74000,5650,44400.0,600000.0
1999-12-03,75100,77500,71500,73300,3250,43980.0,600000.0
1999-12-06,78200,78200,72000,73000,4210,43800.0,600000.0
1999-12-07,73000,73500,69300,69500,6760,41700.0,600000.0
1999-12-08,70000,71500,65600,69000,4380,41400.0,600000.0
1999-12-09,73500,73500,69000,70000,4730,42000.0,600000.0
1999-12-10,69100,73500,67100,73500,6340,44100.0,600000.0
1999-12-13,73800,75500,70000,70300,5540,42180.0,600000.0
1999-12-14,70300,72000,70000,70600,6670,42360.0,600000.0
1999-12-15,81100,81100,73000,81100,8220,48660.0,600000.0
1999-12-16,93200,93200,87200,93200,19270,55920.0,600000.0
1999-12-17,94400,95000,79300,79300,16190,47580.0,600000.0
1999-12-20,74100,78500,70600,73300,5230,43980.0,600000.0
1999-12-21,71000,72000,69100,70000,7360,42000.0,600000.0
1999-12-22,67000,69000,60200,67000,6520,40200.0,600000.0
1999-12-23,63500,74800,63500,67000,5120,40200.0,600000.0
1999-12-24,71000,71000,64000,66000,3240,39600.0,600000.0
1999-12-27,66000,68000,65000,65000,4930,39000.0,600000.0
1999-12-28,65000,65100,56100,56100,4200,33660.0,600000.0
2000-01-04,49000,54500,49000,52000,5890,31200.0,600000.0
2000-01-05,54000,59800,53000,59800,9170,35880.0,600000.0
2000-01-06,60500,64900,53000,55000,5820,33000.0,600000.0
2000-01-07,57500,59000,53000,53500,4200,32100.0,600000.0
2000-01-10,55000,58800,51500,57500,5450,34500.0,600000.0
2000-01-11,51200,58000,51200,54300,3440,32580.0,600000.0
2000-01-12,55100,58000,52500,53800,4680,32280.0,600000.0
2000-01-13,53000,55800,53000,54000,3450,32400.0,600000.0
2000-01-14,52500,54000,52200,52800,3140,31680.0,600000.0
2000-01-17,52800,53500,50300,53400,5500,32040.0,600000.0
2000-01-18,52700,53700,51000,51500,2600,30900.0,600000.0
2000-01-19,53000,54000,48600,50000,4200,30000.0,600000.0
2000-01-20,46000,47200,45000,46000,3900,27600.0,600000.0
2000-01-21,40300,48000,40300,45000,3640,27000.0,600000.0
2000-01-24,45300,49000,45300,46100,2370,27660.0,600000.0
2000-01-25,45000,45800,44000,44200,2270,26520.0,600000.0
2000-01-26,44300,45000,43100,44000,1240,26400.0,600000.0
2000-01-27,50600,50600,50600,50600,6300,30360.0,600000.0
2000-01-28,58100,58100,58100,58100,2040,34860.0,600000.0
2000-01-31,66800,66800,60000,66800,27910,40080.0,600000.0
2000-02-01,63000,73700,62200,65000,21150,39000.0,600000.0
2000-02-02,66900,67400,61500,62100,8030,37260.0,600000.0
2000-02-03,53300,67000,53300,62500,11910,37500.0,600000.0
2000-02-07,63200,70000,63200,63500,11510,38100.0,600000.0
2000-02-08,65900,65900,61900,62100,7290,37260.0,600000.0
2000-02-09,60100,62000,60100,60800,3660,36480.0,600000.0
2000-02-10,62000,62000,57200,57200,5080,34320.0,600000.0
2000-02-11,57200,62500,57200,61300,6350,36780.0,600000.0
2000-02-14,61000,61000,56500,58100,4800,34860.0,600000.0
2000-02-15,59000,59000,56100,57900,2370,34740.0,600000.0
2000-02-16,58100,58500,53000,55500,2240,33300.0,600000.0
2000-02-17,55000,60000,54600,59000,2500,35400.0,600000.0
2000-02-18,56200,57700,55000,55000,2540,33000.0,600000.0
2000-02-21,56000,56000,51500,53700,2370,32220.0,600000.0
2000-02-22,52100,57000,50100,54500,3310,32700.0,600000.0
2000-02-23,56000,62600,53500,62600,4900,37560.0,600000.0
2000-02-24,71900,71900,63000,63300,13110,37980.0,600000.0
2000-02-25,63000,69500,60000,64000,5330,38400.0,600000.0
2000-02-28,64000,69800,61100,64500,8530,38700.0,600000.0
2000-02-29,63500,70000,61000,65000,5880,39000.0,600000.0
2000-03-02,65000,67000,63100,66400,4500,39840.0,600000.0
2000-03-03,67000,67000,63500,64700,4360,38820.0,600000.0
2000-03-06,62500,74400,62500,72300,14410,43380.0,600000.0
2000-03-07,72000,72000,68200,69200,6370,41520.0,600000.0
2000-03-08,68000,74900,68000,70300,4840,42180.0,600000.0
2000-03-09,70200,79000,70200,73400,9890,44040.0,600000.0
2000-03-10,78000,84400,75000,84400,21380,50640.0,600000.0
2000-03-13,92000,97000,90000,97000,21200,58200.0,600000.0
2000-03-14,97000,102000,85100,88000,21750,52800.0,600000.0
2000-03-15,87400,88000,75000,75500,13300,45300.0,600000.0
2000-03-16,86800,86800,81000,86800,16130,52080.0,600000.0
2000-03-17,93000,98900,77000,82000,29310,49200.0,600000.0
2000-03-20,80300,91500,73100,86000,23000,51600.0,600000.0
2000-03-21,85900,88000,78500,78500,16120,47100.0,600000.0
2000-03-22,74500,82100,74500,77500,14380,46500.0,600000.0
2000-03-23,80000,87500,77500,84400,37140,50640.0,600000.0
2000-03-24,90000,97000,87000,97000,55050,58200.0,600000.0
2000-03-27,111500,111500,85600,88200,115230,52920.0,600000.0
2000-03-28,88400,91800,83300,84000,34400,50400.0,600000.0
2000-03-29,86900,87100,81000,81000,30670,48600.0,600000.0
2000-03-30,83000,84000,76500,77700,21710,46620.0,600000.0
2000-03-31,75000,84000,75000,77700,30090,46620.0,600000.0
2000-04-03,77700,82000,74200,74500,19800,44700.0,600000.0
2000-04-04,72100,74000,63400,65000,16670,39000.0,600000.0
2000-04-06,68900,74700,65000,70100,31190,42060.0,600000.0
2000-04-07,65100,72600,65100,71600,28340,42960.0,600000.0
2000-04-10,72000,76400,70000,72700,26660,43620.0,600000.0
2000-04-11,73200,73900,67200,67900,14520,40740.0,600000.0
2000-04-12,67900,69000,65400,66700,11050,40020.0,600000.0
2000-04-14,64000,65000,60900,62500,14130,37500.0,600000.0
2000-04-17,55000,58000,54100,54500,17750,32700.0,600000.0
2000-04-18,55000,60000,55000,55500,9810,33300.0,600000.0
2000-04-19,56500,62000,56500,59500,14330,35700.0,600000.0
2000-04-20,63900,63900,60000,60500,8450,36300.0,600000.0
2000-04-21,61500,61500,58200,58500,10588,35100.0,600000.0
2000-04-24,60000,61000,59000,59300,9370,35580.0,600000.0
2000-04-25,57600,59600,57400,59000,4850,35400.0,600000.0
2000-04-26,60900,60900,58300,59000,7480,35400.0,600000.0
2000-04-27,58100,61000,58100,58500,8330,35100.0,600000.0
2000-04-28,58700,60800,57500,58000,3700,34800.0,600000.0
2000-05-02,58100,58800,57500,57500,5170,34500.0,600000.0
2000-05-03,57500,60400,56100,57900,4840,34740.0,600000.0
2000-05-04,58100,59000,57100,57900,2970,34740.0,600000.0
2000-05-08,59900,60000,58200,58900,3820,35340.0,600000.0
2000-05-09,57500,59900,57500,58100,2460,34860.0,600000.0
2000-05-10,57200,58000,56900,57500,6420,34500.0,600000.0
2000-05-12,56900,57500,56300,56300,6200,33780.0,600000.0
2000-05-15,56300,56300,54500,55000,7100,33000.0,600000.0
2000-05-16,54200,56900,54200,54900,3310,32940.0,600000.0
2000-05-17,55000,57000,50600,53000,3930,31800.0,600000.0
2000-05-18,50200,54000,50200,50400,4120,30240.0,600000.0
2000-05-19,52400,52400,47600,51000,2730,30600.0,600000.0
2000-05-22,50100,51000,47200,47200,2680,28320.0,600000.0
2000-05-23,45100,48000,45100,45500,3040,27300.0,600000.0
2000-05-24,45500,47000,43500,47000,7030,28200.0,600000.0
2000-05-25,51000,53000,47800,51000,5700,30600.0,600000.0
2000-05-26,50200,51000,48200,48200,1370,28920.0,600000.0
2000-05-29,46300,50600,46200,50600,4320,30360.0,600000.0
2000-05-30,53100,58100,52000,58100,13910,34860.0,600000.0
2000-05-31,60000,63000,54000,57400,18170,34440.0,600000.0
2000-06-01,58000,58500,55600,56100,4320,33660.0,600000.0
2000-06-02,55300,57500,53300,54000,5720,32400.0,600000.0
2000-06-05,55900,56900,55000,55800,5020,33480.0,600000.0
2000-06-07,59800,64100,59800,64100,18520,38460.0,600000.0
2000-06-08,65000,68000,58100,60200,14880,36120.0,600000.0
2000-06-09,60500,60600,57600,59000,6610,35400.0,600000.0
2000-06-12,59000,65000,58100,61300,10390,36780.0,600000.0
2000-06-13,59000,60800,56200,57100,3840,34260.0,600000.0
2000-06-14,57500,61000,56300,56500,4270,33900.0,600000.0
2000-06-15,53600,56900,53600,54600,7120,32760.0,600000.0
2000-06-16,52600,56100,52600,54200,2510,32520.0,600000.0
2000-06-19,54200,55000,53100,55000,2760,33000.0,600000.0
2000-06-20,58000,58700,55300,56000,8170,33600.0,600000.0
2000-06-21,56900,56900,54800,55200,5170,33120.0,600000.0
2000-06-22,55500,58000,55300,55300,3530,33180.0,600000.0
2000-06-23,55000,56200,54200,55300,1570,33180.0,600000.0
2000-06-26,56400,63500,55600,63500,10980,38100.0,600000.0
2000-06-27,69000,71500,64300,66500,35780,39900.0,600000.0
2000-06-28,66300,69500,61100,64800,13300,38880.0,600000.0
2000-06-29,66000,66000,62000,64800,7330,38880.0,600000.0
2000-06-30,62300,73900,62300,67900,14410,40740.0,600000.0
2000-07-03,68100,69800,66700,68800,8940,41280.0,600000.0
2000-07-04,68800,69000,65100,66000,7510,39600.0,600000.0
2000-07-05,66000,67900,64500,65500,4450,39300.0,600000.0
2000-07-06,62900,65900,62900,64000,4870,38400.0,600000.0
2000-07-07,65000,65800,63000,63100,5100,37860.0,600000.0
2000-07-10,64500,65000,63300,64000,3700,38400.0,600000.0
2000-07-11,63300,64000,62000,62000,3540,37200.0,600000.0
2000-07-12,62000,64500,62000,62100,3880,37260.0,600000.0
2000-07-13,62500,67400,60600,65100,11540,39060.0,600000.0
2000-07-14,64000,66000,62000,62100,2831,37260.0,600000.0
2000-07-18,60600,62700,59100,61100,3911,36660.0,600000.0
2000-07-19,60500,61700,59000,60000,2570,36000.0,600000.0
2000-07-20,61000,61000,58100,58500,2730,35100.0,600000.0
2000-07-21,59200,59800,57900,58200,2200,34920.0,600000.0
2000-07-24,58900,58900,56300,56600,3441,33960.0,600000.0
2000-07-25,56000,57500,55000,56900,2410,34140.0,600000.0
2000-07-26,57500,58300,56500,57000,1400,34200.0,600000.0
2000-07-27,56300,57300,56100,56600,1570,33960.0,600000.0
2000-07-28,57000,57000,55500,56800,1220,34080.0,600000.0
2000-07-31,55200,56300,54800,56000,3440,33600.0,600000.0
2000-08-01,56800,56800,55200,56200,4330,33720.0,600000.0
2000-08-02,55300,56400,55000,55400,3470,33240.0,600000.0
2000-08-03,55000,60800,55000,56500,5110,33900.0,600000.0
2000-08-04,57000,57600,55200,55200,2060,33120.0,600000.0
2000-08-07,55200,58000,54800,55200,4130,33120.0,600000.0
2000-08-08,55200,56900,55200,55300,1480,33180.0,600000.0
2000-08-09,55100,56600,54500,55300,1990,33180.0,600000.0
2000-08-10,54700,57000,54400,55200,2630,33120.0,600000.0
2000-08-11,55800,56200,55000,55300,2660,33180.0,600000.0
2000-08-14,55600,60800,55500,60000,7512,36000.0,600000.0
2000-08-16,60000,61000,57900,58400,5330,35040.0,600000.0
2000-08-17,57000,57900,55100,55100,4450,33060.0,600000.0
2000-08-18,55500,56700,55100,55700,2630,33420.0,600000.0
2000-08-21,55500,56200,55000,55000,1510,33000.0,600000.0
2000-08-22,55000,55500,55000,55100,1510,33060.0,600000.0
2000-08-23,55100,55700,54000,55100,1870,33060.0,600000.0
2000-08-24,55100,55100,54100,54500,2070,32700.0,600000.0
2000-08-25,53200,55000,53200,55000,1820,33000.0,600000.0
2000-08-28,54700,54800,53600,53700,2080,32220.0,600000.0
2000-08-29,54400,56000,53900,55200,4750,33120.0,600000.0
2000-08-30,55500,55500,53800,53800,3360,32280.0,600000.0
2000-08-31,53800,54700,53000,53000,1240,31800.0,600000.0
2000-09-01,53900,53900,52500,53000,950,31800.0,600000.0
2000-09-04,53400,53600,52200,52300,910,31380.0,600000.0
2000-09-05,52500,53400,51500,52500,7700,31500.0,600000.0
2000-09-06,52500,52500,51500,51700,940,31020.0,600000.0
2000-09-07,52000,52000,49800,49950,3500,29970.0,600000.0
2000-09-08,48650,50000,48650,49200,1470,29520.0,600000.0
2000-09-14,48600,48900,47200,48600,1830,29160.0,600000.0
2000-09-15,49100,50900,49000,49800,2195,29880.0,600000.0
2000-09-18,49300,49300,46000,46100,5310,27660.0,600000.0
2000-09-19,46000,47900,44200,46400,1480,27840.0,600000.0
2000-09-20,47400,49600,47400,49400,390,29640.0,600000.0
2000-09-21,47100,48800,47000,48500,400,29100.0,600000.0
2000-09-22,48500,48500,45500,45500,1060,27300.0,600000.0
2000-09-25,45500,48000,45500,47400,6560,28440.0,600000.0
2000-09-26,47400,47900,46400,47900,5070,28740.0,600000.0
2000-09-27,49600,49600,46800,48300,4660,28980.0,600000.0
2000-09-28,45400,47500,45400,46900,1650,28140.0,600000.0
2000-09-29,46500,48500,46500,47300,2560,28380.0,600000.0
2000-10-02,47900,47900,46000,47100,2250,28260.0,600000.0
2000-10-04,47000,49800,46600,48500,11600,29100.0,600000.0
2000-10-05,50200,55700,50000,53900,17904,32340.0,600000.0
2000-10-06,53900,54500,51000,51500,5784,30900.0,600000.0
2000-10-09,52900,52900,50300,50500,3066,30300.0,600000.0
2000-10-10,51000,51000,48800,49600,3890,29760.0,600000.0
2000-10-11,50000,50800,47300,47400,3210,28440.0,600000.0
2000-10-12,47500,49400,47000,48100,3470,28860.0,600000.0
2000-10-13,47100,47900,46200,47900,4430,28740.0,600000.0
2000-10-16,48700,51500,48700,48800,3680,29280.0,600000.0
2000-10-17,49900,51300,48200,48200,4560,28920.0,600000.0
2000-10-18,49000,49000,47300,47550,3450,28530.0,600000.0
2000-10-19,47100,48300,47100,47550,3690,28530.0,600000.0
2000-10-20,47300,49500,47300,48400,5170,29040.0,600000.0
